MinNormIw,VarVanillaIw,ESSClassic,VarRet,AvgVanillaIw,EpsThisIter,AvgEpLen,AvgRet,Bound,MaxVanillaIw,AvgDiscRet,eRenyi2,MinVanillaIw,MaxNormIw,Delta,VarJ,IterType,AvgNormIw,BatchSize,VarDiscRet,ESSRenyi,VarNormIw,J,VanillaAvgRet
0.005,,200.000000102,85186.3214998,1.0,100,125.33,1157.15176124,1008.11,1.0,1157.15176124,1.0,1.0,0.005,0.5,275.616,2,0.005,500,85186.3214998,500.0,2.1793e-19,1141.13,1157.15176124
0.00333333,,299.999969474,82053.3635263,1.0,100,117.41,1084.46064159,1012.43,1.0,1084.46064159,1.0,1.0,0.00333333,0.5,280.061,2,0.00333333,500,82053.3635263,500.0,5.43914e-20,1122.24,1084.46064159
0.0025,,400.0,84222.1956506,1.0,100,123.49,1138.68377349,1031.25,1.0,1138.68377349,1.0,1.0,0.0025,0.5,282.35,2,0.0025,500,84222.1956506,500.0,5.4346e-20,1126.35,1138.68377349
5.77339e-07,1795.96,1.95468707092,91700.9903437,2.65227,100,121.65,1122.81774404,1255.29,948.028,1122.81774404,8.14997,0.000765629,0.71488,0.5,2035.63,1,0.002,500,91700.9903437,61.3498971315,0.00102123,1498.13,1122.81774404
0.01,,100.0,86630.6644237,1.0,100,122.74,1132.64415635,945.162,1.0,1132.64415635,1.0,1.0,0.01,0.5,292.855,2,0.01,500,86630.6644237,500.0,3.50449e-18,1132.64,1132.64415635
0.005,,200.000000102,84704.4863628,1.0,100,119.29,1098.60009061,979.431,1.0,1098.60009061,1.0,1.0,0.005,0.5,291.72,2,0.005,500,84704.4863628,500.0,2.1793e-19,1115.62,1098.60009061
0.00333333,,299.999969474,73761.1194182,1.0,100,126.13,1163.80381131,1020.48,1.0,1163.80381131,1.0,1.0,0.00333333,0.5,285.641,2,0.00333333,500,73761.1194182,500.0,5.43914e-20,1131.68,1163.80381131
0.0025,,400.0,106802.876224,1.0,100,127.94,1181.71603193,1044.68,1.0,1181.71603193,1.0,1.0,0.0025,0.5,296.81,2,0.0025,500,106802.876224,500.0,5.4346e-20,1144.19,1181.71603193
8.79152e-05,0.603687,307.821695463,109570.498548,0.982357,100,121.95,1123.74962991,1065.2,6.56134,1123.74962991,1.53281,0.043182,0.0133584,0.5,433.301,1,0.002,500,109570.498548,326.198701117,2.50227e-06,1176.3,1123.74962991
0.01,,100.0,88896.5744025,1.0,100,120.69,1111.83864598,941.167,1.0,1111.83864598,1.0,1.0,0.01,0.5,296.661,2,0.01,500,88896.5744025,500.0,3.50449e-18,1111.84,1111.83864598
0.005,,200.000000102,71329.0096526,1.0,100,121.77,1124.34284879,979.061,1.0,1124.34284879,1.0,1.0,0.005,0.5,281.693,2,0.005,500,71329.0096526,500.0,2.1793e-19,1118.09,1124.34284879
0.00333333,,299.999969474,77466.0195124,1.0,100,120.92,1114.56382559,1003.4,1.0,1114.56382559,1.0,1.0,0.00333333,0.5,280.12,2,0.00333333,500,77466.0195124,500.0,5.43914e-20,1116.92,1114.56382559
0.0025,,400.0,78161.0218236,1.0,100,124.52,1149.84878208,1026.84,1.0,1149.84878208,1.0,1.0,0.0025,0.5,279.997,2,0.0025,500,78161.0218236,500.0,5.4346e-20,1125.15,1149.84878208
3.56103e-05,4.35237,106.911142251,98321.9317794,1.08691,100,126.1,1163.37375984,1088.22,43.8204,1163.37375984,2.45641,0.0193526,0.0806329,0.5,865.795,1,0.002,500,98321.9317794,203.549186275,1.47366e-05,1226.04,1163.37375984
0.01,,100.0,102831.730153,1.0,100,115.16,1062.17233524,855.098,1.0,1062.17233524,1.0,1.0,0.01,0.5,319.066,2,0.01,500,102831.730153,500.0,3.50449e-18,1062.17,1062.17233524
0.005,,200.000000102,97247.9209498,1.0,100,120.75,1113.42011256,941.372,1.0,1113.42011256,1.0,1.0,0.005,0.5,315.747,2,0.005,500,97247.9209498,500.0,2.1793e-19,1087.8,1113.42011256
0.00333333,,299.999969474,91204.3123784,1.0,100,120.81,1115.99477248,977.641,1.0,1115.99477248,1.0,1.0,0.00333333,0.5,311.028,2,0.00333333,500,91204.3123784,500.0,5.43914e-20,1097.2,1115.99477248
0.0025,,400.0,123478.504461,1.0,100,126.5,1166.09745772,1010.88,1.0,1166.09745772,1.0,1.0,0.0025,0.5,322.498,2,0.0025,500,123478.504461,500.0,5.4346e-20,1114.42,1166.09745772
9.47451e-05,0.369838,369.26996945,85690.5008118,1.02107,100,120.1,1108.66814982,1042.5,5.88823,1108.66814982,1.45556,0.0483707,0.0115335,0.5,435.203,1,0.002,500,85690.5008118,343.511534157,1.41893e-06,1154.22,1108.66814982
0.01,,100.0,85747.0260011,1.0,100,119.98,1106.8062272,909.043,1.0,1106.8062272,1.0,1.0,0.01,0.5,291.358,2,0.01,500,85747.0260011,500.0,3.50449e-18,1106.81,1106.8062272
0.005,,200.000000102,110491.292063,1.0,100,122.75,1131.52252828,979.325,1.0,1131.52252828,1.0,1.0,0.005,0.5,311.915,2,0.005,500,110491.292063,500.0,2.1793e-19,1119.16,1131.52252828
0.00333333,,299.999969474,102984.856028,1.0,100,120.72,1115.55482526,1003.78,1.0,1115.55482526,1.0,1.0,0.00333333,0.5,314.402,2,0.00333333,500,102984.856028,500.0,5.43914e-20,1117.96,1115.55482526
0.0025,,400.0,77308.866839,1.0,100,125.48,1156.91431425,1028.82,1.0,1156.91431425,1.0,1.0,0.0025,0.5,305.867,2,0.0025,500,77308.866839,500.0,5.4346e-20,1127.7,1156.91431425
3.7976e-06,37.5271,20.100795741,91336.638173,1.25248,100,121.97,1127.63432505,1145.44,131.196,1127.63432505,4.32333,0.0023782,0.209499,0.5,1942.28,1,0.002,500,91336.638173,115.651543607,9.56899e-05,1336.81,1127.63432505
0.01,,100.0,106914.089968,1.0,100,123.99,1143.93081395,956.69,1.0,1143.93081395,1.0,1.0,0.01,0.5,325.338,2,0.01,500,106914.089968,500.0,3.50449e-18,1143.93,1143.93081395
0.005,,200.000000102,96855.5412222,1.0,100,127.52,1174.84448547,1018.44,1.0,1174.84448547,1.0,1.0,0.005,0.5,317.97,2,0.005,500,96855.5412222,500.0,2.1793e-19,1159.39,1174.84448547
0.00333333,,299.999969474,104912.905287,1.0,100,128.92,1188.38181615,1053.97,1.0,1188.38181615,1.0,1.0,0.00333333,0.5,319.705,2,0.00333333,500,104912.905287,500.0,5.43914e-20,1169.05,1188.38181615
0.0025,,400.0,114595.446655,1.0,100,128.34,1183.89956286,1071.68,1.0,1183.89956286,1.0,1.0,0.0025,0.5,324.133,2,0.0025,500,114595.446655,500.0,5.4346e-20,1172.76,1183.89956286
7.0507e-07,0.937992,267.493614199,112761.57663,1.03778,100,123.21,1138.09767873,1113.76,10.8738,1138.09767873,1.72559,0.000365852,0.0209559,0.5,493.933,1,0.002,500,112761.57663,289.756109221,3.48378e-06,1232.65,1138.09767873
0.01,,100.0,124521.787395,1.0,100,120.35,1109.9949462,914.758,1.0,1109.9949462,1.0,1.0,0.01,0.5,351.108,2,0.01,500,124521.787395,500.0,3.50449e-18,1109.99,1109.9949462
0.005,,200.000000102,100793.326142,1.0,100,127.9,1180.96782602,1007.43,1.0,1180.96782602,1.0,1.0,0.005,0.5,335.843,2,0.005,500,100793.326142,500.0,2.1793e-19,1145.48,1180.96782602
0.00333333,,299.999969474,105199.92377,1.0,100,121.2,1117.41630454,1023.41,1.0,1117.41630454,1.0,1.0,0.00333333,0.5,331.79,2,0.00333333,500,105199.92377,500.0,5.43914e-20,1136.13,1117.41630454
0.0025,,400.0,108470.814971,1.0,100,119.27,1099.9500145,1029.46,1.0,1099.9500145,1.0,1.0,0.0025,0.5,331.142,2,0.0025,500,108470.814971,500.0,5.4346e-20,1127.08,1099.9500145
0.002,,500.000006643,83266.8160828,1.0,100,120.77,1114.35891341,1037.23,1.0,1114.35891341,1.0,1.0,0.002,0.5,322.858,1,0.002,500,83266.8160828,500.0,5.43187e-20,1124.54,1114.35891341
0.01,,100.0,84897.1755534,1.0,100,125.77,1160.47644183,969.676,1.0,1160.47644183,1.0,1.0,0.01,0.5,289.911,2,0.01,500,84897.1755534,500.0,3.50449e-18,1160.48,1160.47644183
0.005,,200.000000102,94998.1838764,1.0,100,118.36,1092.07061996,991.358,1.0,1092.07061996,1.0,1.0,0.005,0.5,300.363,2,0.005,500,94998.1838764,500.0,2.1793e-19,1126.27,1092.07061996
0.00333333,,299.999969474,134980.974438,1.0,100,121.84,1124.02172696,1012.29,1.0,1124.02172696,1.0,1.0,0.00333333,0.5,323.559,2,0.00333333,500,134980.974438,500.0,5.43914e-20,1125.52,1124.02172696
0.0025,,400.0,91509.6526269,1.0,100,123.16,1137.31684039,1030.41,1.0,1137.31684039,1.0,1.0,0.0025,0.5,318.108,2,0.0025,500,91509.6526269,500.0,5.4346e-20,1128.47,1137.31684039
0.002,,500.000006643,94529.939241,1.0,100,117.36,1081.61960224,1028.67,1.0,1081.61960224,1.0,1.0,0.002,0.5,316.263,1,0.002,500,94529.939241,500.0,5.43187e-20,1119.1,1081.61960224
0.01,,100.0,109179.670265,1.0,100,129.64,1194.77687158,993.456,1.0,1194.77687158,1.0,1.0,0.01,0.5,328.767,2,0.01,500,109179.670265,500.0,3.50449e-18,1194.78,1194.77687158
0.005,,200.000000102,122636.749887,1.0,100,123.33,1137.03162307,997.526,1.0,1137.03162307,1.0,1.0,0.005,0.5,339.975,2,0.005,500,122636.749887,500.0,2.1793e-19,1165.9,1137.03162307
0.00333333,,299.999969474,120918.432199,1.0,100,125.17,1154.61420308,1024.66,1.0,1154.61420308,1.0,1.0,0.00333333,0.5,342.033,2,0.00333333,500,120918.432199,500.0,5.43914e-20,1162.14,1154.61420308
0.0025,,400.0,83165.755135,1.0,100,119.33,1101.74399651,1027.98,1.0,1101.74399651,1.0,1.0,0.0025,0.5,330.163,2,0.0025,500,83165.755135,500.0,5.4346e-20,1147.04,1101.74399651
0.002,,500.000006643,95788.7098058,1.0,100,113.08,1043.14558662,1019.77,1.0,1043.14558662,1.0,1.0,0.002,0.5,328.48,1,0.002,500,95788.7098058,500.0,5.43187e-20,1126.26,1043.14558662
0.01,,100.0,112996.032536,1.0,100,127.84,1177.00243325,975.497,1.0,1177.00243325,1.0,1.0,0.01,0.5,334.464,2,0.01,500,112996.032536,500.0,3.50449e-18,1177.0,1177.00243325
0.005,,200.000000102,105472.759083,1.0,100,114.09,1055.1948199,973.613,1.0,1055.1948199,1.0,1.0,0.005,0.5,334.442,2,0.005,500,105472.759083,500.0,2.1793e-19,1116.1,1055.1948199
0.00333333,,299.999969474,102080.545264,1.0,100,124.67,1150.24559407,1011.14,1.0,1150.24559407,1.0,1.0,0.00333333,0.5,329.413,2,0.00333333,500,102080.545264,500.0,5.43914e-20,1127.48,1150.24559407
0.0025,,400.0,89493.4396156,1.0,100,120.47,1108.51338885,1021.99,1.0,1108.51338885,1.0,1.0,0.0025,0.5,321.873,2,0.0025,500,89493.4396156,500.0,5.4346e-20,1122.74,1108.51338885
0.002,,500.000006643,121698.537837,1.0,100,123.64,1141.06650912,1036.29,1.0,1141.06650912,1.0,1.0,0.002,0.5,327.157,1,0.002,500,121698.537837,500.0,5.43187e-20,1126.4,1141.06650912
0.01,,100.0,106968.452147,1.0,100,129.85,1198.91094619,1002.85,1.0,1198.91094619,1.0,1.0,0.01,0.5,325.421,2,0.01,500,106968.452147,500.0,3.50449e-18,1198.91,1198.91094619
0.005,,200.000000102,79918.0867333,1.0,100,123.18,1136.2056604,1028.93,1.0,1136.2056604,1.0,1.0,0.005,0.5,305.764,2,0.005,500,79918.0867333,500.0,2.1793e-19,1167.56,1136.2056604
0.00333333,,299.999969474,92448.7607625,1.0,100,122.89,1133.2805909,1042.94,1.0,1133.2805909,1.0,1.0,0.00333333,0.5,305.118,2,0.00333333,500,92448.7607625,500.0,5.43914e-20,1156.13,1133.2805909
0.0025,,400.0,91302.5423221,1.0,100,122.98,1137.17592764,1053.36,1.0,1137.17592764,1.0,1.0,0.0025,0.5,304.118,2,0.0025,500,91302.5423221,500.0,5.4346e-20,1151.39,1137.17592764
0.002,,500.000006643,86898.4578853,1.0,100,123.6,1139.14358903,1061.26,1.0,1139.14358903,1.0,1.0,0.002,0.5,302.026,1,0.002,500,86898.4578853,500.0,5.43187e-20,1148.94,1139.14358903
0.01,,100.0,87004.329736,1.0,100,120.64,1111.41333722,936.595,1.0,1111.41333722,1.0,1.0,0.01,0.5,293.486,2,0.01,500,87004.329736,500.0,3.50449e-18,1111.41,1111.41333722
0.005,,200.000000102,98193.3038632,1.0,100,119.13,1100.2022518,974.14,1.0,1100.2022518,1.0,1.0,0.005,0.5,302.827,2,0.005,500,98193.3038632,500.0,2.1793e-19,1105.81,1100.2022518
0.00333333,,299.999969474,96875.358858,1.0,100,116.22,1073.30132796,981.207,1.0,1073.30132796,1.0,1.0,0.00333333,0.5,305.516,2,0.00333333,500,96875.358858,500.0,5.43914e-20,1094.97,1073.30132796
0.0025,,400.0,107287.063746,1.0,100,130.79,1205.26232175,1024.02,1.0,1205.26232175,1.0,1.0,0.0025,0.5,314.387,2,0.0025,500,107287.063746,500.0,5.4346e-20,1122.54,1205.26232175
0.002,,500.000006643,106802.885721,1.0,100,116.77,1075.67830688,1025.05,1.0,1075.67830688,1.0,1.0,0.002,0.5,317.127,1,0.002,500,106802.885721,500.0,5.43187e-20,1113.17,1075.67830688
0.01,,100.0,107057.546392,1.0,100,118.23,1091.51629693,896.874,1.0,1091.51629693,1.0,1.0,0.01,0.5,325.556,2,0.01,500,107057.546392,500.0,3.50449e-18,1091.52,1091.51629693
0.005,,200.000000102,106082.129645,1.0,100,123.93,1142.16330979,974.276,1.0,1142.16330979,1.0,1.0,0.005,0.5,325.8,2,0.005,500,106082.129645,500.0,2.1793e-19,1116.84,1142.16330979
0.00333333,,299.999969474,93878.6214487,1.0,100,122.44,1130.43786738,1004.97,1.0,1130.43786738,1.0,1.0,0.00333333,0.5,319.037,2,0.00333333,500,93878.6214487,500.0,5.43914e-20,1121.37,1130.43786738
0.0025,,400.0,93036.4890924,1.0,100,125.57,1159.28987713,1030.04,1.0,1159.28987713,1.0,1.0,0.0025,0.5,315.649,2,0.0025,500,93036.4890924,500.0,5.4346e-20,1130.85,1159.28987713
0.002,,500.000006643,99413.6740743,1.0,100,118.05,1087.9448041,1032.1,1.0,1087.9448041,1.0,1.0,0.002,0.5,315.731,1,0.002,500,99413.6740743,500.0,5.43187e-20,1122.27,1087.9448041
0.01,,100.0,121421.273429,1.0,100,117.13,1079.95847982,894.025,1.0,1079.95847982,1.0,1.0,0.01,0.5,346.709,2,0.01,500,121421.273429,500.0,3.50449e-18,1079.96,1079.95847982
0.005,,200.000000102,94630.4372786,1.0,100,124.05,1145.27084628,981.14,1.0,1145.27084628,1.0,1.0,0.005,0.5,328.652,2,0.005,500,94630.4372786,500.0,2.1793e-19,1112.61,1145.27084628
0.00333333,,299.999969474,102892.52292,1.0,100,121.76,1121.44536482,1005.09,1.0,1121.44536482,1.0,1.0,0.00333333,0.5,325.546,2,0.00333333,500,102892.52292,500.0,5.43914e-20,1115.56,1121.44536482
0.0025,,400.0,105506.224651,1.0,100,121.19,1118.82082473,1020.7,1.0,1118.82082473,1.0,1.0,0.0025,0.5,324.961,2,0.0025,500,105506.224651,500.0,5.4346e-20,1116.37,1118.82082473
0.002,,500.000006643,113854.145168,1.0,100,125.62,1157.54086986,1035.96,1.0,1157.54086986,1.0,1.0,0.002,0.5,327.558,1,0.002,500,113854.145168,500.0,5.43187e-20,1124.61,1157.54086986
0.01,,100.0,93103.3979682,1.0,100,116.73,1076.7373341,909.095,1.0,1076.7373341,1.0,1.0,0.01,0.5,303.599,2,0.01,500,93103.3979682,500.0,3.50449e-18,1076.74,1076.7373341
0.005,,200.000000102,113537.339216,1.0,100,120.55,1111.22747914,953.632,1.0,1111.22747914,1.0,1.0,0.005,0.5,320.288,2,0.005,500,113537.339216,500.0,2.1793e-19,1093.98,1111.22747914
0.00333333,,299.999969474,96550.3023656,1.0,100,122.64,1131.63238242,991.937,1.0,1131.63238242,1.0,1.0,0.00333333,0.5,317.122,2,0.00333333,500,96550.3023656,500.0,5.43914e-20,1106.53,1131.63238242
0.0025,,400.0,100394.03667,1.0,100,122.73,1133.50750391,1014.03,1.0,1133.50750391,1.0,1.0,0.0025,0.5,316.873,2,0.0025,500,100394.03667,500.0,5.4346e-20,1113.28,1133.50750391
0.002,,500.000006643,133755.737289,1.0,100,125.39,1158.21256304,1031.94,1.0,1158.21256304,1.0,1.0,0.002,0.5,327.313,1,0.002,500,133755.737289,500.0,5.43187e-20,1122.26,1158.21256304
0.01,,100.0,89628.9018594,1.0,100,118.81,1097.0039781,912.904,1.0,1097.0039781,1.0,1.0,0.01,0.5,297.88,2,0.01,500,89628.9018594,500.0,3.50449e-18,1097.0,1097.0039781
0.005,,200.000000102,104982.417836,1.0,100,128.92,1188.0561059,1002.17,1.0,1188.0561059,1.0,1.0,0.005,0.5,313.696,2,0.005,500,104982.417836,500.0,2.1793e-19,1142.53,1188.0561059
0.00333333,,299.999969474,105898.005594,1.0,100,121.52,1123.76812955,1021.67,1.0,1123.76812955,1.0,1.0,0.00333333,0.5,317.219,2,0.00333333,500,105898.005594,500.0,5.43914e-20,1136.28,1123.76812955
0.0025,,400.0,109120.969023,1.0,100,123.51,1140.12675939,1037.99,1.0,1140.12675939,1.0,1.0,0.0025,0.5,320.127,2,0.0025,500,109120.969023,500.0,5.4346e-20,1137.24,1140.12675939
0.002,,500.000006643,122082.384913,1.0,100,130.75,1206.68410133,1050.42,1.0,1206.68410133,1.0,1.0,0.002,0.5,327.0,1,0.002,500,122082.384913,500.0,5.43187e-20,1151.13,1206.68410133
0.01,,100.0,106512.892335,1.0,100,122.56,1130.8479723,955.374,1.0,1130.8479723,1.0,1.0,0.01,0.5,324.727,2,0.01,500,106512.892335,500.0,3.50449e-18,1130.85,1130.8479723
0.005,,200.000000102,103646.485508,1.0,100,124.17,1146.09710465,1002.47,1.0,1146.09710465,1.0,1.0,0.005,0.5,322.625,2,0.005,500,103646.485508,500.0,2.1793e-19,1138.47,1146.09710465
0.00333333,,299.999969474,97108.6404056,1.0,100,125.19,1154.96632526,1031.55,1.0,1154.96632526,1.0,1.0,0.00333333,0.5,318.587,2,0.00333333,500,97108.6404056,500.0,5.43914e-20,1143.97,1154.96632526
0.0025,,400.0,114987.052813,1.0,100,129.22,1191.40729574,1058.47,1.0,1191.40729574,1.0,1.0,0.0025,0.5,324.044,2,0.0025,500,114987.052813,500.0,5.4346e-20,1155.83,1191.40729574
0.002,,500.000006643,92655.3622127,1.0,100,124.87,1152.19344123,1068.02,1.0,1152.19344123,1.0,1.0,0.002,0.5,319.924,1,0.002,500,92655.3622127,500.0,5.43187e-20,1155.1,1152.19344123
0.01,,100.0,106055.634749,1.0,100,118.05,1088.51176937,906.227,1.0,1088.51176937,1.0,1.0,0.01,0.5,324.029,2,0.01,500,106055.634749,500.0,3.50449e-18,1088.51,1088.51176937
0.005,,200.000000102,97436.3387239,1.0,100,123.7,1140.63716253,972.631,1.0,1140.63716253,1.0,1.0,0.005,0.5,318.446,2,0.005,500,97436.3387239,500.0,2.1793e-19,1114.57,1140.63716253
0.00333333,,299.999969474,103581.080273,1.0,100,125.4,1157.34942372,1012.94,1.0,1157.34942372,1.0,1.0,0.00333333,0.5,319.677,2,0.00333333,500,103581.080273,500.0,5.43914e-20,1128.83,1157.34942372
0.0025,,400.0,100656.945727,1.0,100,119.16,1101.15281624,1021.54,1.0,1101.15281624,1.0,1.0,0.0025,0.5,318.907,2,0.0025,500,100656.945727,500.0,5.4346e-20,1121.91,1101.15281624
0.002,,500.000006643,112822.444001,1.0,100,117.53,1084.38288991,1023.92,1.0,1084.38288991,1.0,1.0,0.002,0.5,322.375,1,0.002,500,112822.444001,500.0,5.43187e-20,1114.41,1084.38288991
0.01,,100.0,89360.375841,1.0,100,118.72,1093.18448255,918.81,1.0,1093.18448255,1.0,1.0,0.01,0.5,297.434,2,0.01,500,89360.375841,500.0,3.50449e-18,1093.18,1093.18448255
0.005,,200.000000102,83890.7653667,1.0,100,122.62,1132.66868696,975.683,1.0,1132.66868696,1.0,1.0,0.005,0.5,293.512,2,0.005,500,83890.7653667,500.0,2.1793e-19,1112.93,1132.66868696
0.00333333,,299.999969474,122736.820213,1.0,100,124.22,1144.70525201,1011.46,1.0,1144.70525201,1.0,1.0,0.00333333,0.5,313.305,2,0.00333333,500,122736.820213,500.0,5.43914e-20,1123.52,1144.70525201
0.0025,,400.0,92546.570485,1.0,100,131.81,1215.40277824,1049.44,1.0,1215.40277824,1.0,1.0,0.0025,0.5,313.223,2,0.0025,500,92546.570485,500.0,5.4346e-20,1146.49,1215.40277824
0.002,,500.000006643,110303.345302,1.0,100,120.94,1115.92843147,1053.58,1.0,1115.92843147,1.0,1.0,0.002,0.5,316.98,1,0.002,500,110303.345302,500.0,5.43187e-20,1140.38,1115.92843147
0.01,,100.0,97920.7160051,1.0,100,122.68,1132.24253648,965.374,1.0,1132.24253648,1.0,1.0,0.01,0.5,311.354,2,0.01,500,97920.7160051,500.0,3.50449e-18,1132.24,1132.24253648
0.005,,200.000000102,121841.336125,1.0,100,125.93,1161.33314371,1005.9,1.0,1161.33314371,1.0,1.0,0.005,0.5,330.142,2,0.005,500,121841.336125,500.0,2.1793e-19,1146.79,1161.33314371
0.00333333,,299.999969474,120154.905306,1.0,100,122.55,1129.78323444,1026.09,1.0,1129.78323444,1.0,1.0,0.00333333,0.5,335.228,2,0.00333333,500,120154.905306,500.0,5.43914e-20,1141.12,1129.78323444
0.0025,,400.0,86095.8084904,1.0,100,119.57,1103.3864387,1032.06,1.0,1103.3864387,1.0,1.0,0.0025,0.5,325.36,2,0.0025,500,86095.8084904,500.0,5.4346e-20,1131.69,1103.3864387
0.002,,500.000006643,106393.562371,1.0,100,121.22,1118.94444154,1040.03,1.0,1118.94444154,1.0,1.0,0.002,0.5,325.237,1,0.002,500,106393.562371,500.0,5.43187e-20,1129.14,1118.94444154
0.01,,100.0,128625.426277,1.0,100,123.4,1136.43120881,935.626,1.0,1136.43120881,1.0,1.0,0.01,0.5,356.846,2,0.01,500,128625.426277,500.0,3.50449e-18,1136.43,1136.43120881
0.005,,200.000000102,100628.633708,1.0,100,122.09,1128.4319418,990.441,1.0,1128.4319418,1.0,1.0,0.005,0.5,336.893,2,0.005,500,100628.633708,500.0,2.1793e-19,1132.43,1128.4319418
0.00333333,,299.999969474,105106.935755,1.0,100,122.1,1127.28407379,1014.78,1.0,1127.28407379,1.0,1.0,0.00333333,0.5,332.198,2,0.00333333,500,105106.935755,500.0,5.43914e-20,1130.72,1127.28407379
0.0025,,400.0,81350.5087524,1.0,100,125.34,1157.59866491,1037.03,1.0,1157.59866491,1.0,1.0,0.0025,0.5,320.993,2,0.0025,500,81350.5087524,500.0,5.4346e-20,1137.44,1157.59866491
0.002,,500.000006643,114172.862667,1.0,100,124.55,1148.69415476,1049.89,1.0,1148.69415476,1.0,1.0,0.002,0.5,324.123,1,0.002,500,114172.862667,500.0,5.43187e-20,1139.69,1148.69415476
0.01,,100.0,114209.997311,1.0,100,123.78,1139.94535478,963.226,1.0,1139.94535478,1.0,1.0,0.01,0.5,336.256,2,0.01,500,114209.997311,500.0,3.50449e-18,1139.95,1139.94535478
0.005,,200.000000102,111597.285569,1.0,100,126.78,1169.14522026,1015.01,1.0,1169.14522026,1.0,1.0,0.005,0.5,334.646,2,0.005,500,111597.285569,500.0,2.1793e-19,1154.55,1169.14522026
0.00333333,,299.999969474,87173.4099128,1.0,100,120.65,1114.67234826,1027.32,1.0,1114.67234826,1.0,1.0,0.00333333,0.5,322.148,2,0.00333333,500,87173.4099128,500.0,5.43914e-20,1141.25,1114.67234826
0.0025,,400.0,128129.602624,1.0,100,127.67,1177.80575565,1051.72,1.0,1177.80575565,1.0,1.0,0.0025,0.5,331.356,2,0.0025,500,128129.602624,500.0,5.4346e-20,1150.39,1177.80575565
0.002,,500.000006643,83461.8356994,1.0,100,127.09,1171.30946252,1066.32,1.0,1171.30946252,1.0,1.0,0.002,0.5,323.161,1,0.002,500,83461.8356994,500.0,5.43187e-20,1154.58,1171.30946252
0.01,,100.0,114405.599348,1.0,100,123.51,1139.24157814,942.365,1.0,1139.24157814,1.0,1.0,0.01,0.5,336.544,2,0.01,500,114405.599348,500.0,3.50449e-18,1139.24,1139.24157814
0.005,,200.000000102,80916.194108,1.0,100,120.85,1115.61264834,988.214,1.0,1115.61264834,1.0,1.0,0.005,0.5,311.165,2,0.005,500,80916.194108,500.0,2.1793e-19,1127.43,1115.61264834
0.00333333,,299.999969474,101025.83576,1.0,100,123.05,1136.44003364,1016.76,1.0,1136.44003364,1.0,1.0,0.00333333,0.5,312.899,2,0.00333333,500,101025.83576,500.0,5.43914e-20,1130.43,1136.44003364
0.0025,,400.0,108900.371104,1.0,100,125.36,1157.84846351,1038.85,1.0,1157.84846351,1.0,1.0,0.0025,0.5,317.054,2,0.0025,500,108900.371104,500.0,5.4346e-20,1137.29,1157.84846351
0.002,,500.000006643,106972.077728,1.0,100,116.1,1070.92421188,1035.97,1.0,1070.92421188,1.0,1.0,0.002,0.5,319.849,1,0.002,500,106972.077728,500.0,5.43187e-20,1124.01,1070.92421188
0.01,,100.0,107540.175883,1.0,100,120.66,1112.76937137,919.814,1.0,1112.76937137,1.0,1.0,0.01,0.5,326.289,2,0.01,500,107540.175883,500.0,3.50449e-18,1112.77,1112.76937137
0.005,,200.000000102,88124.2735852,1.0,100,121.5,1121.29670892,980.593,1.0,1121.29670892,1.0,1.0,0.005,0.5,311.243,2,0.005,500,88124.2735852,500.0,2.1793e-19,1117.03,1121.29670892
0.00333333,,299.999969474,111346.58331,1.0,100,122.08,1125.00670141,1007.13,1.0,1125.00670141,1.0,1.0,0.00333333,0.5,318.339,2,0.00333333,500,111346.58331,500.0,5.43914e-20,1119.69,1125.00670141
0.0025,,400.0,102767.2237,1.0,100,117.33,1084.3365628,1013.37,1.0,1084.3365628,1.0,1.0,0.0025,0.5,318.864,2,0.0025,500,102767.2237,500.0,5.4346e-20,1110.85,1084.3365628
0.002,,500.000006643,94335.3913354,1.0,100,124.1,1145.28325528,1030.55,1.0,1145.28325528,1.0,1.0,0.002,0.5,316.556,1,0.002,500,94335.3913354,500.0,5.43187e-20,1117.74,1145.28325528
0.01,,100.0,90243.5596785,1.0,100,122.42,1128.00754262,941.556,1.0,1128.00754262,1.0,1.0,0.01,0.5,298.9,2,0.01,500,90243.5596785,500.0,3.50449e-18,1128.01,1128.00754262
0.005,,200.000000102,106443.960118,1.0,100,119.98,1107.37025821,983.057,1.0,1107.37025821,1.0,1.0,0.005,0.5,312.197,2,0.005,500,106443.960118,500.0,2.1793e-19,1117.69,1107.37025821
0.00333333,,299.999969474,129567.869853,1.0,100,125.76,1157.60442766,1017.94,1.0,1157.60442766,1.0,1.0,0.00333333,0.5,328.769,2,0.00333333,500,129567.869853,500.0,5.43914e-20,1130.99,1157.60442766
0.0025,,400.0,121181.041349,1.0,100,124.19,1145.66073842,1036.75,1.0,1145.66073842,1.0,1.0,0.0025,0.5,333.316,2,0.0025,500,121181.041349,500.0,5.4346e-20,1134.66,1145.66073842
0.002,,500.000006643,105308.474101,1.0,100,126.9,1170.83658419,1054.32,1.0,1170.83658419,1.0,1.0,0.002,0.5,331.572,1,0.002,500,105308.474101,500.0,5.43187e-20,1141.9,1170.83658419
0.01,,100.0,99783.3650688,1.0,100,117.68,1084.34673151,887.651,1.0,1084.34673151,1.0,1.0,0.01,0.5,314.302,2,0.01,500,99783.3650688,500.0,3.50449e-18,1084.35,1084.34673151
