IterType,MinNormIw,BatchSize,VarNormIw,VarVanillaIw,AvgNormIw,Bound,ESSClassic,EpsThisIter,VanillaAvgRet,MaxNormIw,AvgRet,MaxVanillaIw,eRenyi2,VarDiscRet,AvgVanillaIw,ESSRenyi,VarJ,AvgEpLen,J,MinVanillaIw,AvgDiscRet,VarRet,Delta
2,0.005,500,2.1793e-19,,0.005,1106.19,200.000000102,100,1183.16066349,0.005,1183.16066349,1.0,1.0,60836.9195116,1.0,500.0,247.122,128.07,1149.76,1.0,1183.16066349,60836.9195116,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1117.01,299.999969474,100,1168.49440868,0.00333333,1168.49440868,1.0,1.0,73108.5161495,1.0,500.0,254.788,126.47,1156.0,1.0,1168.49440868,73108.5161495,0.9
2,0.0025,500,5.4346e-20,,0.0025,1122.94,400.0,100,1158.82087178,0.0025,1158.82087178,1.0,1.0,51702.1991968,1.0,500.0,247.962,125.77,1156.71,1.0,1158.82087178,51702.1991968,0.9
1,0.002,500,5.43187e-20,,0.002,1129.11,500.000006643,100,1169.76325803,0.002,1169.76325803,1.0,1.0,42291.3542699,1.0,500.0,239.977,127.06,1159.32,1.0,1169.76325803,42291.3542699,0.9
2,0.01,500,3.50449e-18,,0.01,1101.57,100.0,100,1156.8669985,0.01,1156.8669985,1.0,1.0,41606.8478485,1.0,500.0,202.955,125.8,1156.87,1.0,1156.8669985,41606.8478485,0.9
2,0.005,500,2.1793e-19,,0.005,1116.61,200.000000102,100,1156.34108991,0.005,1156.34108991,1.0,1.0,58398.6691995,1.0,500.0,222.492,125.57,1156.6,1.0,1156.34108991,58398.6691995,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1123.37,299.999969474,100,1162.2836165,0.00333333,1162.2836165,1.0,1.0,49767.3886778,1.0,500.0,222.334,126.18,1158.5,1.0,1162.2836165,49767.3886778,0.9
2,0.0025,500,5.4346e-20,,0.0025,1120.51,400.0,100,1128.21746977,0.0025,1128.21746977,1.0,1.0,56227.6931253,1.0,500.0,226.191,122.63,1150.93,1.0,1128.21746977,56227.6931253,0.9
1,0.002,500,5.43187e-20,,0.002,1126.98,500.000006643,100,1167.22644787,0.002,1167.22644787,1.0,1.0,46074.2346533,1.0,500.0,223.82,126.44,1154.19,1.0,1167.22644787,46074.2346533,0.9
2,0.01,500,3.50449e-18,,0.01,1097.53,100.0,100,1154.85306612,0.01,1154.85306612,1.0,1.0,60557.4895149,1.0,500.0,244.851,125.23,1154.85,1.0,1154.85306612,60557.4895149,0.9
2,0.005,500,2.1793e-19,,0.005,1113.02,200.000000102,100,1152.38192262,0.005,1152.38192262,1.0,1.0,68081.2131018,1.0,500.0,252.344,125.24,1153.62,1.0,1152.38192262,68081.2131018,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1117.78,299.999969474,100,1145.53330366,0.00333333,1145.53330366,1.0,1.0,57865.3801092,1.0,500.0,248.117,124.34,1150.92,1.0,1145.53330366,57865.3801092,0.9
2,0.0025,500,5.4346e-20,,0.0025,1123.38,400.0,100,1160.64893174,0.0025,1160.64893174,1.0,1.0,63052.9231267,1.0,500.0,248.585,126.05,1153.35,1.0,1160.64893174,63052.9231267,0.9
1,0.002,500,5.43187e-20,,0.002,1124.67,500.000006643,100,1147.27815919,0.002,1147.27815919,1.0,1.0,55670.8135194,1.0,500.0,245.895,124.61,1152.14,1.0,1147.27815919,55670.8135194,0.9
2,0.01,500,3.50449e-18,,0.01,1132.53,100.0,100,1197.45206062,0.01,1197.45206062,1.0,1.0,64441.2995257,1.0,500.0,252.58,130.04,1197.45,1.0,1197.45206062,64441.2995257,0.9
2,0.005,500,2.1793e-19,,0.005,1151.43,200.000000102,100,1197.20613414,0.005,1197.20613414,1.0,1.0,43707.0439294,1.0,500.0,231.373,130.04,1197.33,1.0,1197.20613414,43707.0439294,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1161.37,299.999969474,100,1201.88417288,0.00333333,1201.88417288,1.0,1.0,55183.9849096,1.0,500.0,232.173,130.31,1198.85,1.0,1201.88417288,55183.9849096,0.9
2,0.0025,500,5.4346e-20,,0.0025,1159.88,400.0,100,1180.4295597,0.0025,1180.4295597,1.0,1.0,62947.6663897,1.0,500.0,236.794,128.15,1194.24,1.0,1180.4295597,62947.6663897,0.9
1,0.002,500,5.43187e-20,,0.002,1160.66,500.000006643,100,1180.00355763,0.002,1180.00355763,1.0,1.0,56435.7204515,1.0,500.0,236.778,128.01,1191.4,1.0,1180.00355763,56435.7204515,0.9
2,0.01,500,3.50449e-18,,0.01,1105.48,100.0,100,1165.86402898,0.01,1165.86402898,1.0,1.0,63939.1591328,1.0,500.0,251.594,126.39,1165.86,1.0,1165.86402898,63939.1591328,0.9
2,0.005,500,2.1793e-19,,0.005,1117.1,200.000000102,100,1153.84478898,0.005,1153.84478898,1.0,1.0,70477.2147655,1.0,500.0,258.016,125.36,1159.85,1.0,1153.84478898,70477.2147655,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1131.48,299.999969474,100,1183.29951287,0.00333333,1183.29951287,1.0,1.0,70309.8770759,1.0,500.0,260.204,128.46,1167.67,1.0,1183.29951287,70309.8770759,0.9
2,0.0025,500,5.4346e-20,,0.0025,1130.68,400.0,100,1151.35141303,0.0025,1151.35141303,1.0,1.0,61221.127176,1.0,500.0,256.869,124.9,1163.59,1.0,1151.35141303,61221.127176,0.9
1,0.002,500,5.43187e-20,,0.002,1128.63,500.000006643,100,1139.83008933,0.002,1139.83008933,1.0,1.0,69315.5370824,1.0,500.0,258.07,123.99,1158.84,1.0,1139.83008933,69315.5370824,0.9
2,0.01,500,3.50449e-18,,0.01,1118.33,100.0,100,1174.66028321,0.01,1174.66028321,1.0,1.0,52769.0011764,1.0,500.0,228.564,126.99,1174.66,1.0,1174.66028321,52769.0011764,0.9
2,0.005,500,2.1793e-19,,0.005,1119.95,200.000000102,100,1155.27921807,0.005,1155.27921807,1.0,1.0,45648.4809973,1.0,500.0,220.931,125.55,1164.97,1.0,1155.27921807,45648.4809973,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1122.68,299.999969474,100,1148.36687354,0.00333333,1148.36687354,1.0,1.0,64303.348297,1.0,500.0,231.995,124.64,1159.44,1.0,1148.36687354,64303.348297,0.9
2,0.0025,500,5.4346e-20,,0.0025,1132.48,400.0,100,1178.95082714,0.0025,1178.95082714,1.0,1.0,64004.6197097,1.0,500.0,237.232,128.08,1164.31,1.0,1178.95082714,64004.6197097,0.9
1,0.002,500,5.43187e-20,,0.002,1131.0,500.000006643,100,1153.73033613,0.002,1153.73033613,1.0,1.0,67171.0307308,1.0,500.0,241.539,125.44,1162.2,1.0,1153.73033613,67171.0307308,0.9
2,0.01,500,3.50449e-18,,0.01,1119.38,100.0,100,1175.75529368,0.01,1175.75529368,1.0,1.0,49896.3988566,1.0,500.0,222.255,127.59,1175.76,1.0,1175.75529368,49896.3988566,0.9
2,0.005,500,2.1793e-19,,0.005,1114.62,200.000000102,100,1133.21526258,0.005,1133.21526258,1.0,1.0,55197.6177184,1.0,500.0,229.072,123.07,1154.49,1.0,1133.21526258,55197.6177184,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1120.49,299.999969474,100,1150.15482424,0.00333333,1150.15482424,1.0,1.0,54872.2925795,1.0,500.0,230.423,124.89,1153.04,1.0,1150.15482424,54872.2925795,0.9
2,0.0025,500,5.4346e-20,,0.0025,1114.9,400.0,100,1132.0501769,0.0025,1132.0501769,1.0,1.0,60444.938635,1.0,500.0,234.23,122.83,1147.79,1.0,1132.0501769,60444.938635,0.9
1,0.002,500,5.43187e-20,,0.002,1109.29,500.000006643,100,1102.38049893,0.002,1102.38049893,1.0,1.0,64406.228109,1.0,500.0,238.691,120.05,1138.71,1.0,1102.38049893,64406.228109,0.9
2,0.01,500,3.50449e-18,,0.01,1104.06,100.0,100,1161.05426781,0.01,1161.05426781,1.0,1.0,60627.0979019,1.0,500.0,244.991,125.88,1161.05,1.0,1161.05426781,60627.0979019,0.9
2,0.005,500,2.1793e-19,,0.005,1103.36,200.000000102,100,1126.68328467,0.005,1126.68328467,1.0,1.0,63178.4989383,1.0,500.0,248.151,122.53,1143.87,1.0,1126.68328467,63178.4989383,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1113.26,299.999969474,100,1152.56052121,0.00333333,1152.56052121,1.0,1.0,51929.807356,1.0,500.0,241.26,125.17,1146.77,1.0,1152.56052121,51929.807356,0.9
2,0.0025,500,5.4346e-20,,0.0025,1127.0,400.0,100,1194.41564763,0.0025,1194.41564763,1.0,1.0,54972.1990777,1.0,500.0,240.179,129.65,1158.68,1.0,1194.41564763,54972.1990777,0.9
1,0.002,500,5.43187e-20,,0.002,1130.07,500.000006643,100,1162.3544272,0.002,1162.3544272,1.0,1.0,68285.7064923,1.0,500.0,244.278,126.33,1159.41,1.0,1162.3544272,68285.7064923,0.9
2,0.01,500,3.50449e-18,,0.01,1113.4,100.0,100,1168.77045473,0.01,1168.77045473,1.0,1.0,48099.1956008,1.0,500.0,218.216,126.83,1168.77,1.0,1168.77045473,48099.1956008,0.9
2,0.005,500,2.1793e-19,,0.005,1126.21,200.000000102,100,1175.00087262,0.005,1175.00087262,1.0,1.0,75259.8514906,1.0,500.0,247.128,127.45,1171.89,1.0,1175.00087262,75259.8514906,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1136.31,299.999969474,100,1177.04568493,0.00333333,1177.04568493,1.0,1.0,69256.0601685,1.0,500.0,252.142,127.67,1173.61,1.0,1177.04568493,69256.0601685,0.9
2,0.0025,500,5.4346e-20,,0.0025,1143.07,400.0,100,1180.64621365,0.0025,1180.64621365,1.0,1.0,61043.6448309,1.0,500.0,250.598,128.03,1175.37,1.0,1180.64621365,61043.6448309,0.9
1,0.002,500,5.43187e-20,,0.002,1146.6,500.000006643,100,1175.95463152,0.002,1175.95463152,1.0,1.0,35592.3504432,1.0,500.0,239.346,127.5,1175.48,1.0,1175.95463152,35592.3504432,0.9
2,0.01,500,3.50449e-18,,0.01,1103.33,100.0,100,1164.02838787,0.01,1164.02838787,1.0,1.0,53269.8575856,1.0,500.0,229.646,126.38,1164.03,1.0,1164.02838787,53269.8575856,0.9
2,0.005,500,2.1793e-19,,0.005,1119.5,200.000000102,100,1160.88918315,0.005,1160.88918315,1.0,1.0,84752.0099169,1.0,500.0,261.387,125.87,1162.46,1.0,1160.88918315,84752.0099169,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1125.9,299.999969474,100,1161.77761985,0.00333333,1161.77761985,1.0,1.0,74475.2007629,1.0,500.0,264.813,126.04,1162.23,1.0,1161.77761985,74475.2007629,0.9
2,0.0025,500,5.4346e-20,,0.0025,1129.58,400.0,100,1161.80710602,0.0025,1161.80710602,1.0,1.0,65097.494077,1.0,500.0,262.118,126.01,1162.13,1.0,1161.80710602,65097.494077,0.9
1,0.002,500,5.43187e-20,,0.002,1125.16,500.000006643,100,1122.84089326,0.002,1122.84089326,1.0,1.0,55306.0300436,1.0,500.0,257.22,122.0,1154.27,1.0,1122.84089326,55306.0300436,0.9
2,0.01,500,3.50449e-18,,0.01,1129.37,100.0,100,1193.17320151,0.01,1193.17320151,1.0,1.0,48140.0860521,1.0,500.0,218.309,129.59,1193.17,1.0,1193.17320151,48140.0860521,0.9
2,0.005,500,2.1793e-19,,0.005,1140.25,200.000000102,100,1177.55434452,0.005,1177.55434452,1.0,1.0,68086.6638693,1.0,500.0,239.986,127.64,1185.36,1.0,1177.55434452,68086.6638693,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1144.04,299.999969474,100,1181.30172726,0.00333333,1181.30172726,1.0,1.0,71737.8516954,1.0,500.0,249.144,128.45,1184.01,1.0,1181.30172726,71737.8516954,0.9
2,0.0025,500,5.4346e-20,,0.0025,1134.76,400.0,100,1125.49322717,0.0025,1125.49322717,1.0,1.0,54514.0170329,1.0,500.0,246.351,122.25,1169.38,1.0,1125.49322717,54514.0170329,0.9
1,0.002,500,5.43187e-20,,0.002,1138.55,500.000006643,100,1170.038547,0.002,1170.038547,1.0,1.0,56131.3786444,1.0,500.0,244.264,126.97,1169.51,1.0,1170.038547,56131.3786444,0.9
2,0.01,500,3.50449e-18,,0.01,1120.22,100.0,100,1184.75962796,0.01,1184.75962796,1.0,1.0,49584.6297194,1.0,500.0,221.56,128.7,1184.76,1.0,1184.75962796,49584.6297194,0.9
2,0.005,500,2.1793e-19,,0.005,1142.28,200.000000102,100,1194.13857062,0.005,1194.13857062,1.0,1.0,70734.5816007,1.0,500.0,244.09,129.66,1189.45,1.0,1194.13857062,70734.5816007,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1137.36,299.999969474,100,1148.72458166,0.00333333,1148.72458166,1.0,1.0,51762.6930914,1.0,500.0,239.103,124.7,1175.87,1.0,1148.72458166,51762.6930914,0.9
2,0.0025,500,5.4346e-20,,0.0025,1139.85,400.0,100,1165.2042956,0.0025,1165.2042956,1.0,1.0,53538.847488,1.0,500.0,236.96,126.41,1173.21,1.0,1165.2042956,53538.847488,0.9
1,0.002,500,5.43187e-20,,0.002,1144.86,500.000006643,100,1180.60678536,0.002,1180.60678536,1.0,1.0,57703.9154349,1.0,500.0,237.39,128.22,1174.69,1.0,1180.60678536,57703.9154349,0.9
2,0.01,500,3.50449e-18,,0.01,1070.81,100.0,100,1126.60051096,0.01,1126.60051096,1.0,1.0,57129.271001,1.0,500.0,237.819,122.23,1126.6,1.0,1126.60051096,57129.271001,0.9
2,0.005,500,2.1793e-19,,0.005,1102.21,200.000000102,100,1170.32010925,0.005,1170.32010925,1.0,1.0,83293.6805779,1.0,500.0,264.551,126.95,1148.46,1.0,1170.32010925,83293.6805779,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1110.83,299.999969474,100,1148.86274806,0.00333333,1148.86274806,1.0,1.0,54750.5567262,1.0,500.0,254.413,124.73,1148.59,1.0,1148.86274806,54750.5567262,0.9
2,0.0025,500,5.4346e-20,,0.0025,1109.44,400.0,100,1122.77562228,0.0025,1122.77562228,1.0,1.0,61194.3992405,1.0,500.0,252.616,122.08,1142.14,1.0,1122.77562228,61194.3992405,0.9
1,0.002,500,5.43187e-20,,0.002,1118.23,500.000006643,100,1168.84575048,0.002,1168.84575048,1.0,1.0,60363.3005282,1.0,500.0,251.233,126.7,1147.48,1.0,1168.84575048,60363.3005282,0.9
2,0.01,500,3.50449e-18,,0.01,1101.2,100.0,100,1160.45027524,0.01,1160.45027524,1.0,1.0,68715.4609029,1.0,500.0,260.822,125.97,1160.45,1.0,1160.45027524,68715.4609029,0.9
2,0.005,500,2.1793e-19,,0.005,1109.52,200.000000102,100,1149.37259643,0.005,1149.37259643,1.0,1.0,61257.3860389,1.0,500.0,253.707,124.65,1154.91,1.0,1149.37259643,61257.3860389,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1104.22,299.999969474,100,1114.01885725,0.00333333,1114.01885725,1.0,1.0,29584.0483929,1.0,500.0,230.317,121.21,1141.28,1.0,1114.01885725,29584.0483929,0.9
2,0.0025,500,5.4346e-20,,0.0025,1108.44,400.0,100,1141.40486754,0.0025,1141.40486754,1.0,1.0,84039.9237659,1.0,500.0,246.139,124.03,1141.31,1.0,1141.40486754,84039.9237659,0.9
1,0.002,500,5.43187e-20,,0.002,1116.24,500.000006643,100,1162.9356545,0.002,1162.9356545,1.0,1.0,74382.0827404,1.0,500.0,251.535,126.26,1145.64,1.0,1162.9356545,74382.0827404,0.9
2,0.01,500,3.50449e-18,,0.01,1094.2,100.0,100,1149.96772001,0.01,1149.96772001,1.0,1.0,61526.481844,1.0,500.0,246.802,125.08,1149.97,1.0,1149.96772001,61526.481844,0.9
2,0.005,500,2.1793e-19,,0.005,1118.27,200.000000102,100,1165.42984892,0.005,1165.42984892,1.0,1.0,43220.9370426,1.0,500.0,227.837,126.58,1157.7,1.0,1165.42984892,43220.9370426,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1116.46,299.999969474,100,1141.85362595,0.00333333,1141.85362595,1.0,1.0,50647.5264261,1.0,500.0,226.663,123.94,1152.42,1.0,1141.85362595,50647.5264261,0.9
2,0.0025,500,5.4346e-20,,0.0025,1124.0,400.0,100,1163.32331195,0.0025,1163.32331195,1.0,1.0,45959.4534622,1.0,500.0,223.449,126.34,1155.14,1.0,1163.32331195,45959.4534622,0.9
1,0.002,500,5.43187e-20,,0.002,1121.14,500.000006643,100,1124.38471514,0.002,1124.38471514,1.0,1.0,50170.9487377,1.0,500.0,223.671,122.09,1148.99,1.0,1124.38471514,50170.9487377,0.9
2,0.01,500,3.50449e-18,,0.01,1104.12,100.0,100,1161.46749532,0.01,1161.46749532,1.0,1.0,57711.3391093,1.0,500.0,239.028,126.18,1161.47,1.0,1161.46749532,57711.3391093,0.9
2,0.005,500,2.1793e-19,,0.005,1134.45,200.000000102,100,1194.14258075,0.005,1194.14258075,1.0,1.0,68904.5668633,1.0,500.0,250.882,129.54,1177.81,1.0,1194.14258075,68904.5668633,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1121.99,299.999969474,100,1117.3069686,0.00333333,1117.3069686,1.0,1.0,60138.6836735,1.0,500.0,250.24,121.65,1157.64,1.0,1117.3069686,60138.6836735,0.9
2,0.0025,500,5.4346e-20,,0.0025,1117.16,400.0,100,1130.49432275,0.0025,1130.49432275,1.0,1.0,72217.1431436,1.0,500.0,254.906,122.98,1150.85,1.0,1130.49432275,72217.1431436,0.9
1,0.002,500,5.43187e-20,,0.002,1133.62,500.000006643,100,1215.35862326,0.002,1215.35862326,1.0,1.0,60097.3785518,1.0,500.0,254.061,132.03,1163.75,1.0,1215.35862326,60097.3785518,0.9
2,0.01,500,3.50449e-18,,0.01,1070.92,100.0,100,1130.37305164,0.01,1130.37305164,1.0,1.0,54327.9139322,1.0,500.0,231.915,122.68,1130.37,1.0,1130.37305164,54327.9139322,0.9
2,0.005,500,2.1793e-19,,0.005,1099.33,200.000000102,100,1156.64762257,0.005,1156.64762257,1.0,1.0,52763.887633,1.0,500.0,230.614,125.55,1143.51,1.0,1156.64762257,52763.887633,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1113.27,299.999969474,100,1171.09389725,0.00333333,1171.09389725,1.0,1.0,64755.483592,1.0,500.0,238.734,126.92,1152.7,1.0,1171.09389725,64755.483592,0.9
2,0.0025,500,5.4346e-20,,0.0025,1125.15,400.0,100,1179.08651919,0.0025,1179.08651919,1.0,1.0,66707.7558141,1.0,500.0,243.692,127.96,1159.3,1.0,1179.08651919,66707.7558141,0.9
1,0.002,500,5.43187e-20,,0.002,1135.28,500.000006643,100,1194.63794559,0.002,1194.63794559,1.0,1.0,51279.009404,1.0,500.0,240.545,129.8,1166.37,1.0,1194.63794559,51279.009404,0.9
2,0.01,500,3.50449e-18,,0.01,1095.14,100.0,100,1157.33713695,0.01,1157.33713695,1.0,1.0,67404.7195801,1.0,500.0,258.323,125.45,1157.34,1.0,1157.33713695,67404.7195801,0.9
2,0.005,500,2.1793e-19,,0.005,1096.12,200.000000102,100,1122.85019952,0.005,1122.85019952,1.0,1.0,68743.1626296,1.0,500.0,260.174,121.96,1140.09,1.0,1122.85019952,68743.1626296,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1103.35,299.999969474,100,1137.58684253,0.00333333,1137.58684253,1.0,1.0,58385.2712118,1.0,500.0,253.763,123.82,1139.26,1.0,1137.58684253,58385.2712118,0.9
2,0.0025,500,5.4346e-20,,0.0025,1110.66,400.0,100,1172.04656984,0.0025,1172.04656984,1.0,1.0,76493.8729416,1.0,500.0,259.674,127.14,1147.46,1.0,1172.04656984,76493.8729416,0.9
1,0.002,500,5.43187e-20,,0.002,1113.96,500.000006643,100,1144.56113388,0.002,1144.56113388,1.0,1.0,71104.7556649,1.0,500.0,260.815,124.28,1146.88,1.0,1144.56113388,71104.7556649,0.9
2,0.01,500,3.50449e-18,,0.01,1086.87,100.0,100,1158.91826234,0.01,1158.91826234,1.0,1.0,54586.4895199,1.0,500.0,232.466,125.72,1158.92,1.0,1158.91826234,54586.4895199,0.9
2,0.005,500,2.1793e-19,,0.005,1082.66,200.000000102,100,1108.29302484,0.005,1108.29302484,1.0,1.0,55821.2225879,1.0,500.0,235.144,120.31,1133.61,1.0,1108.29302484,55821.2225879,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1102.67,299.999969474,100,1165.57699623,0.00333333,1165.57699623,1.0,1.0,47125.3071388,1.0,500.0,229.435,126.82,1144.26,1.0,1165.57699623,47125.3071388,0.9
2,0.0025,500,5.4346e-20,,0.0025,1096.52,400.0,100,1097.39665635,0.0025,1097.39665635,1.0,1.0,52764.3039119,1.0,500.0,230.111,119.31,1132.55,1.0,1097.39665635,52764.3039119,0.9
1,0.002,500,5.43187e-20,,0.002,1104.84,500.000006643,100,1155.11786819,0.002,1155.11786819,1.0,1.0,67508.1423168,1.0,500.0,236.239,125.36,1137.06,1.0,1155.11786819,67508.1423168,0.9
2,0.01,500,3.50449e-18,,0.01,1075.54,100.0,100,1130.93442989,0.01,1130.93442989,1.0,1.0,53604.8614677,1.0,500.0,230.367,122.86,1130.93,1.0,1130.93442989,53604.8614677,0.9
2,0.005,500,2.1793e-19,,0.005,1085.66,200.000000102,100,1118.7234304,0.005,1118.7234304,1.0,1.0,34327.3120481,1.0,500.0,208.719,121.82,1124.83,1.0,1118.7234304,34327.3120481,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1102.01,299.999969474,100,1165.20910665,0.00333333,1165.20910665,1.0,1.0,48861.0898601,1.0,500.0,213.375,126.74,1138.29,1.0,1165.20910665,48861.0898601,0.9
2,0.0025,500,5.4346e-20,,0.0025,1110.49,400.0,100,1152.73942311,0.0025,1152.73942311,1.0,1.0,91340.0911061,1.0,500.0,238.312,125.15,1141.9,1.0,1152.73942311,91340.0911061,0.9
1,0.002,500,5.43187e-20,,0.002,1114.37,500.000006643,100,1144.74226946,0.002,1144.74226946,1.0,1.0,51705.4902036,1.0,500.0,235.951,124.37,1142.47,1.0,1144.74226946,51705.4902036,0.9
2,0.01,500,3.50449e-18,,0.01,1081.95,100.0,100,1135.94131421,0.01,1135.94131421,1.0,1.0,57193.4655636,1.0,500.0,237.953,123.48,1135.94,1.0,1135.94131421,57193.4655636,0.9
2,0.005,500,2.1793e-19,,0.005,1097.19,200.000000102,100,1142.22620918,0.005,1142.22620918,1.0,1.0,57401.5181597,1.0,500.0,238.19,124.12,1139.08,1.0,1142.22620918,57401.5181597,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1117.09,299.999969474,100,1181.79022278,0.00333333,1181.79022278,1.0,1.0,61962.8893793,1.0,500.0,242.231,128.2,1153.32,1.0,1181.79022278,61962.8893793,0.9
2,0.0025,500,5.4346e-20,,0.0025,1121.07,400.0,100,1149.83512697,0.0025,1149.83512697,1.0,1.0,67887.0032223,1.0,500.0,246.599,124.66,1152.45,1.0,1149.83512697,67887.0032223,0.9
1,0.002,500,5.43187e-20,,0.002,1120.81,500.000006643,100,1142.74738722,0.002,1142.74738722,1.0,1.0,71811.678655,1.0,500.0,250.764,124.26,1150.51,1.0,1142.74738722,71811.678655,0.9
2,0.01,500,3.50449e-18,,0.01,1114.63,100.0,100,1175.25855342,0.01,1175.25855342,1.0,1.0,50810.2926331,1.0,500.0,224.281,127.66,1175.26,1.0,1175.25855342,50810.2926331,0.9
2,0.005,500,2.1793e-19,,0.005,1122.91,200.000000102,100,1156.29295979,0.005,1156.29295979,1.0,1.0,71161.0595966,1.0,500.0,245.898,125.51,1165.78,1.0,1156.29295979,71161.0595966,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1130.4,299.999969474,100,1165.13999878,0.00333333,1165.13999878,1.0,1.0,50361.6421684,1.0,500.0,238.6,126.39,1165.56,1.0,1165.13999878,50361.6421684,0.9
2,0.0025,500,5.4346e-20,,0.0025,1130.45,400.0,100,1146.92514763,0.0025,1146.92514763,1.0,1.0,54033.4427167,1.0,500.0,236.93,124.77,1160.9,1.0,1146.92514763,54033.4427167,0.9
1,0.002,500,5.43187e-20,,0.002,1131.39,500.000006643,100,1162.27040459,0.002,1162.27040459,1.0,1.0,62317.6223437,1.0,500.0,239.265,126.0,1161.18,1.0,1162.27040459,62317.6223437,0.9
2,0.01,500,3.50449e-18,,0.01,1122.69,100.0,100,1180.61715206,0.01,1180.61715206,1.0,1.0,62945.4521753,1.0,500.0,249.632,128.11,1180.62,1.0,1180.61715206,62945.4521753,0.9
2,0.005,500,2.1793e-19,,0.005,1124.94,200.000000102,100,1166.66771714,0.005,1166.66771714,1.0,1.0,67354.4898326,1.0,500.0,254.061,126.61,1173.64,1.0,1166.66771714,67354.4898326,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1127.44,299.999969474,100,1154.34069611,0.00333333,1154.34069611,1.0,1.0,37462.3599316,1.0,500.0,235.535,125.44,1167.21,1.0,1154.34069611,37462.3599316,0.9
2,0.0025,500,5.4346e-20,,0.0025,1142.41,400.0,100,1205.75542128,0.0025,1205.75542128,1.0,1.0,66279.8833258,1.0,500.0,241.434,130.53,1176.85,1.0,1205.75542128,66279.8833258,0.9
1,0.002,500,5.43187e-20,,0.002,1144.97,500.000006643,100,1171.47033751,0.002,1171.47033751,1.0,1.0,60190.7577788,1.0,500.0,241.981,127.04,1175.77,1.0,1171.47033751,60190.7577788,0.9
2,0.01,500,3.50449e-18,,0.01,1081.56,100.0,100,1136.40035706,0.01,1136.40035706,1.0,1.0,54089.6353024,1.0,500.0,231.406,123.29,1136.4,1.0,1136.40035706,54089.6353024,0.9
2,0.005,500,2.1793e-19,,0.005,1121.1,200.000000102,100,1201.91478682,0.005,1201.91478682,1.0,1.0,59457.5579304,1.0,500.0,239.33,130.46,1169.16,1.0,1201.91478682,59457.5579304,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1115.06,299.999969474,100,1124.59307344,0.00333333,1124.59307344,1.0,1.0,71926.695022,1.0,500.0,249.726,122.31,1154.3,1.0,1124.59307344,71926.695022,0.9
2,0.0025,500,5.4346e-20,,0.0025,1113.52,400.0,100,1127.11564252,0.0025,1127.11564252,1.0,1.0,45824.7549524,1.0,500.0,241.356,122.47,1147.51,1.0,1127.11564252,45824.7549524,0.9
1,0.002,500,5.43187e-20,,0.002,1121.18,500.000006643,100,1167.88260059,0.002,1167.88260059,1.0,1.0,60444.8438266,1.0,500.0,242.15,126.58,1151.58,1.0,1167.88260059,60444.8438266,0.9
2,0.01,500,3.50449e-18,,0.01,1123.37,100.0,100,1181.01821901,0.01,1181.01821901,1.0,1.0,61047.2784321,1.0,500.0,245.839,127.84,1181.02,1.0,1181.01821901,61047.2784321,0.9
2,0.005,500,2.1793e-19,,0.005,1124.62,200.000000102,100,1156.409689,0.005,1156.409689,1.0,1.0,66188.545028,1.0,500.0,251.263,125.48,1168.71,1.0,1156.409689,66188.545028,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1133.67,299.999969474,100,1174.48244065,0.00333333,1174.48244065,1.0,1.0,62015.2889646,1.0,500.0,250.122,127.15,1170.64,1.0,1174.48244065,62015.2889646,0.9
2,0.0025,500,5.4346e-20,,0.0025,1133.3,400.0,100,1149.37746727,0.0025,1149.37746727,1.0,1.0,53153.2806752,1.0,500.0,245.278,124.96,1165.32,1.0,1149.37746727,53153.2806752,0.9
1,0.002,500,5.43187e-20,,0.002,1138.48,500.000006643,100,1174.31261021,0.002,1174.31261021,1.0,1.0,63659.1122663,1.0,500.0,246.468,127.4,1167.12,1.0,1174.31261021,63659.1122663,0.9
