AvgRet,VarVanillaIw,VarJ,MaxNormIw,EpsThisIter,IterType,Bound,ESSRenyi,MinNormIw,BatchSize,eRenyi2,VarRet,VarNormIw,VarDiscRet,J,AvgVanillaIw,MinVanillaIw,AvgNormIw,AvgEpLen,Delta,MaxVanillaIw,VanillaAvgRet,ESSClassic,AvgDiscRet
4671.11218404,4.2976e-06,6.9567,0.0100569,100,1,3267.12,99.99986887,0.00993093,100,1.0,48.9539194684,4.30048e-10,48.9539194684,4671.12,0.999664,0.992759,0.01,500.0,0.1,1.00535,4671.11218404,99.9995344523,4671.11218404
4668.78340203,4.49099e-05,8.48706,0.0101012,100,1,3264.82,99.9974489863,0.00972764,100,1.00003,73.7391331767,4.5014e-09,73.7391331767,4668.82,0.998842,0.971638,0.01,500.0,0.1,1.00895,4668.78340203,99.9955432379,4668.78340203
4669.31654739,1.30016e-05,8.11331,0.0100654,100,1,3265.37,99.9992728286,0.009849,100,1.00001,66.9251712724,1.30087e-09,66.9251712724,4669.33,0.999727,0.984631,0.01,500.0,0.1,1.00627,4669.31654739,99.9987179245,4669.31654739
4670.3549734,2.33789e-05,8.65984,0.0100711,100,1,3266.38,99.9989748106,0.00975117,100,1.00001,76.7263955311,2.33873e-09,76.7263955311,4670.38,0.99982,0.974942,0.01,500.0,0.1,1.00693,4670.3549734,99.9977184398,4670.3549734
4670.04198159,1.08257e-05,7.00739,0.0100492,100,1,3266.05,99.9995946901,0.00988042,100,1.0,49.7422013965,1.08296e-09,49.7422013965,4670.05,0.99982,0.987864,0.01,500.0,0.1,1.00474,4670.04198159,99.9989126244,4670.04198159
4669.53921606,2.1619e-05,9.17718,0.010142,100,1,3265.56,99.9986410326,0.00988061,100,1.00001,85.8032057454,2.16037e-09,85.8032057454,4669.56,1.00035,0.988411,0.01,500.0,0.1,1.01456,4669.53921606,99.9978569344,4669.53921606
4671.21058908,1.02418e-05,7.18329,0.0100546,100,1,3267.24,99.999356274,0.00989837,100,1.00001,52.3465829593,1.02438e-09,52.3465829593,4671.22,0.999902,0.98974,0.01,500.0,0.1,1.00536,4671.21058908,99.998977569,4671.21058908
4671.33353052,1.44998e-05,6.75234,0.0101236,100,1,3267.43,99.9989032866,0.00989452,100,1.00001,46.2488312514,1.44949e-09,46.2488312514,4671.35,1.00017,0.989621,0.01,500.0,0.1,1.01254,4671.33353052,99.9985506779,4671.33353052
4671.11140916,1.58727e-05,7.51154,0.0100582,100,1,3267.12,99.9989390486,0.00978647,100,1.00001,57.4155024142,1.58728e-09,57.4155024142,4671.13,0.999999,0.978646,0.01,500.0,0.1,1.00582,4671.11140916,99.9984283611,4671.11140916
4669.81713728,1.3112e-05,9.08972,0.0100719,100,1,3265.84,99.9992132249,0.00989771,100,1.00001,84.1097937896,1.31174e-09,84.1097937896,4669.84,0.999794,0.989567,0.01,500.0,0.1,1.00698,4669.81713728,99.9986722254,4669.81713728
4668.68319064,0.0002094,10.6537,0.0101724,100,1,3264.77,99.9921089678,0.00905019,100,1.00008,129.700137931,2.10728e-08,129.700137931,4668.79,0.996843,0.902161,0.01,500.0,0.1,1.01403,4668.68319064,99.9791396627,4668.68319064
4670.25076724,2.53307e-05,8.26018,0.0100701,100,1,3266.28,99.9985575884,0.00965479,100,1.00001,69.7836697489,2.53571e-09,69.7836697489,4670.27,0.999479,0.964976,0.01,500.0,0.1,1.00649,4670.25076724,99.9975115665,4670.25076724
4670.98967267,9.07217e-06,6.87249,0.0100572,100,1,3267.0,99.9992847494,0.00987021,100,1.00001,47.9752135315,9.07237e-10,47.9752135315,4671.0,0.999989,0.987011,0.01,500.0,0.1,1.00571,4670.98967267,99.9990959134,4670.98967267
4670.78213025,1.82675e-05,7.19204,0.010098,100,1,3266.82,99.9986529532,0.00984693,100,1.00001,52.3733215387,1.82622e-09,52.3733215387,4670.8,1.00014,0.984834,0.01,500.0,0.1,1.00994,4670.78213025,99.9981654184,4670.78213025
4670.44570511,4.17253e-06,7.11657,0.0100535,100,1,3266.64,99.9993801155,0.0099332,100,1.00001,51.3117840392,4.17386e-10,51.3117840392,4670.45,0.999842,0.993163,0.01,500.0,0.1,1.00519,4670.44570511,99.9995955793,4670.44570511
4670.58665263,3.36682e-05,8.26033,0.0101543,100,1,3266.61,99.9980450059,0.00971671,100,1.00002,69.9167773738,3.36871e-09,69.9167773738,4670.61,0.999719,0.971398,0.01,500.0,0.1,1.01514,4670.58665263,99.9966612861,4670.58665263
4672.01365483,1.86179e-05,6.31068,0.0100872,100,1,3268.05,99.9990344141,0.00985864,100,1.00001,40.5051430142,1.86208e-09,40.5051430142,4672.03,0.999923,0.985788,0.01,500.0,0.1,1.00864,4672.01365483,99.9981306805,4672.01365483
4669.92670538,6.74379e-05,8.56828,0.0101707,100,1,3265.96,99.9962450484,0.00964075,100,1.00004,75.1471126346,6.7482e-09,75.1471126346,4669.97,0.999673,0.96376,0.01,500.0,0.1,1.01673,4669.92670538,99.9933224336,4669.92670538
4672.05750064,3.90003e-06,6.93304,0.0100381,100,1,3268.06,99.9998807909,0.00992295,100,1.0,48.658873784,3.89854e-10,48.658873784,4672.06,1.00019,0.992486,0.01,500.0,0.1,1.004,4672.05750064,99.9996300466,4672.05750064
4670.1063338,2.10817e-05,7.74939,0.0100747,100,1,3266.12,99.9987363975,0.00980066,100,1.00001,61.2504849027,2.10818e-09,61.2504849027,4670.13,0.999995,0.980062,0.01,500.0,0.1,1.00747,4670.1063338,99.9979019399,4670.1063338
4671.08449318,7.84659e-06,6.84947,0.0100748,100,1,3267.14,99.9996066109,0.00992322,100,1.0,47.5359568393,7.84256e-10,47.5359568393,4671.1,1.00026,0.992578,0.01,500.0,0.1,1.00774,4671.08449318,99.9992067524,4671.08449318
4670.76988212,1.34325e-05,6.74841,0.010089,100,1,3266.79,99.9992132249,0.00991315,100,1.00001,46.120803588,1.34295e-09,46.120803588,4670.78,1.00011,0.991426,0.01,500.0,0.1,1.00901,4670.76988212,99.9986802749,4670.76988212
4670.60429013,9.71696e-06,7.41799,0.0100537,100,1,3266.64,99.9997258194,0.00991067,100,1.0,55.8011547426,9.72779e-10,55.8011547426,4670.62,0.999443,0.990515,0.01,500.0,0.1,1.00481,4670.60429013,99.9990076334,4670.60429013
4670.1500861,1.87373e-05,7.64273,0.010073,100,1,3266.17,99.9984979855,0.0098608,100,1.00002,59.3472582617,1.87158e-09,59.3472582617,4670.17,1.00058,0.986648,0.01,500.0,0.1,1.00789,4670.1500861,99.9981547755,4670.1500861
4669.64258851,1.13753e-05,8.03055,0.0100701,100,1,3265.65,99.9993681948,0.00989921,100,1.00001,65.4214633506,1.13769e-09,65.4214633506,4669.66,0.999928,0.98985,0.01,500.0,0.1,1.00693,4669.64258851,99.998866963,4669.64258851
4668.94336959,4.44498e-05,8.50566,0.0101319,100,1,3264.99,99.9975085879,0.00979721,100,1.00002,73.6122025964,4.45697e-09,73.6122025964,4668.98,0.998655,0.978403,0.01,500.0,0.1,1.01183,4668.94336959,99.9955882347,4668.94336959
4670.31388455,1.23183e-05,7.1759,0.0100739,100,1,3266.38,99.9989390486,0.00989525,100,1.00001,52.1294905766,1.23129e-09,52.1294905766,4670.33,1.00022,0.989744,0.01,500.0,0.1,1.00761,4670.31388455,99.9987681375,4670.31388455
4670.63732241,5.93535e-06,7.51201,0.0100838,100,1,3266.65,99.9994635611,0.00991811,100,1.00001,57.1850761894,5.93661e-10,57.1850761894,4670.65,0.999894,0.991706,0.01,500.0,0.1,1.00827,4670.63732241,99.9993781414,4670.63732241
4670.02864891,8.44664e-06,8.49655,0.0100769,100,1,3266.04,99.9996662151,0.00989572,100,1.0,73.1332103396,8.44489e-10,73.1332103396,4670.04,1.0001,0.989675,0.01,500.0,0.1,1.00779,4670.02864891,99.9991532312,4670.02864891
4670.85796467,1.32712e-05,7.10911,0.0100598,100,1,3266.87,99.9992489871,0.00984765,100,1.00001,51.3107206495,1.3278e-09,51.3107206495,4670.87,0.999747,0.984516,0.01,500.0,0.1,1.00572,4670.85796467,99.9986912405,4670.85796467
4668.53902786,1.24436e-05,7.54823,0.0100708,100,1,3264.65,99.9992370664,0.00988614,100,1.00001,57.7438592805,1.24559e-09,57.7438592805,4668.55,0.999507,0.988127,0.01,500.0,0.1,1.00659,4668.53902786,99.9987863394,4668.53902786
4670.78967642,2.66055e-05,7.89957,0.0100865,100,1,3266.83,99.9980330854,0.00980204,100,1.00002,64.0309480673,2.65944e-09,64.0309480673,4670.81,1.00021,0.980408,0.01,500.0,0.1,1.00886,4670.78967642,99.9973570183,4670.78967642
4669.53527357,2.35294e-05,7.27498,0.0101068,100,1,3265.7,99.998629112,0.00978955,100,1.00001,53.6494148562,2.35643e-09,53.6494148562,4669.55,0.999257,0.978227,0.01,500.0,0.1,1.00993,4669.53527357,99.9976446225,4669.53527357
4671.14469123,4.93137e-05,10.0324,0.0101272,100,1,3267.2,99.9971152184,0.00957649,100,1.00003,107.538112639,4.93156e-09,107.538112639,4671.19,0.99998,0.95763,0.01,500.0,0.1,1.0127,4671.14469123,99.9951134535,4671.14469123
4670.7073596,1.1298e-05,8.08267,0.0100793,100,1,3266.73,99.9993443532,0.00988205,100,1.00001,66.3366750284,1.12891e-09,66.3366750284,4670.72,1.00039,0.988594,0.01,500.0,0.1,1.00833,4670.7073596,99.9988674897,4670.7073596
4670.75150793,1.21542e-05,6.45797,0.0100571,100,1,3266.77,99.9994158779,0.00983399,100,1.00001,42.3318878904,1.21626e-09,42.3318878904,4670.76,0.999655,0.983059,0.01,500.0,0.1,1.00537,4670.75150793,99.9987750706,4670.75150793
4671.84935959,1.26774e-05,6.96065,0.0100628,100,1,3267.86,99.9997258194,0.0098784,100,1.0,49.2640453786,1.26799e-09,49.2640453786,4671.86,0.999905,0.987746,0.01,500.0,0.1,1.00619,4671.84935959,99.998748672,4671.84935959
4672.39572573,2.23771e-05,6.52832,0.010067,100,1,3268.42,99.9985814296,0.00980452,100,1.00001,43.1744953959,2.24019e-09,43.1744953959,4672.41,0.999446,0.979908,0.01,500.0,0.1,1.00614,4672.39572573,99.9978168191,4672.39572573
4670.54820878,1.91687e-05,7.2695,0.010068,100,1,3266.63,99.9987602388,0.00983162,100,1.00001,53.6445078122,1.91639e-09,53.6445078122,4670.57,1.00012,0.983284,0.01,500.0,0.1,1.00692,4670.54820878,99.9980624026,4670.54820878
4671.61183559,5.39842e-06,6.70758,0.0100521,100,1,3267.64,99.9996542943,0.00993832,100,1.0,45.5789900651,5.39436e-10,45.5789900651,4671.62,1.00038,0.994205,0.01,500.0,0.1,1.00559,4671.61183559,99.9994813979,4671.61183559
4669.69520786,1.08868e-05,7.89059,0.0101187,100,1,3265.75,99.9994635611,0.00988848,100,1.00001,63.0957287138,1.08891e-09,63.0957287138,4669.71,0.999892,0.988741,0.01,500.0,0.1,1.01176,4669.69520786,99.9989050724,4669.69520786
4670.79794724,2.66207e-05,7.6975,0.010148,100,1,3266.87,99.9980807673,0.00987956,100,1.00002,60.2834532811,2.66343e-09,60.2834532811,4670.82,0.999744,0.987703,0.01,500.0,0.1,1.01454,4670.79794724,99.9973748686,4670.79794724
4671.98382782,1.10099e-05,6.72271,0.0100444,100,1,3268.04,99.9993205117,0.00983298,100,1.00001,46.0358944499,1.10114e-09,46.0358944499,4672.0,0.999931,0.98323,0.01,500.0,0.1,1.00437,4671.98382782,99.9989241899,4671.98382782
4669.66964938,8.50667e-06,7.65127,0.0100613,100,1,3265.86,99.9994754819,0.00990991,100,1.00001,59.4268709259,8.5044e-10,59.4268709259,4669.68,1.00013,0.991123,0.01,500.0,0.1,1.00627,4669.66964938,99.9991341847,4669.66964938
4671.05441281,1.36122e-05,6.77237,0.0100777,100,1,3267.09,99.9990582555,0.00986498,100,1.00001,46.5385788205,1.3622e-09,46.5385788205,4671.07,0.999643,0.986146,0.01,500.0,0.1,1.00741,4671.05441281,99.9986300485,4671.05441281
4669.82656509,1.37208e-05,8.6873,0.0100801,100,1,3265.94,99.998629112,0.00988341,100,1.00001,76.7626164567,1.3718e-09,76.7626164567,4669.85,1.0001,0.988442,0.01,500.0,0.1,1.00812,4669.82656509,99.9986192353,4669.82656509
4671.91006957,6.8373e-06,6.59066,0.010085,100,1,3267.95,99.9996066109,0.00992485,100,1.0,44.0230161471,6.83378e-10,44.0230161471,4671.92,1.00026,0.99274,0.01,500.0,0.1,1.00875,4671.91006957,99.9993631127,4671.91006957
4669.85097343,2.55242e-05,7.38356,0.0100993,100,1,3265.92,99.9982953362,0.00980358,100,1.00002,55.3821318915,2.55205e-09,55.3821318915,4669.87,1.00007,0.980431,0.01,500.0,0.1,1.01,4669.85097343,99.9974939768,4669.85097343
4669.97672241,3.40099e-05,8.75288,0.010087,100,1,3266.02,99.9978423584,0.00980469,100,1.00002,78.3597540764,3.40504e-09,78.3597540764,4670.01,0.999404,0.979884,0.01,500.0,0.1,1.0081,4669.97672241,99.9966373331,4669.97672241
4671.48432984,1.35086e-05,6.47066,0.0100752,100,1,3267.52,99.9991893834,0.00991406,100,1.00001,42.3966271916,1.35105e-09,42.3966271916,4671.5,0.999927,0.991334,0.01,500.0,0.1,1.00745,4671.48432984,99.9986342532,4671.48432984
4671.29811324,2.35123e-05,7.04676,0.0101251,100,1,3267.33,99.9983430183,0.0098702,100,1.00002,50.4206068981,2.35375e-09,50.4206068981,4671.32,0.999465,0.986492,0.01,500.0,0.1,1.01197,4671.29811324,99.9977138126,4671.29811324
4670.08200014,5.58033e-05,8.38345,0.0101568,100,1,3266.15,99.9971748197,0.00965583,100,1.00003,72.1043758422,5.58911e-09,72.1043758422,4670.12,0.999214,0.964824,0.01,500.0,0.1,1.01488,4670.08200014,99.9944912916,4670.08200014
4670.68757477,4.34405e-05,6.97771,0.0101471,100,1,3266.73,99.9980807673,0.009734,100,1.00002,49.6160494165,4.34923e-09,49.6160494165,4670.71,0.999404,0.97282,0.01,500.0,0.1,1.0141,4670.68757477,99.9957060436,4670.68757477
4669.74534833,4.53739e-05,7.9501,0.0101412,100,1,3265.76,99.9974966676,0.00974488,100,1.00003,64.5179489631,4.53349e-09,64.5179489631,4669.78,1.00043,0.974907,0.01,500.0,0.1,1.01456,4669.74534833,99.9955045559,4669.74534833
4669.69515655,2.73744e-05,8.69056,0.010125,100,1,3265.73,99.9987125562,0.00972413,100,1.00001,77.817357362,2.73816e-09,77.817357362,4669.72,0.99987,0.972287,0.01,500.0,0.1,1.01237,4669.69515655,99.9972874538,4669.69515655
4669.58665674,2.07915e-05,8.30467,0.0100879,100,1,3265.72,99.9990344141,0.00982497,100,1.00001,70.0110425739,2.08138e-09,70.0110425739,4669.6,0.999466,0.981972,0.01,500.0,0.1,1.00825,4669.58665674,99.9979313617,4669.58665674
4670.17558444,1.26546e-05,7.33773,0.0100914,100,1,3266.2,99.9991297798,0.00988725,100,1.00001,54.6168389135,1.26625e-09,54.6168389135,4670.19,0.999687,0.988416,0.01,500.0,0.1,1.00882,4670.17558444,99.9987560308,4670.17558444
4670.70340971,2.32926e-05,6.87651,0.0100926,100,1,3266.74,99.9984145416,0.00983775,100,1.00002,48.0104303228,2.33161e-09,48.0104303228,4670.72,0.999495,0.983278,0.01,500.0,0.1,1.00875,4670.70340971,99.9977024317,4670.70340971
4671.90581881,4.3531e-06,6.25523,0.0100558,100,1,3267.94,99.9999046327,0.00991884,100,1.0,39.5873438927,4.35451e-10,39.5873438927,4671.91,0.999835,0.99172,0.01,500.0,0.1,1.00541,4671.90581881,99.9995192705,4671.90581881
4670.13177357,1.33581e-05,7.88337,0.0100919,100,1,3266.18,99.9989867313,0.00989236,100,1.00001,63.2163049692,1.33564e-09,63.2163049692,4670.15,1.00006,0.989299,0.01,500.0,0.1,1.00925,4670.13177357,99.998680212,4670.13177357
4669.74849686,1.41346e-05,8.6604,0.0100717,100,1,3265.9,99.9992728286,0.00988202,100,1.00001,76.2501399296,1.41438e-09,76.2501399296,4669.77,0.999671,0.987877,0.01,500.0,0.1,1.00684,4669.74849686,99.99859956,4669.74849686
4670.15467927,2.19166e-05,7.12235,0.0100792,100,1,3266.26,99.9985933502,0.00982908,100,1.00001,51.6180225401,2.19303e-09,51.6180225401,4670.17,0.999688,0.982601,0.01,500.0,0.1,1.00761,4670.15467927,99.9978173481,4670.15467927
4669.99881911,1.90672e-05,8.31604,0.0100792,100,1,3266.03,99.9992251456,0.00983942,100,1.00001,70.602349059,1.90807e-09,70.602349059,4670.02,0.999646,0.983594,0.01,500.0,0.1,1.00756,4669.99881911,99.9981263475,4669.99881911
4671.23033688,3.98968e-05,7.47032,0.0101182,100,1,3267.25,99.9972701818,0.00978529,100,1.00003,56.7017554067,3.99235e-09,56.7017554067,4671.25,0.999666,0.978201,0.01,500.0,0.1,1.01149,4671.23033688,99.9960429531,4671.23033688
4670.52236309,6.23804e-06,7.43001,0.0100694,100,1,3266.54,99.9997019777,0.00990183,100,1.0,55.8323384702,6.24019e-10,55.8323384702,4670.53,0.999828,0.990012,0.01,500.0,0.1,1.00677,4670.52236309,99.9993590236,4670.52236309
4670.3806957,1.98209e-05,9.45103,0.0100696,100,1,3266.4,99.9985099061,0.00985077,100,1.00001,91.4862612912,1.9822e-09,91.4862612912,4670.4,0.99997,0.985048,0.01,500.0,0.1,1.00693,4670.3806957,99.9980163272,4670.3806957
4671.03453378,4.10962e-05,6.31581,0.0101267,100,1,3267.05,99.9978185176,0.00977831,100,1.00002,40.3978710245,4.1189e-09,40.3978710245,4671.05,0.998874,0.97673,0.01,500.0,0.1,1.01153,4671.03453378,99.995917616,4671.03453378
4670.96682655,8.94284e-06,6.62549,0.0100813,100,1,3266.99,99.998998652,0.00991511,100,1.00001,44.4413732656,8.94601e-10,44.4413732656,4670.98,0.999822,0.991334,0.01,500.0,0.1,1.00795,4670.96682655,99.9991377304,4670.96682655
4671.16141545,1.15815e-05,6.35341,0.0100634,100,1,3267.22,99.9993205117,0.0099022,100,1.00001,40.8686820639,1.15893e-09,40.8686820639,4671.17,0.999664,0.989888,0.01,500.0,0.1,1.006,4671.16141545,99.9988399526,4671.16141545
4670.48022706,2.14361e-05,8.52986,0.0100737,100,1,3266.56,99.9984145416,0.00984803,100,1.00002,74.0752007589,2.14328e-09,74.0752007589,4670.5,1.00008,0.984878,0.01,500.0,0.1,1.00744,4670.48022706,99.9978601534,4670.48022706
