IterType,EpsThisIter,VarNormIw,BatchSize,AvgEpLen,eRenyi2,J,AvgNormIw,Delta,AvgDiscRet,Bound,MinVanillaIw,VanillaAvgRet,VarJ,ESSClassic,MaxNormIw,VarVanillaIw,MaxVanillaIw,VarDiscRet,AvgVanillaIw,VarRet,AvgRet,MinNormIw,ESSRenyi
2,100,5.4391416e-20,500,500.0,1.0,4981.346,0.0033333336,0.95,4999.630424712914,4915.1196,1.0,4999.630424712914,289.42072,299.999969473632,0.0033333334,,1.0,0.15442697485485282,1.0,0.15442697485485282,4999.630424712914,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4985.925,0.0024999997,0.95,4999.659654173486,4928.571,1.0,4999.659654173486,250.77118,400.0,0.0025,,1.0,0.14085686614681614,1.0,0.14085686614681614,4999.659654173486,0.0025,500.0
1,100,4.6029592e-07,500,500.0,1.1035643,4993.9106,0.0019999999,0.95,4999.689357762338,4940.021,0.039793327,4999.689357762338,122.20303,448.4933118521651,0.0039593535,0.1113688,1.9475449,0.10045213633370807,0.9837692,0.10045213633370807,4999.689357762338,8.089973e-05,453.07737577246576
2,100,3.5044917e-18,500,500.0,1.0,4999.5205,0.009999998,0.95,4999.520393336651,4884.8125,1.0,4999.520393336651,0.44138002,100.0,0.01,,1.0,0.19676448148638967,1.0,0.19676448148638967,4999.520393336651,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4999.538,0.0049999994,0.95,4999.555659983799,4918.4272,1.0,4999.555659983799,0.42847532,200.00000010221265,0.005,,1.0,0.17347685310751335,1.0,0.17347685310751335,4999.555659983799,0.005,500.0
2,100,5.4391416e-20,500,495.02,1.0,4982.9453,0.0033333336,0.95,4949.7579559589885,4916.7188,1.0,4949.7579559589885,287.5943,299.999969473632,0.0033333334,,1.0,248968.68390432722,1.0,248968.68390432722,4949.7579559589885,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4987.1016,0.0024999997,0.95,4999.571263977059,4929.7476,1.0,4999.571263977059,249.16809,400.0,0.0025,,1.0,0.20063205728323846,1.0,0.20063205728323846,4999.571263977059,0.0025,500.0
1,100,1.7631815e-07,500,500.0,1.0502865,4992.439,0.0019999999,0.95,4999.567527023194,4939.866,0.31107712,4999.567527023194,159.50359,478.9311756390737,0.003490133,0.044077452,1.7450252,0.14581846543088448,0.99997634,0.14581846543088448,4999.567527023194,0.000622169,476.06056540636666
2,100,3.5044917e-18,500,490.03,1.0,4899.7485,0.009999998,0.95,4899.748349006091,4785.0405,1.0,4899.748349006091,699.25165,100.0,0.01,,1.0,493891.73681894323,1.0,493891.73681894323,4899.748349006091,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4949.671,0.0049999994,0.95,4999.594363035352,4868.56,1.0,4999.594363035352,496.9596,200.00000010221265,0.005,,1.0,0.21075163149873907,1.0,0.21075163149873907,4999.594363035352,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4966.305,0.0033333336,0.95,4999.574554868582,4900.0786,1.0,4999.574554868582,406.4472,299.999969473632,0.0033333334,,1.0,0.21670726684036695,1.0,0.21670726684036695,4999.574554868582,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4974.63,0.0024999997,0.95,4999.603957360875,4917.276,1.0,4999.603957360875,352.28888,400.0,0.0025,,1.0,0.22271537636810723,1.0,0.22271537636810723,4999.603957360875,0.0025,500.0
1,100,4.194731e-07,500,500.0,1.1075711,4989.301,0.0019999999,0.95,4999.593447445814,4935.313,0.16270512,4999.593447445814,196.28058,452.6285958403637,0.004987932,0.105516285,2.5016594,0.19466787789899162,1.0030849,0.19466787789899162,4999.593447445814,0.00032440948,451.43827669417004
2,100,3.5044917e-18,500,485.66,1.0,4855.9824,0.009999998,0.95,4855.982790209284,4741.2744,1.0,4855.982790209284,818.63184,100.0,0.01,,1.0,676927.391799985,1.0,676927.391799985,4855.982790209284,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4927.792,0.0049999994,0.95,4999.601084031542,4846.681,1.0,4999.601084031542,583.29724,200.00000010221265,0.005,,1.0,0.16787635349755559,1.0,0.16787635349755559,4999.601084031542,0.005,500.0
2,100,5.4391416e-20,500,495.01,1.0,4935.054,0.0033333336,0.95,4949.578649084222,4868.8276,1.0,4949.578649084222,556.2511,299.999969473632,0.0033333334,,1.0,249957.60772033012,1.0,249957.60772033012,4949.578649084222,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4951.2,0.0024999997,0.95,4999.63900399431,4893.846,1.0,4999.63900399431,482.53873,400.0,0.0025,,1.0,0.15780079790604018,1.0,0.15780079790604018,4999.63900399431,0.0025,500.0
1,100,1.5838855e-06,500,500.0,1.3991817,4990.7153,0.002,0.95,4999.653491407058,4930.035,0.0011607467,4999.653491407058,123.50839,358.3768149390164,0.0050922506,0.41164556,2.5960293,0.18070018745592129,1.0196,0.18070018745592129,4999.653491407058,2.2768668e-06,357.3517232025016
2,100,3.5044917e-18,500,500.0,1.0,4999.6216,0.009999998,0.95,4999.621644772228,4884.9136,1.0,4999.621644772228,0.34379756,100.0,0.01,,1.0,0.11939382995404466,1.0,0.11939382995404466,4999.621644772228,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4999.6562,0.0049999994,0.95,4999.691808712601,4918.5454,1.0,4999.691808712601,0.33744568,200.00000010221265,0.005,,1.0,0.10816143033873045,1.0,0.10816143033873045,4999.691808712601,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4999.654,0.0033333336,0.95,4999.648268569948,4933.4272,1.0,4999.648268569948,0.33314413,299.999969473632,0.0033333334,,1.0,0.10623623407374269,1.0,0.10623623407374269,4999.648268569948,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4999.6357,0.0024999997,0.95,4999.5818965030285,4942.2817,1.0,4999.5818965030285,0.38883775,400.0,0.0025,,1.0,0.27065332543753334,1.0,0.27065332543753334,4999.5818965030285,0.0025,500.0
1,100,3.3890574e-11,500,500.0,1.0000082,4999.6274,0.0020000003,0.95,4999.585214179517,4948.328,0.9858108,4999.585214179517,0.41534856,499.99575699905466,0.002010382,8.475485e-06,1.0053599,0.2657026319921337,1.000168,0.2657026319921337,4999.585214179517,0.0019712904,499.99588731333915
2,100,3.5044917e-18,500,500.0,1.0,4999.647,0.009999998,0.95,4999.647031220562,4884.939,1.0,4999.647031220562,0.36763614,100.0,0.01,,1.0,0.13651767925212246,1.0,0.13651767925212246,4999.647031220562,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4999.6587,0.0049999994,0.95,4999.670016218998,4918.548,1.0,4999.670016218998,0.3371436,200.00000010221265,0.005,,1.0,0.09285905117220569,1.0,0.09285905117220569,4999.670016218998,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4999.668,0.0033333336,0.95,4999.685683445245,4933.4414,1.0,4999.685683445245,0.32864788,299.999969473632,0.0033333334,,1.0,0.0971739861862684,1.0,0.0971739861862684,4999.685683445245,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4999.6562,0.0024999997,0.95,4999.622747593074,4942.3022,1.0,4999.622747593074,0.33746955,400.0,0.0025,,1.0,0.13131413122840144,1.0,0.13131413122840144,4999.622747593074,0.0025,500.0
1,100,3.853941e-07,500,495.02,1.0947158,4995.9287,0.002,0.95,4949.77550981004,4942.2554,0.05809285,4949.77550981004,83.27652,456.13949086048854,0.0031516657,0.09613117,1.5740542,248970.42483449273,0.9988713,248970.42483449273,4949.77550981004,0.00011631699,456.73953424655747
2,100,3.5044917e-18,500,500.0,1.0,4999.5874,0.009999998,0.95,4999.587882550761,4884.8794,1.0,4999.587882550761,0.3737539,100.0,0.01,,1.0,0.14108400004332194,1.0,0.14108400004332194,4999.587882550761,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4999.6357,0.0049999994,0.95,4999.683029974769,4918.525,1.0,4999.683029974769,0.34087315,200.00000010221265,0.005,,1.0,0.08904697569100212,1.0,0.08904697569100212,4999.683029974769,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4999.641,0.0033333336,0.95,4999.650652744294,4933.4146,1.0,4999.650652744294,0.36077815,299.999969473632,0.0033333334,,1.0,0.15954051986888804,1.0,0.15954051986888804,4999.650652744294,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4999.624,0.0024999997,0.95,4999.573832544059,4942.27,1.0,4999.573832544059,0.3725377,400.0,0.0025,,1.0,0.16292989750639048,1.0,0.16292989750639048,4999.573832544059,0.0025,500.0
1,100,4.7919104e-07,500,495.01,1.1147313,4995.7476,0.002,0.95,4949.6476634533,4941.586,0.04497369,4949.6476634533,87.08062,446.6047596892446,0.0033167652,0.11442899,1.6207962,249964.54814628768,0.9773355,249964.54814628768,4949.6476634533,9.203327e-05,448.53858029114184
2,100,3.5044917e-18,500,500.0,1.0,4999.654,0.009999998,0.95,4999.654454344933,4884.946,1.0,4999.654454344933,0.34282395,100.0,0.01,,1.0,0.11870165146831094,1.0,0.11870165146831094,4999.654454344933,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4999.6455,0.0049999994,0.95,4999.637096356617,4918.5347,1.0,4999.637096356617,0.3441623,200.00000010221265,0.005,,1.0,0.12040552167490134,1.0,0.12040552167490134,4999.637096356617,0.005,500.0
2,100,5.4391416e-20,500,495.01,1.0,4982.976,0.0033333336,0.95,4949.6350032210685,4916.7495,1.0,4949.6350032210685,288.1731,299.999969473632,0.0033333334,,1.0,249963.24179275497,1.0,249963.24179275497,4949.6350032210685,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4987.144,0.0024999997,0.95,4999.649517130678,4929.79,1.0,4999.649517130678,249.66972,400.0,0.0025,,1.0,0.11683051536522367,1.0,0.11683051536522367,4999.649517130678,0.0025,500.0
1,100,8.579854e-07,500,495.01,1.2258834,4990.781,0.002,0.95,4949.628903167992,4933.983,0.00010026632,4949.628903167992,140.95804,411.8387356180733,0.0062232735,0.2265198,3.197658,249962.64293822402,1.027645,249962.64293822402,4949.628903167992,1.9513804e-07,407.86914514625676
2,100,3.5044917e-18,500,500.0,1.0,4999.641,0.009999998,0.95,4999.641230270803,4884.933,1.0,4999.641230270803,0.39181277,100.0,0.01,,1.0,0.15508062714463866,1.0,0.15508062714463866,4999.641230270803,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4999.628,0.0049999994,0.95,4999.614837600621,4918.517,1.0,4999.614837600621,0.37888014,200.00000010221265,0.005,,1.0,0.1345711769890588,1.0,0.1345711769890588,4999.614837600621,0.005,500.0
2,100,5.4391416e-20,500,495.01,1.0,4982.9478,0.0033333336,0.95,4949.586869946526,4916.721,1.0,4949.586869946526,288.17157,299.999969473632,0.0033333334,,1.0,249958.4072803198,1.0,249958.4072803198,4949.586869946526,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4987.1113,0.0024999997,0.95,4999.603011637669,4929.7573,1.0,4999.603011637669,249.66814,400.0,0.0025,,1.0,0.14517668234580322,1.0,0.14517668234580322,4999.603011637669,0.0025,500.0
1,100,3.676444e-07,500,500.0,1.1093374,4995.5474,0.002,0.95,4999.619157246061,4941.5166,0.01786239,4999.619157246061,90.91992,457.98984515904647,0.0035693387,0.09652758,1.8289402,0.15961247190238342,1.0248061,0.15961247190238342,4999.619157246061,3.4860037e-05,450.71948163064377
2,100,3.5044917e-18,500,500.0,1.0,4999.6025,0.009999998,0.95,4999.6028150974225,4884.8945,1.0,4999.6028150974225,0.35529026,100.0,0.01,,1.0,0.1275007858386872,1.0,0.1275007858386872,4999.6028150974225,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4999.5996,0.0049999994,0.95,4999.597057107382,4918.489,1.0,4999.597057107382,0.36618495,200.00000010221265,0.005,,1.0,0.14336267331061914,1.0,0.14336267331061914,4999.597057107382,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4999.6177,0.0033333336,0.95,4999.650766577131,4933.391,1.0,4999.650766577131,0.36420318,299.999969473632,0.0033333334,,1.0,0.12932210744109243,1.0,0.12932210744109243,4999.650766577131,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4999.6147,0.0024999997,0.95,4999.609240476571,4942.2607,1.0,4999.609240476571,0.36432245,400.0,0.0025,,1.0,0.13429296860931675,1.0,0.13429296860931675,4999.609240476571,0.0025,500.0
1,100,9.0628123e-07,500,490.02,1.215802,4994.5464,0.002,0.95,4899.674847099143,4937.9824,0.03935273,4899.674847099143,81.90539,407.79138896514723,0.0039057585,0.21689905,1.910745,494883.9059703096,0.97842455,494883.9059703096,4899.674847099143,8.044101e-05,411.2511895907063
2,100,3.5044917e-18,500,500.0,1.0,4999.62,0.009999998,0.95,4999.620678003788,4884.912,1.0,4999.620678003788,0.4055607,100.0,0.01,,1.0,0.16614399798307514,1.0,0.16614399798307514,4999.620678003788,0.01,500.0
2,100,2.179301e-19,500,495.01,1.0,4974.6084,0.0049999994,0.95,4949.595604183118,4893.4976,1.0,4949.595604183118,352.6408,200.00000010221265,0.005,,1.0,249959.27941806059,1.0,249959.27941806059,4949.595604183118,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4982.941,0.0033333336,0.95,4999.605188717668,4916.7144,1.0,4999.605188717668,288.17114,299.999969473632,0.0033333334,,1.0,0.13550547370937738,1.0,0.13550547370937738,4999.605188717668,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4987.112,0.0024999997,0.95,4999.625820099076,4929.758,1.0,4999.625820099076,249.66818,400.0,0.0025,,1.0,0.16462470647236221,1.0,0.16462470647236221,4999.625820099076,0.0025,500.0
1,100,2.0831763e-05,500,500.0,1.0000587,4998.8105,0.002,0.95,4999.652047065083,4947.5103,0.004767933,4999.652047065083,18.760431,80.67738003673037,0.06597967,5.07046,32.551483,0.12193968066693464,0.9867126,0.12193968066693464,4999.652047065083,9.664279e-06,499.9706762346378
2,100,3.5044917e-18,500,500.0,1.0,4999.6787,0.009999998,0.95,4999.678735811815,4884.9707,1.0,4999.678735811815,0.3405341,100.0,0.01,,1.0,0.11713796979712895,1.0,0.11713796979712895,4999.678735811815,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4999.6543,0.0049999994,0.95,4999.630807671254,4918.5435,1.0,4999.630807671254,0.3601385,200.00000010221265,0.005,,1.0,0.14370393833896714,1.0,0.14370393833896714,4999.630807671254,0.005,500.0
2,100,5.4391416e-20,500,495.01,1.0,4982.9707,0.0033333336,0.95,4949.60051895928,4916.744,1.0,4949.60051895928,288.17285,299.999969473632,0.0033333334,,1.0,249959.8071346014,1.0,249959.8071346014,4949.60051895928,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4987.134,0.0024999997,0.95,4999.625403178882,4929.78,1.0,4999.625403178882,249.66924,400.0,0.0025,,1.0,0.12684219995515106,1.0,0.12684219995515106,4999.625403178882,0.0025,500.0
1,100,3.9457873e-07,500,495.01,1.103421,4986.3223,0.002,0.95,4949.673143944352,4932.436,0.604687,4949.673143944352,210.49786,455.1878525598277,0.005117641,0.100918636,2.5881453,249967.09494517077,1.0114603,249967.09494517077,4949.673143944352,0.0011956713,453.13621212065556
2,100,3.5044917e-18,500,495.01,1.0,4949.6553,0.009999998,0.95,4949.655475251769,4834.9473,1.0,4949.655475251769,497.45926,100.0,0.01,,1.0,249965.40152251747,1.0,249965.40152251747,4949.655475251769,0.01,500.0
2,100,2.179301e-19,500,495.02,1.0,4949.708,0.0049999994,0.95,4949.760793034513,4868.597,1.0,4949.760793034513,496.96332,200.00000010221265,0.005,,1.0,248968.99261183408,1.0,248968.99261183408,4949.760793034513,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4966.3403,0.0033333336,0.95,4999.604739916116,4900.114,1.0,4999.604739916116,406.45013,299.999969473632,0.0033333334,,1.0,0.23390905026735487,1.0,0.23390905026735487,4999.604739916116,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4974.6587,0.0024999997,0.95,4999.613756382823,4917.3047,1.0,4999.613756382823,352.2909,400.0,0.0025,,1.0,0.12588569484839263,1.0,0.12588569484839263,4999.613756382823,0.0025,500.0
1,100,8.30289e-07,500,500.0,1.2021359,4994.239,0.002,0.95,4999.641247747496,4937.9937,0.0018040504,4999.641247747496,96.90229,414.1963024539446,0.0047093593,0.19887562,2.3048248,0.1420710574156817,0.9788274,0.1420710574156817,4999.641247747496,3.686146e-06,415.92634531859443
2,100,3.5044917e-18,500,500.0,1.0,4999.587,0.009999998,0.95,4999.587055299682,4884.879,1.0,4999.587055299682,0.40576193,100.0,0.01,,1.0,0.16631376201514586,1.0,0.16631376201514586,4999.587055299682,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4999.6255,0.0049999994,0.95,4999.66329025966,4918.5146,1.0,4999.66329025966,0.38246638,200.00000010221265,0.005,,1.0,0.12626782620472898,1.0,0.12626782620472898,4999.66329025966,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4999.615,0.0033333336,0.95,4999.594278178515,4933.3887,1.0,4999.594278178515,0.4006291,299.999969473632,0.0033333334,,1.0,0.19022586291161342,1.0,0.19022586291161342,4999.594278178515,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4999.624,0.0024999997,0.95,4999.652008259723,4942.27,1.0,4999.652008259723,0.39934215,400.0,0.0025,,1.0,0.15692043727221736,1.0,0.15692043727221736,4999.652008259723,0.0025,500.0
1,100,5.431875e-20,500,500.0,1.0,4999.6294,0.0020000003,0.95,4999.648315619951,4948.3306,1.0,4999.648315619951,0.39358798,500.00000664260017,0.002,,1.0,0.13756167425034888,1.0,0.13756167425034888,4999.648315619951,0.002,500.0
2,100,3.5044917e-18,500,500.0,1.0,4999.6587,0.009999998,0.95,4999.6587976800965,4884.9507,1.0,4999.6587976800965,0.3829345,100.0,0.01,,1.0,0.14811562678156695,1.0,0.14811562678156695,4999.6587976800965,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4999.647,0.0049999994,0.95,4999.635917566102,4918.536,1.0,4999.635917566102,0.39958203,200.00000010221265,0.005,,1.0,0.17417687029860232,1.0,0.17417687029860232,4999.635917566102,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4999.6396,0.0033333336,0.95,4999.624176982833,4933.413,1.0,4999.624176982833,0.378611,299.999969473632,0.0033333334,,1.0,0.11148714432757884,1.0,0.11148714432757884,4999.624176982833,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4999.6313,0.0024999997,0.95,4999.606855984912,4942.2773,1.0,4999.606855984912,0.36572435,400.0,0.0025,,1.0,0.10522972451031393,1.0,0.10522972451031393,4999.606855984912,0.0025,500.0
1,100,5.431875e-20,500,500.0,1.0,4999.624,0.0020000003,0.95,4999.591203853322,4948.325,1.0,4999.591203853322,0.37838155,500.00000664260017,0.002,,1.0,0.18137257166122014,1.0,0.18137257166122014,4999.591203853322,0.002,500.0
2,100,3.5044917e-18,500,495.01,1.0,4949.658,0.009999998,0.95,4949.658093554486,4834.95,1.0,4949.658093554486,497.4595,100.0,0.01,,1.0,249965.61485090648,1.0,249965.61485090648,4949.658093554486,0.01,500.0
2,100,2.179301e-19,500,495.92,1.0,4954.141,0.0049999994,0.95,4958.624517668004,4873.0303,1.0,4958.624517668004,410.9321,200.00000010221265,0.005,,1.0,91135.59174391346,1.0,91135.59174391346,4958.624517668004,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4969.314,0.0033333336,0.95,4999.660585438342,4903.0874,1.0,4999.660585438342,336.21017,299.999969473632,0.0033333334,,1.0,0.11409540693659861,1.0,0.11409540693659861,4999.660585438342,0.0033333334,500.0
2,100,5.434597e-20,500,495.01,1.0,4964.377,0.0024999997,0.95,4949.563205894645,4907.023,1.0,4949.563205894645,383.0343,400.0,0.0025,,1.0,249956.1969304474,1.0,249956.1969304474,4949.563205894645,0.0025,500.0
1,100,5.5112724e-07,500,500.0,1.1578934,4986.5786,0.0020000003,0.95,4999.650863148714,4931.3784,0.05876498,4999.650863148714,215.57106,439.5579398044605,0.0051918156,0.14468867,2.6601775,0.12675356552220754,1.0247581,0.12675356552220754,4999.650863148714,0.00011469045,431.81867318761005
2,100,3.5044917e-18,500,500.0,1.0,4999.5874,0.009999998,0.95,4999.587793547,4884.8794,1.0,4999.587793547,0.36497483,100.0,0.01,,1.0,0.13456290357098202,1.0,0.13456290357098202,4999.587793547,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4999.612,0.0049999994,0.95,4999.636022465902,4918.501,1.0,4999.636022465902,0.3585171,200.00000010221265,0.005,,1.0,0.12391222280781156,1.0,0.12391222280781156,4999.636022465902,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4999.616,0.0033333336,0.95,4999.625419963687,4933.3896,1.0,4999.625419963687,0.36799577,299.999969473632,0.0033333334,,1.0,0.15056780183696053,1.0,0.15056780183696053,4999.625419963687,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4999.6113,0.0024999997,0.95,4999.597192945041,4942.2573,1.0,4999.597192945041,0.36859295,400.0,0.0025,,1.0,0.13828102724455976,1.0,0.13828102724455976,4999.597192945041,0.0025,500.0
1,100,4.1257334e-07,500,495.01,1.0927248,4997.647,0.0019999999,0.95,4949.684996279371,4944.0225,0.07078474,4949.684996279371,44.18651,453.33503632186415,0.0031329913,0.09884486,1.5335066,249968.3049422219,0.9789409,249968.3049422219,4949.684996279371,0.00014461494,457.5717508651123
2,100,3.5044917e-18,500,495.02,1.0,4949.8433,0.009999998,0.95,4949.843873479964,4835.1353,1.0,4949.843873479964,496.47498,100.0,0.01,,1.0,248977.18379839262,1.0,248977.18379839262,4949.843873479964,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4974.779,0.0049999994,0.95,4999.713805536489,4893.668,1.0,4999.713805536489,351.94528,200.00000010221265,0.005,,1.0,0.09743519918091259,1.0,0.09743519918091259,4999.713805536489,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4983.0894,0.0033333336,0.95,4999.7101375317325,4916.863,1.0,4999.7101375317325,287.60245,299.999969473632,0.0033333334,,1.0,0.07456455773431989,1.0,0.07456455773431989,4999.7101375317325,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4987.2373,0.0024999997,0.95,4999.68187535852,4929.8833,1.0,4999.68187535852,249.17467,400.0,0.0025,,1.0,0.11068628718855439,1.0,0.11068628718855439,4999.68187535852,0.0025,500.0
1,100,3.5360418e-07,500,500.0,1.0895307,4994.56,0.002,0.95,4999.652630169828,4941.014,0.13250545,4999.652630169828,114.82314,459.46410240706706,0.0034502575,0.087669544,1.7179762,0.15012104218092517,0.99585396,0.15012104218092517,4999.652630169828,0.00026611422,458.91317891305636
2,100,3.5044917e-18,500,490.02,1.0,4899.6665,0.009999998,0.95,4899.666639039601,4784.9585,1.0,4899.666639039601,699.9524,100.0,0.01,,1.0,494882.28089962126,1.0,494882.28089962126,4899.666639039601,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4949.646,0.0049999994,0.95,4999.625192865741,4868.535,1.0,4999.625192865741,497.45825,200.00000010221265,0.005,,1.0,0.13135662403646814,1.0,0.13135662403646814,4999.625192865741,0.005,500.0
2,100,5.4391416e-20,500,490.03,1.0,4933.0166,0.0033333336,0.95,4899.756568278521,4866.79,1.0,4899.756568278521,573.16174,299.999969473632,0.0033333334,,1.0,493893.36042726896,1.0,493893.36042726896,4899.756568278521,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4949.6855,0.0024999997,0.95,4999.694283596818,4892.3315,1.0,4999.694283596818,497.21167,400.0,0.0025,,1.0,0.06984231330560782,1.0,0.06984231330560782,4999.694283596818,0.0025,500.0
1,100,1.7124053e-06,500,495.01,1.4833981,4978.613,0.002,0.95,4949.728883178093,4916.1333,0.00014056714,4949.728883178093,274.87866,350.32516596605603,0.0064406204,0.45856363,3.3329148,249972.70050592575,1.0349671,249972.70050592575,4949.728883178093,2.7163597e-07,337.06393906287104
2,100,3.5044917e-18,500,500.0,1.0,4999.654,0.009999998,0.95,4999.653613308831,4884.946,1.0,4999.653613308831,0.31755966,100.0,0.01,,1.0,0.10186836095410855,1.0,0.10186836095410855,4999.653613308831,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4999.66,0.0049999994,0.95,4999.666209408487,4918.5493,1.0,4999.666209408487,0.35166833,200.00000010221265,0.005,,1.0,0.14788196537124074,1.0,0.14788196537124074,4999.666209408487,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4999.666,0.0033333336,0.95,4999.6771844005525,4933.4395,1.0,4999.6771844005525,0.3385856,299.999969473632,0.0033333334,,1.0,0.097357938477709,1.0,0.097357938477709,4999.6771844005525,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4999.658,0.0024999997,0.95,4999.635548419006,4942.304,1.0,4999.635548419006,0.34830552,400.0,0.0025,,1.0,0.14208980273889485,1.0,0.14208980273889485,4999.635548419006,0.0025,500.0
1,100,3.893518e-07,500,495.02,1.094425,4997.478,0.002,0.95,4949.69873997539,4943.812,0.07400159,4949.69873997539,48.84099,455.72904182823663,0.0029023162,0.09851936,1.459938,248962.70738805685,1.0060503,248962.70738805685,4949.69873997539,0.0001471131,456.86092414283786
2,100,3.5044917e-18,500,500.0,1.0,4999.622,0.009999998,0.95,4999.622512218891,4884.914,1.0,4999.622512218891,0.41879237,100.0,0.01,,1.0,0.1771609724790333,1.0,0.1771609724790333,4999.622512218891,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4999.6445,0.0049999994,0.95,4999.666647240843,4918.5337,1.0,4999.666647240843,0.39439812,200.00000010221265,0.005,,1.0,0.13610039571034357,1.0,0.13610039571034357,4999.666647240843,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4999.6636,0.0033333336,0.95,4999.702772305184,4933.437,1.0,4999.702772305184,0.3808043,299.999969473632,0.0033333334,,1.0,0.12290402660541312,1.0,0.12290402660541312,4999.702772305184,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4999.6665,0.0024999997,0.95,4999.673808528856,4942.3125,1.0,4999.673808528856,0.3586957,400.0,0.0025,,1.0,0.08033969840619687,1.0,0.08033969840619687,4999.673808528856,0.0025,500.0
1,100,4.45783e-07,500,495.01,1.1135867,4996.41,0.002,0.95,4949.666044146625,4942.2764,0.011163421,4949.666044146625,72.948395,449.95476879198424,0.0032719136,0.11278945,1.6457896,249966.39711274172,1.0060104,249966.39711274172,4949.666044146625,2.219345e-05,448.9996298216057
2,100,3.5044917e-18,500,500.0,1.0,4999.6567,0.009999998,0.95,4999.656901852225,4884.9487,1.0,4999.656901852225,0.33202785,100.0,0.01,,1.0,0.1113589001992572,1.0,0.1113589001992572,4999.656901852225,0.01,500.0
2,100,2.179301e-19,500,495.01,1.0,4974.6406,0.0049999994,0.95,4949.6243875798355,4893.53,1.0,4949.6243875798355,352.64307,200.00000010221265,0.005,,1.0,249962.18923403288,1.0,249962.18923403288,4949.6243875798355,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4982.9707,0.0033333336,0.95,4999.630561821586,4916.744,1.0,4999.630561821586,288.17276,299.999969473632,0.0033333334,,1.0,0.10141914428893155,1.0,0.10141914428893155,4999.630561821586,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4987.155,0.0024999997,0.95,4999.7089783990505,4929.801,1.0,4999.7089783990505,249.67027,400.0,0.0025,,1.0,0.10248623061542823,1.0,0.10248623061542823,4999.7089783990505,0.0025,500.0
