BatchSize,VarDiscRet,J,VarVanillaIw,MaxVanillaIw,AvgDiscRet,AvgEpLen,IterType,eRenyi2,AvgVanillaIw,MinVanillaIw,MaxNormIw,VanillaAvgRet,VarRet,AvgRet,EpsThisIter,VarNormIw,MinNormIw,Delta,AvgNormIw,Bound,ESSRenyi,VarJ,ESSClassic
500,339756.246291,4191.89,,1.0,4260.00544322,460.01,1,1.0,1.0,1.0,0.002,4260.00544322,339756.246291,4260.00544322,100,5.43187e-20,0.002,0.6,0.002,4021.02,500.0,634.568,500.000006643
500,255323.483354,4348.7,,1.0,4348.70458311,469.22,2,1.0,1.0,1.0,0.01,4348.70458311,255323.483354,4348.70458311,100,3.50449e-18,0.01,0.6,0.01,3966.58,500.0,502.763,100.0
500,367197.494506,4269.85,,1.0,4190.98736617,452.51,2,1.0,1.0,1.0,0.005,4190.98736617,367197.494506,4190.98736617,100,2.1793e-19,0.005,0.6,0.005,3999.65,500.0,560.684,200.000000102
500,252197.195771,4287.9,,1.0,4324.02021539,466.65,2,1.0,1.0,1.0,0.00333333,4324.02021539,252197.195771,4324.02021539,100,5.43914e-20,0.00333333,0.6,0.00333333,4067.29,500.0,541.715,299.999969474
500,481474.518957,4246.6,,1.0,4122.7007596,445.48,2,1.0,1.0,1.0,0.0025,4122.7007596,481474.518957,4122.7007596,100,5.4346e-20,0.0025,0.6,0.0025,4055.54,500.0,586.833,400.0
500,245709.640131,4265.28,,1.0,4339.993738,468.24,1,1.0,1.0,1.0,0.002,4339.993738,245709.640131,4339.993738,100,5.43187e-20,0.002,0.6,0.002,4094.39,500.0,570.565,500.000006643
500,431839.383892,4126.99,,1.0,4126.99311314,446.19,2,1.0,1.0,1.0,0.01,4126.99311314,431839.383892,4126.99311314,100,3.50449e-18,0.01,0.6,0.01,3744.88,500.0,653.851,100.0
500,265774.755126,4224.67,,1.0,4322.34164096,466.46,2,1.0,1.0,1.0,0.005,4322.34164096,265774.755126,4322.34164096,100,2.1793e-19,0.005,0.6,0.005,3954.47,500.0,595.701,200.000000102
500,354065.27413,4229.23,,1.0,4238.36860409,457.33,2,1.0,1.0,1.0,0.00333333,4238.36860409,354065.27413,4238.36860409,100,5.43914e-20,0.00333333,0.6,0.00333333,4008.62,500.0,594.522,299.999969474
500,373798.352377,4239.45,,1.0,4270.0825394,460.6,2,1.0,1.0,1.0,0.0025,4270.0825394,373798.352377,4270.0825394,100,5.4346e-20,0.0025,0.6,0.0025,4048.39,500.0,598.264,400.0
500,303059.952483,4258.13,,1.0,4332.84514998,467.37,1,1.0,1.0,1.0,0.002,4332.84514998,303059.952483,4332.84514998,100,5.43187e-20,0.002,0.6,0.002,4087.24,500.0,589.693,500.000006643
500,404758.717509,4103.14,,1.0,4103.13686465,443.83,2,1.0,1.0,1.0,0.01,4103.13686465,404758.717509,4103.13686465,100,3.50449e-18,0.01,0.6,0.01,3721.03,500.0,633.017,100.0
500,255876.049525,4236.97,,1.0,4370.79707533,471.1,2,1.0,1.0,1.0,0.005,4370.79707533,255876.049525,4370.79707533,100,2.1793e-19,0.005,0.6,0.005,3966.78,500.0,587.303,200.000000102
500,381887.214439,4245.28,,1.0,4261.90156419,459.61,2,1.0,1.0,1.0,0.00333333,4261.90156419,381887.214439,4261.90156419,100,5.43914e-20,0.00333333,0.6,0.00333333,4024.67,500.0,596.75,299.999969474
500,278108.457474,4250.3,,1.0,4265.37477423,460.35,2,1.0,1.0,1.0,0.0025,4265.37477423,278108.457474,4265.37477423,100,5.4346e-20,0.0025,0.6,0.0025,4059.25,500.0,579.647,400.0
500,363923.940538,4253.3,,1.0,4265.29169212,460.09,1,1.0,1.0,1.0,0.002,4265.29169212,363923.940538,4265.29169212,100,5.43187e-20,0.002,0.6,0.002,4082.41,500.0,583.854,500.000006643
500,295147.523621,4262.96,,1.0,4262.95693169,460.46,2,1.0,1.0,1.0,0.01,4262.95693169,295147.523621,4262.95693169,100,3.50449e-18,0.01,0.6,0.01,3880.87,500.0,540.552,100.0
500,354115.964079,4255.64,,1.0,4248.33251288,458.83,2,1.0,1.0,1.0,0.005,4248.33251288,354115.964079,4248.33251288,100,2.1793e-19,0.005,0.6,0.005,3985.47,500.0,566.956,200.000000102
500,363454.30862,4224.83,,1.0,4163.18836384,450.06,2,1.0,1.0,1.0,0.00333333,4163.18836384,363454.30862,4163.18836384,100,5.43914e-20,0.00333333,0.6,0.00333333,4004.23,500.0,579.769,299.999969474
500,354314.463805,4223.55,,1.0,4219.7172383,455.97,2,1.0,1.0,1.0,0.0025,4219.7172383,354314.463805,4219.7172383,100,5.4346e-20,0.0025,0.6,0.0025,4032.5,500.0,582.921,400.0
500,401629.254637,4210.2,,1.0,4156.79692805,449.4,1,1.0,1.0,1.0,0.002,4156.79692805,401629.254637,4156.79692805,100,5.43187e-20,0.002,0.6,0.002,4039.31,500.0,593.357,500.000006643
500,413155.45085,4212.59,,1.0,4212.59500116,455.34,2,1.0,1.0,1.0,0.01,4212.59500116,413155.45085,4212.59500116,100,3.50449e-18,0.01,0.6,0.01,3830.55,500.0,639.55,100.0
500,319644.385657,4214.85,,1.0,4217.10632724,455.55,2,1.0,1.0,1.0,0.005,4217.10632724,319644.385657,4217.10632724,100,2.1793e-19,0.005,0.6,0.005,3944.67,500.0,602.28,200.000000102
500,357904.381085,4203.83,,1.0,4181.7862584,451.87,2,1.0,1.0,1.0,0.00333333,4181.7862584,357904.381085,4181.7862584,100,5.43914e-20,0.00333333,0.6,0.00333333,3983.22,500.0,600.149,299.999969474
500,315163.630266,4216.27,,1.0,4253.5737453,459.81,2,1.0,1.0,1.0,0.0025,4253.5737453,315163.630266,4253.5737453,100,5.4346e-20,0.0025,0.6,0.0025,4025.21,500.0,590.424,400.0
500,344997.855273,4222.3,,1.0,4246.4604914,458.66,1,1.0,1.0,1.0,0.002,4246.4604914,344997.855273,4246.4604914,100,5.43187e-20,0.002,0.6,0.002,4051.42,500.0,589.352,500.000006643
500,300358.840945,4202.99,,1.0,4202.98797174,454.47,2,1.0,1.0,1.0,0.01,4202.98797174,300358.840945,4202.98797174,100,3.50449e-18,0.01,0.6,0.01,3820.87,500.0,545.303,100.0
500,213911.701097,4295.17,,1.0,4387.36008245,473.6,2,1.0,1.0,1.0,0.005,4387.36008245,213911.701097,4387.36008245,100,2.1793e-19,0.005,0.6,0.005,4024.98,500.0,512.896,200.000000102
500,222085.712555,4317.91,,1.0,4363.36987384,470.62,2,1.0,1.0,1.0,0.00333333,4363.36987384,222085.712555,4363.36987384,100,5.43914e-20,0.00333333,0.6,0.00333333,4097.29,500.0,499.696,299.999969474
500,403885.667255,4283.67,,1.0,4180.95838044,451.61,2,1.0,1.0,1.0,0.0025,4180.95838044,403885.667255,4180.95838044,100,5.4346e-20,0.0025,0.6,0.0025,4092.61,500.0,539.213,400.0
500,313376.768895,4273.37,,1.0,4232.18875764,457.43,1,1.0,1.0,1.0,0.002,4232.18875764,313376.768895,4232.18875764,100,5.43187e-20,0.002,0.6,0.002,4102.49,500.0,543.206,500.000006643
500,279302.358237,4234.05,,1.0,4234.05076119,457.69,2,1.0,1.0,1.0,0.01,4234.05076119,279302.358237,4234.05076119,100,3.50449e-18,0.01,0.6,0.01,3851.96,500.0,525.842,100.0
500,494602.44764,4208.61,,1.0,4183.17149076,451.6,2,1.0,1.0,1.0,0.005,4183.17149076,494602.44764,4183.17149076,100,2.1793e-19,0.005,0.6,0.005,3938.42,500.0,619.459,200.000000102
500,324919.54354,4228.99,,1.0,4269.75841164,461.03,2,1.0,1.0,1.0,0.00333333,4269.75841164,324919.54354,4269.75841164,100,5.43914e-20,0.00333333,0.6,0.00333333,4008.38,500.0,603.22,299.999969474
500,247166.840053,4256.15,,1.0,4337.62109357,468.25,2,1.0,1.0,1.0,0.0025,4337.62109357,247166.840053,4337.62109357,100,5.4346e-20,0.0025,0.6,0.0025,4065.09,500.0,579.907,400.0
500,367875.336274,4242.2,,1.0,4186.38794657,452.48,1,1.0,1.0,1.0,0.002,4186.38794657,367875.336274,4186.38794657,100,5.43187e-20,0.002,0.6,0.002,4071.31,500.0,585.365,500.000006643
500,292676.4947,4255.29,,1.0,4255.2949404,459.85,2,1.0,1.0,1.0,0.01,4255.2949404,292676.4947,4255.2949404,100,3.50449e-18,0.01,0.6,0.01,3873.2,500.0,538.284,100.0
500,298856.801068,4239.23,,1.0,4223.16377644,456.28,2,1.0,1.0,1.0,0.005,4223.16377644,298856.801068,4223.16377644,100,2.1793e-19,0.005,0.6,0.005,3969.04,500.0,541.357,200.000000102
500,298686.237336,4266.64,,1.0,4321.45477288,466.6,2,1.0,1.0,1.0,0.00333333,4321.45477288,298686.237336,4321.45477288,100,5.43914e-20,0.00333333,0.6,0.00333333,4046.03,500.0,543.55,299.999969474
500,380313.563382,4241.33,,1.0,4165.41859066,450.79,2,1.0,1.0,1.0,0.0025,4165.41859066,380313.563382,4165.41859066,100,5.4346e-20,0.0025,0.6,0.0025,4050.27,500.0,563.59,400.0
500,255428.769234,4255.69,,1.0,4313.09115207,465.17,1,1.0,1.0,1.0,0.002,4313.09115207,255428.769234,4313.09115207,100,5.43187e-20,0.002,0.6,0.002,4084.8,500.0,552.726,500.000006643
500,395235.428055,4233.32,,1.0,4233.32097246,456.88,2,1.0,1.0,1.0,0.01,4233.32097246,395235.428055,4233.32097246,100,3.50449e-18,0.01,0.6,0.01,3851.23,500.0,625.526,100.0
500,237844.569518,4277.46,,1.0,4321.60661281,466.63,2,1.0,1.0,1.0,0.005,4321.60661281,237844.569518,4321.60661281,100,2.1793e-19,0.005,0.6,0.005,4007.29,500.0,561.536,200.000000102
500,198682.28669,4308.84,,1.0,4371.58227135,472.04,2,1.0,1.0,1.0,0.00333333,4371.58227135,198682.28669,4371.58227135,100,5.43914e-20,0.00333333,0.6,0.00333333,4088.24,500.0,527.019,299.999969474
500,405568.185649,4278.09,,1.0,4185.8554494,452.1,2,1.0,1.0,1.0,0.0025,4185.8554494,405568.185649,4185.8554494,100,5.4346e-20,0.0025,0.6,0.0025,4087.04,500.0,558.145,400.0
500,301149.517341,4283.21,,1.0,4303.69465175,464.41,1,1.0,1.0,1.0,0.002,4303.69465175,301149.517341,4303.69465175,100,5.43187e-20,0.002,0.6,0.002,4112.33,500.0,555.836,500.000006643
500,253842.878782,4337.99,,1.0,4337.99341048,468.12,2,1.0,1.0,1.0,0.01,4337.99341048,253842.878782,4337.99341048,100,3.50449e-18,0.01,0.6,0.01,3955.9,500.0,501.303,100.0
500,307525.645897,4292.21,,1.0,4246.43079751,458.1,2,1.0,1.0,1.0,0.005,4246.43079751,307525.645897,4246.43079751,100,2.1793e-19,0.005,0.6,0.005,4022.01,500.0,529.125,200.000000102
500,289860.11071,4303.83,,1.0,4327.06206294,466.94,2,1.0,1.0,1.0,0.00333333,4327.06206294,289860.11071,4327.06206294,100,5.43914e-20,0.00333333,0.6,0.00333333,4083.21,500.0,531.576,299.999969474
500,319405.078745,4293.5,,1.0,4262.5092066,460.2,2,1.0,1.0,1.0,0.0025,4262.5092066,319405.078745,4262.5092066,100,5.4346e-20,0.0025,0.6,0.0025,4102.44,500.0,539.724,400.0
500,416839.409516,4269.3,,1.0,4172.51363468,450.59,1,1.0,1.0,1.0,0.002,4172.51363468,416839.409516,4172.51363468,100,5.43187e-20,0.002,0.6,0.002,4098.41,500.0,563.842,500.000006643
500,318133.672502,4243.01,,1.0,4243.01171619,458.04,2,1.0,1.0,1.0,0.01,4243.01171619,318133.672502,4243.01171619,100,3.50449e-18,0.01,0.6,0.01,3860.92,500.0,561.206,100.0
500,298370.471474,4291.03,,1.0,4339.04083679,467.81,2,1.0,1.0,1.0,0.005,4339.04083679,298370.471474,4339.04083679,100,2.1793e-19,0.005,0.6,0.005,4020.83,500.0,554.504,200.000000102
500,360216.983361,4268.08,,1.0,4222.1753092,456.17,2,1.0,1.0,1.0,0.00333333,4222.1753092,360216.983361,4222.1753092,100,5.43914e-20,0.00333333,0.6,0.00333333,4047.46,500.0,570.007,299.999969474
500,399619.441888,4243.97,,1.0,4171.6514867,450.79,2,1.0,1.0,1.0,0.0025,4171.6514867,399619.441888,4171.6514867,100,5.4346e-20,0.0025,0.6,0.0025,4052.91,500.0,586.797,400.0
500,485629.371882,4237.24,,1.0,4210.33874888,454.8,1,1.0,1.0,1.0,0.002,4210.33874888,485629.371882,4210.33874888,100,5.43187e-20,0.002,0.6,0.002,4066.36,500.0,609.754,500.000006643
500,407775.965091,4227.89,,1.0,4227.89334911,456.49,2,1.0,1.0,1.0,0.01,4227.89334911,407775.965091,4227.89334911,100,3.50449e-18,0.01,0.6,0.01,3845.84,500.0,635.372,100.0
500,261408.846797,4249.87,,1.0,4271.83777465,461.52,2,1.0,1.0,1.0,0.005,4271.83777465,261408.846797,4271.83777465,100,2.1793e-19,0.005,0.6,0.005,3979.67,500.0,575.959,200.000000102
500,331373.240308,4228.4,,1.0,4185.47457953,452.84,2,1.0,1.0,1.0,0.00333333,4185.47457953,331373.240308,4185.47457953,100,5.43914e-20,0.00333333,0.6,0.00333333,4007.79,500.0,575.697,299.999969474
500,339441.886725,4200.76,,1.0,4117.82277644,445.86,2,1.0,1.0,1.0,0.0025,4117.82277644,339441.886725,4117.82277644,100,5.4346e-20,0.0025,0.6,0.0025,4009.7,500.0,578.684,400.0
500,452467.723253,4193.05,,1.0,4162.23907954,449.51,1,1.0,1.0,1.0,0.002,4162.23907954,452467.723253,4162.23907954,100,5.43187e-20,0.002,0.6,0.002,4022.17,500.0,598.102,500.000006643
500,307319.191909,4274.06,,1.0,4274.06514305,461.5,2,1.0,1.0,1.0,0.01,4274.06514305,307319.191909,4274.06514305,100,3.50449e-18,0.01,0.6,0.01,3891.95,500.0,551.585,100.0
500,295766.626167,4270.96,,1.0,4267.8643849,461.03,2,1.0,1.0,1.0,0.005,4267.8643849,295766.626167,4267.8643849,100,2.1793e-19,0.005,0.6,0.005,4000.77,500.0,546.385,200.000000102
500,350476.251606,4266.07,,1.0,4256.28913286,459.65,2,1.0,1.0,1.0,0.00333333,4256.28913286,350476.251606,4256.28913286,100,5.43914e-20,0.00333333,0.6,0.00333333,4045.46,500.0,561.008,299.999969474
500,451620.319868,4235.2,,1.0,4142.57824242,447.78,2,1.0,1.0,1.0,0.0025,4142.57824242,451620.319868,4142.57824242,100,5.4346e-20,0.0025,0.6,0.0025,4044.14,500.0,592.185,400.0
500,349374.576372,4251.74,,1.0,4317.88602111,465.41,1,1.0,1.0,1.0,0.002,4317.88602111,349374.576372,4317.88602111,100,5.43187e-20,0.002,0.6,0.002,4080.85,500.0,592.298,500.000006643
500,371821.509504,4151.51,,1.0,4151.51328008,448.45,2,1.0,1.0,1.0,0.01,4151.51328008,371821.509504,4151.51328008,100,3.50449e-18,0.01,0.6,0.01,3769.42,500.0,606.715,100.0
500,406589.203098,4166.13,,1.0,4180.74704449,451.91,2,1.0,1.0,1.0,0.005,4180.74704449,406589.203098,4180.74704449,100,2.1793e-19,0.005,0.6,0.005,3895.95,500.0,620.908,200.000000102
500,340587.259493,4181.94,,1.0,4213.56116211,454.64,2,1.0,1.0,1.0,0.00333333,4213.56116211,340587.259493,4213.56116211,100,5.43914e-20,0.00333333,0.6,0.00333333,3961.32,500.0,608.204,299.999969474
500,431073.698806,4163.41,,1.0,4107.80593326,443.92,2,1.0,1.0,1.0,0.0025,4107.80593326,431073.698806,4107.80593326,100,5.4346e-20,0.0025,0.6,0.0025,3972.35,500.0,620.609,400.0
500,391206.78561,4151.25,,1.0,4102.64707852,443.84,1,1.0,1.0,1.0,0.002,4102.64707852,391206.78561,4102.64707852,100,5.43187e-20,0.002,0.6,0.002,3980.37,500.0,621.429,500.000006643
500,402641.959724,4204.34,,1.0,4204.33681729,454.14,2,1.0,1.0,1.0,0.01,4204.33681729,402641.959724,4204.33681729,100,3.50449e-18,0.01,0.6,0.01,3822.28,500.0,631.36,100.0
500,346897.556134,4223.24,,1.0,4242.14630018,458.25,2,1.0,1.0,1.0,0.005,4242.14630018,346897.556134,4242.14630018,100,2.1793e-19,0.005,0.6,0.005,3953.08,500.0,609.409,200.000000102
500,461197.168019,4180.64,,1.0,4095.44716975,442.8,2,1.0,1.0,1.0,0.00333333,4095.44716975,461197.168019,4095.44716975,100,5.43914e-20,0.00333333,0.6,0.00333333,3960.04,500.0,635.146,299.999969474
500,347982.362576,4194.53,,1.0,4236.19081704,457.45,2,1.0,1.0,1.0,0.0025,4236.19081704,347982.362576,4236.19081704,100,5.4346e-20,0.0025,0.6,0.0025,4003.47,500.0,623.909,400.0
500,313794.219712,4209.29,,1.0,4268.31605396,460.47,1,1.0,1.0,1.0,0.002,4268.31605396,313794.219712,4268.31605396,100,5.43187e-20,0.002,0.6,0.002,4038.4,500.0,611.892,500.000006643
500,382058.019776,4194.19,,1.0,4194.19192486,453.02,2,1.0,1.0,1.0,0.01,4194.19192486,382058.019776,4194.19192486,100,3.50449e-18,0.01,0.6,0.01,3812.15,500.0,615.01,100.0
500,383669.303698,4238.47,,1.0,4282.75053189,461.82,2,1.0,1.0,1.0,0.005,4282.75053189,383669.303698,4282.75053189,100,2.1793e-19,0.005,0.6,0.005,3968.33,500.0,617.248,200.000000102
500,349253.088352,4227.94,,1.0,4206.88106953,454.54,2,1.0,1.0,1.0,0.00333333,4206.88106953,349253.088352,4206.88106953,100,5.43914e-20,0.00333333,0.6,0.00333333,4007.33,500.0,607.842,299.999969474
500,275170.904796,4237.51,,1.0,4266.22053644,460.67,2,1.0,1.0,1.0,0.0025,4266.22053644,275170.904796,4266.22053644,100,5.4346e-20,0.0025,0.6,0.0025,4046.46,500.0,587.779,400.0
500,365235.125278,4237.6,,1.0,4237.93186741,457.68,1,1.0,1.0,1.0,0.002,4237.93186741,365235.125278,4237.93186741,100,5.43187e-20,0.002,0.6,0.002,4066.71,500.0,590.511,500.000006643
500,272481.129665,4269.67,,1.0,4269.66663715,461.19,2,1.0,1.0,1.0,0.01,4269.66663715,272481.129665,4269.66663715,100,3.50449e-18,0.01,0.6,0.01,3887.61,500.0,519.381,100.0
500,296426.63728,4262.7,,1.0,4255.73185986,459.24,2,1.0,1.0,1.0,0.005,4255.73185986,296426.63728,4255.73185986,100,2.1793e-19,0.005,0.6,0.005,3992.54,500.0,530.714,200.000000102
500,354837.484871,4259.31,,1.0,4252.53515281,459.12,2,1.0,1.0,1.0,0.00333333,4252.53515281,354837.484871,4252.53515281,100,5.43914e-20,0.00333333,0.6,0.00333333,4038.7,500.0,552.17,299.999969474
500,404209.646338,4231.52,,1.0,4148.16000443,448.78,2,1.0,1.0,1.0,0.0025,4148.16000443,404209.646338,4148.16000443,100,5.4346e-20,0.0025,0.6,0.0025,4040.47,500.0,575.349,400.0
500,269226.269847,4261.13,,1.0,4379.5641953,472.41,1,1.0,1.0,1.0,0.002,4379.5641953,269226.269847,4379.5641953,100,5.43187e-20,0.002,0.6,0.002,4090.24,500.0,567.129,500.000006643
500,365810.894022,4236.51,,1.0,4236.50736103,457.26,2,1.0,1.0,1.0,0.01,4236.50736103,365810.894022,4236.50736103,100,3.50449e-18,0.01,0.6,0.01,3854.4,500.0,601.791,100.0
500,273059.711888,4225.66,,1.0,4214.80972037,455.64,2,1.0,1.0,1.0,0.005,4214.80972037,273059.711888,4214.80972037,100,2.1793e-19,0.005,0.6,0.005,3955.47,500.0,562.458,200.000000102
500,383678.968199,4210.8,,1.0,4181.06855397,451.53,2,1.0,1.0,1.0,0.00333333,4181.06855397,383678.968199,4181.06855397,100,5.43914e-20,0.00333333,0.6,0.00333333,3990.18,500.0,581.345,299.999969474
500,390288.300996,4194.68,,1.0,4146.32373763,447.93,2,1.0,1.0,1.0,0.0025,4146.32373763,390288.300996,4146.32373763,100,5.4346e-20,0.0025,0.6,0.0025,4003.62,500.0,592.323,400.0
500,351103.254738,4195.15,,1.0,4197.05009766,453.6,1,1.0,1.0,1.0,0.002,4197.05009766,351103.254738,4197.05009766,100,5.43187e-20,0.002,0.6,0.002,4024.26,500.0,591.774,500.000006643
500,387694.986982,4231.75,,1.0,4231.74905205,456.53,2,1.0,1.0,1.0,0.01,4231.74905205,387694.986982,4231.74905205,100,3.50449e-18,0.01,0.6,0.01,3849.68,500.0,619.531,100.0
500,304342.509901,4252.85,,1.0,4273.94848766,461.63,2,1.0,1.0,1.0,0.005,4273.94848766,304342.509901,4273.94848766,100,2.1793e-19,0.005,0.6,0.005,3982.65,500.0,585.665,200.000000102
500,366278.299616,4257.97,,1.0,4268.21071437,460.32,2,1.0,1.0,1.0,0.00333333,4268.21071437,366278.299616,4268.21071437,100,5.43914e-20,0.00333333,0.6,0.00333333,4037.35,500.0,591.264,299.999969474
500,350224.151861,4242.99,,1.0,4198.04636597,453.87,2,1.0,1.0,1.0,0.0025,4198.04636597,350224.151861,4198.04636597,100,5.4346e-20,0.0025,0.6,0.0025,4051.93,500.0,591.227,400.0
500,325639.858001,4237.03,,1.0,4213.20848812,455.14,1,1.0,1.0,1.0,0.002,4213.20848812,325639.858001,4213.20848812,100,5.43187e-20,0.002,0.6,0.002,4066.14,500.0,586.735,500.000006643
500,412380.043457,4235.03,,1.0,4235.02689818,457.28,2,1.0,1.0,1.0,0.01,4235.02689818,412380.043457,4235.02689818,100,3.50449e-18,0.01,0.6,0.01,3852.92,500.0,638.949,100.0
500,346902.56017,4213.69,,1.0,4192.3614746,452.9,2,1.0,1.0,1.0,0.005,4192.3614746,346902.56017,4192.3614746,100,2.1793e-19,0.005,0.6,0.005,3943.5,500.0,613.433,200.000000102
500,347403.317051,4216.26,,1.0,4221.3995516,456.32,2,1.0,1.0,1.0,0.00333333,4221.3995516,347403.317051,4221.3995516,100,5.43914e-20,0.00333333,0.6,0.00333333,3995.65,500.0,604.585,299.999969474
500,492181.80155,4206.45,,1.0,4176.99467662,450.97,2,1.0,1.0,1.0,0.0025,4176.99467662,492181.80155,4176.99467662,100,5.4346e-20,0.0025,0.6,0.0025,4015.39,500.0,629.481,400.0
500,301342.210387,4229.37,,1.0,4321.0676832,466.16,1,1.0,1.0,1.0,0.002,4321.0676832,301342.210387,4321.0676832,100,5.43187e-20,0.002,0.6,0.002,4058.48,500.0,615.439,500.000006643
500,283866.395895,4254.5,,1.0,4254.49651421,459.64,2,1.0,1.0,1.0,0.01,4254.49651421,283866.395895,4254.49651421,100,3.50449e-18,0.01,0.6,0.01,3872.4,500.0,530.12,100.0
500,378199.844667,4265.66,,1.0,4276.82610069,461.17,2,1.0,1.0,1.0,0.005,4276.82610069,378199.844667,4276.82610069,100,2.1793e-19,0.005,0.6,0.005,3995.48,500.0,572.58,200.000000102
500,366048.963799,4264.11,,1.0,4261.02003081,460.07,2,1.0,1.0,1.0,0.00333333,4261.02003081,366048.963799,4261.02003081,100,5.43914e-20,0.00333333,0.6,0.00333333,4043.51,500.0,582.551,299.999969474
500,409609.104442,4223.58,,1.0,4101.98739106,443.87,2,1.0,1.0,1.0,0.0025,4101.98739106,409609.104442,4101.98739106,100,5.4346e-20,0.0025,0.6,0.0025,4032.54,500.0,600.692,400.0
500,484695.781836,4212.76,,1.0,4169.46501294,450.8,1,1.0,1.0,1.0,0.002,4169.46501294,484695.781836,4169.46501294,100,5.43187e-20,0.002,0.6,0.002,4041.88,500.0,620.567,500.000006643
500,446494.912847,4054.04,,1.0,4054.04134883,438.86,2,1.0,1.0,1.0,0.01,4054.04134883,446494.912847,4054.04134883,100,3.50449e-18,0.01,0.6,0.01,3671.93,500.0,664.853,100.0
500,328501.476112,4142.78,,1.0,4231.51895222,457.12,2,1.0,1.0,1.0,0.005,4231.51895222,328501.476112,4231.51895222,100,2.1793e-19,0.005,0.6,0.005,3872.59,500.0,625.698,200.000000102
500,243716.673336,4201.02,,1.0,4317.51217261,465.89,2,1.0,1.0,1.0,0.00333333,4317.51217261,243716.673336,4317.51217261,100,5.43914e-20,0.00333333,0.6,0.00333333,3980.41,500.0,590.093,299.999969474
500,333639.745798,4219.23,,1.0,4273.85943879,461.58,2,1.0,1.0,1.0,0.0025,4273.85943879,333639.745798,4273.85943879,100,5.4346e-20,0.0025,0.6,0.0025,4028.18,500.0,587.135,400.0
500,366140.166922,4219.13,,1.0,4218.71508208,455.84,1,1.0,1.0,1.0,0.002,4218.71508208,366140.166922,4218.71508208,100,5.43187e-20,0.002,0.6,0.002,4048.24,500.0,590.151,500.000006643
500,329454.999724,4192.17,,1.0,4192.17069916,453.29,2,1.0,1.0,1.0,0.01,4192.17069916,329454.999724,4192.17069916,100,3.50449e-18,0.01,0.6,0.01,3810.08,500.0,571.105,100.0
500,339381.887935,4205.27,,1.0,4218.3597657,455.73,2,1.0,1.0,1.0,0.005,4218.3597657,339381.887935,4218.3597657,100,2.1793e-19,0.005,0.6,0.005,3935.07,500.0,575.539,200.000000102
500,353415.556694,4211.46,,1.0,4223.85223881,455.75,2,1.0,1.0,1.0,0.00333333,4223.85223881,353415.556694,4223.85223881,100,5.43914e-20,0.00333333,0.6,0.00333333,3990.85,500.0,580.977,299.999969474
500,445492.952104,4197.75,,1.0,4156.6314942,449.25,2,1.0,1.0,1.0,0.0025,4156.6314942,445492.952104,4156.6314942,100,5.4346e-20,0.0025,0.6,0.0025,4006.7,500.0,603.303,400.0
500,267423.931433,4222.84,,1.0,4323.1611882,466.25,1,1.0,1.0,1.0,0.002,4323.1611882,267423.931433,4323.1611882,100,5.43187e-20,0.002,0.6,0.002,4051.95,500.0,588.766,500.000006643
500,379383.3726,4223.81,,1.0,4223.80837283,456.12,2,1.0,1.0,1.0,0.01,4223.80837283,379383.3726,4223.80837283,100,3.50449e-18,0.01,0.6,0.01,3841.74,500.0,612.854,100.0
500,311920.433813,4266.47,,1.0,4309.13021697,464.73,2,1.0,1.0,1.0,0.005,4309.13021697,311920.433813,4309.13021697,100,2.1793e-19,0.005,0.6,0.005,3996.28,500.0,586.528,200.000000102
500,401744.789921,4232.07,,1.0,4163.25906087,450.04,2,1.0,1.0,1.0,0.00333333,4163.25906087,401744.789921,4163.25906087,100,5.43914e-20,0.00333333,0.6,0.00333333,4011.46,500.0,603.562,299.999969474
500,339313.082682,4241.39,,1.0,4269.37485426,460.6,2,1.0,1.0,1.0,0.0025,4269.37485426,339313.082682,4269.37485426,100,5.4346e-20,0.0025,0.6,0.0025,4050.33,500.0,597.876,400.0
500,285768.576958,4252.07,,1.0,4294.79514325,463.25,1,1.0,1.0,1.0,0.002,4294.79514325,285768.576958,4294.79514325,100,5.43187e-20,0.002,0.6,0.002,4081.19,500.0,585.665,500.000006643
500,429099.765813,4202.71,,1.0,4202.71323667,453.84,2,1.0,1.0,1.0,0.01,4202.71323667,429099.765813,4202.71323667,100,3.50449e-18,0.01,0.6,0.01,3820.63,500.0,651.774,100.0
500,356608.8211,4246.25,,1.0,4289.77895282,463.14,2,1.0,1.0,1.0,0.005,4289.77895282,356608.8211,4289.77895282,100,2.1793e-19,0.005,0.6,0.005,3976.07,500.0,625.157,200.000000102
500,371701.173237,4216.88,,1.0,4158.15059795,449.09,2,1.0,1.0,1.0,0.00333333,4158.15059795,371701.173237,4158.15059795,100,5.43914e-20,0.00333333,0.6,0.00333333,3996.26,500.0,620.43,299.999969474
500,342179.337062,4215.92,,1.0,4213.03283679,455.03,2,1.0,1.0,1.0,0.0025,4213.03283679,342179.337062,4213.03283679,100,5.4346e-20,0.0025,0.6,0.0025,4024.86,500.0,611.058,400.0
500,386802.107929,4207.84,,1.0,4175.53880368,451.34,1,1.0,1.0,1.0,0.002,4175.53880368,386802.107929,4175.53880368,100,5.43187e-20,0.002,0.6,0.002,4036.95,500.0,612.831,500.000006643
