eRenyi2,BatchSize,MaxNormIw,ESSRenyi,ESSClassic,MaxVanillaIw,MinVanillaIw,VarNormIw,Bound,VarRet,VarJ,AvgDiscRet,AvgNormIw,EpsThisIter,VanillaAvgRet,VarVanillaIw,VarDiscRet,J,AvgRet,MinNormIw,IterType,AvgVanillaIw,Delta,AvgEpLen
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-75.1592,6031.23053056,64.0201,-82.0592618166,0.00333333,100,-82.0592618166,,6031.23053056,-75.1592,-82.0592618166,0.00333333,2,1.0,1.0,115.8
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-73.654,2583.31943716,60.9927,-69.1383728649,0.0025,100,-69.1383728649,,2583.31943716,-73.654,-69.1383728649,0.0025,2,1.0,1.0,99.69
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-72.2757,1305.24880222,56.9396,-66.7624070174,0.002,100,-66.7624070174,,1305.24880222,-72.2757,-66.7624070174,0.002,1,1.0,1.0,97.88
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-70.3726,2546.41588166,50.2091,-70.3726312067,0.01,100,-70.3726312067,,2546.41588166,-70.3726,-70.3726312067,0.01,2,1.0,1.0,101.76
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-69.3762,1308.35612134,43.6933,-68.3797520868,0.005,100,-68.3797520868,,1308.35612134,-69.3762,-68.3797520868,0.005,2,1.0,1.0,100.25
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-69.9281,2536.19843899,45.9379,-71.0320378827,0.00333333,100,-71.0320378827,,2536.19843899,-69.9281,-71.0320378827,0.00333333,2,1.0,1.0,102.52
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-70.0365,2529.46553257,46.9978,-70.3617406897,0.0025,100,-70.3617406897,,2529.46553257,-70.0365,-70.3617406897,0.0025,2,1.0,1.0,101.89
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-70.1105,2538.59945196,47.6414,-70.4064552532,0.002,100,-70.4064552532,,2538.59945196,-70.1105,-70.4064552532,0.002,1,1.0,1.0,101.48
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-81.18,6029.36823275,77.2598,-81.180023417,0.01,100,-81.180023417,,6029.36823275,-81.18,-81.180023417,0.01,2,1.0,1.0,114.41
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-77.7482,3733.27544179,69.6009,-74.3164477915,0.005,100,-74.3164477915,,3733.27544179,-77.7482,-74.3164477915,0.005,2,1.0,1.0,106.28
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-73.9983,1313.30377202,60.7539,-66.4983765939,0.00333333,100,-66.4983765939,,1313.30377202,-73.9983,-66.4983765939,0.00333333,2,1.0,1.0,96.77
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-74.6343,4934.3105495,63.1723,-76.5424328631,0.0025,100,-76.5424328631,,4934.3105495,-74.6343,-76.5424328631,0.0025,2,1.0,1.0,107.98
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-73.8823,2524.1842719,60.7835,-70.8741529918,0.002,100,-70.8741529918,,2524.1842719,-73.8823,-70.8741529918,0.002,1,1.0,1.0,102.2
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-81.7084,6023.12777664,77.2198,-81.708424118,0.01,100,-81.708424118,,6023.12777664,-81.7084,-81.708424118,0.01,2,1.0,1.0,115.03
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-75.7697,2567.87350891,65.4814,-69.8310558043,0.005,100,-69.8310558043,,2567.87350891,-75.7697,-69.8310558043,0.005,2,1.0,1.0,101.14
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-73.8013,2543.15183578,60.8731,-69.8643666695,0.00333333,100,-69.8643666695,,2543.15183578,-73.8013,-69.8643666695,0.00333333,2,1.0,1.0,100.68
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-72.8447,2540.19692035,58.4003,-69.9749172102,0.0025,100,-69.9749172102,,2540.19692035,-72.8447,-69.9749172102,0.0025,2,1.0,1.0,100.79
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-71.7355,1311.31153013,54.7086,-67.2987813671,0.002,100,-67.2987813671,,1311.31153013,-71.7355,-67.2987813671,0.002,1,1.0,1.0,98.75
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-68.4696,1312.91149142,36.0525,-68.4695759876,0.01,100,-68.4695759876,,1312.91149142,-68.4696,-68.4695759876,0.01,2,1.0,1.0,100.27
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-69.2705,2552.81772255,43.7513,-70.071365923,0.005,100,-70.071365923,,2552.81772255,-69.2705,-70.071365923,0.005,2,1.0,1.0,101.07
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-69.396,2536.91794084,45.971,-69.6470305707,0.00333333,100,-69.6470305707,,2536.91794084,-69.396,-69.6470305707,0.00333333,2,1.0,1.0,100.63
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-74.1796,8258.17839159,60.8075,-88.5306303428,0.0025,100,-88.5306303428,,8258.17839159,-74.1796,-88.5306303428,0.0025,2,1.0,1.0,122.8
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-74.4818,3733.03056201,60.8074,-75.6900946522,0.002,100,-75.6900946522,,3733.03056201,-74.4818,-75.6900946522,0.002,1,1.0,1.0,108.81
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-74.4139,3729.13873645,60.7606,-74.4139208387,0.01,100,-74.4139208387,,3729.13873645,-74.4139,-74.4139208387,0.01,2,1.0,1.0,106.95
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-74.4315,3738.66632271,60.7994,-74.4490838857,0.005,100,-74.4490838857,,3738.66632271,-74.4315,-74.4490838857,0.005,2,1.0,1.0,106.37
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-73.1011,2520.89166363,57.444,-70.4403426756,0.00333333,100,-70.4403426756,,2520.89166363,-73.1011,-70.4403426756,0.00333333,2,1.0,1.0,101.35
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-71.6096,1316.21651382,52.9839,-67.1352397153,0.0025,100,-67.1352397153,,1316.21651382,-71.6096,-67.1352397153,0.0025,2,1.0,1.0,98.25
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-70.84,1319.0851543,50.0938,-67.7613009167,0.002,100,-67.7613009167,,1319.0851543,-70.84,-67.7613009167,0.002,1,1.0,1.0,99.18
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-67.1041,1313.70982441,36.0635,-67.1041468233,0.01,100,-67.1041468233,,1313.70982441,-67.1041,-67.1041468233,0.01,2,1.0,1.0,97.79
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-72.2932,4916.77883414,55.7765,-77.4822705489,0.005,100,-77.4822705489,,4916.77883414,-72.2932,-77.4822705489,0.005,2,1.0,1.0,110.15
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-71.6771,2534.66464888,53.9556,-70.444874545,0.00333333,100,-70.444874545,,2534.66464888,-71.6771,-70.444874545,0.00333333,2,1.0,1.0,101.73
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-71.1351,2558.3379489,53.0799,-69.5089185046,0.0025,100,-69.5089185046,,2558.3379489,-71.1351,-69.5089185046,0.0025,2,1.0,1.0,100.19
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-73.1532,6045.16887594,58.8831,-81.2257690726,0.002,100,-81.2257690726,,6045.16887594,-73.1532,-81.2257690726,0.002,1,1.0,1.0,113.94
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-65.47,1323.8564001,36.2025,-65.4699840833,0.01,100,-65.4699840833,,1323.8564001,-65.47,-65.4699840833,0.01,2,1.0,1.0,95.18
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-64.663,60.8492749412,26.1931,-63.8559864716,0.005,100,-63.8559864716,,60.8492749412,-64.663,-63.8559864716,0.005,2,1.0,1.0,94.29
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-65.8121,1305.19587442,29.8453,-68.1102743192,0.00333333,100,-68.1102743192,,1305.19587442,-65.8121,-68.1102743192,0.00333333,2,1.0,1.0,99.69
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-67.0187,2538.33317734,36.0647,-70.6384083128,0.0025,100,-70.6384083128,,2538.33317734,-67.0187,-70.6384083128,0.0025,2,1.0,1.0,101.88
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-67.0614,1315.24136926,36.0688,-67.2321689634,0.002,100,-67.2321689634,,1315.24136926,-67.0614,-67.2321689634,0.002,1,1.0,1.0,97.79
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-67.8466,1311.96163447,36.0394,-67.8466527696,0.01,100,-67.8466527696,,1311.96163447,-67.8466,-67.8466527696,0.01,2,1.0,1.0,99.39
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-71.5816,3701.7623354,49.9574,-75.3165946475,0.005,100,-75.3165946475,,3701.7623354,-71.5816,-75.3165946475,0.005,2,1.0,1.0,108.04
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-70.9938,2567.29644415,50.1171,-69.8180942047,0.00333333,100,-69.8180942047,,2567.29644415,-70.9938,-69.8180942047,0.00333333,2,1.0,1.0,100.33
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-71.8586,3733.40270982,53.01,-74.4530326353,0.0025,100,-74.4530326353,,3733.40270982,-71.8586,-74.4530326353,0.0025,2,1.0,1.0,106.83
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-70.7758,1311.16730421,50.1233,-66.4445291811,0.002,100,-66.4445291811,,1311.16730421,-70.7758,-66.4445291811,0.002,1,1.0,1.0,96.86
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-76.0808,4935.79507827,69.9031,-76.0807894544,0.01,100,-76.0807894544,,4935.79507827,-76.0808,-76.0807894544,0.01,2,1.0,1.0,107.67
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-73.3963,2534.99588429,60.8707,-70.7118512756,0.005,100,-70.7118512756,,2534.99588429,-73.3963,-70.7118512756,0.005,2,1.0,1.0,102.43
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-71.0281,1319.10911466,54.0064,-66.291710753,0.00333333,100,-66.291710753,,1319.10911466,-71.0281,-66.291710753,0.00333333,2,1.0,1.0,96.74
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-70.7932,2556.26653,53.107,-70.0885795596,0.0025,100,-70.0885795596,,2556.26653,-70.7932,-70.0885795596,0.0025,2,1.0,1.0,101.13
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-69.9842,1316.21402464,50.1948,-66.7481886959,0.002,100,-66.7481886959,,1316.21402464,-69.9842,-66.7481886959,0.002,1,1.0,1.0,97.58
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-73.3372,3753.74363347,60.9607,-73.3372364041,0.01,100,-73.3372364041,,3753.74363347,-73.3372,-73.3372364041,0.01,2,1.0,1.0,105.0
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-71.79,2535.03920809,55.8152,-70.2426792401,0.005,100,-70.2426792401,,2535.03920809,-71.79,-70.2426792401,0.005,2,1.0,1.0,101.8
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-70.915,2554.39662872,54.0498,-69.1652006724,0.00333333,100,-69.1652006724,,2554.39662872,-70.915,-69.1652006724,0.00333333,2,1.0,1.0,99.56
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-70.1165,1307.90707949,50.1662,-67.720885261,0.0025,100,-67.720885261,,1307.90707949,-70.1165,-67.720885261,0.0025,2,1.0,1.0,98.71
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-68.9783,59.4770273138,45.0586,-64.4254859416,0.002,100,-64.4254859416,,59.4770273138,-68.9783,-64.4254859416,0.002,1,1.0,1.0,95.74
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-73.6372,3755.33553805,60.9736,-73.6372193103,0.01,100,-73.6372193103,,3755.33553805,-73.6372,-73.6372193103,0.01,2,1.0,1.0,104.94
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-72.1083,2528.71453766,55.7937,-70.5793767187,0.005,100,-70.5793767187,,2528.71453766,-72.1083,-70.5793767187,0.005,2,1.0,1.0,101.96
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-71.5067,2524.24283547,53.9353,-70.303524531,0.00333333,100,-70.303524531,,2524.24283547,-71.5067,-70.303524531,0.00333333,2,1.0,1.0,101.22
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-69.5508,63.0719450437,46.9984,-63.6832513745,0.0025,100,-63.6832513745,,63.0719450437,-69.5508,-63.6832513745,0.0025,2,1.0,1.0,93.83
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-71.241,4882.03250953,52.3942,-78.0015313525,0.002,100,-78.0015313525,,4882.03250953,-71.241,-78.0015313525,0.002,1,1.0,1.0,110.44
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-70.4949,2548.30606565,50.2277,-70.4949301517,0.01,100,-70.4949301517,,2548.30606565,-70.4949,-70.4949301517,0.01,2,1.0,1.0,101.91
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-68.6266,1322.76034826,43.814,-66.7582451709,0.005,100,-66.7582451709,,1322.76034826,-68.6266,-66.7582451709,0.005,2,1.0,1.0,97.43
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-67.2175,57.922478349,36.0952,-64.3992610265,0.00333333,100,-64.3992610265,,57.922478349,-67.2175,-64.3992610265,0.00333333,2,1.0,1.0,95.3
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-67.4294,1312.24031538,36.0841,-68.0650277358,0.0025,100,-68.0650277358,,1312.24031538,-67.4294,-68.0650277358,0.0025,2,1.0,1.0,99.35
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-68.6806,3740.7581377,42.2916,-73.6853821902,0.002,100,-73.6853821902,,3740.7581377,-68.6806,-73.6853821902,0.002,1,1.0,1.0,105.21
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-66.8847,1324.44106412,36.2104,-66.8846546765,0.01,100,-66.8846546765,,1324.44106412,-66.8847,-66.8846546765,0.01,2,1.0,1.0,97.19
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-66.529,1315.48486522,36.1509,-66.1732731548,0.005,100,-66.1732731548,,1315.48486522,-66.529,-66.1732731548,0.005,2,1.0,1.0,96.67
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-67.0869,1300.994866,36.0723,-68.2029084353,0.00333333,100,-68.2029084353,,1300.994866,-67.0869,-68.2029084353,0.00333333,2,1.0,1.0,100.27
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-67.8195,2534.78089524,40.0609,-70.0173999238,0.0025,100,-70.0173999238,,2534.78089524,-67.8195,-70.0173999238,0.0025,2,1.0,1.0,100.87
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-67.0659,75.7043869552,36.0716,-64.0514070319,0.002,100,-64.0514070319,,75.7043869552,-67.0659,-64.0514070319,0.002,1,1.0,1.0,94.3
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-70.6835,2526.92680289,50.0166,-70.683522523,0.01,100,-70.683522523,,2526.92680289,-70.6835,-70.683522523,0.01,2,1.0,1.0,102.21
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-72.8466,3706.53496065,55.59,-75.0097486699,0.005,100,-75.0097486699,,3706.53496065,-72.8466,-75.0097486699,0.005,2,1.0,1.0,107.34
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-72.2186,2530.08110257,53.8134,-70.9623882009,0.00333333,100,-70.9623882009,,2530.08110257,-72.2186,-70.9623882009,0.00333333,2,1.0,1.0,102.32
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-72.7097,3737.51754202,55.6567,-74.1831377943,0.0025,100,-74.1831377943,,3737.51754202,-72.7097,-74.1831377943,0.0025,2,1.0,1.0,106.73
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-70.6341,56.334635698,50.0652,-62.3314497747,0.002,100,-62.3314497747,,56.334635698,-70.6341,-62.3314497747,0.002,1,1.0,1.0,91.98
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-74.0644,3739.15044997,60.8421,-74.0644115569,0.01,100,-74.0644115569,,3739.15044997,-74.0644,-74.0644115569,0.01,2,1.0,1.0,105.85
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-72.8007,2548.02631059,55.801,-71.5369891396,0.005,100,-71.5369891396,,2548.02631059,-72.8007,-71.5369891396,0.005,2,1.0,1.0,103.53
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-70.6958,1326.0397107,50.2224,-66.4859280574,0.00333333,100,-66.4859280574,,1326.0397107,-70.6958,-66.4859280574,0.00333333,2,1.0,1.0,96.96
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-72.0333,4951.23856021,55.8795,-76.0457511567,0.0025,100,-76.0457511567,,4951.23856021,-72.0333,-76.0457511567,0.0025,2,1.0,1.0,107.78
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-72.4426,3742.65826335,56.9186,-74.0797187679,0.002,100,-74.0797187679,,3742.65826335,-72.4426,-74.0797187679,0.002,1,1.0,1.0,106.29
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-70.4335,2546.25765832,50.2075,-70.4335108519,0.01,100,-70.4335108519,,2546.25765832,-70.4335,-70.4335108519,0.01,2,1.0,1.0,101.77
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-71.7814,3754.78765132,55.8644,-73.1292989081,0.005,100,-73.1292989081,,3754.78765132,-71.7814,-73.1292989081,0.005,2,1.0,1.0,103.91
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-71.7512,2536.19834086,54.0139,-71.690897582,0.00333333,100,-71.690897582,,2536.19834086,-71.7512,-71.690897582,0.00333333,2,1.0,1.0,103.77
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-71.0392,2549.76174149,53.1104,-68.9029210615,0.0025,100,-68.9029210615,,2549.76174149,-71.0392,-68.9029210615,0.0025,2,1.0,1.0,99.31
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-71.9381,3719.3129749,54.7378,-75.5336711924,0.002,100,-75.5336711924,,3719.3129749,-71.9381,-75.5336711924,0.002,1,1.0,1.0,108.49
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-74.5901,3713.07076624,60.6295,-74.5900685714,0.01,100,-74.5900685714,,3713.07076624,-74.5901,-74.5900685714,0.01,2,1.0,1.0,106.7
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-70.4089,1317.73076079,50.0772,-66.2276852389,0.005,100,-66.2276852389,,1317.73076079,-70.4089,-66.2276852389,0.005,2,1.0,1.0,96.48
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-70.6523,2537.44699789,50.0929,-71.1391285063,0.00333333,100,-71.1391285063,,2537.44699789,-70.6523,-71.1391285063,0.00333333,2,1.0,1.0,102.83
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-69.9099,1329.51195843,47.0391,-67.6825441644,0.0025,100,-67.6825441644,,1329.51195843,-69.9099,-67.6825441644,0.0025,2,1.0,1.0,98.81
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-70.5729,3751.18304788,50.1462,-73.2248803169,0.002,100,-73.2248803169,,3751.18304788,-70.5729,-73.2248803169,0.002,1,1.0,1.0,104.66
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-70.8552,2541.27446746,50.1584,-70.8551711687,0.01,100,-70.8551711687,,2541.27446746,-70.8552,-70.8551711687,0.01,2,1.0,1.0,102.73
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-66.9366,57.2750139206,36.0782,-63.0181015024,0.005,100,-63.0181015024,,57.2750139206,-66.9366,-63.0181015024,0.005,2,1.0,1.0,93.11
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-68.945,3762.66113042,46.0163,-72.9616028787,0.00333333,100,-72.9616028787,,3762.66113042,-68.945,-72.9616028787,0.00333333,2,1.0,1.0,104.19
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-68.942,2571.90340014,47.1664,-68.9330935656,0.0025,100,-68.9330935656,,2571.90340014,-68.942,-68.9330935656,0.0025,2,1.0,1.0,99.58
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-70.745,4901.06218601,52.5657,-77.9572180893,0.002,100,-77.9572180893,,4901.06218601,-70.745,-77.9572180893,0.002,1,1.0,1.0,111.04
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-78.3905,4884.42649188,69.5384,-78.3904522975,0.01,100,-78.3904522975,,4884.42649188,-78.3905,-78.3904522975,0.01,2,1.0,1.0,110.97
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-73.7335,2563.15168746,60.8953,-69.0766158792,0.005,100,-69.0766158792,,2563.15168746,-73.7335,-69.0766158792,0.005,2,1.0,1.0,99.39
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-70.808,76.0932413422,50.1437,-64.9570306443,0.00333333,100,-64.9570306443,,76.0932413422,-70.808,-64.9570306443,0.00333333,2,1.0,1.0,96.4
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-70.6932,2529.79162785,50.1194,-70.3485224114,0.0025,100,-70.3485224114,,2529.79162785,-70.6932,-70.3485224114,0.0025,2,1.0,1.0,102.07
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-69.9669,1313.74265813,47.6633,-67.0618916836,0.002,100,-67.0618916836,,1313.74265813,-69.9669,-67.0618916836,0.002,1,1.0,1.0,97.61
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-62.0341,64.0092424138,7.96047,-62.0340759552,0.01,100,-62.0340759552,,64.0092424138,-62.0341,-62.0340759552,0.01,2,1.0,1.0,91.11
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-63.0066,60.0611694,7.89688,-63.9791815387,0.005,100,-63.9791815387,,60.0611694,-63.0066,-63.9791815387,0.005,2,1.0,1.0,94.93
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-64.4453,1308.31951045,21.8508,-67.3227644742,0.00333333,100,-67.3227644742,,1308.31951045,-64.4453,-67.3227644742,0.00333333,2,1.0,1.0,98.47
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-63.9622,56.2142891112,19.3056,-62.5127677354,0.0025,100,-62.5127677354,,56.2142891112,-63.9622,-62.5127677354,0.0025,2,1.0,1.0,92.32
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-64.4632,1310.23471268,23.6346,-66.467316848,0.002,100,-66.467316848,,1310.23471268,-64.4632,-66.467316848,0.002,1,1.0,1.0,96.83
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-74.653,3725.47052517,60.7307,-74.6529631644,0.01,100,-74.6529631644,,3725.47052517,-74.653,-74.6529631644,0.01,2,1.0,1.0,106.95
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-72.4213,2557.72100229,55.8136,-70.1895472594,0.005,100,-70.1895472594,,2557.72100229,-72.4213,-70.1895472594,0.005,2,1.0,1.0,101.27
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-74.4586,4880.15766052,60.7909,-78.5333578204,0.00333333,100,-78.5333578204,,4880.15766052,-74.4586,-78.5333578204,0.00333333,2,1.0,1.0,111.16
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-75.7159,6110.8962329,65.4892,-79.4877002405,0.0025,100,-79.4877002405,,6110.8962329,-75.7159,-79.4877002405,0.0025,2,1.0,1.0,111.4
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-73.1692,64.562740421,58.9049,-62.9826909612,0.002,100,-62.9826909612,,64.562740421,-73.1692,-62.9826909612,0.002,1,1.0,1.0,93.0
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-73.9812,3725.21755369,60.7286,-73.9812396938,0.01,100,-73.9812396938,,3725.21755369,-73.9812,-73.9812396938,0.01,2,1.0,1.0,105.87
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-74.7386,3715.45685291,60.6936,-75.496014303,0.005,100,-75.496014303,,3715.45685291,-74.7386,-75.496014303,0.005,2,1.0,1.0,107.9
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-72.2735,1326.98360193,53.9061,-67.3431395996,0.00333333,100,-67.3431395996,,1326.98360193,-72.2735,-67.3431395996,0.00333333,2,1.0,1.0,98.4
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-70.1857,88.7806787796,47.0579,-63.9222843646,0.0025,100,-63.9222843646,,88.7806787796,-70.1857,-63.9222843646,0.0025,2,1.0,1.0,94.58
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-68.8724,55.2419674414,42.3012,-63.6191665396,0.002,100,-63.6191665396,,55.2419674414,-68.8724,-63.6191665396,0.002,1,1.0,1.0,93.84
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-71.5646,2524.66813553,49.9942,-71.5646298929,0.01,100,-71.5646298929,,2524.66813553,-71.5646,-71.5646298929,0.01,2,1.0,1.0,103.56
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-73.0241,3722.24241849,55.6269,-74.4836452138,0.005,100,-74.4836452138,,3722.24241849,-73.0241,-74.4836452138,0.005,2,1.0,1.0,106.78
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-71.0468,1316.9035425,50.053,-67.0920345975,0.00333333,100,-67.0920345975,,1316.9035425,-71.0468,-67.0920345975,0.00333333,2,1.0,1.0,97.93
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-71.9453,3734.26660799,52.9682,-74.6408452284,0.0025,100,-74.6408452284,,3734.26660799,-71.9453,-74.6408452284,0.0025,2,1.0,1.0,106.63
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-70.0314,60.3620323924,47.6561,-62.3760596238,0.002,100,-62.3760596238,,60.3620323924,-70.0314,-62.3760596238,0.002,1,1.0,1.0,91.85
