VarDiscRet,AvgVanillaIw,AvgNormIw,J,Delta,VarJ,MinVanillaIw,MaxNormIw,VarVanillaIw,AvgRet,VanillaAvgRet,AvgEpLen,AvgDiscRet,MinNormIw,BatchSize,ESSClassic,VarRet,ESSRenyi,Bound,EpsThisIter,IterType,eRenyi2,MaxVanillaIw,VarNormIw
4890.97663188,1.0,0.01,-82.0642,0.9,69.585,1.0,0.01,,-82.0641599715,-82.0641599715,113.89,-82.0641599715,0.01,500,100.0,4890.97663188,500.0,-95.9689,100,2,1.0,1.0,3.50449e-18
10353.2324744,1.0,0.005,-89.6746,0.9,87.1998,1.0,0.005,,-97.2849568014,-97.2849568014,130.83,-97.2849568014,0.005,500,200.000000102,10353.2324744,500.0,-99.5067,100,2,1.0,1.0,2.1793e-19
1341.27253018,1.0,0.00333333,-83.1198,0.9,74.8181,1.0,0.00333333,,-70.0101746038,-70.0101746038,99.83,-70.0101746038,0.00333333,500,299.999969474,1341.27253018,500.0,-91.1477,100,2,1.0,1.0,5.43914e-20
4946.47061637,1.0,0.0025,-82.0289,0.9,73.6623,1.0,0.0025,,-78.7563949423,-78.7563949423,109.62,-78.7563949423,0.0025,500,400.0,4946.47061637,500.0,-88.9813,100,2,1.0,1.0,5.4346e-20
3734.44790599,0.932738,0.002,-70.9933,0.9,53.4794,4.1129e-15,0.0112384,1.66263,-77.9369204,-77.9369204,109.43,-77.9369204,8.81897e-18,500,171.983713509,3734.44790599,174.041525605,-81.5333,100,1,2.87288,5.24126,7.64429e-06
3744.51747113,1.0,0.01,-77.8499,0.9,60.8857,1.0,0.01,,-77.8498816481,-77.8498816481,109.13,-77.8498816481,0.01,500,100.0,3744.51747113,500.0,-91.7546,100,2,1.0,1.0,3.50449e-18
6078.15225677,1.0,0.005,-80.4724,0.9,69.7789,1.0,0.005,,-83.0948466915,-83.0948466915,114.68,-83.0948466915,0.005,500,200.000000102,6078.15225677,500.0,-90.3045,100,2,1.0,1.0,2.1793e-19
3805.74923854,1.0,0.00333333,-78.4307,0.9,67.1588,1.0,0.00333333,,-74.3473738158,-74.3473738158,104.26,-74.3473738158,0.00333333,500,299.999969474,3805.74923854,500.0,-86.4586,100,2,1.0,1.0,5.43914e-20
8293.40122756,1.0,0.0025,-81.1745,0.9,73.8778,1.0,0.0025,,-89.4058983915,-89.4058983915,121.98,-89.4058983915,0.0025,500,400.0,8293.40122756,500.0,-88.1269,100,2,1.0,1.0,5.4346e-20
8283.91373714,1.11869,0.002,-72.8368,0.9,70.443,2.63217e-07,0.0163551,3.0567,-89.6444356492,-89.6444356492,122.1,-89.6444356492,4.70582e-10,500,145.449676278,8283.91373714,147.843526759,-84.2725,100,1,3.38195,9.14816,9.77e-06
8177.75500403,1.0,0.01,-92.489,0.9,89.9776,1.0,0.01,,-92.4889893982,-92.4889893982,126.48,-92.4889893982,0.01,500,100.0,8177.75500403,500.0,-106.394,100,2,1.0,1.0,3.50449e-18
5014.12245523,1.0,0.005,-86.4997,0.9,81.0299,1.0,0.005,,-80.5103338909,-80.5103338909,111.61,-80.5103338909,0.005,500,200.000000102,5014.12245523,500.0,-96.3317,100,2,1.0,1.0,2.1793e-19
3768.04694918,1.0,0.00333333,-83.2919,0.9,75.1084,1.0,0.00333333,,-76.8764289542,-76.8764289542,107.7,-76.8764289542,0.00333333,500,299.999969474,3768.04694918,500.0,-91.3198,100,2,1.0,1.0,5.43914e-20
7234.18705405,1.0,0.0025,-83.7794,0.9,77.6024,1.0,0.0025,,-85.2419803876,-85.2419803876,117.3,-85.2419803876,0.0025,500,400.0,7234.18705405,500.0,-90.7318,100,2,1.0,1.0,5.4346e-20
4928.72565566,0.988939,0.002,-81.932,0.9,71.575,0.649941,0.00718351,0.0842186,-81.5890199184,-81.5890199184,113.95,-81.5890199184,0.00131442,500,460.430051991,4928.72565566,427.655977843,-88.6558,100,1,1.16916,3.55203,3.44453e-07
6006.98515551,1.0,0.01,-84.8745,0.9,77.1162,1.0,0.01,,-84.8745126078,-84.8745126078,117.13,-84.8745126078,0.01,500,100.0,6006.98515551,500.0,-98.7793,100,2,1.0,1.0,3.50449e-18
8218.0134214,1.0,0.005,-88.0379,0.9,83.9725,1.0,0.005,,-91.2013580833,-91.2013580833,123.89,-91.2013580833,0.005,500,200.000000102,8218.0134214,500.0,-97.8701,100,2,1.0,1.0,2.1793e-19
6108.13725623,1.0,0.00333333,-86.5094,0.9,81.9834,1.0,0.00333333,,-83.4521937495,-83.4521937495,115.08,-83.4521937495,0.00333333,500,299.999969474,6108.13725623,500.0,-94.5373,100,2,1.0,1.0,5.43914e-20
7058.35165714,1.0,0.0025,-87.3675,0.9,82.4021,1.0,0.0025,,-89.9419370188,-89.9419370188,123.67,-89.9419370188,0.0025,500,400.0,7058.35165714,500.0,-94.3199,100,2,1.0,1.0,5.4346e-20
9220.58143909,0.992021,0.002,-86.2525,0.9,97.3971,0.00356943,0.00588113,0.57177,-96.0584428102,-96.0584428102,130.45,-96.0584428102,7.19627e-06,500,316.487018488,9220.58143909,324.811131061,-93.9677,100,1,1.53936,2.9171,2.32402e-06
9284.94742926,1.0,0.01,-94.7943,0.9,95.8754,1.0,0.01,,-94.7942703037,-94.7942703037,128.0,-94.7942703037,0.01,500,100.0,9284.94742926,500.0,-108.699,100,2,1.0,1.0,3.50449e-18
8204.36362306,1.0,0.005,-93.3107,0.9,93.0559,1.0,0.005,,-91.8271238345,-91.8271238345,124.74,-91.8271238345,0.005,500,200.000000102,8204.36362306,500.0,-103.143,100,2,1.0,1.0,2.1793e-19
4951.31068869,1.0,0.00333333,-88.9779,0.9,86.2811,1.0,0.00333333,,-80.3121999697,-80.3121999697,111.32,-80.3121999697,0.00333333,500,299.999969474,4951.31068869,500.0,-97.0058,100,2,1.0,1.0,5.43914e-20
4901.0253842,1.0,0.0025,-87.4725,0.9,82.481,1.0,0.0025,,-82.9563179518,-82.9563179518,115.67,-82.9563179518,0.0025,500,400.0,4901.0253842,500.0,-94.4249,100,2,1.0,1.0,5.4346e-20
9264.00616946,0.981692,0.002,-84.9681,0.9,89.6516,0.0240551,0.00904298,0.705773,-95.3702280207,-95.3702280207,129.13,-95.3702280207,4.90075e-05,500,288.870347454,9264.00616946,277.316891057,-93.3179,100,1,1.80299,4.43871,2.92938e-06
4918.48230916,1.0,0.01,-79.7781,0.9,69.7803,1.0,0.01,,-79.7780609046,-79.7780609046,111.48,-79.7780609046,0.01,500,100.0,4918.48230916,500.0,-93.6828,100,2,1.0,1.0,3.50449e-18
4979.44025939,1.0,0.005,-79.0871,0.9,69.9996,1.0,0.005,,-78.3961928059,-78.3961928059,108.96,-78.3961928059,0.005,500,200.000000102,4979.44025939,500.0,-88.9193,100,2,1.0,1.0,2.1793e-19
6031.18985085,1.0,0.00333333,-80.9554,0.9,72.5528,1.0,0.00333333,,-84.6918592422,-84.6918592422,116.86,-84.6918592422,0.00333333,500,299.999969474,6031.18985085,500.0,-88.9833,100,2,1.0,1.0,5.43914e-20
1362.82868927,1.0,0.0025,-78.0453,0.9,65.6554,1.0,0.0025,,-69.3152732776,-69.3152732776,98.86,-69.3152732776,0.0025,500,400.0,1362.82868927,500.0,-84.9977,100,2,1.0,1.0,5.4346e-20
9226.19291287,1.03461,0.002,-78.901,0.9,63.931,0.561153,0.0307855,0.843757,-94.8910217756,-94.8910217756,129.1,-94.8910217756,0.00108476,500,279.848958978,9226.19291287,361.441767196,-86.2148,100,1,1.38335,15.9255,3.15301e-06
6004.66811796,1.0,0.01,-85.4594,0.9,77.1014,1.0,0.01,,-85.4594178434,-85.4594178434,118.24,-85.4594178434,0.01,500,100.0,6004.66811796,500.0,-99.3638,100,2,1.0,1.0,3.50449e-18
1364.59216566,1.0,0.005,-77.8724,0.9,60.8716,1.0,0.005,,-70.2854275198,-70.2854275198,100.79,-70.2854275198,0.005,500,200.000000102,1364.59216566,500.0,-87.7044,100,2,1.0,1.0,2.1793e-19
2600.16303519,1.0,0.00333333,-75.9689,0.9,57.7541,1.0,0.00333333,,-72.161875585,-72.161875585,102.31,-72.161875585,0.00333333,500,299.999969474,2600.16303519,500.0,-83.9968,100,2,1.0,1.0,5.43914e-20
8217.57837136,1.0,0.0025,-79.7336,0.9,67.6611,1.0,0.0025,,-91.0277187392,-91.0277187392,123.89,-91.0277187392,0.0025,500,400.0,8217.57837136,500.0,-86.6859,100,2,1.0,1.0,5.4346e-20
2611.24836263,1.05527,0.002,-71.9694,0.9,62.9606,5.37268e-10,0.0145175,1.20881,-74.3611405332,-74.3611405332,105.11,-74.3611405332,1.01826e-12,500,240.000393904,2611.24836263,240.152211342,-80.942,100,1,2.08201,7.65993,4.34201e-06
6024.59159935,1.0,0.01,-85.1064,0.9,77.2292,1.0,0.01,,-85.1064240763,-85.1064240763,117.48,-85.1064240763,0.01,500,100.0,6024.59159935,500.0,-99.011,100,2,1.0,1.0,3.50449e-18
8220.75360327,1.0,0.005,-88.0424,0.9,84.0242,1.0,0.005,,-90.9784837581,-90.9784837581,124.28,-90.9784837581,0.005,500,200.000000102,8220.75360327,500.0,-97.8746,100,2,1.0,1.0,2.1793e-19
7161.23085882,1.0,0.00333333,-87.4191,0.9,84.0874,1.0,0.00333333,,-86.1725233369,-86.1725233369,118.23,-86.1725233369,0.00333333,500,299.999969474,7161.23085882,500.0,-95.447,100,2,1.0,1.0,5.43914e-20
8152.01635385,1.0,0.0025,-88.5982,0.9,85.5851,1.0,0.0025,,-92.1354333992,-92.1354333992,125.78,-92.1354333992,0.0025,500,400.0,8152.01635385,500.0,-95.5506,100,2,1.0,1.0,5.4346e-20
7149.85972942,0.940512,0.002,-73.5113,0.9,78.9516,7.62732e-14,0.0210406,3.57087,-86.2034358832,-86.2034358832,118.57,-86.2034358832,1.62195e-16,500,99.4272497873,7149.85972942,96.8426146811,-87.641,100,1,5.16302,9.89445,1.61475e-05
10251.4271948,1.0,0.01,-99.0227,0.9,100.742,1.0,0.01,,-99.0227125217,-99.0227125217,133.89,-99.0227125217,0.01,500,100.0,10251.4271948,500.0,-112.927,100,2,1.0,1.0,3.50449e-18
2596.70413353,1.0,0.005,-86.2216,0.9,80.7694,1.0,0.005,,-73.4204484801,-73.4204484801,103.48,-73.4204484801,0.005,500,200.000000102,2596.70413353,500.0,-96.0537,100,2,1.0,1.0,2.1793e-19
1371.90837546,1.0,0.00333333,-80.8602,0.9,69.709,1.0,0.00333333,,-70.1374515902,-70.1374515902,100.72,-70.1374515902,0.00333333,500,299.999969474,1371.90837546,500.0,-88.8881,100,2,1.0,1.0,5.43914e-20
7178.68046703,1.0,0.0025,-83.1439,0.9,73.7352,1.0,0.0025,,-89.9948542275,-89.9948542275,123.14,-89.9948542275,0.0025,500,400.0,7178.68046703,500.0,-90.0962,100,2,1.0,1.0,5.4346e-20
3802.73347493,1.02423,0.002,-68.7094,0.9,53.8555,1.26792e-08,0.0167532,3.28087,-76.8767093207,-76.8767093207,107.88,-76.8767093207,2.47585e-11,500,121.32289705,3802.73347493,119.252456724,-81.4424,100,1,4.19279,8.57957,1.25099e-05
8278.77527203,1.0,0.01,-90.9416,0.9,90.5317,1.0,0.01,,-90.941564194,-90.941564194,123.81,-90.941564194,0.01,500,100.0,8278.77527203,500.0,-104.846,100,2,1.0,1.0,3.50449e-18
2605.88659001,1.0,0.005,-82.2275,0.9,73.9178,1.0,0.005,,-73.5134357709,-73.5134357709,103.58,-73.5134357709,0.005,500,200.000000102,2605.88659001,500.0,-92.0596,100,2,1.0,1.0,2.1793e-19
4906.77402494,1.0,0.00333333,-81.507,0.9,72.5454,1.0,0.00333333,,-80.0659158213,-80.0659158213,111.37,-80.0659158213,0.00333333,500,299.999969474,4906.77402494,500.0,-89.5349,100,2,1.0,1.0,5.43914e-20
6024.44448932,1.0,0.0025,-82.4714,0.9,73.7629,1.0,0.0025,,-85.3646884431,-85.3646884431,117.76,-85.3646884431,0.0025,500,400.0,6024.44448932,500.0,-89.4238,100,2,1.0,1.0,5.4346e-20
3739.81628013,0.970501,0.002,-67.4939,0.9,45.5038,,0.0255305,3.93367,-78.8581576136,-78.8581576136,110.55,-78.8581576136,,500,96.7476876404,3739.81628013,103.406109127,-81.1677,100,1,4.8353,12.3887,1.67057e-05
4943.37707463,1.0,0.01,-80.49,0.9,69.9567,1.0,0.01,,-80.4899503055,-80.4899503055,111.87,-80.4899503055,0.01,500,100.0,4943.37707463,500.0,-94.3938,100,2,1.0,1.0,3.50449e-18
1381.79508015,1.0,0.005,-74.5199,0.9,56.2726,1.0,0.005,,-68.5498340839,-68.5498340839,96.85,-68.5498340839,0.005,500,200.000000102,1381.79508015,500.0,-84.352,100,2,1.0,1.0,2.1793e-19
6049.28394555,1.0,0.00333333,-77.7151,0.9,64.2476,1.0,0.00333333,,-84.1056581329,-84.1056581329,115.97,-84.1056581329,0.00333333,500,299.999969474,6049.28394555,500.0,-85.743,100,2,1.0,1.0,5.43914e-20
8238.10607296,1.0,0.0025,-81.1447,0.9,71.9029,1.0,0.0025,,-91.4335504186,-91.4335504186,124.34,-91.4335504186,0.0025,500,400.0,8238.10607296,500.0,-88.0971,100,2,1.0,1.0,5.4346e-20
3783.2490829,1.06724,0.002,-73.7341,0.9,65.1034,5.90563e-08,0.0213879,1.0734,-75.8571835443,-75.8571835443,106.97,-75.8571835443,1.10671e-10,500,257.663439258,3783.2490829,253.90486643,-82.4603,100,1,1.96924,11.4131,3.76961e-06
5991.87526397,1.0,0.01,-85.3511,0.9,77.0192,1.0,0.01,,-85.3511228941,-85.3511228941,117.89,-85.3511228941,0.01,500,100.0,5991.87526397,500.0,-99.2559,100,2,1.0,1.0,3.50449e-18
7112.13357903,1.0,0.005,-87.4841,0.9,80.5669,1.0,0.005,,-89.6170462947,-89.6170462947,122.86,-89.6170462947,0.005,500,200.000000102,7112.13357903,500.0,-97.3162,100,2,1.0,1.0,2.1793e-19
4924.61432943,1.0,0.00333333,-84.7872,0.9,77.2465,1.0,0.00333333,,-79.3933718999,-79.3933718999,110.16,-79.3933718999,0.00333333,500,299.999969474,4924.61432943,500.0,-92.8151,100,2,1.0,1.0,5.43914e-20
3755.93476989,1.0,0.0025,-82.811,0.9,73.5974,1.0,0.0025,,-76.8825346635,-76.8825346635,108.43,-76.8825346635,0.0025,500,400.0,3755.93476989,500.0,-89.7634,100,2,1.0,1.0,5.4346e-20
3752.60239329,0.975145,0.002,-76.4253,0.9,70.0825,0.404119,0.0562763,2.89125,-76.8646240826,-76.8646240826,108.23,-76.8646240826,0.000828838,500,123.933059873,3752.60239329,499.994516433,-82.6437,100,1,1.00001,27.4388,1.21621e-05
2575.47995292,1.0,0.01,-73.2149,0.9,50.4948,1.0,0.01,,-73.2149370226,-73.2149370226,103.46,-73.2149370226,0.01,500,100.0,2575.47995292,500.0,-87.1195,100,2,1.0,1.0,3.50449e-18
4900.24364388,1.0,0.005,-76.8122,0.9,60.9379,1.0,0.005,,-80.4095267187,-80.4095267187,112.16,-80.4095267187,0.005,500,200.000000102,4900.24364388,500.0,-86.6444,100,2,1.0,1.0,2.1793e-19
1433.38469935,1.0,0.00333333,-74.7151,0.9,54.3822,1.0,0.00333333,,-70.5208835833,-70.5208835833,100.66,-70.5208835833,0.00333333,500,299.999969474,1433.38469935,500.0,-82.743,100,2,1.0,1.0,5.43914e-20
2568.54977523,1.0,0.0025,-74.6409,0.9,53.421,1.0,0.0025,,-74.4182232901,-74.4182232901,105.08,-74.4182232901,0.0025,500,400.0,2568.54977523,500.0,-81.5933,100,2,1.0,1.0,5.4346e-20
2553.73769484,0.979995,0.002,-73.9183,0.9,48.7329,0.585737,0.00619698,0.0821468,-74.8656735116,-74.8656735116,106.4,-74.8656735116,0.00119539,500,460.674978116,2553.73769484,451.088562142,-80.4651,100,1,1.10843,3.03651,3.42139e-07
6081.13409479,1.0,0.01,-82.0271,0.9,77.5907,1.0,0.01,,-82.0271064301,-82.0271064301,112.93,-82.0271064301,0.01,500,100.0,6081.13409479,500.0,-95.9319,100,2,1.0,1.0,3.50449e-18
8255.0472608,1.0,0.005,-87.0895,0.9,84.3922,1.0,0.005,,-92.1518767279,-92.1518767279,125.2,-92.1518767279,0.005,500,200.000000102,8255.0472608,500.0,-96.9217,100,2,1.0,1.0,2.1793e-19
2690.7907787,1.0,0.00333333,-83.3209,0.9,75.2621,1.0,0.00333333,,-75.7836832571,-75.7836832571,107.33,-75.7836832571,0.00333333,500,299.999969474,2690.7907787,500.0,-91.3488,100,2,1.0,1.0,5.43914e-20
2541.52342936,1.0,0.0025,-81.0914,0.9,69.9445,1.0,0.0025,,-74.4031045057,-74.4031045057,105.22,-74.4031045057,0.0025,500,400.0,2541.52342936,500.0,-88.0438,100,2,1.0,1.0,5.4346e-20
7216.2620936,1.03439,0.002,-72.658,0.9,71.4904,1.25399e-10,0.0156501,2.71861,-87.5021766427,-87.5021766427,119.84,-87.5021766427,2.42459e-13,500,141.412577862,7216.2620936,140.276383978,-84.3981,100,1,3.56439,8.09416,1.01633e-05
4898.1476958,1.0,0.01,-81.1782,0.9,69.636,1.0,0.01,,-81.1782193461,-81.1782193461,113.17,-81.1782193461,0.01,500,100.0,4898.1476958,500.0,-95.0829,100,2,1.0,1.0,3.50449e-18
6067.55751245,1.0,0.005,-82.0356,0.9,73.6801,1.0,0.005,,-82.8929629765,-82.8929629765,114.95,-82.8929629765,0.005,500,200.000000102,6067.55751245,500.0,-91.8677,100,2,1.0,1.0,2.1793e-19
6016.77370568,1.0,0.00333333,-82.7398,0.9,74.8712,1.0,0.00333333,,-84.1483002613,-84.1483002613,116.46,-84.1483002613,0.00333333,500,299.999969474,6016.77370568,500.0,-90.7677,100,2,1.0,1.0,5.43914e-20
3762.39355032,1.0,0.0025,-81.6242,0.9,71.6882,1.0,0.0025,,-78.2773398864,-78.2773398864,109.08,-78.2773398864,0.0025,500,400.0,3762.39355032,500.0,-88.5765,100,2,1.0,1.0,5.4346e-20
3728.58523426,0.952439,0.002,-69.099,0.9,43.0634,1.79576e-30,0.0243616,4.91806,-79.3514686741,-79.3514686741,111.08,-79.3514686741,3.77086e-33,500,77.9950970141,3728.58523426,84.5458351152,-84.2212,100,1,5.91395,11.6015,2.1686e-05
8246.6052709,1.0,0.01,-90.7544,0.9,90.3556,1.0,0.01,,-90.7543537772,-90.7543537772,123.62,-90.7543537772,0.01,500,100.0,8246.6052709,500.0,-104.659,100,2,1.0,1.0,3.50449e-18
4846.32373555,1.0,0.005,-86.8153,0.9,80.601,1.0,0.005,,-82.8762111735,-82.8762111735,115.71,-82.8762111735,0.005,500,200.000000102,4846.32373555,500.0,-96.6474,100,2,1.0,1.0,2.1793e-19
4951.07513862,1.0,0.00333333,-84.388,0.9,77.3088,1.0,0.00333333,,-79.5334727353,-79.5334727353,111.18,-79.5334727353,0.00333333,500,299.999969474,4951.07513862,500.0,-92.4159,100,2,1.0,1.0,5.43914e-20
3740.11971391,1.0,0.0025,-83.0941,0.9,73.5744,1.0,0.0025,,-79.2123565824,-79.2123565824,111.25,-79.2123565824,0.0025,500,400.0,3740.11971391,500.0,-90.0465,100,2,1.0,1.0,5.4346e-20
7138.88761983,1.01459,0.002,-80.5215,0.9,79.9654,2.02613e-05,0.00892925,0.558178,-86.892009908,-86.892009908,119.6,-86.892009908,3.994e-08,500,324.43124609,7138.88761983,308.606752539,-88.4366,100,1,1.62018,4.52975,2.16897e-06
4898.62001565,1.0,0.01,-80.3492,0.9,69.6393,1.0,0.01,,-80.3492190848,-80.3492190848,112.05,-80.3492190848,0.01,500,100.0,4898.62001565,500.0,-94.254,100,2,1.0,1.0,3.50449e-18
4887.38319746,1.0,0.005,-81.392,0.9,69.6072,1.0,0.005,,-82.4348444624,-82.4348444624,114.16,-82.4348444624,0.005,500,200.000000102,4887.38319746,500.0,-91.2242,100,2,1.0,1.0,2.1793e-19
6024.37452717,1.0,0.00333333,-82.6396,0.9,72.2583,1.0,0.00333333,,-85.1347184165,-85.1347184165,117.19,-85.1347184165,0.00333333,500,299.999969474,6024.37452717,500.0,-90.6675,100,2,1.0,1.0,5.43914e-20
2603.53726611,1.0,0.0025,-80.3452,0.9,67.647,1.0,0.0025,,-73.4619228108,-73.4619228108,103.42,-73.4619228108,0.0025,500,400.0,2603.53726611,500.0,-87.2975,100,2,1.0,1.0,5.4346e-20
1387.60873958,1.06977,0.002,-71.4492,0.9,53.4441,6.9339e-06,0.068443,3.33613,-70.677945186,-70.677945186,100.49,-70.677945186,1.29633e-08,500,127.899847299,1387.60873958,243.00132743,-80.3691,100,1,2.0576,36.6092,1.16606e-05
6081.78140381,1.0,0.01,-84.709,0.9,77.5949,1.0,0.01,,-84.709019064,-84.709019064,116.19,-84.709019064,0.01,500,100.0,6081.78140381,500.0,-98.6135,100,2,1.0,1.0,3.50449e-18
10420.157651,1.0,0.005,-90.5415,0.9,90.5675,1.0,0.005,,-96.3740851964,-96.3740851964,129.89,-96.3740851964,0.005,500,200.000000102,10420.157651,500.0,-100.374,100,2,1.0,1.0,2.1793e-19
9381.48047397,1.0,0.00333333,-91.0009,0.9,92.5453,1.0,0.00333333,,-91.9194442703,-91.9194442703,124.47,-91.9194442703,0.00333333,500,299.999969474,9381.48047397,500.0,-99.0288,100,2,1.0,1.0,5.43914e-20
10273.4189448,1.0,0.0025,-92.8483,0.9,94.7438,1.0,0.0025,,-98.390795313,-98.390795313,132.68,-98.390795313,0.0025,500,400.0,10273.4189448,500.0,-99.8007,100,2,1.0,1.0,5.4346e-20
4908.51042468,0.987464,0.002,-87.7165,0.9,89.1146,0.00650703,0.0160576,0.477239,-80.3171532708,-80.3171532708,111.85,-80.3171532708,1.31793e-05,500,335.918848041,4908.51042468,341.777688831,-95.2378,100,1,1.46294,7.92817,1.95773e-06
3774.64592176,1.0,0.01,-75.2643,0.9,61.1302,1.0,0.01,,-75.2643378116,-75.2643378116,105.64,-75.2643378116,0.01,500,100.0,3774.64592176,500.0,-89.169,100,2,1.0,1.0,3.50449e-18
8073.99645109,1.0,0.005,-84.8369,0.9,77.1797,1.0,0.005,,-94.4093827043,-94.4093827043,128.65,-94.4093827043,0.005,500,200.000000102,8073.99645109,500.0,-94.669,100,2,1.0,1.0,2.1793e-19
9303.41442598,1.0,0.00333333,-87.9501,0.9,84.0277,1.0,0.00333333,,-94.1764546368,-94.1764546368,127.5,-94.1764546368,0.00333333,500,299.999969474,9303.41442598,500.0,-95.978,100,2,1.0,1.0,5.43914e-20
4910.36093904,1.0,0.0025,-86.0732,0.9,80.755,1.0,0.0025,,-80.4427669317,-80.4427669317,111.74,-80.4427669317,0.0025,500,400.0,4910.36093904,500.0,-93.0256,100,2,1.0,1.0,5.4346e-20
9289.64496287,1.0435,0.002,-80.8617,0.9,96.5097,0.000138107,0.0132476,1.79391,-93.4049422976,-93.4049422976,126.32,-93.4049422976,2.647e-07,500,189.095180517,9289.64496287,196.970388583,-90.7691,100,1,2.53845,6.91191,6.58987e-06
6060.12677272,1.0,0.01,-84.0925,0.9,77.4566,1.0,0.01,,-84.0925263062,-84.0925263062,116.29,-84.0925263062,0.01,500,100.0,6060.12677272,500.0,-97.9973,100,2,1.0,1.0,3.50449e-18
9247.79186549,1.0,0.005,-89.6715,0.9,87.227,1.0,0.005,,-95.2505018516,-95.2505018516,129.61,-95.2505018516,0.005,500,200.000000102,9247.79186549,500.0,-99.5036,100,2,1.0,1.0,2.1793e-19
4878.65854888,1.0,0.00333333,-87.0514,0.9,81.8294,1.0,0.00333333,,-81.8111691096,-81.8111691096,113.47,-81.8111691096,0.00333333,500,299.999969474,4878.65854888,500.0,-95.0793,100,2,1.0,1.0,5.43914e-20
6056.39221471,1.0,0.0025,-85.926,0.9,80.7762,1.0,0.0025,,-82.5497330381,-82.5497330381,114.09,-82.5497330381,0.0025,500,400.0,6056.39221471,500.0,-92.8783,100,2,1.0,1.0,5.4346e-20
6073.61854083,1.02242,0.002,-72.987,0.9,84.3615,5.8244e-21,0.0119438,1.94802,-82.9486552338,-82.9486552338,114.82,-82.9486552338,1.13934e-23,500,174.837056592,6073.61854083,175.524442748,-83.4823,100,1,2.84861,6.10577,7.45414e-06
6077.81100866,1.0,0.01,-82.4212,0.9,77.5695,1.0,0.01,,-82.421218493,-82.421218493,114.07,-82.421218493,0.01,500,100.0,6077.81100866,500.0,-96.3258,100,2,1.0,1.0,3.50449e-18
10364.6600995,1.0,0.005,-89.7674,0.9,90.5151,1.0,0.005,,-97.1135276024,-97.1135276024,131.35,-97.1135276024,0.005,500,200.000000102,10364.6600995,500.0,-99.5994,100,2,1.0,1.0,2.1793e-19
9326.3088216,1.0,0.00333333,-91.3658,0.9,92.438,1.0,0.00333333,,-94.5627879867,-94.5627879867,128.14,-94.5627879867,0.00333333,500,299.999969474,9326.3088216,500.0,-99.3938,100,2,1.0,1.0,5.43914e-20
12265.5974993,1.0,0.0025,-94.9664,0.9,97.3818,1.0,0.0025,,-105.76814014,-105.76814014,141.19,-105.76814014,0.0025,500,400.0,12265.5974993,500.0,-101.919,100,2,1.0,1.0,5.4346e-20
4922.21662434,1.11728,0.002,-83.6338,0.9,95.6441,1.26282e-08,0.0239395,1.89565,-79.5700854735,-79.5700854735,111.18,-79.5700854735,2.26051e-11,500,198.766191173,4922.21662434,207.638873556,-93.2834,100,1,2.40803,13.3736,6.07422e-06
3732.38689688,1.0,0.01,-78.1407,0.9,60.787,1.0,0.01,,-78.1407409075,-78.1407409075,109.33,-78.1407409075,0.01,500,100.0,3732.38689688,500.0,-92.0454,100,2,1.0,1.0,3.50449e-18
7165.33205471,1.0,0.005,-82.8003,0.9,73.594,1.0,0.005,,-87.4598452152,-87.4598452152,119.8,-87.4598452152,0.005,500,200.000000102,7165.33205471,500.0,-92.6324,100,2,1.0,1.0,2.1793e-19
6051.29361146,1.0,0.00333333,-83.3755,0.9,74.8886,1.0,0.00333333,,-84.526036526,-84.526036526,116.56,-84.526036526,0.00333333,500,299.999969474,6051.29361146,500.0,-91.4034,100,2,1.0,1.0,5.43914e-20
3786.70392055,1.0,0.0025,-81.6258,0.9,71.7818,1.0,0.0025,,-76.3763927862,-76.3763927862,106.86,-76.3763927862,0.0025,500,400.0,3786.70392055,500.0,-88.5782,100,2,1.0,1.0,5.4346e-20
7119.54585693,1.09521,0.002,-70.8012,0.9,40.7889,7.09077e-15,0.0131268,2.9327,-87.9668386744,-87.9668386744,120.64,-87.9668386744,1.29487e-17,500,145.346224764,7119.54585693,128.615050611,-83.062,100,1,3.88757,7.18833,9.77982e-06
4895.36630032,1.0,0.01,-80.6419,0.9,69.6162,1.0,0.01,,-80.6419288875,-80.6419288875,112.34,-80.6419288875,0.01,500,100.0,4895.36630032,500.0,-94.5467,100,2,1.0,1.0,3.50449e-18
3766.17317572,1.0,0.005,-77.8993,0.9,65.5361,1.0,0.005,,-75.1567527704,-75.1567527704,105.54,-75.1567527704,0.005,500,200.000000102,3766.17317572,500.0,-87.7315,100,2,1.0,1.0,2.1793e-19
3790.04216483,1.0,0.00333333,-77.3064,0.9,64.1462,1.0,0.00333333,,-76.1205671264,-76.1205671264,105.87,-76.1205671264,0.00333333,500,299.999969474,3790.04216483,500.0,-85.3343,100,2,1.0,1.0,5.43914e-20
7119.59609013,1.0,0.0025,-80.1196,0.9,69.799,1.0,0.0025,,-88.5593278505,-88.5593278505,121.32,-88.5593278505,0.0025,500,400.0,7119.59609013,500.0,-87.072,100,2,1.0,1.0,5.4346e-20
2624.66739157,1.03512,0.002,-72.7426,0.9,50.036,2.34321e-06,0.00746353,1.31981,-72.6712884316,-72.6712884316,103.28,-72.6712884316,4.52742e-09,500,224.284598868,2624.66739157,222.361734584,-82.0673,100,1,2.24859,3.86281,4.9271e-06
