Delta,VarVanillaIw,IterType,BatchSize,AvgNormIw,Bound,J,AvgDiscRet,MinVanillaIw,ESSRenyi,VarJ,AvgEpLen,AvgVanillaIw,MaxVanillaIw,AvgRet,VarNormIw,VarDiscRet,VanillaAvgRet,ESSClassic,VarRet,eRenyi2,MaxNormIw,MinNormIw,EpsThisIter
0.7,,1,500,0.002,1977.2,2113.51,2104.07400346,1.0,500.0,635.4,228.97,1.0,1.0,2104.07400346,5.43187e-20,439249.57444,2104.07400346,500.000006643,439249.57444,1.0,0.002,0.002,100
0.7,,2,500,0.01,1822.39,2098.21,2098.20742375,1.0,500.0,632.463,228.82,1.0,1.0,2098.20742375,3.50449e-18,404050.265267,2098.20742375,100.0,404050.265267,1.0,0.01,0.01,100
0.7,,2,500,0.005,1938.32,2133.35,2168.49053016,1.0,500.0,640.546,235.95,1.0,1.0,2168.49053016,2.1793e-19,422342.652189,2168.49053016,200.000000102,422342.652189,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1975.71,2134.95,2138.15515962,1.0,500.0,640.709,232.92,1.0,1.0,2138.15515962,5.43914e-20,415061.360533,2138.15515962,299.999969474,415061.360533,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1963.4,2101.31,2000.37875953,1.0,500.0,632.739,218.08,1.0,1.0,2000.37875953,5.4346e-20,359927.492675,2000.37875953,400.0,359927.492675,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,2005.57,2129.26,2241.07732873,1.0,500.0,634.409,243.83,1.0,1.0,2241.07732873,5.43187e-20,399302.79738,2241.07732873,500.000006643,399302.79738,1.0,0.002,0.002,100
0.7,,2,500,0.01,1800.45,2105.55,2105.55140552,1.0,500.0,685.765,229.19,1.0,1.0,2105.55140552,3.50449e-18,475023.404904,2105.55140552,100.0,475023.404904,1.0,0.01,0.01,100
0.7,,2,500,0.005,1937.29,2153.03,2200.50174463,1.0,500.0,684.353,239.37,1.0,1.0,2200.50174463,2.1793e-19,466563.241488,2200.50174463,200.000000102,466563.241488,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1979.56,2155.71,2161.08423904,1.0,500.0,676.401,235.12,1.0,1.0,2161.08423904,5.43914e-20,440234.900475,2161.08423904,299.999969474,440234.900475,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1964.5,2117.05,2001.0540236,1.0,500.0,657.541,218.44,1.0,1.0,2001.0540236,5.4346e-20,342370.544764,2001.0540236,400.0,342370.544764,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1984.47,2120.92,2136.38985402,1.0,500.0,652.175,232.84,1.0,1.0,2136.38985402,5.43187e-20,400933.245643,2136.38985402,500.000006643,400933.245643,1.0,0.002,0.002,100
0.7,,2,500,0.01,1895.98,2145.57,2145.574715,1.0,500.0,623.609,233.46,1.0,1.0,2145.574715,3.50449e-18,392816.875992,2145.574715,100.0,392816.875992,1.0,0.01,0.01,100
0.7,,2,500,0.005,1932.85,2147.89,2150.20819873,1.0,500.0,642.261,233.8,1.0,1.0,2150.20819873,2.1793e-19,440502.876392,2150.20819873,200.000000102,440502.876392,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1959.8,2135.38,2110.36081311,1.0,500.0,618.005,229.85,1.0,1.0,2110.36081311,5.43914e-20,323084.333192,2110.36081311,299.999969474,323084.333192,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1970.65,2122.71,2084.6924958,1.0,500.0,624.505,226.73,1.0,1.0,2084.6924958,5.4346e-20,416472.91937,2084.6924958,400.0,416472.91937,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1999.86,2135.86,2188.48861601,1.0,500.0,630.071,238.28,1.0,1.0,2188.48861601,5.43187e-20,425718.559079,2188.48861601,500.000006643,425718.559079,1.0,0.002,0.002,100
0.7,,2,500,0.01,1855.42,2092.7,2092.6998024,1.0,500.0,569.139,227.83,1.0,1.0,2092.6998024,3.50449e-18,327191.389734,2092.6998024,100.0,327191.389734,1.0,0.01,0.01,100
0.7,,2,500,0.005,1946.1,2135.49,2178.28407321,1.0,500.0,583.851,236.62,1.0,1.0,2178.28407321,2.1793e-19,357759.788794,2178.28407321,200.000000102,357759.788794,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1967.47,2122.11,2095.33979735,1.0,500.0,620.753,228.34,1.0,1.0,2095.33979735,5.43914e-20,477944.194635,2095.33979735,299.999969474,477944.194635,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1998.05,2131.97,2161.57571786,1.0,500.0,646.906,235.29,1.0,1.0,2161.57571786,5.4346e-20,521997.918628,2161.57571786,400.0,521997.918628,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,2022.76,2148.5,2214.62205696,1.0,500.0,661.246,241.33,1.0,1.0,2214.62205696,5.43187e-20,511936.519309,2214.62205696,500.000006643,511936.519309,1.0,0.002,0.002,100
0.7,,2,500,0.01,1877.38,2164.72,2164.7206683,1.0,500.0,576.422,235.45,1.0,1.0,2164.7206683,3.50449e-18,335618.380452,2164.7206683,100.0,335618.380452,1.0,0.01,0.01,100
0.7,,2,500,0.005,1926.51,2141.94,2119.14951965,1.0,500.0,632.124,230.75,1.0,1.0,2119.14951965,2.1793e-19,470566.965859,2119.14951965,200.000000102,470566.965859,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1998.75,2174.64,2240.06387845,1.0,500.0,621.44,243.68,1.0,1.0,2240.06387845,5.43914e-20,356545.416903,2240.06387845,299.999969474,356545.416903,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,2013.51,2165.84,2139.41383183,1.0,500.0,600.616,232.82,1.0,1.0,2139.41383183,5.4346e-20,286327.093461,2139.41383183,400.0,286327.093461,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,2003.5,2139.75,2035.39767709,1.0,500.0,592.703,221.7,1.0,1.0,2035.39767709,5.43187e-20,302945.178846,2035.39767709,500.000006643,302945.178846,1.0,0.002,0.002,100
0.7,,2,500,0.01,1922.76,2172.69,2172.68956016,1.0,500.0,553.303,236.56,1.0,1.0,2172.68956016,3.50449e-18,309237.029578,2172.68956016,100.0,309237.029578,1.0,0.01,0.01,100
0.7,,2,500,0.005,1907.32,2122.14,2071.59241038,1.0,500.0,619.445,225.74,1.0,1.0,2071.59241038,2.1793e-19,460776.672135,2071.59241038,200.000000102,460776.672135,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1951.28,2127.72,2138.87370703,1.0,500.0,610.701,232.58,1.0,1.0,2138.87370703,5.43914e-20,354805.496775,2138.87370703,299.999969474,354805.496775,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1977.02,2129.83,2136.14785784,1.0,500.0,607.064,232.64,1.0,1.0,2136.14785784,5.4346e-20,358774.524287,2136.14785784,400.0,358774.524287,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1989.23,2125.9,2110.2062862,1.0,500.0,608.315,229.8,1.0,1.0,2110.2062862,5.43187e-20,379613.964193,2110.2062862,500.000006643,379613.964193,1.0,0.002,0.002,100
0.7,,2,500,0.01,1887.39,2145.62,2145.61828963,1.0,500.0,638.448,233.54,1.0,1.0,2145.61828963,3.50449e-18,411732.693868,2145.61828963,100.0,411732.693868,1.0,0.01,0.01,100
0.7,,2,500,0.005,1909.66,2092.25,2038.89110632,1.0,500.0,607.514,222.23,1.0,1.0,2038.89110632,2.1793e-19,328118.246976,2038.89110632,200.000000102,328118.246976,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1936.51,2097.09,2106.765213,1.0,500.0,640.294,229.54,1.0,1.0,2106.765213,5.43914e-20,496606.793605,2106.765213,299.999969474,496606.793605,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1960.88,2113.73,2163.6381845,1.0,500.0,650.744,235.51,1.0,1.0,2163.6381845,5.4346e-20,465275.415717,2163.6381845,400.0,465275.415717,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1970.85,2107.56,2082.88770267,1.0,500.0,650.781,226.96,1.0,1.0,2082.88770267,5.43187e-20,427217.941006,2082.88770267,500.000006643,427217.941006,1.0,0.002,0.002,100
0.7,,2,500,0.01,1704.6,1945.33,1945.32963787,1.0,500.0,579.222,212.6,1.0,1.0,1945.32963787,3.50449e-18,338887.165396,1945.32963787,100.0,338887.165396,1.0,0.01,0.01,100
0.7,,2,500,0.005,1855.3,2042.91,2140.49774096,1.0,500.0,612.256,232.94,1.0,1.0,2140.49774096,2.1793e-19,399161.931838,2140.49774096,200.000000102,399161.931838,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1918.47,2094.58,2197.90214334,1.0,500.0,652.693,239.26,1.0,1.0,2197.90214334,5.43914e-20,517469.746699,2197.90214334,299.999969474,517469.746699,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1932.92,2085.43,2057.98738706,1.0,500.0,632.427,224.41,1.0,1.0,2057.98738706,5.4346e-20,324069.661315,2057.98738706,400.0,324069.661315,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1952.99,2089.4,2105.26979373,1.0,500.0,637.187,229.33,1.0,1.0,2105.26979373,5.43187e-20,434206.197787,2105.26979373,500.000006643,434206.197787,1.0,0.002,0.002,100
0.7,,2,500,0.01,1905.56,2183.79,2183.78841068,1.0,500.0,718.376,237.6,1.0,1.0,2183.78841068,3.50449e-18,521277.149856,2183.78841068,100.0,521277.149856,1.0,0.01,0.01,100
0.7,,2,500,0.005,1966.88,2163.61,2143.43762792,1.0,500.0,649.961,233.32,1.0,1.0,2143.43762792,2.1793e-19,331334.169127,2143.43762792,200.000000102,331334.169127,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1969.22,2129.85,2062.33716414,1.0,500.0,623.572,224.53,1.0,1.0,2062.33716414,5.43914e-20,317970.423468,2062.33716414,299.999969474,317970.423468,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1967.59,2106.7,2037.24160116,1.0,500.0,617.089,222.25,1.0,1.0,2037.24160116,5.4346e-20,353769.883247,2037.24160116,400.0,353769.883247,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1983.32,2107.74,2111.9151725,1.0,500.0,603.561,229.86,1.0,1.0,2111.9151725,5.43187e-20,301224.850714,2111.9151725,500.000006643,301224.850714,1.0,0.002,0.002,100
0.7,,2,500,0.01,1902.65,2186.12,2186.12318548,1.0,500.0,662.198,238.31,1.0,1.0,2186.12318548,3.50449e-18,442935.544589,2186.12318548,100.0,442935.544589,1.0,0.01,0.01,100
0.7,,2,500,0.005,2000.11,2200.56,2214.99167718,1.0,500.0,647.908,241.13,1.0,1.0,2214.99167718,2.1793e-19,404694.182407,2214.99167718,200.000000102,404694.182407,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,2040.93,2215.39,2245.06821798,1.0,500.0,647.878,244.24,1.0,1.0,2245.06821798,5.43914e-20,422572.967961,2245.06821798,299.999969474,422572.967961,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,2044.34,2195.43,2135.53922459,1.0,500.0,632.961,232.22,1.0,1.0,2135.53922459,5.4346e-20,341955.286074,2135.53922459,400.0,341955.286074,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,2053.61,2188.75,2162.00450196,1.0,500.0,622.878,235.55,1.0,1.0,2162.00450196,5.43187e-20,339831.039513,2162.00450196,500.000006643,339831.039513,1.0,0.002,0.002,100
0.7,,2,500,0.01,1861.39,2135.93,2135.9312014,1.0,500.0,610.381,232.35,1.0,1.0,2135.9312014,3.50449e-18,376327.722274,2135.9312014,100.0,376327.722274,1.0,0.01,0.01,100
0.7,,2,500,0.005,1987.5,2202.09,2268.25077788,1.0,500.0,619.731,246.72,1.0,1.0,2268.25077788,2.1793e-19,390721.325319,2268.25077788,200.000000102,390721.325319,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,2020.79,2196.0,2183.83006159,1.0,500.0,612.034,237.66,1.0,1.0,2183.83006159,5.43914e-20,358992.869995,2183.83006159,299.999969474,358992.869995,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,2032.8,2185.11,2152.42413074,1.0,500.0,617.371,234.5,1.0,1.0,2152.42413074,5.4346e-20,403441.448794,2152.42413074,400.0,403441.448794,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,2050.86,2187.09,2195.0341681,1.0,500.0,627.878,238.85,1.0,1.0,2195.0341681,5.43187e-20,450996.497918,2195.0341681,500.000006643,450996.497918,1.0,0.002,0.002,100
0.7,,2,500,0.01,1799.84,2059.19,2059.18694471,1.0,500.0,583.731,224.36,1.0,1.0,2059.18694471,3.50449e-18,344183.896033,2059.18694471,100.0,344183.896033,1.0,0.01,0.01,100
0.7,,2,500,0.005,1925.41,2114.32,2169.44852373,1.0,500.0,626.859,236.0,1.0,1.0,2169.44852373,2.1793e-19,443519.724908,2169.44852373,200.000000102,443519.724908,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1957.81,2112.05,2107.52693131,1.0,500.0,623.956,229.46,1.0,1.0,2107.52693131,5.43914e-20,385884.472111,2107.52693131,299.999969474,385884.472111,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,2005.24,2138.81,2219.09279325,1.0,500.0,635.274,241.71,1.0,1.0,2219.09279325,5.4346e-20,442159.421732,2219.09279325,400.0,442159.421732,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,2016.1,2152.76,2208.56586397,1.0,500.0,642.0,240.41,1.0,1.0,2208.56586397,5.43187e-20,447104.879252,2208.56586397,500.000006643,447104.879252,1.0,0.002,0.002,100
0.7,,2,500,0.01,1828.09,2075.84,2075.84167228,1.0,500.0,608.077,226.4,1.0,1.0,2075.84167228,3.50449e-18,373492.478201,2075.84167228,100.0,373492.478201,1.0,0.01,0.01,100
0.7,,2,500,0.005,1921.91,2111.88,2147.9090184,1.0,500.0,630.935,233.83,1.0,1.0,2147.9090184,2.1793e-19,428083.488698,2147.9090184,200.000000102,428083.488698,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1962.93,2118.04,2130.37469653,1.0,500.0,617.617,231.91,1.0,1.0,2130.37469653,5.43914e-20,351483.040522,2130.37469653,299.999969474,351483.040522,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1976.35,2110.67,2088.57369845,1.0,500.0,610.459,227.3,1.0,1.0,2088.57369845,5.4346e-20,349129.908448,2088.57369845,400.0,349129.908448,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1999.93,2135.75,2236.0324092,1.0,500.0,634.579,243.31,1.0,1.0,2236.0324092,5.43187e-20,515390.387076,2236.0324092,500.000006643,515390.387076,1.0,0.002,0.002,100
0.7,,2,500,0.01,1891.09,2133.5,2133.50263478,1.0,500.0,585.591,232.05,1.0,1.0,2133.50263478,3.50449e-18,346381.207747,2133.50263478,100.0,346381.207747,1.0,0.01,0.01,100
0.7,,2,500,0.005,1930.79,2110.79,2088.07007376,1.0,500.0,584.481,227.24,1.0,1.0,2088.07007376,2.1793e-19,342713.818025,2088.07007376,200.000000102,342713.818025,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1968.86,2115.83,2125.90393607,1.0,500.0,592.065,231.47,1.0,1.0,2125.90393607,5.43914e-20,371954.740519,2125.90393607,299.999969474,371954.740519,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1980.53,2107.81,2083.74867382,1.0,500.0,589.006,226.65,1.0,1.0,2083.74867382,5.4346e-20,338702.295035,2083.74867382,400.0,338702.295035,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1985.78,2099.62,2066.86970433,1.0,500.0,591.265,225.28,1.0,1.0,2066.86970433,5.43187e-20,362547.487555,2066.86970433,500.000006643,362547.487555,1.0,0.002,0.002,100
0.7,,2,500,0.01,1827.84,2132.58,2132.57650812,1.0,500.0,580.194,232.37,1.0,1.0,2132.57650812,3.50449e-18,340025.392391,2132.57650812,100.0,340025.392391,1.0,0.01,0.01,100
0.7,,2,500,0.005,1907.66,2123.14,2113.70686714,1.0,500.0,614.606,230.52,1.0,1.0,2113.70686714,2.1793e-19,422906.494999,2113.70686714,200.000000102,422906.494999,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1958.04,2133.98,2155.65273111,1.0,500.0,645.556,234.9,1.0,1.0,2155.65273111,5.43914e-20,499032.880128,2155.65273111,299.999969474,499032.880128,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1947.32,2099.69,1996.80986872,1.0,500.0,627.32,217.65,1.0,1.0,1996.80986872,5.4346e-20,312908.969644,1996.80986872,400.0,312908.969644,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1952.59,2089.28,2047.63808489,1.0,500.0,623.538,223.23,1.0,1.0,2047.63808489,5.43187e-20,371428.846685,2047.63808489,500.000006643,371428.846685,1.0,0.002,0.002,100
0.7,,2,500,0.01,1864.14,2152.73,2152.73470751,1.0,500.0,646.119,234.44,1.0,1.0,2152.73470751,3.50449e-18,421686.599706,2152.73470751,100.0,421686.599706,1.0,0.01,0.01,100
0.7,,2,500,0.005,1911.59,2115.66,2078.57647948,1.0,500.0,645.92,226.72,1.0,1.0,2078.57647948,2.1793e-19,418388.857545,2078.57647948,200.000000102,418388.857545,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1968.43,2136.56,2178.36274744,1.0,500.0,646.614,236.9,1.0,1.0,2178.36274744,5.43914e-20,421498.018413,2178.36274744,299.999969474,421498.018413,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1974.42,2127.03,2098.44447265,1.0,500.0,631.269,228.41,1.0,1.0,2098.44447265,5.4346e-20,342001.810335,2098.44447265,400.0,342001.810335,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1977.27,2113.77,2060.71549053,1.0,500.0,631.645,224.88,1.0,1.0,2060.71549053,5.43187e-20,401371.454257,2060.71549053,500.000006643,401371.454257,1.0,0.002,0.002,100
0.7,,2,500,0.01,2011.22,2267.61,2267.60971688,1.0,500.0,589.804,246.2,1.0,1.0,2267.60971688,3.50449e-18,351382.05908,2267.60971688,100.0,351382.05908,1.0,0.01,0.01,100
0.7,,2,500,0.005,1943.06,2126.06,1984.50840265,1.0,500.0,587.599,216.35,1.0,1.0,1984.50840265,2.1793e-19,305659.711878,1984.50840265,200.000000102,305659.711878,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1956.32,2105.74,2065.10359705,1.0,500.0,568.6,225.02,1.0,1.0,2065.10359705,5.43914e-20,279691.65816,2065.10359705,299.999969474,279691.65816,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1991.53,2124.21,2179.61082875,1.0,500.0,595.415,236.9,1.0,1.0,2179.61082875,5.4346e-20,448551.398777,2179.61082875,400.0,448551.398777,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,2001.29,2119.96,2102.95568637,1.0,500.0,606.952,229.02,1.0,1.0,2102.95568637,5.43187e-20,427795.63313,2102.95568637,500.000006643,427795.63313,1.0,0.002,0.002,100
0.7,,2,500,0.01,1883.46,2141.94,2141.94126601,1.0,500.0,656.015,233.2,1.0,1.0,2141.94126601,3.50449e-18,434702.029208,2141.94126601,100.0,434702.029208,1.0,0.01,0.01,100
0.7,,2,500,0.005,1973.32,2169.84,2197.74154796,1.0,500.0,634.546,239.09,1.0,1.0,2197.74154796,2.1793e-19,377157.040402,2197.74154796,200.000000102,377157.040402,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,2019.49,2182.93,2209.10575629,1.0,500.0,665.545,240.31,1.0,1.0,2209.10575629,5.43914e-20,527804.064687,2209.10575629,299.999969474,527804.064687,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,2015.03,2156.58,2077.51767587,1.0,500.0,648.828,226.5,1.0,1.0,2077.51767587,5.4346e-20,350230.592533,2077.51767587,400.0,350230.592533,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,2026.8,2153.4,2140.7160706,1.0,500.0,635.916,232.91,1.0,1.0,2140.7160706,5.43187e-20,341244.649141,2140.7160706,500.000006643,341244.649141,1.0,0.002,0.002,100
0.7,,2,500,0.01,1725.49,2022.58,2022.58131128,1.0,500.0,623.392,220.72,1.0,1.0,2022.58131128,3.50449e-18,392543.197148,2022.58131128,100.0,392543.197148,1.0,0.01,0.01,100
0.7,,2,500,0.005,1847.33,2062.27,2101.95156794,1.0,500.0,661.471,229.17,1.0,1.0,2101.95156794,2.1793e-19,488201.788133,2101.95156794,200.000000102,488201.788133,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1909.82,2085.32,2131.42234972,1.0,500.0,639.977,232.28,1.0,1.0,2131.42234972,5.43914e-20,353974.253653,2131.42234972,299.999969474,353974.253653,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1954.82,2106.8,2171.25378486,1.0,500.0,632.943,236.38,1.0,1.0,2171.25378486,5.4346e-20,371935.949996,2171.25378486,400.0,371935.949996,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1979.85,2115.79,2151.75326394,1.0,500.0,629.595,234.13,1.0,1.0,2151.75326394,5.43187e-20,381686.471498,2151.75326394,500.000006643,381686.471498,1.0,0.002,0.002,100
0.7,,2,500,0.01,1841.75,2139.12,2139.12259004,1.0,500.0,538.085,232.48,1.0,1.0,2139.12259004,3.50449e-18,292460.105375,2139.12259004,100.0,292460.105375,1.0,0.01,0.01,100
0.7,,2,500,0.005,1992.8,2203.07,2267.02684294,1.0,500.0,620.175,246.43,1.0,1.0,2267.02684294,2.1793e-19,476281.168927,2267.02684294,200.000000102,476281.168927,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1983.81,2155.5,2060.3478983,1.0,500.0,610.779,224.4,1.0,1.0,2060.3478983,5.43914e-20,339737.778964,2060.3478983,299.999969474,339737.778964,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,2003.05,2151.73,2140.43054757,1.0,500.0,600.264,232.92,1.0,1.0,2140.43054757,5.4346e-20,325193.619462,2140.43054757,400.0,325193.619462,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,2005.35,2138.34,2084.75537868,1.0,500.0,599.294,227.38,1.0,1.0,2084.75537868,5.43187e-20,354453.829042,2084.75537868,500.000006643,354453.829042,1.0,0.002,0.002,100
0.7,,2,500,0.01,1853.12,2124.23,2124.22667629,1.0,500.0,610.572,231.15,1.0,1.0,2124.22667629,3.50449e-18,376563.612128,2124.22667629,100.0,376563.612128,1.0,0.01,0.01,100
0.7,,2,500,0.005,1920.24,2111.94,2099.65419915,1.0,500.0,606.145,228.65,1.0,1.0,2099.65419915,2.1793e-19,365376.59647,2099.65419915,200.000000102,365376.59647,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1933.15,2089.67,2045.13374061,1.0,500.0,585.7,223.08,1.0,1.0,2045.13374061,5.43914e-20,294277.544099,2045.13374061,299.999969474,294277.544099,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1932.28,2084.17,2067.64836663,1.0,500.0,604.116,225.13,1.0,1.0,2067.64836663,5.4346e-20,434675.223016,2067.64836663,400.0,434675.223016,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1962.34,2098.19,2154.29118605,1.0,500.0,599.105,234.57,1.0,1.0,2154.29118605,5.43187e-20,334218.354541,2154.29118605,500.000006643,334218.354541,1.0,0.002,0.002,100
0.7,,2,500,0.01,1809.39,2052.91,2052.9074768,1.0,500.0,569.435,223.79,1.0,1.0,2052.9074768,3.50449e-18,327531.888996,2052.9074768,100.0,327531.888996,1.0,0.01,0.01,100
0.7,,2,500,0.005,1950.44,2158.04,2263.16927839,1.0,500.0,640.738,246.13,1.0,1.0,2263.16927839,2.1793e-19,479524.885375,2263.16927839,200.000000102,479524.885375,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1954.37,2123.88,2055.55461098,1.0,500.0,620.496,224.08,1.0,1.0,2055.55461098,5.43914e-20,330255.901166,2055.55461098,299.999969474,330255.901166,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1980.95,2131.14,2152.9396902,1.0,500.0,642.59,234.37,1.0,1.0,2152.9396902,5.4346e-20,501019.805205,2152.9396902,400.0,501019.805205,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1994.43,2128.77,2119.26934885,1.0,500.0,630.05,230.87,1.0,1.0,2119.26934885,5.43187e-20,336373.723328,2119.26934885,500.000006643,336373.723328,1.0,0.002,0.002,100
0.7,,2,500,0.01,1855.74,2146.59,2146.58755436,1.0,500.0,663.787,233.61,1.0,1.0,2146.58755436,3.50449e-18,445063.942461,2146.58755436,100.0,445063.942461,1.0,0.01,0.01,100
0.7,,2,500,0.005,1870.82,2080.17,2013.75086091,1.0,500.0,633.878,219.44,1.0,1.0,2013.75086091,2.1793e-19,357742.889405,2013.75086091,200.000000102,357742.889405,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1912.16,2088.25,2104.40392705,1.0,500.0,639.297,228.89,1.0,1.0,2104.40392705,5.43914e-20,426372.045809,2104.40392705,299.999969474,426372.045809,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1960.12,2112.62,2185.73836959,1.0,500.0,645.908,237.64,1.0,1.0,2185.73836959,5.4346e-20,439959.511747,2185.73836959,400.0,439959.511747,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1991.81,2128.2,2190.53290299,1.0,500.0,665.102,238.85,1.0,1.0,2190.53290299,5.43187e-20,543594.89684,2190.53290299,500.000006643,543594.89684,1.0,0.002,0.002,100
0.7,,2,500,0.01,1926.03,2177.47,2177.46942375,1.0,500.0,580.142,236.84,1.0,1.0,2177.46942375,3.50449e-18,339964.929186,2177.46942375,100.0,339964.929186,1.0,0.01,0.01,100
0.7,,2,500,0.005,1949.6,2153.39,2129.31030207,1.0,500.0,635.414,232.24,1.0,1.0,2129.31030207,2.1793e-19,474523.416155,2129.31030207,200.000000102,474523.416155,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1967.36,2133.76,2094.49769776,1.0,500.0,613.536,228.28,1.0,1.0,2094.49769776,5.43914e-20,322690.874202,2094.49769776,299.999969474,322690.874202,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1998.84,2142.95,2170.50901424,1.0,500.0,625.17,236.27,1.0,1.0,2170.50901424,5.4346e-20,437433.471699,2170.50901424,400.0,437433.471699,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,2007.5,2136.39,2110.17912759,1.0,500.0,626.901,229.76,1.0,1.0,2110.17912759,5.43187e-20,404864.968102,2110.17912759,500.000006643,404864.968102,1.0,0.002,0.002,100
0.7,,2,500,0.01,1758.12,2016.62,2016.61632859,1.0,500.0,564.643,219.82,1.0,1.0,2016.61632859,3.50449e-18,322042.521397,2016.61632859,100.0,322042.521397,1.0,0.01,0.01,100
0.7,,2,500,0.005,1894.37,2100.14,2183.65668681,1.0,500.0,586.822,237.55,1.0,1.0,2183.65668681,2.1793e-19,359541.870613,2183.65668681,200.000000102,359541.870613,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1953.48,2121.49,2164.20612089,1.0,500.0,603.267,235.78,1.0,1.0,2164.20612089,5.43914e-20,404380.004814,2164.20612089,299.999969474,404380.004814,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1981.11,2133.63,2170.04115571,1.0,500.0,620.491,236.46,1.0,1.0,2170.04115571,5.4346e-20,450984.242985,2170.04115571,400.0,450984.242985,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1988.78,2125.19,2091.43329428,1.0,500.0,626.61,227.82,1.0,1.0,2091.43329428,5.43187e-20,425999.681612,2091.43329428,500.000006643,425999.681612,1.0,0.002,0.002,100
