Weights,TimeElapsed,ReturnStepMaxmin,MinD2w0t,Iteration,EpRewMean,MeanIW,EmpiricalD2,MinIW,EpLenMean,TimestepsSoFar,J_sample_variance,StdD2w0t,MeanD2w0t,ReturnMeanIW,InitialReturnMax,EntropyCoefficient,MaxD2w0t,MeanEntropy,InitialReturnMean,MaxIW,ReturnStepMax,InitialReturnStd,InitialBound,EpisodesSoFar,StdIW,Bound,InitialReturnMin,EpThisIter
[-0.911 -0.507 -0.016 -0.488 -0.909],17080.069654226303,,1.0000169,247,-22.28586008529067,0.8601789,1804.5203,7.139953e-05,500.0,6899589,96.93885,454.8597,238.27586,-10.529942,28.557575,,4565.986,0.50749445,-11.602911,103.71961,1.0,7.4942594,-12.145214,24700,3.2644362,-11.454859,-28.601568,100
[-0.929 -0.5   -0.01  -0.492 -0.911],17250.142651081085,99.0,,248,-24.833394789380847,1.9290771,440.24286,0.00029532143,498.55,6949444,39.55017,115.324036,69.99935,-10.4446535,0.99505556,,1217.8365,0.51001436,-11.647428,862.366,100.0,5.057111,-12.251721,24800,22.749113,-11.32016,-23.938023,100
[-0.928 -0.492 -0.006 -0.497 -0.909],17410.991949558258,99.0,,249,-36.633480047766085,1.1219246,12.871294,0.0050833244,470.93,6996537,53.18194,3.6964219,4.42103,-10.689933,7.1369405,,21.209461,0.51027256,-11.409382,22.923904,100.0,8.087701,-12.300819,24900,1.8020787,-11.710182,-38.948486,100
[-0.929 -0.497 -0.005 -0.493 -0.909],17583.39807701111,99.0,,250,-29.808285815289242,1.1311132,30896.598,2.1514309e-06,490.13,7045550,1684.8274,12375.693,2942.0625,-7.1600747,7.988757,,364889.62,0.5127694,-12.19701,158.63063,100.0,6.358603,-12.922364,25000,6.639783,-9.175444,-33.062386,100
[-0.908 -0.51  -0.011 -0.499 -0.906],17749.93414902687,99.0,,251,-29.492510508520127,0.66493,1870.7484,6.3488194e-05,490.67,7094617,46.931774,757.5044,212.57024,-10.460702,0.79825336,,12184.418,0.51416045,-12.152268,35.305904,100.0,6.679777,-12.869937,25100,1.4433236,-11.590206,-52.565224,100
[-0.907 -0.516 -0.021 -0.5   -0.905],17917.714403152466,99.0,,252,-23.895308911500884,0.58616936,813.3123,4.2016592e-05,493.04,7143921,90.03535,347.64026,110.53408,-9.964033,11.4577,,9487.65,0.5134277,-11.578385,21.318638,100.0,7.0503216,-12.159854,25200,0.95723224,-10.862416,-38.97515,100
[-0.904 -0.517 -0.013 -0.493 -0.906],18089.605174541473,,1.0000012,253,-20.848600156250424,0.5440375,4607.3794,3.4995214e-06,500.0,7193921,77.31432,1166.1725,519.8344,-9.00148,14.304591,,26498.49,0.5141407,-11.338923,31.368841,1.0,6.4394884,-11.846251,25300,1.2745963,-10.048319,-25.040073,100
[-0.898 -0.517 -0.015 -0.506 -0.905],18260.919813632965,99.0,,254,-32.21441661712461,0.8401181,45.61266,0.0007604914,476.06,7241527,87.754486,16.434181,10.741101,-10.817397,11.486617,,161.69965,0.5161714,-11.564493,19.64149,100.0,8.609184,-12.348397,25400,1.2939161,-11.77862,-50.691597,100
[-0.899 -0.521 -0.008 -0.503 -0.903],18427.57436656952,99.0,,255,-21.987530927264324,0.9999972,1.0,0.9998435,494.67,7290994,52.1428,0.10269811,0.98934,-10.517212,16.937801,,1.0,0.5161714,-10.517226,1.0001639,100.0,7.1848807,-11.05227,25500,4.0302923e-05,-11.052256,-36.04013,100
[-0.899 -0.521 -0.008 -0.503 -0.903],18590.438698768616,99.0,,256,-20.61899151187426,0.99999744,1.0,0.9998642,491.44,7340138,35.7512,0.12971093,0.98288,-10.658146,4.703452,,1.0,0.5161714,-10.658154,1.000113,100.0,5.9492626,-11.159894,25600,2.9082992e-05,-11.159887,-22.796492,100
[-0.899 -0.521 -0.008 -0.503 -0.903],18753.01556801796,99.0,,257,-26.604859628423075,0.97417545,1.3025882,0.25959557,487.93,7388931,48.449738,0.19755192,1.1133598,-11.231063,8.728241,,1.3630273,0.51610935,-11.322497,3.200625,100.0,7.1102567,-11.969899,25700,0.40176195,-11.88538,-37.820038,100
[-0.899 -0.522 -0.009 -0.502 -0.903],18920.05386519432,99.0,,258,-23.161203439141012,0.9731823,7543.7173,7.9384345e-06,489.86,7437917,272.83557,3772.9053,607.0849,-8.802446,13.957851,,161372.45,0.5075693,-10.9508095,80.67233,100.0,7.6004696,-11.514413,25800,2.9028797,-9.747362,-36.83065,100
[-8.830e-01 -5.259e-01  7.900e-04 -5.098e-01 -9.114e-01],19080.70685815811,99.0,,259,-35.99630591434098,0.7994149,2657.755,3.6830186e-06,462.8,7484197,85.3104,931.827,327.8774,-10.383735,8.314013,,15584.183,0.4903118,-13.988839,76.02856,100.0,9.007742,-14.864768,25900,2.415388,-12.017227,-50.128994,100
[-0.899 -0.543  0.009 -0.528 -0.929],19240.221202611923,99.0,,260,-32.92047762301578,0.9624888,3.8881426,0.014487923,467.24,7530921,48.39586,1.0515544,1.9926772,-10.3908205,5.6352844,,6.0911694,0.4899905,-11.322894,10.096662,100.0,7.172455,-12.12398,26000,0.90419567,-11.249217,-36.09144,100
[-0.9   -0.547  0.011 -0.526 -0.929],19402.31645321846,99.0,,261,-26.867205142808874,0.68459827,758.8778,0.00026629152,479.17,7578838,55.75892,242.76443,108.34294,-9.453894,3.0316577,,5001.2,0.49577302,-11.395229,25.530344,100.0,7.086732,-12.049014,26100,1.4194667,-10.452698,-32.603516,100
[-0.911 -0.536  0.016 -0.515 -0.923],19571.85578083992,99.0,,262,-24.17252774440635,0.89777935,4.681597,0.014344419,496.15,7628453,38.87037,1.2629097,2.3034048,-11.595721,7.097916,,8.176744,0.49601406,-11.8567295,15.796306,100.0,6.327025,-12.444942,26200,0.92665064,-12.226786,-30.604445,100
[-0.909 -0.54   0.02  -0.514 -0.923],19739.2278778553,99.0,,263,-24.047430652535535,0.6456507,61975.12,1.1013287e-06,491.84,7677637,826.4285,14878.414,5188.0254,-6.6675906,11.862371,,304900.25,0.49127203,-11.1247425,43.272736,100.0,7.4067984,-11.709911,26300,2.0752184,-8.574448,-36.804794,100
[-0.919 -0.536  0.029 -0.524 -0.928],19888.395483732224,99.0,,264,-40.747064178151945,1.0183668,1905.3241,1.6583554e-05,451.05,7722742,112.47676,830.7465,209.83163,-10.141736,12.101327,,28437.11,0.4864101,-13.3226795,164.62885,100.0,10.027993,-14.314217,26400,3.9311833,-11.666311,-52.247593,100
[-0.935 -0.521  0.023 -0.522 -0.932],20035.551642656326,99.0,,265,-43.87758017477402,0.92500424,32.997692,0.00089476665,446.78,7767420,67.10979,9.889125,8.243285,-12.850974,7.012567,,67.838356,0.4865674,-15.0164,25.360847,100.0,10.739703,-16.084114,26500,1.409583,-14.129652,-52.28721,100
[-0.934 -0.527  0.019 -0.518 -0.932],20204.583119392395,99.0,,266,-26.955197454461448,0.829215,451.06067,3.5251243e-05,488.28,7816248,85.56343,152.77255,70.33542,-10.326409,9.698075,,2365.196,0.4859028,-11.95468,42.21127,100.0,8.124735,-12.610606,26600,2.0121167,-11.302399,-54.506332,100
[-0.931 -0.531  0.012 -0.527 -0.933],20366.771550655365,99.0,,267,-40.17172042479195,0.62427205,274.43695,4.893735e-05,457.82,7862030,105.42252,84.00087,46.23916,-10.325733,8.6219425,,854.31415,0.4807804,-13.307782,14.913426,100.0,10.53221,-14.285318,26700,0.96057874,-11.703008,-52.754295,100
[-0.941 -0.531  0.011 -0.518 -0.938],20534.234003305435,99.0,,268,-25.6832918728417,0.87413555,14.496159,0.0032326372,494.95,7911525,59.516518,4.1066074,4.770657,-11.228862,12.480485,,30.011555,0.47576183,-11.874487,18.906542,100.0,6.6435266,-12.499463,26800,1.187887,-11.931122,-25.411955,100
[-0.933 -0.515  0.012 -0.507 -0.943],20704.272955179214,99.0,,269,-27.01700897827806,0.95361936,2871.495,2.5053436e-05,490.95,7960620,206.34839,1299.5873,329.3441,-10.3599615,9.02362,,38814.32,0.47810608,-12.096421,87.53433,100.0,7.141826,-12.75385,26900,3.395304,-11.562302,-29.770407,100
[-0.931 -0.516  0.021 -0.499 -0.941],20879.017288923264,99.0,,270,-24.302489435966976,1.0,1.0,1.0,497.46,8010366,33.08024,0.07109632,0.99492,-12.072621,2.4854636,,1.0,0.47810608,-12.072622,1.0,100.0,5.722712,-12.663997,27000,,-12.663997,-29.743687,100
[-0.931 -0.516  0.021 -0.499 -0.941],21044.628209352493,99.0,,271,-25.308761442641103,0.73555845,331.1117,8.917879e-05,495.34,8059900,96.04552,125.638504,49.748886,-9.624999,7.674228,,1491.3456,0.475581,-10.627214,24.273006,100.0,6.951917,-11.243077,27100,1.2853012,-10.458493,-24.389091,100
[-0.929 -0.518  0.012 -0.499 -0.943],21213.947372198105,,1.001535,272,-24.65447181302932,0.9050281,2730.0696,1.743817e-05,500.0,8109900,93.16998,981.0848,293.4141,-10.954481,14.875654,,13948.697,0.47607395,-12.289041,114.734955,1.0,7.586399,-12.888982,27200,3.3690224,-11.916475,-37.555267,100
[-0.929 -0.516  0.022 -0.503 -0.943],21382.066992998123,99.0,,273,-26.77332480884388,1.1174624,35506.79,4.0280665e-06,497.4,8159640,438.64398,16341.228,3161.4182,-8.032824,10.522014,,497871.97,0.48773023,-12.336757,352.703,100.0,6.323154,-12.988257,27300,9.05093,-9.754608,-27.518166,100
[-0.915 -0.538  0.027 -0.52  -0.931],21547.873286247253,99.0,,274,-32.17395306212737,0.65532196,303.3358,0.0005936466,476.82,8207322,100.30961,98.83068,47.9021,-10.235726,15.9314,,907.0295,0.4886915,-11.656737,18.454021,100.0,9.639358,-12.439656,27400,0.9124673,-11.302662,-48.772934,100
[-0.918 -0.542  0.02  -0.515 -0.93 ],21717.40510201454,99.0,,275,-23.773054801584372,0.5570733,1998.8851,5.2426735e-06,495.73,8256895,74.12496,689.37317,261.1981,-8.961955,7.028284,,14084.95,0.48844835,-11.393929,71.895226,100.0,6.9610496,-11.972419,27500,1.5431399,-10.016654,-32.591366,100
[-0.915 -0.538  0.014 -0.523 -0.931],21874.729917764664,99.0,,276,-29.541288248336315,0.80645436,20628.686,1.3808673e-06,474.97,8304392,544.9511,9365.245,1696.5719,-8.45175,6.8306956,,246387.66,0.488042,-12.132678,145.41522,100.0,8.914852,-12.851534,27600,2.873857,-9.986349,-51.813965,100
[-0.928 -0.543  0.003 -0.52  -0.931],22047.50371146202,99.0,,277,-19.413600279667715,0.7696918,70.414185,0.0010666344,493.11,8353703,60.568596,21.206978,15.408795,-10.079995,9.416064,,201.43536,0.48820034,-11.106268,23.944515,100.0,7.3248844,-11.578678,27700,1.133862,-10.668008,-48.858494,100
[-0.925 -0.546 -0.003 -0.515 -0.931],22217.568341732025,,0.99999994,278,-23.148509281619045,0.5898754,24836.182,7.324773e-08,500.0,8403703,99.87796,7238.551,2340.055,-8.360509,12.023848,,113148.62,0.48811904,-11.285234,52.899483,1.0,7.3002343,-11.848529,27800,1.8838763,-9.812209,-34.695866,100
[-0.935 -0.547  0.006 -0.526 -0.931],22381.01717019081,99.0,,279,-27.27226740846964,1.0881289,54.65339,0.00090167305,488.5,8452553,49.594612,15.332538,12.51198,-11.738798,9.020535,,102.480255,0.4877737,-12.252595,102.40996,100.0,7.4983363,-12.916236,27900,2.5535233,-12.547058,-47.57655,100
[-9.342e-01 -5.510e-01  8.929e-04 -5.207e-01 -9.312e-01],22548.44696521759,,1.0004437,280,-21.03205278104989,0.77012,1299.62,6.0175887e-05,500.0,8502553,32.889626,455.13327,181.6738,-10.472141,11.414561,,7704.6055,0.50243646,-11.761003,33.781506,1.0,6.481451,-12.272795,28000,1.7621826,-11.337722,-35.553616,100
[-0.922 -0.554 -0.005 -0.528 -0.917],22708.371068954468,99.0,,281,-26.457763775995144,0.9508617,419.85654,8.333849e-05,483.73,8550926,61.740135,163.58015,57.1805,-10.849075,8.081964,,2313.1677,0.5039695,-12.237308,49.910343,100.0,7.7053757,-12.881129,28100,2.2636232,-11.712422,-44.31427,100
[-0.923 -0.554 -0.015 -0.525 -0.915],22877.244901180267,99.0,,282,-18.411638318895342,0.6071998,1904.7845,3.6003257e-05,497.82,8600708,58.57376,662.8964,221.78545,-8.924705,11.2373905,,10196.806,0.5042285,-10.718952,20.520752,100.0,7.1555686,-11.16698,28200,1.0170376,-9.673164,-29.192883,100
[-0.92  -0.552 -0.024 -0.531 -0.915],23040.574890851974,99.0,,283,-27.970856484115405,0.87867326,17.330181,0.002838707,482.61,8648969,37.44864,5.3679705,5.4549036,-11.007836,0.24923567,,50.7563,0.5041693,-11.928714,12.904028,100.0,6.1582365,-12.609356,28300,0.9846838,-11.807581,-39.677395,100
[-0.921 -0.554 -0.019 -0.526 -0.915],23197.174882650375,99.0,,284,-24.275494980591883,0.7807122,712.0637,9.923933e-06,482.29,8697198,99.90672,294.90195,95.15418,-9.023103,8.468676,,4284.355,0.5046427,-10.891073,42.15889,100.0,7.523558,-11.4817915,28400,1.7971761,-9.895559,-37.371433,100
[-0.918 -0.554 -0.029 -0.526 -0.914],23360.136215925217,99.0,,285,-26.737209802724582,1.1412705,14245.634,1.2335326e-05,489.18,8746116,284.64926,4333.1035,1406.8376,-9.91254,3.3411293,,82720.92,0.5017043,-12.35368,80.19911,100.0,6.799459,-13.004301,28500,3.6631465,-11.371187,-38.698517,100
[-0.93  -0.525 -0.029 -0.512 -0.917],23532.207273960114,99.0,,286,-29.108066073696186,2.3618066,11241.421,1.5244934e-06,484.94,8794610,192.21013,4567.21,1085.007,-8.45557,18.103651,,80532.74,0.5019344,-11.811221,1138.2021,100.0,7.777522,-12.519534,28600,29.205791,-9.938498,-33.192223,100
[-0.932 -0.531 -0.017 -0.513 -0.917],23701.994982004166,99.0,,287,-24.073875014046195,0.58159214,11398.197,4.9093546e-06,493.59,8843969,207.47418,5326.488,1195.9872,-8.539751,2.5166504,,146377.44,0.50269026,-11.573226,39.528748,100.0,5.9936495,-12.159039,28700,1.7524147,-9.907538,-25.988842,100
[-0.928 -0.529 -0.025 -0.522 -0.916],23858.85800719261,99.0,,288,-35.674427770933114,0.85365874,3082.9697,2.9162595e-06,471.91,8891160,182.58424,806.34595,347.54117,-10.282095,3.079048,,15901.407,0.5025052,-12.938525,66.44426,100.0,6.8508315,-13.806625,28800,2.1816232,-11.860844,-45.318268,100
[-0.935 -0.544 -0.029 -0.521 -0.916],24026.301783323288,99.0,,289,-24.62333835585096,0.7574645,272.21133,2.1349195e-05,486.81,8939841,45.03481,129.59995,40.32317,-9.437579,14.216952,,2550.8125,0.49780372,-10.893485,15.894374,100.0,7.3259726,-11.492667,28900,1.1188855,-10.203494,-38.425114,100
[-0.945 -0.534 -0.038 -0.512 -0.921],24190.214222192764,99.0,,290,-23.960238261893615,1.0,1.0,1.0,496.91,8989532,37.128044,0.078369506,0.99382,-10.853367,3.5476303,,1.0,0.49780372,-10.853369,1.0,100.0,6.0627356,-11.436415,29000,,-11.436415,-28.00089,100
[-0.945 -0.534 -0.038 -0.512 -0.921],24356.341250658035,99.0,,291,-26.08721847096609,0.67748034,1105.6793,1.6634065e-05,492.75,9038807,55.100567,299.93198,141.92188,-10.994438,6.9689293,,4241.2544,0.49802703,-12.111083,21.369495,100.0,6.4975815,-12.745888,29100,1.235696,-11.988932,-31.787132,100
[-0.948 -0.529 -0.03  -0.518 -0.921],24523.071538209915,99.0,,292,-32.134005740309405,0.995926,10.912564,0.007433059,472.4,9086047,71.81103,3.2723205,3.9430187,-11.017457,6.373824,,21.934727,0.49739078,-11.882246,33.763268,100.0,7.523804,-12.664193,29200,1.8216602,-11.908408,-37.44489,100
[-0.949 -0.531 -0.026 -0.514 -0.922],24697.629390239716,99.0,,293,-24.44557909835508,0.5327446,3947.501,5.731278e-07,493.93,9135440,116.72861,1921.5686,457.218,-8.622512,12.423869,,40092.81,0.49006772,-10.789192,47.83426,100.0,7.543304,-11.384048,29300,1.0961066,-9.70916,-29.058681,100
[-0.943 -0.541 -0.036 -0.521 -0.929],24876.590453386307,99.0,,294,-24.48545549957938,0.9840006,2540.686,7.917748e-06,488.36,9184276,192.52945,752.84686,278.9313,-7.826477,15.466589,,15582.013,0.48022586,-10.536499,60.9917,100.0,8.527633,-11.132328,29400,2.8763766,-8.885539,-47.68873,100
[-0.954 -0.559 -0.027 -0.537 -0.939],25055.690512895584,99.0,,295,-24.99715927711176,1.0946512,1619.251,2.9701427e-05,489.11,9233187,130.63062,433.46405,218.27068,-8.765247,7.0808187,,5046.721,0.48542884,-11.1673765,62.18567,100.0,6.2869606,-11.775656,29500,3.2625127,-9.84489,-39.33777,100
[-0.933 -0.554 -0.03  -0.522 -0.933],25238.055162906647,99.0,,296,-19.22369292113569,1.127095,821.6981,0.00024109296,496.36,9282823,154.00377,242.37857,106.23813,-9.596912,2.9942217,,3832.0195,0.49436927,-11.184108,204.45439,100.0,6.736365,-11.651896,29600,5.1323414,-10.260327,-37.994064,100
[-0.963 -0.55  -0.033 -0.523 -0.925],25419.301916360855,99.0,,297,-22.913739739071158,1.0332594,1.2465053,0.3646682,494.93,9332316,48.646248,0.13418351,1.1024414,-10.576321,11.368817,,1.2986757,0.49438605,-10.667561,3.9486952,100.0,7.1970425,-11.225142,29700,0.386707,-11.13867,-32.591522,100
[-0.962 -0.552 -0.035 -0.523 -0.925],25596.312338113785,99.0,,298,-22.64161356619757,1.1416427,1379.1573,0.00011607848,499.0,9382216,124.90093,623.6306,164.67773,-10.617042,8.948033,,11781.668,0.49438575,-11.639906,62.681316,100.0,5.7986674,-12.190866,29800,3.4926972,-11.452224,-25.468332,100
[-0.961 -0.55  -0.024 -0.521 -0.925],25774.20306611061,,1.0000013,299,-22.969224069156713,0.74546725,639.42566,5.5238115e-06,500.0,9432216,70.31499,160.4745,97.18356,-10.546579,10.019924,,1328.4171,0.49372852,-11.937021,20.395681,1.0,6.625263,-12.495954,29900,1.3989671,-11.418053,-29.23838,100
[-0.958 -0.544 -0.025 -0.529 -0.925],25949.13489508629,99.0,,300,-26.34675389509532,0.9561213,293.72623,2.3594022e-05,489.64,9481180,48.8445,127.135826,41.645325,-9.586643,10.63717,,1832.6624,0.49406472,-10.570355,175.3989,100.0,6.995251,-11.211476,30000,4.1676493,-10.425112,-27.109768,100
[-0.954 -0.547 -0.015 -0.53  -0.925],26125.699106931686,99.0,,301,-24.002051937626625,0.75391185,79894.9,2.2885988e-06,493.64,9530544,1028.0143,28117.947,6425.1416,-6.803367,11.977479,,713723.2,0.5004245,-11.187691,116.543495,100.0,7.6132617,-11.771754,30100,3.0988219,-8.766829,-32.630146,100
[-0.947 -0.569 -0.023 -0.541 -0.919],26305.378964424133,99.0,,302,-21.868428961212793,0.8832492,276.80096,0.00011573019,493.59,9579903,56.239723,84.55986,44.86361,-9.806534,8.994987,,766.5051,0.5004842,-11.110849,36.31007,100.0,6.178433,-11.642995,30200,1.9607267,-10.525943,-37.636425,100
[-0.944 -0.573 -0.032 -0.538 -0.918],26483.50952410698,99.0,,303,-19.4256079558126,0.89957196,2.2687488,0.06718755,495.01,9629404,39.680138,0.4024575,1.530354,-10.879104,3.1464505,,2.5409188,0.5013889,-10.999821,3.9730573,100.0,6.467887,-11.472522,30300,0.5167197,-11.37083,-30.555304,100
[-0.944 -0.574 -0.031 -0.533 -0.918],26659.691484451294,99.0,,304,-19.1772247039277,0.99115264,6.333775,0.00724037,497.48,9679152,54.47202,1.7275516,2.7752883,-9.352465,14.492477,,10.502407,0.5020138,-9.8802,14.863709,100.0,6.6946487,-10.346858,30400,1.1634994,-9.85667,-23.364954,100
[-0.947 -0.572 -0.026 -0.535 -0.917],26835.633955955505,99.0,,305,-24.60536943543153,0.84759927,18.324308,0.0021572958,494.9,9728642,59.57974,5.8292713,5.4269137,-10.349563,14.230459,,68.64243,0.4990194,-11.099479,17.958704,100.0,6.687183,-11.698225,30500,0.9992943,-11.011835,-25.875135,100
[-0.935 -0.585 -0.023 -0.541 -0.92 ],27014.81933784485,99.0,,306,-23.535089694541433,0.6700972,245.44734,0.0004083341,494.81,9778123,53.48135,73.77511,40.104343,-11.20419,2.6179585,,768.2304,0.49902722,-12.030077,16.125732,100.0,6.4404464,-12.602778,30600,1.1115378,-11.964571,-37.81585,100
[-0.936 -0.581 -0.015 -0.546 -0.92 ],27192.577274799347,99.0,,307,-20.750308776352064,0.8040761,29.461458,0.0016385504,497.57,9827880,46.46707,9.277397,8.115853,-10.378152,10.582004,,76.89223,0.4985191,-10.728773,13.827817,100.0,5.9743752,-11.233709,30700,1.1180284,-10.982463,-27.231071,100
[-0.934 -0.581 -0.021 -0.552 -0.92 ],27366.913640260696,99.0,,308,-28.570747840578207,1.0201156,2030.1371,6.089881e-05,489.32,9876812,68.53367,763.52106,258.02563,-9.997156,6.9691253,,15111.883,0.49537742,-11.851623,287.66623,100.0,6.475061,-12.546862,30800,7.176933,-11.184776,-26.562576,100
[-0.925 -0.595 -0.024 -0.567 -0.924],27526.635605335236,99.0,,309,-45.41793183810467,0.75103104,323.53995,5.933081e-05,440.43,9920855,57.32311,129.12128,42.83381,-11.473167,9.238825,,2181.886,0.49454832,-13.97187,34.124958,100.0,8.161929,-15.077067,30900,1.2403995,-12.9561405,-38.571377,100
[-0.941 -0.59  -0.031 -0.559 -0.924],27696.495037078857,99.0,,310,-32.59656674734641,0.78007025,49.563305,0.0012969043,468.73,9967728,90.551186,14.110965,11.905252,-10.368728,18.482962,,77.47214,0.49405992,-11.953016,11.702278,100.0,8.927786,-12.74622,31000,0.9837499,-11.362737,-43.541027,100
[-0.942 -0.594 -0.031 -0.552 -0.925],27869.99112558365,99.0,,311,-25.077084780494687,1.6894562,27064.21,1.729325e-06,482.4,10015968,1076.2291,9374.045,2432.0483,-8.58081,8.050296,,262617.44,0.4857575,-11.755185,440.9841,100.0,6.830525,-12.36541,31100,14.246586,-10.296603,-35.859703,100
[-0.948 -0.6   -0.025 -0.544 -0.933],28051.786895275116,99.0,,312,-22.162174686227146,0.806516,7082.091,6.3206094e-06,499.47,10065915,96.49771,1695.9315,766.85486,-8.668266,10.214775,,19867.492,0.48486325,-11.180354,96.887054,100.0,6.471362,-11.719647,31200,3.1624422,-9.815942,-26.675953,100
[-0.941 -0.593 -0.022 -0.552 -0.934],28232.663634300232,99.0,,313,-20.761849428137566,1.0,1.0,1.0,496.81,10115596,49.923603,0.07962165,0.99362,-10.833586,15.640733,,1.0,0.48486325,-10.833587,1.0,100.0,7.0302463,-11.338803,31300,,-11.338803,-32.237442,100
[-0.941 -0.593 -0.022 -0.552 -0.934],28409.343333482742,99.0,,314,-23.19126093736999,0.99627227,121.23046,0.00032432424,495.71,10165167,60.700268,45.040314,23.189594,-10.003312,10.367264,,486.9121,0.4839073,-10.699122,18.880455,100.0,6.682953,-11.263458,31400,1.5109632,-10.724965,-31.085241,100
[-0.938 -0.594 -0.031 -0.552 -0.935],28583.69146323204,99.0,,315,-21.548970755076507,1.0646591,3.618021,0.021269036,488.87,10214054,37.395596,0.84381443,1.9643501,-11.493999,5.017934,,5.6141124,0.48339453,-11.864945,16.31628,100.0,6.0990944,-12.389316,31500,1.092133,-12.049012,-45.092598,100
[-0.94  -0.596 -0.033 -0.549 -0.936],28758.3623149395,99.0,,316,-18.26809257403179,1.0000002,1.0,0.9999671,494.57,10263511,66.53924,0.10364386,0.98914,-10.498199,11.242422,,1.0,0.48339453,-10.4982,1.0000293,100.0,8.116265,-10.942736,31600,8.604087e-06,-10.942735,-35.700085,100
[-0.94  -0.596 -0.033 -0.549 -0.936],28934.962658643723,99.0,,317,-21.156611335775082,0.8221866,9.72037,0.010603301,493.72,10312883,54.40524,2.5311537,3.7134159,-10.517156,9.275689,,13.508333,0.48242086,-10.78413,8.770204,100.0,6.1171293,-11.298953,31700,0.7863438,-11.090408,-29.645304,100
[-0.94  -0.601 -0.036 -0.545 -0.937],29112.315198898315,99.0,,318,-20.755604770639138,0.5349669,3419.749,7.1635924e-07,496.43,10362526,103.51701,1190.5513,405.05585,-8.155654,5.7365313,,21790.518,0.48192847,-10.446892,17.896582,100.0,6.9066415,-10.951958,31800,0.93376875,-9.134043,-36.100594,100
[-0.935 -0.598 -0.043 -0.551 -0.937],29287.06698513031,99.0,,319,-19.7892618168737,0.90080243,3369.6846,2.7145807e-05,489.45,10411471,155.02248,877.3483,415.03595,-9.796448,5.1154857,,13415.699,0.48337895,-11.30062,57.186073,100.0,6.068187,-11.782171,31900,2.3784766,-10.755777,-38.51212,100
[-0.937 -0.603 -0.04  -0.542 -0.936],29467.407034397125,99.0,,320,-21.873444641522205,1.1986612,356.41174,5.012678e-05,498.62,10461333,68.10398,134.95732,56.45442,-9.721265,5.1453915,,1647.4098,0.4850262,-10.713435,117.01402,100.0,6.278367,-11.245703,32000,4.533131,-10.458813,-32.194386,100
[-0.933 -0.605 -0.049 -0.544 -0.934],29644.671087265015,99.0,,321,-19.25984793255931,0.8467021,82.856926,0.0014256359,494.95,10510828,95.68989,32.273438,16.591707,-9.938834,11.313678,,594.77325,0.48288968,-10.750732,19.449774,100.0,7.8901896,-11.2194,32100,1.1374898,-10.521869,-30.145632,100
[-0.93  -0.613 -0.042 -0.555 -0.936],29822.077044010162,99.0,,322,-21.045790634102897,0.6671569,157.37556,9.392741e-05,492.64,10560092,95.720436,60.195503,29.835585,-10.79059,17.26998,,688.6304,0.48259974,-11.881098,14.4381075,100.0,7.556902,-12.393224,32200,1.0370747,-11.475274,-32.765896,100
[-0.933 -0.616 -0.035 -0.551 -0.936],30000.299070358276,,1.0000148,323,-19.011166186972613,1.0667361,11124.865,1.4362534e-07,500.0,10610092,268.1895,2690.504,1183.6193,-7.5633197,10.269013,,39315.81,0.4799023,-10.572949,107.98502,1.0,7.113118,-11.035566,32300,4.3812256,-8.652159,-28.593761,100
[-0.924 -0.615 -0.034 -0.564 -0.939],30180.951234579086,99.0,,324,-24.299716756380576,1.0,1.0,1.0,490.01,10659093,49.06881,0.13992876,0.98002,-10.941074,14.92932,,1.0,0.4799023,-10.941074,1.0,100.0,6.9698005,-11.532382,32400,,-11.532382,-26.273926,100
[-0.924 -0.615 -0.034 -0.564 -0.939],30349.907132148743,99.0,,325,-28.405421924220622,0.7814398,103.10998,0.00016752405,469.09,10706002,79.6022,42.452496,18.810043,-10.221074,9.162319,,674.68506,0.47858348,-11.742568,19.574692,100.0,7.8971972,-12.4337845,32500,1.0028592,-11.1089325,-42.054855,100
[-0.926 -0.629 -0.027 -0.572 -0.94 ],30529.490114212036,99.0,,326,-16.406298677835583,1.0,1.0,1.0,494.07,10755409,58.771984,0.10825087,0.98814,-10.299231,5.2630453,,1.0,0.47858348,-10.299231,1.0,100.0,7.6278605,-10.698461,32600,,-10.698461,-43.614967,100
[-0.926 -0.629 -0.027 -0.572 -0.94 ],30704.52188873291,99.0,,327,-17.88048153367076,1.0133642,3.1300733,0.03919888,496.06,10805015,49.868126,0.6649945,1.8464601,-10.041197,16.281397,,4.1692734,0.47825474,-10.22913,21.548717,100.0,6.2066736,-10.664232,32700,1.022303,-10.502177,-30.937853,100
[-0.927 -0.631 -0.024 -0.569 -0.941],30879.067875623703,99.0,,328,-15.434545329104004,1.3862313,130746.37,6.8810175e-07,496.38,10854653,647.77454,43887.023,10477.132,-7.7449965,5.5815496,,822481.25,0.47672275,-10.932321,320.5576,100.0,6.308575,-11.307904,32800,9.384533,-9.199554,-33.14835,100
[-0.911 -0.626 -0.035 -0.566 -0.942],31050.14273405075,99.0,,329,-26.39556182521397,0.73958737,659.9386,4.9250666e-05,478.15,10902468,59.608128,274.767,87.80344,-10.363396,0.81873524,,3913.4993,0.47387707,-11.762476,29.38474,100.0,7.0962567,-12.404782,32900,1.6734762,-11.290277,-38.5806,100
