Weights,TimeElapsed,ReturnStepMaxmin,MinD2w0t,Iteration,EpRewMean,MeanIW,EmpiricalD2,MinIW,EpLenMean,TimestepsSoFar,J_sample_variance,StdD2w0t,MeanD2w0t,ReturnMeanIW,InitialReturnMax,EntropyCoefficient,MaxD2w0t,MeanEntropy,InitialReturnMean,MaxIW,ReturnStepMax,InitialReturnStd,InitialBound,EpisodesSoFar,StdIW,Bound,InitialReturnMin,EpThisIter
[-0.928 -0.415 -0.156 -0.65  -0.739],1322.473706960678,99.0,,81,-100.58171199728007,0.5073862,31.474995,0.0007485644,49.98,320791,1289.9567,8.348136,1.3477026,-35.225056,-20.220787,10.0,256.55298,0.67747873,-64.25688,8.640221,100.0,11.422968,-59.7104,8100,0.6418995,-37.707336,-89.66224,100
[-0.915 -0.416 -0.176 -0.62  -0.741],1340.1879012584686,99.0,,82,-101.90547353032525,0.669491,14.957877,0.00086416595,51.57,325948,3978.9924,3.1565068,0.44077757,-45.620808,-23.494593,10.0,262.50436,0.65887713,-64.75651,7.2414083,100.0,12.420038,-60.38755,8200,0.9366673,-45.72617,-90.36189,100
[-0.89  -0.411 -0.189 -0.629 -0.76 ],1362.5055956840515,99.0,,83,-102.41361342123719,0.58237576,13.35165,0.013485414,49.57,330905,1610.197,5.8791504,0.5256091,-42.485664,-20.850142,10.0,355.8758,0.6578973,-66.919495,4.749923,100.0,13.911731,-62.77978,8300,0.5954594,-44.53178,-92.17864,100
[-0.888 -0.401 -0.19  -0.648 -0.761],1380.9184069633484,99.0,,84,-101.78256903399037,0.40762806,87.10618,0.00032977643,49.39,335844,2532.5366,10.1077385,1.3275054,-31.516794,-25.354404,10.0,448.40515,0.66119313,-65.976204,15.066649,100.0,12.587795,-61.64781,8400,0.73053306,-34.580063,-92.88194,100
[-0.867 -0.369 -0.195 -0.655 -0.758],1399.5288889408112,99.0,,85,-101.66632289775563,0.64598703,22.139141,0.0034197532,48.26,340670,2664.86,8.628326,0.7287376,-47.81541,-36.90927,10.0,694.69525,0.63011205,-66.73067,8.489041,100.0,12.17306,-62.361847,8500,0.8222882,-48.41574,-90.75057,100
[-0.865 -0.342 -0.16  -0.652 -0.789],1415.3830091953278,99.0,,86,-101.84812959329209,0.78163826,3.6261446,0.01051184,46.65,345335,3075.4182,1.3777466,0.2451234,-56.87567,-26.518496,10.0,49.173515,0.6259157,-68.24281,7.0180607,100.0,13.667456,-64.371475,8600,0.8314425,-56.160904,-95.50902,100
[-0.884 -0.334 -0.156 -0.667 -0.793],1430.4455502033234,99.0,,87,-102.62636053946771,0.5574603,81.30914,4.1813688e-05,45.41,349876,5039.4585,10.831162,1.3524234,-42.24641,-34.501007,10.0,593.7152,0.60767007,-69.45925,12.189879,100.0,13.011587,-65.5661,8700,1.0191069,-48.406025,-92.4625,100
[-0.885 -0.35  -0.14  -0.649 -0.811],1446.83655834198,99.0,,88,-101.10956425227799,0.75638705,4.897328,0.013011269,48.13,354689,1963.4055,2.1876173,0.29640555,-52.73206,-21.5511,10.0,79.56407,0.601381,-66.57874,5.4659324,100.0,13.006064,-62.892094,8800,0.7242128,-53.607307,-91.25633,100
[-0.886 -0.34  -0.158 -0.645 -0.818],1466.1386201381683,99.0,,89,-102.34136388503065,0.48462743,30.787754,0.00458817,47.08,359397,1391.7181,8.680429,0.9056347,-36.89422,-42.446392,10.0,709.9365,0.5925303,-67.94583,12.0185795,100.0,12.109365,-64.16361,8900,0.56178135,-38.864223,-91.27215,100
[-0.871 -0.292 -0.135 -0.624 -0.826],1488.0444297790527,99.0,,90,-103.21433471271199,0.6481638,17.047216,0.0053621326,45.91,363988,1874.7418,5.0882707,0.7014947,-49.762524,-44.499123,10.0,324.3857,0.58464944,-69.79167,12.285154,100.0,12.785241,-66.148605,9000,0.6489834,-51.190308,-91.790375,100
[-0.88  -0.271 -0.112 -0.634 -0.834],1508.3763434886932,99.0,,91,-101.80677503050941,0.700233,10.746023,0.0058537507,49.75,368963,1795.3391,4.003234,0.48406225,-50.558872,-33.29787,10.0,277.46036,0.57391804,-66.921394,6.941799,100.0,14.819518,-63.369507,9100,0.64370716,-51.21461,-93.32725,100
[-0.867 -0.246 -0.089 -0.619 -0.845],1525.5536694526672,99.00001,,92,-102.0559558246553,0.70320046,12.169461,0.0050381673,43.78,373341,1777.5317,4.4144645,0.625972,-52.261375,-44.674942,10.0,170.96803,0.58440846,-70.31194,8.412711,100.0,13.998687,-66.80903,9200,0.6661833,-53.53577,-92.29277,100
[-0.896 -0.238 -0.075 -0.634 -0.835],1544.7585878372192,99.0,,93,-100.72705278082003,0.34813774,129.00548,0.00017200748,50.1,378351,1029.832,13.949664,1.7599738,-21.96166,-37.923523,10.0,781.1607,0.585137,-65.943596,26.709814,100.0,14.797665,-62.38095,9300,0.72122836,-28.123201,-91.86044,100
[-0.922 -0.257 -0.078 -0.613 -0.834],1564.4421093463898,99.0,,94,-101.20632765495016,0.77707595,19.305763,0.0005415112,50.27,383378,6581.2285,3.0043123,0.509703,-53.220707,-37.361874,10.0,136.26277,0.59205395,-65.88299,10.77775,100.0,14.020033,-62.304794,9400,1.2420502,-52.865093,-91.4746,100
[-0.94  -0.266 -0.09  -0.592 -0.827],1584.620447397232,99.0,,95,-100.9453562541698,0.6426731,150.12825,0.00040917104,49.13,388291,7371.7373,21.705566,1.3681471,-43.630867,-32.820354,10.0,2723.0342,0.5952663,-65.871574,34.489902,100.0,12.092019,-62.183098,9500,1.347586,-46.650723,-91.39474,100
[-0.988 -0.269 -0.095 -0.567 -0.824],1605.7245223522186,99.0,,96,-102.81297959935917,0.7175761,8.263985,0.017594444,54.93,393784,2853.555,2.0540986,0.35994515,-45.79806,-16.5929,10.0,73.03894,0.58086544,-63.729416,7.4128633,100.0,11.466061,-60.226368,9600,0.9565297,-46.888943,-88.754555,100
[-1.002 -0.26  -0.077 -0.557 -0.838],1624.7302887439728,99.00001,,97,-102.231117746908,0.7124964,10.034648,0.00622634,57.54,399538,1247.4977,4.326511,0.46042997,-46.72862,-14.916079,10.0,247.88412,0.59423834,-61.98664,4.431746,100.0,11.505924,-58.628563,9700,0.551849,-47.10014,-88.79525,100
[-0.985 -0.286 -0.087 -0.572 -0.825],1641.2700326442719,99.0,,98,-103.03062955603656,0.43017897,52.72684,0.0028432615,53.47,404885,973.69635,7.662345,1.0947435,-28.598785,-27.415174,10.0,395.32312,0.59715223,-64.65559,9.8006315,100.0,11.387177,-61.08853,9800,0.61700386,-34.193134,-88.725685,100
[-0.992 -0.3   -0.079 -0.555 -0.822],1661.6401615142822,99.0,,99,-101.79252138885887,0.73164517,5.993201,0.0037400245,58.4,410725,2959.442,2.1380525,0.417485,-47.26629,-10.319433,10.0,52.015903,0.602543,-61.376358,8.772286,100.0,14.485924,-57.8372,9900,0.9060768,-47.088512,-89.18714,100
[-0.976 -0.279 -0.087 -0.539 -0.816],1681.337307214737,99.0,,100,-102.28517890961693,0.815352,4.2268867,0.024155475,56.46,416371,1734.8185,1.4013218,0.24472192,-49.625324,-10.639683,,57.388958,0.60966915,-62.48684,7.0287666,100.0,12.673245,-64.886215,10000,0.75255454,-54.23569,-90.3422,100
[-0.992 -0.274 -0.09  -0.52  -0.809],1698.246246099472,99.0,,101,-100.70328590981477,0.66001624,25.626238,0.007507474,61.8,422551,3386.7024,6.965133,0.9518369,-38.95593,-6.603548,,299.2318,0.61163455,-59.06496,31.188805,100.0,15.814346,-61.463234,10100,1.1418691,-46.88611,-88.568855,100
[-1.    -0.286 -0.088 -0.505 -0.807],1718.869720697403,99.0,,102,-102.18233114787024,0.6734028,9.882332,0.008243429,71.58,429709,1661.6655,6.306306,0.6852594,-36.383774,-3.1861246,,332.6552,0.6077156,-56.06814,12.245195,100.0,17.838083,-58.547,10200,0.7898343,-42.271915,-87.29452,100
[-0.991 -0.291 -0.073 -0.497 -0.811],1740.5870518684387,99.0,,103,-101.41600106091774,0.6635142,24.134624,0.002760063,74.26,437135,1824.0704,8.012137,1.2391905,-34.582966,-1.5919399,,336.00748,0.6066267,-54.05622,9.294265,100.0,18.084972,-56.503693,10300,0.86851007,-41.950188,-85.19189,100
[-1.022 -0.307 -0.069 -0.5   -0.812],1762.248178243637,99.0,,104,-102.41116518562175,0.6901758,14.310666,0.0011614737,81.82,445317,1238.2749,4.9896913,0.9326062,-37.352886,2.2108612,,133.74367,0.61327815,-51.093033,11.061863,100.0,17.06283,-53.564953,10400,0.7738083,-43.554657,-83.7798,100
[-1.005 -0.312 -0.08  -0.49  -0.806],1786.2913558483124,99.0,,105,-103.6768943819332,0.50630397,37.88638,0.0028875282,85.13,453830,1443.0039,8.53846,1.5047381,-28.171196,6.166478,,479.38907,0.60496473,-50.920254,7.618862,100.0,16.96632,-53.41996,10500,0.70041716,-35.584473,-79.598175,100
[-0.982 -0.291 -0.081 -0.49  -0.814],1811.1138134002686,99.0,,106,-103.48271380817052,0.75998974,14.468898,0.0046335184,74.89,461319,1380.8351,7.249686,1.0011557,-40.51864,-6.0057793,,418.85236,0.6049278,-54.910213,8.919994,100.0,16.693808,-57.41717,10600,0.79402983,-47.89221,-86.39844,100
[-0.989 -0.297 -0.067 -0.486 -0.814],1835.5204420089722,99.0,,107,-103.84129574066922,0.6883463,28.386927,0.001280192,80.33,469352,1894.2294,10.757969,1.5079147,-36.274647,7.725648,,301.89008,0.59498733,-52.86124,10.109828,100.0,16.397205,-55.38084,10700,0.9235958,-44.22549,-80.80872,100
[-0.978 -0.31  -0.071 -0.473 -0.824],1861.1251072883606,99.0,,108,-105.12566356445035,0.68352544,26.657269,0.0006143076,81.86,477538,1808.1659,8.724584,1.5911939,-34.72398,-5.071071,,459.48682,0.5783041,-52.504574,9.414324,100.0,14.314754,-55.042015,10800,0.9166389,-43.093388,-85.334274,100
[-0.999 -0.315 -0.059 -0.468 -0.841],1884.4144937992096,99.0,,109,-107.58335799733337,0.6636778,30.748953,0.0016121382,89.37,486475,1217.0905,10.178044,1.5424793,-33.17954,8.067396,,364.61774,0.57976604,-51.107418,32.620316,100.0,14.763972,-53.709297,10900,0.9732258,-40.91516,-70.02869,100
[-1.019 -0.325 -0.069 -0.459 -0.839],1913.874985218048,99.0,,110,-107.68436520975202,0.78726923,16.860102,0.01211857,121.29,498604,1503.3773,18.833757,1.9784966,-30.623503,-3.7198548,,780.8695,0.57477313,-41.38518,13.2649975,100.0,17.759573,-44.005116,11000,1.0635414,-35.79842,-72.34984,100
[-1.027 -0.326 -0.06  -0.453 -0.844],1948.1090805530548,99.0,,111,-109.14094373276274,0.7377464,58.91309,0.00029359356,141.5,512754,550.64233,39.090366,5.0054455,-22.705944,13.136378,,1698.0953,0.5739744,-37.75427,28.962975,100.0,18.630981,-40.409897,11100,1.4433023,-28.702776,-71.731155,100
[-1.024 -0.342 -0.061 -0.449 -0.845],1991.767492055893,99.0,,112,-110.42814556836497,0.88053745,139.98306,0.0002302395,191.03,531857,694.90784,104.13123,17.60709,-21.945265,10.572279,,1988.7784,0.5747103,-32.521957,113.82672,100.0,18.824697,-35.209106,11200,2.8515732,-26.769371,-68.77447,100
[-1.022 -0.352 -0.069 -0.444 -0.844],2036.2903470993042,99.0,,113,-103.07959050495772,0.5273768,636.4373,7.909594e-05,222.79,554136,192.1824,370.48456,65.75211,-16.048397,7.730425,,8221.494,0.5781803,-28.512249,10.06889,100.0,16.832998,-31.02058,11300,0.6808571,-20.980919,-69.1054,100
[-1.037 -0.357 -0.074 -0.436 -0.841],2103.7575941085815,99.0,,114,-86.26828081127789,0.8956502,843.2327,0.00027795555,336.63,587799,255.7346,333.77246,105.4785,-14.29737,3.3261676,,5785.984,0.57275057,-19.977179,31.84164,100.0,13.661788,-22.076427,11400,1.893519,-17.99176,-68.21174,100
[-1.038 -0.361 -0.083 -0.427 -0.846],2184.722152233124,99.0,,115,-65.50129435893166,1.8437984,1154538.2,9.8939104e-08,406.37,628436,72661.71,626845.56,72377.875,15.297558,12.115786,,18606672.0,0.57915664,-15.613847,586.6085,100.0,11.795077,-17.207752,11500,19.102915,1.5414305,-50.821022,100
[-1.042 -0.365 -0.074 -0.415 -0.84 ],2266.908327102661,99.0,,116,-58.467120364391064,0.954387,288.15482,0.00011545041,426.68,671104,172.87027,108.577385,42.83123,-13.068687,9.4447975,,1454.171,0.55835384,-15.361256,44.434402,100.0,10.960886,-16.78399,11600,1.9732841,-15.034065,-49.1326,100
[-1.042 -0.356 -0.084 -0.409 -0.861],2347.0844933986664,99.0,,117,-61.61804128002739,0.94164264,17.873035,0.001398543,434.88,714592,96.63359,6.406508,5.0839057,-13.50237,8.609536,,65.28031,0.546383,-15.191462,23.79853,100.0,10.882339,-16.69087,11700,1.5020746,-15.238903,-49.739418,100
[-1.041 -0.358 -0.078 -0.405 -0.873],2437.036443710327,99.0,,118,-53.95810951194722,0.67502636,420.80212,8.402789e-06,452.28,759820,99.03014,170.38438,62.24773,-12.083175,2.8425927,,3619.447,0.5398646,-14.810044,12.874029,100.0,9.526489,-16.123058,11800,1.0604857,-13.967914,-47.552753,100
[-1.034 -0.366 -0.085 -0.413 -0.879],2521.3964173793793,99.0,,119,-63.638512592884744,0.6919561,611.1368,7.804453e-05,424.68,802288,81.04828,240.9759,92.73903,-11.313923,6.3777204,,3161.9456,0.54664546,-14.871744,19.949486,100.0,10.662624,-16.42032,11900,1.1284019,-13.776526,-47.90662,100
[-1.047 -0.355 -0.082 -0.401 -0.872],2610.1403822898865,99.0,,120,-53.19431674645983,0.96819437,145.39615,0.00024146066,458.3,848118,83.1314,42.51406,26.5012,-12.228409,4.10341,,424.1661,0.54644597,-14.0079,38.467743,100.0,9.54478,-15.302328,12000,2.5367255,-13.957054,-46.750153,100
[-1.046 -0.361 -0.087 -0.394 -0.872],2700.867624282837,99.0,,121,-47.64127720919245,0.7412096,104.915146,0.0002156001,474.1,895528,63.922443,33.136116,20.933493,-12.972447,5.0773807,,283.1976,0.5468896,-14.096654,24.598497,100.0,7.232314,-15.255955,12100,1.2119719,-14.492052,-43.424282,100
[-1.048 -0.366 -0.081 -0.39  -0.872],2790.5815777778625,99.0,,122,-44.12435749916255,0.6136688,854.55383,1.6134501e-05,494.24,944952,108.02505,231.89696,115.68606,-13.151355,7.244982,,1981.6324,0.5473781,-15.156979,27.116833,100.0,7.620625,-16.2307,12200,1.227506,-14.719481,-42.381683,100
[-1.045 -0.369 -0.092 -0.39  -0.872],2880.6626920700073,99.0,,123,-43.97190542435039,0.94744146,1.244733,0.16917959,496.14,994566,54.805214,0.12194939,1.1071239,-12.645048,13.185578,,1.3051182,0.5452348,-12.779065,3.210346,100.0,7.3055205,-13.849075,12300,0.35016364,-13.725219,-26.583073,100
[-1.043 -0.369 -0.091 -0.392 -0.874],2966.361847639084,99.0,,124,-45.66764215900895,0.940866,4.4848475,0.02506905,476.78,1042244,100.119446,1.1546463,2.2097561,-13.183034,13.023169,,6.04694,0.54589474,-13.622222,10.759547,100.0,10.11512,-14.733496,12400,0.95771015,-14.378136,-45.500023,100
[-1.041 -0.371 -0.093 -0.387 -0.873],3049.0693073272705,99.0,,125,-40.927333652107166,0.89346963,1560.4318,8.473649e-05,492.21,1091465,159.11336,558.69324,189.51732,-11.694528,9.531262,,13250.68,0.5451073,-13.348078,45.042862,100.0,8.012092,-14.344,12500,2.0750325,-13.280512,-35.672585,100
[-1.039 -0.369 -0.085 -0.397 -0.874],3133.306791305542,99.0,,126,-42.67904660920196,0.7918752,190.61682,0.0010589068,476.65,1139130,91.874825,54.377388,32.65166,-12.573595,11.104816,,448.63806,0.5454147,-13.630437,29.824442,100.0,8.82861,-14.668987,12600,1.5284288,-13.923949,-42.86344,100
[-1.041 -0.363 -0.077 -0.4   -0.874],3219.382584810257,99.0,,127,-51.221717129707905,0.70687836,1017.68225,2.625644e-06,462.4,1185370,116.29341,364.66956,136.36671,-10.800593,17.969286,,5022.3306,0.54492193,-14.340795,65.56259,100.0,8.279426,-15.587221,12700,2.4757822,-12.863451,-33.388023,100
[-1.035 -0.36  -0.083 -0.407 -0.874],3306.2754900455475,99.0,,128,-52.450376791781366,0.81916314,542.4412,6.83976e-05,454.53,1230823,158.37912,148.41121,81.78765,-11.9380665,2.6693354,,1206.6583,0.54298604,-14.668968,30.287653,100.0,8.058718,-15.945293,12800,1.6180065,-13.948973,-41.25457,100
[-1.033 -0.367 -0.085 -0.398 -0.876],3396.0037035942078,99.0,,129,-44.80250479114605,1.003407,2.7586586,0.03125952,479.24,1278747,57.520622,0.6350966,1.6562458,-13.672651,6.8483815,,3.513894,0.54314363,-13.995574,11.841522,100.0,8.738331,-15.085795,12900,0.8462423,-14.813354,-49.92893,100
[-1.033 -0.37  -0.087 -0.395 -0.876],3482.26841545105,99.0,,130,-43.41705588243001,0.70795196,653.0695,0.00012209459,476.84,1326431,82.70272,254.85544,93.84082,-11.630621,15.078255,,3381.897,0.5394801,-13.736697,25.744743,100.0,8.545378,-14.793207,13000,1.3026028,-13.193165,-45.771606,100
[-1.037 -0.367 -0.079 -0.39  -0.879],3572.0810663700104,99.0,,131,-43.03211242239163,0.66902995,1018.19446,1.6883143e-05,495.84,1376015,84.62012,356.68076,142.30318,-12.142244,9.669808,,5856.421,0.53930295,-14.713856,26.920311,100.0,8.269916,-15.760997,13100,1.3563344,-13.772117,-40.507423,100
[-1.035 -0.364 -0.086 -0.396 -0.88 ],3660.3979346752167,99.0,,132,-41.78227560722111,0.7985295,1017.62915,3.4030163e-05,480.77,1424092,160.96132,327.2674,126.65097,-11.302042,15.437872,,4164.889,0.5402092,-13.258689,36.128193,100.0,8.512002,-14.275418,13200,1.5691725,-12.776228,-33.872044,100
[-1.031 -0.361 -0.076 -0.399 -0.879],3747.1601667404175,99.0,,133,-49.61656912749675,0.97946507,67.079735,0.0008131795,465.68,1470660,123.5492,21.295925,14.175595,-13.874919,6.3470545,,149.58723,0.5395552,-15.111419,28.613708,100.0,9.444112,-16.318785,13300,1.6784188,-15.331728,-64.012474,100
[-1.033 -0.367 -0.084 -0.398 -0.879],3834.4188055992126,99.0,,134,-49.837547787369374,1.0,1.0,1.0,469.39,1517599,59.32769,0.23973723,0.93878,-14.843716,4.9286323,,1.0,0.5395552,-14.843716,1.0,100.0,7.6638374,-16.056461,13400,,-16.056461,-42.204704,100
[-1.033 -0.367 -0.084 -0.398 -0.879],3917.3580310344696,99.0,,135,-44.24858943469966,0.73492146,204.01932,0.00012107779,479.34,1565533,47.507446,64.898605,35.381535,-12.5801735,6.167214,,864.61743,0.53759307,-13.851095,22.794464,100.0,6.2184753,-14.927838,13500,1.3825976,-14.03064,-31.956482,100
[-1.031 -0.369 -0.09  -0.389 -0.881],4009.9663269519806,99.0,,136,-47.028524547957005,0.8746664,26.600676,0.0009932081,480.23,1613556,101.200806,9.883366,7.325357,-11.92464,8.457039,,104.944725,0.53448105,-12.646419,24.246666,100.0,7.895577,-13.790809,13600,1.2272232,-13.238857,-49.661533,100
[-1.031 -0.376 -0.095 -0.396 -0.884],4095.460996866226,99.0,,137,-45.60829833805596,41.37227,147734.88,8.3021416e-07,477.41,1661297,13620.582,33850.887,12284.226,-0.31756905,7.2820296,,502904.1,0.538386,-14.345894,23920.38,100.0,7.7176347,-15.455723,13700,762.2632,-5.28132,-45.942863,100
[-1.041 -0.38  -0.095 -0.416 -0.881],4185.968467235565,99.0,,138,-46.422070749324035,0.73806167,548.41766,2.3942936e-05,459.51,1707248,77.86464,201.96686,83.97526,-11.490101,4.1820908,,2416.9397,0.5393762,-13.942805,30.702974,100.0,9.27826,-15.072439,13800,1.739427,-13.258023,-60.06524,100
[-1.039 -0.381 -0.1   -0.426 -0.88 ],4266.761141777039,99.0,,139,-64.41991419783511,0.75525814,66.48665,0.00023494588,434.15,1750663,92.26569,20.403276,13.663474,-13.890087,7.5968943,,175.58005,0.5476085,-15.681579,15.831068,100.0,10.093367,-17.24917,13900,1.1078236,-15.89702,-57.375004,100
[-1.057 -0.393 -0.098 -0.432 -0.871],4349.24360871315,99.0,,140,-55.816723203726184,0.67736983,484.0583,0.00012937283,437.27,1794390,92.344284,183.55208,71.67174,-11.791303,8.077903,,3272.041,0.547538,-15.11453,30.70878,100.0,10.678524,-16.47277,14000,1.3234587,-13.890591,-50.807327,100
[-1.061 -0.397 -0.091 -0.427 -0.871],4432.876358032227,99.0,,141,-48.27861098394374,0.8106391,15.84362,0.0020411878,460.9,1840480,74.76229,4.6982536,5.0824785,-11.577197,10.2199135,,24.584198,0.54767954,-12.849159,14.535234,100.0,9.222542,-14.023968,14100,0.9854427,-12.945812,-52.977474,100
[-1.059 -0.401 -0.093 -0.421 -0.871],4515.977402210236,99.0,,142,-42.760464116865435,0.69690025,2391.63,2.913059e-05,480.57,1888537,114.98543,717.75397,293.61777,-11.864037,1.996218,,8522.383,0.5438864,-14.668085,70.52368,100.0,8.415002,-15.708616,14200,1.8633033,-13.6829815,-47.376457,100
[-1.063 -0.39  -0.102 -0.421 -0.875],4606.087588071823,99.0,,143,-47.57513842575302,0.67474025,162.85205,0.00050948485,452.47,1933784,71.89294,52.78056,30.472364,-11.404324,10.020995,,598.6566,0.54204756,-13.690857,27.543592,100.0,8.807834,-14.848548,14300,1.2924647,-13.01977,-48.49172,100
[-1.065 -0.397 -0.098 -0.416 -0.877],4698.423943758011,99.0,,144,-45.04259133478283,0.909616,1025.448,1.7918668e-05,494.26,1983210,149.23106,304.21005,130.20834,-11.262677,10.953068,,3316.0107,0.5436837,-13.037839,48.44973,100.0,7.0885453,-14.133904,14400,2.2513535,-12.884188,-31.306923,100
[-1.059 -0.395 -0.108 -0.411 -0.875],4784.045300483704,99.0,,145,-46.213231875665635,0.9553089,9.121292,0.0029219165,475.68,2030778,78.5366,2.513433,3.4649057,-13.833082,5.1489477,,14.133678,0.5439444,-14.448254,16.72318,100.0,9.354252,-15.5728035,14500,1.3245507,-15.086753,-58.862648,100
[-1.058 -0.399 -0.111 -0.406 -0.875],4874.665976762772,99.0,,146,-48.399682788509516,0.8292738,1073.6704,6.4663654e-06,493.4,2080118,119.228516,297.3973,152.19516,-12.376513,9.203439,,3157.805,0.5446788,-14.879339,47.08667,100.0,7.507793,-16.057095,14600,2.1492217,-14.319509,-31.886133,100
[-1.058 -0.395 -0.114 -0.415 -0.874],4957.296180009842,99.0,,147,-45.5664083103708,0.7113317,264.76883,0.00027786597,467.8,2126898,98.19942,80.77409,45.70792,-12.949775,12.8055105,,881.86896,0.5471888,-15.243263,21.088884,100.0,11.141789,-16.352074,14700,1.2534193,-14.521887,-68.404236,100
[-1.065 -0.403 -0.108 -0.414 -0.872],5049.77384185791,99.0,,148,-43.9476582540471,0.6836528,497.4149,0.00010081612,490.24,2175922,113.521866,137.10368,71.74252,-12.24571,22.500164,,2210.7183,0.54859877,-13.568626,26.117538,100.0,7.852874,-14.638046,14800,1.4064946,-13.751918,-36.137028,100
[-1.072 -0.4   -0.099 -0.419 -0.87 ],5140.512270450592,99.0,,149,-45.81799390664189,0.7233102,112.938416,0.00042250712,494.34,2225356,79.13029,35.569386,23.290005,-11.822652,11.096164,,407.67328,0.5489994,-13.312974,49.682003,100.0,6.870818,-14.427906,14900,1.8901681,-13.300062,-27.260057,100
[-1.069 -0.398 -0.102 -0.426 -0.87 ],5227.88872718811,99.0,,150,-44.887725416324194,0.71488,2577.313,2.5569701e-05,473.14,2272670,385.73273,787.50287,310.14368,-10.264189,6.6692886,,10173.377,0.5666506,-13.463027,38.633175,100.0,8.415709,-14.555324,15000,1.7623605,-12.231092,-45.079266,100
[-1.094 -0.405 -0.097 -0.436 -0.852],5319.352259159088,99.0,,151,-51.49096871190691,0.67327464,117.38148,0.00022103771,467.62,2319432,48.536884,40.20672,20.984362,-13.617485,2.627954,,518.786,0.5745194,-15.42602,15.341763,100.0,8.07582,-16.678997,15100,0.88500184,-15.159095,-51.50201,100
[-1.076 -0.412 -0.089 -0.437 -0.844],5406.936592578888,99.0,,152,-46.96202473074354,0.66690594,680.0522,7.059106e-05,472.82,2366714,50.448017,231.49117,91.84963,-12.491764,6.5333576,,2285.1755,0.5742014,-14.315517,36.289925,100.0,7.515899,-15.458289,15200,1.019957,-14.133798,-37.694008,100
[-1.077 -0.411 -0.1   -0.437 -0.845],5490.1557059288025,99.0,,153,-44.29428674429123,0.7129172,285.64166,0.00022154654,475.03,2414217,89.53639,76.267395,48.58164,-11.5276575,8.113221,,633.3294,0.5747766,-13.388407,28.550243,100.0,8.702765,-14.466262,15300,1.3974916,-13.103605,-38.349792,100
[-1.076 -0.408 -0.1   -0.447 -0.844],5565.457655906677,99.0,,154,-57.99218622275015,0.6827414,1017.4892,4.3784275e-05,422.43,2456460,119.05475,433.77887,139.58418,-10.205887,8.468584,,6305.809,0.5739885,-14.876257,46.5431,100.0,12.405432,-16.287437,15400,1.9230646,-12.576802,-48.615013,100
[-1.073 -0.406 -0.107 -0.455 -0.845],5648.749952793121,99.0,,155,-71.40348208860209,123.64266,49377456.0,1.2385689e-08,400.14,2496474,3485642.8,14394637.0,2684173.2,175.75525,6.4521666,,412290300.0,0.57317597,-15.298988,156820.81,100.0,10.59879,-17.036516,15500,3160.1514,102.2664,-53.709145,100
[-1.086 -0.422 -0.111 -0.444 -0.846],5744.764461517334,99.0,,156,-49.3372034951327,1.0,1.0,1.0,465.74,2543048,60.28743,0.2526426,0.93148,-12.22342,3.1589937,,1.0,0.57317597,-12.22342,1.0,100.0,7.725578,-13.42399,15600,,-13.42399,-30.43888,100
[-1.086 -0.422 -0.111 -0.444 -0.846],5824.510833501816,99.0,,157,-51.41427111641721,0.790518,111.39188,0.00017933601,456.47,2588695,91.71861,37.78002,21.651428,-13.629445,4.912059,,468.53195,0.5710616,-15.267655,51.47439,100.0,8.684982,-16.518766,15700,2.004614,-15.224536,-43.61504,100
[-1.098 -0.408 -0.107 -0.437 -0.848],5908.313645362854,99.0,,158,-47.955235630377665,0.6992655,93.36172,0.00028040126,465.58,2635253,141.0286,27.70298,19.588625,-12.436848,9.075421,,325.69104,0.5693921,-13.618069,14.420858,100.0,8.000473,-14.785008,15800,1.0820028,-14.000639,-46.478775,100
[-1.098 -0.402 -0.109 -0.444 -0.85 ],5982.708430051804,99.0,,159,-67.14172873261481,0.9336006,1575.9329,6.637281e-05,409.51,2676204,160.10936,589.87836,182.02979,-12.905047,8.509457,,8815.414,0.56780475,-17.083918,120.346344,100.0,11.189465,-18.717741,15900,3.2845733,-15.628273,-43.777786,100
[-1.097 -0.417 -0.099 -0.448 -0.851],6078.926625013351,99.0,,160,-51.96750236424021,0.70762706,94.7371,0.0003357971,470.79,2723283,43.023685,31.91508,18.62604,-12.859992,4.8491397,,301.23895,0.5708011,-14.630169,21.666939,100.0,7.898058,-15.894743,16000,1.1381172,-14.396535,-46.76741,100
[-1.121 -0.418 -0.106 -0.445 -0.848],6163.77695274353,99.0,,161,-48.49839623776191,0.9602294,13.802179,0.0006675964,476.48,2770931,51.145638,4.4338675,4.443989,-12.749603,2.6610134,,31.132832,0.5705432,-13.5400915,45.828594,100.0,7.5773044,-14.720249,16100,1.4677402,-14.069592,-46.0649,100
[-1.12  -0.419 -0.099 -0.444 -0.848],6249.965819120407,99.0,,162,-46.13600944456827,0.7444725,3121.505,1.4107107e-05,475.93,2818524,189.29263,918.35864,351.46045,-10.793384,4.3734155,,10619.08,0.5712355,-13.923733,33.118896,100.0,8.515861,-15.046404,16200,1.7864387,-12.734158,-53.36589,100
[-1.125 -0.416 -0.088 -0.446 -0.848],6339.857215166092,99.0,,163,-49.090327694164706,0.7508604,125.232346,0.0002107345,476.81,2866205,149.89996,37.61018,23.13706,-13.174056,16.255386,,382.5077,0.57036513,-14.297729,58.987797,100.0,9.339433,-15.4922905,16300,1.6038784,-14.694799,-64.192184,100
