Iteration,EpRewMean,EmpiricalD2,MeanD2w0t,ReturnMeanIW,ReturnStepMax,MinIW,InitialBound,TimestepsSoFar,EpThisIter,InitialReturnMin,MeanIW,MeanEntropy,MinD2w0t,MaxIW,J_sample_variance,InitialReturnStd,MaxD2w0t,StdD2w0t,InitialReturnMax,Weights,EpLenMean,EpisodesSoFar,TimeElapsed,Bound,InitialReturnMean,ReturnStepMaxmin,StdIW
324,-104.95419248103379,1.0001574,0.07458632,-76.0466,100.0,0.9482775,-2871.058,1172918,100,-95.865326,0.99666506,1.3941857,,1.0309685,299.33145,17.298264,1.0002629,0.26273125,-2.4445324,[-0.55  -1.118 -0.808 -1.053 -0.024],37.29,32400,3284.413183450699,-2870.9287,-76.3032,99.0,0.014036681
325,-105.58331545095187,1.0000389,0.07236137,-77.37152,100.0,0.9795164,-2813.1707,1176536,100,-95.4791,0.99884725,1.3941802,,1.0248902,261.8189,16.04105,1.0001173,0.25909457,-30.769226,[-0.55  -1.118 -0.808 -1.052 -0.025],36.18,32500,3293.6508572101593,-2813.1274,-77.44658,99.0,0.006243131
326,-106.50702563937244,1.000033,0.068921395,-78.908424,100.0,0.98495394,-2690.9023,1179982,100,-96.020226,0.999055,1.3940789,,1.0162491,200.2381,14.101002,1.0000716,0.25332856,-38.69125,[-0.551 -1.118 -0.808 -1.052 -0.025],34.46,32600,3305.2043693065643,-2690.8643,-78.97939,99.0,0.0055850744
327,-107.41246184281202,1.0000486,0.07208121,-78.76162,100.0,0.9684765,-2895.6963,1183586,100,-95.77554,0.9986157,1.394165,,1.0166402,197.75308,13.946734,1.0001322,0.25862342,-14.318261,[-0.551 -1.117 -0.808 -1.052 -0.025],36.04,32700,3316.23992395401,-2895.644,-78.84792,99.0,0.0070918887
328,-105.02833076624401,1.0000225,0.07794123,-75.078735,100.0,0.9773945,-2821.0762,1187483,100,-93.78646,0.9991085,1.394074,,1.0134578,277.47464,16.539091,1.0000725,0.2680783,-9.865356,[-0.55  -1.117 -0.807 -1.052 -0.025],38.97,32800,3327.71599984169,-2821.0454,-75.13735,99.0,0.005454219
329,-108.14252204715638,1.0000418,0.06788173,-80.27452,100.0,0.98135483,-2611.714,1190877,100,-95.16342,0.9989825,1.3934667,,1.0159184,123.17989,11.019812,1.000084,0.25154695,-45.02764,[-0.55  -1.118 -0.807 -1.052 -0.025],33.94,32900,3337.116630077362,-2611.6733,-80.35603,99.0,0.0067494353
330,-107.30757615327089,1.0001637,0.08098385,-75.45801,100.0,0.96766365,-2783.7397,1194926,100,-95.409904,0.9975104,1.3935561,,1.0326244,195.08397,13.914193,1.0002648,0.27282143,-36.64678,[-0.55  -1.118 -0.808 -1.052 -0.026],40.49,33000,3348.9088311195374,-2783.652,-75.62994,99.0,0.011302918
331,-106.31179124212031,1.0000468,0.06740167,-79.44395,100.0,0.9831743,-2707.16,1198296,100,-95.06203,0.99885124,1.39416,,1.0157074,189.84929,13.765299,1.0000904,0.25072393,-34.5086,[-0.549 -1.118 -0.808 -1.053 -0.025],33.7,33100,3359.239077091217,-2707.1113,-79.53445,99.000015,0.0060666325
332,-108.20584241442636,1.0000333,0.069520704,-79.99082,100.0,0.9873248,-2722.6501,1201772,100,-96.36067,0.9994526,1.3941854,,1.0137706,153.63481,12.34664,1.0000795,0.25433207,-28.022131,[-0.549 -1.118 -0.808 -1.052 -0.025],34.76,33200,3369.3474581241608,-2722.6282,-80.032684,99.000046,0.004620083
333,-107.90842505513461,1.000019,0.07312038,-78.56603,100.0,0.98993367,-2819.482,1205428,100,-95.97977,0.999635,1.3944223,,1.0130379,187.49692,13.649448,1.0000296,0.26032856,-28.058014,[-0.549 -1.118 -0.807 -1.052 -0.025],36.56,33300,3379.0212264060974,-2819.4663,-78.59392,99.000046,0.0045536994
334,-108.00577586296859,1.0000514,0.06656257,-80.75992,100.0,0.9774153,-2700.7517,1208756,100,-95.92357,0.99836624,1.394165,,1.0164721,154.24257,12.3485775,1.000151,0.2492617,-30.103424,[-0.549 -1.118 -0.807 -1.052 -0.025],33.28,33400,3387.4997701644897,-2700.6865,-80.886536,99.00001,0.0069522196
335,-107.59081729956903,1.0000652,0.07126228,-78.82966,100.0,0.97923446,-2657.1628,1212319,100,-95.899155,0.998628,1.3940941,,1.0203927,164.42923,12.787629,1.0001074,0.2572617,-40.36302,[-0.548 -1.117 -0.807 -1.052 -0.025],35.63,33500,3398.3743324279785,-2657.1067,-78.93557,99.00001,0.007411476
336,-106.88789269908894,1.0000246,0.073221125,-77.64934,100.0,0.9852746,-2767.7043,1215980,100,-93.75003,0.99920136,1.3935777,,1.0103362,167.4028,12.868765,1.0000522,0.26050517,-36.16896,[-0.548 -1.118 -0.807 -1.052 -0.025],36.61,33600,3408.6706466674805,-2767.6726,-77.70898,99.00005,0.0046367818
337,-106.24764085504599,1.0000305,0.07304097,-77.69449,100.0,0.9854555,-2842.8157,1219632,100,-96.045746,0.9993691,1.393669,,1.0207556,205.3576,14.343917,1.0000672,0.2602126,-28.066784,[-0.548 -1.118 -0.807 -1.052 -0.025],36.52,33700,3418.478151321411,-2842.7854,-77.7518,99.0,0.004910488
338,-107.75541300950904,1.000001,0.07108,-79.03421,100.0,0.9976193,-2749.6484,1223186,100,-95.61623,0.9999425,1.3939062,,1.0039198,161.71983,12.6463585,1.0000024,0.25696594,-37.2211,[-0.548 -1.118 -0.807 -1.052 -0.025],35.54,33800,3428.4313354492188,-2749.6465,-79.03721,99.0,0.0010214224
339,-106.95544262161023,1.000093,0.06446192,-80.77905,100.0,0.97347516,-2676.3613,1226409,100,-95.45316,0.9984386,1.3940066,,1.0266894,157.9265,12.475832,1.0001668,0.24557194,-44.202446,[-0.548 -1.118 -0.807 -1.052 -0.025],32.23,33900,3436.129237651825,-2676.302,-80.89052,99.00009,0.009707587
340,-106.56753285657487,1.0000159,0.07902054,-75.68209,100.0,0.98691314,-2826.5962,1230360,100,-94.15096,0.9993625,1.3936694,,1.0097401,224.84595,14.911446,1.0000409,0.26977882,-19.149792,[-0.549 -1.118 -0.807 -1.052 -0.025],39.51,34000,3445.3808448314667,-2826.5774,-75.717384,99.0,0.0040322943
341,-106.97336235119457,1.0001017,0.07320335,-77.80782,100.0,0.972994,-2774.1514,1234020,100,-94.860596,0.9977706,1.3934617,,1.0222405,191.11642,13.785577,1.0002263,0.26048312,-37.191673,[-0.549 -1.118 -0.807 -1.052 -0.025],36.6,34100,3454.8379290103912,-2774.0596,-77.98147,99.00001,0.009643845
342,-106.29123812799429,1.000019,0.07192079,-78.02957,100.0,0.98876816,-2813.8074,1237616,100,-96.10278,0.99916685,1.3936694,,1.0104719,211.8162,14.456444,1.0000486,0.25834796,-30.695787,[-0.549 -1.117 -0.807 -1.051 -0.026],35.96,34200,3464.585287332535,-2813.7773,-78.08319,99.0,0.0037524384
343,-107.16063718186317,1.0002353,0.067105494,-79.69845,100.0,0.9647343,-2763.697,1240971,100,-95.719864,0.99595547,1.3945093,,1.0470669,144.64427,11.9904,1.0004033,0.2502228,-38.220448,[-0.549 -1.118 -0.807 -1.051 -0.025],33.55,34300,3474.5877351760864,-2763.537,-80.01717,99.000046,0.01245858
344,-107.52196495596064,1.000111,0.07024292,-79.26015,100.0,0.97359496,-2743.2664,1244483,100,-96.17435,0.9981253,1.3944393,,1.0221359,172.80914,13.159096,1.000221,0.25556576,-42.173874,[-0.548 -1.117 -0.807 -1.052 -0.024],35.12,34400,3484.3891563415527,-2743.1858,-79.41529,99.0,0.010595342
345,-106.38374101698615,1.0000389,0.07052187,-78.39055,100.0,0.9821184,-2735.4214,1248009,100,-95.22034,0.9988783,1.3945311,,1.0210264,177.1213,13.315322,1.0000867,0.2560299,-43.213078,[-0.549 -1.118 -0.807 -1.051 -0.025],35.26,34500,3495.378375530243,-2735.3704,-78.486496,99.00001,0.006132933
346,-105.66525826167941,1.000249,0.07584741,-75.63812,100.0,0.94926775,-2759.6514,1251801,100,-95.75433,0.995605,1.3949617,,1.0474821,225.02895,15.113645,1.0004,0.26477888,-38.2294,[-0.549 -1.118 -0.807 -1.052 -0.024],37.92,34600,3506.365880727768,-2759.482,-75.971466,99.0,0.013837643
347,-106.57094813952808,1.0000463,0.06444125,-80.526474,100.0,0.9810189,-2708.2227,1255023,100,-95.89833,0.99930966,1.3949684,,1.0178455,158.08305,12.619965,1.0000848,0.24553657,-45.12429,[-0.549 -1.118 -0.807 -1.051 -0.024],32.22,34700,3515.1743614673615,-2708.1865,-80.59708,99.000015,0.0066638007
348,-106.6184825807161,1.0001118,0.06870305,-78.927185,100.0,0.9745822,-2682.8828,1258458,100,-95.1263,0.9977416,1.3954848,,1.0213634,167.58124,12.811603,1.0002372,0.25295895,-46.489418,[-0.549 -1.118 -0.807 -1.051 -0.024],34.35,34800,3523.308880329132,-2682.799,-79.08989,99.000206,0.008726583
349,-106.64072316897922,1.0001353,0.07148612,-78.00034,100.0,0.9606537,-2705.9292,1262032,100,-94.62489,0.9954956,1.39542,,1.0264752,194.55606,13.7876425,1.0003431,0.25763845,-40.252808,[-0.55  -1.119 -0.807 -1.051 -0.024],35.74,34900,3532.9330949783325,-2705.7642,-78.3037,99.000015,0.012318316
350,-107.15200534770061,1.0000262,0.070421286,-78.82526,100.0,0.98281705,-2682.6833,1265553,100,-93.04275,0.99915314,1.3949845,,1.0143039,143.60669,11.935811,1.0000632,0.25586995,-41.407146,[-0.55  -1.118 -0.807 -1.05  -0.024],35.21,35000,3542.3426535129547,-2682.6477,-78.89038,99.00002,0.0049438155
351,-107.1730300122233,1.0000306,0.07436137,-77.58041,100.0,0.9870204,-2767.6384,1269271,100,-95.50591,0.9991971,1.3953998,,1.0185459,184.62532,13.542399,1.0000552,0.2623532,-21.186958,[-0.55  -1.118 -0.807 -1.051 -0.024],37.18,35100,3553.6708974838257,-2767.605,-77.64308,99.000015,0.0056475056
352,-107.85808428914095,1.0001696,0.06792416,-80.27492,100.0,0.9652537,-2723.1194,1272667,100,-95.34106,0.9967869,1.3956009,,1.0328021,164.69499,12.6743145,1.0003483,0.2516173,-45.0163,[-0.55  -1.118 -0.807 -1.05  -0.024],33.96,35200,3563.412870168686,-2723.0022,-80.501976,99.0,0.011000903
353,-106.73088499938234,1.0000567,0.07084146,-78.44951,100.0,0.9771804,-2713.7295,1276209,100,-96.13225,0.9989139,1.3958786,,1.0161877,206.9835,14.28846,1.0000958,0.25655457,-40.302895,[-0.549 -1.117 -0.807 -1.051 -0.023],35.42,35300,3574.9666318893433,-2713.6926,-78.52148,99.00007,0.007065598
354,-106.32515472951049,1.0008397,0.074796855,-75.99805,100.0,0.88347393,-2754.0237,1279948,100,-95.97785,0.9880553,1.3954796,,1.0567933,251.0244,15.3038025,1.0015433,0.2630904,-23.352543,[-0.549 -1.117 -0.807 -1.051 -0.023],37.39,35400,3584.4898302555084,-2753.6077,-76.80394,99.0,0.029245801
355,-108.07330337199392,1.0000329,0.0665409,-80.9716,100.0,0.98403007,-2744.882,1283275,100,-96.57414,0.9992582,1.3958584,,1.0129647,150.0396,12.18036,1.0000805,0.24922313,-41.026573,[-0.547 -1.117 -0.807 -1.052 -0.024],33.27,35500,3596.0129935741425,-2744.8513,-81.03104,99.00049,0.00500742
356,-105.50138399450638,1.0000056,0.067760184,-78.742256,100.0,0.9931277,-2848.3506,1286663,100,-96.467735,0.99969625,1.3958749,,1.006482,213.15303,14.518487,1.0000148,0.25132737,-26.418337,[-0.547 -1.117 -0.807 -1.052 -0.023],33.88,35600,3605.8761670589447,-2848.34,-78.7623,99.0,0.002263558
357,-106.59083440675374,1.0000447,0.07828261,-76.167046,100.0,0.9713466,-2827.16,1290577,100,-95.88842,0.99821705,1.3955079,,1.0153813,248.96605,15.670437,1.0001116,0.26862738,-27.355087,[-0.547 -1.117 -0.807 -1.052 -0.023],39.14,35700,3615.083816766739,-2827.1016,-76.28089,99.0,0.0073422086
358,-107.77925762329185,1.0000666,0.07778322,-76.89761,100.0,0.96683306,-2779.2583,1294466,100,-96.37506,0.9981129,1.3946228,,1.0241692,199.4753,14.14418,1.0001464,0.2678343,-39.2785,[-0.547 -1.118 -0.807 -1.052 -0.023],38.89,35800,3624.8956909179688,-2779.1782,-77.05103,99.00001,0.008167782
359,-107.41814644495527,1.00002,0.0749808,-77.5881,100.0,0.98963237,-2748.2393,1298215,100,-96.61794,0.99970436,1.3949832,,1.0140789,191.45123,13.829344,1.0000367,0.263354,-36.01561,[-0.547 -1.117 -0.807 -1.052 -0.024],37.49,35900,3636.1996545791626,-2748.2185,-77.627884,99.00019,0.0045708236
360,-105.18379026740764,1.000215,0.0743858,-75.895256,100.0,0.96151817,-2766.1746,1301934,100,-94.81262,0.99628204,1.395415,,1.0384536,244.67024,15.618215,1.0003432,0.2624043,-38.37674,[-0.547 -1.117 -0.806 -1.052 -0.024],37.19,36000,3645.7186233997345,-2766.027,-76.17915,99.000046,0.014988824
361,-107.89871524329463,1.0000528,0.074581794,-78.05201,100.0,0.978547,-2768.14,1305663,100,-95.00611,0.9985553,1.3954846,,1.0197082,162.29152,12.625179,1.0001156,0.26271588,-38.59739,[-0.547 -1.117 -0.806 -1.051 -0.024],37.29,36100,3655.65278339386,-2768.0916,-78.144485,99.00001,0.0074437237
362,-106.37196571295148,1.0000432,0.077482715,-76.10823,100.0,0.97898805,-2733.1448,1309537,100,-95.132996,0.9986943,1.3953935,,1.0239869,212.23642,14.520384,1.0001125,0.2673644,-44.36779,[-0.547 -1.117 -0.806 -1.051 -0.024],38.74,36200,3666.9239025115967,-2733.094,-76.20988,99.0,0.0069435174
363,-107.44087057914398,1.000062,0.07082207,-78.95738,100.0,0.980496,-2682.8486,1313078,100,-95.84481,0.99874705,1.3956225,,1.0294542,172.51253,13.115445,1.0001335,0.25652644,-36.27086,[-0.547 -1.117 -0.805 -1.051 -0.024],35.41,36300,3679.15087223053,-2682.798,-79.0556,99.000015,0.0076452345
364,-107.6657489595433,1.0000974,0.072443575,-78.55964,100.0,0.9719481,-2706.35,1316700,100,-95.67115,0.99791694,1.3950709,,1.0247066,156.57901,12.495489,1.0001931,0.25922954,-42.71427,[-0.546 -1.117 -0.806 -1.052 -0.023],36.22,36400,3690.206213235855,-2706.2656,-78.72453,99.00003,0.008789246
365,-106.64264864121911,1.0000583,0.07212228,-77.81627,100.0,0.98092484,-2664.8643,1320306,100,-95.354774,0.998936,1.3951406,,1.0166495,184.5504,13.604342,1.0001214,0.2586865,-38.422836,[-0.546 -1.117 -0.805 -1.052 -0.024],36.06,36500,3700.401163816452,-2664.8147,-77.91372,99.0,0.006989205
366,-107.59743465351785,1.0000333,0.077801056,-76.81305,100.0,0.98528266,-2704.4849,1324196,100,-95.40898,0.9997229,1.3948823,,1.019163,188.34819,13.747768,1.0000635,0.26785487,-39.371788,[-0.546 -1.118 -0.805 -1.052 -0.024],38.9,36600,3711.842280626297,-2704.4612,-76.85931,99.0,0.005633086
367,-106.86488126059578,1.0000218,0.069381,-79.17931,100.0,0.9881293,-2691.148,1327665,100,-95.9361,0.9994778,1.3949833,,1.0154767,170.59193,13.029334,1.0000434,0.2541046,-37.418747,[-0.546 -1.118 -0.805 -1.052 -0.024],34.69,36700,3721.5033922195435,-2691.1245,-79.22521,99.00026,0.004993177
368,-107.58547587004567,1.0000789,0.07020326,-79.13827,100.0,0.9709731,-2706.9436,1331175,100,-95.13199,0.9975732,1.3945595,,1.0232496,156.50336,12.435679,1.0002389,0.2554857,-45.945343,[-0.546 -1.118 -0.805 -1.052 -0.024],35.1,36800,3731.7008566856384,-2706.8384,-79.31818,99.000114,0.009618025
369,-106.26205020860729,1.0000454,0.07234181,-77.65269,100.0,0.9826682,-2720.3542,1334792,100,-96.3814,0.9990556,1.3949832,,1.029919,221.79567,14.873363,1.0000851,0.25904745,-31.864601,[-0.547 -1.118 -0.806 -1.052 -0.024],36.17,36900,3742.8109555244446,-2720.3098,-77.736755,99.00001,0.0073286714
370,-105.7024008559359,1.0000305,0.07768155,-75.608955,100.0,0.9821796,-2806.122,1338676,100,-94.824455,0.9990086,1.3949682,,1.0144764,251.24347,15.772111,1.0001166,0.26767606,-31.166637,[-0.547 -1.119 -0.805 -1.052 -0.024],38.84,37000,3752.0672130584717,-2806.085,-75.677826,99.000015,0.004632172
371,-108.0079815783348,1.000029,0.071061134,-79.39568,100.0,0.98589087,-2722.0745,1342229,100,-95.48738,0.9991894,1.3954805,,1.016777,170.28145,12.958039,1.0000569,0.25692147,-40.353996,[-0.547 -1.119 -0.806 -1.052 -0.024],35.53,37100,3762.6454648971558,-2722.0413,-79.45713,99.00025,0.0055239443
372,-106.4728347839408,1.0000241,0.07080068,-78.45139,100.0,0.9794182,-2755.7144,1345769,100,-95.41841,0.9993197,1.3950723,,1.0106219,203.98492,14.185571,1.0000474,0.25649187,-40.129738,[-0.547 -1.119 -0.806 -1.052 -0.024],35.4,37200,3774.480773448944,-2755.691,-78.49464,99.0,0.00500704
373,-107.04874621836034,1.0000154,0.07610075,-77.04694,100.0,0.9889815,-2851.1035,1349574,100,-94.17307,0.9994665,1.3948823,,1.01261,202.6594,14.169803,1.0000327,0.26516896,-24.000134,[-0.547 -1.119 -0.806 -1.052 -0.024],38.05,37300,3785.319892883301,-2851.0813,-77.08858,99.00001,0.003689016
374,-107.0753177928978,1.000069,0.072602324,-78.0061,100.0,0.9689541,-2735.0527,1353204,100,-94.14717,0.9984413,1.3945583,,1.0219378,157.13983,12.446278,1.0001172,0.25949022,-42.013966,[-0.547 -1.119 -0.806 -1.052 -0.024],36.3,37400,3795.296204328537,-2734.9954,-78.117805,99.00002,0.0076204524
375,-107.52395459752576,1.0000762,0.07006293,-79.06553,100.0,0.9763808,-2743.0796,1356707,100,-93.02465,0.99788135,1.3951422,,1.0239512,138.40959,11.741591,1.0001636,0.2552632,-35.386356,[-0.547 -1.119 -0.806 -1.051 -0.024],35.03,37500,3806.1244258880615,-2742.9932,-79.22862,99.00004,0.009159916
376,-106.47708069848699,1.000022,0.07312078,-77.8336,100.0,0.9884557,-2864.6025,1360363,100,-95.789955,0.9996269,1.3951418,,1.0153825,231.42189,15.19869,1.000038,0.26032954,-17.718927,[-0.548 -1.12  -0.806 -1.052 -0.024],36.56,37600,3816.9762134552,-2864.5823,-77.87368,99.0,0.0045907195
377,-107.22777112441166,1.0001459,0.074223764,-77.574234,100.0,0.9750312,-2773.9558,1364074,100,-95.00467,0.9970651,1.3956009,,1.0219232,197.68626,13.947521,1.0003275,0.26215076,-34.923153,[-0.548 -1.12  -0.806 -1.052 -0.024],37.11,37700,3825.6008961200714,-2773.8367,-77.78593,99.0,0.009437464
378,-107.0080439031159,1.0000945,0.06646286,-80.10283,100.0,0.977831,-2750.8645,1367397,100,-96.12634,0.997978,1.3961121,,1.0301076,168.88185,12.950141,1.0001671,0.2490961,-41.5963,[-0.547 -1.12  -0.806 -1.052 -0.023],33.23,37800,3836.716297864914,-2750.787,-80.25311,99.0,0.009565807
379,-108.61144555210029,1.0000353,0.06924126,-80.49508,100.0,0.97954255,-2737.508,1370859,100,-96.971214,0.99887836,1.3965989,,1.0154246,148.09103,12.096928,1.0000745,0.25386193,-38.786266,[-0.547 -1.12  -0.805 -1.052 -0.023],34.62,37900,3846.771011829376,-2737.4646,-80.5733,99.000046,0.005648018
380,-107.01053801738732,1.000318,0.06901027,-78.99081,100.0,0.95962954,-2743.3328,1374309,100,-96.180916,0.9935625,1.3974394,,1.039119,201.07726,14.177139,1.0005435,0.25348917,-27.629927,[-0.547 -1.12  -0.805 -1.052 -0.022],34.5,38000,3856.837754011154,-2743.0847,-79.481804,99.00001,0.016384074
381,-107.34689776655974,1.0002391,0.07876625,-75.88007,100.0,0.95450926,-2671.6516,1378247,100,-94.31714,0.9954669,1.3965989,,1.028597,172.39337,12.919815,1.000471,0.26938072,-41.40102,[-0.547 -1.12  -0.805 -1.051 -0.022],39.38,38100,3867.8901493549347,-2671.4834,-76.18088,99.00002,0.01540971
382,-106.21208587905134,1.0000619,0.07902198,-75.36265,100.0,0.9822234,-2777.6587,1382198,100,-95.7836,0.99866235,1.3970945,,1.0292271,199.23509,14.037135,1.0001074,0.26978382,-40.11406,[-0.546 -1.12  -0.805 -1.052 -0.022],39.51,38200,3880.140554189682,-2777.6135,-75.45147,99.000015,0.007627895
383,-106.83396965438794,1.0000182,0.0751006,-76.98782,100.0,0.98905635,-2704.6455,1385953,100,-95.38401,0.99954146,1.397117,,1.0179536,186.6884,13.573402,1.0000511,0.26356155,-43.7062,[-0.546 -1.12  -0.805 -1.052 -0.022],37.55,38300,3891.53883433342,-2704.627,-77.020065,99.0,0.0045858095
384,-106.13707811930425,1.0000964,0.06988218,-78.22091,100.0,0.970447,-2720.9553,1389447,100,-95.872574,0.9985507,1.3971103,,1.0246853,187.11499,13.655165,1.0001525,0.2549515,-43.17296,[-0.546 -1.12  -0.805 -1.052 -0.022],34.94,38400,3902.775375366211,-2720.893,-78.33779,99.0,0.010160347
385,-105.77671241852605,1.0000091,0.07462026,-76.550385,100.0,0.9921697,-2719.1865,1393178,100,-95.27907,0.9996223,1.3971115,,1.0077937,214.59521,14.538158,1.0000172,0.26276872,-41.481197,[-0.546 -1.12  -0.804 -1.051 -0.022],37.31,38500,3913.8343410491943,-2719.1768,-76.56903,99.000046,0.0029772632
386,-105.87258661222351,1.0000257,0.07530067,-76.360695,100.0,0.986946,-2772.5664,1396943,100,-95.5753,0.99945563,1.3970258,,1.011674,228.61407,15.023157,1.0000542,0.2638844,-29.161459,[-0.546 -1.12  -0.805 -1.052 -0.022],37.65,38600,3924.1752552986145,-2772.5479,-76.39647,99.0,0.0050393045
387,-105.77844288817575,1.0000405,0.07276179,-77.27934,100.0,0.9781444,-2747.9807,1400581,100,-95.46861,0.998646,1.3975524,,1.018968,233.44951,15.193299,1.0000823,0.25973946,-33.640274,[-0.546 -1.12  -0.805 -1.052 -0.022],36.38,38700,3934.5709195137024,-2747.933,-77.36934,99.00001,0.006337478
388,-106.47473609100574,1.0000737,0.08046169,-75.09376,100.0,0.9790846,-2789.0566,1404604,100,-96.54457,0.9991517,1.397488,,1.0248618,223.54688,14.980153,1.0001132,0.2720051,-21.67326,[-0.546 -1.121 -0.805 -1.052 -0.021],40.23,38800,3946.2587378025055,-2789.014,-75.17473,99.00001,0.008853561
389,-107.32710884862064,1.0000246,0.072480954,-78.42614,100.0,0.98552704,-2774.6406,1408228,100,-95.054825,0.99940693,1.3974538,,1.0143958,166.91876,12.895939,1.0000409,0.25927976,-34.303574,[-0.547 -1.121 -0.805 -1.052 -0.021],36.24,38900,3955.7753627300262,-2774.6184,-78.47066,99.00002,0.004982023
390,-107.67729968542024,1.0000342,0.06970093,-79.652176,100.0,0.9796255,-2707.3438,1411713,100,-95.20535,0.998925,1.3973532,,1.0122727,170.86774,12.944572,1.0001074,0.25463757,-42.292896,[-0.547 -1.121 -0.805 -1.052 -0.022],34.85,39000,3965.651681661606,-2707.3071,-79.718254,99.000015,0.00553948
391,-107.5006893745823,1.0000296,0.0649211,-81.08255,100.0,0.98368895,-2693.0862,1414959,100,-96.532776,0.99882156,1.396937,,1.0156701,148.50824,12.088858,1.00009,0.24638434,-43.223526,[-0.546 -1.121 -0.805 -1.052 -0.022],32.46,39100,3975.5077357292175,-2693.037,-81.16326,99.0003,0.0045590005
392,-106.39170223269792,1.0002445,0.069385305,-78.49101,100.0,0.9510489,-2742.637,1418428,100,-94.135,0.9959148,1.3968294,,1.034936,196.57016,13.803829,1.0005536,0.25412834,-29.534847,[-0.545 -1.121 -0.804 -1.052 -0.022],34.69,39200,3986.176326274872,-2742.4836,-78.785866,99.0,0.014073662
393,-106.21261169911206,1.0000976,0.07434237,-76.89945,100.0,0.96439475,-2760.6963,1422145,100,-95.28467,0.998502,1.396513,,1.0222352,215.59137,14.651767,1.0002142,0.2623273,-35.1973,[-0.547 -1.121 -0.805 -1.052 -0.022],37.17,39300,3998.1696598529816,-2760.6343,-77.01646,99.00002,0.009005679
394,-107.47809569822402,1.0001255,0.07038325,-79.13358,100.0,0.96712226,-2691.2258,1425664,100,-95.91594,0.9973811,1.3965935,,1.0268788,158.22267,12.393826,1.0002664,0.25579447,-45.505184,[-0.548 -1.121 -0.805 -1.052 -0.022],35.19,39400,4008.7564795017242,-2691.1343,-79.302925,99.000015,0.010177702
395,-105.11663358124223,1.0000364,0.077441566,-75.23009,100.0,0.98548865,-2752.5237,1429536,100,-95.04314,0.9988524,1.3971106,,1.0153084,245.76028,15.568465,1.0000771,0.26730525,-38.921402,[-0.547 -1.121 -0.805 -1.052 -0.022],38.72,39500,4020.471966981888,-2752.4846,-75.303925,99.0,0.005337512
396,-105.54605406858268,1.0000138,0.06916042,-78.13728,100.0,0.9906773,-2713.3733,1432994,100,-95.011086,0.999599,1.3970095,,1.0109956,198.40936,14.020685,1.0000278,0.25373054,-34.854477,[-0.547 -1.121 -0.805 -1.052 -0.022],34.58,39600,4031.421638727188,-2713.358,-78.165276,99.00001,0.003413993
397,-108.0280624053977,1.0000707,0.078703485,-76.64668,100.0,0.98012435,-2711.9883,1436929,100,-96.05366,0.99830216,1.3968352,,1.0181222,172.65498,13.115231,1.0001339,0.26928326,-45.722374,[-0.547 -1.121 -0.805 -1.052 -0.022],39.35,39700,4041.3443372249603,-2711.9214,-76.78023,99.000015,0.007229065
398,-106.56622595804154,1.0000446,0.07198183,-78.18218,100.0,0.9809357,-2829.1433,1440528,100,-96.06452,0.9990336,1.3965718,,1.0223548,217.80367,14.701562,1.0000757,0.2584696,-10.182768,[-0.547 -1.121 -0.805 -1.052 -0.022],35.99,39800,4052.665178537369,-2829.0989,-78.2645,99.0,0.0067024776
399,-107.13534937502422,1.0000576,0.07874204,-76.18465,100.0,0.9801633,-2772.4482,1444465,100,-95.46271,0.9989283,1.3964839,,1.0333512,178.67485,13.334206,1.000118,0.2693338,-35.79146,[-0.547 -1.12  -0.804 -1.052 -0.022],39.37,39900,4063.1378588676453,-2772.4004,-76.27834,99.0,0.007581718
400,-106.92440465739823,1.0000954,0.06854377,-79.28772,100.0,0.9770403,-2699.328,1447892,100,-96.94473,0.99731666,1.3968513,,1.0224105,156.15636,12.291393,1.0001609,0.25268662,-47.85019,[-0.547 -1.121 -0.804 -1.052 -0.022],34.27,40000,4072.4079558849335,-2699.2397,-79.46272,99.000015,0.0094532175
401,-109.1756855680791,1.0000483,0.07110187,-79.98908,100.0,0.97972196,-2683.8765,1451447,100,-95.50228,0.9987958,1.396393,,1.0165348,125.85836,11.181573,1.0000864,0.2570034,-45.997345,[-0.547 -1.121 -0.805 -1.052 -0.022],35.55,40100,4083.3725168704987,-2683.827,-80.0836,99.00001,0.0069200755
402,-105.01097630691984,1.0000175,0.07248096,-77.036674,100.0,0.9869324,-2807.524,1455071,100,-95.84784,0.99947065,1.3963714,,1.0115029,257.67676,15.998711,1.0000347,0.2592795,-29.22637,[-0.547 -1.121 -0.805 -1.052 -0.023],36.24,40200,4093.060256242752,-2807.5032,-77.07963,99.0,0.0038490342
403,-107.56804808769546,1.0000584,0.07338209,-78.2457,100.0,0.9760946,-2762.0234,1458740,100,-96.16355,0.99861443,1.3960327,,1.0176384,184.00543,13.47816,1.0001209,0.26075777,-39.911407,[-0.547 -1.121 -0.805 -1.052 -0.023],36.69,40300,4102.7054715156555,-2761.9744,-78.34339,99.00007,0.007102009
404,-105.73191182671002,1.0000118,0.07776058,-75.59106,100.0,0.988416,-2853.9695,1462628,100,-95.72953,0.99960345,1.3959658,,1.0096859,243.37111,15.527313,1.000026,0.26779166,-21.08858,[-0.546 -1.122 -0.805 -1.053 -0.023],38.88,40400,4113.967126607895,-2853.9521,-75.62394,99.0,0.0033329907
