Iteration,EpRewMean,EmpiricalD2,MeanD2w0t,ReturnMeanIW,ReturnStepMax,MinIW,InitialBound,TimestepsSoFar,EpThisIter,InitialReturnMin,MeanIW,MeanEntropy,MinD2w0t,MaxIW,J_sample_variance,InitialReturnStd,MaxD2w0t,StdD2w0t,InitialReturnMax,Weights,EpLenMean,EpisodesSoFar,TimeElapsed,Bound,InitialReturnMean,ReturnStepMaxmin,StdIW
81,-106.54438052523489,1.0000701,0.078002855,-75.735214,100.0,0.9712752,-2725.7195,290615,100,-95.99004,0.9983553,1.4097303,,1.0311576,187.85869,13.642255,1.0001862,0.26817483,-38.487453,[-0.56  -1.101 -0.808 -1.044 -0.01 ],39.0,8100,806.2669134140015,-2725.647,-75.861435,99.0,0.007826095
82,-105.38777023672708,1.0000914,0.072982885,-76.78621,100.0,0.9745704,-2867.7676,294264,100,-97.38433,0.9971829,1.4102432,,1.0174165,246.42505,15.603119,1.0002469,0.26012272,-18.353271,[-0.56  -1.102 -0.809 -1.044 -0.009],36.49,8200,816.4432837963104,-2867.6626,-76.98228,99.00001,0.008665714
83,-107.79649815545139,1.000013,0.07694081,-77.276924,100.0,0.9911943,-2734.245,298111,100,-95.03433,0.99958587,1.4104968,,1.0099787,194.27238,13.869473,1.0000329,0.26650006,-35.175377,[-0.561 -1.102 -0.809 -1.044 -0.009],38.47,8300,827.0517754554749,-2734.2275,-77.310326,99.0,0.0031430153
84,-106.9108603269105,1.0000111,0.07046042,-78.95351,100.0,0.9922451,-2839.427,301634,100,-96.06788,0.9995388,1.4105022,,1.0098708,200.8399,14.091879,1.0000278,0.25592723,-20.578419,[-0.561 -1.102 -0.809 -1.044 -0.009],35.23,8400,834.3396685123444,-2839.4082,-78.9877,99.000015,0.0029687996
85,-106.43979665776527,1.0001017,0.07342255,-77.47128,100.0,0.9623008,-2754.8284,305305,100,-94.11742,0.9979074,1.4101564,,1.026366,192.65355,13.713337,1.0002298,0.2608391,-39.16651,[-0.561 -1.102 -0.809 -1.044 -0.008],36.71,8500,842.3511111736298,-2754.7544,-77.60868,99.0,0.010140103
86,-107.23642395546696,1.0000688,0.07042279,-78.78622,100.0,0.9742494,-2749.5293,308826,100,-95.4054,0.99862635,1.4096283,,1.0223581,177.76764,13.411018,1.0001255,0.25587502,-27.2476,[-0.56  -1.102 -0.809 -1.044 -0.009],35.21,8600,853.2428832054138,-2749.4626,-78.91807,99.0,0.008664242
87,-106.32732955616869,1.000035,0.07084161,-78.16392,100.0,0.98656046,-2735.1902,312368,100,-95.62303,0.99894154,1.4096283,,1.0154971,214.33032,14.616617,1.0001299,0.25655586,-36.718994,[-0.56  -1.102 -0.808 -1.044 -0.009],35.42,8700,862.5656008720398,-2735.138,-78.255486,99.0,0.0053120675
88,-107.3641594270032,1.0000267,0.07022116,-79.01575,100.0,0.97902787,-2698.945,315879,100,-96.29964,0.99917686,1.4091852,,1.0151271,142.9614,11.903702,1.0000753,0.25552967,-39.344883,[-0.56  -1.102 -0.809 -1.045 -0.009],35.11,8800,872.9252226352692,-2698.913,-79.07975,99.00002,0.0052841185
89,-106.48654097519662,1.0001388,0.0713842,-77.77902,100.0,0.9680505,-2638.1104,319448,100,-95.4372,0.997272,1.4096333,,1.0282065,182.74608,13.354797,1.0002681,0.2574751,-42.925987,[-0.56  -1.103 -0.809 -1.045 -0.01 ],35.69,8900,883.0087685585022,-2638.0186,-77.962006,99.000015,0.01040068
90,-107.43896530232237,1.0000281,0.07254124,-78.32406,100.0,0.98173356,-2755.6094,323075,100,-95.746475,0.99891573,1.4095417,,1.0104268,169.66177,12.892695,1.0000696,0.2593769,-40.594276,[-0.559 -1.102 -0.808 -1.045 -0.009],36.27,9000,892.5404140949249,-2755.5757,-78.38971,99.00001,0.005288555
91,-107.23738262271222,1.0001659,0.07282333,-77.8604,100.0,0.9668464,-2713.2468,326716,100,-95.54085,0.99738187,1.4092064,,1.024365,162.07025,12.557136,1.0003045,0.25986055,-37.18958,[-0.559 -1.102 -0.808 -1.044 -0.009],36.41,9100,903.4770905971527,-2713.154,-78.03876,99.00003,0.012212244
92,-107.30579013058282,1.0000197,0.07642112,-76.94017,100.0,0.9827053,-2740.847,330537,100,-94.56477,0.9992493,1.4091526,,1.0081439,187.18118,13.602027,1.0000474,0.2656659,-35.17591,[-0.558 -1.101 -0.808 -1.045 -0.01 ],38.21,9200,915.3341090679169,-2740.8147,-76.99579,99.0,0.004159646
93,-107.69970693193959,1.000239,0.06676683,-80.29588,100.0,0.9311277,-2744.4998,333875,100,-96.42903,0.9952464,1.4095414,,1.0381356,164.7504,12.650338,1.0004584,0.2496281,-23.89682,[-0.559 -1.102 -0.808 -1.045 -0.01 ],33.38,9300,926.5038530826569,-2744.3179,-80.64874,99.0,0.015950058
94,-107.6017243580265,1.0002098,0.073846355,-77.77979,100.0,0.9579674,-2720.666,337567,100,-93.50253,0.99653876,1.4095414,,1.0430099,158.49976,12.506984,1.0003885,0.2615376,-44.73691,[-0.558 -1.103 -0.809 -1.046 -0.009],36.92,9400,938.0242671966553,-2720.5344,-78.04852,99.0001,0.013215964
95,-107.13976873304982,1.0000304,0.07192124,-78.570366,100.0,0.9813664,-2749.247,341163,100,-95.45128,0.99925524,1.4090666,,1.0132251,191.60771,13.827583,1.0000662,0.25834897,-44.17237,[-0.559 -1.103 -0.81  -1.046 -0.009],35.96,9500,949.4705286026001,-2749.2136,-78.63565,99.00012,0.0055294987
96,-106.1673403146047,1.0001278,0.07160399,-77.60795,100.0,0.95849264,-2761.4822,344743,100,-95.071106,0.9975164,1.4091796,,1.0281487,203.66286,14.263118,1.0002061,0.2578386,-28.570332,[-0.56  -1.104 -0.81  -1.046 -0.01 ],35.8,9600,961.3159141540527,-2761.3826,-77.802185,99.00004,0.0113755325
97,-107.97418249070557,1.0000188,0.0771407,-77.37148,100.0,0.987523,-2767.4028,348600,100,-96.714386,0.9994504,1.4091866,,1.0183997,178.92967,13.2668705,1.0000466,0.26681694,-37.141277,[-0.56  -1.104 -0.81  -1.046 -0.01 ],38.57,9700,971.4088313579559,-2767.3838,-77.40736,99.00001,0.00424127
98,-106.93259473558251,1.0000163,0.07528068,-77.05169,100.0,0.9812669,-2704.7183,352364,100,-96.612465,0.9993489,1.4091517,,1.0160041,199.90775,14.06122,1.0000625,0.26384905,-34.58024,[-0.559 -1.104 -0.81  -1.046 -0.01 ],37.64,9800,982.8471717834473,-2704.6968,-77.092865,99.0,0.0045783017
99,-106.39542942147455,1.0000437,0.07100127,-78.2115,100.0,0.97828203,-2755.5,355914,100,-95.04867,0.9991995,1.4090873,,1.0151721,211.48389,14.521362,1.0001193,0.2568234,-30.291893,[-0.56  -1.104 -0.809 -1.046 -0.01 ],35.5,9900,993.2901773452759,-2755.464,-78.28028,99.0,0.005859636
100,-106.83442257944058,1.0000694,0.07204319,-78.09624,100.0,0.9730685,-2748.8755,359516,100,-95.41481,0.997374,1.4086571,,1.0264705,201.74132,14.073442,1.0001787,0.2585625,-37.722187,[-0.56  -1.104 -0.81  -1.046 -0.01 ],36.02,10000,1004.045068025589,-2748.7866,-78.26425,99.000015,0.007997902
101,-107.3877546765172,1.0001614,0.06654356,-80.297165,100.0,0.9713207,-2700.3433,362843,100,-95.93651,0.99794906,1.408812,,1.035244,153.8807,12.461037,1.000231,0.24923223,-37.25451,[-0.559 -1.104 -0.809 -1.045 -0.01 ],33.27,10100,1013.3961775302887,-2700.252,-80.47802,99.000015,0.011652822
102,-105.69681835028764,1.000053,0.06784232,-78.81886,100.0,0.9740031,-2762.6277,366235,100,-94.17536,0.9982158,1.4092064,,1.0181596,223.97597,14.908503,1.0001211,0.25148618,-28.747345,[-0.56  -1.104 -0.809 -1.045 -0.01 ],33.92,10200,1022.6510455608368,-2762.5583,-78.94768,99.0,0.0069142454
103,-107.94830156029587,1.0000285,0.07114111,-79.14319,100.0,0.98141503,-2804.2563,369792,100,-95.1209,0.99908775,1.4087307,,1.0145891,156.54564,12.466725,1.0000645,0.2570682,-27.337696,[-0.56  -1.105 -0.81  -1.046 -0.01 ],35.57,10300,1034.2457382678986,-2804.2212,-79.210365,99.00008,0.005704678
104,-106.32542990609281,1.0000446,0.07342139,-77.31687,100.0,0.9790284,-2734.3232,373463,100,-96.0919,0.9987175,1.4091854,,1.02265,211.52039,14.425498,1.0000869,0.26083565,-35.811985,[-0.56  -1.105 -0.81  -1.046 -0.01 ],36.71,10400,1045.1112945079803,-2734.2861,-77.38846,99.00001,0.0068815
105,-107.17995679174079,1.0001734,0.07372501,-77.6563,100.0,0.9679648,-2818.7832,377149,100,-94.91801,0.9968159,1.4091802,,1.0225751,165.60727,12.834216,1.0002713,0.26132777,-31.949123,[-0.56  -1.105 -0.81  -1.046 -0.01 ],36.86,10500,1056.8800520896912,-2818.6646,-77.895226,99.00001,0.011431187
106,-106.53738469142122,1.0002855,0.07094605,-77.98003,100.0,0.9422859,-2682.091,380696,100,-94.89933,0.9951886,1.4092667,,1.0412576,197.70076,13.656056,1.0006859,0.25674948,-36.236076,[-0.56  -1.105 -0.809 -1.045 -0.01 ],35.47,10600,1066.6207857131958,-2681.9258,-78.298035,99.00001,0.017875653
107,-104.85325340398116,1.0001034,0.07706412,-74.865135,100.0,0.9612185,-2752.2607,384549,100,-94.081406,0.99760944,1.4085668,,1.0220501,250.17683,15.75716,1.0001959,0.26670697,-22.128471,[-0.558 -1.104 -0.809 -1.046 -0.01 ],38.53,10700,1078.973363161087,-2752.1724,-75.041,99.0,0.01030675
108,-107.64457310962254,1.0000986,0.06946292,-79.44066,100.0,0.9773774,-2657.8123,388022,100,-96.56614,0.99826413,1.4092011,,1.0236194,143.80737,11.979315,1.0001904,0.2542405,-48.977985,[-0.559 -1.104 -0.809 -1.046 -0.01 ],34.73,10800,1090.269645690918,-2657.7383,-79.58494,99.00015,0.0086323805
109,-107.05710578029047,1.0000283,0.07452128,-77.43722,100.0,0.9828434,-2705.122,391748,100,-96.039734,0.99933225,1.4086521,,1.0101416,183.98363,13.566023,1.0000558,0.2626213,-48.268433,[-0.56  -1.105 -0.809 -1.046 -0.01 ],37.26,10900,1103.2412705421448,-2705.0918,-77.49661,99.00003,0.004868453
110,-106.46788991032855,1.0000255,0.07170057,-77.95889,100.0,0.9869946,-2755.2117,395333,100,-95.82155,0.99948674,1.4086292,,1.0114846,195.54622,13.888176,1.0000457,0.257984,-36.79322,[-0.559 -1.104 -0.809 -1.046 -0.01 ],35.85,11000,1111.592833518982,-2755.1948,-77.99193,99.00002,0.0047027855
111,-106.50634799800874,1.0000645,0.074581854,-76.859184,100.0,0.97862995,-2785.0642,399062,100,-96.835884,0.9988505,1.408544,,1.0245957,202.1508,14.187404,1.000121,0.26271617,-17.455597,[-0.559 -1.104 -0.809 -1.046 -0.01 ],37.29,11100,1120.073989868164,-2785.0144,-76.95444,99.00001,0.0075191506
112,-108.71853790600726,1.000039,0.06816133,-80.78746,100.0,0.98057973,-2708.4814,402470,100,-94.74125,0.99922514,1.4081107,,1.0158991,127.26469,11.285259,1.0000664,0.2520163,-45.54047,[-0.56  -1.105 -0.809 -1.046 -0.01 ],34.08,11200,1130.3482592105865,-2708.4465,-80.85609,99.0,0.006216379
113,-106.89695206785225,1.0000145,0.071840644,-78.227104,100.0,0.98685306,-2698.1228,406062,100,-96.1424,0.99963635,1.4082015,,1.0129447,191.87535,13.816281,1.0000304,0.2582199,-35.093113,[-0.56  -1.105 -0.809 -1.046 -0.011],35.92,11300,1140.6233842372894,-2698.1077,-78.257645,99.00006,0.0040282314
114,-106.93955285684461,1.0000533,0.07512187,-77.15153,100.0,0.9794335,-2785.3596,409818,100,-95.25899,0.99858737,1.4087322,,1.0201291,197.02342,13.964651,1.000112,0.2635951,-33.109077,[-0.56  -1.105 -0.809 -1.046 -0.011],37.56,11400,1149.1073021888733,-2785.3088,-77.249664,99.0,0.0071385
115,-107.27474126124706,1.00019,0.07056413,-78.63872,100.0,0.95324105,-2698.7197,413346,100,-94.846954,0.99700713,1.4085666,,1.0294399,156.82843,12.404975,1.0005472,0.25609788,-40.60992,[-0.559 -1.105 -0.809 -1.046 -0.01 ],35.28,11500,1159.7179951667786,-2698.611,-78.85454,99.0,0.013285969
116,-107.68421380917702,1.0001365,0.06790294,-80.17075,100.0,0.9730113,-2737.2705,416741,100,-95.540794,0.9981125,1.4083114,,1.0310111,147.1118,12.223958,1.0002545,0.2515811,-39.684135,[-0.561 -1.105 -0.81  -1.046 -0.01 ],33.95,11600,1170.3122580051422,-2737.1885,-80.33581,99.0,0.010012295
117,-106.34898669362357,1.0000147,0.07224048,-77.9346,100.0,0.99048096,-2774.1396,420353,100,-96.54469,0.9994818,1.4086357,,1.0130022,219.20569,14.701783,1.0000399,0.2588868,-31.111805,[-0.562 -1.105 -0.81  -1.046 -0.011],36.12,11700,1180.0857713222504,-2774.1187,-77.96977,99.0,0.003608814
118,-106.53969804448607,1.0000548,0.06810215,-79.28086,100.0,0.9835848,-2714.6038,423758,100,-95.55685,0.9983533,1.4092879,,1.0226449,206.08145,14.272977,1.0001049,0.25192684,-27.949623,[-0.561 -1.105 -0.81  -1.046 -0.01 ],34.05,11800,1189.5755577087402,-2714.5425,-79.39569,99.0,0.0073169926
119,-108.32580839933843,1.0000589,0.07380195,-78.52542,100.0,0.9745415,-2698.4883,427448,100,-95.58817,0.99883103,1.4090887,,1.0202339,145.59888,12.078642,1.0001436,0.26144227,-46.50027,[-0.561 -1.105 -0.81  -1.046 -0.01 ],36.9,11900,1198.6827638149261,-2698.437,-78.62297,99.00002,0.007926472
120,-105.30402999317525,1.0000211,0.07640119,-75.64982,100.0,0.986342,-2759.379,431268,100,-95.77363,0.99928814,1.4087534,,1.0131164,233.22664,15.201482,1.000043,0.2656378,-26.098158,[-0.562 -1.105 -0.809 -1.045 -0.01 ],38.2,12000,1207.7543649673462,-2759.3545,-75.69897,99.0,0.004672006
121,-105.98007263185723,1.0000101,0.077600256,-75.68072,100.0,0.98988557,-2892.5574,435148,100,-94.99391,0.9995786,1.4085442,,1.0070287,222.53172,14.823419,1.0000274,0.26753744,-8.034979,[-0.562 -1.104 -0.809 -1.045 -0.01 ],38.8,12100,1218.3228194713593,-2892.5422,-75.709114,99.00001,0.0031335852
122,-104.85576139671855,1.0000225,0.07442047,-76.19484,100.0,0.98731726,-2806.6672,438869,100,-96.08702,0.99956924,1.4086503,,1.0144982,285.91486,16.823778,1.0000473,0.2624448,-12.869276,[-0.562 -1.105 -0.809 -1.045 -0.01 ],37.21,12200,1226.8860108852386,-2806.6533,-76.2228,99.0,0.0041062767
123,-106.9574359262481,1.0000253,0.072100766,-78.52898,100.0,0.98656803,-2786.6768,442474,100,-95.41746,0.99963516,1.4085722,,1.013986,212.84404,14.537299,1.0000471,0.25865063,-23.323969,[-0.561 -1.105 -0.809 -1.046 -0.01 ],36.05,12300,1237.7281472682953,-2786.6577,-78.56692,99.0,0.0048569352
124,-106.74821513762876,1.0000024,0.06834002,-79.39589,100.0,0.99342984,-2714.611,445891,100,-95.984695,0.99990237,1.4083114,,1.0053556,177.9835,13.270491,1.0000056,0.25232658,-40.79745,[-0.561 -1.105 -0.809 -1.046 -0.01 ],34.17,12400,1245.587218761444,-2714.6067,-79.40305,99.00001,0.0014511804
125,-107.0600372582127,1.0001107,0.07672405,-76.35881,100.0,0.9640766,-2696.397,449727,100,-95.02796,0.9974011,1.4087536,,1.0328752,157.90521,12.404298,1.0002134,0.26616564,-47.381725,[-0.561 -1.105 -0.809 -1.045 -0.011],38.36,12500,1254.229082584381,-2696.309,-76.53186,99.00001,0.011831738
126,-106.62211131784318,1.0000345,0.07166067,-78.11763,100.0,0.98157984,-2774.3328,453310,100,-95.29095,0.99915516,1.4088336,,1.0126172,183.48682,13.345919,1.0000805,0.25792438,-37.08585,[-0.561 -1.104 -0.809 -1.045 -0.01 ],35.83,12600,1264.16996383667,-2774.309,-78.16296,99.00001,0.0056710136
127,-107.0175611393262,1.0000312,0.074481435,-77.45278,100.0,0.9832891,-2791.4065,457034,100,-93.3866,0.999043,1.4082303,,1.0161391,210.69536,14.43032,1.0000663,0.262564,-16.491133,[-0.561 -1.105 -0.809 -1.046 -0.01 ],37.24,12700,1274.347599029541,-2791.3708,-77.52475,99.0,0.005567853
128,-108.22666056207235,1.0001904,0.06302375,-82.10917,100.0,0.96490496,-2633.094,460185,100,-95.11513,0.99769187,1.4082311,,1.0351146,110.36312,10.61363,1.000289,0.24300843,-50.860844,[-0.561 -1.105 -0.81  -1.046 -0.011],31.51,12800,1282.60134267807,-2632.9885,-82.313194,99.06502,0.0133223655
129,-108.16868110116415,1.0000577,0.07240158,-79.13133,100.0,0.97315276,-2762.8936,463805,100,-96.00193,0.9989341,1.4081746,,1.0173663,156.71936,12.49508,1.0001084,0.25916395,-39.687183,[-0.561 -1.105 -0.81  -1.046 -0.011],36.2,12900,1292.318755865097,-2762.8506,-79.213684,99.00003,0.0073355823
130,-106.17554673483056,1.0000259,0.07812075,-75.40209,100.0,0.98547226,-2687.3596,467711,100,-95.40545,0.9993883,1.4080911,,1.0099823,196.63843,13.911798,1.0000489,0.2683643,-42.285294,[-0.561 -1.106 -0.81  -1.046 -0.011],39.06,13000,1302.3282995224,-2687.342,-75.436745,99.0,0.004857952
131,-106.55635081027599,1.0000181,0.07552057,-76.880646,100.0,0.987589,-2790.796,471487,100,-95.6834,0.9996098,1.4080951,,1.0119876,193.34744,13.856956,1.0000432,0.26423606,-34.25024,[-0.561 -1.105 -0.81  -1.046 -0.011],37.76,13100,1310.5811216831207,-2790.7783,-76.91414,99.000015,0.0044833766
132,-108.15877408789075,1.0000564,0.06618123,-80.86968,100.0,0.9760524,-2602.2368,474796,100,-95.29096,0.99890053,1.4080899,,1.0227834,109.64173,10.339686,1.0001423,0.24861015,-51.9591,[-0.561 -1.106 -0.81  -1.046 -0.011],33.09,13200,1319.193681716919,-2602.1963,-80.94733,99.00001,0.0072276792
133,-106.04967484461362,1.0000192,0.074380465,-76.98985,100.0,0.98684555,-2796.547,478515,100,-94.73897,0.9996203,1.4081761,,1.0135775,202.36218,14.169268,1.0000325,0.26238677,-34.61377,[-0.56  -1.106 -0.81  -1.046 -0.011],37.19,13300,1329.7341794967651,-2796.5308,-77.02064,99.0,0.0039151423
134,-105.77310438467737,1.0000389,0.07326157,-76.70306,100.0,0.9830817,-2726.639,482178,100,-93.90805,0.99883956,1.408544,,1.0154539,203.44409,14.155844,1.0000939,0.2605728,-38.43961,[-0.56  -1.106 -0.81  -1.046 -0.011],36.63,13400,1337.702804327011,-2726.599,-76.7807,99.00001,0.0048685204
135,-105.98090933022617,1.0001407,0.07378359,-76.8363,100.0,0.9640914,-2837.441,485867,100,-95.89197,0.99770796,1.4083167,,1.0230875,236.25514,15.302117,1.0002441,0.26141986,-10.536242,[-0.561 -1.106 -0.81  -1.046 -0.01 ],36.89,13500,1346.9476232528687,-2837.357,-77.00169,99.0,0.011057939
136,-106.18129768279022,1.0000248,0.0740212,-77.27424,100.0,0.97697836,-2823.2751,489568,100,-95.748375,0.99910545,1.4086347,,1.0135046,236.45122,15.281547,1.0000637,0.26181686,-27.128492,[-0.56  -1.106 -0.81  -1.046 -0.01 ],37.01,13600,1356.515307188034,-2823.2424,-77.33631,99.00002,0.0050286525
137,-108.07962939309006,1.0000353,0.07210166,-79.073845,100.0,0.9827253,-2793.0488,493173,100,-95.06757,0.9988578,1.4080964,,1.0139787,148.46637,12.153153,1.000077,0.258654,-33.56786,[-0.56  -1.106 -0.81  -1.047 -0.01 ],36.05,13700,1366.2359728813171,-2792.9993,-79.16689,99.0,0.0054515847
138,-107.63183890460388,1.0000933,0.07582263,-77.591774,100.0,0.96512437,-2779.9316,496964,100,-94.87715,0.9979235,1.4076797,,1.0252262,190.23267,13.636036,1.0001749,0.2647125,-37.958397,[-0.56  -1.106 -0.81  -1.047 -0.011],37.91,13800,1376.9850633144379,-2779.864,-77.724396,99.00001,0.010731027
139,-107.27965069650848,1.0001082,0.069164135,-79.323296,100.0,0.9638903,-2699.39,500422,100,-96.366035,0.9970133,1.407596,,1.0226138,160.86,12.566232,1.0002627,0.25375116,-46.816963,[-0.559 -1.107 -0.81  -1.047 -0.011],34.58,13900,1388.2768330574036,-2699.2886,-79.52462,99.00016,0.009794245
140,-107.38503830595833,1.000036,0.07132136,-78.840225,100.0,0.9881086,-2762.5999,503988,100,-94.89707,0.99876904,1.4078617,,1.0184523,195.29445,13.8517065,1.0000757,0.25736806,-27.674227,[-0.558 -1.107 -0.81  -1.048 -0.011],35.66,14000,1400.3375799655914,-2762.5557,-78.91988,99.00001,0.005350265
141,-107.89018021528878,1.0000535,0.0752418,-77.69539,100.0,0.97255826,-2779.9917,507750,100,-97.70066,0.998823,1.4073176,,1.0174466,167.87488,12.890664,1.0001025,0.2637952,-31.968939,[-0.558 -1.107 -0.81  -1.048 -0.011],37.62,14100,1411.5327911376953,-2779.946,-77.78439,99.0,0.0078990655
142,-108.41484510470022,1.0000112,0.07056025,-79.701935,100.0,0.9873853,-2683.5178,511278,100,-93.83345,0.9996273,1.4071985,,1.0078696,128.62296,11.244798,1.0000244,0.25608504,-42.883606,[-0.559 -1.107 -0.81  -1.048 -0.012],35.28,14200,1422.999763250351,-2683.5046,-79.72493,99.0,0.0029548896
143,-107.06918796062169,1.000037,0.071541645,-78.44859,100.0,0.97332907,-2713.7537,514855,100,-95.67129,0.99844265,1.4066836,,1.0151091,182.37727,13.354894,1.0001202,0.25773358,-39.775326,[-0.559 -1.107 -0.81  -1.048 -0.012],35.77,14300,1433.1548845767975,-2713.702,-78.54568,99.0,0.005722652
144,-106.98592074447266,1.0000833,0.07448363,-77.2855,100.0,0.96901864,-2734.3887,518579,100,-95.843124,0.9974573,1.4058859,,1.0160294,213.74803,14.478468,1.0002016,0.26257077,-40.847298,[-0.558 -1.107 -0.81  -1.048 -0.012],37.24,14400,1443.3946559429169,-2734.3022,-77.45385,99.0,0.009283832
145,-108.03315611494004,1.0000045,0.07396008,-78.560745,100.0,0.9852057,-2843.6375,522277,100,-96.15312,0.9997377,1.4058161,,1.0054653,174.30214,13.101355,1.0000118,0.2616973,-26.554926,[-0.557 -1.107 -0.81  -1.048 -0.013],36.98,14500,1454.8102090358734,-2843.6301,-78.57353,99.0,0.0024317421
146,-106.97442499278338,1.0000775,0.07178231,-78.092995,100.0,0.97525406,-2720.8503,525866,100,-95.61946,0.9980328,1.4059085,,1.0414293,158.23447,12.486475,1.000253,0.2581373,-42.705227,[-0.557 -1.107 -0.81  -1.048 -0.013],35.89,14600,1464.8401310443878,-2720.7725,-78.23292,99.0,0.009720169
147,-106.80801247105539,1.0000511,0.0692415,-79.44835,100.0,0.9787781,-2866.2754,529328,100,-96.32904,0.99904436,1.405386,,1.0193613,219.8959,14.847444,1.000108,0.25386277,-21.50497,[-0.556 -1.107 -0.81  -1.049 -0.013],34.62,14700,1475.4135859012604,-2866.2214,-79.546524,99.0,0.0071181133
148,-107.27322488814148,1.0000427,0.07500142,-77.2553,100.0,0.97685826,-2727.1812,533078,100,-93.276306,0.99878883,1.4051863,,1.0141273,170.19028,12.8975725,1.0000756,0.26339105,-40.248302,[-0.556 -1.107 -0.81  -1.048 -0.013],37.5,14800,1486.1409657001495,-2727.1458,-77.323006,99.00009,0.0062432345
149,-107.89930197372782,1.0000893,0.07156181,-79.01448,100.0,0.9731312,-2775.2922,536656,100,-96.184074,0.998723,1.4049261,,1.0256665,169.33266,12.985241,1.0001512,0.2577709,-37.565517,[-0.556 -1.107 -0.81  -1.049 -0.014],35.78,14900,1495.5176215171814,-2775.236,-79.12227,99.0,0.008809247
150,-106.46683943555911,1.000003,0.07036002,-78.47373,100.0,0.99483526,-2713.688,540174,100,-95.36411,0.99988985,1.4051653,,1.005445,190.42308,13.720036,1.0000069,0.25574508,-40.797497,[-0.557 -1.107 -0.81  -1.048 -0.014],35.18,15000,1505.0960845947266,-2713.684,-78.479866,99.00001,0.0016382053
151,-106.11924462120271,1.0000356,0.0689214,-79.059616,100.0,0.9787396,-2820.036,543620,100,-96.28163,0.9987382,1.4057059,,1.0160717,256.61874,15.911322,1.0000874,0.25332958,-30.682407,[-0.557 -1.107 -0.81  -1.048 -0.014],34.46,15100,1512.5781435966492,-2819.9878,-79.14785,99.0,0.005642808
152,-107.74727940100806,1.0000418,0.07406127,-78.29607,100.0,0.98279643,-2797.8872,547323,100,-94.63528,0.99921376,1.4056206,,1.021439,170.83392,13.010424,1.0000871,0.2618757,-40.512947,[-0.557 -1.107 -0.81  -1.048 -0.013],37.03,15200,1523.3617429733276,-2797.854,-78.36088,99.00001,0.0065113013
153,-106.79495742623664,1.0000817,0.067723274,-79.44416,100.0,0.9709922,-2675.0786,550709,100,-94.76325,0.99788123,1.4047294,,1.0234778,161.79568,12.660424,1.0001924,0.25127453,-35.18172,[-0.557 -1.108 -0.81  -1.049 -0.013],33.86,15300,1532.4349789619446,-2674.9946,-79.60802,99.0,0.008861183
154,-106.98365433780093,1.0001086,0.07814512,-75.95664,100.0,0.95783734,-2766.1838,554616,100,-96.24759,0.99684286,1.4036838,,1.0227515,187.53302,13.6128645,1.0002315,0.26840502,-38.82274,[-0.556 -1.108 -0.81  -1.049 -0.014],39.07,15400,1542.441639661789,-2766.0686,-76.18859,99.00001,0.010726135
155,-106.50535529353094,1.0000187,0.0707207,-78.35607,100.0,0.9870916,-2706.0183,558152,100,-95.07289,0.9995572,1.4032986,,1.0113164,205.7387,14.289023,1.0000337,0.2563644,-30.798706,[-0.556 -1.108 -0.81  -1.049 -0.015],35.36,15500,1553.2156670093536,-2705.9985,-78.39282,99.00001,0.0042972113
156,-106.8547459025424,1.0000612,0.07110301,-78.57369,100.0,0.9810846,-2768.7192,561707,100,-96.05602,0.99796295,1.4028698,,1.018175,202.00565,14.138248,1.0001345,0.25700784,-35.985634,[-0.556 -1.108 -0.81  -1.049 -0.016],35.55,15600,1562.7125897407532,-2768.6433,-78.723915,99.000015,0.0070397938
157,-106.88092939755316,1.0000544,0.07444236,-77.31212,100.0,0.96910024,-2712.6282,565429,100,-94.772575,0.99857205,1.4022567,,1.0185833,190.05307,13.748402,1.0000968,0.26249963,-43.874535,[-0.555 -1.109 -0.81  -1.049 -0.016],37.22,15700,1574.1301970481873,-2712.571,-77.420135,99.0,0.008389122
158,-107.57448648134516,1.0000893,0.07060429,-79.049416,100.0,0.95717907,-2721.8872,568959,100,-95.09255,0.9970323,1.4012811,,1.0186418,151.1514,12.212006,1.0001855,0.2561663,-45.60532,[-0.555 -1.109 -0.81  -1.05  -0.017],35.3,15800,1585.1779482364655,-2721.7686,-79.26982,99.00002,0.009683802
159,-107.14047740229324,1.0000262,0.069841005,-79.231255,100.0,0.9872417,-2706.9026,572451,100,-95.74021,0.9994534,1.4010028,,1.0133878,172.82643,13.093517,1.0000446,0.25488633,-43.760406,[-0.555 -1.109 -0.81  -1.05  -0.018],34.92,15900,1596.8167614936829,-2706.8792,-79.27713,99.000015,0.0049405117
160,-106.25981960771114,1.0000377,0.07324119,-77.247284,100.0,0.981925,-2741.1602,576113,100,-95.479454,0.999044,1.4013902,,1.0203271,206.6272,14.246793,1.0000845,0.2605432,-36.373558,[-0.555 -1.109 -0.81  -1.05  -0.018],36.62,16000,1606.1799590587616,-2741.1284,-77.309074,99.000175,0.0061892783
161,-107.74303734371303,1.0000943,0.074523866,-77.740456,100.0,0.97747386,-2656.1157,579839,100,-94.483025,0.9982875,1.4010242,,1.0182383,153.50258,12.404168,1.0001957,0.2626296,-46.372894,[-0.555 -1.109 -0.81  -1.05  -0.017],37.26,16100,1618.0130145549774,-2656.042,-77.888435,99.00002,0.008153057
