Weights,EpThisIter,MinIW,MeanEntropy,MeanIW,Iteration,Bound,InitialBound,ReturnStepMaxmin,EpRewMean,MinD2w0t,StdIW,EntropyCoefficient,EpisodesSoFar,EpLenMean,ReturnMeanIW,TimestepsSoFar,MaxD2w0t,InitialReturnMin,ReturnStepMax,J_sample_variance,TimeElapsed,EmpiricalD2,MeanD2w0t,InitialReturnStd,InitialReturnMax,MaxIW,InitialReturnMean,StdD2w0t
[ 0.439  0.747  0.132  0.648 -1.538],100,0.723337,-0.12047306,1.0061535,488,272.41962,270.41547,87.65494,-112.89555063362859,,0.1119358,,48800,18.29,520.5972,933078,1.0358202,-1.7964096,100.0,2914.92,5972.134514570236,1.0139949,0.036887217,1.007599,2.1744766,1.4281919,-1.5258789e-07,0.18932328
[ 0.44   0.746  0.131  0.649 -1.539],100,0.74247295,-0.1184181,1.0092719,489,239.9219,236.34903,87.76872,-112.83346725129182,,0.085417144,,48900,18.45,516.52423,934923,1.0446312,-2.196907,100.0,1608.8784,5979.322988986969,1.0138218,0.037118785,1.0089724,2.6060944,1.3960018,-5.9509275e-06,0.18963191
[ 0.439  0.748  0.132  0.652 -1.537],100,0.17696673,-0.109262064,1.0950239,490,314.60944,291.21136,87.598755,-112.85139298052454,,0.7798933,,49000,18.2,563.4638,936743,1.8159077,-1.8048401,100.0,124279.875,5987.080481767654,1.4803619,0.040988192,0.9920029,3.059143,5.3203144,4.196167e-06,0.21342494
[ 0.436  0.74   0.129  0.65  -1.528],100,0.19027817,-0.11949898,1.1276506,491,280.61713,250.3985,87.8031,-113.00422396493778,,0.8544148,,49100,18.53,570.4068,938596,2.1106992,-2.1584778,100.0,170012.39,5995.240119457245,1.2264106,0.042797882,1.0381436,2.379715,10.289192,8.163453e-06,0.22078355
[ 0.426  0.743  0.132  0.64  -1.538],100,0.07323545,-0.11536458,1.0953777,492,302.31415,275.44043,87.725815,-112.92249783121115,,0.5857655,,49200,18.4,555.9577,940436,2.3552153,-1.9035187,100.0,70204.84,6002.827436685562,1.3590854,0.041005503,1.0041755,2.8697739,4.093519,-4.4250487e-06,0.21217413
[ 0.434  0.748  0.13   0.649 -1.534],100,0.6228953,-0.11270421,1.0280085,493,225.27771,216.98431,88.3479,-114.07401447714348,,0.24679515,,49300,19.58,495.341,942394,1.1956553,-2.0535278,100.0,11367.086,6009.673367261887,1.0679847,0.040020972,1.023978,2.9981384,1.956227,1.6784668e-06,0.19830722
[ 0.433  0.753  0.128  0.651 -1.532],100,0.62880784,-0.11596934,1.0119187,494,259.4183,255.10123,88.08664,-113.83219643160126,,0.1659477,,49400,19.11,501.18982,944305,1.1081709,-1.7575531,100.0,5466.6533,6016.748267412186,1.0339811,0.03861395,0.97992224,2.3258667,1.5478443,7.6293944e-08,0.1937294
[ 0.43   0.751  0.128  0.648 -1.535],100,0.009509698,-0.1116945,2.6322613,495,607.8953,249.19925,88.08595,-113.36223670975913,,13.830701,,49500,19.03,1176.1925,946208,1025.9619,-1.9869003,100.0,32323272.0,6025.045599222183,50.823795,0.24595723,1.0481358,2.1887436,138.65082,-2.0599366e-06,7.586939
[ 0.409  0.736  0.126  0.615 -1.531],100,0.41115278,-0.10987465,1.0716174,496,246.24402,227.30655,88.48459,-114.29054380559724,,0.38500983,,49600,19.85,505.39725,948193,1.6980982,-1.7811356,100.0,27556.998,6032.037456989288,1.1627877,0.04228951,0.8924777,2.4572983,2.4023323,6.942749e-06,0.20861883
[ 0.405  0.733  0.124  0.605 -1.529],100,0.3781801,-0.11734216,1.0163904,497,267.74228,263.45255,87.996864,-113.45916106886007,,0.2585184,,49700,18.93,507.01468,950086,1.1569993,-1.9694595,100.0,13948.133,6039.053626537323,1.0570658,0.03874953,1.0566565,2.982277,2.0802794,5.264282e-06,0.19540198
[ 0.405  0.736  0.122  0.608 -1.536],100,0.39235598,-0.12271137,1.0251971,498,244.9708,239.8251,88.15436,-113.77733883990032,,0.38404217,,49800,19.21,503.05887,952007,1.1619643,-1.9568634,100.0,26808.361,6045.729397535324,1.1252773,0.03953285,1.0454402,2.8853226,2.4018333,4.5013426e-06,0.1979045
[ 0.4    0.732  0.122  0.607 -1.542],100,0.25912154,-0.12020025,1.0809109,499,272.53534,248.5856,87.87076,-113.28702918322469,,0.5166082,,49900,18.68,543.07404,953875,1.5665097,-1.7739716,100.0,54110.28,6052.393586874008,1.2169718,0.040211525,0.9666702,2.4966125,3.4676352,-2.8991699e-06,0.20487642
