Iteration,MinIW,MaxD2w0t,EpThisIter,MeanEntropy,InitialReturnStd,TimeElapsed,MeanD2w0t,InitialReturnMax,EpLenMean,MinD2w0t,ReturnStepMax,EmpiricalD2,InitialReturnMean,ReturnMeanIW,Bound,StdD2w0t,InitialBound,J_sample_variance,ReturnStepMaxmin,MaxIW,TimestepsSoFar,EpRewMean,MeanIW,EpisodesSoFar,InitialReturnMin,Weights,StdIW
83,0.007011637,281.7026,100,0.4041456,16.443121,694.1598794460297,1.4343686,-34.04509,39.34,,100.0,27.217083,-73.79045,-48.695732,-56.39524,9.982402,-75.32278,6458.8203,99.0,16.983316,346661,-103.5131397746056,0.6718987,8300,-94.12612,[-0.657 -0.941 -0.654 -0.879 -1.017],1.2287123
84,3.7468715e-05,1731.2867,100,0.40330055,14.5095415,702.0589895248413,1.7269669,-38.57514,37.27,,100.0,124.79077,-75.588196,-45.04961,-54.47737,19.637693,-77.06911,10467.225,99.0,64.487076,350388,-104.48627885832333,0.5923693,8400,-96.204865,[-0.666 -0.947 -0.628 -0.889 -1.015],1.529277
85,0.0007518544,4889.887,100,0.39672253,13.685843,708.7244613170624,2.900758,-30.51087,35.98,,100.0,204.33118,-77.41834,-39.37136,-53.572422,46.527992,-78.93719,5377.905,99.0001,82.94431,353986,-105.88533375331464,0.482901,8500,-95.6298,[-0.65  -0.926 -0.645 -0.889 -1.016],1.1102916
86,0.0019974504,87.3099,100,0.37290964,17.779137,717.5508463382721,0.8367161,-9.079362,45.29,,100.0,14.418515,-69.60218,-54.794468,-60.39282,4.2664714,-71.18909,6876.2217,99.0,28.178047,358515,-102.6796669023312,0.79395705,8600,-94.34619,[-0.658 -0.937 -0.616 -0.885 -1.022],1.4139253
87,0.00012739163,1911.9622,100,0.37514406,15.319013,725.0866191387177,1.2754968,-26.078388,38.78,,100.0,100.025314,-75.545456,-45.582275,-54.54894,18.768122,-77.105064,5364.7285,99.00001,47.434677,362393,-105.5751686855598,0.597506,8700,-94.332596,[-0.646 -0.933 -0.638 -0.877 -1.046],1.183501
88,0.0006178387,2142.5635,100,0.39016235,17.035002,733.1778657436371,2.399588,-23.633396,40.42,,100.0,185.60054,-72.38826,-39.544266,-49.188797,31.015755,-73.87288,6154.75,99.0,15.903369,366435,-102.65295299861437,0.49358,8800,-94.549675,[-0.647 -0.945 -0.64  -0.853 -1.044],0.96204424
89,0.000107303764,163.45218,100,0.38441905,15.856229,742.0793216228485,1.0204779,-24.500973,45.57,,100.0,15.545842,-70.05938,-53.59098,-59.247787,6.834031,-71.6212,4641.9863,99.0,10.273967,370992,-103.94198947450568,0.76830596,8900,-94.30345,[-0.638 -0.944 -0.62  -0.825 -1.029],1.1932045
90,0.00040632984,969.81354,100,0.3893077,14.737994,750.3383071422577,1.6539932,-42.42993,39.7,,100.0,84.27454,-74.77639,-58.365547,-66.27483,15.543672,-76.299,13262.658,99.000015,35.765583,374962,-105.2800855354966,0.8043753,9000,-94.1275,[-0.652 -0.961 -0.658 -0.82  -1.035],2.0087893
91,0.00036662503,311.497,100,0.39013192,14.507159,757.9831738471985,2.2058043,-38.46939,39.42,,100.0,42.368427,-74.538345,-44.464283,-53.538933,12.034592,-76.07806,6184.9697,99.0,17.165003,378904,-104.91338663896248,0.59887815,9100,-95.26522,[-0.636 -0.927 -0.627 -0.831 -1.03 ],1.0927252
92,0.00077995466,1455.0353,100,0.391744,15.129851,765.9346580505371,0.95852786,-42.7838,37.77,,100.0,88.42429,-74.54958,-40.242188,-48.289097,15.391046,-76.04352,5230.291,99.000015,36.71942,382681,-103.57257348846633,0.53568524,9200,-93.85831,[-0.662 -0.93  -0.672 -0.822 -1.029],1.1233236
93,0.10575333,2.666172,100,0.38820785,17.086334,774.0482933521271,0.110244334,-25.555935,40.7,,100.0,1.5192611,-73.63469,-68.07177,-69.91864,0.3760551,-75.198074,3057.6323,99.0,5.741435,386751,-104.04601230508725,0.91227096,9300,-95.55732,[-0.655 -0.917 -0.677 -0.843 -1.027],0.7030466
94,0.00026920062,457.21838,100,0.36515218,14.339814,781.6924405097961,1.5839878,-40.460484,36.92,,100.0,33.15101,-76.29718,-39.537388,-50.183117,13.474618,-77.82413,3582.1433,99.00001,9.321754,390443,-105.03927144666511,0.47027078,9400,-93.77476,[-0.653 -0.908 -0.66  -0.837 -1.031],0.77330446
95,0.0031907298,1761.1007,100,0.36257094,16.118715,789.4549474716187,1.4635613,-14.146563,42.04,,100.0,137.66486,-72.68894,-28.173685,-37.495506,19.995234,-74.29187,2392.0728,99.00001,9.95379,394647,-104.29135623775186,0.4054032,9500,-92.927704,[-0.676 -0.941 -0.681 -0.879 -1.054],0.9568201
96,5.2703526e-05,3759.7693,100,0.3605971,15.179973,797.4545764923096,1.9598622,-29.556658,39.94,,100.0,213.23598,-73.78082,-33.49716,-43.285072,36.053585,-75.297874,2095.244,99.0,24.970646,398641,-104.35890061578804,0.44909567,9600,-94.84668,[-0.677 -0.957 -0.673 -0.86  -1.056],0.7804902
97,0.0005839468,2192.178,100,0.36166203,17.401878,806.8429441452026,1.7180225,-26.83641,45.1,,100.0,151.85114,-69.23067,-33.072464,-41.36731,23.930717,-70.77512,3946.8667,99.00002,14.126177,403151,-102.2830949746669,0.47808143,9700,-95.34889,[-0.681 -0.975 -0.662 -0.847 -1.058],1.1924007
98,0.00021302752,1748.0841,100,0.35804263,16.877663,815.2360050678253,2.7768006,-27.943054,43.0,,100.0,201.80608,-71.68859,-35.82169,-45.94211,27.597023,-73.22515,3885.3635,99.0,13.1435175,407451,-103.79924781319149,0.47208273,9800,-94.60338,[-0.681 -0.964 -0.667 -0.869 -1.057],0.889068
99,0.00025817959,267.98703,100,0.33010265,15.302609,823.6177077293396,2.4156787,-31.360556,40.86,,100.0,43.05098,-73.82649,-46.42233,-55.799366,14.184033,-75.36092,2755.5898,99.0,15.001274,411537,-105.04037806612705,0.5555605,9900,-93.80896,[-0.679 -0.965 -0.698 -0.884 -1.061],0.7800986
100,0.00041078386,3490.395,100,0.32944247,14.174783,832.0871593952179,2.0477986,-28.680147,41.1,,100.0,149.00468,-73.763466,-35.15787,-45.659813,34.682365,-75.27676,1927.9126,99.00001,11.615646,415647,-105.49802910614173,0.43183726,10000,-93.8184,[-0.672 -0.936 -0.7   -0.846 -1.089],0.62150216
101,0.00013834509,643.86145,100,0.32201964,14.555074,840.0870048999786,1.4428853,-39.28984,40.1,,100.0,48.164852,-74.656715,-43.790665,-51.05601,11.283448,-76.187965,1510.3254,99.0,5.1934156,419657,-105.60201894101415,0.52397656,10100,-94.5957,[-0.673 -0.89  -0.696 -0.836 -1.09 ],0.5141507
102,8.860065e-05,976.179,100,0.3222676,13.57759,847.9205708503723,0.5731816,-38.99893,36.53,,100.0,67.84223,-76.30979,-36.61989,-42.89625,8.207964,-77.77984,4369.6675,99.00001,10.640259,423310,-105.11260001390814,0.45215884,10200,-94.44598,[-0.658 -0.882 -0.671 -0.859 -1.097],0.82010305
103,0.0003928278,885.7723,100,0.30382478,14.090816,855.1599938869476,2.7983947,-39.24745,36.95,,100.0,126.180725,-77.52671,-46.89726,-59.507465,21.103178,-79.049576,10285.231,99.00002,54.019333,427005,-106.78700077217064,0.57490396,10300,-96.19075,[-0.629 -0.866 -0.673 -0.871 -1.097],1.3636255
104,0.00036376776,656.8845,100,0.2965341,15.312869,862.667319059372,1.1519861,-16.209953,36.38,,100.0,40.051815,-77.10366,-42.39132,-49.8284,12.429244,-78.66414,5736.9663,99.0,10.60665,430643,-105.63393106492244,0.5188659,10400,-95.9777,[-0.621 -0.86  -0.704 -0.871 -1.115],0.91380566
105,0.00025627256,1349.8019,100,0.293577,13.632283,870.9994809627533,1.7018979,-29.069159,36.48,,100.0,240.44717,-77.56777,-26.858435,-37.30765,18.545383,-79.09691,1879.2416,99.00011,28.058182,434291,-106.60284298291606,0.34056333,10500,-95.44171,[-0.621 -0.831 -0.661 -0.85  -1.122],0.777522
106,0.00014266382,652.9236,100,0.28652573,16.31073,877.76145362854,1.4724972,-29.157124,35.51,,100.0,63.166645,-77.34331,-53.847595,-63.876957,12.004148,-78.87265,13269.635,99.0,12.102964,437842,-104.94394377990393,0.66250455,10600,-94.20266,[-0.608 -0.82  -0.674 -0.87  -1.125],1.4229244
107,0.00050967705,1716.07,100,0.2917415,13.539078,885.8799760341644,1.281298,-33.539204,37.22,,100.0,177.80072,-76.52779,-29.752558,-40.80732,15.5216675,-78.055115,2947.6182,99.0,13.415593,441564,-105.88800847777954,0.43042618,10700,-93.544914,[-0.617 -0.828 -0.649 -0.869 -1.132],0.8610769
108,0.002741155,28.450413,100,0.27416122,13.498773,893.4835028648376,0.24819738,-22.3028,35.19,,100.0,5.2332697,-78.87851,-68.04227,-71.40692,1.52989,-80.42669,6586.8384,99.0,6.7381945,445083,-107.04816961936248,0.8131563,10800,-96.61637,[-0.601 -0.813 -0.657 -0.886 -1.127],0.9492227
109,0.006483835,183.12227,100,0.30508608,13.890103,900.4369802474976,0.6275574,-42.624416,34.25,,100.0,13.878705,-78.61062,-54.324017,-60.239647,5.699944,-80.10475,3403.9255,99.0,4.8636875,448508,-105.75775670571498,0.6479417,10900,-95.87774,[-0.561 -0.839 -0.651 -0.89  -1.145],0.68654555
110,0.0015619814,727.48883,100,0.30306926,13.924484,907.4411385059357,1.0643214,-37.142082,35.04,,100.0,70.369415,-77.49266,-40.400818,-50.44005,9.140782,-79.02867,4104.338,99.000015,25.38608,452012,-105.1479580997382,0.5260195,11000,-94.04035,[-0.5   -0.822 -0.615 -0.882 -1.114],0.93692833
111,0.0001725054,834.21045,100,0.29613423,15.375771,914.8800852298737,0.98385525,-23.44269,35.93,,100.0,102.29055,-76.98962,-45.70704,-53.52748,9.676309,-78.516525,8565.611,99.0,11.092937,455605,-105.03694397665367,0.5672003,11100,-94.86424,[-0.506 -0.814 -0.619 -0.908 -1.116],1.1899278
112,0.0015194337,201.01701,100,0.28487867,12.929594,921.5432710647583,1.5538079,-43.22874,33.28,,100.0,32.460255,-80.00179,-54.263187,-64.58759,11.430835,-81.54153,6490.738,99.000015,16.190796,458933,-106.74792088406143,0.6120439,11200,-96.02368,[-0.49  -0.824 -0.631 -0.943 -1.123],0.9734497
113,8.028641e-06,1983.9573,100,0.26476154,14.309632,929.3124001026154,2.5650156,-37.520596,36.0,,100.0,338.4577,-76.827736,-40.491753,-52.198425,26.54532,-78.30027,11670.91,99.00001,16.46538,462533,-105.29013439775638,0.4874002,11300,-95.8023,[-0.505 -0.81  -0.661 -0.93  -1.134],1.2986239
114,1.1289485e-05,1917.1257,100,0.26721194,12.612485,935.5933890342712,2.913775,-29.568321,28.94,,100.0,474.0239,-82.940125,-30.790462,-43.711002,33.673233,-84.4565,5440.6265,99.0,16.309813,465427,-106.6551797075855,0.3481488,11400,-95.74454,[-0.501 -0.792 -0.677 -0.946 -1.154],0.96848136
115,8.982408e-05,2751.8132,100,0.25515866,12.440634,942.6517724990845,2.2200043,-40.457226,31.19,,100.0,286.16144,-82.21997,-30.87665,-42.55156,27.380213,-83.6816,2247.939,99.0,16.783022,468546,-107.85746044386886,0.33792645,11500,-95.67397,[-0.483 -0.78  -0.698 -0.959 -1.152],0.65263367
116,0.0029662112,256.9342,100,0.2570413,13.823995,949.5609209537506,0.56267345,-24.376066,29.54,,100.0,12.3008995,-82.14695,-61.026054,-66.63236,7.1987386,-83.68107,2940.9504,99.00001,5.9818926,471500,-106.07551347434661,0.722184,11600,-95.820366,[-0.505 -0.81  -0.69  -0.958 -1.164],0.7270488
117,0.0009913897,193.76035,100,0.24267565,14.631174,956.4094495773315,1.7345719,-34.37556,32.13,,100.0,32.329506,-79.54013,-50.418602,-59.453827,11.295643,-81.01134,2699.8662,99.0,16.167162,474713,-105.19550061819812,0.5542735,11700,-96.101166,[-0.535 -0.823 -0.698 -0.981 -1.162],0.645536
118,0.00081064174,1767.4988,100,0.24307539,12.1123905,962.7630217075348,1.8494823,-34.560303,30.68,,100.0,194.7097,-82.391335,-41.755405,-52.633484,19.834497,-83.88934,7893.893,99.00001,27.17547,477781,-107.49516238305984,0.48112106,11800,-96.2914,[-0.527 -0.826 -0.724 -0.965 -1.176],1.1692046
119,0.0005258046,2585.1262,100,0.24221848,13.844488,969.7524702548981,1.7589378,-23.889048,33.28,,100.0,164.83524,-80.15098,-41.716175,-54.221214,22.891785,-81.70131,10474.63,99.0,34.90062,481109,-106.91827463481299,0.5570955,11900,-95.94265,[-0.527 -0.833 -0.701 -0.948 -1.176],1.4998316
120,0.0024656411,137.70164,100,0.23860805,14.056067,976.946691274643,0.9297161,-37.665012,32.94,,100.0,23.620539,-79.13903,-52.73584,-59.9317,5.7148733,-80.67541,3805.3657,99.000015,9.204892,484403,-105.17323818224388,0.6018218,12000,-94.77821,[-0.546 -0.827 -0.672 -0.933 -1.177],0.8192334
121,0.00025310507,1153.6101,100,0.24169873,12.303931,983.6053867340088,0.9244328,-42.009064,30.72,,100.0,124.74422,-82.40985,-46.39488,-55.62316,11.876834,-83.930115,6450.481,99.000114,13.865802,487475,-107.60703683406088,0.56807476,12100,-95.86388,[-0.568 -0.811 -0.69  -0.905 -1.18 ],1.1633357
122,7.234927e-05,4032.063,100,0.22546405,13.954956,990.4186546802521,3.485806,-37.342293,32.64,,100.0,519.3047,-81.138405,-42.288803,-55.9376,45.892292,-82.64324,16631.496,99.00001,40.181343,490739,-107.59981981403973,0.48430514,12200,-96.11818,[-0.557 -0.793 -0.693 -0.922 -1.177],1.5157806
123,0.0072279484,131.64474,100,0.21053287,12.184517,997.1799690723419,0.7783193,-42.286438,29.8,,100.0,15.549394,-82.13938,-58.40599,-64.89331,6.228041,-83.59645,7400.6226,99.000015,9.071734,493719,-106.60412306931444,0.663544,12300,-96.40679,[-0.558 -0.793 -0.676 -0.889 -1.193],1.0540305
124,0.10262472,2.345334,100,0.21960518,16.2397,1004.9359264373779,0.098086834,-17.617123,35.35,,100.0,1.6061988,-77.778694,-69.13438,-70.95985,0.36115128,-79.33239,2847.7573,99.0,4.1862936,497254,-105.62963829375721,0.90216255,12400,-95.832436,[-0.539 -0.792 -0.692 -0.874 -1.208],0.7022246
125,0.00033070898,3210.915,100,0.21446604,14.337812,1010.6322264671326,1.8101511,-34.69353,28.59,,100.0,291.76053,-82.64773,-41.575047,-53.691715,26.799034,-84.12766,9608.91,99.000015,10.415857,500113,-105.81973315021983,0.47042358,12500,-96.022964,[-0.558 -0.795 -0.709 -0.878 -1.199],1.1678218
126,0.00014416913,3488.5713,100,0.21048763,13.878831,1018.0197920799255,3.0122344,-28.999012,35.78,,100.0,426.47253,-78.1934,-35.21204,-48.098038,35.45274,-79.716835,4562.938,99.00001,10.946316,503691,-106.827365653308,0.41380835,12600,-97.09929,[-0.572 -0.811 -0.7   -0.86  -1.204],0.89355445
127,0.0004271971,1536.2484,100,0.21151014,14.312855,1025.3405315876007,1.6477358,-26.86206,36.04,,100.0,108.805084,-77.32644,-43.76929,-54.08979,16.181784,-78.85051,6049.0815,99.00001,14.163539,507295,-105.95185284232026,0.566566,12700,-94.78176,[-0.57  -0.787 -0.712 -0.869 -1.208],1.1416858
128,9.256411e-05,1010.52985,100,0.21040447,12.619137,1032.5543949604034,1.7552998,-34.994736,34.56,,100.0,274.6311,-78.83988,-38.318184,-47.7724,18.346178,-80.33312,8816.221,99.00001,16.014174,510751,-106.77120359943451,0.44595087,12800,-95.29178,[-0.589 -0.806 -0.701 -0.87  -1.207],1.1220355
129,0.00047688425,2234.4812,100,0.20079555,13.662894,1039.2762207984924,1.1677129,-28.360235,32.4,,100.0,122.76174,-80.290726,-50.153843,-60.499985,16.209848,-81.816536,21213.773,99.0,16.509272,513991,-106.37093331111997,0.5947213,12900,-95.45057,[-0.599 -0.82  -0.691 -0.851 -1.209],1.7673665
130,1.1143167e-05,1445.6003,100,0.17114276,14.71981,1045.9638838768005,0.92794156,-27.719015,33.66,,100.0,109.31906,-78.46322,-45.208855,-53.43032,11.099299,-79.97199,17070.67,99.00001,45.125015,517357,-105.18308438845641,0.5669013,13000,-95.239845,[-0.595 -0.816 -0.7   -0.878 -1.218],1.6325831
131,0.00018525758,1297.8572,100,0.17200887,12.726899,1053.4849529266357,1.8674104,-45.566856,36.41,,100.0,178.7717,-77.9905,-34.47378,-45.818172,16.17526,-79.47846,5767.774,99.0,20.33479,520998,-107.16629123489466,0.426004,13100,-94.853645,[-0.617 -0.836 -0.692 -0.871 -1.248],1.1062407
132,0.0006722225,675.4676,100,0.17793633,16.250042,1060.5821368694305,1.1720896,-8.586229,37.74,,100.0,75.55162,-76.81506,-47.052322,-56.660793,10.164781,-78.448105,8384.138,99.0,28.64999,524772,-105.7764814515677,0.5708243,13200,-94.76678,[-0.618 -0.843 -0.67  -0.859 -1.247],1.2985296
133,0.0023111035,403.32202,100,0.17663662,14.76464,1068.2525334358215,0.64380455,-37.066536,36.24,,100.0,22.043943,-77.112686,-52.4919,-58.485985,5.317806,-78.656105,5559.5547,99.0,6.2160635,528396,-105.40673764552933,0.58909744,13300,-95.84726,[-0.617 -0.846 -0.666 -0.834 -1.241],0.8731833
134,0.004654944,15.79445,100,0.16424522,15.945535,1075.6670181751251,0.27259266,-12.937897,37.69,,100.0,4.060868,-75.47963,-68.402214,-71.64752,1.2586964,-77.04019,3815.6963,99.0,9.32616,532165,-104.40638585894975,0.8546742,13400,-95.329956,[-0.626 -0.843 -0.665 -0.856 -1.242],0.8382106
135,5.288105e-05,1242.3496,100,0.14654459,15.815506,1083.2783575057983,1.1871773,-14.983384,38.22,,100.0,162.36493,-76.30925,-47.781532,-56.850296,16.813587,-77.871056,10499.206,99.0,20.788685,535987,-105.7235955447798,0.5834747,13500,-94.444496,[-0.635 -0.859 -0.665 -0.874 -1.255],1.3815846
136,0.00046171842,1328.1517,100,0.1420123,14.645651,1090.1668515205383,1.0054522,-40.894806,37.16,,100.0,72.15577,-75.89831,-51.369167,-59.920033,11.408523,-77.40356,12382.117,99.000015,12.892557,539703,-104.93684552709531,0.64748585,13600,-93.003815,[-0.678 -0.877 -0.669 -0.869 -1.272],1.4001609
137,0.00014150677,7708.736,100,0.14532572,15.343106,1098.4817073345184,3.5676537,-21.948946,39.36,,100.0,493.78992,-74.66189,-37.82824,-52.991074,63.74751,-76.198975,6130.9985,99.0,13.22058,543639,-104.97465247302766,0.4857203,13700,-94.121864,[-0.674 -0.879 -0.663 -0.845 -1.277],1.0912591
138,0.0008481055,1594.6555,100,0.14344673,16.27903,1105.900294303894,1.9961578,-35.731606,39.67,,100.0,152.97397,-73.923645,-33.047318,-44.270695,19.729332,-75.45634,3523.7346,99.0,10.913404,547606,-103.97471259779236,0.46606687,13800,-95.840675,[-0.66  -0.873 -0.68  -0.859 -1.274],0.8600851
139,0.00013147685,166.24022,100,0.09522141,13.973388,1113.6161932945251,1.2840383,-38.386936,38.39,,100.0,24.123716,-75.61478,-54.550186,-62.411156,8.430749,-77.16013,5593.2603,99.0,17.994722,551445,-105.53941287573218,0.69894916,13900,-94.78079,[-0.654 -0.865 -0.698 -0.868 -1.275],1.1094086
140,0.0013568627,129.78795,100,0.07608029,14.330417,1120.192934513092,1.0543054,-26.671965,35.12,,100.0,19.299297,-77.98846,-56.94452,-63.681526,6.8864527,-79.513725,3278.8547,99.000015,7.157895,554957,-105.7454502350375,0.6878488,14000,-95.10891,[-0.671 -0.883 -0.694 -0.886 -1.324],0.8273667
141,0.030840598,6.1420584,100,0.07335743,15.092731,1127.7441754341125,0.13978724,-21.869383,37.56,,100.0,2.3717985,-76.35253,-67.836685,-70.06124,0.54670256,-77.897804,1971.3999,99.00002,3.857107,558713,-105.53395242089488,0.8608617,14100,-94.80435,[-0.68  -0.891 -0.686 -0.908 -1.343],0.6128499
142,0.0002191892,2050.5808,100,0.06222484,13.899299,1135.8588075637817,2.097392,-21.537977,38.01,,100.0,283.72687,-77.1367,-52.29643,-64.90207,23.57072,-78.7577,15805.359,99.0,15.733034,562514,-107.02132873051305,0.7053056,14200,-94.35548,[-0.703 -0.876 -0.692 -0.892 -1.346],1.85849
143,0.00026406228,1030.1964,100,0.043806784,13.40868,1143.1905252933502,1.9091897,-38.4293,38.31,,100.0,165.02011,-76.00488,-44.231705,-55.030445,17.932398,-77.558876,5074.912,99.0,13.746625,566345,-106.12920356472256,0.55696803,14300,-96.71139,[-0.715 -0.871 -0.685 -0.863 -1.357],1.0596311
144,0.0004143102,1522.541,100,0.039600443,15.282872,1150.227576494217,1.9249481,-14.248182,37.88,,100.0,150.17627,-75.780426,-37.516846,-49.265263,17.839956,-77.39422,3266.2993,99.0,11.768488,570133,-104.99865707942358,0.46441862,14400,-95.87712,[-0.687 -0.898 -0.687 -0.901 -1.375],0.7835933
145,0.0004631656,3232.3418,100,0.03637717,13.914255,1157.9921197891235,1.8037101,-30.038548,36.61,,100.0,181.90355,-77.25958,-32.62402,-43.673115,23.861559,-78.78319,2644.5117,99.000015,13.281355,573794,-106.2178988501053,0.3974208,14500,-95.310135,[-0.681 -0.89  -0.704 -0.908 -1.379],0.6977121
146,0.0012060467,445.98785,100,0.051455498,15.90115,1164.9469900131226,1.1036632,-26.008713,35.85,,100.0,40.346973,-76.868484,-48.7676,-57.453945,8.889463,-78.43545,4081.988,99.0,6.5509686,577379,-104.46304495506556,0.587779,14600,-95.41968,[-0.684 -0.908 -0.692 -0.904 -1.383],0.78284305
147,0.00040003657,2494.5845,100,0.04046999,15.349625,1172.4034535884857,1.5452772,-34.110935,36.57,,100.0,123.507835,-76.651855,-45.471424,-55.33822,21.038786,-78.15793,7887.2974,99.0,29.03234,581036,-104.99596207377019,0.5670334,14700,-95.71069,[-0.679 -0.936 -0.709 -0.935 -1.367],1.2476044
148,0.00029348608,956.2998,100,0.038056195,15.144019,1179.4120376110077,1.1255281,-31.644325,36.68,,100.0,60.913246,-75.71916,-39.300198,-46.340446,10.608623,-77.19659,5174.3525,99.00002,5.8036747,584704,-104.23961619065726,0.45182398,14800,-95.79809,[-0.67  -0.917 -0.718 -0.936 -1.378],0.8910339
149,0.00056850695,1202.9076,100,0.030242616,13.98672,1187.2925817966461,0.8893258,-31.5927,38.07,,100.0,75.21984,-76.44334,-50.687958,-59.107998,10.836686,-77.98878,9702.552,99.0,10.35702,588511,-106.31117820323553,0.62241846,14900,-94.96303,[-0.674 -0.923 -0.725 -0.961 -1.381],1.3185159
150,0.00074406655,207.90474,100,0.03236389,16.095139,1194.0460481643677,1.2611009,-29.149742,34.01,,100.0,25.928383,-77.735855,-58.54751,-67.833275,9.131601,-79.27932,9454.792,99.0,16.102592,591912,-104.0541616072608,0.7090892,15000,-96.12192,[-0.675 -0.91  -0.728 -0.976 -1.389],1.2601954
151,0.0024254203,165.17178,100,0.037151013,12.816091,1201.2491734027863,0.66501033,-42.414368,35.18,,100.0,17.522346,-77.15298,-51.566864,-57.4086,5.1190143,-78.60232,7905.151,99.00005,13.427865,595430,-105.18570817958914,0.6387192,15100,-94.86452,[-0.671 -0.904 -0.747 -0.97  -1.387],1.1377277
152,0.00065875956,1759.5596,100,0.036712445,15.712825,1208.3903784751892,1.537291,-33.963356,32.87,,100.0,172.66028,-78.49195,-34.7323,-45.71251,18.179506,-79.978905,5557.368,99.0,13.293999,598717,-104.26962770056396,0.4429903,15200,-96.24128,[-0.672 -0.929 -0.742 -0.984 -1.382],1.0291322
153,0.016921146,9.53071,100,0.038619,13.54421,1215.3023571968079,0.13804963,-33.755814,36.48,,100.0,2.3475394,-77.633736,-67.889145,-70.04684,0.575923,-79.13595,2539.9497,99.0,5.3562865,602365,-106.67927909883991,0.86617845,15300,-95.277725,[-0.669 -0.925 -0.758 -1.    -1.382],0.72529554
154,0.0006011684,495.5045,100,0.034785762,15.093838,1222.9593465328217,1.711046,-25.222485,36.94,,100.0,70.4564,-75.717705,-53.095764,-63.172916,12.118122,-77.284676,11881.536,99.0,19.813517,606059,-104.46326399434821,0.7396639,15400,-96.09677,[-0.676 -0.936 -0.772 -0.996 -1.38 ],1.744543
155,0.0011451631,402.8083,100,0.035282474,12.966913,1229.5673954486847,1.3632034,-34.628002,32.6,,100.0,96.83045,-79.88588,-47.3664,-56.23725,10.549178,-81.37629,4962.8184,99.0,14.081642,609319,-106.19897793039296,0.55751055,15500,-95.74471,[-0.686 -0.934 -0.801 -1.    -1.384],0.9081765
156,0.00106444,1329.007,100,0.033462815,12.538272,1235.559648990631,1.4845027,-44.27685,33.34,,100.0,184.4295,-79.36856,-31.385159,-41.975204,14.260557,-80.84273,4389.5474,99.00005,12.686247,612653,-106.17201035555804,0.3483838,15600,-94.60074,[-0.684 -0.93  -0.798 -0.972 -1.384],0.8140715
157,0.00022507252,898.5807,100,0.03058245,13.095624,1242.9790179729462,2.2580569,-33.24133,31.4,,100.0,189.13881,-81.194626,-36.405056,-46.031754,23.831854,-82.70281,4980.4326,99.00008,10.608552,615793,-106.75192345942014,0.4058388,15700,-95.7891,[-0.676 -0.915 -0.807 -0.981 -1.385],0.8469695
158,0.0028710105,170.23776,100,0.03470952,12.22857,1250.8765890598297,1.3087742,-47.082886,32.4,,100.0,27.10286,-80.327194,-60.606834,-68.098724,9.495978,-81.777794,6994.5664,99.000015,9.06444,619033,-106.57975546189,0.70382065,15800,-96.625694,[-0.675 -0.935 -0.829 -1.014 -1.388],1.05024
159,0.0001051561,976.90826,100,0.019670077,12.103362,1257.4840397834778,1.1334324,-48.0509,32.01,,100.0,154.32921,-80.64595,-46.031307,-56.13926,13.431238,-82.12177,8513.641,99.00003,24.319563,622234,-106.69277749173166,0.5552449,15900,-94.83312,[-0.665 -0.926 -0.842 -1.001 -1.384],1.2209979
160,0.0001327486,902.67596,100,0.021118134,14.127515,1264.8329434394836,1.3946123,-34.79534,33.65,,100.0,156.15546,-78.769554,-48.203476,-57.875427,15.348024,-80.257034,8342.065,99.0,13.801731,625599,-105.63296430444227,0.57942665,16000,-96.45165,[-0.686 -0.915 -0.832 -0.971 -1.399],1.1344107
161,4.221138e-05,1389.1599,100,0.01852427,11.76955,1271.4122936725616,1.5670037,-47.32331,31.19,,100.0,142.61269,-81.57962,-37.22448,-49.630398,15.454365,-83.08229,4857.5884,99.00001,12.155242,628718,-107.07266640590814,0.42816836,16100,-95.77585,[-0.691 -0.926 -0.835 -0.951 -1.398],0.8623958
162,0.0025434045,131.56285,100,0.015832996,13.816994,1278.397420167923,0.71158725,-26.223827,33.96,,100.0,27.068659,-79.165764,-58.145786,-64.335594,4.3850904,-80.700386,4746.9287,99.000015,10.731108,632114,-106.39367401693801,0.6792372,16200,-95.305115,[-0.69  -0.933 -0.856 -0.974 -1.4  ],0.8691353
163,0.00011806454,1819.79,100,0.013497123,12.761731,1284.5441324710846,2.4237103,-43.262997,30.01,,100.0,306.95593,-81.64299,-39.613884,-52.02089,24.168245,-83.073975,6430.603,99.0,13.615391,635115,-106.06918140203257,0.48719206,16300,-95.32511,[-0.688 -0.93  -0.847 -0.993 -1.403],1.0465515
164,0.00031162368,682.1965,100,0.006889698,14.093738,1291.4479067325592,1.4534347,-16.121922,31.19,,100.0,124.67876,-81.25253,-55.405716,-64.136154,13.496572,-82.82495,28781.326,99.000015,74.09019,638234,-106.44298516910303,0.63550174,16400,-95.37608,[-0.681 -0.922 -0.866 -1.003 -1.405],2.070883
165,0.0010675457,845.89606,100,0.009349758,13.403299,1298.1276071071625,1.0124767,-14.782322,34.67,,100.0,124.02461,-79.038086,-54.55601,-62.940647,10.158928,-80.62021,14223.056,99.0,22.843136,641701,-106.87711772485564,0.6264218,16500,-95.23839,[-0.689 -0.943 -0.856 -1.003 -1.412],1.4524571
