Iteration,MinIW,MaxD2w0t,EpThisIter,MeanEntropy,InitialReturnStd,TimeElapsed,MeanD2w0t,InitialReturnMax,EpLenMean,MinD2w0t,ReturnStepMax,EmpiricalD2,InitialReturnMean,ReturnMeanIW,Bound,StdD2w0t,InitialBound,J_sample_variance,ReturnStepMaxmin,MaxIW,TimestepsSoFar,EpRewMean,MeanIW,EpisodesSoFar,InitialReturnMin,Weights,StdIW
330,3.8168095e-05,1480.8735,100,-0.3538727,14.195704,2364.849678993225,2.3335407,-40.044228,34.66,,100.0,262.79196,-76.85014,-43.86159,-55.434708,22.095789,-78.294334,10139.866,99.0,37.33987,1168768,-104.01317312269963,0.5613026,33000,-95.086044,[-0.736 -1.005 -0.731 -1.248 -1.771],1.4006995
331,4.946295e-05,1295.9438,100,-0.35486785,12.449201,2370.9868400096893,1.7838686,-50.56996,34.22,,100.0,109.414406,-78.4551,-38.463596,-50.119873,18.369522,-79.93914,5295.798,99.00001,33.663437,1172190,-105.74508346836242,0.45594272,33100,-95.955444,[-0.731 -1.003 -0.744 -1.257 -1.773],0.9821086
332,0.0011802346,291.27707,100,-0.35935366,13.678112,2377.5624272823334,0.95308656,-24.730768,32.84,,100.0,30.0023,-78.59964,-51.693035,-58.38266,8.733581,-80.11245,10554.774,99.00001,11.835095,1175474,-104.60230567315685,0.6222036,33200,-94.26278,[-0.736 -0.999 -0.727 -1.25  -1.774],1.2239785
333,0.00016414712,4323.12,100,-0.362033,12.474394,2383.95867395401,1.4649825,-40.719734,36.8,,100.0,205.41681,-77.27057,-37.938477,-51.389526,30.783546,-78.81095,3378.7773,99.00001,52.878815,1179154,-106.50839131732256,0.45287418,33300,-94.38795,[-0.719 -0.991 -0.707 -1.239 -1.778],0.87675124
334,0.00053089997,1075.9625,100,-0.3633897,15.814651,2390.4792790412903,1.626549,-28.892208,38.55,,100.0,119.72287,-73.46431,-26.103533,-36.059692,14.111423,-74.9672,2807.9878,99.0,7.0554385,1183009,-102.63910457541112,0.3616014,33400,-94.32099,[-0.742 -0.987 -0.7   -1.227 -1.781],0.81829107
335,0.0025675264,236.47202,100,-0.36680695,15.050467,2396.6242525577545,0.6774636,-10.659697,35.14,,100.0,24.156956,-77.10812,-52.428867,-58.491722,4.3397493,-78.66519,8179.356,99.0,10.191973,1186523,-104.56136473605179,0.64461327,33500,-95.612686,[-0.732 -0.985 -0.711 -1.232 -1.782],1.2373006
336,0.00031646644,730.5228,100,-0.36984769,13.603713,2402.4475934505463,0.99642986,-42.475266,32.47,,100.0,72.72846,-79.37515,-52.69247,-62.573364,8.99005,-80.89095,7570.853,99.00007,13.5744915,1189770,-105.08864168093044,0.6220563,33600,-96.719826,[-0.732 -0.987 -0.716 -1.219 -1.786],1.0738789
337,0.0002105258,1640.1072,100,-0.36947262,14.005806,2408.379758119583,1.9123752,-30.749533,33.81,,100.0,175.56168,-78.24106,-37.34452,-47.14779,18.86297,-79.72938,6086.099,99.0,18.812897,1193151,-105.00917754203115,0.48440617,33700,-95.448166,[-0.732 -0.984 -0.718 -1.234 -1.789],1.1859014
338,0.0011782665,184.99387,100,-0.36849505,14.077437,2414.3060462474823,0.6767271,-41.343605,35.07,,100.0,17.380571,-77.04155,-51.555023,-58.455826,5.268475,-78.52551,6767.105,99.0,9.749481,1196658,-104.70195839293733,0.6352407,33800,-95.153786,[-0.732 -0.978 -0.73  -1.24  -1.788],1.0317003
339,0.00089308934,1088.6487,100,-0.36716565,16.318226,2420.704878091812,1.0846283,-10.112257,36.33,,100.0,103.37829,-76.69918,-45.35692,-54.090828,11.627861,-78.26748,10500.851,99.0,18.200294,1200291,-104.73627846812924,0.61748976,33900,-95.13909,[-0.726 -0.992 -0.723 -1.247 -1.787],1.680728
340,0.0002561145,1280.8079,100,-0.3669652,14.620062,2426.5118827819824,1.2579821,-34.90613,33.43,,100.0,123.10288,-78.69018,-35.982407,-46.741722,12.19457,-80.23736,4605.152,99.0,16.970034,1203634,-104.95739422121602,0.4282298,34000,-94.979034,[-0.722 -0.987 -0.728 -1.259 -1.786],0.93633705
341,0.00078285125,1141.9048,100,-0.3692425,13.504442,2432.265648841858,1.4712362,-33.289906,32.71,,100.0,103.94745,-79.710724,-36.48103,-48.309536,14.978009,-81.223495,2148.509,99.00002,14.727354,1206905,-105.76739661700725,0.44881922,34100,-94.99109,[-0.715 -0.979 -0.737 -1.263 -1.786],0.7277903
342,0.00018146624,2084.6592,100,-0.36854413,14.724259,2438.927775144577,1.7935652,-17.059792,36.33,,100.0,215.27798,-75.60703,-34.514713,-45.569954,21.343576,-77.13112,3626.3164,99.0,22.738396,1210538,-103.61631454457971,0.419905,34200,-93.107765,[-0.714 -0.986 -0.726 -1.257 -1.788],0.8399397
343,0.0005548799,734.1119,100,-0.37076354,12.6241665,2444.6194186210632,1.097937,-42.598133,30.14,,100.0,61.709427,-81.35349,-42.515766,-51.558193,10.296407,-82.83979,4618.338,99.00002,16.786528,1213552,-105.5489980747602,0.51047844,34300,-95.641174,[-0.708 -0.981 -0.728 -1.27  -1.787],0.93438184
344,0.00034765096,850.908,100,-0.37174043,11.930613,2449.8669998645782,1.3745377,-34.476337,31.06,,100.0,96.43967,-81.13097,-47.797592,-60.766,13.368863,-82.69739,6172.1685,99.0,13.689027,1216658,-106.26244967732254,0.592246,34400,-96.57225,[-0.714 -0.978 -0.742 -1.277 -1.79 ],1.0590857
345,8.022415e-05,1588.8506,100,-0.3717993,12.779584,2455.249983072281,2.1971245,-40.115765,30.37,,100.0,300.14618,-81.260254,-37.658035,-48.998505,23.653534,-82.70718,7001.3926,99.0,16.192293,1219695,-105.86206251754511,0.4441409,34500,-96.19626,[-0.71  -0.979 -0.757 -1.284 -1.791],1.078976
346,7.996188e-06,1995.0872,100,-0.37168837,16.047104,2461.525526046753,1.661587,-24.764675,34.43,,100.0,202.58383,-78.0148,-42.528603,-53.236805,19.981451,-79.5191,10806.579,99.0,17.243546,1223138,-104.87098264178117,0.50468916,34600,-95.47522,[-0.715 -0.988 -0.748 -1.278 -1.791],1.2516317
347,0.0005508719,946.97614,100,-0.3701173,12.7774515,2467.2666759490967,0.87028795,-43.841076,32.33,,100.0,95.608894,-79.17666,-49.069725,-58.238113,9.380687,-80.67037,13258.8955,99.0,23.340546,1226371,-105.06198183209746,0.57274264,34700,-95.35519,[-0.71  -0.981 -0.754 -1.289 -1.791],1.3396357
348,0.00067090767,473.69492,100,-0.37190852,15.629232,2473.1059670448303,0.9911674,-25.757792,33.81,,100.0,53.624844,-77.27023,-56.36221,-64.08288,7.1463957,-78.76051,7612.6406,99.0,58.30777,1229752,-103.6027714698232,0.7202576,34800,-96.27255,[-0.715 -0.992 -0.749 -1.283 -1.789],1.3129604
349,0.00030162584,867.6423,100,-0.3732923,14.465488,2479.380963563919,2.3224366,-34.683514,36.03,,100.0,117.741005,-76.23441,-55.017773,-66.10318,21.114826,-77.71044,14402.376,99.0,30.90122,1233355,-104.47549357372962,0.71815765,34900,-94.974464,[-0.715 -0.989 -0.747 -1.298 -1.791],1.7390056
350,0.0016166986,1150.2567,100,-0.37344852,14.271354,2485.309226989746,1.4381281,-34.98984,35.98,,100.0,108.47925,-77.08722,-41.98357,-53.248474,14.3201885,-78.60208,4945.6646,99.0,13.652958,1236953,-105.31131469962759,0.5677863,35000,-96.350395,[-0.708 -0.996 -0.732 -1.296 -1.792],1.2040476
351,0.0021032132,532.93274,100,-0.37204847,13.410966,2491.4076075553894,1.0180541,-39.27059,34.29,,100.0,43.240303,-78.172226,-50.15235,-59.229782,9.81207,-79.66578,5789.8,99.00003,24.42691,1240382,-105.37844742464651,0.6446628,35100,-95.66018,[-0.709 -0.996 -0.741 -1.309 -1.792],1.1181378
352,0.00048301273,3146.5771,100,-0.3713395,11.839108,2496.9871480464935,2.2687068,-51.564606,29.73,,100.0,374.25974,-81.397316,-35.35514,-46.79416,34.6278,-82.80991,8106.151,99.0,26.811304,1243355,-105.68896326609494,0.46671563,35200,-95.85264,[-0.708 -0.987 -0.752 -1.308 -1.791],1.2641861
353,0.0007180474,240.537,100,-0.37231952,15.687371,2503.5518815517426,1.1270099,-31.98917,35.17,,100.0,29.491167,-75.60944,-47.57466,-56.911167,8.25056,-77.127045,4853.852,99.0,8.481704,1246872,-102.73187785135424,0.5947441,35300,-96.039185,[-0.714 -1.001 -0.748 -1.302 -1.79 ],0.9059915
354,0.00069734256,1052.7336,100,-0.36962926,13.373136,2509.4437170028687,2.267975,-40.59442,31.18,,100.0,190.22572,-79.91543,-44.535522,-56.212563,20.200735,-81.37175,7544.41,99.00001,13.497864,1249990,-104.88696194605858,0.50266945,35400,-95.73734,[-0.719 -1.007 -0.769 -1.305 -1.791],1.0422645
355,0.00037679885,654.80896,100,-0.3745131,14.602115,2515.740393638611,0.84571016,-31.073286,37.38,,100.0,78.70062,-75.58471,-49.875626,-56.92198,8.330208,-77.10006,8098.011,99.0,10.110489,1253728,-104.7776881307537,0.6262604,35500,-95.986664,[-0.722 -1.012 -0.754 -1.302 -1.789],1.1915463
356,0.00050273683,1952.5331,100,-0.37393692,13.920315,2521.7964305877686,1.1503055,-37.51741,35.27,,100.0,111.340866,-77.62988,-42.71881,-54.429115,14.556184,-79.155,5403.769,99.0,30.033989,1257255,-105.45310545906317,0.5744536,35600,-95.65408,[-0.737 -1.002 -0.752 -1.281 -1.793],1.1646345
357,0.0009321406,318.43192,100,-0.37453714,14.0052805,2527.6523559093475,1.3065385,-32.113434,33.66,,100.0,50.639015,-78.58568,-62.012253,-70.49491,9.161808,-80.06954,5493.392,99.0,16.21167,1260621,-105.37706276892438,0.7553836,35700,-94.426094,[-0.735 -0.994 -0.758 -1.29  -1.793],1.054415
358,0.002439948,150.1286,100,-0.37841934,12.97925,2533.2500438690186,0.78481525,-43.816246,33.93,,100.0,26.83808,-78.038795,-60.9556,-67.54305,4.9770207,-79.50755,18604.932,99.0,23.855354,1264014,-105.02018362388608,0.7468003,35800,-95.25342,[-0.731 -1.001 -0.764 -1.278 -1.794],1.6731102
359,0.00041992898,1110.626,100,-0.3796437,13.673112,2538.9327342510223,1.4920046,-37.58724,32.09,,100.0,104.06073,-79.93322,-34.627327,-46.188698,14.637069,-81.44689,3940.1777,99.00008,9.766129,1267223,-105.52527679763729,0.44489667,35900,-96.22339,[-0.731 -0.998 -0.778 -1.277 -1.797],0.9269496
360,0.00023679242,1259.5223,100,-0.3771114,14.215002,2545.1491346359253,2.071953,-30.618172,33.64,,100.0,232.3066,-78.615486,-33.285492,-43.631813,21.296682,-80.11301,3158.1208,99.0,13.673132,1270587,-105.32918157976654,0.38399288,36000,-96.58525,[-0.729 -0.989 -0.788 -1.28  -1.799],0.73048246
361,7.5136195e-05,2058.6458,100,-0.3771973,14.427987,2551.42346906662,1.6450356,-33.623993,35.11,,100.0,205.80443,-78.08848,-48.149395,-58.94511,22.119099,-79.58004,10563.895,99.00001,27.825226,1274098,-105.92293741035137,0.6474004,36100,-96.022125,[-0.73  -0.979 -0.797 -1.287 -1.796],1.8236762
362,7.678834e-05,1141.0605,100,-0.3787463,11.488587,2556.7358272075653,2.577018,-44.234913,28.95,,100.0,254.70477,-83.39275,-43.521717,-54.761898,24.080532,-84.85893,11641.797,99.00001,20.591684,1276993,-107.2705778015973,0.47791204,36200,-96.55024,[-0.734 -0.987 -0.792 -1.277 -1.796],1.3150316
363,0.0003052698,2552.6814,100,-0.38443696,12.5243845,2562.4481081962585,0.80032235,-31.436232,30.35,,100.0,146.15529,-82.00771,-39.50467,-46.532978,18.097477,-83.5165,7984.4497,99.0,13.319335,1280028,-106.79448393140994,0.44713473,36300,-95.79695,[-0.727 -0.98  -0.805 -1.277 -1.798],1.068836
364,0.00014139319,1352.4828,100,-0.38430303,11.958776,2568.1468381881714,2.692358,-39.80104,30.78,,100.0,406.08423,-81.63045,-22.298208,-33.018803,28.9906,-83.09679,846.0328,99.00001,9.432315,1283106,-106.84434790264889,0.24948078,36400,-95.997284,[-0.698 -0.981 -0.807 -1.288 -1.803],0.4467383
365,0.0016074535,167.0102,100,-0.38411254,16.184683,2573.8229184150696,0.7502833,-33.25773,34.4,,100.0,23.616383,-77.29447,-60.5468,-66.05233,4.8222795,-78.766556,10399.221,99.0,16.175392,1286546,-104.1970038600168,0.7479147,36500,-96.01505,[-0.706 -0.988 -0.795 -1.283 -1.803],1.340652
366,0.00032748358,1534.6589,100,-0.38720742,13.267406,2579.2926836013794,1.5458897,-35.633587,31.45,,100.0,212.85535,-80.20604,-24.079714,-34.121605,18.395407,-81.687004,1085.8066,99.000015,11.732024,1289691,-105.52632361990915,0.2795245,36600,-95.18768,[-0.697 -0.99  -0.795 -1.269 -1.803],0.53007144
367,0.000621749,424.25024,100,-0.3986878,14.591441,2584.9846510887146,1.0401115,-35.28125,32.04,,100.0,47.902252,-79.53257,-59.282967,-66.52339,9.807441,-81.075226,4667.8193,99.0,11.56495,1292895,-104.87871572427908,0.69177866,36700,-95.6621,[-0.701 -0.999 -0.789 -1.26  -1.806],0.89410794
368,0.0015386145,1074.2031,100,-0.39942026,15.931956,2591.61292052269,1.0096843,-37.132587,36.66,,100.0,136.20697,-74.84038,-39.324295,-48.068867,11.13736,-76.33904,8207.921,99.0,13.176437,1296561,-103.09360686678876,0.49244142,36800,-95.571625,[-0.693 -0.997 -0.78  -1.273 -1.818],1.093972
369,6.263846e-05,2018.4872,100,-0.39909005,13.074648,2597.438717842102,2.0164633,-40.168133,34.39,,100.0,369.20618,-77.765945,-41.39216,-54.02333,28.534422,-79.28654,11341.817,99.00004,33.437065,1300000,-105.14025460312115,0.5668632,36900,-96.296196,[-0.705 -1.005 -0.778 -1.264 -1.818],1.5794743
370,0.0011618105,669.813,100,-0.39917472,14.998137,2603.252697467804,1.4220675,-30.381073,32.88,,100.0,90.28623,-78.89067,-36.29581,-46.013477,11.745067,-80.38072,5159.8696,99.00001,63.990295,1303288,-104.80392037235633,0.4132743,37000,-95.86661,[-0.688 -1.008 -0.784 -1.281 -1.818],0.9243553
371,0.000301652,993.76733,100,-0.39917022,12.295123,2609.0751535892487,1.8442069,-48.680656,32.15,,100.0,215.92447,-79.60286,-48.02505,-58.270416,18.914156,-81.01908,16235.374,99.0,41.0742,1306503,-105.45866105037456,0.56560796,37100,-96.168434,[-0.691 -1.009 -0.769 -1.276 -1.818],1.587975
372,0.0011548593,1191.7295,100,-0.39942005,14.422002,2615.337741613388,1.8522561,-29.391834,35.6,,100.0,152.00278,-76.97683,-38.777245,-51.43624,16.177675,-78.54092,6112.355,99.0,12.818399,1310063,-104.83570535457078,0.4687382,37200,-95.40591,[-0.698 -1.03  -0.769 -1.278 -1.818],1.0030138
373,0.0007255511,312.7915,100,-0.40163118,16.11924,2621.9339237213135,1.2444361,-13.003809,36.11,,100.0,29.032879,-75.95927,-43.74639,-52.311367,10.540553,-77.50432,4348.4575,99.0,10.667168,1313674,-103.75527271324758,0.52843374,37300,-94.24177,[-0.699 -1.036 -0.758 -1.273 -1.818],0.8563682
374,0.0011410179,359.5293,100,-0.40322265,15.364744,2628.2063341140747,0.96345216,-33.041985,34.75,,100.0,59.170486,-77.53691,-46.897133,-54.857826,6.880107,-79.07032,4353.665,99.0,15.340511,1317149,-104.72344474662238,0.5552407,37400,-93.955696,[-0.695 -1.03  -0.768 -1.268 -1.821],0.8734242
375,0.0011793406,709.68164,100,-0.40797746,16.814882,2634.1438171863556,0.8053132,-15.723967,32.67,,100.0,53.800343,-78.39408,-50.82502,-58.038666,7.337296,-79.92659,9114.496,99.0,9.573968,1320416,-103.74089328074933,0.6376206,37500,-96.65292,[-0.699 -1.031 -0.771 -1.253 -1.822],1.1931418
376,0.00012345724,2203.5364,100,-0.40781286,14.420068,2639.9565567970276,3.0987375,-28.438225,34.14,,100.0,371.83466,-77.9892,-37.957127,-50.685333,35.353203,-79.49796,6325.444,99.0,22.442884,1323830,-104.88750533912298,0.4637907,37600,-95.08189,[-0.701 -1.025 -0.764 -1.235 -1.827],1.1278669
377,4.4338514e-05,1540.3811,100,-0.41383797,13.618371,2645.8144447803497,1.9233606,-36.458702,34.71,,100.0,318.74258,-77.348885,-42.904446,-54.500793,22.752031,-78.8238,14211.994,99.000015,56.872696,1327301,-104.74145141281238,0.51549697,37700,-94.75175,[-0.706 -1.021 -0.753 -1.218 -1.827],1.5037428
378,0.012355301,22.766901,100,-0.4197548,13.385049,2651.547023534775,0.24979112,-40.726826,33.15,,100.0,5.206502,-78.922844,-68.56097,-72.20392,1.4126438,-80.44503,6418.075,99.00002,7.934039,1330616,-105.25062860443346,0.8191464,37800,-94.74231,[-0.694 -1.015 -0.758 -1.228 -1.833],1.0014191
379,0.00014846763,1298.9159,100,-0.41757476,15.855173,2657.8223528862,1.2889668,-29.901073,35.14,,100.0,143.63695,-76.44272,-35.173622,-45.554916,13.818913,-77.97945,5947.4395,99.00001,11.004744,1334130,-103.60063360327305,0.44050887,37900,-96.16654,[-0.684 -1.015 -0.764 -1.225 -1.839],1.0228999
380,0.00061966974,672.2451,100,-0.4179493,12.996573,2663.9599974155426,0.8117389,-49.12644,32.06,,100.0,42.7002,-79.08633,-50.71112,-60.643368,8.610277,-80.5668,4385.3325,99.00004,33.01949,1337336,-104.79096772519556,0.62679845,38000,-95.07782,[-0.678 -1.008 -0.771 -1.233 -1.837],0.9818078
381,0.0018863342,364.10745,100,-0.41667044,14.647827,2669.6717417240143,0.91016483,-23.808804,32.71,,100.0,34.880302,-79.2906,-43.285694,-51.19757,8.136844,-80.79134,3728.2908,99.0,5.362655,1340607,-105.23609664948508,0.50298154,38100,-96.15405,[-0.668 -1.001 -0.779 -1.232 -1.837],0.7520457
382,0.0017824419,692.64746,100,-0.41920847,13.774894,2675.762439727783,1.4255422,-41.96301,33.83,,100.0,75.373405,-78.36505,-46.05511,-54.486893,15.7616415,-79.82721,17663.146,99.0,17.51196,1343990,-105.30769856019442,0.5966201,38200,-94.79946,[-0.686 -1.025 -0.794 -1.242 -1.836],1.5578895
383,0.00061342685,990.0011,100,-0.41723663,14.056885,2681.511745452881,2.5570266,-35.27836,33.92,,100.0,129.20294,-78.06975,-49.281082,-61.351143,21.104483,-79.54193,8619.677,99.0,17.450096,1347382,-104.90062442329977,0.65705216,38300,-95.32552,[-0.694 -1.031 -0.811 -1.254 -1.838],1.3975857
384,0.0003472048,1779.7941,100,-0.42211792,13.137245,2687.6497745513916,2.257839,-36.79329,33.26,,100.0,245.07347,-79.37918,-31.01834,-42.898823,23.00185,-80.85157,3520.8987,99.00007,23.631283,1350708,-106.04410798942855,0.3938463,38400,-95.76135,[-0.693 -1.029 -0.828 -1.256 -1.836],0.9469185
385,2.881538e-05,1280.2388,100,-0.42465436,16.7175,2693.755114555359,2.2016687,-14.561558,31.91,,100.0,287.55585,-79.577576,-29.738861,-39.300945,22.506868,-81.133156,3234.5015,99.0,24.838022,1353899,-104.66487116065225,0.3410803,38500,-96.37308,[-0.703 -1.033 -0.816 -1.251 -1.841],0.82958543
386,2.999951e-05,1368.7302,100,-0.423921,13.0874815,2699.2799830436707,1.9039237,-42.243217,31.71,,100.0,278.16208,-80.42803,-32.377743,-43.45244,20.609339,-81.87013,2582.6333,99.0,15.787236,1357070,-105.9550926371056,0.37381282,38600,-94.832756,[-0.698 -1.025 -0.827 -1.255 -1.844],0.7065523
387,8.2050356e-05,1304.636,100,-0.42691272,13.218238,2704.741227388382,2.457633,-36.75362,30.65,,100.0,281.0133,-81.124626,-42.578457,-53.747673,23.704458,-82.59958,9124.46,99.00001,71.588,1360135,-105.84065369442364,0.5265354,38700,-95.52926,[-0.707 -1.039 -0.824 -1.251 -1.843],1.4701886
388,0.0001258466,1331.1348,100,-0.42758265,13.880397,2710.7916865348816,1.7882916,-19.723167,35.22,,100.0,170.81075,-77.781815,-27.884253,-37.490334,18.539564,-79.33005,2554.6116,99.0,8.337432,1363657,-105.736454722318,0.32289898,38800,-95.159546,[-0.711 -1.052 -0.817 -1.249 -1.846],0.68512356
389,0.0024105927,888.89575,100,-0.42398238,13.134022,2716.875363111496,0.46706426,-42.525303,34.55,,100.0,37.66581,-78.0327,-47.497776,-55.382317,6.2131004,-79.512596,4665.3984,99.00001,35.738503,1367112,-105.45012398152912,0.6479467,38900,-96.16083,[-0.715 -1.043 -0.805 -1.23  -1.847],1.1957949
390,0.00017970633,374.47882,100,-0.42373484,14.080412,2722.657262802124,1.6012322,-40.401234,34.11,,100.0,35.871452,-78.256035,-54.459064,-63.02468,11.882912,-79.77643,3016.858,99.00001,8.520505,1370523,-105.12639873662758,0.66297936,39000,-96.38184,[-0.711 -1.03  -0.805 -1.234 -1.843],0.71034306
391,0.00051080086,233.2253,100,-0.41447356,14.634856,2729.344837665558,0.4058339,-17.360012,34.66,,100.0,22.094126,-77.77383,-57.62392,-61.708145,4.6707077,-79.31909,3861.3372,99.0,6.560127,1373989,-105.05673792432154,0.72003186,39100,-96.19427,[-0.703 -1.026 -0.787 -1.241 -1.843],0.8270864
392,0.001545612,540.39905,100,-0.41870004,14.279221,2735.215405225754,2.2148738,-28.612373,33.4,,100.0,44.25204,-78.500305,-41.111866,-51.03517,17.460295,-80.005806,3501.553,99.0,7.4112372,1377329,-104.955716812632,0.47822437,39200,-96.070755,[-0.689 -1.017 -0.777 -1.245 -1.833],0.7994805
393,0.00083029224,1016.25604,100,-0.4182125,16.044012,2741.229698419571,2.0276663,-22.637743,33.17,,100.0,136.31744,-78.54946,-51.776737,-61.623096,19.424316,-80.068306,19411.926,99.000015,54.2949,1380646,-104.48160965380397,0.64335304,39300,-95.493774,[-0.697 -1.011 -0.794 -1.238 -1.838],1.8114481
394,0.0003726042,847.7422,100,-0.4174074,13.508487,2747.48592209816,1.6667026,-30.643518,34.34,,100.0,187.12703,-78.29668,-43.461353,-53.854446,17.248882,-79.80544,4826.701,99.0,10.312904,1384080,-105.48605626266374,0.5043144,39400,-96.7908,[-0.689 -1.013 -0.78  -1.229 -1.837],0.96471375
395,0.00031988643,869.25977,100,-0.41599277,13.698389,2753.7364525794983,1.4084516,-39.083027,35.84,,100.0,122.811485,-76.71143,-38.80157,-49.16608,12.513527,-78.20864,2392.907,99.0,11.877596,1387664,-104.98840222981272,0.4591325,39500,-96.080315,[-0.685 -1.009 -0.78  -1.244 -1.836],0.7093458
396,0.00074052735,760.2164,100,-0.41821745,16.161173,2760.0788629055023,1.0578693,-24.318272,32.99,,100.0,73.366425,-78.342735,-39.927246,-48.89636,9.793331,-79.87841,3710.6594,99.0,9.831845,1390963,-103.95506444374105,0.4844232,39600,-94.749115,[-0.684 -1.004 -0.779 -1.258 -1.835],0.8138804
397,5.859883e-05,1058.6753,100,-0.41877317,13.5082035,2766.171198129654,2.0027287,-43.678535,32.92,,100.0,307.3299,-79.219826,-22.977299,-33.289883,21.076855,-80.656296,1059.2545,99.0,10.144343,1394255,-105.54180422350927,0.24553175,39700,-95.353386,[-0.682 -1.007 -0.79  -1.271 -1.837],0.44709453
398,0.008975841,89.27339,100,-0.41821778,12.218891,2771.6871151924133,0.6510444,-39.049,29.88,,100.0,12.869752,-81.56587,-54.33626,-61.025337,4.879822,-83.07468,4330.063,99.000114,10.59316,1397243,-105.80164277869991,0.62333196,39800,-95.76737,[-0.674 -0.997 -0.795 -1.279 -1.838],0.8265769
399,5.5768465e-05,2995.5835,100,-0.42253497,14.359588,2777.358715057373,3.9628818,-28.823523,31.54,,100.0,548.563,-80.39648,-35.63531,-48.077965,52.863712,-81.91208,11123.986,99.0,11.063145,1400397,-105.65942804478775,0.4127989,39900,-96.6147,[-0.677 -0.985 -0.802 -1.266 -1.837],1.304176
400,0.005562665,135.5269,100,-0.4231138,11.959507,2782.4038622379303,0.5725171,-46.461853,27.41,,100.0,19.591984,-83.41956,-61.205803,-68.09349,4.1607704,-84.8906,3616.3318,99.0,7.151101,1403138,-105.947129325781,0.7110803,40000,-95.66778,[-0.669 -0.99  -0.817 -1.281 -1.841],0.75481635
401,0.0013324536,617.51807,100,-0.42258856,14.259365,2788.256918668747,0.4127098,-33.110115,33.65,,100.0,25.407509,-78.788055,-57.777134,-62.86714,5.6626225,-80.2798,2256.3467,99.0,5.9876175,1406503,-105.58837108368846,0.7083392,40100,-95.44942,[-0.673 -0.987 -0.822 -1.265 -1.842],0.6033546
402,3.2515192e-05,1469.0088,100,-0.42455575,11.209029,2794.027977705002,1.9793022,-52.12577,28.58,,100.0,222.17023,-83.22617,-42.136944,-51.103962,21.361168,-84.647064,10879.894,99.0,10.255175,1409361,-106.83013672672934,0.48056933,40200,-95.27126,[-0.706 -0.98  -0.831 -1.257 -1.842],1.2406127
403,0.00017666296,2832.4526,100,-0.42277586,12.835887,2799.440138578415,2.488111,-29.680382,31.65,,100.0,326.5179,-81.07227,-41.0925,-52.377094,33.112274,-82.58686,3730.0552,99.00001,24.649197,1412526,-106.8622675893007,0.53277284,40300,-96.03512,[-0.707 -0.977 -0.845 -1.265 -1.843],0.9820526
404,0.0023447236,316.9037,100,-0.4260075,13.861449,2804.8985497951508,1.4521188,-40.03564,31.83,,100.0,33.37329,-79.12349,-41.993538,-50.27771,12.725472,-80.56905,3265.36,99.00001,20.156157,1415709,-104.50575554688831,0.4985993,40400,-95.0179,[-0.706 -0.981 -0.839 -1.251 -1.842],0.7803495
405,0.00059495494,757.18036,100,-0.42902535,14.625447,2810.331665277481,1.3343011,-19.923477,30.61,,100.0,101.24937,-81.41915,-60.97619,-69.351746,13.30742,-82.967514,20824.535,99.00001,21.224127,1418770,-105.99334820507998,0.69621205,40500,-97.29173,[-0.709 -0.99  -0.83  -1.259 -1.845],1.6619622
406,0.0005598791,3227.7952,100,-0.42741457,13.850214,2816.2095227241516,1.7035007,-35.948627,29.07,,100.0,159.91096,-81.79692,-39.76198,-50.11022,27.675766,-83.26974,4280.974,99.0,10.540943,1421677,-105.31077054760797,0.46316212,40600,-96.391045,[-0.714 -0.984 -0.843 -1.263 -1.848],0.9023883
407,0.00010280346,400.71954,100,-0.4322157,12.318021,2822.285061597824,1.2430921,-38.96163,31.46,,100.0,31.289845,-80.76844,-53.907825,-61.331326,9.880961,-82.2286,2607.4424,99.0,11.60298,1424823,-106.39365863213588,0.65810966,40700,-95.59521,[-0.705 -0.996 -0.84  -1.253 -1.846],0.7474702
408,0.006535499,147.19011,100,-0.43033132,13.989775,2827.790587902069,0.22095492,-38.223003,32.54,,100.0,15.665042,-78.31272,-57.46968,-60.86843,2.1000357,-79.741844,14033.769,99.00004,12.580879,1428077,-104.13205900308739,0.7075793,40800,-94.79503,[-0.695 -0.992 -0.823 -1.26  -1.851],1.369719
409,0.0005601569,1074.8057,100,-0.4245841,13.511109,2833.634705066681,0.67381936,-38.976402,33.83,,100.0,54.918045,-79.05086,-52.775593,-58.832977,10.7008915,-80.56213,11037.133,99.00001,12.168212,1431460,-105.97510965212756,0.6453855,40900,-96.05663,[-0.677 -0.985 -0.817 -1.265 -1.849],1.3868061
410,0.00044668693,2240.7305,100,-0.42600223,12.074869,2839.3563532829285,1.5979505,-34.49852,31.26,,100.0,254.79066,-82.046906,-57.99014,-69.12202,25.843338,-83.56781,19118.277,99.000206,15.882793,1434586,-107.65204539612407,0.66337234,41000,-95.3731,[-0.69  -1.002 -0.825 -1.263 -1.844],1.7009447
411,2.5415227e-05,773.19574,100,-0.4282971,14.130002,2845.2018785476685,1.0664144,-31.956886,31.35,,100.0,73.41702,-80.72218,-51.705956,-59.893955,10.202663,-82.21795,11834.631,99.0,13.803179,1437721,-105.87264304753266,0.5929569,41100,-95.84488,[-0.684 -0.988 -0.825 -1.27  -1.845],1.2466342
