EpisodesSoFar,ReturnStepMax,J_sample_variance,MeanD2w0t,MeanEntropy,InitialReturnMin,EpRewMean,ReturnMeanIW,TimeElapsed,TimestepsSoFar,InitialReturnMean,MaxIW,InitialReturnMax,InitialBound,ReturnStepMaxmin,Bound,StdIW,Weights,EmpiricalD2,EpLenMean,EpThisIter,Iteration,MaxD2w0t,MinD2w0t,MeanIW,StdD2w0t,MinIW,InitialReturnStd
8100,100.0,15373.101,0.09465188,1.3740802,-2.4514084,-140.55382098803003,230.8751,1973.8182575702667,427934,-4.653931e-06,6.3165636,6.262108,-111.08577,93.730865,-104.00505,0.695525,[ 0.859 -0.77   0.231  0.225 -0.051],1.2218866,44.84,100,81,1.3705674,,1.0878925,0.3021747,0.24070174,1.913513
8200,100.0,919.28766,0.0798055,1.3659481,-2.194481,-135.45131885573704,252.35925,1992.9096944332123,431869,-1.7547608e-06,1.589098,6.461464,-71.960556,93.115555,-67.571075,0.14856048,[ 0.869 -0.746  0.235  0.236 -0.045],1.0271072,39.35,100,82,1.0878997,,1.0364567,0.273068,0.55303806,1.8410398
8300,100.0,394.0872,0.08322371,1.3674071,-2.3958511,-137.0218626980564,234.15607,2013.0557851791382,436009,5.264282e-06,1.2789507,6.7010117,-85.020645,93.380585,-83.59976,0.10827377,[ 0.868 -0.759  0.241  0.246 -0.053],1.0124662,41.4,100,83,1.025638,,1.0125049,0.2769727,0.72462845,2.2152948
8400,100.0,141.18301,0.08878091,1.3680791,-2.7427444,-139.88352768025493,217.40297,2033.0455439090729,440441,-2.7465821e-06,1.1711147,5.4838486,-105.927185,93.68756,-105.34935,0.07223198,[ 0.869 -0.769  0.241  0.252 -0.051],1.0058467,44.32,100,84,1.0085027,,1.0039554,0.28466743,0.80739987,2.1543002
8500,100.0,56.610573,0.08633664,1.3642187,-2.571762,-138.85211845245095,223.36086,2054.0383048057556,444752,6.790161e-06,1.1117337,7.8778305,-92.01796,93.557335,-91.70943,0.03769395,[ 0.877 -0.77   0.242  0.254 -0.051],1.0018904,43.11,100,85,1.0049776,,1.00431,0.2810608,0.89954,2.0469258
8600,100.0,54708.76,0.09356387,1.379833,-2.788231,-135.7935641263265,282.56696,2070.843629360199,448801,1.7547608e-06,8.570554,5.8891754,-76.22232,93.29248,-57.657867,1.1608012,[ 0.877 -0.77   0.242  0.257 -0.055],1.5805404,40.49,100,86,1.8642737,,1.2199817,0.31845412,0.23354723,2.1141028
8700,100.0,538.33276,0.07949914,1.3868947,-2.013733,-135.48009007367162,249.8689,2090.2788286209106,452739,7.400513e-06,1.4250948,8.793854,-77.58879,93.11934,-74.51373,0.1116034,[ 0.897 -0.734  0.243  0.275 -0.039],1.012399,39.38,100,87,1.0629494,,1.0253054,0.27192333,0.6702409,1.7439759
8800,100.0,1293.1633,0.07940579,1.3742896,-2.0612946,-135.57643584352695,251.44878,2110.1847405433655,456660,8.163453e-06,1.8007762,3.847374,-64.71547,93.084595,-61.69844,0.1879721,[ 0.9   -0.742  0.249  0.28  -0.032],1.029205,39.21,100,88,1.0616176,,1.027763,0.2722141,0.6221227,1.4772453
8900,100.0,502.41476,0.0812246,1.3732687,-2.298149,-136.23760945463027,241.64429,2130.4971957206726,460694,1.0147095e-05,1.5204878,7.0005035,-72.750015,93.24553,-70.71777,0.11021943,[ 0.888 -0.74   0.245  0.276 -0.045],1.0101085,40.34,100,89,1.0291631,,1.0157142,0.2741778,0.74158484,1.9783357
9000,100.0,862.2966,0.08136561,1.3750004,-2.3802338,-136.15979641160146,241.4179,2148.6497445106506,464732,2.9754638e-06,1.6433659,5.3683624,-87.37219,93.25607,-85.2007,0.15204969,[ 0.882 -0.732  0.24   0.267 -0.045],1.0184357,40.38,100,90,1.0342829,,1.01761,0.27449608,0.7539151,1.854655
9100,100.0,227.74643,0.079505235,1.3702152,-2.1751938,-135.70278851427503,243.99464,2167.7587745189667,468696,8.392334e-07,1.2209458,6.1806335,-69.940674,93.15323,-69.20491,0.078462146,[ 0.871 -0.729  0.237  0.259 -0.044],1.0049624,39.64,100,91,1.0162596,,1.006861,0.27095962,0.82990575,1.7566979
9200,100.0,9678.369,0.081548505,1.3837239,-2.572525,-134.03611487486998,271.76324,2185.4596016407013,472518,-7.6293946e-07,3.1336641,7.7659225,-53.34027,92.98607,-45.017426,0.44882628,[ 0.868 -0.721  0.234  0.259 -0.049],1.104195,38.22,100,92,1.36442,,1.0946622,0.28397152,0.45940995,1.7542055
9300,100.0,3381.7595,0.08307658,1.3808593,-2.3712387,-136.50765195489808,244.68147,2205.9886083602905,476585,-6.1035157e-06,1.9621422,7.6182632,-86.41858,93.28706,-82.244,0.30885187,[ 0.876 -0.718  0.23   0.23  -0.035],1.0880185,40.67,100,93,1.1048557,,1.048024,0.27926922,0.5169792,2.1176937
9400,100.0,1038.6685,0.08258861,1.3821172,-2.4594574,-136.3391070407085,241.22365,2224.6387841701508,480662,1.373291e-05,1.913048,7.82325,-82.17113,93.3118,-79.21471,0.18083584,[ 0.889 -0.703  0.23   0.234 -0.038],1.0238485,40.77,100,94,1.0933951,,1.0337512,0.27723604,0.72158647,2.1416526
9500,100.0,45337.51,0.090294726,1.3952302,-2.631157,-135.52649694610906,288.44937,2243.5119149684906,484639,5.645752e-06,7.39542,6.1195374,-83.018524,93.18448,-61.048492,1.1679655,[ 0.895 -0.695  0.225  0.226 -0.037],1.6209117,39.77,100,95,1.9002368,,1.2456428,0.310925,0.12950628,1.9431727
9600,100.0,4545.315,0.08637662,1.3825921,-2.3320312,-137.2781408541233,244.50122,2262.6684436798096,488802,7.6293946e-07,2.564835,5.0218735,-88.74663,93.40485,-81.57773,0.37918788,[ 0.925 -0.667  0.233  0.218 -0.024],1.1213318,41.63,100,96,1.1856055,,1.070524,0.286796,0.31190354,1.8593338
9700,100.0,1039.9327,0.0824109,1.3817415,-2.081421,-136.56853085140415,243.29796,2283.597282886505,492862,-5.8746336e-06,1.6527058,4.9688034,-83.8394,93.27248,-80.56227,0.16636185,[ 0.914 -0.681  0.227  0.207 -0.037],1.0235887,40.6,100,97,1.0840878,,1.0333844,0.27723542,0.61906457,1.7454524
9800,100.0,482.30496,0.08121223,1.3806847,-2.0234528,-136.49398167835312,241.70055,2301.4583928585052,496895,1.1749267e-05,1.3969496,7.038452,-89.15701,93.23114,-87.65053,0.10668148,[ 0.909 -0.684  0.23   0.222 -0.037],1.0094436,40.33,100,98,1.0339875,,1.0150224,0.27417794,0.6282989,1.6478741
9900,100.0,1457.8842,0.07624032,1.3963097,-2.3039703,-133.27247961803977,265.5375,2319.742730140686,500639,-2.4414062e-06,1.6385815,6.080658,-66.03604,92.88074,-61.3407,0.17966138,[ 0.91  -0.68   0.229  0.232 -0.038],1.0304646,37.44,100,99,1.087194,,1.0429131,0.26799154,0.66872317,1.9662133
10000,100.0,1193.221,0.084744886,1.4025283,-2.1510544,-137.67622443278796,233.137,2336.817371606827,504833,-3.2806397e-06,1.7032478,6.066925,-96.74339,93.4346,-94.55118,0.18690415,[ 0.908 -0.683  0.228  0.224 -0.023],1.0318342,41.94,100,100,1.0480592,,1.022295,0.28008968,0.6690428,1.8303869
10100,100.0,926.3095,0.078053586,1.4142329,-2.3913727,-134.3276801211809,255.63382,2353.665972471237,508693,,1.6097445,5.833946,-72.495605,93.04001,-68.45865,0.15293795,[ 0.914 -0.676  0.23   0.229 -0.016],1.0186782,38.6,100,101,1.0679042,,1.0357715,0.26989147,0.6639294,1.901934
10200,100.0,2448.9485,0.0809565,1.4084275,-2.4795685,-135.27581464335026,252.24222,2372.206780195236,512659,6.5612794e-06,2.1369956,4.3189774,-71.55231,93.17822,-65.02936,0.2634808,[ 0.927 -0.679  0.229  0.229 -0.005],1.0858982,39.66,100,102,1.1434202,,1.053307,0.2758839,0.47455117,1.7896925
10300,100.0,2727.8774,0.08763248,1.4122906,-2.3842468,-139.0302260286907,232.47504,2392.4237580299377,516957,3.4332274e-06,2.0416164,7.4853516,-105.52818,93.53047,-100.638885,0.31965363,[ 0.898 -0.678  0.223  0.234 -0.01 ],1.0879757,42.98,100,103,1.1172315,,1.0561284,0.2858516,0.48474705,1.9460901
10400,100.0,1933.8394,0.080972254,1.4121064,-2.1199493,-135.92135774985172,249.22527,2411.095147371292,520947,6.790161e-06,2.386815,6.4136276,-81.78929,93.18689,-77.21678,0.24442223,[ 0.881 -0.691  0.223  0.233 -0.007],1.0558167,39.9,100,104,1.1419611,,1.0455542,0.27500045,0.5528542,1.6451561
10500,100.0,1347.8448,0.08888109,1.4094609,-2.2416382,-139.6737470294579,223.87811,2431.5107855796814,525333,3.890991e-06,1.5619588,5.780739,-101.11276,93.63092,-98.56152,0.20346868,[ 0.869 -0.706  0.227  0.235 -0.007],1.0460825,43.86,100,105,1.0754334,,1.0247687,0.2866475,0.54814017,1.8668045
10600,100.0,871.97174,0.0806324,1.4112564,-2.3316727,-135.6690030756082,245.8866,2447.430304288864,529321,-4.577637e-06,1.4831868,6.3805923,-71.448746,93.19614,-68.608795,0.153608,[ 0.861 -0.714  0.222  0.229 -0.009],1.0244712,39.88,100,106,1.0573548,,1.0243541,0.27392095,0.6487726,1.885937
10700,100.0,1405.6373,0.082705244,1.4108819,-2.4043503,-136.70651225260056,237.9081,2466.9964463710785,533418,-1.1825561e-05,1.6737244,7.1268234,-90.335434,93.32651,-88.52617,0.2005302,[ 0.849 -0.714  0.221  0.24  -0.008],1.037186,40.97,100,107,1.0512373,,1.0169343,0.2768443,0.5889437,1.7521806
10800,100.0,1186.6178,0.08019786,1.4064639,-1.8909683,-135.4705000981799,251.10077,2486.3922452926636,537363,2.9754638e-06,1.9371654,4.503624,-69.624054,93.132034,-66.005035,0.17217793,[ 0.853 -0.699  0.219  0.242 -0.008],1.0239267,39.45,100,108,1.1111065,,1.0349742,0.27404797,0.7006669,1.4582015
10900,100.0,865.9205,0.087138906,1.399476,-2.4804916,-138.7703186911815,230.29738,2506.124693632126,541662,7.6293946e-07,1.6432385,8.903549,-101.06317,93.54407,-97.181564,0.1696869,[ 0.862 -0.694  0.214  0.25  -0.012],1.0334531,42.99,100,109,1.0798796,,1.0383298,0.2841163,0.5636215,2.1165233
11000,100.0,2272.7878,0.080620594,1.3952631,-2.0787048,-135.62861111703688,249.9866,2524.865940093994,545624,-1.2969971e-06,1.9024833,5.2249527,-74.93947,93.153534,-71.029144,0.26138818,[ 0.865 -0.713  0.218  0.257 -0.02 ],1.0678023,39.62,100,110,1.0949454,,1.0374368,0.27484512,0.52525264,1.7496753
11100,100.0,2179.3604,0.08583076,1.4032445,-2.2245865,-137.99594077460833,236.92107,2545.342166662216,549830,9.384155e-06,1.8978533,7.2766266,-86.5585,93.43814,-82.2498,0.26732472,[ 0.861 -0.734  0.219  0.258 -0.024],1.0683737,42.06,100,111,1.1084024,,1.0410106,0.2832798,0.5720562,1.9681952
11200,100.0,585.9116,0.08121228,1.4005762,-2.473526,-136.11739037225857,239.51967,2565.9585478305817,553872,-2.5939942e-06,1.3470892,4.8242264,-78.01875,93.26485,-76.767654,0.123288825,[ 0.851 -0.749  0.22   0.252 -0.016],1.0141287,40.42,100,112,1.0218804,,1.0079341,0.27384156,0.6995451,1.7750721
11300,100.0,823.17535,0.09085306,1.4036126,-2.5264816,-140.83982267003256,215.89711,2584.774078130722,558381,-4.577637e-06,1.9217056,8.033775,-114.98459,93.752945,-113.484116,0.1659905,[ 0.862 -0.751  0.223  0.257 -0.018],1.024979,45.09,100,113,1.0442088,,1.0143754,0.2885703,0.6215358,2.0769217
11400,100.0,1750.6292,0.08113071,1.4121093,-2.3768234,-135.77482327855648,248.10521,2602.8302030563354,562371,1.1901855e-05,1.8925596,6.9085007,-67.945694,93.194244,-63.83159,0.20398174,[ 0.868 -0.745  0.225  0.264 -0.015],1.0379939,39.9,100,114,1.0840341,,1.0340623,0.27554286,0.59228414,2.0483072
11500,100.0,213.83452,0.083686076,1.4172878,-1.9690552,-138.0472916521284,233.2302,2623.484745502472,566540,-8.392334e-06,1.308898,5.6518555,-82.84708,93.37744,-81.63245,0.07380581,[ 0.872 -0.762  0.226  0.253 -0.007],1.0055774,41.69,100,115,1.015799,,1.0092666,0.2774769,0.8331818,1.5683494
11600,100.0,317.7066,0.088532306,1.4131681,-2.6471329,-139.71485798345526,220.27113,2642.8782353401184,570943,6.942749e-06,1.3245676,6.2158737,-105.05476,93.653656,-103.93742,0.10364375,[ 0.868 -0.753  0.223  0.251 -0.002],1.0101544,44.03,100,116,1.0222759,,1.0082067,0.28488705,0.7045679,2.0577323
11700,100.0,398.2213,0.087766826,1.4162409,-2.592987,-139.16564770398705,221.99716,2662.376368522644,575309,5.645752e-06,1.3932333,6.5375137,-92.140076,93.62045,-90.846466,0.118428476,[ 0.872 -0.751  0.224  0.245 -0.006],1.0157807,43.66,100,117,1.0301268,,1.0125902,0.28373712,0.78977334,2.069358
11800,100.0,9878.203,0.07923809,1.4131573,-2.1891556,-133.31673146599243,279.65063,2679.1775488853455,579053,1.2207031e-06,3.0238395,8.555557,-51.75244,92.87837,-38.885406,0.47968826,[ 0.864 -0.756  0.225  0.242 -0.002],1.2189696,37.44,100,118,1.2987914,,1.1036183,0.27912682,0.3712228,2.1151452
11900,100.0,286.05243,0.093125954,1.406975,-2.5182495,-141.80537965075806,210.11436,2701.30633187294,583682,-8.7738035e-06,1.2859418,9.088974,-113.78168,93.87317,-112.235794,0.10898669,[ 0.852 -0.779  0.218  0.234 -0.006],1.013217,46.29,100,119,1.0352445,,1.0153453,0.29154974,0.6554543,2.3149843
12000,100.0,225.96214,0.08474561,1.3995326,-2.5783615,-137.54180212806833,228.93414,2719.950850248337,587900,-7.5531007e-06,1.2751727,6.557602,-79.64967,93.47835,-78.66574,0.07847952,[ 0.849 -0.788  0.221  0.235 -0.012],1.0069522,42.18,100,120,1.0183572,,1.011421,0.27921322,0.79662246,2.4848993
12100,100.0,3955.754,0.08053541,1.4034417,-2.300476,-135.11019070704901,254.32175,2737.085159301758,591829,6.1798096e-06,3.098586,6.8060684,-76.67227,93.122406,-71.50357,0.29910254,[ 0.85  -0.784  0.218  0.231 -0.019],1.0725876,39.29,100,121,1.122371,,1.046233,0.27584577,0.49339542,1.8852017
12200,100.0,6332.587,0.0906955,1.39918,-2.4403,-139.44342125349513,231.39822,2758.016390800476,596196,3.4332274e-06,2.7270663,7.7250595,-93.410614,93.61377,-89.1557,0.47148615,[ 0.867 -0.78   0.221  0.244 -0.015],1.166767,43.67,100,122,1.2141166,,1.0696255,0.2935015,0.33534494,2.1135771
12300,100.0,411.59497,0.08910281,1.3936262,-2.4906769,-139.815799777716,221.25764,2774.09738779068,600611,-1.4495849e-06,1.4547613,8.091263,-98.36783,93.666336,-96.5193,0.11948131,[ 0.88  -0.756  0.223  0.245 -0.02 ],1.0132085,44.15,100,123,1.0638958,,1.0231469,0.28632066,0.6408771,2.029894
12400,100.0,1447.2843,0.082948186,1.391715,-2.1838531,-136.90791075408887,238.98885,2794.7238190174103,604710,-4.9591063e-06,1.6844115,6.694458,-94.93991,93.31993,-92.75093,0.2111278,[ 0.89  -0.758  0.219  0.24  -0.025],1.0408839,40.99,100,124,1.0662944,,1.0216452,0.27760294,0.5001109,1.9415693
12500,100.0,7530.8325,0.08252529,1.406943,-2.5702972,-135.26955643700202,261.88055,2811.490404367447,608652,-5.340576e-06,3.384929,7.922455,-81.04997,93.13701,-72.960236,0.44124854,[ 0.897 -0.749  0.223  0.238 -0.027],1.1139177,39.42,100,125,1.2879813,,1.0882025,0.28234336,0.46617404,2.0303526
12600,100.0,542.8643,0.08236478,1.4050235,-2.436493,-136.37737771158604,239.47868,2830.7254099845886,612734,8.392334e-07,1.4804475,5.7340393,-74.74992,93.318115,-71.80992,0.115102395,[ 0.892 -0.768  0.221  0.222 -0.012],1.0204804,40.82,100,126,1.0423576,,1.0219349,0.27624455,0.7628623,2.0372784
12700,100.0,1582.8373,0.07964914,1.4179236,-2.3911362,-135.11229033064328,250.24257,2847.9314484596252,616660,-2.9754638e-06,1.7838198,6.4801254,-59.352142,93.11705,-56.62468,0.20036827,[ 0.888 -0.757  0.223  0.23  -0.014],1.0325183,39.26,100,127,1.0659226,,1.0287076,0.27287915,0.6311372,1.8888359
12800,100.0,700.21246,0.09268929,1.4162303,-2.5163345,-141.42322027577714,213.90878,2868.3827905654907,621248,-1.0681152e-06,1.6094772,7.0065155,-120.894424,93.83508,-118.13309,0.16349123,[ 0.889 -0.746  0.222  0.235 -0.001],1.0310017,45.88,100,128,1.0540245,,1.0247892,0.2916385,0.6535993,1.9985851
12900,100.0,2950.119,0.08801857,1.4335515,-2.4260712,-138.21606514362253,241.00095,2885.0134496688843,625509,9.536743e-06,2.406366,6.0984344,-87.4429,93.51251,-77.8949,0.2969557,[ 0.88  -0.75   0.219  0.242 -0.003],1.0569528,42.61,100,129,1.1357013,,1.0812286,0.28846818,0.6289428,1.9692233
13000,100.0,141.05392,0.08448023,1.4328791,-2.2726135,-138.0285675106182,229.61691,2904.596366882324,629720,-8.392334e-07,1.2184958,7.0374527,-81.820496,93.44438,-81.13373,0.06267597,[ 0.892 -0.775  0.224  0.232  0.015],1.0042392,42.11,100,130,1.0203121,,1.0063463,0.27858278,0.7843007,2.0905068
13100,100.0,1254.7073,0.08718712,1.4356,-2.4262161,-138.79579828945242,226.91718,2923.747828245163,634031,-6.8664554e-07,2.1948154,9.53009,-102.73935,93.56085,-100.442566,0.21508484,[ 0.893 -0.779  0.228  0.236  0.014],1.0465391,43.11,100,131,1.0642939,,1.0275772,0.2838833,0.6138385,2.0179405
13200,100.0,365.61545,0.08899095,1.4257804,-2.045967,-140.2304743835004,221.62004,2943.152987718582,638446,5.1116945e-06,1.4344847,7.631859,-111.506836,93.63908,-109.67491,0.10746146,[ 0.885 -0.79   0.226  0.232  0.017],1.0139475,44.15,100,132,1.0512742,,1.0217303,0.2859788,0.67737883,1.9773048
13300,100.0,30095.389,0.103476994,1.4329098,-2.3933182,-141.84439814032498,244.36336,2962.750039577484,643044,-6.1035155e-07,8.154959,8.170975,-108.52017,93.83017,-94.481766,1.0458409,[ 0.887 -0.785  0.226  0.233  0.007],1.4192216,45.98,100,133,1.8129307,,1.2231799,0.32754546,0.19151877,2.2532833
13400,100.0,588.22034,0.093114726,1.4209876,-2.7754745,-141.43417562724093,213.7522,2981.768509864807,647646,-9.9182125e-06,1.7246222,7.411133,-117.74602,93.85336,-115.11606,0.15327962,[ 0.859 -0.803  0.218  0.204  0.014],1.0204935,46.02,100,134,1.0683426,,1.0325633,0.29246935,0.5458142,2.2377977
13500,100.0,1923.8729,0.09566425,1.4158002,-2.6551285,-142.48550756102452,211.10094,3001.041831970215,652342,-4.7302246e-06,1.8694983,7.028328,-117.71208,93.931625,-114.219345,0.27663228,[ 0.852 -0.804  0.218  0.209  0.002],1.0743324,46.96,100,135,1.112179,,1.0448061,0.29721195,0.5340919,2.4239118
13600,100.0,898.3108,0.09851877,1.399651,-2.6013718,-144.1031163028027,206.15485,3023.3936734199524,657180,3.6621093e-06,1.6293161,8.148613,-121.779205,94.04286,-117.86789,0.19674718,[ 0.858 -0.786  0.221  0.21  -0.003],1.0311501,48.38,100,136,1.0818753,,1.0446963,0.30104306,0.58062464,2.2464402
13700,100.0,2585.6155,0.09107844,1.4099718,-2.5498505,-139.78702191782645,228.37665,3041.8893599510193,661617,-4.272461e-06,2.2107146,7.4155273,-107.74278,93.69436,-101.18222,0.2938972,[ 0.848 -0.782  0.217  0.21  -0.019],1.0703353,44.37,100,137,1.1622887,,1.0677773,0.2919752,0.6122403,2.4835632
13800,100.0,641.05566,0.08864508,1.4133797,-2.5409088,-139.3300686472271,224.72008,3060.798539876938,665989,-1.2969971e-06,1.4743654,5.0006027,-100.45479,93.62625,-97.87526,0.1394842,[ 0.856 -0.764  0.213  0.212 -0.009],1.0214112,43.72,100,138,1.068295,,1.0236359,0.28639984,0.699654,1.9878885
13900,100.0,319.60013,0.08077375,1.4197395,-2.3114624,-136.1127594130008,241.82585,3079.850795030594,670011,-8.544922e-06,1.3424304,8.480316,-78.9839,93.23158,-76.94948,0.084243745,[ 0.851 -0.765  0.21   0.224 -0.005],1.006693,40.22,100,139,1.0167094,,1.0132605,0.2731119,0.82420206,1.8526827
14000,100.0,4662.119,0.08468415,1.4151648,-2.5165253,-136.9140777823978,243.97644,3100.197773218155,674124,1.5106201e-05,2.6417174,7.426674,-77.050995,93.34238,-72.16818,0.40543294,[ 8.624e-01 -7.784e-01  2.124e-01  2.212e-01  6.438e-04],1.1116217,41.13,100,140,1.1893983,,1.0566709,0.2829895,0.4685423,2.0832975
14100,100.0,3648.8135,0.09021902,1.4179716,-2.4844818,-139.6127216073377,224.73172,3118.2050597667694,678535,1.6326905e-05,2.401533,8.559799,-109.68382,93.66236,-106.28189,0.35862896,[ 0.844 -0.789  0.208  0.23  -0.004],1.0981076,44.11,100,141,1.1307333,,1.0425595,0.29014802,0.43250632,2.3083847
14200,100.0,234.41722,0.086337775,1.412834,-2.3486023,-138.86341681784353,226.08018,3138.422874212265,682831,3.1280517e-06,1.2420309,6.6507645,-101.25964,93.53522,-100.05727,0.080529466,[ 0.862 -0.779  0.212  0.229 -0.001],1.0067542,42.96,100,142,1.0222632,,1.0123602,0.28160304,0.7430074,1.9305078
14300,100.0,368.63568,0.092273004,1.4060332,-2.3356552,-141.34304513491338,216.27843,3158.4180562496185,687398,9.002685e-06,1.8492745,6.117485,-118.716644,93.81024,-115.565506,0.12082438,[ 0.865 -0.783  0.212  0.235 -0.006],1.0191253,45.67,100,143,1.116678,,1.0339253,0.29104343,0.72007257,1.9729887
14400,100.0,115.00529,0.0863121,1.4010786,-2.69207,-138.48023013524923,223.1785,3178.9147684574127,691706,-8.7738035e-06,1.1687847,8.058731,-93.053986,93.571014,-92.665405,0.0629072,[ 0.859 -0.791  0.216  0.239 -0.013],1.0035255,43.08,100,144,1.0079343,,1.0044909,0.28109047,0.75437766,2.230994
14500,100.0,211.35551,0.09139118,1.3966998,-2.3252106,-141.2691997419496,211.92624,3200.2147324085236,696263,-4.9591063e-06,1.2805089,6.024872,-111.265915,93.7999,-110.71338,0.093754545,[ 0.864 -0.793  0.217  0.24  -0.018],1.0084374,45.57,100,145,1.0142726,,1.0071267,0.28861088,0.7267915,1.9086345
14600,100.0,398.39072,0.08872335,1.3886251,-2.1285248,-140.1788598584517,221.7891,3218.648497104645,700670,1.2207031e-06,1.3239002,6.979683,-94.15411,93.63835,-92.161224,0.11839848,[ 0.867 -0.788  0.217  0.238 -0.022],1.0153426,44.07,100,146,1.0349281,,1.019377,0.2853811,0.76550925,1.8442034
14700,100.0,233.66563,0.087840974,1.3898904,-2.3471985,-139.53397414597902,221.35632,3239.258486509323,705045,2.3651123e-06,1.305585,6.784607,-102.69086,93.62131,-101.74097,0.07718002,[ 0.855 -0.785  0.216  0.235 -0.03 ],1.0065613,43.75,100,147,1.0186673,,1.0096023,0.28365073,0.8449266,2.1731117
14800,100.0,114.013535,0.0900655,1.3893769,-2.4091034,-140.63293316719185,214.65096,3255.7565417289734,709539,-5.1879883e-06,1.2309475,7.6080704,-103.33501,93.7413,-102.78969,0.060108755,[ 0.852 -0.784  0.213  0.229 -0.029],1.0059221,44.94,100,148,1.0106244,,1.0046568,0.28660706,0.80643255,1.8859864
14900,100.0,1860.4813,0.08822375,1.385979,-2.6283646,-138.90513359995427,225.5222,3275.301065683365,713888,9.689331e-06,2.037946,5.749283,-95.767,93.61209,-93.14848,0.25675234,[ 0.853 -0.791  0.212  0.231 -0.03 ],1.0562285,43.49,100,149,1.0885937,,1.0275865,0.2859054,0.55003595,2.0908272
15000,100.0,213.45308,0.09008739,1.3859713,-2.4604416,-140.79276288994737,216.65706,3294.9542055130005,718376,-2.2888183e-07,1.2635585,8.0698395,-112.327896,93.725815,-110.70393,0.084424995,[ 0.84  -0.796  0.207  0.232 -0.033],1.0090064,44.88,100,150,1.0182991,,1.0143508,0.2868837,0.7777481,2.111932
15100,100.0,298.65662,0.10209123,1.3906711,-2.2831192,-146.48307012287702,193.13431,3316.05385017395,723444,-1.7547608e-06,1.3327923,6.3880463,-136.30446,94.2193,-134.32568,0.11257487,[ 0.842 -0.808  0.21   0.233 -0.033],1.0102938,50.68,100,151,1.0359694,,1.0177904,0.30399323,0.7378522,2.1469364
15200,100.0,30.00206,0.093006104,1.3913696,-2.5168076,-142.2517813349401,207.02452,3337.877738237381,728092,-4.8828124e-06,1.1341048,7.0393524,-113.63823,93.87901,-113.50224,0.027398558,[ 0.835 -0.799  0.209  0.24  -0.028],1.0006522,46.48,100,152,1.002798,,1.0013328,0.2905302,0.92611897,1.9584165
15300,100.0,3581.4785,0.09873627,1.3964279,-2.4550095,-143.6199374869835,212.1103,3358.6429357528687,732882,1.9836425e-06,2.2403333,6.1318283,-118.33859,93.99474,-112.04942,0.3881789,[ 0.831 -0.796  0.209  0.24  -0.028],1.1366551,47.9,100,153,1.2022299,,1.061823,0.3035972,0.3478161,1.9138232
15400,100.0,607.0032,0.08889331,1.3916593,-2.6655655,-139.61112116286063,221.51277,3378.0886375904083,737284,1.2207031e-06,1.447767,6.557106,-92.537094,93.65692,-90.86592,0.13253309,[ 0.853 -0.787  0.216  0.245 -0.023],1.014962,44.02,100,154,1.0392958,,1.0180538,0.2860892,0.67383856,2.199185
15500,100.0,28.596636,0.08358758,1.3925645,-2.5603943,-137.16181416355946,229.61191,3395.6695351600647,741461,9.918213e-07,1.0853331,8.354126,-86.159,93.432526,-85.9906,0.025744354,[ 0.856 -0.786  0.217  0.235 -0.027],1.0007713,41.77,100,155,1.0029427,,1.0016487,0.2768336,0.9100643,2.1194642
15600,100.0,439.27722,0.093366876,1.3923922,-2.5755768,-141.94467070659275,208.3549,3415.9900648593903,746107,-1.8310546e-06,1.4434192,5.432892,-118.02109,93.88959,-117.0966,0.13614799,[ 0.861 -0.791  0.217  0.236 -0.026],1.0187436,46.46,100,156,1.0256269,,1.011455,0.29172873,0.60519,1.9675596
15700,100.0,249.14088,0.09629352,1.3932674,-2.517891,-143.6600685786868,200.98737,3437.6364328861237,750910,3.4332274e-06,1.31835,5.4173126,-124.927,94.0179,-124.35913,0.10199014,[ 0.866 -0.782  0.217  0.234 -0.027],1.0120637,48.03,100,157,1.0145183,,1.0033315,0.29539752,0.7269149,1.7562803
15800,100.0,1504.8239,0.081255235,1.3947169,-2.6219482,-135.77775543844126,244.01506,3454.9696304798126,754927,-3.5858154e-06,1.9417692,7.068718,-76.72475,93.23019,-73.719406,0.19801465,[ 0.872 -0.778  0.218  0.234 -0.026],1.04157,40.17,100,158,1.0655606,,1.0225227,0.27492723,0.6132953,2.3438668
15900,100.0,1518.375,0.08357033,1.3808628,-2.662262,-136.2930559603599,246.72527,3475.857992887497,759002,9.918213e-07,1.6374513,8.518677,-77.33118,93.310776,-70.94878,0.20157585,[ 0.874 -0.762  0.22   0.232 -0.024],1.0564094,40.75,100,159,1.102813,,1.0582703,0.28059104,0.52963287,2.284458
16000,100.0,1511.0952,0.085062355,1.3757006,-2.4999924,-137.54929492577233,234.3252,3492.3507363796234,763194,6.8664554e-07,1.7038676,7.611267,-92.60951,93.43753,-89.74228,0.21313621,[ 0.883 -0.758  0.223  0.244 -0.038],1.0456256,41.92,100,160,1.0768645,,1.025359,0.28123993,0.51606137,2.1196668
16100,100.0,715.07025,0.08602239,1.3710389,-2.4374847,-138.1398976404559,232.89085,3511.066155910492,767433,2.1362305e-06,1.7942424,5.4646683,-88.229675,93.48242,-84.90538,0.14814988,[ 0.873 -0.763  0.217  0.245 -0.043],1.0232366,42.39,100,161,1.0593206,,1.0372441,0.28264233,0.6145643,1.9402318
