EpisodesSoFar,ReturnStepMax,J_sample_variance,MeanD2w0t,MeanEntropy,InitialReturnMin,EpRewMean,ReturnMeanIW,TimeElapsed,TimestepsSoFar,InitialReturnMean,MaxIW,InitialReturnMax,InitialBound,ReturnStepMaxmin,Bound,StdIW,Weights,EmpiricalD2,EpLenMean,EpThisIter,Iteration,MaxD2w0t,MinD2w0t,MeanIW,StdD2w0t,MinIW,InitialReturnStd
24300,100.0,565.1389,0.09768068,1.3447009,-1.8951569,-144.84938599820325,203.21748,5139.570236444473,1142128,8.239746e-06,1.679187,5.3744583,-118.28105,94.0182,-115.88936,0.15391561,[ 0.762 -0.819  0.202  0.388 -0.074],1.0257261,48.43,100,243,1.0405763,,1.0233823,0.2982699,0.7132569,1.6393298
24400,100.0,85.76661,0.09256824,1.3446981,-1.9503174,-142.77198635946093,210.0139,5160.043514966965,1146749,3.0517579e-06,1.1618903,5.1949463,-112.2097,93.82074,-111.553635,0.05301149,[ 0.751 -0.816  0.197  0.381 -0.074],1.0047574,46.21,100,244,1.0085505,,1.0040424,0.29006493,0.84989715,1.6365312
24500,100.0,538.96063,0.09730631,1.3416144,-2.2355423,-144.2875403438113,204.84285,5182.773067951202,1151571,-8.239746e-06,1.607264,5.5908813,-120.82147,94.01546,-117.44612,0.13605419,[ 0.753 -0.823  0.197  0.381 -0.074],1.0197139,48.22,100,245,1.0372113,,1.0294344,0.2978527,0.5650085,1.787255
24600,100.0,184.5578,0.10394428,1.337891,-2.1734848,-147.73613716416364,189.14691,5202.478160142899,1156737,-3.967285e-06,1.328982,4.7669373,-141.97607,94.28044,-140.65976,0.08624603,[ 0.765 -0.83   0.201  0.39  -0.077],1.0088888,51.66,100,246,1.028941,,1.0178277,0.30622765,0.7830888,1.7079613
24700,100.0,454.86624,0.10191624,1.3351735,-2.2088547,-146.61631129022,193.71457,5224.110662221909,1161792,-1.4495849e-06,1.8311777,5.4548035,-137.97566,94.19916,-136.61606,0.14457123,[ 0.764 -0.832  0.199  0.396 -0.081],1.0158621,50.55,100,247,1.0479528,,1.0203955,0.30389223,0.6223288,1.7227587
24800,100.0,643.9475,0.088208586,1.3437351,-2.5857239,-139.46288708313375,224.37709,5242.333356142044,1166159,-2.3651123e-06,1.5422951,5.988991,-101.76073,93.61287,-99.507614,0.14435473,[ 0.769 -0.828  0.198  0.387 -0.084],1.0194703,43.67,100,248,1.0489125,,1.0193491,0.28512836,0.63274443,1.9191372
24900,100.0,158.40384,0.09302496,1.3400706,-2.4868088,-142.2068405365201,209.58931,5264.623275279999,1170790,1.8310546e-06,1.2951542,5.76313,-112.85866,93.858475,-111.94057,0.075829946,[ 0.774 -0.828  0.202  0.391 -0.075],1.0060502,46.31,100,249,1.0193172,,1.0125842,0.29118416,0.7941591,2.0731864
25000,100.0,1014.32385,0.10379072,1.3439739,-2.1970596,-147.33647138856867,193.79733,5285.922654390335,1175913,-7.171631e-06,1.9173577,5.3204727,-135.115,94.24805,-132.08752,0.23231734,[ 0.778 -0.833  0.206  0.394 -0.079],1.0489267,51.23,100,250,1.0705366,,1.0345708,0.3071974,0.5966886,1.7919427
25100,100.0,1327.2166,0.09784741,1.343751,-2.1373825,-144.35563158729073,204.93307,5307.425649166107,1180738,-3.5095215e-06,2.3452015,6.916069,-125.92667,94.01634,-123.14172,0.2494519,[ 0.769 -0.846  0.207  0.396 -0.075],1.0599067,48.25,100,251,1.0863141,,1.0387355,0.29945132,0.53840053,2.0083191
25200,100.0,245.63881,0.106790975,1.3410221,-1.8535461,-149.5347862930724,185.11386,5329.686631202698,1186045,-4.5776366e-07,1.2964097,5.065506,-142.58789,94.364624,-140.71991,0.105696484,[ 0.757 -0.853  0.204  0.396 -0.075],1.0130619,53.07,100,252,1.0323516,,1.0178773,0.30990487,0.78672826,1.6883006
25300,100.0,3656.5542,0.10822235,1.342747,-2.6586533,-147.6998085294424,199.24382,5352.0105793476105,1191252,-1.5258789e-07,3.042597,6.009239,-138.26118,94.32687,-130.38103,0.40918973,[ 0.761 -0.869  0.207  0.397 -0.078],1.1636356,52.07,100,253,1.2271358,,1.0919377,0.3177783,0.30952793,2.080863
25400,100.0,1164.958,0.09429088,1.3417485,-2.3987274,-142.32574730340062,214.49509,5372.4108917713165,1195893,-2.2125244e-06,1.944382,6.0915985,-109.06358,93.86659,-104.785736,0.21708098,[ 0.777 -0.854  0.212  0.403 -0.076],1.0544149,46.41,100,254,1.0857277,,1.0417649,0.29483494,0.5544115,1.9033715
25500,100.0,11605.563,0.10014295,1.3359519,-2.1511917,-142.08286122718272,239.37079,5393.575384616852,1200474,-1.1749267e-05,4.4006753,6.562973,-104.62955,93.79686,-92.13806,0.5902713,[ 0.773 -0.87   0.21   0.409 -0.077],1.2095081,45.81,100,255,1.5561666,,1.1542081,0.3164876,0.21320915,2.0191967
25600,100.0,162.63155,0.09783273,1.330032,-2.1706467,-144.81374404392776,199.92992,5412.257173299789,1205344,9.613037e-06,1.2445866,4.92881,-128.17969,94.052826,-127.073044,0.07986636,[ 0.773 -0.847  0.214  0.438 -0.083],1.0067939,48.7,100,256,1.0199829,,1.0112878,0.2978275,0.7553211,1.8455799
25700,100.0,2024.1093,0.102008395,1.331839,-2.0816803,-145.18181116369055,214.31256,5434.38908457756,1210235,4.348755e-06,2.1987793,6.485718,-117.90765,94.06331,-108.78424,0.29173598,[ 0.779 -0.858  0.216  0.441 -0.089],1.0903038,48.91,100,257,1.185388,,1.1070622,0.3099533,0.53557146,1.8769538
25800,100.0,199.14938,0.10395752,1.336176,-2.0685349,-147.88141240264451,188.85794,5456.201406955719,1215406,9.918213e-07,1.4881229,6.6941223,-143.81769,94.28035,-142.47815,0.08607508,[ 0.78  -0.868  0.207  0.435 -0.087],1.0073243,51.71,100,258,1.0239058,,1.016051,0.30610183,0.8544466,1.7308835
25900,100.0,215.82141,0.10320084,1.3378427,-2.4680405,-147.25069879028018,188.55692,5479.904923200607,1220548,-5.7983398e-06,1.3700424,6.2495117,-137.67776,94.27263,-137.04312,0.10480408,[ 0.783 -0.873  0.207  0.429 -0.083],1.0109315,51.42,100,259,1.0196236,,1.0097196,0.30479333,0.75326324,2.032041
26000,100.0,523.8496,0.09086635,1.3503205,-2.0520859,-141.24451066067653,220.1686,5496.149079084396,1225039,2.7465821e-06,1.5834274,5.549507,-104.68678,93.70725,-101.84361,0.1336817,[ 0.781 -0.877  0.205  0.428 -0.081],1.0203748,44.91,100,260,1.0624852,,1.0293456,0.28926358,0.6330141,1.9265605
26100,100.0,164.3197,0.1021478,1.3506705,-2.2011566,-146.93571905791686,190.94325,5519.58967423439,1230130,8.392334e-06,1.2756894,5.900093,-141.05815,94.22763,-140.02165,0.085961394,[ 0.788 -0.877  0.205  0.424 -0.069],1.0082823,50.91,100,261,1.0181122,,1.0097823,0.30338082,0.71442676,1.9712552
26200,100.0,102.504715,0.100679874,1.3486023,-2.2088013,-146.2540396597574,193.57332,5540.62580704689,1235147,3.1280517e-06,1.2197295,7.2483826,-132.80609,94.16514,-131.96217,0.059979968,[ 0.788 -0.885  0.206  0.429 -0.068],1.0049574,50.17,100,262,1.014033,,1.008769,0.30146632,0.80658674,2.098764
26300,100.0,2523.8022,0.11045647,1.343749,-2.1219406,-149.52068089305553,193.19434,5562.441628694534,1240483,-4.8828124e-06,2.563972,6.6566315,-145.00456,94.39578,-138.59164,0.39165857,[ 0.79  -0.888  0.205  0.423 -0.07 ],1.1288154,53.36,100,263,1.199507,,1.0872298,0.31978172,0.3315028,1.9032677
26400,100.0,968.2061,0.1064426,1.3416144,-2.369072,-148.27948067197252,192.03268,5584.8971519470215,1245714,7.858276e-06,1.8547015,6.1849213,-139.7371,94.330734,-135.17413,0.23453774,[ 0.769 -0.895  0.202  0.41  -0.075],1.0537732,52.31,100,264,1.1261368,,1.0530818,0.31147826,0.6431007,2.0563033
26500,100.0,129.73961,0.109697774,1.3476712,-2.5378723,-150.3985374654703,177.75356,5606.914791107178,1251178,3.5858154e-06,1.3501043,5.822975,-153.7738,94.494934,-153.01826,0.083401695,[ 0.745 -0.889  0.199  0.418 -0.077],1.00546,54.64,100,265,1.0230664,,1.0140662,0.31318972,0.8148261,2.1179354
26600,100.0,621.53735,0.104223065,1.3603129,-2.2663116,-147.42636687270388,193.48991,5628.500047445297,1256317,2.3651123e-06,1.5489876,6.980156,-134.33452,94.26245,-131.18529,0.16942619,[ 0.75  -0.895  0.201  0.421 -0.071],1.0247539,51.39,100,266,1.062506,,1.0417155,0.3079572,0.716992,2.1581628
26700,100.0,421.05096,0.106144935,1.3606107,-2.4126663,-148.53973246658765,186.11415,5650.992587804794,1261581,-4.5776366e-07,1.4508837,5.5172806,-144.22179,94.356384,-142.61348,0.14215952,[ 0.751 -0.902  0.199  0.424 -0.059],1.0238574,52.64,100,267,1.043594,,1.0241523,0.30945295,0.6606405,1.9472548
26800,100.0,331.66626,0.10841421,1.3562242,-1.9325638,-150.18179292056124,181.94357,5670.593039751053,1266966,8.850097e-06,1.4966581,6.659622,-143.1136,94.42221,-141.72415,0.1440772,[ 0.749 -0.909  0.196  0.42  -0.058],1.0191219,53.85,100,268,1.0435338,,1.0166544,0.31207258,0.6043345,1.8109505
26900,100.0,197.2588,0.09894902,1.3562236,-1.9891357,-145.70827003827847,198.08562,5688.092071294785,1271892,1.1444092e-06,1.337648,5.4023285,-132.17418,94.08412,-131.02321,0.07771191,[ 0.741 -0.913  0.197  0.418 -0.063],1.0056177,49.26,100,269,1.0230682,,1.0116405,0.29929894,0.82338244,1.7434554
27000,100.0,2340.4802,0.103859074,1.3611399,-2.4336243,-146.34002456533625,199.842,5704.584725379944,1276946,1.6784668e-06,2.4994824,6.095955,-130.43306,94.20894,-125.566635,0.3116649,[ 0.738 -0.908  0.196  0.426 -0.063],1.09895,50.54,100,270,1.1632242,,1.0581656,0.3098456,0.46359298,2.103633
27100,100.0,164.76993,0.1110232,1.3603132,-2.1309738,-151.25616383591475,176.6562,5722.460597038269,1282467,-8.544922e-06,1.3036498,6.8441086,-153.32298,94.52069,-152.28453,0.08174717,[ 0.751 -0.896  0.199  0.434 -0.058],1.0076988,55.21,100,271,1.0284929,,1.0123875,0.31513286,0.7931156,1.9347126
27200,100.0,125.17177,0.11366952,1.3561767,-2.678749,-152.1359026105922,172.07693,5739.513227701187,1288127,2.9754638e-06,1.2377627,5.164879,-159.65302,94.624176,-158.33783,0.08451067,[ 0.754 -0.899  0.198  0.425 -0.059],1.008027,56.6,100,272,1.0215738,,1.0144439,0.3181654,0.79016095,2.079414
27300,100.0,3886.6765,0.10517194,1.3552355,-2.5375366,-146.63192478908172,201.12292,5754.829735040665,1293209,1.9073486e-06,2.5524664,6.965706,-139.59787,94.229355,-133.65598,0.43663862,[ 0.758 -0.911  0.199  0.428 -0.063],1.1560302,50.82,100,273,1.20848,,1.0834479,0.31297913,0.27660334,2.2071347
27400,100.0,1025.2883,0.0954063,1.3515513,-2.2175827,-143.24092148079546,211.19713,5770.610783338547,1297909,5.645752e-06,1.7522808,6.978424,-121.70026,93.90465,-118.62544,0.19291697,[ 0.778 -0.899  0.203  0.429 -0.064],1.0405631,47.0,100,274,1.0910968,,1.0358815,0.29622474,0.58838063,2.1122077
27500,100.0,244.62262,0.10081291,1.346765,-2.6931,-145.72861314977777,193.70589,5786.577425956726,1302925,3.5858154e-06,1.290109,6.9083557,-130.26918,94.18945,-129.05037,0.10199131,[ 0.784 -0.892  0.208  0.426 -0.067],1.0136398,50.16,100,275,1.0230331,,1.0144176,0.3019211,0.742281,2.0554204
27600,100.0,96.28193,0.112139285,1.3496102,-1.9831696,-152.14616998804843,173.67776,5803.29354262352,1308516,8.7738035e-06,1.4245245,5.590515,-152.98744,94.557465,-152.49393,0.07879346,[ 0.792 -0.893  0.211  0.431 -0.072],1.0058017,55.91,100,276,1.0131091,,1.0091498,0.31604326,0.80683243,1.7885995
27700,100.0,689.80444,0.10734641,1.3554717,-2.2293167,-148.7769971358591,190.88539,5821.14685344696,1313780,5.1879883e-06,1.6821954,5.8708954,-139.59286,94.34738,-135.43452,0.17442536,[ 0.788 -0.894  0.21   0.436 -0.069],1.0301979,52.64,100,277,1.0656536,,1.0454768,0.3129705,0.64427304,1.7204576
27800,100.0,536.49316,0.1048065,1.3503239,-1.9680252,-148.41697651144676,188.18062,5837.6134514808655,1318983,5.645752e-06,1.5122265,6.4119186,-140.58803,94.29494,-139.3702,0.17202309,[ 0.786 -0.885  0.212  0.424 -0.063],1.0267605,52.03,100,278,1.0367799,,1.0149813,0.30754006,0.6326002,1.8965466
27900,100.0,2293.573,0.101103626,1.3435148,-2.4324188,-145.49495538646545,201.35164,5853.641549110413,1323930,-1.4495849e-06,2.0677946,4.8358307,-127.489426,94.11784,-124.96782,0.31834573,[ 0.777 -0.89   0.211  0.424 -0.069],1.0783448,49.47,100,279,1.1122092,,1.0447097,0.30518115,0.44294888,1.8112203
28000,100.0,321.5928,0.09546066,1.3438095,-2.2697754,-143.51378351149899,205.91331,5869.474331140518,1328676,2.5939942e-06,1.3262382,6.4786377,-117.43611,93.952225,-115.55864,0.107415564,[ 0.783 -0.873  0.213  0.428 -0.076],1.0143996,47.46,100,280,1.0273789,,1.01617,0.2947717,0.69483244,1.9269013
28100,100.0,27937.066,0.11200131,1.3547566,-2.3302307,-144.7094973641054,247.40459,5886.349009752274,1333542,-1.1749267e-05,9.522813,4.3215866,-128.5044,94.052216,-104.07765,1.1345053,[ 0.796 -0.879  0.215  0.436 -0.075],1.6519051,48.66,100,281,1.9978391,,1.3172808,0.34620196,0.19505548,1.8364177
28200,100.0,190.41722,0.10225179,1.3542715,-2.2625656,-146.95940459483808,191.60493,5904.945653438568,1338628,-8.392334e-07,1.4377505,6.7569656,-134.8082,94.217674,-133.6833,0.080240585,[ 0.767 -0.902  0.204  0.429 -0.064],1.0070266,50.86,100,282,1.0210441,,1.013395,0.30386427,0.75760615,2.022195
28300,100.0,657.2677,0.09473414,1.3416067,-1.8623581,-143.2367665126578,214.55052,5921.002664804459,1343288,-4.8065185e-06,1.5224451,4.9667206,-112.04712,93.844986,-108.28032,0.15447634,[ 0.769 -0.903  0.203  0.438 -0.065],1.0286691,46.6,100,283,1.075936,,1.0417824,0.29552642,0.6599211,1.5965805
28400,100.0,2750.0044,0.098451756,1.3425239,-1.9257202,-144.60275941360186,209.49345,5938.143970012665,1348094,-6.2561035e-06,2.546067,6.012764,-122.25633,93.98241,-118.10048,0.31949744,[ 0.768 -0.898  0.207  0.437 -0.077],1.0837624,48.06,100,284,1.121503,,1.0492498,0.3020006,0.44417962,1.7100943
28500,100.0,1058.0726,0.10087252,1.3439286,-2.391014,-145.64884757425327,199.52136,5954.656519174576,1353063,-4.8828124e-06,1.8540498,5.4575195,-134.20863,94.137695,-131.0737,0.23424694,[ 0.777 -0.88   0.206  0.443 -0.077],1.0569292,49.69,100,285,1.0861434,,1.0409099,0.3037142,0.40632293,2.0849638
28600,100.0,477.03787,0.08262199,1.3428087,-2.1865768,-137.28129473280964,236.82806,5970.19780254364,1357173,-1.1444092e-06,1.3030531,5.9411545,-81.14357,93.31964,-79.47775,0.11336694,[ 0.786 -0.872  0.21   0.447 -0.075],1.0167875,41.1,100,286,1.0267667,,1.0129253,0.2760941,0.61703444,1.9181527
28700,100.0,5346.741,0.094534904,1.3428534,-2.001976,-141.69693432684187,228.0548,5985.0392010211945,1361701,-1.9073486e-06,2.9065366,7.0274734,-111.52582,93.7413,-104.000626,0.46740597,[ 0.795 -0.873  0.214  0.451 -0.076],1.1865073,45.28,100,287,1.2468176,,1.1033397,0.30000332,0.27903655,1.7590853
28800,100.0,1377.9153,0.09231916,1.3347157,-2.3236313,-141.36012005059018,220.58038,6002.002666473389,1366234,2.2888185e-06,1.5970564,5.5302505,-109.48097,93.76306,-104.90622,0.22201324,[ 0.776 -0.888  0.209  0.452 -0.076],1.0550054,45.33,100,288,1.1021098,,1.0431024,0.29244256,0.5367281,1.9040258
28900,100.0,1255.864,0.09721534,1.3359833,-2.1579132,-144.25706935177516,206.76277,6017.2046983242035,1371034,-3.890991e-06,2.1562583,6.274887,-121.99846,93.98929,-118.704605,0.23834638,[ 0.772 -0.902  0.207  0.457 -0.084],1.0474998,48.0,100,289,1.0824579,,1.0367897,0.29835728,0.60658157,1.9806988
29000,100.0,1966.1807,0.09293917,1.337711,-2.1764145,-141.55342596187805,223.35466,6029.937846899033,1375566,-7.705688e-06,2.7909677,5.533226,-108.75404,93.75316,-103.12865,0.26463178,[ 0.755 -0.904  0.206  0.462 -0.083],1.0557986,45.32,100,290,1.1682575,,1.0557688,0.29453248,0.5800464,1.9621372
29100,100.0,2615.3796,0.1050343,1.3309797,-2.2438126,-146.66459131520958,205.30269,6043.945730924606,1380616,-4.119873e-06,2.6889029,6.639763,-126.33647,94.1915,-118.824234,0.35507157,[ 0.731 -0.895  0.202  0.478 -0.081],1.1191882,50.5,100,291,1.2136693,,1.0926625,0.31359118,0.4095528,1.9964628
29200,100.0,55.941036,0.11153409,1.3349795,-2.1691055,-151.85693256911765,174.34445,6058.4526653289795,1386181,-1.3732911e-06,1.1612097,5.3362427,-155.2985,94.54242,-154.85043,0.053863093,[ 0.719 -0.908  0.198  0.491 -0.088],1.0029838,55.65,100,292,1.0095313,,1.0076054,0.3151772,0.8878892,1.9035184
29300,100.0,265.55713,0.11070232,1.3376964,-2.439415,-150.97200595579932,176.88441,6073.229375362396,1391689,4.196167e-06,1.8241787,6.2310257,-147.84427,94.51808,-146.81386,0.13488047,[ 0.719 -0.906  0.198  0.487 -0.084],1.0148915,55.08,100,293,1.0442982,,1.0172969,0.31463552,0.67459923,2.0172448
29400,100.0,1356.8885,0.10807545,1.3309919,-2.0604706,-149.03041027169525,192.5515,6085.498171329498,1396960,-6.1798096e-06,2.0386121,6.9410095,-136.78282,94.345276,-131.95479,0.26665348,[ 0.732 -0.91   0.199  0.485 -0.081],1.0649707,52.71,100,294,1.1677383,,1.0672047,0.31491622,0.40649927,1.8300617
29500,100.0,2156.8538,0.09208226,1.3376964,-2.4129791,-141.07146349875805,223.4821,6096.118742227554,1401456,-7.781982e-06,2.00001,5.684311,-102.45802,93.72458,-97.2332,0.2739529,[ 0.752 -0.914  0.203  0.472 -0.088],1.0795758,44.96,100,295,1.1220872,,1.0513251,0.29303908,0.52679443,1.9469333
29600,100.0,418.84097,0.09522019,1.3429756,-2.0634384,-143.7126921170204,207.9285,6107.186703681946,1406182,-1.8310546e-06,1.3667804,5.5130234,-120.20827,93.91821,-118.06595,0.12303955,[ 0.764 -0.908  0.208  0.48  -0.081],1.0177423,47.26,100,296,1.0345567,,1.0200661,0.29473865,0.68131375,1.7062948
29700,100.0,401.01666,0.10090448,1.3389019,-2.3847504,-145.89057823986602,196.77164,6117.850565910339,1411180,-9.918213e-07,1.4236664,5.7202225,-132.3744,94.16203,-130.04337,0.12424666,[ 0.775 -0.911  0.209  0.487 -0.076],1.0156012,49.98,100,297,1.0349015,,1.0247838,0.3027917,0.7082606,1.9860319
29800,100.0,100.86446,0.10440878,1.338844,-2.3078918,-148.075399786101,185.61763,6129.541823863983,1416390,-4.043579e-06,1.3196533,5.9691925,-141.2434,94.31572,-140.94096,0.063763484,[ 0.773 -0.901  0.21   0.478 -0.08 ],1.003123,52.1,100,298,1.0098815,,1.003862,0.30613905,0.8119898,2.1018085
29900,100.0,2896.2566,0.09912489,1.3378937,-2.3622894,-144.33932979350698,209.94301,6138.242681503296,1421218,-1.1367798e-05,2.081383,6.6448746,-130.56569,94.02074,-125.02782,0.36494547,[ 0.771 -0.901  0.209  0.484 -0.08 ],1.1027691,48.28,100,299,1.131843,,1.0706383,0.30332077,0.3995435,2.2816646
30000,100.0,562.4602,0.101366326,1.3293408,-1.9005737,-146.54325793750922,197.82285,6148.70622420311,1426224,3.4332274e-06,1.5952997,6.1934967,-132.19225,94.145294,-129.64081,0.1533997,[ 0.784 -0.885  0.21   0.478 -0.081],1.0236294,50.06,100,300,1.0490481,,1.0311363,0.3038967,0.6233476,1.7728865
30100,100.0,3231.053,0.09677703,1.3213539,-2.2349472,-142.90320703038842,219.63199,6157.6696054935455,1430895,7.858276e-06,2.162042,6.436859,-115.07451,93.881256,-108.333405,0.34293774,[ 0.787 -0.878  0.21   0.486 -0.089],1.1129127,46.71,100,301,1.1906235,,1.0675119,0.30165246,0.3139046,1.8888929
30200,100.0,1216.3495,0.10258451,1.3202518,-2.0034103,-146.7882317755595,197.40746,6168.340975522995,1435938,-9.307862e-06,1.8899895,5.853874,-136.83662,94.17853,-134.02934,0.23871769,[ 0.774 -0.887  0.204  0.474 -0.097],1.0504708,50.43,100,302,1.0906147,,1.0406281,0.3063195,0.5517745,1.6502565
30300,100.0,76.380615,0.0982373,1.3156757,-1.9278107,-145.4834823081938,198.84242,6179.758416414261,1440837,-2.2888185e-06,1.1791431,7.9358063,-123.42943,94.060684,-122.30553,0.05325736,[ 0.776 -0.905  0.202  0.478 -0.099],1.003744,48.99,100,303,1.0104162,,1.0097753,0.29805943,0.8078966,1.796025
30400,100.0,58.611885,0.104514934,1.3151859,-2.4904175,-148.06893593864584,185.43037,6191.994530916214,1446054,-8.468628e-06,1.2447982,6.573433,-141.14088,94.32359,-140.68324,0.053068794,[ 0.77  -0.896  0.199  0.477 -0.103],1.0029479,52.17,100,304,1.0083213,,1.0066142,0.30620664,0.8645817,1.9197214
30500,100.0,419.0131,0.10362729,1.3064424,-1.8680725,-147.84550185584442,192.96883,6202.992983341217,1451181,6.866455e-06,2.0201886,5.4910583,-136.603,94.232666,-134.42885,0.14189872,[ 0.765 -0.888  0.199  0.476 -0.104],1.0163437,51.27,100,305,1.0508754,,1.026782,0.3065895,0.66561544,1.5600148
30600,100.0,110.76067,0.10274163,1.3056643,-2.2928314,-147.16407995623263,190.29222,6214.5848300457,1456296,-6.8664554e-07,1.2682713,5.1338425,-140.26483,94.24579,-139.2416,0.062396973,[ 0.764 -0.885  0.202  0.47  -0.113],1.0065999,51.15,100,306,1.0300583,,1.0084522,0.30434844,0.7880105,1.8555826
30700,100.0,286.5947,0.09804422,1.297605,-2.1954956,-144.9718254437783,200.33516,6225.310765028,1461168,-1.2207031e-06,1.3541102,7.683487,-119.05379,94.04877,-117.90996,0.09979805,[ 0.761 -0.888  0.203  0.467 -0.113],1.0100871,48.72,100,307,1.0234084,,1.0133159,0.29837874,0.7604551,2.04301
30800,100.0,24966.312,0.10462618,1.2958976,-1.9510269,-143.46395286884908,238.27805,6235.98809838295,1465856,-3.890991e-06,7.023377,5.753746,-113.59094,93.87952,-99.19977,0.91947025,[ 0.761 -0.891  0.203  0.463 -0.122],1.4792664,46.88,100,308,1.6993908,,1.1831373,0.3283751,0.08152351,1.8759426
30900,100.0,984.14044,0.10182467,1.3027955,-2.4341812,-146.2311461680708,199.16824,6247.172555446625,1470864,-2.2888185e-06,1.9723971,6.207535,-128.4913,94.160095,-125.23154,0.20325623,[ 0.783 -0.866  0.212  0.472 -0.123],1.0304227,50.08,100,309,1.0812125,,1.0389713,0.3052411,0.6203103,1.9780657
31000,100.0,64.33099,0.090438925,1.2986288,-2.0627441,-141.4478780716095,214.51402,6257.422233581543,1475378,2.822876e-06,1.1357768,6.380768,-105.567245,93.732925,-105.08751,0.046200737,[ 0.78  -0.858  0.217  0.471 -0.116],1.0025873,45.14,100,310,1.0073329,,1.0039903,0.2870867,0.8913513,1.7285012
31100,100.0,193.94756,0.100627676,1.2921779,-2.2544785,-146.1583536456049,194.45355,6268.60529088974,1480386,-1.6021728e-06,1.279914,6.653862,-130.51346,94.16301,-129.40088,0.0827544,[ 0.776 -0.854  0.216  0.473 -0.12 ],1.0071366,50.08,100,311,1.017777,,1.0119555,0.30162442,0.75216544,1.8983656
31200,100.0,1209.9128,0.095201954,1.2853577,-2.2551498,-143.04636023472625,213.91173,6278.885337591171,1485064,9.765625e-06,1.6690559,6.842285,-120.87926,93.88429,-116.84694,0.21132198,[ 0.777 -0.859  0.217  0.469 -0.127],1.0375838,46.78,100,312,1.077938,,1.0409323,0.29633242,0.57338583,1.9950243
31300,100.0,2623.311,0.109014235,1.2929071,-2.3484955,-148.34602578688748,200.74445,6290.40253162384,1490294,-3.2043456e-06,2.2843158,5.3789444,-142.33315,94.32712,-133.1106,0.3699802,[ 0.773 -0.84   0.214  0.459 -0.133],1.1409379,52.3,100,313,1.23135,,1.1181365,0.31921285,0.39378765,1.9735031
31400,100.0,316.2295,0.09806601,1.2870626,-2.3570862,-144.81839145000805,200.56017,6301.931971549988,1495165,-3.7384034e-06,1.3293369,5.885826,-128.11836,94.05385,-126.73515,0.10866062,[ 0.766 -0.861  0.214  0.449 -0.126],1.0128165,48.71,100,314,1.02734,,1.0151292,0.29851973,0.71798146,1.7832972
31500,100.0,1937.5332,0.10329506,1.2858986,-2.305664,-146.6078596395535,195.42719,6314.985668897629,1500232,8.392334e-06,1.9157076,5.2267685,-139.89815,94.21323,-137.76535,0.29196846,[ 0.769 -0.857  0.214  0.455 -0.132],1.0626225,50.67,100,315,1.1132715,,1.0370301,0.30765834,0.41753915,2.0400224
31600,100.0,5041.8306,0.09505039,1.2912626,-2.1859894,-142.01364610049387,222.08888,6324.729743003845,1504814,-1.6784668e-06,3.1072102,5.790756,-113.40967,93.80124,-107.702225,0.44006047,[ 0.762 -0.867  0.212  0.445 -0.133],1.1426287,45.82,100,316,1.2104175,,1.0742033,0.2995631,0.2971444,1.9368403
31700,100.0,2251.3623,0.09678621,1.2921782,-2.1097717,-143.34137961135437,213.64847,6333.776930809021,1509537,2.2125244e-06,2.0778067,7.5967026,-117.848526,93.93007,-112.44797,0.2891011,[ 0.773 -0.851  0.217  0.448 -0.127],1.0904055,47.23,100,317,1.1459831,,1.0545436,0.29976296,0.5644176,1.8926414
31800,100.0,173.79855,0.098303035,1.2958376,-2.1846924,-145.0659831539881,198.59605,6343.384585857391,1514432,3.0517577e-07,1.3388944,5.503624,-128.2919,94.07289,-127.454605,0.07890376,[ 0.759 -0.859  0.213  0.438 -0.127],1.0054079,48.95,100,318,1.0193108,,1.0096747,0.29839283,0.80647326,1.8676579
31900,100.0,977.46533,0.10316896,1.3037101,-2.1587067,-147.16793246733812,194.543,6355.33503985405,1519528,-1.1444092e-06,1.6854585,5.7435913,-135.85143,94.22418,-132.91098,0.21503901,[ 0.762 -0.858  0.212  0.443 -0.123],1.0414063,50.96,100,319,1.065195,,1.0321883,0.30626026,0.64949435,1.8621677
32000,100.0,5209.4272,0.09316605,1.3048751,-2.630455,-140.2421852522493,230.19458,6366.130768537521,1523973,4.043579e-06,3.037139,6.237259,-95.13536,93.689896,-89.35812,0.43215585,[ 0.751 -0.86   0.209  0.443 -0.115],1.1058258,44.45,100,320,1.2837822,,1.0810053,0.29866314,0.28871962,2.2026079
32100,100.0,862.8715,0.09383375,1.3096162,-2.3237915,-142.4111002886455,214.08797,6378.428553581238,1528602,-7.6293944e-08,1.6639643,7.361267,-114.093994,93.847,-110.82161,0.17117193,[ 0.762 -0.846  0.205  0.456 -0.114],1.0300827,46.29,100,321,1.1043441,,1.0326649,0.29380235,0.64988166,2.042267
32200,100.0,228.02759,0.09983355,1.3076633,-2.0206223,-145.987079020452,196.61156,6389.049705505371,1533566,3.5858154e-06,1.4337049,6.482277,-126.18034,94.118164,-124.97978,0.089416526,[ 0.774 -0.843  0.203  0.461 -0.109],1.00838,49.64,100,322,1.028959,,1.0121245,0.30070826,0.7428657,1.8972669
32300,100.0,447.91125,0.08454971,1.299851,-2.1024857,-138.31343342277137,232.02374,6399.261632442474,1537769,2.5939942e-06,1.295575,4.502907,-80.75217,93.41835,-79.239624,0.11565167,[ 0.774 -0.848  0.204  0.453 -0.111],1.011248,42.03,100,323,1.0266504,,1.0105045,0.27908638,0.6725084,1.6191057
