EpisodesSoFar,EmpiricalD2,InitialReturnMin,MeanD2w0t,EpRewMean,ReturnStepMaxmin,InitialReturnMean,MaxIW,MinIW,StdIW,StdD2w0t,EntropyCoefficient,MinD2w0t,TimestepsSoFar,InitialBound,TimeElapsed,MeanIW,EpThisIter,Weights,InitialReturnStd,J_sample_variance,Iteration,ReturnMeanIW,MaxD2w0t,ReturnStepMax,InitialReturnMax,MeanEntropy,EpLenMean,Bound
8000,1.0361116,-18.383995,0.08611584,-107.31704958907635,93.91765,-5.7983398e-06,1.8584409,0.6044566,0.19820724,0.2835706,10.0,,295900,-107.606804,814.1849632263184,1.0545152,100,[-0.737 -0.545 -0.412 -0.777  0.218],13.317161,1058.6964,80,185.5266,1.0823615,100.0,47.309235,1.6246859,42.23,-103.59032
8100,1.0141652,-20.05368,0.084126346,-107.21978280175355,93.86249,,1.4047792,0.670963,0.1126451,0.27876368,10.0,,300074,-102.97946,825.0374045372009,1.0279808,100,[-0.737 -0.531 -0.41  -0.772  0.206],12.657122,486.80478,81,184.42683,1.0385375,100.0,35.676903,1.6205074,41.74,-100.630264
8200,1.0191103,-23.90561,0.08928138,-105.51098648832695,94.21817,-4.119873e-06,1.559979,0.7087897,0.15416557,0.28696144,10.0,,304487,-125.55696,836.1273102760315,1.0254959,100,[-0.728 -0.544 -0.411 -0.779  0.202],15.406586,720.3504,82,169.10228,1.0435295,100.0,38.12009,1.6204334,44.13,-123.54263
8300,1.0262167,-21.332397,0.08896678,-108.52746461255187,94.060265,5.0735475e-06,1.624101,0.6362979,0.17507264,0.28663337,10.0,,308881,-115.18965,847.8401188850403,1.0268695,100,[-0.725 -0.544 -0.409 -0.787  0.202],12.1080265,812.7894,83,175.26285,1.0504701,100.0,37.11465,1.6201358,43.94,-113.016266
8400,1.0117369,-19.721664,0.0833319,-107.95612304284207,93.7848,2.861023e-06,1.60498,0.64862835,0.12013418,0.27736446,10.0,,313021,-100.11064,857.0474581718445,1.0172172,100,[-0.733 -0.551 -0.407 -0.79   0.201],13.555444,595.8418,84,185.6281,1.0299561,100.0,42.050537,1.6220688,41.4,-98.91919
8500,1.0073245,-18.612831,0.08581545,-106.51752088896745,94.00972,3.0899048e-06,1.6076888,0.7622134,0.10281635,0.28087014,10.0,,317290,-113.19403,867.8244168758392,1.0123152,100,[-0.737 -0.562 -0.411 -0.794  0.203],12.6999,565.0914,85,175.99344,1.0348307,100.0,33.331333,1.6178615,42.69,-112.25195
8600,1.0073677,-19.840004,0.08817096,-108.88020309596979,94.037636,1.335144e-06,1.3084195,0.7740762,0.077447996,0.28427768,10.0,,321678,-125.6151,879.4120440483093,1.0196729,100,[-0.725 -0.559 -0.405 -0.795  0.199],12.207835,244.96907,86,174.33063,1.0363607,100.0,41.248688,1.6204195,43.88,-123.898224
8700,1.0054669,-20.866615,0.085922815,-106.83496824638803,94.006546,5.340576e-07,1.2630446,0.8346629,0.06878481,0.2808683,10.0,,325957,-118.950516,889.3894653320312,1.0081723,100,[-0.741 -0.557 -0.409 -0.793  0.201],12.3286,320.98016,87,175.78647,1.019218,100.0,32.4443,1.6175642,42.79,-118.06575
8800,1.0030863,-18.2742,0.08436526,-106.27952296499151,93.9487,-4.8446655e-06,1.1614575,0.8586133,0.043528907,0.2782975,10.0,,330165,-116.48886,899.2191369533539,1.0079257,100,[-0.736 -0.554 -0.404 -0.792  0.199],14.609536,225.05444,88,177.59811,1.0099821,100.0,54.84218,1.6174842,42.08,-115.89886
8900,1.0267634,-20.045387,0.0853609,-106.83872881547218,93.91969,2.4414062e-06,1.4826993,0.60094374,0.14894599,0.28169012,10.0,,334371,-102.61935,908.1404776573181,1.0414643,100,[-0.734 -0.553 -0.406 -0.789  0.198],12.720905,550.75397,89,183.38309,1.0561093,100.0,34.83255,1.6063647,42.06,-99.88481
9000,1.0113626,-17.669579,0.08253711,-107.43555297738892,93.765625,-1.9454956e-06,1.3998516,0.7638098,0.102388114,0.27597344,10.0,,338476,-115.61714,919.3581800460815,1.0105432,100,[-0.733 -0.558 -0.408 -0.798  0.187],12.914454,533.7106,90,186.63606,1.0328118,100.0,51.39969,1.6080066,41.05,-114.302185
9100,1.0449563,-19.10273,0.08295632,-107.50802460831163,93.66202,-2.2125244e-06,2.0237598,0.49949962,0.24948527,0.28036514,10.0,,342504,-96.53142,929.5376448631287,1.0784392,100,[-0.736 -0.562 -0.41  -0.794  0.189],12.922018,1690.5195,91,201.38191,1.1236067,100.0,39.178154,1.6182386,40.28,-89.85776
9200,1.0277416,-18.465813,0.08078295,-106.9923698033699,93.61414,-2.784729e-06,1.8892605,0.69089943,0.19127847,0.274987,10.0,,346477,-94.71005,939.7700803279877,1.0373222,100,[-0.76  -0.561 -0.419 -0.798  0.199],13.07172,1219.1803,92,197.36754,1.0713564,100.0,31.640621,1.6297848,39.73,-91.81047
9300,1.0099815,-19.67125,0.084275186,-107.27631170116652,93.87575,2.822876e-06,1.4297106,0.7428262,0.10147792,0.27877456,10.0,,350664,-110.94617,951.411990404129,1.0158613,100,[-0.762 -0.562 -0.42  -0.791  0.211],13.441435,382.30322,93,182.1166,1.031003,100.0,46.77711,1.6393496,41.87,-109.49629
9400,1.0158178,-17.085365,0.07717989,-107.25519575912031,93.405045,-3.2424928e-06,1.5978868,0.71814513,0.12835968,0.26781657,10.0,,354498,-98.19133,962.9773037433624,1.0199285,100,[-0.767 -0.564 -0.424 -0.79   0.22 ],12.275997,564.715,94,204.28685,1.0421336,100.0,58.73418,1.6457995,38.34,-95.925995
9500,1.0314599,-18.067001,0.08432415,-108.41172549996028,93.7756,3.5858154e-06,2.3988152,0.56736386,0.23859891,0.28032225,10.0,,358648,-104.38643,973.6324107646942,1.0396595,100,[-0.784 -0.565 -0.426 -0.786  0.227],12.875264,1281.6912,95,188.84723,1.0775764,100.0,42.15468,1.6516759,41.5,-101.70132
9600,1.0106707,-15.143494,0.07933769,-107.91429609702018,93.53045,-4.8828124e-06,1.4257164,0.7677057,0.10093123,0.2710428,10.0,,362594,-93.98327,984.6007165908813,1.0174499,100,[-0.77  -0.556 -0.424 -0.781  0.233],11.309896,335.81558,96,197.5312,1.0330892,100.0,40.580124,1.6514446,39.46,-92.15521
9700,1.015514,-18.512161,0.083355315,-107.27250035809725,93.80273,1.1062622e-06,1.5905377,0.7774422,0.12501346,0.27788085,10.0,,366722,-115.03555,994.8247473239899,1.0294768,100,[-0.782 -0.549 -0.425 -0.773  0.233],12.612091,658.2574,97,187.07533,1.0478426,100.0,42.647026,1.6641537,41.28,-112.590164
9800,1.0063585,-19.481506,0.07770212,-106.79302050436632,93.47671,2.2888183e-07,1.3522329,0.7312265,0.08333908,0.26839033,10.0,,370589,-75.70474,1005.705646276474,1.0090752,100,[-0.774 -0.55  -0.423 -0.773  0.245],13.031583,395.19998,98,199.57086,1.0220425,100.0,43.101334,1.6631763,38.67,-74.87639
9900,1.0020547,-19.406387,0.07905287,-107.41366015360776,93.557205,-3.0899048e-06,1.1600916,0.8934149,0.04244526,0.2700392,10.0,,374536,-101.67326,1016.1825568675995,1.0047102,100,[-0.765 -0.554 -0.425 -0.772  0.244],13.146777,256.6779,99,194.22737,1.0104253,100.0,38.168808,1.6660348,39.47,-101.23963
10000,1.0169927,-18.801666,0.08064752,-106.99226125576064,93.64771,3.4332274e-06,1.5059325,0.66328967,0.12870564,0.2735704,,,378534,-106.71059,1026.4768526554108,1.0239606,100,[-0.771 -0.557 -0.428 -0.772  0.247],13.505553,600.4415,100,193.79767,1.055674,100.0,48.39319,1.6696343,39.98,-104.62735
10100,1.0121623,-20.11821,0.08455553,-108.03934790928125,93.84435,1.9073487e-07,1.6476839,0.69427246,0.13251358,0.27955446,,,382725,-127.056656,1038.4285554885864,1.0213864,100,[-0.763 -0.566 -0.431 -0.782  0.251],14.072774,794.6312,101,184.04767,1.0388491,100.0,42.242004,1.673919,41.91,-124.969696
10200,1.0135076,-20.555145,0.08686214,-107.34389067578132,94.01885,2.4032593e-06,1.4750077,0.55659026,0.11374825,0.2828131,,,387035,-130.27779,1049.5050148963928,1.0201232,100,[-0.747 -0.573 -0.425 -0.789  0.255],12.952658,605.117,102,176.13591,1.033875,100.0,36.867626,1.6698272,43.1,-128.67055
10300,1.0097896,-20.896812,0.085222796,-107.5354955406569,93.92398,-6.1035157e-06,1.4365716,0.68989444,0.10905154,0.28008476,,,391272,-141.39024,1059.6618075370789,1.0168582,100,[-0.742 -0.581 -0.422 -0.793  0.251],12.870452,410.96866,103,179.85986,1.0312746,100.0,55.367054,1.6763998,42.37,-139.95102
10400,1.0031306,-18.816284,0.08070897,-107.11304805144842,93.68027,4.310608e-06,1.2081372,0.8784009,0.05253477,0.27269036,,,395299,-117.764496,1070.1652545928955,1.0054514,100,[-0.749 -0.584 -0.426 -0.79   0.257],14.189615,272.10162,104,188.79381,1.0106518,100.0,50.450523,1.6786872,40.27,-117.2921
10500,1.0065099,-22.794632,0.09192809,-107.63995522214933,94.29649,-8.773804e-07,1.2779002,0.80354315,0.083218046,0.28960162,,,399876,-143.16388,1080.3597762584686,1.0118492,100,[-0.756 -0.583 -0.428 -0.791  0.26 ],12.911442,327.47937,105,162.3641,1.0156348,100.0,37.566944,1.6754037,45.77,-142.39359
10600,1.0154274,-17.962585,0.0815287,-107.62804830289801,93.66928,3.7384034e-06,1.4155507,0.67131996,0.12999532,0.2750761,,,403914,-122.34186,1091.5547454357147,1.0289128,100,[-0.755 -0.58  -0.422 -0.79   0.256],12.735561,630.4594,106,193.05756,1.0438336,100.0,46.40238,1.664352,40.38,-120.15735
10700,1.0109521,-17.425156,0.08298712,-108.22029793650198,93.75932,3.8146973e-07,1.5169337,0.75993466,0.11291864,0.2765759,,,408044,-135.66725,1102.399338722229,1.0187668,100,[-0.749 -0.589 -0.427 -0.794  0.245],14.002781,451.3477,107,186.6732,1.0327339,100.0,56.56623,1.6693106,41.3,-134.11382
10800,1.0090202,-19.56459,0.08549291,-107.79538894233313,93.938,-4.310608e-06,1.3029723,0.77933574,0.0919993,0.28018764,,,412303,-135.60739,1112.6485991477966,1.011971,100,[-0.762 -0.588 -0.427 -0.792  0.25 ],12.840644,336.73898,108,177.85452,1.0203061,100.0,34.288864,1.6649666,42.59,-134.7345
10900,1.0397027,-20.09835,0.08607076,-108.01907624953483,93.897545,-1.8310546e-06,1.6797249,0.62290263,0.1892211,0.28301555,,,416537,-129.11075,1123.1001229286194,1.0373911,100,[-0.768 -0.588 -0.426 -0.788  0.246],12.906248,1015.363,109,184.51218,1.0737008,100.0,43.67933,1.6608437,42.34,-125.85132
11000,1.0233525,-18.793404,0.088390075,-108.51034301534656,94.031586,-1.2207031e-06,1.5731819,0.5941063,0.14620534,0.2857111,,,420905,-128.72223,1132.865146636963,1.0381354,100,[-0.771 -0.601 -0.426 -0.788  0.242],11.602174,555.38715,110,177.39285,1.0773295,100.0,28.249481,1.6585878,43.68,-126.03772
11100,1.0121887,-21.453674,0.089597024,-107.22078883591264,94.18434,-2.0217894e-06,1.6650617,0.75058126,0.12969688,0.28655633,,,425358,-135.59161,1145.1044704914093,1.0253391,100,[-0.774 -0.617 -0.432 -0.792  0.24 ],13.990912,515.22705,111,168.99167,1.0471536,100.0,35.229332,1.6591793,44.53,-133.76523
11200,1.0647135,-18.775398,0.085420564,-108.19807289671246,93.76672,6.1035155e-07,1.8757374,0.5587921,0.23472935,0.28455836,,,429493,-110.30017,1155.4396958351135,1.0786849,100,[-0.759 -0.627 -0.435 -0.798  0.24 ],13.22291,1361.2322,112,195.94734,1.1215338,100.0,45.429523,1.6676078,41.35,-103.92012
11300,840.0765,-20.113396,19.973255,-106.81815365020726,94.30057,-2.2888185e-06,37021.875,0.022117168,2283.8901,915.3798,,,434039,-138.51587,1166.6758720874786,217.29816,100,[-0.755 -0.63  -0.449 -0.801  0.249],13.101132,46038610000.0,113,21644.584,77189.875,100.0,29.985764,1.7669581,45.46,14970.184
11400,1.0038301,-19.762062,0.09030914,-107.70806756815686,94.217224,2.670288e-06,1.2417192,0.81057906,0.062159088,0.28701732,,,438543,-144.51369,1181.9945862293243,1.0070156,100,[-0.654 -0.545 -0.331 -0.781  0.348],14.550636,295.42725,114,164.68118,1.009771,100.0,48.827095,1.7649417,45.04,-143.99655
11500,1.0051817,-22.0933,0.09518861,-107.96067212623413,94.45453,4.005432e-06,1.3114041,0.85150003,0.071895376,0.2937983,,,443293,-152.79567,1193.2657618522644,1.0044693,100,[-0.657 -0.546 -0.334 -0.777  0.346],12.749234,253.77545,115,154.10875,1.0124003,100.0,31.26453,1.7659831,47.5,-152.4423
11600,1.0152922,-22.719536,0.09045809,-107.11477496505228,94.21489,2.4414062e-06,1.747931,0.78577715,0.1368197,0.28845948,,,447770,-134.89864,1204.47483253479,1.0296435,100,[-0.664 -0.547 -0.336 -0.774  0.347],12.353032,618.1183,116,168.5809,1.0519415,100.0,26.915451,1.765986,44.77,-132.80753
11700,1.0104711,-20.591385,0.09134918,-105.70755152702304,94.34021,-2.4414062e-06,1.4631615,0.79680526,0.10046776,0.28916773,,,452307,-150.08847,1216.4801239967346,1.0262346,100,[-0.652 -0.537 -0.325 -0.774  0.347],14.35495,420.5951,117,162.48608,1.0314014,100.0,37.709904,1.7711277,45.37,-148.00525
11800,1.0092056,-22.865982,0.096343584,-107.6494836476861,94.50712,2.670288e-07,1.3295407,0.7339201,0.10144702,0.29591742,,,457099,-156.9134,1228.6914224624634,1.0163065,100,[-0.67  -0.533 -0.328 -0.772  0.352],14.602353,383.16296,118,152.7975,1.031237,100.0,31.546825,1.7681973,47.92,-155.92561
11900,1.0184104,-20.445251,0.0901456,-106.44005786984896,94.21617,-7.2860717e-06,1.5474676,0.68516684,0.15042564,0.28841707,,,461549,-146.2583,1239.2441954612732,1.0361867,100,[-0.666 -0.543 -0.33  -0.775  0.349],14.595421,642.204,119,169.08102,1.0507541,100.0,35.0215,1.7707831,44.5,-143.91122
12000,1.010566,-24.267006,0.09503332,-107.17736564130928,94.45965,1.411438e-06,1.9727299,0.72156113,0.14513832,0.29432055,,,466270,-158.09775,1250.0973360538483,1.0198033,100,[-0.671 -0.546 -0.341 -0.775  0.352],14.235498,522.85547,120,155.398,1.0418633,100.0,37.317142,1.7728208,47.21,-157.20232
12100,1.0100347,-24.234818,0.097439475,-106.78660343487125,94.593704,4.8446655e-06,1.2948982,0.7373569,0.09274986,0.29740188,,,471117,-161.19167,1260.5707631111145,1.0163876,100,[-0.672 -0.537 -0.339 -0.767  0.354],15.574648,387.52197,121,149.42438,1.0188676,100.0,42.04812,1.7776318,48.47,-160.19373
12200,1.0031533,-22.110771,0.089771904,-105.23919929540861,94.303925,-1.6021728e-06,1.2344092,0.8473212,0.057721138,0.28608316,,,475599,-154.65024,1271.0565285682678,1.0077425,100,[-0.672 -0.538 -0.341 -0.772  0.359],15.208812,307.00732,122,162.0908,1.0137011,100.0,43.937004,1.7783922,44.82,-154.05663
12300,1.007236,-22.416107,0.098560646,-107.67988876852063,94.61567,-3.0517579e-06,1.3681505,0.8137331,0.10501205,0.29860523,,,480511,-167.23361,1282.5753526687622,1.0156235,100,[-0.681 -0.534 -0.34  -0.768  0.36 ],12.430417,272.62842,123,148.09154,1.0199245,100.0,27.128689,1.7834778,49.12,-166.32753
12400,1.0132315,-25.369225,0.098272845,-105.21931725499405,94.68508,-8.964538e-06,1.415076,0.7995193,0.11502923,0.29891583,,,485388,-171.16823,1293.5274991989136,1.0231124,100,[-0.67  -0.535 -0.34  -0.77   0.365],15.239325,555.59216,124,147.29819,1.0330948,100.0,38.059456,1.7867514,48.77,-169.65121
12500,1.0004948,-24.695557,0.09560899,-105.60457256042511,94.580475,-3.8146973e-07,1.0708735,0.9416234,0.022851465,0.29411447,,,490167,-161.83643,1304.6102125644684,1.0007309,100,[-0.67  -0.534 -0.334 -0.769  0.368],16.399199,284.54944,125,148.81181,1.0011466,100.0,45.4756,1.7864728,47.79,-161.77263
12600,1.0226672,-21.32956,0.092232734,-106.59357606340194,94.31148,-2.7465821e-06,1.6703308,0.6642562,0.16630399,0.2916343,,,494714,-146.94331,1314.3100044727325,1.0392909,100,[-0.671 -0.536 -0.335 -0.771  0.368],13.591597,667.30963,126,165.45152,1.0499315,100.0,32.448704,1.8011353,45.47,-144.43742
12700,1.0052801,-21.235268,0.091636874,-107.58847518377432,94.287415,4.7683716e-06,1.2539552,0.76253617,0.079244256,0.28906026,,,499280,-156.7667,1325.8535454273224,1.0089817,100,[-0.669 -0.539 -0.338 -0.771  0.382],13.470993,370.5638,127,161.92964,1.0124468,100.0,33.273487,1.8023847,45.66,-156.11479
12800,1.0035162,-22.746704,0.09366339,-106.02006285418334,94.4605,5.340576e-07,1.2757125,0.81856215,0.06281787,0.29177046,,,503951,-155.05838,1338.503009557724,1.0047605,100,[-0.669 -0.544 -0.337 -0.777  0.383],14.84889,323.80283,128,154.58806,1.0110418,100.0,40.534897,1.8046931,46.71,-154.60445
12900,1.0045571,-22.537994,0.08927992,-107.02383765270142,94.19318,-2.670288e-07,1.229764,0.7644537,0.065622896,0.28552878,,,508404,-141.05028,1350.1623222827911,1.0069265,100,[-0.667 -0.539 -0.333 -0.775  0.386],12.376133,258.33087,129,166.74496,1.0128057,100.0,30.401802,1.8016745,44.53,-140.49762
13000,1.0163133,-22.857132,0.0964024,-107.51267588032479,94.49879,6.8664554e-07,1.7125337,0.7250378,0.13243532,0.2966321,,,513181,-155.96513,1365.4177498817444,1.0386462,100,[-0.66  -0.544 -0.332 -0.776  0.383],12.762533,433.6098,130,156.4339,1.0633398,100.0,32.08731,1.8082564,47.77,-153.01056
13100,1.0121359,-21.343216,0.095739275,-106.32391100359337,94.53076,-1.411438e-06,1.4040042,0.71081746,0.10051945,0.29522094,,,517939,-163.88791,1377.0362405776978,1.025935,100,[-0.681 -0.536 -0.336 -0.767  0.389],13.297065,340.65894,131,154.11778,1.0522126,100.0,36.22489,1.8114557,47.58,-161.82448
13200,1.0015103,-21.150398,0.09033502,-107.37038449105383,94.24173,-1.3732911e-06,1.1002212,0.88485897,0.033541236,0.28678432,,,522452,-147.39746,1387.715436220169,1.002552,100,[-0.699 -0.537 -0.342 -0.762  0.392],13.264226,202.00578,132,163.04338,1.0033426,100.0,35.108234,1.8114351,45.13,-147.20534
13300,1.0066885,-24.852104,0.10077144,-106.47650661494794,94.757904,-3.8146972e-08,1.2832282,0.84942544,0.07400863,0.30165067,,,527472,-182.7778,1396.548526763916,1.0154997,100,[-0.699 -0.538 -0.342 -0.76   0.392],16.094374,363.54752,133,141.97159,1.0195274,100.0,50.88308,1.8047761,50.2,-181.79489
13400,1.0127003,-19.998093,0.089642696,-107.41320607327214,94.165924,8.010864e-07,1.3484132,0.7092651,0.104106225,0.28701383,,,531916,-141.63872,1407.8353276252747,1.0252154,100,[-0.704 -0.536 -0.341 -0.757  0.386],13.046972,434.57962,134,169.556,1.033995,100.0,31.76978,1.7975626,44.44,-139.81479
13500,1.016369,-18.861404,0.08728184,-108.18376475065969,93.991646,1.2207031e-06,1.9894253,0.74528855,0.1306257,0.28384122,,,536236,-127.24643,1418.2947659492493,1.0258269,100,[-0.698 -0.538 -0.337 -0.764  0.379],12.086142,510.55972,135,177.4595,1.0449266,100.0,30.391148,1.799538,43.2,-125.279144
13600,1.0053301,-21.4544,0.093574345,-107.65079088254537,94.384766,-5.8746336e-06,1.1841836,0.8011363,0.07079865,0.29171038,,,540901,-144.21324,1429.4037585258484,1.0083615,100,[-0.705 -0.547 -0.342 -0.773  0.381],12.303762,260.224,136,157.75323,1.0146003,100.0,33.557755,1.7966024,46.65,-143.67871
13700,1.0064268,-25.138367,0.0962002,-105.59549523254722,94.5901,-2.3651123e-06,1.4339066,0.78121156,0.08087464,0.29558173,,,545690,-166.27814,1441.0370213985443,1.0124317,100,[-0.699 -0.556 -0.343 -0.777  0.378],14.783493,433.70493,137,149.86543,1.0188332,100.0,40.990974,1.7938731,47.89,-165.42986
13800,1.006523,-23.165092,0.094652995,-105.98129031198556,94.49973,4.196167e-06,1.4365796,0.7914375,0.093898386,0.29352406,,,550400,-165.5832,1452.7049055099487,1.0148511,100,[-0.689 -0.56  -0.338 -0.781  0.375],14.630062,499.6642,138,154.12564,1.0252647,100.0,52.197357,1.7922612,47.1,-164.61475
13900,1.0061257,-23.719131,0.093543164,-104.90179619827548,94.49875,2.4414062e-06,1.2476857,0.7657949,0.0835507,0.29175198,,,555061,-153.56065,1463.4787192344666,1.0076439,100,[-0.691 -0.552 -0.332 -0.779  0.373],15.381776,447.27402,139,153.7779,1.013675,100.0,45.2769,1.7883714,46.61,-153.03064
14000,1.0031706,-26.497803,0.10002849,-105.04163886427577,94.791595,-4.8828124e-06,1.2340553,0.8688544,0.062811136,0.30035743,,,560053,-169.79051,1475.7375011444092,1.009085,100,[-0.686 -0.557 -0.33  -0.779  0.369],15.849598,255.96556,140,140.53421,1.0107647,100.0,38.976135,1.7887772,49.92,-169.44995
14100,1.0050154,-17.776123,0.08393755,-106.78295126113586,93.89081,-1.9454956e-06,1.2027075,0.7337424,0.0682527,0.27791038,,,564233,-141.23114,1485.5975165367126,1.0134008,100,[-0.691 -0.553 -0.332 -0.779  0.37 ],12.801822,261.40414,141,180.3929,1.0179464,100.0,30.292412,1.7852414,41.8,-140.24767
14200,1.0047764,-23.318176,0.10107752,-105.52810886260238,94.81321,7.6293944e-08,1.2880566,0.82454157,0.07139509,0.30186245,,,569274,-169.76988,1498.3724217414856,1.010449,100,[-0.696 -0.56  -0.338 -0.781  0.366],14.529705,280.38495,142,140.0369,1.0121229,100.0,33.256638,1.7899706,50.41,-169.14557
14300,1.0317538,-20.96759,0.091682166,-106.28787531383817,94.27504,2.670288e-06,1.808504,0.63276213,0.1658612,0.29161334,,,573773,-148.55058,1507.770652294159,1.0547252,100,[-0.689 -0.565 -0.339 -0.784  0.371],15.3761425,947.9598,143,169.39539,1.1082431,100.0,44.221104,1.7887089,44.99,-144.39694
14400,1.0190206,-24.247925,0.09680131,-106.23799491332542,94.57895,-2.5177003e-06,1.4209445,0.61465764,0.14131364,0.2968524,,,578579,-167.40742,1521.1415207386017,1.0279689,100,[-0.696 -0.584 -0.345 -0.796  0.37 ],14.907273,392.72324,144,151.09953,1.0326294,100.0,41.12451,1.7883544,48.06,-166.03508
14500,1.0086867,-19.453743,0.087574,-106.66127079743923,94.10505,4.196167e-07,1.3179973,0.7905741,0.083487354,0.28340632,,,582937,-135.34875,1532.068175792694,1.0151892,100,[-0.687 -0.581 -0.347 -0.798  0.369],11.648686,296.99234,145,171.9935,1.0265714,100.0,30.236832,1.7910111,43.58,-134.14548
14600,1.006053,-21.671616,0.094802834,-106.40124002091957,94.49435,9.07898e-06,1.2831004,0.79308903,0.07342424,0.29354173,,,587660,-151.6448,1544.6104609966278,1.0148944,100,[-0.695 -0.59  -0.352 -0.802  0.372],13.729963,265.6834,146,154.00952,1.0174524,100.0,35.603798,1.7899542,47.23,-150.63504
14700,1.009212,-26.313522,0.09949362,-107.28465202925341,94.66965,5.340576e-07,1.3459667,0.7715901,0.087319754,0.2999767,,,592615,-167.49835,1556.7943403720856,1.0200242,100,[-0.704 -0.583 -0.352 -0.801  0.371],13.830298,296.05255,147,146.40536,1.0254358,100.0,31.652344,1.7854266,49.55,-166.19562
14800,1.0098709,-20.06157,0.08776937,-105.63541639047232,94.155495,4.4250487e-06,1.5384293,0.7486414,0.09741444,0.28392968,,,596976,-145.89262,1567.769565820694,1.0215443,100,[-0.716 -0.577 -0.351 -0.795  0.366],15.069799,422.6714,148,169.73787,1.0289652,100.0,38.360085,1.7831862,43.61,-144.49428
14900,1.0159009,-20.263924,0.093959,-106.60815232097333,94.42357,-1.4495849e-06,1.6283057,0.7489351,0.12560198,0.29312098,,,601635,-153.88535,1580.1201801300049,1.0261494,100,[-0.718 -0.57  -0.354 -0.789  0.364],13.234723,532.59674,149,158.54826,1.0343345,100.0,35.158375,1.7855091,46.59,-152.2404
15000,1.0138036,-21.904907,0.092140995,-106.34529856859076,94.33982,-1.2588501e-06,1.6010251,0.66000205,0.11619843,0.29072765,,,606199,-151.20808,1589.3858535289764,1.0278043,100,[-0.723 -0.578 -0.352 -0.795  0.367],14.713984,523.7794,150,162.4376,1.0405966,100.0,39.022064,1.781936,45.64,-149.42815
15100,1.0083597,-23.258965,0.09373728,-105.37397203317076,94.483345,1.9073487e-07,1.2659637,0.78374803,0.08644652,0.292186,,,610865,-159.52692,1600.1381392478943,1.012923,100,[-0.727 -0.582 -0.353 -0.803  0.363],14.372783,365.64734,151,155.35118,1.0175251,100.0,50.845535,1.7779659,46.66,-158.53957
15200,1.0112174,-20.236603,0.090074874,-106.30912538803413,94.245575,2.3651123e-06,1.4848443,0.7411181,0.11407286,0.2874145,,,615337,-143.07953,1612.174421787262,1.0223243,100,[-0.725 -0.584 -0.348 -0.803  0.359],14.538631,389.84067,152,165.66916,1.0368387,100.0,54.782234,1.7767217,44.72,-141.81589
15300,1.0048835,-22.758255,0.09754572,-106.6215115760213,94.61499,7.6293946e-07,1.3352122,0.8622758,0.0761711,0.29718968,,,620200,-159.14174,1624.359915971756,1.0085859,100,[-0.733 -0.574 -0.351 -0.795  0.358],13.47248,282.12552,153,148.12852,1.0106149,100.0,30.534641,1.7822446,48.63,-158.5732
15400,1.0077398,-24.582,0.105048805,-107.10533983464146,94.90733,-3.5095215e-06,1.3579971,0.7227914,0.08377571,0.30723056,,,625434,-176.08084,1636.0521550178528,1.0134732,100,[-0.738 -0.571 -0.352 -0.791  0.363],14.299815,333.41397,154,135.43571,1.0209365,100.0,31.766785,1.7822448,52.34,-175.31148
15500,1.0101304,-23.996948,0.09719047,-105.74937846639133,94.62024,2.2888185e-06,1.4466405,0.79017764,0.07514465,0.29727146,,,630263,-174.29286,1646.6755640506744,1.028978,100,[-0.75  -0.568 -0.35  -0.788  0.363],15.230966,442.24045,155,150.48814,1.0352168,100.0,40.980034,1.777362,48.29,-172.34898
15600,1.0044622,-25.14666,0.093105234,-105.42118310889799,94.45697,-8.773804e-07,1.2214253,0.86173284,0.060657308,0.29107067,,,634904,-172.92738,1657.6638414859772,1.013439,100,[-0.758 -0.558 -0.346 -0.784  0.358],15.372763,252.96472,156,155.63857,1.0186728,100.0,58.799477,1.7756652,46.41,-171.86247
15700,1.0176045,-19.007141,0.0902909,-106.98648545827454,94.209915,1.14440915e-07,1.5654794,0.47222766,0.13781388,0.28828326,,,639371,-141.81516,1669.0598678588867,1.0306587,100,[-0.765 -0.553 -0.349 -0.778  0.357],14.988639,647.35016,157,168.38554,1.0538859,100.0,47.761612,1.7774323,44.67,-139.83623
15800,1.0198977,-23.701515,0.09433025,-104.41288947437646,94.5159,2.632141e-06,1.7534885,0.7508279,0.15958397,0.2943681,,,644028,-158.4319,1680.3254175186157,1.0385259,100,[-0.772 -0.567 -0.354 -0.786  0.359],14.987036,725.9255,158,157.50935,1.0572313,100.0,32.941944,1.7884394,46.57,-156.02873
15900,1.014868,-22.889587,0.09552121,-106.15656054974241,94.51516,-1.8692017e-06,1.7414395,0.7557895,0.14936988,0.2953786,,,648762,-156.1325,1691.8724780082703,1.0247576,100,[-0.777 -0.575 -0.359 -0.792  0.37 ],14.088238,695.5798,159,155.14069,1.0377208,100.0,40.78569,1.7978572,47.34,-154.21875
16000,1.0108402,-21.79654,0.09596256,-106.888007555005,94.50893,2.5939942e-06,1.3580524,0.74843216,0.114100665,0.29585752,,,653522,-151.51738,1703.0679864883423,1.0237045,100,[-0.76  -0.581 -0.356 -0.796  0.379],12.60909,318.65872,160,154.8105,1.0379171,100.0,35.341244,1.8011312,47.6,-150.00575
