EpisodesSoFar,MeanIW,Iteration,EpRewMean,Bound,ReturnStepMaxmin,TimeElapsed,Weights,MinIW,MinD2w0t,StdD2w0t,InitialReturnStd,MeanD2w0t,InitialReturnMin,EmpiricalD2,EpThisIter,InitialBound,InitialReturnMax,MaxIW,TimestepsSoFar,InitialReturnMean,MaxD2w0t,StdIW,MeanEntropy,J_sample_variance,ReturnStepMax,EpLenMean,ReturnMeanIW
33000,1.3409203,330,-107.8465660644929,425.3965,86.486275,3099.3500785827637,[-1.146 -0.13  -0.863  0.082 -1.544],0.011054011,,0.43180484,2.6354644,0.05690472,-5.126938,4.0050597,100,348.58777,6.639229,28.89213,542150,-3.8146973e-07,27.362745,3.011298,-0.12506096,2001215.4,100.0,16.74,711.3237
33100,1.1827216,331,-108.04205058098333,417.59406,86.170944,3108.245031118393,[-1.129 -0.118 -0.859  0.098 -1.544],0.09761724,,0.2644566,2.5493836,0.0469759,-4.450699,2.1358929,100,367.02322,7.773514,9.848118,543788,4.348755e-06,2.9129438,1.2922561,-0.12542732,440354.44,100.0,16.38,657.7349
33200,1.0338836,332,-108.51595180884865,362.7583,86.43751,3117.136345386505,[-1.142 -0.112 -0.848  0.103 -1.544],0.57367504,,0.18575001,2.473988,0.034623735,-4.291237,1.0636257,100,349.7022,6.5738754,1.711482,545468,1.6784668e-06,1.1183393,0.21713512,-0.12497998,12079.144,100.0,16.8,565.1912
33300,1.1263183,333,-107.79620653764435,398.5295,86.25095,3124.452784061432,[-1.138 -0.114 -0.845  0.103 -1.544],0.06535108,,0.21965861,2.8793917,0.039619654,-4.977272,1.5058655,100,359.38226,8.075317,5.037397,547113,1.1444092e-06,3.3371208,0.7952703,-0.12587404,163706.4,100.0,16.45,621.04376
33400,1.4999607,334,-108.46910967294478,451.39246,86.082146,3134.6435844898224,[-1.139 -0.116 -0.84   0.089 -1.545],0.010235552,,0.62233675,2.4314466,0.09592428,-3.6345978,4.7049,100,367.16797,7.8337936,51.473408,548747,-7.6293946e-07,12.986935,4.852811,-0.11653654,6292212.5,100.0,16.34,830.79285
33500,1.0580567,335,-107.55423457772083,379.2199,86.178665,3145.4192383289337,[-1.133 -0.13  -0.865  0.088 -1.535],0.25105897,,0.19262579,2.9137578,0.035266846,-4.5515137,1.2655897,100,359.30167,8.449913,3.372288,550380,6.1798096e-06,1.4494094,0.4940694,-0.11747241,64258.375,100.0,16.33,592.2181
33600,9.604115,336,-108.20635924034039,2421.1843,86.54656,3153.7741179466248,[-1.137 -0.133 -0.861  0.086 -1.536],0.00014684306,,23.77484,2.6555312,1.7323425,-4.308548,239.10158,100,345.56158,8.222923,1399.6829,552067,5.340576e-07,1690.381,81.11442,-0.097510144,1492803800.0,100.0,16.87,4686.5815
33700,1.0228113,337,-108.48149626339294,375.30292,86.10062,3166.6385519504547,[-1.139 -0.14  -0.896  0.084 -1.516],0.4911327,,0.18187343,2.38898,0.033425253,-3.9115677,1.0857621,100,366.8205,6.339424,2.207312,553702,2.5177003e-06,1.1876496,0.2712754,-0.099664226,18916.047,100.0,16.35,577.2354
33800,1.020868,338,-108.16045399658047,371.85455,86.15715,3174.380601644516,[-1.14  -0.146 -0.897  0.081 -1.519],0.5186166,,0.18422887,2.4440289,0.033872373,-3.7959595,1.0432768,100,364.36957,6.106125,1.7193975,555339,-9.384155e-06,1.1769581,0.19825871,-0.09698494,11808.633,100.0,16.37,574.4751
33900,1.3237839,339,-108.16552006558499,460.63733,86.0472,3181.6858263015747,[-1.139 -0.15  -0.903  0.084 -1.516],0.065025486,,0.3432921,2.6681721,0.05070943,-4.186203,3.5016155,100,369.13495,8.440895,11.077851,556964,-7.019043e-06,12.233688,1.845901,-0.098414056,852903.94,100.0,16.25,726.9975
34000,1.0257559,340,-108.02227771369512,363.2537,86.36431,3191.5227630138397,[-1.148 -0.157 -0.896  0.072 -1.517],0.38723642,,0.19133879,2.8684719,0.035424415,-4.746437,1.1129189,100,357.28873,7.3646164,3.4142637,558627,-4.577637e-06,1.2670927,0.38309062,-0.101539336,39446.887,100.0,16.63,565.59393
34100,1.5937471,341,-108.46583303957217,535.10876,86.51071,3199.0474321842194,[-1.151 -0.154 -0.892  0.065 -1.52 ],0.03962617,,0.4727748,2.7191458,0.056396216,-4.5550766,4.6134853,100,348.70966,6.0753098,25.126427,560309,4.8065185e-06,42.998825,3.7091525,-0.10607322,3271083.0,100.0,16.82,839.2696
34200,1.1915143,342,-108.35033800193553,394.62897,86.63094,3209.6223845481873,[-1.136 -0.136 -0.886  0.081 -1.525],0.02976188,,0.26186457,2.7149649,0.04639145,-4.268173,1.8951949,100,341.1563,6.6675262,9.231794,562010,5.1879883e-06,3.2480493,1.0711174,-0.10501891,277400.38,100.0,17.01,635.03345
34300,1.206626,343,-108.26556435963303,405.3975,86.1526,3218.305486679077,[-1.138 -0.141 -0.884  0.089 -1.524],0.038373694,,0.31295195,2.424215,0.05185862,-4.1101456,2.255974,100,364.52997,7.7605667,15.921169,563648,1.6021728e-06,5.8852754,1.746866,-0.10984619,809576.06,100.0,16.38,670.7186
34400,1.308258,344,-108.08735595881728,452.24646,86.32263,3226.8140473365784,[-1.141 -0.153 -0.894  0.102 -1.529],0.03784969,,0.28560594,2.4427118,0.049186144,-4.2433014,2.5986164,100,356.62866,7.3338394,10.979841,565304,1.0147095e-05,3.6345556,1.5646813,-0.11451936,611335.7,100.0,16.56,709.9473
34500,1.0329534,345,-108.99250406242032,366.62045,86.346054,3236.1977953910828,[-1.136 -0.144 -0.896  0.099 -1.533],0.13486694,,0.188878,2.3569996,0.035008017,-3.915451,1.1635567,100,357.0127,6.672058,2.3529918,566971,-3.8146973e-06,1.6238868,0.39638,-0.11958747,39229.03,100.0,16.67,572.3466
34600,1.0610245,346,-108.39982176284835,373.37537,86.35306,3244.5990443229675,[-1.133 -0.138 -0.895  0.106 -1.539],0.25904918,,0.19312005,2.7404547,0.03576125,-4.3747787,1.1114333,100,350.12448,9.424461,2.3207142,568639,9.002685e-06,1.5999459,0.33139277,-0.1186325,30421.215,100.0,16.68,583.7737
34700,1.4896867,347,-108.26263146907888,474.5002,86.59706,3252.9369230270386,[-1.14  -0.132 -0.887  0.103 -1.538],0.0078395065,,0.50198877,2.945366,0.06980504,-4.961563,4.6190286,100,341.8258,8.490906,41.870316,570337,-3.0517579e-06,24.334404,3.1896696,-0.10796648,2447238.5,100.0,16.98,777.9351
34800,1.0163013,348,-108.1677982443705,348.64694,86.5333,3263.1386153697968,[-1.116 -0.14  -0.904  0.108 -1.527],0.7218238,,0.18284889,2.912647,0.034163594,-4.1956024,1.035288,100,341.86673,9.360298,1.8816365,572024,-3.890991e-06,1.103093,0.16205744,-0.107688956,6338.8354,100.0,16.87,552.2822
34900,1.365859,349,-108.40478472720356,489.69205,85.91722,3270.85324716568,[-1.113 -0.143 -0.902  0.104 -1.527],0.022019835,,0.34324542,2.2736485,0.053906746,-3.7687454,3.4362826,100,379.70377,7.6243134,15.994645,573635,-5.4931643e-06,7.917108,2.0637813,-0.10677381,1113948.4,100.0,16.11,763.79126
35000,38.36286,350,-108.08259634261053,14042.235,86.346985,3282.282357931137,[-1.124 -0.157 -0.906  0.11  -1.526],0.00019156311,,796.9474,2.7347317,15.430453,-4.122818,5488.689,100,355.85297,8.257744,5575.944,575293,5.569458e-06,99704.67,381.10263,-0.10217321,34427937000.0,100.0,16.58,18916.617
35100,1.2140765,351,-107.91817727782615,395.87552,86.29666,3296.5402829647064,[-1.141 -0.187 -0.903  0.091 -1.521],0.068100326,,0.33891678,2.8081279,0.05453834,-4.666237,2.3096085,100,358.07074,7.1661606,23.217958,576943,2.5939942e-06,5.9507513,2.2369134,-0.09653665,1284688.5,100.0,16.5,666.8719
35200,1.1160402,352,-108.3844153205317,397.5783,86.11563,3305.8661167621613,[-1.15  -0.181 -0.9    0.077 -1.515],0.11147388,,0.22054344,2.4587367,0.039864186,-4.054619,1.5488138,100,365.15485,6.5664825,6.569171,578581,2.2888183e-07,2.5178888,0.8305625,-0.09822624,182805.08,100.0,16.38,624.62305
35300,3.0813537,353,-108.13472105922366,880.7194,86.59708,3315.778238296509,[-1.14  -0.171 -0.894  0.088 -1.517],0.0012554202,,1.9795486,2.8974376,0.22141548,-4.809845,17.435034,100,343.74274,7.4733734,207.42142,580272,2.0599366e-06,64.89787,20.217426,-0.09848657,84009360.0,100.0,16.91,1506.8638
35400,1.3353179,354,-108.36634093243534,420.55634,86.6063,3327.7504200935364,[-1.148 -0.175 -0.923  0.094 -1.517],0.007518874,,0.4123595,2.6022801,0.06346229,-4.508087,2.9046323,100,341.59192,8.499275,32.630924,581972,-3.8146973e-07,7.90748,2.163197,-0.1002443,1207516.2,100.0,17.0,714.214
35500,1.1181508,355,-108.27633371365573,376.72778,86.56025,3337.0856306552887,[-1.145 -0.178 -0.922  0.109 -1.519],0.18076119,,0.21945399,2.6295998,0.0407564,-4.4959717,1.3092502,100,340.9139,6.7800827,4.3330665,583663,-5.7983398e-06,1.8260856,0.7022152,-0.10506499,130333.98,100.0,16.91,603.69037
35600,1.0204526,356,-107.96165366281573,364.41312,86.30966,3344.815924167633,[-1.152 -0.182 -0.934  0.111 -1.524],0.5436766,,0.18195581,2.5988188,0.03365942,-4.199768,1.0662094,100,356.3637,8.820946,1.8642018,585318,1.5258789e-07,1.1339252,0.2362463,-0.104558915,13610.624,100.0,16.55,565.40405
35700,20.73143,357,-107.96324192978526,7081.4136,85.936615,3352.8386404514313,[-1.157 -0.185 -0.936  0.109 -1.524],4.2322413e-06,,673.07227,2.2799795,7.4441037,-4.1996994,3059.3188,100,374.51746,5.537636,2021.746,586927,-5.569458e-06,106003.875,198.6764,-0.10900888,10305507000.0,100.0,16.09,10729.054
35800,1.1867249,358,-108.4233980189676,402.68982,86.41257,3367.1670999526978,[-1.141 -0.159 -0.931  0.147 -1.528],0.053882338,,0.26545143,2.828201,0.045408998,-4.6571884,2.2568157,100,350.7536,7.8658066,10.270523,588603,7.400513e-06,6.747557,1.3371674,-0.106817015,444818.34,100.0,16.76,641.5747
35900,1.0611613,359,-108.17075704040512,388.67374,86.05512,3375.4470913410187,[-1.153 -0.161 -0.923  0.136 -1.526],0.17739716,,0.19657221,2.6576812,0.035859272,-4.3152466,1.1879598,100,369.57922,6.9713364,2.5719125,590227,-8.239746e-06,1.5368912,0.41659948,-0.10957551,48782.684,100.0,16.24,599.9211
36000,1.0427626,360,-108.26894011546287,360.91656,86.59235,3383.5740139484406,[-1.154 -0.161 -0.927  0.146 -1.529],0.27658936,,0.19719034,2.6329765,0.036810488,-4.5176086,1.1363518,100,347.68863,6.280388,3.0454526,591919,7.2479247e-06,1.3782105,0.422517,-0.10998401,47638.54,100.0,16.92,564.89777
36100,1.0579191,361,-108.21289666157992,375.6319,86.290146,3391.6846463680267,[-1.149 -0.157 -0.92   0.139 -1.529],0.11167909,,0.19594258,2.5249045,0.0359803,-4.132965,1.2680126,100,358.02863,6.0603333,3.186465,593573,2.2888183e-07,2.0744052,0.5343775,-0.11059431,72500.85,100.0,16.54,585.07245
36200,1.1549,362,-107.81811160091637,400.1576,86.04918,3400.301885843277,[-1.142 -0.165 -0.917  0.129 -1.53 ],0.062498003,,0.25958076,2.7592003,0.04485006,-4.574005,2.5594456,100,369.3297,8.9086685,10.561619,595193,5.340576e-06,3.177615,1.446557,-0.10508016,550718.94,100.0,16.2,649.04236
36300,1.2965083,363,-108.19682566082797,455.59094,86.31066,3409.3415455818176,[-1.133 -0.156 -0.92   0.13  -1.524],0.028264936,,0.30047846,2.6388838,0.050161593,-4.569725,2.3512,100,360.07974,7.2379456,15.137701,596851,4.119873e-06,5.2669973,1.5356545,-0.10498606,614284.2,100.0,16.58,705.80383
36400,1.5445257,364,-108.25270964505651,512.1643,85.9943,3419.554209470749,[-1.143 -0.163 -0.924  0.142 -1.524],0.013372866,,0.47582537,2.4868543,0.0683191,-4.221855,6.6180096,100,371.19403,6.8566437,29.09489,598472,-4.043579e-06,11.914581,3.4835474,-0.10058749,3032695.0,100.0,16.21,845.0307
36500,1.0999836,365,-107.92273483274707,396.46173,86.17324,3430.4934508800507,[-1.169 -0.18  -0.931  0.145 -1.52 ],0.07493644,,0.20986463,2.598745,0.037573956,-4.1396637,1.6599536,100,363.54083,8.253082,5.868828,600108,7.019043e-06,3.299981,0.8691785,-0.09891273,187335.05,100.0,16.36,614.9154
36600,1.0442309,366,-108.1114380755144,365.32767,86.415924,3439.116943359375,[-1.181 -0.188 -0.932  0.136 -1.518],0.28712374,,0.18747541,2.7913287,0.034833897,-4.7157745,1.1459926,100,349.94257,6.4810715,2.2581995,601782,-5.340576e-07,1.3171576,0.36244828,-0.10353833,31669.154,100.0,16.74,569.4736
36700,1.9016615,367,-108.55962912249728,560.0215,86.55626,3446.705419063568,[-1.179 -0.194 -0.931  0.132 -1.522],0.010241434,,0.90000635,2.498882,0.118524805,-4.234253,5.475972,100,343.64514,6.852051,75.932076,603479,6.4849855e-06,29.134554,7.4893184,-0.098505974,12748746.0,100.0,16.97,979.7133
36800,4.1093054,368,-107.92767909975142,1128.7927,86.1464,3456.438843727112,[-1.164 -0.181 -0.912  0.147 -1.517],0.0002545269,,4.457523,2.5690753,0.282662,-4.363327,65.35154,100,362.78937,8.039352,303.98404,605117,-1.2207031e-06,409.2195,29.821318,-0.101252615,201261200.0,100.0,16.38,2056.8083
36900,1.0866319,369,-107.98638640719753,373.0004,86.332115,3467.954375743866,[-1.101 -0.16  -0.894  0.145 -1.52 ],0.10090774,,0.21707988,2.7112749,0.03936752,-4.6052933,1.5621388,100,352.9774,8.469749,7.1850796,606772,3.0517579e-06,2.5163054,0.86363435,-0.10509668,191237.61,100.0,16.55,598.9734
37000,1.1245282,370,-108.09019826396654,415.13635,85.98453,3476.5913813114166,[-1.105 -0.16  -0.885  0.14  -1.524],0.104441956,,0.21313228,2.6746247,0.03777689,-3.9133682,1.6810068,100,372.38367,7.8923645,4.784272,608388,-9.689331e-06,3.4087305,0.83376455,-0.10514539,183235.47,100.0,16.16,635.75555
37100,1.0202829,371,-107.90155038160503,392.2153,85.82104,3484.850872039795,[-1.118 -0.165 -0.884  0.132 -1.524],0.5388724,,0.17883094,2.2527013,0.032445606,-3.9621506,1.031001,100,384.009,7.385353,1.5892488,609982,-2.670288e-06,1.0914114,0.17087732,-0.10536927,8522.745,100.0,15.94,589.22736
37200,1.0367935,372,-108.1160700549166,368.53714,86.30796,3493.110553741455,[-1.11  -0.169 -0.885  0.134 -1.524],0.5039932,,0.18455473,2.5082507,0.03413927,-4.4122467,1.0709575,100,353.25406,8.408791,2.0696292,611638,-2.5177003e-06,1.303549,0.24770838,-0.10404662,15762.24,100.0,16.56,574.8023
37300,1.1887949,373,-108.78005992821053,375.75763,86.593315,3502.011805534363,[-1.117 -0.164 -0.888  0.141 -1.523],0.060017996,,0.29604384,2.8015845,0.0519004,-4.4254227,2.8113563,100,342.92236,8.840027,15.093996,613340,1.1444092e-06,3.6022766,1.8014048,-0.10815572,776231.7,100.0,17.02,636.2578
37400,1.111565,374,-108.48761664062422,410.27106,86.13307,3510.9321627616882,[-1.112 -0.157 -0.894  0.14  -1.527],0.15774935,,0.2068351,2.7062566,0.03753601,-4.120285,1.3732822,100,368.9479,8.005905,4.197414,614979,5.1116945e-06,2.694625,0.60449815,-0.10513987,96763.48,100.0,16.39,621.7483
37500,1.4268769,375,-108.05756229893831,427.79672,86.695526,3520.0890414714813,[-1.1   -0.161 -0.9    0.148 -1.524],0.014728802,,0.44347674,2.6157956,0.057908595,-5.0049744,5.067262,100,337.53137,8.2443695,22.490278,616686,-3.5095215e-06,28.186728,3.1053083,-0.102355644,1974885.6,100.0,17.07,727.971
37600,1.40843,376,-107.60439762884776,476.87564,86.01132,3529.813259124756,[-1.081 -0.142 -0.894  0.161 -1.521],0.006321481,,0.56580323,2.7967403,0.06993384,-4.497383,4.069065,100,370.9984,8.495178,38.54276,618299,2.0599366e-06,27.986467,3.8815029,-0.1070571,3953235.8,100.0,16.13,780.7805
37700,1.010276,377,-108.0045089520868,374.67783,86.09729,3540.571503162384,[-1.074 -0.15  -0.915  0.177 -1.526],0.69898266,,0.17931044,2.6632683,0.032903526,-4.2019653,1.0251243,100,370.3644,7.817917,1.5172617,619928,8.926391e-06,1.0623803,0.1615733,-0.110675,6858.78,100.0,16.29,570.67487
37800,1.0728542,378,-107.76489601779559,374.45102,86.47093,3548.6979444026947,[-1.079 -0.148 -0.913  0.176 -1.53 ],0.24950449,,0.19574863,2.9178307,0.036309008,-4.574112,1.2503135,100,348.5385,7.9510956,2.8144615,621601,-3.1280517e-06,1.3286673,0.46191514,-0.11445732,51689.605,100.0,16.73,584.0228
37900,1.0778984,379,-108.49719943127899,403.92184,85.844444,3556.770857810974,[-1.079 -0.152 -0.91   0.176 -1.533],0.3836977,,0.19622283,2.3033366,0.035580184,-3.7574005,1.1990196,100,375.87076,8.023476,3.0102277,623205,-3.2043456e-06,1.6089088,0.50612795,-0.10883136,73657.7,100.0,16.04,621.27765
38000,2.3586318,380,-108.19278912653945,651.2923,86.18489,3566.053808927536,[-1.089 -0.162 -0.92   0.178 -1.528],0.00033631743,,2.7129483,2.619092,0.24960706,-4.130295,14.613728,100,362.99017,7.0332413,229.69653,624846,7.5531007e-06,90.6856,13.176631,-0.11810806,48483130.0,100.0,16.41,1286.993
38100,1.2166547,381,-108.6345490022061,421.31885,86.307236,3576.216140985489,[-1.098 -0.139 -0.897  0.152 -1.537],0.09755766,,0.26158816,2.8179486,0.04617115,-3.8975296,1.7520638,100,356.7426,8.366486,10.546207,626509,9.918213e-07,3.9643087,1.2396234,-0.12054029,397549.06,100.0,16.63,668.72473
38200,2.3282638,382,-108.41841521277894,705.09564,86.432655,3584.8709802627563,[-1.091 -0.127 -0.887  0.165 -1.539],0.0060885167,,2.3519883,2.5974922,0.21170807,-4.0087204,8.1006975,100,350.34363,7.918434,69.12854,628186,1.0681152e-06,150.47203,7.8273563,-0.11781378,16664463.0,100.0,16.77,1251.1377
38300,1.0470757,383,-107.83568637788021,401.94794,85.82316,3595.963590145111,[-1.071 -0.099 -0.851  0.16  -1.537],0.4152522,,0.19017765,2.5943904,0.03441341,-3.8717651,1.1226054,100,384.05655,7.0811996,2.8000336,629779,8.31604e-06,1.325948,0.36109388,-0.11645609,39594.74,100.0,15.93,606.02386
38400,1.0879486,384,-108.3784852568312,373.60223,86.5626,3604.7865386009216,[-1.068 -0.105 -0.857  0.166 -1.535],0.21782143,,0.20094563,2.8378093,0.037327833,-4.521858,1.4582683,100,343.83887,7.682968,4.7170143,631473,5.4931643e-06,1.8541856,0.7522164,-0.11259295,129100.29,100.0,16.94,586.70886
38500,1.231809,385,-108.36064214958792,432.30145,86.33207,3613.6863729953766,[-1.056 -0.097 -0.854  0.169 -1.532],0.04201866,,0.26159975,2.6153731,0.0453289,-4.122856,2.1517496,100,355.33405,6.9626846,8.864314,633136,1.04522705e-05,4.7227526,1.3808125,-0.119705684,475839.8,100.0,16.63,670.5756
38600,1.0229342,386,-107.44625477230402,390.40677,85.82827,3622.295488357544,[-1.01  -0.106 -0.85   0.154 -1.539],0.6609467,,0.17782678,2.290166,0.03221398,-4.0838165,1.0380449,100,379.95526,7.820175,1.5927733,634725,-7.93457e-06,1.0731585,0.16984028,-0.11169573,8024.7827,100.0,15.89,590.9021
38700,1.3582225,387,-107.79803485694694,440.57513,86.39986,3630.434759616852,[-1.013 -0.101 -0.85   0.155 -1.531],0.047074746,,0.3709384,2.6144817,0.062083848,-4.536644,2.944434,100,353.23224,7.040718,19.16164,636386,-1.8310546e-06,5.169961,2.168517,-0.11432397,1183954.1,100.0,16.61,734.5474
38800,1.1053065,388,-108.05634732953403,396.6609,86.11821,3639.64613199234,[-1.012 -0.106 -0.863  0.148 -1.533],0.08838289,,0.21321772,2.9162698,0.038324732,-4.370384,1.6014371,100,365.8097,8.77269,7.3034124,638018,-1.5258789e-06,3.152453,0.904241,-0.12345887,206139.05,100.0,16.32,618.02203
38900,4.489388,389,-107.60242884232035,1276.2592,86.343346,3647.80234003067,[-1.01  -0.09  -0.857  0.159 -1.542],0.00045160248,,29.224573,2.7366576,0.7203137,-4.708069,146.3611,100,355.66913,7.037445,541.1084,639670,6.713867e-06,4222.5566,34.692516,-0.12959233,314524700.0,100.0,16.52,2342.6519
39000,1.0665394,390,-107.90184462924002,383.32098,86.455666,3660.644022703171,[-0.987 -0.089 -0.879  0.172 -1.549],0.47882062,,0.1871187,3.0049295,0.03480286,-4.6563797,1.0697993,100,352.52713,8.21711,2.6328583,641344,7.400513e-06,1.2215483,0.27637255,-0.10864257,21141.48,100.0,16.74,582.1845
39100,4.915045,391,-107.9576494991495,1425.2059,86.20347,3668.8489665985107,[-1.002 -0.078 -0.877  0.178 -1.528],0.00025266447,,11.864232,2.6752357,0.74025124,-4.064041,102.96122,100,361.73987,7.9718475,421.33627,642985,-6.1035155e-07,716.0961,41.356937,-0.11596705,431211620.0,100.0,16.41,2546.697
39200,1.4158603,392,-108.04193465330043,427.68793,86.21653,3682.2627952098846,[-0.979 -0.07  -0.874  0.154 -1.535],0.0194741,,0.55105436,2.4199052,0.0785741,-3.7835007,3.6890125,100,362.97156,5.934288,23.419773,644624,8.392334e-07,12.476512,2.925533,-0.11584447,2258166.0,100.0,16.39,773.4866
39300,1.8920344,393,-107.636879555439,685.57465,86.233086,3691.885356426239,[-0.991 -0.078 -0.884  0.136 -1.535],0.0144203445,,0.5604878,2.66623,0.08232443,-4.456093,3.78273,100,360.08313,8.399925,92.16074,646265,-6.1035155e-07,19.001404,8.572963,-0.10333368,20292610.0,100.0,16.41,1025.7552
39400,1.0736234,394,-107.9812393813607,391.58414,86.173485,3702.5220556259155,[-0.943 -0.066 -0.857  0.121 -1.522],0.28325564,,0.19666664,2.7225275,0.035971805,-3.8833847,1.1744345,100,364.9973,8.544769,2.4887452,647898,-2.1362305e-06,1.447567,0.39751264,-0.10142192,44998.4,100.0,16.33,602.8879
39500,1.0803788,395,-108.37111175328319,387.41003,86.29254,3710.800775527954,[-0.941 -0.064 -0.853  0.127 -1.52 ],0.16048267,,0.19411357,2.55527,0.03572036,-4.381752,1.3133688,100,357.6953,9.009209,2.4966924,649555,1.1901855e-05,1.7469378,0.5057793,-0.097290345,62039.668,100.0,16.57,596.431
39600,1.1039469,396,-107.70938802196316,412.37305,85.729324,3719.808128595352,[-0.948 -0.067 -0.851  0.121 -1.516],0.1224885,,0.21312983,2.583619,0.038009133,-4.113144,1.6017193,100,384.69714,8.565422,4.1405444,651136,7.095337e-06,1.8276348,0.7990775,-0.101984784,178068.73,100.0,15.81,637.78156
39700,1.1145973,397,-108.24278078422664,404.07172,86.2068,3726.9082555770874,[-0.949 -0.072 -0.846  0.121 -1.521],0.24340963,,0.20367438,2.7770305,0.037379805,-4.1167603,1.3406417,100,361.2813,8.318459,4.655307,652782,3.5095215e-06,1.6605016,0.6725937,-0.096612565,117582.62,100.0,16.46,619.9033
39800,2.2618287,398,-107.7105382293745,696.75275,86.30661,3736.72110247612,[-0.949 -0.088 -0.854  0.121 -1.516],0.0024831612,,2.4624782,2.9753287,0.14334758,-4.480194,25.813782,100,357.00183,7.2075424,122.81949,654432,-3.4332274e-06,201.45862,12.21552,-0.10317223,37207476.0,100.0,16.5,1186.7329
39900,4.899611,399,-107.84501939964255,1244.3549,86.080315,3748.175612449646,[-0.934 -0.07  -0.859  0.134 -1.522],0.0006288146,,9.3958845,2.6142788,0.7004425,-4.2830048,64.70592,100,369.03833,7.5923004,409.29797,656053,-7.2479247e-06,365.39557,39.42946,-0.110308595,397522020.0,100.0,16.21,2557.029
40000,1.014999,400,-107.94009260164329,376.97632,86.02583,3761.5336639881134,[-0.922 -0.075 -0.848  0.153 -1.529],0.66391057,,0.1790381,2.6431482,0.032739427,-3.6643372,1.0214368,100,370.75677,8.458794,1.47792,657671,6.866455e-06,1.0670456,0.13521071,-0.11063423,5279.078,100.0,16.18,577.2008
40100,1.0612749,401,-108.29410673946411,396.35745,85.99107,3768.5606229305267,[-0.914 -0.076 -0.846  0.154 -1.53 ],0.5060798,,0.18937999,2.5456376,0.03460173,-3.655655,1.1189339,100,371.81622,7.359894,2.7505722,659291,-1.3732911e-06,1.3066257,0.35611004,-0.11134529,36192.926,100.0,16.2,603.45465
40200,1.0424801,402,-107.74429393278305,399.80267,85.779205,3777.470793247223,[-0.915 -0.068 -0.842  0.161 -1.53 ],0.46891454,,0.18125798,2.6293237,0.0327857,-4.273834,1.1150253,100,382.8017,8.303406,2.254221,660877,-9.384155e-06,1.1869256,0.3343361,-0.121766426,30637.922,100.0,15.86,603.24176
40300,1.0326833,403,-108.38443217017895,370.16168,86.282974,3786.5036749839783,[-0.916 -0.075 -0.844  0.159 -1.541],0.5180036,,0.18572457,2.4262693,0.034356926,-3.9097977,1.0937241,100,357.76233,7.845909,2.087707,662534,-9.841919e-06,1.2823197,0.2581497,-0.122573964,17597.893,100.0,16.57,573.4365
40400,3.520394,404,-107.73103266291115,880.03186,86.302925,3794.748098373413,[-0.918 -0.078 -0.844  0.153 -1.542],0.00034806147,,3.55689,2.8076236,0.3477122,-4.477722,55.61567,100,356.72327,7.9326935,252.90715,664185,1.1444092e-06,120.23415,24.76187,-0.12824978,135495140.0,100.0,16.51,1772.7036
40500,1.0131207,405,-108.16131776872322,362.4785,86.28171,3806.8858547210693,[-0.912 -0.069 -0.86   0.153 -1.547],0.62073314,,0.18274337,2.8196864,0.03380659,-4.0970306,1.0247471,100,357.38837,8.760475,1.4119216,665840,-9.155273e-07,1.0658643,0.14183652,-0.124980316,5903.0854,100.0,16.55,563.34454
40600,1.0551807,406,-107.83880993593239,383.98816,86.101105,3814.8622715473175,[-0.914 -0.064 -0.856  0.154 -1.544],0.30399582,,0.19479746,2.5721436,0.03558432,-4.2851257,1.2627137,100,366.63568,6.798683,3.456643,667467,-1.3732911e-06,1.3901606,0.51723766,-0.122049846,71738.234,100.0,16.27,594.89355
40700,1.3057524,407,-108.0518676230544,435.04767,86.2919,3822.223408460617,[-0.912 -0.06  -0.857  0.153 -1.541],0.025645778,,0.35905388,2.8093705,0.05795529,-4.469719,3.6983612,100,361.62857,7.5112457,18.82739,669119,-6.408691e-06,5.843338,2.2011547,-0.11572156,1217514.6,100.0,16.52,712.5637
40800,1.1033908,408,-107.54074640890421,405.10803,85.99273,3831.246596097946,[-0.918 -0.069 -0.855  0.156 -1.535],0.0861157,,0.20682698,2.5092635,0.037286002,-4.5900345,1.3983831,100,372.27734,7.696892,4.5508356,670728,7.6293945e-06,2.3982754,0.67232877,-0.12687337,123279.62,100.0,16.09,623.24884
40900,1.2220141,409,-107.78198378265688,437.34467,86.172195,3840.8307580947876,[-0.912 -0.08  -0.855  0.142 -1.546],0.047395222,,0.23408595,2.8578992,0.041682363,-4.2408676,2.0196886,100,363.20197,8.599136,8.738272,672363,-2.822876e-06,3.2349513,1.331873,-0.13702758,441341.38,100.0,16.35,673.5999
41000,1.1393926,410,-107.46236758461202,393.6619,86.30603,3852.315683364868,[-0.886 -0.068 -0.845  0.146 -1.556],0.044579145,,0.25169966,2.578292,0.042527724,-4.7133408,2.0566857,100,357.63696,7.7106857,8.570082,674008,4.272461e-06,6.9587917,1.3540872,-0.13414034,468396.78,100.0,16.45,627.509
41100,1.032208,411,-107.8119082133412,381.216,85.99669,3861.639445066452,[-0.882 -0.063 -0.852  0.16  -1.553],0.3014544,,0.18895595,2.30235,0.034407504,-3.6757736,1.1889338,100,372.07703,8.203575,3.7863257,675621,4.5013426e-06,1.7784019,0.46671093,-0.12725855,58888.098,100.0,16.13,588.46515
