EpisodesSoFar,MeanIW,Iteration,EpRewMean,Bound,ReturnStepMaxmin,TimeElapsed,Weights,MinIW,MinD2w0t,StdD2w0t,InitialReturnStd,MeanD2w0t,InitialReturnMin,EmpiricalD2,EpThisIter,InitialBound,InitialReturnMax,MaxIW,TimestepsSoFar,InitialReturnMean,MaxD2w0t,StdIW,MeanEntropy,J_sample_variance,ReturnStepMax,EpLenMean,ReturnMeanIW
8300,1.0676503,83,-107.99891284226975,385.8287,86.10895,777.9952144622803,[-1.064  0.666 -0.729  0.363 -0.732],0.2234157,,0.19847469,2.952161,0.0361856,-4.1222763,1.3369823,100,365.53934,8.904213,3.634176,137883,7.019043e-06,1.4363883,0.6140702,0.6991616,97716.39,100.0,16.23,603.04517
8400,1.0692719,84,-107.7188395575991,373.46765,86.216835,786.1745166778564,[-1.074  0.663 -0.718  0.36  -0.72 ],0.25231567,,0.1950282,2.7167966,0.035628334,-4.2092133,1.3632269,100,354.37744,8.127548,3.7859986,139522,1.5258789e-06,1.8238406,0.6864843,0.6914497,116782.695,100.0,16.39,594.3922
8500,2.0236218,85,-108.15417661283458,658.8589,86.37957,794.7050108909607,[-1.076  0.643 -0.716  0.347 -0.727],0.007962319,,0.5165995,3.0154746,0.07368341,-4.369095,7.213529,100,345.87518,7.569336,96.86821,141189,-6.408691e-06,13.63404,9.509906,0.68284047,20455468.0,100.0,16.67,1041.3429
8600,8.0242815,86,-107.76633758010543,2584.6533,86.14879,806.6687092781067,[-1.048  0.699 -0.697  0.352 -0.736],0.00022495922,,16.676044,2.9576576,0.79674673,-3.509941,130.7254,100,361.1614,8.8752365,1427.6403,142820,2.2888183e-07,1659.3413,54.46054,0.633726,819249400.0,100.0,16.31,4267.9824
8700,1.4571419,87,-108.04868051905228,479.45764,86.371155,820.8087472915649,[-0.926  0.534 -0.75   0.316 -0.785],0.018380268,,0.42353737,2.5573506,0.064000584,-4.2760086,4.0068364,100,353.36353,7.073021,19.877354,144484,3.4332274e-06,8.9196825,2.5627642,0.6399431,1631844.6,100.0,16.64,777.2556
8800,1.7271453,88,-107.96512917265349,557.904,86.00941,829.8211469650269,[-0.938  0.51  -0.751  0.333 -0.779],0.009986647,,0.7036938,2.6339536,0.06880751,-4.1357117,7.945066,100,368.16812,8.684494,51.54444,146100,6.8664554e-07,53.768333,5.813121,0.62921095,8650553.0,100.0,16.16,936.3372
8900,1.0532944,89,-108.03303591140379,377.99658,86.28847,841.4893884658813,[-0.961  0.467 -0.753  0.3   -0.79 ],0.20328559,,0.19251391,2.8006268,0.03546511,-4.323555,1.1888394,100,358.24927,8.047661,3.7990704,147751,-1.4495849e-06,1.727633,0.4415504,0.6322758,51016.5,100.0,16.51,585.57184
9000,1.0232526,90,-108.01714653550484,379.17322,86.119064,849.9841477870941,[-0.957  0.456 -0.749  0.28  -0.787],0.5042658,,0.18180044,2.8680623,0.03336591,-4.3185425,1.0714219,100,370.04062,7.5773544,2.0161989,149381,-6.6375733e-06,1.0929852,0.29284275,0.65624976,22479.688,100.0,16.3,576.87177
9100,1.0350736,91,-107.68487386976759,380.77142,86.100365,858.4096171855927,[-0.969  0.454 -0.748  0.279 -0.763],0.49558932,,0.18274848,2.7557855,0.0334653,-4.392624,1.1045052,100,367.01086,6.909149,2.209198,151005,4.119873e-06,1.1611615,0.31262076,0.6501342,25035.488,100.0,16.24,583.236
9200,1.4201155,92,-107.82876262096421,519.40594,86.17435,865.9157180786133,[-0.949  0.456 -0.747  0.275 -0.769],0.10833652,,0.31888282,2.3850188,0.053937837,-4.0022736,1.883145,100,366.17334,6.154793,19.629951,152633,4.577637e-06,5.033311,2.1777725,0.65507513,1420873.2,100.0,16.28,793.019
9300,1.0274522,93,-107.50404889844714,375.15384,86.157715,877.5863642692566,[-0.911  0.495 -0.701  0.273 -0.764],0.56738585,,0.18298586,2.8169746,0.033548478,-4.4166336,1.0526679,100,364.8883,7.2157745,2.2156465,154260,-8.392334e-06,1.1393336,0.25543314,0.6714007,18442.066,100.0,16.27,577.73376
9400,4.081951,94,-108.0745543255737,1297.3643,86.12213,885.805513381958,[-0.897  0.501 -0.693  0.278 -0.748],0.00040410797,,2.8391602,2.8272738,0.18302047,-4.505066,37.36583,100,356.11813,8.579887,201.60977,155891,6.942749e-06,224.72446,22.281359,0.6569782,120431330.0,100.0,16.31,2101.3435
9500,1.1864856,95,-108.00686883075403,417.68286,86.03737,898.820955991745,[-0.935  0.446 -0.695  0.251 -0.762],0.031501345,,0.25853118,2.571416,0.043231495,-4.0822983,2.421169,100,370.69513,7.9169617,22.60511,157510,-6.2561035e-06,5.980098,1.7002759,0.6496082,710087.1,100.0,16.19,664.1053
9600,1.1385587,96,-108.18476809195357,406.1167,86.24784,907.9095461368561,[-0.918  0.395 -0.705  0.225 -0.769],0.2729847,,0.2153933,2.7087102,0.03935614,-4.2369003,1.4792334,100,357.45114,7.075554,6.6659007,159156,-8.31604e-06,2.2092152,0.8552945,0.68683696,188278.0,100.0,16.46,632.5823
9700,1.1273317,97,-108.29816606921224,389.90613,86.43652,918.3609507083893,[-0.905  0.423 -0.686  0.221 -0.732],0.06565106,,0.2325088,2.987033,0.04194369,-4.490509,1.4957374,100,350.11847,8.8018875,5.679124,160832,1.3275147e-05,3.059056,0.71119297,0.67871374,135221.67,100.0,16.76,615.554
9800,2.4037879,98,-108.11867563516145,703.1064,86.07299,926.5022044181824,[-0.925  0.433 -0.665  0.197 -0.74 ],0.0033696627,,1.3666958,2.593151,0.16371788,-3.720871,19.377869,100,367.6938,9.713219,99.04968,162460,1.9836425e-06,40.796516,10.49881,0.6832813,26585430.0,100.0,16.28,1275.5583
9900,1.0959723,99,-108.27380930338502,381.78125,86.48836,937.1019155979156,[-0.911  0.442 -0.707  0.203 -0.736],0.34960762,,0.20716158,2.5982046,0.038357206,-3.7502136,1.1983762,100,347.73535,5.427429,4.308866,164142,-8.392334e-06,1.8825477,0.47801435,0.697581,60636.617,100.0,16.82,595.7676
10000,2.0412402,100,-108.31342724294694,569.99475,86.45674,946.1390337944031,[-0.927  0.436 -0.73   0.219 -0.721],0.0046473346,,1.0754529,2.9332373,0.13890232,-4.2688675,8.175538,100,345.9147,8.034782,115.17616,165820,1.2817382e-05,31.683256,7.738363,0.70085776,15088063.0,100.0,16.78,1077.1428
10100,3.0474093,101,-108.44255139549047,772.4792,86.5874,956.7469725608826,[-0.932  0.46  -0.684  0.246 -0.718],0.0009767809,,2.7762816,2.7195184,0.25430372,-4.001137,49.113434,100,339.5273,9.314735,571.6732,167517,-9.155273e-07,85.21416,20.02457,0.6887763,94048330.0,100.0,16.97,1538.8054
10200,9.785186,102,-108.02236668403864,3219.1992,86.40249,968.7889921665192,[-0.994  0.426 -0.677  0.251 -0.73 ],3.579998e-05,,43.728867,2.989771,2.1819713,-4.4961243,281.79495,100,352.09406,7.883911,984.921,169184,2.670288e-06,3958.7244,90.98815,0.6594368,2157209300.0,100.0,16.67,5052.724
10300,1.1509373,103,-107.84518767792228,416.07492,86.045616,982.9793965816498,[-1.042  0.409 -0.708  0.336 -0.759],0.047791973,,0.22791448,2.437858,0.040283285,-4.3403397,2.0211618,100,370.65234,7.5734253,6.957975,170801,-6.6375733e-06,3.0557961,1.1024044,0.65088254,313680.25,100.0,16.17,646.1952
10400,1.0392025,104,-108.42402182062887,372.26453,86.29541,991.6414294242859,[-0.963  0.393 -0.72   0.334 -0.768],0.4070097,,0.19003475,2.5637336,0.035107575,-4.1724243,1.0965667,100,358.3214,8.537125,2.622974,172457,-5.340576e-07,1.3455846,0.2999607,0.65379405,25024.707,100.0,16.56,577.2881
10500,4.036258,105,-108.16917370492554,1070.9496,86.247986,1000.5955545902252,[-0.965  0.4   -0.705  0.325 -0.765],0.0010596614,,9.9913025,2.4526012,0.47920343,-4.045265,103.395226,100,358.96082,6.6948166,324.18176,174108,-3.7384034e-06,1033.6409,31.871397,0.6222993,253071230.0,100.0,16.51,2098.4758
10600,1.2276362,106,-108.1687585753134,417.66998,86.07803,1012.9350864887238,[-0.941  0.432 -0.739  0.354 -0.797],0.04982654,,0.37229407,2.5552871,0.0567159,-3.657013,2.408565,100,368.35968,6.7453003,16.029156,175735,2.670288e-06,10.826317,1.9454024,0.5940068,1045845.2,100.0,16.27,687.52106
10700,1.1549354,107,-107.93895410075956,386.1371,86.34526,1022.5011515617371,[-0.958  0.427 -0.777  0.383 -0.825],0.15572284,,0.2422768,3.0630877,0.044104055,-4.502754,1.5517203,100,348.1817,8.413483,6.9999337,177393,-3.1280517e-06,2.4723504,0.96448034,0.6021048,240385.52,100.0,16.58,633.6279
10800,1.2192533,108,-108.0733827425326,434.94824,85.942116,1031.180640220642,[-0.976  0.422 -0.804  0.386 -0.817],0.09197556,,0.28023037,2.708783,0.04884503,-3.6647797,1.6704031,100,371.15915,8.325699,9.257882,179003,5.41687e-06,3.1864388,1.0889856,0.62279046,365136.97,100.0,16.1,696.49146
10900,1.0040538,109,-108.13870884105955,354.5104,86.306046,1040.0847418308258,[-0.984  0.381 -0.843  0.377 -0.796],0.75198394,,0.17953588,2.8254814,0.033239473,-4.1896744,1.0094012,100,352.98056,6.7647324,1.2306062,180660,6.027222e-06,1.0165188,0.08024001,0.6205569,1636.7393,100.0,16.57,557.03986
11000,1.0366149,110,-107.94600274136718,371.37033,86.23255,1046.3258423805237,[-0.979  0.384 -0.84   0.378 -0.798],0.4004545,,0.18936564,2.6098878,0.034854796,-4.356224,1.1580667,100,360.12457,7.090996,2.6538665,182305,,1.4702386,0.40961987,0.63593894,43090.363,100.0,16.45,577.32605
11100,1.049971,111,-107.6636455079825,390.9489,86.07423,1054.656984090805,[-0.998  0.389 -0.831  0.368 -0.783],0.39895555,,0.19008654,2.5953383,0.034723304,-4.1189346,1.1135631,100,371.7504,7.4765015,1.9647468,183926,6.2561035e-06,1.4545317,0.2918981,0.6228637,24234.855,100.0,16.21,593.6046
11200,1.6751753,112,-108.11108901602566,572.5752,86.24344,1063.6511294841766,[-0.991  0.381 -0.844  0.381 -0.796],0.025392517,,0.42111635,2.4262786,0.0640967,-4.0037766,5.4078846,100,360.20795,6.8871613,16.372765,185573,2.9754638e-06,9.999065,2.6603858,0.61158764,1776271.2,100.0,16.47,895.30115
11300,1.0275662,113,-107.82200309381429,391.8226,85.85328,1074.7618162631989,[-1.02   0.328 -0.868  0.379 -0.807],0.6678389,,0.17939134,2.4268868,0.03256749,-4.0119324,1.037198,100,379.08606,7.8689423,1.5885578,187169,-5.7983398e-06,1.109468,0.15444747,0.6079104,7116.117,100.0,15.96,592.7076
11400,1.6181215,114,-108.25319392229696,547.72656,86.340965,1083.0944118499756,[-1.006  0.322 -0.865  0.368 -0.811],0.0007626405,,0.43259764,2.7823434,0.06827584,-4.1542206,5.339912,100,355.92255,7.708,27.411161,188829,-4.5776366e-07,8.339078,3.6068382,0.5187949,3066320.2,100.0,16.6,862.3195
11500,1.1361871,115,-108.00541236458989,429.37283,85.909805,1093.9215159416199,[-0.964  0.325 -0.885  0.368 -0.9  ],0.10021347,,0.2035352,2.578582,0.036566474,-4.028557,1.490953,100,376.34796,9.173851,3.8486907,190434,-9.155273e-07,2.18805,0.64571536,0.51099026,108883.54,100.0,16.05,645.41943
11600,1.1121513,116,-107.75875750638234,417.98828,85.939896,1102.1342642307281,[-0.977  0.32  -0.875  0.358 -0.908],0.17743564,,0.20442805,2.6998959,0.03696035,-4.2357635,1.2636685,100,374.24445,9.122253,4.724884,192041,2.7465821e-06,1.6440296,0.617356,0.4959101,108431.98,100.0,16.07,632.84076
11700,1.0765762,117,-107.94147942542648,393.83112,86.09409,1111.8209941387177,[-0.991  0.315 -0.888  0.378 -0.923],0.10366279,,0.20078917,2.6249106,0.036472272,-4.380722,1.2858177,100,367.94257,7.880989,4.1326795,193666,-1.8310546e-06,2.0059514,0.6175602,0.46941718,104139.44,100.0,16.25,606.74097
11800,1.1464747,118,-108.06637076739115,412.07013,86.147606,1121.575562953949,[-0.999  0.319 -0.901  0.394 -0.95 ],0.09758529,,0.22900684,2.6304054,0.040710334,-4.2182617,1.571943,100,365.0586,7.3155746,6.129398,195300,4.5013426e-06,2.511378,0.83666164,0.46931925,188103.56,100.0,16.34,640.23834
11900,4.9018564,119,-108.16416391554353,1876.8025,86.08921,1129.882138967514,[-0.988  0.324 -0.901  0.378 -0.95 ],0.00535157,,3.8018868,2.6983085,0.26470092,-3.900978,26.70082,100,363.22647,10.122696,454.84772,196931,-4.8065185e-06,252.0049,41.610535,0.49782282,455647100.0,100.0,16.31,2576.632
12000,1.2832701,120,-107.8764078118864,472.99203,85.98893,1140.6683013439178,[-1.059  0.364 -0.862  0.407 -0.921],0.14504682,,0.26504004,2.6398332,0.04668981,-3.944641,1.6511174,100,372.8355,7.500366,6.896529,198543,5.8746336e-06,3.4087162,1.02295,0.49188206,307172.1,100.0,16.12,725.39703
12100,1.1631206,121,-108.02382162134018,397.4746,86.47518,1150.6356549263,[-1.07   0.341 -0.89   0.392 -0.927],0.13434152,,0.25267118,2.9077837,0.04514372,-4.548256,1.5834041,100,350.22888,6.5311813,5.1116753,200215,7.6293945e-06,3.7404807,0.862398,0.48357925,197942.36,100.0,16.72,633.118
12200,1.6692858,122,-107.88103011130819,497.24347,86.19057,1160.2972567081451,[-1.064  0.329 -0.91   0.417 -0.935],0.00872428,,0.68040425,2.8915029,0.08811713,-4.5248337,4.5106134,100,362.5155,6.8491974,65.524155,201853,-3.5095215e-06,29.045805,4.8610983,0.4319065,6443374.0,100.0,16.38,907.62366
12300,1.117965,123,-108.13467162253073,403.78186,86.023926,1171.0190505981445,[-1.068  0.366 -0.889  0.461 -0.987],0.22983712,,0.21001853,2.5633645,0.037878983,-4.035301,1.4739696,100,370.55737,8.299316,5.4939175,203474,1.3732911e-06,2.7212048,0.8111847,0.44773608,168388.92,100.0,16.21,628.2794
12400,1.5246973,124,-108.36589957992155,492.8573,86.128845,1180.001368522644,[-1.088  0.353 -0.895  0.442 -0.971],0.007591925,,0.5491378,3.0039701,0.08047985,-3.8719254,4.4156938,100,361.1168,8.80719,34.896767,205113,2.7465821e-06,16.618505,3.593336,0.45483539,3407270.5,100.0,16.39,840.8746
12500,2.1234875,125,-107.72455683960499,654.581,86.22027,1189.4862387180328,[-1.1    0.313 -0.927  0.466 -0.964],0.005596699,,1.2368538,2.7518713,0.08628238,-4.516838,11.745525,100,358.19205,7.597687,120.46697,206751,8.7738035e-06,141.47893,11.840488,0.44263235,35648880.0,100.0,16.38,1130.3115
12600,1.0142019,126,-107.6079835026985,395.36884,85.73676,1199.6479392051697,[-1.098  0.254 -0.944  0.425 -0.976],0.7366595,,0.17680074,2.47992,0.031924166,-4.1532288,1.0196981,100,388.67038,7.398323,1.4050286,208330,-7.6293946e-07,1.0440867,0.12121967,0.4514161,4411.266,100.0,15.79,591.594
12700,1.0482316,127,-108.23052717323546,387.75623,85.97131,1207.697090625763,[-1.093  0.253 -0.945  0.43  -0.968],0.5174935,,0.18521708,2.550484,0.033827506,-3.712944,1.1014174,100,369.1696,9.172531,2.1559525,209947,8.621216e-06,1.23839,0.27220696,0.45418516,20343.023,100.0,16.17,596.3516
12800,1.0928175,128,-108.38768974149473,397.3651,86.284065,1215.897598028183,[-1.098  0.244 -0.949  0.418 -0.965],0.39554578,,0.19723104,2.7663028,0.036417592,-4.033066,1.1547207,100,357.7575,8.159355,2.5629134,211604,-3.4332274e-06,1.4981356,0.3318154,0.44131696,29908.502,100.0,16.57,606.9655
12900,1.0355318,129,-108.68841810613398,372.8927,86.20669,1225.8407533168793,[-1.093  0.221 -0.965  0.419 -0.978],0.37554425,,0.19052687,2.7938778,0.035126857,-3.8435059,1.137136,100,361.62805,9.326752,2.4001727,213255,-5.569458e-06,1.4557766,0.3625186,0.43962875,35505.547,100.0,16.51,578.81165
13000,1.6142768,130,-107.60240455352445,549.11053,86.227104,1234.3823733329773,[-1.094  0.218 -0.958  0.405 -0.979],0.030970357,,0.40462852,2.837714,0.061974738,-4.928833,3.5717576,100,360.29718,7.099098,52.435333,214895,5.8746336e-06,12.75031,5.206463,0.44123146,6629134.0,100.0,16.4,864.91766
13100,1.0324202,131,-107.74707684253673,393.21765,85.84142,1245.39443898201,[-1.117  0.184 -0.979  0.375 -0.978],0.50229,,0.18084018,2.6223702,0.032795995,-4.3181915,1.0632945,100,379.91266,8.547104,2.3050513,216488,-8.69751e-06,1.1220412,0.28108585,0.45987937,22274.14,100.0,15.93,595.72455
13200,1.1097387,132,-107.91423199252014,407.76465,86.113625,1254.3710594177246,[-1.115  0.175 -0.983  0.378 -0.959],0.1682717,,0.20370105,2.609709,0.03699,-4.3560867,1.4408493,100,368.61285,7.031502,3.5673156,218111,1.8310546e-06,1.6984941,0.6417723,0.4576066,106268.29,100.0,16.23,624.51825
13300,1.0248545,133,-107.9617899423256,373.234,86.202354,1262.5668985843658,[-1.112  0.182 -0.993  0.383 -0.961],0.65575004,,0.18120907,2.6513007,0.03337655,-4.2448044,1.026262,100,361.76343,8.341812,1.4347327,219752,1.1901855e-05,1.0799264,0.13369955,0.45361292,4990.9043,100.0,16.41,573.8745
13400,1.0522565,134,-107.73616924339144,375.62372,86.24324,1270.6597816944122,[-1.094  0.175 -0.989  0.379 -0.965],0.38162613,,0.19811621,2.5891995,0.036371063,-4.116768,1.1494654,100,359.8191,7.046364,3.47934,221395,8.392334e-07,1.6322842,0.46218944,0.45823446,59608.867,100.0,16.43,586.0059
13500,1.1128651,135,-108.14835550685082,386.65637,86.335526,1279.7606799602509,[-1.093  0.189 -0.973  0.368 -0.961],0.04731954,,0.22717763,2.7888663,0.04070652,-4.568428,1.6887425,100,355.40778,6.9284363,6.611843,223055,-6.8664554e-07,3.092396,0.9293746,0.45971677,211462.84,100.0,16.6,611.9761
13600,1.2301142,136,-108.29629898690037,447.85236,85.985855,1289.3132576942444,[-1.09   0.194 -0.988  0.382 -0.959],0.04363481,,0.27492732,2.7556808,0.047405537,-4.036186,1.8740956,100,372.63922,8.152512,6.1207542,224673,1.2969971e-06,5.503404,0.97740006,0.45212734,274938.72,100.0,16.18,697.29016
13700,1.3323847,137,-108.1983385379399,420.555,86.30487,1297.4936113357544,[-1.075  0.228 -0.958  0.373 -0.967],0.04627526,,0.4871709,2.6145422,0.06286751,-4.1076736,4.3920007,100,353.6616,7.094002,36.06807,226329,9.613037e-06,21.009933,2.973615,0.4613554,2183600.8,100.0,16.56,724.40625
13800,2.6124282,138,-107.51349097661739,718.9033,86.227455,1307.339856147766,[-1.059  0.234 -0.98   0.395 -0.958],0.0032334882,,5.1772356,3.0468261,0.22629277,-4.914192,55.17915,100,361.8031,7.388878,117.29782,227964,1.04522705e-05,473.01077,13.8319845,0.44499665,43097744.0,100.0,16.35,1334.2094
13900,2.9896367,139,-107.81335403053559,752.9334,85.982574,1318.1740899085999,[-1.013  0.277 -0.972  0.424 -0.974],0.0014806684,,12.490056,2.6806471,0.49861425,-4.1886215,45.94855,100,372.09558,8.565514,245.4864,229577,-3.1280517e-06,1109.3679,21.082064,0.4857732,106768260.0,100.0,16.13,1553.37
14000,1.1234988,140,-108.28902020877129,415.0035,85.95619,1328.9801909923553,[-1.004  0.288 -0.923  0.371 -0.933],0.3058891,,0.22352315,2.4836872,0.039735235,-3.5902786,1.3334477,100,373.79425,8.851952,5.7273655,231192,5.8746336e-06,3.013684,0.7856623,0.4865733,176423.39,100.0,16.15,638.06555
14100,1.3293831,141,-107.74542816810852,406.593,86.53497,1338.7471930980682,[-1.002  0.299 -0.901  0.352 -0.932],0.0049799625,,0.4505874,2.8889472,0.06325174,-4.8595123,5.0737233,100,345.4657,7.4753265,20.006268,232873,-2.7465821e-06,16.437225,2.6408105,0.4191119,1651869.6,100.0,16.81,708.176
14200,1.6226779,142,-108.3801010355715,519.3169,86.52145,1348.2715785503387,[-1.015  0.281 -0.884  0.332 -1.   ],0.0084461905,,0.65306705,2.926376,0.094530664,-4.1178513,3.5890005,100,346.42584,8.41275,33.357346,234560,6.942749e-06,21.331995,3.0478036,0.40617582,2586296.5,100.0,16.87,872.38306
14300,1.0568854,143,-108.25570191790577,380.8152,86.21482,1359.650664806366,[-1.025  0.227 -0.935  0.329 -1.013],0.2609985,,0.1929061,2.7138062,0.03548431,-4.1805496,1.1618522,100,361.72913,7.4298477,3.2403393,236205,-1.6250611e-05,1.4873135,0.39884084,0.41921183,42807.293,100.0,16.45,590.1291
14400,1.1025517,144,-108.26073419780687,397.83627,86.132965,1368.739942073822,[-1.023  0.242 -0.927  0.342 -1.   ],0.10957899,,0.2112355,2.68667,0.038308628,-3.9722214,1.4225152,100,365.26996,8.663544,6.267084,237841,-1.2512207e-05,2.719272,0.74652064,0.4250547,146207.19,100.0,16.36,619.2109
14500,1.1307058,145,-107.8137032203835,404.73416,86.04126,1377.381088256836,[-1.03   0.231 -0.925  0.319 -0.994],0.06012627,,0.23734447,2.383558,0.0416027,-3.944809,1.7079822,100,369.67755,6.5482407,10.627138,239460,4.272461e-06,4.7260385,1.187449,0.40722504,385721.94,100.0,16.19,638.2549
14600,1.2160723,146,-107.97214313853088,418.31793,86.26143,1387.7449555397034,[-1.021  0.23  -0.942  0.345 -1.012],0.1566765,,0.26275706,2.8739758,0.046754647,-4.3289566,1.5088964,100,355.9722,6.522072,14.8409195,241107,-7.476807e-06,2.9952798,1.5290067,0.42179915,648917.5,100.0,16.47,671.8218
14700,20.69978,147,-108.25642964604951,5184.0244,86.092865,1396.9212384223938,[-1.043  0.207 -0.971  0.344 -0.997],2.4871606e-05,,90.24533,2.6836758,4.6486874,-3.8037796,1017.40283,100,363.7051,8.823906,1969.9321,242738,,6835.8755,193.21594,0.4373256,9397163000.0,100.0,16.31,10532.75
14800,1.300705,148,-108.18470115257259,424.49655,86.11438,1409.876639842987,[-1.051  0.237 -1.002  0.339 -0.982],0.03141075,,0.35248035,2.9450226,0.058893017,-3.7716599,3.3274906,100,367.25305,7.895256,15.497745,244368,-4.119873e-06,5.638826,2.163009,0.42975876,1215930.0,100.0,16.3,715.0038
14900,1.0212297,149,-108.28837791032143,374.2845,86.13518,1418.7593731880188,[-1.055  0.243 -1.027  0.347 -0.989],0.549628,,0.18026164,2.5296757,0.033152293,-4.0987396,1.0275166,100,365.4115,7.737953,1.3989723,246004,2.2888185e-06,1.0759252,0.16514897,0.4186113,7419.23,100.0,16.36,574.65393
15000,1.1813167,150,-107.79478838632295,421.9691,86.26878,1426.760908126831,[-1.053  0.25  -1.023  0.351 -1.   ],0.20872813,,0.2303556,2.8036785,0.040650062,-4.4827194,1.759991,100,359.3634,7.759796,6.30264,247649,-3.6621093e-06,4.7644877,0.9864066,0.43588167,245389.5,100.0,16.45,649.7267
15100,1.3361219,151,-108.31975532765587,450.03473,86.09081,1434.4630250930786,[-1.057  0.236 -1.018  0.328 -0.983],0.05478679,,0.373467,2.5934436,0.062364854,-3.8205032,2.432181,100,366.7751,8.606598,14.945391,249282,-8.544922e-06,5.579887,1.8410567,0.43179214,948815.1,100.0,16.33,745.2664
15200,2.0907135,152,-107.85689271417617,671.98303,85.928314,1443.9646439552307,[-1.054  0.259 -0.986  0.343 -0.987],0.01282594,,1.808766,2.4632761,0.1413875,-4.0616074,17.77969,100,376.38867,6.552414,56.88455,250885,6.866455e-06,108.91731,6.8335633,0.42569304,12490501.0,100.0,16.03,1147.005
15300,1.1736367,153,-107.38828177481244,439.737,85.991394,1454.5970387458801,[-1.037  0.268 -1.017  0.364 -0.993],0.039246067,,0.21042942,2.6904829,0.03799777,-4.2392044,1.3251146,100,372.26752,8.465378,4.150767,252492,1.2969971e-06,1.9361223,0.68630576,0.35012585,132446.11,100.0,16.07,661.93787
15400,1.2906954,154,-107.94622744459701,476.67133,85.92488,1463.593544960022,[-0.987  0.251 -1.014  0.362 -1.069],0.039723117,,0.2860094,2.5516365,0.04495538,-4.032707,2.4235308,100,375.63257,7.457306,19.880838,254098,,14.799998,1.8121073,0.34252745,889848.4,100.0,16.06,726.735
15500,1.0465266,155,-108.58105829413923,384.89667,86.12123,1474.1072962284088,[-0.994  0.237 -1.006  0.335 -1.076],0.5082425,,0.1857964,2.8082173,0.034181323,-3.7361298,1.1088586,100,365.7492,7.5453033,2.3246584,255737,9.918213e-07,1.1528313,0.3123433,0.35813195,26485.191,100.0,16.39,589.05493
15600,1.1730921,156,-107.76855403476966,425.2865,85.95709,1482.191953420639,[-0.994  0.24  -1.01   0.334 -1.061],0.14104484,,0.2374439,2.7613564,0.041316938,-4.110626,2.093231,100,374.2838,8.953201,11.727371,257344,-3.7384034e-06,3.632023,1.2148792,0.37744296,377666.06,100.0,16.07,661.9412
15700,1.08116,157,-108.29688145874078,388.62927,86.231834,1491.1690835952759,[-1.003  0.27  -1.006  0.345 -1.041],0.15467475,,0.2101176,2.660966,0.038308248,-4.2221603,1.2729225,100,363.65335,7.596817,3.536778,258994,-3.967285e-06,2.2088957,0.51049036,0.36672008,71199.15,100.0,16.5,600.2369
15800,2.151415,158,-108.22293186849335,717.1044,86.146454,1500.419326543808,[-1.005  0.275 -0.99   0.33  -1.052],0.0013907151,,2.3490005,2.672195,0.12712793,-3.9341965,20.395866,100,368.35037,6.283592,88.95287,260631,-5.9509275e-06,223.50415,9.109314,0.37839186,20845034.0,100.0,16.37,1142.2452
15900,1.0558078,159,-107.51715445977999,400.51016,85.80589,1511.630781173706,[-1.028  0.239 -0.996  0.293 -1.041],0.34578586,,0.1917184,2.7667775,0.034528743,-3.8904495,1.2122496,100,380.33527,7.9582825,3.5643716,262220,-4.9591063e-06,1.7783198,0.50384504,0.38246542,71771.87,100.0,15.89,609.5389
16000,1.0722601,160,-107.59635157054599,396.26892,86.01402,1519.1873514652252,[-1.015  0.23  -0.988  0.277 -1.036],0.39869753,,0.2039081,2.6165855,0.03687331,-4.4935913,1.2140409,100,371.34747,8.535011,4.7565355,263832,-1.2207031e-06,2.0280824,0.5207662,0.3825684,81115.38,100.0,16.12,610.50134
16100,1.0384642,161,-107.80425068636387,375.7937,86.249596,1528.2065212726593,[-1.021  0.222 -1.006  0.293 -1.036],0.5971185,,0.18385258,2.8333714,0.033890136,-4.409691,1.0772464,100,359.4104,9.060699,2.1411743,265477,-4.5013426e-06,1.2768321,0.23235121,0.3904052,14115.409,100.0,16.45,578.2183
16200,1.137038,162,-107.78899853958026,426.22824,85.976906,1535.891298532486,[-1.014  0.214 -1.004  0.282 -1.029],0.30799925,,0.20732489,2.7259605,0.03759301,-3.979477,1.3481385,100,373.17035,7.6823883,3.4169345,267087,-3.967285e-06,1.590644,0.5596852,0.3913778,88585.22,100.0,16.1,645.5742
16300,1.2025204,163,-107.89026845595157,411.89038,86.1775,1544.3579347133636,[-1.012  0.215 -0.991  0.285 -1.028],0.031448614,,0.28515333,2.8914034,0.048053984,-4.516876,2.091954,100,362.57617,6.8609695,10.457302,268725,-4.5776366e-07,4.1506963,1.4740319,0.38754952,576404.4,100.0,16.38,663.9439
16400,1.9013246,164,-108.35557652789795,596.28235,86.26488,1554.1014685630798,[-0.992  0.213 -0.991  0.262 -1.031],0.007157222,,0.7214826,2.670914,0.093930684,-4.2261734,10.494048,100,359.14685,7.2908173,55.978954,270378,3.4332274e-06,17.79461,5.5811725,0.37816757,7618463.0,100.0,16.53,1007.7337
16500,1.1858518,165,-107.68227014749658,438.52576,86.02953,1564.2326426506042,[-1.003  0.184 -0.986  0.258 -1.041],0.12042058,,0.21280429,2.8355725,0.037898842,-4.554825,1.8263757,100,369.80212,8.17173,4.7697344,271995,4.8065185e-06,2.8783789,0.86810267,0.37719768,188678.39,100.0,16.17,661.56415
