Iteration,InitialBound,InitialReturnMin,StdD2w0t,EpThisIter,MaxD2w0t,InitialReturnMean,ReturnStepMaxmin,TimestepsSoFar,ReturnStepMax,ReturnMeanIW,EpisodesSoFar,MeanD2w0t,Bound,EpLenMean,StdIW,Weights,J_sample_variance,MinIW,InitialReturnStd,MinD2w0t,MeanIW,InitialReturnMax,TimeElapsed,EntropyCoefficient,MaxIW,EmpiricalD2,EpRewMean,MeanEntropy
80,-304.52386,-13.575325,0.25146994,100,1.0301095,8.506775e-06,92.57582,290421,100.0,245.11908,8000,0.067290954,-301.3687,33.41,0.14246929,[-0.561 -1.074 -0.79  -1.019  0.235],1227.8973,0.7667611,11.60595,,1.0316199,33.928673,762.0060994625092,100.0,1.6767621,1.0178256,-107.31736784677692,1.652368
81,-320.80426,-15.066406,0.2566168,100,1.0103726,-4.6920777e-06,92.86693,293952,100.0,227.44154,8100,0.0707373,-319.39294,35.31,0.055450413,[-0.565 -1.073 -0.785 -1.014  0.234],263.60852,0.80973154,11.914713,,1.0147828,33.955162,771.150591135025,100.0,1.1395113,1.0038574,-108.27942677342863,1.6483631
82,-358.66492,-16.45034,0.26051223,100,1.0010448,-3.3569336e-06,93.120636,297611,100.0,214.07277,8200,0.0732004,-358.48413,36.59,0.021910459,[-0.555 -1.072 -0.783 -1.015  0.229],213.74509,0.9327211,13.478053,,1.0020804,46.19,780.1679589748383,100.0,1.0578249,1.0004265,-107.56361328513606,1.6463884
83,-310.69897,-14.701775,0.25245702,100,1.011269,-8.392334e-07,92.637344,301016,100.0,237.80566,8300,0.06824434,-309.51883,34.05,0.050577547,[-0.554 -1.073 -0.782 -1.016  0.227],245.46767,0.8477597,11.860717,,1.0108703,39.377213,788.1044864654541,100.0,1.1457973,1.0030961,-108.3244422089153,1.6461685
84,-344.0107,-17.614998,0.26526907,100,1.0136429,1.6403199e-06,93.28108,304789,100.0,209.42421,8400,0.07578662,-342.15112,37.73,0.09652156,[-0.557 -1.081 -0.787 -1.021  0.227],499.18207,0.84698737,12.069459,,1.0143831,34.731133,797.5238361358643,100.0,1.4128222,1.007072,-107.88747463378525,1.6549059
85,-347.7146,-17.517097,0.26355648,100,1.0222307,5.531311e-06,93.14212,308508,100.0,216.16212,8500,0.07470873,-345.07043,37.19,0.10743114,[-0.554 -1.079 -0.783 -1.02   0.236],578.9492,0.8068563,12.987474,,1.0262666,37.826214,807.0619575977325,100.0,1.6079309,1.0070323,-108.92762179962115,1.6601564
86,-339.2132,-16.294708,0.25823107,100,1.0146251,4.997253e-06,92.99242,312072,100.0,223.40343,8600,0.07153864,-337.09164,35.64,0.08877206,[-0.542 -1.083 -0.784 -1.02   0.241],457.58832,0.85357267,13.342264,,1.0197405,43.09798,816.3739387989044,100.0,1.394634,1.0056604,-107.05520285818992,1.6621097
87,-344.6817,-14.5110855,0.25733417,100,1.0191884,4.234314e-06,92.87567,315595,100.0,229.48993,8700,0.07085117,-341.8534,35.23,0.09550467,[-0.54  -1.072 -0.779 -1.015  0.243],605.85767,0.816155,13.168051,,1.0231147,41.43532,825.5434331893921,100.0,1.4360161,1.0083171,-107.88074418445545,1.6689509
88,-354.51892,-17.683022,0.26369822,100,1.0003965,-2.2125244e-06,93.25921,319354,100.0,207.27936,8800,0.07518747,-354.45093,37.59,0.0136771975,[-0.542 -1.074 -0.779 -1.02   0.25 ],170.3779,0.95546216,12.389281,,0.999905,39.412273,835.1296055316925,100.0,1.0436395,1.0002042,-107.89998120042435,1.6696296
89,-307.0985,-14.674606,0.25174302,100,1.0060813,-4.043579e-06,92.5524,322744,100.0,240.20752,8900,0.06789234,-306.4394,33.9,0.051045388,[-0.543 -1.076 -0.78  -1.021  0.251],205.04063,0.8972991,10.004865,,1.0050937,33.53826,844.5481116771698,100.0,1.2068167,1.0026389,-109.28695054398511,1.6708924
90,-335.9138,-15.086151,0.25400677,100,1.0118475,-2.5939942e-06,92.70073,326181,100.0,236.03104,9000,0.06901102,-333.56567,34.37,0.08438055,[-0.545 -1.071 -0.781 -1.019  0.252],501.71393,0.7837464,12.577654,,1.0181262,48.26433,853.5187087059021,100.0,1.4422462,1.0055413,-108.25299005269775,1.6770675
91,-380.64236,-17.08899,0.26733539,100,1.0181843,4.3869018e-06,93.382385,330016,100.0,205.96173,9100,0.07704851,-378.29242,38.35,0.09959655,[-0.54  -1.066 -0.774 -1.017  0.258],407.36816,0.81285703,13.621669,,1.0265911,49.24657,863.5702188014984,100.0,1.4290761,1.0114843,-107.71797763857711,1.6800628
92,-325.49982,-15.021538,0.26201758,100,1.0101563,-1.335144e-06,93.069885,333704,100.0,217.44101,9200,0.07394116,-324.33765,36.88,0.078748085,[-0.543 -1.068 -0.771 -1.015  0.261],354.33295,0.8340659,11.425897,,1.0121307,41.277878,872.882372379303,100.0,1.2214586,1.005775,-109.35217040966297,1.6797645
93,-356.30554,-17.255035,0.2596481,100,1.0028342,,93.107864,337333,100.0,214.99142,9300,0.07263502,-355.9588,36.29,0.030422533,[-0.545 -1.073 -0.77  -1.016  0.261],280.11,0.92954856,14.895005,,1.0030856,61.559494,882.4064543247223,100.0,1.0973254,1.0012394,-106.91279434620681,1.6799922
94,-342.41315,-16.352478,0.2605972,100,1.0318776,6.8664554e-07,93.06413,340940,100.0,222.79941,9400,0.07266242,-338.78336,36.07,0.12399908,[-0.547 -1.071 -0.768 -1.015  0.261],556.0091,0.7582042,13.410287,,1.0344664,38.574696,891.5940449237823,100.0,1.4393795,1.0159421,-107.0535121071292,1.6877844
95,-326.8676,-16.645317,0.2653515,100,1.0233035,8.125306e-06,93.16079,344711,100.0,215.36113,9500,0.07578818,-324.42902,37.71,0.08410556,[-0.552 -1.08  -0.77  -1.016  0.269],367.91592,0.7328745,10.899092,,1.0257784,40.06564,901.6012237071991,100.0,1.3246268,1.0075922,-110.10016335787867,1.6874099
96,-292.63733,-15.375801,0.25144395,100,1.0109909,-1.411438e-06,92.52075,348085,100.0,242.49542,9600,0.06763812,-291.556,33.74,0.067538574,[-0.553 -1.091 -0.775 -1.024  0.268],254.63922,0.7895466,10.513744,,1.0108541,26.581333,910.4572319984436,100.0,1.2074274,1.004631,-109.30946605831356,1.6874955
97,-371.14658,-14.926445,0.25570345,100,1.0027508,-2.632141e-06,92.844864,351596,100.0,226.42113,9700,0.070269085,-370.66058,35.11,0.031196116,[-0.559 -1.086 -0.777 -1.024  0.269],236.83646,0.93420774,13.547772,,1.0030794,66.93862,919.719379901886,100.0,1.091987,1.0010403,-108.0533831204957,1.6904075
98,-369.68768,-18.536888,0.26481038,100,1.0084525,2.784729e-06,93.365005,355376,100.0,204.59657,9800,0.07572855,-368.73438,37.8,0.05252815,[-0.558 -1.09  -0.779 -1.025  0.271],290.27057,0.8749524,13.859798,,1.0090225,45.19119,929.3091199398041,100.0,1.2264624,1.003092,-106.50144340384215,1.6910292
99,-373.1303,-17.724876,0.26109684,100,1.0104032,-7.2479247e-07,93.106155,359034,100.0,216.23259,9900,0.07335729,-371.6654,36.58,0.06941976,[-0.552 -1.093 -0.778 -1.03   0.272],410.5011,0.86372924,14.542816,,1.0137157,64.38339,937.9118158817291,100.0,1.266466,1.0053664,-107.79856136438225,1.6965723
100,-396.7787,-20.067436,0.27532652,100,1.0038887,5.607605e-06,93.75238,363154,100.0,186.01277,10000,0.08250662,-396.15848,41.2,0.048013296,[-0.554 -1.092 -0.775 -1.028  0.278],241.59225,0.9030409,13.974946,,1.0073835,46.666615,948.4688696861267,100.0,1.1361727,1.0024334,-108.10100366034972,1.6971903
101,-341.6763,-16.54049,0.26222867,100,1.0069581,-2.4414062e-06,93.10443,366859,100.0,215.22205,10100,0.07418499,-340.8396,37.05,0.044553332,[-0.553 -1.094 -0.779 -1.029  0.278],209.0714,0.8924361,11.293701,,1.009381,36.36792,957.9065191745758,100.0,1.1843743,1.0018641,-109.21549369014942,1.695935
102,-343.95935,-22.116074,0.2658769,100,1.0143471,-1.411438e-06,93.347855,370658,100.0,206.325,10200,0.076244034,-342.18585,37.99,0.08802425,[-0.559 -1.088 -0.777 -1.026  0.277],406.9694,0.8425996,14.28696,,1.016482,44.772278,967.2891087532043,100.0,1.3763711,1.0063707,-107.3635888637272,1.7031481
103,-334.04736,-15.799644,0.25412437,100,1.0099838,2.3269654e-06,92.73536,374110,100.0,233.63255,10300,0.06920299,-332.8124,34.52,0.06731967,[-0.568 -1.09  -0.78  -1.026  0.284],367.83618,0.8181046,12.250343,,1.012568,57.72317,976.3971378803253,100.0,1.2186822,1.0049086,-108.13192129931439,1.702153
104,-307.42264,-16.568909,0.25751546,100,1.0058023,3.8146972e-08,92.94891,377668,100.0,222.87357,10400,0.07128006,-306.7624,35.58,0.057456285,[-0.567 -1.094 -0.781 -1.024  0.283],232.82228,0.84287965,12.068125,,1.0071942,42.574905,985.8734295368195,100.0,1.1410141,1.0031291,-107.64918139321766,1.7028196
105,-346.2581,-15.374634,0.26230413,100,1.0081408,-1.5640259e-06,93.14587,381373,100.0,213.97713,10500,0.0742069,-345.27676,37.05,0.046648838,[-0.566 -1.097 -0.785 -1.026  0.284],270.93216,0.8442807,12.303874,,1.009777,37.825645,995.753586769104,100.0,1.2158802,1.0022838,-108.44794621285429,1.7012424
106,-353.20346,-16.365562,0.2572628,100,1.018529,-4.234314e-06,92.88865,384904,100.0,227.96387,10600,0.07091343,-350.74792,35.31,0.08553652,[-0.555 -1.097 -0.781 -1.026  0.282],340.0959,0.8261255,13.316468,,1.0230929,49.464413,1005.2287020683289,100.0,1.388941,1.0071336,-107.89619803845095,1.7099621
107,-317.7621,-15.478889,0.2583231,100,1.0042738,-3.0517577e-07,92.92018,388491,100.0,223.20097,10700,0.07181386,-317.2718,35.87,0.04549351,[-0.554 -1.092 -0.78  -1.026  0.291],210.22314,0.8850857,11.822051,,1.005811,41.926155,1014.636956691742,100.0,1.1463684,1.0022364,-109.04161474767047,1.7086102
108,-349.0345,-15.969505,0.26604673,100,1.0094858,4.4631956e-06,93.30167,392302,100.0,207.08835,10800,0.07642198,-347.7007,38.11,0.062264606,[-0.555 -1.09  -0.782 -1.026  0.29 ],254.72522,0.8558185,12.154902,,1.011173,35.854507,1023.1733601093292,100.0,1.2479104,1.0043793,-108.58199231373084,1.7148215
109,-328.6714,-15.590202,0.25473964,100,1.010708,-1.2588501e-06,92.69881,395771,100.0,234.27376,10900,0.06955211,-327.2648,34.69,0.07260501,[-0.558 -1.091 -0.783 -1.028  0.296],330.25732,0.86962295,12.052716,,1.0115881,40.90013,1032.950068950653,100.0,1.2679119,1.0044413,-109.29930009584638,1.7190292
110,-363.3835,-16.309807,0.25966576,100,1.0037804,-1.6784668e-06,93.0699,399401,100.0,216.65472,11000,0.07265172,-362.93994,36.3,0.041348685,[-0.563 -1.087 -0.785 -1.028  0.3  ],243.11841,0.89294624,12.304376,,1.0046109,51.44027,1041.7957615852356,100.0,1.1460557,1.0020092,-107.63120780997089,1.7210528
111,-335.9563,-17.01722,0.26214302,100,1.018117,-4.8065185e-06,93.07648,403079,100.0,218.3559,11100,0.07386438,-334.13293,36.78,0.10400867,[-0.568 -1.088 -0.785 -1.027  0.302],447.23965,0.82059205,10.422672,,1.0172489,35.56619,1051.3296847343445,100.0,1.3432237,1.0103223,-108.94312216960242,1.7249097
112,-333.5293,-16.93097,0.2609611,100,1.0126299,-2.0217894e-06,93.0873,406734,100.0,217.67133,11200,0.07328509,-332.11145,36.55,0.0779383,[-0.571 -1.088 -0.782 -1.024  0.306],388.18378,0.8585531,12.831645,,1.0149852,40.45842,1060.9452724456787,100.0,1.3706415,1.0044979,-108.0558379338559,1.7269111
113,-365.25494,-21.225014,0.26601577,100,1.0102594,4.0817263e-06,93.33569,410549,100.0,205.84853,11300,0.076451644,-364.18127,38.15,0.07714614,[-0.572 -1.078 -0.779 -1.02   0.308],395.22226,0.838311,13.337974,,1.012109,45.058918,1070.0547931194305,100.0,1.2477453,1.0054291,-108.04661409005519,1.7266375
114,-338.609,-16.48993,0.2600105,100,1.0107241,3.5858154e-06,93.02865,414174,100.0,219.83504,11400,0.072696105,-337.11652,36.25,0.066248775,[-0.576 -1.083 -0.78  -1.02   0.308],320.46637,0.8283763,13.614491,,1.0142614,39.30838,1079.213167667389,100.0,1.2607573,1.0049527,-108.2313274946771,1.7294691
115,-326.76562,-17.858734,0.26044303,100,1.0215936,-1.7929077e-06,93.03165,417795,100.0,221.78815,11500,0.07276882,-324.64417,36.21,0.110336326,[-0.576 -1.088 -0.783 -1.026  0.31 ],486.10788,0.77711254,12.718844,,1.0273739,36.802826,1088.4889895915985,100.0,1.3576288,1.0122546,-108.05781395595666,1.729566
116,-343.17114,-20.068733,0.2633988,100,1.0050763,-6.790161e-06,93.22056,421532,100.0,210.75874,11600,0.0748594,-342.41403,37.37,0.049011968,[-0.571 -1.092 -0.787 -1.033  0.311],331.10498,0.8540774,13.392981,,1.0088785,42.973335,1098.1954717636108,100.0,1.1367593,1.0023913,-107.98886570462413,1.7255673
117,-321.3884,-17.904396,0.26006898,100,1.004174,6.790161e-06,92.97905,425173,100.0,219.96611,11700,0.0728848,-320.9167,36.41,0.04282704,[-0.573 -1.089 -0.784 -1.032  0.307],180.61511,0.8723975,11.336772,,1.0041727,34.741333,1107.8571860790253,100.0,1.1733929,1.0016876,-109.61131303748411,1.7255108
118,-345.54852,-17.721832,0.25829712,100,1.0083528,-1.0681152e-06,93.00427,428754,100.0,220.6581,11800,0.071740314,-344.286,35.81,0.06441075,[-0.576 -1.092 -0.787 -1.031  0.306],310.31894,0.8279086,12.988692,,1.0109382,43.5026,1117.277881860733,100.0,1.2411828,1.0032704,-107.35337381581465,1.7294694
119,-329.10413,-15.383202,0.25641015,100,1.0040536,1.8692017e-06,92.820145,432283,100.0,227.47916,11900,0.07065762,-328.44305,35.29,0.03865749,[-0.584 -1.09  -0.789 -1.027  0.31 ],206.73701,0.865034,11.562259,,1.003955,38.647892,1127.1898775100708,100.0,1.1203861,1.0016171,-109.04347686491253,1.7324172
120,-354.19638,-17.378479,0.2599517,100,1.01353,-2.9754638e-06,92.999,435902,100.0,221.81523,12000,0.07261077,-351.91772,36.19,0.08424806,[-0.587 -1.093 -0.793 -1.026  0.313],365.97446,0.8209627,12.708824,,1.0162446,52.21535,1136.9075672626495,100.0,1.3403034,1.0066968,-108.58824976982496,1.7388941
121,-339.75702,-15.972054,0.26360866,100,1.0050278,-2.4414062e-06,93.25684,439651,100.0,208.47409,12100,0.07504886,-339.22983,37.49,0.040526904,[-0.596 -1.096 -0.796 -1.024  0.32 ],194.34619,0.92049,12.007458,,1.0067407,29.812828,1146.6044220924377,100.0,1.1151296,1.0019737,-107.655527663384,1.7396072
122,-306.75668,-14.969223,0.2571658,100,1.0195203,-2.4414062e-06,92.72423,443174,100.0,234.60611,12200,0.070802964,-304.01834,35.23,0.08401452,[-0.596 -1.09  -0.794 -1.024  0.321],449.80466,0.8013814,11.270325,,1.0210239,32.657345,1155.900003194809,100.0,1.3299268,1.0064836,-110.54808926511247,1.7431464
123,-303.37204,-14.621239,0.254072,100,1.0285773,3.0899048e-06,92.63219,446589,100.0,241.66275,12300,0.06879017,-299.98798,34.15,0.12965909,[-0.604 -1.101 -0.804 -1.026  0.324],759.96204,0.6671408,11.212102,,1.0305986,33.30993,1164.6978855133057,100.0,1.5360614,1.0141042,-108.73191481643731,1.7473624
124,-296.65585,-15.353676,0.25800404,100,1.0129834,-5.4931643e-06,92.84459,450152,100.0,227.60924,12400,0.071468025,-295.59592,35.63,0.06964108,[-0.599 -1.101 -0.802 -1.034  0.328],321.7354,0.8031957,10.175342,,1.0103893,32.118706,1173.1842014789581,100.0,1.298671,1.0040146,-109.68342601372615,1.746705
125,-338.96725,-16.344833,0.261471,100,1.0081737,-2.9754638e-06,93.03564,453820,100.0,219.03543,12500,0.07357109,-337.72385,36.68,0.06962247,[-0.586 -1.1   -0.795 -1.033  0.328],296.20856,0.8335913,10.267862,,1.0107169,39.955452,1181.990234375,100.0,1.2161943,1.0043931,-109.38837687786994,1.7493668
126,-370.00192,-17.84465,0.2643963,100,1.0161314,-1.14440915e-07,93.210144,457567,100.0,212.66165,12600,0.07525054,-367.72476,37.47,0.09644649,[-0.583 -1.095 -0.789 -1.03   0.33 ],498.13818,0.8478279,14.025952,,1.0222116,51.75919,1192.017318725586,100.0,1.3777648,1.0090392,-108.47282273273174,1.7539792
127,-334.52524,-16.41481,0.25866038,100,1.0067635,3.6239624e-06,92.961586,461152,100.0,222.97307,12700,0.071887515,-333.19473,35.85,0.05463929,[-0.586 -1.09  -0.785 -1.024  0.335],346.74396,0.8738769,13.170821,,1.0119933,44.26992,1200.9781031608582,100.0,1.1933857,1.0031679,-108.23872947187894,1.7538877
128,-335.01505,-16.455765,0.2600555,100,1.005587,-2.0217894e-06,93.05817,464784,100.0,218.03494,12800,0.07278077,-334.12958,36.32,0.054711007,[-0.583 -1.093 -0.781 -1.028  0.335],318.37646,0.8878286,12.071559,,1.0080411,50.34647,1210.4805767536163,100.0,1.2440273,1.0024418,-107.90459476788597,1.7558378
129,-353.75256,-18.159363,0.27084598,100,1.0253301,3.8146973e-07,93.52072,468708,100.0,203.05109,12900,0.07903801,-349.2412,39.24,0.10495553,[-0.584 -1.093 -0.779 -1.03   0.337],529.13605,0.77254003,13.217477,,1.0418762,37.317604,1219.0715155601501,100.0,1.3506019,1.0119655,-107.50351105176746,1.759403
130,-361.54865,-20.16069,0.2678176,100,1.008998,2.5939942e-06,93.43083,472581,100.0,201.22916,13000,0.07760594,-360.42285,38.73,0.07442446,[-0.591 -1.109 -0.787 -1.037  0.34 ],274.68658,0.85523194,12.868795,,1.0115006,39.91669,1228.4556818008423,100.0,1.3020911,1.0043156,-107.84718611390127,1.7636718
131,-338.13855,-16.283699,0.26028046,100,1.0055318,1.2588501e-06,93.01822,476224,100.0,219.32707,13100,0.07296708,-337.18314,36.43,0.046021737,[-0.596 -1.106 -0.785 -1.034  0.345],249.13765,0.8940297,11.186247,,1.0085591,34.39418,1237.9818632602692,100.0,1.1679063,1.0020345,-108.96347762937677,1.7627817
132,-302.73453,-15.317398,0.2562102,100,1.0103562,-1.9454956e-06,92.808975,479738,100.0,229.10312,13200,0.07044099,-301.61227,35.14,0.06397297,[-0.59  -1.1   -0.779 -1.032  0.344],290.39566,0.8420851,11.042107,,1.0094099,36.57863,1247.1451575756073,100.0,1.2183317,1.0035619,-108.77677493377219,1.7668744
133,-316.4585,-14.471001,0.25914624,100,1.0050049,4.7302246e-06,92.96945,483349,100.0,221.06721,13300,0.072303206,-315.9201,36.11,0.045461927,[-0.594 -1.105 -0.784 -1.03   0.348],221.0646,0.86792386,11.814404,,1.0069224,43.075863,1256.5247867107391,100.0,1.1384518,1.0026606,-108.88172383857719,1.7656261
134,-322.17407,-16.043129,0.2601474,100,1.0017422,-2.5177003e-06,93.04935,486996,100.0,216.85408,13400,0.07297381,-321.9433,36.47,0.030117514,[-0.597 -1.103 -0.783 -1.026  0.347],183.78935,0.9153717,11.398746,,1.002812,28.138222,1266.2400982379913,100.0,1.0870372,1.0010581,-108.5123189909408,1.7655355
135,-402.9845,-21.357498,0.27351105,100,1.0121557,3.4332277e-07,93.61047,491041,100.0,193.25148,13500,0.081143156,-401.44864,40.45,0.09336691,[-0.597 -1.103 -0.782 -1.025  0.346],467.03055,0.8534243,12.99269,,1.0146098,65.2972,1275.6602139472961,100.0,1.625877,1.0050485,-109.0031204329862,1.7721732
136,-360.59818,-18.799591,0.2698308,100,1.0137925,1.335144e-06,93.41612,494963,100.0,202.24094,13600,0.078723,-358.83038,39.22,0.09584929,[-0.599 -1.107 -0.783 -1.027  0.353],447.4356,0.86551833,12.633444,,1.0184296,40.642,1285.2779822349548,100.0,1.3495157,1.0057429,-109.50019435559626,1.7779818
137,-324.66388,-17.07785,0.26143736,100,1.0102293,5.302429e-06,93.08111,498635,100.0,216.84172,13700,0.07360006,-323.5476,36.72,0.07868838,[-0.605 -1.112 -0.785 -1.031  0.359],443.31085,0.80241346,12.540213,,1.0108477,34.82646,1294.7342672348022,100.0,1.2346666,1.0056936,-108.67118656234977,1.7780492
138,-357.2661,-16.904083,0.2638495,100,1.0161335,1.6021728e-06,93.20013,502369,100.0,212.35675,13800,0.07495816,-355.7251,37.34,0.1019869,[-0.609 -1.117 -0.785 -1.032  0.359],544.56525,0.78436935,13.938453,,1.0150704,64.11442,1304.304326057434,100.0,1.4719121,1.0088503,-108.28438275021165,1.7813395
139,-354.9051,-17.167885,0.26103246,100,1.0019569,-8.239746e-06,93.12945,506042,100.0,213.33015,13900,0.07350042,-354.5751,36.73,0.027099628,[-0.61  -1.117 -0.781 -1.028  0.363],216.29646,0.94811404,13.507821,,1.0013717,49.744167,1313.549681186676,100.0,1.0814561,1.000924,-107.81274345159981,1.7834727
140,-335.02493,-16.143196,0.26703417,100,1.0264745,-1.1444092e-06,93.3291,509863,100.0,208.29099,14000,0.076813884,-332.33368,38.21,0.1290881,[-0.609 -1.119 -0.781 -1.029  0.365],577.9753,0.77607715,12.125636,,1.0279478,38.07127,1322.5368254184723,100.0,1.4707761,1.0130556,-108.34362471496414,1.7896993
141,-375.0511,-16.93312,0.2671959,100,1.0109003,2.1743774e-06,93.33307,513703,100.0,206.19603,14100,0.077063955,-373.30286,38.4,0.07723526,[-0.619 -1.126 -0.785 -1.027  0.371],457.6973,0.8380597,12.476112,,1.0160649,52.62932,1331.8611013889313,100.0,1.3151867,1.0054764,-108.80512435989509,1.7956091
142,-316.7599,-16.082512,0.25980207,100,1.0146297,-3.2424928e-06,93.00139,517311,100.0,222.10143,14200,0.07245251,-314.62604,36.08,0.08818168,[-0.618 -1.126 -0.781 -1.027  0.377],392.2372,0.83642787,12.39899,,1.0192138,34.232147,1341.3398396968842,100.0,1.3291347,1.007473,-108.21570033817909,1.8027354
143,-346.92456,-14.800186,0.259283,100,1.0078543,4.577637e-06,92.958374,520918,100.0,221.81386,14300,0.072297685,-345.78284,36.07,0.059243686,[-0.614 -1.118 -0.777 -1.026  0.384],255.60468,0.89630693,12.006995,,1.0096232,52.828217,1350.8311479091644,100.0,1.2757149,1.0032713,-108.96416606107614,1.8088802
144,-305.65198,-15.089256,0.25826967,100,1.0153002,,92.92692,524485,100.0,225.1444,14400,0.071581766,-304.13406,35.67,0.08631749,[-0.617 -1.12  -0.78  -1.026  0.39 ],414.60522,0.77850854,11.616487,,1.0164659,30.628712,1360.2770986557007,100.0,1.4286511,1.0061884,-108.32497784361212,1.8086612
145,-300.01108,-15.55378,0.26399645,100,1.0278091,-1.1825562e-06,93.19107,528214,100.0,217.99785,14500,0.07494438,-296.96942,37.29,0.13560756,[-0.62  -1.112 -0.776 -1.018  0.39 ],575.6565,0.71703285,9.684503,,1.0288781,24.679638,1369.9023509025574,100.0,1.6440439,1.0136014,-109.88170933289456,1.8145369
146,-321.46777,-15.463692,0.2635232,100,1.0180495,-6.8664554e-07,93.07628,531931,100.0,217.95866,14600,0.0746791,-319.10623,37.17,0.102842666,[-0.636 -1.109 -0.777 -1.01   0.396],444.19138,0.79487425,10.721382,,1.0197687,34.75576,1379.1373364925385,100.0,1.5031934,1.0099713,-110.09486553236476,1.8225961
147,-341.2573,-14.824997,0.26027966,100,1.0085661,5.722046e-06,92.963295,535568,100.0,221.54381,14700,0.072900936,-339.96875,36.37,0.058865245,[-0.63  -1.109 -0.777 -1.014  0.404],280.74524,0.8792749,11.63634,,1.0095187,46.93069,1388.266433954239,100.0,1.2710607,1.0040056,-109.77929340149647,1.8280385
148,-279.362,-15.900307,0.2548257,100,1.0161425,1.9836425e-06,92.70171,539034,100.0,234.60017,14800,0.06954857,-278.09192,34.66,0.105533265,[-0.63  -1.105 -0.778 -1.013  0.409],512.2379,0.7830561,10.296106,,1.0120621,26.504402,1397.13769197464,100.0,1.3545327,1.0090824,-109.15011036530046,1.829364
149,-350.09943,-16.536148,0.2701834,100,1.0050048,4.9209593e-06,93.50795,542986,100.0,197.1506,14900,0.07915355,-349.4106,39.52,0.04048707,[-0.632 -1.107 -0.776 -1.009  0.41 ],268.37537,0.89060503,12.713656,,1.0091549,43.45472,1405.9296438694,100.0,1.1577046,1.0020559,-108.52320398596399,1.8268679
150,-322.50638,-15.966499,0.26141492,100,1.0094738,6.4849854e-07,93.107544,546661,100.0,215.9622,15000,0.073627524,-321.28445,36.75,0.04224861,[-0.628 -1.108 -0.773 -1.012  0.408],261.4848,0.86577016,12.557047,,1.0095214,33.46664,1414.9206759929657,100.0,1.1758854,1.0023984,-108.27386063849313,1.8291683
151,-360.43472,-17.742043,0.27334875,100,1.0137371,1.335144e-06,93.57846,550690,100.0,195.19998,15100,0.08092044,-358.52478,40.29,0.09913834,[-0.636 -1.104 -0.772 -1.013  0.41 ],573.613,0.84145916,12.971149,,1.0176771,42.44519,1425.3279955387115,100.0,1.4136797,1.0071783,-109.2189976969455,1.83657
152,-351.50165,-16.290672,0.2695922,100,1.0380993,-4.196167e-07,93.405495,554548,100.0,208.89069,15200,0.07795361,-346.5642,38.58,0.17804772,[-0.639 -1.107 -0.777 -1.016  0.418],1228.3615,0.7920336,13.65446,,1.0502069,38.72326,1435.0269041061401,100.0,1.9556437,1.0193933,-107.92035154117417,1.848304
153,-345.2307,-18.155182,0.26785263,100,1.0030149,1.9836425e-06,93.40175,558432,100.0,200.8387,15300,0.07773379,-344.78107,38.84,0.0340614,[-0.65  -1.115 -0.781 -1.017  0.429],165.08699,0.90130556,12.233645,,1.003262,35.807297,1444.0739376544952,100.0,1.09847,1.001102,-108.71805083615425,1.851302
154,-346.54858,-16.804817,0.26975262,100,1.011832,-4.8446655e-06,93.437225,562352,100.0,201.77211,15400,0.07867579,-344.5633,39.2,0.08018786,[-0.655 -1.113 -0.781 -1.017  0.432],392.35443,0.8270055,11.685448,,1.0168629,36.12315,1454.2797901630402,100.0,1.347386,1.0055603,-109.03037254413498,1.8575029
155,-340.91986,-16.88134,0.26663008,100,1.012483,1.7929077e-06,93.23287,566173,100.0,210.06613,15500,0.07669548,-339.02283,38.21,0.07380346,[-0.663 -1.117 -0.785 -1.02   0.439],316.6106,0.75861347,11.807086,,1.0185957,41.838383,1464.0984687805176,100.0,1.2937623,1.0059538,-110.18119611397852,1.8645153
156,-344.2423,-16.700172,0.26733646,100,1.0163511,4.959106e-07,93.29644,570010,100.0,208.63261,15600,0.07707165,-341.6743,38.37,0.087285876,[-0.662 -1.112 -0.781 -1.021  0.446],385.60986,0.85090756,11.36927,,1.0229088,40.48165,1473.638398885727,100.0,1.370647,1.0081202,-109.42395199437982,1.8729618
157,-326.0648,-16.725754,0.26973578,100,1.0085251,6.752014e-06,93.46433,573940,100.0,199.28078,15700,0.07878377,-324.95978,39.3,0.05620552,[-0.669 -1.107 -0.78  -1.016  0.454],261.40887,0.88816416,12.270284,,1.009304,40.582565,1483.0106501579285,100.0,1.2203013,1.0036165,-108.77811894424057,1.8759938
158,-300.88782,-16.362282,0.25938135,100,1.010866,-1.2969971e-06,92.96595,577545,100.0,223.03929,15800,0.072303966,-299.5874,36.05,0.075835295,[-0.672 -1.115 -0.786 -1.017  0.457],323.96158,0.709635,11.342785,,1.0151654,31.466862,1492.5964903831482,100.0,1.25652,1.0063132,-108.76855141111062,1.8729775
159,-329.01166,-16.331451,0.272607,100,1.0124717,-1.335144e-06,93.521454,581554,100.0,197.00824,15900,0.08048648,-327.41022,40.09,0.09281251,[-0.673 -1.113 -0.783 -1.011  0.454],393.5642,0.79568046,11.517585,,1.013947,37.132465,1502.8908941745758,100.0,1.4400561,1.0067253,-109.82100268965885,1.8807945
