EpisodesSoFar,InitialReturnMean,EmpiricalD2,MaxIW,J_sample_variance,ReturnStepMax,MeanEntropy,Weights,InitialReturnMax,MeanIW,EpLenMean,EpThisIter,MaxD2w0t,Iteration,ReturnMeanIW,EpRewMean,MinIW,InitialReturnMin,MeanD2w0t,Bound,TimeElapsed,StdIW,InitialBound,ReturnStepMaxmin,InitialReturnStd,TimestepsSoFar,StdD2w0t,MinD2w0t
32200,7.5340273e-07,1.0011073,1.0876253,187.85231,100.0,1.0581127,[-0.624 -0.658 -0.251 -0.379 -0.361],32.627598,0.9981989,373.28,100,1.001555,322,-3.8014812,-81.97662541996243,0.9115951,-37.625145,0.7470344,-103.65147,14643.890816450119,0.023808647,-103.6578,98.560776,13.626288,10653722,0.43525884,
32300,3.8146972e-08,1.0520207,2.0267322,136.24469,100.0,1.0589681,[-0.624 -0.658 -0.251 -0.38  -0.361],21.984966,1.0172558,423.43,100,1.0702186,323,-3.6830087,-72.2240342351935,0.5499749,-33.565754,0.8703269,-103.776505,14696.733204126358,0.15906078,-104.09065,98.65886,11.033031,10696065,0.3704792,
32400,9.918213e-07,1.0187196,1.4994495,157.22536,100.0,1.0557867,[-0.625 -0.655 -0.251 -0.38  -0.36 ],28.884104,1.0049646,401.19,100,1.0245932,324,-5.0064087,-68.93008393520873,0.6826285,-38.760086,0.8103691,-104.94777,14748.483313798904,0.10312072,-105.09117,98.65637,12.771787,10736184,0.40220854,
32500,-1.5449524e-06,1.0079485,1.2489253,183.11739,100.0,1.0532588,[-0.626 -0.653 -0.25  -0.379 -0.363],32.70225,1.0023183,379.37,100,1.0110748,325,-4.853979,-73.27799628247509,0.75774205,-43.845352,0.7620773,-104.74644,14797.389371395111,0.06300443,-104.852455,98.61369,13.716737,10774121,0.4297362,
32600,-1.1062622e-06,1.0236919,1.4816775,244.31424,100.0,1.0537466,[-0.624 -0.654 -0.25  -0.38  -0.366],31.806658,1.0065422,354.56,100,1.0361484,326,0.34283555,-83.00603951875254,0.6104243,-53.56706,0.7188702,-99.64876,14843.295945167542,0.11809489,-99.78665,98.531784,14.978855,10809577,0.46047992,
32700,-2.2888185e-06,1.0086728,1.37143,202.45715,100.0,1.0541636,[-0.624 -0.653 -0.25  -0.381 -0.365],30.05849,1.0053805,349.01,100,1.014167,327,-1.9612112,-78.30191872444917,0.7726955,-42.2752,0.70152515,-101.85937,14887.768348693848,0.07416748,-101.91578,98.551285,14.076212,10844478,0.46143404,
32800,-1.335144e-06,1.018133,1.5094392,257.226,100.0,1.0504429,[-0.624 -0.653 -0.251 -0.381 -0.365],26.344364,1.0054365,369.1,100,1.0272782,328,-5.9085183,-71.88177244059084,0.5841142,-45.090935,0.74581695,-105.85238,14934.681370258331,0.10466003,-106.001564,98.610504,16.206802,10881388,0.4441898,
32900,1.4495849e-06,1.0030718,1.1657188,146.41127,100.0,1.0502931,[-0.625 -0.653 -0.251 -0.38  -0.368],18.001976,1.0056622,391.51,100,1.0042813,329,-4.933034,-72.72364527821824,0.85244924,-39.816353,0.7843881,-104.79371,14985.250372886658,0.04440378,-104.81771,98.628494,12.190382,10920539,0.41290742,
33000,-1.001358e-06,1.0175127,1.4092791,158.95691,100.0,1.046906,[-0.626 -0.653 -0.251 -0.38  -0.369],26.108679,0.9936817,372.06,100,1.0253552,330,-0.10127641,-83.9765236525248,0.7117058,-44.175453,0.75125283,-100.04936,15032.129282712936,0.09798968,-100.21238,98.548584,12.816008,10957745,0.44057173,
33100,-1.335144e-06,1.0078443,1.287307,201.21156,100.0,1.045446,[-0.625 -0.654 -0.252 -0.38  -0.372],27.155067,0.99476063,388.61,100,1.010303,331,-4.4331694,-72.88140901197461,0.7254647,-43.53637,0.7805711,-104.32099,15081.344991207123,0.06608598,-104.37428,98.62491,14.174009,10996606,0.4179162,
33200,2.155304e-06,1.0083197,1.3036947,180.38394,100.0,1.0462642,[-0.625 -0.653 -0.252 -0.381 -0.373],32.53928,0.98931164,370.66,100,1.0122672,332,-4.7014484,-72.83602218220187,0.7713881,-31.231861,0.7449044,-104.6014,15128.01870727539,0.07372004,-104.683464,98.606995,13.257769,11033672,0.44003576,
33300,1.5258789e-07,1.0256047,1.6352746,192.67574,100.0,1.0462338,[-0.626 -0.655 -0.253 -0.382 -0.373],31.444931,1.0048316,364.21,100,1.0371026,333,-0.29662243,-82.52813272974022,0.46972194,-45.854183,0.7388942,-100.294785,15175.218711137772,0.12113455,-100.439735,98.546814,13.081855,11070093,0.45124882,
33400,-1.0490418e-06,1.0229897,1.4885235,199.87401,100.0,1.046394,[-0.626 -0.654 -0.253 -0.383 -0.373],20.998692,0.9986287,362.73,100,1.0393561,334,-2.7711968,-79.33889279222254,0.6182679,-39.485725,0.7340985,-102.718994,15220.837900876999,0.11275074,-102.84806,98.562546,14.15459,11106366,0.45165813,
33500,1.3542175e-06,1.0092533,1.2703338,227.57953,100.0,1.0433056,[-0.627 -0.65  -0.252 -0.381 -0.373],27.901749,1.0027654,356.62,100,1.0131929,335,-2.1421692,-83.36273589936036,0.7783714,-35.637615,0.7171169,-102.04869,15266.74690747261,0.070535235,-102.15215,98.532486,15.039643,11142028,0.4547212,
33600,8.201599e-07,1.0177187,1.4094515,203.3736,100.0,1.0429995,[-0.627 -0.651 -0.252 -0.381 -0.376],23.696846,1.0062052,343.89,100,1.0295514,336,0.2009631,-88.87068228573582,0.67824316,-44.76867,0.6951117,-99.75693,15309.655900001526,0.08892633,-99.88088,98.48314,14.299441,11176417,0.46837547,
33700,-6.294251e-07,1.0048854,1.2595764,199.37674,100.0,1.0433415,[-0.627 -0.651 -0.253 -0.38  -0.376],32.648487,1.0042561,395.57,100,1.0067507,337,-3.8635716,-73.1850064161861,0.80622953,-46.50509,0.79319876,-103.73554,15357.921561717987,0.055423662,-103.775536,98.629974,13.906393,11215974,0.40755242,
33800,-3.0517577e-07,1.0044532,1.2041377,167.35486,100.0,1.0428226,[-0.628 -0.652 -0.254 -0.381 -0.376],32.41835,1.0016375,381.36,100,1.0067173,338,-3.573912,-71.18593835219964,0.821342,-43.77374,0.7645857,-103.43854,15404.74111700058,0.046870332,-103.47719,98.62668,12.723055,11254110,0.42646012,
33900,4.196167e-07,1.0130638,1.4378052,145.29597,100.0,1.0410137,[-0.629 -0.651 -0.254 -0.38  -0.376],23.065575,0.99857306,340.94,100,1.0222304,339,-0.52517265,-80.56424150292392,0.7242969,-32.161697,0.6867622,-100.44026,15447.767020702362,0.09544928,-100.51118,98.527405,12.196303,11288204,0.46910283,
34000,1.7929077e-06,1.0201668,1.5659598,189.43317,100.0,1.0430071,[-0.632 -0.652 -0.255 -0.38  -0.378],24.2869,1.0017997,386.51,100,1.0360764,340,-3.366013,-70.2526728119404,0.6574958,-45.9274,0.7808375,-103.31675,15495.683495998383,0.11425386,-103.54538,98.636475,13.767471,11326855,0.4231567,
34100,-9.536743e-08,1.0161619,1.6839404,195.7001,100.0,1.0468756,[-0.626 -0.653 -0.253 -0.382 -0.376],24.397053,1.0168304,388.57,100,1.0217466,341,-2.0221894,-74.80858994915869,0.74255717,-47.512737,0.7843236,-101.97581,15544.113733291626,0.10491485,-102.16414,98.61496,13.728359,11365712,0.42004374,
34200,3.6239624e-07,1.0050397,1.206703,166.27618,100.0,1.0450677,[-0.627 -0.651 -0.253 -0.381 -0.372],30.46938,1.0017877,372.04,100,1.0073642,342,-2.2697742,-77.70314062438432,0.816451,-45.529366,0.74619454,-102.14159,15591.269040107727,0.051276255,-102.195724,98.58229,13.018287,11402916,0.43762058,
34300,2.0980835e-06,1.0028726,1.1863377,173.72198,100.0,1.04496,[-0.627 -0.651 -0.254 -0.381 -0.374],23.552767,0.99996144,364.08,100,1.0046123,343,-4.6066585,-72.27552047161628,0.8267104,-40.495872,0.72940034,-104.467804,15636.355290174484,0.038827978,-104.4853,98.60297,13.148634,11439324,0.44566655,
34400,2.7465821e-06,1.0174578,1.5131881,167.70642,100.0,1.0416265,[-0.626 -0.651 -0.254 -0.38  -0.374],23.566635,1.0260594,362.8,100,1.0257311,344,-3.235447,-80.74610581902498,0.70228547,-38.328743,0.73279923,-103.18564,15680.694393873215,0.10183885,-103.329735,98.55487,12.98995,11475604,0.45067328,
34500,1.6975403e-06,1.015372,1.3968681,196.45499,100.0,1.039433,[-0.627 -0.654 -0.255 -0.382 -0.377],27.447748,0.98773825,356.23,100,1.0241659,345,-3.6244934,-74.943937207153,0.7314663,-38.60618,0.71899563,-103.55423,15725.505338907242,0.08578433,-103.66604,98.57924,13.883752,11511227,0.45680472,
34600,1.5830993e-06,1.007682,1.3487407,193.06863,100.0,1.0382382,[-0.629 -0.653 -0.255 -0.382 -0.38 ],29.575775,1.0005827,364.04,100,1.0113355,346,-4.000254,-77.30208740526814,0.7960308,-43.272377,0.73119813,-103.88972,15770.38610625267,0.07209422,-103.96073,98.57532,14.207922,11547631,0.44686368,
34700,1.0681152e-06,1.0037822,1.1709151,208.3492,100.0,1.0375595,[-0.629 -0.653 -0.255 -0.381 -0.381],28.046183,0.99884385,369.21,100,1.0053461,347,-1.9621631,-78.93879441298341,0.84144,-50.161606,0.739992,-101.828636,15815.923101186752,0.047191992,-101.86993,98.57239,14.230296,11584552,0.4404356,
34800,2.5749208e-07,1.0035686,1.1855644,183.71242,100.0,1.036957,[-0.628 -0.653 -0.255 -0.382 -0.381],25.304909,1.0027397,372.97,100,1.0061316,348,-1.3028593,-78.23712383302473,0.86073756,-48.266994,0.7474763,-101.17121,15861.708403587341,0.04427294,-101.2147,98.58046,13.510943,11621849,0.4362295,
34900,1.1825562e-06,1.001082,1.1054841,127.54341,100.0,1.0369859,[-0.627 -0.651 -0.254 -0.381 -0.382],22.79482,0.9997192,400.66,100,1.0014712,349,-3.743728,-71.36946155956646,0.92936784,-37.18769,0.8017844,-103.59333,15911.387249946594,0.022744924,-103.599945,98.64374,11.290939,11661915,0.3992421,
35000,-5.722046e-07,1.0092387,1.4336069,221.03636,100.0,1.0371002,[-0.627 -0.651 -0.253 -0.381 -0.382],26.940258,0.99072534,354.62,100,1.0153104,350,-2.801332,-74.80403624456768,0.74227273,-42.094864,0.7128861,-102.68887,15954.633315563202,0.07629401,-102.7823,98.57811,15.120637,11697377,0.45645332,
35100,-3.4332277e-07,1.0129375,1.257618,153.16708,100.0,1.0351485,[-0.625 -0.653 -0.253 -0.382 -0.382],20.081163,1.0043135,383.37,100,1.0184299,351,-3.4156802,-74.77844154059311,0.7327045,-43.90795,0.7723397,-103.33229,16002.495059251785,0.07359607,-103.44195,98.60989,12.265094,11735714,0.42601633,
35200,-7.6293944e-08,1.0152527,1.3535365,215.28638,100.0,1.0340327,[-0.624 -0.653 -0.254 -0.381 -0.384],25.339006,0.98965967,375.55,100,1.023761,352,-6.06492,-74.21002384986747,0.67220867,-40.443092,0.75773126,-105.99609,16048.623823404312,0.08484331,-106.09864,98.6048,15.0081005,11773269,0.4362213,
35300,7.4386594e-07,1.0070279,1.2441151,137.86752,100.0,1.0317693,[-0.626 -0.656 -0.254 -0.382 -0.385],23.055847,1.008228,393.08,100,1.0097368,353,-3.7119358,-77.14329009585788,0.7411797,-34.312447,0.78922564,-103.594376,16097.061913967133,0.06171514,-103.66737,98.6075,11.648905,11812577,0.41161862,
35400,7.8201293e-07,1.0223366,1.7135874,250.94969,100.0,1.0264044,[-0.626 -0.655 -0.254 -0.382 -0.387],32.543304,1.0161052,350.95,100,1.0328302,354,-0.2629907,-79.61862068185934,0.70045626,-44.279144,0.71121794,-100.25674,16140.697485208511,0.123446934,-100.49392,98.546265,15.711309,11847672,0.46356326,
35500,-7.2479247e-07,1.0071777,1.2293144,146.38374,100.0,1.0242872,[-0.627 -0.654 -0.254 -0.382 -0.392],26.342264,0.9973475,418.11,100,1.0088745,355,-4.971704,-69.51349488052936,0.7612239,-50.835705,0.83944345,-104.85464,16192.690426826477,0.065507494,-104.93167,98.66748,12.013123,11889483,0.37150726,
35600,4.7683716e-07,1.0144403,1.4486914,144.39398,100.0,1.0237787,[-0.626 -0.654 -0.254 -0.382 -0.395],20.933527,0.9993427,383.11,100,1.0248003,356,-4.784765,-71.04448259447948,0.6653056,-41.936153,0.77196985,-104.68442,16240.209754943848,0.085511215,-104.80357,98.62912,11.885818,11927794,0.42643902,
35700,-1.5258789e-06,1.0231223,1.574144,134.87909,100.0,1.0219426,[-0.629 -0.652 -0.253 -0.381 -0.395],27.367382,0.9994697,395.06,100,1.032275,357,-3.8042614,-75.93748131143306,0.6815046,-37.768024,0.79974234,-103.776146,16289.435091733932,0.118435614,-103.97136,98.61557,11.899194,11967300,0.4122438,
35800,1.4686584e-06,1.0253096,1.5522796,150.59528,100.0,1.0190436,[-0.63  -0.648 -0.253 -0.378 -0.397],29.227314,1.0031223,367.0,100,1.0373197,358,-1.1734548,-80.64827241895577,0.7260137,-31.575754,0.74399024,-101.14171,16335.639367818832,0.102566436,-101.31939,98.5605,12.308235,12004000,0.44795316,
35900,-7.6293944e-08,1.0034748,1.1516659,184.8326,100.0,1.0179484,[-0.626 -0.648 -0.253 -0.379 -0.4  ],30.235006,1.0026083,348.11,100,1.0052958,359,-0.43442643,-82.49655373645811,0.8594805,-35.2703,0.6975859,-100.29935,16379.651356458664,0.04527282,-100.348366,98.52603,13.47302,12038811,0.46078998,
36000,-1.2397766e-06,1.0161476,1.3418896,142.8189,100.0,1.0179387,[-0.626 -0.647 -0.253 -0.379 -0.401],24.010643,1.0122674,373.33,100,1.0232439,360,-0.07135736,-81.12887027596699,0.74826896,-39.08105,0.7535792,-100.01047,16425.6078248024,0.087763794,-100.102104,98.565384,11.491945,12076144,0.43898532,
36100,3.1471254e-07,1.0080816,1.2135372,179.94951,100.0,1.0175703,[-0.626 -0.647 -0.253 -0.38  -0.401],37.519238,0.9963673,370.13,100,1.0131758,361,-5.6392493,-71.36301260206933,0.7678163,-47.413795,0.7436355,-105.5267,16470.71197772026,0.06933142,-105.5734,98.614395,13.442946,12113157,0.44049692,
36200,4.5776366e-07,1.0080867,1.2706695,192.18623,100.0,1.0159651,[-0.627 -0.647 -0.252 -0.38  -0.401],35.487564,0.99178857,379.75,100,1.0137419,362,-4.5884156,-72.92468004616205,0.76278895,-42.710915,0.7629294,-104.49899,16517.548152446747,0.065501705,-104.618706,98.61594,14.232008,12151132,0.42931935,
36300,8.5830686e-07,1.0106438,1.3455942,155.92421,100.0,1.0135436,[-0.631 -0.646 -0.254 -0.379 -0.403],21.57554,1.0086658,364.94,100,1.015166,363,-4.2034526,-77.90413667470463,0.80744416,-31.467512,0.73437315,-104.113655,16563.32146668434,0.07759549,-104.208496,98.57306,12.695618,12187626,0.44676983,
36400,-2.3651123e-06,1.0010957,1.1001921,180.5481,100.0,1.0125471,[-0.631 -0.647 -0.253 -0.378 -0.405],20.325552,0.9981972,365.36,100,1.0015792,364,-3.2570963,-78.82709769560451,0.89983284,-44.19497,0.7311903,-103.1075,16608.134423732758,0.02726533,-103.12446,98.5685,13.436817,12224162,0.44387653,
36500,-1.5640259e-06,1.0082027,1.2278149,216.31006,100.0,1.0117186,[-0.631 -0.647 -0.253 -0.378 -0.406],23.334951,1.0006309,371.64,100,1.0118036,365,-3.8953176,-70.78105814207416,0.7608425,-48.949947,0.74660516,-103.78478,16654.36483192444,0.065611444,-103.83758,98.619095,14.659775,12261326,0.43878677,
36600,2.670288e-07,1.0025814,1.1149242,196.88564,100.0,1.0108689,[-0.63  -0.647 -0.254 -0.379 -0.407],29.106731,0.9988628,370.83,100,1.0039346,366,-3.375472,-76.43944176148537,0.8805876,-43.25595,0.7426921,-103.23183,16700.09630203247,0.034037273,-103.265854,98.58774,14.035253,12298409,0.43833256,
36700,1.7547608e-06,1.0110506,1.525059,235.72995,100.0,1.010898,[-0.63  -0.648 -0.254 -0.379 -0.408],31.638939,1.0079565,373.07,100,1.0163673,367,-3.112065,-76.2217618679853,0.6864563,-44.228916,0.75102127,-103.019356,16746.84047603607,0.087618284,-103.08244,98.591385,15.021684,12335716,0.4380839,
36800,1.5258789e-07,1.0032678,1.1777713,158.20842,100.0,1.0115979,[-0.631 -0.648 -0.254 -0.38  -0.408],21.997484,1.0018852,390.26,100,1.0045015,368,-2.0090537,-74.1300879308744,0.86594224,-51.146523,0.78186893,-101.87056,16794.47231578827,0.043173976,-101.894394,98.6201,12.689686,12374742,0.4146129,
36900,3.0899048e-06,1.0097346,1.2634308,255.56842,100.0,1.0100974,[-0.631 -0.648 -0.254 -0.38  -0.407],25.309296,1.0013947,362.62,100,1.0152647,369,-1.5476155,-82.87745009241966,0.7136545,-48.3459,0.7294123,-101.460686,16839.26142501831,0.06899689,-101.57101,98.54289,16.023851,12411004,0.44896942,
37000,-1.0490418e-06,1.0010333,1.110661,176.73808,100.0,1.010135,[-0.632 -0.651 -0.254 -0.381 -0.409],25.272297,1.0011941,373.93,100,1.0015923,370,-1.7577598,-79.43419141225012,0.910652,-39.355698,0.7482973,-101.60723,16886.059306144714,0.023070028,-101.61318,98.575134,13.206187,12448397,0.43449417,
37100,-1.1444092e-06,1.0035796,1.2592504,135.186,100.0,1.0098845,[-0.632 -0.651 -0.255 -0.381 -0.409],17.88943,1.0101407,389.26,100,1.0048759,371,-5.1096697,-72.77682837130453,0.76524305,-48.589867,0.78008085,-104.973366,16933.772015094757,0.04657581,-105.001434,98.62608,11.67543,12487323,0.41607603,
37200,-3.2424927e-07,1.0414741,1.6122657,166.70587,100.0,1.0084277,[-0.633 -0.651 -0.255 -0.381 -0.409],26.484535,0.9886375,397.48,100,1.061315,372,-4.198631,-70.78903829832944,0.5127833,-44.637135,0.8117288,-104.23938,16982.43434715271,0.15302874,-104.52315,98.643814,13.14112,12527071,0.4124403,
37300,-1.8692017e-06,1.0175267,1.5734229,255.27736,100.0,1.007805,[-0.628 -0.651 -0.254 -0.383 -0.41 ],27.37246,1.0048369,386.54,100,1.0273544,373,-1.3119212,-78.70852405778751,0.72722614,-54.721565,0.78083366,-101.26561,17031.066160678864,0.09635131,-101.42485,98.59276,15.432694,12565725,0.42307884,
37400,-2.0980835e-06,1.0007054,1.0693737,181.35492,100.0,1.0077822,[-0.628 -0.648 -0.254 -0.382 -0.411],24.762014,0.99911875,377.39,100,1.0009657,374,-4.6821866,-70.16288238387202,0.92439824,-45.29914,0.7550733,-104.52978,17077.809705257416,0.020903608,-104.53413,98.628174,13.32666,12603464,0.43038583,
37500,1.964569e-06,1.0215992,1.5504339,167.167,100.0,1.0077802,[-0.628 -0.648 -0.254 -0.382 -0.411],28.422106,0.9930561,366.39,100,1.0341706,375,-2.9177034,-75.19751420538962,0.6773206,-39.79788,0.741435,-102.86018,17122.66308093071,0.10712557,-103.008896,98.58952,13.046781,12640103,0.44779578,
37600,-1.3732911e-06,1.0220196,1.5577841,170.10587,100.0,1.004397,[-0.624 -0.648 -0.254 -0.382 -0.411],21.835451,1.010172,368.63,100,1.0325418,376,-2.5675337,-76.76038027014899,0.6728765,-44.111946,0.746872,-102.564995,17168.82983660698,0.1191684,-102.75568,98.58354,12.959077,12676966,0.44592088,
37700,-6.67572e-07,1.0118066,1.4711676,179.12616,100.0,1.001615,[-0.624 -0.648 -0.253 -0.383 -0.415],30.755524,1.0063376,391.16,100,1.0159092,377,-3.6908276,-72.7242244570952,0.73647416,-42.32972,0.7875711,-103.61123,17217.31684112549,0.08580506,-103.70324,98.62816,13.527446,12716082,0.41545165,
37800,1.5258789e-07,1.0020075,1.128389,206.70332,100.0,1.0005201,[-0.623 -0.647 -0.252 -0.382 -0.417],22.890558,1.0021735,370.61,100,1.0029207,378,-2.6251159,-77.89586859430922,0.88563263,-50.169235,0.7420665,-102.479645,17263.593485355377,0.032575138,-102.511345,98.579636,14.355186,12753143,0.43846458,
37900,1.6403199e-06,1.0086176,1.4086708,165.61598,100.0,0.9985371,[-0.623 -0.647 -0.253 -0.382 -0.418],23.37269,0.9982683,358.97,100,1.0134003,379,-1.1183116,-82.45305139634767,0.7209091,-38.432106,0.72174406,-101.033005,17308.278450250626,0.07663041,-101.139915,98.54062,12.825788,12789040,0.45239457,
38000,-5.531311e-07,1.0058206,1.2519504,176.48558,100.0,0.9990554,[-0.623 -0.645 -0.253 -0.381 -0.42 ],24.794298,0.99987984,392.86,100,1.0086385,380,-4.493105,-71.03761043776296,0.8165987,-45.643467,0.7883648,-104.37588,17357.441471099854,0.054293573,-104.4497,98.63835,13.22612,12828326,0.4117074,
38100,2.5939942e-06,1.0158554,1.414273,205.3467,100.0,0.9956055,[-0.624 -0.647 -0.253 -0.382 -0.42 ],30.771233,1.0120022,365.12,100,1.0226588,381,-2.3036978,-82.8449110154188,0.76014423,-46.446953,0.737024,-102.2609,17403.10162472725,0.094568595,-102.42355,98.5462,14.732722,12864838,0.44798893,
38200,-1.4495849e-06,1.0091585,1.2987053,232.93419,100.0,0.99417084,[-0.623 -0.647 -0.252 -0.382 -0.423],35.979465,0.9998272,346.15,100,1.0136268,382,-3.6443408,-82.23755429525824,0.7822307,-41.610413,0.6960492,-103.54415,17446.610270261765,0.069403656,-103.64355,98.52484,15.731318,12899453,0.46405482,
38300,-7.6293946e-07,1.017713,1.4104923,162.98119,100.0,0.99450815,[-0.623 -0.648 -0.252 -0.381 -0.425],21.406872,1.0009483,397.13,100,1.0256243,383,-4.092752,-72.72829432749516,0.7184297,-43.01889,0.8016436,-104.032745,17495.48917245865,0.10132498,-104.13565,98.63373,12.705666,12939166,0.4080367,
38400,-2.002716e-06,1.025739,1.5325375,180.28421,100.0,0.99446803,[-0.623 -0.648 -0.253 -0.381 -0.424],24.298286,1.0160749,377.64,100,1.039236,384,-4.31978,-74.1801776439853,0.5784568,-49.93216,0.7664912,-104.32622,17541.914019584656,0.13161686,-104.62509,98.60713,13.879556,12976930,0.43638784,
38500,-1.4686584e-06,1.0054524,1.2422769,214.11954,100.0,0.99450624,[-0.626 -0.651 -0.254 -0.383 -0.425],26.114805,1.0006845,359.1,100,1.0087144,385,-3.015138,-77.99096500842117,0.8247572,-38.010056,0.72046643,-102.89259,17586.72331905365,0.057797797,-102.927086,98.56563,14.5286,13012840,0.45129505,
38600,-1.7547608e-06,1.0138093,1.3525488,225.78006,100.0,0.99264306,[-0.626 -0.651 -0.255 -0.383 -0.424],28.647799,0.9930409,380.65,100,1.0196176,386,-4.34877,-69.07575700161003,0.7104274,-39.378044,0.76742077,-104.270905,17633.227061510086,0.08260568,-104.384445,98.63707,14.831703,13050905,0.4297426,
38700,-4.386902e-07,1.0055698,1.2213928,205.87364,100.0,0.9918599,[-0.626 -0.651 -0.254 -0.384 -0.426],32.703262,0.999088,367.5,100,1.0084004,387,-1.8513067,-76.47327328356806,0.83226955,-42.9222,0.73729545,-101.72649,17679.063346624374,0.053818554,-101.79823,98.58382,14.478824,13087655,0.44271204,
38800,1.1444092e-06,1.0034728,1.1818875,144.10114,100.0,0.99153835,[-0.628 -0.652 -0.255 -0.384 -0.427],26.065086,1.0012081,393.36,100,1.0055956,388,-2.9862616,-74.76372413219937,0.8536058,-41.593216,0.7880606,-102.84382,17728.30338358879,0.042504296,-102.89495,98.61987,12.022342,13126991,0.41032413,
38900,-2.0980835e-07,1.0043483,1.2285581,215.89333,100.0,0.9922179,[-0.626 -0.653 -0.255 -0.385 -0.427],26.485352,0.99391586,372.49,100,1.006675,389,-4.5034404,-75.6268044924684,0.8240994,-40.326965,0.74682045,-104.370285,17775.02227807045,0.04638024,-104.42121,98.59393,14.804231,13164240,0.43695197,
39000,-6.8664554e-07,1.0104614,1.3334081,347.71622,100.0,0.9912492,[-0.627 -0.654 -0.255 -0.385 -0.427],29.846645,1.0043265,339.83,100,1.019242,390,-4.0466876,-75.74064733121742,0.7189066,-51.816486,0.6839118,-103.951904,17816.790164470673,0.07469267,-104.03559,98.554245,18.603971,13198223,0.46954212,
39100,7.6293946e-07,1.0020084,1.1058131,224.61575,100.0,0.9911802,[-0.627 -0.652 -0.253 -0.385 -0.428],33.588207,0.9997033,374.45,100,1.0031171,391,-3.1190898,-73.89796488363837,0.85978645,-46.734047,0.7498417,-102.98253,17863.099815130234,0.030829687,-103.02536,98.6053,14.934312,13235668,0.43419042,
39200,-1.0681152e-06,1.003205,1.1486775,196.95139,100.0,0.9893811,[-0.626 -0.652 -0.253 -0.386 -0.428],35.4611,0.9989639,411.46,100,1.0041176,392,-6.875411,-65.28529352244469,0.8354637,-47.597958,0.82435733,-106.736565,17913.75892519951,0.042047285,-106.78493,98.68266,14.199996,13276814,0.38240522,
39300,7.6293946e-07,1.0027968,1.2170599,188.53497,100.0,0.99022424,[-0.627 -0.652 -0.253 -0.385 -0.43 ],29.562021,1.0006131,400.38,100,1.0038661,393,-4.3381424,-69.11244731979573,0.88171375,-42.877144,0.80201876,-104.197014,17963.710559368134,0.04042328,-104.221176,98.65477,13.585775,13316852,0.4000589,
39400,-1.2493133e-06,1.025406,1.5823524,178.95406,100.0,0.989134,[-0.627 -0.652 -0.253 -0.386 -0.429],22.926144,0.99759346,388.04,100,1.0414486,394,-3.752741,-79.35440770726146,0.6131107,-38.569633,0.78600156,-103.69633,18011.426390886307,0.11930657,-103.883064,98.591,13.564385,13355656,0.42227662,
39500,2.0980835e-07,1.001654,1.1224718,159.4698,100.0,0.98795235,[-0.625 -0.656 -0.253 -0.387 -0.43 ],20.92881,1.0001552,383.55,100,1.0022935,395,-4.130344,-73.04148504501003,0.8378424,-46.44149,0.76783,-103.98462,18059.537087917328,0.02992647,-104.00753,98.619125,12.536983,13394011,0.42308024,
39600,-4.7683716e-07,1.0013819,1.1157702,152.3575,100.0,0.9879524,[-0.625 -0.655 -0.253 -0.387 -0.431],22.692524,1.0011601,375.14,100,1.0020626,396,-3.7876472,-73.08073848811017,0.90415275,-39.154335,0.75087374,-103.63956,18106.193293333054,0.02914159,-103.6489,98.61038,12.299072,13431525,0.433192,
39700,-1.335144e-06,1.0052555,1.2601529,182.5554,100.0,0.9879528,[-0.625 -0.656 -0.253 -0.387 -0.431],25.664467,0.9998125,392.75,100,1.009911,397,-4.7971363,-72.37820006375745,0.81092405,-52.829155,0.7878755,-104.70099,18153.90438055992,0.06113251,-104.86582,98.631424,13.742943,13470800,0.41171753,
39800,1.7738342e-06,1.0108432,1.2882015,180.97403,100.0,0.9848729,[-0.629 -0.655 -0.255 -0.386 -0.431],26.404022,1.000407,385.98,100,1.0149068,398,-6.172041,-71.42656612577187,0.69742197,-42.557648,0.77671015,-106.08087,18202.231875181198,0.07749732,-106.150085,98.6299,13.461443,13509398,0.4221635,
39900,-3.0517577e-07,1.0006082,1.0797501,186.80699,100.0,0.9848957,[-0.629 -0.655 -0.255 -0.386 -0.434],26.119408,1.0006523,393.41,100,1.0008202,399,-5.044717,-68.31428866055303,0.9323931,-43.244812,0.7870764,-104.8916,18250.94577407837,0.016041892,-104.8954,98.65271,13.656227,13548739,0.40969127,
40000,1.4305115e-06,1.0139759,1.3712842,214.52391,100.0,0.981405,[-0.629 -0.655 -0.255 -0.386 -0.434],21.519203,0.99815977,378.74,100,1.0188172,400,-4.3559,-73.49683551941752,0.7694963,-45.772934,0.76363826,-104.29317,18297.354902029037,0.09230651,-104.460144,98.61189,14.973812,13586613,0.43211254,
40100,1.14440915e-07,1.014446,1.4129596,205.78693,100.0,0.9804713,[-0.628 -0.656 -0.255 -0.387 -0.438],24.252996,1.0026281,369.27,100,1.0234634,401,-1.9666488,-84.12911152898656,0.67821264,-44.3274,0.74401736,-101.86721,18343.318303346634,0.08929509,-101.941635,98.54434,14.323839,13623540,0.4427198,
