EpisodesSoFar,InitialReturnMean,EmpiricalD2,MaxIW,J_sample_variance,ReturnStepMax,MeanEntropy,Weights,InitialReturnMax,MeanIW,EpLenMean,EpThisIter,MaxD2w0t,Iteration,ReturnMeanIW,EpRewMean,MinIW,InitialReturnMin,MeanD2w0t,Bound,TimeElapsed,StdIW,InitialBound,ReturnStepMaxmin,InitialReturnStd,TimestepsSoFar,StdD2w0t,MinD2w0t
8100,5.626678e-07,1.0039607,1.2160716,169.5615,100.0,1.2631853,[-0.626 -0.629 -0.268 -0.322 -0.154],26.931742,0.9996145,367.13,100,1.0055943,81,-4.312577,-85.60239397982201,0.828638,-38.000687,0.7359419,-104.18155,2832.3866770267487,0.050652735,-104.224884,98.53366,13.131926,1733628,0.44274208,
8200,1.5258789e-07,1.0054332,1.1709305,171.93405,100.0,1.262816,[-0.626 -0.629 -0.269 -0.322 -0.156],29.862585,0.99581116,360.56,100,1.0086441,82,-5.2956953,-83.27670524185812,0.8156404,-37.998135,0.7232677,-105.16173,2885.4308903217316,0.04835249,-105.20744,98.53807,13.077719,1769684,0.44978744,
8300,-6.294251e-07,1.0110844,1.4490638,140.04526,100.0,1.2601572,[-0.628 -0.627 -0.268 -0.321 -0.156],25.651728,1.0017322,353.84,100,1.0174253,83,-0.10466806,-91.92900221329938,0.70067036,-29.117706,0.7121277,-100.015015,2938.7348425388336,0.07793894,-100.11793,98.48039,11.80952,1805068,0.4577012,
8400,4.196167e-07,1.0069427,1.2684666,241.82611,100.0,1.2573302,[-0.63  -0.628 -0.268 -0.322 -0.159],26.660841,0.99774045,350.61,100,1.0102743,84,-6.8251963,-80.47227913142308,0.8152718,-40.0467,0.70426077,-106.72712,2993.825514316559,0.06309293,-106.832306,98.540955,15.702782,1840129,0.45971075,
8500,1.3732911e-06,1.020862,1.4565302,135.33855,100.0,1.2558672,[-0.628 -0.629 -0.267 -0.322 -0.162],24.085703,0.9908406,394.63,100,1.0294194,85,-6.5348907,-77.83492089051315,0.6746383,-33.901405,0.7979798,-106.48117,3053.391586780548,0.10244023,-106.627594,98.60553,12.140928,1879592,0.41239294,
8600,1.7738342e-06,1.0102123,1.3652923,165.0973,100.0,1.2529615,[-0.631 -0.63  -0.268 -0.321 -0.163],25.099503,1.0144281,373.35,100,1.014429,86,-4.091618,-80.88010750029997,0.7886714,-36.861332,0.7511056,-104.0002,3112.186096906662,0.07477945,-104.09812,98.56673,12.64904,1916927,0.4374806,
8700,-6.67572e-07,1.0196613,1.4268312,181.7785,100.0,1.2554727,[-0.632 -0.63  -0.268 -0.322 -0.166],29.791231,0.9909425,360.62,100,1.030044,87,-4.3300385,-85.93509218195987,0.6926514,-40.772236,0.72890013,-104.2747,3165.900404691696,0.09693498,-104.42447,98.52341,13.838278,1952989,0.4531949,
8800,-8.201599e-07,1.0060265,1.270298,247.55379,100.0,1.2530557,[-0.634 -0.628 -0.268 -0.32  -0.163],37.77498,1.0018059,362.63,100,1.0087205,88,-5.850933,-79.36243529749473,0.8530952,-41.30053,0.7278088,-105.73122,3218.2957966327667,0.051653996,-105.7979,98.5623,15.766912,1989252,0.44795585,
8900,4.386902e-07,1.0081171,1.2982216,165.90276,100.0,1.2515682,[-0.634 -0.627 -0.267 -0.32  -0.166],21.296984,1.0048608,364.76,100,1.0135125,89,-4.2297077,-83.37323506663364,0.7885692,-38.12561,0.7326681,-104.11323,3274.623818397522,0.062362436,-104.20244,98.54286,13.019397,2025728,0.44613028,
9000,-1.6403199e-06,1.0299565,1.6297537,174.51657,100.0,1.2530558,[-0.638 -0.627 -0.268 -0.32  -0.167],29.829626,1.0211558,398.67,100,1.0454133,90,-6.937209,-74.81862537381932,0.6319377,-37.11805,0.8102957,-106.922676,3331.537648677826,0.13203274,-107.15343,98.624664,12.951078,2065595,0.4086347,
9100,4.005432e-07,1.021045,1.5112877,200.9286,100.0,1.2540039,[-0.642 -0.623 -0.268 -0.319 -0.166],24.78108,0.9991034,369.28,100,1.0306412,91,-3.2546594,-80.7521438857897,0.6285901,-39.44909,0.74740845,-103.22539,3389.672269821167,0.11430724,-103.392586,98.56265,13.972228,2102523,0.4447327,
9200,1.5258789e-07,1.0171436,1.4937761,164.84108,100.0,1.2534184,[-0.639 -0.622 -0.267 -0.32  -0.165],30.247717,1.0122064,368.0,100,1.0288036,92,-4.3187222,-84.32095158679735,0.69426984,-36.388306,0.74282783,-104.23177,3444.561165332794,0.094992176,-104.331245,98.54173,12.706592,2139323,0.44493088,
9300,2.6130676e-06,1.0294241,1.6677351,190.75787,100.0,1.2529602,[-0.643 -0.621 -0.267 -0.32  -0.166],25.728168,1.0293884,386.3,100,1.0468994,93,-4.372922,-76.72506115893947,0.6338552,-36.680824,0.7852353,-104.351105,3503.301507472992,0.13495678,-104.52575,98.60277,13.354707,2177953,0.42612827,
9400,8.9645386e-07,1.0075843,1.3027664,214.95258,100.0,1.2519773,[-0.644 -0.617 -0.266 -0.32  -0.166],28.872595,1.0048693,358.76,100,1.0123668,94,-2.2573574,-85.50435407343156,0.77519125,-47.18998,0.720555,-102.13796,3556.0513639450073,0.07136478,-102.19452,98.52333,14.57547,2213829,0.452119,
9500,-7.6293944e-08,1.0164466,1.4590962,207.83626,100.0,1.255473,[-0.645 -0.616 -0.265 -0.32  -0.167],25.483053,0.98901534,386.78,100,1.023795,95,-6.6503606,-76.01519159825693,0.7117132,-41.612362,0.78064585,-106.581825,3611.837147474289,0.08711891,-106.71,98.60693,14.611174,2252507,0.42239797,
9600,-1.8501282e-06,1.0140998,1.4878509,256.97906,100.0,1.2535377,[-0.646 -0.614 -0.265 -0.319 -0.163],25.102932,1.0068836,343.83,100,1.0253804,96,-2.9121892,-88.38690732295161,0.6534849,-41.855507,0.69268954,-102.83905,3665.9357390403748,0.09354607,-102.972115,98.48587,16.07437,2286890,0.4668598,
9700,-1.335144e-06,1.0109588,1.3656077,160.96999,100.0,1.2538104,[-0.654 -0.614 -0.267 -0.319 -0.165],22.155123,1.0039961,378.22,100,1.0166049,97,-4.099493,-83.651803906123,0.73003465,-38.899784,0.7614028,-104.01184,3725.2357683181763,0.08021792,-104.089,98.55765,12.648199,2324712,0.43206003,
9800,2.1266937e-06,1.0056556,1.1927911,204.04639,100.0,1.2544005,[-0.653 -0.613 -0.267 -0.317 -0.165],27.715773,0.99402595,376.73,100,1.0090609,98,-5.2403674,-78.3915014138319,0.8058581,-47.95537,0.7558005,-105.11531,3781.627863407135,0.057180196,-105.18778,98.58383,14.553269,2362385,0.4323402,
9900,-1.2969971e-06,1.0013922,1.1008972,176.71594,100.0,1.2535199,[-0.656 -0.615 -0.268 -0.318 -0.165],23.349916,0.996955,378.17,100,1.0020435,99,-4.9544735,-82.31839833075037,0.89502424,-41.600037,0.7569195,-104.80524,3837.601829767227,0.028757613,-104.82686,98.56465,13.246602,2400202,0.42962015,
10000,-1.5258789e-06,1.0033648,1.1579041,219.76833,100.0,1.251827,[-0.657 -0.615 -0.268 -0.318 -0.165],34.638298,1.0033025,385.44,100,1.0045247,100,-5.5445075,-81.95516294839794,0.8537251,-35.066223,0.77238196,-105.40995,3893.698756456375,0.043103978,-105.45629,98.574745,14.713384,2438746,0.4210855,
10100,5.912781e-07,1.0073762,1.2115523,171.81508,100.0,1.251337,[-0.657 -0.615 -0.268 -0.317 -0.167],25.855474,0.9982581,370.91,100,1.0114002,101,-3.8684435,-83.45541313366088,0.78561366,-38.59793,0.7448033,-103.75435,3948.0699274539948,0.0620137,-103.83324,98.55,13.166577,2475837,0.4393989,
10200,4.386902e-07,1.0188979,1.7540923,173.51187,100.0,1.2488954,[-0.657 -0.618 -0.269 -0.319 -0.168],25.586052,1.0046762,396.58,100,1.028587,102,-4.6409507,-82.75269817907278,0.61559916,-34.052864,0.80121696,-104.573814,4007.3706390857697,0.09817209,-104.69802,98.58267,13.075084,2515495,0.40920407,
10300,-9.536743e-07,1.0012661,1.1010581,215.98251,100.0,1.2480484,[-0.658 -0.616 -0.268 -0.319 -0.17 ],27.421932,0.99972034,354.69,100,1.0019759,103,-2.4293804,-85.01250512333291,0.9165089,-39.70215,0.7099014,-102.281265,4059.656842470169,0.025950134,-102.304306,98.520645,14.654385,2550964,0.45438114,
10400,7.05719e-07,1.058307,1.820217,162.02655,100.0,1.2485106,[-0.657 -0.614 -0.267 -0.318 -0.171],35.92681,0.9926313,366.19,100,1.09019,104,-1.9610244,-85.95167197042323,0.5354023,-36.515495,0.7525561,-102.0353,4114.591323375702,0.17981055,-102.27692,98.53056,13.0207405,2587583,0.4552562,
10500,1.0681152e-06,1.0054986,1.2781239,198.62163,100.0,1.2471985,[-0.648 -0.616 -0.266 -0.321 -0.17 ],32.38466,1.000905,347.47,100,1.0089773,105,-3.1375356,-84.99636413185003,0.7398733,-29.131767,0.697239,-103.0228,4171.138426542282,0.05997535,-103.09646,98.51077,14.038104,2622330,0.46195596,
10600,-1.1444092e-06,1.028739,1.6567568,175.02585,100.0,1.247167,[-0.648 -0.618 -0.266 -0.322 -0.172],27.82738,1.008946,350.88,100,1.0437455,106,-2.7390237,-87.62392994380777,0.6368667,-36.193687,0.7119208,-102.72026,4221.787254333496,0.1359054,-102.966805,98.50055,13.899878,2657418,0.464197,
10700,-1.2207031e-06,1.0023072,1.1546566,222.61542,100.0,1.245991,[-0.654 -0.616 -0.267 -0.319 -0.172],31.632961,1.001754,351.49,100,1.0035809,107,-4.5054746,-84.08432856714357,0.8917275,-33.266224,0.70398486,-104.36681,4272.948534011841,0.036704306,-104.399,98.52156,14.911388,2692567,0.45760217,
10800,1.1634827e-06,1.0025773,1.1544656,235.89879,100.0,1.2442672,[-0.654 -0.617 -0.267 -0.32  -0.173],29.78542,1.0065417,362.52,100,1.0037142,108,-5.8320756,-79.44629768790682,0.860883,-54.283875,0.7261592,-105.69412,4324.720570087433,0.038522717,-105.727005,98.56171,15.122152,2728819,0.44718364,
10900,-9.536743e-09,1.016174,1.3880526,161.17865,100.0,1.2437794,[-0.654 -0.616 -0.267 -0.32  -0.175],28.34872,0.9976914,374.57,100,1.0250493,109,-3.3569658,-84.75032603088297,0.65787905,-44.173912,0.75494224,-103.27313,4378.974263191223,0.09898449,-103.41765,98.547485,12.758815,2766276,0.43689376,
11000,-1.6784668e-06,1.0051644,1.1689093,215.34232,100.0,1.2446351,[-0.648 -0.617 -0.266 -0.321 -0.175],30.152708,0.9976015,374.78,100,1.0073677,110,-4.6475782,-75.88475757966265,0.81718916,-41.01046,0.7517004,-104.52182,4434.192120552063,0.05166941,-104.56494,98.59505,14.544339,2803754,0.43450865,
11100,2.1743774e-06,1.0037252,1.1743225,179.77827,100.0,1.2441709,[-0.648 -0.616 -0.266 -0.321 -0.174],26.983225,1.0096837,365.33,100,1.0060147,111,-5.1417127,-85.56498520918804,0.8397079,-35.46364,0.73224735,-105.0048,4483.942331075668,0.046752255,-105.04331,98.53157,13.4045,2840287,0.44458225,
11200,-2.155304e-06,1.0176929,1.5511686,225.79443,100.0,1.2445309,[-0.647 -0.617 -0.266 -0.321 -0.175],39.466892,1.0173326,363.06,100,1.0279377,112,-5.6467524,-79.42073232900502,0.7367524,-34.49226,0.73357826,-105.595215,4536.547917604446,0.10809736,-105.71864,98.5625,15.100183,2876593,0.45056787,
11300,-1.7166138e-07,1.0102006,1.2289267,208.56703,100.0,1.2417073,[-0.648 -0.617 -0.265 -0.322 -0.174],24.693958,0.9964923,360.03,100,1.0158272,113,-4.67412,-79.57761219940659,0.7038554,-39.31745,0.72409314,-104.57424,4588.006140470505,0.072383285,-104.68989,98.55794,14.457165,2912596,0.45149383,
11400,-8.201599e-07,1.0040807,1.1844883,203.93318,100.0,1.2412033,[-0.644 -0.618 -0.264 -0.322 -0.177],28.31519,0.99657506,363.41,100,1.0059164,114,-3.3911757,-84.25209211689798,0.8678159,-55.049263,0.7284438,-103.257286,4642.458865642548,0.044133876,-103.30861,98.53633,14.513911,2948937,0.44659263,
11500,1.0299683e-06,1.0154072,1.5524161,154.5944,100.0,1.2422132,[-0.645 -0.619 -0.264 -0.322 -0.178],23.083565,1.0044774,368.34,100,1.0228206,115,-2.952625,-84.82644791299285,0.6572695,-36.751472,0.74330336,-102.892204,4690.624705314636,0.09684682,-103.01084,98.53941,12.13892,2985771,0.44442284,
11600,-4.7683716e-07,1.0197079,1.4422312,206.99608,100.0,1.2441664,[-0.645 -0.619 -0.264 -0.324 -0.177],27.367765,1.0050967,373.31,100,1.031259,116,-5.806647,-79.68590195350728,0.70249367,-38.9965,0.75437796,-105.74732,4757.253858089447,0.09953036,-105.88995,98.57309,14.334625,3023102,0.43951178,
11700,2.708435e-06,1.0085988,1.2738473,176.56534,100.0,1.24414,[-0.643 -0.622 -0.264 -0.326 -0.175],24.152218,1.0072147,381.9,100,1.0135227,117,-6.3063536,-79.81126024874352,0.7943146,-36.129074,0.76727337,-106.18621,4828.1391248703,0.06878017,-106.25384,98.58203,13.3264065,3061292,0.42668688,
11800,2.4032593e-06,1.0087006,1.3017309,168.58748,100.0,1.2457079,[-0.642 -0.624 -0.265 -0.327 -0.175],22.089344,1.0073847,389.27,100,1.0123498,118,-6.5716434,-75.81504110797894,0.7475907,-37.527756,0.78213483,-106.458275,4900.162749052048,0.07041504,-106.5168,98.61047,12.896034,3100219,0.41715813,
11900,-1.9073487e-07,1.0051817,1.2744753,135.8612,100.0,1.2454835,[-0.641 -0.627 -0.265 -0.328 -0.173],23.359661,0.9987414,377.12,100,1.0076547,119,-2.7992742,-85.40040945518163,0.78423685,-36.658333,0.7562744,-102.670364,4964.635888338089,0.05295703,-102.730354,98.54709,11.557459,3137931,0.43170074,
12000,-9.536743e-07,1.0155554,1.5758559,201.82787,100.0,1.2459714,[-0.64  -0.628 -0.266 -0.329 -0.174],26.855303,1.0029788,358.96,100,1.0232593,120,-3.655583,-90.73484412691195,0.73988616,-39.934883,0.7242319,-103.59449,5023.065590620041,0.09697865,-103.702194,98.49446,14.459315,3173827,0.45399964,
12100,1.5068055e-06,1.0147195,1.3444207,205.41988,100.0,1.2474382,[-0.641 -0.629 -0.265 -0.329 -0.173],34.13778,0.992896,397.88,100,1.0213785,121,-5.506658,-75.28355776280387,0.71882653,-61.91658,0.80208224,-105.42937,5083.434540510178,0.08826627,-105.55666,98.62158,14.673521,3213615,0.40637416,
12200,1.14440915e-07,1.0006198,1.0512011,174.87762,100.0,1.2474544,[-0.647 -0.63  -0.266 -0.33  -0.172],26.672508,0.9989583,385.12,100,1.0008545,122,-4.025869,-82.77873759922055,0.9380145,-52.179367,0.77049303,-103.87288,5142.839133262634,0.01687234,-103.87632,98.570114,13.10411,3252127,0.42082244,
12300,2.1362305e-06,1.0090417,1.2652729,249.19745,100.0,1.2451416,[-0.647 -0.63  -0.267 -0.33  -0.172],42.807198,0.9978022,353.65,100,1.0140473,123,-4.8671308,-87.66839300626867,0.7237928,-38.227814,0.7109445,-104.76178,5195.837278604507,0.06847015,-104.830185,98.50421,15.773778,3287492,0.45735854,
12400,1.0681152e-06,1.0054231,1.2402701,259.8777,100.0,1.2436842,[-0.646 -0.631 -0.267 -0.33  -0.174],32.56543,0.99627846,342.71,100,1.0084847,124,-2.0490193,-89.63532177596612,0.8031897,-47.93061,0.6876886,-101.92863,5248.344910860062,0.050126094,-101.984276,98.4769,15.989372,3321763,0.46588516,
12500,2.0599366e-06,1.0188667,1.398092,186.25105,100.0,1.2412186,[-0.646 -0.631 -0.267 -0.331 -0.175],22.50073,1.0141174,375.2,100,1.0286938,125,-5.4412904,-75.39666306127577,0.6622178,-37.516315,0.7583725,-105.37586,5305.226176977158,0.09868996,-105.49291,98.5981,13.534511,3359283,0.43742824,
12600,6.4849854e-07,1.01155,1.3051555,187.24251,100.0,1.2386469,[-0.648 -0.629 -0.267 -0.331 -0.178],35.592167,1.0032991,378.2,100,1.0168383,126,-3.3078616,-74.92060244778929,0.7237699,-45.08037,0.7612508,-103.21756,5362.905877351761,0.083309494,-103.33099,98.603806,13.596955,3397103,0.4320249,
12700,-2.2888183e-07,1.0103884,1.315299,144.66414,100.0,1.2382505,[-0.65  -0.627 -0.267 -0.33  -0.18 ],24.917162,1.000422,366.84,100,1.0147388,127,-4.0293336,-80.46735131033962,0.7209313,-29.520899,0.7377639,-103.92978,5420.276918411255,0.0752927,-103.99572,98.561295,11.786013,3433787,0.4445089,
12800,-2.479553e-07,1.0079402,1.3050814,179.60294,100.0,1.2381779,[-0.65  -0.627 -0.268 -0.331 -0.181],30.25756,1.002309,374.99,100,1.011157,128,-4.980865,-80.90596517650734,0.82225996,-38.978348,0.7533373,-104.86953,5476.72217798233,0.061761837,-104.91707,98.5685,13.191359,3471286,0.4349683,
12900,-2.002716e-06,1.0513105,1.7946879,257.1342,100.0,1.2318357,[-0.65  -0.627 -0.268 -0.332 -0.181],28.29491,1.0102983,355.43,100,1.0773644,129,-4.105498,-81.60754568434453,0.5476122,-48.49048,0.73258126,-104.273026,5527.899829387665,0.17338817,-104.73479,98.5408,16.317873,3506829,0.4675428,
13000,1.5258789e-07,1.0280507,1.724087,204.27007,100.0,1.2305683,[-0.653 -0.629 -0.269 -0.331 -0.187],32.117096,0.99670875,373.26,100,1.0417565,130,-4.7847853,-81.99643330697299,0.6377865,-51.213226,0.7575133,-104.77164,5579.471050262451,0.13615245,-104.94578,98.56065,15.151682,3544155,0.4415007,
13100,2.670288e-07,1.0075,1.3345269,216.91405,100.0,1.2319335,[-0.654 -0.627 -0.268 -0.328 -0.188],26.368155,1.0041745,383.24,100,1.0104097,131,-4.217582,-81.6814457394341,0.78282154,-43.890583,0.769798,-104.10611,5630.6306002140045,0.059776332,-104.16735,98.57373,14.484232,3582479,0.42490885,
13200,7.2479247e-07,1.0166354,1.61462,200.27377,100.0,1.235351,[-0.654 -0.627 -0.268 -0.329 -0.187],33.404346,1.019405,365.47,100,1.0247976,132,-5.441622,-81.168129516966,0.7336562,-39.84111,0.7380587,-105.39942,5681.186252117157,0.101805046,-105.58756,98.55582,14.165407,3619026,0.44782072,
13300,-2.5749207e-06,1.0050906,1.2055184,177.1842,100.0,1.235376,[-0.653 -0.63  -0.268 -0.331 -0.184],24.718027,1.0057688,376.82,100,1.0074815,133,-3.0107338,-82.01189152852248,0.82329255,-41.807034,0.7558565,-102.88364,5733.645836830139,0.05353896,-102.91437,98.56471,13.072119,3656708,0.43215686,
13400,2.3269654e-06,1.026379,1.7071478,157.53308,100.0,1.2328858,[-0.653 -0.63  -0.267 -0.332 -0.184],27.146986,0.9956127,374.74,100,1.0418904,134,-5.0398884,-78.83707436275203,0.55983907,-36.570816,0.7603984,-105.00618,5783.174758672714,0.12449946,-105.17941,98.57924,12.705408,3694182,0.43972027,
13500,1.9836425e-06,1.001466,1.1079519,214.08241,100.0,1.2334305,[-0.655 -0.627 -0.267 -0.331 -0.186],28.523832,0.9987009,328.62,100,1.0024501,135,-1.2784307,-89.68554203382952,0.8682185,-44.0224,0.65784514,-101.13195,5825.332444667816,0.029823778,-101.1514,98.45416,14.6172085,3727044,0.47506496,
13600,-3.4332274e-06,1.0203899,1.3511115,202.95688,100.0,1.2318118,[-0.655 -0.627 -0.267 -0.331 -0.185],25.463808,0.99764216,356.39,100,1.032261,136,-4.8240848,-83.04556737944567,0.70274675,-37.51991,0.7216965,-104.84542,5870.134536743164,0.11033623,-105.08399,98.533966,14.436131,3762683,0.4581753,
13700,1.1825562e-06,1.0062529,1.258259,222.10667,100.0,1.229126,[-0.651 -0.631 -0.265 -0.334 -0.187],36.618378,1.0009828,365.11,100,1.0088346,137,-5.825977,-82.41437515551763,0.78967226,-42.656628,0.73287565,-105.709236,5917.576161146164,0.05471505,-105.787544,98.54855,14.873524,3799194,0.4454653,
13800,-1.3160706e-06,1.0069046,1.218682,210.70085,100.0,1.226561,[-0.652 -0.631 -0.265 -0.334 -0.19 ],35.84011,0.9951953,356.97,100,1.0098244,138,-1.4371079,-82.98402651663785,0.7282627,-46.922638,0.7168647,-101.32707,5963.062874317169,0.059401937,-101.40125,98.535065,14.661222,3834891,0.45377848,
13900,-8.2969666e-07,1.0044045,1.159239,120.63339,100.0,1.2265624,[-0.652 -0.631 -0.265 -0.333 -0.192],32.14485,1.0007066,402.4,100,1.0059171,139,-5.243015,-78.72523930733809,0.86229616,-30.39597,0.80668014,-105.11099,6014.615060567856,0.046981994,-105.135475,98.60872,10.849028,3875131,0.39728537,
14000,9.536743e-07,1.0304357,1.6307691,232.29922,100.0,1.2251227,[-0.652 -0.63  -0.266 -0.333 -0.192],31.718122,0.99784744,360.29,100,1.0451268,140,-2.8795843,-86.35738992629605,0.5711709,-36.89055,0.73262984,-102.901184,6059.946450710297,0.1318009,-103.12073,98.52063,14.984929,3911160,0.45631957,
14100,-2.0980835e-07,1.0287536,1.6560494,137.2016,100.0,1.2255778,[-0.649 -0.631 -0.265 -0.336 -0.194],22.454407,1.0153805,373.89,100,1.0470349,141,-3.3315763,-81.73391513474076,0.6566305,-39.40785,0.75881857,-103.31581,6107.697957992554,0.13834843,-103.48123,98.56279,11.751144,3948549,0.44079116,
14200,-2.307892e-06,1.0085888,1.2842011,156.65208,100.0,1.2236066,[-0.646 -0.636 -0.266 -0.339 -0.193],27.849527,1.0117526,388.1,100,1.012599,142,-4.8197165,-80.35015636317704,0.7460873,-35.869144,0.7796628,-104.70685,6157.493494749069,0.069568284,-104.7897,98.58594,12.460544,3987359,0.41865563,
14300,1.0871887e-06,1.0028716,1.1929888,165.35492,100.0,1.2251288,[-0.648 -0.634 -0.265 -0.338 -0.195],30.6091,1.001978,377.53,100,1.0039749,143,-1.4606173,-90.26165271822792,0.83792615,-44.676105,0.75632143,-101.32684,6206.037308931351,0.04458751,-101.36868,98.521835,12.820788,4025112,0.4307707,
14400,6.1035155e-07,1.0022081,1.1655295,185.9132,100.0,1.2255783,[-0.646 -0.634 -0.265 -0.338 -0.194],36.425446,1.0023328,362.15,100,1.0034614,144,-1.6826371,-86.30359882946584,0.8785315,-47.96778,0.72509795,-101.53496,6252.580999612808,0.03526824,-101.56455,98.52338,13.530584,4061327,0.44735718,
14500,-9.155273e-07,1.0142459,1.4515787,185.01799,100.0,1.2254573,[-0.645 -0.634 -0.265 -0.338 -0.193],29.032854,1.0045303,389.85,100,1.0204642,145,-5.8146853,-74.93393490230186,0.7108592,-39.748337,0.78553593,-105.727585,6301.756509065628,0.09196,-105.8423,98.61557,13.263781,4100312,0.41757414,
14600,4.863739e-07,1.0275112,1.8797799,195.49582,100.0,1.2271731,[-0.643 -0.634 -0.265 -0.339 -0.194],33.13857,1.0137947,376.54,100,1.0441347,146,-2.018813,-85.3100144581663,0.7215649,-36.257034,0.76437813,-101.98551,6349.751198291779,0.13105297,-102.12052,98.546875,13.998625,4137966,0.4377922,
14700,2.670288e-07,1.002723,1.1672628,181.1497,100.0,1.2280211,[-0.64  -0.636 -0.266 -0.339 -0.192],31.471218,1.0040848,356.94,100,1.004368,147,-4.7725377,-80.84032060517126,0.8752833,-44.047638,0.7150092,-104.63187,6395.066569566727,0.03739601,-104.65549,98.54704,13.337419,4173660,0.4526609,
14800,-1.9073487e-07,1.0023308,1.1513426,215.43475,100.0,1.2280275,[-0.64  -0.636 -0.266 -0.339 -0.191],25.85481,1.0002955,343.13,100,1.0036681,148,-4.38202,-82.29859945431939,0.8952561,-35.188496,0.687243,-104.240265,6437.87832903862,0.033334192,-104.25612,98.52031,14.7757,4207973,0.4646741,
14900,4.7683716e-07,1.0032047,1.1835371,252.80841,100.0,1.2270509,[-0.64  -0.637 -0.266 -0.339 -0.191],33.73568,0.9995733,333.02,100,1.0051432,149,-2.7361667,-85.61045394009962,0.82208985,-40.164032,0.66736484,-102.60228,6479.78718662262,0.043590683,-102.6395,98.485855,15.682314,4241275,0.47257113,
15000,-3.8719177e-06,1.0103499,1.3061975,146.33615,100.0,1.2246015,[-0.64  -0.637 -0.266 -0.34  -0.192],21.661087,1.001309,382.81,100,1.0140433,150,-5.491922,-79.25376392690882,0.7616359,-39.571304,0.7701852,-105.40215,6527.949070215225,0.07825645,-105.51407,98.58594,12.440082,4279556,0.42614976,
15100,1.4495849e-06,1.0066794,1.2363653,177.23094,100.0,1.2230383,[-0.638 -0.637 -0.265 -0.339 -0.194],24.064217,1.0012704,369.65,100,1.009658,151,-5.1247716,-82.12343032817462,0.77122927,-49.52785,0.74215484,-105.01208,6574.746761798859,0.06533082,-105.088326,98.555664,13.637134,4316521,0.44071457,
15200,1.5258789e-06,1.006065,1.2669228,180.5011,100.0,1.2227606,[-0.639 -0.639 -0.265 -0.339 -0.196],21.804646,1.0096186,371.39,100,1.0092407,152,-5.1721635,-84.73685985929318,0.8299903,-39.60426,0.7453875,-105.048775,6622.089930772781,0.056452136,-105.08978,98.54367,13.42348,4353660,0.43863836,
15300,1.9836425e-06,1.0025283,1.1137022,170.26772,100.0,1.2226564,[-0.639 -0.64  -0.265 -0.339 -0.196],22.436129,0.9976859,388.5,100,1.003997,153,-5.4405284,-80.8058576489197,0.8412203,-43.698845,0.7779862,-105.296036,6671.05699300766,0.03445549,-105.34861,98.584015,13.026907,4392510,0.4167902,
15400,1.0490418e-06,1.0119513,1.2784188,180.80232,100.0,1.220705,[-0.642 -0.64  -0.266 -0.339 -0.196],21.654736,0.99996597,363.1,100,1.0187888,154,-2.7275324,-81.09586011160172,0.7722055,-42.056458,0.7307611,-102.62584,6718.02392244339,0.069735065,-102.70639,98.553314,13.589354,4428820,0.44872543,
15500,-5.1498415e-07,1.0059079,1.2141858,218.8839,100.0,1.2206048,[-0.645 -0.639 -0.266 -0.338 -0.198],27.873363,0.9967576,376.91,100,1.0098778,155,-3.008955,-80.81793831056264,0.79476786,-38.542618,0.75597507,-102.87397,6766.79115653038,0.05444241,-102.929436,98.57115,14.712895,4466511,0.4320196,
15600,2.6893615e-06,1.0219738,1.607485,107.1261,100.0,1.2192711,[-0.648 -0.638 -0.267 -0.338 -0.198],17.936623,0.99890924,391.76,100,1.0306017,156,-3.9270842,-84.53472391010331,0.61324877,-34.653847,0.79217297,-103.874565,6817.2757477760315,0.11751548,-104.01583,98.568436,10.149648,4505687,0.41645044,
15700,-9.3460085e-07,1.0065823,1.2424,204.01009,100.0,1.2186449,[-0.646 -0.64  -0.267 -0.339 -0.2  ],38.952347,1.0046269,354.44,100,1.0101929,157,-2.6365314,-88.576694293629,0.81207913,-35.152885,0.7113572,-102.51352,6862.052299976349,0.057721406,-102.56471,98.50018,14.140298,4541131,0.4558709,
15800,-9.155273e-07,1.0203962,1.5131488,223.87318,100.0,1.2153586,[-0.647 -0.637 -0.267 -0.338 -0.2  ],27.163298,0.9906623,360.31,100,1.0309057,158,-4.6459823,-81.41978403680554,0.5381393,-41.603195,0.72883403,-104.59534,6907.512847900391,0.111404076,-104.74872,98.54805,15.025952,4577162,0.45386264,
15900,-4.310608e-06,1.0179954,1.3784609,185.972,100.0,1.2177656,[-0.651 -0.637 -0.267 -0.338 -0.204],37.250397,0.9904131,367.98,100,1.0247854,159,-2.4191601,-83.31439190979889,0.7220313,-49.126404,0.7432096,-102.36893,6954.902237415314,0.08968046,-102.50733,98.54718,14.051094,4613960,0.44520074,
16000,1.5449524e-06,1.0064696,1.2788095,201.22998,100.0,1.2177671,[-0.651 -0.635 -0.266 -0.336 -0.201],28.736534,0.99866486,367.49,100,1.0098219,160,-6.2086344,-72.51720502695667,0.758304,-36.277534,0.7377029,-106.09224,7001.755328416824,0.060322423,-106.1347,98.60533,14.281417,4650709,0.44298235,
