Weights,Bound,EmpiricalD2,EpThisIter,TimeElapsed,J_sample_variance,MaxIW,Iteration,ReturnMeanIW,InitialReturnMin,ReturnStepMaxmin,MinIW,InitialBound,InitialReturnMean,InitialReturnStd,EpLenMean,ReturnStepMax,EpRewMean,MinD2w0t,MeanIW,StdIW,MaxD2w0t,MeanD2w0t,TimestepsSoFar,MeanEntropy,StdD2w0t,InitialReturnMax,EpisodesSoFar
[ 5.759e-01 -5.578e-01  2.220e-01  4.000e-01  2.729e-04],-1970.5796,1.0000622,100,852.0480716228485,3.7853575,1.017055,78,-97.33532,-99.82152,100.0,0.9682021,-1970.6302,-97.43046,1.8443912,46.25,100.0,-142.3204297051684,,0.99875873,0.006876902,1.0003079,0.09250322,339410,1.4189731,0.28973293,-91.762634,7800
[ 5.750e-01 -5.578e-01  2.221e-01  3.999e-01  1.172e-04],-2025.9868,1.001913,100,863.8166880607605,11.442154,1.0775831,79,-96.59602,-99.746185,100.0,0.8757288,-2026.556,-97.70364,1.9955515,44.33,100.0,-140.69740706189495,,0.9864939,0.037949353,1.0024601,0.0887026,343843,1.418833,0.28439513,-90.9807,7900
[ 5.770e-01 -5.561e-01  2.227e-01  4.008e-01 -2.256e-04],-2067.3499,1.0003958,100,876.142870426178,4.685381,1.0422506,80,-97.11957,-99.68324,100.0,0.9462039,-2067.5261,-97.42718,1.621091,42.08,100.0,-138.175665194262,,0.996365,0.01629348,1.0005674,0.08416994,348051,1.4183918,0.2776549,-92.70615,8000
[ 0.576 -0.556  0.222  0.4   -0.001],-2046.9,1.0000567,100,886.2952980995178,4.2138376,1.0177541,81,-97.35137,-99.765945,100.0,0.9747099,-2046.9508,-97.43599,1.8542874,43.09,100.0,-139.15490497300877,,0.9989927,0.007868635,1.0001404,0.08618202,352360,1.4179475,0.2806296,-89.7543,8100
[ 0.576 -0.557  0.222  0.4   -0.001],-2022.4828,1.0000875,100,897.5596616268158,3.7728512,1.0221362,82,-97.34435,-99.43019,100.0,0.95727026,-2022.5734,-97.48697,1.670552,42.0,100.0,-138.15344669659365,,0.9981893,0.010564221,1.0001845,0.08400335,356560,1.4175227,0.27739054,-92.32905,8200
[ 0.576 -0.558  0.223  0.4   -0.001],-2004.966,1.000057,100,908.0188055038452,3.446229,1.0214826,83,-97.539665,-99.59814,100.0,0.9803468,-2004.9976,-97.59934,1.7721244,40.9,100.0,-137.1691955408337,,0.9993038,0.0069496343,1.0001235,0.081801884,360650,1.4175454,0.27406356,-90.5218,8300
[ 0.576 -0.558  0.222  0.4   -0.001],-2051.3103,1.0003277,100,916.9230647087097,5.096834,1.0469935,84,-97.2756,-99.624596,100.0,0.95113266,-2051.4138,-97.47834,1.781399,42.18,100.0,-138.2977434621566,,0.9978293,0.018144017,1.0004487,0.08436715,364868,1.4179702,0.2779422,-91.40233,8400
[ 0.575 -0.559  0.222  0.4   -0.001],-1968.5172,1.000377,100,928.5722601413727,4.47248,1.0592258,85,-97.63169,-99.68404,100.0,0.94304776,-1968.6644,-97.89108,1.2926651,38.73,100.0,-135.37812204373893,,0.9966711,0.01884618,1.0005419,0.07746814,368741,1.4175397,0.26735365,-94.30473,8500
[ 0.574 -0.559  0.222  0.399 -0.001],-2074.1277,1.000119,100,941.8983380794525,4.3043294,1.0454284,86,-96.99293,-99.64819,99.979675,0.9640894,-2074.2554,-97.2257,1.9318268,49.7,100.0,-145.49362161801454,,0.99747455,0.0119501995,1.0004891,0.099408805,373711,1.4169695,0.29923135,-91.751205,8600
[ 0.573 -0.559  0.222  0.398 -0.002],-2061.1538,1.0000594,100,955.4053471088409,3.4101896,1.0236875,87,-97.2612,-99.60093,100.0,0.9679894,-2061.2078,-97.36788,1.7118711,50.68,100.0,-146.62908540880989,,0.99856406,0.007576601,1.000222,0.10136424,378779,1.417331,0.30181882,-92.44066,8700
[ 0.573 -0.559  0.222  0.399 -0.002],-2009.3677,1.0001605,100,965.9431562423706,4.0049496,1.0606918,88,-97.04262,-99.533775,100.0,0.9719587,-2009.4536,-97.204445,1.7676095,45.03,100.0,-140.8694525648092,,0.99824244,0.011651255,1.0002857,0.090066075,383282,1.4176037,0.28629404,-91.69792,8800
[ 0.572 -0.559  0.222  0.398 -0.001],-2027.3604,1.0000812,100,974.8542504310608,4.940567,1.0231843,89,-97.21038,-99.73188,100.0,0.9588794,-2027.4607,-97.40498,1.8344609,37.56,100.0,-133.65058685276117,,0.99775994,0.009043842,1.0002494,0.075124815,387038,1.4180536,0.26360488,-91.74753,8900
[ 0.572 -0.558  0.222  0.398 -0.001],-2026.5502,1.0002221,100,985.2948801517487,2.9481468,1.045342,90,-97.61675,-99.70368,100.0,0.9714763,-2026.68,-97.827675,1.4471254,43.67,100.0,-140.15423492239353,,0.99752986,0.012981566,1.0004011,0.08734657,391405,1.4184186,0.2823539,-93.189514,9000
[ 5.705e-01 -5.574e-01  2.209e-01  3.980e-01 -4.986e-04],-2057.9243,1.0001359,100,996.0565237998962,3.1369555,1.0401627,91,-97.69455,-99.581184,100.0,0.96752447,-2057.9739,-97.79363,1.484292,45.7,100.0,-142.15471918918035,,0.99894935,0.012417575,1.0002452,0.0914041,395975,1.4183085,0.28819844,-93.735275,9100
[ 0.57  -0.557  0.221  0.398 -0.001],-2006.6357,1.0000687,100,1006.191074848175,3.2130282,1.0214119,92,-97.55337,-99.61286,100.0,0.98255986,-2006.6936,-97.64402,1.6389627,38.08,100.0,-134.4546309027678,,0.99890935,0.007761742,1.0001379,0.076161936,399783,1.4186065,0.26525775,-92.655846,9200
[ 5.687e-01 -5.570e-01  2.203e-01  3.982e-01 -2.478e-04],-2049.136,1.00067,100,1018.8977243900299,6.972671,1.070229,93,-97.14322,-99.788475,100.0,0.91848063,-2049.3413,-97.54732,1.8299451,47.51,100.0,-143.67033936339192,,0.9950559,0.026411936,1.0010449,0.09503824,404534,1.4189731,0.2933004,-91.67309,9300
[ 5.703e-01 -5.569e-01  2.211e-01  3.984e-01  1.166e-04],-2061.3901,1.0002015,100,1031.4543755054474,3.749915,1.0363793,94,-97.49499,-99.69035,100.0,0.9574801,-2061.4578,-97.61772,1.5427033,44.18,100.0,-140.47718519796933,,0.9982287,0.01365656,1.0002747,0.08836461,408952,1.4190564,0.28383756,-92.98251,9400
[ 5.697e-01 -5.573e-01  2.208e-01  3.980e-01  2.213e-04],-2042.2555,1.0003285,100,1041.8765428066254,4.1673455,1.0403143,95,-97.63501,-99.64712,100.0,0.93614995,-2042.3984,-97.893616,1.4975815,41.29,100.0,-137.90406030732964,,0.99696374,0.01597581,1.0005101,0.08258824,413081,1.4184959,0.2752845,-90.50169,9500
[ 5.708e-01 -5.570e-01  2.212e-01  3.980e-01 -4.538e-04],-2022.31,1.0003814,100,1054.1705029010773,5.3102946,1.054743,96,-97.04961,-99.57358,100.0,0.93737173,-2022.4933,-97.40684,1.6717218,45.51,100.0,-141.52239460201739,,0.99575704,0.01738043,1.0006495,0.09103352,417632,1.4176023,0.28768966,-92.30861,9600
[ 0.57  -0.558  0.221  0.397 -0.001],-2049.2415,1.000037,100,1065.6984641551971,4.11235,1.016404,97,-97.415596,-99.66437,100.0,0.98803926,-2049.284,-97.489845,1.97258,41.73,100.0,-137.87492888801822,,0.99910796,0.005166179,1.0001204,0.0834618,421805,1.4179914,0.27657998,-89.54296,9700
[ 0.569 -0.557  0.22   0.397 -0.001],-2011.3689,1.0001726,100,1077.7441008090973,3.3446593,1.0516143,98,-97.51247,-99.67696,100.0,0.97150767,-2011.4573,-97.65816,1.6106143,40.28,100.0,-136.6473870347751,,0.9980863,0.012834914,1.0002608,0.080564246,425833,1.4180802,0.27217823,-92.62397,9800
[ 0.568 -0.557  0.22   0.397 -0.001],-2048.048,1.0000938,100,1090.4143657684326,3.5168686,1.0273161,99,-97.702225,-99.6587,100.0,0.9706039,-2048.1243,-97.83383,1.707871,44.67,100.0,-141.18307852669193,,0.9984585,0.011084828,1.0002606,0.08934327,430300,1.4176021,0.28525436,-90.348045,9900
[ 0.569 -0.557  0.22   0.397 -0.001],-2003.0615,1.0005982,100,1102.4932899475098,6.1000047,1.0809412,100,-97.146866,-99.70617,100.0,0.94409806,-2003.3129,-97.60139,1.5428387,39.69,100.0,-136.00574304911248,,0.99449295,0.023740761,1.0008886,0.079394065,434269,1.4178823,0.27038774,-92.784454,10000
[ 0.568 -0.557  0.22   0.396 -0.001],-2068.8577,1.0006436,100,1113.4306366443634,6.003969,1.0923493,101,-97.17592,-99.61519,100.0,0.9322963,-2069.1055,-97.64174,1.6641906,44.82,100.0,-141.10683533601758,,0.99528736,0.027653825,1.0010767,0.089656934,438751,1.4186,0.2857128,-92.57361,10100
[ 5.670e-01 -5.580e-01  2.191e-01  3.954e-01 -2.967e-04],-2023.7832,1.0010244,100,1123.5848770141602,8.433073,1.0682646,102,-97.13698,-99.83289,100.0,0.9250521,-2024.0564,-97.68828,1.665724,43.24,100.0,-139.6157786458957,,0.993078,0.029934645,1.0014031,0.086500525,443075,1.418967,0.28113183,-90.972374,10200
[ 5.651e-01 -5.590e-01  2.188e-01  3.951e-01  8.150e-05],-2080.0662,1.0001508,100,1136.1349284648895,5.1250033,1.0432961,103,-97.33741,-99.56247,100.0,0.96272105,-2080.1414,-97.48248,1.8724896,46.43,100.0,-142.5337467163658,,0.9981155,0.013029012,1.0002971,0.09286546,447718,1.4194993,0.29025885,-90.44712,10300
[ 0.565 -0.56   0.219  0.395  0.001],-2064.8025,1.000068,100,1147.8409407138824,4.1674,1.0209826,104,-97.33561,-99.606544,100.0,0.981232,-2064.8545,-97.43492,1.9963474,43.64,100.0,-139.73256113941233,,0.9988819,0.007755165,1.0002205,0.08728307,452082,1.4199289,0.2822626,-90.724915,10400
[ 0.565 -0.56   0.219  0.396  0.001],-2033.003,1.0010023,100,1158.3192501068115,7.451101,1.0945314,105,-96.981476,-99.67217,100.0,0.9184985,-2033.3893,-97.68094,1.5767592,42.63,100.0,-138.99418798807585,,0.9922058,0.030554576,1.0013922,0.08528292,456345,1.4205589,0.2793372,-93.14555,10500
[ 0.563 -0.561  0.219  0.396  0.002],-2004.8539,1.0001037,100,1169.1214764118195,3.2285633,1.0214912,106,-97.40148,-99.59614,100.0,0.9739869,-2004.9136,-97.51539,1.6111668,45.62,100.0,-141.76868590319816,,0.99858195,0.009507525,1.0003407,0.091244005,460907,1.4210054,0.28796843,-93.21259,10600
[ 0.564 -0.56   0.219  0.397  0.002],-2076.0056,1.0000228,100,1179.4377410411835,2.3560152,1.0188875,107,-97.58872,-99.61968,100.0,0.9870607,-2076.0208,-97.61524,1.5190734,43.02,100.0,-139.3192773052178,,0.99963665,0.0050788317,1.0000563,0.08604062,465209,1.420898,0.28043458,-91.78288,10700
[ 0.564 -0.56   0.219  0.396  0.002],-2003.1052,1.0003495,100,1190.902630329132,4.9617577,1.041274,108,-97.130554,-99.72846,100.0,0.91228646,-2003.3715,-97.66,1.8473343,44.8,100.0,-141.0950700770852,,0.9938445,0.018515775,1.0008942,0.08961914,469689,1.4189736,0.28566313,-90.898346,10800
[ 5.632e-01 -5.599e-01  2.184e-01  3.961e-01  1.288e-04],-2009.5786,1.0000083,100,1200.7936913967133,3.274318,1.0105348,109,-97.32178,-99.62033,99.99711,0.9924884,-2009.5867,-97.33758,1.8362681,46.79,100.0,-142.76428075794064,,0.999873,0.002744388,1.0000297,0.09358047,474368,1.4190353,0.29124543,-91.6422,10900
[ 5.633e-01 -5.600e-01  2.184e-01  3.958e-01  1.666e-04],-2041.9924,1.0000359,100,1211.498797416687,3.4667718,1.0240805,110,-97.45745,-99.68904,100.0,0.9763487,-2042.065,-97.56003,1.7704775,46.18,100.0,-142.36057767357389,,0.9989311,0.0061211265,1.0000929,0.09236232,478986,1.4188589,0.28955153,-91.68388,11000
[ 5.623e-01 -5.589e-01  2.181e-01  3.958e-01 -1.456e-04],-2003.1558,1.0003062,100,1223.4473917484283,4.44399,1.0545714,111,-97.327576,-99.558136,100.0,0.95852864,-2003.2748,-97.56338,1.8826009,40.32,100.0,-136.57646837946234,,0.99713445,0.014694058,1.0005888,0.08064729,483018,1.4186018,0.2723008,-91.67999,11100
[ 5.613e-01 -5.597e-01  2.182e-01  3.963e-01 -2.681e-04],-2028.5278,1.0004132,100,1236.5413711071014,5.962088,1.045087,112,-97.17412,-99.66754,100.0,0.9400864,-2028.6664,-97.432014,1.8811259,46.87,100.0,-142.904630891444,,0.99659544,0.019596206,1.0005963,0.09375081,487705,1.4183971,0.29150015,-90.110504,11200
[ 0.561 -0.561  0.218  0.396 -0.001],-1988.6313,1.0000826,100,1250.254462480545,2.3438466,1.0247065,113,-97.73846,-99.672455,100.0,0.97564566,-1988.6837,-97.84048,1.405954,43.07,100.0,-139.58882006121348,,0.998933,0.008268756,1.0001773,0.08614379,492012,1.4180759,0.28057766,-94.10087,11300
[ 0.56  -0.561  0.218  0.395 -0.001],-2009.8093,1.0000751,100,1261.4413752555847,3.7210104,1.0454514,114,-97.51705,-99.63575,100.0,0.97629505,-2009.8549,-97.60574,1.7239275,40.9,100.0,-137.1777893756909,,0.99902713,0.0103436215,1.0003029,0.08180254,496102,1.4185157,0.27406597,-91.13069,11400
[ 5.587e-01 -5.596e-01  2.174e-01  3.950e-01 -4.120e-04],-2025.0912,1.0004525,100,1274.6058096885681,4.8634944,1.0424469,115,-97.30208,-99.685555,100.0,0.939391,-2025.2579,-97.63453,1.7000432,44.42,100.0,-140.71096089402644,,0.9966961,0.019057347,1.0006958,0.08885294,500544,1.4179686,0.2845589,-92.50933,11500
[ 0.559 -0.558  0.217  0.396 -0.001],-2070.709,1.0001162,100,1283.5360763072968,4.3272724,1.0165759,116,-97.30059,-99.625916,100.0,0.96755517,-2070.8293,-97.51994,1.876667,46.15,100.0,-142.29543449820255,,0.9972091,0.009704004,1.0003917,0.09230668,505159,1.4170188,0.2894633,-90.865005,11600
[ 0.559 -0.558  0.217  0.395 -0.002],-2006.85,1.0000969,100,1293.9751768112183,2.6888375,1.0279197,117,-97.75773,-99.76235,100.0,0.9761974,-2006.8962,-97.84665,1.4261767,40.2,100.0,-136.78820602736945,,0.9990089,0.009652382,1.0001614,0.080402784,509179,1.4173361,0.27192703,-93.25949,11700
[ 0.559 -0.558  0.217  0.395 -0.002],-2016.8378,1.0002917,100,1303.394773721695,6.2888465,1.0385954,118,-97.03764,-99.61861,100.0,0.949028,-2016.9723,-97.291794,2.045361,44.4,100.0,-140.31407656491604,,0.99704164,0.015159468,1.0004802,0.088809416,513619,1.4165407,0.2844757,-91.26674,11800
[ 0.558 -0.558  0.217  0.394 -0.002],-2058.0244,1.0010935,100,1315.2984132766724,9.602809,1.1391042,119,-96.452126,-99.56965,100.0,0.9073371,-2058.3247,-97.043945,1.9011551,49.92,100.0,-145.5047535513402,,0.99197227,0.033187903,1.0014827,0.099867284,518611,1.4169917,0.29987106,-91.897354,11900
[ 0.559 -0.556  0.217  0.394 -0.002],-2032.2008,1.0000832,100,1326.0964686870575,3.1899192,1.0226104,120,-97.50443,-99.67566,100.0,0.9749691,-2032.2756,-97.65078,1.6666697,44.7,100.0,-141.02588154377844,,0.99833906,0.007268313,1.0002499,0.08940515,523081,1.417941,0.28534016,-92.737686,12000
[ 0.559 -0.556  0.217  0.394 -0.001],-2036.1456,1.0001616,100,1336.312260389328,4.8817787,1.0290767,121,-97.16452,-99.52438,99.98634,0.94578797,-2036.3363,-97.50988,1.7960814,42.81,100.0,-139.00818203850733,,0.9960878,0.012237416,1.0004556,0.08563048,527362,1.4176245,0.27983266,-90.231865,12100
[ 0.559 -0.557  0.218  0.395 -0.001],-2012.7561,1.0001292,100,1347.2811028957367,5.4952617,1.0274388,122,-97.32235,-99.72583,100.0,0.95294243,-2012.9043,-97.58791,1.8509078,40.16,100.0,-136.4450318561096,,0.9968039,0.0128672235,1.0004097,0.08032676,531378,1.416971,0.27180195,-89.84713,12200
[ 0.56  -0.558  0.218  0.396 -0.002],-2040.0994,1.0000288,100,1357.9948036670685,4.0107193,1.0180286,123,-97.36661,-99.7841,100.0,0.98488706,-2040.1425,-97.451805,1.9475672,43.75,100.0,-139.83941530579716,,0.99898523,0.0048134653,1.000154,0.08750254,535753,1.4170203,0.28257912,-91.36656,12300
[ 0.56  -0.558  0.217  0.396 -0.002],-2031.1677,1.00003,100,1366.7366585731506,3.3463528,1.015707,124,-97.62563,-99.66273,100.0,0.98685306,-2031.2085,-97.69032,1.7057958,43.59,100.0,-139.94578396488896,,0.99916375,0.0052708345,1.0000743,0.08718158,540112,1.4173536,0.2821016,-91.069534,12400
[ 0.559 -0.557  0.217  0.396 -0.002],-2054.0173,1.0000976,100,1378.7902042865753,4.2042475,1.0286517,125,-97.39068,-99.63565,100.0,0.9798774,-2054.057,-97.4666,1.7639512,43.03,100.0,-139.13045204790467,,0.9992075,0.009598928,1.0001738,0.08606253,544415,1.4174379,0.2804668,-91.072556,12500
[ 0.559 -0.556  0.217  0.397 -0.002],-1986.4119,1.0006186,100,1390.9766669273376,5.6145372,1.0716383,126,-97.44203,-99.82842,100.0,0.9398282,-1986.597,-97.797226,1.5636908,44.17,100.0,-140.6356986744127,,0.9952689,0.024912087,1.0008174,0.08835313,548832,1.417331,0.28383803,-92.01778,12600
[ 0.558 -0.558  0.217  0.396 -0.002],-2051.3406,1.0002108,100,1401.5576171875,4.4319453,1.0389324,127,-97.334305,-99.64235,100.0,0.96694475,-2051.4106,-97.47531,1.6891322,40.89,100.0,-137.0615843339102,,0.99830264,0.012683375,1.0003397,0.08178471,552921,1.4173322,0.2740391,-91.318535,12700
[ 0.559 -0.557  0.217  0.396 -0.002],-2069.3123,1.0001495,100,1410.4845070838928,4.9721994,1.0317718,128,-97.09547,-99.65517,100.0,0.9760282,-2069.425,-97.32043,1.9767416,42.48,100.0,-138.4297263718324,,0.99777335,0.01074014,1.000421,0.08496731,557169,1.4175239,0.2788543,-89.08629,12800
[ 0.558 -0.556  0.217  0.395 -0.001],-1965.772,1.0000247,100,1422.0779387950897,3.368465,1.0169159,129,-97.46478,-99.70597,100.0,0.98456633,-1965.7861,-97.49286,1.7537942,41.74,100.0,-137.90577625198478,,0.99951255,0.004831425,1.0000474,0.08348075,561343,1.4170823,0.27660242,-91.773506,12900
[ 0.558 -0.556  0.217  0.395 -0.002],-2011.3397,1.00015,100,1430.4659337997437,3.498794,1.0269524,130,-97.480995,-99.59235,100.0,0.96272653,-2011.3961,-97.59702,1.6189051,40.58,100.0,-136.85040622371142,,0.9985767,0.0122326985,1.0002314,0.08116388,565401,1.4170148,0.27309838,-92.59041,13000
[ 0.558 -0.558  0.217  0.395 -0.002],-2030.0967,1.0000985,100,1441.7303256988525,4.36949,1.0290284,131,-97.6315,-99.79872,100.0,0.966928,-2030.178,-97.78968,1.6644586,43.76,100.0,-140.24862317657912,,0.99820733,0.010291469,1.0003161,0.08752561,569777,1.4169008,0.28261253,-91.32261,13100
[ 0.558 -0.557  0.217  0.396 -0.002],-2040.4165,1.0001535,100,1450.7436516284943,3.3078299,1.0248005,132,-97.63278,-99.59436,100.0,0.95555645,-2040.5078,-97.81709,1.5244986,43.61,100.0,-140.1177066120571,,0.9977462,0.014010829,1.000356,0.08722581,574138,1.4160155,0.28217033,-92.938354,13200
[ 0.559 -0.558  0.217  0.396 -0.003],-2019.149,1.0009336,100,1461.7534487247467,8.241191,1.0818695,133,-96.448715,-99.624374,99.9892,0.9294423,-2019.4365,-96.99595,2.0936444,48.19,100.0,-143.7736488418625,,0.9936317,0.027249016,1.0012971,0.09640277,578957,1.4165629,0.29518932,-91.41824,13300
[ 0.56  -0.557  0.218  0.397 -0.002],-2011.211,1.0001798,100,1472.6030077934265,3.5041838,1.031613,134,-97.326706,-99.36647,100.0,0.96523,-2011.2975,-97.49838,1.4553605,41.25,100.0,-137.4269573992992,,0.99776703,0.011773767,1.0002975,0.08250586,583082,1.4160368,0.27514187,-92.65642,13400
[ 0.56  -0.557  0.218  0.396 -0.003],-2015.8765,1.0001266,100,1483.0024802684784,3.8903995,1.0262157,135,-97.532616,-99.58235,99.99676,0.96073234,-2015.9935,-97.73696,1.5341161,41.06,100.0,-137.50007728996997,,0.9977852,0.011018907,1.0002735,0.0821262,587188,1.4159291,0.27456766,-93.47011,13500
[ 0.56  -0.558  0.218  0.397 -0.003],-2071.0774,1.0001715,100,1494.8241319656372,4.352694,1.0265929,136,-97.14917,-99.47412,100.0,0.95814574,-2071.1292,-97.254074,1.8495412,47.29,100.0,-143.13574661559682,,0.9987969,0.011277026,1.000288,0.09458457,591917,1.4156497,0.29264575,-90.32305,13600
[ 0.561 -0.557  0.218  0.397 -0.003],-2038.0181,1.0002941,100,1505.2573392391205,5.965599,1.0539626,137,-97.128876,-99.65861,100.0,0.9431369,-2038.1034,-97.304695,1.8802217,44.09,100.0,-140.03654821936973,,0.99801904,0.016208358,1.0004429,0.0881875,596326,1.4154644,0.28358635,-91.27916,13700
[ 0.56  -0.558  0.218  0.396 -0.004],-2032.2815,1.0001963,100,1516.2168996334076,3.9981887,1.0292885,138,-97.56606,-99.687675,100.0,0.9631885,-2032.3788,-97.7539,1.6657132,41.0,100.0,-137.4577917986845,,0.99731296,0.012250166,1.0003395,0.08200635,600426,1.4151464,0.2743779,-91.32908,13800
[ 0.56  -0.558  0.218  0.395 -0.004],-2038.0612,1.0001708,100,1527.2470471858978,4.4947863,1.0355211,139,-97.11643,-99.51525,100.0,0.96192116,-2038.2019,-97.40323,1.8181674,45.31,100.0,-141.3333901112172,,0.9966544,0.011887253,1.0004966,0.090631306,604957,1.4153849,0.2870989,-91.51365,13900
[ 0.559 -0.557  0.217  0.395 -0.004],-2014.4507,1.0000557,100,1538.8816466331482,3.1992617,1.0167675,140,-97.594154,-99.66793,100.0,0.9748987,-2014.5203,-97.718216,1.6264286,42.39,100.0,-138.81281537283155,,0.9985756,0.0069837323,1.000165,0.084783554,609196,1.4146136,0.27857566,-93.514946,14000
[ 0.558 -0.556  0.217  0.395 -0.004],-2014.3165,1.0000421,100,1550.9450588226318,3.4889092,1.0243542,141,-97.47158,-99.58162,100.0,0.9760642,-2014.3657,-97.563675,1.6973069,41.9,100.0,-138.12756342537006,,0.9988377,0.00653904,1.0001694,0.083802335,613386,1.4150333,0.27709025,-91.0846,14100
[ 0.558 -0.556  0.217  0.396 -0.004],-2028.4838,1.0000511,100,1561.9174427986145,3.5603342,1.0163679,142,-97.19202,-99.46396,100.0,0.96603036,-2028.5437,-97.309364,1.7264261,43.88,100.0,-139.8208165261966,,0.9985899,0.006842116,1.0001894,0.087763965,617774,1.4146078,0.28295052,-92.24115,14200
[ 0.558 -0.557  0.217  0.396 -0.004],-2043.6321,1.000035,100,1574.2055795192719,3.6935637,1.0125369,143,-97.36804,-99.620125,100.0,0.9837314,-2043.6549,-97.40996,1.8339626,48.15,100.0,-144.1736637133218,,0.99957263,0.00581149,1.0000743,0.09630141,622589,1.4146136,0.29501155,-90.55697,14300
[ 0.559 -0.558  0.217  0.396 -0.004],-2025.2482,1.0000336,100,1584.1289660930634,3.6056454,1.0165802,144,-97.59957,-99.61514,100.0,0.985157,-2025.2792,-97.65582,1.7540485,43.97,100.0,-140.3122976434042,,0.9992897,0.0051305084,1.0000948,0.08794154,626986,1.4150178,0.28320485,-92.72487,14400
[ 0.558 -0.558  0.217  0.396 -0.004],-2057.0398,1.0000409,100,1596.7354991436005,3.3678114,1.0157154,145,-97.395035,-99.63121,100.0,0.9742665,-2057.0774,-97.46484,1.8242517,49.77,100.0,-145.86015933468505,,0.999207,0.006588106,1.0001056,0.099542536,631963,1.4145079,0.29939625,-90.987564,14500
[ 0.558 -0.558  0.217  0.396 -0.004],-2059.8945,1.0000173,100,1606.5041494369507,3.049856,1.0171136,146,-97.54978,-99.80499,100.0,0.9881221,-2059.9065,-97.56999,1.7589134,46.97,100.0,-143.1863848469288,,0.9998886,0.004099828,1.0000454,0.0939404,636660,1.4144232,0.2917434,-92.27594,14600
[ 0.558 -0.558  0.217  0.396 -0.005],-1999.9585,1.0000792,100,1617.246710062027,3.6088152,1.0216303,147,-97.65786,-99.713974,100.0,0.9684379,-2000.0367,-97.80859,1.774081,41.16,100.0,-137.68756466346153,,0.99819297,0.009145933,1.0001898,0.082324706,640776,1.414492,0.274864,-91.987366,14700
[ 0.559 -0.558  0.218  0.396 -0.004],-1997.7064,1.0001478,100,1629.5108258724213,6.3956513,1.0307935,148,-97.14423,-99.780334,100.0,0.9639337,-1997.8407,-97.41042,1.9916182,42.73,100.0,-138.76167288459453,,0.99691045,0.011872957,1.000507,0.08546834,645049,1.4144287,0.279585,-90.89165,14800
[ 0.558 -0.557  0.218  0.397 -0.005],-2029.8667,1.0002607,100,1641.6257102489471,4.5742755,1.0386443,149,-97.41051,-99.65722,100.0,0.9621372,-2029.9348,-97.546455,1.68804,44.86,100.0,-141.03707565067995,,0.9983303,0.01593468,1.0003294,0.08972548,649535,1.4144247,0.28580457,-92.868065,14900
[ 0.557 -0.558  0.218  0.396 -0.005],-2081.7866,1.0002595,100,1654.5487089157104,5.1980968,1.0419813,150,-97.29856,-99.62804,100.0,0.9636445,-2081.8696,-97.46006,1.8810695,43.22,100.0,-139.32745879254077,,0.9982794,0.013507291,1.0003809,0.08644633,653857,1.4145149,0.28103685,-91.16265,15000
[ 0.556 -0.558  0.217  0.396 -0.004],-2065.8801,1.0001955,100,1666.4186704158783,4.3229423,1.0368338,151,-97.56534,-99.690094,99.99121,0.96317357,-2065.9717,-97.74622,1.7473012,48.41,100.0,-144.79428611322083,,0.99783045,0.011675164,1.0004003,0.09682787,658698,1.4149475,0.2957314,-92.62023,15100
[ 0.556 -0.558  0.217  0.397 -0.004],-2033.2211,1.0003126,100,1677.3418111801147,5.131626,1.0442535,152,-97.42285,-99.664085,99.982346,0.96021414,-2033.311,-97.60268,1.6756467,42.97,100.0,-139.24918205478593,,0.99747986,0.016769534,1.0004362,0.085947014,662995,1.4150176,0.28029606,-92.89225,15200
[ 0.556 -0.559  0.217  0.397 -0.004],-2075.3862,1.0006953,100,1688.1414844989777,6.172044,1.081122,153,-97.35952,-99.937454,100.0,0.9169713,-2075.6157,-97.775215,1.5888501,45.35,100.0,-141.80101585653415,,0.99562114,0.027388496,1.0009067,0.09071622,667530,1.4150461,0.28724077,-93.1124,15300
[ 0.554 -0.559  0.217  0.396 -0.004],-2065.1936,1.0005906,100,1701.6334915161133,8.419864,1.0646707,154,-96.764694,-99.79989,100.0,0.9016263,-2065.4563,-97.231026,2.0739083,51.27,100.0,-147.0563201742161,,0.9940126,0.024764039,1.00122,0.10255961,672657,1.4154699,0.3034175,-91.27255,15400
[ 0.557 -0.56   0.218  0.397 -0.003],-2015.8671,1.0001464,100,1714.146384716034,3.939585,1.0235701,155,-97.52018,-99.7371,99.993965,0.93565536,-2015.9603,-97.70379,1.7958841,44.57,100.0,-140.94605623738036,,0.9974867,0.014149568,1.0005151,0.08914544,677114,1.4149326,0.28495613,-91.11699,15500
[ 0.558 -0.56   0.218  0.396 -0.004],-1984.1104,1.0006206,100,1723.6935682296753,6.035949,1.0790032,156,-97.202705,-99.68174,100.0,0.9333242,-1984.3153,-97.603035,1.5925678,39.92,100.0,-136.23212155323307,,0.99533534,0.026487023,1.0008875,0.07985318,681106,1.4146715,0.2710927,-91.66459,15600
[ 0.559 -0.559  0.218  0.396 -0.004],-2066.7373,1.000311,100,1734.4470264911652,5.451018,1.0380211,157,-97.28076,-99.666,100.0,0.95395625,-2066.8286,-97.455696,1.7734194,41.81,100.0,-137.94415251790946,,0.99762017,0.016625885,1.0004046,0.08362674,685287,1.4146731,0.27683395,-92.312256,15700
