Weights,EpRewMean,InitialReturnMean,MeanIW,MinD2w0t,StdD2w0t,EpisodesSoFar,MaxIW,InitialReturnMax,J_sample_variance,MaxD2w0t,Bound,StdIW,EpLenMean,InitialReturnStd,MinIW,MeanD2w0t,TimeElapsed,ReturnMeanIW,InitialBound,EpThisIter,EmpiricalD2,InitialReturnMin,Iteration,TimestepsSoFar,ReturnStepMax,ReturnStepMaxmin,MeanEntropy
[-0.813 -0.491 -0.436 -0.75  -0.014],-107.84494019305565,-79.260544,0.9941557,,0.25789824,23500,1.0863093,-47.872524,125.47558,1.0020669,-1195.8727,0.0182328,35.8,11.171023,0.9356755,0.071621545,2440.949708223343,-78.815506,-1196.1151,100,1.000461,-95.11782,235,866156,100.0,99.00001,1.4056416
[-0.81  -0.491 -0.435 -0.751 -0.013],-106.72122256059298,-77.12731,0.9965075,,0.26346043,23600,1.0581653,-28.061626,173.99965,1.000699,-1203.9385,0.016880872,37.51,13.151949,0.95506465,0.07503348,2451.6211247444153,-76.86654,-1204.0719,100,1.0003787,-94.38979,236,869907,100.0,99.000084,1.4058869
[-0.81  -0.491 -0.434 -0.75  -0.013],-108.66108016152221,-77.27837,0.9976762,,0.27150208,23700,1.0377191,-47.6893,149.1414,1.0004846,-1185.1274,0.016258085,40.06,12.17649,0.95446396,0.08012919,2461.4850721359253,-77.10371,-1185.2161,100,1.0002198,-95.576004,237,873913,100.0,99.000496,1.404751
[-0.81  -0.491 -0.434 -0.75  -0.014],-106.89441826345717,-77.263626,0.99656487,,0.26356766,23800,1.047907,-43.871727,159.1239,1.0007249,-1170.123,0.016778223,37.54,12.445581,0.9407544,0.075091034,2470.0133759975433,-77.038086,-1170.2341,100,1.0003153,-94.121056,238,877667,100.0,99.00002,1.4039322
[-0.81  -0.492 -0.434 -0.75  -0.015],-108.59988145282901,-79.6861,0.9969243,,0.2582928,23900,1.0646106,-45.189156,124.57563,1.0004579,-1161.3724,0.014007027,35.93,10.95288,0.9607897,0.071870536,2479.8816928863525,-79.47774,-1161.4861,100,1.0002308,-94.41917,239,881260,100.0,99.00024,1.4051875
[-0.809 -0.492 -0.433 -0.75  -0.014],-107.49138343916601,-74.18802,0.9987481,,0.27930364,24000,1.0271913,-41.41086,155.87097,1.0002472,-1193.1104,0.009348061,42.64,12.346784,0.96729255,0.085283786,2492.157956600189,-74.110504,-1193.1509,100,1.0000724,-92.45125,240,885524,100.0,99.0,1.4049103
[-0.809 -0.492 -0.433 -0.75  -0.014],-107.39790288739643,-78.77097,0.99713063,,0.25839347,24100,1.0486522,-43.155647,145.43254,1.000753,-1181.8442,0.020647677,35.96,11.804671,0.88813996,0.071928,2501.33975815773,-78.59002,-1181.9424,100,1.0002788,-95.9367,241,889120,100.0,99.000046,1.4046388
[-0.81  -0.493 -0.434 -0.75  -0.014],-107.22734455795559,-78.024635,0.99858177,,0.2607726,24200,1.038174,-37.182613,155.4282,1.0003815,-1153.7811,0.011764586,36.69,12.540211,0.964148,0.07338641,2512.6745171546936,-77.90227,-1153.8438,100,1.000166,-94.88929,242,892789,100.0,99.0,1.4039478
[-0.81  -0.492 -0.433 -0.749 -0.015],-107.45977376484346,-77.83206,0.9973899,,0.26237693,24300,1.0313892,-48.93183,143.56062,1.0005639,-1144.0647,0.014261491,37.18,11.698337,0.95298594,0.07436836,2523.8321120738983,-77.67474,-1144.145,100,1.0002525,-95.18047,243,896507,100.0,99.00001,1.4033258
[-0.809 -0.492 -0.433 -0.749 -0.016],-107.72779151010174,-77.23694,0.9956453,,0.2674641,24400,1.058992,-48.942642,154.58377,1.0019516,-1198.0833,0.019479005,38.76,12.252548,0.9209313,0.07753407,2534.9085037708282,-76.93478,-1198.2617,100,1.0003844,-95.33788,244,900383,100.0,99.000015,1.4032292
[-0.807 -0.492 -0.432 -0.75  -0.016],-107.37629031243291,-76.61835,0.98948264,,0.26972196,24500,1.099334,-39.67519,192.03865,1.0026869,-1190.905,0.03514117,39.45,14.06079,0.8839512,0.078943,2546.8346989154816,-75.79073,-1191.3176,100,1.0014851,-94.9666,245,904328,100.0,99.00004,1.4023454
[-0.809 -0.492 -0.432 -0.75  -0.017],-108.4962784642684,-80.3074,0.99635994,,0.25555122,24600,1.0446439,-40.29168,112.54683,1.000779,-1185.7239,0.020828016,35.1,10.780443,0.93683076,0.07021626,2557.844841003418,-79.9864,-1185.8887,100,1.0003998,-95.25276,246,907838,100.0,99.0,1.4013743
[-0.808 -0.493 -0.431 -0.75  -0.018],-108.79628957180674,-78.58935,0.99478406,,0.26446146,24700,1.140938,-50.19479,125.756935,1.0015106,-1141.3763,0.029995892,37.81,11.267128,0.92298424,0.07564384,2569.0498008728027,-78.16961,-1141.5835,100,1.0008771,-96.75586,247,911619,100.0,99.00004,1.4014542
[-0.809 -0.493 -0.43  -0.749 -0.017],-107.73368077702408,-77.54852,0.9955564,,0.26644832,24800,1.043138,-42.198334,176.67697,1.000832,-1196.3632,0.015549524,38.44,13.0467825,0.9553185,0.07689291,2579.8526046276093,-77.26392,-1196.5114,100,1.0003091,-94.21786,248,915463,100.0,99.0,1.4027772
[-0.809 -0.494 -0.43  -0.749 -0.016],-108.87255197684182,-77.9657,0.99641806,,0.26851973,24900,1.050187,-43.97689,136.8158,1.0006542,-1178.5547,0.015388388,39.1,11.486256,0.9552311,0.07821238,2591.9703681468964,-77.731,-1178.6725,100,1.0002478,-94.54282,249,919373,100.0,99.00008,1.4036623
[-0.808 -0.493 -0.43  -0.748 -0.015],-107.08319396941293,-80.193054,0.9928523,,0.25003123,25000,1.1113738,-48.244198,135.6145,1.0021479,-1128.7988,0.035747565,33.47,11.710542,0.9203347,0.0669698,2603.339015007019,-79.58513,-1129.1035,100,1.0012412,-95.302185,250,922720,100.0,99.00016,1.4033202
[-0.809 -0.494 -0.43  -0.748 -0.016],-106.01623327353684,-75.98649,0.99614245,,0.26828372,25100,1.039131,-25.510902,216.00014,1.0006531,-1196.8704,0.012213531,39.02,14.514888,0.95293844,0.078052126,2614.631664276123,-75.73111,-1197.0112,100,1.000225,-95.02656,251,926622,100.0,99.0,1.404752
[-0.81  -0.494 -0.43  -0.747 -0.014],-107.91388479112797,-79.78486,0.99405485,,0.25621757,25200,1.0427728,-43.506207,155.75725,1.0010657,-1189.8047,0.019534584,35.3,12.311261,0.92662686,0.07061891,2625.1668128967285,-79.34522,-1190.0269,100,1.0003968,-93.2887,252,930152,100.0,99.000084,1.4032279
[-0.81  -0.494 -0.43  -0.748 -0.016],-107.61138856023263,-75.69959,0.99644655,,0.2745864,25300,1.0516421,-41.33025,182.71162,1.0006361,-1181.1732,0.015608757,41.06,13.315358,0.95010823,0.08213222,2636.5765087604523,-75.48326,-1181.2809,100,1.0002819,-95.34245,253,934258,100.0,99.0,1.4039549
[-0.811 -0.493 -0.43  -0.748 -0.015],-109.28624263480452,-78.32881,0.98616916,,0.2676477,25400,1.0929973,-47.199814,123.13922,1.0031123,-1140.8262,0.03511008,38.78,10.582629,0.87216866,0.07761076,2648.016263484955,-77.3889,-1141.323,100,1.0014602,-93.7501,254,938136,100.0,99.00005,1.4044095
[-0.812 -0.493 -0.43  -0.746 -0.014],-107.83441872370162,-77.910355,0.99900234,,0.26517558,25500,1.0190151,-25.579243,165.91939,1.0002431,-1170.8356,0.007070535,38.05,12.8481655,0.95767206,0.07610271,2660.7620811462402,-77.8366,-1170.8809,100,1.0000653,-95.54783,255,941941,100.0,99.00013,1.4047458
[-0.813 -0.492 -0.43  -0.746 -0.014],-107.60185751653293,-78.572174,0.99742526,,0.26102763,25600,1.0536119,-39.421253,158.96031,1.0007862,-1181.6185,0.017791437,36.76,12.743626,0.9475571,0.07353296,2671.715390443802,-78.32204,-1181.7435,100,1.0002998,-95.42929,256,945617,100.0,99.0,1.4047468
[-0.813 -0.492 -0.429 -0.746 -0.014],-107.91012146634777,-74.373886,0.9952943,,0.28331771,25700,1.0413309,-29.336372,202.93044,1.0010284,-1201.106,0.015864057,43.99,14.111102,0.9296309,0.087994866,2682.964945793152,-74.04551,-1201.3185,100,1.0002959,-95.482834,257,950016,100.0,99.00002,1.4056165
[-0.811 -0.492 -0.428 -0.746 -0.013],-107.78723154259876,-76.33636,0.9985953,,0.27204952,25800,1.0242006,-26.92532,164.5636,1.0003339,-1190.9849,0.010890049,40.24,12.737223,0.96273047,0.08048528,2694.8593146800995,-76.238884,-1191.0355,100,1.0001649,-93.6786,258,954040,100.0,99.00018,1.404841
[-0.81  -0.492 -0.428 -0.747 -0.014],-107.06301841750675,-78.74565,0.9974394,,0.25808424,25900,1.0300149,-40.550728,155.75401,1.0004679,-1199.69,0.012454789,35.87,12.196033,0.96014786,0.07174638,2705.2022953033447,-78.586845,-1199.7704,100,1.0001941,-95.32608,259,957627,100.0,99.0,1.4042059
[-0.809 -0.492 -0.428 -0.747 -0.015],-107.83591813440461,-77.80927,0.9899267,,0.26495755,26000,1.0914583,-49.13003,147.58112,1.002298,-1162.0968,0.028759424,37.94,12.133579,0.90114516,0.07592179,2715.9108443260193,-77.015236,-1162.4983,100,1.0013443,-97.7639,260,961421,100.0,99.0,1.4058005
[-0.81  -0.493 -0.428 -0.746 -0.013],-107.51994070860053,-78.79625,0.99478704,,0.25844747,26100,1.058812,-45.225998,126.91672,1.0015264,-1138.1549,0.026413862,35.96,11.505158,0.9197252,0.07194394,2726.6454713344574,-78.33701,-1138.3927,100,1.0006919,-94.92838,261,965017,100.0,99.0003,1.4042752
[-0.811 -0.494 -0.428 -0.747 -0.015],-106.70369407547028,-77.09618,0.99472344,,0.26339614,26200,1.0511549,-36.36919,161.15483,1.0010587,-1139.9056,0.023010926,37.48,12.409785,0.9289943,0.07498211,2737.341538667679,-76.735466,-1140.0903,100,1.0005735,-95.35505,262,968765,100.0,99.0,1.4043039
[-0.812 -0.494 -0.429 -0.747 -0.015],-108.23221388649021,-77.278755,0.99806124,,0.2690953,26300,1.0251788,-44.29404,153.66808,1.0002888,-1175.402,0.011754415,39.29,12.15851,0.9593298,0.078586094,2749.732809782028,-77.160904,-1175.465,100,1.0001519,-94.95286,263,972694,100.0,99.00011,1.4033188
[-0.811 -0.494 -0.429 -0.747 -0.016],-107.37729725653988,-77.75332,0.99490625,,0.263759,26400,1.0470551,-33.881195,159.01006,1.0008634,-1221.663,0.015380665,37.6,12.489927,0.95611125,0.07521438,2760.3146011829376,-77.40433,-1221.8446,100,1.000331,-93.82584,264,976454,100.0,99.00004,1.4049263
[-0.812 -0.494 -0.429 -0.748 -0.014],-108.44801001512718,-78.78334,0.99667436,,0.26267275,26500,1.0459638,-36.38517,138.01672,1.0006359,-1230.0322,0.015455585,37.27,11.559094,0.94920677,0.07454846,2772.835700035095,-78.55057,-1230.1499,100,1.0002568,-94.12663,265,980181,100.0,99.00001,1.40464
[-0.812 -0.493 -0.429 -0.748 -0.014],-107.64009575682724,-79.447815,0.99965,,0.25619087,26600,1.0251527,-45.877663,143.75917,1.0001545,-1158.265,0.00739852,35.31,12.0618305,0.97669667,0.07062245,2783.0822625160217,-79.39578,-1158.2919,100,1.0000551,-94.150764,266,983712,100.0,99.0,1.4042754
[-0.812 -0.493 -0.429 -0.748 -0.015],-108.0097466204724,-78.53317,0.99592346,,0.26162127,26700,1.037909,-47.628162,130.70085,1.0006683,-1160.1771,0.017405799,36.94,11.305374,0.93297964,0.07389182,2793.4899475574493,-78.25992,-1160.3333,100,1.0002947,-93.80213,267,987406,100.0,99.00016,1.4032922
[-0.813 -0.494 -0.43  -0.748 -0.016],-108.15116037139813,-77.97455,0.9990186,,0.26504242,26800,1.035137,-38.5146,141.89772,1.0002276,-1192.6239,0.010559319,38.01,12.016652,0.9630227,0.076025404,2805.255630016327,-77.87416,-1192.6738,100,1.0001127,-93.79635,268,991207,100.0,99.000015,1.4028658
[-0.813 -0.494 -0.429 -0.748 -0.016],-108.0369477575942,-77.72809,0.997643,,0.26718026,26900,1.0358813,-39.76783,157.974,1.0004048,-1220.1938,0.010914171,38.68,12.441505,0.9660258,0.077366516,2815.267575740814,-77.58172,-1220.2676,100,1.0001317,-93.751526,269,995075,100.0,99.00007,1.4034344
[-0.813 -0.494 -0.429 -0.749 -0.015],-108.73841333397827,-81.200836,0.9977605,,0.25183773,27000,1.0382038,-49.328686,116.02077,1.0004975,-1162.9183,0.011086872,34.02,10.651269,0.95423967,0.068045646,2826.5079107284546,-81.04633,-1163.0009,100,1.0001125,-94.74291,270,998477,100.0,99.00001,1.4032987
[-0.813 -0.495 -0.43  -0.749 -0.016],-107.97841791453286,-77.90395,0.9945332,,0.26410285,27100,1.0590242,-49.22109,137.7064,1.0010546,-1162.3823,0.020550612,37.7,11.640909,0.9481057,0.07542106,2837.7423601150513,-77.493805,-1162.593,100,1.000524,-94.97206,271,1002247,100.0,99.0,1.4039549
[-0.813 -0.495 -0.429 -0.749 -0.015],-107.80513171875968,-79.441734,0.9932023,,0.25720346,27200,1.0988787,-30.571486,129.84952,1.0021598,-1157.9767,0.029663773,35.58,11.976814,0.9257303,0.071191825,2849.542402267456,-78.83122,-1158.2859,100,1.0012004,-97.215294,272,1005805,100.0,99.000114,1.4043196
[-0.814 -0.495 -0.428 -0.749 -0.015],-106.98982352613568,-76.20902,0.9990242,,0.26971552,27300,1.0345187,-30.589436,181.90765,1.0002478,-1186.4025,0.010969799,39.49,13.489158,0.9740228,0.07898483,2861.2877259254456,-76.11724,-1186.4509,100,1.0001394,-95.85469,273,1009754,100.0,99.0,1.4048183
[-0.814 -0.496 -0.428 -0.748 -0.014],-107.99403644847284,-77.9427,0.9953257,,0.26489228,27400,1.0417283,-34.059082,154.40456,1.0009463,-1196.7521,0.01970228,37.95,12.087594,0.91430914,0.07591387,2870.4407255649567,-77.64177,-1196.9056,100,1.0004165,-94.17583,274,1013549,100.0,99.000015,1.4058819
[-0.813 -0.496 -0.428 -0.749 -0.013],-106.8892981065374,-76.6446,0.9973592,,0.2679536,27500,1.0433711,-33.101738,194.22011,1.0006039,-1207.2324,0.012301179,38.92,13.71545,0.9666972,0.077847615,2881.572722196579,-76.46738,-1207.3245,100,1.0001864,-95.88162,275,1017441,100.0,99.00001,1.4052739
[-0.812 -0.495 -0.428 -0.749 -0.014],-108.6818202423713,-78.756195,0.99788404,,0.26366097,27600,1.0400014,-47.883015,129.09059,1.0003875,-1188.9331,0.013108468,37.58,11.037639,0.9553936,0.07516455,2891.9712088108063,-78.63891,-1188.9982,100,1.0001472,-94.611534,276,1021199,100.0,99.0,1.4047506
[-0.811 -0.495 -0.428 -0.749 -0.014],-107.5832383624467,-79.98326,0.9956036,,0.25350764,27700,1.0745885,-45.77934,124.229996,1.0011779,-1172.7474,0.024048759,34.5,11.301321,0.93079793,0.069015525,2902.542863845825,-79.60368,-1172.9537,100,1.0006012,-93.53491,277,1024649,100.0,99.000046,1.4039493
[-0.812 -0.495 -0.427 -0.749 -0.015],-108.06923910351347,-79.432724,0.9979107,,0.25809094,27800,1.0322582,-41.09272,138.09645,1.0006512,-1169.6238,0.009653574,35.87,11.671375,0.95990944,0.0717486,2913.331815958023,-79.2744,-1169.7053,100,1.0001478,-95.51331,278,1028236,100.0,99.0,1.4039332
[-0.811 -0.496 -0.427 -0.749 -0.015],-107.68173496014296,-78.579926,0.9937545,,0.25984815,27900,1.0509892,-49.73512,129.16862,1.0013539,-1201.3943,0.023811664,36.39,11.043423,0.9320601,0.07279891,2923.5516760349274,-78.13025,-1201.6217,100,1.0006974,-93.95458,279,1031875,100.0,99.000015,1.4042914
[-0.811 -0.496 -0.426 -0.749 -0.015],-107.2537352726643,-75.21792,0.9962582,,0.27363047,28000,1.0470613,-42.241234,149.57603,1.0009164,-1134.681,0.016829956,40.74,12.149644,0.9297843,0.08149551,2933.2589268684387,-74.96622,-1134.8143,100,1.0003358,-93.34468,280,1035949,100.0,99.0,1.4049261
[-0.81  -0.497 -0.426 -0.75  -0.014],-107.97512559225146,-76.927986,0.9966796,,0.27030015,28100,1.0872738,-24.170147,150.49887,1.0008677,-1229.5237,0.018543687,39.67,12.086401,0.9431517,0.079350635,2944.540293455124,-76.69054,-1229.658,100,1.0002968,-92.87691,281,1039916,100.0,99.00001,1.4053817
[-0.809 -0.497 -0.426 -0.751 -0.013],-107.66226030803057,-78.39863,0.9948233,,0.261676,28200,1.0514971,-43.41553,144.06062,1.0009745,-1186.1359,0.020941405,36.95,11.969156,0.93911266,0.07391987,2954.9632737636566,-77.995255,-1186.3364,100,1.0004889,-95.61097,282,1043611,100.0,99.000015,1.4039332
[-0.809 -0.498 -0.426 -0.752 -0.015],-107.94782008737003,-77.050285,0.99933016,,0.2682819,28300,1.0207595,-37.034637,128.62665,1.0001332,-1136.6185,0.007046891,39.03,11.279125,0.9784163,0.078063175,2965.699622631073,-76.99699,-1136.6467,100,1.0000652,-93.611305,283,1047514,100.0,99.00002,1.404747
[-0.808 -0.499 -0.425 -0.752 -0.014],-106.74156422212016,-76.78532,0.99933755,,0.2663347,28400,1.0277361,-36.17236,168.34744,1.0001955,-1172.3636,0.006435066,38.42,12.911971,0.97774065,0.07684253,2976.2862133979797,-76.73092,-1172.3931,100,1.0000556,-94.68806,284,1051356,100.0,99.000015,1.4048446
[-0.808 -0.499 -0.426 -0.752 -0.014],-107.69394150566092,-79.13812,0.9990108,,0.25799465,28500,1.0330327,-33.959602,139.37221,1.0002165,-1157.939,0.00820383,35.85,11.822666,0.9787101,0.07170392,2984.9817395210266,-79.05543,-1157.9822,100,1.0000778,-94.99244,285,1054941,100.0,99.0,1.4056201
[-0.808 -0.499 -0.425 -0.752 -0.013],-108.21859779891831,-78.42815,0.99191666,,0.26320028,28600,1.0780034,-29.916986,142.58269,1.0017821,-1147.6647,0.033976413,37.4,11.999534,0.9084963,0.074834414,2994.307017803192,-77.814995,-1147.9836,100,1.0009133,-96.33032,286,1058681,100.0,99.00006,1.4039493
[-0.809 -0.5   -0.425 -0.753 -0.015],-107.20005456221534,-75.44651,0.99657345,,0.27518678,28700,1.0324318,-32.219585,211.91602,1.0006056,-1194.2943,0.015681522,41.26,14.434854,0.9418642,0.082531594,3006.869799852371,-75.22975,-1194.4094,100,1.0002126,-95.214424,287,1062807,100.0,99.0,1.4032282
[-0.808 -0.5   -0.425 -0.753 -0.016],-107.3423304213244,-74.24173,0.99779,,0.28088617,28800,1.0368109,-10.329421,225.95189,1.0005156,-1201.1177,0.016463758,43.17,14.835098,0.9488124,0.08634791,3019.2907643318176,-74.1093,-1201.1863,100,1.0002542,-95.18099,288,1067124,100.0,99.00002,1.4028659
[-0.807 -0.5   -0.425 -0.753 -0.016],-107.61023905935659,-77.908844,0.99695045,,0.26407155,28900,1.0476128,-39.304527,152.17493,1.0007759,-1175.979,0.01707071,37.7,12.369269,0.95645106,0.075411916,3028.8614749908447,-77.682396,-1176.095,100,1.000311,-95.138016,289,1070894,100.0,99.0,1.4028922
[-0.807 -0.5   -0.425 -0.752 -0.016],-108.25475428098137,-79.31041,0.99941635,,0.2593124,29000,1.0238162,-50.95208,132.6739,1.000156,-1155.1064,0.0055876323,36.25,11.473675,0.9822371,0.07250208,3040.546717643738,-79.26506,-1155.1295,100,1.0000389,-94.97176,290,1074519,100.0,99.00011,1.4029497
[-0.808 -0.499 -0.424 -0.752 -0.016],-107.05329982505933,-77.249146,0.99977773,,0.26461318,29100,1.0123959,-38.425438,166.70833,1.0000418,-1167.5128,0.0038061102,37.88,12.845232,0.988229,0.075760774,3051.047569990158,-77.23228,-1167.5217,100,1.0000185,-96.12117,291,1078307,100.0,99.00001,1.4033186
[-0.808 -0.499 -0.424 -0.752 -0.016],-106.92489704173018,-75.45526,0.99590564,,0.2720176,29200,1.0474479,-40.70204,167.97981,1.0007211,-1170.9233,0.015778411,40.22,12.776004,0.94091547,0.080454424,3062.321972131729,-75.18525,-1171.063,100,1.0002762,-95.19472,292,1082329,100.0,99.000015,1.4033418
[-0.806 -0.499 -0.424 -0.751 -0.016],-107.18784854015804,-75.67774,0.9991569,,0.27228707,29300,1.0152397,-36.483692,154.89478,1.0001125,-1192.4999,0.0077406173,40.32,12.36542,0.96483564,0.08064291,3073.7910470962524,-75.61901,-1192.5323,100,1.0000579,-95.01403,293,1086361,100.0,99.000015,1.4027073
[-0.806 -0.499 -0.424 -0.751 -0.016],-107.55650716922428,-76.49338,0.9957741,,0.2705743,29400,1.0812535,-36.662365,157.23962,1.0010425,-1169.2913,0.021793464,39.75,12.725954,0.928778,0.07951889,3084.468755722046,-76.15304,-1169.4639,100,1.0005829,-96.33569,294,1090336,100.0,99.00001,1.4023457
[-0.806 -0.499 -0.424 -0.751 -0.017],-106.75791842902389,-78.211716,0.9930655,,0.25951648,29500,1.0704722,-43.970047,181.16454,1.0013758,-1162.6357,0.025733262,36.28,13.399231,0.90512824,0.07258728,3093.3514931201935,-77.68803,-1162.9008,100,1.0007058,-95.74802,295,1093964,100.0,99.00001,1.4003911
[-0.806 -0.499 -0.423 -0.751 -0.019],-106.80877640037963,-77.198204,0.99672896,,0.26492342,29600,1.0703139,-23.919003,200.23308,1.0008647,-1172.6663,0.018848898,37.96,14.255637,0.94086885,0.075934425,3104.820389032364,-76.92006,-1172.806,100,1.0003494,-95.584045,296,1097760,100.0,99.0,1.4002831
[-0.806 -0.501 -0.423 -0.751 -0.019],-106.33302013804682,-76.73361,0.9975669,,0.26626423,29700,1.043818,-24.327461,217.007,1.0004181,-1235.7664,0.015803251,38.39,14.634362,0.9615809,0.07678842,3116.2693367004395,-76.55316,-1235.8586,100,1.0002314,-95.977554,297,1101599,100.0,99.000015,1.4000473
[-0.806 -0.501 -0.423 -0.751 -0.019],-107.3853601326934,-76.438446,0.99222344,,0.27014786,29800,1.1020912,-40.147274,155.72049,1.0013593,-1181.7252,0.022337198,39.6,12.38122,0.9395902,0.07922706,3125.4141552448273,-75.88951,-1182.0198,100,1.000552,-93.36497,298,1105559,100.0,99.0,1.40134
[-0.805 -0.5   -0.422 -0.75  -0.018],-108.53410506651609,-77.81664,0.9966425,,0.26653185,29900,1.0387226,-46.35906,124.76788,1.0010202,-1173.3053,0.015095464,38.47,11.057186,0.9445074,0.07695072,3136.484331846237,-77.57842,-1173.4244,100,1.000268,-94.60993,299,1109406,100.0,99.00001,1.4003978
[-0.807 -0.499 -0.422 -0.749 -0.018],-107.23177081539849,-77.34745,0.99857634,,0.26386315,30000,1.032045,-46.996124,138.36044,1.0002794,-1185.2318,0.010145021,37.64,11.658609,0.96382344,0.075285,3147.6908898353577,-77.241005,-1185.2852,100,1.0001107,-94.36271,300,1113170,100.0,99.000046,1.3994999
[-0.807 -0.5   -0.422 -0.749 -0.019],-105.59194225665416,-73.49017,0.998459,,0.27818492,30100,1.0281698,-6.996669,254.75769,1.0002638,-1204.11,0.012580493,42.26,15.940541,0.96288663,0.08452732,3159.7229177951813,-73.36987,-1204.1699,100,1.0001514,-94.357765,301,1117396,100.0,99.0,1.3985233
[-0.807 -0.5   -0.422 -0.749 -0.02 ],-107.39898472939731,-75.61695,0.99489796,,0.2740713,30200,1.0448242,-34.94964,166.40791,1.00126,-1192.3036,0.013781985,40.89,12.73486,0.94835186,0.08179499,3172.4136731624603,-75.29477,-1192.4716,100,1.0002979,-95.967735,302,1121485,100.0,99.0,1.398094
[-0.808 -0.498 -0.421 -0.749 -0.021],-107.15704958308378,-76.33111,0.9968805,,0.27039775,30300,1.0334924,-30.274784,187.92134,1.0004919,-1226.2,0.012817314,39.7,13.585979,0.9555227,0.079408616,3184.7274651527405,-76.13079,-1226.3047,100,1.0001521,-95.466156,303,1125455,100.0,99.0,1.3974394
[-0.807 -0.498 -0.421 -0.748 -0.022],-107.63160308879509,-77.99062,0.9971911,,0.26374105,30400,1.0350616,-30.118427,166.05685,1.0007751,-1183.4558,0.015744084,37.6,12.916325,0.93861395,0.07520952,3195.7858576774597,-77.764694,-1183.5719,100,1.0002056,-94.713615,304,1129215,100.0,99.00001,1.396576
[-0.809 -0.498 -0.421 -0.749 -0.022],-107.14355920141828,-76.41626,0.9995489,,0.27029958,30500,1.0147066,-40.925377,192.79749,1.0001245,-1191.0978,0.0061312406,39.68,13.811616,0.980652,0.07936152,3207.9691710472107,-76.38414,-1191.1155,100,1.0000443,-96.44321,305,1133183,100.0,99.000046,1.396576
[-0.809 -0.498 -0.421 -0.749 -0.022],-106.45912424937495,-75.584496,0.9996904,,0.27209094,30600,1.012837,-26.074081,208.08794,1.0000746,-1235.8958,0.005262347,40.26,14.338725,0.982845,0.08052095,3217.5521643161774,-75.56023,-1235.9084,100,1.0000279,-94.61834,306,1137209,100.0,99.00001,1.3964614
[-0.809 -0.498 -0.421 -0.749 -0.023],-107.32513505548859,-75.621216,0.9959016,,0.2734626,30700,1.0619477,-28.987854,169.43314,1.0011926,-1176.146,0.019791432,40.69,12.807137,0.899503,0.081394516,3227.2782921791077,-75.313034,-1176.328,100,1.0003129,-94.31838,307,1141278,100.0,99.00028,1.3974892
[-0.811 -0.497 -0.421 -0.748 -0.021],-107.21569617675493,-77.62006,0.9890881,,0.26325968,30800,1.0755836,-26.188612,149.31012,1.0023379,-1219.7693,0.029641652,37.42,12.110471,0.9140755,0.07487482,3238.0008985996246,-76.841835,-1220.1597,100,1.0012654,-94.60814,308,1145020,100.0,99.000084,1.3964628
[-0.811 -0.498 -0.421 -0.748 -0.023],-107.66676102611345,-77.82069,0.99938744,,0.26406923,30900,1.0151374,-42.180656,164.93274,1.000161,-1183.3768,0.0065327664,37.71,12.766411,0.9759227,0.075422265,3247.8881754875183,-77.77076,-1183.402,100,1.0000525,-96.11249,309,1148791,100.0,99.0,1.3964849
[-0.811 -0.498 -0.421 -0.748 -0.022],-107.2374267734148,-75.48655,0.9908614,,0.2736815,31000,1.0775373,-25.175041,194.37636,1.0029634,-1162.6814,0.028330734,40.73,13.544275,0.8524178,0.0815002,3257.6317925453186,-74.84237,-1162.9993,100,1.0011679,-94.86636,310,1152864,100.0,99.000046,1.3959447
[-0.813 -0.497 -0.42  -0.746 -0.023],-107.63512068666358,-75.14782,0.9962253,,0.27552566,31100,1.0541527,-51.746655,126.908745,1.0007213,-1180.6011,0.016198011,41.37,11.167354,0.9365759,0.08275307,3269.470732688904,-74.896255,-1180.7291,100,1.0002873,-94.200485,311,1157001,100.0,99.000046,1.3958803
[-0.813 -0.496 -0.42  -0.745 -0.023],-107.94804079970139,-78.96539,0.998213,,0.26088288,31200,1.0242285,-39.73829,163.38417,1.0004544,-1211.386,0.008261352,36.72,12.708401,0.96935207,0.073444545,3280.07164978981,-78.83377,-1211.4521,100,1.0000854,-95.83936,312,1160673,100.0,99.000046,1.3961401
[-0.814 -0.496 -0.42  -0.745 -0.023],-107.42878228079809,-80.4132,0.9978727,,0.25086147,31300,1.0304004,-36.56222,141.02771,1.0003475,-1207.2917,0.0107429745,33.74,11.669685,0.9605706,0.06748498,3290.5306539535522,-80.27805,-1207.3578,100,1.0001413,-95.098,313,1164047,100.0,99.00005,1.3960474
[-0.814 -0.495 -0.42  -0.745 -0.023],-106.43728892460176,-76.371216,0.9979028,,0.2679852,31400,1.0410391,-19.70337,215.63873,1.0005095,-1217.2446,0.012234711,38.93,14.660376,0.9604452,0.07786855,3301.2657356262207,-76.21006,-1217.3252,100,1.0001966,-93.60091,314,1167940,100.0,99.0,1.3965117
[-0.814 -0.495 -0.419 -0.746 -0.022],-106.85477406240767,-75.2539,0.9958121,,0.2735239,31500,1.0558457,-30.105734,182.00963,1.0008717,-1170.7257,0.013819967,40.71,13.306866,0.95162344,0.08143463,3313.901618719101,-74.98458,-1170.8617,100,1.0002614,-93.69656,315,1172011,100.0,99.00055,1.3975486
