Weights,EpRewMean,InitialReturnMean,MeanIW,MinD2w0t,StdD2w0t,EpisodesSoFar,MaxIW,InitialReturnMax,J_sample_variance,MaxD2w0t,Bound,StdIW,EpLenMean,InitialReturnStd,MinIW,MeanD2w0t,TimeElapsed,ReturnMeanIW,InitialBound,EpThisIter,EmpiricalD2,InitialReturnMin,Iteration,TimestepsSoFar,ReturnStepMax,ReturnStepMaxmin,MeanEntropy
[-0.809 -0.487 -0.4   -0.743 -0.025],-106.89642604192612,-74.759796,0.9961689,,0.27793983,47800,1.0567737,-37.1224,182.79948,1.0007093,-1187.123,0.014012198,42.17,13.3873,0.95210737,0.0843547,5194.995596885681,-74.50563,-1187.2551,100,1.0002952,-94.45837,478,1808943,100.0,99.0,1.3949828
[-0.809 -0.488 -0.401 -0.742 -0.024],-106.06719738046453,-74.480865,0.99795735,,0.27501,47900,1.0441655,-28.34185,216.6654,1.0006139,-1189.095,0.014487085,41.2,14.70529,0.94909096,0.08240777,5206.54329252243,-74.32338,-1189.18,100,1.0002233,-94.4021,479,1813063,100.0,99.0,1.3950704
[-0.807 -0.488 -0.4   -0.743 -0.024],-106.22437047233929,-74.999664,0.9882561,,0.272433,48000,1.0825952,-40.102104,171.50957,1.0028143,-1182.5107,0.03676309,40.32,13.022529,0.88778955,0.08068663,5217.845262289047,-74.139336,-1182.9374,100,1.0016065,-93.520996,480,1817095,100.0,99.00006,1.3948969
[-0.808 -0.489 -0.4   -0.742 -0.024],-108.22280539285435,-76.810844,0.99718845,,0.27096158,48100,1.0584171,-47.219902,147.21965,1.001064,-1161.4012,0.017622137,39.88,11.86059,0.92905617,0.07976834,5228.575445890427,-76.63586,-1161.4999,100,1.0002519,-95.67309,481,1821083,100.0,99.0,1.3949035
[-0.805 -0.489 -0.399 -0.742 -0.024],-108.60316115093981,-78.067986,0.99213195,,0.26645318,48200,1.0903492,-56.2207,119.54628,1.0016133,-1130.3243,0.029043674,38.42,10.548308,0.90388364,0.07687115,5239.559047698975,-77.51811,-1130.6249,100,1.0008241,-94.597916,482,1824925,100.0,99.00009,1.3925796
[-0.804 -0.489 -0.399 -0.743 -0.026],-108.50476921189082,-75.72596,0.99772,,0.27643356,48300,1.0399851,-49.60554,119.58174,1.0004938,-1135.2427,0.01588065,41.67,10.830121,0.93929446,0.0833496,5251.242569684982,-75.57347,-1135.3224,100,1.0002536,-95.11392,483,1829092,100.0,99.00032,1.3919531
[-0.803 -0.489 -0.399 -0.743 -0.027],-106.41825826195686,-77.390045,0.9968846,,0.26270294,48400,1.0322236,-27.091846,188.42577,1.0006299,-1206.116,0.012572289,37.28,13.604601,0.96278757,0.07456855,5262.329207897186,-77.18251,-1206.2228,100,1.000172,-95.26062,484,1832820,100.0,99.000015,1.391602
[-0.802 -0.488 -0.399 -0.743 -0.027],-106.96526404952915,-76.115036,0.99828064,,0.27062175,48500,1.0363514,-30.946262,168.3688,1.0002946,-1176.762,0.010042218,39.78,12.902891,0.9788447,0.07956598,5273.582176446915,-76.00143,-1176.8218,100,1.0001351,-95.035324,485,1836798,100.0,99.0,1.3926644
[-0.802 -0.488 -0.399 -0.743 -0.026],-106.68890122979417,-76.719696,0.9901358,,0.26631567,48600,1.0487788,-46.137714,160.50122,1.0014313,-1174.5872,0.02893681,38.38,12.144194,0.8796615,0.07679287,5284.437372684479,-76.10196,-1174.9059,100,1.0007724,-93.92805,486,1840636,100.0,99.00008,1.3902528
[-0.803 -0.488 -0.4   -0.743 -0.029],-107.6166661229776,-76.17182,0.99625975,,0.27176553,48700,1.0736369,-46.6198,134.6135,1.0007082,-1174.2401,0.01737659,40.14,11.32356,0.95266205,0.080292374,5295.603542089462,-75.940674,-1174.3579,100,1.0002604,-93.691315,487,1844650,100.0,99.00004,1.3895549
[-0.803 -0.487 -0.399 -0.743 -0.029],-107.15219390191396,-76.58537,0.99229807,,0.26867688,48800,1.0506349,-39.216415,161.246,1.0015799,-1203.2345,0.026494196,39.13,12.494992,0.9224144,0.078286365,5306.827790021896,-76.03059,-1203.5299,100,1.000858,-93.82182,488,1848563,100.0,99.00001,1.390192
[-0.802 -0.487 -0.4   -0.743 -0.029],-107.00255288524417,-78.71759,0.9957136,,0.2574965,48900,1.0570047,-47.662067,141.78152,1.0015883,-1144.862,0.02268045,35.68,11.852683,0.9429549,0.07137909,5316.6674592494965,-78.372696,-1145.0305,100,1.0005869,-95.91421,489,1852131,100.0,99.000015,1.3890404
[-0.803 -0.488 -0.4   -0.743 -0.03 ],-107.81315402372489,-75.9351,0.99535775,,0.2749644,49000,1.0711484,-32.39892,165.25894,1.0011547,-1183.689,0.017735757,41.18,12.842803,0.94730204,0.08237803,5328.007039070129,-75.59624,-1183.8728,100,1.0003481,-95.64789,490,1856249,100.0,99.0,1.389762
[-0.804 -0.487 -0.4   -0.742 -0.029],-107.53591908957391,-76.96919,0.9968364,,0.26839626,49100,1.0342839,-35.084526,157.55298,1.0006853,-1193.7083,0.014925776,39.06,12.424617,0.94703645,0.07813091,5338.1559636592865,-76.74189,-1193.8239,100,1.0002165,-95.260635,491,1860155,100.0,99.00018,1.3885579
[-0.804 -0.487 -0.4   -0.742 -0.03 ],-105.24544240728014,-74.47095,0.99998295,,0.27110353,49200,1.0068436,-35.943947,185.08504,1.0000112,-1193.4315,0.0022410187,39.94,13.537613,0.994047,0.07988004,5349.543491840363,-74.46733,-1193.4338,100,1.0000044,-94.58219,492,1864149,100.0,99.0,1.3885566
[-0.804 -0.487 -0.4   -0.742 -0.031],-106.33232757512698,-75.871284,0.99880064,,0.26942754,49300,1.0277283,-20.843632,192.95782,1.0002236,-1243.8671,0.008121947,39.4,13.851296,0.9692432,0.07880335,5358.81832242012,-75.788155,-1243.9094,100,1.0000951,-93.096466,493,1868089,100.0,99.0,1.3880465
[-0.804 -0.487 -0.4   -0.742 -0.031],-106.63500059964788,-76.08664,0.99594235,,0.26920038,49400,1.0585889,-39.190544,178.09862,1.0009291,-1200.9429,0.018791966,39.31,13.352628,0.9583977,0.07863436,5368.4898591041565,-75.7787,-1201.1013,100,1.0004554,-94.04266,494,1872020,100.0,99.0,1.3886724
[-0.805 -0.488 -0.4   -0.742 -0.03 ],-106.37409214277575,-75.796486,0.99900025,,0.2693406,49500,1.0254111,-37.325348,183.7813,1.0002139,-1178.9296,0.008076463,39.37,13.509135,0.97083133,0.078744285,5378.7169880867,-75.72374,-1178.9679,100,1.0000695,-93.82322,495,1875957,100.0,99.000015,1.3891895
[-0.804 -0.488 -0.399 -0.742 -0.03 ],-107.87285457047425,-77.322655,0.9975025,,0.26669425,49600,1.0556465,-49.086548,129.38239,1.000442,-1156.0842,0.014145808,38.52,11.198544,0.96497387,0.07704845,5388.32709980011,-77.16388,-1156.1667,100,1.000195,-94.746185,496,1879809,100.0,99.000175,1.3905383
[-0.805 -0.487 -0.399 -0.741 -0.028],-107.22628705282348,-77.744865,0.99140173,,0.26412195,49700,1.0799172,-42.19358,158.2425,1.0027657,-1200.4448,0.031100137,37.69,12.672542,0.9149028,0.0754159,5397.262537717819,-77.056786,-1200.7866,100,1.0012763,-95.01029,497,1883578,100.0,99.0,1.3914868
[-0.807 -0.487 -0.399 -0.74  -0.028],-107.2148852171297,-77.67629,0.99833167,,0.26286706,49800,1.0385647,-48.422672,149.90121,1.0004761,-1153.4343,0.010325858,37.33,12.176265,0.9683969,0.07466588,5407.333560466766,-77.55761,-1153.4954,100,1.0001323,-93.58071,498,1887311,100.0,99.0,1.3916948
[-0.808 -0.486 -0.398 -0.739 -0.027],-105.7059338957773,-74.74647,0.99766743,,0.27157596,49900,1.0299846,-29.556042,185.34807,1.0006151,-1180.2432,0.013131895,40.08,13.61851,0.9533078,0.080168515,5417.883422374725,-74.58533,-1180.3278,100,1.0002261,-94.22462,499,1891319,100.0,99.0,1.39247
