EntropyCoefficient,J_sample_variance,Iteration,MeanIW,StdIW,InitialReturnMin,InitialBound,MinD2w0t,MaxD2w0t,EpRewMean,EmpiricalD2,StdD2w0t,MinIW,ReturnMeanIW,EpThisIter,MeanD2w0t,InitialReturnStd,ReturnStepMax,MeanEntropy,InitialReturnMean,Bound,ReturnStepMaxmin,TimeElapsed,EpLenMean,InitialReturnMax,MaxIW,TimestepsSoFar,EpisodesSoFar,Weights
,244.94357,228,0.9623093,0.2708201,-54.799976,-40.12165,,1.2208943,-63.62635661595933,1.1677412,0.44123086,0.30899525,-7.9722924,100,0.871843,16.55383,100.0,4.632702,9.918213e-07,-39.698185,98.681274,10996.192972898483,399.25,34.127213,2.3189864,7800599,22800,[-1.026e+01 -6.400e+00  8.816e-03 -5.016e+00  3.227e+00]
,182.06084,229,0.9857931,0.22643511,-48.788216,-40.079735,,1.187658,-67.93583796214205,1.1172332,0.44776866,0.4370356,-7.9547496,100,0.8189131,14.557555,100.0,4.6314034,2.2125244e-06,-39.565662,98.64763,11042.530057430267,385.59,29.62389,2.1540067,7839158,22900,[-1.037e+01 -6.446e+00 -4.021e-03 -5.021e+00  3.214e+00]
,153.54803,230,1.003219,0.23629531,-29.004505,-40.44477,,1.1656862,-67.47804652240585,1.115714,0.3760407,0.3960051,-8.580153,100,0.90556264,12.000748,100.0,4.6269255,1.4877319e-06,-40.188168,98.684006,11094.136593580246,427.08,30.094528,2.0493646,7881866,23000,[-10.435  -6.551   0.063  -5.001   3.213]
,262.83432,231,1.0354643,0.46899423,-48.062393,-38.254677,,2.122065,-69.93603575665152,1.4278755,0.5226326,0.12987393,-5.744742,100,0.9450052,16.453098,100.0,4.6215367,-1.8119812e-06,-37.572395,98.64366,11141.445470809937,392.52,37.11601,4.9962177,7921118,23100,[-10.487  -6.519   0.013  -5.068   3.208]
,190.01797,232,0.9827905,0.19794695,-36.69924,-40.471542,,1.1239467,-57.08247445537222,1.0987401,0.37962866,0.4536449,-8.6668215,100,0.8923858,13.861164,100.0,4.6117706,-1.6880035e-06,-40.266407,98.73062,11192.832338571548,423.81,35.52643,2.2257028,7963499,23200,[-11.097  -6.346  -0.055  -5.004   3.203]
,182.05363,233,1.0229373,0.40816203,-39.552254,-39.17289,,1.4801799,-55.47466821504641,1.2760477,0.45258534,0.21735804,-7.104265,100,0.92670697,13.363008,100.0,4.6054964,-7.9154967e-07,-38.870445,98.72763,11241.059483289719,407.36,28.023008,4.2809725,8004235,23300,[-11.106  -6.335  -0.082  -5.022   3.193]
,231.59564,234,1.0158547,0.2818292,-50.201393,-38.90502,,1.1690325,-61.30459706148985,1.1331764,0.42711854,0.3090577,-6.976282,100,0.86474216,15.416236,100.0,4.593619,-2.1743774e-06,-38.64789,98.69556,11290.234190940857,402.73,28.952925,2.7469347,8044508,23400,[-11.115  -6.411  -0.207  -4.99    3.187]
,212.32428,235,0.9911625,0.34537485,-38.927296,-39.10124,,1.3389525,-65.73743912909329,1.1964995,0.4357354,0.2960058,-6.906068,100,0.89622384,14.94783,100.0,4.5941763,-5.722046e-07,-38.61374,98.67636,11339.18893957138,406.24,32.442734,3.16684,8085132,23500,[-11.12   -6.4    -0.224  -5.      3.174]
,214.19594,236,0.9946936,0.3885478,-58.040096,-39.387825,,1.433095,-61.474597344706446,1.3244356,0.44761094,0.2029557,-6.8819447,100,0.9720423,15.061968,100.0,4.5776973,2.708435e-06,-38.814404,98.70471,11389.367740631104,416.36,31.453856,3.5575922,8126768,23600,[-11.261  -6.395  -0.136  -5.074   3.175]
,247.92638,237,0.98792267,0.2424021,-42.201103,-39.48016,,1.1121969,-65.36267649214037,1.091753,0.40332267,0.45221558,-7.713245,100,0.8629416,15.588868,100.0,4.566861,-2.7561189e-06,-39.31108,98.68173,11439.651852369308,410.74,29.160084,2.7173462,8167842,23700,[-11.293  -6.411  -0.195  -5.039   3.159]
,250.64615,238,1.0029532,0.15704308,-68.3595,-40.83551,,1.0816413,-51.89541143222139,1.0543189,0.39576143,0.58673185,-9.169082,100,0.84371346,15.956499,100.0,4.562921,-3.1661987e-06,-40.683876,98.74684,11488.667857170105,409.98,24.81053,1.7702566,8208840,23800,[-11.293  -6.411  -0.195  -5.039   3.148]
,189.22443,239,1.0251391,0.31943032,-40.599373,-40.22686,,1.2422051,-54.03152217351827,1.1775092,0.40363154,0.3165552,-8.045132,100,0.9202737,14.95382,100.0,4.5522857,3.6239624e-07,-39.752804,98.7431,11539.137509584427,420.66,28.809652,3.2393744,8250906,23900,[-11.325  -6.425  -0.145  -5.068   3.144]
,202.60616,240,0.9940186,0.13130403,-45.08276,-38.825222,,1.0461258,-60.94762687651665,1.0315223,0.40755364,0.5900864,-7.0585155,100,0.81321937,14.988462,100.0,4.552601,-6.1035155e-07,-38.541107,98.69502,11587.197066307068,399.68,27.365786,1.4946352,8290874,24000,[-11.437  -6.518  -0.127  -5.058   3.133]
,152.46506,241,0.9920704,0.15173593,-30.55483,-41.135326,,1.0701463,-57.41418742478073,1.0517077,0.33586016,0.47685292,-9.4854,100,0.90246654,12.083852,100.0,4.546767,1.8310546e-06,-40.99862,98.73862,11641.185057401657,439.3,25.879574,1.4622548,8334804,24100,[-11.455  -6.534  -0.125  -5.009   3.133]
,172.30551,242,1.0069358,0.11236503,-48.438896,-38.796024,,1.0296243,-57.727692564975456,1.022455,0.3704197,0.6137116,-7.2447815,100,0.85067064,12.892146,100.0,4.5470157,4.6730042e-07,-38.71094,98.72533,11691.56407213211,420.33,24.28118,1.4645436,8376837,24200,[-11.469  -6.526  -0.155  -5.034   3.128]
,223.03844,243,0.99616814,0.4300977,-45.726154,-42.06489,,1.6281189,-53.13233742966398,1.4050304,0.40731514,0.15792991,-9.211329,100,1.0608952,15.21722,100.0,4.533766,1.2588501e-06,-41.138454,98.75937,11744.471150636673,441.6,26.823318,4.4553914,8420997,24300,[-11.489  -6.509  -0.164  -5.071   3.128]
,157.44693,244,0.95892906,0.2427348,-36.74128,-40.30754,,1.1802602,-50.079229182305134,1.1455425,0.34379047,0.35234442,-8.381057,100,0.953345,13.032548,100.0,4.5230126,-1.1444092e-06,-40.039043,98.77408,11798.160815954208,443.33,39.700645,2.2396226,8465330,24400,[-11.824  -6.463  -0.145  -5.105   3.115]
,173.14842,245,0.99638635,0.094746165,-27.90245,-40.841423,,1.025022,-50.41621928469957,1.0175725,0.3184684,0.6721114,-9.23309,100,0.8959676,12.959142,100.0,4.521519,4.196167e-07,-40.689804,98.77286,11851.899752616882,443.93,24.366764,1.4542673,8509723,24500,[-11.838  -6.458  -0.104  -5.101   3.104]
,215.21417,246,1.0572925,0.46631607,-49.25461,-38.363144,,1.5762432,-56.574120569384256,1.326776,0.4642785,0.20738748,-5.6061807,100,0.9457325,15.678064,100.0,4.5234714,-3.2424927e-07,-37.453423,98.72211,11901.863020181656,407.17,22.43376,4.4803343,8550440,24600,[-11.848  -6.453  -0.115  -5.134   3.103]
,170.52498,247,1.0,1.0875651e-07,-42.785603,-41.478413,,1.0,-51.341567138785166,1.0,0.31608433,0.9999995,-10.047691,100,0.88742,12.993066,100.0,4.5234714,2.2315978e-06,-41.478413,98.768585,11956.161847829819,443.71,26.07293,1.0000014,8594811,24700,[-12.042  -6.556  -0.028  -5.115   3.105]
,186.46275,248,1.0085467,0.24575064,-50.555405,-41.600044,,1.1532753,-56.774883209050174,1.1025869,0.37522024,0.3302966,-9.720666,100,0.89687204,15.207465,100.0,4.523409,-1.6784668e-06,-41.292572,98.73346,12006.692173242569,426.01,30.61341,2.2556667,8637412,24800,[-12.042  -6.556  -0.028  -5.115   3.105]
,118.2028,249,0.9905975,0.3097176,-44.511703,-41.465115,,1.242825,-44.17614886475098,1.2126583,0.28338286,0.29385382,-9.296361,100,1.0327575,11.390049,100.0,4.5101986,6.1035155e-07,-41.039513,98.81067,12062.87647819519,466.65,36.481552,2.7514732,8684077,24900,[-12.109  -6.61   -0.029  -5.049   3.104]
,199.04251,250,1.0184034,0.4387546,-35.286934,-41.8636,,1.5226831,-55.10693192004045,1.3774871,0.39035055,0.16598591,-9.3763075,100,1.0557828,13.582528,100.0,4.496549,1.5735626e-06,-41.324802,98.75224,12116.55730843544,444.85,38.524296,3.289688,8728562,25000,[-1.218e+01 -6.587e+00 -6.035e-03 -5.085e+00  3.091e+00]
,172.15353,251,0.9935019,0.09081165,-47.617855,-38.61139,,1.0204672,-47.8339998750623,1.0169708,0.32172754,0.64533365,-7.0861893,100,0.89308983,13.230459,100.0,4.492722,-1.6021728e-06,-38.544884,98.783844,12169.527418613434,442.58,36.17768,1.3296696,8772820,25100,[-12.271  -6.596  -0.072  -5.168   3.078]
,158.74783,252,1.01748,0.35761115,-45.587692,-38.307087,,1.3025196,-53.71823158808262,1.244792,0.36492538,0.20047908,-6.118182,100,0.9957616,13.1110735,100.0,4.480033,-7.6293944e-08,-37.91443,98.75749,12222.787217617035,443.02,21.088902,2.6733642,8817122,25200,[-12.278  -6.592  -0.06   -5.179   3.074]
,197.0524,253,0.99920547,0.05536518,-48.627876,-42.01401,,1.008186,-48.53275719239829,1.006739,0.27335343,0.81907964,-10.507575,100,0.92245764,13.887208,100.0,4.4809246,-2.4986266e-06,-41.948307,98.78882,12277.906425714493,459.64,30.658571,1.2490246,8863086,25300,[-1.234e+01 -6.597e+00 -4.236e-03 -5.220e+00  3.061e+00]
,164.02722,254,0.99625,0.0573211,-46.537773,-41.318253,,1.0071836,-44.3335579744422,1.0066199,0.2693306,0.7460029,-9.865567,100,0.92505765,12.819527,100.0,4.4785066,-3.8146973e-07,-41.307457,98.80763,12333.075302362442,460.93,23.312662,1.2052002,8909179,25400,[-1.234e+01 -6.589e+00 -6.304e-03 -5.236e+00  3.062e+00]
,125.36618,255,0.9837228,0.2631177,-30.46798,-39.04564,,1.2456597,-52.46553203039538,1.1614754,0.333889,0.33684742,-7.0470843,100,0.9684234,10.600291,100.0,4.4750404,-1.2874603e-06,-38.69626,98.76581,12386.245047092438,448.06,25.602463,2.4943006,8953985,25500,[-1.234e+01 -6.589e+00 -6.722e-03 -5.236e+00  3.059e+00]
,154.30641,256,1.0076658,0.13489737,-47.035088,-41.1696,,1.0458856,-40.44211090110018,1.0359113,0.32844633,0.44948554,-9.597384,100,0.89909065,12.158754,100.0,4.4706745,2.0980835e-07,-41.086308,98.816666,12440.109206914902,441.19,25.802704,1.5773075,8998104,25600,[-12.356  -6.581  -0.068  -5.304   3.056]
,175.05994,257,1.0026815,0.12558238,-42.25144,-39.811768,,1.0457387,-48.85465859993097,1.0315491,0.34219494,0.606855,-8.14409,100,0.88357514,13.171218,100.0,4.468634,-6.294251e-07,-39.61655,98.7753,12491.737738847733,434.84,27.572325,1.6735637,9041588,25700,[-12.367  -6.558  -0.081  -5.326   3.052]
,146.93034,258,1.0085645,0.16471365,-49.45282,-39.055065,,1.0550251,-50.08387670788309,1.0430398,0.30286482,0.5815323,-7.3346515,100,0.9229829,11.899906,100.0,4.4711394,6.8664554e-07,-38.831394,98.77814,12546.50135922432,451.48,31.60783,1.775001,9086736,25800,[-12.371  -6.548  -0.045  -5.345   3.049]
,157.20486,259,1.0,,-36.076077,-39.50907,,1.0,-46.894331494077704,1.0,0.34823802,1.0,-8.07835,100,0.8588,12.475288,100.0,4.4711394,-1.2588501e-06,-39.50907,98.781586,12598.629771709442,429.4,22.606146,1.0,9129676,25900,[-12.376  -6.523  -0.067  -5.376   3.052]
,175.21646,260,0.9944262,0.12585129,-44.44783,-38.435776,,1.0469757,-53.39896019265952,1.0306756,0.3556946,0.5698745,-6.683098,100,0.87048477,13.889272,100.0,4.4712667,8.773804e-07,-38.156055,98.75076,12649.150298595428,428.51,30.260174,1.4676948,9172527,26000,[-12.376  -6.523  -0.067  -5.376   3.052]
,168.19608,261,1.0268978,0.35207826,-46.26683,-38.510216,,1.4115486,-53.65585678552959,1.258179,0.4107618,0.22817361,-6.1248283,100,0.9631426,13.30452,100.0,4.463005,-1.8501282e-06,-37.90838,98.74806,12700.553639888763,425.94,25.027018,3.0906215,9215121,26100,[-12.385  -6.551  -0.091  -5.347   3.053]
,226.73866,262,1.0168021,0.3713644,-52.56797,-39.902634,,1.5598474,-52.45445521078632,1.290085,0.4639796,0.20734763,-7.384523,100,0.9314365,16.124943,100.0,4.4584455,-1.9073487e-07,-39.225548,98.74054,12749.372421741486,404.33,31.723978,3.4500723,9255554,26200,[-12.388  -6.542  -0.178  -5.397   3.044]
,181.47258,263,0.99703187,0.05661749,-36.34901,-38.206886,,1.0069903,-53.55500892761045,1.0060737,0.33773953,0.80088204,-6.7552433,100,0.87254244,13.391063,100.0,4.455509,6.4849854e-07,-38.19682,98.75369,12801.186967849731,434.85,28.826607,1.2117074,9299039,26300,[-12.411  -6.577  -0.089  -5.329   3.039]
,147.58138,264,0.99677217,0.34123176,-43.949024,-40.745922,,1.2780448,-39.291163929679094,1.2353114,0.3282301,0.31140462,-8.600985,100,1.0188568,11.912881,100.0,4.4427834,5.7220458e-08,-40.38639,98.8273,12855.364874601364,455.02,25.322603,2.798275,9344541,26400,[-12.411  -6.577  -0.089  -5.331   3.037]
,227.62567,265,0.996398,0.09898083,-69.55877,-39.949432,,1.0291413,-42.261898242030895,1.0202812,0.34310237,0.68823737,-8.3348055,100,0.87638295,15.445356,100.0,4.443331,5.8174135e-07,-39.79653,98.80505,12906.455151796341,433.57,24.025053,1.4210274,9387898,26500,[-12.459  -6.532  -0.105  -5.37    3.023]
,145.41768,266,1.0052475,0.12364148,-40.826096,-39.22551,,1.0367365,-49.701035481878534,1.0283585,0.33031115,0.5539228,-7.622768,100,0.8929787,12.539228,100.0,4.439317,7.6293944e-08,-39.099243,98.77402,12960.05298781395,439.86,28.325005,1.5547558,9431884,26600,[-12.509  -6.573  -0.084  -5.385   3.024]
,149.53917,267,0.99071985,0.19478066,-48.890175,-41.120384,,1.1261204,-45.83546251150125,1.0818118,0.3189531,0.43750483,-9.271334,100,0.93328017,13.376429,100.0,4.4331536,2.2888183e-07,-40.813534,98.79538,13015.008095264435,448.02,23.24764,1.775076,9476686,26700,[-12.531  -6.585  -0.075  -5.365   3.02 ]
,128.5961,268,0.98974013,0.08081657,-31.272404,-39.88919,,1.0120593,-44.448823295324786,1.009992,0.32217494,0.72014713,-8.407765,100,0.8884773,11.303143,100.0,4.4297233,1.335144e-07,-39.855507,98.79883,13068.097168684006,441.9,24.410397,1.4156176,9520876,26800,[-12.601  -6.544  -0.067  -5.301   3.014]
,168.55402,269,0.960489,0.19759297,-52.643944,-41.349865,,1.0992596,-40.916802826137,1.079972,0.29841232,0.38193882,-9.631217,100,0.94751954,13.175659,100.0,4.4232492,3.8146972e-08,-41.181095,98.820206,13122.61155128479,455.16,26.90769,1.7590524,9566392,26900,[-12.601  -6.543  -0.074  -5.306   3.011]
,164.01846,270,0.9761723,0.36480257,-41.657623,-41.12812,,1.2750618,-47.16123588157343,1.2393863,0.35956532,0.25422236,-8.970982,100,0.999738,13.486888,100.0,4.4080653,2.4223327e-06,-40.776154,98.787964,13176.667037010193,444.85,23.88252,3.9708755,9610877,27000,[-12.607  -6.518  -0.048  -5.333   3.004]
,134.4828,271,1.0117569,0.08899624,-37.240288,-38.12159,,1.0165586,-49.20897306869723,1.013341,0.32939884,0.74112296,-6.618298,100,0.8842564,11.497886,100.0,4.4107275,9.536743e-07,-38.070965,98.77585,13229.39201951027,439.08,26.327343,1.3686253,9654785,27100,[-12.621  -6.49   -0.038  -5.352   2.989]
,242.3705,272,1.0015806,0.12799196,-53.7444,-41.295017,,1.040256,-38.97391229618604,1.027624,0.31155273,0.66302675,-9.635254,100,0.9067898,15.84642,100.0,4.410184,-1.5258789e-07,-41.10083,98.825714,13282.856646299362,447.25,32.808334,1.7690297,9699510,27200,[-12.625  -6.479  -0.052  -5.351   2.992]
,162.4768,273,0.9793471,0.20616361,-49.191948,-38.597755,,1.1129935,-45.31558952735607,1.0994877,0.3397558,0.38841403,-6.8049374,100,0.9294353,13.361875,100.0,4.3999476,1.8501282e-06,-38.4039,98.79471,13336.27886557579,441.48,28.589594,1.9554241,9743658,27300,[-12.639  -6.478  -0.016  -5.362   2.991]
,162.45233,274,0.9782881,0.16092628,-48.28148,-39.33991,,1.0777658,-43.982728931377096,1.0573194,0.29544467,0.52671754,-7.7164407,100,0.93602616,12.306277,100.0,4.3946676,-3.8146973e-07,-39.230736,98.80661,13390.23271560669,454.85,33.774467,1.7635086,9789143,27400,[-12.64   -6.478  -0.017  -5.362   2.981]
,145.15167,275,0.97845656,0.25057942,-54.742256,-40.54258,,1.1474664,-39.506169177266855,1.1194323,0.33112136,0.30680618,-8.749942,100,0.94808143,12.597094,100.0,4.385205,7.6293944e-08,-40.36978,98.82294,13443.382337331772,446.25,25.307545,2.1815512,9833768,27500,[-12.652  -6.473  -0.05   -5.385   2.976]
,172.88802,276,0.99616987,0.14272591,-43.44715,-40.19749,,1.0552163,-39.34366019055401,1.0482838,0.29005232,0.5111251,-8.516989,100,0.93524635,12.701423,100.0,4.392002,5.912781e-07,-40.02452,98.82753,13498.207253694534,456.23,25.764221,1.6047039,9879391,27600,[-12.674  -6.443  -0.08   -5.397   2.966]
,177.0475,277,0.9945493,0.26538175,-42.223686,-41.02768,,1.1851124,-50.66368506216081,1.117898,0.36867762,0.41421837,-9.194434,100,0.9141817,14.020082,100.0,4.385212,2.0980835e-07,-40.768623,98.76477,13550.034021615982,430.77,26.87129,2.551743,9922468,27700,[-12.68   -6.419  -0.071  -5.407   2.973]
,131.54483,278,1.0041496,0.13307548,-51.27774,-38.19735,,1.0417259,-48.19835749071081,1.0328698,0.33707783,0.6310075,-6.6269126,100,0.8894613,11.833123,100.0,4.381443,-1.153946e-06,-38.10737,98.77954,13602.163276910782,437.26,22.927769,1.7785548,9966194,27800,[-12.821  -6.378  -0.045  -5.371   2.966]
,139.28442,279,1.0115011,0.19734146,-37.26618,-41.848022,,1.129925,-31.325948336797396,1.0829238,0.26904544,0.42746776,-10.117918,100,0.96570563,12.023805,100.0,4.378936,1.5258789e-07,-41.64275,98.86507,13657.511095523834,464.34,24.404896,1.8786371,10012628,27900,[-12.84   -6.405  -0.051  -5.348   2.963]
,160.76793,280,1.0228254,0.28074417,-50.12727,-41.66588,,1.1880957,-34.1745962516352,1.1410513,0.3082239,0.34764576,-9.822487,100,0.9772866,12.855155,100.0,4.374527,-2.0980835e-06,-41.464027,98.849976,13712.016093730927,455.61,30.58192,2.9326124,10058189,28000,[-13.011  -6.461  -0.08   -5.38    2.96 ]
,159.39716,281,0.9859309,0.09870132,-44.64839,-40.85116,,1.0234019,-42.22585855512113,1.0210973,0.30070814,0.67555934,-9.33807,100,0.91208404,12.825994,100.0,4.36926,1.2969971e-06,-40.804924,98.812744,13766.212373256683,451.0,26.61964,1.4546248,10103289,28100,[-13.145  -6.525  -0.045  -5.459   2.955]
,102.74468,282,1.0097566,0.2184621,-26.661428,-39.072304,,1.1038046,-39.1441611048071,1.0843871,0.2449037,0.4225546,-7.2079654,100,0.9809312,9.841168,100.0,4.369104,-8.6784365e-07,-38.74952,98.83377,13821.638118982315,470.97,25.357176,2.163755,10150386,28200,[-13.145  -6.525  -0.045  -5.46    2.951]
,167.22064,283,1.0044951,0.23911753,-51.90231,-38.5693,,1.1216949,-44.05411912576371,1.1039968,0.35218257,0.41610152,-6.7163577,100,0.9216704,13.573483,100.0,4.35879,-8.773804e-07,-38.322613,98.79826,13874.15389585495,436.76,23.097635,2.3291893,10194062,28300,[-13.144  -6.487  -0.03   -5.509   2.95 ]
,173.63644,284,1.0,,-40.52829,-39.28184,,1.0,-44.77369116065379,1.0,0.29920518,1.0,-7.8511186,100,0.9006,13.111067,100.0,4.35879,5.1498415e-07,-39.28184,98.80113,13927.915260076523,450.3,23.983116,1.0,10239092,28400,[-13.148  -6.5    -0.014  -5.519   2.94 ]
,150.9138,285,1.0007843,0.11920997,-37.779137,-39.971836,,1.0415351,-42.706496411349505,1.0291493,0.31556207,0.6174519,-8.374926,100,0.90538883,11.94824,100.0,4.355499,-1.6403199e-06,-39.851288,98.80844,13980.299529314041,445.88,30.50948,1.5257936,10283680,28500,[-13.148  -6.5    -0.014  -5.519   2.94 ]
,157.64705,286,1.0036622,0.075855136,-51.246334,-40.398056,,1.0119946,-45.74921705348031,1.0104815,0.33359152,0.7822655,-8.927068,100,0.87910306,12.520565,100.0,4.3592644,5.722046e-07,-40.376396,98.79065,14033.254071235657,437.07,20.011528,1.3552861,10327387,28600,[-13.156  -6.486  -0.028  -5.544   2.937]
,114.10384,287,0.98207337,0.2832482,-41.734505,-40.20887,,1.1820059,-36.04339817947678,1.1515708,0.3075951,0.32748103,-8.229335,100,0.9824747,12.049181,100.0,4.3500576,1.1062622e-06,-39.880466,98.84201,14086.728435277939,456.29,19.981466,2.3206086,10373016,28700,[-13.156  -6.486  -0.028  -5.544   2.94 ]
,172.71776,288,0.99956197,0.047446083,-41.64466,-38.841476,,1.004959,-43.62685092681519,1.004312,0.328064,0.84124243,-7.3953295,100,0.8799978,13.129975,100.0,4.3477693,1.6784668e-06,-38.833637,98.80124,14139.093766212463,438.99,25.28423,1.2272718,10416915,28800,[-13.165  -6.52   -0.052  -5.501   2.931]
,167.54149,289,0.9967115,0.08403975,-41.496197,-37.700657,,1.0224844,-43.27722468470075,1.0175301,0.2947477,0.6287199,-6.1710734,100,0.91372937,12.672099,100.0,4.345592,-7.2479247e-07,-37.627094,98.80888,14193.16781926155,452.89,35.62122,1.3332363,10462204,28900,[-13.165  -6.52   -0.055  -5.501   2.929]
,157.93605,290,0.9937644,0.08355311,-53.154358,-39.772366,,1.0189527,-39.45450748502024,1.0149353,0.30726448,0.69664836,-8.258279,100,0.90323126,12.873983,100.0,4.343168,-9.822845e-07,-39.711807,98.82393,14246.499514818192,448.15,31.003529,1.3641261,10507019,29000,[-13.167  -6.51   -0.039  -5.518   2.927]
,162.60986,291,0.98081946,0.14324105,-42.839474,-40.37303,,1.0531863,-43.579608858772104,1.0406958,0.31144375,0.47853497,-8.753174,100,0.914938,13.47958,100.0,4.338029,-4.386902e-07,-40.24298,98.80551,14300.171193122864,448.16,18.879417,1.6421874,10551835,29100,[-13.164  -6.521  -0.048  -5.501   2.924]
,118.6214,292,1.0043638,0.106895864,-34.9507,-38.616745,,1.0275941,-42.94300751165711,1.0232655,0.27568448,0.6718071,-7.091453,100,0.9301689,11.02232,100.0,4.3340955,-3.4332277e-07,-38.557407,98.813156,14355.248237371445,459.65,32.844345,1.4038091,10597800,29200,[-13.168  -6.525  -0.019  -5.502   2.919]
,139.5615,293,1.0098994,0.10204278,-46.471375,-37.79379,,1.0204962,-52.72815544045293,1.018135,0.32149953,0.6207186,-6.304324,100,0.8941096,11.872774,100.0,4.329958,-2.8610229e-08,-37.766716,98.761826,14407.799965143204,442.77,28.953232,1.4947364,10642077,29300,[-13.168  -6.536  -0.03   -5.49    2.915]
,91.050514,294,1.002511,0.12152257,-25.76415,-38.293373,,1.0257232,-39.74913498177443,1.0228572,0.26956597,0.6852187,-6.743291,100,0.93404984,9.405916,100.0,4.3341246,6.008148e-07,-38.21133,98.827774,14462.432171821594,461.58,17.10905,1.8707741,10688235,29400,[-13.168  -6.536  -0.031  -5.49    2.911]
,178.36533,295,1.0117538,0.26923734,-49.00196,-38.125275,,1.1872312,-36.51830854346153,1.1371698,0.31533366,0.37754157,-6.324998,100,0.96658087,12.52416,100.0,4.327977,-7.6293944e-08,-37.9397,98.83867,14516.74980211258,452.73,30.17686,2.2205946,10733508,29500,[-13.166  -6.536  -0.039  -5.494   2.915]
,220.55247,296,1.0000033,2.8858494e-05,-51.04544,-39.015568,,1.0,-47.44917873414271,1.0,0.3295471,0.99992466,-7.5848327,100,0.87604,14.776486,100.0,4.327977,-6.294251e-07,-39.015553,98.78334,14568.637006998062,438.02,33.80806,1.0001192,10777310,29600,[-13.175  -6.555   0.017  -5.538   2.909]
,162.94664,297,1.001936,0.17486669,-51.00984,-39.000053,,1.061529,-43.05782266957763,1.0544254,0.2961007,0.50077236,-7.387927,100,0.9350623,13.564687,100.0,4.320426,-3.0517577e-07,-38.907543,98.81055,14622.468556165695,454.56,26.690317,1.9498515,10822766,29700,[-13.175  -6.555   0.017  -5.538   2.909]
,134.041,298,1.0,,-49.075775,-39.74256,,1.0,-34.404113537623154,1.0,0.24761282,1.0,-8.311841,100,0.93438,11.519575,100.0,4.320426,-8.583069e-08,-39.74256,98.85272,14677.961286306381,467.19,22.9442,1.0,10869485,29800,[-13.187  -6.572   0.018  -5.526   2.902]
,125.93366,299,0.983702,0.20813708,-35.74337,-38.813274,,1.123581,-41.03126258467393,1.0895978,0.26118916,0.47292864,-7.140959,100,0.97531706,11.0251665,100.0,4.316404,-1.8119812e-07,-38.69545,98.824234,14733.56259226799,466.9,33.22161,2.082465,10916175,29900,[-13.187  -6.572   0.018  -5.526   2.902]
,96.45191,300,1.0099294,0.28629157,-39.49066,-38.532288,,1.232947,-39.42495501971262,1.1797522,0.33316532,0.33373475,-6.58056,100,0.97819257,10.131871,100.0,4.3067875,1.8692017e-06,-38.25731,98.824524,14787.48057627678,449.33,21.59864,2.8190765,10961108,30000,[-13.199  -6.549  -0.017  -5.557   2.897]
,144.70851,301,1.012565,0.1664206,-36.790115,-37.370308,,1.0605061,-44.987168281295354,1.0495317,0.29900572,0.5376356,-5.7462616,100,0.9293828,12.037631,100.0,4.300921,-4.386902e-07,-37.25418,98.80147,14841.661692142487,453.21,39.800194,1.6979418,11006429,30100,[-13.217  -6.573  -0.069  -5.525   2.888]
,169.32483,302,0.9955235,0.24578798,-45.000748,-39.642693,,1.1212633,-33.550947056176504,1.1153355,0.22881699,0.37985003,-7.8645287,100,1.0078206,12.21933,100.0,4.3119426,-2.670288e-07,-39.47522,98.85904,14898.224704027176,476.01,53.59925,2.5555286,11054030,30200,[-13.214  -6.555  -0.095  -5.51    2.882]
,190.74109,303,1.008962,0.20316665,-48.19915,-39.26635,,1.0878961,-41.238251756065786,1.0709825,0.2989143,0.47619498,-7.5952997,100,0.9421731,13.513664,100.0,4.304688,-1.3256073e-06,-39.133327,98.81853,14952.551842212677,454.5,36.744637,2.5693774,11099480,30300,[-13.214  -6.554  -0.094  -5.511   2.893]
,119.056854,304,1.0055875,0.16563912,-27.568844,-38.46998,,1.065123,-42.72670247602128,1.052176,0.26917642,0.5079006,-6.8318267,100,0.95053625,10.650897,100.0,4.300921,-1.9073487e-07,-38.34051,98.81543,15008.085365533829,463.0,23.039444,1.7282319,11145780,30400,[-13.212  -6.547  -0.123  -5.516   2.886]
,130.56282,305,1.0185764,0.29738706,-54.630276,-38.212845,,1.241459,-38.439038886718,1.1851839,0.32141176,0.3631,-6.3321676,100,0.990208,11.681129,100.0,4.2914705,3.4332277e-07,-38.01475,98.83057,15063.254179000854,453.75,28.370192,2.9148378,11191155,30500,[-13.224  -6.534  -0.136  -5.553   2.882]
,159.04716,306,0.99445647,0.2022245,-53.721817,-39.04901,,1.1322758,-45.34470666558488,1.1004627,0.35272315,0.5130309,-7.2943316,100,0.91609484,13.538153,100.0,4.285297,-2.2888183e-07,-38.86707,98.79195,15115.357102155685,435.9,25.241093,1.9196466,11234745,30600,[-13.208  -6.526  -0.193  -5.547   2.873]
,156.79851,307,1.0113937,0.17694166,-39.07736,-39.926186,,1.0909246,-39.225082655996644,1.0724634,0.29233032,0.4738348,-8.202467,100,0.94650584,12.399562,100.0,4.279775,-1.8501282e-06,-39.73627,98.82822,15170.180153131485,456.69,34.909748,2.0072644,11280414,30700,[-13.248  -6.569  -0.215  -5.517   2.867]
