MeanIW,MeanD2w0t,MaxIW,ReturnStepMaxmin,TimeElapsed,EntropyCoefficient,EpRewMean,StdIW,ReturnMeanIW,StdD2w0t,EmpiricalD2,Iteration,MinD2w0t,InitialReturnMin,InitialReturnMean,MeanEntropy,EpThisIter,EpLenMean,InitialReturnStd,Weights,MaxD2w0t,TimestepsSoFar,Bound,InitialReturnMax,InitialBound,EpisodesSoFar,MinIW,ReturnStepMax,J_sample_variance
1.5317628,0.15146263,32.608498,85.827835,805.0687320232391,10.0,-107.94006323823655,3.6348522,870.2204,1.526359,6.0017676,81,,-3.9365158,6.8664554e-07,0.17259292,100,15.94,2.4920063,[-1.174  0.504 -0.781 -0.18  -1.227],57.222927,133159,735.4226,8.400887,522.23236,8100,0.0023853504,100.0,3908493.5
8.759542,4.9238057,865.03107,86.11926,816.1812541484833,10.0,-108.05151931477789,84.83301,4450.0327,85.996284,1346.4058,82,,-4.483238,8.239746e-06,0.17084287,100,16.34,2.6000473,[-1.191  0.479 -0.826 -0.166 -1.246],7160.2,134793,3009.7495,7.442871,505.37427,8200,6.2066742e-06,100.0,1776298100.0
1.0831351,0.03929744,3.8213358,85.82607,828.7253315448761,10.0,-108.19210134867066,0.5501963,626.0897,0.21853656,1.3096526,83,,-3.6756516,-5.1879883e-06,0.15185548,100,15.96,2.4133208,[-1.183  0.496 -0.861 -0.157 -1.248],1.830567,136389,559.3847,6.75943,521.4399,8300,0.17484783,100.0,95805.29
1.2649972,0.054544877,7.4864926,85.834175,837.9528610706329,10.0,-108.08462406524815,1.6461014,719.1622,0.36116645,3.5207756,84,,-3.7864685,-1.2969971e-06,0.16670217,100,15.94,2.3740644,[-1.181  0.515 -0.843 -0.149 -1.267],12.462096,137983,626.5981,7.1898727,521.5034,8400,0.04610347,100.0,729496.56
1.2628461,0.06839455,10.175259,86.26389,847.8484261035919,10.0,-108.23201264880873,1.5805622,693.6666,0.4524735,4.1712184,85,,-4.3674774,8.7738035e-06,0.1586922,100,16.55,2.864294,[-1.125  0.515 -0.838 -0.132 -1.252],14.221761,139638,602.9828,6.674965,499.19907,8500,0.020112347,100.0,656968.44
1.0422136,0.032962788,2.0144587,85.91607,856.0387809276581,10.0,-107.685696417532,0.2084219,597.2465,0.18124917,1.0406364,86,,-4.112335,-4.7302246e-06,0.15282872,100,16.02,2.5726144,[-1.148  0.506 -0.836 -0.163 -1.26 ],1.1558936,141240,537.7353,7.870941,516.14844,8600,0.3926345,100.0,13153.663
2.0890179,0.4964468,131.65051,86.12913,864.3764958381653,10.0,-108.16771505954495,12.902747,1099.3273,5.329599,71.651,87,,-4.0340805,1.6784668e-06,0.16496535,100,16.34,2.606043,[-1.168  0.511 -0.84  -0.16  -1.266],256.8198,142874,805.7258,8.524483,505.78687,8700,0.0012784761,100.0,40086504.0
1.7294174,0.1891953,43.023293,86.0409,874.7175652980804,10.0,-108.08548037659843,4.493526,950.3762,1.9801166,17.284382,88,,-3.8968964,-1.9836425e-06,0.16520725,100,16.22,2.3902597,[-1.149  0.504 -0.877 -0.157 -1.254],67.47494,144496,774.4716,6.622078,510.24258,8800,0.0015991997,100.0,5299378.0
1.0784874,0.04763605,10.390772,86.278534,883.8699724674225,10.0,-108.10653349200001,1.3576661,595.99066,0.2691386,2.3271186,89,,-4.171837,3.2806397e-06,0.13981472,100,16.53,2.8177195,[-1.149  0.494 -0.869 -0.138 -1.254],2.874271,146149,519.1281,8.9747925,497.1211,8900,0.06394228,100.0,455171.88
1.0759816,0.041224208,6.009626,85.93086,893.7073354721069,10.0,-107.79391502695836,0.73762,613.51953,0.23475033,1.5260735,90,,-4.2620697,-4.196167e-06,0.14331082,100,16.05,2.5853322,[-1.157  0.49  -0.859 -0.136 -1.279],2.6323683,147754,544.3592,7.378227,515.3155,9000,0.18427056,100.0,156929.33
1.254257,0.08201937,33.859516,85.73171,900.3711495399475,10.0,-107.6100675044566,3.022584,720.2872,0.89200175,5.195197,91,,-4.138954,-9.9182125e-06,0.13764818,100,15.79,2.782607,[-1.147  0.487 -0.862 -0.119 -1.276],55.52383,149333,616.29425,6.91555,525.13477,9100,0.028285071,100.0,2638420.0
1.1945097,0.047432113,14.510449,86.105515,909.1353347301483,10.0,-108.08018104451611,1.6843814,664.43677,0.2952989,3.0295594,92,,-3.8593063,7.6293946e-07,0.13439852,100,16.31,2.5842023,[-1.142  0.491 -0.876 -0.087 -1.281],8.713565,150964,586.09955,7.445587,506.3482,9200,0.03150609,100.0,700239.5
5.54125,2.8131778,584.4336,85.93335,918.7652730941772,10.0,-107.65847048706117,43.018658,2974.1821,101.79816,247.99442,93,,-4.483467,1.1444092e-06,0.13679698,100,16.01,2.4949539,[-1.148  0.46  -0.887 -0.102 -1.285],8659.25,152565,2433.7227,7.985153,516.1725,9300,8.1510654e-05,100.0,519906270.0
7.0485187,6.904725,872.74725,85.85794,930.5059695243835,10.0,-107.92074444364472,62.891724,3734.4436,235.65184,1474.9286,94,,-3.946106,-9.384155e-06,0.1467115,100,15.98,2.396904,[-1.142  0.469 -0.844 -0.145 -1.282],31538.04,154163,2710.9358,6.6104736,518.8238,9400,9.3853625e-05,100.0,1066394400.0
1.4329643,0.16260651,44.018196,86.40824,942.8136191368103,10.0,-108.02949622832803,4.136587,766.2535,1.5240464,18.64322,95,,-4.8097,-1.1749267e-05,0.14062394,100,16.67,2.8121474,[-1.17   0.445 -0.859 -0.11  -1.272],45.760857,155830,608.3937,8.036705,492.28195,9500,0.0015834954,100.0,4218900.0
1.5880288,0.20109743,61.956905,85.90225,951.9633605480194,10.0,-107.89325358462924,4.9131765,884.34094,2.1101644,20.313227,96,,-3.7777863,8.69751e-06,0.1501299,100,16.02,2.539934,[-1.185  0.434 -0.85  -0.1   -1.278],64.06525,157432,705.7862,7.8450623,517.0775,9600,0.009237558,100.0,6631879.0
1.0794791,0.038843866,5.717229,85.7505,963.2663795948029,10.0,-107.67998601697445,0.71459484,627.74384,0.22133131,1.5086681,97,,-3.9626312,6.713867e-06,0.15983842,100,15.79,2.6235394,[-1.206  0.439 -0.834 -0.079 -1.269],3.3376145,159011,561.1636,7.9930344,525.56573,9700,0.13193157,100.0,148222.3
1.191268,0.04088131,4.430266,86.27077,972.3114309310913,10.0,-108.53463457948163,0.91039795,653.7151,0.22951296,2.0397956,98,,-3.847084,1.6021728e-06,0.14208896,100,16.56,2.4476733,[-1.196  0.436 -0.845 -0.064 -1.259],4.1088767,160667,583.9928,7.081543,499.18716,9800,0.12001922,100.0,203600.97
3.1563356,0.5051301,118.905594,86.04439,982.5814671516418,10.0,-108.12254344225511,14.527543,1639.9626,7.4334965,134.10504,99,,-3.9108658,1.9836425e-06,0.13684109,100,16.19,2.4702182,[-1.235  0.429 -0.849 -0.074 -1.277],360.30984,162286,1299.6611,6.025879,511.4155,9900,0.0002499112,100.0,51676250.0
1.0616795,0.03821281,2.285588,86.2391,995.4293215274811,,-108.79900685622512,0.38479406,592.4311,0.20739412,1.1987677,100,,-3.90773,-8.239746e-06,0.14044105,100,16.55,2.6903634,[-1.196  0.458 -0.851 -0.068 -1.282],1.5030733,163941,525.84595,8.2067795,498.26462,10000,0.4176728,100.0,42061.91
1.1840246,0.05155354,12.141565,85.86166,1004.0681571960449,,-107.3265265622286,1.6007564,675.26184,0.33005866,3.7626166,101,,-4.233803,-7.2479247e-06,0.13812165,100,15.89,2.671572,[-1.207  0.453 -0.865 -0.067 -1.279],6.6576343,165530,590.2643,7.393074,518.00586,10100,0.049258396,100.0,688428.06
17.144335,17.112583,4703.976,85.8938,1011.7312824726105,,-107.28808207237898,170.7257,8892.065,356.86453,5068.49,102,,-3.9207077,6.3323973e-06,0.1427134,100,15.94,2.4178653,[-1.212  0.436 -0.859 -0.074 -1.281],28835.195,167124,5677.318,7.2951736,514.6547,10200,5.4541415e-05,100.0,7519912400.0
1.3476979,0.0874366,24.057152,86.0755,1024.685174703598,,-107.68583851296451,2.9036891,733.8737,0.9707075,9.958291,103,,-4.1779633,5.4931643e-06,0.154403,100,16.22,2.850558,[-1.226  0.422 -0.825 -0.074 -1.276],75.82494,168746,617.2853,8.15506,506.49716,10300,0.010799026,100.0,2042523.0
4.1926107,1.0495933,194.23564,85.858406,1035.253389596939,,-107.75982974175004,23.300076,2189.6416,34.164368,181.5145,104,,-3.9303284,4.043579e-06,0.15368633,100,15.95,2.713796,[-1.272  0.423 -0.815 -0.098 -1.265],3039.697,170341,1761.5061,8.266541,517.83484,10400,0.00047074014,100.0,135141740.0
1.0241836,0.033894263,2.13519,85.97643,1047.3769838809967,,-108.11989017745215,0.2608983,585.174,0.18602258,1.0930836,105,,-4.064766,2.8991699e-06,0.14833222,100,16.11,2.7064621,[-1.25   0.433 -0.825 -0.048 -1.265],1.3474936,171952,523.5401,8.581093,513.20825,10500,0.35188174,100.0,19207.037
1.3533983,0.08037272,22.933262,86.01206,1054.943731546402,,-107.70367569445138,2.8881702,749.89996,0.6193808,4.8923955,106,,-3.9877167,-1.0681152e-05,0.1888529,100,16.13,2.781942,[-1.253  0.433 -0.831 -0.039 -1.271],31.04847,173565,650.2931,7.5287704,510.19193,10600,0.056060903,100.0,2176950.2
5.5940423,3.5599818,508.01923,86.218704,1065.9165000915527,,-107.94640375173839,49.88538,2882.288,99.32199,614.63055,107,,-4.3062515,2.2888183e-07,0.11761368,100,16.42,2.8536565,[-1.208  0.406 -0.857 -0.05  -1.23 ],14655.337,175207,2155.853,8.626083,499.9816,10700,3.645229e-07,100.0,629891100.0
1.3516481,0.11633379,53.116047,85.62852,1078.0974197387695,,-107.60607561252742,5.2228036,782.5765,1.7777238,16.86906,108,,-3.8977203,4.8065185e-06,0.11034698,100,15.62,2.4093363,[-1.291  0.389 -0.902  0.009 -1.301],152.52325,176769,662.2007,7.1888123,532.0056,10800,0.0011190969,100.0,7663581.5
5.1522613,1.7842487,721.0858,85.769936,1089.0720891952515,,-107.76091461329219,31.008389,2769.7712,30.167181,303.8141,109,,-4.009201,5.340576e-07,0.10361366,100,15.85,2.6807733,[-1.291  0.412 -0.91   0.033 -1.309],1922.3334,178354,1904.271,9.242798,521.98596,10900,0.00016301735,100.0,259769090.0
2.9894962,1.9864103,412.5144,86.048164,1101.0621643066406,,-107.66183574955807,23.487272,1620.8723,38.20465,195.13652,110,,-4.3983765,9.841919e-06,0.09663814,100,16.18,2.9063125,[-1.299  0.424 -0.938  0.026 -1.315],3058.1113,179972,961.62683,6.655258,507.96585,11000,0.00017746302,100.0,152961980.0
1.3669617,0.08138998,29.873625,85.826614,1111.6318862438202,,-107.82708093312509,3.0930672,769.15375,0.6573986,10.461567,111,,-4.0843887,-5.1116945e-06,0.076057605,100,15.91,2.6407917,[-1.303  0.406 -0.96   0.072 -1.322],18.781178,181563,659.98016,7.466919,520.95984,11100,0.008103616,100.0,2521697.2
1.0695727,0.04098247,5.886298,86.29921,1121.3399801254272,,-108.00816460834747,0.5632504,595.34735,0.22598727,1.3750361,112,,-4.1436462,-1.1138916e-05,0.08112342,100,16.51,2.7683039,[-1.274  0.427 -0.959  0.076 -1.343],2.199106,183214,526.295,7.950325,496.8079,11200,0.19277659,100.0,90507.18
1.1915723,0.05224336,8.482157,85.97167,1128.4846267700195,,-108.4347011966474,1.1288458,677.7589,0.33008876,2.35944,113,,-3.6585693,-8.392334e-07,0.0732138,100,16.15,2.382034,[-1.259  0.431 -0.95   0.084 -1.338],6.3847933,184829,595.24146,8.119499,513.2322,11300,0.024810936,100.0,360880.16
3.183605,1.0996864,340.1286,86.0475,1137.1799314022064,,-108.22624945843809,25.292381,1645.456,12.801978,179.919,114,,-4.1152267,-2.2888183e-07,0.09097726,100,16.23,2.5924058,[-1.257  0.425 -0.949  0.1   -1.346],716.628,186452,1120.9395,8.6833725,508.93283,11400,0.0019355217,100.0,157465900.0
2.4227507,0.41409394,131.14464,86.12962,1147.6572704315186,,-108.00344518644873,9.457071,1313.0349,5.9493403,32.419342,115,,-4.012909,-2.5177003e-06,0.08523688,100,16.34,2.8282306,[-1.268  0.433 -0.911  0.102 -1.328],267.11807,188086,1002.0377,9.667511,503.4189,11500,0.002052485,100.0,24504620.0
1.0792762,0.042142965,6.9782057,85.68734,1157.5323293209076,,-108.05469654617278,0.91267335,629.33844,0.2411138,1.7031118,116,,-3.7548752,2.2888185e-06,0.09238526,100,15.77,2.0995035,[-1.26   0.434 -0.903  0.132 -1.334],3.910401,189663,560.8701,6.0822525,529.1839,11600,0.08237441,100.0,249934.97
1.0658954,0.040293273,4.381395,86.21829,1166.6202065944672,,-108.16753929620674,0.6984508,593.8574,0.22405893,1.4379218,117,,-3.8871536,-3.8146973e-07,0.086327225,100,16.46,2.645953,[-1.273  0.416 -0.917  0.117 -1.327],2.3024807,191309,525.4488,6.704605,499.57303,11700,0.1486411,100.0,128883.08
1.1050525,0.040987816,4.1134977,86.13537,1176.1787662506104,,-107.60340255177661,0.62443054,621.1025,0.22991073,1.4074978,118,,-4.751869,-9.918213e-07,0.071478836,100,16.27,2.6366363,[-1.294  0.423 -0.913  0.105 -1.333],2.9034224,192936,552.8224,7.232834,504.0789,11800,0.202963,100.0,112667.51
5.491395,0.71047956,409.70038,86.15175,1184.6885876655579,,-107.76753739868724,40.295155,2793.1328,15.596893,142.86649,119,,-4.2422104,4.8828124e-06,0.054007422,100,16.3,2.6267264,[-1.296  0.416 -0.927  0.12  -1.347],1963.0739,194566,2279.6846,6.525337,503.75974,11900,0.00016054633,100.0,393057200.0
1.63951,0.15247218,52.991444,85.83344,1197.1665332317352,,-108.05246498542706,5.7471123,910.8667,2.9853752,22.73415,120,,-3.8089905,-4.043579e-06,0.09087578,100,15.99,2.6980495,[-1.263  0.475 -0.885  0.147 -1.365],379.7732,196165,773.9381,8.199547,518.85693,12000,0.018591577,100.0,8812384.0
1.2166889,0.07461344,15.964023,86.25593,1208.5798444747925,,-108.2669608364659,1.9201362,671.0597,0.53045124,3.6257138,121,,-4.1237564,4.348755e-06,0.09192564,100,16.52,2.79534,[-1.248  0.487 -0.897  0.169 -1.328],11.244756,197817,568.4885,7.512207,497.75662,12100,0.039704755,100.0,979106.44
1.3404406,0.11978369,53.115795,86.2816,1217.1257519721985,,-108.290001236878,5.346177,716.798,0.9812474,15.2863245,122,,-3.9188843,4.577637e-06,0.06377194,100,16.52,2.4266393,[-1.257  0.488 -0.893  0.142 -1.327],33.321693,199469,581.05206,6.3358383,497.89017,12200,0.0027974756,100.0,6453345.5
1.0066085,0.03187587,1.4783404,85.74901,1227.0400967597961,,-107.70083334272596,0.13162354,586.236,0.17629494,1.0184414,123,,-4.2849884,-1.3732911e-06,0.06329103,100,15.83,2.8861134,[-1.221  0.488 -0.91   0.142 -1.355],1.0324762,201052,526.0867,8.646996,522.5222,12300,0.7166911,100.0,4795.8354
1.039533,0.03597044,3.5629017,85.831825,1234.4324612617493,,-107.51314867681178,0.6226879,601.37476,0.20014913,1.4246048,124,,-4.175644,-1.0681152e-06,0.051297147,100,15.89,2.6249237,[-1.212  0.488 -0.907  0.141 -1.356],1.7978557,202641,535.9725,8.155228,518.99316,12400,0.07583658,100.0,108314.234
1.091345,0.0501227,7.2497654,86.1267,1243.1439242362976,,-107.50381911425865,1.1858734,612.1086,0.2869576,2.50573,125,,-4.7048874,-1.2969971e-05,0.058921445,100,16.26,2.9142644,[-1.212  0.469 -0.916  0.136 -1.368],3.5621352,204267,532.5225,9.004272,503.96957,12500,0.06257607,100.0,377505.22
1.5139927,0.13369301,41.17303,86.02961,1251.1013882160187,,-107.84057866866131,3.9098454,842.001,1.2648742,7.6835866,126,,-4.1617737,2.2125244e-06,0.05303716,100,16.17,2.7205563,[-1.212  0.471 -0.93   0.137 -1.36 ],37.957985,205884,687.9331,8.123024,509.31113,12600,0.0006559886,100.0,4392063.5
1.1821121,0.05382415,16.211124,86.55625,1259.4387369155884,,-108.38202864039022,1.851153,633.8913,0.32256126,3.6887786,127,,-5.0329056,-6.027222e-06,0.049255557,100,16.91,2.9635515,[-1.198  0.473 -0.923  0.162 -1.366],6.013129,207575,547.0541,7.8003845,482.58206,12700,0.07120451,100.0,812311.1
1.0575962,0.038849737,3.7176173,86.30614,1269.514508485794,,-108.04969605520745,0.54161465,585.05536,0.21258305,1.3565891,128,,-4.2610626,2.0599366e-06,0.050905816,100,16.56,2.823258,[-1.21   0.447 -0.933  0.158 -1.37 ],1.9100637,209231,518.7832,8.1467285,495.10928,12800,0.24650359,100.0,76718.21
1.234336,0.05961387,21.246271,86.18612,1276.0277080535889,,-107.85976540162191,1.6848923,680.44977,0.40043226,2.7117789,129,,-3.5315094,-8.087158e-06,0.029262269,100,16.35,2.9542496,[-1.213  0.445 -0.93   0.144 -1.368],7.3702188,210866,589.4705,8.463989,501.21622,12900,0.053543143,100.0,757251.1
1.445818,0.13700923,27.84678,86.17734,1285.5658156871796,,-107.98339404828032,3.811454,780.8376,2.3567731,22.05978,130,,-4.3587418,1.2969971e-06,0.030730888,100,16.37,2.7595413,[-1.206  0.444 -0.929  0.122 -1.39 ],233.63713,212503,644.6052,8.892418,502.12027,13000,0.0022503014,100.0,3379650.0
1.1464642,0.054754622,13.17896,86.017166,1295.8177561759949,,-107.69459437295167,1.4895346,645.1529,0.3474726,2.304482,131,,-4.313057,1.5258789e-06,0.034778215,100,16.15,3.0031652,[-1.171  0.452 -0.939  0.139 -1.388],6.152194,214118,557.929,9.406624,509.35635,13100,0.06984844,100.0,590963.5
3.7637868,0.77383554,788.119,85.506294,1304.2666509151459,,-107.83675002140016,30.769571,2089.2905,20.90627,64.81735,132,,-3.2826385,2.2125244e-06,0.034169,100,15.58,2.3670714,[-1.159  0.45  -0.933  0.152 -1.384],2229.1687,215676,1729.1427,9.198402,533.88635,13200,0.0040807463,100.0,274118620.0
1.074625,0.0423249,6.1040797,86.22418,1315.612559080124,,-108.1823074022159,0.82815176,597.8937,0.23471,1.5050828,133,,-3.6583786,-3.7384034e-06,0.039279167,100,16.45,2.4835715,[-1.182  0.444 -0.957  0.198 -1.385],2.6932235,217321,526.89496,7.8324814,498.95175,13300,0.11585758,100.0,182399.98
1.0296962,0.03530277,2.3039522,86.109146,1324.4144909381866,,-107.69217803596192,0.38750762,581.1728,0.19287322,1.1607968,134,,-4.4179535,3.0517579e-06,0.032165226,100,16.25,2.9190955,[-1.202  0.457 -0.946  0.187 -1.38 ],1.2694814,218946,518.2455,7.991287,505.3326,13400,0.35662395,100.0,41702.97
1.6256366,0.19962339,67.880295,86.39786,1331.5563523769379,,-107.63988711812881,6.5467763,860.02576,1.9310752,13.03027,135,,-4.7640533,-2.5177003e-06,0.03459141,100,16.6,2.8038483,[-1.199  0.452 -0.954  0.185 -1.387],51.318874,220606,678.55225,8.526779,491.48416,13500,0.00975982,100.0,10444187.0
1.6679716,0.15317053,69.65956,86.01549,1340.6073393821716,,-108.06792270256113,3.8747742,926.8756,1.5529433,10.32094,136,,-3.978508,-2.5177003e-06,0.03907682,100,16.19,2.5843146,[-1.196  0.447 -0.967  0.22  -1.384],46.651665,222225,767.6699,8.22377,509.7158,13600,0.009170457,100.0,4329757.0
1.1736299,0.061965805,20.652489,86.45692,1350.6615252494812,,-108.3232982386446,2.0173128,634.4061,0.5079159,4.0316954,137,,-4.42408,6.1798096e-06,0.036082707,100,16.77,2.9609468,[-1.191  0.447 -0.96   0.244 -1.38 ],26.408821,223902,547.8973,7.6013565,488.54684,13700,0.0347335,100.0,987855.6
1.13993,0.047149062,7.237635,86.215355,1359.8943445682526,,-107.94613581478602,1.1795331,629.1362,0.2825274,2.6279972,138,,-4.3364105,4.5013426e-06,0.028534,100,16.43,2.7379842,[-1.203  0.441 -0.95   0.224 -1.383],5.6701574,225545,553.5086,8.770805,499.58755,13800,0.063282944,100.0,352798.34
1.3980107,0.071660295,10.922604,85.87801,1367.9092526435852,,-107.63088158927229,1.7333922,797.49817,0.500796,4.2242002,139,,-3.933197,3.4332274e-06,0.032543097,100,15.96,2.5569515,[-1.196  0.446 -0.962  0.233 -1.39 ],20.66029,227141,689.37103,8.656532,516.7234,13900,0.044692002,100.0,861261.56
1.5011863,0.19152418,48.842827,86.10484,1378.0137836933136,,-107.9227278055281,5.0933642,814.0322,2.031926,13.604801,140,,-4.170685,1.0681152e-05,0.029780217,100,16.3,2.911461,[-1.215  0.421 -0.981  0.211 -1.386],77.75296,228771,644.72046,8.523682,504.56033,14000,0.0016226934,100.0,6574016.5
1.0756149,0.037493866,4.6910176,85.58684,1388.258254289627,,-107.5258005385504,0.59323996,633.5394,0.21265037,1.4563167,141,,-3.7898026,-1.0910034e-05,0.028385479,100,15.59,2.2376158,[-1.208  0.435 -0.964  0.182 -1.389],2.3950324,230330,565.73895,7.432411,531.7389,14100,0.23580486,100.0,106334.805
1.8528609,0.2666502,108.730705,86.14436,1396.4271013736725,,-108.09178465542101,10.219632,992.5372,6.2231936,46.98602,142,,-4.278244,1.7547608e-06,0.011200119,100,16.35,2.6827278,[-1.202  0.436 -0.969  0.198 -1.391],551.84,231965,803.3094,8.512596,503.4684,14200,0.0008858245,100.0,26447310.0
1.2223808,0.06525803,11.368146,86.05416,1407.1081998348236,,-107.77928520963793,1.6369189,683.6591,0.40340662,4.316027,143,,-4.4675446,7.2479247e-06,0.00993341,100,16.19,2.5264955,[-1.219  0.428 -0.951  0.172 -1.408],7.0633736,233584,588.7717,7.8184814,508.17307,14300,0.010914876,100.0,706581.9
1.7545176,0.21600902,80.926926,86.05314,1416.1250483989716,,-108.11991709711617,7.0107555,966.3257,2.4642386,13.445046,144,,-4.1149826,3.967285e-06,0.008655332,100,16.23,2.909031,[-1.222  0.425 -0.935  0.17  -1.409],105.80182,235207,757.6903,8.9542465,508.3773,14400,0.006580093,100.0,13559155.0
1.0935028,0.047739238,4.961363,85.80067,1426.6991348266602,,-107.82237322582303,0.74352837,631.3106,0.28384778,1.5781933,145,,-3.593361,4.119873e-06,0.014396,100,15.92,2.4279714,[-1.274  0.454 -0.922  0.151 -1.41 ],4.9187117,236799,556.32404,8.271194,519.4015,14500,0.1116341,100.0,176621.56
1.88201,0.23372744,167.70903,86.05367,1435.8423445224762,,-108.09284612192843,8.91655,1029.0847,4.56573,29.241474,146,,-4.2143097,4.653931e-06,0.012143533,100,16.24,2.7111917,[-1.271  0.432 -0.945  0.153 -1.405],455.63245,238423,825.3802,7.931984,506.77933,14600,0.0015264873,100.0,22057908.0
1.2071277,0.050184477,12.29216,86.14354,1446.14390707016,,-108.07864593758684,1.6377908,665.887,0.30051726,2.576086,147,,-4.0783234,-3.5095215e-06,0.010689481,100,16.36,2.6929815,[-1.269  0.425 -0.923  0.127 -1.407],11.58388,240059,576.2019,9.326492,501.9421,14700,0.06071014,100.0,680925.2
1.4161112,0.16710173,34.255848,86.33943,1456.3631734848022,,-108.43398855017163,3.5889125,776.88794,1.5069156,6.283728,148,,-4.0620956,1.5258789e-07,0.016204836,100,16.64,2.7094257,[-1.262  0.451 -0.908  0.143 -1.408],42.076637,241723,632.52795,7.6608047,494.014,14800,0.013593625,100.0,3536630.2
23.189474,54.36351,3055.578,86.0611,1465.3896000385284,,-107.86356353832097,215.80557,11897.448,2319.0442,4699.2554,149,,-3.9794617,-5.264282e-06,0.035579994,100,16.21,2.9564166,[-1.289  0.435 -0.944  0.155 -1.403],220441.28,243344,7975.9746,8.925713,507.835,14900,4.8521473e-05,100.0,11928667000.0
1.5580078,0.14014316,50.111015,86.08752,1478.2002491950989,,-107.8880700099822,4.2910047,862.6951,1.3644966,10.501771,150,,-4.3406296,7.93457e-06,0.03993133,100,16.21,2.4666722,[-1.276  0.405 -0.978  0.118 -1.383],40.293106,244965,721.3874,6.541832,509.06238,15000,0.006604637,100.0,4948104.0
2.1687388,0.37522015,122.38261,86.002754,1489.0121548175812,,-107.56787227541484,12.138619,1199.7041,5.8427324,34.051414,151,,-4.2025604,-2.1362305e-06,0.036604967,100,16.11,2.646231,[-1.278  0.416 -0.977  0.099 -1.379],487.1657,246576,937.7114,7.6513977,510.29062,15100,0.008058585,100.0,41361544.0
8.258467,4.7237525,764.4775,86.08855,1499.9734241962433,,-108.22897317755331,74.76359,4173.5537,107.88156,1264.9733,152,,-4.037567,1.2207031e-06,0.01883491,100,16.28,2.7362928,[-1.273  0.423 -0.986  0.142 -1.382],8621.288,248204,3108.8018,7.8328476,505.8917,15200,1.2425405e-06,100.0,1338342700.0
1.1927384,0.04984685,13.049974,85.965034,1511.2345464229584,,-108.31399286235256,1.7229829,666.6851,0.3368457,3.3983915,153,,-3.641159,-2.1362305e-06,0.015403599,100,16.14,2.4807942,[-1.302  0.399 -0.982  0.155 -1.4  ],14.397034,249818,582.5678,6.088585,513.0243,15300,0.04359521,100.0,740452.9
9.909245,3.8741713,970.5343,85.753,1521.3933808803558,,-108.03517389803248,94.6175,4997.969,71.28817,857.3906,154,,-3.4943466,-5.9509275e-06,0.015388449,100,15.85,2.4002848,[-1.286  0.416 -0.978  0.174 -1.404],5381.6006,251403,3692.9854,8.650497,523.4763,15400,0.0006199428,100.0,2137649400.0
1.0626595,0.043681122,7.3064966,86.11697,1534.1097536087036,,-108.3474629767829,1.1318579,596.81714,0.26129293,2.178762,155,,-3.8960114,-3.967285e-06,0.009284122,100,16.37,2.5253046,[-1.282  0.427 -1.004  0.168 -1.404],6.238393,253040,524.56757,8.756607,504.01663,15500,0.08136555,100.0,328233.75
1.4024706,0.08984683,21.190361,85.80099,1542.0883212089539,,-107.439463928746,2.9038498,793.4509,0.6321198,6.8205037,156,,-4.3571167,-3.3569336e-06,-0.013313153,100,15.86,2.6383145,[-1.292  0.423 -0.995  0.155 -1.41 ],22.560879,254626,666.162,8.126366,519.8506,15600,0.0060004257,100.0,2304472.5
2.0221262,0.17891555,42.611954,86.076065,1550.9994406700134,,-108.3089386005286,6.340443,1070.6514,2.1600356,36.40323,157,,-3.6315994,4.8828124e-06,-0.015968172,100,16.3,2.5399256,[-1.28   0.415 -0.975  0.15  -1.432],121.86637,256256,853.00604,8.18663,505.5082,15700,0.0034876391,100.0,9469404.0
1.1912928,0.072512984,10.045388,86.42644,1560.0959861278534,,-107.6595085731576,1.4139394,648.7383,0.45664826,2.7859898,158,,-4.830124,1.1444092e-06,-0.02390529,100,16.65,2.9006476,[-1.254  0.444 -0.968  0.157 -1.435],9.6285515,257921,554.2838,7.611229,489.7023,15800,0.05343105,100.0,542752.8
1.3278456,0.05781367,18.10644,85.74596,1569.8439183235168,,-107.8489513020817,1.9693466,759.4699,0.47416335,4.624066,159,,-3.9394379,-4.196167e-06,-0.028123077,100,15.83,2.2856035,[-1.226  0.45  -0.941  0.148 -1.443],33.96092,259504,670.9377,5.6108246,524.3921,15900,0.05196275,100.0,1021899.6
1.4783411,0.11014555,34.415516,86.183365,1579.04017329216,,-107.87281146091034,4.2939377,784.1438,1.8573755,17.023901,160,,-4.4097824,-3.5858154e-06,-0.025953788,100,16.4,2.54581,[-1.232  0.426 -0.948  0.124 -1.447],231.23395,261144,654.4767,6.1713867,500.3657,16000,0.0058869408,100.0,4235088.5
1.2012906,0.060729492,8.199421,86.39522,1587.9288578033447,,-108.28503976572924,1.3500746,654.9806,0.35049924,2.6108308,161,,-4.30188,-6.027222e-06,-0.03385954,100,16.68,2.9320872,[-1.248  0.412 -0.938  0.105 -1.445],4.6421723,262812,570.53455,7.959404,491.72525,16100,0.036910906,100.0,462969.78
1.0141265,0.033326928,1.6525327,86.05768,1596.9921791553497,,-108.12798949439838,0.16803846,576.3142,0.18204276,1.0355543,162,,-3.6131592,1.3732911e-06,-0.037017025,100,16.22,2.5061166,[-1.242  0.401 -0.96   0.105 -1.453],1.0830935,264434,515.4509,7.4591827,508.81992,16200,0.53608274,100.0,8667.773
