MeanIW,MeanD2w0t,MaxIW,ReturnStepMaxmin,TimeElapsed,EntropyCoefficient,EpRewMean,StdIW,ReturnMeanIW,StdD2w0t,EmpiricalD2,Iteration,MinD2w0t,InitialReturnMin,InitialReturnMean,MeanEntropy,EpThisIter,EpLenMean,InitialReturnStd,Weights,MaxD2w0t,TimestepsSoFar,Bound,InitialReturnMax,InitialBound,EpisodesSoFar,MinIW,ReturnStepMax,J_sample_variance
1.4662949,0.14614367,55.48979,86.29566,2400.6728830337524,,-108.3493843438175,5.75567,778.5003,1.2525911,19.127304,245,,-3.988594,1.04522705e-05,-0.22794655,100,16.57,2.5408096,[-1.197  0.564 -0.623  0.095 -1.647],33.206886,400267,611.9308,4.7599335,494.17087,24500,0.003966701,100.0,7717325.5
1.4169433,0.10436587,22.212826,86.04253,2409.601586341858,,-108.21893853753674,2.8596723,779.4573,0.97650796,8.020875,246,,-4.129471,-8.468628e-06,-0.22754177,100,16.25,2.74709,[-1.205  0.553 -0.614  0.095 -1.647],35.546333,401892,651.91406,8.187607,506.02335,24600,0.0010482103,100.0,2126939.5
1.0791749,0.041053906,5.5663767,86.41777,2419.3450558185577,,-108.3661800157334,0.90109897,590.4323,0.22471654,1.6363235,247,,-4.166748,-1.3427734e-05,-0.22766988,100,16.71,2.7537403,[-1.196  0.559 -0.613  0.08  -1.646],2.5419993,403563,521.44696,6.1282654,491.01962,24700,0.13887838,100.0,209137.3
1.0549668,0.036558583,3.7837842,86.207954,2428.3340981006622,,-107.7259493798919,0.6132405,589.5407,0.20041165,1.3359238,248,,-4.4001617,4.577637e-06,-0.23173256,100,16.36,2.6931612,[-1.192  0.576 -0.604  0.084 -1.647],1.7688173,405199,522.7618,7.245262,499.092,24800,0.18632653,100.0,97832.31
1.2407122,0.081408955,18.756226,86.21675,2438.3845353126526,,-108.00464501542282,2.325199,685.90027,0.54336125,6.6585584,249,,-4.317299,2.1362305e-06,-0.23169014,100,16.42,2.6996918,[-1.211  0.579 -0.604  0.091 -1.651],11.188927,406841,575.76434,8.803085,500.28195,24900,0.016773157,100.0,1405525.9
1.1480095,0.06705444,17.52576,86.42458,2447.0232994556427,,-108.07127341751382,2.0008984,619.4099,0.42189163,4.8389196,250,,-4.6425323,3.0517577e-07,-0.22875983,100,16.7,3.1348445,[-1.212  0.573 -0.592  0.09  -1.651],6.718707,408511,525.40204,8.53907,489.89987,25000,0.016721161,100.0,925535.44
2.0408816,0.21698809,65.94473,86.272095,2455.2248554229736,,-108.38494474631555,5.376255,1105.3481,2.262441,13.215776,251,,-3.9277039,-3.4332274e-06,-0.23323552,100,16.56,2.6190197,[-1.206  0.578 -0.6    0.089 -1.648],118.73998,410167,878.21155,8.418205,495.75888,25100,0.011383127,100.0,8128293.0
1.3806229,0.09847601,19.437841,86.026306,2464.8904469013214,,-108.15760642607228,2.406071,778.34906,0.801708,5.923158,252,,-4.0462112,-6.1798096e-06,-0.23840332,100,16.19,2.3954477,[-1.212  0.591 -0.573  0.086 -1.652],27.65924,411786,649.6157,6.5631485,508.09683,25200,0.019962326,100.0,1637548.2
1.6970031,0.14789595,50.103798,86.44661,2475.597765684128,,-108.20605836491767,5.419634,878.5598,2.2161438,27.761946,253,,-4.438469,-6.713867e-06,-0.2408116,100,16.75,2.7807083,[-1.215  0.589 -0.593  0.094 -1.657],207.6413,413461,700.3778,6.787491,484.6836,25300,0.0039689187,100.0,6581698.0
1.017112,0.03453689,2.5762806,86.38043,2485.229206800461,,-107.78622195467653,0.27123958,560.42993,0.18637061,1.0692275,254,,-4.70887,3.7384034e-06,-0.2440184,100,16.62,2.9623673,[-1.232  0.572 -0.591  0.084 -1.66 ],1.1664041,415123,495.89236,8.049355,488.41052,25400,0.48666435,100.0,19756.783
1.2745554,0.11929092,63.60826,86.29848,2491.8686497211456,,-108.00082598074971,4.129237,694.2868,0.90753084,10.533186,255,,-4.2758408,-7.2479247e-06,-0.2485432,100,16.54,2.8113546,[-1.241  0.575 -0.589  0.081 -1.663],22.135899,416777,546.4758,8.882263,493.5425,25500,0.007448738,100.0,4399622.0
1.3813206,0.10182711,26.027319,86.17957,2500.1477785110474,,-107.99492831061406,3.1022449,758.9463,0.7878486,6.456485,256,,-4.2790756,3.8146973e-07,-0.1892807,100,16.38,2.6842732,[-1.24   0.58  -0.601  0.078 -1.667],27.481133,418415,627.90027,8.399872,499.72104,25600,0.032061566,100.0,2471819.2
1.0393906,0.03585442,2.4857392,86.58515,2510.3465287685394,,-108.38343833996518,0.31235135,562.5632,0.19171773,1.1104536,257,,-4.527733,-6.5612794e-06,-0.18328191,100,16.95,2.9231894,[-1.259  0.608 -0.59   0.074 -1.608],1.2856768,420110,479.75085,8.759651,464.27847,25700,0.37249264,100.0,24900.01
1.2775084,0.067276604,15.491421,86.56984,2517.4620094299316,,-108.49930644654727,2.2282155,671.9061,0.5563516,5.8620367,258,,-4.2566147,-4.348755e-06,-0.20045131,100,16.95,2.5597236,[-1.256  0.607 -0.588  0.076 -1.602],36.49005,421805,576.01685,8.555153,481.6777,25800,0.0057901423,100.0,1118906.9
1.4317697,0.13506393,24.711676,86.05262,2526.2621488571167,,-107.8855398794598,2.82276,806.63873,1.0863175,5.2430506,259,,-4.236061,9.002685e-06,-0.21627119,100,16.17,2.6777985,[-1.265  0.598 -0.579  0.062 -1.619],30.355007,423422,659.9375,6.972969,509.56088,25900,0.016966172,100.0,2369008.2
1.4803975,0.1358779,74.933914,86.11981,2536.468717813492,,-107.95479393577244,3.611404,823.4771,1.1657095,12.793601,260,,-4.114296,-2.5177003e-06,-0.21728584,100,16.28,2.4510527,[-1.27   0.573 -0.608  0.055 -1.635],32.42623,425050,657.1637,6.1962967,498.01392,26000,0.004580377,100.0,3693752.2
1.0987955,0.037385907,3.8619668,86.47191,2545.6213138103485,,-108.08853318861337,0.72666895,594.73083,0.20280729,1.5244164,261,,-4.2841187,1.3504028e-05,-0.21861714,100,16.78,2.8856173,[-1.268  0.58  -0.617  0.048 -1.636],2.093979,426728,520.48047,8.534012,479.47607,26100,0.14540458,100.0,123314.37
1.1980364,0.055808485,10.550533,86.36181,2555.482565641403,,-108.0320388253628,1.3354946,652.2042,0.32874084,3.215056,262,,-4.1389084,2.2888185e-06,-0.21983731,100,16.64,2.7306237,[-1.283  0.573 -0.62   0.044 -1.638],5.812368,428392,566.63556,7.786293,490.91367,26200,0.06837146,100.0,440974.22
1.790352,0.26542458,51.18422,86.27517,2563.5547394752502,,-108.34001841436807,4.7387547,963.1823,6.728666,18.047577,263,,-4.0230865,-2.670288e-06,-0.22648235,100,16.56,2.6330807,[-1.287  0.581 -0.629  0.047 -1.639],581.6892,430048,774.12524,8.54055,494.50394,26300,0.0011481057,100.0,5510647.0
1.977895,0.29183185,71.74961,86.211975,2575.2390406131744,,-108.02767963369932,6.0476766,1048.7882,4.206699,36.83003,264,,-4.293541,6.866455e-06,-0.23145607,100,16.44,2.9016914,[-1.287  0.587 -0.609  0.018 -1.645],254.27246,431692,813.7756,8.133194,492.10565,26400,0.000257124,100.0,8991518.0
1.3137019,0.08033109,17.188932,86.34998,2585.1201889514923,,-108.55805191906546,2.466007,710.0159,0.53663456,7.0242925,265,,-3.8657455,-5.0354006e-06,-0.23536019,100,16.7,2.62291,[-1.28   0.606 -0.602  0.006 -1.65 ],10.30159,433362,580.9739,8.863235,475.52084,26500,0.026729427,100.0,1497210.1
2.4749975,0.86777943,169.30905,86.650345,2595.3826529979706,,-108.51800012764348,16.507723,1219.6792,20.55412,78.0926,266,,-4.7080994,-7.476807e-06,-0.23571776,100,17.09,2.7209775,[-1.291  0.602 -0.592  0.006 -1.654],1645.6088,435071,814.6627,8.831383,474.68213,26600,0.0013850245,100.0,58551544.0
2.5142546,0.17078781,121.25305,86.24681,2607.0254883766174,,-108.02440832340933,12.389638,1326.8552,4.359162,33.262806,267,,-4.3264465,6.6375733e-06,-0.23853342,100,16.44,2.5797029,[-1.288  0.603 -0.566 -0.012 -1.655],696.46045,436715,979.5371,6.278717,494.6586,26700,0.0026239255,100.0,39640564.0
1.3257284,0.06294402,21.668251,86.44273,2617.1856281757355,,-108.5110108698198,2.1536758,711.30695,0.4243185,3.7637534,268,,-3.9281006,5.1879883e-06,-0.24328822,100,16.77,2.666894,[-1.3    0.587 -0.561 -0.032 -1.657],11.5494175,438392,591.3364,9.763504,477.4824,26800,0.024541778,100.0,1155822.9
1.0378369,0.038408175,3.619182,86.45451,2627.5724902153015,,-108.06407224347856,0.53661996,566.91626,0.20755558,1.2529323,269,,-4.3503494,-1.0681152e-05,-0.2430826,100,16.75,2.7000341,[-1.313  0.58  -0.563 -0.021 -1.662],1.8472449,440067,498.76428,7.770897,485.8906,26900,0.26301882,100.0,72170.66
1.1865929,0.07101839,16.408447,86.49478,2636.219850063324,,-108.16666386539997,1.74224,644.85077,0.5055101,3.3130145,270,,-4.6624756,1.0070801e-05,-0.25389653,100,16.78,2.9624536,[-1.319  0.586 -0.554 -0.021 -1.662],18.527948,441745,531.9594,8.051804,482.44168,27000,0.0023108101,100.0,796809.6
1.1297965,0.054102704,10.711458,86.65159,2645.3710145950317,,-108.16087028286815,1.5527295,597.0668,0.32012963,3.4184082,271,,-4.0025406,-7.476807e-06,-0.24951187,100,17.03,2.7489269,[-1.328  0.584 -0.559 -0.002 -1.673],4.7295337,443448,501.79886,8.621689,467.56348,27100,0.027562976,100.0,535128.75
1.0651058,0.04022492,3.449764,86.23008,2652.1745431423187,,-108.31718889688916,0.6681503,592.3305,0.22275576,1.4071993,272,,-3.9803543,-7.6293944e-08,-0.24478404,100,16.49,2.6042283,[-1.317  0.591 -0.562 -0.004 -1.668],2.6315215,445097,523.155,7.33902,498.1154,27200,0.17521583,100.0,117041.7
1.0629095,0.038526326,2.91917,86.63211,2660.301666498184,,-108.03749504414769,0.4793959,571.1737,0.20728244,1.271925,273,,-4.7596436,-6.790161e-06,-0.24490562,100,16.96,2.99802,[-1.309  0.587 -0.568  0.005 -1.664],1.7068624,446793,503.12408,8.320862,477.01917,27300,0.20033596,100.0,57191.31
1.0402035,0.036389433,3.2594578,86.403076,2667.782966852188,,-107.86548845503897,0.4898371,570.8871,0.1968378,1.2012099,274,,-4.554123,3.5858154e-06,-0.24669649,100,16.65,2.9634247,[-1.313  0.583 -0.572  0.012 -1.664],1.5471745,448458,497.93228,7.7444534,483.23236,27400,0.25208247,100.0,63238.07
1.1540592,0.06156177,27.432095,86.3713,2676.1074438095093,,-108.41976611943244,2.2709465,624.1244,0.42503497,5.0271263,275,,-3.968193,7.6293945e-06,-0.23658231,100,16.68,2.7864237,[-1.317  0.577 -0.574  0.005 -1.666],14.829954,450126,518.0847,8.422035,487.48282,27500,0.01288456,100.0,1250178.8
2.486698,0.4950683,97.542244,86.041374,2683.3840312957764,,-108.22456138372466,10.565383,1345.9347,5.984153,56.08397,276,,-3.8018188,5.4931643e-06,-0.23587364,100,16.24,2.8876994,[-1.319  0.566 -0.568 -0.005 -1.656],248.04044,451750,978.8734,8.589996,506.46024,27600,0.00169013,100.0,29868262.0
1.895475,0.20568849,91.345184,86.241745,2696.1081721782684,,-108.96459760934158,9.336595,985.7321,2.4127452,41.50508,277,,-3.5355911,1.1138916e-05,-0.2510594,100,16.58,2.4015129,[-1.325  0.565 -0.591 -0.01  -1.655],134.37274,453408,730.4253,7.969284,489.90332,27700,0.003274472,100.0,20343290.0
1.008451,0.034169216,1.6860211,86.3225,2707.3768775463104,,-108.51364043750954,0.20501955,559.1437,0.18423581,1.0507466,278,,-4.0454254,4.8065185e-06,-0.25219712,100,16.64,2.8936136,[-1.297  0.577 -0.596 -0.006 -1.67 ],1.1028411,455072,497.15387,8.859306,493.35226,27800,0.5022291,100.0,11034.064
1.6291698,0.1388484,42.615784,86.27327,2714.4861330986023,,-108.12976648254121,5.303678,869.99255,1.5258197,14.071442,279,,-4.1787796,-4.5013426e-06,-0.24341065,100,16.52,2.7764685,[-1.299  0.578 -0.595 -0.003 -1.671],99.35801,456724,701.4386,7.3337097,494.97025,27900,0.0018767763,100.0,6760782.0
1.1897438,0.06333434,24.19624,86.68616,2724.8125042915344,,-108.69735720930045,2.0949688,632.6949,0.39768717,4.1575556,280,,-3.9113922,6.3323973e-06,-0.21907982,100,17.13,2.484702,[-1.251  0.581 -0.58  -0.025 -1.662],8.252251,458437,526.7137,6.0408096,468.87512,28000,0.037736483,100.0,1041747.3
1.0644093,0.03874909,3.4237013,86.76635,2733.7057802677155,,-108.17512106095988,0.5021532,564.3787,0.20705576,1.2575794,281,,-4.7448654,-2.3651123e-06,-0.22765276,100,17.18,2.7943714,[-1.27   0.581 -0.575 -0.018 -1.638],1.5323278,460155,486.29233,7.383362,461.53555,28100,0.13108726,100.0,61678.86
1.1268766,0.05484081,13.887671,86.308105,2742.0650537014008,,-108.0542214086308,1.4414089,621.6715,0.3369628,2.5715394,282,,-4.221634,7.6293946e-07,-0.22529759,100,16.55,2.9142103,[-1.268  0.582 -0.576 -0.025 -1.647],5.622917,461810,518.3857,8.262665,482.2008,28200,0.034019537,100.0,533832.75
1.1970779,0.0708341,19.266464,86.14896,2749.184440135956,,-107.98010581234912,1.9037772,667.12225,0.44251436,4.293552,283,,-4.09346,2.3651123e-06,-0.22460102,100,16.33,2.4895515,[-1.264  0.575 -0.574 -0.017 -1.644],10.242561,463443,543.2488,6.697029,496.1577,28300,0.017379532,100.0,1014507.9
1.0523344,0.036690995,5.0579443,86.1197,2758.385372877121,,-107.83594822648584,0.50296783,593.20447,0.20131947,1.186539,284,,-4.138321,-3.890991e-06,-0.22249188,100,16.28,2.511747,[-1.256  0.571 -0.561 -0.018 -1.644],2.06284,465071,510.53497,6.843994,494.3451,28400,0.15808845,100.0,68924.98
2.139917,0.33565956,106.95004,86.441,2765.6067004203796,,-108.57662987849918,8.318,1098.9994,3.507588,54.316093,285,,-4.065346,3.8146973e-07,-0.21789493,100,16.8,2.491636,[-1.259  0.576 -0.552 -0.018 -1.641],125.948685,466751,797.27747,7.34552,481.1629,28500,0.000112443944,100.0,16116836.0
1.1144192,0.04109149,4.597539,86.54419,2776.4488224983215,,-108.24656850230458,0.6260833,602.2466,0.22742987,1.3961605,286,,-4.236923,-5.340576e-07,-0.22240354,100,16.86,2.7836847,[-1.257  0.589 -0.564 -0.018 -1.637],4.1593933,468437,502.96878,11.050926,468.50348,28600,0.05664158,100.0,101562.875
1.74066,0.21879867,69.89686,86.09801,2783.0191645622253,,-108.00163670777499,6.354995,949.2348,3.2537215,33.372704,287,,-3.8570175,7.2479247e-06,-0.21814235,100,16.26,2.5890586,[-1.255  0.587 -0.565 -0.028 -1.641],258.93332,470063,733.58936,6.684906,502.55365,28700,0.0015905658,100.0,10271286.0
7.0243025,3.9413419,675.2473,86.813576,2793.4054596424103,,-108.99050039275716,62.311394,3454.5513,73.98229,543.2763,288,,-3.9224625,7.6293945e-06,-0.21866289,100,17.3,2.6757898,[-1.253  0.597 -0.58  -0.015 -1.637],4121.226,471793,2342.5366,7.579788,459.88916,28800,0.0006077514,100.0,894664300.0
1.3484416,0.07469338,22.685925,86.23934,2803.9089465141296,,-108.22828209708803,2.566629,738.3544,0.57998395,5.1336517,289,,-4.359581,1.6784668e-06,-0.21484357,100,16.47,2.5346386,[-1.249  0.602 -0.592 -0.034 -1.638],28.64936,473440,597.90356,7.8734207,491.96118,28900,0.0061756857,100.0,1765174.1
1.2222408,0.052566405,31.368603,86.28432,2813.862086057663,,-108.20147353126907,3.1239789,660.8266,0.38336,3.968058,290,,-3.8416977,1.3732911e-06,-0.21920335,100,16.53,2.6794047,[-1.254  0.603 -0.576 -0.044 -1.634],21.266285,475093,545.9302,6.9561234,490.35388,29000,0.026814587,100.0,2100507.2
1.0856239,0.042520963,6.650944,86.21558,2823.516836166382,,-108.00639910974589,0.8591223,604.867,0.23998126,1.5203259,291,,-4.158226,-9.002685e-06,-0.22094657,100,16.44,2.7465665,[-1.26   0.588 -0.577 -0.058 -1.638],3.149359,476737,526.0865,8.531815,493.68762,29100,0.11504963,100.0,202600.33
1.1404335,0.050783973,12.048969,86.302246,2831.758688211441,,-107.74174904400003,1.3087411,630.01495,0.3360303,2.15601,292,,-4.499466,-8.850097e-06,-0.22415721,100,16.46,2.7844856,[-1.269  0.589 -0.588 -0.047 -1.64 ],9.789338,478383,538.1277,7.008484,494.30585,29200,0.050289918,100.0,473834.3
2.13252,0.71708536,111.07732,86.35458,2840.0369102954865,,-108.24834466585972,10.206234,1113.5573,9.559721,81.41827,293,,-4.277817,-4.5776366e-07,-0.2297797,100,16.64,2.658173,[-1.265  0.586 -0.6   -0.035 -1.643],411.352,480047,767.81024,6.314705,494.1684,29300,0.00094379555,100.0,25848446.0
1.26587,0.08363234,34.68681,86.30478,2849.84175157547,,-108.24570104820714,2.8376427,696.9985,0.62946016,4.188824,294,,-4.013794,-2.2125244e-06,-0.24031496,100,16.56,2.7123086,[-1.271  0.594 -0.612 -0.046 -1.649],15.421249,481703,556.4951,7.4185944,487.77533,29400,0.02534233,100.0,2145952.2
1.3328575,0.08857145,38.56493,86.399956,2857.70934009552,,-108.47291792570505,2.7456598,720.4064,0.66985583,6.21223,295,,-4.0788345,4.5776366e-07,-0.24047595,100,16.74,3.0459573,[-1.249  0.585 -0.605 -0.04  -1.659],15.71332,483377,579.85645,10.413795,474.12982,29500,0.031936537,100.0,1864434.6
1.2290984,0.052351214,8.987906,86.39095,2865.788826227188,,-107.90713663415731,1.2507701,677.4291,0.31130958,2.1262717,296,,-4.4607315,2.5177003e-06,-0.2481765,100,16.62,2.7656276,[-1.252  0.579 -0.6   -0.031 -1.659],5.3277607,485039,556.76654,8.499084,477.5307,29600,0.08446278,100.0,418315.97
1.1902506,0.060788866,8.436005,86.51334,2873.250757455826,,-107.8227440308312,1.2402192,640.4213,0.39648807,2.4241335,297,,-4.558571,-4.5776366e-07,-0.2510089,100,16.78,2.9805663,[-1.248  0.588 -0.592 -0.042 -1.667],15.114825,486717,553.3951,8.136597,485.64084,29700,0.056930333,100.0,399105.9
1.6576339,0.079247296,61.297546,86.38876,2882.770807504654,,-107.8335703221964,5.7133985,832.4678,0.70189315,5.878723,298,,-4.515808,1.4724731e-05,-0.2515552,100,16.6,2.9058237,[-1.257  0.603 -0.58  -0.03  -1.67 ],31.227993,488377,615.61957,9.2855,474.58078,29800,0.011588703,100.0,5232283.0
1.2125912,0.083198145,22.784554,86.467926,2891.521215438843,,-108.0058384536858,2.561674,657.2115,0.63302344,6.31325,299,,-4.0626144,-1.5258789e-06,-0.25036386,100,16.73,2.9104939,[-1.229  0.599 -0.591 -0.02  -1.67 ],22.765736,490050,530.563,10.291588,472.1424,29900,0.00999345,100.0,1571544.2
1.520405,0.21565174,61.020443,86.50991,2900.2355506420135,,-108.28406097939822,6.521723,792.8218,3.580303,35.746174,300,,-4.31472,2.5177003e-06,-0.25094423,100,16.84,3.1284654,[-1.209  0.6   -0.591 -0.033 -1.669],364.35147,491734,618.1458,8.007187,484.68765,30000,0.001760788,100.0,9360546.0
3.1808267,1.0612093,167.1524,86.10221,2910.443404197693,,-108.18903093805174,17.357439,1676.1211,55.557602,333.20438,301,,-4.1003494,-1.9073486e-06,-0.2431621,100,16.33,2.7178984,[-1.191  0.606 -0.604 -0.022 -1.67 ],9037.238,493367,1289.1135,8.331879,503.70773,30100,0.0003982407,100.0,78616936.0
1.3626626,0.08095837,29.755257,85.95072,2920.2021572589874,,-108.13892448622904,2.3373744,770.52936,0.62001485,3.944642,302,,-3.9991074,-8.239746e-06,-0.24222092,100,16.09,2.3452477,[-1.174  0.628 -0.605  0.005 -1.662],15.228459,494976,651.5925,6.870178,510.08783,30200,0.0056426385,100.0,1555703.2
1.1811211,0.050205864,6.3930516,86.40618,2929.940354347229,,-108.34957763709046,0.8720912,645.6261,0.29535222,1.9370401,303,,-4.0626907,8.392334e-07,-0.24758938,100,16.74,2.8499358,[-1.149  0.623 -0.597  0.014 -1.661],4.141551,496650,557.67395,8.44442,483.98438,30300,0.011761806,100.0,200110.4
2.3187559,0.39174512,126.226456,86.25594,2937.8681979179382,,-108.11009152332812,10.523783,1226.6768,4.493424,75.1944,304,,-3.9883957,7.019043e-06,-0.24759662,100,16.46,2.7113473,[-1.161  0.625 -0.601  0.005 -1.667],202.21277,498296,952.8905,7.301674,499.28165,30400,7.24007e-05,100.0,27374732.0
1.0833583,0.041233644,4.21277,86.69364,2949.995166540146,,-108.51959224766345,0.6145508,577.46606,0.2243121,1.3916101,305,,-4.4290237,-7.6293946e-07,-0.25013208,100,17.14,2.8552163,[-1.157  0.639 -0.613  0.01  -1.667],2.7904088,500010,496.9364,7.6993713,467.64606,30500,0.1696555,100.0,92671.56
1.2411447,0.10959182,35.247684,86.511246,2956.2631406784058,,-108.29033080340727,3.3055522,663.25793,0.7283188,6.6112566,306,,-4.518959,-1.083374e-05,-0.2551288,100,16.86,2.7948065,[-1.15   0.635 -0.622  0.017 -1.669],23.553448,501696,534.34937,7.2625504,483.9515,30600,0.003554316,100.0,2677494.2
1.1913557,0.0601844,15.241419,86.47537,2964.294075012207,,-108.590688568377,1.5622406,645.62585,0.37488413,2.4773984,307,,-4.0601654,1.083374e-05,-0.2756002,100,16.79,2.6716654,[-1.15   0.629 -0.641  0.013 -1.674],6.465345,503375,558.2635,7.31855,488.06418,30700,0.08193175,100.0,623971.4
2.1503668,0.1806718,147.23201,86.12846,2973.4776949882507,,-107.95852189001658,14.543509,1146.2683,2.138046,40.01318,308,,-4.2986374,1.7547608e-06,-0.25882587,100,16.31,2.8988154,[-1.137  0.62  -0.648  0.028 -1.695],93.724625,505006,948.09186,8.976456,501.28076,30800,0.00052182743,100.0,52607704.0
1.2020718,0.06701005,32.246872,86.252556,2984.013993024826,,-107.90557426900125,2.3154125,664.9345,0.4795406,4.0437,309,,-4.8697815,-1.5258789e-06,-0.26049864,100,16.46,2.7427354,[-1.08   0.631 -0.638  0.025 -1.678],17.872528,506652,568.60614,8.8582,495.15002,30900,0.037712593,100.0,1472227.5
1.2904936,0.091938235,18.527414,86.051834,2993.510521173477,,-107.53660001175281,2.5459025,719.2928,0.73019207,8.000729,310,,-4.3716125,7.019043e-06,-0.2547216,100,16.16,2.461364,[-1.127  0.64  -0.644  0.047 -1.679],22.161356,508268,601.5922,6.7629547,508.12064,31000,0.016308764,100.0,1736862.9
1.1006235,0.040118095,5.664377,85.97247,3002.2124814987183,,-108.33661301523607,0.6625313,624.06525,0.22535418,1.4652741,311,,-3.7646255,2.822876e-06,-0.25573546,100,16.17,2.4034615,[-1.133  0.627 -0.646  0.053 -1.674],2.8812428,509885,556.32404,5.9409637,511.91635,31100,0.20039198,100.0,126684.805
1.0509183,0.036771987,3.9915419,85.835754,3010.8636009693146,,-108.0976466005599,0.6481609,605.3758,0.20410913,1.3485051,312,,-3.6671982,-1.5258789e-06,-0.26734117,100,15.97,2.140319,[-1.134  0.627 -0.653  0.064 -1.675],1.8957189,511482,539.0852,6.6677856,518.8158,31200,0.10913703,100.0,116932.82
1.1188047,0.038816728,3.7545738,86.37513,3018.7497017383575,,-108.37321277697981,0.55148333,615.28784,0.21250777,1.3919058,313,,-3.9851913,-1.3885498e-05,-0.26741922,100,16.65,2.655447,[-1.129  0.639 -0.644  0.069 -1.686],4.0067725,513147,534.15424,7.873398,486.62994,31300,0.21270931,100.0,75795.35
1.5772988,0.09343216,20.037992,85.83956,3026.849809885025,,-107.41769082458516,3.0750647,879.6613,0.70550734,8.133022,314,,-4.387947,-6.1035157e-06,-0.26879868,100,15.9,2.6910572,[-1.125  0.644 -0.644  0.08  -1.686],15.648384,514737,745.833,8.249359,515.00696,31400,0.007940347,100.0,2467602.5
1.0174505,0.03433302,2.1244986,86.3536,3037.324177980423,,-107.84734796805775,0.3162345,562.9758,0.18555255,1.1277443,315,,-4.429077,-4.043579e-06,-0.268188,100,16.58,2.8310096,[-1.131  0.638 -0.636  0.085 -1.688],1.2978969,516395,501.44952,6.6705093,493.30484,31500,0.40677038,100.0,24043.498
1.2902368,0.04961294,6.810211,86.144745,3045.1929156780243,,-107.69468966328817,0.9191752,717.82214,0.2931741,1.8262972,316,,-4.395569,7.6293945e-06,-0.26917258,100,16.3,2.6181166,[-1.135  0.632 -0.639  0.082 -1.687],7.368459,518025,639.91895,7.7407455,502.30966,31600,0.06767635,100.0,232703.73
1.840419,0.37325484,67.570694,86.23174,3055.6145598888397,,-108.09848163806615,6.533149,999.0109,4.7003374,27.149809,317,,-3.8389587,-1.0681152e-06,-0.26864183,100,16.47,2.4820702,[-1.148  0.618 -0.656  0.089 -1.688],187.19281,519672,755.5737,6.7589035,498.80966,31700,8.962548e-05,100.0,11045125.0
3.0256348,0.6472614,221.47919,85.964066,3064.2444438934326,,-108.2315811920061,16.652523,1594.1393,9.338676,75.76552,318,,-3.9307709,6.408691e-06,-0.26607794,100,16.15,2.7317867,[-1.139  0.616 -0.654  0.111 -1.688],384.97116,521287,1180.1138,7.715706,512.17737,31800,0.00069435994,100.0,70055890.0
1.2296025,0.07431912,20.551035,86.314896,3072.559492111206,,-108.04476493407029,1.9890878,671.9322,0.5060713,3.9406989,319,,-3.9144287,8.392334e-06,-0.27075934,100,16.54,2.729642,[-1.134  0.61  -0.641  0.121 -1.685],9.017843,522941,555.00684,8.027725,491.8352,31900,0.010072512,100.0,1009827.3
1.990895,0.27215487,63.796467,86.27762,3083.1647593975067,,-108.1414752381639,7.26424,1059.4235,3.8316133,32.835262,320,,-3.8417282,-5.9509275e-06,-0.27352527,100,16.55,2.6090634,[-1.136  0.612 -0.633  0.131 -1.69 ],236.26181,524596,862.5267,6.2429123,491.9425,32000,0.004592195,100.0,12876633.0
1.9595773,0.35952258,115.43166,85.99315,3094.214131832123,,-108.0214424239501,11.350847,1063.2792,4.0184836,41.50727,321,,-4.11602,4.4250487e-06,-0.26464653,100,16.17,2.8000636,[-1.125  0.627 -0.625  0.116 -1.692],164.93056,526213,769.20825,8.647522,510.2656,32100,0.0023438684,100.0,32742930.0
1.086725,0.04206624,4.7824326,86.10921,3105.699151277542,,-108.37404038389947,0.727976,611.43005,0.23508163,1.4223421,322,,-3.7286377,1.4495849e-06,-0.26046202,100,16.34,2.4595783,[-1.126  0.627 -0.609  0.124 -1.684],3.9420292,527847,533.586,6.405197,503.23898,32200,0.19457555,100.0,153857.5
3.8539755,0.41935694,426.33313,86.25582,3114.626401424408,,-108.21781867213959,30.239136,2026.7572,13.43245,41.137695,323,,-3.943039,3.5095215e-06,-0.2618699,100,16.49,2.6254597,[-1.127  0.64  -0.598  0.133 -1.679],2295.8572,529496,1292.8038,7.2698517,490.3333,32300,0.0023899956,100.0,241497890.0
2.8883624,0.5604269,118.764725,86.29295,3126.138473510742,,-108.76138222219971,13.071251,1497.7828,7.300779,94.8908,324,,-3.8315125,-9.155273e-07,-0.26357874,100,16.65,2.5860236,[-1.128  0.65  -0.574  0.107 -1.681],320.3692,531161,1144.1959,7.8930817,494.22495,32400,0.0004219804,100.0,42220930.0
1.0685393,0.03760144,2.9648058,86.54576,3136.8885910511017,,-108.11389904196407,0.37871626,578.9863,0.20173746,1.1532736,325,,-4.613144,1.9073486e-06,-0.26790923,100,16.88,3.1380293,[-1.126  0.664 -0.584  0.103 -1.683],1.4987358,532849,512.1616,9.020378,481.32297,32500,0.32726252,100.0,38685.066
1.0598388,0.03864306,5.1889153,86.42337,3146.1603393554688,,-108.41954686720283,0.6688343,581.9604,0.20958313,1.3862222,326,,-4.0868073,6.027222e-06,-0.27054474,100,16.77,2.989535,[-1.121  0.669 -0.577  0.106 -1.687],1.7756733,534526,513.5848,10.092361,486.94095,32600,0.15077057,100.0,115014.86
