EpRewMean,MaxD2w0t,InitialReturnMax,StdIW,StdD2w0t,Weights,J_sample_variance,InitialReturnMean,InitialReturnMin,MeanEntropy,EntropyCoefficient,InitialReturnStd,Iteration,MaxIW,EpisodesSoFar,TimeElapsed,MeanIW,MinD2w0t,Bound,ReturnMeanIW,EmpiricalD2,MeanD2w0t,TimestepsSoFar,EpLenMean,ReturnStepMax,ReturnStepMaxmin,MinIW,EpThisIter,InitialBound
-80.02331497795052,11495.966,1.5084066,2.061922,1146.2533,[-0.885 -1.063 -0.34  -0.702 -0.626],326.95355,-21.322903,-67.56076,0.79198974,10.0,12.292054,81,50.12692,8100,4282.35203909874,0.7368033,,-10.6105385,-16.808062,3746.581,432.5233,2097684,392.27,100.0,99.0,4.4299166e-05,100,-14.188571
-73.81998726781487,4500.297,11.724477,2.4206533,332.96014,[-0.888 -1.057 -0.335 -0.718 -0.627],415.0094,-21.195215,-65.26698,0.79721195,10.0,16.505865,82,67.629036,8200,4352.527055501938,0.73300076,,-11.757161,-18.407991,900.1601,120.34659,2132512,348.28,100.0,99.0,0.0002556284,100,-14.008663
-75.52622356141998,5672.52,16.480062,1.4137903,597.19635,[-0.886 -1.066 -0.346 -0.708 -0.622],324.8658,-20.410204,-60.997036,0.7965374,10.0,12.88383,83,24.034552,8300,4431.082895278931,0.7245681,,-10.506617,-17.045712,1890.4155,241.57391,2173487,409.75,100.0,99.0,2.5145448e-07,100,-13.188384
-82.60162067727093,90689.805,3.3560362,1.5604752,7328.777,[-0.892 -1.059 -0.338 -0.721 -0.622],964.3583,-22.160625,-64.17435,0.79702634,10.0,13.73189,84,57.400536,8400,4496.534010648727,0.6192989,,-10.133206,-15.28137,22114.178,2036.64,2207457,339.7,100.0,99.0,6.29152e-08,100,-15.015841
-81.12620404915468,25961.639,18.254204,2.6830254,1276.2977,[-0.894 -1.058 -0.342 -0.742 -0.622],1382.4828,-25.47445,-63.794525,0.7983021,10.0,19.46044,85,80.988884,8500,4553.312294483185,0.7843961,,-9.5212555,-15.289278,2534.3486,264.59094,2234187,267.3,100.0,99.0,0.00014684068,100,-18.310112
-81.26071922161833,93913.33,10.89492,0.9372574,2727.2805,[-0.899 -1.052 -0.364 -0.725 -0.621],341.12448,-23.669262,-71.065994,0.79199296,10.0,16.45458,86,14.287333,8600,4611.535999298096,0.6242461,,-10.575468,-16.729078,2973.3083,254.77428,2263216,290.29,100.0,99.0,0.00015585427,100,-16.493507
-72.35701036367308,3516.4487,1.6972678,3.6712632,208.36607,[-0.902 -1.051 -0.345 -0.718 -0.627],193.78941,-23.248396,-68.70726,0.7924686,10.0,16.495146,87,80.03648,8700,4678.104441404343,1.0365502,,-11.578875,-18.235643,576.7644,72.73029,2297240,340.24,100.0,99.0,0.00049639924,100,-16.047283
-77.0135715235901,13487.989,3.4346504,1.3462347,711.3122,[-0.905 -1.058 -0.333 -0.71  -0.627],349.23315,-22.532494,-64.330505,0.77045846,10.0,14.215028,88,23.221325,8800,4751.353176116943,0.6742803,,-11.638247,-17.914877,1383.114,173.75027,2335762,385.22,100.0,99.0,4.8619045e-06,100,-15.372881
-75.18851844460114,143983.89,8.045327,2.0293758,6193.299,[-0.903 -1.053 -0.349 -0.697 -0.649],411.93597,-20.537731,-66.53038,0.77421725,10.0,13.625102,89,110.77947,8900,4827.320289611816,0.60206914,,-9.074154,-14.931519,10328.32,1032.8583,2375456,396.94,100.0,99.0,2.1160288e-06,100,-13.580093
-78.09655876950255,4057.4521,7.4461584,1.6566664,444.93304,[-0.897 -1.053 -0.368 -0.695 -0.645],241.22577,-22.989902,-66.03579,0.7701754,10.0,15.102623,90,52.50126,9000,4905.855637788773,0.632796,,-13.068689,-19.343376,1390.952,178.91612,2413126,376.7,100.0,99.0,0.00022067691,100,-16.023565
-84.55187406007555,12272.934,1.2536166,2.2415428,1076.8218,[-0.894 -1.066 -0.372 -0.685 -0.649],582.47736,-22.477585,-46.54497,0.7749416,10.0,9.433152,91,43.241013,9100,4992.516627788544,0.76823103,,-12.537968,-18.517887,4298.235,501.78943,2458549,454.23,100.0,99.0,5.9273207e-06,100,-15.615795
-77.25450242861442,68084.3,8.095141,1.2797186,1959.0532,[-0.898 -1.048 -0.375 -0.693 -0.644],262.25232,-22.204226,-62.59189,0.7788088,10.0,13.740715,92,34.350704,9200,5064.279801130295,0.5765764,,-10.858871,-16.892553,4965.1733,491.33368,2497477,389.28,100.0,99.0,9.4226125e-06,100,-15.2222805
-71.39139395022929,211410.62,11.999182,0.79122055,6167.4824,[-0.91  -1.052 -0.363 -0.706 -0.64 ],331.32135,-22.285795,-68.56344,0.77848417,10.0,16.062994,93,11.669212,9300,5136.349730491638,0.48886973,,-9.746836,-15.559867,12393.652,1076.7322,2534854,373.77,100.0,99.0,5.6730296e-06,100,-15.20693
-65.66590022407411,16247.277,9.52663,0.93905276,1344.4751,[-0.906 -1.043 -0.379 -0.71  -0.64 ],310.29388,-23.53111,-70.64032,0.77993906,10.0,21.110968,94,19.978779,9400,5196.571430206299,0.50994635,,-9.336277,-15.637889,3928.8257,426.6971,2566893,320.39,100.0,99.0,3.98996e-06,100,-16.398613
-77.85298401986674,6823.839,10.308383,1.5623916,603.33563,[-0.907 -1.05  -0.376 -0.695 -0.639],656.5406,-19.433664,-61.649,0.7856445,10.0,12.191822,95,29.855312,9500,5268.766363620758,0.66676766,,-9.732662,-16.087831,1965.3029,236.83112,2606375,394.82,100.0,99.0,8.152896e-06,100,-12.407688
-78.64667650485212,219103.89,6.431593,1.8274885,7501.889,[-0.896 -1.017 -0.372 -0.692 -0.633],247.13098,-25.276312,-71.51175,0.7828783,10.0,20.071,96,74.30491,9600,5327.812770366669,0.6185426,,-9.866968,-15.195651,13075.729,1137.8583,2635189,288.14,100.0,99.0,3.0953597e-05,100,-18.201164
-75.81416294288974,8066.414,9.42395,2.3132803,362.50824,[-0.899 -1.027 -0.356 -0.684 -0.636],131.52898,-19.363579,-63.51015,0.83139807,10.0,13.60137,97,61.47927,9700,5398.820048570633,0.7579686,,-7.749387,-14.647284,956.1064,126.69892,2673975,387.86,100.0,99.0,1.3931098e-05,100,-12.287954
-81.68969406177968,13551.709,6.8871536,1.4045169,1155.4543,[-0.821 -1.022 -0.33  -0.682 -0.588],230.40967,-24.887354,-65.261116,0.8313896,10.0,14.042863,98,35.585407,9800,5465.780651330948,0.6469593,,-14.552198,-21.053452,3175.5203,368.09308,2708434,344.59,100.0,99.0,1.254736e-05,100,-17.3849
-81.3795639190104,31637.902,5.743513,1.0348307,1926.8011,[-0.826 -1.025 -0.342 -0.663 -0.588],467.55118,-21.42765,-64.79257,0.83442485,10.0,12.063118,99,22.582022,9900,5551.597368478775,0.5964987,,-9.305068,-15.743016,6368.3843,680.8483,2750149,417.15,100.0,99.0,1.1618436e-06,100,-13.922203
-84.36644243563991,5955.736,3.9117973,1.9560274,450.02567,[-0.821 -1.013 -0.354 -0.671 -0.585],265.10342,-24.48072,-62.628742,0.83052725,,16.099848,100,63.839344,10000,5619.821138620377,0.76998174,,-20.95806,-19.341167,1190.5402,155.62022,2783981,338.32,100.0,99.0,8.282928e-06,100,-25.318842
-72.54461166668703,27408656.0,-1.2476653,398.38058,1651468.2,[-0.824 -1.011 -0.363 -0.65  -0.588],523713.06,-20.613857,-58.012493,0.86572033,,10.579218,101,20561.61,10100,5709.579325675964,16.9797,,40.570614,53.07249,7428319.5,449508.56,2827978,439.97,100.0,99.0,5.150563e-07,100,-21.334538
-76.39703061315493,1492.1602,6.1764708,1.5221938,157.18298,[-0.834 -1.006 -0.352 -0.669 -0.553],349.94568,-23.598642,-69.88263,0.8587382,,16.2654,102,24.162073,10200,5778.411620616913,0.7802923,,-20.636784,-19.392258,422.6978,62.368294,2861719,337.41,100.0,99.0,3.8789276e-05,100,-24.357594
-84.18955693494904,792.42584,7.9898524,1.9509213,80.64905,[-0.827 -1.008 -0.351 -0.651 -0.56 ],241.61923,-23.941336,-65.21506,0.8723859,,12.527296,103,56.034767,10300,5856.789343118668,0.9195156,,-22.861282,-21.509285,221.54706,40.25925,2901814,400.95,100.0,99.0,3.97928e-05,100,-24.7777
-85.43173845471043,476.64154,3.4801357,1.2432323,72.936165,[-0.837 -1.    -0.369 -0.636 -0.547],253.34756,-24.662949,-71.29284,0.8831536,,13.852723,104,19.931301,10400,5936.368296861649,0.6935308,,-23.46244,-22.193466,241.71437,41.099033,2942543,407.29,100.0,99.0,0.0004498234,100,-25.511652
-89.86385746553627,4197.279,0.8919357,1.056725,508.12305,[-0.854 -1.009 -0.381 -0.623 -0.536],125.573006,-23.288755,-48.95494,0.8793576,,9.862351,105,25.935963,10500,6017.71080493927,0.4589631,,-20.105343,-18.37244,1856.4325,237.64893,2985305,427.62,100.0,99.0,2.2332215e-05,100,-24.181486
-90.60786937630547,71664.41,2.8486004,2.2391481,8145.664,[-0.849 -0.992 -0.385 -0.594 -0.54 ],447.90372,-22.93584,-60.63717,0.876013,,8.713108,106,97.21702,10600,6110.9468631744385,0.48738602,,-16.876919,-13.96798,36075.293,3443.7847,3032426,471.21,100.0,99.0,5.1877944e-08,100,-23.835964
-86.29352754392409,17.696423,0.3993176,1.2513114,2.8090317,[-0.854 -0.977 -0.393 -0.608 -0.543],344.30765,-23.513742,-70.360435,0.86101407,,12.160192,107,21.496275,10700,6189.976290464401,0.9231908,,-23.269665,-22.321238,8.379753,2.9036531,3073057,406.31,100.0,99.0,0.0030139221,100,-24.371008
-83.54131806911946,35143.082,0.96984756,1.1161761,3237.8503,[-0.854 -0.942 -0.382 -0.589 -0.558],257.12454,-21.923532,-65.836395,0.7756825,,12.697752,108,20.706501,10800,6267.050054073334,0.4434603,,-15.932704,-13.527333,11896.964,1250.0651,3113103,400.46,100.0,99.0,1.6604624e-06,100,-22.753456
-69.66263959011981,29533.982,1.5455493,2.7315266,2589.3157,[-0.918 -0.952 -0.41  -0.602 -0.643],200.83054,-18.882051,-57.944233,0.77778304,,10.421838,109,55.62819,10900,6357.75612950325,0.8891795,,-14.551875,-12.897314,9874.696,1015.9632,3157316,442.13,100.0,99.0,3.332022e-05,100,-19.574099
-74.70214882767213,51705.78,6.5173874,1.3520131,1277.0768,[-0.917 -0.939 -0.398 -0.613 -0.641],242.05518,-23.204412,-70.82939,0.8067917,,16.54331,110,38.894123,11000,6432.376319885254,0.65949994,,-19.514156,-18.117558,1894.4868,195.4104,3193757,364.41,100.0,99.0,5.2916264e-05,100,-23.946527
-75.40310879102752,40251.035,2.5295255,0.912609,3137.3833,[-0.909 -0.908 -0.376 -0.59  -0.612],238.96408,-19.740204,-59.75788,0.8075798,,12.904466,111,16.327175,11100,6505.772918462753,0.5607225,,-14.842834,-12.832813,10554.665,1061.2275,3231904,381.47,100.0,99.0,4.4833018e-07,100,-20.48928
-77.24292372877414,41542.92,17.40731,0.966267,1702.0845,[-0.907 -0.899 -0.381 -0.606 -0.611],539.69666,-24.231333,-63.51898,0.7981865,,17.489649,112,14.914326,11200,6560.405761241913,0.5867628,,-21.271578,-19.320211,4005.6162,389.4471,3261005,291.01,100.0,99.0,8.894934e-06,100,-24.998688
-79.20713487961893,88380.72,7.906639,1.1569843,4194.983,[-0.912 -0.92  -0.368 -0.605 -0.621],1140.4767,-21.917011,-70.10224,0.78739506,,16.552635,113,19.457315,11300,6630.751029968262,0.57614094,,-18.987255,-16.779612,10418.577,1026.3002,3296021,350.16,100.0,99.0,1.6277266e-06,100,-22.703878
-79.4772308207384,6404.0117,10.210674,1.0375726,524.41406,[-0.923 -0.932 -0.354 -0.623 -0.632],175.72812,-21.743122,-68.329445,0.7900388,,16.410404,114,17.78498,11400,6696.526937484741,0.497744,,-18.345806,-16.782446,1412.9192,173.90636,3329679,336.58,100.0,99.0,5.7700356e-05,100,-22.532673
-78.11944045901565,244256.31,3.0358481,3.4325116,8595.594,[-0.921 -0.937 -0.353 -0.607 -0.629],649.7227,-20.572012,-61.065132,0.7934546,,10.722399,115,67.51752,11500,6775.593975067139,0.9996843,,-17.233646,-15.044204,21863.688,1949.628,3371864,421.85,100.0,99.0,1.5354665e-07,100,-21.348074
-82.89576243063173,6583.703,21.004757,1.4682903,774.97723,[-0.928 -0.932 -0.335 -0.613 -0.625],405.2196,-22.340904,-66.35349,0.7942819,,14.125023,116,26.125673,11600,6842.507353782654,0.6810955,,-20.43804,-18.75508,2586.3193,304.23407,3410387,385.23,100.0,99.0,1.7756553e-05,100,-23.164413
-80.2098706304306,4107.0776,6.751086,1.2723277,353.75058,[-0.924 -0.923 -0.331 -0.628 -0.625],297.20505,-23.909113,-68.79897,0.7900398,,16.609482,117,28.462238,11700,6898.311065196991,0.684965,,-21.541916,-20.10088,853.8959,113.73778,3442484,320.97,100.0,99.0,0.00012757692,100,-24.705942
-78.99057050287824,6703.0825,2.0814376,1.7613264,486.93658,[-0.906 -0.926 -0.336 -0.614 -0.629],426.39624,-22.131407,-71.1469,0.7841701,,13.212583,118,35.360996,11800,6966.828289985657,0.83418626,,-21.040852,-19.62415,1186.6417,151.83826,3478915,364.31,100.0,99.0,3.713429e-05,100,-22.91612
-80.26901914544804,15215.758,2.6815493,1.6177785,1101.6531,[-0.9   -0.93  -0.348 -0.603 -0.635],542.4459,-20.878008,-68.320015,0.7775012,,13.45626,119,33.91394,11900,7035.552608728409,0.7046211,,-19.744003,-18.09312,3437.907,398.8614,3518798,398.83,100.0,99.0,5.669368e-06,100,-21.675425
-74.93516707502256,5126.479,1.9947855,1.7332205,490.95212,[-0.915 -0.929 -0.339 -0.616 -0.641],159.92044,-21.920263,-67.4213,0.75711554,,14.708943,120,45.72251,12000,7109.193865299225,0.6395378,,-19.762205,-18.340239,1578.5107,196.33284,3556701,379.03,100.0,99.0,2.221549e-05,100,-22.664692
-92.81023280068847,4203.0547,-6.148326,1.3059031,282.63547,[-0.923 -0.935 -0.339 -0.601 -0.662],299.04523,-26.16516,-62.905643,0.7534154,,12.504982,121,31.830832,12100,7187.395175218582,0.57492745,,-23.253407,-21.549868,796.1323,110.26321,3595269,385.68,100.0,99.0,0.00029886529,100,-27.087162
-92.23320365857916,8778.66,6.3850474,1.9638647,442.47058,[-0.912 -0.947 -0.321 -0.598 -0.666],199.1731,-23.552269,-60.415752,0.7392707,,9.452928,122,37.26702,12200,7275.274969577789,0.7942247,,-22.526428,-20.833855,1283.907,170.13324,3640928,456.59,100.0,99.0,1.3562824e-06,100,-24.468538
-84.05482246577758,131704.72,-0.93128544,3.3814316,9281.6,[-0.917 -0.937 -0.339 -0.6   -0.68 ],547.2446,-22.451529,-59.878464,0.7319329,,10.455654,123,136.41359,12300,7357.305047035217,0.73040736,,-17.27691,-14.681438,32453.287,2956.0764,3683408,424.8,100.0,99.0,7.230229e-09,100,-23.286554
-79.88822803682531,15437.886,2.1163826,1.251457,892.99243,[-0.92  -0.926 -0.326 -0.611 -0.687],225.82146,-20.358772,-69.81012,0.73829156,,13.82244,124,21.776825,12400,7435.479261159897,0.6425612,,-18.575605,-16.980518,2548.7112,295.72107,3723145,397.37,100.0,99.0,3.675634e-05,100,-21.152407
-71.61507079414554,62082.39,15.813627,1.5234168,2169.1938,[-0.928 -0.921 -0.315 -0.621 -0.681],223.1013,-20.266108,-69.9913,0.73507774,,15.586765,125,27.471235,12500,7505.473142385483,0.6500391,,-15.77097,-14.135446,4587.847,412.64474,3759443,362.98,100.0,99.0,2.6896389e-05,100,-20.977554
-82.38154618364007,20271.848,1.8132725,1.167395,737.3049,[-0.939 -0.92  -0.299 -0.615 -0.684],237.36456,-21.541298,-65.564476,0.7381052,,13.844328,126,20.55273,12600,7581.137736082077,0.6047045,,-18.661228,-17.138283,1739.96,174.59184,3796922,374.79,100.0,99.0,2.9095161e-05,100,-22.359701
-85.66176769174933,6917.642,6.6899676,2.9326165,401.46722,[-0.953 -0.921 -0.285 -0.614 -0.681],224.183,-24.250198,-61.731636,0.71603304,,13.245389,127,117.28333,12700,7653.621799230576,0.7662616,,-22.030794,-20.389141,973.00586,138.64374,3833164,362.42,100.0,99.0,0.00017492461,100,-25.101189
-86.43811709333764,2834.024,-2.1556396,1.6891433,138.07912,[-0.96  -0.919 -0.299 -0.598 -0.703],416.38144,-25.107904,-66.58465,0.7172887,,12.243726,128,23.145351,12800,7732.094094753265,0.9159414,,-24.334417,-23.027191,350.3096,50.61774,3873295,401.31,100.0,99.0,0.000115596275,100,-25.966604
-85.39370414391254,90773.305,4.258067,1.2621226,4263.982,[-0.954 -0.919 -0.314 -0.598 -0.702],300.0759,-22.205032,-58.749474,0.70676595,,10.234319,129,27.96835,12900,7810.704378128052,0.5315792,,-17.26169,-14.9862585,15431.32,1399.4324,3916408,431.13,100.0,99.0,2.2000164e-07,100,-23.053356
-81.8181098267875,56099.07,7.3331494,3.2564993,1249.9679,[-0.947 -0.905 -0.325 -0.603 -0.712],491.09048,-21.549267,-67.01237,0.70464575,,14.727418,130,77.86441,13000,7880.694774627686,0.8792263,,-18.430372,-16.73045,2591.9822,214.96622,3951816,354.08,100.0,99.0,3.903654e-05,100,-22.362072
-71.71568247291968,146990.16,2.2410815,1.8043251,5370.093,[-0.942 -0.907 -0.342 -0.608 -0.714],315.12656,-19.755318,-60.67228,0.7065537,,14.204543,131,34.56278,13100,7953.122261047363,0.72650796,,-15.00889,-12.874703,16714.434,1345.6561,3989815,379.99,100.0,99.0,4.2428333e-06,100,-20.467762
-67.11008558308394,205676.98,6.939849,1.2985345,6603.8545,[-0.935 -0.906 -0.355 -0.621 -0.712],163.69467,-19.313114,-69.20612,0.70503485,,15.486093,132,55.279205,13200,8025.150859832764,0.51494646,,-13.756863,-11.850303,11613.08,989.15265,4024855,350.4,100.0,99.0,1.5066068e-05,100,-19.979805
-76.38831526040735,44801.344,7.8740735,1.4777269,2032.5216,[-0.931 -0.905 -0.372 -0.63  -0.714],1011.6714,-24.517849,-70.92073,0.70122826,,19.95461,133,38.636417,13300,8080.595436573029,0.6318254,,-17.502056,-15.4918995,4211.138,389.03503,4051733,268.78,100.0,99.0,4.311461e-06,100,-25.276712
-72.73886822695768,16526.934,12.47055,1.7958101,999.66266,[-0.936 -0.905 -0.358 -0.617 -0.718],287.11902,-21.515965,-66.661514,0.69890493,,17.335995,134,41.85788,13400,8144.423269987106,0.5904706,,-18.825945,-17.195278,2821.2253,291.0576,4083640,319.07,100.0,99.0,1.28257925e-05,100,-22.238575
-79.96355404512829,2284.9238,-1.8831716,1.7289866,185.19774,[-0.937 -0.902 -0.352 -0.597 -0.72 ],174.2188,-21.889244,-69.223724,0.7002389,,14.011231,135,27.246653,13500,8215.819015979767,0.78103477,,-20.468952,-19.153131,484.80157,70.68266,4119952,363.12,100.0,99.0,8.0783604e-05,100,-22.683624
-87.74406191917701,25091.043,-3.526351,2.1978295,2762.7007,[-0.933 -0.905 -0.36  -0.585 -0.719],1245.5314,-23.196905,-68.437775,0.6720656,,12.670077,136,55.872925,13600,8293.617237567902,0.70253086,,-17.723328,-15.316127,9184.927,989.0384,4158515,385.63,100.0,99.0,4.1045624e-07,100,-24.068579
-78.52392035668315,1.0986103,7.5322237,0.1974785,0.43367872,[-0.931 -0.92  -0.353 -0.612 -0.747],126.72073,-18.479033,-52.460846,0.6723595,,11.108345,137,2.1655881,13700,8377.007436990738,1.0133654,,-19.223625,-18.441053,1.0582643,0.7937693,4197037,385.22,100.0,99.0,0.49717325,100,-19.259111
-79.24221340885526,151037.64,7.4276533,0.97853935,3373.3364,[-0.93  -0.92  -0.355 -0.612 -0.747],168.29996,-20.16912,-62.08632,0.66285586,,12.074159,138,18.864567,13800,8454.4383893013,0.4867495,,-13.633521,-11.660258,10606.15,771.9766,4233517,364.8,100.0,99.0,2.2392354e-07,100,-20.956335
-71.73770847573452,31119.64,1.8716562,2.592225,2834.5261,[-0.915 -0.924 -0.365 -0.626 -0.756],352.4572,-21.062485,-66.14952,0.66459596,,15.794399,139,66.19873,13900,8528.086208105087,0.8293463,,-19.146395,-17.245577,8751.613,892.33905,4268940,354.23,100.0,99.0,7.245087e-06,100,-21.775146
-72.93046357169514,84939.96,3.2980578,2.1019762,5865.4863,[-0.916 -0.929 -0.362 -0.61  -0.754],388.1933,-22.246658,-66.81337,0.6638252,,13.751718,140,45.664577,14000,8616.624392747879,0.70632565,,-16.430477,-14.2546625,20358.37,1825.4349,4307731,387.91,100.0,99.0,2.053216e-07,100,-22.971169
-62.254265067085434,3463099.0,3.776392,12.858053,228080.98,[-0.91  -0.919 -0.371 -0.62  -0.755],16767.43,-19.148884,-70.13617,0.6747456,,15.706448,141,344.95642,14100,8692.185072422028,1.5962534,,-9.952267,-4.2320023,776221.2,54470.82,4343752,360.21,100.0,99.0,2.175076e-07,100,-19.767336
-75.02472640969785,44.971474,11.838905,1.6073339,6.5301147,[-0.914 -0.931 -0.37  -0.604 -0.744],316.5874,-19.272743,-63.379475,0.6643024,,12.821761,142,26.561512,14200,8784.601577281952,0.8725639,,-17.943447,-17.049686,20.013414,5.465847,4384916,411.64,100.0,99.0,0.0015298189,100,-20.018059
-72.1082634998815,582.63885,5.4804754,0.90452737,83.46594,[-0.902 -0.92  -0.374 -0.602 -0.755],205.78723,-19.883825,-63.693478,0.71431065,,13.827611,143,16.324594,14300,8876.043344020844,0.57070255,,-17.113848,-15.980007,264.43164,44.67978,4424503,395.87,100.0,99.0,0.00069560134,100,-20.600168
-67.72399973296798,3608.6763,6.2869654,1.3755732,335.2297,[-0.888 -0.929 -0.368 -0.619 -0.705],189.61043,-20.003054,-74.53232,0.71294343,,15.512287,144,22.229053,14400,8970.22879576683,0.70070827,,-17.199652,-15.981003,1041.1636,135.70935,4462217,377.14,100.0,99.0,0.00016200701,100,-20.675842
-75.51439540321847,76834.84,6.5874133,2.9429495,2744.8374,[-0.889 -0.936 -0.367 -0.606 -0.706],263.2996,-21.604677,-71.087814,0.7013572,,12.930291,145,63.456818,14500,9069.320307731628,0.8962131,,-18.686583,-16.943207,6074.5127,556.1493,4502675,404.58,100.0,99.0,2.353144e-05,100,-22.35486
-66.28018615404693,69518.57,8.317849,2.2979171,4742.1357,[-0.9   -0.939 -0.39  -0.613 -0.718],306.24997,-17.987299,-66.78088,0.6902524,,14.466144,146,119.27385,14600,9167.547757863998,0.7543188,,-14.7234125,-12.794954,17315.143,1638.8331,4542313,396.38,100.0,99.0,7.0867104e-06,100,-18.645746
-78.07901589852156,61763.85,12.342318,1.9048971,2497.264,[-0.9   -0.931 -0.397 -0.627 -0.729],286.6013,-26.648506,-69.63533,0.69060636,,19.624737,147,66.64989,14700,9240.643213033676,0.66272736,,-18.432043,-16.335688,6259.1694,562.72485,4570911,285.98,100.0,99.0,3.526459e-05,100,-27.424166
-73.5554994932348,561.05273,6.7606955,1.2434176,64.00606,[-0.906 -0.934 -0.385 -0.615 -0.728],215.66782,-21.242958,-69.80488,0.69183743,,17.563318,148,26.502129,14800,9333.997107744217,0.732446,,-20.305183,-19.25169,178.60783,30.847395,4607616,367.05,100.0,99.0,0.00069701346,100,-21.97368
-79.35384975970642,3524.725,2.8614652,2.481537,407.2762,[-0.883 -0.936 -0.384 -0.605 -0.727],209.66406,-21.796064,-68.24602,0.6864679,,13.534956,149,62.515774,14900,9429.654109477997,0.8058353,,-21.141598,-19.694334,1316.5336,171.1782,4646435,388.19,100.0,99.0,5.8276877e-05,100,-22.584389
-78.99131340222223,23138.883,3.3795416,6.2020254,2766.7305,[-0.884 -0.944 -0.387 -0.592 -0.733],221.52129,-20.035765,-55.476,0.6898943,,9.5882015,150,193.78668,15000,9536.999790906906,1.2851781,,-16.310175,-14.358196,11345.731,1174.2336,4692203,457.68,100.0,99.0,1.9711231e-05,100,-20.820488
-71.40325324376445,142159.25,15.552754,1.1893439,4751.8086,[-0.884 -0.934 -0.386 -0.606 -0.729],268.53766,-20.44465,-68.535095,0.67942023,,13.215183,151,19.574,15100,9638.240805387497,0.6529221,,-17.28944,-15.663066,7820.1914,791.68726,4732263,400.6,100.0,99.0,2.3464759e-06,100,-21.153992
-75.95203881087859,43305.953,23.607155,1.4090332,2147.7412,[-0.882 -0.928 -0.366 -0.61  -0.74 ],420.33875,-21.625704,-68.52119,0.67844737,,16.958351,152,25.26756,15200,9732.75737452507,0.7513422,,-20.099665,-18.393032,5077.0464,554.49146,4769709,374.46,100.0,99.0,4.757325e-06,100,-22.38023
-79.88444750235097,22113.666,6.0331025,1.9534279,1114.6969,[-0.877 -0.934 -0.378 -0.6   -0.741],211.60132,-20.364668,-56.471317,0.67187524,,11.274431,153,31.380188,15300,9837.502376556396,0.71279037,,-17.230545,-15.5027,3225.8918,361.23343,4811657,419.48,100.0,99.0,4.1354906e-06,100,-21.158264
-76.36632494087782,3106.8027,6.1201897,1.178453,138.39807,[-0.881 -0.92  -0.395 -0.599 -0.747],338.24356,-20.73357,-66.44997,0.688247,,14.605604,154,20.392822,15400,9941.878950595856,0.66414946,,-18.528679,-17.41452,330.04358,45.511635,4849613,379.56,100.0,99.0,3.0398325e-05,100,-21.492214
-73.84385635292823,40134.164,6.7283926,1.2051191,2516.9768,[-0.891 -0.916 -0.384 -0.6   -0.731],459.13635,-20.325727,-73.35585,0.6867453,,16.652191,155,29.473654,15500,10053.975635528564,0.636462,,-16.453886,-14.555808,7812.642,783.78094,4886552,369.39,100.0,99.0,1.0978771e-05,100,-21.059315
-77.92997222671924,33811.023,0.6599029,8.628264,1019.3164,[-0.889 -0.908 -0.393 -0.611 -0.732],228.9843,-24.285454,-71.697075,0.6855941,,17.01755,156,475.7698,15600,10150.861402988434,1.0254855,,-18.085985,-16.469006,1607.9951,174.08511,4916326,297.74,100.0,99.0,8.277934e-05,100,-25.059633
-74.29623384541118,50224.914,3.3241665,2.1493053,1701.4441,[-0.893 -0.911 -0.378 -0.605 -0.733],236.62357,-19.182396,-68.971794,0.6858156,,16.238243,157,80.2263,15700,10265.745115280151,0.67678845,,-16.339579,-14.600244,4237.689,421.74664,4954001,376.75,100.0,99.0,5.140543e-05,100,-19.920475
-71.6540183633988,387270.44,15.103358,1.2201269,9424.276,[-0.897 -0.922 -0.363 -0.606 -0.733],346.3036,-21.753738,-69.4101,0.6774682,,15.166756,158,20.133684,15800,10383.814382314682,0.5643734,,-17.49565,-15.398695,19825.395,1715.2368,4992011,380.1,100.0,99.0,1.0323465e-06,100,-22.465569
-81.17616266223948,38774.254,13.020224,1.4961023,2954.6948,[-0.906 -0.925 -0.349 -0.6   -0.742],448.62766,-22.014803,-59.206074,0.6736361,,12.299442,159,31.088083,15900,10506.302820920944,0.62926894,,-19.10076,-17.00062,10759.826,1020.5435,5032182,401.71,100.0,99.0,1.4143924e-05,100,-22.82123
-69.52702408643323,121745.4,8.956676,16.242525,2951.1057,[-0.899 -0.922 -0.358 -0.613 -0.745],201.23082,-18.290752,-59.233395,0.6754742,,14.367748,160,1377.0717,16000,10627.681111574173,1.3800125,,-15.704408,-14.202645,5861.2637,507.71423,5070138,379.56,100.0,99.0,2.2010763e-05,100,-18.981455
-66.51042392367604,416346.38,11.588499,1.2977171,9314.668,[-0.892 -0.925 -0.374 -0.617 -0.743],511.25485,-21.241125,-68.95991,0.662538,,17.987442,161,41.79137,16100,10733.739473819733,0.5956126,,-16.68426,-15.005003,11743.847,981.2405,5106470,363.32,100.0,99.0,1.8088544e-05,100,-21.90186
-73.52379422994505,9428.885,5.9423766,1.1742251,386.09717,[-0.888 -0.934 -0.393 -0.624 -0.756],405.73773,-21.818981,-60.57748,0.657657,,15.151383,162,31.0954,16200,10839.252808570862,0.6373772,,-19.304918,-18.056417,696.9096,89.68983,5140453,339.83,100.0,99.0,2.014531e-05,100,-22.549389
