EpRewMean,Iteration,MeanEntropy,ReturnMeanIW,MinD2w0t,MeanIW,MeanD2w0t,InitialReturnMax,InitialBound,InitialReturnMean,TimestepsSoFar,InitialReturnMin,TimeElapsed,MinIW,J_sample_variance,StdIW,Bound,Weights,StdD2w0t,EpThisIter,ReturnStepMaxmin,ReturnStepMax,EpLenMean,InitialReturnStd,EntropyCoefficient,MaxIW,EpisodesSoFar,MaxD2w0t,EmpiricalD2
-107.75427453392666,245,-0.33959362,-39.784657,,0.39803147,3.2305207,-84.89911,-93.793434,-93.06244,404485,-97.51839,3241.3116426467896,8.545902e-05,7278.164,0.9728298,-48.83436,[-0.154  1.19  -0.909  0.441 -1.757],67.93689,100,99.37701,100.0,16.44,2.9193785,,12.268281,24500,4742.109,784.8465
-108.16091252625391,246,-0.3409376,-35.050022,,0.35228148,2.1312845,-86.049484,-93.93412,-93.21796,406151,-97.2681,3251.802048444748,5.6012694e-05,4739.218,0.8095791,-46.7145,[-0.139  1.21  -0.908  0.433 -1.759],33.996887,100,99.364876,100.0,16.66,3.0666716,,16.655947,24600,2895.0386,554.6761
-108.5700681885229,247,-0.34518632,-34.427128,,0.3339826,1.8603506,-86.333275,-94.29507,-93.6259,407813,-97.68685,3262.235699415207,0.00035628647,4644.6255,0.81939965,-43.508343,[-0.126  1.22  -0.925  0.436 -1.76 ],33.21771,100,99.40639,100.0,16.62,2.577254,,20.687084,24700,2559.33,581.93494
-108.16078001904226,248,-0.3457036,-65.57026,,0.70133406,0.91938263,-85.48055,-94.009445,-93.365204,409463,-97.58796,3275.2974393367767,0.00071964535,5941.438,0.84192836,-69.098816,[-0.108  1.244 -0.925  0.442 -1.764],21.262466,100,99.35303,100.0,16.5,2.7251563,,8.6773615,24800,1043.3197,52.4467
-107.9118029275244,249,-0.3420414,-43.00123,,0.4252637,6.1501527,-84.82583,-94.29246,-93.63831,411055,-97.591,3288.2822349071503,2.8194565e-05,7266.0566,1.0526173,-56.295795,[-0.11   1.227 -0.956  0.453 -1.765],136.8101,100,99.35067,100.0,15.92,2.444952,,89.56329,24900,9528.346,1483.8324
-108.09930499101543,250,-0.3417691,-47.9123,,0.4877065,1.9755417,-86.80799,-94.14939,-93.505516,412683,-97.36584,3304.658194541931,3.9440794e-05,8144.4526,1.0114229,-55.577274,[-0.118  1.209 -0.952  0.462 -1.761],29.569809,100,99.37776,100.0,16.28,2.3942127,,13.959694,25000,1399.1143,279.3695
-108.27602527086579,251,-0.3387547,-49.39828,,0.5038253,4.466156,-84.0941,-94.180504,-93.52415,414328,-97.209435,3320.4135282039642,0.00011228835,25636.82,1.8457028,-61.592766,[-0.12   1.211 -0.969  0.452 -1.761],141.33908,100,99.371925,100.0,16.45,2.5676491,,22.423393,25100,25998.902,1349.0464
-108.30613524759683,252,-0.33923802,-35.928875,,0.34702915,3.2814183,-86.4633,-94.20346,-93.55836,415970,-97.59685,3336.788199186325,0.0001258142,7145.844,0.96301407,-45.24157,[-0.103  1.242 -0.961  0.448 -1.758],73.05749,100,99.36145,100.0,16.42,2.7970939,,14.239349,25200,6625.2925,991.09906
-107.89615888589762,253,-0.34872568,-38.55938,,0.3908157,3.72986,-83.20975,-93.45627,-92.79125,417660,-97.56917,3349.696658849716,1.0069413e-05,9469.544,1.181466,-48.86236,[-0.112  1.222 -0.952  0.44  -1.758],68.98586,100,99.36929,100.0,16.9,2.9688377,,56.580727,25300,3660.1426,1244.5392
-107.88263629208392,254,-0.35104707,-64.246994,,0.67781013,1.3838831,-85.840225,-94.40466,-93.73974,419236,-97.413994,3360.3434507846832,0.00040561435,34449.56,2.1395304,-74.90349,[-0.075  1.236 -0.955  0.437 -1.768],22.867811,100,99.3826,100.0,15.76,2.5560186,,70.394264,25400,2176.965,233.48576
-107.64779914136354,255,-0.35373855,-46.555847,,0.47950703,1.888881,-86.1403,-94.156555,-93.52717,420812,-97.7039,3374.727942943573,0.00023766592,6102.587,0.8825479,-54.001476,[-0.072  1.234 -0.98   0.435 -1.77 ],64.89906,100,99.38239,100.0,15.76,2.3850567,,10.531393,25500,9101.919,363.69702
-108.1400890567654,256,-0.35214266,-81.08095,,0.85473186,0.1216144,-86.80266,-94.47895,-93.84669,422402,-97.57431,3386.9196944236755,0.0060912287,10704.422,1.1489934,-82.44374,[-0.083  1.223 -0.976  0.398 -1.773],1.2670451,100,99.363815,100.0,15.9,2.3197715,,12.247044,25600,39.540604,7.6285386
-107.66043787632277,257,-0.35289115,-37.82822,,0.3753618,2.6486604,-85.92011,-94.13556,-93.49429,423985,-97.39083,3400.7353093624115,0.00010604625,7594.9307,1.0184115,-48.46316,[-0.072  1.218 -0.978  0.416 -1.771],42.12594,100,99.37688,100.0,15.83,2.1958463,,28.93274,25700,3415.6553,655.926
-107.75082534671397,258,-0.3510475,-41.154648,,0.4203038,2.757309,-87.43443,-94.13112,-93.47795,425579,-97.63876,3413.910095691681,3.109944e-05,6648.7935,1.0023214,-52.95406,[-0.08   1.211 -0.96   0.416 -1.772],47.44017,100,99.39496,100.0,15.94,2.381437,,43.373714,25800,3913.4658,774.9519
-107.81511528739794,259,-0.353379,-38.75512,,0.37854522,3.0192606,-86.52179,-93.87866,-93.23648,427208,-97.469284,3425.8539023399353,8.88762e-05,8852.036,1.1006289,-49.89404,[-0.092  1.198 -0.946  0.413 -1.77 ],49.438347,100,99.38505,100.0,16.29,2.6699739,,38.39222,25900,3372.8398,789.11865
-107.47386511793994,260,-0.3722288,-62.802475,,0.6605065,1.8807305,-84.18233,-93.76817,-93.09522,428816,-97.60043,3440.259559392929,1.7670583e-05,7436.656,0.9800913,-70.87521,[-0.096  1.186 -0.929  0.409 -1.772],32.36098,100,99.36894,100.0,16.08,2.9111645,,9.139067,26000,1487.1233,157.1851
-108.37645132682275,261,-0.3760016,-58.151535,,0.5916036,1.1462636,-86.66075,-94.14666,-93.4897,430473,-97.34578,3453.5033192634583,0.00016617822,22626.205,1.6842204,-63.99874,[-0.13   1.202 -0.922  0.388 -1.791],17.732244,100,99.35348,100.0,16.57,2.7677004,,33.116463,26100,774.2284,208.06108
-108.06538910972304,262,-0.3758718,-42.37037,,0.42081434,3.2081938,-86.44803,-93.82317,-93.15711,432137,-97.56071,3467.4381337165833,0.00014101694,6356.188,0.94068116,-53.08879,[-0.124  1.21  -0.933  0.38  -1.795],50.92357,100,99.374466,100.0,16.64,2.8280573,,29.66101,26200,2247.1826,587.7427
-108.43505796871683,263,-0.3767094,-35.942234,,0.34749398,3.4990096,-82.520935,-94.1567,-93.46747,433805,-97.16326,3481.586829662323,6.2391046e-05,4767.54,0.79746485,-47.154865,[-0.123  1.219 -0.944  0.372 -1.795],67.12387,100,99.35793,100.0,16.68,2.8288803,,26.611195,26300,4572.422,884.9217
-108.415413219976,264,-0.37806937,-30.98218,,0.28893661,2.572658,-86.10682,-94.54362,-93.89786,435420,-97.89025,3495.447897672653,9.933464e-05,4328.493,0.7915727,-40.74616,[-0.116  1.244 -0.943  0.369 -1.796],42.596504,100,99.365425,100.0,16.15,2.4258468,,32.70937,26400,3009.184,677.1707
-107.83559887861253,265,-0.37833372,-26.233337,,0.2364267,3.0045557,-85.600006,-93.85631,-93.214005,437053,-97.60173,3508.6820545196533,0.00010839141,2920.9587,0.6396033,-36.33406,[-0.108  1.257 -0.956  0.37  -1.797],48.85706,100,99.34872,100.0,16.33,2.758398,,15.025701,26500,2253.7961,812.3069
-108.49830106412442,266,-0.38175696,-56.690907,,0.57586956,2.5431826,-84.82492,-94.47306,-93.628265,438707,-97.937996,3524.0392985343933,0.000102338425,8419.647,1.4199505,-64.845184,[-0.118  1.243 -0.946  0.37  -1.797],56.944122,100,99.371735,100.0,16.54,2.9268918,,145.01852,26600,4518.1475,415.0491
-108.34729349851375,267,-0.38419408,-37.517853,,0.36574212,3.0855474,-84.13307,-94.61255,-93.96719,440306,-97.23685,3540.6346848011017,2.3775354e-05,6167.243,0.93170774,-48.58069,[-0.111  1.26  -0.939  0.354 -1.801],48.8339,100,99.358475,100.0,15.99,2.3377042,,48.82082,26700,3258.091,812.1768
-108.81495044947573,268,-0.37988785,-65.30479,,0.68182987,2.1908288,-84.167305,-94.60731,-93.80169,441974,-97.541725,3554.7906217575073,7.879276e-05,60627.91,2.8073907,-76.40022,[-0.101  1.268 -0.958  0.358 -1.803],34.738087,100,99.3707,100.0,16.68,2.5977535,,27.187706,26800,2855.18,543.0446
-107.85947995834157,269,-0.37727845,-45.797756,,0.4640022,4.315772,-86.871704,-93.96004,-93.3176,443598,-97.304596,3565.8846428394318,0.00023038645,8847.697,1.0548826,-54.955147,[-0.109  1.256 -0.946  0.357 -1.799],281.7132,100,99.34399,100.0,16.24,2.5484529,,37.967236,26900,52324.203,1624.9906
-108.06975541704423,270,-0.37947485,-45.777805,,0.47118086,4.967652,-86.69791,-94.2367,-93.581604,445213,-97.2785,3578.311903476715,6.9949725e-05,9406.721,1.1349092,-57.651596,[-0.082  1.275 -0.948  0.37  -1.796],126.8769,100,99.3883,100.0,16.15,2.6676576,,26.220348,27000,13500.317,1155.5562
-107.63925393601518,271,-0.38112843,-37.467648,,0.3641536,3.5280235,-85.42862,-93.784584,-93.121155,446838,-97.65956,3596.2751977443695,6.222288e-05,5891.067,0.9177898,-49.056046,[-0.072  1.277 -0.971  0.381 -1.798],59.683628,100,99.37178,100.0,16.25,2.6593666,,27.971544,27100,2944.0884,895.3908
-107.80062635539902,272,-0.3819766,-39.354485,,0.387603,2.158975,-85.31556,-94.14042,-93.49832,448434,-97.12548,3610.2574923038483,0.00012289445,7155.3076,0.9451036,-48.367752,[-0.064  1.29  -0.983  0.379 -1.8  ],35.858135,100,99.384384,100.0,15.96,2.380018,,17.209522,27200,3252.8567,352.3777
-107.99380712916329,273,-0.38242236,-52.632866,,0.5311109,2.2642019,-81.88224,-94.01459,-93.30876,450073,-97.35367,3624.8942329883575,0.000112002046,22341.227,1.6805176,-61.196495,[-0.077  1.301 -0.956  0.385 -1.801],38.782158,100,99.384094,100.0,16.39,2.6326795,,21.950155,27300,2147.5684,483.10367
-107.98318309075927,274,-0.38175583,-54.88355,,0.5613706,1.7743738,-85.854195,-94.18002,-93.536835,451684,-97.61316,3639.905544281006,2.3811851e-06,4589.9326,0.7622382,-61.101433,[-0.067  1.312 -0.964  0.377 -1.801],27.468384,100,99.372475,100.0,16.11,2.617458,,7.254232,27400,1110.9618,153.02782
-108.3877078495038,275,-0.38308266,-47.912144,,0.48564586,3.721101,-88.17538,-94.131714,-93.474686,453346,-97.584625,3653.585615873337,5.5743632e-05,16411.111,1.4592768,-58.617176,[-0.062  1.317 -0.957  0.402 -1.801],64.13739,100,99.392395,100.0,16.62,2.5193384,,16.163616,27500,3010.019,771.791
-108.03042984049367,276,-0.3828373,-42.134514,,0.4416055,4.605825,-84.52444,-94.063644,-93.40878,454976,-97.97904,3664.283382177353,1.2757088e-05,8342.133,1.114048,-52.872314,[-0.065  1.306 -0.946  0.409 -1.802],117.21252,100,99.38098,100.0,16.3,2.8451812,,24.130184,27600,12186.707,1433.3772
-108.5543782787126,277,-0.3881582,-58.480297,,0.61776966,1.2007464,-87.53957,-94.35821,-93.700165,456627,-97.270935,3676.4808456897736,0.0005505783,19932.852,1.660723,-64.00747,[-0.052  1.319 -0.959  0.418 -1.802],36.112984,100,99.364265,100.0,16.51,2.3920422,,15.344802,27700,4683.3896,253.28578
-107.9051410724476,278,-0.38771507,-52.529613,,0.5394513,1.5120857,-84.26005,-93.97793,-93.31285,458257,-97.74519,3692.6454327106476,7.0431515e-06,15159.87,1.3901013,-61.032196,[-0.068  1.34  -0.971  0.438 -1.807],22.565447,100,99.34543,100.0,16.3,2.7776577,,15.33926,27800,1237.8336,263.8116
-108.72703162320059,279,-0.3838724,-39.75675,,0.39679813,2.1190073,-85.32036,-94.5123,-93.85321,459909,-98.44487,3707.170888185501,0.000110746594,1709.2609,0.46607977,-46.784157,[-0.065  1.344 -0.989  0.433 -1.807],40.951397,100,99.39176,100.0,16.52,2.611891,,11.444874,27900,2549.6682,204.9513
-107.87725857694198,280,-0.38468274,-54.46153,,0.556316,0.6507804,-82.94761,-93.94943,-93.28453,461539,-97.66798,3721.9505829811096,0.0012266636,4073.3506,0.7150803,-61.050644,[-0.066  1.354 -0.974  0.403 -1.803],11.251783,100,99.38248,100.0,16.3,2.5439281,,25.905952,28000,938.90936,51.67315
-108.24575421948678,281,-0.37939954,-69.181305,,0.72029984,0.599757,-84.71769,-94.184105,-93.4414,463191,-97.35534,3734.763218164444,0.00032497506,7719.474,0.97784615,-75.066086,[-0.055  1.358 -0.971  0.428 -1.804],8.358968,100,99.424484,100.0,16.52,2.7382746,,6.959295,28100,319.62045,44.27386
-108.21865824218622,282,-0.39558956,-69.577614,,0.7407563,0.28685954,-83.44206,-94.23415,-93.56715,464824,-97.6998,3746.3463292121887,0.0009736745,13436.692,1.370539,-73.10336,[-0.056  1.356 -0.973  0.405 -1.798],3.9721453,100,99.377144,100.0,16.33,2.6755311,,14.575378,28200,280.92194,23.391315
-108.38508059715315,283,-0.39769918,-62.575825,,0.6387297,2.1066136,-85.48586,-94.45552,-93.776855,466449,-97.28651,3759.015121936798,0.00027328584,13367.836,1.3045388,-68.937675,[-0.043  1.34  -0.979  0.377 -1.815],53.56617,100,99.37211,100.0,16.25,2.7332933,,37.312737,28300,4079.1287,352.6602
-107.93584196926773,284,-0.397849,-46.032276,,0.46183473,2.847865,-87.555214,-94.851875,-94.2208,467976,-97.59361,3774.1849863529205,8.0102895e-05,15782.948,1.4127122,-53.324287,[-0.048  1.325 -0.982  0.393 -1.817],121.54055,100,99.40503,100.0,15.27,2.1373117,,32.105995,28400,19248.908,1022.7697
-108.50525885790829,285,-0.39714086,-52.41321,,0.53931093,0.81821656,-84.193695,-94.29495,-93.59536,469634,-97.428215,3789.430159330368,0.00023749418,23258.885,1.7280972,-58.946983,[-0.07   1.299 -0.985  0.381 -1.817],11.606072,100,99.37257,100.0,16.58,2.922274,,17.003258,28500,440.08963,101.97584
-107.80938637483234,286,-0.41234866,-38.862347,,0.3881592,8.727992,-86.89891,-93.794106,-93.151955,471273,-97.22156,3802.9913053512573,5.828126e-07,12822.927,1.3092846,-55.001106,[-0.069  1.297 -0.972  0.391 -1.816],155.93861,100,99.36521,100.0,16.39,2.5658891,,43.328434,28600,8693.556,2951.0354
-107.65437985954036,287,-0.41405758,-88.97145,,0.9490718,0.033896245,-84.72192,-94.29569,-93.643105,472836,-97.60235,3816.894254207611,0.105724216,1029.4188,0.35605785,-89.66315,[-0.095  1.286 -0.961  0.391 -1.831],0.19042806,100,99.35634,100.0,15.63,2.4281564,,2.303474,28700,3.8322806,1.2082573
-108.1515716442202,288,-0.41284028,-51.117016,,0.50445384,1.9094844,-86.44925,-94.235085,-93.57949,474460,-97.29571,3829.3742060661316,2.1437147e-05,17523.33,1.4738606,-60.78354,[-0.096  1.277 -0.966  0.387 -1.833],37.497086,100,99.36318,100.0,16.24,2.5111074,,53.03108,28800,2715.5823,594.51776
-108.19581419394905,289,-0.41237655,-28.985697,,0.27968666,4.08976,-87.045,-94.17269,-93.528244,476095,-97.65803,3843.0341923236847,8.715618e-05,1805.5055,0.5187893,-41.40544,[-0.079  1.295 -0.97   0.392 -1.832],79.42575,100,99.39868,100.0,16.35,2.355841,,16.859274,28900,5098.5996,1197.2546
-108.03072815315298,290,-0.41137087,-90.03905,,0.9585818,0.03653697,-84.62938,-94.288376,-93.63351,477700,-97.35858,3855.541673898697,0.3003765,954.98737,0.34201702,-90.75932,[-0.071  1.307 -0.985  0.398 -1.831],0.20204958,100,99.375145,100.0,16.05,2.6599712,,2.5775833,29000,1.7252471,1.1778568
-108.11009458780433,291,-0.41039437,-36.1934,,0.34308696,4.0217633,-86.25083,-94.23826,-93.594315,479317,-97.415764,3865.6618213653564,6.393996e-05,4806.3154,0.8021017,-49.30442,[-0.055  1.308 -0.978  0.397 -1.83 ],77.78047,100,99.3557,100.0,16.17,2.5790575,,12.070234,29100,4831.6743,1337.2924
-107.38393471592632,292,-0.41335285,-50.413723,,0.51965564,2.1132088,-84.60822,-93.58827,-92.92641,480938,-97.37844,3878.746191263199,0.0005917908,6995.6426,0.9381564,-57.186165,[-0.071  1.282 -0.979  0.393 -1.829],99.85144,100,99.37065,100.0,16.21,2.7005706,,16.79102,29200,9291.375,178.95961
-108.25998089977143,293,-0.4147768,-40.246452,,0.39662805,5.214753,-86.651695,-94.55604,-93.9112,482534,-97.52259,3892.00372338295,0.00017434903,17841.723,1.4830058,-50.688313,[-0.077  1.287 -0.962  0.365 -1.832],125.45163,100,99.41065,100.0,15.96,2.474301,,24.490566,29300,11491.582,1431.4332
-108.10989644498319,294,-0.41470337,-39.20456,,0.37703186,2.405947,-86.2797,-93.9843,-93.287254,484189,-97.60203,3909.042027950287,6.2834464e-05,9772.978,1.0986018,-50.484802,[-0.068  1.298 -0.979  0.373 -1.834],37.517014,100,99.39337,100.0,16.55,2.6573272,,29.54822,29400,2260.4734,586.48663
-108.10003209372752,295,-0.41439864,-38.816433,,0.3887535,1.2758204,-80.45798,-94.29262,-93.58609,485807,-97.56698,3921.9378321170807,0.00023195414,5440.8926,0.88606983,-48.117397,[-0.061  1.31  -0.991  0.372 -1.834],20.431726,100,99.36773,100.0,16.18,2.836128,,16.94706,29500,1827.1268,306.24564
-107.7954000943659,296,-0.41408664,-40.78185,,0.41475406,2.7810638,-81.94298,-93.8077,-93.05998,487456,-97.50475,3934.198898077011,2.4544877e-05,12682.437,1.3005356,-52.2217,[-0.069  1.298 -0.979  0.371 -1.833],45.53668,100,99.37361,100.0,16.49,3.083002,,26.385698,29600,2782.642,830.5582
-107.74358091054032,297,-0.41494867,-67.86741,,0.71283084,1.1671727,-84.79235,-93.9994,-93.357635,489064,-97.27801,3949.0722110271454,0.00013222349,7895.9497,0.9864121,-73.644104,[-0.045  1.302 -0.995  0.373 -1.833],41.330563,100,99.3805,100.0,16.08,2.732513,,5.949978,29700,7615.0107,137.19815
-108.26242869875064,298,-0.418366,-34.86291,,0.3334442,3.239663,-85.24311,-94.13152,-93.47525,490711,-97.33235,3962.3439292907715,3.9484905e-05,8181.466,0.9886071,-45.968197,[-0.039  1.319 -0.976  0.393 -1.834],58.538616,100,99.36412,100.0,16.47,2.7168264,,35.674084,29800,3197.473,937.8903
-108.05459041626398,299,-0.42294472,-67.43628,,0.71822125,1.3830675,-84.73778,-93.9362,-93.2702,492361,-97.60924,3977.9325275421143,0.00034088857,13553.277,1.3524044,-73.18063,[-0.053  1.295 -0.978  0.394 -1.837],88.923195,100,99.353,100.0,16.5,2.9494562,,26.071974,29900,13863.371,271.48633
-107.81200281914872,300,-0.43091395,-66.40816,,0.7043379,0.8776591,-86.06224,-94.49328,-93.86293,493914,-97.85759,3990.2476193904877,0.00046775793,11424.508,1.1943674,-70.36328,[-0.053  1.285 -0.966  0.371 -1.842],23.441725,100,99.372856,100.0,15.53,2.2664862,,16.959064,30000,2783.1094,87.46238
-107.82965789181655,301,-0.43277434,-47.963993,,0.5050698,3.7900162,-84.830696,-94.05222,-93.39858,495524,-97.76506,4003.3183574676514,2.3961209e-05,8899.088,1.159312,-60.741062,[-0.078  1.264 -0.995  0.387 -1.85 ],159.33974,100,99.37302,100.0,16.1,3.0385423,,66.86594,30100,31041.447,1225.6981
-108.51957123463781,302,-0.43798372,-52.41449,,0.5395389,1.9972341,-83.82519,-94.54303,-93.853264,497153,-97.75484,4017.3942110538483,2.132254e-05,14843.445,1.4428047,-64.10629,[-0.081  1.232 -0.999  0.381 -1.852],39.251667,100,99.38537,100.0,16.29,2.965719,,67.80796,30200,4369.081,493.52844
-107.88791589556624,303,-0.43854532,-53.97207,,0.5698651,3.6085682,-83.98578,-94.04741,-93.361664,498774,-97.233376,4032.5470480918884,0.00022895575,10247.544,1.2602569,-64.42132,[-0.093  1.225 -0.983  0.374 -1.857],68.8639,100,99.38022,100.0,16.21,2.819,,26.721292,30300,4365.262,411.64133
-108.38763232000684,304,-0.4399418,-40.145237,,0.3895929,1.3291746,-85.87316,-94.3442,-93.687164,500410,-97.69264,4048.144011259079,0.0004191374,11311.564,1.200099,-47.662422,[-0.089  1.232 -0.968  0.344 -1.857],18.713354,100,99.36909,100.0,16.36,2.3792357,,13.100363,30400,1157.7784,306.67606
-108.29585965085134,305,-0.4393674,-52.713905,,0.5286896,1.8592187,-84.665726,-94.42433,-93.76787,502026,-97.74438,4061.9380736351013,0.00019867846,6193.547,0.8589744,-59.81091,[-0.096  1.223 -0.955  0.343 -1.859],36.05987,100,99.36308,100.0,16.16,2.5898628,,8.23483,30500,2944.9563,290.60065
-108.03194203226823,306,-0.44027522,-37.83747,,0.36558437,2.56755,-85.873184,-94.28466,-93.56936,503638,-97.645706,4074.63024020195,6.69985e-06,7793.5684,1.0286376,-49.631187,[-0.106  1.218 -0.95   0.359 -1.858],43.768944,100,99.40172,100.0,16.12,2.6031992,,30.449709,30600,2471.268,685.4204
-107.77989565601005,307,-0.44140735,-52.88337,,0.5416735,1.6366699,-84.94876,-93.733345,-93.08,505282,-97.65373,4088.1302301883698,8.140718e-05,8523.926,1.0465062,-60.748524,[-0.115  1.203 -0.942  0.359 -1.859],25.166208,100,99.375046,100.0,16.44,2.8730807,,11.250494,30700,1182.4047,266.35068
-108.40858660417238,308,-0.44167277,-41.369312,,0.4079125,2.9403212,-83.573616,-94.28818,-93.466805,506947,-97.94403,4103.387094974518,3.991637e-05,10992.983,1.2474384,-53.50864,[-0.116  1.212 -0.953  0.352 -1.86 ],50.73744,100,99.39258,100.0,16.65,2.9510667,,58.19863,30800,3268.71,915.90466
-107.72167148042143,309,-0.44449434,-42.760677,,0.43694067,2.950025,-86.21176,-93.78395,-93.14233,508576,-97.670006,4120.9063222408295,4.001161e-05,8588.935,1.0733296,-53.79032,[-0.135  1.199 -0.943  0.349 -1.861],48.069107,100,99.37218,100.0,16.29,2.5963626,,14.125223,30900,3458.3015,622.33167
-108.268056172327,310,-0.4460492,-64.65692,,0.6689025,0.8632703,-85.40124,-94.07393,-93.285774,510247,-97.78634,4134.686541795731,0.0004319771,8642.94,1.0193946,-69.70919,[-0.141  1.199 -0.922  0.351 -1.863],12.047824,100,99.364426,100.0,16.71,2.7299395,,10.98777,31000,504.11963,72.917404
-107.89824160920422,311,-0.44971257,-30.177694,,0.2978191,6.0828757,-82.14189,-93.86883,-93.20379,511888,-97.38389,4151.1533443927765,5.4023534e-05,6625.3945,1.0184352,-42.64237,[-0.145  1.203 -0.913  0.325 -1.865],152.13022,100,99.3566,100.0,16.41,2.8996387,,21.00787,31100,11655.962,2029.8975
-108.23534025871633,312,-0.453874,-57.60263,,0.5938474,3.569696,-86.975136,-94.64859,-93.99248,513470,-97.48979,4167.578148365021,3.830981e-05,13652.003,1.2986373,-64.303505,[-0.133  1.221 -0.922  0.332 -1.869],180.90971,100,99.42965,100.0,15.82,2.336222,,12.034319,31200,22759.258,521.27423
-107.63934965216289,313,-0.45564872,-53.63048,,0.54932064,0.30372298,-84.4312,-93.81202,-93.15952,515090,-97.54476,4183.283442735672,0.0010148941,5095.99,0.7956331,-56.251205,[-0.119  1.212 -0.943  0.354 -1.873],3.7002733,100,99.36572,100.0,16.2,2.714995,,7.035139,31300,134.39037,23.277195
-107.74731025912165,314,-0.45851687,-43.14171,,0.43029624,2.4196715,-83.037796,-93.966324,-93.29166,516706,-97.551,4197.348318099976,7.654677e-05,17751.8,1.4858205,-54.025066,[-0.124  1.218 -0.94   0.336 -1.875],40.287315,100,99.368675,100.0,16.16,2.8671489,,27.655548,31400,2277.7073,724.85333
-107.88408839149314,315,-0.457525,-53.303352,,0.53989214,2.5879228,-88.009575,-94.3256,-93.69483,518288,-97.51137,4216.148977518082,0.00039126235,21525.42,1.6489391,-60.952415,[-0.138  1.202 -0.933  0.334 -1.877],49.67508,100,99.41861,100.0,15.82,2.2478473,,25.926132,31500,3026.8503,518.39685
-107.93989362591041,316,-0.45914575,-58.113594,,0.6016454,0.61224365,-83.13833,-93.89694,-93.22108,519932,-97.40397,4230.532993078232,0.0005618989,4733.429,0.7765061,-66.25478,[-0.14   1.188 -0.928  0.341 -1.876],14.5187025,100,99.35845,100.0,16.44,2.837938,,5.5911145,31600,1425.0754,44.68736
-108.45470733457834,317,-0.46069208,-59.429695,,0.61050326,3.7238855,-86.2076,-94.38639,-93.72896,521570,-97.3155,4242.294676065445,3.1220848e-06,7805.379,1.0037056,-67.399666,[-0.13   1.197 -0.917  0.359 -1.878],106.00689,100,99.361206,100.0,16.38,2.3625526,,16.9695,31700,9045.68,649.9317
-108.12483669339787,318,-0.45847845,-38.390858,,0.37699726,4.658775,-86.46528,-94.189445,-93.54542,523194,-97.447266,4254.257558345795,1.7470462e-05,4259.273,0.7810129,-49.708347,[-0.135  1.185 -0.919  0.376 -1.88 ],104.93152,100,99.40221,100.0,16.24,2.5764754,,26.497932,31800,8455.174,1393.8671
-108.22423976305129,319,-0.4602225,-26.025963,,0.2383524,4.2965384,-85.08307,-93.97052,-93.3259,524857,-97.7208,4268.169925928116,1.7268161e-05,2072.447,0.5412668,-37.655396,[-0.119  1.192 -0.935  0.382 -1.877],75.64917,100,99.35449,100.0,16.63,2.68965,,12.424075,31900,4372.4243,1047.0962
-108.15588540858111,320,-0.46336246,-67.544,,0.7114182,0.4217024,-84.64707,-94.17304,-93.485596,526493,-97.49643,4282.38423871994,0.0003670851,6097.0977,0.86974335,-71.54594,[-0.125  1.18  -0.925  0.386 -1.879],19.816317,100,99.37588,100.0,16.36,2.606155,,6.683975,32000,3063.4473,63.567154
-108.59552671270889,321,-0.46510813,-31.457277,,0.29032484,1.9391866,-86.078094,-94.413376,-93.62986,528157,-97.736824,4299.77722120285,0.00012817484,2794.5312,0.614053,-40.014282,[-0.112  1.161 -0.941  0.37  -1.882],30.407665,100,99.381966,100.0,16.64,2.6662354,,10.391783,32100,1514.1772,506.589
-108.3454194679037,322,-0.46655408,-35.57494,,0.35377085,1.3512609,-83.288994,-94.48961,-93.81121,529774,-97.579994,4315.742048025131,0.0002272843,5683.774,0.9727464,-44.934982,[-0.102  1.172 -0.951  0.37  -1.884],21.208,100,99.37437,100.0,16.17,2.6352394,,55.74,32200,2013.1025,319.27185
-108.24337860350954,323,-0.46899524,-37.42942,,0.37648913,2.46237,-84.951706,-94.147964,-93.34659,531435,-97.45655,4325.598186969757,1.684951e-05,7023.1006,1.0084208,-46.32592,[-0.108  1.163 -0.938  0.368 -1.886],41.04226,100,99.35739,100.0,16.61,3.0571535,,28.206177,32300,2207.5168,647.3613
-108.52161707740702,324,-0.46735367,-66.54256,,0.6984289,1.0466651,-84.28519,-94.23914,-93.5813,533097,-97.5934,4342.386207818985,0.00012824428,9897.565,1.1395711,-71.47342,[-0.125  1.16  -0.92   0.363 -1.888],101.59955,100,99.345314,100.0,16.62,2.7485418,,8.258054,32400,21429.64,244.09691
-107.7088140897915,325,-0.4661341,-48.08033,,0.4880607,6.3817363,-84.497894,-93.68834,-93.02448,534740,-97.57985,4357.002652645111,1.0284577e-05,12437.41,1.2670064,-61.490623,[-0.135  1.147 -0.933  0.345 -1.886],137.21535,100,99.412254,100.0,16.43,2.635603,,15.223671,32500,9885.873,1631.9554
-108.07070020069321,326,-0.47869214,-78.634224,,0.8342425,1.3444333,-85.56237,-93.8394,-93.17331,536403,-97.35224,4371.362845897675,8.020319e-05,33678.074,2.0820432,-85.0148,[-0.127  1.172 -0.928  0.34  -1.885],37.73634,100,99.37301,100.0,16.63,2.6517708,,15.282719,32600,4649.705,279.05994
