EpRewMean,Iteration,MeanEntropy,ReturnMeanIW,MinD2w0t,MeanIW,MeanD2w0t,InitialReturnMax,InitialBound,InitialReturnMean,TimestepsSoFar,InitialReturnMin,TimeElapsed,MinIW,J_sample_variance,StdIW,Bound,Weights,StdD2w0t,EpThisIter,ReturnStepMaxmin,ReturnStepMax,EpLenMean,InitialReturnStd,EntropyCoefficient,MaxIW,EpisodesSoFar,MaxD2w0t,EmpiricalD2
-108.04596761661091,81,0.8316878,-68.67656,,0.7290818,0.5068681,-86.57073,-86.068794,-93.281456,136047,-97.368805,1055.365160703659,0.0061752414,9811.517,1.1310183,-65.60872,[-0.372  1.077 -0.756  0.478 -0.624],21.762527,100,99.381134,100.0,16.48,2.5578878,10.0,8.865599,8100,2614.9392,67.13864
-108.14740102563306,82,0.81880796,-46.137173,,0.46024343,1.9025644,-84.05651,-85.88901,-93.52871,137676,-97.787796,1070.9222345352173,0.00026622906,12338.302,1.2456114,-46.622746,[-0.403  1.079 -0.715  0.403 -0.587],32.814682,100,99.36036,100.0,16.29,3.0540164,10.0,16.965199,8200,1648.9062,393.65527
-107.77380049713334,83,0.8575996,-63.601425,,0.6701286,1.4478279,-86.1986,-85.70359,-93.23835,139300,-97.393555,1082.9901914596558,0.0002775455,10484.781,1.1955559,-62.14234,[-0.382  1.109 -0.758  0.385 -0.6  ],64.29794,100,99.363556,100.0,16.24,2.4940343,10.0,14.317463,8300,12213.165,216.82407
-107.95887673602329,84,0.8260175,-30.923384,,0.30521062,2.908172,-83.12372,-85.41382,-93.3244,140933,-97.77574,1096.430960893631,3.729766e-05,4164.228,0.74521667,-33.46762,[-0.426  1.077 -0.821  0.342 -0.561],43.607857,100,99.359886,100.0,16.33,2.6508794,10.0,15.452393,8400,2929.325,585.4556
-108.21516789644718,85,0.6755263,-16.976624,,0.14132184,1.894225,-84.48404,-85.62938,-93.222565,142606,-97.944824,1110.7540168762207,1.3449264e-07,1015.23517,0.40641338,-18.546345,[-0.446  1.083 -0.727  0.327 -0.593],41.822086,100,99.36639,100.0,16.73,2.8394203,10.0,11.906553,8500,3691.6333,609.87213
-107.82703577784496,86,0.66962475,-36.755802,,0.36408156,2.2794442,-83.92134,-87.15466,-93.22456,144239,-97.11334,1124.7401731014252,1.575786e-05,12887.561,1.3010995,-40.080364,[-0.524  0.998 -0.732  0.3   -0.743],41.7659,100,99.369774,100.0,16.33,2.9201913,10.0,37.492226,8600,2811.6382,690.84766
-107.89085688047771,87,0.61352134,-29.628113,,0.28060344,2.0073493,-83.80256,-87.48986,-93.53209,145842,-97.639915,1136.9922683238983,3.995192e-06,8825.143,1.084261,-32.137077,[-0.489  1.05  -0.756  0.317 -0.749],33.882572,100,99.38404,100.0,16.03,2.5700402,10.0,37.38582,8700,1962.0444,586.1858
-107.86760229444252,88,0.61546326,-41.28859,,0.4112361,2.3517766,-83.982445,-87.809364,-93.23036,147478,-97.31004,1152.1326467990875,0.00010329975,6758.798,0.9319823,-44.98645,[-0.45   1.106 -0.774  0.328 -0.805],39.523903,100,99.374985,100.0,16.36,2.7007637,10.0,15.979307,8800,2302.1035,483.80093
-108.24029999030198,89,0.59642214,-45.009808,,0.44204107,2.685315,-82.79632,-87.74434,-93.191536,149158,-97.49676,1166.4140226840973,4.5303004e-05,11224.247,1.1573412,-51.10519,[-0.438  1.14  -0.798  0.312 -0.804],42.998833,100,99.420425,100.0,16.8,3.3635945,10.0,49.783276,8900,1919.3456,523.5067
-107.96799006826387,90,0.59448326,-24.50989,,0.22445542,3.2031589,-83.34915,-88.08786,-93.303154,150796,-97.68413,1177.231363773346,0.0002795346,1743.5518,0.4833088,-28.754684,[-0.42   1.157 -0.839  0.295 -0.823],53.824432,100,99.352005,100.0,16.38,2.8724546,10.0,8.12038,9000,3076.2231,771.22266
-108.15117087536373,91,0.58569443,-62.020325,,0.6483796,0.87714344,-85.23154,-88.19901,-93.44653,152438,-99.28078,1191.1382148265839,3.3433247e-05,13516.827,1.3171152,-63.809048,[-0.444  1.127 -0.809  0.307 -0.824],21.58697,100,99.36327,100.0,16.42,2.5930915,10.0,13.723375,9100,3968.2156,110.58066
-108.15807412405142,92,0.56834286,-40.863213,,0.4124983,2.1143641,-86.155174,-88.41547,-93.605774,154059,-97.3667,1205.8163583278656,0.00015327972,12748.685,1.2842774,-47.080887,[-0.448  1.137 -0.827  0.391 -0.833],33.15725,100,99.39119,100.0,16.21,2.4664679,10.0,25.815914,9200,3545.4756,484.15817
-107.85299387418854,93,0.5505961,-36.070007,,0.3481547,2.7931983,-82.44305,-88.19207,-93.200165,155697,-97.613235,1221.303243637085,6.3165116e-06,6327.493,0.97331184,-42.196156,[-0.435  1.155 -0.877  0.395 -0.851],44.083565,100,99.360245,100.0,16.38,3.0870476,10.0,64.14093,9300,2749.6123,767.2567
-108.00043113663142,94,0.5415002,-29.244484,,0.27778953,3.4387019,-82.2141,-88.35725,-93.16686,157355,-97.30032,1234.2701709270477,4.767662e-06,2775.3372,0.6339523,-35.740044,[-0.391  1.168 -0.925  0.401 -0.868],60.65263,100,99.39086,100.0,16.58,3.0492961,10.0,15.295831,9400,3438.6812,778.294
-108.11053774427697,95,0.44360808,-37.30703,,0.36892304,5.287721,-85.34196,-88.37149,-93.10956,159029,-97.432556,1247.7542159557343,1.8682321e-07,8087.6963,1.0261402,-44.54178,[-0.376  1.202 -0.95   0.389 -0.877],127.8672,100,99.35609,100.0,16.74,3.110094,10.0,14.829805,9500,12417.105,1595.5114
-107.63634243699525,96,0.5221977,-49.521328,,0.5082326,1.380869,-81.26637,-89.846695,-93.60881,160595,-97.831245,1261.026624917984,0.0006634196,20991.816,1.6659794,-52.713543,[-0.29   1.236 -0.955  0.366 -0.975],22.153206,100,99.36335,100.0,15.66,2.5672805,10.0,12.426256,9600,1335.3606,376.6124
-108.33764940267953,97,0.51031667,-88.34657,,0.9364007,0.041063156,-86.9032,-89.38331,-93.948555,162193,-97.71849,1273.4023966789246,0.08607961,3216.4849,0.6340162,-84.025665,[-0.256  1.296 -0.938  0.366 -0.897],0.23352826,100,99.387665,100.0,15.98,2.2821324,10.0,4.8614464,9700,5.3026237,1.5098643
-108.36096350386043,98,0.49176505,-33.333477,,0.32822952,2.5588863,-86.75285,-89.42633,-93.87263,163806,-97.3506,1282.601657152176,1.309055e-05,7924.6353,1.0698743,-39.82121,[-0.25   1.313 -0.92   0.385 -0.909],61.751167,100,99.38689,100.0,16.13,2.5194666,10.0,32.420895,9800,4780.1816,844.4006
-108.31121820447987,99,0.4649134,-58.65976,,0.6060307,1.7105198,-86.70421,-89.354805,-93.59426,165444,-97.40034,1292.5341413021088,9.727445e-05,6401.9355,0.89445406,-60.616825,[-0.299  1.267 -0.906  0.368 -0.927],57.24151,100,99.391975,100.0,16.38,2.6196132,10.0,10.345757,9900,4286.0957,139.86365
-108.37430197636773,100,0.45507815,-49.92186,,0.50694954,1.8571212,-84.64878,-94.305435,-93.64848,167082,-97.63989,1305.6060619354248,7.342559e-06,7536.804,0.97237486,-57.426746,[-0.319  1.28  -0.87   0.294 -0.954],31.79097,100,99.38063,100.0,16.38,2.6362038,,16.953146,10000,1650.2292,302.281
-108.19359069078803,101,0.425518,-23.787096,,0.20850597,3.4989882,-83.370735,-93.96102,-93.2539,168750,-97.395096,1316.9156296253204,9.75e-06,1475.9894,0.46111426,-33.81234,[-0.312  1.294 -0.894  0.267 -0.964],68.38056,100,99.392044,100.0,16.68,2.8303037,,9.941151,10100,5700.0244,1062.2758
-108.33414092878724,102,0.40512216,-54.842514,,0.553022,3.5296395,-83.1409,-94.43284,-93.76513,170370,-97.466446,1331.658222913742,1.3992641e-05,31600.055,2.0392034,-64.90064,[-0.256  1.349 -0.885  0.258 -0.993],70.28348,100,99.365616,100.0,16.2,2.6909783,,72.73546,10200,5072.3086,814.75336
-108.74138268951296,103,0.39729238,-33.96513,,0.32716522,5.99169,-84.17397,-94.49988,-93.75377,172036,-97.65692,1344.8839178085327,5.289729e-05,10555.34,1.2239263,-47.86175,[-0.243  1.362 -0.934  0.28  -1.014],108.3932,100,99.359604,100.0,16.66,2.5509317,,34.715,10300,8124.8047,1651.6804
-107.93994562634285,104,0.39306682,-45.374805,,0.45879802,3.8033788,-85.20605,-94.25867,-93.593376,173635,-97.59366,1359.6716017723083,3.7856355e-06,12042.848,1.2587756,-58.31256,[-0.261  1.323 -0.916  0.286 -1.022],94.680016,100,99.39774,100.0,15.99,2.678951,,73.05367,10400,7859.593,1250.5839
-108.51680346173173,105,0.36849004,-72.37072,,0.7569865,0.18890785,-84.81644,-94.3569,-93.56013,175300,-97.30483,1377.2449810504913,0.0016929854,22947.025,1.7134113,-77.45269,[-0.279  1.266 -0.91   0.267 -1.026],4.448511,100,99.39402,100.0,16.65,2.7721114,,25.09146,10500,685.24475,31.144459
-107.87439531825424,106,0.34374997,-27.226704,,0.2484186,2.2733116,-84.99476,-93.79972,-93.134834,176948,-97.497215,1388.430434703827,1.018941e-05,2413.6985,0.63902915,-36.42336,[-0.251  1.312 -0.899  0.27  -1.05 ],37.937244,100,99.363525,100.0,16.48,3.050826,,33.14539,10600,1773.8446,621.27966
-108.39872732248433,107,0.33132294,-82.96966,,0.8777016,0.08860879,-81.30431,-94.20123,-93.449326,178614,-97.38207,1400.9754519462585,0.0024285784,4356.355,0.74859947,-86.45332,[-0.287  1.264 -0.902  0.275 -1.075],1.7533823,100,99.34684,100.0,16.66,2.992127,,5.531796,10700,209.0016,6.0215745
-108.25769612789571,108,0.32568407,-45.578056,,0.47113532,2.0024877,-85.39625,-94.27182,-93.593956,180247,-97.69443,1413.8388633728027,0.00012998463,7626.716,1.034229,-59.26379,[-0.269  1.249 -0.902  0.237 -1.088],36.838852,100,99.35618,100.0,16.33,2.8123112,,33.326992,10800,3802.4163,398.71796
-107.97943011668946,109,0.32156235,-38.714863,,0.3935092,1.385996,-84.201256,-94.201866,-93.52574,181857,-97.66825,1424.1970541477203,0.00039128232,5282.8096,0.8053619,-48.629143,[-0.269  1.236 -0.863  0.24  -1.093],21.063877,100,99.36468,100.0,16.1,2.5581353,,7.5716424,10900,1309.1204,175.46573
-108.12667964096792,110,0.29965755,-55.85656,,0.5622858,1.2444806,-84.41238,-94.22901,-93.57358,183481,-97.57725,1437.2850458621979,5.207074e-05,32833.805,2.0375051,-63.413254,[-0.258  1.244 -0.812  0.249 -1.097],23.196098,100,99.35783,100.0,16.24,2.5193608,,60.928043,11000,2045.1212,282.75366
-107.97781379073695,111,0.2964814,-30.732834,,0.29027843,1.825515,-83.928375,-93.717224,-93.00227,185155,-97.64847,1449.670153617859,4.642061e-05,5086.201,0.798556,-38.92828,[-0.268  1.23  -0.773  0.233 -1.119],27.684954,100,99.3542,100.0,16.74,2.9380739,,12.620686,11100,1150.2606,435.95187
-108.10302160873566,112,0.28235695,-26.395203,,0.25335574,2.0512094,-83.435616,-94.26982,-93.61451,186769,-97.621605,1464.3779954910278,3.4705731e-06,3248.9956,0.81757265,-35.266663,[-0.254  1.261 -0.789  0.231 -1.122],32.281612,100,99.36399,100.0,16.14,2.749923,,85.36007,11200,1396.3057,545.25586
-107.98220321153448,113,0.29284722,-72.90677,,0.7640932,0.9754179,-83.72222,-94.07788,-93.321,188405,-97.15864,1478.8838696479797,0.0006472486,10235.238,1.1213763,-78.67802,[-0.237  1.296 -0.805  0.232 -1.137],18.188679,100,99.36896,100.0,16.36,2.8032956,,11.103794,11300,1023.8111,94.88019
-108.83226691567411,114,0.29629198,-71.74587,,0.75509053,0.14378762,-81.831985,-94.7382,-94.008606,190049,-97.485535,1490.140912771225,0.0029856204,3305.331,0.65819097,-77.54058,[-0.241  1.276 -0.826  0.281 -1.126],7.265788,100,99.41048,100.0,16.44,2.5866492,,4.1163764,11400,1220.917,24.961906
-107.902279731539,115,0.31652984,-27.284662,,0.25786093,3.4420674,-87.1922,-94.354385,-93.73582,191628,-97.43003,1505.9194428920746,0.0002894167,1672.825,0.48855776,-37.388588,[-0.26   1.243 -0.841  0.254 -1.123],55.80744,100,99.36498,100.0,15.79,2.1941395,,13.371746,11500,3621.0317,838.6705
-107.56775578185146,116,0.3217851,-39.87534,,0.401464,1.4863381,-86.00182,-93.61718,-92.92363,193268,-97.533485,1516.5523872375488,0.00017083371,11969.442,1.2358465,-49.653793,[-0.28   1.237 -0.802  0.26  -1.102],25.023613,100,99.36312,100.0,16.4,2.5201714,,30.215643,11600,2332.6533,405.66336
-108.31189057648076,117,0.3145748,-42.06559,,0.42180368,2.9060807,-84.875656,-94.31062,-93.612274,194904,-97.51493,1529.4543027877808,0.00016855786,11733.129,1.2456443,-50.997875,[-0.255  1.262 -0.826  0.268 -1.097],61.409336,100,99.3808,100.0,16.36,2.54239,,11.311348,11700,4188.1504,624.73737
-108.16378018247836,118,0.25045642,-52.85174,,0.5514644,3.2518632,-86.338425,-94.12878,-93.45151,196545,-97.64346,1542.4622128009796,0.00032442447,10332.595,1.1669279,-60.5479,[-0.261  1.219 -0.825  0.282 -1.104],267.18234,100,99.36668,100.0,16.41,2.4907758,,10.051914,11800,49170.08,606.9048
-108.47411246934522,119,0.2528081,-42.562492,,0.40895206,1.855315,-84.91746,-94.27392,-93.60533,198198,-97.843445,1557.9840490818024,4.4666325e-05,6981.259,0.9327192,-50.095955,[-0.252  1.247 -0.78   0.228 -1.168],34.91654,100,99.363304,100.0,16.53,2.7723453,,16.295528,11900,2170.5542,421.66
-108.2994912311006,120,0.24967325,-33.997932,,0.32729688,1.7419584,-84.937256,-94.58974,-93.922226,199796,-97.91639,1571.243822813034,9.474944e-05,3701.7734,0.72594506,-43.219864,[-0.268  1.217 -0.772  0.239 -1.166],26.908308,100,99.37899,100.0,15.98,2.4209824,,17.080229,12000,1725.0117,442.62735
-107.94948974146662,121,0.24425498,-45.133293,,0.4539189,1.6443568,-86.5528,-94.33441,-93.6384,201392,-97.78436,1584.533965587616,9.714114e-05,7961.4404,1.0176225,-55.94049,[-0.287  1.194 -0.749  0.237 -1.169],25.516441,100,99.36919,100.0,15.96,2.5659952,,51.051437,12100,1768.3054,312.34854
-107.99975586452945,122,0.2303569,-23.833002,,0.20959726,5.3616843,-85.10188,-94.16135,-93.50667,203011,-97.56738,1596.9999136924744,2.0900156e-05,2316.8171,0.56805193,-37.111237,[-0.286  1.185 -0.711  0.24  -1.175],95.64756,100,99.39015,100.0,16.19,2.4090602,,20.382215,12200,4935.0117,1629.6
-108.04377232446967,123,0.21800677,-43.526142,,0.4385628,2.1163273,-83.53458,-94.44262,-93.77669,204600,-97.57951,1608.8134100437164,9.359124e-06,11802.542,1.206785,-53.37817,[-0.252  1.217 -0.724  0.237 -1.189],32.154068,100,99.38633,100.0,15.89,2.5594547,,11.409309,12300,1496.3354,491.3241
-108.22372682967142,124,0.21528846,-54.054813,,0.55810755,1.7829546,-87.37624,-94.47586,-93.768524,206209,-97.58281,1620.5981583595276,4.5805864e-05,4442.0513,0.7524955,-64.03814,[-0.265  1.208 -0.684  0.229 -1.201],79.172554,100,99.37771,100.0,16.09,2.4572701,,10.945017,12400,9137.307,451.33362
-108.19564147073392,125,0.21309957,-39.008736,,0.377964,2.3699715,-84.34465,-94.201355,-93.51364,207845,-98.24992,1635.1976337432861,9.99823e-06,7044.278,0.90039515,-49.26399,[-0.233  1.235 -0.691  0.276 -1.204],39.464092,100,99.38897,100.0,16.36,2.5756028,,30.627554,12500,2424.7073,565.7721
-108.58041806583275,126,0.20886512,-40.035957,,0.3967364,2.6505222,-86.1171,-94.86907,-94.222336,209436,-97.711044,1648.7661864757538,0.00014128562,12410.443,1.2564648,-49.646034,[-0.226  1.258 -0.713  0.274 -1.206],46.579487,100,99.3695,100.0,15.91,2.5949886,,13.901472,12600,2638.8877,686.2009
-107.5863297714117,127,0.20524648,-26.292294,,0.24466611,1.3560662,-86.53244,-94.2784,-93.575226,211000,-97.37925,1662.6250867843628,0.00085215317,896.7421,0.36717576,-33.357643,[-0.241  1.237 -0.689  0.276 -1.21 ],20.488352,100,99.37045,100.0,15.64,2.2687342,,12.165146,12700,915.5044,314.04337
-108.20796089513762,128,0.19361627,-34.253056,,0.3286,1.6751897,-83.18545,-94.012665,-93.31499,212661,-97.58281,1675.6352570056915,0.00030204782,4043.5874,0.72030926,-44.550907,[-0.267  1.224 -0.666  0.283 -1.214],27.656631,100,99.3899,100.0,16.61,2.659718,,7.2284145,12800,2250.9382,398.49802
-108.07256340378008,129,0.17876682,-55.36123,,0.5675289,1.1577853,-84.48302,-94.35532,-93.67862,214263,-97.33971,1687.4983983039856,6.020717e-05,15551.081,1.3871952,-62.182507,[-0.24   1.229 -0.701  0.284 -1.225],133.8921,100,99.353836,100.0,16.02,2.8003294,,12.992674,12900,29091.244,406.21188
-107.97138633677869,130,0.16467594,-54.625835,,0.5576975,1.6053809,-85.664246,-94.18827,-93.50198,215877,-97.62831,1698.1616234779358,5.527271e-05,9472.063,1.1097769,-61.638714,[-0.262  1.19  -0.709  0.249 -1.24 ],91.18509,100,99.36002,100.0,16.14,2.618429,,25.134735,13000,16152.372,480.0592
-107.68332072146742,131,0.15907033,-31.594997,,0.29571608,1.5949178,-83.38982,-94.01833,-93.271385,217486,-97.20094,1712.4737071990967,5.9169317e-05,3906.6511,0.7075584,-40.21441,[-0.281  1.164 -0.693  0.219 -1.254],25.5692,100,99.36043,100.0,16.09,2.7484462,,18.854073,13100,1453.6864,394.5432
-108.04323164879126,132,0.15785196,-59.090176,,0.6083302,3.2923706,-84.15695,-93.78064,-93.093895,219157,-96.87891,1727.6468541622162,8.041419e-05,10763.893,1.1846765,-69.9547,[-0.294  1.132 -0.683  0.22  -1.26 ],53.988766,100,99.39671,100.0,16.71,2.744324,,30.38313,13200,2563.7969,557.4678
-108.28530942381458,133,0.1565394,-31.628841,,0.30915195,2.634102,-85.95235,-94.129295,-93.46188,220809,-97.691315,1740.5223298072815,2.7559148e-05,3044.0435,0.6458865,-39.110443,[-0.296  1.117 -0.665  0.238 -1.261],168.80888,100,99.38443,100.0,16.52,2.5542696,,10.627701,13300,31608.016,781.7533
-108.3803943520201,134,0.13677607,-86.24711,,0.9229969,0.04501079,-83.333405,-94.08527,-93.270195,222493,-97.24038,1753.7267909049988,0.025233943,1492.3243,0.43628547,-87.82726,[-0.275  1.14  -0.686  0.263 -1.262],0.3013861,100,99.38875,100.0,16.84,2.9968917,,3.5270975,13400,11.232545,1.4623337
-108.43940270907854,135,0.13215889,-56.397274,,0.5711486,0.7451194,-85.95636,-94.24277,-93.53403,224151,-98.27731,1765.866444826126,0.0003530829,12104.922,1.213035,-61.676167,[-0.258  1.153 -0.67   0.259 -1.282],20.545343,100,99.358,100.0,16.58,2.6795924,,46.207253,13500,2075.6995,144.94771
-108.26011603576413,136,0.12800904,-43.604427,,0.43552187,2.3622775,-82.87158,-94.19146,-93.48389,225796,-97.504745,1778.7998242378235,8.039946e-05,11147.826,1.2360909,-53.57997,[-0.285  1.151 -0.641  0.238 -1.287],103.86093,100,99.333046,100.0,16.45,2.6677384,,29.15829,13600,19628.895,775.0229
-108.60208404459661,137,0.113160245,-70.96605,,0.7452663,0.21586405,-82.242325,-94.59213,-93.794716,227440,-97.13376,1793.6027307510376,0.0032842439,42028.707,2.3537948,-73.949524,[-0.248  1.192 -0.634  0.24  -1.291],2.2146947,100,99.374565,100.0,16.44,2.53903,,35.05869,13700,70.37322,21.136969
-107.90568431385209,138,0.106755994,-64.143654,,0.6722958,0.48600858,-82.051285,-93.929634,-93.151085,229089,-98.45683,1804.7158336639404,0.001479159,6827.881,0.93454033,-70.52446,[-0.258  1.193 -0.614  0.255 -1.306],9.930845,100,99.37259,100.0,16.49,2.9859216,,9.216883,13800,1470.1216,40.175148
-108.70158846297231,139,0.10990163,-47.27743,,0.47690096,3.5946968,-85.979065,-94.13078,-93.368866,230798,-97.6778,1817.3887481689453,0.0003189686,15119.117,1.4708492,-58.02871,[-0.276  1.196 -0.616  0.222 -1.312],61.498253,100,99.38002,100.0,17.09,2.8219151,,31.259645,13900,3303.1365,778.6674
-108.62092564143566,140,0.10681626,-65.56539,,0.6778956,1.520645,-82.62404,-94.76667,-94.05674,232413,-97.59201,1827.5676016807556,0.00045121633,4962.0435,0.7862701,-71.39096,[-0.266  1.213 -0.635  0.213 -1.309],68.45945,100,99.376366,100.0,16.15,2.5873861,,8.021494,14000,8060.816,164.84116
-108.14797153497308,141,0.11171144,-90.425476,,0.9616833,0.04121506,-83.78149,-94.48862,-93.81145,234009,-97.2747,1839.012427330017,0.13863738,4137.0073,0.71931934,-91.258965,[-0.267  1.201 -0.645  0.252 -1.312],0.23642237,100,99.345055,100.0,15.96,2.3573623,,5.48925,14100,4.1457877,1.5661025
-107.87239025796005,142,0.10862073,-78.21765,,0.82813483,0.08291476,-82.47351,-94.322586,-93.61757,235598,-97.300514,1851.4148309230804,0.017974233,11039.042,1.169141,-81.128265,[-0.274  1.197 -0.646  0.234 -1.307],1.728005,100,99.40567,100.0,15.89,2.6676173,,8.260412,14200,315.3527,11.006125
-108.17280318849146,143,0.10082396,-59.793167,,0.6098622,1.6651361,-88.4931,-94.40171,-93.72439,237205,-97.388626,1864.670470714569,0.00040978688,5265.204,0.8143796,-64.923134,[-0.272  1.172 -0.645  0.208 -1.31 ],30.801086,100,99.38401,100.0,16.07,2.2294424,,23.584568,14300,1675.1346,204.08958
-108.36953725510193,144,0.100483984,-59.137566,,0.61274546,0.7163591,-85.89836,-94.46218,-93.763466,238829,-97.890144,1879.1581964492798,0.0003881542,3646.3752,0.67416364,-66.38293,[-0.27   1.165 -0.642  0.244 -1.318],11.739996,100,99.373055,100.0,16.24,2.6551187,,6.9226685,14400,1260.8335,66.03731
-108.45881608094687,145,0.07708585,-49.612007,,0.502909,1.9701492,-85.36819,-94.459724,-93.79124,240459,-97.65626,1896.0372965335846,5.271162e-05,13261.573,1.307831,-58.031967,[-0.253  1.165 -0.642  0.284 -1.318],32.872456,100,99.38368,100.0,16.3,2.629146,,20.69091,14500,1675.0197,636.90814
-108.56926191896392,146,0.075042844,-32.05525,,0.29829732,1.8260237,-85.82669,-94.010124,-93.241455,242166,-96.89597,1909.833323955536,0.00011271826,3265.6887,0.69858116,-40.65886,[-0.299  1.136 -0.639  0.281 -1.342],28.590834,100,99.38597,100.0,17.07,2.7316954,,28.32932,14600,1339.5347,419.3852
-108.5698921917667,147,0.06402541,-69.36,,0.722772,1.0189595,-84.91483,-94.25459,-93.5645,243836,-97.58668,1923.9393179416656,0.0003225488,10751.284,1.1612909,-75.86191,[-0.312  1.114 -0.625  0.285 -1.344],20.063457,100,99.358444,100.0,16.7,2.7818522,,15.345555,14700,2197.042,114.99553
-108.2103985656999,148,0.057037484,-36.864357,,0.37015876,1.3844061,-84.439926,-94.203255,-93.40212,245486,-97.46721,1937.5262439250946,5.4990265e-05,9969.317,1.211673,-43.624172,[-0.296  1.109 -0.64   0.332 -1.355],22.580738,100,99.35333,100.0,16.5,2.4802275,,16.242046,14800,1410.7178,347.09198
-108.29882333319114,149,0.05056764,-47.570457,,0.48035192,1.5871639,-81.18823,-94.213135,-93.514885,247133,-97.58608,1952.0842399597168,7.064709e-05,4452.588,0.73581195,-53.817116,[-0.321  1.076 -0.643  0.338 -1.362],43.679127,100,99.41233,100.0,16.47,3.0256357,,13.176865,14900,6110.675,204.41531
-107.97446746359185,150,0.03846411,-86.571465,,0.9169092,0.039919816,-82.60113,-94.247734,-93.55156,248742,-97.53626,1967.271677494049,0.057838824,2930.593,0.5980855,-87.39993,[-0.328  1.042 -0.672  0.372 -1.368],0.22384815,100,99.38645,100.0,16.09,2.7727706,,4.631132,15000,2.7561793,1.5343385
-108.41162998401082,151,0.03914278,-34.038162,,0.32699606,2.0710185,-86.60139,-94.29747,-93.65175,250385,-97.40827,1977.5841233730316,0.00013965092,4046.5198,0.70057625,-42.426937,[-0.347  1.051 -0.683  0.379 -1.38 ],32.156998,100,99.39717,100.0,16.43,2.371366,,6.9274764,15100,1715.8499,410.68243
-108.19716482601454,152,0.050152075,-33.781174,,0.32698533,8.401772,-86.1795,-94.38602,-93.741554,251993,-97.41999,1989.0366353988647,2.3726316e-05,8154.4526,1.0273393,-45.292835,[-0.352  1.041 -0.659  0.386 -1.38 ],387.73663,100,99.39327,100.0,16.08,2.3964825,,16.365763,15200,63251.336,3180.194
-107.97951503826718,153,0.05328149,-57.93044,,0.60522354,1.7003928,-86.84681,-94.04441,-93.40126,253619,-98.488655,2003.5945150852203,0.0013736021,12645.065,1.2237356,-63.08323,[-0.384  1.005 -0.658  0.365 -1.369],102.18434,100,99.35987,100.0,16.26,2.600184,,17.180414,15300,12156.91,226.1824
-108.61400628289462,154,0.039809257,-24.795973,,0.21815066,3.1395195,-86.47155,-94.526924,-93.72942,255273,-97.44078,2017.1587917804718,3.9179944e-05,1540.1566,0.46294585,-35.643967,[-0.372  1.013 -0.68   0.402 -1.366],52.072582,100,99.3824,100.0,16.54,2.5914314,,21.454638,15400,2254.0842,984.2735
-108.00840773937658,155,0.03553358,-36.14789,,0.34533077,1.2467877,-86.805466,-94.383125,-93.7284,256865,-97.551704,2028.0217258930206,6.842846e-05,10531.97,1.1374028,-43.350357,[-0.406  0.984 -0.674  0.401 -1.379],18.893772,100,99.40053,100.0,15.92,2.461697,,20.950996,15500,931.58624,231.66287
-108.22245357406644,156,0.037110228,-34.67036,,0.3377459,2.65668,-85.04987,-94.34188,-93.67484,258485,-97.702286,2040.7397742271423,9.844681e-05,7714.509,1.006137,-44.359055,[-0.412  0.97  -0.655  0.408 -1.383],49.668045,100,99.37805,100.0,16.2,2.5721931,,14.961345,15600,3342.6116,594.3003
-108.1699779631841,157,0.033677254,-49.90161,,0.49658635,2.2165596,-86.9604,-94.514366,-93.82683,260082,-97.78928,2054.2133638858795,4.937355e-05,12128.07,1.2232746,-57.38656,[-0.401  0.989 -0.67   0.4   -1.382],42.2431,100,99.39737,100.0,15.97,2.2354596,,40.59175,15700,3015.7056,467.26285
-108.61212803078168,158,0.02320822,-42.31198,,0.4217197,2.6814306,-88.2788,-94.31581,-93.546844,261759,-97.63912,2065.8275809288025,4.4515786e-05,5760.254,0.85979813,-49.06983,[-0.411  0.969 -0.659  0.411 -1.385],51.201176,100,99.394165,100.0,16.77,2.4720638,,9.092604,15800,2831.9045,463.19363
-107.99737307590811,159,0.019181855,-36.216583,,0.37191585,2.0529969,-85.78004,-94.09667,-93.34756,263395,-97.52765,2079.942194223404,0.00018343344,13673.551,1.3791864,-49.173157,[-0.407  0.983 -0.667  0.39  -1.396],33.33441,100,99.36907,100.0,16.36,2.7765794,,36.290764,15900,1882.3146,407.22308
-108.86940397798065,160,-0.057739127,-42.80938,,0.41451827,9.479659,-84.395935,-94.20339,-93.47356,265108,-97.7017,2094.3188819885254,1.2478946e-05,7593.961,1.0017495,-54.857883,[-0.418  0.979 -0.638  0.393 -1.4  ],327.61853,100,99.38352,100.0,17.13,2.7961104,,14.34425,16000,33074.977,2916.7341
-108.12500741273556,161,-0.067803144,-17.463234,,0.14902987,2.2913423,-84.61272,-94.30708,-93.57358,266730,-97.67042,2108.0677733421326,4.62218e-06,680.00934,0.62463826,-27.855442,[-0.352  0.98  -0.644  0.366 -1.477],35.13815,100,99.384315,100.0,16.22,2.6632392,,112.46182,16100,1489.458,647.61664
-108.23595577208867,162,-0.06900715,-83.73854,,0.89578885,0.087162316,-83.66507,-94.280716,-93.52205,268369,-97.54137,2120.652327299118,0.00011468959,9013.073,1.0659996,-87.165085,[-0.329  0.996 -0.661  0.368 -1.487],1.9458442,100,99.36304,100.0,16.39,2.6707041,,7.461917,16200,307.15283,8.48232
