J_sample_variance,InitialBound,StdIW,InitialReturnMean,EpRewMean,EpLenMean,EpisodesSoFar,Weights,TimestepsSoFar,MeanEntropy,TimeElapsed,EmpiricalD2,ReturnStepMaxmin,MeanD2w0t,ReturnMeanIW,EpThisIter,InitialReturnMax,Iteration,Bound,MeanIW,MaxIW,MinD2w0t,EntropyCoefficient,InitialReturnStd,MaxD2w0t,InitialReturnMin,MinIW,ReturnStepMax,StdD2w0t
23955108000.0,306.76312,323.59595,-7.6293944e-08,-109.76590479444543,17.25,24500,[-1.325  1.062 -0.489  0.645 -0.773],442172,0.511401,2189.588392019272,1382.7806,86.658554,4.913093,16013.841,100,6.472229,245,9386.494,33.133934,3295.3743,,,2.2433481,28146.068,-3.2871628,3.768847e-07,100.0,177.87932
3784136.0,277.21326,4.124204,-7.6293945e-06,-109.24505825585504,17.52,24600,[-1.291  1.091 -0.54   0.679 -0.908],443924,0.52276635,2203.964979171753,8.432388,86.89535,0.088613994,789.706,100,7.4845047,246,368.77417,1.5686404,53.754463,,,2.5879042,17.527435,-3.9557037,0.0037080275,100.0,0.6500306
32441.795,227.4985,0.40253854,7.171631e-06,-109.56578176622753,18.52,24700,[-1.326  1.075 -0.532  0.689 -0.896],445776,0.53132504,2213.876476049423,1.1167783,87.53152,0.038863648,526.78503,100,7.3344727,247,244.25809,1.0696348,3.010323,,,2.857456,1.4970365,-4.363693,0.4199127,100.0,0.19845349
256698.44,268.34106,1.1734351,-8.392334e-07,-110.22419307468967,18.04,24800,[-1.307  1.075 -0.533  0.698 -0.888],447580,0.5353992,2221.376457452774,1.5604618,87.19987,0.043917675,592.1535,100,9.993378,248,302.21246,1.1810744,9.173781,,,2.7183192,4.738954,-4.8884125,0.114007436,100.0,0.23486273
8791.098,278.29416,0.20970447,-8.392334e-07,-109.4835015259467,17.7,24900,[-1.325  1.077 -0.52   0.677 -0.884],449350,0.53173834,2230.080717086792,1.0425962,87.00089,0.035786793,527.3581,100,8.902985,249,281.766,1.0143222,1.884077,,,2.8945777,1.1101283,-4.2500076,0.55877453,100.0,0.18683077
27063732.0,266.93692,10.924777,-9.613037e-06,-109.74342453428648,17.78,25000,[-1.322  1.082 -0.521  0.679 -0.887],451128,0.51926875,2237.4262928962708,11.155211,87.041626,0.15182957,1108.7046,100,8.302139,250,492.4099,2.2169685,115.87671,,,2.6107824,91.449036,-3.5050964,0.0009927521,100.0,1.7878851
8140.81,272.042,0.18872273,7.400513e-06,-109.67372427045679,17.79,25100,[-1.287  1.068 -0.56   0.711 -0.9  ],452907,0.5078726,2247.7865784168243,1.0435423,87.062775,0.03630552,531.0019,100,8.49144,251,281.41895,1.0251406,1.7192212,,,2.6501641,1.1034307,-4.2246475,0.54506063,100.0,0.18905832
48474.254,293.49637,0.44864193,4.5013426e-06,-108.58690570627165,17.14,25200,[-1.277  1.066 -0.56   0.703 -0.911],454621,0.48705927,2254.89718914032,1.1908615,86.70749,0.037367284,579.28394,100,7.179512,252,318.05615,1.0869448,2.785183,,,2.3384216,2.4636722,-4.0485687,0.105476476,100.0,0.199304
6505.476,317.9077,0.15923715,3.5858154e-06,-109.2272488433475,16.94,25300,[-1.287  1.073 -0.567  0.723 -0.932],456315,0.50187457,2263.4860031604767,1.0286186,86.46997,0.034447618,561.3447,100,9.141312,253,328.51123,1.0292968,1.7790501,,,2.8632302,1.134022,-4.068306,0.6469132,100.0,0.18398732
11369.5,293.8428,0.20865934,-1.373291e-05,-109.0929205843343,17.2,25400,[-1.28   1.076 -0.562  0.724 -0.917],458035,0.49700612,2270.8528242111206,1.0444798,86.71186,0.03546939,551.6746,100,7.850479,254,303.50406,1.0299661,2.0166254,,,2.73277,1.2142153,-4.210739,0.6006747,100.0,0.18800631
50287.055,291.4673,0.47660008,-1.1291504e-05,-109.18247901308182,17.34,25500,[-1.273  1.078 -0.554  0.716 -0.922],459769,0.4890762,2278.8124618530273,1.2035869,86.77561,0.036378257,561.20715,100,8.886269,255,308.37808,1.0596557,2.967174,,,2.519072,1.4375914,-3.733307,0.17453776,100.0,0.19235018
10143.695,295.14636,0.20500973,5.1879883e-06,-109.32477836824386,17.52,25600,[-1.288  1.069 -0.556  0.711 -0.93 ],461521,0.4711864,2286.892683982849,1.0395975,86.930534,0.03590965,545.4375,100,9.356232,256,309.4288,1.0402111,1.6262653,,,2.6881652,1.1184314,-3.9145126,0.5376502,100.0,0.18848869
22447512.0,304.0874,9.641199,-5.722046e-06,-109.189082018305,16.99,25700,[-1.284  1.064 -0.563  0.71  -0.948],463220,0.4175523,2296.592214345932,27.053988,86.519775,0.1627021,1159.1936,100,9.925575,257,595.5174,2.2421262,87.57329,,,2.5493755,106.796295,-3.4475021,0.00028979423,100.0,1.8460723
92022.91,344.24408,0.5929495,-1.9073486e-06,-108.72175036050523,16.62,25800,[-1.368  1.056 -0.559  0.728 -1.001],464882,0.4199233,2305.944394826889,1.3238289,86.30592,0.03726467,597.0951,100,9.567558,258,367.55402,1.0785792,3.9986374,,,2.6315053,4.706257,-4.046524,0.19097984,100.0,0.2035048
1922103700.0,222.36774,109.09514,6.1035157e-06,-109.50964519715085,18.83,25900,[-1.381  1.04  -0.571  0.733 -0.999],466765,0.4082961,2314.664575576782,631.3353,87.76231,2.4073792,4794.5444,100,9.6237335,259,2334.4836,11.56308,1118.9541,,,3.2447429,2228.2334,-4.7426834,1.69154e-06,100.0,41.805676
27485.424,262.7015,0.34533808,6.1035155e-07,-109.89289619874597,17.82,26000,[-1.337  1.073 -0.581  0.723 -1.011],468547,0.3997348,2327.791619539261,1.1169857,87.04111,0.037706055,542.3175,100,9.227806,260,278.4164,1.0493376,2.3027303,,,2.6731052,1.3198435,-3.849205,0.3719531,100.0,0.19649726
70097.84,277.75632,0.56162965,2.1362305e-06,-109.55179035165006,17.24,26100,[-1.337  1.079 -0.579  0.715 -1.019],470271,0.3993154,2336.562292575836,1.2794042,86.68294,0.037086044,577.4704,100,7.2293625,261,302.43292,1.0869725,3.493421,,,2.3648133,1.5334424,-4.828865,0.19502318,100.0,0.1970069
53431.656,275.82828,0.4689084,6.1798096e-06,-108.96986156409028,17.31,26200,[-1.325  1.082 -0.584  0.72  -1.02 ],472002,0.41779667,2345.690726041794,1.1666722,86.79209,0.037045885,556.8027,100,8.661835,262,289.11752,1.0506904,3.3856134,,,2.6175241,1.3043699,-4.131653,0.4123826,100.0,0.19604592
396923.5,313.11017,1.3063148,8.087158e-06,-108.9131905482594,16.96,26300,[-1.323  1.086 -0.587  0.715 -1.001],473698,0.40916133,2354.1093657016754,2.2281206,86.52743,0.0427292,646.483,100,8.401047,263,369.33447,1.2065172,7.9895015,,,2.6175017,2.6837113,-3.882759,0.048900172,100.0,0.23736452
1818.8104,349.90378,0.08142225,5.41687e-06,-108.83875756554984,16.57,26400,[-1.294  1.099 -0.586  0.717 -1.01 ],475355,0.40095878,2363.5990705490112,1.0071092,86.2639,0.03324756,563.80365,100,8.541504,264,354.60974,1.0095361,1.1742263,,,2.4870021,1.0259938,-4.319565,0.71879977,100.0,0.17957883
14137.275,276.66818,0.2484783,8.087158e-06,-109.64275262105775,17.77,26500,[-1.29   1.095 -0.587  0.714 -1.018],477132,0.39687344,2371.380361557007,1.0589707,87.08391,0.036881533,534.0338,100,5.4930573,265,285.256,1.0310436,2.3561258,,,2.2672849,1.2879932,-3.7737732,0.5113361,100.0,0.19222988
78054.96,256.75787,0.59524596,3.8146973e-06,-109.32733421536516,17.63,26600,[-1.286  1.101 -0.58   0.707 -1.022],478895,0.39182505,2381.232764482498,1.3124123,86.9615,0.03837617,556.2684,100,8.837067,266,275.6498,1.0708501,3.4852302,,,2.6157887,1.4263545,-4.0013046,0.2599765,100.0,0.2015478
492383.9,311.81128,1.4854102,-9.918213e-07,-109.25582031969549,17.11,26700,[-1.274  1.103 -0.587  0.709 -1.027],480606,0.39426804,2390.124978542328,2.4344168,86.58428,0.046167072,664.6237,100,8.379143,267,383.93408,1.2600251,9.30483,,,2.7340147,7.819608,-3.8472137,0.0336244,100.0,0.2622294
18109.713,294.11047,0.27032822,3.8146973e-06,-108.81520160665212,17.04,26800,[-1.301  1.084 -0.595  0.714 -1.025],482310,0.38295218,2399.9937629699707,1.0783653,86.594864,0.035289034,562.8646,100,7.2170944,268,308.37625,1.0435145,2.0917058,,,2.6536002,1.1401671,-4.025078,0.54993725,100.0,0.18793574
44258.97,281.94836,0.4613287,2.9754638e-06,-109.33233330266961,17.7,26900,[-1.305  1.086 -0.589  0.715 -1.036],484080,0.36905798,2408.3990387916565,1.1904346,87.02971,0.037085243,552.54895,100,8.090218,269,304.83646,1.0678712,3.0069504,,,2.7366176,1.2822205,-5.334442,0.3120725,100.0,0.19388092
22988.959,296.24823,0.3181379,8.010864e-06,-109.17815570680919,17.54,27000,[-1.316  1.08  -0.589  0.714 -1.05 ],485834,0.3588645,2416.523351430893,1.1033574,86.925354,0.03653791,541.8057,100,9.608025,270,307.2981,1.035137,2.1056736,,,2.9791458,1.2519866,-3.747757,0.3802334,100.0,0.19180754
621882.94,272.60236,1.6285641,8.31604e-06,-109.61534427312955,17.65,27100,[-1.309  1.084 -0.587  0.708 -1.06 ],487599,0.36368692,2424.384835958481,2.1847332,86.961586,0.054339122,630.7183,100,9.3394165,271,316.4941,1.212745,17.50857,,,2.6351888,5.546301,-4.719551,0.06429167,100.0,0.32183945
3220.0461,282.27753,0.113841146,1.8310546e-06,-109.19830361026561,17.21,27200,[-1.308  1.075 -0.591  0.729 -1.055],489320,0.3589704,2431.853353023529,1.0150118,86.68387,0.034707837,543.85516,100,12.6009445,272,286.81503,1.0143646,1.3375394,,,2.693434,1.0839419,-3.9567795,0.7136896,100.0,0.18383983
548966.4,275.67075,1.5920058,-3.7384034e-06,-109.42310478923315,17.48,27300,[-1.313  1.072 -0.594  0.732 -1.06 ],491068,0.3565299,2438.897397994995,2.372488,86.87788,0.04822161,634.29675,100,7.563652,273,327.72314,1.2213987,9.761873,,,2.5904672,4.391666,-3.8472137,0.04973144,100.0,0.27080226
289741.22,253.04028,1.1680534,6.8664554e-07,-109.67730583208373,17.88,27400,[-1.337  1.061 -0.597  0.742 -1.062],492856,0.35647172,2447.560924768448,2.3587627,87.09393,0.049756486,641.917,100,7.821022,274,330.63043,1.2599835,7.33434,,,2.7303882,4.167158,-3.8302307,0.09281917,100.0,0.27615982
113326.03,267.47797,0.7345862,-6.1035155e-07,-109.23356898100137,17.99,27500,[-1.317  1.069 -0.599  0.732 -1.062],494655,0.3549536,2457.4573998451233,1.5494926,87.22782,0.04281108,594.54315,100,7.279114,275,317.5769,1.1803316,3.9075031,,,2.856004,1.7784036,-4.5987473,0.11548235,100.0,0.2242253
93439.35,261.3145,0.636641,6.4849855e-06,-109.49901375082902,18.03,27600,[-1.319  1.064 -0.589  0.732 -1.064],496458,0.35129032,2465.329137802124,1.4040111,87.24068,0.042731382,571.16425,100,7.914215,276,301.11343,1.1280015,5.4323106,,,2.8869653,2.0833828,-4.517372,0.110416785,100.0,0.224763
471785.8,350.5633,1.3827608,-4.348755e-06,-108.67778090780837,16.45,27700,[-1.317  1.072 -0.585  0.72  -1.068],498103,0.35513312,2474.1429331302643,2.1311638,86.16669,0.042831913,630.0676,100,7.706642,277,377.8797,1.1379056,11.700125,,,2.4100075,2.5343332,-4.2955246,0.07100769,100.0,0.2408953
41703.52,274.04507,0.42413542,4.8065185e-06,-109.80783104467396,17.58,27800,[-1.308  1.085 -0.59   0.721 -1.064],499861,0.3524323,2481.747711658478,1.1585093,86.916565,0.037232697,540.96063,100,4.806656,278,280.29633,1.0315028,2.801628,,,2.043663,1.3364947,-3.831009,0.24459258,100.0,0.19543731
18299.51,334.60907,0.25144154,-4.119873e-06,-108.6568699497921,16.56,27900,[-1.296  1.085 -0.592  0.714 -1.066],501517,0.34848157,2489.9436614513397,1.0534959,86.253685,0.034536783,571.3363,100,10.158325,279,340.87048,1.0246323,2.498084,,,2.7050772,1.4904639,-4.087143,0.3247881,100.0,0.18684185
29796668.0,295.13422,11.627248,9.155273e-07,-109.06818321649915,16.94,28000,[-1.296  1.078 -0.601  0.717 -1.07 ],503211,0.34339118,2496.868803024292,21.96032,86.508354,0.1488598,1210.5577,100,7.6296463,280,559.97974,2.3963568,121.792534,,,2.6723025,185.57822,-4.070839,0.0014268341,100.0,2.060678
705395.25,314.91022,1.7154373,7.93457e-06,-108.6698443447753,17.09,28100,[-1.337  1.072 -0.58   0.697 -1.076],504920,0.35082865,2506.6705543994904,2.6085498,86.63971,0.05203945,713.42523,100,7.4185333,281,416.70358,1.3502722,15.415228,,,2.571819,9.896949,-4.4834824,0.051864155,100.0,0.31712157
142537.8,264.6057,0.7990408,2.8991699e-06,-109.56370409367695,17.77,28200,[-1.325  1.079 -0.588  0.725 -1.068],506697,0.3376535,2516.5129413604736,1.4726384,87.04297,0.04131117,564.79224,100,7.3516083,282,289.79465,1.0953158,5.434969,,,2.5888116,2.1539292,-4.8041077,0.12356957,100.0,0.21846741
109367.94,288.64056,0.66086745,-4.9591063e-06,-108.94956042995247,17.21,28300,[-1.347  1.078 -0.587  0.736 -1.081],508418,0.35611653,2524.4707310199738,1.3439914,86.71679,0.04066463,607.5727,100,7.018112,283,337.4846,1.141465,6.4055157,,,2.738437,2.1324987,-4.642082,0.1818105,100.0,0.21859597
26671.963,242.64005,0.36778292,-4.196167e-06,-110.31387217465277,18.29,28400,[-1.344  1.068 -0.594  0.749 -1.063],510247,0.35215893,2532.9051744937897,1.1541578,87.337364,0.03809284,529.6374,100,8.996651,284,259.3408,1.0541948,2.0267785,,,2.6965842,1.1814041,-3.643959,0.2518544,100.0,0.19569701
16776.33,310.4864,0.2654663,-2.5177003e-06,-109.11592721316475,17.2,28500,[-1.335  1.072 -0.597  0.749 -1.067],511967,0.34718958,2541.702528476715,1.0642711,86.717155,0.0350845,544.2752,100,8.028671,285,315.05334,1.0163256,2.5392506,,,2.7352698,1.1685696,-4.020279,0.52373797,100.0,0.1859449
2944689.5,283.91287,4.0947223,6.8664554e-07,-109.8010867257234,17.58,28600,[-1.337  1.068 -0.595  0.743 -1.072],513725,0.32289958,2549.053357362747,2.5925944,86.91047,0.06678253,860.552,100,6.219017,286,438.25363,1.7501016,38.678703,,,2.2606173,10.712204,-3.7062225,0.035881773,100.0,0.4462072
393693.06,304.63333,1.3479977,2.2888183e-07,-108.68706473233084,17.03,28700,[-1.321  1.074 -0.566  0.721 -1.096],515428,0.33154866,2558.9965872764587,1.7065909,86.63192,0.042790662,652.66736,100,7.317543,287,369.30862,1.2398075,11.894937,,,2.6389875,2.2969775,-4.9646454,0.1500162,100.0,0.23175472
24960.89,279.5789,0.3349347,6.408691e-06,-109.970205569554,17.73,28800,[-1.333  1.075 -0.554  0.722 -1.087],517201,0.3249507,2567.9286649227142,1.1339097,86.98967,0.03705775,541.2785,100,7.775612,288,291.41714,1.038433,2.1410487,,,2.368606,1.2050103,-3.734146,0.2638662,100.0,0.19349524
39102.65,294.732,0.41929218,-4.4250487e-06,-109.2009605926035,17.25,28900,[-1.331  1.08  -0.555  0.72  -1.094],518926,0.3265625,2575.5034449100494,1.1483091,86.70061,0.036601823,566.2864,100,8.817711,289,312.2237,1.0634934,3.484118,,,2.5515273,1.5731667,-4.2837677,0.32797024,100.0,0.19403148
30663.27,290.65405,0.34888285,5.1116945e-06,-109.38592894095692,17.39,29000,[-1.341  1.08  -0.553  0.709 -1.092],520665,0.34265852,2582.8403985500336,1.0793422,86.76701,0.036417514,558.5188,100,6.0332108,290,310.28967,1.0547411,4.021202,,,2.3106267,1.2040294,-3.850502,0.5380633,100.0,0.19208148
373848960.0,313.2691,46.181213,-1.3732911e-06,-109.28379832234228,16.94,29100,[-1.324  1.074 -0.55   0.711 -1.076],522359,0.3426228,2590.9217195510864,14.593731,86.48335,0.17455637,2513.7417,100,7.280243,291,1283.7662,5.560195,479.6097,,,2.3630729,407.66882,-4.135208,0.0077536064,100.0,3.1272337
30518.615,268.57623,0.3616713,-2.2888185e-06,-110.06241798931019,17.62,29200,[-1.282  1.095 -0.528  0.747 -1.076],524121,0.35628667,2603.0057697296143,1.1078731,86.91822,0.036851827,545.17664,100,8.595428,292,279.78723,1.0376495,2.526655,,,2.3955138,1.254568,-3.6827316,0.5622408,100.0,0.19295119
42620.297,292.49902,0.41633573,7.400513e-06,-109.76969246681192,17.16,29300,[-1.273  1.093 -0.535  0.748 -1.063],525837,0.35294095,2611.020745754242,1.1440411,86.57545,0.036419064,558.5513,100,7.5083694,293,299.99954,1.0378332,3.018599,,,2.3411977,1.4608576,-3.4092941,0.24777892,100.0,0.19355687
40617.727,253.21371,0.4381108,8.7738035e-06,-110.14962134767397,18.04,29400,[-1.265  1.1   -0.529  0.741 -1.066],527641,0.35533187,2618.5611975193024,1.1966137,87.17511,0.03818343,539.2236,100,7.024498,294,270.70633,1.0568602,2.4390676,,,2.418552,1.2967535,-3.6983566,0.46347335,100.0,0.19773275
58233.363,236.9302,0.57178813,5.264282e-06,-110.53548918261691,18.66,29500,[-1.276  1.099 -0.524  0.741 -1.064],529507,0.35750747,2627.304044008255,1.2367013,87.57431,0.039563417,543.0437,100,7.763504,295,265.05347,1.1131151,4.4698305,,,2.5758495,1.8473592,-4.144699,0.29176053,100.0,0.20164478
622290.44,233.51172,1.7903843,3.7384034e-06,-111.20036146812923,18.87,29600,[-1.259  1.104 -0.524  0.749 -1.061],531394,0.3548213,2635.741189479828,2.6549037,87.61977,0.055521768,613.9796,100,7.423691,296,296.9448,1.2723027,11.051518,,,2.3841074,6.9384255,-3.3574524,0.022169523,100.0,0.3140006
24539.299,276.4035,0.31608492,-2.4414062e-06,-109.72273771131093,17.61,29700,[-1.238  1.112 -0.526  0.735 -1.064],533155,0.34935853,2645.3227639198303,1.0958743,86.92652,0.037133858,546.73975,100,8.578598,297,290.8012,1.040626,3.0585155,,,2.587588,1.2520095,-3.963829,0.36329353,100.0,0.19466475
34826.03,259.92572,0.37861243,-2.0599366e-06,-109.84587639950227,17.61,29800,[-1.231  1.105 -0.53   0.742 -1.07 ],534916,0.34838286,2652.6274292469025,1.1168122,86.89181,0.03744163,543.79236,100,6.7714615,298,268.89978,1.0381026,3.1607046,,,2.4439273,1.3073316,-3.8135147,0.28951767,100.0,0.19644573
41003.613,256.32266,0.4510905,-5.1879883e-06,-110.57912522105404,18.22,29900,[-1.229  1.105 -0.531  0.753 -1.071],536738,0.3442441,2659.83095908165,1.1615993,87.256165,0.038007006,524.3672,100,8.503983,299,264.3195,1.0377619,2.4634554,,,2.6022446,1.2619901,-3.5018234,0.30850744,100.0,0.1956929
43165.48,244.69696,0.45609528,3.4332274e-06,-109.85030645054093,18.02,30000,[-1.243  1.104 -0.527  0.751 -1.075],538540,0.3579032,2667.573016643524,1.1379235,87.21933,0.03796921,544.8288,100,5.020447,300,261.64325,1.0656953,3.7453904,,,2.195001,1.5600522,-3.8434143,0.16494238,100.0,0.19676054
429153.84,264.73447,1.4256035,-9.07898e-06,-109.46842818939247,17.7,30100,[-1.243  1.107 -0.533  0.761 -1.061],540310,0.36019626,2675.862131357193,2.1747978,86.977905,0.045570284,601.9131,100,6.7512894,301,297.47653,1.1709863,8.573672,,,2.4250777,2.8263414,-3.8641052,0.08759573,100.0,0.24725771
2746.1887,236.91663,0.117951505,-1.0375977e-05,-110.85449570079402,19.01,30200,[-1.225  1.112 -0.543  0.764 -1.059],542211,0.36168113,2683.5336470603943,1.0166733,87.7318,0.03834792,493.0678,100,7.3466263,302,242.8268,1.0164503,1.4858491,,,2.4396803,1.0555223,-5.687378,0.72721976,100.0,0.19289736
201807.5,295.2898,0.8960073,1.373291e-05,-109.00638854929268,16.98,30300,[-1.234  1.116 -0.54   0.764 -1.057],543909,0.36231032,2690.743547677994,1.1942389,86.556816,0.03895016,627.71954,100,5.6129684,303,335.0142,1.1697586,9.433159,,,2.259898,2.7710385,-4.076645,0.16107093,100.0,0.21152253
120130.39,236.54523,0.7745617,-8.163453e-06,-110.67089864545648,18.75,30400,[-1.261  1.139 -0.525  0.767 -1.057],545784,0.35726827,2699.7412543296814,1.5188446,87.60125,0.044399206,566.18896,100,6.6022644,304,285.59232,1.1640075,5.002898,,,2.8963826,2.242901,-4.025978,0.16207346,100.0,0.22935861
5300.836,312.01154,0.14964664,-3.8146973e-06,-109.98402928237567,17.35,30500,[-1.271  1.133 -0.524  0.777 -1.062],547519,0.35938066,2709.3972408771515,1.019357,86.70346,0.0349477,539.9118,100,6.3548813,305,315.19183,1.0087326,1.5273663,,,2.3492758,1.0453196,-3.7056808,0.7278513,100.0,0.18432957
76573920.0,239.2717,19.338224,8.087158e-06,-110.11166960183364,18.47,30600,[-1.262  1.131 -0.526  0.777 -1.06 ],549366,0.36572406,2716.8218715190887,36.27201,87.43676,0.19894218,1537.9053,100,6.2694855,306,737.9832,3.2780344,194.65686,,,2.291676,94.03785,-4.3922195,0.0020711955,100.0,2.2389302
15037.463,288.8115,0.2616281,7.019043e-06,-109.73741671481184,17.43,30700,[-1.217  1.144 -0.543  0.786 -1.053],551109,0.3771114,2729.05069899559,1.0620761,86.80604,0.036029186,557.16644,100,6.3559647,307,304.74097,1.0530025,2.3368304,,,2.2446527,1.431715,-4.001953,0.6273356,100.0,0.18980286
7363682.5,314.68268,6.0811334,-6.027222e-06,-109.31774377199183,17.04,30800,[-1.216  1.153 -0.537  0.789 -1.042],552813,0.37230805,2738.0124311447144,9.454006,86.5688,0.087154694,858.8634,100,6.8591537,308,428.19254,1.7023535,60.629993,,,2.3181581,92.39073,-4.059433,0.0050819432,100.0,1.1782502
314832.88,279.09827,1.1375362,4.8828124e-06,-109.42154255416575,17.14,30900,[-1.19   1.166 -0.549  0.822 -1.047],554527,0.37181947,2748.203038215637,1.8430938,86.58732,0.043362286,609.8774,100,10.568367,309,313.0403,1.1393895,10.527447,,,2.8503547,2.776756,-3.9367905,0.056972302,100.0,0.23773506
10376070.0,264.22235,6.92551,-2.670288e-06,-110.33784988826731,17.89,31000,[-1.213  1.166 -0.542  0.831 -1.047],556316,0.37563226,2756.7432990074158,9.554202,87.05895,0.1060008,887.04584,100,6.5622787,310,404.8047,1.7995974,68.55696,,,2.4693108,62.63247,-3.5202255,0.0011918059,100.0,1.0131493
17591.635,292.3362,0.27538082,6.866455e-06,-109.80756542499928,17.34,31100,[-1.259  1.171 -0.518  0.807 -1.043],558050,0.3651304,2765.0981919765472,1.0765574,86.74992,0.035879172,556.8135,100,7.018364,311,307.48846,1.0449404,2.4120166,,,2.3873873,1.3713593,-3.8457947,0.49940333,100.0,0.18943529
28963.299,282.01428,0.3662965,-3.0517579e-06,-110.13358333822295,17.81,31200,[-1.255  1.179 -0.513  0.803 -1.054],559831,0.35693184,2773.2350599765778,1.1311555,87.04268,0.03692731,539.62665,100,6.6425476,312,293.952,1.0434797,2.1238325,,,2.4488857,1.2595068,-3.4701614,0.2511859,100.0,0.19231944
102504.836,234.44598,0.7075664,3.5095215e-06,-110.83250162913619,18.39,31300,[-1.263  1.176 -0.509  0.799 -1.062],561670,0.34988177,2780.46875,1.3424709,87.33572,0.040983148,553.70056,100,8.889587,313,258.6774,1.1087736,5.6072125,,,2.43845,1.6083544,-4.922043,0.19261727,100.0,0.21109349
3383.8696,251.42377,0.12124082,2.0599366e-06,-110.3237329816111,17.8,31400,[-1.268  1.165 -0.511  0.803 -1.069],563450,0.34803098,2788.8130781650543,1.0171496,86.98897,0.03586419,531.57904,100,9.728836,314,257.6392,1.0210129,1.6047575,,,2.4912357,1.1666247,-4.464348,0.7357584,100.0,0.18668018
98305.59,294.94348,0.6687967,-6.6375733e-06,-109.76692737581027,17.66,31500,[-1.262  1.161 -0.509  0.799 -1.071],565216,0.34268442,2795.8170490264893,1.3369653,86.9592,0.04010509,586.9609,100,8.154274,315,332.4276,1.1358049,5.5688114,,,2.537437,1.6584429,-3.849968,0.26589856,100.0,0.21098797
485352.12,303.0282,1.5390806,1.0986329e-05,-110.18263271661361,17.8,31600,[-1.263  1.163 -0.522  0.806 -1.076],566996,0.33693781,2803.3884093761444,1.5208101,87.05743,0.045002636,603.5525,100,8.416336,316,344.0247,1.1771029,23.281633,,,2.7161713,6.676747,-4.2615814,0.13672085,100.0,0.25331634
11713.564,243.2374,0.22687732,3.0517577e-07,-109.9102713291451,18.03,31700,[-1.266  1.179 -0.505  0.8   -1.082],568799,0.33911836,2812.9065697193146,1.0742278,87.15095,0.03741028,530.49603,100,7.7266235,317,255.33499,1.0384585,2.1780233,,,2.6781545,1.1896262,-3.799675,0.48406914,100.0,0.19359723
10118.535,254.04883,0.21233709,-9.9182125e-06,-110.23364877861539,18.13,31800,[-1.266  1.178 -0.504  0.806 -1.08 ],570612,0.34803542,2821.3981223106384,1.045274,87.23885,0.037209604,523.12866,100,5.7485275,318,262.24976,1.0261898,2.035019,,,2.2456768,1.1192734,-4.241028,0.57478,100.0,0.19189449
24284.719,260.64917,0.34330347,2.4414062e-06,-110.2708254634577,18.22,31900,[-1.265  1.178 -0.503  0.799 -1.071],572434,0.34106997,2829.108168363571,1.1310136,87.30364,0.038034067,535.42334,100,8.210167,319,280.53287,1.0577233,2.3519964,,,2.442283,1.1896763,-4.741089,0.49433786,100.0,0.19575295
50850.633,246.59964,0.51138353,1.2207031e-06,-110.34301985643825,18.22,32000,[-1.274  1.178 -0.498  0.8   -1.078],574256,0.34377322,2836.666456222534,1.2353377,87.24925,0.038586486,539.2586,100,8.499046,320,263.5444,1.0727934,3.0166159,,,2.503371,1.4406389,-4.4505157,0.285449,100.0,0.19891438
93104.98,286.67828,0.6288798,9.307862e-06,-110.11832777780371,17.37,32100,[-1.282  1.17  -0.498  0.798 -1.075],575993,0.34974453,2843.801042318344,1.3059541,86.70589,0.04049355,586.2677,100,7.4061203,321,315.8601,1.1071233,4.3976736,,,2.1097717,2.2083666,-3.1012573,0.2423692,100.0,0.216311
8246534.0,271.45877,6.542383,7.6293944e-08,-110.37633374847024,18.03,32200,[-1.267  1.163 -0.507  0.814 -1.069],577796,0.359216,2851.722019433975,6.615527,87.153336,0.07895816,941.80817,100,7.300789,322,489.26343,1.9528878,56.799034,,,2.4155076,35.850502,-3.522705,0.014361215,100.0,0.6560787
30776.543,260.91486,0.3720891,4.8065185e-06,-110.3060170190451,17.88,32300,[-1.287  1.154 -0.493  0.779 -1.06 ],579584,0.37207547,2861.6169679164886,1.1233981,87.05733,0.037356097,549.0809,100,10.213104,323,283.69455,1.0657235,2.3266559,,,2.3393033,1.2390966,-3.6408463,0.37142426,100.0,0.19416958
161300.19,254.2284,0.8323407,3.890991e-06,-110.75774011966516,18.43,32400,[-1.273  1.151 -0.499  0.782 -1.047],581427,0.3589132,2869.6644003391266,1.4271487,87.34949,0.045756646,598.3205,100,8.250298,324,303.58273,1.1967071,7.752071,,,2.659198,2.7233667,-3.722847,0.119733185,100.0,0.2414696
911464.25,319.88654,1.9434398,5.569458e-06,-109.63687285167737,17.16,32500,[-1.279  1.152 -0.498  0.761 -1.06 ],583143,0.33780032,2879.1368758678436,2.7346766,86.60233,0.05461932,657.9566,100,6.1468735,325,373.58197,1.2339215,18.352827,,,2.290703,7.8729134,-3.5450897,0.04638008,100.0,0.3320472
894.5034,250.15266,0.064815946,6.8664554e-07,-110.56327579849817,18.47,32600,[-1.264  1.169 -0.489  0.743 -1.081],584990,0.3352107,2887.766135454178,1.0041515,87.38742,0.037021212,502.53854,100,5.814369,326,251.3937,1.0038334,1.1767515,,,2.3968627,1.0095637,-3.5693436,0.81267226,100.0,0.18903421
