J_sample_variance,InitialBound,StdIW,InitialReturnMean,EpRewMean,EpLenMean,EpisodesSoFar,Weights,TimestepsSoFar,MeanEntropy,TimeElapsed,EmpiricalD2,ReturnStepMaxmin,MeanD2w0t,ReturnMeanIW,EpThisIter,InitialReturnMax,Iteration,Bound,MeanIW,MaxIW,MinD2w0t,EntropyCoefficient,InitialReturnStd,MaxD2w0t,InitialReturnMin,MinIW,ReturnStepMax,StdD2w0t
20811.105,256.02438,0.29672906,6.1035155e-07,-109.8403828736401,18.13,8100,[-1.03   0.963 -0.734  0.857 -0.54 ],139270,0.87370735,725.5568664073944,1.0676495,87.27548,0.037903756,524.6796,100,9.491158,81,264.2392,1.0329067,2.7756658,,10.0,2.6383467,1.2182684,-4.1363983,0.4467568,100.0,0.19556352
25387.578,329.89697,0.32781512,-3.967285e-06,-109.31654070680908,17.16,8200,[-1.034  0.975 -0.724  0.846 -0.545],140986,0.85787296,732.9236588478088,1.1132073,86.70775,0.035620555,557.45465,100,10.225784,82,341.97366,1.0372772,2.172519,,10.0,2.5255017,1.1553968,-3.399681,0.31599948,100.0,0.18906567
478754.94,299.16312,1.4813285,-2.822876e-06,-109.37019588766925,17.52,8300,[-1.031  0.981 -0.729  0.847 -0.561],142738,0.86669695,742.4972143173218,2.3742583,86.88459,0.048836812,635.91534,100,9.189232,83,357.0101,1.2305169,9.87369,,10.0,2.499071,4.669199,-3.9703674,0.039292336,100.0,0.27377287
334048.53,290.8709,1.1730758,-6.3323973e-06,-109.13485181000856,17.06,8400,[-0.998  1.01  -0.718  0.831 -0.552],144444,0.88246936,751.1835036277771,2.0991259,86.63835,0.046700433,688.0653,100,7.665985,84,380.51498,1.293261,7.4105625,,10.0,2.4396327,5.197645,-3.6564636,0.116370976,100.0,0.265955
39629.156,301.03302,0.40218416,1.6784668e-06,-108.82964487856047,17.27,8500,[-1.04   1.022 -0.689  0.805 -0.536],146171,0.86733466,759.9297022819519,1.123157,86.817986,0.03693428,556.9871,100,6.0998306,85,315.58575,1.0484121,2.639947,,10.0,2.4180956,1.3165135,-3.9121246,0.34292084,100.0,0.1956888
658011.9,267.19925,1.9630338,-2.2125244e-06,-109.51035922623551,17.79,8600,[-1.025  1.003 -0.698  0.815 -0.552],147950,0.88445807,768.4688982963562,1.9905846,87.10343,0.044045884,615.2485,100,6.1331635,86,289.67227,1.230706,15.455713,,10.0,2.644919,3.9300568,-4.3997574,0.15288323,100.0,0.23860367
4715.736,242.11111,0.15572971,-9.384155e-06,-110.34257532455837,18.81,8700,[-1.041  0.983 -0.689  0.801 -0.534],149831,0.90034634,777.3431279659271,1.0214458,87.65985,0.037948936,494.40335,100,9.085678,87,245.44234,1.0105233,1.513616,,10.0,2.74499,1.0337578,-4.3183136,0.72315633,100.0,0.1919383
168081.48,288.12347,0.87132066,-2.0599366e-06,-109.37865477095067,17.6,8800,[-1.049  0.983 -0.688  0.801 -0.519],151591,0.9189785,784.9207262992859,1.2790221,86.98227,0.03956773,561.2069,100,7.3880844,88,302.8267,1.0804099,7.057957,,10.0,2.4826372,1.8314198,-4.046585,0.2526884,100.0,0.20861599
748308700.0,291.87662,57.38788,2.8991699e-06,-109.62509094319007,17.72,8900,[-1.062  0.984 -0.676  0.775 -0.5  ],153363,1.0321956,793.5686476230621,82.60746,86.98995,1.0870205,3340.343,100,7.5532074,89,1202.3156,6.8255687,1293.3838,,10.0,2.5574622,429.86362,-4.639717,0.016640294,100.0,13.118214
6169.2593,243.97156,0.18207958,2.8991699e-06,-111.1145588691574,19.03,9000,[-1.128  1.02  -0.635  0.831 -0.387],155266,1.0302368,809.6845870018005,1.022517,87.76671,0.03864155,496.29022,100,6.2460785,90,248.99448,1.0230758,2.2439141,,10.0,2.507913,1.1380082,-5.0042725,0.5861117,100.0,0.19431177
706443.0,247.91129,1.9016721,-6.713867e-06,-110.66557624212167,18.5,9100,[-1.136  1.033 -0.628  0.838 -0.389],157116,1.023584,817.8652741909027,3.2984633,87.48018,0.05554418,666.8516,100,5.699608,91,333.6332,1.3791965,10.737263,,10.0,2.3689137,4.2424245,-3.7950668,0.06134968,100.0,0.3109206
31748.24,232.14255,0.4171395,-2.8991699e-06,-111.38518680720526,19.29,9200,[-1.188  1.017 -0.611  0.839 -0.395],159045,1.0449524,828.2353596687317,1.147403,87.9207,0.040590864,502.82297,100,7.339691,92,246.67514,1.0518118,3.4080248,,10.0,2.272429,1.2656548,-4.2217865,0.3697995,100.0,0.20287354
45328.55,228.24939,0.48018336,9.155273e-07,-111.70948171279102,19.31,9300,[-1.216  1.016 -0.609  0.849 -0.374],160976,1.0408908,837.3397786617279,1.1581147,87.81868,0.04131426,499.10623,100,5.7298965,93,234.88107,1.0416465,3.7861118,,10.0,2.1243339,1.4659094,-3.355812,0.27023137,100.0,0.20673107
1612.6051,225.51639,0.09467056,-5.645752e-06,-111.3742327597693,19.3,9400,[-1.223  1.031 -0.61   0.837 -0.378],162906,1.047699,845.0789134502411,1.0090077,87.88345,0.03874852,482.7852,100,6.6817856,94,227.58777,1.0087987,1.3225248,,10.0,2.4062667,1.0385482,-4.037758,0.7862865,100.0,0.19337751
62074.367,257.78024,0.56179833,1.1062622e-05,-110.79175982092694,18.42,9500,[-1.235  1.033 -0.609  0.84  -0.371],164748,1.0530732,852.8805615901947,1.2410932,87.40761,0.04003505,541.7473,100,8.144569,95,278.06055,1.0827993,3.4371758,,10.0,2.4818332,1.6745307,-3.9099503,0.18664299,100.0,0.20556372
22516.545,245.67007,0.33454964,-2.670288e-06,-110.66188074366848,18.63,9600,[-1.201  1.029 -0.622  0.862 -0.366],166611,1.0639273,860.3735828399658,1.1041906,87.58382,0.038778767,510.00827,100,6.063217,96,253.45934,1.0311671,2.4565659,,10.0,2.2156322,1.2092853,-3.8716278,0.5047452,100.0,0.19727096
241200350.0,247.63762,34.23898,7.6293946e-07,-111.05541385020071,18.68,9700,[-1.216  1.026 -0.618  0.871 -0.355],168479,1.0463772,868.5493006706238,118.2997,87.53532,0.5458389,1958.7865,100,5.248062,97,897.8447,4.1474338,1177.5388,,10.0,2.1263514,639.42017,-4.1163025,0.000526777,100.0,9.097859
58544.81,224.41223,0.5667065,3.5858154e-06,-111.7271719987572,19.24,9800,[-1.336  0.992 -0.602  0.902 -0.373],170403,1.0489498,879.9033329486847,1.2694318,87.93588,0.041232657,506.37244,100,7.2049255,98,235.08301,1.0541503,3.4743671,,10.0,2.1113608,1.4549035,-4.8325577,0.17587608,100.0,0.20673373
16740.416,247.10077,0.3007334,4.653931e-06,-111.21230977737106,19.14,9900,[-1.3    0.99  -0.612  0.904 -0.37 ],172317,1.0408642,888.0109012126923,1.0952139,87.905846,0.040144347,506.2849,100,6.287079,99,260.46545,1.0532783,2.1007946,,10.0,2.3411314,1.3007357,-3.8100052,0.344055,100.0,0.20142677
39431.0,228.98709,0.44880068,-6.8664554e-07,-111.59033541552199,19.46,10000,[-1.298  0.992 -0.621  0.927 -0.378],174263,1.0844814,897.1270227432251,1.1393844,87.88046,0.041890908,507.1303,100,4.7927856,100,245.54129,1.0705158,3.4234645,,,2.0599997,1.3128484,-3.4896088,0.4417566,100.0,0.2084591
7578.8315,214.7002,0.19581407,-9.155273e-07,-111.76454274372992,19.32,10100,[-1.306  0.996 -0.626  0.923 -0.334],176195,1.0576171,905.6055307388306,1.040453,87.91455,0.039532352,497.2044,100,6.0765686,101,226.08115,1.0384288,1.5490716,,,2.123224,1.0913621,-3.7999573,0.42744967,100.0,0.19720611
1066830.9,198.2215,3.064746,6.3323973e-06,-112.73622362221187,20.42,10200,[-1.297  0.994 -0.627  0.916 -0.361],178237,1.0561429,913.6258518695831,2.797421,88.49754,0.059321437,598.49713,100,5.1249847,102,249.255,1.4096917,25.887646,,,2.3637767,6.346183,-4.5702057,0.027598688,100.0,0.32218698
40206.22,211.60779,0.46689686,-3.8146973e-07,-112.16431316626347,19.71,10300,[-1.279  1.007 -0.658  0.95  -0.363],180208,1.0468386,923.5213196277618,1.182716,88.2736,0.04294833,498.6117,100,5.693985,103,224.8385,1.0638609,3.2092981,,,2.0695539,1.6572158,-3.6740646,0.27316093,100.0,0.21278884
9282.94,205.34091,0.24124779,6.1035155e-07,-112.36140829124302,20.03,10400,[-1.275  0.986 -0.665  0.969 -0.372],182211,1.0428514,931.664125919342,1.0703028,88.37522,0.040896874,473.41687,100,5.8781357,104,211.57913,1.0275929,1.7321265,,,2.2658496,1.1092551,-3.4490738,0.5544387,100.0,0.2002539
72623.48,209.50812,0.65275174,6.1035155e-07,-111.98534741605654,19.7,10500,[-1.267  0.989 -0.672  0.974 -0.376],184181,1.028779,939.4263896942139,1.3078438,88.177315,0.042690672,493.2795,100,4.2922363,105,217.09546,1.0550866,4.163158,,,1.8972101,1.3998506,-3.2273407,0.17425862,100.0,0.21159148
698718.4,234.98227,2.0088573,2.9754638e-06,-111.45514838841706,18.75,10600,[-1.243  0.998 -0.677  0.971 -0.39 ],186056,1.007362,948.0080528259277,3.36369,87.54812,0.05721381,704.2989,100,6.4156265,106,350.18924,1.4954938,11.621105,,,2.1745985,4.281923,-3.6525192,0.030847916,100.0,0.31906104
15924.258,220.62106,0.28752762,1.5258789e-06,-111.72444380904366,19.27,10700,[-1.28   0.974 -0.662  0.967 -0.412],187983,0.9991736,957.5549402236938,1.1001995,88.155365,0.040798146,514.07635,100,4.936203,107,240.23083,1.0740181,2.4824858,,,1.8399167,1.3807448,-3.1420593,0.48055094,100.0,0.20418322
227069.58,214.26785,1.1551292,3.0517577e-07,-112.06409542268305,19.6,10800,[-1.287  0.975 -0.669  0.994 -0.42 ],189943,0.97445303,965.5192034244537,1.8687443,88.23789,0.049301337,535.2355,100,6.0126343,108,237.98157,1.1461971,7.4396553,,,2.1158776,2.841982,-3.5797882,0.070938885,100.0,0.2508688
15598.217,200.64688,0.2943674,-1.3732911e-06,-112.68580974528857,20.13,10900,[-1.32   0.963 -0.662  1.008 -0.445],191956,0.94141674,974.2718191146851,1.076354,88.33534,0.041983917,486.49503,100,4.4706573,109,216.59763,1.0593678,1.8381019,,,1.9798105,1.1558193,-3.2765503,0.4206285,100.0,0.20507732
8745.761,203.87659,0.22098944,5.340576e-07,-112.34434448690631,19.9,11000,[-1.333  0.969 -0.656  0.998 -0.477],193946,0.9283524,982.5092916488647,1.0460111,88.39481,0.040688436,478.19156,100,4.9409637,110,210.60626,1.0261991,1.6449572,,,1.9722844,1.1121868,-3.2846832,0.58739424,100.0,0.19988094
1215836.4,207.00336,2.5876443,-9.231568e-06,-112.72007942124134,19.96,11100,[-1.346  0.971 -0.652  0.987 -0.491],195942,0.98278755,990.7047140598297,3.2305927,88.119965,0.06602459,654.74554,100,6.2282944,111,293.06805,1.4303414,19.926708,,,2.1546338,7.5377407,-4.203438,0.079722345,100.0,0.3603747
23785.256,204.51654,0.3696902,-6.1035157e-06,-112.37836254658187,20.0,11200,[-1.288  0.957 -0.682  1.013 -0.436],197942,0.9832382,1001.2116599082947,1.1130235,88.621185,0.041562,477.81464,100,6.3157196,112,212.23749,1.0308015,2.5711112,,,2.024239,1.2335196,-3.3559647,0.4538375,100.0,0.20377392
5831.625,231.27185,0.16584645,3.8146973e-07,-111.9362225368257,19.17,11300,[-1.266  0.951 -0.695  1.019 -0.436],199859,0.96988165,1009.8103115558624,1.0228231,87.83417,0.039005894,495.40768,100,4.8415833,113,236.97174,1.0205525,1.5120065,,,1.9953355,1.0922718,-3.10363,0.56869423,100.0,0.19538051
10379.59,201.59381,0.24922566,1.2207031e-06,-112.4610763501956,20.06,11400,[-1.262  0.943 -0.703  1.024 -0.449],201865,0.9532902,1018.1268403530121,1.05789,88.50818,0.040857576,474.86667,100,4.9332657,114,209.9527,1.0290511,1.7101036,,,2.1131015,1.0823576,-3.520752,0.42668796,100.0,0.19987202
28949.578,268.07953,0.38997072,-2.7465821e-06,-111.22066969181438,18.39,11500,[-1.247  0.943 -0.706  1.023 -0.466],203704,0.96907556,1026.2574362754822,1.1515069,87.42087,0.038246185,534.499,100,5.3667755,115,287.1422,1.0649792,2.7661834,,,1.8839357,1.3238698,-3.248558,0.39801556,100.0,0.19595556
581546400.0,247.69379,52.87513,-1.2969971e-06,-111.51498949110075,18.95,11600,[-1.225  0.95  -0.707  1.032 -0.45 ],205599,1.0244529,1034.3378813266754,70.41071,87.958626,1.0426751,2890.9465,100,5.344261,116,1475.1626,6.2461886,537.4969,,,2.0105796,1661.014,-3.290062,0.00806682,100.0,25.38949
5452.3105,242.40352,0.1668423,-8.850097e-06,-111.31186987798503,18.83,11700,[-1.242  0.971 -0.695  0.935 -0.394],207482,1.0268574,1050.333369731903,1.0198852,87.651535,0.038145494,504.12656,100,6.404114,117,250.47008,1.0252684,1.8701054,,,2.0851128,1.0763941,-3.2552948,0.54623044,100.0,0.19284384
11927.404,262.30994,0.23191518,2.822876e-06,-111.00402696653087,18.77,11800,[-1.219  0.96  -0.696  0.94  -0.392],209359,1.0317359,1057.797858953476,1.047295,87.681656,0.03878431,506.83505,100,6.1100235,118,271.6986,1.0285702,2.2435155,,,2.2837784,1.1578814,-3.859352,0.581426,100.0,0.19646816
8389.129,215.2062,0.20934054,1.663208e-05,-111.86587415059425,19.48,11900,[-1.22   0.949 -0.708  0.953 -0.387],211307,1.0219725,1066.0601522922516,1.0601805,88.28029,0.04020586,493.12238,100,5.0371933,119,227.07693,1.0376761,1.7042197,,,2.1442096,1.1705956,-3.5191803,0.5116796,100.0,0.19979209
31482.67,238.46436,0.4040708,6.8664554e-07,-111.17710813593904,18.76,12000,[-1.223  0.96  -0.705  0.941 -0.397],213183,1.0083399,1074.6136388778687,1.1651188,87.58412,0.039070737,518.8662,100,6.9823685,120,253.7395,1.0541652,2.2993414,,,2.1848578,1.2532351,-3.2537766,0.44535673,100.0,0.19812053
19099.37,214.58133,0.32748395,-1.7089844e-05,-111.7857060284735,19.49,12100,[-1.244  0.953 -0.701  0.937 -0.411],215132,1.0097731,1082.461424589157,1.1076117,88.09969,0.040688317,494.55472,100,5.737343,121,225.2933,1.0441499,2.3959317,,,2.2528844,1.2523315,-3.8002167,0.32889527,100.0,0.20221946
2263.707,223.19186,0.110915005,-6.6375733e-06,-111.40838914475819,19.37,12200,[-1.247  0.937 -0.707  0.946 -0.409],217069,1.0208417,1091.2645432949066,1.0108993,87.95485,0.038922172,480.20383,100,5.7071304,122,224.67557,1.0064411,1.6073905,,,2.308101,1.0282127,-3.8873596,0.8197543,100.0,0.19388072
77434.61,204.94519,0.66253805,2.8991699e-06,-111.67667580299585,20.07,12300,[-1.245  0.933 -0.706  0.945 -0.398],219076,1.0216311,1100.1735208034515,1.3503402,88.31285,0.04677384,506.42615,100,7.8697586,123,231.17764,1.1115116,4.3700585,,,2.6812217,2.112006,-3.9618607,0.29958504,100.0,0.23173898
19546.39,235.71457,0.3083893,,-110.82152434207228,18.8,12400,[-1.232  0.943 -0.705  0.92  -0.397],220956,1.010103,1108.7925219535828,1.0931318,87.71899,0.039362643,508.27585,100,6.6454086,124,245.61868,1.0359753,2.5473335,,,2.3486745,1.3015685,-3.8258286,0.41228148,100.0,0.19940767
81709.555,231.51877,0.6719946,4.653931e-06,-111.09403513621697,19.1,12500,[-1.236  0.934 -0.708  0.934 -0.409],222866,1.0365897,1118.1127347946167,1.2400429,87.95078,0.04071519,518.49475,100,5.582634,125,249.5755,1.0784367,4.58971,,,2.1543715,1.4425224,-3.4948044,0.33091015,100.0,0.20481013
362817.84,233.88791,1.3659167,-7.93457e-06,-111.63134256424077,19.44,12600,[-1.204  0.936 -0.713  0.944 -0.382],224810,1.0304191,1127.2768790721893,1.8531069,87.97002,0.054718446,616.83545,100,8.720779,126,323.7096,1.3117069,10.713522,,,2.4032304,7.818148,-4.2442703,0.083632566,100.0,0.31096038
18365.89,246.18745,0.30003774,5.8746336e-06,-111.16735361984652,18.88,12700,[-1.149  0.907 -0.747  0.983 -0.388],226698,1.0154675,1136.8326976299286,1.0830919,87.94747,0.03954302,519.865,100,5.7184143,127,266.38977,1.0630442,2.2672424,,,2.1808655,1.2277942,-3.6214523,0.50874496,100.0,0.19980188
91038.66,276.9345,0.6440148,-2.1438598e-05,-110.929285740183,18.37,12800,[-1.119  0.899 -0.747  0.962 -0.404],228535,1.0386105,1145.2862544059753,1.3216335,87.34879,0.043394513,549.94434,100,5.7688065,128,300.5915,1.0957961,4.162267,,,2.04635,2.1795354,-3.624092,0.21752821,100.0,0.22423986
10129.693,228.66296,0.23212126,1.0681152e-06,-111.26491469358005,19.16,12900,[-1.09   0.916 -0.726  0.932 -0.38 ],230451,1.0511249,1153.9016876220703,1.0556498,87.93248,0.039211288,493.88974,100,4.443596,129,234.94974,1.0237278,1.9008396,,,2.0507605,1.0944604,-3.4654007,0.5890064,100.0,0.1964824
74013.59,259.01746,0.5919826,3.890991e-06,-110.75154875947047,18.54,13000,[-1.087  0.908 -0.723  0.934 -0.368],232305,1.0215137,1162.3722853660583,1.2570232,87.445045,0.042528514,539.5439,100,5.0440216,130,279.46027,1.0813892,3.6444736,,,2.179503,1.903664,-4.6379013,0.11366611,100.0,0.21841314
81985.17,214.17456,0.65803766,5.9509275e-06,-112.04263642305042,19.6,13100,[-1.104  0.941 -0.705  0.916 -0.397],234265,1.031891,1172.1495361328125,1.3612269,88.01206,0.046394367,522.147,100,9.298737,131,235.54654,1.1072878,3.7843006,,,2.384621,2.9724388,-4.6944504,0.12071675,100.0,0.23380622
23405.81,199.34653,0.3746662,3.0517577e-07,-112.33744196810945,20.25,13200,[-1.096  0.915 -0.716  0.942 -0.387],236290,1.039178,1179.900083065033,1.136612,88.435455,0.043149073,496.77002,100,5.8095016,132,220.98111,1.092719,3.0062454,,,2.2902844,1.5547278,-3.991806,0.2708865,100.0,0.21063736
65904.92,254.52567,0.5747421,1.3732911e-06,-111.13158190335272,18.67,13300,[-1.088  0.924 -0.716  0.963 -0.38 ],238157,1.0605164,1188.2845895290375,1.2248313,87.67876,0.04041625,535.78186,100,6.4082947,133,279.98508,1.0849298,4.6973243,,,2.1676733,1.4444833,-3.4488678,0.18725151,100.0,0.20586956
34282.484,221.75543,0.41011435,-9.460449e-06,-111.06056750350349,19.08,13400,[-1.059  0.917 -0.731  0.974 -0.358],240065,1.0566384,1197.5916447639465,1.102508,87.83489,0.040733155,510.313,100,5.167328,134,235.2348,1.0573328,2.805711,,,2.0216842,1.4671497,-4.4336624,0.25656453,100.0,0.2050052
4061488.8,178.8794,5.2619348,-4.5776366e-07,-112.71895926664195,21.19,13500,[-1.065  0.932 -0.715  0.953 -0.362],242184,1.079104,1206.287127494812,8.298288,88.87936,0.10697639,736.831,100,5.9628677,135,330.82632,1.7673278,52.79702,,,2.4297543,36.252937,-3.689804,0.016952474,100.0,0.7825427
262169000.0,220.26038,48.71515,-9.155273e-07,-110.94078552239397,19.06,13600,[-0.982  0.948 -0.723  0.915 -0.34 ],244090,1.0716562,1217.4972257614136,26.869001,87.757286,0.3143482,2057.7214,100,5.0347214,136,763.0515,5.60587,512.0762,,,2.190181,764.25336,-3.9387054,0.007836244,100.0,8.198747
3878.9404,215.014,0.14303747,-4.5013426e-06,-111.48828520886563,19.32,13700,[-0.984  0.942 -0.792  1.009 -0.347],246022,1.0597194,1228.7834277153015,1.0256592,88.19635,0.039168183,488.78406,100,5.724228,137,221.71487,1.020534,1.4248481,,,2.1675305,1.052644,-3.8482742,0.66963804,100.0,0.19538991
102701.9,219.61824,0.73246545,6.027222e-06,-111.22945623348646,19.6,13800,[-0.994  0.941 -0.794  1.019 -0.359],247982,1.0918244,1237.343344926834,1.3041421,88.117775,0.04575955,536.7924,100,5.5229263,138,255.20123,1.1515938,7.4195237,,,2.151498,2.016831,-5.0019836,0.18374798,100.0,0.22839165
3346.6025,245.97147,0.12379113,-6.2561035e-06,-110.76291891636959,18.3,13900,[-0.991  0.951 -0.771  0.983 -0.327],249812,1.0815781,1246.0841372013092,1.0156497,87.35996,0.03703907,516.7703,100,7.19265,139,251.36914,1.0204269,1.7391114,,,2.3578258,1.108974,-3.6476822,0.57060236,100.0,0.19005248
287186.75,192.7164,1.3247392,-3.7384034e-06,-111.70298933791713,20.28,14000,[-0.998  0.962 -0.762  0.981 -0.337],251840,1.0755701,1254.5540659427643,2.2694335,88.576004,0.055179786,566.90393,100,8.407768,140,257.609,1.2659787,11.044075,,,2.5810864,3.1437974,-4.2667236,0.07799669,100.0,0.28072208
21030.852,245.30838,0.3134428,3.0517579e-06,-110.12498100306324,18.18,14100,[-0.959  0.971 -0.781  0.97  -0.343],253658,1.0531081,1263.5859541893005,1.0949407,87.40482,0.03794136,528.2456,100,5.3259277,141,256.82504,1.045129,2.0831943,,,2.0997026,1.1728321,-4.097664,0.34663498,100.0,0.19546233
116089.234,250.64493,0.772085,3.2806397e-06,-110.94016578141104,18.57,14200,[-0.956  0.959 -0.781  0.977 -0.366],255515,1.0714011,1271.584464788437,1.4748814,87.71014,0.041764557,538.13464,100,4.9662323,142,270.4557,1.0889548,4.374179,,,2.1564786,1.6955504,-4.457199,0.19071975,100.0,0.21446988
1170423.0,248.15567,2.4946866,-3.8146973e-07,-110.30916704508574,18.56,14300,[-0.919  0.967 -0.787  0.972 -0.348],257371,1.0660658,1279.5125186443329,4.526182,87.54558,0.06762863,704.4264,100,5.2373505,143,346.84644,1.47256,19.571611,,,2.1084158,11.470487,-3.9899597,0.019041777,100.0,0.4182105
22027.957,251.1387,0.31812173,3.1280517e-06,-110.77528237366901,18.41,14400,[-0.877  1.011 -0.78   0.953 -0.353],259212,1.0353101,1290.062914609909,1.0957875,87.42192,0.038839154,525.7094,100,5.4922333,144,264.1062,1.0463603,2.1425679,,,1.9940121,1.2488557,-3.4668198,0.3498881,100.0,0.19883657
14735.617,256.4854,0.2587354,-4.5013426e-06,-110.41596773621377,18.25,14500,[-0.867  1.    -0.786  0.967 -0.384],261037,1.0548297,1298.1274557113647,1.0695686,87.367325,0.037971772,525.4195,100,8.674477,145,267.31808,1.0390574,1.960271,,,2.398459,1.1939715,-3.4619904,0.46364838,100.0,0.19520655
229365.16,256.55862,1.0295314,-7.781982e-06,-110.48764016718341,18.38,14600,[-0.863  0.997 -0.791  0.985 -0.364],262875,1.0301278,1304.7395601272583,1.8097525,87.44622,0.050042164,597.2596,100,5.005295,146,311.10464,1.1995903,6.2039595,,,2.1732771,4.184096,-3.529358,0.056018174,100.0,0.2722974
8425.505,268.07184,0.19087411,-9.155273e-07,-110.10229113961195,17.91,14700,[-0.85   1.016 -0.78   0.945 -0.389],264666,1.0171217,1313.8976562023163,1.0433056,87.11783,0.03668563,528.14526,100,6.189705,147,275.74744,1.0230231,1.7805082,,,2.252167,1.1201814,-3.4194946,0.533363,100.0,0.19036792
60100.152,228.07794,0.5418595,-2.9754638e-06,-110.73494134801057,18.82,14800,[-0.852  1.006 -0.788  0.955 -0.402],266548,1.0234376,1321.0052375793457,1.2651731,87.614395,0.04159991,547.0387,100,6.581192,148,267.78268,1.1224297,4.461114,,,2.439835,1.8183898,-3.9705276,0.38928068,100.0,0.21162705
937593.1,299.86377,1.9946805,2.4414062e-06,-109.76664806187092,17.67,14900,[-0.879  1.016 -0.767  0.933 -0.395],268315,1.0203823,1329.6084866523743,2.6201794,87.08637,0.064706035,696.95465,100,5.042061,149,386.9558,1.3583229,18.492214,,,2.1383495,10.5853815,-4.002136,0.028170547,100.0,0.41244859
16135014.0,295.6042,8.804302,-3.5095215e-06,-110.4428541022585,17.89,15000,[-0.861  0.985 -0.785  0.984 -0.399],270104,1.0250578,1340.1248412132263,17.043358,87.14532,0.1244235,1116.2587,100,4.9987717,150,560.9591,2.2762055,82.68101,,,2.0092082,61.1563,-3.6765366,0.005735746,100.0,1.1334426
70472.26,211.98605,0.6194218,3.8146973e-06,-111.6600198644231,19.62,15100,[-0.926  0.962 -0.751  0.963 -0.394],272066,1.02133,1351.3866786956787,1.3193516,88.220894,0.044282645,515.0978,100,5.8706284,151,237.13135,1.1007237,4.0397086,,,2.1763277,1.8087065,-3.892273,0.19996753,100.0,0.22069083
94589.02,208.72406,0.7443087,7.400513e-06,-111.8703010529317,19.77,15200,[-0.94   0.945 -0.757  0.983 -0.398],274043,1.0247554,1359.5845546722412,1.3930597,88.22124,0.04362039,510.76636,100,6.7953033,152,231.5004,1.0983036,3.991107,,,2.1466324,1.883518,-3.6674805,0.22314885,100.0,0.2166439
1035313500.0,240.37265,91.493515,9.155273e-07,-110.99775045964026,18.73,15300,[-0.915  0.948 -0.772  1.001 -0.394],275916,1.0460155,1367.425864458084,109.16399,87.64579,0.61380696,3932.3928,100,5.9387207,153,2175.459,10.32649,959.138,,,2.1296608,4314.5205,-3.9240189,0.00020763403,100.0,23.446396
4276.1123,261.20142,0.13507515,3.0517579e-06,-110.49833241022465,17.8,15400,[-0.824  1.012 -0.723  0.943 -0.373],277696,1.0308806,1379.7734830379486,1.022939,87.05435,0.036071982,531.6901,100,5.115921,154,267.66962,1.0188417,1.3447851,,,1.856137,1.0709482,-3.6169128,0.567044,100.0,0.18775529
3226215600000.0,255.18263,3847.467,-2.5939942e-06,-110.19983142061723,18.26,15500,[-0.821  1.004 -0.728  0.948 -0.388],279522,0.9911783,1387.81844830513,213973.78,87.47503,1641.2275,180000.67,100,4.2753296,155,133162.2,384.22183,39061.41,,,2.0895224,5324717.5,-3.8168411,1.4184731e-07,100.0,64035.785
88627600.0,273.8175,20.26634,-2.4414062e-06,-109.24902480883561,17.62,15600,[-0.82   1.028 -0.744  0.811 -0.428],281284,1.0283204,1405.0124275684357,38.73832,86.98337,0.2486813,1384.2472,100,10.070816,156,657.06714,2.8312194,414.15283,,,2.8220568,182.9881,-4.0322037,0.004026805,100.0,3.361047
33802.25,264.0843,0.3871065,5.569458e-06,-109.4452139641281,17.88,15700,[-0.904  0.974 -0.767  0.847 -0.391],283072,1.0166391,1413.7021787166595,1.1161408,87.17551,0.03815789,537.4934,100,5.7373276,157,277.52567,1.0502672,2.819143,,,2.4836528,1.3308802,-4.120079,0.31820458,100.0,0.19854157
640773.0,252.99214,1.8018036,-5.1116945e-06,-110.4229861473089,18.36,15800,[-0.911  0.968 -0.776  0.869 -0.402],284908,1.014646,1421.3777627944946,2.9808745,87.41485,0.054406308,634.0269,100,7.5341034,158,308.01913,1.2933023,9.266733,,,2.5453558,3.748746,-3.7979507,0.03299491,100.0,0.3018334
18335.39,272.51624,0.2842708,-3.5858154e-06,-110.05149627543011,17.77,15900,[-0.937  0.944 -0.763  0.873 -0.404],286685,1.0156547,1429.95849275589,1.0678173,87.0488,0.036718026,535.3362,100,6.1281967,159,279.71558,1.0275997,2.131096,,,2.3194816,1.1948723,-4.2617264,0.48640394,100.0,0.1913614
3828.8188,231.6271,0.13552135,-8.087158e-06,-110.65261221055769,18.91,16000,[-0.928  0.94  -0.773  0.89  -0.403],288576,1.0057077,1438.8898077011108,1.0204686,87.69858,0.03826607,493.1768,100,5.027191,160,235.32468,1.012877,1.3948212,,,2.316672,1.0610546,-3.9221954,0.71890146,100.0,0.19302106
230802.89,248.22693,1.0747092,-3.8146973e-07,-109.58077475079972,17.92,16100,[-0.922  0.935 -0.78   0.898 -0.413],290368,1.01431,1445.9444541931152,1.8416897,87.18916,0.043229554,607.15,100,6.0512314,161,303.42377,1.207385,5.5742483,,,2.2968702,2.265632,-3.8637314,0.12850973,100.0,0.22969149
254658.16,261.21487,1.0736463,-5.264282e-06,-110.00396769863085,17.88,16200,[-0.881  0.938 -0.799  0.908 -0.405],292156,0.99710083,1455.6666371822357,1.7511923,87.10473,0.044618245,575.36786,100,6.0220184,162,287.0439,1.1235226,8.625506,,,2.618335,2.641909,-4.4277115,0.07672916,100.0,0.23807396
