Weights,ReturnStepMaxmin,ReturnMeanIW,MinIW,MinD2w0t,TimestepsSoFar,ReturnStepMax,InitialReturnMax,MaxIW,MeanEntropy,J_sample_variance,StdD2w0t,InitialBound,InitialReturnStd,StdIW,EmpiricalD2,Bound,InitialReturnMean,Iteration,MeanD2w0t,MeanIW,EpisodesSoFar,MaxD2w0t,EpRewMean,TimeElapsed,InitialReturnMin,EpLenMean,EpThisIter,EntropyCoefficient
[-0.797 -0.958 -0.306 -0.668  0.604],97.677505,26.411161,0.6639191,,478975,100.0,39.005573,1.9405328,2.0175593,405.8691,0.47151178,-54.279335,19.312504,0.17451039,1.0365589,-53.732094,2.822876e-06,81,0.3126582,1.0150295,8100,1.1113733,-101.02589179393932,1086.0103087425232,-33.98964,152.78,100,10.0
[-0.805 -0.962 -0.307 -0.663  0.599],97.7408,26.091051,0.5664498,,495970,100.0,47.451984,3.266241,2.024098,434.71198,0.4921295,-55.04261,18.981804,0.24311718,1.0638661,-54.29562,-1.2016296e-06,82,0.35286808,1.0104723,8200,1.1873189,-107.00086200887075,1112.1940305233002,-46.510014,169.95,100,10.0
[-0.809 -0.97  -0.303 -0.663  0.605],97.65384,26.633087,0.6542891,,511451,100.0,38.324154,2.4010735,2.029356,329.6586,0.47532335,-54.24529,17.415735,0.20409538,1.0476617,-53.47546,2.2125244e-06,83,0.3181616,0.99795735,8300,1.1439302,-104.19973317329078,1138.3506181240082,-40.943623,154.81,100,10.0
[-0.821 -0.97  -0.302 -0.657  0.61 ],97.77168,23.855099,0.5403521,,528702,100.0,42.50644,3.9674149,2.0352192,419.9995,0.49996987,-57.559742,19.257519,0.3307212,1.0817677,-56.59727,8.5830686e-07,84,0.36238363,1.0655366,8400,1.2159213,-105.94862681733939,1165.1413447856903,-46.170204,172.51,100,10.0
[-0.827 -0.978 -0.296 -0.657  0.616],97.95395,14.110885,0.5823318,,548101,100.0,33.782032,1.6223521,2.036446,386.45944,0.4959954,-65.95987,19.463306,0.13899423,1.0252628,-65.65442,2.1362305e-06,85,0.3948438,1.0029609,8500,1.0669589,-101.46215715347347,1196.6699662208557,-45.390778,193.99,100,10.0
[-0.829 -0.98  -0.291 -0.657  0.618],97.900406,19.26806,0.45532736,,566736,100.0,52.192345,5.9050894,2.0439255,478.42273,0.5292963,-63.124355,18.89358,0.44085476,1.1376979,-61.598206,-3.1280517e-06,86,0.4061653,1.0780108,8600,1.3996041,-102.45401177279551,1223.3174607753754,-36.569748,186.35,100,10.0
[-0.841 -0.983 -0.294 -0.645  0.625],97.93729,18.011938,0.4752916,,586210,100.0,38.137646,2.6054695,2.049077,439.53223,0.5214919,-63.905968,18.91984,0.29817402,1.0990411,-62.4785,9.155273e-07,87,0.41554257,1.0670193,8700,1.2858057,-103.47721305959016,1255.672015428543,-38.373806,194.74,100,10.0
[-0.843 -1.002 -0.29  -0.652  0.63 ],97.99875,16.756311,0.7069967,,606308,100.0,37.40066,1.8161691,2.0478556,283.5754,0.49787283,-63.255783,16.755291,0.1356103,1.0284861,-62.85199,2.2888183e-07,88,0.40812027,1.0252403,8800,1.0738986,-100.61519398180536,1289.7216489315033,-48.88129,200.98,100,10.0
[-0.857 -1.007 -0.292 -0.649  0.629],97.9458,16.479197,0.6062029,,625933,100.0,32.659916,2.3147807,2.04816,316.92307,0.50752264,-64.22778,17.367794,0.21754324,1.0626928,-63.44441,1.0299683e-06,89,0.40754828,1.0021574,8900,1.1780869,-103.4428910671577,1321.1410801410675,-32.749386,196.25,100,10.0
[-0.867 -1.011 -0.289 -0.646  0.629],98.09691,11.683398,0.55542314,,648408,100.0,35.57358,3.0820324,2.0498085,323.95706,0.5143917,-68.68065,18.043055,0.21330033,1.0543545,-68.152756,1.9073487e-07,90,0.46449956,1.0126625,9000,1.1327553,-101.48427668592832,1362.7332427501678,-40.23025,224.75,100,10.0
[-0.868 -1.015 -0.285 -0.641  0.631],98.02872,12.616465,0.5489179,,669871,100.0,35.745213,2.085049,2.0468712,337.22845,0.50909746,-67.65192,18.156008,0.19187537,1.0490946,-67.13496,2.670288e-07,91,0.44127843,1.0036922,9100,1.1395389,-104.23370450367233,1391.8622827529907,-36.23571,214.63,100,10.0
[-0.878 -1.015 -0.282 -0.637  0.628],98.12764,10.940733,0.5839941,,693305,100.0,36.587337,2.0702078,2.0485165,319.7767,0.510943,-69.01127,17.416798,0.16429722,1.0331981,-68.721375,-1.2969971e-06,92,0.47970837,1.0065482,9200,1.087516,-102.21521788076012,1430.0925877094269,-38.831314,234.34,100,10.0
[-0.876 -1.021 -0.286 -0.634  0.629],98.07683,10.797756,0.52154267,,715259,100.0,37.573627,1.7636822,2.0481043,345.79083,0.5121224,-69.53851,18.309177,0.16073209,1.0493598,-69.00675,-4.005432e-07,93,0.45282984,0.9989075,9300,1.1171142,-101.33630676808369,1461.7276842594147,-40.419548,219.54,100,10.0
[-0.882 -1.03  -0.287 -0.631  0.629],98.25342,7.6728344,0.5942642,,741915,100.0,31.621153,1.7590129,2.0451725,272.26544,0.50671625,-72.15486,16.21699,0.13286872,1.0253918,-71.93524,-6.67572e-07,94,0.5413998,1.005805,9400,1.0534717,-99.50496486309584,1502.4865396022797,-37.490395,266.56,100,10.0
[-0.884 -1.03  -0.283 -0.632  0.626],98.24545,3.5719256,0.6985758,,767764,100.0,35.299637,1.267134,2.0461955,278.06772,0.50228155,-75.953186,16.41238,0.08203425,1.008896,-75.87535,5.340576e-07,95,0.5196262,0.99523544,9500,1.0170064,-97.52159024749177,1537.2177877426147,-35.283348,258.49,100,10.0
[-0.882 -1.032 -0.284 -0.635  0.627],98.17867,6.837924,0.5874516,,791609,100.0,36.695965,1.5911491,2.046891,323.85437,0.5095908,-73.134476,18.193064,0.1392297,1.0309741,-72.795555,2.3841858e-06,96,0.48644814,0.9965718,9600,1.0799384,-97.92293102868447,1571.9641330242157,-41.885944,238.45,100,10.0
[-0.891 -1.042 -0.284 -0.638  0.628],98.06938,11.575013,0.68313,,813328,100.0,36.627876,1.7124071,2.0429738,332.87982,0.50237423,-68.31559,17.902956,0.12632117,1.0230795,-68.02707,2.3269654e-06,97,0.4402045,1.0107036,9700,1.0536813,-101.06064802552231,1606.6418907642365,-40.738686,217.19,100,10.0
[-0.902 -1.043 -0.285 -0.635  0.624],98.10773,10.750983,0.6696252,,837098,100.0,43.75821,1.5852871,2.0432818,314.39975,0.50559175,-69.04645,17.423891,0.12291022,1.0188757,-68.81889,1.7166137e-06,98,0.4812525,1.0151187,9800,1.0472518,-106.04576839573681,1642.8709642887115,-39.397026,237.7,100,10.0
[-0.909 -1.047 -0.284 -0.638  0.625],98.199875,8.23407,0.79551715,,861877,100.0,34.42327,1.2454529,2.0452302,311.89383,0.5018138,-71.29069,17.295532,0.056575675,1.0055985,-71.21266,6.8664554e-07,99,0.49738953,1.0147003,9900,1.0118943,-99.13163135410038,1680.8986263275146,-37.038696,247.79,100,10.0
[-0.912 -1.051 -0.285 -0.641  0.626],98.146805,8.630493,0.6646255,,886322,100.0,30.203312,1.6025138,2.0495558,327.01965,0.50524527,-91.52339,17.955555,0.10787509,1.0164094,-91.364296,-2.4414062e-06,100,0.4941216,0.9999183,10000,1.033749,-104.2817224325652,1716.1411910057068,-36.825024,244.45,100,
[-0.912 -1.053 -0.284 -0.64   0.631],98.30347,3.4056745,0.5837765,,913109,100.0,35.028137,1.7067662,2.0461917,251.4697,0.50759494,-97.01915,16.306839,0.15337817,1.0322341,-96.63868,2.1743774e-06,101,0.5451459,0.9847285,10100,1.0618137,-93.2899164097207,1754.004326581955,-40.142776,267.87,100,
[-0.923 -1.052 -0.284 -0.636  0.627],98.241516,5.002448,0.7218373,,939624,100.0,41.627937,1.3827993,2.04687,254.58958,0.5032313,-95.08087,16.390135,0.08748499,1.0136421,-94.942986,2.2888183e-07,102,0.53468686,0.98727375,10200,1.0291231,-100.55676467034182,1795.3760514259338,-36.71996,265.15,100,
[-0.926 -1.054 -0.284 -0.633  0.628],98.31383,2.1963046,0.63276803,,967919,100.0,37.659775,1.5099447,2.045648,306.17422,0.5013132,-97.936806,18.041664,0.11329874,1.0190022,-97.78527,3.1852721e-06,103,0.5723409,1.0047147,10300,1.0353552,-97.07674530180448,1834.81494140625,-43.183475,282.95,100,
[-0.927 -1.055 -0.283 -0.63   0.627],98.25993,4.7252464,0.865032,,995298,100.0,28.723768,1.2497667,2.0468798,246.51683,0.49920997,-95.20381,15.610593,0.057421796,1.0047404,-95.15752,-2.670288e-06,104,0.54919946,1.0052631,10400,1.0092661,-101.31210001654355,1872.1845076084137,-39.79719,273.79,100,
[-0.928 -1.059 -0.282 -0.631  0.628],98.313644,2.2896602,0.89429563,,1023925,100.0,33.683598,1.1622952,2.0478518,293.62076,0.49532416,-97.58606,17.046259,0.03660564,1.0019836,-97.570045,1.1253356e-06,105,0.5732514,1.0016704,10500,1.0043348,-98.24180224542273,1913.6473722457886,-43.387276,286.27,100,
[-0.928 -1.059 -0.281 -0.631  0.629],98.37076,1.3945146,0.77524006,,1053469,100.0,30.318003,1.5490297,2.0468712,262.32816,0.4948397,-98.613304,16.074255,0.07877675,1.0102096,-98.52203,-1.0490418e-06,106,0.59466547,1.0146232,10600,1.0199729,-92.95196943642031,1953.9772346019745,-53.929203,295.44,100,
[-0.932 -1.062 -0.28  -0.633  0.628],98.29378,3.4287457,0.7169722,,1081695,100.0,37.106,1.9772784,2.0466394,315.2233,0.50079,-96.62278,17.36425,0.12554677,1.0196598,-96.50118,2.8800964e-06,107,0.5701139,1.0152729,10700,1.0593523,-99.66964763336102,1993.9371242523193,-34.209007,282.26,100,
[-0.945 -1.056 -0.28  -0.63   0.628],98.26997,4.658743,0.7699268,,1109066,100.0,43.09791,1.4249889,2.0439465,300.4133,0.5013361,-95.37709,17.522163,0.07590187,1.011629,-95.27619,1.5258789e-06,108,0.55135226,1.0097265,10800,1.0236515,-99.90722984160506,2036.048700094223,-41.182896,273.71,100,
[-0.947 -1.056 -0.278 -0.63   0.625],98.22566,4.7791395,0.5984912,,1134504,100.0,36.108788,1.3997983,2.0448472,337.66544,0.5035272,-95.37019,18.637243,0.09333802,1.0112923,-95.16964,-4.959106e-07,109,0.5124063,0.9904543,10900,1.0294139,-98.48788489311886,2069.973376750946,-51.066986,254.38,100,
[-0.939 -1.066 -0.276 -0.635  0.626],98.25746,6.429884,0.7745833,,1161726,100.0,33.951786,1.4350547,2.0461514,233.13423,0.5006673,-93.54554,15.135484,0.07853487,1.0102038,-93.47148,3.5095215e-06,110,0.54731965,1.0033077,11000,1.0242056,-101.06624933288828,2112.0009446144104,-35.207832,272.22,100,
[-0.948 -1.066 -0.277 -0.634  0.627],98.331024,3.0063097,0.8228422,,1190656,100.0,31.803871,1.2415061,2.0439613,312.44928,0.49556997,-96.94697,17.574732,0.056965802,1.0057639,-96.883835,3.4332274e-06,111,0.58069366,1.0004373,11100,1.0106949,-96.76652932225903,2154.1716055870056,-41.46148,289.3,100,
[-0.948 -1.067 -0.276 -0.633  0.625],98.35892,1.2404144,0.77689415,,1221139,100.0,25.370459,1.3034102,2.041933,258.5658,0.48984507,-98.71345,16.13545,0.061977245,1.006626,-98.648506,-4.196167e-07,112,0.612177,1.0011611,11200,1.0135313,-97.70980850292658,2199.5226876735687,-39.71134,304.83,100,
[-0.947 -1.071 -0.277 -0.633  0.623],98.35997,0.29893017,0.7146395,,1251992,100.0,32.791996,1.3642163,2.0458238,265.21127,0.49030337,-99.76879,16.064623,0.08803898,1.0134339,-99.65114,-2.5177003e-06,113,0.62236667,0.9949445,11300,1.0233697,-98.73380228193093,2244.642367362976,-36.239487,308.53,100,
[-0.947 -1.074 -0.277 -0.636  0.627],98.42085,-0.6733107,0.74301803,,1284373,100.0,31.861692,1.461757,2.045604,285.03354,0.4814831,-100.750244,16.40005,0.085795596,1.0134705,-100.591866,2.2506713e-06,114,0.652694,1.0098664,11400,1.0302169,-93.76802448969507,2289.6852037906647,-39.371902,323.81,100,
[-0.955 -1.065 -0.278 -0.633  0.627],98.38588,3.0491822,0.64399254,,1314849,100.0,30.144093,1.4102991,2.0437067,252.37378,0.49090508,-97.102715,16.276018,0.091052905,1.0127549,-96.875145,8.392334e-07,115,0.6133136,0.99934936,11500,1.0270944,-93.58069242264003,2336.002135515213,-47.236607,304.76,100,
[-0.968 -1.064 -0.281 -0.63   0.625],98.44119,-1.108816,0.65788233,,1346287,100.0,35.458317,1.4770628,2.042964,272.99976,0.48869556,-101.242165,16.930586,0.10754197,1.0220963,-101.04479,-5.340576e-07,116,0.6359036,0.99818647,11600,1.0525159,-87.84009626553012,2384.769446372986,-44.31457,314.38,100,
[-0.98  -1.062 -0.281 -0.627  0.624],98.32237,2.5944421,0.5062627,,1374308,100.0,31.917334,2.0744364,2.0383813,234.5344,0.50979316,-97.93084,15.679862,0.19901425,1.0451926,-97.581154,-1.2207031e-06,117,0.5753524,0.9946108,11700,1.0991986,-94.93957146828798,2425.8074333667755,-33.63906,280.21,100,
[-0.982 -1.063 -0.278 -0.624  0.62 ],98.33771,3.561627,0.69269866,,1404210,100.0,24.768145,1.3510246,2.0354068,217.68294,0.49446476,-96.52223,14.815392,0.08677288,1.0139949,-96.38309,3.4332277e-07,118,0.60309154,1.007595,11800,1.027255,-99.01925668229606,2469.3110721111298,-44.743977,299.02,100,
[-0.987 -1.07  -0.28  -0.625  0.617],98.37181,4.1288123,0.5490233,,1436183,100.0,30.254025,2.0262415,2.0371141,230.84926,0.49340346,-96.441444,15.262927,0.17801653,1.051656,-96.01487,-9.918213e-07,119,0.6567009,1.0050472,11900,1.1274314,-100.42664064635925,2523.6444096565247,-42.64948,319.73,100,
[-0.991 -1.056 -0.277 -0.616  0.618],98.347855,2.1003668,0.52057016,,1466349,100.0,32.32161,1.6172315,2.0331833,231.46466,0.4954134,-98.10582,15.3644905,0.1182415,1.0204766,-97.91015,8.010864e-07,120,0.61092204,0.99059343,12000,1.0387797,-98.364012023178,2567.5843422412872,-45.31588,301.66,100,
[-0.998 -1.052 -0.279 -0.611  0.614],98.405075,-0.685297,0.663392,,1499081,100.0,35.84266,1.9560685,2.027418,230.88043,0.48553637,-101.0339,15.089521,0.15224661,1.0362372,-100.75315,-2.8800964e-06,121,0.6682669,1.0335001,12100,1.0688562,-97.36606023679178,2613.8959934711456,-37.528854,327.32,100,
[-1.005 -1.052 -0.277 -0.61   0.609],98.35712,0.077434026,0.7445658,,1529846,100.0,29.039839,1.318656,2.0283213,234.1268,0.48847556,-99.87053,15.272593,0.062243756,1.0065446,-99.811035,-2.670288e-07,122,0.6177635,1.0003759,12200,1.0134956,-98.89108372788637,2665.286381959915,-39.470833,307.65,100,
[-1.008 -1.054 -0.276 -0.611  0.609],98.50922,-2.0841787,0.68830246,,1564679,100.0,27.128716,1.5367365,2.027344,197.60454,0.46517867,-102.18455,13.63476,0.10541464,1.019218,-102.04937,2.5939942e-06,123,0.70488167,1.0157335,12300,1.0315567,-85.47702070365496,2711.889187335968,-35.615646,348.33,100,
[-1.009 -1.053 -0.275 -0.614  0.608],98.39674,0.47119337,0.68556976,,1596478,100.0,36.512764,1.3896079,2.024715,203.33188,0.48533398,-99.67996,14.262832,0.093943454,1.017154,-99.46028,2.822876e-06,124,0.6414563,1.0028598,12400,1.0422815,-95.91589035577283,2756.685973882675,-40.408348,317.99,100,
[-1.021 -1.048 -0.276 -0.611  0.606],98.45708,-0.89480484,0.7214043,,1629424,100.0,31.389069,1.4037076,2.0244744,216.36847,0.47685218,-100.87012,14.31593,0.080820955,1.0096897,-100.79866,-5.722046e-07,125,0.6627717,1.0100669,12500,1.0171379,-89.4355312342439,2808.946401834488,-32.884586,329.46,100,
[-1.022 -1.044 -0.276 -0.612  0.606],98.401215,-1.6273052,0.73609823,,1660497,100.0,37.659634,1.9710875,2.02434,256.3259,0.48942432,-101.69303,16.395844,0.09845778,1.0162921,-101.557915,-9.536743e-08,126,0.62705654,1.0005753,12600,1.0421653,-93.02994854705601,2860.7558782100677,-40.004395,310.73,100,
[-1.026 -1.043 -0.274 -0.609  0.605],98.47633,-1.655881,0.4962617,,1694618,100.0,34.35647,1.7381594,2.0254698,274.24255,0.47314453,-101.82983,16.380922,0.124738574,1.0284841,-101.67268,-1.1634827e-06,127,0.69341844,1.0087897,12700,1.0697384,-89.34033871894087,2910.805996656418,-36.72699,341.21,100,
[-1.027 -1.043 -0.27  -0.61   0.607],98.38948,0.49172646,0.7011962,,1726138,100.0,35.119026,1.4946697,2.0240989,243.07362,0.48686367,-99.56949,15.643832,0.09493827,1.0149219,-99.44898,2.2125244e-06,128,0.6357965,0.99248594,12800,1.0348884,-96.21675515301087,2960.508971452713,-38.611275,315.2,100,
[-1.029 -1.044 -0.267 -0.61   0.605],98.45152,-2.3149369,0.7631047,,1760657,100.0,33.44287,1.326163,2.0256472,217.59373,0.4639906,-102.26839,14.643032,0.06635134,1.0059767,-102.20229,-2.670288e-06,129,0.69284874,1.0114337,12900,1.0104581,-94.66531865657704,3011.9929082393646,-32.880226,345.19,100,
[-1.026 -1.049 -0.266 -0.612  0.607],98.403015,-0.50968134,0.6040739,,1792778,100.0,30.798714,1.6241488,2.0246696,273.28854,0.4845015,-100.66266,16.839212,0.109513804,1.0177443,-100.47274,-1.7166137e-06,130,0.64935553,0.9848235,13000,1.0333861,-95.879125146357,3059.7100081443787,-37.583374,321.21,100,
[-1.032 -1.056 -0.266 -0.615  0.606],98.43257,-0.040134754,0.4872039,,1826276,100.0,30.671926,1.7521193,2.021723,273.50327,0.48259744,-100.42571,15.675914,0.17539665,1.045019,-100.16426,3.4332277e-07,131,0.68725467,1.0139536,13100,1.0735866,-95.03790321990213,3109.845708847046,-39.75836,334.98,100,
[-1.031 -1.053 -0.267 -0.619  0.603],98.40051,-0.29446918,0.8004592,,1857433,100.0,28.5902,1.3343629,2.0225205,258.2664,0.48727554,-100.385826,16.291061,0.08235984,1.0105026,-100.20272,1.2207031e-06,132,0.62656593,0.9975651,13200,1.0235041,-93.39051556208443,3152.9798996448517,-36.94737,311.57,100,
[-1.042 -1.053 -0.27  -0.616  0.604],98.41022,1.0585879,0.6089591,,1890638,100.0,33.241295,1.7379582,2.023738,263.62885,0.48270294,-99.266815,16.356953,0.12861873,1.034924,-99.01201,1.6021728e-06,133,0.6784926,1.0055707,13300,1.0636847,-97.91987868347404,3203.2170946598053,-40.261093,332.05,100,
[-1.041 -1.055 -0.272 -0.612  0.605],98.44858,-2.0264814,0.49118245,,1924208,100.0,32.630226,1.8362429,2.0244884,260.07208,0.48756012,-102.40867,15.915661,0.17483613,1.0710404,-102.1408,-1.4877319e-06,134,0.6958099,1.0165516,13400,1.2436664,-92.55666834056385,3249.5683352947235,-35.773952,335.7,100,
[-1.064 -1.048 -0.272 -0.609  0.606],98.41489,-1.0956903,0.8742552,,1957567,100.0,34.56409,1.1642067,2.0227177,244.87602,0.47198427,-100.98656,15.62525,0.03769706,1.0026013,-100.95843,-2.0980835e-06,135,0.66825485,0.9949698,13500,1.0040277,-97.59507513937045,3303.4095470905304,-40.264305,333.59,100,
[-1.065 -1.049 -0.272 -0.61   0.604],98.441086,0.6207613,0.64974946,,1991729,100.0,32.793343,1.6257194,2.020764,278.20657,0.47120512,-99.489655,16.141714,0.12269704,1.0207925,-99.356995,-5.340576e-07,136,0.69195056,1.0058347,13600,1.0403218,-95.46740121073104,3354.0725603103638,-50.105885,341.62,100,
[-1.066 -1.048 -0.27  -0.612  0.602],98.47122,-1.7152379,0.83995336,,2026517,100.0,26.218138,1.4422915,2.0224621,253.0959,0.46221867,-101.6937,15.737769,0.06959315,1.0080016,-101.608986,-2.3841858e-06,137,0.6989775,1.0049785,13700,1.0133016,-91.97596328169625,3402.234204053879,-38.33469,347.88,100,
[-1.069 -1.042 -0.27  -0.609  0.604],98.42062,-0.6710151,0.6257968,,2059147,100.0,28.299387,1.5428195,2.0197885,223.1893,0.48329425,-100.9104,15.305637,0.11601658,1.0284265,-100.651955,8.392334e-07,138,0.6622481,0.99549437,13800,1.0568117,-94.52410720705505,3454.3117215633392,-40.69214,326.3,100,
[-1.08  -1.034 -0.269 -0.604  0.601],98.46164,-2.4344132,0.49574617,,2092419,100.0,30.79672,2.1326678,2.0166807,231.74622,0.48754236,-102.973656,15.749482,0.17913255,1.0590776,-102.58701,-4.5776366e-07,139,0.6869568,1.0181319,13900,1.1267179,-89.56051100426214,3506.35444688797,-37.15674,332.72,100,
[-1.087 -1.035 -0.267 -0.601  0.598],98.425385,-1.2048008,0.6320894,,2124947,100.0,28.338013,1.5517501,2.0153823,263.3519,0.48213398,-101.35561,16.67663,0.1224661,1.0218936,-101.137596,-2.861023e-07,140,0.6577593,0.9957493,14000,1.0486718,-93.45612112973348,3570.14231801033,-47.092186,325.28,100,
[-1.098 -1.032 -0.267 -0.598  0.596],98.56242,-4.924315,0.7205912,,2163611,100.0,26.446552,1.3294582,2.014585,173.73369,0.4206635,-104.85891,13.12343,0.07212169,1.0083919,-104.80963,-9.3460085e-07,141,0.7768708,1.0053824,14100,1.0176951,-84.59313671260894,3627.0063893795013,-36.76567,386.64,100,
[-1.099 -1.03  -0.265 -0.598  0.596],98.438614,-1.8401675,0.5062116,,2198403,100.0,34.210686,2.424949,2.0146434,186.35971,0.4825585,-102.70541,14.301588,0.24785945,1.0941895,-102.08066,-4.196167e-07,142,0.72818893,0.99244654,14200,1.2243237,-97.65891726881358,3678.7673346996307,-33.90169,347.92,100,
[-1.111 -1.025 -0.262 -0.591  0.596],98.56238,-3.5165672,0.5027496,,2237691,100.0,25.861025,3.0446846,2.0153122,194.99294,0.42230168,-103.94919,13.5669,0.18864195,1.0530934,-103.56894,-4.005432e-07,143,0.80789536,1.0134923,14300,1.0959977,-85.96795221422748,3736.138350009918,-45.996605,392.88,100,
[-1.125 -1.017 -0.263 -0.59   0.596],98.48337,-4.0551567,0.6378778,,2273661,100.0,37.019253,2.017419,2.0143318,202.34077,0.46304357,-104.52318,14.69702,0.16516109,1.0573144,-104.11246,2.5749208e-07,144,0.74056107,0.9998297,14400,1.1460519,-92.91497420455855,3793.000316619873,-36.165703,359.7,100,
[-1.137 -1.013 -0.26  -0.587  0.595],98.52017,-1.9987571,0.676543,,2311643,100.0,27.330814,1.5190597,2.0163026,165.66446,0.43347168,-102.18221,12.905871,0.10958706,1.0261698,-101.97144,2.002716e-07,145,0.7704267,1.0026778,14500,1.0481684,-91.12341609988871,3848.0500123500824,-38.134422,379.82,100,
[-1.137 -1.002 -0.258 -0.582  0.597],98.51764,-3.468435,0.45540527,,2347642,100.0,27.346304,1.7872515,2.0157042,193.18546,0.45902407,-103.854416,14.91569,0.15140097,1.0431372,-103.45919,4.5776366e-07,146,0.73546195,0.9742508,14600,1.1298063,-86.82120292460577,3906.73632144928,-43.559727,359.99,100,
[-1.154 -0.995 -0.259 -0.577  0.597],98.55469,-5.0432506,0.69399154,,2387779,100.0,30.27349,1.4412556,2.016288,180.29625,0.40264982,-105.133766,13.539387,0.10025381,1.0232242,-104.96955,-1.0108947e-06,147,0.8120803,0.99836737,14700,1.0442656,-89.36749231580437,3965.8930966854095,-48.259193,401.37,100,
[-1.168 -0.991 -0.26  -0.576  0.597],98.52159,-3.37621,0.52912223,,2425911,100.0,34.838196,1.5614209,2.01561,199.8001,0.43316346,-103.58345,14.286752,0.12141811,1.0352536,-103.33743,-4.196167e-07,148,0.77604115,0.9869293,14800,1.082752,-91.2141964897389,4025.072318315506,-39.997204,381.32,100,
[-1.182 -0.987 -0.26  -0.574  0.597],98.60379,-6.399231,0.47476295,,2467164,100.0,32.009384,1.8230714,2.0116587,211.05873,0.38893905,-106.73105,14.448693,0.1501516,1.0442553,-106.437035,2.07901e-06,149,0.84405327,0.9961109,14900,1.0692954,-81.72564878079699,4089.6471445560455,-39.545105,412.53,100,
[-1.188 -0.976 -0.259 -0.571  0.593],98.62009,-6.1430626,0.667296,,2507871,100.0,29.808523,1.8336011,2.01295,211.047,0.39540023,-106.36121,14.791951,0.13810423,1.0313878,-106.10689,1.7738342e-06,150,0.82717913,1.0109636,15000,1.0762861,-77.32526523999759,4145.861329317093,-49.008644,407.07,100,
[-1.197 -0.966 -0.259 -0.565  0.594],98.6319,-6.348637,0.67994136,,2549987,100.0,31.202545,1.447753,2.012756,167.8033,0.36639085,-106.28131,12.963861,0.07626604,1.0106019,-106.22893,1.0681152e-06,151,0.84677,1.0042074,15100,1.0213865,-77.51429551263708,4204.521129608154,-40.69166,421.16,100,
[-1.199 -0.963 -0.257 -0.565  0.594],98.611984,-7.0179143,0.66615605,,2590677,100.0,30.286188,1.6935374,2.0091076,218.62581,0.3963788,-107.26041,15.038986,0.1466873,1.0344836,-106.99921,-5.7220458e-08,152,0.8282571,1.0157024,15200,1.0728365,-78.94121776798234,4264.210191011429,-42.832367,406.9,100,
[-1.21  -0.957 -0.257 -0.562  0.59 ],98.618164,-4.463863,0.5613059,,2632461,100.0,31.061615,1.90081,2.0088685,167.50642,0.3791158,-104.690506,13.045385,0.17240396,1.044458,-104.453476,2.2888183e-07,153,0.8542131,1.0103768,15300,1.0763477,-79.77438167186124,4327.276009321213,-34.804764,417.84,100,
[-1.222 -0.951 -0.256 -0.562  0.59 ],98.659805,-4.064824,0.65330637,,2676420,100.0,24.622204,1.4540784,2.0107372,134.56085,0.3290481,-104.09805,11.366268,0.09648685,1.018093,-103.996376,-4.386902e-07,154,0.8874894,0.99986076,15400,1.0237446,-74.77372323266083,4395.804774045944,-40.038906,439.59,100,
[-1.224 -0.948 -0.256 -0.563  0.592],98.571,-4.369037,0.5981288,,2717450,100.0,28.92922,1.6329398,2.0100687,183.73282,0.39101908,-104.62977,14.131291,0.14019287,1.03824,-104.3385,2.861023e-07,155,0.8357608,0.99804735,15500,1.0683005,-88.0102091091485,4465.296711444855,-40.864166,410.3,100,
[-1.235 -0.947 -0.255 -0.562  0.591],98.60539,-4.9752774,0.5853271,,2758285,100.0,27.861607,1.6711607,2.0107234,149.72697,0.3950687,-105.261734,12.983374,0.14828373,1.0423653,-104.959854,-1.8310546e-06,156,0.8332964,1.0098089,15600,1.0753726,-80.569018893917,4536.486714839935,-39.9658,408.35,100,
[-1.245 -0.944 -0.254 -0.558  0.592],98.62091,-6.9744,0.2565303,,2800349,100.0,27.195131,2.7638903,2.0100644,230.69069,0.38835928,-107.73342,14.9479265,0.25060233,1.1123978,-107.23378,-2.670288e-07,157,0.8895787,1.0071865,15700,1.1778026,-79.72988656196067,4610.167932033539,-42.232403,420.64,100,
[-1.253 -0.928 -0.252 -0.556  0.591],98.65939,-8.24385,0.60914624,,2841761,100.0,23.346998,1.6301078,2.0090282,184.84099,0.3815783,-108.36049,14.170682,0.10339289,1.0236139,-108.16379,-1.4877319e-06,158,0.8376865,1.0015357,15800,1.0576504,-70.52500074668318,4681.607558012009,-47.316185,414.12,100,
[-1.263 -0.924 -0.252 -0.553  0.59 ],98.606094,-4.3376036,0.51915216,,2882982,100.0,36.21364,2.0793815,2.0104885,253.45503,0.38914517,-104.61632,16.333113,0.1507942,1.0438238,-104.32527,1.1825562e-06,159,0.84241563,1.0039082,15900,1.1118406,-81.18670723114991,4743.628981590271,-43.82908,412.21,100,
[-1.271 -0.915 -0.25  -0.549  0.591],98.69774,-7.0871997,0.55371773,,2925879,100.0,27.120718,1.8443699,2.0109823,204.88121,0.35697362,-107.27632,14.516834,0.15061891,1.0421687,-107.08555,4.386902e-07,160,0.8764281,0.98992866,16000,1.0742118,-64.83030610589017,4804.866681337357,-51.17073,428.97,100,
