Weights,ReturnStepMaxmin,ReturnMeanIW,MinIW,MinD2w0t,TimestepsSoFar,ReturnStepMax,InitialReturnMax,MaxIW,MeanEntropy,J_sample_variance,StdD2w0t,InitialBound,InitialReturnStd,StdIW,EmpiricalD2,Bound,InitialReturnMean,Iteration,MeanD2w0t,MeanIW,EpisodesSoFar,MaxD2w0t,EpRewMean,TimeElapsed,InitialReturnMin,EpLenMean,EpThisIter,EntropyCoefficient
[-1.506 -0.638 -0.119 -0.557  0.492],98.89444,-6.751165,0.78461266,,10505486,100.0,24.41547,1.3136222,1.9117904,102.86491,0.16884296,-106.66952,10.062409,0.057998717,1.007956,-106.62608,-1.3828278e-06,323,0.97447217,0.9993761,32300,1.011008,-25.6203321523516,14177.15810418129,-29.776144,485.43,100,
[-1.506 -0.638 -0.118 -0.558  0.493],98.86377,-7.413359,0.8880256,,10553219,100.0,36.51502,1.1413171,1.9118377,105.99134,0.20834662,-107.28307,10.0793085,0.03796896,1.0028208,-107.26937,-1.4591217e-06,324,0.9560164,1.0002118,32400,1.0034171,-32.51472186467306,14236.143964529037,-24.553638,477.33,100,
[-1.505 -0.638 -0.118 -0.559  0.493],98.83498,-6.205704,0.65430444,,10599341,100.0,20.791166,1.6552017,1.9110543,129.88426,0.27149236,-106.28722,12.1458025,0.12026397,1.0290128,-106.1646,-6.8664554e-07,325,0.9357,0.9934753,32500,1.042698,-38.05504124030321,14292.94741153717,-49.190277,461.22,100,
[-1.507 -0.638 -0.115 -0.559  0.492],98.839615,-7.28922,0.7796854,,10646389,100.0,22.900837,1.3402414,1.9128346,109.03501,0.23674242,-107.22296,10.274027,0.06973975,1.0088971,-107.17113,-9.536743e-08,326,0.945059,1.0064207,32600,1.0115527,-37.72943201679533,14351.978255271912,-31.495089,470.48,100,
[-1.507 -0.638 -0.114 -0.559  0.494],98.88664,-7.5252085,0.6263203,,10695334,100.0,18.897879,1.3096101,1.913022,65.67984,0.14491896,-107.50874,7.945071,0.089165,1.0156412,-107.438225,-6.1035155e-07,327,0.98655516,1.0051081,32700,1.0190903,-27.74152462587261,14412.551953554153,-18.054264,489.45,100,
[-1.507 -0.637 -0.115 -0.561  0.494],98.90779,-7.7324467,0.75671184,,10743643,100.0,15.041197,1.2395543,1.9111499,81.41311,0.1814447,-107.64702,8.929845,0.05381191,1.0074184,-107.60938,8.5830686e-07,328,0.9697364,0.99576294,32800,1.008977,-22.27300200886798,14472.042945861816,-24.08587,483.09,100,
[-1.506 -0.636 -0.116 -0.561  0.492],98.851654,-9.371045,0.734455,,10789246,100.0,21.267097,1.3795024,1.9092596,155.82298,0.28522414,-109.37302,12.910479,0.08657003,1.0135034,-109.27752,1.1253356e-06,329,0.9184517,0.99727577,32900,1.0172272,-33.82422525153813,14529.449245214462,-43.467945,456.03,100,
[-1.506 -0.637 -0.116 -0.56   0.49 ],98.87425,-8.134448,0.84125745,,10837814,100.0,17.290897,1.1841561,1.9098411,91.57887,0.16715206,-108.0163,9.494205,0.043122098,1.0042889,-107.99656,1.6212464e-07,330,0.9734258,0.9998572,33000,1.0049872,-30.53655194447236,14589.41822552681,-36.3021,485.68,100,
[-1.506 -0.637 -0.116 -0.561  0.491],98.87457,-8.587991,0.65638256,,10885836,100.0,22.965845,1.4713746,1.9074783,98.09162,0.19738339,-108.681694,10.241905,0.12031495,1.0239977,-108.520905,-1.4305115e-07,331,0.9718542,1.0090839,33100,1.0313501,-30.114538719374085,14648.423477649689,-48.80702,480.22,100,
[-1.514 -0.636 -0.116 -0.561  0.489],98.87799,-8.793069,0.7807143,,10932804,100.0,16.821148,1.3605981,1.9052944,88.67894,0.24010958,-108.758575,9.611323,0.08272434,1.0114833,-108.692116,2.8610229e-08,332,0.94493085,1.0006281,33200,1.0139759,-28.65237483089351,14707.362947702408,-36.564556,469.68,100,
[-1.513 -0.637 -0.116 -0.56   0.486],98.866455,-6.203716,0.872377,,10980127,100.0,31.119396,1.0893751,1.9052784,141.38272,0.22528432,-106.05936,11.834143,0.026336538,1.0016072,-106.05322,-6.7710874e-07,333,0.9471969,0.99577063,33300,1.0020227,-31.59766516902451,14766.236252784729,-57.379856,473.23,100,
[-1.513 -0.637 -0.116 -0.56   0.486],98.85858,-7.158277,0.80361336,,11027801,100.0,24.17627,1.2330289,1.9052525,120.827515,0.21138892,-107.06843,11.252494,0.057172276,1.007314,-107.034,1.4305115e-06,334,0.95696217,1.0057583,33400,1.0091101,-33.70894819902039,14824.63234114647,-50.891712,476.74,100,
[-1.513 -0.637 -0.116 -0.559  0.486],98.869385,-8.172632,0.7391863,,11074394,100.0,19.595285,1.4360621,1.9075453,164.26176,0.25401086,-108.196945,13.306475,0.089068346,1.0150964,-108.088165,-5.7220458e-08,335,0.9391917,0.99473405,33500,1.0181724,-30.42859979707616,14881.46517586708,-56.798412,465.93,100,
[-1.514 -0.638 -0.116 -0.558  0.489],98.87433,-8.024189,0.81512326,,11123078,100.0,22.766438,1.2738533,1.906959,92.46814,0.16057228,-107.92818,9.570384,0.053628325,1.0061475,-107.89023,-4.6730042e-07,336,0.9765731,0.9972443,33600,1.0077145,-30.592329969798488,14941.489138126373,-28.371838,486.84,100,
[-1.514 -0.635 -0.115 -0.557  0.488],98.868546,-7.3089056,0.71842086,,11171901,100.0,24.725952,1.3924443,1.906959,94.94258,0.15261468,-107.25898,9.710487,0.076576956,1.0130928,-107.20343,-9.536743e-07,337,0.98259217,0.9979465,33700,1.0168922,-32.09014384121918,15002.165945529938,-26.08266,488.23,100,
[-1.513 -0.634 -0.115 -0.558  0.488],98.89163,-7.414962,0.8327799,,11219929,100.0,21.006414,1.2719266,1.9059185,104.1785,0.19519618,-107.31512,10.029852,0.05101472,1.0056533,-107.2831,-2.5749208e-07,338,0.9632725,1.0038314,33800,1.0068403,-26.024034741285515,15061.454254865646,-45.312225,480.28,100,
[-1.512 -0.632 -0.115 -0.559  0.487],98.87996,-7.9051056,0.9999535,,11267569,100.0,23.52427,1.0000715,1.9059185,83.40594,0.21206611,-107.748535,9.086914,1.5799553e-05,1.0,-107.74853,2.2888183e-07,339,0.9528,1.0000015,33900,1.0,-28.59546867814801,15120.4324259758,-39.043705,476.4,100,
[-1.512 -0.632 -0.115 -0.559  0.487],98.837265,-7.70599,0.8628844,,11314665,100.0,29.903097,1.16276,1.906313,128.6266,0.23425055,-107.58895,11.19248,0.0370019,1.0029702,-107.56392,-5.340576e-07,340,0.94334596,1.0006452,34000,1.0034986,-38.319546593805704,15178.086599349976,-41.46886,470.96,100,
[-1.512 -0.633 -0.114 -0.56   0.487],98.89163,-8.111827,0.81853575,,11363145,100.0,20.655657,1.2015593,1.906254,110.9707,0.17211491,-107.99953,10.436945,0.046889286,1.004881,-107.97719,4.005432e-07,341,0.9719885,1.0018278,34100,1.0060039,-26.26724696071666,15238.03492975235,-36.336197,484.8,100,
[-1.512 -0.632 -0.115 -0.561  0.487],98.84235,-7.1020346,0.8241309,,11409663,100.0,25.986404,1.2199953,1.9052567,134.78445,0.25545624,-107.01495,11.881147,0.061063554,1.0071574,-106.97463,1.4781951e-06,342,0.9336738,0.99850404,34200,1.009423,-36.669823936486395,15295.494451284409,-50.34237,465.18,100,
[-1.513 -0.632 -0.114 -0.561  0.486],98.84767,-8.171689,0.87504566,,11457309,100.0,22.126244,1.1435558,1.9049387,94.6724,0.21213706,-108.04837,9.793517,0.03446386,1.0031443,-108.02714,1.0299683e-06,343,0.95438087,1.0019709,34300,1.0041912,-36.28802548868559,15354.32850933075,-49.267654,476.46,100,
[-1.514 -0.633 -0.114 -0.561  0.486],98.873764,-8.756504,0.78946304,,11505264,100.0,20.688837,1.2569352,1.9046128,96.92861,0.19863594,-108.67021,9.893903,0.053609118,1.0060163,-108.62665,-2.3841858e-07,344,0.96184814,0.997066,34400,1.0085993,-30.269278007197382,15413.63510966301,-53.601517,479.55,100,
[-1.514 -0.635 -0.113 -0.562  0.486],98.859726,-7.963336,0.7987047,,11553036,100.0,25.828465,1.195627,1.9043758,118.5524,0.20676062,-107.83825,10.956365,0.04600837,1.004285,-107.822296,3.0517577e-07,345,0.957385,0.99810505,34500,1.0060784,-33.50595326109705,15472.394530057907,-44.365967,477.72,100,
[-1.514 -0.635 -0.112 -0.562  0.486],98.88245,-7.8780675,0.8420112,,11600722,100.0,32.638138,1.2161762,1.9046131,87.612175,0.21055017,-107.76732,9.268169,0.050345954,1.0044751,-107.73573,1.9073487e-07,346,0.95578015,0.9988067,34600,1.0061007,-28.029731207496425,15530.585441350937,-36.763973,476.86,100,
[-1.514 -0.633 -0.111 -0.562  0.486],98.88043,-7.920367,0.827883,,11648712,100.0,24.199602,1.1972623,1.9051896,114.602264,0.1969101,-107.80727,10.549571,0.044657767,1.0048238,-107.78556,5.722046e-07,347,0.96213096,1.0023849,34700,1.0057216,-28.689764242123996,15589.556106328964,-36.396126,479.9,100,
[-1.514 -0.632 -0.111 -0.563  0.486],98.87036,-7.1034317,0.7281251,,11696826,100.0,29.100094,1.4298339,1.9081981,125.574646,0.19238451,-107.138405,11.042297,0.10070618,1.0191939,-107.03061,8.487701e-07,348,0.9712621,1.0056416,34800,1.0243307,-31.18536443875345,15648.623548030853,-53.376328,481.14,100,
[-1.512 -0.634 -0.11  -0.565  0.489],98.86839,-8.14732,0.88730294,,11744606,100.0,24.266,1.1087164,1.9078847,120.98559,0.20623904,-108.01139,10.861254,0.03343942,1.0025133,-108.00079,3.8146972e-08,349,0.95678174,0.99792814,34900,1.0035509,-31.441213696748218,15708.192474603653,-39.739697,477.8,100,
[-1.512 -0.634 -0.111 -0.565  0.489],98.842255,-7.62254,0.6036325,,11790645,100.0,34.012917,1.6071963,1.9045699,121.683784,0.27540958,-107.86166,11.889299,0.15027498,1.0367098,-107.63829,1.0108947e-06,350,0.93815815,1.0269264,35000,1.0462872,-36.310938384820155,15764.845050096512,-51.023396,460.39,100,
[-1.512 -0.636 -0.11  -0.563  0.486],98.87567,-6.786014,0.8815303,,11838425,100.0,20.442783,1.1459,1.9046118,74.93239,0.20628448,-106.65569,8.569045,0.03560355,1.0028952,-106.64256,-7.200241e-07,351,0.9569939,1.0017264,35100,1.0035989,-29.70045512221053,15823.731974840164,-31.040176,477.8,100,
[-1.512 -0.635 -0.11  -0.564  0.486],98.90051,-7.5967627,0.8070233,,11886787,100.0,32.78979,1.2575504,1.9050171,80.79426,0.17870468,-107.501,8.970328,0.061295286,1.0081328,-107.470375,-4.196167e-07,352,0.9709301,0.99851,35200,1.0099957,-24.056650949810077,15883.09541130066,-22.75972,483.62,100,
[-1.512 -0.635 -0.109 -0.565  0.486],98.88614,-6.7743125,0.765603,,11935214,100.0,23.263119,1.2829235,1.9049532,126.251724,0.17518927,-106.679726,11.074904,0.062806055,1.0072031,-106.64857,-6.8664554e-07,353,0.9719694,0.9990641,35300,1.0089021,-27.570451553646325,15942.570420742035,-43.456165,484.27,100,
[-1.512 -0.634 -0.108 -0.566  0.486],98.889465,-8.717713,0.74090445,,11983015,100.0,28.137945,1.3946346,1.9051896,104.16352,0.20594367,-108.64451,10.1492405,0.066802986,1.0086118,-108.59694,9.918213e-07,354,0.96010625,0.9990091,35400,1.0106224,-26.41774069323292,16001.355295658112,-36.711018,478.01,100,
[-1.513 -0.632 -0.108 -0.567  0.486],98.892,-8.479279,0.7710011,,12031209,100.0,18.34565,1.3133419,1.9043009,110.57248,0.187539,-108.42687,10.780267,0.07322407,1.0100707,-108.36647,2.2888183e-07,355,0.9686573,1.010671,35500,1.0133768,-26.026289891469865,16061.09450006485,-57.054974,481.94,100,
[-1.514 -0.634 -0.107 -0.567  0.485],98.86725,-7.7683926,0.9105159,,12078306,100.0,28.940016,1.0624914,1.9042336,116.71982,0.23399973,-107.623436,10.667648,0.023638293,1.0012044,-107.61732,-8.583069e-08,356,0.94250983,1.000438,35600,1.0015593,-31.25924604318922,16119.713175296783,-54.927322,470.97,100,
[-1.514 -0.633 -0.107 -0.568  0.485],98.88545,-7.587687,0.8947241,,12126347,100.0,27.253021,1.1617259,1.9053534,105.244446,0.19428469,-107.46403,10.1474085,0.0401315,1.0026596,-107.443665,-1.0108947e-06,357,0.9621062,1.0008866,35700,1.0030106,-27.516483844660115,16179.183831453323,-54.989742,480.41,100,
[-1.514 -0.633 -0.107 -0.568  0.487],98.86861,-8.249226,0.81820804,,12174165,100.0,23.36066,1.3096429,1.9053375,110.504906,0.20519622,-108.20711,10.496945,0.062275708,1.0087874,-108.13577,-1.5258789e-07,358,0.9605047,1.0081005,35800,1.0126073,-31.414725874624487,16238.21804523468,-48.64548,478.18,100,
[-1.515 -0.635 -0.106 -0.571  0.486],98.87721,-7.535709,0.7454144,,12221715,100.0,24.170443,1.3059112,1.9043176,92.40023,0.2168015,-107.46464,9.646132,0.071435414,1.0086743,-107.414795,6.1035155e-07,359,0.9550369,1.0047174,35900,1.0106004,-29.19389014288458,16296.822435379028,-27.534557,475.5,100,
[-1.514 -0.634 -0.105 -0.572  0.485],98.890045,-7.3605247,0.8895216,,12269528,100.0,25.62661,1.1351771,1.9039769,73.61644,0.2047051,-107.22163,8.629399,0.03134543,1.0018497,-107.21223,6.008148e-07,360,0.95714056,1.003498,36000,1.002253,-26.284877376785595,16355.562945842743,-44.74369,478.13,100,
[-1.514 -0.635 -0.105 -0.571  0.485],98.863266,-8.268694,0.859762,,12316581,100.0,28.820055,1.1055189,1.9035738,128.84229,0.23578401,-108.14254,11.430539,0.03259114,1.0022856,-108.12163,1.5258789e-07,361,0.94213796,0.9966584,36100,1.0031459,-32.16755412990069,16413.246393680573,-46.752163,470.53,100,
[-1.516 -0.635 -0.105 -0.571  0.485],98.87302,-5.92831,0.7342366,,12364189,100.0,23.650883,1.271612,1.9050204,82.251396,0.21474285,-105.90037,8.893053,0.07608334,1.0119926,-105.82661,4.005432e-07,362,0.9578929,1.0018625,36200,1.014179,-30.228286842530157,16472.033608198166,-28.030033,476.08,100,
[-1.515 -0.634 -0.106 -0.572  0.486],98.84364,-7.9705644,0.90407985,,12411012,100.0,20.82552,1.0685142,1.9050018,90.173256,0.24404626,-107.8278,9.451101,0.020975033,1.0009384,-107.8174,4.1007996e-07,363,0.9368903,0.9978658,36300,1.0013715,-36.60433841753629,16530.25358605385,-31.184643,468.23,100,
[-1.515 -0.635 -0.106 -0.573  0.486],98.87193,-7.4827404,0.84319884,,12458592,100.0,22.40696,1.1512736,1.9049426,77.09631,0.2149259,-107.34946,8.752999,0.0388688,1.0030781,-107.33763,-5.7220458e-08,364,0.9529875,0.99593425,36400,1.0042764,-30.46566912731201,16588.601801872253,-26.263187,475.8,100,
[-1.515 -0.635 -0.107 -0.573  0.486],98.88194,-8.744565,0.80214727,,12506436,100.0,25.553364,1.2049847,1.9029881,125.4933,0.20362057,-108.6403,11.2255125,0.047574688,1.004708,-108.61054,4.005432e-07,365,0.9591795,0.9957006,36500,1.0051872,-28.241646592790424,16647.5817592144,-48.371597,478.44,100,
[-1.515 -0.634 -0.107 -0.573  0.484],98.84679,-7.2648187,0.8296329,,12552705,100.0,20.31926,1.2448595,1.9004697,99.78784,0.26371926,-107.197624,10.222571,0.055764537,1.006893,-107.142914,4.196167e-07,366,0.92866564,1.0076985,36600,1.0081099,-35.44577841157866,16704.80572938919,-49.645866,462.69,100,
[-1.514 -0.634 -0.106 -0.572  0.482],98.83441,-6.7122946,0.7648945,,12598761,100.0,26.951881,1.1920162,1.9004581,130.70401,0.27047887,-106.615166,11.620007,0.060961127,1.006813,-106.5839,-1.9073486e-08,367,0.92426014,0.9935932,36700,1.0103477,-38.13145352800498,16761.81997871399,-34.445667,460.56,100,
[-1.514 -0.635 -0.105 -0.572  0.482],98.86534,-7.4152136,0.74959475,,12645356,100.0,22.018745,1.3114986,1.8984573,125.612114,0.25328588,-107.37686,11.542338,0.074256204,1.0107979,-107.30134,1.1253356e-06,368,0.93687624,1.0063452,36800,1.0148108,-31.371339035552566,16819.246687412262,-49.068336,465.95,100,
[-1.518 -0.636 -0.106 -0.571  0.48 ],98.85228,-6.7160673,0.7998068,,12692761,100.0,20.884714,1.299232,1.8981638,74.76897,0.22287712,-106.632324,8.578186,0.06963778,1.0098941,-106.59236,9.536743e-09,369,0.9524925,1.0088012,36900,1.0144823,-35.01299101685887,16878.41348338127,-27.156193,474.05,100,
[-1.517 -0.635 -0.104 -0.572  0.479],98.85622,-7.665345,0.7106715,,12740765,100.0,30.478016,1.3615537,1.8994825,97.89587,0.19738905,-107.63858,9.868293,0.0918153,1.0166364,-107.57068,5.912781e-07,370,0.9676766,1.005984,37000,1.0209451,-34.51091823721944,16937.86633658409,-25.745333,480.04,100,
[-1.518 -0.634 -0.103 -0.573  0.481],98.876236,-5.1689305,0.7976995,,12788558,100.0,24.84571,1.2597411,1.8993498,96.44699,0.20644657,-105.08706,9.7835245,0.06626871,1.0104865,-105.04873,-6.7710874e-07,371,0.96056783,1.0110973,37100,1.0138142,-29.573488973672955,16997.061334371567,-49.211864,477.93,100,
[-1.518 -0.633 -0.101 -0.573  0.48 ],98.892975,-8.448692,0.85198665,,12836308,100.0,29.554676,1.1889567,1.8987705,137.4734,0.20768058,-108.344475,11.792158,0.04300849,1.003733,-108.308205,4.5776366e-07,372,0.95671695,1.001555,37200,1.0052884,-25.553613018763937,17055.950387954712,-48.73653,477.5,100,
[-1.518 -0.635 -0.1   -0.574  0.48 ],98.86241,-6.8829618,0.7990991,,12882154,100.0,21.07857,1.281282,1.8981675,127.50063,0.2768122,-106.80353,11.5337105,0.058165528,1.0057058,-106.75276,-1.5258789e-07,373,0.9195897,0.9999288,37300,1.0080814,-31.539581773812817,17113.09401535988,-51.054142,458.46,100,
[-1.519 -0.638 -0.1   -0.575  0.479],98.883514,-6.4623847,0.80909073,,12931104,100.0,18.272694,1.2412704,1.8984371,77.05646,0.1437457,-106.355225,8.619191,0.05360963,1.0052485,-106.324554,-2.861023e-07,374,0.9814069,1.007614,37400,1.006399,-28.5099106639844,17174.096099615097,-34.25848,489.5,100,
[-1.518 -0.637 -0.099 -0.575  0.479],98.8667,-7.450652,0.69992375,,12978998,100.0,19.179174,1.4176897,1.8971394,74.634186,0.20253432,-107.45373,8.891094,0.09712523,1.0163102,-107.3542,-9.155273e-07,375,0.9655083,1.0056717,37500,1.024257,-31.920878873455774,17233.85134577751,-40.58773,478.94,100,
[-1.519 -0.639 -0.101 -0.577  0.478],98.844864,-5.7669764,0.8029086,,13026726,100.0,24.440159,1.1990683,1.8951901,72.276794,0.2089699,-105.69502,8.49827,0.05731033,1.0065756,-105.642654,1.9073486e-08,376,0.957737,1.0003691,37600,1.0072905,-37.02044065136305,17291.239861011505,-18.476826,477.28,100,
[-1.519 -0.639 -0.101 -0.578  0.476],98.886795,-6.396855,0.7721981,,13075509,100.0,32.08876,1.3626722,1.8964894,95.2328,0.15510537,-106.371735,9.54864,0.07582983,1.0126361,-106.29502,-3.528595e-07,377,0.9817194,0.9945383,37700,1.0147767,-27.612234902577317,17349.4161465168,-30.527187,487.83,100,
[-1.519 -0.638 -0.101 -0.58   0.478],98.857376,-7.3529015,0.8026371,,13121031,100.0,28.499775,1.2696099,1.8957621,129.92067,0.28676757,-107.26999,11.387704,0.06375988,1.0085238,-107.22987,-9.918213e-07,378,0.9142744,1.0038546,37800,1.012131,-32.46148852683146,17403.73720049858,-56.50284,455.22,100,
[-1.518 -0.638 -0.099 -0.58   0.477],98.90448,-8.068093,1.0,,13169720,100.0,21.135193,1.0,1.8957621,87.15264,0.15978704,-107.911514,9.288763,,1.0,-107.911514,-3.1471254e-07,379,0.97378,1.0,37900,1.0,-23.252602791262166,17461.93369436264,-28.510384,486.89,100,
[-1.518 -0.638 -0.099 -0.58   0.477],98.87358,-7.217412,0.67818624,,13216284,100.0,27.395931,1.4009477,1.8942144,134.77158,0.25552487,-107.27148,11.966461,0.09812151,1.0203,-107.152306,-4.005432e-07,380,0.9403768,0.9998597,38000,1.0275909,-29.43329723269958,17516.95747065544,-47.956734,465.64,100,
[-1.519 -0.641 -0.097 -0.582  0.475],98.863266,-6.9777393,0.8803731,,13263589,100.0,25.860182,1.1221569,1.8948047,93.38184,0.22605355,-106.84069,9.590271,0.032647703,1.0021691,-106.830246,1.0299683e-06,381,0.9470727,1.0013684,38100,1.0030814,-32.3421256701419,17574.018746614456,-29.970177,473.05,100,
[-1.519 -0.641 -0.097 -0.583  0.476],98.85498,-6.1968756,0.63620377,,13310805,100.0,17.800655,1.4072754,1.8952347,69.02114,0.23182192,-106.21916,8.481619,0.0974906,1.0219059,-106.12749,-4.7683716e-07,382,0.95424646,1.0084704,38200,1.0292323,-34.23789689808415,17630.448610067368,-26.216002,472.16,100,
[-1.519 -0.643 -0.094 -0.583  0.476],98.87674,-8.031505,0.902038,,13358898,100.0,20.739508,1.1021326,1.8948687,102.8189,0.19163358,-107.89485,10.123209,0.022144817,1.0010868,-107.87966,1.6212464e-06,383,0.9623528,1.0021826,38300,1.0016339,-29.641284764504245,17688.234902381897,-45.503235,480.93,100,
[-1.519 -0.644 -0.094 -0.584  0.476],98.87128,-8.518899,0.7553731,,13406870,100.0,23.371256,1.2779039,1.8951871,70.59175,0.19811611,-108.44013,8.305335,0.06942675,1.0083554,-108.399864,2.7656554e-07,384,0.9634814,1.0030221,38400,1.0102292,-30.87621986598218,17745.82274365425,-22.099556,479.72,100,
[-1.519 -0.643 -0.094 -0.585  0.476],98.88138,-8.510412,0.7585157,,13454604,100.0,17.804068,1.4549848,1.8971872,75.986595,0.2089686,-108.44377,8.675951,0.0796372,1.0092703,-108.39322,2.2888183e-07,385,0.9590139,0.9975132,38500,1.0111178,-28.31118595881589,17803.131133556366,-30.2757,477.34,100,
[-1.519 -0.643 -0.093 -0.585  0.478],98.84839,-7.5253625,0.7475717,,13501509,100.0,22.830206,1.3020103,1.8945998,95.49496,0.24225402,-107.47408,9.770042,0.07229383,1.0105488,-107.414696,1.7547608e-06,386,0.94299686,1.0061879,38600,1.0136098,-35.5564210874347,17859.14834189415,-28.809423,469.05,100,
[-1.515 -0.642 -0.092 -0.585  0.476],98.881424,-6.8508663,0.7805802,,13548942,100.0,22.46867,1.2246451,1.8955872,115.57201,0.22156058,-106.76764,10.655996,0.058701467,1.0080075,-106.72417,-6.1035155e-07,387,0.9523398,1.0023141,38700,1.0096047,-28.123894597235193,17917.24005627632,-50.72126,474.33,100,
[-1.515 -0.641 -0.091 -0.585  0.477],98.87344,-7.127389,0.70159215,,13595881,100.0,23.94168,1.2232369,1.8955289,100.923386,0.24072656,-107.0446,10.309477,0.063141696,1.0082191,-107.00558,1.4305114e-08,388,0.94261485,0.9927359,38800,1.0113515,-29.70230884935343,17973.14393568039,-48.40646,469.39,100,
[-1.516 -0.641 -0.09  -0.584  0.477],98.870255,-7.055063,0.8229783,,13643788,100.0,18.509794,1.2344497,1.8945353,84.36409,0.20102103,-106.96392,9.168077,0.05321022,1.0076905,-106.92742,4.196167e-07,389,0.96166545,1.0063835,38900,1.010011,-31.07936006738401,18030.085709095,-38.17767,479.07,100,
[-1.515 -0.64  -0.089 -0.585  0.476],98.88687,-7.7538247,0.6648325,,13692246,100.0,28.874828,1.5252333,1.8954906,105.60274,0.17481583,-107.77461,10.337481,0.10535422,1.0223264,-107.67741,-7.05719e-07,390,0.9792222,0.9978199,39000,1.0282748,-27.411563834000695,18088.33123731613,-35.946617,484.58,100,
[-1.515 -0.64  -0.087 -0.586  0.476],98.8678,-7.171973,0.60534537,,13738624,100.0,19.887054,1.523924,1.8951714,122.88107,0.26242268,-107.22167,11.5830965,0.11937049,1.0245504,-107.11569,6.294251e-07,391,0.9386286,1.0045123,39100,1.0321985,-30.655354828874216,18143.735565662384,-51.34962,463.78,100,
[-1.516 -0.642 -0.085 -0.586  0.476],98.895996,-8.56205,0.81065476,,13786816,100.0,16.275774,1.2199253,1.893281,116.26209,0.18739069,-108.48122,10.710889,0.053391516,1.0072684,-108.44005,-2.9563904e-07,392,0.9673991,0.9986022,39200,1.0085591,-25.060203762481496,18201.32367825508,-46.491432,481.92,100,
[-1.516 -0.641 -0.085 -0.586  0.474],98.85002,-7.7005014,0.9216496,,13833417,100.0,19.235752,1.1117659,1.8926456,117.98586,0.2518717,-107.55538,10.740002,0.02436555,1.0012665,-107.54952,-1.0681152e-06,393,0.9326117,1.00107,39300,1.0015904,-34.94466578002561,18257.616642475128,-50.038063,466.01,100,
[-1.516 -0.641 -0.085 -0.587  0.474],98.87903,-7.806864,0.81227756,,13881143,100.0,14.441824,1.2316241,1.891522,84.47905,0.20925586,-107.73625,9.678632,0.061003674,1.0087262,-107.68661,-7.343292e-07,394,0.9585703,0.98973787,39400,1.0110906,-28.867173258620774,18314.594759225845,-56.05441,477.26,100,
[-1.517 -0.641 -0.085 -0.585  0.472],98.86583,-6.9931436,0.84787107,,13928523,100.0,21.21606,1.2000033,1.8916861,64.48746,0.22316192,-106.87219,7.9363947,0.041350894,1.0030164,-106.848114,-1.9073486e-08,395,0.94898975,1.0042127,39500,1.0038935,-31.7846144685812,18371.59126853943,-19.616062,473.8,100,
[-1.517 -0.639 -0.085 -0.585  0.473],98.88698,-7.9919524,0.83845764,,13976823,100.0,23.006575,1.1296742,1.891666,74.05748,0.18147759,-107.854774,8.546509,0.037320048,1.0028015,-107.845474,1.5258789e-07,396,0.967308,0.9986178,39600,1.0042455,-27.29343242824395,18429.3611869812,-32.699932,483.0,100,
[-1.517 -0.639 -0.086 -0.586  0.473],98.88924,-7.2059565,0.68890893,,14024748,100.0,20.672598,1.2952695,1.8915803,101.01556,0.20085315,-107.16753,9.982479,0.07563177,1.013953,-107.10827,-2.5749208e-07,397,0.9650587,1.0020628,39700,1.0176125,-26.540349364245035,18486.883002758026,-51.035034,479.25,100,
[-1.517 -0.638 -0.085 -0.587  0.473],98.86824,-6.6830425,0.73690087,,14072492,100.0,19.36259,1.3014183,1.8899233,84.10526,0.20875244,-106.630104,9.235034,0.07883863,1.0112962,-106.57533,1.3065338e-06,398,0.9601987,1.0050955,39800,1.0141435,-31.452236873415444,18543.626888751984,-26.780685,477.44,100,
[-1.516 -0.637 -0.086 -0.587  0.471],98.86171,-6.7865167,0.67162514,,14118451,100.0,34.41864,1.2805723,1.8905566,142.46045,0.27385822,-106.72839,12.174214,0.070474915,1.0092618,-106.673065,-6.580353e-07,399,0.9235121,0.9996819,39900,1.0127307,-31.779664616037056,18598.402930259705,-50.003628,459.59,100,
[-1.516 -0.64  -0.086 -0.587  0.472],98.87633,-6.6092057,0.66811514,,14164539,100.0,30.341326,1.4986231,1.8870575,157.68645,0.2721338,-106.706955,13.229999,0.106105775,1.0253465,-106.56858,-8.392334e-07,400,0.9336818,0.99867815,40000,1.0297269,-28.500772668835207,18653.495886802673,-57.0301,460.88,100,
[-1.518 -0.642 -0.086 -0.586  0.468],98.862366,-6.639221,0.81806445,,14211708,100.0,24.745878,1.2324666,1.8876755,125.90528,0.23179048,-106.54179,11.199807,0.050709758,1.0057752,-106.502106,-1.1825562e-06,401,0.94610375,1.0035831,40100,1.0082861,-32.45999370846244,18710.094830989838,-50.14503,471.69,100,
[-1.519 -0.64  -0.086 -0.586  0.469],98.88835,-8.082029,0.6923762,,14259532,100.0,24.954422,1.422115,1.8869746,100.954605,0.20554185,-108.0523,10.427198,0.08454287,1.0145842,-107.981834,-1.2397766e-07,402,0.9633261,0.99813104,40200,1.0210575,-26.697069032574095,18767.983149766922,-43.267178,478.24,100,
[-1.52  -0.64  -0.084 -0.585  0.468],98.87927,-7.5858088,0.851494,,14307157,100.0,17.447132,1.1456199,1.8854712,87.721756,0.21303724,-107.46972,9.399053,0.0382282,1.0030506,-107.44406,-3.4332277e-07,403,0.953975,0.9971123,40300,1.0034736,-28.7480286246266,18825.23480296135,-35.376778,476.25,100,
