Iteration,EpThisIter,StdIW,InitialBound,TimeElapsed,ReturnMeanIW,InitialReturnMean,MeanD2w0t,EpisodesSoFar,J_sample_variance,EpRewMean,ReturnStepMax,InitialReturnStd,MeanEntropy,Bound,StdD2w0t,MaxIW,ReturnStepMaxmin,EmpiricalD2,MinIW,TimestepsSoFar,Weights,InitialReturnMax,MinD2w0t,MaxD2w0t,EpLenMean,InitialReturnMin,MeanIW
82,100,0.19490491,-113.84964,889.5026245117188,188.6973,-2.4414062e-06,0.08402821,8200,1159.0149,-107.93868421526298,100.0,13.275987,1.5302995,-111.25772,0.2797174,1.6668471,93.78432,1.0278946,0.62236816,322791,[-0.763 -1.083 -0.78  -0.862  0.115],46.846634,,1.0597736,41.39,-18.727562,1.0332394
83,100,0.14074911,-119.522156,900.7305202484131,185.64398,-2.708435e-06,0.084529094,8300,703.28394,-107.55493970087024,100.0,13.592637,1.5375192,-116.74539,0.2799465,1.5271269,93.851364,1.0216812,0.7052076,326969,[-0.776 -1.093 -0.792 -0.859  0.111],37.359627,,1.043873,41.78,-19.720718,1.0377934
84,100,0.11443093,-122.39502,911.6970448493958,185.00827,9.651184e-06,0.083113186,8400,496.11462,-107.37840702475232,100.0,15.03957,1.5396482,-121.107635,0.27683708,1.3781646,93.805115,1.0174184,0.73181117,331103,[-0.785 -1.098 -0.791 -0.861  0.119],47.21868,,1.0287439,41.34,-20.197243,1.0095117
85,100,0.24813531,-115.96869,923.08331990242,204.3495,4.15802e-06,0.082049645,8500,2163.8867,-108.7860226585806,100.0,13.231391,1.5277429,-111.291794,0.27874488,2.1339254,93.5457,1.0381857,0.503814,335092,[-0.793 -1.099 -0.79  -0.857  0.121],51.603794,,1.0924207,39.89,-16.854912,1.0619951
86,100,0.24866074,-151.60925,936.1842927932739,169.57458,-1.7547608e-06,0.09243529,8600,1770.3365,-104.86010997126185,100.0,17.073832,1.5351819,-146.4372,0.29365456,2.1936214,94.349884,1.0416921,0.5796818,339602,[-0.797 -1.093 -0.782 -0.862  0.109],53.350983,,1.1042905,45.1,-23.717651,1.0675743
87,100,0.14242394,-113.94983,947.2205057144165,195.46738,1.0299683e-06,0.08114334,8700,769.03314,-108.03026874878984,100.0,13.170655,1.5302484,-111.832275,0.2747788,1.6464425,93.61332,1.0167434,0.74598604,343613,[-0.82  -1.099 -0.786 -0.866  0.116],45.314117,,1.0340377,40.11,-18.638855,1.0262984
88,100,0.079571255,-143.906,958.9689812660217,166.16896,3.0899048e-06,0.0908909,8800,265.2488,-107.94467034603724,100.0,13.340822,1.5288846,-142.96626,0.28831765,1.2122378,94.223694,1.0070239,0.7779243,348133,[-0.823 -1.092 -0.79  -0.861  0.111],47.847687,,1.0136619,45.2,-23.085266,1.0139118
89,100,0.16303657,-118.22731,970.3620488643646,188.88194,2.2125244e-06,0.08325664,8900,984.9046,-106.68709225516271,100.0,14.544957,1.5326425,-115.137924,0.27839443,1.5404891,93.80209,1.022348,0.6645497,352238,[-0.83  -1.088 -0.795 -0.857  0.11 ],41.58502,,1.051058,41.05,-19.709175,1.0305955
90,100,0.12141714,-95.63942,981.0547757148743,202.69417,7.6293944e-08,0.07865466,9000,544.9199,-108.80511897417301,100.0,11.487292,1.5351509,-94.11223,0.270433,1.5812683,93.42026,1.013988,0.76114154,356138,[-0.834 -1.1   -0.803 -0.868  0.114],34.374363,,1.0340227,39.0,-18.08828,1.0176228
91,100,0.06294862,-124.177734,992.4493927955627,183.70686,-1.8310546e-06,0.082867734,9100,297.30777,-106.72404557427637,100.0,14.572819,1.5342791,-123.252914,0.27624282,1.2448047,93.82926,1.0052723,0.8269559,360266,[-0.838 -1.099 -0.803 -0.874  0.116],48.726364,,1.0148866,41.28,-18.41986,1.0112293
92,100,0.045078114,-129.26024,1004.2978649139404,176.38234,2.3651123e-06,0.085910685,9200,193.12529,-108.23675586005012,100.0,13.516323,1.53133,-128.97606,0.2804351,1.1610714,93.95407,1.0021194,0.85776216,364556,[-0.845 -1.09  -0.803 -0.87   0.115],46.932823,,1.0048883,42.9,-18.988235,1.0047089
93,100,0.14658278,-101.57472,1014.8505651950836,200.92647,5.7983398e-06,0.07887469,9300,622.90894,-108.13837117264882,100.0,12.291484,1.5406842,-99.39476,0.27058712,1.7037199,93.47712,1.0173221,0.73279953,368472,[-0.848 -1.086 -0.802 -0.867  0.112],36.69845,,1.0331866,39.16,-18.35852,1.0250396
94,100,0.13979124,-103.95003,1025.4819869995117,194.69511,-3.4332277e-07,0.08089195,9400,694.70953,-106.62863032048051,100.0,14.436277,1.5288783,-101.007095,0.27436194,1.6352679,93.66724,1.0205357,0.68930316,372471,[-0.861 -1.087 -0.804 -0.864  0.122],45.47435,,1.0601916,39.99,-19.433289,1.0323426
95,100,0.12200121,-127.462875,1037.2238008975983,180.23332,-6.5612794e-06,0.08589051,9500,583.2051,-107.39770162724716,100.0,13.668173,1.5258085,-124.521774,0.28134367,1.4190503,93.96144,1.0136117,0.69581425,376734,[-0.882 -1.08  -0.807 -0.858  0.11 ],42.813297,,1.0341163,42.63,-18.07666,1.0280951
96,100,0.043522008,-124.2914,1048.251680612564,178.49086,2.861023e-06,0.084319755,9600,299.82193,-106.82688997053454,100.0,13.941146,1.5247489,-123.95058,0.27811992,1.1588194,93.9239,1.0020169,0.88103056,380943,[-0.9   -1.087 -0.815 -0.86   0.107],39.19169,,1.0059334,42.09,-20.43074,1.0028156
97,100,0.13630393,-107.205215,1059.1455976963043,190.16353,8.277893e-06,0.08248709,9700,681.6204,-106.99774180903081,100.0,13.9318495,1.5380026,-104.735275,0.27700275,1.5214771,93.74601,1.0204151,0.6962659,385016,[-0.893 -1.086 -0.811 -0.861  0.106],32.73593,,1.0402149,40.73,-18.136795,1.0297542
98,100,0.06953207,-125.59627,1070.4529457092285,176.53107,-7.2479247e-07,0.086233415,9800,274.9062,-108.18907182716039,100.0,13.300141,1.5322511,-124.98331,0.28123927,1.195376,93.96443,1.0049772,0.7643811,389313,[-0.889 -1.086 -0.809 -0.857  0.119],37.980446,,1.0104202,42.97,-20.078163,1.0076661
99,100,0.16763054,-107.51146,1081.383237361908,202.12259,1.1062622e-06,0.0802844,9900,1116.4697,-108.84728662177207,100.0,13.10341,1.5390365,-104.160614,0.2739107,1.6553692,93.4971,1.0237336,0.6816427,393269,[-0.887 -1.086 -0.81  -0.856  0.113],45.78936,,1.0579904,39.56,-17.874397,1.0373961
100,100,0.22782454,-92.27899,1092.5233595371246,212.66681,3.1661987e-06,0.07677208,10000,1727.9847,-108.1157703750087,100.0,12.603582,1.545486,-89.4772,0.26870698,2.0693338,93.27055,1.0350392,0.6139214,397043,[-0.902 -1.083 -0.818 -0.858  0.12 ],37.37584,,1.0666262,37.74,-16.00505,1.0368323
101,100,0.22636533,-89.47287,1102.5005264282227,221.21588,-4.959106e-07,0.07664504,10100,2643.9412,-107.59370268538781,100.0,13.095515,1.5504522,-84.02884,0.27089146,2.0366595,93.19668,1.0387483,0.50802463,400751,[-0.896 -1.084 -0.816 -0.869  0.126],44.628704,,1.0912986,37.08,-15.149963,1.0524863
102,100,0.1294434,-97.5403,1114.2271637916565,203.35255,5.378723e-06,0.07915896,10200,866.8232,-107.70121526203813,100.0,13.225178,1.5474392,-94.39128,0.2723245,1.5708356,93.47119,1.019463,0.60635865,404647,[-0.882 -1.087 -0.803 -0.88   0.132],44.184044,,1.0524586,38.96,-19.04647,1.0281293
103,100,0.22715893,-109.29651,1125.551732301712,196.49033,-4.196167e-06,0.081020705,10300,1221.0513,-107.99024388310156,100.0,13.121517,1.5469732,-106.78735,0.27473137,2.1561964,93.60185,1.0378857,0.51766694,408648,[-0.866 -1.084 -0.79  -0.885  0.128],44.21092,,1.0637357,40.01,-18.178024,1.0330081
104,100,0.21211499,-118.460526,1136.8914668560028,185.94412,-8.7738035e-06,0.08359069,10400,1270.1053,-105.71688181727048,100.0,15.1228695,1.5415969,-116.28824,0.27907705,1.7233658,93.86438,1.0277585,0.5673855,412765,[-0.879 -1.084 -0.791 -0.876  0.128],40.881615,,1.0769945,41.17,-19.963127,1.0297742
105,100,0.09694966,-108.520004,1148.642186164856,195.61081,-1.0681152e-06,0.081042394,10500,494.52927,-108.60071441126061,100.0,12.887061,1.5425785,-106.10782,0.27422956,1.2520728,93.5916,1.0099491,0.71279395,416781,[-0.876 -1.099 -0.799 -0.889  0.123],36.86511,,1.02946,40.16,-16.96251,1.0221127
106,100,0.14630158,-123.60828,1159.8642852306366,180.23425,1.7547608e-06,0.08717412,10600,766.05304,-107.99276755289371,100.0,13.580407,1.5352407,-121.10715,0.28427878,1.4269872,93.97475,1.0233471,0.6551519,421079,[-0.891 -1.101 -0.81  -0.889  0.124],34.843063,,1.0459604,42.98,-20.143517,1.0344915
107,100,0.23149738,-100.53722,1170.5977318286896,196.05287,6.1035155e-07,0.08216664,10700,1146.2439,-107.25232791898317,100.0,13.416025,1.5301946,-96.5197,0.2775407,1.8295193,93.67731,1.0552396,0.50457096,425109,[-0.89  -1.111 -0.812 -0.9    0.116],28.33982,,1.086593,40.3,-19.73722,1.051538
108,100,0.15143625,-120.194016,1182.1010336875916,187.9139,3.0517579e-06,0.08253374,10800,549.62787,-106.48543322067586,100.0,14.770714,1.5364516,-117.802475,0.27655488,1.4697146,93.79162,1.0203784,0.68821824,429198,[-0.88  -1.11  -0.812 -0.91   0.111],42.28503,,1.0410421,40.89,-18.965027,1.0302464
109,100,0.10757443,-102.40045,1192.1446599960327,199.34709,3.8146972e-08,0.078670576,10900,601.687,-107.26613523806026,100.0,13.315794,1.5397259,-100.99785,0.2704146,1.475088,93.502,1.0106809,0.73051643,433100,[-0.869 -1.099 -0.804 -0.91   0.117],34.860596,,1.0235405,39.02,-18.872757,1.0129925
110,100,0.13907355,-72.451965,1202.510549068451,219.76224,6.2561035e-06,0.07385388,11000,846.33136,-107.83162198543961,100.0,12.653856,1.5469575,-69.47717,0.26318896,1.432627,93.091415,1.0158036,0.63004786,436750,[-0.869 -1.102 -0.802 -0.916  0.121],36.964123,,1.0396256,36.5,-15.919579,1.0254335
111,100,0.05463563,-88.16139,1212.8563468456268,205.33624,-6.4849854e-07,0.07594428,11100,292.3384,-107.58488401222822,100.0,12.130275,1.5440242,-87.82437,0.26522034,1.1679763,93.32122,1.0027262,0.8058435,440539,[-0.887 -1.111 -0.815 -0.919  0.128],29.670052,,1.005129,37.89,-16.366798,1.0029594
112,100,0.16607723,-109.279526,1224.3520107269287,192.83527,3.3569336e-06,0.08287725,11200,1013.45856,-107.55086016821112,100.0,13.772588,1.5478762,-106.06366,0.27825126,1.7236879,93.721436,1.0236717,0.587098,444614,[-0.89  -1.109 -0.818 -0.916  0.125],40.089836,,1.0669384,40.75,-19.152916,1.0366244
113,100,0.15233333,-122.881195,1235.942474603653,183.77539,3.2424928e-06,0.08446963,11300,753.83966,-107.9298609061193,100.0,12.415766,1.5420763,-121.73474,0.2793857,1.3654008,93.845764,1.017599,0.70650935,448802,[-0.891 -1.125 -0.822 -0.928  0.129],49.810898,,1.0256689,41.88,-18.285751,1.0207617
114,100,0.13057263,-122.261475,1247.8572225570679,175.1442,-1.6784668e-06,0.08679494,11400,554.3149,-107.12246890470188,100.0,13.748153,1.536771,-121.20715,0.28256938,1.4386296,94.03028,1.0148568,0.6414706,453113,[-0.892 -1.127 -0.817 -0.928  0.123],28.83142,,1.0288843,43.11,-20.695877,1.012841
115,100,0.1762457,-140.91714,1260.2136116027832,169.63078,-1.2969971e-06,0.091661856,11500,846.34076,-107.3232388857964,100.0,13.267366,1.5488232,-137.72368,0.29091245,1.6964707,94.24698,1.0294441,0.6837009,457629,[-0.896 -1.136 -0.819 -0.929  0.118],43.31806,,1.0529704,45.16,-21.649544,1.0380713
116,100,0.18104905,-112.55292,1270.5839085578918,190.84142,1.8310546e-06,0.082562216,11600,765.11444,-106.84709017140261,100.0,13.436565,1.5474573,-108.78029,0.27680787,1.6100905,93.768814,1.0349531,0.5719973,461714,[-0.905 -1.139 -0.818 -0.93   0.13 ],47.3816,,1.0783056,40.85,-18.350471,1.0433394
117,100,0.20112169,-128.32433,1281.7548365592957,181.65802,-6.790161e-06,0.08603537,11700,1314.9719,-105.93400101746849,100.0,14.901268,1.5448976,-124.801544,0.2830525,1.7373108,93.9913,1.0316998,0.65908444,465944,[-0.934 -1.142 -0.827 -0.924  0.128],38.535767,,1.0642985,42.3,-18.998665,1.0395185
118,100,0.11216993,-79.164185,1292.6695942878723,217.65285,2.4414062e-06,0.073633954,11800,580.019,-107.35304591480345,100.0,12.554303,1.5488479,-76.551346,0.26232797,1.5167441,93.120865,1.0116553,0.76896286,469596,[-0.948 -1.145 -0.824 -0.925  0.126],32.682602,,1.0294989,36.52,-15.112877,1.021626
119,100,0.07773173,-134.02519,1303.2783126831055,175.77222,-2.4032593e-06,0.08552862,11900,372.1855,-106.68438431471013,100.0,15.146877,1.5516744,-133.47446,0.28011826,1.2846688,93.99607,1.0058044,0.82361096,473860,[-0.938 -1.133 -0.814 -0.923  0.13 ],68.915054,,1.0115914,42.64,-19.427376,1.0054747
120,100,0.11920647,-125.14081,1314.5396785736084,178.32738,6.8664554e-07,0.08701583,12000,494.5089,-108.10821851496522,100.0,13.715542,1.5469579,-122.867905,0.2832474,1.5586675,93.98571,1.0145242,0.7368995,478172,[-0.943 -1.14  -0.817 -0.925  0.133],36.96134,,1.0324671,43.12,-19.904243,1.0247195
121,100,0.095332116,-112.08153,1327.1389710903168,185.88496,3.7002565e-06,0.08418213,12100,395.40427,-109.24068257488118,100.0,12.897811,1.543383,-110.27028,0.27849057,1.281909,93.78067,1.0097243,0.77066463,482358,[-0.938 -1.127 -0.812 -0.92   0.128],40.097717,,1.022092,41.86,-17.947044,1.0181051
122,100,0.14208531,-120.50975,1338.9505751132965,181.99025,5.2261353e-06,0.08573987,12200,901.1752,-107.5395569473507,100.0,12.743574,1.5459813,-118.29552,0.28187123,1.4779968,93.92139,1.0204481,0.73219967,486593,[-0.925 -1.119 -0.803 -0.919  0.125],38.63969,,1.0389098,42.35,-17.66719,1.0231563
123,100,0.09465023,-139.53076,1350.5917279720306,175.70901,5.1116945e-06,0.08535842,12300,421.21866,-105.88397944927361,100.0,14.884252,1.5526328,-138.82993,0.2799893,1.3552208,94.01956,1.0073906,0.81750333,490845,[-0.928 -1.125 -0.8   -0.922  0.127],58.559357,,1.0156325,42.52,-20.612831,1.0095241
124,100,0.22352244,-130.36298,1362.4911878108978,172.9343,-4.15802e-06,0.090218164,12400,1155.6729,-106.60040009598653,100.0,14.098866,1.5644727,-126.86279,0.28945696,2.3525655,94.185165,1.0289015,0.69698405,495273,[-0.927 -1.126 -0.803 -0.925  0.134],34.90763,,1.0696844,44.28,-22.131233,1.0504717
125,100,0.058125004,-116.16255,1374.039739370346,184.98616,-2.0980835e-06,0.08211947,12500,343.49417,-106.87903316020203,100.0,14.864622,1.5633935,-115.620865,0.27483928,1.1289762,93.78385,1.0036526,0.7974716,499371,[-0.919 -1.111 -0.794 -0.917  0.146],42.52956,,1.0098479,40.98,-18.779907,1.0055531
126,100,0.13896771,-97.64882,1384.4876372814178,205.2003,7.3242186e-06,0.07775722,12600,617.0043,-106.90809823598771,100.0,13.932681,1.5592571,-94.751175,0.26960945,1.399934,93.43188,1.0207039,0.59091985,503211,[-0.926 -1.116 -0.796 -0.919  0.144],41.35563,,1.0566974,38.4,-16.258522,1.0311038
127,100,0.10517087,-123.9872,1395.5861728191376,185.2123,4.8828124e-06,0.08384787,12700,503.69394,-107.50114026926674,100.0,13.495394,1.5631682,-121.77223,0.2783663,1.3973185,93.83046,1.0115483,0.7441063,507370,[-0.932 -1.099 -0.792 -0.915  0.14 ],46.15477,,1.0245967,41.59,-19.158165,1.0228648
128,100,0.17965522,-141.47804,1407.639553308487,159.87283,8.773804e-07,0.09533949,12800,789.76483,-108.06689174267026,100.0,13.963413,1.5689343,-139.6456,0.29569295,1.5659989,94.41021,1.0275775,0.6629417,512079,[-0.946 -1.109 -0.803 -0.918  0.144],30.03183,,1.0455946,47.09,-19.488586,1.0248665
129,100,0.102459066,-137.27547,1417.9529089927673,166.11308,-1.8310546e-06,0.09027605,12900,541.3461,-106.50714257054001,100.0,15.013761,1.5785114,-135.9825,0.28765896,1.4242966,94.2484,1.0107998,0.8163153,516562,[-0.945 -1.114 -0.8   -0.916  0.15 ],36.743584,,1.0200441,44.83,-20.859047,1.0192622
130,100,0.18776485,-135.14061,1429.7700045108795,174.03398,-3.8146973e-07,0.08965306,13000,928.3441,-108.42428525525229,100.0,13.831859,1.5923918,-133.09468,0.28787276,2.3286893,94.09503,1.0226284,0.701591,520983,[-0.946 -1.111 -0.796 -0.916  0.16 ],44.614395,,1.0450958,44.21,-20.422867,1.031769
131,100,0.17930917,-138.57024,1441.8202850818634,167.48831,1.5258789e-07,0.09158792,13100,971.5498,-107.00279187425564,100.0,14.036106,1.5859172,-136.49438,0.290685,1.716692,94.26117,1.0247834,0.5645606,525499,[-0.946 -1.111 -0.798 -0.912  0.173],40.96197,,1.0449038,45.16,-21.923195,1.0271437
132,100,0.16019614,-122.47403,1452.536595582962,180.63957,-2.5558472e-06,0.086585514,13200,734.4847,-106.85909240713123,100.0,13.575412,1.5958022,-119.40581,0.28348845,1.7649968,93.99137,1.0261921,0.70166945,529766,[-0.955 -1.117 -0.797 -0.916  0.167],36.180744,,1.052936,42.67,-19.402298,1.0390671
133,100,0.15332884,-131.82979,1464.582941532135,173.68591,-2.3269654e-06,0.0892358,13300,501.85925,-107.84013767786884,100.0,13.120685,1.6029134,-129.19608,0.28675157,1.7212954,94.11482,1.0274829,0.5637113,534181,[-0.951 -1.114 -0.792 -0.922  0.177],35.96037,,1.0582534,44.15,-22.4655,1.035643
134,100,0.23613407,-145.50162,1475.6794838905334,172.01933,1.8310546e-06,0.09240208,13400,1573.0461,-107.3181816695474,100.0,15.868513,1.6053737,-141.75102,0.2936307,2.2283132,94.23775,1.0353798,0.5471689,538688,[-0.94  -1.121 -0.796 -0.93   0.184],47.883007,,1.0708714,45.07,-22.614098,1.0555221
135,100,0.08320513,-124.29271,1487.4733142852783,181.0535,6.1035155e-07,0.084088415,13500,322.14255,-106.73829104153558,100.0,13.457786,1.5963778,-123.26663,0.27826515,1.2385051,93.89778,1.0083492,0.72473896,542872,[-0.943 -1.124 -0.794 -0.941  0.186],45.89759,,1.0171903,41.84,-19.720963,1.0134768
136,100,0.19542077,-116.63521,1497.8149147033691,193.73727,-6.828308e-06,0.08267955,13600,1045.505,-107.15638501091011,100.0,13.296067,1.594725,-112.96939,0.27807125,1.6627791,93.72396,1.0425414,0.5110576,546934,[-0.943 -1.128 -0.797 -0.944  0.177],41.125484,,1.0709703,40.62,-17.304962,1.0421766
137,100,0.18638678,-125.19147,1509.3660638332367,192.67372,9.536743e-07,0.08313839,13700,899.4927,-107.14072908554961,100.0,14.165418,1.6035407,-120.55037,0.27855474,1.7231104,93.76085,1.0374981,0.58244705,551024,[-0.949 -1.118 -0.789 -0.931  0.176],57.1886,,1.0610204,40.9,-21.755707,1.0569676
138,100,0.23887824,-133.46817,1520.572125673294,180.90375,-3.967285e-06,0.08881781,13800,1232.7573,-107.25364815297057,100.0,14.495419,1.6220708,-128.67209,0.28808194,2.0144043,94.05858,1.0421714,0.67536384,555365,[-0.937 -1.121 -0.787 -0.942  0.185],56.173767,,1.0908936,43.41,-20.449501,1.0690966
139,100,0.11764129,-115.53386,1532.2048115730286,182.29187,4.7683716e-06,0.08445052,13900,407.4036,-107.38919190751578,100.0,13.421987,1.6249026,-114.160126,0.27921274,1.4297534,93.875244,1.013648,0.74813974,559556,[-0.948 -1.117 -0.785 -0.939  0.203],36.00541,,1.0226167,41.91,-19.574669,1.0197476
140,100,0.10541201,-115.604385,1542.3838102817535,191.0002,-2.2888185e-06,0.08145428,14000,484.51657,-107.15777581955795,100.0,13.746347,1.6295134,-113.56914,0.27462015,1.3983457,93.6991,1.0104208,0.78747237,563599,[-0.948 -1.109 -0.787 -0.935  0.206],48.795895,,1.0270884,40.43,-18.183144,1.0216187
141,100,0.26002654,-127.30875,1553.5237259864807,190.79816,1.7547608e-06,0.08477019,14100,1484.4563,-106.18126430667309,100.0,13.902029,1.6405503,-122.38406,0.2823242,2.2138865,93.86552,1.0514998,0.6306158,567735,[-0.938 -1.103 -0.778 -0.937  0.211],51.003212,,1.0917399,41.36,-18.21669,1.06743
142,100,0.084730946,-91.52649,1565.1975615024567,204.2226,-1.5258789e-07,0.07650663,14200,395.09488,-106.94152440957565,100.0,12.723781,1.6484421,-90.301056,0.26650888,1.3234231,93.38185,1.0076098,0.79785717,571542,[-0.939 -1.103 -0.776 -0.927  0.222],34.56328,,1.023505,38.07,-16.91375,1.0114851
143,100,0.10592932,-125.84474,1575.7474892139435,176.98378,3.0517579e-06,0.085079394,14300,457.8505,-106.05482887875687,100.0,13.822866,1.650999,-124.517746,0.27949685,1.4278473,93.99741,1.0092587,0.7819248,575782,[-0.931 -1.111 -0.778 -0.931  0.23 ],40.64148,,1.020467,42.4,-19.5428,1.0131654
144,100,0.106258936,-109.71445,1587.1783525943756,189.84572,-4.7683716e-06,0.08172025,14400,347.1901,-108.0351678796447,100.0,12.526608,1.6513622,-108.469986,0.27456972,1.3011739,93.68985,1.0137867,0.7531382,579851,[-0.948 -1.113 -0.783 -0.93   0.232],35.278923,,1.0287739,40.69,-18.772247,1.0156882
145,100,0.17022209,-103.68927,1597.9715330600739,192.23166,4.0817263e-06,0.082479306,14500,877.3774,-108.52642524636101,100.0,11.98057,1.6588674,-101.78497,0.2769039,1.6958978,93.67355,1.0244296,0.6814325,583926,[-0.962 -1.11  -0.783 -0.923  0.232],31.153252,,1.045093,40.75,-15.400696,1.0241742
146,100,0.13529468,-107.94823,1609.758712053299,191.23425,-2.9754638e-06,0.08216505,14600,599.3363,-107.53265893020065,100.0,13.002795,1.6663772,-105.89932,0.27627775,1.6058583,93.70674,1.0193188,0.7137381,587989,[-0.961 -1.11  -0.78  -0.916  0.24 ],32.272373,,1.0375131,40.63,-15.828125,1.0261694
147,100,0.09325718,-138.3792,1621.2493600845337,167.97108,-1.9073486e-06,0.0904554,14700,417.5657,-107.7690638563603,100.0,14.245057,1.6561536,-136.71083,0.28794563,1.3221039,94.20067,1.0120139,0.70416325,592480,[-0.957 -1.111 -0.786 -0.916  0.247],40.759514,,1.0247282,44.91,-20.74955,1.0231379
148,100,0.10379484,-147.96819,1632.3952577114105,159.59744,4.5013426e-06,0.091885336,14800,478.79108,-104.25677378342374,100.0,16.525536,1.6503963,-146.22586,0.29003242,1.287631,94.428345,1.0126837,0.65145135,597041,[-0.949 -1.108 -0.784 -0.915  0.237],47.780354,,1.0299175,45.61,-19.886772,1.0247818
149,100,0.089748874,-110.56218,1643.9000463485718,192.25809,1.2207031e-06,0.08067841,14900,371.9216,-108.25904915515879,100.0,12.35014,1.6500767,-109.83511,0.27273917,1.4556363,93.618034,1.0092577,0.82034034,601064,[-0.944 -1.12  -0.789 -0.924  0.232],41.705486,,1.0161239,40.23,-19.073395,1.0081112
150,100,0.18424498,-117.958084,1655.2520489692688,188.67801,4.119873e-06,0.085000955,15000,934.7211,-109.0422219956665,100.0,12.605968,1.6380663,-115.23248,0.28130665,1.8138651,93.78766,1.0328574,0.5655898,605248,[-0.952 -1.122 -0.79  -0.921  0.231],49.434586,,1.0610794,41.84,-18.344948,1.0331684
151,100,0.16703556,-120.92929,1666.565200805664,186.16548,-8.392334e-07,0.08731635,15100,1006.7091,-108.37906798878151,100.0,13.448238,1.6331812,-115.61601,0.2858837,1.731928,93.92133,1.0337988,0.65701413,609516,[-0.948 -1.123 -0.785 -0.916  0.219],52.792435,,1.1187867,42.68,-18.587822,1.0540103
152,100,0.08639679,-135.1915,1678.2529454231262,171.53267,1.9836425e-06,0.08816752,15200,429.76532,-107.16377195236912,100.0,13.9202,1.6298827,-133.97145,0.28437176,1.2924184,94.11226,1.0099543,0.817035,613901,[-0.965 -1.142 -0.797 -0.928  0.214],40.5006,,1.0186898,43.85,-22.951714,1.0163633
153,100,0.14591801,-135.80125,1688.9637575149536,172.67558,-5.9509275e-06,0.08925082,15300,684.70905,-106.54219843116033,100.0,14.083456,1.6249211,-133.06136,0.28726268,1.4336776,94.15938,1.022487,0.70424205,618303,[-0.968 -1.146 -0.802 -0.933  0.211],41.046013,,1.0412138,44.02,-19.123436,1.0346794
154,100,0.05234984,-135.68018,1700.0913336277008,166.72574,6.4849854e-07,0.089269355,15400,265.25388,-107.14844287405288,100.0,14.604307,1.6243201,-135.11932,0.28535596,1.2481537,94.1919,1.0026757,0.84728616,622760,[-0.966 -1.154 -0.797 -0.937  0.206],42.59336,,1.0110744,44.57,-19.740036,1.0072132
155,100,0.1294055,-141.32071,1711.3698976039886,162.41684,-6.1035155e-07,0.09253285,15500,494.0854,-106.93955022318363,100.0,14.360696,1.6171863,-139.84183,0.29099137,1.4035459,94.34236,1.0185723,0.63134754,627352,[-0.956 -1.159 -0.796 -0.941  0.205],40.614105,,1.0321884,45.92,-22.289627,1.0205371
156,100,0.1261535,-144.82106,1724.2441420555115,164.35202,-2.9754638e-06,0.09265213,15600,681.78796,-107.06535072422218,100.0,14.613588,1.6200416,-142.00735,0.29157153,1.4223152,94.33078,1.0145512,0.7009728,631938,[-0.96  -1.162 -0.797 -0.937  0.198],40.25034,,1.0375715,45.86,-23.333725,1.0310514
157,100,0.1617193,-136.19823,1735.6269266605377,169.72868,1.6784668e-06,0.09066932,15700,767.62335,-107.06995723609815,100.0,14.185282,1.6200233,-132.98079,0.28898975,1.7224871,94.22116,1.0205662,0.6365629,636419,[-0.955 -1.178 -0.799 -0.947  0.201],38.00924,,1.0610616,44.81,-20.740623,1.0341467
158,100,0.07379979,-118.73537,1747.746346950531,177.411,3.6239624e-06,0.08610391,15800,323.71072,-107.90639519795474,100.0,13.13939,1.6282984,-117.772354,0.28120816,1.2745211,93.96479,1.0074426,0.8246318,640705,[-0.932 -1.179 -0.788 -0.955  0.201],40.658493,,1.0129732,42.86,-20.35907,1.010618
159,100,0.10186576,-152.35141,1760.6536734104156,168.22914,-4.005432e-06,0.08982661,15900,476.9659,-106.33317777692616,100.0,15.479654,1.6219778,-150.20058,0.28717405,1.3695496,94.22742,1.0149741,0.7452047,645161,[-0.929 -1.183 -0.788 -0.959  0.209],62.19929,,1.0318357,44.56,-19.943275,1.0284591
160,100,0.11033359,-128.25552,1772.1749000549316,181.94936,-2.2888183e-07,0.08370256,16000,481.33105,-106.16759720847215,100.0,13.755037,1.6295835,-126.96651,0.27782813,1.366238,93.89702,1.0088203,0.78825885,649322,[-0.927 -1.175 -0.783 -0.96   0.203],49.186768,,1.0212852,41.61,-19.860252,1.0163702
161,100,0.109391086,-136.5539,1783.1397113800049,169.2231,-2.0217894e-06,0.088725746,16100,380.63077,-106.30159124746439,100.0,14.615677,1.6389662,-135.28355,0.28531608,1.5737612,94.17798,1.0109477,0.7708378,653731,[-0.919 -1.172 -0.781 -0.957  0.211],38.549713,,1.0211891,44.09,-19.874641,1.0231246
162,100,0.09395046,-150.94229,1794.8656191825867,161.51772,-4.043579e-06,0.092235476,16200,344.64267,-107.20912414171848,100.0,14.130018,1.6405516,-149.6595,0.28994757,1.3894646,94.333664,1.0083746,0.75789464,658326,[-0.912 -1.175 -0.78  -0.961  0.22 ],51.966324,,1.0157802,45.95,-21.880959,1.0193399
163,100,0.16402984,-119.12181,1805.9165637493134,186.96005,1.9454956e-06,0.085486755,16300,1128.9712,-108.68881121625829,100.0,12.015197,1.6461012,-115.77872,0.28197,1.6402144,93.8354,1.0193374,0.7477884,662535,[-0.926 -1.173 -0.785 -0.956  0.222],35.123863,,1.0408868,42.09,-17.79161,1.0301951
