Iteration,EpThisIter,StdIW,InitialBound,TimeElapsed,ReturnMeanIW,InitialReturnMean,MeanD2w0t,EpisodesSoFar,J_sample_variance,EpRewMean,ReturnStepMax,InitialReturnStd,MeanEntropy,Bound,StdD2w0t,MaxIW,ReturnStepMaxmin,EmpiricalD2,MinIW,TimestepsSoFar,Weights,InitialReturnMax,MinD2w0t,MaxD2w0t,EpLenMean,InitialReturnMin,MeanIW
246,100,0.09186295,-150.81187,2779.56329870224,158.03278,-3.0899048e-06,0.09384065,24600,303.09824,-107.40899984534406,100.0,13.925128,1.7021264,-149.85217,0.29220152,1.384025,94.40497,1.0090303,0.7595866,1050155,[-0.867 -1.303 -0.728 -1.02   0.282],45.953262,,1.0152363,46.75,-20.411911,1.0128565
247,100,0.07441257,-165.0542,2791.8205845355988,146.00096,-4.53949e-06,0.09805129,24700,409.35425,-105.24950208119772,100.0,15.839877,1.6959294,-164.28606,0.2979797,1.2370651,94.69092,1.0057727,0.7387159,1055040,[-0.875 -1.305 -0.731 -1.015  0.283],43.650944,,1.0123545,48.85,-22.623268,1.0112623
248,100,0.07462433,-153.1227,2804.562997341156,147.40547,2.0599366e-06,0.09916636,24800,223.29962,-107.8480142760601,100.0,13.0087385,1.6998941,-152.66475,0.2993915,1.2821012,94.63634,1.0045948,0.86068094,1059983,[-0.87  -1.313 -0.732 -1.02   0.277],30.895172,,1.0094365,49.43,-22.054008,1.0103753
249,100,0.19319966,-169.346,2815.1092863082886,139.57198,4.5776366e-07,0.108167656,24900,633.4783,-107.59193101796173,100.0,11.9345,1.7115415,-166.11443,0.31372327,1.949925,94.94986,1.0298805,0.67759085,1065296,[-0.869 -1.313 -0.734 -1.018  0.281],37.9254,,1.0487032,53.13,-22.062546,1.0582919
250,100,0.055144258,-165.05283,2827.6559524536133,142.41664,1.3732911e-06,0.1002158,25000,287.9258,-105.78933377258832,100.0,14.183746,1.7119095,-164.66655,0.30064842,1.1881421,94.76843,1.0032315,0.8543427,1070296,[-0.857 -1.31  -0.727 -1.012  0.293],34.85185,,1.0062668,50.0,-22.323364,1.005282
251,100,0.09352465,-143.65306,2838.3283767700195,160.32037,1.335144e-06,0.09305988,25100,361.60443,-107.4198074744595,100.0,13.855637,1.7157282,-142.75366,0.29139003,1.4310292,94.357834,1.007765,0.80954236,1074924,[-0.858 -1.313 -0.726 -1.015  0.293],43.815758,,1.0148604,46.28,-22.042854,1.0141889
252,100,0.17369819,-152.12556,2849.3270556926727,151.53148,3.4332277e-07,0.09899861,25200,625.51886,-106.70953040903193,100.0,14.234876,1.7164254,-149.20839,0.30057347,1.6419382,94.639175,1.0263247,0.67107946,1079818,[-0.862 -1.313 -0.73  -1.01   0.297],30.335903,,1.1002105,48.94,-25.990173,1.045566
253,100,0.06898864,-144.27803,2861.028285741806,168.25572,6.3323973e-06,0.08924447,25300,311.83,-106.78985222739784,100.0,14.715011,1.7168844,-142.51012,0.28573918,1.281018,94.193985,1.006242,0.8406975,1084262,[-0.897 -1.3   -0.735 -0.999  0.297],48.151207,,1.0149186,44.44,-19.228722,1.0168585
254,100,0.12891665,-150.5071,2871.93448638916,155.49124,6.5994263e-06,0.09547996,25400,491.3657,-106.85023815391332,100.0,13.390247,1.7083644,-149.09476,0.29494283,1.424333,94.49441,1.014311,0.71589124,1089005,[-0.913 -1.307 -0.745 -1.     0.298],34.52738,,1.0295554,47.43,-22.968994,1.0192566
255,100,0.06636651,-173.18324,2884.1654300689697,138.383,1.9454956e-06,0.103626475,25500,275.90387,-106.68096443972938,100.0,14.074875,1.7038195,-172.29831,0.30535123,1.18115,94.868286,1.0054549,0.78596723,1094169,[-0.924 -1.305 -0.744 -0.997  0.289],34.51747,,1.0122236,51.64,-25.647125,1.0127696
256,100,0.1183598,-147.97166,2896.961468219757,150.21136,-3.8146973e-07,0.09939414,25600,309.34378,-107.8921416218171,100.0,12.947153,1.6988467,-146.36386,0.30067,1.3192062,94.619484,1.0141325,0.6812223,1099095,[-0.918 -1.314 -0.745 -1.002  0.285],30.776173,,1.0274465,49.26,-27.193237,1.0246193
257,100,0.1391932,-158.22804,2909.8411314487457,146.57762,3.5476685e-06,0.100735195,25700,540.1492,-106.89231622039539,100.0,14.282461,1.6983185,-156.53731,0.30258995,1.5175316,94.714874,1.0216849,0.73287594,1104084,[-0.924 -1.327 -0.753 -1.012  0.28 ],33.33799,,1.0335306,49.89,-23.09114,1.0245321
258,100,0.09796646,-160.64198,2922.0421731472015,159.48743,-8.506775e-06,0.09353314,25800,339.90396,-106.51028340198262,100.0,13.438152,1.6979537,-158.27524,0.29193175,1.2922028,94.42383,1.0098149,0.7204771,1108739,[-0.923 -1.327 -0.747 -1.007  0.279],47.76381,,1.0311046,46.55,-18.537903,1.0258794
259,100,0.038768567,-177.50885,2934.501135110855,135.94405,4.997253e-06,0.10498713,25900,198.15915,-107.59507678422605,100.0,13.190915,1.6983364,-177.22838,0.30671147,1.1751783,94.89648,1.0015014,0.89815354,1113983,[-0.947 -1.327 -0.754 -1.005  0.279],42.75868,,1.0031166,52.44,-20.988548,1.0029763
260,100,0.1430456,-154.45747,2945.88720202446,151.8667,-2.3269654e-06,0.09807127,26000,543.5866,-105.8986943609494,100.0,14.499424,1.6972702,-151.4401,0.29916885,1.6297228,94.63484,1.0161138,0.7310823,1118835,[-0.946 -1.321 -0.751 -1.002  0.28 ],38.41853,,1.039139,48.52,-24.494148,1.03894
261,100,0.0893269,-150.23402,2957.576285839081,147.83243,-1.2207031e-06,0.09895052,26100,298.3425,-106.57264819408556,100.0,12.458406,1.6904302,-148.92578,0.29942212,1.2766616,94.670425,1.0085623,0.7702842,1123758,[-0.945 -1.3   -0.742 -0.994  0.278],25.175991,,1.0154794,49.23,-21.701897,1.0169729
262,100,0.10976832,-156.8868,2971.1658165454865,148.62343,-3.5095215e-06,0.09846219,26200,349.807,-106.61324683075937,100.0,13.952733,1.6972651,-155.76134,0.29889438,1.4792169,94.644,1.0123849,0.76805174,1128653,[-0.934 -1.297 -0.735 -0.995  0.272],37.91707,,1.0206112,48.95,-21.547127,1.0193624
263,100,0.08283425,-158.17598,2982.575615167618,147.0646,1.8310546e-06,0.09906714,26300,334.79285,-106.67043270369999,100.0,13.880519,1.693365,-157.00662,0.29947972,1.3460363,94.67435,1.0065476,0.78743535,1133585,[-0.931 -1.291 -0.733 -0.995  0.278],38.850243,,1.0133866,49.32,-22.712929,1.0135543
264,100,0.11538013,-157.52611,2996.4665384292603,151.76231,-2.9373168e-06,0.09776883,26400,391.52045,-107.49568201432227,100.0,13.155398,1.683898,-156.19505,0.29809865,1.2869238,94.57267,1.0133649,0.6443527,1138441,[-0.92  -1.296 -0.729 -1.001  0.274],25.406761,,1.0249599,48.56,-21.10823,1.020058
265,100,0.13671196,-164.62947,3009.0521564483643,139.46107,1.5258789e-07,0.104325294,26500,471.19022,-106.09666550827747,100.0,14.234274,1.6924728,-162.90544,0.30721405,1.6437155,94.895676,1.0169924,0.7616735,1143611,[-0.924 -1.294 -0.728 -0.997  0.265],33.38098,,1.0291213,51.7,-25.446083,1.0283041
266,100,0.11893193,-166.54819,3020.8453001976013,148.19534,2.7465821e-06,0.10009534,26600,381.8459,-107.31096332127167,100.0,12.971407,1.7035006,-164.78238,0.30149278,1.4454483,94.67644,1.014708,0.8077574,1148575,[-0.924 -1.304 -0.729 -1.     0.274],33.87399,,1.031644,49.64,-20.415512,1.0330607
267,100,0.12983792,-162.23257,3033.888689517975,152.37332,9.422302e-06,0.09736875,26700,474.06628,-106.17452955822928,100.0,14.001206,1.6923106,-160.36911,0.29794446,1.369685,94.59901,1.0171386,0.5802385,1153400,[-0.921 -1.304 -0.727 -1.003  0.285],36.947273,,1.0364101,48.25,-22.094238,1.0365999
268,100,0.080049336,-159.45511,3045.7013936042786,151.46927,-3.2424928e-06,0.09611126,26800,283.87637,-106.23303889975854,100.0,13.936322,1.693666,-158.80127,0.29537866,1.2491585,94.5616,1.005392,0.8020732,1158187,[-0.927 -1.306 -0.729 -1.     0.273],30.253933,,1.0093309,47.87,-21.947159,1.0102454
269,100,0.0826741,-175.515,3058.402089357376,140.32436,-5.378723e-06,0.1021455,26900,292.5878,-106.29679778671236,100.0,14.797042,1.6947091,-174.7964,0.3034833,1.2676809,94.82167,1.0057056,0.81385434,1163275,[-0.932 -1.306 -0.736 -1.     0.275],37.73192,,1.01266,50.88,-22.109093,1.0130975
270,100,0.17007662,-157.66716,3071.2412362098694,153.61519,-3.6621093e-06,0.09889521,27000,576.2445,-105.47233243310431,100.0,14.094692,1.6796639,-153.36327,0.3013381,1.571121,94.66136,1.0354794,0.42348248,1168137,[-0.932 -1.296 -0.733 -0.993  0.276],34.57444,,1.0608815,48.62,-21.532349,1.0538836
271,100,0.12895754,-170.23834,3084.5879855155945,135.81752,6.1035155e-07,0.105453484,27100,514.7406,-103.92710229964403,100.0,14.868666,1.6826363,-167.95955,0.30893046,1.4782743,95.0166,1.0151126,0.74827325,1173355,[-0.916 -1.292 -0.728 -0.995  0.261],32.571312,,1.034265,52.18,-24.441505,1.0345554
272,100,0.07251253,-167.21695,3097.0206067562103,137.37454,1.6021728e-06,0.10348156,27200,272.91733,-105.42790954265624,100.0,13.421667,1.6813325,-166.57211,0.30521446,1.242978,94.90968,1.0052525,0.7964102,1178510,[-0.918 -1.31  -0.739 -1.004  0.264],35.79211,,1.0093577,51.55,-28.104652,1.0099008
273,100,0.07898483,-157.51535,3109.4856836795807,150.19725,4.4250487e-06,0.09682416,27300,316.2104,-105.95433696797552,100.0,13.142261,1.6856359,-156.69695,0.2963339,1.3387818,94.60629,1.0066601,0.850363,1183333,[-0.915 -1.317 -0.737 -1.01   0.262],39.379036,,1.0143261,48.23,-22.13765,1.0095836
274,100,0.049609043,-159.91513,3121.4653372764587,149.62175,3.2806397e-06,0.09759885,27400,242.02682,-107.51197432399846,100.0,12.800727,1.6891453,-159.44154,0.29710308,1.1563349,94.58472,1.0028995,0.89419746,1188203,[-0.913 -1.326 -0.739 -1.013  0.267],36.390293,,1.0063235,48.7,-20.982765,1.0066515
275,100,0.21957201,-170.23576,3134.31383562088,153.23012,1.3732911e-06,0.09880354,27500,957.42786,-105.5459082367691,100.0,14.565291,1.6888498,-166.91393,0.30135006,2.428467,94.651184,1.0340817,0.65038234,1193057,[-0.91  -1.323 -0.735 -1.012  0.27 ],40.226692,,1.0657142,48.54,-24.198395,1.0553364
276,100,0.14933173,-166.64888,3146.501056909561,143.22592,2.0599366e-06,0.1027039,27600,468.0703,-107.31438944476311,100.0,14.494592,1.6825222,-164.98566,0.3049208,1.4476833,94.78746,1.0175729,0.5216392,1198152,[-0.908 -1.311 -0.725 -0.999  0.27 ],34.358994,,1.044105,50.95,-24.216202,1.0334122
277,100,0.20098962,-161.60414,3158.9003233909607,149.62408,3.0517577e-07,0.10120989,27700,789.119,-105.9301588819721,100.0,14.595928,1.6800494,-158.13177,0.30495834,1.9105011,94.73035,1.0413831,0.6748604,1203114,[-0.897 -1.315 -0.728 -1.003  0.263],38.225327,,1.0654199,49.62,-21.015732,1.0540603
278,100,0.08391679,-143.42903,3171.510061979294,161.89575,-5.340576e-07,0.091759324,27800,333.8209,-106.11171940349149,100.0,12.91946,1.6790012,-141.59857,0.28938574,1.2494762,94.354126,1.0075676,0.7325853,1207682,[-0.902 -1.324 -0.723 -1.006  0.261],37.49563,,1.0186944,45.68,-17.501472,1.0227861
279,100,0.122388065,-143.13121,3183.8942108154297,164.1732,1.9836425e-06,0.093017526,27900,368.66174,-108.58556808900882,100.0,11.167679,1.6796861,-141.35216,0.2916157,1.4264262,94.29729,1.0147176,0.744997,1212300,[-0.922 -1.326 -0.731 -1.004  0.26 ],39.6568,,1.036912,46.18,-17.638191,1.0234374
280,100,0.13044444,-172.20079,3195.633702993393,139.72197,5.4931643e-06,0.10348004,28000,508.1622,-104.40914153857858,100.0,13.790568,1.6827075,-170.3542,0.30644694,1.5232811,94.91993,1.0156772,0.6874665,1217418,[-0.938 -1.329 -0.732 -1.007  0.261],42.4827,,1.0279466,51.18,-23.835068,1.0304222
281,100,0.045233674,-157.89226,3208.100594997406,145.89624,-4.272461e-06,0.099180706,28100,233.18735,-107.52575202383339,100.0,13.472404,1.683285,-157.68103,0.29909995,1.1738261,94.65816,1.0017287,0.8744125,1222371,[-0.941 -1.332 -0.73  -1.014  0.264],37.046497,,1.0048963,49.53,-23.342628,1.0025644
282,100,0.09314823,-174.50107,3221.523826599121,133.5823,-1.2207031e-06,0.10515854,28200,335.6055,-104.91142296924012,100.0,15.239042,1.6809723,-173.7428,0.3073699,1.3216424,94.99498,1.0090338,0.80468225,1227610,[-0.935 -1.337 -0.728 -1.018  0.264],41.953926,,1.0154613,52.39,-22.5336,1.0120168
283,100,0.11378435,-179.67049,3233.903184890747,139.91217,-1.411438e-06,0.10234597,28300,411.08173,-105.01559441204165,100.0,15.466197,1.6832147,-178.33621,0.30420813,1.4329718,94.86878,1.0135703,0.7243086,1232694,[-0.941 -1.344 -0.73  -1.018  0.262],60.5298,,1.0257597,50.84,-25.953201,1.0198172
284,100,0.112080336,-155.95258,3246.5095546245575,145.97939,-4.310608e-06,0.10062388,28400,367.05804,-107.37356537626316,100.0,12.692815,1.6767639,-154.55452,0.30181533,1.3832831,94.70677,1.0140148,0.7186947,1237696,[-0.945 -1.343 -0.734 -1.022  0.264],31.826702,,1.0241668,50.02,-22.516907,1.0188316
285,100,0.11990975,-179.79865,3258.2917227745056,142.085,-1.9073487e-07,0.10321377,28500,418.04507,-106.87376326813805,100.0,13.686028,1.6708758,-178.04558,0.30559298,1.3814569,94.82526,1.0162073,0.7546996,1242816,[-0.955 -1.348 -0.736 -1.023  0.258],39.628036,,1.0376648,51.2,-25.886131,1.0277313
286,100,0.11631382,-183.38838,3271.018246412277,133.89912,-4.043579e-06,0.105882205,28600,364.16895,-104.61869051640276,100.0,14.736347,1.664423,-181.54884,0.30853844,1.3002858,95.02814,1.0105594,0.7536389,1248084,[-0.953 -1.354 -0.734 -1.022  0.252],35.017128,,1.0247134,52.68,-23.332695,1.0285999
287,100,0.0676826,-168.81721,3283.1589698791504,142.92445,2.4414062e-06,0.10035123,28700,212.55367,-105.87125083653734,100.0,13.175609,1.6594748,-168.08745,0.30085447,1.1822776,94.77023,1.0054525,0.7848253,1253090,[-0.97  -1.352 -0.739 -1.018  0.245],32.81198,,1.0124117,50.06,-22.276924,1.011905
288,100,0.08783636,-172.46696,3296.0561311244965,138.9393,-1.5258789e-06,0.10323374,28800,328.9961,-106.14769105850911,100.0,14.126571,1.6546775,-171.50656,0.30501148,1.2507377,94.86894,1.0082265,0.70072854,1258229,[-0.962 -1.354 -0.739 -1.02   0.241],38.846024,,1.0182743,51.39,-22.549072,1.016241
289,100,0.16924375,-156.79018,3308.3581166267395,146.7336,4.15802e-06,0.10149293,28900,518.3123,-107.43848684068664,100.0,13.833596,1.6546639,-154.40309,0.3035989,1.553152,94.72554,1.0247993,0.6586739,1263256,[-0.967 -1.356 -0.743 -1.017  0.236],34.715458,,1.0585932,50.27,-23.131126,1.0384463
290,100,0.07564243,-141.00435,3319.6610412597656,156.58365,2.2125244e-06,0.09480836,29000,235.88887,-107.41329515401222,100.0,12.27631,1.6566167,-140.13101,0.2937621,1.2421978,94.445694,1.006448,0.76494324,1267973,[-0.986 -1.355 -0.742 -1.015  0.236],29.287891,,1.0134138,47.17,-17.315498,1.0131092
291,100,0.09401595,-158.72409,3332.0680768489838,149.18832,1.0299683e-06,0.0979612,29100,301.8221,-106.70305013345171,100.0,13.641933,1.6494201,-157.89935,0.29806548,1.2825217,94.621544,1.0086735,0.70113474,1272847,[-0.992 -1.36  -0.75  -1.015  0.238],41.39839,,1.0179884,48.74,-20.340576,1.0141577
292,100,0.08278171,-163.33784,3344.1014153957367,144.84738,-1.5640259e-06,0.10042725,29200,346.5788,-106.89808286299176,100.0,14.218487,1.6467952,-161.98544,0.3011709,1.3352761,94.72664,1.0065281,0.78745705,1277850,[-0.99  -1.36  -0.748 -1.019  0.231],39.239456,,1.0160087,50.03,-19.531837,1.0188191
293,100,0.07673634,-175.9564,3357.0872440338135,140.10165,-1.1062622e-06,0.103202246,29300,350.08707,-106.57022829614075,100.0,14.525329,1.6477537,-174.43265,0.3049595,1.2138976,94.8517,1.0067565,0.82591134,1282988,[-0.997 -1.35  -0.747 -1.011  0.228],54.205635,,1.016266,51.38,-23.30352,1.0189279
294,100,0.09171345,-179.90309,3370.4481768608093,139.09161,3.0517579e-06,0.104005955,29400,229.52654,-107.25553923055153,100.0,14.346521,1.645818,-178.626,0.30599064,1.2398354,94.85726,1.0062464,0.72862494,1288166,[-0.996 -1.363 -0.751 -1.017  0.229],39.426308,,1.0148199,51.78,-23.09964,1.0183395
295,100,0.20071028,-175.51813,3382.764649629593,141.8178,-2.784729e-06,0.10284518,29500,680.8907,-104.34625565738878,100.0,15.124413,1.6597887,-173.31657,0.30604285,2.2543871,94.887024,1.0235496,0.7406831,1293240,[-1.007 -1.369 -0.759 -1.017  0.227],51.252663,,1.0492148,50.74,-23.15628,1.0469269
296,100,0.1321207,-182.88081,3396.4957597255707,129.22443,-3.4332274e-06,0.11122846,29600,351.42645,-107.61843555230587,100.0,13.3234215,1.6575162,-181.54816,0.31555015,1.450197,95.10501,1.017404,0.7009619,1298766,[-1.009 -1.368 -0.759 -1.014  0.241],47.29469,,1.0329076,55.26,-20.710266,1.023725
297,100,0.15734333,-160.12521,3408.9706420898438,148.40007,5.531311e-06,0.09946918,29700,455.55023,-106.23738564805014,100.0,13.616748,1.6510534,-158.42262,0.30092353,1.4785478,94.68579,1.0232143,0.5851233,1303691,[-1.014 -1.373 -0.761 -1.011  0.239],41.480927,,1.0436628,49.25,-19.874458,1.0346545
298,100,0.11677634,-163.43497,3420.787068605423,149.34366,-9.918213e-07,0.09854776,29800,340.35037,-107.08124589574983,100.0,13.290592,1.6542015,-162.19528,0.2989711,1.5175091,94.62933,1.0106679,0.8113486,1308591,[-1.007 -1.373 -0.764 -1.014  0.232],31.71809,,1.0219481,49.0,-20.476608,1.0173614
299,100,0.13979824,-159.3221,3432.3170821666718,149.03406,-4.272461e-06,0.099643536,29900,469.2123,-107.80232557231234,100.0,12.2412615,1.6497247,-157.95898,0.30080745,1.4111398,94.63908,1.0173572,0.58312356,1313535,[-1.01  -1.364 -0.761 -1.005  0.235],39.539467,,1.0319834,49.44,-17.850822,1.021305
300,100,0.084040165,-168.22487,3445.2114992141724,133.54848,8.392334e-07,0.1065005,30000,216.32655,-106.12755721038016,100.0,12.960773,1.6569324,-167.38072,0.3092344,1.31026,94.996704,1.0073396,0.80343944,1318837,[-1.013 -1.356 -0.755 -0.997  0.231],28.46069,,1.0127351,53.02,-21.18927,1.017318
301,100,0.092337206,-173.61658,3458.193454504013,134.9996,3.4713746e-06,0.10551078,30100,357.3982,-105.7701380073404,100.0,13.705334,1.6582755,-172.49762,0.3080147,1.3676786,94.971436,1.0064508,0.79990554,1324088,[-1.016 -1.36  -0.759 -1.     0.238],39.533257,,1.0204417,52.51,-24.142105,1.0157552
302,100,0.11484137,-172.17705,3469.9630210399628,144.92401,-1.14440915e-07,0.10261747,30200,376.77158,-107.80297048199897,100.0,12.497015,1.654389,-170.00278,0.30498952,1.3559116,94.759964,1.0151061,0.6594061,1329173,[-1.01  -1.352 -0.751 -0.998  0.239],31.837715,,1.0252057,50.85,-23.263039,1.0302377
303,100,0.08788527,-154.21931,3483.400616168976,149.56953,-4.7302246e-06,0.097760774,30300,297.1837,-107.5262893781848,100.0,12.837674,1.6529561,-153.66637,0.29739615,1.2922964,94.58957,1.0069332,0.77587837,1334049,[-1.009 -1.363 -0.753 -1.009  0.236],36.628616,,1.012728,48.76,-23.668396,1.0068836
304,100,0.07747054,-171.40129,3494.8727350234985,138.82475,4.653931e-06,0.103745334,30400,254.15353,-107.37785203939367,100.0,12.914101,1.6530253,-170.86385,0.3053676,1.2516758,94.849335,1.0057544,0.814548,1339223,[-1.016 -1.366 -0.754 -1.009  0.234],27.320969,,1.013617,51.74,-24.568481,1.0067253
305,100,0.1012274,-177.60394,3507.4949147701263,131.58875,2.9373168e-06,0.10644243,30500,260.91766,-104.5390672008013,100.0,14.273821,1.6536344,-176.82227,0.30906025,1.3190302,95.05662,1.010175,0.81184876,1344525,[-1.022 -1.365 -0.751 -1.008  0.234],32.525608,,1.0166328,53.02,-28.256775,1.0178335
306,100,0.1265231,-187.23398,3520.7023825645447,133.23117,9.918213e-07,0.10720596,30600,383.8,-105.56503918811885,100.0,13.4212265,1.6552005,-186.00595,0.31052753,1.4318404,95.03511,1.0152103,0.74989474,1349850,[-1.015 -1.371 -0.754 -1.015  0.235],52.936882,,1.0318484,53.25,-22.337357,1.02652
307,100,0.08915837,-181.8331,3534.249997615814,128.47545,3.3569336e-06,0.11019208,30700,235.20192,-106.82056744203418,100.0,12.50616,1.6533207,-180.79558,0.3136348,1.3563874,95.111374,1.0082538,0.8043256,1355344,[-1.014 -1.375 -0.75  -1.013  0.236],26.991768,,1.0175309,54.94,-23.641464,1.012895
308,100,0.060148165,-181.2287,3547.316184282303,135.38892,-1.1444092e-06,0.1050851,30800,260.73376,-106.55026507373937,100.0,14.516567,1.6522653,-180.58508,0.307167,1.2376548,94.93242,1.0038637,0.82305753,1360583,[-1.029 -1.372 -0.752 -1.01   0.234],45.704254,,1.0099324,52.39,-23.339577,1.0100875
309,100,0.0798361,-167.99878,3558.3239998817444,144.47108,-2.7465821e-06,0.10133957,30900,290.63602,-108.28791647534436,100.0,13.558049,1.6463872,-167.19887,0.3023828,1.2073829,94.710526,1.0065259,0.72311705,1365632,[-1.036 -1.374 -0.758 -1.008  0.233],35.796974,,1.0144188,50.49,-20.489601,1.0130407
310,100,0.14729887,-168.18713,3571.0941438674927,149.92487,1.5640259e-06,0.10032456,31000,500.95963,-106.34427917671141,100.0,13.750584,1.633489,-165.3758,0.30284706,1.5730875,94.69891,1.0225154,0.62873507,1370577,[-1.035 -1.381 -0.759 -1.01   0.227],49.66421,,1.0468309,49.45,-20.531326,1.045969
311,100,0.19016904,-180.6897,3583.263126373291,146.45956,6.1798096e-06,0.102281824,31100,526.21765,-105.60200630417714,100.0,15.496416,1.6253922,-177.19308,0.30544618,1.5607429,94.81111,1.035721,0.6038743,1375619,[-1.04  -1.38  -0.765 -1.006  0.215],46.68261,,1.0882784,50.42,-25.501083,1.0700986
312,100,0.124118015,-184.18053,3596.2540407180786,135.69771,4.653931e-06,0.10604293,31200,426.79865,-106.76591122821388,100.0,13.820284,1.6302558,-183.06697,0.30889952,1.5760769,94.94893,1.0116807,0.7096541,1380890,[-1.032 -1.379 -0.768 -1.011  0.207],37.668358,,1.0218576,52.71,-22.165115,1.0206153
313,100,0.08447901,-177.45168,3609.0397272109985,136.6236,1.7166137e-06,0.10508581,31300,346.94397,-106.53204438746715,100.0,13.882998,1.623926,-176.4707,0.30753082,1.2286642,94.92456,1.0080525,0.7944079,1386118,[-1.032 -1.384 -0.765 -1.012  0.211],52.089806,,1.0148755,52.28,-25.303581,1.014183
314,100,0.09422002,-163.1773,3622.4744391441345,142.36497,2.0599366e-06,0.10147529,31400,261.28525,-106.52508308975467,100.0,13.449104,1.6216819,-162.36421,0.30267778,1.2731476,94.78285,1.0101451,0.7467852,1391170,[-1.035 -1.387 -0.765 -1.016  0.205],32.664047,,1.0188237,50.52,-20.399986,1.0148566
315,100,0.04431167,-182.57704,3633.024398326874,131.77545,3.7384034e-06,0.10564478,31500,239.0345,-104.95959060394298,100.0,14.465408,1.6211681,-182.15826,0.30755892,1.1476524,95.022,1.0019218,0.9057339,1396447,[-1.035 -1.385 -0.766 -1.018  0.203],37.494064,,1.0046018,52.77,-26.573128,1.0060693
316,100,0.06578936,-178.61125,3646.1432840824127,134.48404,-3.1280517e-06,0.10540728,31600,259.27914,-106.19310464284995,100.0,14.651694,1.6167963,-177.7976,0.30754396,1.1820188,94.95917,1.0048434,0.8243053,1401703,[-1.039 -1.379 -0.765 -1.014  0.202],43.210823,,1.0109253,52.56,-24.165154,1.0127661
317,100,0.11026719,-156.81224,3658.605133295059,153.13994,-1.9073486e-06,0.09733912,31700,388.05215,-107.0148122275452,100.0,13.179435,1.6148393,-155.0926,0.2978389,1.4125297,94.564156,1.0136093,0.713871,1406528,[-1.047 -1.377 -0.768 -1.011  0.198],28.169151,,1.0251666,48.25,-20.25734,1.0274024
318,100,0.12324658,-162.7241,3670.901363134384,140.55064,-7.6293946e-07,0.10414848,31800,440.4061,-106.0341298736067,100.0,13.039476,1.6195172,-160.74254,0.3073887,1.563375,94.88136,1.0165058,0.71380734,1411677,[-1.042 -1.371 -0.77  -1.006  0.196],27.738434,,1.0304617,51.49,-23.611511,1.0311359
319,100,0.12776999,-183.66113,3684.1494224071503,127.051414,3.0517577e-07,0.11241301,31900,336.33405,-104.97132338561559,100.0,12.053239,1.6240284,-181.03867,0.31732988,1.6338136,95.23421,1.0153564,0.786592,1417252,[-1.047 -1.375 -0.769 -1.012  0.201],25.390663,,1.0275924,55.75,-27.201149,1.0425947
320,100,0.10070612,-184.07037,3697.155559539795,129.41486,1.6403199e-06,0.10852368,32000,450.9359,-104.77304823512442,100.0,15.641212,1.6249061,-182.9241,0.3120531,1.4744465,95.11592,1.008387,0.7662435,1422647,[-1.039 -1.389 -0.77  -1.023  0.205],38.74472,,1.0187275,53.95,-24.872787,1.017527
321,100,0.07587281,-158.79138,3709.91131067276,145.19917,-2.670288e-07,0.10091123,32100,260.54123,-107.77397423641175,100.0,13.824084,1.6182625,-157.68266,0.301937,1.201346,94.70964,1.0069302,0.78586155,1427671,[-1.027 -1.39  -0.763 -1.027  0.206],37.31436,,1.0129321,50.24,-23.516693,1.0173314
322,100,0.17606317,-176.61734,3723.286853313446,138.93587,-1.1062622e-06,0.10605783,32200,572.72095,-106.97471775713922,100.0,13.695279,1.6152343,-174.61073,0.31001958,1.6381586,94.916214,1.0268599,0.64564914,1432910,[-1.022 -1.383 -0.759 -1.023  0.199],35.922783,,1.0491153,52.39,-22.994003,1.0386635
323,100,0.09145304,-161.07716,3735.646314382553,146.97719,8.430481e-06,0.10015668,32300,257.95734,-108.56438731828861,100.0,12.440729,1.6181827,-160.37651,0.30080724,1.3948915,94.648735,1.007072,0.82645917,1437900,[-1.022 -1.379 -0.753 -1.015  0.196],24.240067,,1.0122592,49.9,-25.750366,1.0162812
324,100,0.061607357,-167.28294,3748.870769262314,153.68697,-1.1444092e-06,0.095864356,32400,216.87338,-107.75914034724566,100.0,13.537986,1.6177684,-166.63506,0.29482034,1.267496,94.49219,1.0046914,0.82703793,1442681,[-1.017 -1.375 -0.754 -1.013  0.199],45.95568,,1.0130919,47.81,-20.995117,1.010779
325,100,0.19248077,-160.39467,3759.4717316627502,147.30347,1.411438e-06,0.10424828,32500,790.7792,-107.08447476532697,100.0,13.451994,1.6131871,-156.61005,0.30938154,2.0178692,94.80061,1.0316795,0.6025639,1447781,[-1.017 -1.374 -0.753 -1.016  0.199],33.606186,,1.0957144,51.0,-21.596802,1.0607381
326,100,0.09912292,-179.72609,3773.1791875362396,137.34845,-4.8065185e-06,0.10461284,32600,341.6801,-106.89079367302878,100.0,13.362265,1.619238,-178.93073,0.3067349,1.4539144,94.89671,1.0079587,0.83803904,1452991,[-1.021 -1.36  -0.742 -1.014  0.194],44.073357,,1.0179068,52.1,-22.079796,1.0152905
327,100,0.08474163,-175.24226,3786.073605298996,144.8501,-1.2588501e-06,0.10051806,32700,326.11993,-106.28765279629044,100.0,13.571623,1.6174843,-173.59464,0.3015261,1.3325882,94.749344,1.0076017,0.7539518,1457992,[-1.021 -1.364 -0.741 -1.014  0.2  ],41.486534,,1.023968,50.01,-20.557068,1.0238976
