Iteration,EpThisIter,EpRewMean,InitialReturnMin,InitialReturnMean,Weights,TimeElapsed,MeanD2w0t,EpisodesSoFar,MaxIW,EntropyCoefficient,MaxD2w0t,InitialBound,InitialReturnStd,StdIW,StdD2w0t,EpLenMean,Bound,MinIW,MeanIW,MinD2w0t,ReturnStepMax,TimestepsSoFar,ReturnMeanIW,EmpiricalD2,J_sample_variance,ReturnStepMaxmin,InitialReturnMax,MeanEntropy
81,100,-34.5176793520151,-62.33168,-13.219471,[-0.797 -0.411 -0.045 -0.4   -0.687],3150.972263813019,16.727093,8100,23.825417,10.0,462.7081,-6.246152,10.785492,1.2243098,35.31558,450.89,-3.7849627,0.0005234166,0.7061327,,100.0,1382664,-10.658068,82.250336,83.60631,99.0,11.896707,0.73116237
82,100,-20.61150783417932,-34.6307,-10.686577,[-0.799 -0.413 -0.036 -0.395 -0.688],3241.0012345314026,21.044155,8200,18.412884,10.0,255.602,-3.5797129,8.361695,1.2569073,27.86325,495.36,-2.5415268,0.0001850817,0.8537903,,100.0,1432200,-9.80849,99.97657,93.91571,99.0,19.254526,0.7527197
83,100,-25.23399309449871,-67.97787,-12.095438,[-0.782 -0.42  -0.041 -0.395 -0.666],3339.29394865036,603.0261,8300,41.626503,10.0,27721.492,-4.818923,10.5575905,1.9437165,2074.9656,480.86,-3.328516,1.8808014e-05,0.802043,,100.0,1480286,-10.3647785,5988.9277,92.41093,99.0,6.1039915,0.7495524
84,100,-19.27160296876497,-32.901234,-10.608351,[-0.782 -0.422 -0.026 -0.398 -0.669],3435.8422396183014,9987.724,8400,54.492268,10.0,764073.4,-3.3042765,7.6775436,2.0659537,30646.58,497.36,-0.897429,4.17656e-06,0.6515739,,100.0,1530022,-7.7966537,117843.56,126.75841,99.0,7.8591166,0.76826245
85,100,-39.11054721770842,-65.528244,-13.815995,[-0.773 -0.42  -0.029 -0.416 -0.651],3521.837000608444,174.97858,8500,29.04636,10.0,6132.088,-6.5219073,14.142886,1.4341853,397.0152,428.38,-2.6412358,0.00014435404,0.7045717,,100.0,1572860,-9.633642,1335.8405,124.02072,99.0,5.423966,0.76807696
86,100,-18.434685186280817,-35.32394,-10.819666,[-0.776 -0.43  -0.026 -0.406 -0.651],3615.1871366500854,142.393,8600,62.045097,10.0,4423.5557,-3.3220315,7.5225134,1.4707255,304.0571,497.81,-2.3670235,0.00015595077,0.65743405,,100.0,1622641,-9.786649,1091.1512,46.841347,99.0,19.669764,0.77006847
87,100,-30.59830951261066,-58.14621,-11.362919,[-0.774 -0.421 -0.018 -0.414 -0.649],3705.8298783302307,1616.7317,8700,34.94893,10.0,155000.31,-3.9662056,10.337431,1.6422046,6999.7896,465.34,-1.5113039,6.8338495e-06,0.61913717,,100.0,1669175,-8.430335,16196.407,375.0867,99.0,9.285102,0.7709929
88,100,-22.070013695204125,-25.088766,-11.771449,[-0.775 -0.427 -0.008 -0.404 -0.648],3796.7969863414764,798.21313,8800,23.748108,10.0,34753.336,-4.2807703,6.1504483,1.2602403,2338.9568,495.86,-2.1809254,1.8823266e-07,0.5302448,,100.0,1718761,-9.460399,6830.217,51.325447,99.0,6.3264713,0.77778065
89,100,-37.0666242009715,-51.280163,-13.2774515,[-0.761 -0.428 -0.014 -0.418 -0.641],3891.957574367523,386.77997,8900,117.95703,10.0,17668.676,-5.867875,11.15816,4.5381293,1179.6058,447.52,-3.8081656,3.720847e-06,1.1153278,,100.0,1763513,-10.980145,3502.547,440.419,99.0,15.962178,0.7879217
90,100,-34.599591227510295,-62.94169,-10.967198,[-0.748 -0.401 -0.024 -0.393 -0.631],3982.8775928020477,1.6728276,9000,17.293375,10.0,4.1560593,-3.4317036,11.298833,1.0382577,0.8213482,453.11,-3.0794826,0.064424306,0.99726564,,100.0,1808824,-10.591819,2.9837613,100.274414,99.0,14.977531,0.7876001
91,100,-24.29830590523582,-47.20954,-11.557899,[-0.749 -0.404 -0.021 -0.389 -0.631],4066.6639273166656,5585125.5,9100,603.758,10.0,927264060.0,-3.923286,8.349352,20.739365,29378750.0,478.31,13.592571,1.0807106e-09,2.2507515,,100.0,1856655,16.751886,101983120.0,86162.78,99.0,13.23469,0.7847064
92,100,-21.271939219820812,-30.368237,-11.874007,[-0.747 -0.42  -0.02  -0.372 -0.634],4166.942637681961,197654.98,9200,2943.7476,10.0,13072266.0,-4.238265,6.5473666,73.76559,725323.1,500.0,-0.636549,2.5420862e-08,4.6482816,1.000018,1.0,1906655,-6.1663213,2942597.5,2534.2617,,5.4246154,0.787646
93,100,-15.740841041213969,-46.25399,-10.174479,[-0.736 -0.4   -0.019 -0.382 -0.631],4259.519476175308,2972015.2,9300,1522.321,10.0,476395100.0,-2.4543924,8.615361,23.950571,17614754.0,492.48,15.931081,9.6371984e-08,1.4542533,,100.0,1955903,12.863893,52718484.0,48130.402,99.0,17.661566,0.79736406
94,100,-36.64647745339138,-65.70245,-14.766881,[-0.718 -0.392 -0.039 -0.37  -0.622],4349.324589729309,33568.312,9400,325.3491,10.0,18399792.0,-7.157297,10.723895,11.296648,385475.75,451.99,-3.5654087,6.0135665e-07,1.4042656,,100.0,2001102,-9.554932,516329.7,783.6328,99.0,0.29368863,0.8011166
95,100,-22.552605759026164,-52.17029,-11.857434,[-0.731 -0.38  -0.024 -0.363 -0.618],4447.62008690834,15999.037,9500,39.872253,10.0,1353259.5,-4.0703125,9.986671,1.8304776,59108.246,481.31,-1.3170233,6.284764e-07,0.7012458,,100.0,2049233,-8.315763,201573.8,296.38968,99.0,9.791009,0.7980402
96,100,-32.81451942091806,-46.095997,-12.186634,[-0.745 -0.338 -0.023 -0.349 -0.621],4540.584292888641,810.42993,9600,30.504736,10.0,89893.305,-4.532221,9.310336,1.8618641,3676.624,455.39,-2.1341095,1.4730403e-05,0.7897514,,100.0,2094772,-9.4298935,8256.111,172.90916,99.0,9.349519,0.7988275
97,100,-26.361806870568163,-52.12324,-12.907934,[-0.748 -0.342 -0.009 -0.344 -0.62 ],4630.329459428787,1538.9506,9700,20.601898,10.0,95968.016,-5.1815453,7.647313,0.97505444,5096.664,481.3,-3.273635,2.670625e-05,0.5346177,,100.0,2142902,-10.710029,16572.025,57.40798,99.0,5.8739796,0.80372083
98,100,-30.138730515501102,-47.27574,-13.110801,[-0.753 -0.347  0.008 -0.351 -0.615],4714.941320896149,7287.4395,9800,153.19667,10.0,615265.5,-5.372999,9.02144,4.2388344,24169.812,474.67,-1.8037376,5.653802e-06,1.1636437,,100.0,2190369,-9.225988,88568.43,326.40897,99.0,4.53464,0.84799343
99,100,-26.39506380490492,-27.483732,-13.072925,[-0.767 -0.384  0.014 -0.371 -0.571],4816.173569917679,84.85824,9900,18.623877,10.0,1514.5645,-4.8552055,7.5268726,0.93594605,143.37064,492.93,-4.0003223,6.4800115e-05,0.6371777,,100.0,2239662,-12.140023,536.5506,67.214615,99.0,17.122423,0.8538518
100,100,-36.53388921987206,-48.476776,-13.749157,[-0.764 -0.375  0.01  -0.381 -0.565],4888.448929548264,735.3595,10000,84.86542,,91488.39,-14.112095,11.216569,2.5376945,3437.0215,441.62,-11.807944,1.9415882e-06,0.75056523,,100.0,2283824,-11.087665,7667.643,124.32212,99.0,18.779503,0.86177874
101,100,-49.60133143570362,-61.03445,-15.302849,[-0.762 -0.378 -0.006 -0.386 -0.557],4973.005497932434,139.90282,10100,35.978603,,3309.3323,-15.795603,11.52714,1.9550858,306.62283,427.91,-13.244985,6.445085e-05,0.8211475,,100.0,2326615,-12.413335,1068.1996,115.55436,99.0,9.573827,0.85987204
102,100,-22.24042578094298,-55.9122,-12.589897,[-0.764 -0.387 -0.008 -0.373 -0.559],5062.176249265671,101.79349,10200,148.41515,,4958.912,-12.810841,7.9003725,4.94144,257.9066,494.75,-11.462755,4.944036e-05,1.1046407,,100.0,2376090,-11.157516,760.4805,70.72605,99.0,7.690896,0.87126875
103,100,-23.870919758865142,-37.594067,-11.830781,[-0.731 -0.406 -0.005 -0.386 -0.548],5156.5081243515015,1.9175328,10300,14.324107,,5.3549128,-12.067922,8.459992,0.8394412,0.95169103,482.14,-11.798652,0.034442745,0.92029685,,100.0,2424304,-11.548538,3.647257,61.910915,99.0,13.487211,0.8749635
104,100,-32.39346412876628,-58.846313,-13.073347,[-0.729 -0.403 -0.012 -0.386 -0.544],5240.948772192001,1012.8846,10400,98.1149,,99761.45,-13.395153,10.351644,3.624689,3983.6611,448.88,-9.946073,2.671412e-05,1.119532,,100.0,2469192,-9.264542,9909.445,134.62653,99.0,2.1107702,0.9043052
105,100,-19.980813638621374,-56.142654,-11.388744,[-0.776 -0.396 -0.013 -0.389 -0.515],5339.684814691544,112290.14,10500,119.206535,,8493819.0,-11.587238,9.22428,4.2261767,388297.88,487.11,-5.4932723,3.0509863e-08,0.909616,,100.0,2517903,-3.726849,1739663.6,2957.0774,99.0,9.6922035,0.90739405
106,100,-66.02482522751973,-68.102554,-17.770058,[-0.776 -0.381 -0.006 -0.406 -0.512],5410.268099069595,7358758.5,10600,8566.075,,3077535500.0,-18.425968,13.955144,246.81126,76741170.0,355.43,45.802837,8.045748e-08,16.370317,,100.0,2553446,92.440544,122756870.0,1021135.94,99.0,8.725723,0.9044648
107,100,-30.66138565521406,-53.727737,-13.191876,[-0.771 -0.392  0.005 -0.385 -0.514],5503.1633179187775,97.56881,10700,38.52613,,2857.9219,-13.496475,9.283655,1.6134267,231.98943,473.01,-12.312417,9.911727e-05,0.81117976,,100.0,2600747,-11.871747,712.1783,102.66675,99.0,5.9830465,0.90442955
108,100,-22.496718855888943,-41.30593,-12.180525,[-0.771 -0.399 -0.008 -0.379 -0.515],5590.142830133438,3876.794,10800,57.86966,,703523.6,-12.404013,7.3805685,2.3698316,17901.469,492.28,-8.969224,9.502993e-06,0.6606852,,100.0,2649975,-8.263071,40542.305,164.62747,99.0,4.1451645,0.9064162
109,100,-34.24339041194324,-61.019516,-12.585047,[-0.767 -0.394 -0.021 -0.391 -0.512],5671.674401760101,1109.9604,10900,93.32179,,170508.62,-12.925228,11.405093,3.7079225,6256.797,447.36,-9.9047165,1.1077231e-05,1.0586109,,100.0,2694711,-9.193991,12471.764,100.88328,99.0,5.7711043,0.897949
110,100,-31.12593156009922,-56.266464,-13.114751,[-0.769 -0.383 -0.036 -0.369 -0.521],5765.837749481201,2.1184282,11000,11.686656,,6.933978,-13.423965,8.743812,0.8873623,1.1316719,478.01,-13.091312,0.0055955434,0.9837728,,100.0,2742512,-12.761767,4.1491075,61.715317,99.0,13.933354,0.89829344
111,100,-26.080108093409475,-61.271122,-11.961804,[-0.77  -0.385 -0.031 -0.364 -0.521],5851.091495275497,426.21777,11100,193.31793,,15691.634,-12.220892,9.123314,5.777994,1045.5181,482.5,-10.347684,1.5600855e-05,1.0098659,,100.0,2790762,-9.876413,3928.911,74.61785,99.0,4.300687,0.89897025
112,100,-24.00713834325357,-45.17516,-12.842464,[-0.767 -0.393 -0.041 -0.351 -0.52 ],5940.174102306366,30837.38,11200,215.40942,,1819376.4,-13.080959,7.5301633,5.47369,104450.125,495.87,-8.608287,7.2602205e-08,0.9163689,,100.0,2840349,-7.2370133,398917.2,494.17538,99.0,2.2669213,0.8985801
113,100,-35.48582890578556,-63.13913,-15.21505,[-0.762 -0.377 -0.047 -0.365 -0.52 ],6030.896885871887,74807.766,11300,1088.7878,,19285098.0,-15.567576,11.323187,25.348171,473776.1,450.45,-6.1520653,5.979936e-08,2.650993,,100.0,2885394,-3.3687663,1204982.0,9305.169,99.0,8.066628,0.89403224
114,100,-23.103882214593288,-33.857384,-12.949392,[-0.743 -0.384 -0.032 -0.349 -0.525],6130.957682609558,362.22617,11400,36.80882,,20222.879,-13.178912,7.733717,1.4715916,995.0697,497.5,-11.680015,2.0591174e-06,0.6750772,,100.0,2935144,-11.257286,2908.3857,89.64334,99.0,4.122137,0.89061373
115,100,-34.35532035819812,-45.997936,-12.97641,[-0.739 -0.378 -0.043 -0.358 -0.528],6220.373011112213,568.116,11500,98.56276,,48897.312,-13.317706,8.495969,3.322026,2155.6458,454.2,-12.399071,2.2621916e-05,0.93065697,,100.0,2980564,-11.702306,5107.2827,193.20436,99.0,0.49125284,0.8917803
116,100,-19.509988556332726,-29.901264,-11.366343,[-0.746 -0.386 -0.029 -0.354 -0.527],6315.199490070343,42242.895,11600,221.35345,,2450808.0,-11.560161,8.379976,6.4411354,133571.23,497.76,-10.139389,7.045549e-08,0.92185515,,100.0,3030340,-8.93379,582203.94,268.58868,99.0,17.15847,0.89012545
117,100,-30.42119962763781,-65.45752,-11.97497,[-0.745 -0.375 -0.026 -0.375 -0.529],6404.184192657471,12269.67,11700,658.59576,,1541033.5,-12.277183,10.326347,18.608469,70901.52,448.56,-5.636044,2.9288532e-09,1.8341172,,100.0,3075196,-4.41429,169879.95,2542.7961,99.0,13.794462,0.8915925
118,100,-31.522618415262865,-48.860325,-13.123552,[-0.741 -0.373 -0.006 -0.375 -0.527],6496.350266933441,564.7963,11800,104.73831,,50628.1,-13.4367075,9.184598,3.2877898,2517.4355,463.92,-10.903781,7.856001e-05,0.8666942,,100.0,3121588,-10.343889,5858.8833,141.92792,99.0,7.3816657,0.880232
119,100,-24.307927998533998,-50.590725,-12.475278,[-0.751 -0.364 -0.023 -0.366 -0.539],6589.005176305771,99945810.0,11900,9007.424,,26505294000.0,-12.71676,8.5477,115.223206,815089340.0,474.23,24.965107,1.2929577e-09,5.655816,,100.0,3169011,62.810593,2177551600.0,541401.56,99.0,0.98647946,0.8968279
120,100,-22.631384962907255,-48.723736,-12.235551,[-7.447e-01 -3.779e-01 -5.905e-04 -3.615e-01 -5.221e-01],6687.712141752243,2932.3237,12000,46.29332,,198520.1,-12.460377,8.474174,2.1097832,11118.837,484.08,-10.749247,1.0864217e-06,0.80467224,,100.0,3217419,-10.114432,32112.543,157.42325,99.0,10.744753,0.89742696
121,100,-28.690842666369907,-31.94551,-11.406827,[-0.737 -0.368 -0.013 -0.371 -0.522],6775.619057416916,2.0997727,12100,39.364174,,5.7804165,-11.691851,8.344238,1.322022,1.127493,466.0,-11.154228,0.0297818,0.92962766,,100.0,3264019,-10.848142,4.202854,75.142296,99.0,7.214302,0.8975029
122,100,-22.888249618738612,-45.98142,-11.046457,[-0.737 -0.372 -0.011 -0.364 -0.521],6853.936132669449,8446.927,12200,44.2293,,369642.12,-11.273836,8.0225315,2.0428596,24379.598,479.18,-8.836995,2.621249e-07,0.53888506,,100.0,3311937,-7.939371,99394.36,937.8572,99.0,7.8877854,0.9047851
123,100,-21.36526689583234,-38.666836,-12.708758,[-0.744 -0.378 -0.013 -0.344 -0.514],6949.648192167282,62784.418,12300,140.26077,,21552154.0,-12.921007,7.569463,2.7839646,505908.25,500.0,-9.9624815,7.123025e-07,0.55486614,1.0000366,1.0,3361937,-8.741757,1016396.3,339.84402,1.1920929e-07,4.3720307,0.9005599
124,100,-19.606992182772693,-50.160164,-11.479419,[-0.726 -0.37   0.004 -0.357 -0.518],7039.870040178299,1825.465,12400,22.756302,,137270.42,-11.6742,9.889135,1.3724464,7534.874,485.37,-9.724861,9.986717e-08,0.5809176,,100.0,3410474,-9.2479105,18883.184,101.158844,99.0,9.837815,0.9018914
125,100,-27.751513770904356,-61.26013,-12.992384,[-0.722 -0.368 -0.012 -0.364 -0.517],7123.800443887711,113.99097,12500,46.17022,,6405.0137,-13.268076,11.365854,1.8344861,352.53888,458.19,-11.153441,0.0002347076,0.75930953,,100.0,3456293,-10.726324,805.5528,103.522125,99.0,10.98135,0.89777315
126,100,-19.05291203865306,-29.667843,-10.849615,[-0.733 -0.369  0.002 -0.36  -0.521],7216.356842041016,363.42047,12600,32.134865,,67747.37,-11.038892,7.3658533,1.2879283,1883.0675,487.45,-9.669256,1.6833712e-06,0.5888004,,100.0,3505038,-9.335798,3297.1619,69.165375,99.0,14.038306,0.89700884
127,100,-19.835491750612288,-67.34642,-11.522752,[-0.724 -0.378 -0.012 -0.371 -0.522],7306.988307476044,1078.7981,12700,18.688082,,32145.566,-11.719803,11.402017,1.4465743,2695.0115,472.18,-9.196995,3.2325459e-06,0.66834986,,100.0,3552256,-8.745439,10384.313,193.34973,99.0,26.683916,0.8942212
128,100,-14.998713465121098,-66.836174,-10.743032,[-0.695 -0.378 -0.022 -0.356 -0.525],7401.589781999588,38111.566,12800,47.149162,,7635712.0,-10.892035,9.523325,1.9475678,237616.39,485.07,-8.104943,2.840139e-07,0.6825086,,100.0,3600763,-7.30817,567299.25,624.3373,99.0,23.225304,0.8954972
129,100,-19.061627872976313,-45.26429,-12.150332,[-0.691 -0.378 -0.002 -0.352 -0.523],7495.612602710724,21826.227,12900,1286.3396,,3470442.0,-12.339695,8.789725,26.592257,140265.33,487.15,-9.948665,2.5915136e-07,2.3944695,,100.0,3649478,-9.030822,290505.22,760.88367,99.0,4.7152815,0.88179123
130,100,-18.00582901175329,-37.163105,-12.85826,[-0.677 -0.369  0.01  -0.328 -0.537],7593.531454563141,56632.74,13000,149.70647,,3489751.2,-13.037135,7.233577,4.8779335,195654.58,500.0,-8.806805,2.1015578e-07,0.6812883,1.0000015,1.0,3699478,-7.6181383,862224.2,1033.581,,3.0566342,0.88085073
131,100,-27.400381268625296,-48.899868,-10.9560585,[-0.685 -0.342  0.017 -0.335 -0.538],7681.96573472023,2814.3267,13100,24.451277,,310953.28,-11.228262,9.883784,1.2439498,11781.968,456.0,-9.063157,5.292305e-06,0.60564005,,100.0,3745078,-8.368863,35210.906,126.4141,99.0,16.12897,0.86408424
132,100,-13.653072941637664,-28.523415,-11.691024,[-6.745e-01 -3.266e-01 -1.994e-04 -3.176e-01 -5.549e-01],7778.48265504837,5451.345,13200,24.267006,,358625.28,-11.826657,7.314316,1.2154394,17951.709,497.18,-9.857581,4.563083e-06,0.55836326,,100.0,3794796,-9.43164,62680.234,157.39462,99.0,13.153841,0.8722084
133,100,-42.66343570703131,-51.8168,-13.848389,[-0.669 -0.307  0.006 -0.327 -0.547],7857.99977350235,156.6882,13300,20.187248,,8933.008,-14.27222,12.539095,1.2314653,544.8226,410.05,-11.665246,2.7287579e-05,0.67534065,,100.0,3835801,-11.002728,1458.7579,83.21482,99.0,10.514806,0.874509
134,100,-35.68167154893224,-45.786667,-12.055761,[-0.671 -0.315 -0.009 -0.324 -0.544],7943.191522836685,557.8166,13400,123.49506,,61580.41,-12.4102335,9.788716,3.2281482,2411.989,448.47,-10.065191,2.972944e-06,0.7857919,,100.0,3880648,-9.340537,5078.274,117.11817,99.0,14.164459,0.8684775
135,100,-38.29151748591261,-54.801453,-13.719932,[-0.666 -0.327 -0.023 -0.335 -0.55 ],8021.839358091354,331.53955,13500,84.92408,,27852.799,-14.100331,12.469032,2.955206,1081.4779,412.53,-10.502035,0.00027039732,0.99314076,,100.0,3921901,-9.739364,2782.9204,277.97983,99.0,15.410049,0.8764734
136,100,-15.160085740512013,-43.087788,-10.689767,[-0.657 -0.325 -0.017 -0.315 -0.542],8117.330929756165,6497.2876,13600,374.1245,,2241666.8,-10.840372,8.278179,9.918397,63205.035,483.26,-9.509462,1.2109452e-06,1.3096763,,100.0,3970227,-9.092053,79595.625,218.19221,99.0,11.29352,0.88654053
137,100,-29.53054183809214,-61.471302,-12.201703,[-0.691 -0.3   -0.031 -0.306 -0.532],8203.566859722137,3.282526,13700,20.151184,,13.129211,-12.495068,10.015985,1.3831109,2.472877,461.03,-11.616268,0.012593311,0.98364264,,100.0,4016330,-11.288922,8.556345,82.45325,99.0,14.257221,0.8857851
138,100,-18.4138213680307,-32.706047,-11.063242,[-0.691 -0.306 -0.029 -0.3   -0.533],8299.447754859924,40493.65,13800,191.39981,,4669237.5,-11.24617,8.26318,4.427894,157362.45,484.86,-3.7491531,1.2319607e-07,0.91416407,,100.0,4064816,-2.6689236,599677.44,5460.239,99.0,8.508606,0.8603516
139,100,-32.29891183545764,-63.312828,-12.620174,[-0.688 -0.288 -0.015 -0.309 -0.559],8395.537345170975,5131.8164,13900,200.60603,,621900.94,-12.941041,11.360802,6.5323205,21284.62,442.38,-10.399293,3.0133773e-08,1.1638378,,100.0,4109054,-9.373722,68369.09,1030.0802,99.0,10.569226,0.84503734
140,100,-24.375200723895073,-37.29279,-12.253506,[-0.697 -0.296 -0.03  -0.298 -0.574],8500.78429889679,18563.078,14000,65.216995,,1154892.1,-12.495656,7.2387133,2.1178153,63686.934,491.45,-9.571797,4.931364e-07,0.53649104,,100.0,4158199,-8.422842,227513.62,861.6854,99.0,5.900838,0.8429255
141,100,-42.23164464267611,-52.64773,-10.751974,[-0.695 -0.277 -0.024 -0.309 -0.576],8596.492950439453,553.08636,14100,109.76679,,48303.957,-11.171515,10.425006,3.2593684,2357.799,417.94,-9.42459,9.5241546e-07,0.8887302,,100.0,4199993,-8.633264,5723.302,120.3163,99.0,15.577405,0.8340322
142,100,-46.688573310095016,-51.453716,-14.394749,[-0.699 -0.28  -0.041 -0.308 -0.585],8685.47392463684,219.406,14200,53.094055,,18892.502,-14.858567,12.259744,2.3211854,867.8919,408.27,-11.322817,0.00035680347,0.8700803,,100.0,4240820,-10.525248,1866.0867,138.77922,99.0,11.32767,0.8346165
143,100,-36.59835166618613,-57.47025,-13.788256,[-0.698 -0.289 -0.028 -0.304 -0.584],8784.399865150452,1.9023634,14300,17.92061,,6.0776052,-14.1518345,10.445602,1.2850391,1.144966,441.31,-13.026824,0.035501357,1.0921564,,100.0,4284951,-12.637785,3.82953,76.54755,99.0,16.513271,0.83443666
144,100,-24.595261756005712,-61.619232,-12.118377,[-0.698 -0.291 -0.025 -0.298 -0.585],8888.156000852585,198.8996,14400,31.214558,,6660.319,-12.362712,10.598698,1.1615803,534.2064,471.49,-11.233976,4.652716e-05,0.60962266,,100.0,4332100,-10.831264,1688.0911,102.751335,99.0,9.782636,0.8439011
145,100,-24.62680577255752,-39.7759,-10.706707,[-0.707 -0.306 -0.013 -0.318 -0.575],9013.19198846817,226.561,14500,274.57614,,7367.374,-10.951356,8.639066,8.138699,593.5477,473.45,-9.610735,7.37168e-05,1.2376541,,100.0,4379445,-9.19073,1719.5286,122.38489,99.0,8.786229,0.85838914
146,100,-33.462021675544214,-63.764214,-13.184534,[-0.701 -0.333 -0.013 -0.344 -0.561],9121.544390201569,2201.71,14600,118.600945,,314199.22,-13.516954,12.450266,4.0488467,9619.874,430.53,-9.532151,3.1982268e-06,0.8820305,,100.0,4422498,-8.659853,24561.332,292.7446,99.0,10.881717,0.8556528
147,100,-20.787580426303403,-50.07207,-11.662697,[-0.665 -0.359 -0.011 -0.348 -0.563],9241.265164375305,1253.7297,14700,43.96001,,44548.227,-11.8692045,8.152735,1.3947246,3252.9539,478.38,-10.371624,2.1266915e-05,0.54154325,,100.0,4470336,-9.896132,12677.492,99.96144,99.0,8.160937,0.85614365
148,100,-68.32391413052788,-64.80405,-17.85062,[-0.664 -0.351 -0.004 -0.363 -0.563],9328.840198278427,173.38106,14800,124.91147,,8055.4136,-18.529371,14.82337,3.6218858,545.72974,347.35,-13.091656,5.7945803e-05,0.9455735,,100.0,4505071,-11.778455,1458.2457,207.10046,99.0,18.09991,0.85649186
149,100,-26.136854945695983,-50.08602,-10.592925,[-0.668 -0.359 -0.001 -0.35  -0.562],9444.745956420898,21.269884,14900,45.09499,,439.45697,-10.852574,10.005135,1.6462369,42.149628,462.38,-9.869977,0.0007553944,0.81679857,,100.0,4551309,-9.546102,118.72078,78.01729,99.0,10.729229,0.8593639
150,100,-25.016613729870965,-50.224922,-10.70088,[-0.667 -0.363 -0.013 -0.348 -0.56 ],9559.790344715118,262.31033,15000,191.3508,,11280.336,-10.949403,8.554609,4.67856,770.5702,464.18,-9.247854,4.8530937e-06,1.0170586,,100.0,4597727,-8.8186035,2273.3586,164.6464,99.0,14.672912,0.8523603
151,100,-56.86282502684094,-64.70265,-16.870275,[-0.673 -0.35  -0.025 -0.353 -0.567],9651.20886516571,30.52227,15100,46.232574,,1326.9104,-17.435165,15.047557,2.6308508,77.587364,372.65,-11.841988,0.00020127383,0.85069686,,100.0,4634992,-11.021355,190.83282,129.16025,99.0,7.715275,0.8525765
152,100,-13.867709278292415,-39.00945,-10.0318775,[-0.676 -0.357 -0.018 -0.344 -0.566],9774.452380418777,35146.27,15200,221.69336,,2578666.8,-10.169642,8.654294,5.9004893,123067.54,488.01,-7.300708,1.5494778e-07,1.0469084,,100.0,4683793,-6.4606147,487419.7,661.82056,99.0,10.438654,0.8416514
153,100,-14.467916511493963,-38.125923,-11.67256,[-0.654 -0.358 -0.024 -0.32  -0.577],9905.47911477089,4.534629,15300,18.088387,,17.732555,-11.816288,7.96844,1.3714355,3.3079007,497.84,-11.444484,0.013472669,1.0053995,,100.0,4733577,-11.28166,12.688286,63.136463,99.0,12.710059,0.84408486
154,100,-21.619040951584925,-41.69264,-12.402556,[-0.653 -0.351 -0.024 -0.326 -0.575],10044.911101818085,25.89451,15400,44.725998,,635.7688,-12.617326,9.164577,2.059475,47.346626,483.11,-11.531812,0.00020509196,0.7688388,,100.0,4781888,-11.264797,140.67424,210.98195,99.0,8.62645,0.8417975
155,100,-15.986139826064331,-41.660374,-10.759651,[-0.626 -0.365 -0.027 -0.335 -0.577],10191.375403404236,1443.6163,15500,35.70744,,109725.78,-10.918461,9.384906,1.2846776,6426.604,475.48,-9.186111,6.5650706e-06,0.6585009,,100.0,4829436,-8.84693,16465.088,123.15109,99.0,8.469451,0.85137737
156,100,-42.246942744982505,-65.41776,-16.202024,[-0.627 -0.36  -0.045 -0.329 -0.568],10319.366908311844,158.7282,15600,80.08557,,6987.707,-16.621717,13.5978565,2.432708,423.98065,407.25,-11.214387,5.7330715e-05,0.73927575,,100.0,4870161,-10.479348,1119.6885,100.80139,99.0,5.144734,0.8473207
157,100,-22.131713980636714,-70.0625,-13.575615,[-0.631 -0.366 -0.04  -0.316 -0.572],10468.97787809372,4856.6445,15700,117.50876,,650680.9,-13.795478,11.642924,3.357646,21267.152,476.39,-11.583875,8.016342e-07,0.7228861,,100.0,4917800,-11.000851,60993.06,143.67195,99.0,3.4102035,0.8517481
158,100,-24.11890587385325,-31.611483,-12.561121,[-0.629 -0.36  -0.023 -0.324 -0.567],10616.768255472183,14667.758,15800,164.25615,,645424.56,-12.800724,7.7045965,4.2022066,43961.953,478.33,-8.642771,2.1166957e-07,0.77713424,,100.0,4965633,-7.5318413,187155.7,1281.1418,99.0,11.275774,0.8536652
159,100,-49.283933890631594,-68.331474,-14.079045,[-0.634 -0.352 -0.021 -0.345 -0.565],10735.41438794136,1395.151,15900,1211.1824,,65754.37,-14.5686455,11.975846,27.402824,4514.802,393.07,-9.094906,1.9111194e-05,2.3731213,,100.0,5004940,-7.7778068,14484.966,420.74774,99.0,11.759418,0.8491116
160,100,-21.49712788814405,-38.769066,-12.427321,[-0.629 -0.361 -0.026 -0.328 -0.57 ],10883.382618665695,1047.8453,16000,16.437006,,157969.86,-12.64088,8.216685,1.0585594,4363.5874,478.83,-10.543252,8.364093e-06,0.5451693,,100.0,5052823,-10.050273,10260.224,84.697716,99.0,10.225886,0.8529899
161,100,-52.25142076992177,-63.33795,-17.229961,[-0.603 -0.355 -0.033 -0.336 -0.566],11003.417949199677,320.39737,16100,38.727444,,40401.02,-17.749043,15.318215,1.9020177,1520.2893,376.02,-11.512131,1.8816554e-05,0.8462291,,100.0,5090425,-10.440265,3189.002,548.5668,99.0,17.493076,0.85609716
162,100,-14.663972564291095,-37.481823,-10.503104,[-0.613 -0.345 -0.025 -0.317 -0.563],11147.331527709961,8824.322,16200,74.44574,,708934.56,-10.648781,8.715943,2.5002947,34972.17,480.41,-8.410644,2.661728e-07,0.7235831,,100.0,5138466,-7.850809,104460.91,268.66443,99.0,10.366716,0.8798396
