Iteration,EpThisIter,EpRewMean,InitialReturnMin,InitialReturnMean,Weights,TimeElapsed,MeanD2w0t,EpisodesSoFar,MaxIW,EntropyCoefficient,MaxD2w0t,InitialBound,InitialReturnStd,StdIW,StdD2w0t,EpLenMean,Bound,MinIW,MeanIW,MinD2w0t,ReturnStepMax,TimestepsSoFar,ReturnMeanIW,EmpiricalD2,J_sample_variance,ReturnStepMaxmin,InitialReturnMax,MeanEntropy
327,100,-22.77244452555457,-59.691628,-13.161832,[-0.458 -0.237 -0.003 -0.245 -0.848],37003.08585143089,16.824965,32700,53.380478,,171.14536,-13.388061,13.799644,2.3653572,24.767904,424.68,-10.473744,0.00038222736,0.8863677,,100.0,12633056,-10.171913,79.89425,92.07458,99.0,11.48365,0.5739582
328,100,-11.696723872058946,-60.878014,-12.1793375,[-0.452 -0.236 -0.003 -0.233 -0.845],37167.0106446743,1889.4031,32800,247.8982,,74554.664,-12.295535,12.235608,9.540124,5075.657,466.36,-11.059248,5.4213615e-07,1.4186975,,100.0,12679692,-10.747581,19843.197,284.59946,99.0,15.754394,0.575928
329,100,-34.439469813328266,-61.147736,-13.3614645,[-0.463 -0.241  0.003 -0.251 -0.843],37312.05524682999,1578.7216,32900,133.50511,,63846.473,-13.703595,13.888291,5.533707,4685.089,407.43,-8.306991,1.2484647e-05,1.1564894,,100.0,12720435,-7.362268,16571.531,622.3442,99.0,12.908624,0.5783692
330,100,3.3357697667224553,-43.159893,-10.85429,[-0.458 -0.245 -0.001 -0.237 -0.841],37484.64796447754,226125.0,33000,56.45853,,112275540.0,-10.887427,9.928829,1.7966963,2208990.5,482.18,-7.0673046,4.9518496e-09,0.59043944,,100.0,12768653,-6.6956725,4602753.5,469.29456,99.0,15.057836,0.5750197
331,100,-42.0567325636179,-64.75561,-14.863029,[-0.428 -0.242 -0.009 -0.243 -0.844],37617.99165272713,32614.219,33100,142.21735,,6248696.0,-15.280832,13.766974,3.3196735,212007.61,372.66,-7.62298,4.6657506e-06,0.69081044,,100.0,12805919,-4.5992103,463436.53,3576.781,99.0,11.186327,0.57219595
332,100,6.402395421698047,-46.449936,-10.060956,[-0.431 -0.246 -0.004 -0.226 -0.847],37791.713525533676,1511721.2,33200,305.459,,591026000.0,-10.124559,8.120524,4.6237297,11995118.0,488.49,-5.233694,1.342149e-10,0.74346584,,100.0,12854768,-3.8783734,33052032.0,1862.4742,99.0,1.9354978,0.56910586
333,100,-12.646069821332063,-44.918114,-10.833157,[-0.433 -0.239  0.011 -0.236 -0.85 ],37954.55805373192,32644.613,33300,141.35977,,4610027.0,-10.958786,10.702201,3.9039888,203680.83,451.39,-8.470185,8.836463e-07,0.96735704,,100.0,12899907,-7.816949,483513.62,1143.0154,99.0,8.717769,0.5720214
334,100,-31.236651614572295,-65.36833,-12.228791,[-0.447 -0.225 -0.002 -0.236 -0.847],38099.72653436661,93.24544,33400,98.34849,,3705.2798,-12.539106,12.618513,3.1173487,242.12941,409.53,-9.165271,0.00013163617,0.9017375,,100.0,12940860,-8.661581,697.46826,125.04877,99.0,5.674932,0.5654296
335,100,-7.549569944466994,-39.02979,-12.844834,[-0.45  -0.227  0.004 -0.226 -0.854],38266.78304696083,6428.896,33500,360.4822,,426312.88,-12.919833,8.795415,8.916327,24421.203,473.97,-11.362955,1.971423e-06,1.4385258,,100.0,12988257,-11.117735,78641.42,449.74524,99.0,7.7477612,0.55609727
336,100,7.659102386071158,-34.3072,-9.903426,[-0.444 -0.232 -0.007 -0.216 -0.863],38439.91017866135,11190.3125,33600,219.22165,,576570.8,-9.979514,8.611185,7.914268,33235.67,500.0,-6.9923954,2.3143762e-07,1.3292134,1.0001646,1.0,13038257,-6.704911,143741.1,696.1223,,6.986498,0.54688984
337,100,-11.517453528649304,-59.75617,-11.083043,[-0.449 -0.216 -0.002 -0.224 -0.872],38602.84221315384,23762.217,33700,298.49292,,4798930.0,-11.19746,10.281101,6.1756773,159201.19,458.4,-7.968344,7.583208e-07,1.2980618,,100.0,13084097,-7.4541116,386702.75,471.21915,99.0,4.764616,0.54662627
338,100,-19.96999840124665,-48.353664,-9.903487,[-0.444 -0.221  0.013 -0.229 -0.872],38760.45154595375,1221692.6,33800,20371.229,,170245020.0,-10.101875,10.4119215,293.9057,6580072.0,438.57,9.820995,1.2191835e-07,12.7716,,100.0,13127954,15.359222,17930126.0,50603.73,99.0,13.275535,0.55475616
339,100,-1.9523794372879477,-47.98472,-11.703708,[-0.407 -0.213  0.011 -0.209 -0.864],38926.24529790878,5.8892074,33900,30.378834,,50.42022,-11.723103,10.48133,1.6998068,6.2041483,469.32,-10.626677,0.0050344234,1.0541595,,100.0,13174886,-10.604856,20.03766,100.13695,99.0,12.440677,0.5351712
340,100,-3.705033455678022,-65.37164,-11.335938,[-0.42  -0.207  0.016 -0.209 -0.884],39094.97739458084,41410.523,34000,409.44904,,5812379.0,-11.3727455,10.90943,13.181447,218678.95,478.0,-7.631568,1.1681402e-07,1.6043135,,100.0,13222686,-7.401212,586980.1,1162.3082,99.0,15.668841,0.5375834
341,100,-24.54317432123124,-46.521763,-12.943463,[-0.448 -0.219  0.012 -0.228 -0.881],39249.47543382645,34959.977,34100,2096.587,,4814300.0,-13.187282,11.314782,53.370907,196222.7,437.28,-9.331463,7.231912e-07,4.5429077,,100.0,13266414,-7.877544,497477.3,1123.778,99.0,10.244243,0.5339168
342,100,-24.739138784845046,-52.614403,-12.414007,[-0.448 -0.221 -0.003 -0.231 -0.885],39395.19161939621,105355.266,34200,1520.0769,,31291760.0,-12.659771,13.213536,30.085943,795329.56,409.51,-4.444296,3.5236802e-08,1.9908237,,100.0,13307365,-2.125557,1827580.1,3615.6868,99.0,10.00882,0.52123904
343,100,-11.901555288663019,-68.73221,-11.98454,[-0.443 -0.248 -0.01  -0.237 -0.898],39552.37765288353,734.7397,34300,30.828972,,129996.38,-12.102774,12.495968,1.2570491,4292.982,446.88,-9.880269,3.3620036e-05,0.6430125,,100.0,13352053,-9.641209,7061.6113,116.71872,99.0,10.616307,0.5207328
344,100,2.1468550461982674,-41.466164,-9.763738,[-0.439 -0.239 -0.001 -0.225 -0.898],39727.79739665985,10153846.0,34400,127.02025,,3875379700.0,-9.785065,9.595899,3.6150408,97902940.0,486.89,-4.341366,9.45279e-10,0.70862055,,100.0,13400742,-3.278481,204501650.0,2445.7065,99.0,9.996253,0.5127694
345,100,0.9206896761629849,-38.180832,-10.415411,[-0.434 -0.224 -0.018 -0.211 -0.906],39897.02249574661,360.07803,34500,107.38072,,21251.4,-10.424558,8.663247,3.435067,1154.7339,480.31,-8.68692,7.313365e-05,1.1859304,,100.0,13448773,-8.671121,3216.1475,160.19379,99.0,7.082962,0.5140824
346,100,5.700206916580941,-35.341694,-10.533896,[-0.43  -0.228 -0.007 -0.208 -0.905],40072.07878446579,3243.1235,34600,69.30211,,393331.16,-10.590525,9.453557,2.8016086,16844.604,500.0,-8.385183,5.4336933e-06,0.85153604,1.0005865,1.0,13498773,-8.238371,40271.88,203.79874,,7.935049,0.53083265
347,100,-0.8289910462953839,-37.554543,-10.420055,[-4.182e-01 -2.275e-01  8.539e-04 -2.218e-01 -8.881e-01],40242.09413814545,246447.73,34700,290.81186,,70967190.0,-10.42829,8.547921,7.3759522,1281456.6,479.09,-7.8945374,1.9684638e-08,0.8165311,,100.0,13546682,-7.7911234,4050523.2,1378.6788,99.0,4.498475,0.53692114
348,100,-53.40716896646157,-62.76768,-15.769232,[-0.438 -0.212  0.005 -0.229 -0.882],40373.00216960907,7.1452637,34800,36.33212,,106.85223,-16.299795,14.15426,1.931198,12.169467,364.48,-13.357858,0.0016062421,0.97238046,,100.0,13583130,-12.700942,32.06908,174.78653,99.0,7.4214244,0.5339928
349,100,-16.348069562468584,-43.397156,-9.493409,[-0.444 -0.206  0.003 -0.217 -0.885],40528.84200000763,1174.1353,34900,173.73743,,87207.97,-9.655815,9.995239,4.2920485,3715.24,439.13,-7.233616,7.721256e-07,0.82426983,,100.0,13627043,-6.847813,11620.29,449.57745,99.0,9.524033,0.51612896
350,100,3.488541180528129,-40.057312,-10.006164,[-0.451 -0.226  0.007 -0.217 -0.903],40704.18820858002,54263.715,35000,115.155075,,16124801.0,-10.040819,7.477847,4.32154,380402.12,494.08,-6.2203546,1.2715427e-07,0.90855,,100.0,13676451,-5.9723697,793534.9,432.06833,99.0,4.176625,0.5146676
351,100,-7.262844654035506,-40.9814,-9.939884,[-0.432 -0.254  0.007 -0.242 -0.904],40866.88628745079,4573774.5,35100,4482.4053,,1413819900.0,-10.012035,8.851673,71.55617,30009046.0,467.51,0.11170483,2.7768512e-09,4.5635686,,100.0,13723202,3.1043804,93331420.0,19736.838,99.0,1.2878162,0.5078276
352,100,2.0034600120973787,-46.746696,-10.434684,[-0.443 -0.265 -0.004 -0.23  -0.911],41039.44331097603,6466966.5,35200,360.07385,,680663900.0,-10.454587,8.821976,8.449969,26296290.0,496.91,-4.796187,4.8013354e-10,1.0074404,,100.0,13772893,-3.8607893,120746460.0,3359.094,99.0,16.051819,0.50267035
353,100,-8.40307532598006,-46.085148,-10.669107,[-0.451 -0.263 -0.003 -0.252 -0.916],41207.02341103554,1.1190214,35300,5.4680257,,1.4656187,-10.752587,9.480365,0.4947517,0.2778401,475.65,-10.578311,0.12550916,1.0005023,,100.0,13820458,-10.493684,1.377521,83.99653,99.0,7.6404896,0.5025021
354,100,-0.530033246407599,-40.087784,-9.08996,[-0.451 -0.265 -0.003 -0.25  -0.916],41373.9324657917,57712.703,35400,309.9267,,6265793.0,-9.095225,7.8063836,11.967097,244994.05,485.5,-6.7478137,3.7003454e-07,1.8460456,,100.0,13869008,-6.7127085,802577.25,656.06177,99.0,9.35175,0.49558648
355,100,-19.015163623435544,-63.14512,-11.244824,[-0.467 -0.248  0.005 -0.251 -0.923],41531.18754386902,125.36848,35500,63.091232,,5533.5435,-11.433726,12.827585,2.7645261,372.23083,442.9,-9.8464575,3.672628e-05,0.96518725,,100.0,13913298,-9.545334,931.66736,120.269844,99.0,7.728842,0.4968061
356,100,-9.345800696035344,-47.431614,-11.232931,[-0.469 -0.249  0.013 -0.245 -0.922],41699.97062373161,5373.331,35600,76.16369,,1294042.1,-11.325774,9.187715,2.6699214,38198.445,480.54,-9.686093,1.291279e-06,0.8358733,,100.0,13961352,-9.394382,58097.773,114.28722,99.0,7.992357,0.50779766
357,100,-15.178703499932224,-46.885117,-12.595532,[-0.463 -0.252  0.002 -0.251 -0.911],41857.47076177597,179.08846,35700,330.98767,,6242.153,-12.746322,12.094842,9.06359,424.4414,447.97,-9.442939,4.7350986e-05,1.490314,,100.0,14006149,-9.202401,1379.1434,203.31905,99.0,6.781919,0.50593376
358,100,-0.11571879716320055,-30.613876,-10.011031,[-0.469 -0.275 -0.002 -0.258 -0.913],42032.64935564995,165532530.0,35800,88.10548,,42977230000.0,-10.012179,7.6318264,2.61664,924708540.0,497.13,-4.154076,8.1776186e-10,0.5142668,,100.0,14055862,-3.932354,3863975400.0,943.98834,99.0,6.12166,0.5129346
359,100,-70.82019960239097,-60.011707,-20.012154,[-0.455 -0.251 -0.002 -0.264 -0.906],42142.511258363724,1641.6099,35900,220.77179,,200620.12,-20.715702,16.630358,7.2909927,9599.858,303.27,-11.653662,9.664212e-06,1.4538319,,100.0,14086189,-9.345206,19546.86,1875.7203,99.0,12.416155,0.5119632
360,100,-19.638363907675004,-64.02607,-11.370535,[-0.452 -0.256  0.005 -0.252 -0.907],42299.324568748474,10552.226,36000,1317.5156,,3210405.5,-11.565627,10.610248,43.21134,69549.38,442.14,-9.072469,9.347733e-08,3.3545005,,100.0,14130403,-8.406008,155738.98,425.88654,99.0,10.146782,0.5038464
361,100,-5.622004103994783,-59.234116,-10.418216,[-0.461 -0.267 -0.008 -0.252 -0.915],42466.3315205574,123200.88,36100,1183.1688,,65375670.0,-10.474066,11.100843,37.755863,1227406.0,475.21,-6.2081184,6.657538e-08,3.1273196,,100.0,14177924,-5.8149443,2363870.8,839.1008,99.0,10.849877,0.48924246
362,100,-4.066754911214022,-28.929502,-9.695656,[-0.445 -0.286  0.004 -0.256 -0.93 ],42639.88198637962,2682.8157,36200,166.53275,,328460.62,-9.736057,7.3268704,4.2384925,12657.178,487.9,-7.6178703,2.3987307e-06,0.8829237,,100.0,14226714,-7.5276365,31584.44,281.72256,99.0,6.7860513,0.49293926
363,100,-7.233767059500509,-47.285187,-11.7106495,[-0.415 -0.282  0.014 -0.252 -0.926],42806.84220600128,1390013.5,36300,285.57108,,353546340.0,-11.78251,8.99531,7.9069552,9916732.0,469.71,-3.205929,9.247833e-09,1.1597837,,100.0,14273685,-1.5817165,29338012.0,4648.3916,99.0,2.6671321,0.49601337
364,100,-61.16593797335031,-66.31414,-14.924914,[-0.418 -0.273  0.027 -0.26  -0.923],42937.23202610016,278.60223,36400,689.1576,,27927.727,-15.532555,12.390766,12.236761,1279.9028,363.93,-11.26839,1.9685664e-05,1.1005203,,100.0,14310078,-10.090805,3035.962,197.60841,99.0,13.191743,0.48689827
365,100,-8.896091185752613,-43.887493,-10.11107,[-0.423 -0.27   0.018 -0.247 -0.932],43104.909138679504,20.591578,36500,51.43527,,459.70334,-10.199445,8.88778,2.1452742,40.623676,468.44,-9.280177,0.0005706564,0.8953648,,100.0,14356922,-9.169364,109.691025,94.313034,99.0,12.490469,0.48878974
366,100,0.40279645604712444,-59.215603,-9.854858,[-0.424 -0.268  0.01  -0.25  -0.93 ],43274.469217062,29822168.0,36600,320.39026,,11921992000.0,-9.85886,9.951545,9.174192,235781900.0,483.55,-3.6656742,4.692421e-10,1.143366,,100.0,14405277,-3.2735543,620506200.0,8031.1343,99.0,21.664179,0.48810345
367,100,0.20710352106153052,-33.527584,-11.114096,[-0.444 -0.299  0.018 -0.257 -0.931],43450.3062608242,2987555000.0,36700,1392.3318,,4621072000000.0,-11.116152,9.101007,26.224493,93991800000.0,496.7,-0.16592658,8.457752e-09,1.8963631,,100.0,14454947,1.1520497,75443010000.0,8314.272,99.0,4.2141848,0.48087507
368,100,-36.126057744262994,-65.91495,-13.439945,[-0.397 -0.302  0.014 -0.27  -0.938],43599.15287876129,5.5648108,36800,16.559103,,33.615643,-13.798832,12.851802,1.1658059,6.4096513,416.13,-11.581751,0.0007733892,0.8332311,,100.0,14496560,-11.155416,19.384617,94.259224,99.0,7.179331,0.4807119
369,100,-22.588896987986644,-42.42594,-10.832035,[-0.398 -0.305  0.015 -0.263 -0.938],43756.759116888046,7625431.0,36900,3890.4949,,2820251100.0,-11.056439,9.161688,47.84074,74091270.0,457.07,17.648624,5.8574745e-09,2.310277,,100.0,14542267,28.917732,162177150.0,117840.34,99.0,8.727175,0.48162588
370,100,-4.630994360829731,-42.833557,-10.113061,[-4.018e-01 -3.070e-01 -6.975e-04 -2.665e-01 -9.373e-01],43924.77507328987,592238.4,37000,2545.675,,64101900.0,-10.159066,9.831448,34.302654,2410332.0,474.39,3.704046,3.8825227e-08,3.054622,,100.0,14589706,4.561318,9445807.0,11170.104,99.0,10.08047,0.48341423
371,100,-25.291051409107336,-65.890274,-12.333448,[-0.383 -0.273 -0.009 -0.25  -0.936],44072.013874053955,71.03377,37100,175.86101,,1835.2045,-12.584698,14.309176,5.4629645,153.95241,409.56,-8.041837,0.0001363302,1.4562193,,100.0,14630662,-7.6382556,496.8641,150.2797,99.0,6.169628,0.4784987
372,100,-4.738039814069387,-58.987648,-11.884327,[-0.387 -0.269 -0.01  -0.234 -0.94 ],44237.686336278915,1.869189,37200,15.102822,,9.514052,-11.9313965,12.107239,0.89358485,1.096459,462.29,-11.003689,0.01094367,0.97533077,,100.0,14676891,-10.954136,3.6018698,95.83424,99.0,9.68873,0.47013077
373,100,4.916171960451894,-38.779263,-10.664921,[-0.392 -0.265 -0.007 -0.229 -0.949],44408.153759241104,2189729.2,37300,1249.3553,,658058100.0,-10.713759,8.930529,34.768295,18994672.0,488.19,-3.9836512,6.624159e-09,2.5572653,,100.0,14725710,-2.6056688,39177664.0,3744.221,99.0,4.9946246,0.46408975
374,100,-36.197613139473994,-49.31745,-14.036736,[-3.848e-01 -2.738e-01 -5.530e-04 -2.532e-01 -9.549e-01],44548.41338658333,9001.195,37400,616.3137,,4899754.0,-14.396333,12.050767,17.654018,79745.96,393.81,-7.297119,3.4938705e-07,2.2875373,,100.0,14765091,-5.8896656,139690.8,1930.2574,99.0,4.500099,0.45948902
375,100,-10.608617642719082,-59.74995,-13.007565,[-0.388 -0.275 -0.012 -0.242 -0.959],44708.565487623215,38.63268,37500,41.270523,,1703.3707,-13.112953,11.897011,2.1524308,108.75143,451.58,-11.531865,0.00019953997,0.9447108,,100.0,14810249,-11.394775,237.31161,86.95234,99.0,6.869309,0.45774284
376,100,2.480843022143249,-44.60871,-10.216245,[-0.396 -0.271 -0.004 -0.239 -0.961],44881.62635111809,472960.44,37600,515.8336,,195961280.0,-10.2408905,9.312949,12.473278,3064163.0,486.99,-5.889372,6.38794e-08,1.395164,,100.0,14858948,-5.5001073,10275831.0,1624.6243,99.0,6.9401646,0.4636066
377,100,-26.27481766838421,-66.82512,-13.586303,[-0.393 -0.236 -0.012 -0.226 -0.955],45024.789093256,19.941885,37700,40.33109,,539.6114,-13.847323,15.479211,1.8339946,42.021557,401.17,-10.2300415,0.000636047,0.7721925,,100.0,14899065,-9.887678,108.03986,129.61255,99.0,5.1387753,0.4638497
378,100,5.508748794667875,-40.89057,-9.637725,[-0.394 -0.238 -0.006 -0.22  -0.955],45191.13527965546,2049.8525,37800,112.61766,,155534.86,-9.69245,9.692387,3.554187,6814.5303,482.48,-8.364023,1.313215e-07,0.8305032,,100.0,14947313,-8.2311,24001.303,235.60951,99.0,8.309005,0.46075976
379,100,-12.50908874406372,-39.874065,-11.649413,[-0.399 -0.233  0.003 -0.228 -0.958],45351.5244743824,1951.4008,37900,54.99088,,243253.7,-11.773681,9.071172,3.1152196,11326.566,455.25,-9.746863,1.1375241e-05,1.2667003,,100.0,14992838,-9.486716,22318.512,141.02957,99.0,7.832855,0.4575184
380,100,-10.613186470090525,-57.82936,-11.595328,[-0.421 -0.243 -0.007 -0.232 -0.961],45511.893406152725,17568.926,38000,118.77271,,4810362.0,-11.700763,11.231841,5.3928523,131620.52,453.25,-7.340111,4.50674e-06,1.2696179,,100.0,15038163,-6.9342246,270354.56,534.5689,99.0,8.659867,0.46193165
381,100,-35.20037033801677,-68.14296,-14.078492,[-0.412 -0.242  0.004 -0.242 -0.957],45650.9499707222,572.1995,38100,112.4799,,34335.805,-14.428183,14.167091,3.9267828,1832.7677,391.43,-9.817908,7.013061e-05,1.0576403,,100.0,15077306,-9.1066475,5179.8267,322.58368,99.0,13.937402,0.4629119
382,100,-3.2705714767628535,-73.94452,-11.395012,[-4.160e-01 -2.569e-01 -8.683e-04 -2.397e-01 -9.560e-01],45819.118706941605,26.946335,38200,21.472134,,485.72342,-11.427503,13.860773,1.0499893,43.362316,467.62,-10.199079,6.630284e-05,0.7222955,,100.0,15124068,-10.156711,136.21074,108.71969,99.0,7.367013,0.44972816
383,100,3.0983297649453685,-38.56813,-10.318922,[-0.435 -0.263  0.003 -0.242 -0.969],45995.06159687042,650816.44,38300,403.80988,,99919950.0,-10.349702,8.192204,8.411953,3192183.2,493.95,-6.4246664,7.2669394e-08,1.079731,,100.0,15173463,-5.8902593,11273390.0,1443.1543,99.0,5.998396,0.4423658
384,100,-19.877196488278948,-59.42079,-11.130708,[-4.374e-01 -2.323e-01 -6.323e-04 -2.378e-01 -9.766e-01],46149.73928260803,291359.56,38400,884.95624,,51488956.0,-11.328174,12.081586,27.377464,1845891.2,437.78,-4.179345,1.3121685e-07,3.6040387,,100.0,15217241,-1.6114646,4957766.5,3660.8845,99.0,11.572234,0.44613326
385,100,-45.27245575078281,-63.31356,-16.500093,[-0.431 -0.222 -0.014 -0.231 -0.973],46281.575577259064,1653.1865,38500,27.37665,,159838.2,-16.949842,15.463177,1.5047807,6769.843,371.25,-11.9837,5.9951317e-06,0.67759705,,100.0,15254366,-10.663709,19564.367,331.4974,99.0,8.815603,0.44294447
386,100,-2.241083906780844,-71.405266,-11.608055,[-0.441 -0.232 -0.008 -0.227 -0.976],46452.767597436905,1.0696282,38600,2.7356362,,1.3028338,-11.630319,10.787263,0.3340204,0.21858875,481.94,-11.565288,0.22883311,1.0107228,,100.0,15302560,-11.542836,1.2282884,100.60401,99.0,8.842377,0.44327477
387,100,-3.581330749063926,-44.681267,-9.727789,[-0.443 -0.233 -0.008 -0.226 -0.976],46617.442772865295,28222518.0,38700,1901.9779,,14875158000.0,-9.763367,9.256211,43.731926,336762000.0,476.3,25.435507,5.2114524e-10,2.2720327,,100.0,15350190,28.584822,604523460.0,152899.58,99.0,12.865943,0.43874317
388,100,-10.725609900619837,-54.980064,-10.26351,[-0.457 -0.198 -0.019 -0.209 -0.98 ],46780.03902053833,3.261642,38800,14.505815,,19.840532,-10.370061,11.14335,0.9020781,2.7814927,457.19,-9.737293,0.003040182,0.8886126,,100.0,15395909,-9.619585,8.873314,93.62124,99.0,19.952654,0.43832254
389,100,-1.6205514788061104,-42.94758,-8.631735,[-0.458 -0.2   -0.014 -0.207 -0.981],46947.71411585808,85426.8,38900,57.07577,,13872504.0,-8.647835,10.323242,1.9861408,437609.53,483.05,-6.0387144,1.10575144e-07,0.6050236,,100.0,15444214,-5.9088125,1271543.9,424.80484,99.0,11.067557,0.43425673
390,100,-60.035096874589826,-60.627655,-16.998238,[-0.466 -0.189 -0.019 -0.216 -0.985],47068.25701832771,214.44412,39000,232.73038,,14429.668,-17.594645,15.141936,7.2336555,771.0272,338.75,-11.960356,0.00013899521,1.0933355,,100.0,15478089,-10.797562,1898.2968,141.0371,99.0,16.287642,0.4338332
391,100,-11.57845822193175,-43.121178,-10.967535,[-0.472 -0.195 -0.02  -0.207 -0.985],47232.53263950348,275.56616,39100,73.46914,,6925.0615,-11.082559,8.115812,3.8922122,615.9442,466.34,-9.446002,7.6452325e-06,1.0556064,,100.0,15524723,-9.243792,2224.3892,132.40239,99.0,5.8526006,0.43088934
392,100,1.4819605398646993,-35.847496,-10.265797,[-0.472 -0.202 -0.022 -0.198 -0.988],47407.78140926361,137.87161,39200,191.2741,,1651.6045,-10.280519,8.827203,4.8023486,232.1114,498.07,-8.44216,6.894207e-05,1.1817702,,100.0,15574530,-8.418156,958.65985,222.75995,99.0,11.087023,0.43137765
393,100,-12.316828675365759,-51.07457,-10.389721,[-0.477 -0.2   -0.023 -0.209 -0.988],47572.12290549278,464511.47,39300,433.72433,,80777160.0,-10.512078,9.826158,7.3227987,2802977.5,470.45,-0.02948761,5.4079997e-08,1.0214553,,100.0,15621575,1.7413883,8267129.0,5952.371,99.0,16.43633,0.4316409
394,100,-31.60062001548899,-58.932487,-11.850067,[-0.474 -0.192 -0.037 -0.205 -0.987],47716.463170051575,315.05148,39400,115.29012,,29573.328,-12.163997,13.2632475,3.967713,1290.9121,409.92,-8.400625,8.177963e-06,0.9288633,,100.0,15662567,-7.8300724,2973.2954,118.62164,99.0,7.3529468,0.43048987
395,100,-8.314535855509536,-40.25421,-11.290703,[-0.475 -0.192 -0.028 -0.201 -0.988],47885.602371931076,711500.25,39500,201.3475,,101715740.0,-11.3733015,8.817161,7.9041967,3349443.8,477.24,-4.4152136,4.245225e-08,1.4455653,,100.0,15710291,-2.8177338,11327802.0,5384.076,99.0,1.835767,0.4409406
396,100,-3.337248807141265,-37.551285,-11.221363,[-0.487 -0.196 -0.028 -0.186 -0.978],48060.87401843071,6266544.5,39600,10466.937,,851179650.0,-11.254517,7.7396545,264.06622,30963936.0,499.5,-1.3503933,5.958628e-10,15.302935,,100.0,15760241,0.18758827,114278990.0,11491.258,99.0,8.79237,0.4398686
397,100,-24.89497981132292,-45.473118,-12.907344,[-0.495 -0.184 -0.03  -0.198 -0.979],48221.04833102226,25129.826,39700,1513.5543,,2855091.5,-13.154655,9.190409,18.967264,120178.28,457.02,-8.614414,1.0751959e-06,1.4868088,,100.0,15805943,-7.2589684,353828.53,3611.441,99.0,5.075463,0.43530157
398,100,-8.676720476993102,-38.12716,-11.249982,[-0.5   -0.192 -0.021 -0.194 -0.984],48395.960950136185,76616.13,39800,175.59714,,123478370.0,-11.336179,9.120093,6.6945896,1310287.1,495.73,-5.2666287,4.217814e-07,1.4865671,,100.0,15855516,-4.8087263,2056083.0,2542.301,99.0,7.9018207,0.4338194
399,100,-5.246847767621592,-48.518673,-11.056356,[-0.479 -0.197 -0.009 -0.204 -0.985],48568.71435046196,1048.7318,39900,32.18825,,76029.62,-11.108479,8.942928,1.2707062,3328.3955,493.69,-9.4841,4.6360266e-05,0.55855894,,100.0,15904885,-9.371704,10397.552,117.09012,99.0,9.158418,0.42747122
400,100,-29.331811381922826,-54.001648,-13.343414,[-0.465 -0.203 -0.008 -0.22  -0.991],48718.29531264305,6.2803473,40000,16.40894,,90.248825,-13.634806,11.809624,0.98163855,8.708616,424.32,-11.671327,0.008120794,0.8043274,,100.0,15947317,-11.326496,22.5815,96.104866,99.0,12.564787,0.4269258
401,100,-4.166767708362734,-52.799126,-10.72198,[-0.465 -0.198 -0.004 -0.211 -0.992],48883.7024641037,1.861576,40100,8.859435,,6.093183,-10.763374,11.465617,0.8968715,0.99249864,471.75,-10.192697,0.040094636,1.061865,,100.0,15994492,-10.149573,3.6957934,99.24782,99.0,14.909268,0.4231148
402,100,2.275308750279662,-50.57473,-11.032003,[-0.474 -0.198 -0.005 -0.207 -0.996],49055.57946419716,435.63672,40200,49.504204,,27652.604,-11.054607,9.53761,2.071467,1503.5598,494.32,-10.180054,2.4807006e-05,0.90000266,,100.0,16043924,-10.141018,4135.4155,88.69778,99.0,7.658307,0.42580327
403,100,-5.483546007696667,-48.571365,-10.359891,[-0.475 -0.202  0.004 -0.217 -0.993],49218.95865750313,4.5608997,40300,23.671732,,24.621029,-10.414365,9.927675,1.5382754,4.1182895,475.79,-9.732636,0.0042741923,1.0784146,,100.0,16091503,-9.672203,14.297482,94.1551,99.0,10.142701,0.4243179
404,100,-9.768885202263567,-40.23696,-11.049316,[-0.484 -0.214  0.002 -0.222 -0.995],49392.380774497986,10986.222,40400,121.80038,,697956.9,-11.146363,7.820014,2.4050784,37160.305,487.36,-9.109363,5.115777e-07,0.6772564,,100.0,16140239,-8.724239,141713.47,465.5752,99.0,20.634909,0.42209995
405,100,-25.403112934884557,-46.865116,-11.053117,[-0.483 -0.199 -0.006 -0.222 -0.997],49542.84973168373,4293.28,40500,211.51617,,610598.0,-11.305478,11.051772,5.663075,21236.43,430.43,-6.8787704,1.2537067e-06,0.9279642,,100.0,16183282,-6.042191,50443.56,940.2241,99.0,18.948074,0.42276144
406,100,-5.268580809637626,-34.665073,-10.071311,[-0.485 -0.209  0.002 -0.218 -0.996],49717.78739142418,81695850.0,40600,7222.045,,31610524000.0,-10.123651,7.4462457,156.87694,668708200.0,493.58,8.543888,6.5839894e-09,7.4181714,,100.0,16232640,15.970462,1627280600.0,70542.375,99.0,3.5605931,0.42383292
407,100,-46.5540418076997,-60.451233,-14.647004,[-0.472 -0.198 -0.003 -0.229 -0.995],49849.54285907745,14.892399,40700,211.62886,,245.67259,-15.109486,13.375392,8.6142,27.766975,376.05,-11.362528,0.0006099815,1.5268123,,100.0,16270245,-10.762216,77.72713,111.03116,99.0,18.948986,0.423677
408,100,-13.033448949293067,-62.11405,-9.50055,[-0.472 -0.204 -0.005 -0.223 -0.995],50006.071189403534,10638.192,40800,26.999886,,1272908.8,-9.63003,10.168998,1.5227531,53345.37,452.17,-6.3766575,1.2725052e-06,0.6873897,,100.0,16315462,-5.9034586,153255.34,203.42236,99.0,9.088547,0.42488116
