MinNormIw,VanillaAvgRet,IterType,VarRet,AvgVanillaIw,eRenyi2,VarJ,MaxVanillaIw,VarDiscRet,ESSRenyi,AvgEpLen,ESSClassic,AvgDiscRet,Delta,AvgRet,VarNormIw,MaxNormIw,J,EpsThisIter,Bound,VarVanillaIw,BatchSize,AvgNormIw,MinVanillaIw
0.01,4999.895761865268,2,0.0511677187881022,1.0,1.0,0.22509561,1.0,0.0511677187881022,500.0,500.0,100.0,4999.895761865268,0.8,4999.895761865268,3.5044917e-18,0.01,4999.896,100,4749.896,,500,0.009999998,1.0
0.005,4999.913663889892,2,0.013264851010626908,1.0,1.0,0.17882775,1.0,0.013264851010626908,500.0,500.0,200.00000010221265,4999.913663889892,0.8,4999.913663889892,2.179301e-19,0.005,4999.9043,100,4823.1274,,500,0.0049999994,1.0
0.0033333334,4999.905761263285,2,0.02139652330050869,1.0,1.0,0.16846262,1.0,0.02139652330050869,500.0,500.0,299.999969473632,4999.905761263285,0.8,4999.905761263285,5.4391416e-20,0.0033333334,4999.9053,100,4855.568,,500,0.0033333336,1.0
0.0025,4999.932306359869,2,0.006490989381740346,1.0,1.0,0.15175556,1.0,0.006490989381740346,500.0,500.0,400.0,4999.932306359869,0.8,4999.932306359869,5.434597e-20,0.0025,4999.912,100,4874.912,,500,0.0024999997,1.0
0.0019975128,4999.909217855762,1,0.017526505363526013,0.9999948,1.0,0.14786902,1.0002702,0.017526505363526013,500.0,500.0,499.9999366074357,4999.909217855762,0.8,4999.909217855762,1.3596894e-13,0.002000551,4999.912,100,4888.109,3.3991764e-08,500,0.002,0.9987512
0.01,4999.925721126168,2,0.005574302595986679,1.0,1.0,0.07428924,1.0,0.005574302595986679,500.0,500.0,100.0,4999.925721126168,0.8,4999.925721126168,3.5044917e-18,0.01,4999.926,100,4749.926,,500,0.009999998,1.0
0.005,4993.91761695177,2,3599.2490679661787,1.0,1.0,42.31613,1.0,3599.2490679661787,500.0,499.41,200.00000010221265,4993.91761695177,0.8,4993.91761695177,2.179301e-19,0.005,4996.922,100,4820.145,,500,0.0049999994,1.0
0.0033333334,4999.950063528272,2,0.0026778168413900986,1.0,1.0,34.58047,1.0,0.0026778168413900986,500.0,500.0,299.999969473632,4999.950063528272,0.8,4999.950063528272,5.4391416e-20,0.0033333334,4997.932,100,4853.5947,,500,0.0033333336,1.0
0.0025,4999.938726791985,2,0.004039785372480415,1.0,1.0,29.960201,1.0,0.004039785372480415,500.0,500.0,400.0,4999.938726791985,0.8,4999.938726791985,5.434597e-20,0.0025,4998.4336,100,4873.4336,,500,0.0024999997,1.0
0.00074107706,4999.908435837523,1,0.021793873086144396,0.998004,1.0041535,9.944889,1.070562,0.021793873086144396,497.93184502786863,500.0,497.7423337844282,4999.908435837523,0.8,4999.908435837523,1.81795e-08,0.002145406,4999.4844,100,4887.449,0.00452675,500,0.002,0.36979896
0.01,4995.695280679568,2,1782.1351408447833,1.0,1.0,42.003742,1.0,1782.1351408447833,500.0,499.59,100.0,4995.695280679568,0.8,4995.695280679568,3.5044917e-18,0.01,4995.6953,100,4745.6953,,500,0.009999998,1.0
0.005,4949.903350630722,2,249990.2494087395,1.0,1.0,353.76764,1.0,249990.2494087395,500.0,495.01,200.00000010221265,4949.903350630722,0.8,4949.903350630722,2.179301e-19,0.005,4972.7993,100,4796.0225,,500,0.0049999994,1.0
0.0033333334,4999.919051503119,2,0.006194627705491456,1.0,1.0,289.13287,1.0,0.006194627705491456,500.0,500.0,299.999969473632,4999.919051503119,0.8,4999.919051503119,5.4391416e-20,0.0033333334,4981.8394,100,4837.502,,500,0.0033333336,1.0
0.0025,4951.024556598436,2,239122.14257188266,1.0,1.0,349.36963,1.0,239122.14257188266,500.0,495.12,400.0,4951.024556598436,0.8,4951.024556598436,5.434597e-20,0.0025,4974.1357,100,4849.1357,,500,0.0024999997,1.0
0.00014165575,4999.916581950177,1,0.018205241237603417,1.0119462,1.0634364,52.33959,1.3749844,0.018205241237603417,470.17386764858696,500.0,471.82300132824474,4999.916581950177,0.8,4999.916581950177,2.3935593e-07,0.002717505,4996.7656,100,4881.4707,0.06127722,500,0.002,0.071674
0.01,4999.929805448668,2,0.004291327594346116,1.0,1.0,0.065185785,1.0,0.004291327594346116,500.0,500.0,100.0,4999.929805448668,0.8,4999.929805448668,3.5044917e-18,0.01,4999.9297,100,4749.9297,,500,0.009999998,1.0
0.005,4999.912194791675,2,0.010042281565004259,1.0,1.0,0.084686875,1.0,0.010042281565004259,500.0,500.0,200.00000010221265,4999.912194791675,0.8,4999.912194791675,2.179301e-19,0.005,4999.921,100,4823.144,,500,0.0049999994,1.0
0.0033333334,4999.932461028875,2,0.004168072511025657,1.0,1.0,0.078657344,1.0,0.004168072511025657,500.0,500.0,299.999969473632,4999.932461028875,0.8,4999.932461028875,5.4391416e-20,0.0033333334,4999.9253,100,4855.588,,500,0.0033333336,1.0
0.0025,4999.93656764787,2,0.0037819718399212713,1.0,1.0,0.07484914,1.0,0.0037819718399212713,500.0,500.0,400.0,4999.93656764787,0.8,4999.93656764787,5.434597e-20,0.0025,4999.928,100,4874.928,,500,0.0024999997,1.0
0.002,4999.932177214166,1,0.004759261168338291,1.0,1.0,0.07367787,1.0,0.004759261168338291,500.0,500.0,500.00000664260017,4999.932177214166,0.8,4999.932177214166,5.431875e-20,0.002,4999.9297,100,4888.1265,,500,0.0020000003,1.0
0.01,4999.920198729515,2,0.005695810377932867,1.0,1.0,0.07506574,1.0,0.005695810377932867,500.0,500.0,100.0,4999.920198729515,0.8,4999.920198729515,3.5044917e-18,0.01,4999.92,100,4749.92,,500,0.009999998,1.0
0.005,4999.922357136308,2,0.007821589178718117,1.0,1.0,0.08179336,1.0,0.007821589178718117,500.0,500.0,200.00000010221265,4999.922357136308,0.8,4999.922357136308,2.179301e-19,0.005,4999.9214,100,4823.1445,,500,0.0049999994,1.0
0.0033333334,4999.926847533238,2,0.004175845791574258,1.0,1.0,0.07646075,1.0,0.004175845791574258,500.0,500.0,299.999969473632,4999.926847533238,0.8,4999.926847533238,5.4391416e-20,0.0033333334,4999.923,100,4855.5854,,500,0.0033333336,1.0
0.0025,4949.917165100262,2,249991.63857833785,1.0,1.0,249.68338,1.0,249991.63857833785,500.0,495.01,400.0,4949.917165100262,0.8,4949.917165100262,5.434597e-20,0.0025,4987.422,100,4862.422,,500,0.0024999997,1.0
0.00032488653,4999.897498801595,1,0.027220293005847218,1.0009217,1.0437561,74.98858,1.3316333,0.027220293005847218,479.03910395799926,500.0,477.9970897145876,4999.897498801595,0.8,4999.897498801595,1.8449488e-07,0.002660814,4996.5693,100,4882.346,0.046208788,500,0.0019999999,0.16259299
0.01,4999.931552057993,2,0.004569530006465006,1.0,1.0,0.067274734,1.0,0.004569530006465006,500.0,500.0,100.0,4999.931552057993,0.8,4999.931552057993,3.5044917e-18,0.01,4999.931,100,4749.931,,500,0.009999998,1.0
0.005,4999.926444457165,2,0.006273313148754811,1.0,1.0,0.073303655,1.0,0.006273313148754811,500.0,500.0,200.00000010221265,4999.926444457165,0.8,4999.926444457165,2.179301e-19,0.005,4999.9287,100,4823.152,,500,0.0049999994,1.0
0.0033333334,4999.916168223909,2,0.007377160741748673,1.0,1.0,0.07780704,1.0,0.007377160741748673,500.0,500.0,299.999969473632,4999.916168223909,0.8,4999.916168223909,5.4391416e-20,0.0033333334,4999.925,100,4855.5874,,500,0.0033333336,1.0
0.0025,4999.919778569266,2,0.007031270836048843,1.0,1.0,0.07927508,1.0,0.007031270836048843,500.0,500.0,400.0,4999.919778569266,0.8,4999.919778569266,5.434597e-20,0.0025,4999.924,100,4874.924,,500,0.0024999997,1.0
0.002,4999.930971117801,1,0.003932307810399134,1.0,1.0,0.076254874,1.0,0.003932307810399134,500.0,500.0,500.00000664260017,4999.930971117801,0.8,4999.930971117801,5.431875e-20,0.002,4999.9253,100,4888.122,,500,0.0020000003,1.0
0.01,4949.931426276129,2,249993.0787981747,1.0,1.0,497.48685,1.0,249993.0787981747,500.0,495.01,100.0,4949.931426276129,0.8,4949.931426276129,3.5044917e-18,0.01,4949.9316,100,4699.9316,,500,0.009999998,1.0
0.005,4999.933471385517,2,0.004972449298254505,1.0,1.0,352.6636,1.0,0.004972449298254505,500.0,500.0,200.00000010221265,4999.933471385517,0.8,4999.933471385517,2.179301e-19,0.005,4974.932,100,4798.1553,,500,0.0049999994,1.0
0.0033333334,4999.923257635221,2,0.006478455248912286,1.0,1.0,288.18958,1.0,0.006478455248912286,500.0,500.0,299.999969473632,4999.923257635221,0.8,4999.923257635221,5.4391416e-20,0.0033333334,4983.2627,100,4838.9253,,500,0.0033333336,1.0
0.0025,4999.918780256158,2,0.009812608270428303,1.0,1.0,249.68369,1.0,0.009812608270428303,500.0,500.0,400.0,4999.918780256158,0.8,4999.918780256158,5.434597e-20,0.0025,4987.427,100,4862.427,,500,0.0024999997,1.0
0.0010919895,4999.928935060045,1,0.005494679864584312,0.99773717,1.0178498,175.05807,1.4244227,0.005494679864584312,491.23161250373755,500.0,490.76074344713913,4999.928935060045,0.8,4999.928935060045,7.5456505e-08,0.0028553065,4992.096,100,4879.2993,0.018778851,500,0.0019999999,0.5447592
0.01,4999.931090227979,2,0.003719712975100243,1.0,1.0,0.060677998,1.0,0.003719712975100243,500.0,500.0,100.0,4999.931090227979,0.8,4999.931090227979,3.5044917e-18,0.01,4999.9316,100,4749.9316,,500,0.009999998,1.0
0.005,4999.927551834224,2,0.005266761171066043,1.0,1.0,0.066713154,1.0,0.005266761171066043,500.0,500.0,200.00000010221265,4999.927551834224,0.8,4999.927551834224,2.179301e-19,0.005,4999.929,100,4823.1523,,500,0.0049999994,1.0
0.0033333334,4999.924565768806,2,0.007152586850190401,1.0,1.0,0.07302516,1.0,0.007152586850190401,500.0,500.0,299.999969473632,4999.924565768806,0.8,4999.924565768806,5.4391416e-20,0.0033333334,4999.928,100,4855.591,,500,0.0033333336,1.0
0.0025,4999.934823939378,2,0.004265213566126881,1.0,1.0,0.07116626,1.0,0.004265213566126881,500.0,500.0,400.0,4999.934823939378,0.8,4999.934823939378,5.434597e-20,0.0025,4999.929,100,4874.929,,500,0.0024999997,1.0
0.002,4999.928062936829,1,0.005146739631736269,1.0,1.0,0.0712148,1.0,0.005146739631736269,500.0,500.0,500.00000664260017,4999.928062936829,0.8,4999.928062936829,5.431875e-20,0.002,4999.9297,100,4888.1265,,500,0.0020000003,1.0
0.01,4999.927874139384,2,0.0074473449421866055,1.0,1.0,0.08585772,1.0,0.0074473449421866055,500.0,500.0,100.0,4999.927874139384,0.8,4999.927874139384,3.5044917e-18,0.01,4999.9277,100,4749.9277,,500,0.009999998,1.0
0.005,4999.923433881421,2,0.005473767737348332,1.0,1.0,0.07999474,1.0,0.005473767737348332,500.0,500.0,200.00000010221265,4999.923433881421,0.8,4999.923433881421,2.179301e-19,0.005,4999.926,100,4823.149,,500,0.0049999994,1.0
0.0033333334,4999.947979101304,2,0.003056244174218174,1.0,1.0,0.0733943,1.0,0.003056244174218174,500.0,500.0,299.999969473632,4999.947979101304,0.8,4999.947979101304,5.4391416e-20,0.0033333334,4999.9326,100,4855.595,,500,0.0033333336,1.0
0.0025,4999.942398755008,2,0.004476729710162229,1.0,1.0,0.071861885,1.0,0.004476729710162229,500.0,500.0,400.0,4999.942398755008,0.8,4999.942398755008,5.434597e-20,0.0025,4999.9355,100,4874.9355,,500,0.0024999997,1.0
0.0019877912,4999.926062345373,1,0.009733161990387013,0.9999587,1.0000026,0.07780392,1.0018824,0.009733161990387013,499.99868870125397,500.0,499.9993735463676,4999.926062345373,0.8,4999.926062345373,5.384132e-12,0.0020038476,4999.9346,100,4888.131,1.3459228e-06,500,0.002,0.9938545
0.01,4999.913406314778,2,0.009309851444018307,1.0,1.0,0.09600733,1.0,0.009309851444018307,500.0,500.0,100.0,4999.913406314778,0.8,4999.913406314778,3.5044917e-18,0.01,4999.9136,100,4749.9136,,500,0.009999998,1.0
0.005,4999.923631944615,2,0.005284088055258978,1.0,1.0,0.08515387,1.0,0.005284088055258978,500.0,500.0,200.00000010221265,4999.923631944615,0.8,4999.923631944615,2.179301e-19,0.005,4999.9185,100,4823.1416,,500,0.0049999994,1.0
0.0033333334,4999.928216875148,2,0.004800163618007164,1.0,1.0,0.08024729,1.0,0.004800163618007164,500.0,500.0,299.999969473632,4999.928216875148,0.8,4999.928216875148,5.4391416e-20,0.0033333334,4999.922,100,4855.5845,,500,0.0033333336,1.0
0.0025,4999.928182035069,2,0.006588730542045448,1.0,1.0,0.080426686,1.0,0.006588730542045448,500.0,500.0,400.0,4999.928182035069,0.8,4999.928182035069,5.434597e-20,0.0025,4999.924,100,4874.924,,500,0.0024999997,1.0
0.002,4999.915673122961,1,0.007490445737851889,1.0,1.0,0.0816555,1.0,0.007490445737851889,500.0,500.0,500.00000664260017,4999.915673122961,0.8,4999.915673122961,5.431875e-20,0.002,4999.9224,100,4888.119,,500,0.0020000003,1.0
0.01,4999.917603071519,2,0.015288256295230231,1.0,1.0,0.12302978,1.0,0.015288256295230231,500.0,500.0,100.0,4999.917603071519,0.8,4999.917603071519,3.5044917e-18,0.01,4999.9175,100,4749.9175,,500,0.009999998,1.0
0.005,4999.927364059912,2,0.0060858843062275726,1.0,1.0,0.10297556,1.0,0.0060858843062275726,500.0,500.0,200.00000010221265,4999.927364059912,0.8,4999.927364059912,2.179301e-19,0.005,4999.9224,100,4823.1455,,500,0.0049999994,1.0
0.0033333334,4949.916291450133,2,249991.55070513792,1.0,1.0,288.18903,1.0,249991.55070513792,500.0,495.01,299.999969473632,4949.916291450133,0.8,4949.916291450133,5.4391416e-20,0.0033333334,4983.2534,100,4838.916,,500,0.0033333336,1.0
0.0025,4999.926317790283,2,0.005350483970832488,1.0,1.0,249.68341,1.0,0.005350483970832488,500.0,500.0,400.0,4999.926317790283,0.8,4999.926317790283,5.434597e-20,0.0025,4987.4224,100,4862.4224,,500,0.0024999997,1.0
0.0006599857,4999.908682292394,1,0.008169097878369173,0.9860986,1.0352538,124.35929,1.4068857,0.008169097878369173,482.9733711423945,500.0,481.5780864519317,4999.908682292394,0.8,4999.908682292394,1.5331973e-07,0.0028534383,4994.3594,100,4880.6025,0.037271656,500,0.0019999999,0.32540548
0.01,4999.9328897288915,2,0.0078091055810528874,1.0,1.0,0.08793824,1.0,0.0078091055810528874,500.0,500.0,100.0,4999.9328897288915,0.8,4999.9328897288915,3.5044917e-18,0.01,4999.9326,100,4749.9326,,500,0.009999998,1.0
0.005,4999.935350693711,2,0.003603003399492575,1.0,1.0,0.07518343,1.0,0.003603003399492575,500.0,500.0,200.00000010221265,4999.935350693711,0.8,4999.935350693711,2.179301e-19,0.005,4999.9336,100,4823.1567,,500,0.0049999994,1.0
0.0033333334,4999.922797943015,2,0.004494966883397593,1.0,1.0,0.072672755,1.0,0.004494966883397593,500.0,500.0,299.999969473632,4999.922797943015,0.8,4999.922797943015,5.4391416e-20,0.0033333334,4999.93,100,4855.593,,500,0.0033333336,1.0
0.0025,4999.92424917867,2,0.005188158647957319,1.0,1.0,0.07247231,1.0,0.005188158647957319,500.0,500.0,400.0,4999.92424917867,0.8,4999.92424917867,5.434597e-20,0.0025,4999.9287,100,4874.9287,,500,0.0024999997,1.0
0.002,4999.922362135743,1,0.00701259604624923,1.0,1.0,0.07481272,1.0,0.00701259604624923,500.0,500.0,500.00000664260017,4999.922362135743,0.8,4999.922362135743,5.431875e-20,0.002,4999.928,100,4888.125,,500,0.0020000003,1.0
0.01,4999.915328603046,2,0.008604522026876452,1.0,1.0,0.09232451,1.0,0.008604522026876452,500.0,500.0,100.0,4999.915328603046,0.8,4999.915328603046,3.5044917e-18,0.01,4999.9155,100,4749.9155,,500,0.009999998,1.0
0.005,4949.933533795684,2,249993.29351999352,1.0,1.0,352.66306,1.0,249993.29351999352,500.0,495.01,200.00000010221265,4949.933533795684,0.8,4949.933533795684,2.179301e-19,0.005,4974.9243,100,4798.1475,,500,0.0049999994,1.0
0.0033333334,4999.9196224067955,2,0.007401355090483854,1.0,1.0,288.18912,1.0,0.007401355090483854,500.0,500.0,299.999969473632,4999.9196224067955,0.8,4999.9196224067955,5.4391416e-20,0.0033333334,4983.2563,100,4838.919,,500,0.0033333336,1.0
0.0025,4999.927963825657,2,0.00582692707598691,1.0,1.0,249.68352,1.0,0.00582692707598691,500.0,500.0,400.0,4999.927963825657,0.8,4999.927963825657,5.434597e-20,0.0025,4987.425,100,4862.425,,500,0.0024999997,1.0
0.000354346,4999.935117376011,1,0.005499371203263932,0.994161,1.0378404,47.695057,1.2919468,0.005499371203263932,481.7696595787107,500.0,479.6914780706838,4999.935117376011,0.8,4999.935117376011,1.6968595e-07,0.0025990694,4997.7983,100,4883.8994,0.041927535,500,0.002,0.17613849
0.01,4999.935922976508,2,0.004810872629769797,1.0,1.0,0.06902028,1.0,0.004810872629769797,500.0,500.0,100.0,4999.935922976508,0.8,4999.935922976508,3.5044917e-18,0.01,4999.9355,100,4749.9355,,500,0.009999998,1.0
0.005,4999.92689832154,2,0.006667791054628983,1.0,1.0,0.07551645,1.0,0.006667791054628983,500.0,500.0,200.00000010221265,4999.92689832154,0.8,4999.92689832154,2.179301e-19,0.005,4999.931,100,4823.1543,,500,0.0049999994,1.0
0.0033333334,4949.930283134805,2,249992.9734065341,1.0,1.0,288.1896,1.0,249992.9734065341,500.0,495.01,299.999969473632,4949.930283134805,0.8,4949.930283134805,5.4391416e-20,0.0033333334,4983.264,100,4838.927,,500,0.0033333336,1.0
0.0025,4999.942633370333,2,0.003835397972149884,1.0,1.0,249.684,1.0,0.003835397972149884,500.0,500.0,400.0,4999.942633370333,0.8,4999.942633370333,5.434597e-20,0.0025,4987.4336,100,4862.4336,,500,0.0024999997,1.0
0.0012532163,4999.929696182628,1,0.006061777911792421,1.0120188,1.0225656,162.63774,1.5645869,0.006061777911792421,488.96618310631203,500.0,489.7264224302075,4999.929696182628,0.8,4999.929696182628,8.4080966e-08,0.0030920114,4992.657,100,4879.5996,0.021528553,500,0.0019999999,0.63413924
0.01,4999.939812708867,2,0.005322045165929705,1.0,1.0,0.07260783,1.0,0.005322045165929705,500.0,500.0,100.0,4999.939812708867,0.8,4999.939812708867,3.5044917e-18,0.01,4999.94,100,4749.94,,500,0.009999998,1.0
0.005,4999.937129771615,2,0.0034965843471375154,1.0,1.0,0.06608583,1.0,0.0034965843471375154,500.0,500.0,200.00000010221265,4999.937129771615,0.8,4999.937129771615,2.179301e-19,0.005,4999.9385,100,4823.1616,,500,0.0049999994,1.0
0.0033333334,4999.927552122509,2,0.004260464501162245,1.0,1.0,0.06591003,1.0,0.004260464501162245,500.0,500.0,299.999969473632,4999.927552122509,0.8,4999.927552122509,5.4391416e-20,0.0033333334,4999.935,100,4855.5977,,500,0.0033333336,1.0
0.0025,4999.931221164923,2,0.004688374952812165,1.0,1.0,0.06649608,1.0,0.004688374952812165,500.0,500.0,400.0,4999.931221164923,0.8,4999.931221164923,5.434597e-20,0.0025,4999.9346,100,4874.9346,,500,0.0024999997,1.0
0.002,4999.927080164681,1,0.005782854135087535,1.0,1.0,0.06847814,1.0,0.005782854135087535,500.0,500.0,500.00000664260017,4999.927080164681,0.8,4999.927080164681,5.431875e-20,0.002,4999.933,100,4888.13,,500,0.0020000003,1.0
0.01,4999.923645204817,2,0.007153827056435958,1.0,1.0,0.08416394,1.0,0.007153827056435958,500.0,500.0,100.0,4999.923645204817,0.8,4999.923645204817,3.5044917e-18,0.01,4999.924,100,4749.924,,500,0.009999998,1.0
0.005,4999.9226375978815,2,0.004779435890757699,1.0,1.0,0.07687446,1.0,0.004779435890757699,500.0,500.0,200.00000010221265,4999.9226375978815,0.8,4999.9226375978815,2.179301e-19,0.005,4999.924,100,4823.147,,500,0.0049999994,1.0
0.0033333334,4999.9289421625635,2,0.0044924542763044315,1.0,1.0,0.07369079,1.0,0.0044924542763044315,500.0,500.0,299.999969473632,4999.9289421625635,0.8,4999.9289421625635,5.4391416e-20,0.0033333334,4999.9253,100,4855.588,,500,0.0033333336,1.0
0.0025,4999.923509274096,2,0.006031081013894436,1.0,1.0,0.074601896,1.0,0.006031081013894436,500.0,500.0,400.0,4999.923509274096,0.8,4999.923509274096,5.434597e-20,0.0025,4999.925,100,4874.925,,500,0.0024999997,1.0
0.0019937796,4999.923607895387,1,0.006924763975924925,1.0000046,1.0000006,0.07625972,1.001746,0.006924763975924925,499.99970197695376,500.0,499.99967369710885,4999.923607895387,0.8,4999.923607895387,2.7641834e-12,0.0020034828,4999.9253,100,4888.122,6.9104834e-07,500,0.002,0.9968944
0.01,4999.937031566624,2,0.003988586119262626,1.0,1.0,0.062812656,1.0,0.003988586119262626,500.0,500.0,100.0,4999.937031566624,0.8,4999.937031566624,3.5044917e-18,0.01,4999.937,100,4749.937,,500,0.009999998,1.0
0.005,4999.9250380559415,2,0.006377960713956561,1.0,1.0,0.07186281,1.0,0.006377960713956561,500.0,500.0,200.00000010221265,4999.9250380559415,0.8,4999.9250380559415,2.179301e-19,0.005,4999.9307,100,4823.154,,500,0.0049999994,1.0
0.0033333334,4999.910654501652,2,0.018488138092572968,1.0,1.0,0.09817328,1.0,0.018488138092572968,500.0,500.0,299.999969473632,4999.910654501652,0.8,4999.910654501652,5.4391416e-20,0.0033333334,4999.9243,100,4855.587,,500,0.0033333336,1.0
0.0025,4999.923584762356,2,0.004414478034014446,1.0,1.0,0.09122209,1.0,0.004414478034014446,500.0,500.0,400.0,4999.923584762356,0.8,4999.923584762356,5.434597e-20,0.0025,4999.924,100,4874.924,,500,0.0024999997,1.0
0.0019819345,4999.920052093477,1,0.013534772513168564,0.99993956,1.0000018,0.09625021,1.0024953,0.013534772513168564,499.9991059319271,500.0,499.9986088197584,4999.920052093477,0.8,4999.920052093477,1.1155388e-11,0.0020051117,4999.9243,100,4888.1206,2.7885076e-06,500,0.002,0.99090743
0.01,4999.929113707,2,0.005570261027147595,1.0,1.0,0.0742562,1.0,0.005570261027147595,500.0,500.0,100.0,4999.929113707,0.8,4999.929113707,3.5044917e-18,0.01,4999.929,100,4749.929,,500,0.009999998,1.0
0.005,4999.932922279164,2,0.004085996218628147,1.0,1.0,0.069154486,1.0,0.004085996218628147,500.0,500.0,200.00000010221265,4999.932922279164,0.8,4999.932922279164,2.179301e-19,0.005,4999.931,100,4823.1543,,500,0.0049999994,1.0
0.0033333334,4999.93731875822,2,0.0038180225048095773,1.0,1.0,0.06676782,1.0,0.0038180225048095773,500.0,500.0,299.999969473632,4999.93731875822,0.8,4999.93731875822,5.4391416e-20,0.0033333334,4999.9336,100,4855.596,,500,0.0033333336,1.0
0.0025,4999.932849875541,2,0.003521074882396755,1.0,1.0,0.06492785,1.0,0.003521074882396755,500.0,500.0,400.0,4999.932849875541,0.8,4999.932849875541,5.434597e-20,0.0025,4999.9336,100,4874.9336,,500,0.0024999997,1.0
0.002,4999.9324103122135,1,0.005499497944633064,1.0,1.0,0.06679731,1.0,0.005499497944633064,500.0,500.0,500.00000664260017,4999.9324103122135,0.8,4999.9324103122135,5.431875e-20,0.002,4999.934,100,4888.131,,500,0.0020000003,1.0
0.01,4999.933692069979,2,0.004360418935908848,1.0,1.0,0.06570041,1.0,0.004360418935908848,500.0,500.0,100.0,4999.933692069979,0.8,4999.933692069979,3.5044917e-18,0.01,4999.934,100,4749.934,,500,0.009999998,1.0
0.005,4999.931350437173,2,0.004979255224581803,1.0,1.0,0.06800335,1.0,0.004979255224581803,500.0,500.0,200.00000010221265,4999.931350437173,0.8,4999.931350437173,2.179301e-19,0.005,4999.9326,100,4823.156,,500,0.0049999994,1.0
0.0033333334,4999.933233792967,2,0.0031677336177928376,1.0,1.0,0.06425674,1.0,0.0031677336177928376,500.0,500.0,299.999969473632,4999.933233792967,0.8,4999.933233792967,5.4391416e-20,0.0033333334,4999.9326,100,4855.595,,500,0.0033333336,1.0
0.0025,4999.929699309113,2,0.004334586551579908,1.0,1.0,0.06458867,1.0,0.004334586551579908,500.0,500.0,400.0,4999.929699309113,0.8,4999.929699309113,5.434597e-20,0.0025,4999.932,100,4874.932,,500,0.0024999997,1.0
0.002,4999.925911650395,1,0.005831541138644551,1.0,1.0,0.06706704,1.0,0.005831541138644551,500.0,500.0,500.00000664260017,4999.925911650395,0.8,4999.925911650395,5.431875e-20,0.002,4999.931,100,4888.128,,500,0.0020000003,1.0
0.01,4999.925536457977,2,0.004672396139975639,1.0,1.0,0.06801162,1.0,0.004672396139975639,500.0,500.0,100.0,4999.925536457977,0.8,4999.925536457977,3.5044917e-18,0.01,4999.926,100,4749.926,,500,0.009999998,1.0
0.005,4999.930457541882,2,0.005622349749787107,1.0,1.0,0.07143093,1.0,0.005622349749787107,500.0,500.0,200.00000010221265,4999.930457541882,0.8,4999.930457541882,2.179301e-19,0.005,4999.9277,100,4823.151,,500,0.0049999994,1.0
0.0033333334,4999.938633991569,2,0.0033828142068921007,1.0,1.0,0.06740695,1.0,0.0033828142068921007,500.0,500.0,299.999969473632,4999.938633991569,0.8,4999.938633991569,5.4391416e-20,0.0033333334,4999.9316,100,4855.594,,500,0.0033333336,1.0
0.0025,4999.930470621445,2,0.004321549804744359,1.0,1.0,0.066915564,1.0,0.004321549804744359,500.0,500.0,400.0,4999.930470621445,0.8,4999.930470621445,5.434597e-20,0.0025,4999.9316,100,4874.9316,,500,0.0024999997,1.0
0.002,4999.930800392005,1,0.005255475403249398,1.0,1.0,0.06799444,1.0,0.005255475403249398,500.0,500.0,500.00000664260017,4999.930800392005,0.8,4999.930800392005,5.431875e-20,0.002,4999.9316,100,4888.1284,,500,0.0020000003,1.0
0.01,4999.912071167698,2,0.005089035202233567,1.0,1.0,0.070989594,1.0,0.005089035202233567,500.0,500.0,100.0,4999.912071167698,0.8,4999.912071167698,3.5044917e-18,0.01,4999.912,100,4749.912,,500,0.009999998,1.0
0.005,4949.929262983604,2,249992.85943616976,1.0,1.0,352.66278,1.0,249992.85943616976,500.0,495.01,200.00000010221265,4949.929262983604,0.8,4949.929262983604,2.179301e-19,0.005,4974.921,100,4798.144,,500,0.0049999994,1.0
0.0033333334,4999.930141989912,2,0.004406395311827006,1.0,1.0,288.18924,1.0,0.004406395311827006,500.0,500.0,299.999969473632,4999.930141989912,0.8,4999.930141989912,5.4391416e-20,0.0033333334,4983.257,100,4838.9194,,500,0.0033333336,1.0
0.0025,4999.935893597245,2,0.0033018983653775617,1.0,1.0,249.68365,1.0,0.0033018983653775617,500.0,500.0,400.0,4999.935893597245,0.8,4999.935893597245,5.434597e-20,0.0025,4987.427,100,4862.427,,500,0.0024999997,1.0
0.00061664573,4999.9242340670935,1,0.005294395056929741,1.0012426,1.0297747,145.19377,1.5335022,0.005294395056929741,485.5431159745767,500.0,485.98598796553483,4999.9242340670935,0.8,4999.9242340670935,1.155766e-07,0.0030631982,4993.4307,100,4879.975,0.028966,500,0.002,0.308706
0.01,4999.934374528955,2,0.003934478031305354,1.0,1.0,0.062409736,1.0,0.003934478031305354,500.0,500.0,100.0,4999.934374528955,0.8,4999.934374528955,3.5044917e-18,0.01,4999.9346,100,4749.9346,,500,0.009999998,1.0
0.005,4999.9313496349105,2,0.004925696007296052,1.0,1.0,0.06624754,1.0,0.004925696007296052,500.0,500.0,200.00000010221265,4999.9313496349105,0.8,4999.9313496349105,2.179301e-19,0.005,4999.9326,100,4823.156,,500,0.0049999994,1.0
0.0033333334,4999.934961401464,2,0.003493222324231403,1.0,1.0,0.06386864,1.0,0.003493222324231403,500.0,500.0,299.999969473632,4999.934961401464,0.8,4999.934961401464,5.4391416e-20,0.0033333334,4999.9336,100,4855.596,,500,0.0033333336,1.0
