Delta,eRenyi2,J,ESSClassic,VarJ,MinVanillaIw,MaxVanillaIw,VarRet,AvgRet,AvgDiscRet,Bound,VanillaAvgRet,EpsThisIter,MaxNormIw,VarDiscRet,VarVanillaIw,BatchSize,AvgNormIw,IterType,AvgEpLen,VarNormIw,MinNormIw,ESSRenyi,AvgVanillaIw
0.9,6.30799,-68.9736,88.2780350224,38.1004,,11.8453,9131.24138996,-98.2970580363,-98.2970580363,-84.5915,-98.2970580363,100,0.0216821,9131.24138996,5.57921,500,0.002,1,133.42,1.86931e-05,,79.2645927936,1.09264
0.9,1.0,-101.91,100.0,94.1718,1.0,1.0,8957.90761591,-101.90969718,-101.90969718,-115.814,-101.90969718,100,0.01,8957.90761591,,500,0.01,2,138.55,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-98.9784,200.000000102,88.6724,1.0,1.0,6909.1841492,-96.0470728536,-96.0470728536,-108.811,-96.0470728536,100,0.005,6909.1841492,,500,0.005,2,131.76,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-96.8488,299.999969474,87.0285,1.0,1.0,7039.48783832,-92.5897707047,-92.5897707047,-104.877,-92.5897707047,100,0.00333333,7039.48783832,,500,0.00333333,2,127.18,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-97.2376,400.0,89.0357,1.0,1.0,9076.47867086,-98.4040622211,-98.4040622211,-104.19,-98.4040622211,100,0.0025,9076.47867086,,500,0.0025,2,134.23,5.4346e-20,0.0025,500.0,1.0
0.9,5.96087,-76.0706,86.2683608867,58.3765,6.12968e-19,11.4344,6996.36901934,-93.0587645526,-93.0587645526,-91.2527,-93.0587645526,100,0.0207011,6996.36901934,5.86454,500,0.002,1,127.41,1.92219e-05,1.10973e-21,83.8803895544,1.10471
0.9,1.0,-88.0961,100.0,76.5852,1.0,1.0,5924.53771338,-88.0960661964,-88.0960661964,-102.001,-88.0960661964,100,0.01,5924.53771338,,500,0.01,2,121.74,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-83.6628,200.000000102,64.8178,1.0,1.0,2523.31622101,-79.2294398227,-79.2294398227,-93.4947,-79.2294398227,100,0.005,2523.31622101,,500,0.005,2,112.37,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-88.9701,299.999969474,76.3681,1.0,1.0,9014.71702743,-99.5848725514,-99.5848725514,-96.9981,-99.5848725514,100,0.00333333,9014.71702743,,500,0.00333333,2,135.94,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-90.1961,400.0,78.1213,1.0,1.0,6967.10165827,-93.8740812786,-93.8740812786,-97.1485,-93.8740812786,100,0.0025,6967.10165827,,500,0.0025,2,128.96,5.4346e-20,0.0025,500.0,1.0
0.9,3.3775,-79.793,144.856574518,84.9482,8.91589e-24,6.44606,7065.44208473,-89.7303988701,-89.7303988701,-91.2211,-89.7303988701,100,0.0134221,7065.44208473,2.26642,500,0.002,1,123.53,9.82641e-06,1.85649e-26,148.038477049,0.960511
0.9,1.0,-87.4309,100.0,76.7842,1.0,1.0,5955.36362207,-87.4308909632,-87.4308909632,-101.336,-87.4308909632,100,0.01,5955.36362207,,500,0.01,2,121.16,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-97.9654,200.000000102,95.1054,1.0,1.0,12093.2375794,-108.499991731,-108.499991731,-107.798,-108.499991731,100,0.005,12093.2375794,,500,0.005,2,144.74,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-97.91,299.999969474,95.0529,1.0,1.0,9106.16246137,-97.7990656103,-97.7990656103,-105.938,-97.7990656103,100,0.00333333,9106.16246137,,500,0.00333333,2,133.25,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-95.9598,400.0,90.8143,1.0,1.0,5897.10114727,-90.1091157983,-90.1091157983,-102.912,-90.1091157983,100,0.0025,5897.10114727,,500,0.0025,2,125.56,5.4346e-20,0.0025,500.0,1.0
0.9,4.81615,-83.5058,108.202411936,119.283,6.65732e-23,9.62669,9089.18535189,-99.3174468844,-99.3174468844,-97.1525,-99.3174468844,100,0.016565,9089.18535189,4.90148,500,0.002,1,134.88,1.45129e-05,1.14555e-25,103.817391266,1.16229
0.9,1.0,-119.586,100.0,120.775,1.0,1.0,14733.8678927,-119.586278028,-119.586278028,-133.491,-119.586278028,100,0.01,14733.8678927,,500,0.01,2,158.15,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-109.984,200.000000102,108.91,1.0,1.0,9042.34623214,-100.381918125,-100.381918125,-119.816,-100.381918125,100,0.005,9042.34623214,,500,0.005,2,136.26,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-100.602,299.999969474,96.473,1.0,1.0,3707.14635456,-81.8366280085,-81.8366280085,-108.63,-81.8366280085,100,0.00333333,3707.14635456,,500,0.00333333,2,115.12,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-99.7224,400.0,93.2109,1.0,1.0,6891.60499003,-97.0847940366,-97.0847940366,-106.675,-97.0847940366,100,0.0025,6891.60499003,,500,0.0025,2,133.37,5.4346e-20,0.0025,500.0,1.0
0.9,1.40125,-95.198,391.103969794,86.03,0.652871,5.83288,7024.96124087,-93.0803368154,-93.0803368154,-102.559,-93.0803368154,100,0.011442,7024.96124087,0.29001,500,0.002,1,127.8,1.11596e-06,0.00128069,356.823382505,1.01956
0.9,1.0,-91.7421,100.0,83.4578,1.0,1.0,7035.55323193,-91.742067176,-91.742067176,-105.646,-91.742067176,100,0.01,7035.55323193,,500,0.01,2,126.62,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-92.0552,200.000000102,86.6988,1.0,1.0,8149.46931294,-92.368312494,-92.368312494,-101.887,-92.368312494,100,0.005,8149.46931294,,500,0.005,2,126.67,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-96.0835,299.999969474,91.3321,1.0,1.0,9993.84064402,-104.139980481,-104.139980481,-104.111,-104.139980481,100,0.00333333,9993.84064402,,500,0.00333333,2,141.01,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-93.2804,400.0,86.4484,1.0,1.0,4822.59648347,-84.8713013029,-84.8713013029,-100.233,-84.8713013029,100,0.0025,4822.59648347,,500,0.0025,2,118.17,5.4346e-20,0.0025,500.0,1.0
0.9,5.77226,-72.8077,75.7991390361,36.3958,2.41367e-25,10.3653,8958.4096586,-101.631462447,-101.631462447,-87.7478,-101.631462447,100,0.0177092,8958.4096586,7.68425,500,0.002,1,138.16,2.24304e-05,4.12378e-28,86.6211246878,1.17061
0.9,1.0,-102.305,100.0,99.9092,1.0,1.0,10082.6823362,-102.304649032,-102.304649032,-116.209,-102.304649032,100,0.01,10082.6823362,,500,0.01,2,137.96,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-93.7403,200.000000102,86.3812,1.0,1.0,4843.30688096,-85.1758722296,-85.1758722296,-103.572,-85.1758722296,100,0.005,4843.30688096,,500,0.005,2,119.07,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-93.3301,299.999969474,85.2937,1.0,1.0,6970.30298302,-92.5098367929,-92.5098367929,-101.358,-92.5098367929,100,0.00333333,6970.30298302,,500,0.00333333,2,127.91,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-91.9578,400.0,83.2175,1.0,1.0,5912.07491825,-87.8409809308,-87.8409809308,-98.9102,-87.8409809308,100,0.0025,5912.07491825,,500,0.0025,2,121.79,5.4346e-20,0.0025,500.0,1.0
0.9,9.77871,-73.0402,38.4053921611,58.7876,,17.6933,9173.40992767,-96.8350989842,-96.8350989842,-92.4858,-96.8350989842,100,0.0402711,9173.40992767,9.29885,500,0.002,1,132.22,4.81724e-05,,51.1315117368,0.87871
0.9,1.0,-90.6687,100.0,76.1718,1.0,1.0,5860.75223735,-90.6687257017,-90.6687257017,-104.574,-90.6687257017,100,0.01,5860.75223735,,500,0.01,2,125.72,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-84.6896,200.000000102,64.9036,1.0,1.0,2577.08288358,-78.7104903638,-78.7104903638,-94.5218,-78.7104903638,100,0.005,2577.08288358,,500,0.005,2,110.76,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-85.2707,299.999969474,69.1269,1.0,1.0,5968.29712109,-86.4327896954,-86.4327896954,-93.2986,-86.4327896954,100,0.00333333,5968.29712109,,500,0.00333333,2,120.05,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-87.2209,400.0,72.8769,1.0,1.0,6932.26952187,-93.071510167,-93.071510167,-94.1733,-93.071510167,100,0.0025,6932.26952187,,500,0.0025,2,128.53,5.4346e-20,0.0025,500.0,1.0
0.9,1.8439,-85.5615,72.4388351569,75.05,4.20064e-05,25.249,11117.330183,-104.547392981,-104.547392981,-94.0055,-104.547392981,100,0.0379454,11117.330183,10.4743,500,0.002,1,141.24,2.36568e-05,6.31293e-08,271.16505113,1.3308
0.9,1.0,-95.837,100.0,89.0612,1.0,1.0,8012.02407335,-95.8370199084,-95.8370199084,-109.742,-95.8370199084,100,0.01,8012.02407335,,500,0.01,2,131.43,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-95.1763,200.000000102,89.2825,1.0,1.0,8090.8710997,-94.5155357797,-94.5155357797,-105.008,-94.5155357797,100,0.005,8090.8710997,,500,0.005,2,129.18,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-94.948,299.999969474,89.3119,1.0,1.0,8067.44629987,-94.4914814554,-94.4914814554,-102.976,-94.4914814554,100,0.00333333,8067.44629987,,500,0.00333333,2,129.2,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-92.7247,400.0,84.8212,1.0,1.0,4837.77932361,-86.0547497892,-86.0547497892,-99.6771,-86.0547497892,100,0.0025,4837.77932361,,500,0.0025,2,119.86,5.4346e-20,0.0025,500.0,1.0
0.9,1.91496,-83.8466,250.292704174,92.0515,1.99019e-13,2.90796,7054.76270026,-92.6523432247,-92.6523432247,-92.4517,-92.6523432247,100,0.00563213,7054.76270026,1.06596,500,0.002,1,127.0,3.99864e-06,3.8546e-16,261.101730847,1.03263
0.9,1.0,-98.441,100.0,94.8125,1.0,1.0,9080.21524023,-98.4410388456,-98.4410388456,-112.346,-98.4410388456,100,0.01,9080.21524023,,500,0.01,2,134.27,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-95.3596,200.000000102,89.2277,1.0,1.0,6984.62060158,-92.2781914489,-92.2781914489,-105.192,-92.2781914489,100,0.005,6984.62060158,,500,0.005,2,127.77,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-96.3967,299.999969474,91.2418,1.0,1.0,9136.9517585,-98.4709433413,-98.4709433413,-104.425,-98.4709433413,100,0.00333333,9136.9517585,,500,0.00333333,2,133.71,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-93.7504,400.0,87.9674,1.0,1.0,5953.33979711,-85.811563329,-85.811563329,-100.703,-85.811563329,100,0.0025,5953.33979711,,500,0.0025,2,119.11,5.4346e-20,0.0025,500.0,1.0
0.9,1.75807,-80.7498,136.044732511,53.785,0.00260665,11.3177,2595.66963789,-77.8315679319,-77.8315679319,-88.9949,-77.8315679319,100,0.016373,2595.66963789,5.12334,500,0.002,1,110.01,1.07225e-05,3.77098e-06,284.402282485,1.38248
0.9,1.0,-92.4326,100.0,83.185,1.0,1.0,6989.64235865,-92.4326250954,-92.4326250954,-106.337,-92.4326250954,100,0.01,6989.64235865,,500,0.01,2,127.33,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-94.4346,200.000000102,86.3379,1.0,1.0,8061.31382498,-96.4365032479,-96.4365032479,-104.267,-96.4365032479,100,0.005,8061.31382498,,500,0.005,2,132.3,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-95.5169,299.999969474,89.3694,1.0,1.0,9136.56857126,-97.6816510712,-97.6816510712,-103.545,-97.6816510712,100,0.00333333,9136.56857126,,500,0.00333333,2,132.99,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-95.1312,400.0,87.9039,1.0,1.0,7016.09528283,-93.9741030027,-93.9741030027,-102.084,-93.9741030027,100,0.0025,7016.09528283,,500,0.0025,2,129.19,5.4346e-20,0.0025,500.0,1.0
0.9,1.84953,-87.9357,248.908553546,78.6379,0.0571308,10.1036,9104.67936489,-98.8624202603,-98.8624202603,-96.3933,-98.8624202603,100,0.0165278,9104.67936489,1.51094,500,0.002,1,134.63,4.04317e-06,9.34561e-05,270.33952867,1.22262
0.9,1.0,-90.2838,100.0,76.575,1.0,1.0,5922.95176005,-90.2837970708,-90.2837970708,-104.188,-90.2837970708,100,0.01,5922.95176005,,500,0.01,2,125.13,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-97.4948,200.000000102,89.123,1.0,1.0,10018.2807782,-104.705805958,-104.705805958,-107.327,-104.705805958,100,0.005,10018.2807782,,500,0.005,2,141.57,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-96.5819,299.999969474,89.2448,1.0,1.0,8083.90767411,-94.7562294023,-94.7562294023,-104.61,-94.7562294023,100,0.00333333,8083.90767411,,500,0.00333333,2,129.57,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-96.8958,400.0,90.7545,1.0,1.0,9141.85328898,-97.8372620413,-97.8372620413,-103.848,-97.8372620413,100,0.0025,9141.85328898,,500,0.0025,2,133.56,5.4346e-20,0.0025,500.0,1.0
0.9,1.78037,-90.9904,99.9508277664,104.669,0.607826,51.2595,7015.20004202,-89.9466490698,-89.9466490698,-99.2877,-89.9466490698,100,0.0886091,7015.20004202,5.36843,500,0.002,1,124.09,1.60419e-05,0.00105071,280.839916981,1.15698
0.9,1.0,-95.5427,100.0,89.2677,1.0,1.0,8049.21217886,-95.5427217498,-95.5427217498,-109.447,-95.5427217498,100,0.01,8049.21217886,,500,0.01,2,130.47,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-96.247,200.000000102,89.0592,1.0,1.0,7973.11529154,-96.9512759578,-96.9512759578,-106.079,-96.9512759578,100,0.005,7973.11529154,,500,0.005,2,132.34,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-99.8058,299.999969474,94.526,1.0,1.0,10976.1666782,-106.923392224,-106.923392224,-107.834,-106.923392224,100,0.00333333,10976.1666782,,500,0.00333333,2,144.46,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-96.5941,400.0,89.0234,1.0,1.0,4819.58576897,-86.9589566036,-86.9589566036,-103.546,-86.9589566036,100,0.0025,4819.58576897,,500,0.0025,2,121.74,5.4346e-20,0.0025,500.0,1.0
0.9,5.42638,-77.8065,78.1112513773,60.8148,4.12048e-16,11.0505,2618.25226197,-77.7115728499,-77.7115728499,-92.292,-77.7115728499,100,0.0195876,2618.25226197,6.88989,500,0.002,1,109.72,2.16478e-05,7.30379e-19,92.1425055216,1.12831
0.9,1.0,-97.5237,100.0,88.7575,1.0,1.0,7957.4629837,-97.523748745,-97.523748745,-111.428,-97.523748745,100,0.01,7957.4629837,,500,0.01,2,133.97,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-98.6575,200.000000102,94.7806,1.0,1.0,10188.142572,-99.7913071251,-99.7913071251,-108.49,-99.7913071251,100,0.005,10188.142572,,500,0.005,2,135.32,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-96.0101,299.999969474,91.2826,1.0,1.0,7059.33648425,-90.7152278757,-90.7152278757,-104.038,-90.7152278757,100,0.00333333,7059.33648425,,500,0.00333333,2,124.85,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-95.2127,400.0,89.2531,1.0,1.0,6928.57535664,-92.8206432873,-92.8206432873,-102.165,-92.8206432873,100,0.0025,6928.57535664,,500,0.0025,2,127.88,5.4346e-20,0.0025,500.0,1.0
0.9,1.58722,-87.7391,225.476407754,85.0087,0.635238,10.2856,7015.82004049,-92.0336160076,-92.0336160076,-95.5733,-92.0336160076,100,0.0163268,7015.82004049,1.9367,500,0.002,1,126.37,4.87987e-06,0.00100834,315.016603266,1.25996
0.9,1.0,-100.217,100.0,94.5369,1.0,1.0,9027.50253613,-100.216739125,-100.216739125,-114.121,-100.216739125,100,0.01,9027.50253613,,500,0.01,2,136.53,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-105.74,200.000000102,104.671,1.0,1.0,13044.1091266,-111.263437486,-111.263437486,-115.572,-111.263437486,100,0.005,13044.1091266,,500,0.005,2,148.11,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-108.047,299.999969474,107.712,1.0,1.0,12991.9131163,-112.660418172,-112.660418172,-116.075,-112.660418172,100,0.00333333,12991.9131163,,500,0.00333333,2,150.06,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-105.214,400.0,104.857,1.0,1.0,9169.6144986,-96.7150487791,-96.7150487791,-112.166,-96.7150487791,100,0.0025,9169.6144986,,500,0.0025,2,131.28,5.4346e-20,0.0025,500.0,1.0
0.9,1.4737,-99.0666,303.576814418,109.168,0.110161,7.97255,9136.11669732,-97.8735355517,-97.8735355517,-106.616,-97.8735355517,100,0.0145537,9136.11669732,0.778221,500,0.002,1,132.8,2.59332e-06,0.000201097,339.281903737,1.0956
0.9,1.0,-114.487,100.0,112.747,1.0,1.0,12840.2576785,-114.486878665,-114.486878665,-128.391,-114.486878665,100,0.01,12840.2576785,,500,0.01,2,152.15,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-110.243,200.000000102,108.747,1.0,1.0,11013.983997,-105.999086493,-105.999086493,-120.075,-105.999086493,100,0.005,11013.983997,,500,0.005,2,142.66,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-102.618,299.999969474,97.7821,1.0,1.0,4730.7818909,-87.3687525135,-87.3687525135,-110.646,-87.3687525135,100,0.00333333,4730.7818909,,500,0.00333333,2,122.78,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-100.027,400.0,94.4247,1.0,1.0,6969.13355505,-92.2513098021,-92.2513098021,-106.979,-92.2513098021,100,0.0025,6969.13355505,,500,0.0025,2,126.52,5.4346e-20,0.0025,500.0,1.0
0.9,1.74683,-83.5555,178.209699493,55.9928,0.181785,7.50007,3708.81001533,-81.5024565785,-81.5024565785,-91.7742,-81.5024565785,100,0.0109159,3708.81001533,3.41651,500,0.002,1,114.2,7.23721e-06,0.000264578,286.233461815,1.37415
0.9,1.0,-93.6976,100.0,83.3589,1.0,1.0,7018.89550818,-93.697582078,-93.697582078,-107.602,-93.697582078,100,0.01,7018.89550818,,500,0.01,2,128.22,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-97.7049,200.000000102,92.4302,1.0,1.0,10207.9363113,-101.712221092,-101.712221092,-107.538,-101.712221092,100,0.005,10207.9363113,,500,0.005,2,137.85,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-100.756,299.999969474,96.6625,1.0,1.0,10998.3511963,-106.858930929,-106.858930929,-108.785,-106.858930929,100,0.00333333,10998.3511963,,500,0.00333333,2,143.91,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-97.7561,400.0,92.1978,1.0,1.0,5922.03368063,-88.7556081559,-88.7556081559,-104.709,-88.7556081559,100,0.0025,5922.03368063,,500,0.0025,2,123.0,5.4346e-20,0.0025,500.0,1.0
0.9,1.40756,-92.7383,369.099201995,85.8109,0.681836,4.07854,7973.74671574,-96.8219065894,-96.8219065894,-100.116,-96.8219065894,100,0.00748364,7973.74671574,0.422194,500,0.002,1,132.59,1.42144e-06,0.00125109,355.224586196,1.08999
0.9,1.0,-93.3984,100.0,89.7891,1.0,1.0,8143.51830034,-93.3983572191,-93.3983572191,-107.302,-93.3983572191,100,0.01,8143.51830034,,500,0.01,2,127.93,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-98.8068,200.000000102,94.9046,1.0,1.0,9993.1051422,-104.21516993,-104.21516993,-108.64,-104.21516993,100,0.005,9993.1051422,,500,0.005,2,141.24,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-97.7933,299.999969474,93.064,1.0,1.0,8043.2211089,-95.7664198296,-95.7664198296,-105.822,-95.7664198296,100,0.00333333,8043.2211089,,500,0.00333333,2,130.63,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-97.3837,400.0,92.141,1.0,1.0,8055.71291937,-96.1549876648,-96.1549876648,-104.337,-96.1549876648,100,0.0025,8055.71291937,,500,0.0025,2,131.43,5.4346e-20,0.0025,500.0,1.0
0.9,1.44813,-92.2852,309.142442931,94.4923,0.000246836,6.05287,5930.53098297,-89.2550504494,-89.2550504494,-99.7688,-89.2550504494,100,0.0119174,5930.53098297,0.638326,500,0.002,1,123.12,2.47446e-06,4.85989e-07,345.272695857,1.01581
0.9,1.0,-85.3613,100.0,76.9788,1.0,1.0,5985.59448125,-85.3613251032,-85.3613251032,-99.2658,-85.3613251032,100,0.01,5985.59448125,,500,0.01,2,118.45,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-89.7869,200.000000102,83.5253,1.0,1.0,8068.73285397,-94.2125390357,-94.2125390357,-99.6189,-94.2125390357,100,0.005,8068.73285397,,500,0.005,2,129.58,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-86.2635,299.999969474,74.5487,1.0,1.0,2671.77839274,-79.2165760155,-79.2165760155,-94.2913,-79.2165760155,100,0.00333333,2671.77839274,,500,0.00333333,2,112.5,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-89.0949,400.0,78.5897,1.0,1.0,8016.83183072,-97.5890451434,-97.5890451434,-96.0472,-97.5890451434,100,0.0025,8016.83183072,,500,0.0025,2,133.98,5.4346e-20,0.0025,500.0,1.0
0.9,1.34334,-86.5667,294.386226982,87.5899,0.154476,4.10722,7075.10026893,-90.8825296812,-90.8825296812,-93.774,-90.8825296812,100,0.00702354,7075.10026893,0.957304,500,0.002,1,125.19,2.7994e-06,0.000264161,372.2062814,1.16956
0.9,1.0,-81.8459,100.0,60.9479,1.0,1.0,3752.16283153,-81.8458984432,-81.8458984432,-95.7503,-81.8458984432,100,0.01,3752.16283153,,500,0.01,2,114.35,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-93.9992,200.000000102,89.6298,1.0,1.0,12178.7546366,-106.152589683,-106.152589683,-103.831,-106.152589683,100,0.005,12178.7546366,,500,0.005,2,142.39,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-91.6719,299.999969474,85.5569,1.0,1.0,5919.61616923,-87.0171602665,-87.0171602665,-99.6997,-87.0171602665,100,0.00333333,5919.61616923,,500,0.00333333,2,120.88,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-95.9774,400.0,92.267,1.0,1.0,11990.3337618,-108.893908022,-108.893908022,-102.93,-108.893908022,100,0.0025,11990.3337618,,500,0.0025,2,146.25,5.4346e-20,0.0025,500.0,1.0
0.9,1.30788,-90.5628,357.469159638,97.9987,0.0300183,2.76195,5972.57636945,-87.1457254331,-87.1457254331,-97.6743,-87.1457254331,100,0.00484788,5972.57636945,0.518715,500,0.002,1,121.21,1.59809e-06,5.26892e-05,382.29913751,1.13945
0.9,1.0,-94.5211,100.0,89.4814,1.0,1.0,8087.79935465,-94.5211106901,-94.5211106901,-108.426,-94.5211106901,100,0.01,8087.79935465,,500,0.01,2,129.51,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-98.4288,200.000000102,94.8905,1.0,1.0,10071.6796498,-102.336547176,-102.336547176,-108.261,-102.336547176,100,0.005,10071.6796498,,500,0.005,2,138.28,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-97.843,299.999969474,93.0822,1.0,1.0,8063.01473858,-96.6712417829,-96.6712417829,-105.871,-96.6712417829,100,0.00333333,8063.01473858,,500,0.00333333,2,132.25,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-98.2775,400.0,93.4749,1.0,1.0,9045.55857937,-99.5810229713,-99.5810229713,-105.23,-99.5810229713,100,0.0025,9045.55857937,,500,0.0025,2,135.15,5.4346e-20,0.0025,500.0,1.0
0.9,1.40037,-94.3421,170.29053977,136.536,0.678765,10.0749,9030.13683064,-99.7348809013,-99.7348809013,-101.701,-99.7348809013,100,0.0137337,9030.13683064,4.17619,500,0.002,1,135.87,7.76015e-06,0.000925262,357.048372292,1.46719
0.9,1.0,-95.3556,100.0,89.433,1.0,1.0,8079.05985186,-95.3555763903,-95.3555763903,-109.26,-95.3555763903,100,0.01,8079.05985186,,500,0.01,2,130.15,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-87.1164,200.000000102,73.3434,1.0,1.0,2650.96974943,-78.8773093368,-78.8773093368,-96.9485,-78.8773093368,100,0.005,2650.96974943,,500,0.005,2,110.78,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-87.2683,299.999969474,74.4541,1.0,1.0,5930.90320358,-87.5718983279,-87.5718983279,-95.2961,-87.5718983279,100,0.00333333,5930.90320358,,500,0.00333333,2,121.52,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-90.3602,400.0,80.1509,1.0,1.0,9042.11814285,-99.6358647335,-99.6358647335,-97.3125,-99.6358647335,100,0.0025,9042.11814285,,500,0.0025,2,135.35,5.4346e-20,0.0025,500.0,1.0
0.9,1.97677,-84.5298,222.030242571,94.5411,1.0829e-12,5.85284,8058.76634525,-94.1382328641,-94.1382328641,-93.2736,-94.1382328641,100,0.00993061,8058.76634525,1.74299,500,0.002,1,129.18,5.01781e-06,1.83737e-15,252.937639048,1.17875
0.9,1.0,-117.256,100.0,116.48,1.0,1.0,13704.6430513,-117.255622605,-117.255622605,-131.16,-117.255622605,100,0.01,13704.6430513,,500,0.01,2,156.29,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-106.366,200.000000102,104.418,1.0,1.0,8082.21675766,-95.476078404,-95.476078404,-116.198,-95.476078404,100,0.005,8082.21675766,,500,0.005,2,130.87,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-103.646,299.999969474,101.569,1.0,1.0,9189.92808248,-98.2053558221,-98.2053558221,-111.674,-98.2053558221,100,0.00333333,9189.92808248,,500,0.00333333,2,133.23,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-102.406,400.0,99.9627,1.0,1.0,9094.09442738,-98.6879372065,-98.6879372065,-109.359,-98.6879372065,100,0.0025,9094.09442738,,500,0.0025,2,134.64,5.4346e-20,0.0025,500.0,1.0
0.9,7.29815,-74.0474,52.2231618362,85.9359,,12.9103,5917.38649238,-89.8318786417,-89.8318786417,-90.8465,-89.8318786417,100,0.0260147,5917.38649238,8.46382,500,0.002,1,123.76,3.43659e-05,,68.5104989222,0.992543
0.9,1.0,-94.8501,100.0,86.6544,1.0,1.0,7584.82691695,-94.8501259786,-94.8501259786,-108.755,-94.8501259786,100,0.01,7584.82691695,,500,0.01,2,130.26,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-98.1595,200.000000102,93.6506,1.0,1.0,10111.1116061,-101.468831145,-101.468831145,-107.992,-101.468831145,100,0.005,10111.1116061,,500,0.005,2,137.25,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-97.7068,299.999969474,92.0688,1.0,1.0,7967.56271046,-96.8013593061,-96.8013593061,-105.735,-96.8013593061,100,0.00333333,7967.56271046,,500,0.00333333,2,132.45,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-96.1372,400.0,90.0389,1.0,1.0,7038.85653245,-91.4284409216,-91.4284409216,-103.09,-91.4284409216,100,0.0025,7038.85653245,,500,0.0025,2,125.97,5.4346e-20,0.0025,500.0,1.0
0.9,1.74551,-90.5694,104.029207429,132.978,0.604823,37.6071,6989.88471402,-91.079763642,-91.079763642,-98.7849,-91.079763642,100,0.0516371,6989.88471402,8.09197,500,0.002,1,125.45,1.5256e-05,0.000830464,286.449744177,1.45659
0.9,1.0,-96.9354,100.0,95.3063,1.0,1.0,9175.03355146,-96.9354514034,-96.9354514034,-110.84,-96.9354514034,100,0.01,9175.03355146,,500,0.01,2,131.8,3.50449e-18,0.01,500.0,1.0
