VarVanillaIw,VarRet,J,AvgEpLen,Delta,BatchSize,IterType,EpsThisIter,AvgVanillaIw,VanillaAvgRet,Bound,AvgDiscRet,ESSRenyi,MaxVanillaIw,VarJ,VarNormIw,AvgRet,ESSClassic,eRenyi2,AvgNormIw,MaxNormIw,VarDiscRet,MinNormIw,MinVanillaIw
,377.549074886,8.01636,38.9,0.7,500,2,100,1.0,16.7296571833,5.14682,16.7296571833,500.0,1.0,20.9922,2.1793e-19,16.7296571833,200.000000102,1.0,0.005,0.005,377.549074886,0.005,1.0
,135.413547267,4.35233,34.48,0.7,500,2,100,1.0,-2.97572199077,2.00937,-2.97572199077,500.0,1.0,19.1133,5.43914e-20,-2.97572199077,299.999969474,1.0,0.00333333,0.00333333,135.413547267,0.00333333,1.0
,495.758516674,0.856095,47.6,0.7,500,2,100,1.0,-9.63261681865,-1.17297,-9.63261681865,500.0,1.0,20.8173,5.4346e-20,-9.63261681865,400.0,1.0,0.0025,0.0025,495.758516674,0.0025,1.0
2.66353e+08,557.901656108,61.9725,49.52,0.7,500,1,100,2557.39,-4.18246168041,60.0905,-4.18246168041,464.984926778,106529.0,0.108479,0.000162902,-4.18246168041,12.0065460111,1.0753,0.002,0.0833106,557.901656108,2.52815e-07,0.323272
,406.884556148,6.20056,36.06,0.7,500,2,100,1.0,6.20056008087,2.87291,6.20056008087,500.0,1.0,20.0703,3.50449e-18,6.20056008087,100.0,1.0,0.01,0.01,406.884556148,0.01,1.0
,573.419993378,6.51009,38.9,0.7,500,2,100,1.0,6.81962219281,4.15709,6.81962219281,500.0,1.0,22.0306,2.1793e-19,6.81962219281,200.000000102,1.0,0.005,0.005,573.419993378,0.005,1.0
,744.422326591,4.10486,34.44,0.7,500,2,100,1.0,-0.705587278434,1.22332,-0.705587278434,500.0,1.0,24.0997,5.43914e-20,-0.705587278434,299.999969474,1.0,0.00333333,0.00333333,744.422326591,0.00333333,1.0
,556.720176086,3.31773,39.28,0.7,500,2,100,1.0,0.956310819691,0.822239,0.956310819691,500.0,1.0,23.9842,5.4346e-20,0.956310819691,400.0,1.0,0.0025,0.0025,556.720176086,0.0025,1.0
2.45116e+08,2309.37936581,150.364,106.42,0.7,500,1,100,2235.13,14.1586043611,145.784,14.1586043611,462.219287429,111719.0,0.345859,0.000196257,14.1586043611,10.0067646825,1.08174,0.002,0.0999662,2309.37936581,2.18382e-07,0.244057
,208.61017522,-3.00764,32.7,0.7,500,2,100,1.0,-3.00764393818,-5.1252,-3.00764393818,500.0,1.0,14.3709,3.50449e-18,-3.00764393818,100.0,1.0,0.01,0.01,208.61017522,0.01,1.0
,498.8082106,2.72557,40.28,0.7,500,2,100,1.0,8.45877619978,0.500354,8.45877619978,500.0,1.0,19.5715,2.1793e-19,8.45877619978,200.000000102,1.0,0.005,0.005,498.8082106,0.005,1.0
,1087.25822541,4.27036,55.94,0.7,500,2,100,1.0,7.35996129831,1.99887,7.35996129831,500.0,1.0,24.8783,5.43914e-20,7.35996129831,299.999969474,1.0,0.00333333,0.00333333,1087.25822541,0.00333333,1.0
,1676.69919821,4.97291,92.62,0.7,500,2,100,1.0,7.08053962527,1.60469,7.08053962527,500.0,1.0,29.6759,5.4346e-20,7.08053962527,400.0,1.0,0.0025,0.0025,1676.69919821,0.0025,1.0
1.62792e+09,2824.56095922,60.0913,56.32,0.7,500,1,100,6321.51,-35.07196707,54.9527,-35.07196707,455.485789689,263362.0,0.0436087,0.000162948,-35.07196707,12.0031790486,1.09773,0.002,0.0833223,2824.56095922,1.73246e-08,0.0547588
,5847.40094427,-5.33988,105.58,0.7,500,2,100,1.0,-5.33988520381,-16.5025,-5.33988520381,500.0,1.0,76.085,3.50449e-18,-5.33988520381,100.0,1.0,0.01,0.01,5847.40094427,0.01,1.0
,2570.84227474,7.55949,65.78,0.7,500,2,100,1.0,20.4588655425,-0.333688,20.4588655425,500.0,1.0,65.8287,2.1793e-19,20.4588655425,200.000000102,1.0,0.005,0.005,2570.84227474,0.005,1.0
,251.869995534,4.4388,47.64,0.7,500,2,100,1.0,-1.80259576284,-2.00596,-1.80259576284,500.0,1.0,54.695,5.43914e-20,-1.80259576284,299.999969474,1.0,0.00333333,0.00333333,251.869995534,0.00333333,1.0
,226.30823321,5.08559,41.58,0.7,500,2,100,1.0,7.02597585779,-0.495729,7.02597585779,500.0,1.0,47.968,5.4346e-20,7.02597585779,400.0,1.0,0.0025,0.0025,226.30823321,0.0025,1.0
1.15828e+09,545.462513433,136.611,55.7,0.7,500,1,100,5332.42,-7.20321274912,131.387,-7.20321274912,456.659869889,222148.0,0.123495,0.000162939,-7.20321274912,12.0038635264,1.09491,0.002,0.0833199,545.462513433,1.05593e-08,0.0281533
,278.171447717,-9.50683,35.04,0.7,500,2,100,1.0,-9.50683263606,-12.766,-9.50683263606,500.0,1.0,16.5949,3.50449e-18,-9.50683263606,100.0,1.0,0.01,0.01,278.171447717,0.01,1.0
,455.095086092,-0.607916,33.82,0.7,500,2,100,1.0,8.29100159747,-2.91252,8.29100159747,500.0,1.0,21.0275,2.1793e-19,8.29100159747,200.000000102,1.0,0.005,0.005,455.095086092,0.005,1.0
,820.746371351,2.65452,40.2,0.7,500,2,100,1.0,9.17938820775,-0.112278,9.17938820775,500.0,1.0,24.2261,5.43914e-20,9.17938820775,299.999969474,1.0,0.00333333,0.00333333,820.746371351,0.00333333,1.0
,629.964908446,2.6392,32.56,0.7,500,2,100,1.0,2.59323689723,0.243082,2.59323689723,500.0,1.0,24.4151,5.4346e-20,2.59323689723,400.0,1.0,0.0025,0.0025,629.964908446,0.0025,1.0
3.40657e+08,437.910496603,73.1852,42.56,0.7,500,1,100,2892.15,-9.28548518557,70.9642,-9.28548518557,465.568519637,120475.0,0.113901,0.000162906,-9.28548518557,12.0062355703,1.07396,0.002,0.0833117,437.910496603,1.23437e-07,0.178499
,267.403549091,8.48772,38.8,0.7,500,2,100,1.0,8.48772357222,5.60922,8.48772357222,500.0,1.0,16.2705,3.50449e-18,8.48772357222,100.0,1.0,0.01,0.01,267.403549091,0.01,1.0
,154.264723365,3.48098,46.6,0.7,500,2,100,1.0,-1.52575934437,1.44557,-1.52575934437,500.0,1.0,15.2903,2.1793e-19,-1.52575934437,200.000000102,1.0,0.005,0.005,154.264723365,0.005,1.0
,402.240944427,1.72096,40.88,0.7,500,2,100,1.0,-1.79907328579,-0.00081861,-1.79907328579,500.0,1.0,17.1697,5.43914e-20,-1.79907328579,299.999969474,1.0,0.00333333,0.00333333,402.240944427,0.00333333,1.0
,1355.30984416,1.9778,60.86,0.7,500,2,100,1.0,2.74831005134,-0.668867,2.74831005134,500.0,1.0,23.5952,5.4346e-20,2.74831005134,400.0,1.0,0.0025,0.0025,1355.30984416,0.0025,1.0
1.40057e+09,619.181926842,80.847,52.18,0.7,500,1,100,5341.7,4.2739219259,78.3728,4.2739219259,457.705420797,267049.0,0.0712776,0.000196338,4.2739219259,10.0027429666,1.09241,0.002,0.0999863,619.181926842,6.4839e-08,0.173175
,200.996585144,2.8488,37.46,0.7,500,2,100,1.0,2.84879777806,0.776617,2.84879777806,500.0,1.0,14.1063,3.50449e-18,2.84879777806,100.0,1.0,0.01,0.01,200.996585144,0.01,1.0
,1088.72665797,3.92498,45.58,0.7,500,2,100,1.0,5.00116147566,0.0417664,5.00116147566,500.0,1.0,25.2897,2.1793e-19,5.00116147566,200.000000102,1.0,0.005,0.005,1088.72665797,0.005,1.0
,804.961061161,5.1709,30.98,0.7,500,2,100,1.0,7.66274096962,2.00027,7.66274096962,500.0,1.0,26.3652,5.43914e-20,7.66274096962,299.999969474,1.0,0.00333333,0.00333333,804.961061161,0.00333333,1.0
,1853.94710609,-3.82555,51.68,0.7,500,2,100,1.0,-30.8148859317,-7.73704,-30.8148859317,500.0,1.0,34.9714,5.4346e-20,-30.8148859317,400.0,1.0,0.0025,0.0025,1853.94710609,0.0025,1.0
1.19931e+09,151.873347669,83.8756,42.62,0.7,500,1,100,5425.98,10.7930648282,80.23,10.7930648282,460.473205673,226049.0,0.0743983,0.000162943,10.7930648282,12.0035706986,1.08584,0.002,0.0833209,151.873347669,5.19195e-08,0.140857
,1115.38930641,7.32014,36.04,0.7,500,2,100,1.0,7.32013501932,1.64141,7.32013501932,500.0,1.0,33.23,3.50449e-18,7.32013501932,100.0,1.0,0.01,0.01,1115.38930641,0.01,1.0
,287.333888407,7.93945,50.1,0.7,500,2,100,1.0,8.55876484505,3.92398,8.55876484505,500.0,1.0,26.3578,2.1793e-19,8.55876484505,200.000000102,1.0,0.005,0.005,287.333888407,0.005,1.0
,197.000111697,4.67599,30.46,0.7,500,2,100,1.0,-1.85093168406,1.39737,-1.85093168406,500.0,1.0,23.4407,5.43914e-20,-1.85093168406,299.999969474,1.0,0.00333333,0.00333333,197.000111697,0.00333333,1.0
,609.059312226,5.42741,38.56,0.7,500,2,100,1.0,7.68168050663,2.58805,7.68168050663,500.0,1.0,23.7599,5.4346e-20,7.68168050663,400.0,1.0,0.0025,0.0025,609.059312226,0.0025,1.0
1.9688e+09,1045.09698649,95.0023,94.78,0.7,500,1,100,6951.84,28.2931841529,92.1136,28.2931841529,463.635340646,289626.0,0.0605288,0.000162953,28.2931841529,12.002858555,1.07843,0.002,0.0833234,1045.09698649,1.1228e-07,0.390275
,948.992232486,5.95558,47.84,0.7,500,2,100,1.0,5.95557680455,2.55736,5.95557680455,500.0,1.0,30.6513,3.50449e-18,5.95557680455,100.0,1.0,0.01,0.01,948.992232486,0.01,1.0
,623.501335713,15.087,47.22,0.7,500,2,100,1.0,24.2184096505,12.3054,24.2184096505,500.0,1.0,29.3559,2.1793e-19,24.2184096505,200.000000102,1.0,0.005,0.005,623.501335713,0.005,1.0
,647.434941048,6.89466,51.36,0.7,500,2,100,1.0,-9.48999253633,4.58779,-9.48999253633,500.0,1.0,30.3709,5.43914e-20,-9.48999253633,299.999969474,1.0,0.00333333,0.00333333,647.434941048,0.00333333,1.0
,637.371644717,6.73207,96.1,0.7,500,2,100,1.0,6.24427446306,4.73425,6.24427446306,500.0,1.0,29.1483,5.4346e-20,6.24427446306,400.0,1.0,0.0025,0.0025,637.371644717,0.0025,1.0
2.72978e+08,6441.41757797,60.074,50.48,0.7,500,1,100,2589.12,-18.4431789363,52.9905,-18.4431789363,461.73583799,107846.0,0.0932077,0.000162886,-18.4431789363,12.0076884077,1.08287,0.002,0.0833066,6441.41757797,1.17094e-08,0.0151586
,1167.37784863,-3.61009,106.62,0.7,500,2,100,1.0,-3.61009004966,-9.28278,-3.61009004966,500.0,1.0,33.9956,3.50449e-18,-3.61009004966,100.0,1.0,0.01,0.01,1167.37784863,0.01,1.0
,915.715657612,-2.31338,45.76,0.7,500,2,100,1.0,-1.01666107446,-6.32457,-1.01666107446,500.0,1.0,32.1374,2.1793e-19,-1.01666107446,200.000000102,1.0,0.005,0.005,915.715657612,0.005,1.0
,1951.62539894,-1.15461,63.08,0.7,500,2,100,1.0,1.16292265188,-4.73807,1.16292265188,500.0,1.0,36.5413,5.43914e-20,1.16292265188,299.999969474,1.0,0.00333333,0.00333333,1951.62539894,0.00333333,1.0
,345.913018425,-0.810421,45.72,0.7,500,2,100,1.0,0.22214347952,-3.91379,0.22214347952,500.0,1.0,32.976,5.4346e-20,0.22214347952,400.0,1.0,0.0025,0.0025,345.913018425,0.0025,1.0
1.94954e+09,677.356851484,94.7988,43.36,0.7,500,1,100,6302.17,15.7486215747,91.8827,15.7486215747,453.027509003,315068.0,0.076563,0.000196341,15.7486215747,10.0025899673,1.10369,0.002,0.0999871,677.356851484,1.57884e-08,0.0497507
,1418.58667306,-10.4401,48.04,0.7,500,2,100,1.0,-10.4401218328,-15.199,-10.4401218328,500.0,1.0,37.4753,3.50449e-18,-10.4401218328,100.0,1.0,0.01,0.01,1418.58667306,0.01,1.0
,2539.46334256,1.2586,78.38,0.7,500,2,100,1.0,12.9573295641,-3.60278,12.9573295641,500.0,1.0,45.7831,2.1793e-19,12.9573295641,200.000000102,1.0,0.005,0.005,2539.46334256,0.005,1.0
,2566.68144863,-9.25598,50.42,0.7,500,2,100,1.0,-30.2851425986,-14.8499,-30.2851425986,500.0,1.0,49.6539,5.43914e-20,-30.2851425986,299.999969474,1.0,0.00333333,0.00333333,2566.68144863,0.00333333,1.0
,1496.43542943,-1.07737,40.48,0.7,500,2,100,1.0,23.4584520036,-5.92186,23.4584520036,500.0,1.0,49.1953,5.4346e-20,23.4584520036,400.0,1.0,0.0025,0.0025,1496.43542943,0.0025,1.0
9.19731e+07,536.661394209,92.7267,48.38,0.7,500,1,100,1369.46,0.445804173347,88.2156,0.445804173347,461.31143513,68434.1,0.321346,0.000196166,0.445804173347,10.0113211811,1.08387,0.002,0.0999434,536.661394209,1.31286e-07,0.0898951
,564.705638506,-3.2807,41.26,0.7,500,2,100,1.0,-3.28069892104,-6.02478,-3.28069892104,500.0,1.0,23.6444,3.50449e-18,-3.28069892104,100.0,1.0,0.01,0.01,564.705638506,0.01,1.0
,1015.99821754,0.358675,41.42,0.7,500,2,100,1.0,3.99805154935,-3.06223,3.99805154935,500.0,1.0,28.208,2.1793e-19,3.99805154935,200.000000102,1.0,0.005,0.005,1015.99821754,0.005,1.0
,947.269327235,0.964533,49.98,0.7,500,2,100,1.0,2.17624745487,-1.82863,2.17624745487,500.0,1.0,29.0482,5.43914e-20,2.17624745487,299.999969474,1.0,0.00333333,0.00333333,947.269327235,0.00333333,1.0
,1186.43321476,-2.01072,53.06,0.7,500,2,100,1.0,-10.9364802955,-5.06368,-10.9364802955,500.0,1.0,30.8714,5.4346e-20,-10.9364802955,400.0,1.0,0.0025,0.0025,1186.43321476,0.0025,1.0
2.39984e+10,650.442556261,51.8897,40.18,0.7,500,1,100,24268.9,-4.18909764854,49.0132,-4.18909764854,450.560044,1.01118e+06,0.00873522,0.000162983,-4.18909764854,12.0007226651,1.10973,0.002,0.0833308,650.442556261,1.06044e-08,0.128678
,907.570993203,1.1788,46.86,0.7,500,2,100,1.0,1.17879851093,-2.60512,1.17879851093,500.0,1.0,29.9749,3.50449e-18,1.17879851093,100.0,1.0,0.01,0.01,907.570993203,0.01,1.0
,542.017156042,2.59398,37.02,0.7,500,2,100,1.0,4.0091614992,-0.0816576,4.0091614992,500.0,1.0,26.8244,2.1793e-19,4.0091614992,200.000000102,1.0,0.005,0.005,542.017156042,0.005,1.0
,912.986468753,4.93636,56.52,0.7,500,2,100,1.0,9.62112365139,1.55357,9.62112365139,500.0,1.0,28.1418,5.43914e-20,9.62112365139,299.999969474,1.0,0.00333333,0.00333333,912.986468753,0.00333333,1.0
,814.420395774,0.905678,47.96,0.7,500,2,100,1.0,-11.1863722665,-2.0239,-11.1863722665,500.0,1.0,29.0564,5.4346e-20,-11.1863722665,400.0,1.0,0.0025,0.0025,814.420395774,0.0025,1.0
2.89288e+09,675.977294049,89.4912,45.9,0.7,500,1,100,7676.85,-17.0548395927,86.7267,-17.0548395927,449.196399407,383799.0,0.0647234,0.000196347,-17.0548395927,10.0022718789,1.1131,0.002,0.0999886,675.977294049,2.53355e-08,0.0972485
,1234.43080978,-4.97355,46.74,0.7,500,2,100,1.0,-4.97354503421,-9.67877,-4.97354503421,500.0,1.0,34.9584,3.50449e-18,-4.97354503421,100.0,1.0,0.01,0.01,1234.43080978,0.01,1.0
,849.464934144,2.70616,33.54,0.7,500,2,100,1.0,10.3858681755,-1.71827,10.3858681755,500.0,1.0,33.0228,2.1793e-19,10.3858681755,200.000000102,1.0,0.005,0.005,849.464934144,0.005,1.0
,392.552537298,5.7209,46.28,0.7,500,2,100,1.0,11.7503751279,2.10837,11.7503751279,500.0,1.0,29.5757,5.43914e-20,11.7503751279,299.999969474,1.0,0.00333333,0.00333333,392.552537298,0.00333333,1.0
,285.190317483,5.50414,92.42,0.7,500,2,100,1.0,4.85388126387,2.3756,4.85388126387,500.0,1.0,26.9586,5.4346e-20,4.85388126387,400.0,1.0,0.0025,0.0025,285.190317483,0.0025,1.0
1.59837e+09,950.895707159,95.5684,60.0,0.7,500,1,100,5706.38,-0.883401933121,92.6255,-0.883401933121,452.060390201,285284.0,0.0727299,0.000196344,-0.883401933121,10.0024569715,1.10605,0.002,0.0999877,950.895707159,3.12646e-08,0.0892039
,1169.56227028,15.2925,50.18,0.7,500,2,100,1.0,15.2925054749,10.4678,15.2925054749,500.0,1.0,34.0274,3.50449e-18,15.2925054749,100.0,1.0,0.01,0.01,1169.56227028,0.01,1.0
,2584.27522621,-5.53399,72.8,0.7,500,2,100,1.0,-26.3604909724,-10.4316,-26.3604909724,500.0,1.0,47.8737,2.1793e-19,-26.3604909724,200.000000102,1.0,0.005,0.005,2584.27522621,0.005,1.0
,795.398151506,-3.45108,57.86,0.7,500,2,100,1.0,0.714740276969,-7.44994,0.714740276969,500.0,1.0,42.4156,5.43914e-20,0.714740276969,299.999969474,1.0,0.00333333,0.00333333,795.398151506,0.00333333,1.0
,177.23302693,-3.82975,38.14,0.7,500,2,100,1.0,-4.9657483132,-7.29286,-4.9657483132,500.0,1.0,37.3311,5.4346e-20,-4.9657483132,400.0,1.0,0.0025,0.0025,177.23302693,0.0025,1.0
1.049e+10,242.725288327,84.2012,37.02,0.7,500,1,100,16045.6,-3.05097786317,80.9331,-3.05097786317,449.166141839,668533.0,0.0237788,0.000162976,-3.05097786317,12.0011973232,1.11317,0.002,0.0833292,242.725288327,4.92554e-09,0.0395166
,1813.00481725,-14.9496,53.0,0.7,500,2,100,1.0,-14.9496162495,-22.1209,-14.9496162495,500.0,1.0,42.366,3.50449e-18,-14.9496162495,100.0,1.0,0.01,0.01,1813.00481725,0.01,1.0
,866.689274442,-1.1053,46.66,0.7,500,2,100,1.0,12.7390124386,-6.17618,12.7390124386,500.0,1.0,38.963,2.1793e-19,12.7390124386,200.000000102,1.0,0.005,0.005,866.689274442,0.005,1.0
,846.498681914,-2.48629,51.76,0.7,500,2,100,1.0,-5.24825858551,-6.62665,-5.24825858551,500.0,1.0,35.9894,5.43914e-20,-5.24825858551,299.999969474,1.0,0.00333333,0.00333333,846.498681914,0.00333333,1.0
,1406.99604598,1.90632,88.92,0.7,500,2,100,1.0,15.0841518036,-1.67933,15.0841518036,500.0,1.0,37.1153,5.4346e-20,15.0841518036,400.0,1.0,0.0025,0.0025,1406.99604598,0.0025,1.0
1.63533e+07,7144.90114123,77.2829,58.26,0.7,500,1,100,577.961,-14.0930620201,70.2976,-14.0930620201,470.356932872,28857.1,0.648508,0.000195825,-14.0930620201,10.0284035916,1.06302,0.002,0.0998583,7144.90114123,9.47341e-08,0.0273763
,342.181176823,-9.72227,33.42,0.7,500,2,100,1.0,-9.72227019416,-12.3434,-9.72227019416,500.0,1.0,18.4054,3.50449e-18,-9.72227019416,100.0,1.0,0.01,0.01,342.181176823,0.01,1.0
,8524.82514386,-25.103,97.7,0.7,500,2,100,1.0,-40.4836523762,-37.0533,-40.4836523762,500.0,1.0,68.0127,2.1793e-19,-40.4836523762,200.000000102,1.0,0.005,0.005,8524.82514386,0.005,1.0
,2193.01127657,-10.6164,59.48,0.7,500,2,100,1.0,18.3568154808,-20.3738,18.3568154808,500.0,1.0,65.0172,5.43914e-20,18.3568154808,299.999969474,1.0,0.00333333,0.00333333,2193.01127657,0.00333333,1.0
,282.360334049,-7.42374,35.3,0.7,500,2,100,1.0,2.15415124794,-15.8739,2.15415124794,500.0,1.0,57.1917,5.4346e-20,2.15415124794,400.0,1.0,0.0025,0.0025,282.360334049,0.0025,1.0
1.85884e+08,890.334890812,138.657,66.06,0.7,500,1,100,2136.58,-7.89934736204,130.841,-7.89934736204,467.522785904,88993.7,0.32662,0.000162878,-7.89934736204,12.0082215505,1.06947,0.002,0.0833048,890.334890812,4.54446e-07,0.48548
,1847.00793602,25.3268,43.36,0.7,500,2,100,1.0,25.3268381509,17.8319,25.3268381509,500.0,1.0,42.7614,3.50449e-18,25.3268381509,100.0,1.0,0.01,0.01,1847.00793602,0.01,1.0
,446.463942819,12.805,33.88,0.7,500,2,100,1.0,0.283182265434,7.50531,0.283182265434,500.0,1.0,35.9453,2.1793e-19,0.283182265434,200.000000102,1.0,0.005,0.005,446.463942819,0.005,1.0
,304.407546296,10.3036,35.7,0.7,500,2,100,1.0,5.30086336857,5.97644,5.30086336857,500.0,1.0,31.2145,5.43914e-20,5.30086336857,299.999969474,1.0,0.00333333,0.00333333,304.407546296,0.00333333,1.0
,1314.9218287,11.0426,46.98,0.7,500,2,100,1.0,13.2596137938,7.29517,13.2596137938,500.0,1.0,32.5245,5.4346e-20,13.2596137938,400.0,1.0,0.0025,0.0025,1314.9218287,0.0025,1.0
5.71909e+08,5497.73419909,114.467,44.1,0.7,500,1,100,3747.09,-24.7081789219,107.02,-24.7081789219,461.669919806,156099.0,0.131131,0.000162929,-24.7081789219,12.0045915466,1.08302,0.002,0.0833174,5497.73419909,2.21745e-08,0.041545
,666.470013967,14.3167,66.66,0.7,500,2,100,1.0,14.3166675693,8.91518,14.3166675693,500.0,1.0,25.6867,3.50449e-18,14.3166675693,100.0,1.0,0.01,0.01,666.470013967,0.01,1.0
,225.418562479,6.48095,35.72,0.7,500,2,100,1.0,-1.35476327855,2.66152,-1.35476327855,500.0,1.0,22.4251,2.1793e-19,-1.35476327855,200.000000102,1.0,0.005,0.005,225.418562479,0.005,1.0
,603.772141061,2.7759,39.26,0.7,500,2,100,1.0,-4.63421062782,-0.342653,-4.63421062782,500.0,1.0,23.7056,5.43914e-20,-4.63421062782,299.999969474,1.0,0.00333333,0.00333333,603.772141061,0.00333333,1.0
,3413.56135964,8.40472,40.68,0.7,500,2,100,1.0,25.2911869988,2.60096,25.2911869988,500.0,1.0,36.8968,5.4346e-20,25.2911869988,400.0,1.0,0.0025,0.0025,3413.56135964,0.0025,1.0
2.51247e+08,687.34265786,177.257,40.4,0.7,500,1,100,2483.88,4.89522304134,171.872,4.89522304134,464.616902721,103464.0,0.3326,0.000162892,4.89522304134,12.0072206058,1.07616,0.002,0.0833083,687.34265786,2.42494e-07,0.301163
,411.780110763,4.67244,34.24,0.7,500,2,100,1.0,4.67244137103,2.40687,4.67244137103,500.0,1.0,20.1906,3.50449e-18,4.67244137103,100.0,1.0,0.01,0.01,411.780110763,0.01,1.0
,300.052548491,-3.6758,32.98,0.7,500,2,100,1.0,-12.0240406816,-6.12786,-12.0240406816,500.0,1.0,20.5439,2.1793e-19,-12.0240406816,200.000000102,1.0,0.005,0.005,300.052548491,0.005,1.0
,370.600788718,-0.358503,39.54,0.7,500,2,100,1.0,6.27609064319,-2.3606,6.27609064319,500.0,1.0,20.6319,5.43914e-20,6.27609064319,299.999969474,1.0,0.00333333,0.00333333,370.600788718,0.00333333,1.0
,1661.47655784,-4.10296,72.78,0.7,500,2,100,1.0,-15.3363279391,-6.69991,-15.3363279391,500.0,1.0,27.7945,5.4346e-20,-15.3363279391,400.0,1.0,0.0025,0.0025,1661.47655784,0.0025,1.0
1.25322e+10,705.52407869,49.2682,59.54,0.7,500,1,100,15977.4,-19.1496011296,46.5919,-19.1496011296,457.158353124,798824.0,0.0182993,0.00019637,-19.1496011296,10.0011391998,1.09371,0.002,0.0999943,705.52407869,1.39671e-08,0.111579
,266.873365698,6.47921,36.46,0.7,500,2,100,1.0,6.4792063801,4.0821,6.4792063801,500.0,1.0,16.2544,3.50449e-18,6.4792063801,100.0,1.0,0.01,0.01,266.873365698,0.01,1.0
,8642.40897707,22.2025,53.4,0.7,500,2,100,1.0,37.9258557341,8.92707,37.9258557341,500.0,1.0,68.2445,2.1793e-19,37.9258557341,200.000000102,1.0,0.005,0.005,8642.40897707,0.005,1.0
,345.897475824,15.5477,31.9,0.7,500,2,100,1.0,2.23806729049,4.70835,2.23806729049,500.0,1.0,57.5117,5.43914e-20,2.23806729049,299.999969474,1.0,0.00333333,0.00333333,345.897475824,0.00333333,1.0
,4997.38220698,15.1829,63.12,0.7,500,2,100,1.0,14.0884284625,5.79572,14.0884284625,500.0,1.0,60.975,5.4346e-20,14.0884284625,400.0,1.0,0.0025,0.0025,4997.38220698,0.0025,1.0
1.08524e+09,2677.8177992,286.741,44.74,0.7,500,1,100,5161.5,-2.25501773126,277.974,-2.25501773126,458.62609997,215030.0,0.273686,0.000162943,-2.25501773126,12.0035799853,1.09021,0.002,0.0833209,2677.8177992,7.9961e-08,0.206359
,888.364087542,14.8735,45.42,0.7,500,2,100,1.0,14.8735341221,10.6587,14.8735341221,500.0,1.0,29.656,3.50449e-18,14.8735341221,100.0,1.0,0.01,0.01,888.364087542,0.01,1.0
,322.358204972,8.90801,92.62,0.7,500,2,100,1.0,2.94249048122,5.92766,2.94249048122,500.0,1.0,25.1971,2.1793e-19,2.94249048122,200.000000102,1.0,0.005,0.005,322.358204972,0.005,1.0
,759.088537478,9.09833,31.0,0.7,500,2,100,1.0,9.47895808612,6.66488,9.47895808612,500.0,1.0,25.9583,5.43914e-20,9.47895808612,299.999969474,1.0,0.00333333,0.00333333,759.088537478,0.00333333,1.0
,1038.6117022,5.96617,43.44,0.7,500,2,100,1.0,-3.43032100145,3.81832,-3.43032100145,500.0,1.0,28.1401,5.4346e-20,-3.43032100145,400.0,1.0,0.0025,0.0025,1038.6117022,0.0025,1.0
3.48912e+08,2464.81294576,139.361,70.94,0.7,500,1,100,2927.03,24.8031168904,135.141,24.8031168904,467.552752771,121926.0,0.225842,0.000162901,24.8031168904,12.0066221637,1.0694,0.002,0.0833104,2464.81294576,2.67898e-07,0.392073
,3289.38039352,-27.4472,101.8,0.7,500,2,100,1.0,-27.4472091504,-35.7643,-27.4472091504,500.0,1.0,57.0656,3.50449e-18,-27.4472091504,100.0,1.0,0.01,0.01,3289.38039352,0.01,1.0
,499.358545497,-16.9236,41.4,0.7,500,2,100,1.0,-6.40006528331,-22.8047,-6.40006528331,500.0,1.0,44.5665,2.1793e-19,-6.40006528331,200.000000102,1.0,0.005,0.005,499.358545497,0.005,1.0
,58.8027392321,-15.072,34.44,0.7,500,2,100,1.0,-11.3687860679,-19.8739,-11.3687860679,500.0,1.0,36.7475,5.43914e-20,-11.3687860679,299.999969474,1.0,0.00333333,0.00333333,58.8027392321,0.00333333,1.0
,1981.75194135,-17.3167,54.58,0.7,500,2,100,1.0,-24.0506985297,-21.4752,-24.0506985297,500.0,1.0,38.9664,5.4346e-20,-24.0506985297,400.0,1.0,0.0025,0.0025,1981.75194135,0.0025,1.0
4.0379e+08,363.135870846,67.16,31.6,0.7,500,1,100,3148.73,-4.28458019956,63.2782,-4.28458019956,459.063761677,131164.0,0.117388,0.000162909,-4.28458019956,12.0060065347,1.08917,0.002,0.0833125,363.135870846,7.72725e-08,0.121655
,2648.32549607,0.198951,50.44,0.7,500,2,100,1.0,0.198949424216,-6.64507,0.198949424216,500.0,1.0,51.2039,3.50449e-18,0.198949424216,100.0,1.0,0.01,0.01,2648.32549607,0.01,1.0
,1056.46462136,11.5061,59.16,0.7,500,2,100,1.0,22.8132076428,6.66663,22.8132076428,500.0,1.0,44.2913,2.1793e-19,22.8132076428,200.000000102,1.0,0.005,0.005,1056.46462136,0.005,1.0
,667.486763404,0.771215,48.16,0.7,500,2,100,1.0,-20.6985115393,-3.18018,-20.6985115393,500.0,1.0,41.9352,5.43914e-20,-20.6985115393,299.999969474,1.0,0.00333333,0.00333333,667.486763404,0.00333333,1.0
,171.247965107,1.01893,30.56,0.7,500,2,100,1.0,1.76206583894,-2.40308,1.76206583894,500.0,1.0,36.8983,5.4346e-20,1.76206583894,400.0,1.0,0.0025,0.0025,171.247965107,0.0025,1.0
1.077e+09,161.142787094,104.531,35.68,0.7,500,1,100,4684.25,0.149351062287,101.309,0.149351062287,451.393044983,234178.0,0.0961957,0.000196334,0.149351062287,10.0029559156,1.10768,0.002,0.0999852,161.142787094,2.26e-08,0.0529319
