VarVanillaIw,VarRet,J,AvgEpLen,Delta,BatchSize,IterType,EpsThisIter,AvgVanillaIw,VanillaAvgRet,Bound,AvgDiscRet,ESSRenyi,MaxVanillaIw,VarJ,VarNormIw,AvgRet,ESSClassic,eRenyi2,AvgNormIw,MaxNormIw,VarDiscRet,MinNormIw,MinVanillaIw
,2359.09220586,0.561202,44.16,0.7,500,2,100,1.0,-2.24522435444,-3.569,-2.24522435444,500.0,1.0,31.0805,5.4346e-20,-2.24522435444,400.0,1.0,0.0025,0.0025,2359.09220586,0.0025,1.0
1.72182e+08,76.4017574276,126.123,35.62,0.7,500,1,100,1873.55,1.66131680039,122.29,1.66131680039,464.227109031,93634.2,0.40136,0.000196207,1.66131680039,10.0092738308,1.07706,0.002,0.0999537,76.4017574276,2.98528e-07,0.279654
,1988.63894261,-23.5203,51.64,0.7,500,2,100,1.0,-23.5202799763,-32.4564,-23.5202799763,500.0,1.0,44.3706,3.50449e-18,-23.5202799763,100.0,1.0,0.01,0.01,1988.63894261,0.01,1.0
,681.596521237,-8.29023,79.8,0.7,500,2,100,1.0,6.93982314014,-14.609,6.93982314014,500.0,1.0,39.4173,2.1793e-19,6.93982314014,200.000000102,1.0,0.005,0.005,681.596521237,0.005,1.0
,408.242253034,-11.0186,34.72,0.7,500,2,100,1.0,-16.4752149499,-16.1778,-16.4752149499,500.0,1.0,34.43,5.43914e-20,-16.4752149499,299.999969474,1.0,0.00333333,0.00333333,408.242253034,0.00333333,1.0
,598.430510906,-8.96567,40.96,0.7,500,2,100,1.0,-2.80701319102,-13.4337,-2.80701319102,500.0,1.0,32.4009,5.4346e-20,-2.80701319102,400.0,1.0,0.0025,0.0025,598.430510906,0.0025,1.0
5.62543e+08,1015.91256203,76.2199,43.04,0.7,500,1,100,3385.68,-1.28673627971,72.0492,-1.28673627971,459.059038769,169245.0,0.136208,0.000196301,-1.28673627971,10.0045588815,1.08918,0.002,0.0999772,1015.91256203,7.19116e-08,0.121735
,4464.98875526,-4.258,75.56,0.7,500,2,100,1.0,-4.25800170393,-12.7243,-4.25800170393,500.0,1.0,66.4856,3.50449e-18,-4.25800170393,100.0,1.0,0.01,0.01,4464.98875526,0.01,1.0
,129.038691785,-2.6222,43.88,0.7,500,2,100,1.0,-0.986392719759,-8.60874,-0.986392719759,500.0,1.0,47.715,2.1793e-19,-0.986392719759,200.000000102,1.0,0.005,0.005,129.038691785,0.005,1.0
,696.78488174,-3.39077,37.48,0.7,500,2,100,1.0,-4.92792470436,-8.27876,-4.92792470436,500.0,1.0,41.8202,5.43914e-20,-4.92792470436,299.999969474,1.0,0.00333333,0.00333333,696.78488174,0.00333333,1.0
,263.429319242,-4.26936,31.88,0.7,500,2,100,1.0,-6.90511435041,-8.50248,-6.90511435041,500.0,1.0,37.1378,5.4346e-20,-6.90511435041,400.0,1.0,0.0025,0.0025,263.429319242,0.0025,1.0
1.98317e+09,385.975026126,88.4309,40.46,0.7,500,1,100,6356.2,-4.94821930098,84.485,-4.94821930098,460.346857301,317774.0,0.0765749,0.000196347,-4.94821930098,10.0022949066,1.08614,0.002,0.0999885,385.975026126,3.13649e-08,0.0996809
,439.408434165,-6.5785,46.42,0.7,500,2,100,1.0,-6.57849994959,-10.3249,-6.57849994959,500.0,1.0,20.857,3.50449e-18,-6.57849994959,100.0,1.0,0.01,0.01,439.408434165,0.01,1.0
,1759.95503702,-12.6603,38.78,0.7,500,2,100,1.0,-18.7420252142,-18.6522,-18.7420252142,500.0,1.0,33.551,2.1793e-19,-18.7420252142,200.000000102,1.0,0.005,0.005,1759.95503702,0.005,1.0
,6223.75311133,-0.596835,88.42,0.7,500,2,100,1.0,23.5300159503,-9.30562,23.5300159503,500.0,1.0,55.6358,5.43914e-20,23.5300159503,299.999969474,1.0,0.00333333,0.00333333,6223.75311133,0.00333333,1.0
,1569.01968971,4.20164,41.22,0.7,500,2,100,1.0,18.5970780496,-3.34038,18.5970780496,500.0,1.0,52.7154,5.4346e-20,18.5970780496,400.0,1.0,0.0025,0.0025,1569.01968971,0.0025,1.0
1.24495e+09,1317.11162617,230.383,41.88,0.7,500,1,100,5528.17,14.3533548512,223.341,14.3533548512,458.838376324,230310.0,0.19733,0.000162948,14.3533548512,12.0032399577,1.08971,0.002,0.0833221,1317.11162617,7.44591e-08,0.205811
,892.758601153,-0.369505,63.34,0.7,500,2,100,1.0,-0.369505079848,-5.05948,-0.369505079848,500.0,1.0,29.7293,3.50449e-18,-0.369505079848,100.0,1.0,0.01,0.01,892.758601153,0.01,1.0
,293.111746009,-10.0759,45.08,0.7,500,2,100,1.0,-19.7822322034,-13.3922,-19.7822322034,500.0,1.0,26.1002,2.1793e-19,-19.7822322034,200.000000102,1.0,0.005,0.005,293.111746009,0.005,1.0
,1314.71016809,-8.86928,75.88,0.7,500,2,100,1.0,-6.45609014356,-11.8871,-6.45609014356,500.0,1.0,29.8482,5.43914e-20,-6.45609014356,299.999969474,1.0,0.00333333,0.00333333,1314.71016809,0.00333333,1.0
,535.157031517,-10.0929,42.46,0.7,500,2,100,1.0,-13.7639089284,-12.7065,-13.7639089284,500.0,1.0,28.3748,5.4346e-20,-13.7639089284,400.0,1.0,0.0025,0.0025,535.157031517,0.0025,1.0
2.15003e+09,794.144137577,71.6327,47.68,0.7,500,1,100,6618.21,7.37069697103,69.1958,7.37069697103,460.090633699,330872.0,0.0561716,0.000196347,7.37069697103,10.0022938911,1.08674,0.002,0.0999885,794.144137577,4.45703e-08,0.147488
,2932.73501811,-3.46063,91.68,0.7,500,2,100,1.0,-3.46063364338,-10.5408,-3.46063364338,500.0,1.0,53.8833,3.50449e-18,-3.46063364338,100.0,1.0,0.01,0.01,2932.73501811,0.01,1.0
,2169.53127989,5.84306,47.2,0.7,500,2,100,1.0,15.1467505566,-0.317288,15.1467505566,500.0,1.0,51.1095,2.1793e-19,15.1467505566,200.000000102,1.0,0.005,0.005,2169.53127989,0.005,1.0
,997.462411794,6.39014,45.42,0.7,500,2,100,1.0,7.48431023452,1.36024,7.48431023452,500.0,1.0,45.5106,5.43914e-20,7.48431023452,299.999969474,1.0,0.00333333,0.00333333,997.462411794,0.00333333,1.0
,113.669815141,5.58805,34.46,0.7,500,2,100,1.0,3.18176010706,1.23202,3.18176010706,500.0,1.0,39.7929,5.4346e-20,3.18176010706,400.0,1.0,0.0025,0.0025,113.669815141,0.0025,1.0
2.79884e+09,213.263419725,133.068,35.88,0.7,500,1,100,8288.47,12.5838814798,128.98,12.5838814798,454.068517372,345322.0,0.0671862,0.000162963,12.5838814798,12.0021388438,1.10116,0.002,0.0833259,213.263419725,1.01931e-08,0.0422427
