J,IterType,MinNormIw,MaxVanillaIw,VarNormIw,Bound,Delta,VarVanillaIw,eRenyi2,VarDiscRet,MinVanillaIw,VarRet,BatchSize,AvgNormIw,AvgDiscRet,ESSClassic,VarJ,ESSRenyi,VanillaAvgRet,MaxNormIw,EpsThisIter,AvgEpLen,AvgRet,AvgVanillaIw
-33.1984,2,0.005,1.0,2.1793e-19,-46.922,0.3,,1.0,7865.33351827,1.0,7865.33351827,500,0.005,-34.7701562576,200.000000102,88.2666,500.0,-34.7701562576,0.005,100,266.81,-34.7701562576,1.0
-35.8472,2,0.00333333,1.0,5.43914e-20,-47.0525,0.3,,1.0,7599.90940244,1.0,7599.90940244,500,0.00333333,-41.1448216882,299.999969474,87.8407,500.0,-41.1448216882,0.00333333,100,262.73,-41.1448216882,1.0
-36.8958,2,0.0025,1.0,5.4346e-20,-46.5998,0.3,,1.0,7462.50716258,1.0,7462.50716258,500,0.0025,-40.0413305236,400.0,87.3914,500.0,-40.0413305236,0.0025,100,256.3,-40.0413305236,1.0
-37.5916,1,0.002,1.0,5.43187e-20,-46.3994,0.3,,1.0,7507.37514269,1.0,7507.37514269,500,0.002,-40.3751476298,500.000006643,87.1677,500.0,-40.3751476298,0.002,100,254.83,-40.3751476298,1.0
-16.9294,2,0.01,1.0,3.50449e-18,-36.1276,0.3,,1.0,7998.3612365,1.0,7998.3612365,500,0.01,-16.9294420006,100.0,88.9853,500.0,-16.9294420006,0.01,100,301.93,-16.9294420006,1.0
-23.1672,2,0.005,1.0,2.1793e-19,-36.7424,0.3,,1.0,7760.65598994,1.0,7760.65598994,500,0.005,-29.4050248665,200.000000102,88.5416,500.0,-29.4050248665,0.005,100,282.82,-29.4050248665,1.0
-27.9472,2,0.00333333,1.0,5.43914e-20,-39.0313,0.3,,1.0,7608.19483879,1.0,7608.19483879,500,0.00333333,-37.5072468373,299.999969474,88.2203,500.0,-37.5072468373,0.00333333,100,255.82,-37.5072468373,1.0
-28.455,2,0.0025,1.0,5.4346e-20,-38.1955,0.3,,1.0,7834.12405687,1.0,7834.12405687,500,0.0025,-29.978113315,400.0,88.1863,500.0,-29.978113315,0.0025,100,277.99,-29.978113315,1.0
-30.804,1,0.002,1.0,5.43187e-20,-39.6709,0.3,,1.0,7524.41842871,1.0,7524.41842871,500,0.002,-40.2001807109,500.000006643,87.9396,500.0,-40.2001807109,0.002,100,250.26,-40.2001807109,1.0
-18.1806,2,0.01,1.0,3.50449e-18,-37.4033,0.3,,1.0,8077.15290065,1.0,8077.15290065,500,0.01,-18.1806066975,100.0,89.4225,500.0,-18.1806066975,0.01,100,316.74,-18.1806066975,1.0
-24.3183,2,0.005,1.0,2.1793e-19,-38.3342,0.3,,1.0,8011.31066832,1.0,8011.31066832,500,0.005,-30.455952149,200.000000102,89.4509,500.0,-30.455952149,0.005,100,280.5,-30.455952149,1.0
-23.5368,2,0.00333333,1.0,5.43914e-20,-34.9807,0.3,,1.0,8059.34395005,1.0,8059.34395005,500,0.00333333,-21.9738248819,299.999969474,89.4154,500.0,-21.9738248819,0.00333333,100,292.62,-21.9738248819,1.0
-26.5354,2,0.0025,1.0,5.4346e-20,-36.4462,0.3,,1.0,7951.49878441,1.0,7951.49878441,500,0.0025,-35.5312988438,400.0,89.3941,500.0,-35.5312988438,0.0025,100,275.76,-35.5312988438,1.0
-29.2371,1,0.00199595,1.00118,4.81854e-13,-38.1016,0.3,1.20463e-07,1.00001,7720.75437643,0.99797,7720.75437643,500,0.002,-40.0575633852,499.999874822,89.1686,499.996185332,-40.0575633852,0.00200237,100,257.02,-40.0575633852,0.999994
-27.7606,2,0.01,1.0,3.50449e-18,-47.3966,0.3,,1.0,7833.98384583,1.0,7833.98384583,500,0.01,-27.7605698565,100.0,88.0661,500.0,-27.7605698565,0.01,100,281.97,-27.7605698565,1.0
-34.725,2,0.005,1.0,2.1793e-19,-48.6098,0.3,,1.0,7655.04174992,1.0,7655.04174992,500,0.005,-41.6894174371,200.000000102,87.8383,500.0,-41.6894174371,0.005,100,256.08,-41.6894174371,1.0
-31.4203,2,0.00333333,1.0,5.43914e-20,-42.8764,0.3,,1.0,7988.47612862,1.0,7988.47612862,500,0.00333333,-24.8109942742,299.999969474,88.3275,500.0,-24.8109942742,0.00333333,100,289.34,-24.8109942742,1.0
-33.5495,2,0.0025,1.0,5.4346e-20,-43.4707,0.3,,1.0,7707.73182536,1.0,7707.73182536,500,0.0025,-39.9368413754,400.0,88.1622,500.0,-39.9368413754,0.0025,100,249.6,-39.9368413754,1.0
-36.2188,1,0.002,1.0,5.43187e-20,-45.0926,0.3,,1.0,7350.89167456,1.0,7350.89167456,500,0.002,-46.8960954654,500.000006643,87.7613,500.0,-46.8960954654,0.002,100,241.74,-46.8960954654,1.0
-27.8053,2,0.01,1.0,3.50449e-18,-47.3641,0.3,,1.0,7716.73678476,1.0,7716.73678476,500,0.01,-27.8052890812,100.0,87.4046,500.0,-27.8052890812,0.01,100,285.32,-27.8052890812,1.0
-32.9352,2,0.005,1.0,2.1793e-19,-46.9876,0.3,,1.0,7655.19960498,1.0,7655.19960498,500,0.005,-38.0650061245,200.000000102,87.3809,500.0,-38.0650061245,0.005,100,257.93,-38.0650061245,1.0
-36.4845,2,0.00333333,1.0,5.43914e-20,-48.0027,0.3,,1.0,7490.77828648,1.0,7490.77828648,500,0.00333333,-43.5831853188,299.999969474,87.1059,500.0,-43.5831853188,0.00333333,100,250.58,-43.5831853188,1.0
-37.0458,2,0.0025,1.0,5.4346e-20,-47.5211,0.3,,1.0,7405.38738714,1.0,7405.38738714,500,0.0025,-38.7297042081,400.0,86.743,500.0,-38.7297042081,0.0025,100,270.18,-38.7297042081,1.0
-39.2445,1,0.002,1.0,5.43187e-20,-48.6139,0.3,,1.0,7214.29167641,1.0,7214.29167641,500,0.002,-48.0392489921,500.000006643,86.4133,500.0,-48.0392489921,0.002,100,229.59,-48.0392489921,1.0
-28.0138,2,0.01,1.0,3.50449e-18,-47.2703,0.3,,1.0,8012.65794804,1.0,8012.65794804,500,0.01,-28.0137707888,100.0,89.0648,500.0,-28.0137707888,0.01,100,281.66,-28.0137707888,1.0
-30.6267,2,0.005,1.0,2.1793e-19,-44.4857,0.3,,1.0,7968.8888959,1.0,7968.8888959,500,0.005,-33.2397114765,200.000000102,88.9814,500.0,-33.2397114765,0.005,100,267.56,-33.2397114765,1.0
-29.4041,2,0.00333333,1.0,5.43914e-20,-40.9784,0.3,,1.0,8021.90817716,1.0,8021.90817716,500,0.00333333,-26.9587653008,299.999969474,89.0432,500.0,-26.9587653008,0.00333333,100,287.89,-26.9587653008,1.0
-26.4926,2,0.0025,1.0,5.4346e-20,-36.5162,0.3,,1.0,8032.26688408,1.0,8032.26688408,500,0.0025,-17.7579668563,400.0,89.2184,500.0,-17.7579668563,0.0025,100,302.25,-17.7579668563,1.0
-27.6069,1,0.002,1.0,5.43187e-20,-36.5723,0.3,,1.0,7886.21849418,1.0,7886.21849418,500,0.002,-32.0644451874,500.000006643,89.0751,500.0,-32.0644451874,0.002,100,270.09,-32.0644451874,1.0
-28.6194,2,0.01,1.0,3.50449e-18,-47.6192,0.3,,1.0,7841.94132394,1.0,7841.94132394,500,0.01,-28.6193753703,100.0,88.1108,500.0,-28.6193753703,0.01,100,283.47,-28.6193753703,1.0
-41.6977,2,0.005,1.0,2.1793e-19,-55.423,0.3,,1.0,6812.99869291,1.0,6812.99869291,500,0.005,-54.7759565888,200.000000102,86.1698,500.0,-54.7759565888,0.005,100,220.6,-54.7759565888,1.0
-40.1387,2,0.00333333,1.0,5.43914e-20,-51.3454,0.3,,1.0,7904.61798815,1.0,7904.61798815,500,0.00333333,-37.0208088868,299.999969474,86.9686,500.0,-37.0208088868,0.00333333,100,264.9,-37.0208088868,1.0
-42.7947,2,0.0025,1.0,5.4346e-20,-52.5,0.3,,1.0,6878.97033274,1.0,6878.97033274,500,0.0025,-50.7627824443,400.0,86.0021,500.0,-50.7627824443,0.0025,100,229.02,-50.7627824443,1.0
-38.7358,1,0.002,1.0,5.43187e-20,-47.6413,0.3,,1.0,7764.47577207,1.0,7764.47577207,500,0.002,-22.4999719934,500.000006643,86.72,500.0,-22.4999719934,0.002,100,295.83,-22.4999719934,1.0
-31.169,2,0.01,1.0,3.50449e-18,-51.1016,0.3,,1.0,7940.70501954,1.0,7940.70501954,500,0.01,-31.1689972264,100.0,88.664,500.0,-31.1689972264,0.01,100,282.93,-31.1689972264,1.0
-34.9224,2,0.005,1.0,2.1793e-19,-49.0169,0.3,,1.0,7696.18213009,1.0,7696.18213009,500,0.005,-38.6757300163,200.000000102,88.0588,500.0,-38.6757300163,0.005,100,254.21,-38.6757300163,1.0
-36.5634,2,0.00333333,1.0,5.43914e-20,-48.0715,0.3,,1.0,7605.0730972,1.0,7605.0730972,500,0.00333333,-39.8454255441,299.999969474,87.662,500.0,-39.8454255441,0.00333333,100,263.06,-39.8454255441,1.0
-37.9333,2,0.0025,1.0,5.4346e-20,-47.8997,0.3,,1.0,7677.39870208,1.0,7677.39870208,500,0.0025,-42.0432423674,400.0,87.5743,500.0,-42.0432423674,0.0025,100,254.91,-42.0432423674,1.0
-36.8441,1,0.002,1.0,5.43187e-20,-45.7582,0.3,,1.0,7897.06826642,1.0,7897.06826642,500,0.002,-32.4869425835,500.000006643,87.7711,500.0,-32.4869425835,0.002,100,278.88,-32.4869425835,1.0
-47.358,2,0.01,1.0,3.50449e-18,-66.9766,0.3,,1.0,7660.52256216,1.0,7660.52256216,500,0.01,-47.3579912469,100.0,87.0857,500.0,-47.3579912469,0.01,100,246.33,-47.3579912469,1.0
-34.8403,2,0.005,1.0,2.1793e-19,-48.7128,0.3,,1.0,7926.75050645,1.0,7926.75050645,500,0.005,-22.3226648792,200.000000102,88.7265,500.0,-22.3226648792,0.005,100,297.07,-22.3226648792,1.0
-38.2363,2,0.00333333,1.0,5.43914e-20,-49.6621,0.3,,1.0,7396.56895777,1.0,7396.56895777,500,0.00333333,-45.0282331998,299.999969474,87.8191,500.0,-45.0282331998,0.00333333,100,241.58,-45.0282331998,1.0
-38.0425,2,0.0025,1.0,5.4346e-20,-47.9375,0.3,,1.0,7744.40205909,1.0,7744.40205909,500,0.0025,-37.4611698704,400.0,87.7553,500.0,-37.4611698704,0.0025,100,264.72,-37.4611698704,1.0
