J,IterType,MinNormIw,MaxVanillaIw,VarNormIw,Bound,Delta,VarVanillaIw,eRenyi2,VarDiscRet,MinVanillaIw,VarRet,BatchSize,AvgNormIw,AvgDiscRet,ESSClassic,VarJ,ESSRenyi,VanillaAvgRet,MaxNormIw,EpsThisIter,AvgEpLen,AvgRet,AvgVanillaIw
-52.9426,2,0.005,1.0,2.1793e-19,-66.9734,0.3,,1.0,7197.18675815,1.0,7197.18675815,500,0.005,-49.0497598675,200.000000102,82.5723,500.0,-49.0497598675,0.005,100,231.23,-49.0497598675,1.0
-45.478,2,0.00333333,1.0,5.43914e-20,-56.9341,0.3,,1.0,7646.04901392,1.0,7646.04901392,500,0.00333333,-30.5489003339,299.999969474,84.7354,500.0,-30.5489003339,0.00333333,100,274.65,-30.5489003339,1.0
-44.6126,2,0.0025,1.0,5.4346e-20,-54.5338,0.3,,1.0,7644.59872337,1.0,7644.59872337,500,0.0025,-42.0163127629,400.0,85.3191,500.0,-42.0163127629,0.0025,100,246.1,-42.0163127629,1.0
-13.5271,1,4.13469e-07,54.3106,2.86739e-05,-35.9475,0.3,12.9265,6.32442,7989.86530601,0.000277613,7989.86530601,500,0.002,-27.3583744746,61.3185728847,222.976,79.0586750787,-27.3583744746,0.0808886,100,275.8,-27.3583744746,1.34285
-29.9967,2,0.01,1.0,3.50449e-18,-49.9051,0.3,,1.0,7779.41946529,1.0,7779.41946529,500,0.01,-29.9966530269,100.0,87.7589,500.0,-29.9966530269,0.01,100,268.09,-29.9966530269,1.0
-36.7302,2,0.005,1.0,2.1793e-19,-50.8076,0.3,,1.0,7426.80400825,1.0,7426.80400825,500,0.005,-43.463784167,200.000000102,87.0197,500.0,-43.463784167,0.005,100,246.38,-43.463784167,1.0
-34.0745,2,0.00333333,1.0,5.43914e-20,-45.5687,0.3,,1.0,7474.09713768,1.0,7474.09713768,500,0.00333333,-28.7631436524,299.999969474,86.7689,500.0,-28.7631436524,0.00333333,100,271.63,-28.7631436524,1.0
-32.0453,2,0.0025,1.0,5.4346e-20,-41.9995,0.3,,1.0,7618.64322222,1.0,7618.64322222,500,0.0025,-25.9576287683,400.0,86.8596,500.0,-25.9576287683,0.0025,100,282.46,-25.9576287683,1.0
42.6808,1,,60.4279,9.60882e-05,-6.33883,0.3,31.3098,26.5567,7971.85913201,,7971.85913201,500,0.002,-31.2627569652,20.0208159219,189.67,18.8276406577,-31.2627569652,0.10586,100,275.75,-31.2627569652,1.14165
-42.1655,2,0.01,1.0,3.50449e-18,-61.636,0.3,,1.0,7699.98635893,1.0,7699.98635893,500,0.01,-42.1654498695,100.0,87.3097,500.0,-42.1654498695,0.01,100,250.18,-42.1654498695,1.0
-43.3106,2,0.005,1.0,2.1793e-19,-57.5973,0.3,,1.0,7435.06091402,1.0,7435.06091402,500,0.005,-44.4558135475,200.000000102,86.563,500.0,-44.4558135475,0.005,100,241.22,-44.4558135475,1.0
-41.2026,2,0.00333333,1.0,5.43914e-20,-52.8677,0.3,,1.0,7841.16927633,1.0,7841.16927633,500,0.00333333,-36.9865485891,299.999969474,87.1316,500.0,-36.9865485891,0.00333333,100,260.42,-36.9865485891,1.0
-39.8621,2,0.0025,1.0,5.4346e-20,-50.6674,0.3,,1.0,7902.59991536,1.0,7902.59991536,500,0.0025,-35.8406790705,400.0,87.4941,500.0,-35.8406790705,0.0025,100,268.02,-35.8406790705,1.0
-4.96967,1,2.43954e-14,24.7739,2.65873e-05,-33.1682,0.3,9.0535,8.5132,7864.29957286,1.42357e-11,7864.29957286,500,0.002,-27.3134712544,65.5005537956,225.807,58.732355805,-27.3134712544,0.0424544,100,278.52,-27.3134712544,1.16708
-23.772,2,0.01,1.0,3.50449e-18,-43.6519,0.3,,1.0,7970.50642737,1.0,7970.50642737,500,0.01,-23.7719933701,100.0,88.8302,500.0,-23.7719933701,0.01,100,292.09,-23.7719933701,1.0
-29.94,2,0.005,1.0,2.1793e-19,-43.9972,0.3,,1.0,7782.36605472,1.0,7782.36605472,500,0.005,-36.1079783639,200.000000102,88.5196,500.0,-36.1079783639,0.005,100,273.19,-36.1079783639,1.0
-32.7113,2,0.00333333,1.0,5.43914e-20,-44.3332,0.3,,1.0,7884.32259658,1.0,7884.32259658,500,0.00333333,-38.2538272231,299.999969474,88.5494,500.0,-38.2538272231,0.00333333,100,264.32,-38.2538272231,1.0
-30.9378,2,0.0025,1.0,5.4346e-20,-41.0027,0.3,,1.0,8136.40106151,1.0,8136.40106151,500,0.0025,-25.6172912205,400.0,88.9041,500.0,-25.6172912205,0.0025,100,278.08,-25.6172912205,1.0
-12.3792,1,1.85267e-06,98.5194,6.2463e-05,-31.6992,0.3,20.2088,4.60579,7582.76213564,0.0010538,7582.76213564,500,0.002,-37.0782320582,30.148606509,318.552,108.559118553,-37.0782320582,0.173206,100,256.76,-37.0782320582,1.1376
-27.1993,2,0.01,1.0,3.50449e-18,-45.9981,0.3,,1.0,7904.10092087,1.0,7904.10092087,500,0.01,-27.1993238958,100.0,88.4594,500.0,-27.1993238958,0.01,100,277.53,-27.1993238958,1.0
-29.7856,2,0.005,1.0,2.1793e-19,-43.14,0.3,,1.0,7806.34569097,1.0,7806.34569097,500,0.005,-32.3719378431,200.000000102,88.2234,500.0,-32.3719378431,0.005,100,278.84,-32.3719378431,1.0
-30.1472,2,0.00333333,1.0,5.43914e-20,-41.4094,0.3,,1.0,7876.87225786,1.0,7876.87225786,500,0.00333333,-30.8703881257,299.999969474,88.2527,500.0,-30.8703881257,0.00333333,100,278.62,-30.8703881257,1.0
-28.4795,2,0.0025,1.0,5.4346e-20,-38.7239,0.3,,1.0,8192.34549827,1.0,8192.34549827,500,0.0025,-23.4763361189,400.0,88.7544,500.0,-23.4763361189,0.0025,100,293.88,-23.4763361189,1.0
29.3594,1,1.45293e-07,546.929,0.0005559,0.344021,0.3,599.398,10.0275,7875.10820329,0.00015087,7875.10820329,500,0.002,-37.8021835742,3.57917382603,519.718,49.8629759168,-37.8021835742,0.52671,100,253.87,-37.8021835742,2.07678
-25.8086,2,0.01,1.0,3.50449e-18,-45.2937,0.3,,1.0,8027.62061736,1.0,8027.62061736,500,0.01,-25.8086309491,100.0,89.1479,500.0,-25.8086309491,0.01,100,285.08,-25.8086309491,1.0
-36.6281,2,0.005,1.0,2.1793e-19,-50.4061,0.3,,1.0,7340.3686547,1.0,7340.3686547,500,0.005,-47.4476191754,200.000000102,87.8875,500.0,-47.4476191754,0.005,100,234.28,-47.4476191754,1.0
-38.2077,2,0.00333333,1.0,5.43914e-20,-49.4574,0.3,,1.0,7649.15092628,1.0,7649.15092628,500,0.00333333,-41.3667927648,299.999969474,87.6281,500.0,-41.3667927648,0.00333333,100,251.77,-41.3667927648,1.0
-35.6963,2,0.0025,1.0,5.4346e-20,-45.4388,0.3,,1.0,8266.34828715,1.0,8266.34828715,500,0.0025,-28.1620286214,400.0,88.4526,500.0,-28.1620286214,0.0025,100,281.3,-28.1620286214,1.0
-13.6954,1,2.80098e-10,20.1232,1.66906e-05,-33.0059,0.3,3.98121,4.91086,7916.40954814,1.36798e-07,7916.40954814,500,0.002,-33.8627848951,96.8183974105,201.072,101.815198951,-33.8627848951,0.0412028,100,269.43,-33.8627848951,0.97679
-49.4833,2,0.01,1.0,3.50449e-18,-68.5848,0.3,,1.0,7315.23808993,1.0,7315.23808993,500,0.01,-49.4833284628,100.0,85.1004,500.0,-49.4833284628,0.01,100,235.76,-49.4833284628,1.0
-49.5239,2,0.005,1.0,2.1793e-19,-63.0803,0.3,,1.0,7305.35589822,1.0,7305.35589822,500,0.005,-49.5645290887,200.000000102,85.0717,500.0,-49.5645290887,0.005,100,234.83,-49.5645290887,1.0
-45.6997,2,0.00333333,1.0,5.43914e-20,-56.9253,0.3,,1.0,7628.07450472,1.0,7628.07450472,500,0.00333333,-38.0512141039,299.999969474,85.8563,500.0,-38.0512141039,0.00333333,100,263.54,-38.0512141039,1.0
-43.6439,2,0.0025,1.0,5.4346e-20,-53.8186,0.3,,1.0,7970.7087019,1.0,7970.7087019,500,0.0025,-37.4765439385,400.0,86.6828,500.0,-37.4765439385,0.0025,100,259.88,-37.4765439385,1.0
-8.93739,1,1.63174e-08,81.0275,5.23585e-05,-33.6445,0.3,17.3447,7.37071,8016.70798827,9.39158e-06,8016.70798827,500,0.002,-28.2445046409,35.5531468315,291.617,67.8361061313,-28.2445046409,0.140781,100,284.91,-28.2445046409,1.15112
-43.6618,2,0.01,1.0,3.50449e-18,-63.2935,0.3,,1.0,7714.29508357,1.0,7714.29508357,500,0.01,-43.6617891574,100.0,87.3908,500.0,-43.6617891574,0.01,100,243.62,-43.6617891574,1.0
-37.9343,2,0.005,1.0,2.1793e-19,-52.4806,0.3,,1.0,7977.89705311,1.0,7977.89705311,500,0.005,-32.2068781101,200.000000102,88.3201,500.0,-32.2068781101,0.005,100,270.55,-32.2068781101,1.0
-37.3963,2,0.00333333,1.0,5.43914e-20,-49.2733,0.3,,1.0,7832.83611263,1.0,7832.83611263,500,0.00333333,-36.3202574747,299.999969474,88.2367,500.0,-36.3202574747,0.00333333,100,262.68,-36.3202574747,1.0
-36.7415,2,0.0025,1.0,5.4346e-20,-47.0273,0.3,,1.0,7991.22997684,1.0,7991.22997684,500,0.0025,-34.7771450565,400.0,88.4217,500.0,-34.7771450565,0.0025,100,266.19,-34.7771450565,1.0
-14.9095,1,5.83253e-09,35.45,1.80015e-05,-34.07,0.3,3.83091,4.33762,8074.38560051,2.69063e-06,8074.38560051,500,0.002,-36.5017900585,91.0520673105,198.667,115.270668011,-36.5017900585,0.0768455,100,260.65,-36.5017900585,0.92263
-29.1982,2,0.01,1.0,3.50449e-18,-48.201,0.3,,1.0,7991.3735233,1.0,7991.3735233,500,0.01,-29.1981634011,100.0,88.9464,500.0,-29.1981634011,0.01,100,288.05,-29.1981634011,1.0
-34.5178,2,0.005,1.0,2.1793e-19,-48.4108,0.3,,1.0,7716.68733368,1.0,7716.68733368,500,0.005,-39.8375015389,200.000000102,88.3391,500.0,-39.8375015389,0.005,100,257.87,-39.8375015389,1.0
-31.2675,2,0.00333333,1.0,5.43914e-20,-42.6111,0.3,,1.0,7795.80954557,1.0,7795.80954557,500,0.00333333,-24.7667741391,299.999969474,88.2965,500.0,-24.7667741391,0.00333333,100,293.28,-24.7667741391,1.0
-31.9112,2,0.0025,1.0,5.4346e-20,-42.068,0.3,,1.0,7556.39329452,1.0,7556.39329452,500,0.0025,-33.8425501368,400.0,87.8559,500.0,-33.8425501368,0.0025,100,275.96,-33.8425501368,1.0
-16.7811,1,2.48824e-07,14.9302,6.85145e-06,-31.4762,0.3,1.59835,2.61664,7835.13797449,0.000120181,7835.13797449,500,0.002,-29.9542725967,184.540281372,142.681,191.084917377,-29.9542725967,0.0309116,100,275.81,-29.9542725967,0.965995
-36.8374,2,0.01,1.0,3.50449e-18,-55.8443,0.3,,1.0,7900.25638218,1.0,7900.25638218,500,0.01,-36.8373783072,100.0,88.4379,500.0,-36.8373783072,0.01,100,261.88,-36.8373783072,1.0
-42.8491,2,0.005,1.0,2.1793e-19,-56.3287,0.3,,1.0,7190.93209031,1.0,7190.93209031,500,0.005,-48.8608850582,200.000000102,86.6388,500.0,-48.8608850582,0.005,100,232.85,-48.8608850582,1.0
-42.4475,2,0.00333333,1.0,5.43914e-20,-53.7707,0.3,,1.0,7679.75045403,1.0,7679.75045403,500,0.00333333,-41.6443167765,299.999969474,86.8264,500.0,-41.6443167765,0.00333333,100,252.15,-41.6443167765,1.0
-41.5796,2,0.0025,1.0,5.4346e-20,-51.3858,0.3,,1.0,7970.54235318,1.0,7970.54235318,500,0.0025,-38.9759086205,400.0,87.3447,500.0,-38.9759086205,0.0025,100,259.08,-38.9759086205,1.0
-20.6812,1,9.15841e-09,22.554,1.60609e-05,-41.0267,0.3,3.24679,5.24029,7018.41654753,4.11777e-06,7018.41654753,500,0.002,-52.0196954731,99.8560945898,195.337,95.4145463834,-52.0196954731,0.0501628,100,229.46,-52.0196954731,0.899231
-34.0248,2,0.01,1.0,3.50449e-18,-53.7532,0.3,,1.0,7910.42824341,1.0,7910.42824341,500,0.01,-34.0248090233,100.0,88.4948,500.0,-34.0248090233,0.01,100,272.46,-34.0248090233,1.0
-27.0084,2,0.005,1.0,2.1793e-19,-40.9585,0.3,,1.0,7862.08686047,1.0,7862.08686047,500,0.005,-19.9920546587,200.000000102,88.6376,500.0,-19.9920546587,0.005,100,301.39,-19.9920546587,1.0
-31.2833,2,0.00333333,1.0,5.43914e-20,-42.6734,0.3,,1.0,7663.01353895,1.0,7663.01353895,500,0.00333333,-39.8329740531,299.999969474,88.3351,500.0,-39.8329740531,0.00333333,100,256.51,-39.8329740531,1.0
-32.3068,2,0.0025,1.0,5.4346e-20,-42.3719,0.3,,1.0,7735.85794696,1.0,7735.85794696,500,0.0025,-35.3772926243,400.0,88.1481,500.0,-35.3772926243,0.0025,100,263.71,-35.3772926243,1.0
-4.91882,1,6.38023e-31,19.0066,1.62255e-05,-25.8439,0.3,4.89462,5.12303,7620.4398431,3.50426e-28,7620.4398431,500,0.002,-44.5501681228,99.0439605984,190.735,97.5984698116,-44.5501681228,0.0346055,100,246.42,-44.5501681228,1.09847
-21.6742,2,0.01,1.0,3.50449e-18,-40.3839,0.3,,1.0,7787.57634149,1.0,7787.57634149,500,0.01,-21.6742444501,100.0,87.8049,500.0,-21.6742444501,0.01,100,292.35,-21.6742444501,1.0
-28.8456,2,0.005,1.0,2.1793e-19,-42.2448,0.3,,1.0,7668.22794167,1.0,7668.22794167,500,0.005,-36.0169019276,200.000000102,87.7613,500.0,-36.0169019276,0.005,100,267.61,-36.0169019276,1.0
-32.722,2,0.00333333,1.0,5.43914e-20,-43.8267,0.3,,1.0,7815.94723417,1.0,7815.94723417,500,0.00333333,-40.4748673044,299.999969474,88.0001,500.0,-40.4748673044,0.00333333,100,252.92,-40.4748673044,1.0
-33.4541,2,0.0025,1.0,5.4346e-20,-43.0983,0.3,,1.0,7892.74989092,1.0,7892.74989092,500,0.0025,-35.6504563707,400.0,88.1083,500.0,-35.6504563707,0.0025,100,266.43,-35.6504563707,1.0
-6.75713,1,9.62113e-05,77.9677,4.92324e-05,-27.1459,0.3,14.4148,5.58679,7536.73653848,0.0520601,7536.73653848,500,0.002,-32.4245966519,37.6407151836,270.563,89.4967608105,-32.4245966519,0.144091,100,275.46,-32.4245966519,1.0822
-44.3497,2,0.01,1.0,3.50449e-18,-63.1568,0.3,,1.0,7241.10088885,1.0,7241.10088885,500,0.01,-44.3496927267,100.0,84.6681,500.0,-44.3496927267,0.01,100,242.18,-44.3496927267,1.0
-37.5498,2,0.005,1.0,2.1793e-19,-51.0596,0.3,,1.0,7572.17866229,1.0,7572.17866229,500,0.005,-30.749811087,200.000000102,85.9,500.0,-30.749811087,0.005,100,286.36,-30.749811087,1.0
-35.3671,2,0.00333333,1.0,5.43914e-20,-46.3985,0.3,,1.0,8043.95583048,1.0,8043.95583048,500,0.00333333,-31.0017099087,299.999969474,87.0818,500.0,-31.0017099087,0.00333333,100,273.36,-31.0017099087,1.0
-37.491,2,0.0025,1.0,5.4346e-20,-47.1151,0.3,,1.0,7543.29235643,1.0,7543.29235643,500,0.0025,-43.862796971,400.0,86.9938,500.0,-43.862796971,0.0025,100,242.95,-43.862796971,1.0
-24.95,1,0.000122197,16.2041,7.33996e-06,-39.7721,0.3,1.85907,2.96486,7937.94056903,0.061498,7937.94056903,500,0.002,-30.9610923188,176.595928356,153.761,168.64225962,-30.9610923188,0.0321975,100,278.04,-30.9610923188,1.00654
-32.9775,2,0.01,1.0,3.50449e-18,-52.52,0.3,,1.0,7807.53555762,1.0,7807.53555762,500,0.01,-32.9775103548,100.0,87.9174,500.0,-32.9775103548,0.01,100,268.04,-32.9775103548,1.0
-23.2481,2,0.005,1.0,2.1793e-19,-37.0668,0.3,,1.0,7709.83843829,1.0,7709.83843829,500,0.005,-13.5187370805,200.000000102,88.1803,500.0,-13.5187370805,0.005,100,313.98,-13.5187370805,1.0
-27.9086,2,0.00333333,1.0,5.43914e-20,-39.1915,0.3,,1.0,7647.64233133,1.0,7647.64233133,500,0.00333333,-37.2296281153,299.999969474,88.0398,500.0,-37.2296281153,0.00333333,100,256.6,-37.2296281153,1.0
-31.3932,2,0.0025,1.0,5.4346e-20,-41.3194,0.3,,1.0,7418.93992595,1.0,7418.93992595,500,0.0025,-41.8467364853,400.0,87.6691,500.0,-41.8467364853,0.0025,100,252.96,-41.8467364853,1.0
-6.43957,1,1.01964e-07,159.526,0.000131788,-29.1916,0.3,51.9873,6.56724,7534.52027223,6.40408e-05,7534.52027223,500,0.002,-37.3953261632,14.7575303002,438.44,76.135537137,-37.3953261632,0.253992,100,266.41,-37.3953261632,1.25615
-23.551,2,0.01,1.0,3.50449e-18,-43.2869,0.3,,1.0,7893.90752078,1.0,7893.90752078,500,0.01,-23.55095255,100.0,88.4023,500.0,-23.55095255,0.01,100,297.17,-23.55095255,1.0
-19.9758,2,0.005,1.0,2.1793e-19,-33.9313,0.3,,1.0,7935.63268203,1.0,7935.63268203,500,0.005,-16.4007415075,200.000000102,88.5912,500.0,-16.4007415075,0.005,100,307.04,-16.4007415075,1.0
-23.3161,2,0.00333333,1.0,5.43914e-20,-34.7552,0.3,,1.0,7877.8204067,1.0,7877.8204067,500,0.00333333,-29.9966386727,299.999969474,88.6243,500.0,-29.9966386727,0.00333333,100,277.27,-29.9966386727,1.0
-26.8946,2,0.0025,1.0,5.4346e-20,-36.8011,0.3,,1.0,7682.79948134,1.0,7682.79948134,500,0.0025,-37.6300332929,400.0,88.4907,500.0,-37.6300332929,0.0025,100,266.45,-37.6300332929,1.0
39.8997,1,,83.9539,0.000213095,-8.91539,0.3,53.6616,30.3512,7850.64854751,,7850.64854751,500,0.002,-39.9100921724,9.23066922899,251.712,16.4738007471,-39.9100921724,0.1673,100,258.45,-39.9100921724,1.00363
-50.9038,2,0.01,1.0,3.50449e-18,-69.8404,0.3,,1.0,6640.97466416,1.0,6640.97466416,500,0.01,-50.9038421978,100.0,81.0837,500.0,-50.9038421978,0.01,100,226.15,-50.9038421978,1.0
-43.0814,2,0.005,1.0,2.1793e-19,-56.9872,0.3,,1.0,7757.256143,1.0,7757.256143,500,0.005,-35.2589081245,200.000000102,84.7839,500.0,-35.2589081245,0.005,100,270.52,-35.2589081245,1.0
-41.8272,2,0.00333333,1.0,5.43914e-20,-53.1813,0.3,,1.0,7590.62655896,1.0,7590.62655896,500,0.00333333,-39.3189755037,299.999969474,85.4416,500.0,-39.3189755037,0.00333333,100,258.41,-39.3189755037,1.0
-39.0665,2,0.0025,1.0,5.4346e-20,-48.8994,0.3,,1.0,7877.7407959,1.0,7877.7407959,500,0.0025,-30.7842030333,400.0,86.3007,500.0,-30.7842030333,0.0025,100,273.01,-30.7842030333,1.0
-15.3931,1,1.75121e-07,64.5392,2.88809e-05,-32.8639,0.3,9.47819,3.94614,7763.23866141,0.000100322,7763.23866141,500,0.002,-37.9859618666,60.9325891132,266.61,126.706034728,-37.9859618666,0.112659,100,268.22,-37.9859618666,1.14574
-28.5541,2,0.01,1.0,3.50449e-18,-47.7538,0.3,,1.0,7887.0059322,1.0,7887.0059322,500,0.01,-28.5540707443,100.0,88.3637,500.0,-28.5540707443,0.01,100,276.84,-28.5540707443,1.0
-23.2037,2,0.005,1.0,2.1793e-19,-36.78,0.3,,1.0,7877.41516294,1.0,7877.41516294,500,0.005,-17.8533620839,200.000000102,88.4987,500.0,-17.8533620839,0.005,100,301.57,-17.8533620839,1.0
-27.9296,2,0.00333333,1.0,5.43914e-20,-39.4942,0.3,,1.0,7743.67247589,1.0,7743.67247589,500,0.00333333,-37.3813874547,299.999969474,88.4388,500.0,-37.3813874547,0.00333333,100,263.51,-37.3813874547,1.0
-28.0884,2,0.0025,1.0,5.4346e-20,-38.1036,0.3,,1.0,8019.61279771,1.0,8019.61279771,500,0.0025,-28.5647589829,400.0,88.6059,500.0,-28.5647589829,0.0025,100,281.29,-28.5647589829,1.0
-4.13221,1,2.16852e-15,24.6975,1.97844e-05,-23.7082,0.3,5.14991,4.77571,7929.67181714,1.10638e-12,7929.67181714,500,0.002,-25.6598667503,84.2289169159,195.015,104.696378047,-25.6598667503,0.0484076,100,283.53,-25.6598667503,1.0204
-29.2425,2,0.01,1.0,3.50449e-18,-48.6129,0.3,,1.0,7832.17641769,1.0,7832.17641769,500,0.01,-29.2424636139,100.0,88.056,500.0,-29.2424636139,0.01,100,279.8,-29.2424636139,1.0
-37.0011,2,0.005,1.0,2.1793e-19,-50.9178,0.3,,1.0,7392.48312324,1.0,7392.48312324,500,0.005,-44.7596468676,200.000000102,87.1573,500.0,-44.7596468676,0.005,100,247.27,-44.7596468676,1.0
-41.8562,2,0.00333333,1.0,5.43914e-20,-53.2192,0.3,,1.0,7024.47211415,1.0,7024.47211415,500,0.00333333,-51.5663398123,299.999969474,86.1945,500.0,-51.5663398123,0.00333333,100,226.72,-51.5663398123,1.0
-36.5312,2,0.0025,1.0,5.4346e-20,-46.3719,0.3,,1.0,7847.76013305,1.0,7847.76013305,500,0.0025,-20.5563805884,400.0,87.1751,500.0,-20.5563805884,0.0025,100,301.2,-20.5563805884,1.0
-23.8008,1,6.92062e-07,22.6328,1.05375e-05,-37.7633,0.3,2.9547,2.51644,7677.50287832,0.000366465,7677.50287832,500,0.002,-35.3330785551,137.774589644,163.144,198.693191912,-35.3330785551,0.0427416,100,267.4,-35.3330785551,1.05905
-40.183,2,0.01,1.0,3.50449e-18,-59.6228,0.3,,1.0,7350.77843409,1.0,7350.77843409,500,0.01,-40.183008802,100.0,85.3069,500.0,-40.183008802,0.01,100,251.91,-40.183008802,1.0
-41.229,2,0.005,1.0,2.1793e-19,-54.9749,0.3,,1.0,7402.17765817,1.0,7402.17765817,500,0.005,-42.2748999766,200.000000102,85.4623,500.0,-42.2748999766,0.005,100,260.72,-42.2748999766,1.0
-31.3795,2,0.00333333,1.0,5.43914e-20,-42.6031,0.3,,1.0,7871.02238413,1.0,7871.02238413,500,0.00333333,-11.6806147114,299.999969474,87.5252,500.0,-11.6806147114,0.00333333,100,313.89,-11.6806147114,1.0
-32.846,2,0.0025,1.0,5.4346e-20,-42.5659,0.3,,1.0,7417.51712256,1.0,7417.51712256,500,0.0025,-37.2456441348,400.0,87.1079,500.0,-37.2456441348,0.0025,100,252.34,-37.2456441348,1.0
-4.5814,1,2.77244e-15,53.6341,4.88767e-05,-30.2324,0.3,14.3619,8.70557,7424.34383897,1.50285e-12,7424.34383897,500,0.002,-44.8930030573,37.8939512543,274.861,57.4345042148,-44.8930030573,0.0989432,100,245.43,-44.8930030573,1.08414
-29.5627,2,0.01,1.0,3.50449e-18,-49.2117,0.3,,1.0,7742.70085646,1.0,7742.70085646,500,0.01,-29.562712208,100.0,87.5515,500.0,-29.562712208,0.01,100,285.98,-29.562712208,1.0
-35.0691,2,0.005,1.0,2.1793e-19,-49.5141,0.3,,1.0,7458.46445399,1.0,7458.46445399,500,0.005,-40.5755397918,200.000000102,86.9189,500.0,-40.5755397918,0.005,100,248.68,-40.5755397918,1.0
-35.927,2,0.00333333,1.0,5.43914e-20,-47.7213,0.3,,1.0,7882.60341182,1.0,7882.60341182,500,0.00333333,-37.642822294,299.999969474,87.4033,500.0,-37.642822294,0.00333333,100,257.13,-37.642822294,1.0
-37.4898,2,0.0025,1.0,5.4346e-20,-47.7039,0.3,,1.0,7570.55492561,1.0,7570.55492561,500,0.0025,-42.1781059621,400.0,87.2384,500.0,-42.1781059621,0.0025,100,249.32,-42.1781059621,1.0
18.6071,1,,27.8421,5.28815e-05,-16.7984,0.3,11.4468,15.0193,7947.63940163,,7947.63940163,500,0.002,-33.8217809601,35.2263246283,250.186,33.2905239018,-33.8217809601,0.0598427,100,276.92,-33.8217809601,0.930508
-32.2407,2,0.01,1.0,3.50449e-18,-51.9955,0.3,,1.0,8049.80184615,1.0,8049.80184615,500,0.01,-32.2406734791,100.0,89.271,500.0,-32.2406734791,0.01,100,272.58,-32.2406734791,1.0
-24.9595,2,0.005,1.0,2.1793e-19,-38.9283,0.3,,1.0,7904.97863326,1.0,7904.97863326,500,0.005,-17.6784115458,200.000000102,89.1663,500.0,-17.6784115458,0.005,100,302.58,-17.6784115458,1.0
-29.6664,2,0.00333333,1.0,5.43914e-20,-41.1636,0.3,,1.0,7614.20431527,1.0,7614.20431527,500,0.00333333,-39.0801805704,299.999969474,88.6421,500.0,-39.0801805704,0.00333333,100,262.87,-39.0801805704,1.0
-32.7579,2,0.0025,1.0,5.4346e-20,-42.7147,0.3,,1.0,7698.56033277,1.0,7698.56033277,500,0.0025,-42.0322041933,400.0,88.4711,500.0,-42.0322041933,0.0025,100,244.97,-42.0322041933,1.0
-11.3802,1,7.39774e-09,20.6805,1.66383e-05,-31.7524,0.3,4.28425,5.2329,7917.84619247,3.75389e-06,7917.84619247,500,0.002,-35.18538705,97.0637343867,190.072,95.5492320349,-35.18538705,0.0407548,100,268.11,-35.18538705,1.01488
-41.7718,2,0.01,1.0,3.50449e-18,-61.3921,0.3,,1.0,7491.73323792,1.0,7491.73323792,500,0.01,-41.7717841623,100.0,86.1209,500.0,-41.7717841623,0.01,100,249.81,-41.7717841623,1.0
-36.7041,2,0.005,1.0,2.1793e-19,-50.9325,0.3,,1.0,7709.30799688,1.0,7709.30799688,500,0.005,-31.6364083316,200.000000102,86.8919,500.0,-31.6364083316,0.005,100,282.82,-31.6364083316,1.0
-37.2016,2,0.00333333,1.0,5.43914e-20,-48.8191,0.3,,1.0,7771.70910635,1.0,7771.70910635,500,0.00333333,-38.1966339241,299.999969474,87.1701,500.0,-38.1966339241,0.00333333,100,260.47,-38.1966339241,1.0
-36.8306,2,0.0025,1.0,5.4346e-20,-46.8916,0.3,,1.0,7805.25311612,1.0,7805.25311612,500,0.0025,-35.7174728207,400.0,87.3566,500.0,-35.7174728207,0.0025,100,263.52,-35.7174728207,1.0
44.7491,1,1.23874e-34,95.1099,0.000136232,-4.15765,0.3,42.4364,29.5368,8064.62207414,6.91367e-32,8064.62207414,500,0.002,-29.7927822943,14.289846516,157.788,16.9280221974,-29.7927822943,0.17041,100,275.18,-29.7927822943,1.11625
-43.0155,2,0.01,1.0,3.50449e-18,-62.0012,0.3,,1.0,7444.91929513,1.0,7444.91929513,500,0.01,-43.0154669617,100.0,85.8514,500.0,-43.0154669617,0.01,100,245.3,-43.0154669617,1.0
-33.292,2,0.005,1.0,2.1793e-19,-46.7885,0.3,,1.0,8089.59874338,1.0,8089.59874338,500,0.005,-23.5685394359,200.000000102,88.2277,500.0,-23.5685394359,0.005,100,287.19,-23.5685394359,1.0
-30.9571,2,0.00333333,1.0,5.43914e-20,-41.9769,0.3,,1.0,7950.89466265,1.0,7950.89466265,500,0.00333333,-26.2872218266,299.999969474,88.4541,500.0,-26.2872218266,0.00333333,100,285.23,-26.2872218266,1.0
-31.7344,2,0.0025,1.0,5.4346e-20,-41.561,0.3,,1.0,8131.77999721,1.0,8131.77999721,500,0.0025,-34.0664638494,400.0,88.7835,500.0,-34.0664638494,0.0025,100,269.97,-34.0664638494,1.0
32.2032,1,1.38853e-07,813.506,0.000749264,1.84313,0.3,1324.08,11.9319,7989.02977911,0.000184584,7989.02977911,500,0.002,-29.9191857271,2.66040539693,484.211,41.9046184934,-29.9191857271,0.611958,100,274.55,-29.9191857271,2.6587
-20.6533,2,0.01,1.0,3.50449e-18,-40.1591,0.3,,1.0,7929.58962134,1.0,7929.58962134,500,0.01,-20.6532789372,100.0,88.6019,500.0,-20.6532789372,0.01,100,297.12,-20.6532789372,1.0
