MaxNormIw,AvgDiscRet,eRenyi2,AvgVanillaIw,BatchSize,AvgEpLen,IterType,MaxVanillaIw,VarDiscRet,Delta,VarJ,VarNormIw,MinVanillaIw,VarVanillaIw,ESSRenyi,MinNormIw,J,VanillaAvgRet,AvgNormIw,AvgRet,EpsThisIter,ESSClassic,VarRet,Bound
0.01,93.9696336913,1.0,1.0,500,500.0,2,1.0,6.62443406177,1.0,2.5609,3.50449e-18,1.0,,500.0,0.01,93.9696,93.9696336913,0.01,93.9696336913,100,100.0,6.62443406177,93.9696
0.005,90.1866554396,1.0,1.0,500,500.0,2,1.0,22.2345204582,1.0,4.22645,2.1793e-19,1.0,,500.0,0.005,92.0781,90.1866554396,0.005,90.1866554396,100,200.000000102,22.2345204582,92.0781
0.00333333,91.0456448911,1.0,1.0,500,500.0,2,1.0,14.0674595789,1.0,4.09729,5.43914e-20,1.0,,500.0,0.00333333,91.734,91.0456448911,0.00333333,91.0456448911,100,299.999969474,14.0674595789,91.734
0.0025,89.8736707955,1.0,1.0,500,500.0,2,1.0,1.67092840867,1.0,3.69503,5.4346e-20,1.0,,500.0,0.0025,91.2689,89.8736707955,0.0025,89.8736707955,100,400.0,1.67092840867,91.2689
0.002,91.2646150553,1.0,1.0,500,500.0,1,1.0,11.3689987638,1.0,3.62956,5.43187e-20,1.0,,500.0,0.002,91.2681,91.2646150553,0.002,91.2646150553,100,500.000006643,11.3689987638,91.2681
0.01,93.3263150489,1.0,1.0,500,500.0,2,1.0,5.16829242494,1.0,2.26199,3.50449e-18,1.0,,500.0,0.01,93.3263,93.3263150489,0.01,93.3263150489,100,100.0,5.16829242494,93.3263
0.005,91.8156261061,1.0,1.0,500,500.0,2,1.0,17.7860964747,1.0,3.45441,2.1793e-19,1.0,,500.0,0.005,92.571,91.8156261061,0.005,91.8156261061,100,200.000000102,17.7860964747,92.571
0.00333333,90.8115931637,1.0,1.0,500,500.0,2,1.0,4.83505377808,1.0,3.19981,5.43914e-20,1.0,,500.0,0.00333333,91.9845,90.8115931637,0.00333333,90.8115931637,100,299.999969474,4.83505377808,91.9845
0.0025,90.7254239279,1.0,1.0,500,500.0,2,1.0,13.5502838543,1.0,3.36601,5.4346e-20,1.0,,500.0,0.0025,91.6697,90.7254239279,0.0025,90.7254239279,100,400.0,13.5502838543,91.6697
0.002,91.3190741541,1.0,1.0,500,500.0,1,1.0,13.6772069402,1.0,3.43391,5.43187e-20,1.0,,500.0,0.002,91.5996,91.3190741541,0.002,91.3190741541,100,500.000006643,13.6772069402,91.5996
0.01,91.3786217247,1.0,1.0,500,500.0,2,1.0,18.4519634521,1.0,4.27404,3.50449e-18,1.0,,500.0,0.01,91.3786,91.3786217247,0.01,91.3786217247,100,100.0,18.4519634521,91.3786
0.005,89.9791261841,1.0,1.0,500,500.0,2,1.0,21.1682694232,1.0,4.48349,2.1793e-19,1.0,,500.0,0.005,90.6789,89.9791261841,0.005,89.9791261841,100,200.000000102,21.1682694232,90.6789
0.00333333,91.2177985917,1.0,1.0,500,500.0,2,1.0,4.24095549333,1.0,3.85554,5.43914e-20,1.0,,500.0,0.00333333,90.8585,91.2177985917,0.00333333,91.2177985917,100,299.999969474,4.24095549333,90.8585
0.0025,90.7519556593,1.0,1.0,500,500.0,2,1.0,16.8861639949,1.0,3.9154,5.4346e-20,1.0,,500.0,0.0025,90.8319,90.7519556593,0.0025,90.7519556593,100,400.0,16.8861639949,90.8319
0.002,88.0101925597,1.0,1.0,500,500.0,1,1.0,30.1628464579,1.0,4.41706,7.33086e-19,0.999999,1.66942e-13,500.0,0.002,90.2675,88.0101925597,0.002,88.0101925597,100,500.000006643,30.1628464579,90.2675
0.01,90.5374966852,1.0,1.0,500,500.0,2,1.0,13.4773505593,1.0,3.65275,3.50449e-18,1.0,,500.0,0.01,90.5375,90.5374966852,0.01,90.5374966852,100,100.0,13.4773505593,90.5375
0.005,89.679918834,1.0,1.0,500,500.0,2,1.0,7.13541546215,1.0,3.22291,2.1793e-19,1.0,,500.0,0.005,90.1087,89.679918834,0.005,89.679918834,100,200.000000102,7.13541546215,90.1087
0.00333333,90.6690886334,1.0,1.0,500,500.0,2,1.0,10.9337321182,1.0,3.25618,5.43914e-20,1.0,,500.0,0.00333333,90.2955,90.6690886334,0.00333333,90.6690886334,100,299.999969474,10.9337321182,90.2955
0.0025,91.3895232882,1.0,1.0,500,500.0,2,1.0,6.99187360332,1.0,3.14753,5.4346e-20,1.0,,500.0,0.0025,90.569,91.3895232882,0.0025,91.3895232882,100,400.0,6.99187360332,90.569
0.002,92.4620020468,1.0,1.0,500,500.0,1,1.0,8.83133414061,1.0,3.20117,5.43187e-20,1.0,,500.0,0.002,90.9476,92.4620020468,0.002,92.4620020468,100,500.000006643,8.83133414061,90.9476
0.01,91.541768702,1.0,1.0,500,500.0,2,1.0,19.0687505364,1.0,4.34489,3.50449e-18,1.0,,500.0,0.01,91.5418,91.541768702,0.01,91.541768702,100,100.0,19.0687505364,91.5418
0.005,92.6688139315,1.0,1.0,500,500.0,2,1.0,5.8537039606,1.0,3.55727,2.1793e-19,1.0,,500.0,0.005,92.1053,92.6688139315,0.005,92.6688139315,100,200.000000102,5.8537039606,92.1053
0.00333333,91.6762743048,1.0,1.0,500,500.0,2,1.0,4.78436298407,1.0,3.1711,5.43914e-20,1.0,,500.0,0.00333333,91.9623,91.6762743048,0.00333333,91.6762743048,100,299.999969474,4.78436298407,91.9623
0.0025,92.9681005233,1.0,1.0,500,500.0,2,1.0,9.49404962534,1.0,3.17512,5.4346e-20,1.0,,500.0,0.0025,92.2137,92.9681005233,0.0025,92.9681005233,100,400.0,9.49404962534,92.2137
0.002,89.7943508074,1.0,1.0,500,500.0,1,1.0,7.12655467379,1.0,3.22687,5.43187e-20,1.0,,500.0,0.002,91.7299,89.7943508074,0.002,89.7943508074,100,500.000006643,7.12655467379,91.7299
0.01,91.0690119009,1.0,1.0,500,500.0,2,1.0,12.4007694537,1.0,3.50382,3.50449e-18,1.0,,500.0,0.01,91.069,91.0690119009,0.01,91.0690119009,100,100.0,12.4007694537,91.069
0.005,90.6646973108,1.0,1.0,500,500.0,2,1.0,26.6608084872,1.0,4.40186,2.1793e-19,1.0,,500.0,0.005,90.8669,90.6646973108,0.005,90.6646973108,100,200.000000102,26.6608084872,90.8669
0.00333333,89.8540975124,1.0,1.0,500,500.0,2,1.0,13.7228117213,1.0,4.20405,5.43914e-20,1.0,,500.0,0.00333333,90.5293,89.8540975124,0.00333333,89.8540975124,100,299.999969474,13.7228117213,90.5293
0.0025,91.5011160754,1.0,1.0,500,500.0,2,1.0,11.5464036625,1.0,4.03613,5.4346e-20,1.0,,500.0,0.0025,90.7722,91.5011160754,0.0025,91.5011160754,100,400.0,11.5464036625,90.7722
0.002,89.8220742426,1.0,1.0,500,500.0,1,1.0,9.00051387872,1.0,3.86766,5.43187e-20,1.0,,500.0,0.002,90.5822,89.8220742426,0.002,89.8220742426,100,500.000006643,9.00051387872,90.5822
0.01,91.3263936233,1.0,1.0,500,500.0,2,1.0,14.2341366743,1.0,3.7539,3.50449e-18,1.0,,500.0,0.01,91.3264,91.3263936233,0.01,91.3263936233,100,100.0,14.2341366743,91.3264
0.005,92.1608422751,1.0,1.0,500,500.0,2,1.0,8.14269256655,1.0,3.35419,2.1793e-19,1.0,,500.0,0.005,91.7436,92.1608422751,0.005,92.1608422751,100,200.000000102,8.14269256655,91.7436
0.00333333,90.0346099712,1.0,1.0,500,500.0,2,1.0,5.17389312693,1.0,3.13956,5.43914e-20,1.0,,500.0,0.00333333,91.1739,90.0346099712,0.00333333,90.0346099712,100,299.999969474,5.17389312693,91.1739
0.0025,91.7109584817,1.0,1.0,500,500.0,2,1.0,16.4179183015,1.0,3.39266,5.4346e-20,1.0,,500.0,0.0025,91.3082,91.7109584817,0.0025,91.7109584817,100,400.0,16.4179183015,91.3082
0.002,88.1550711217,1.0,1.0,500,500.0,1,1.0,29.4597444177,1.0,4.07822,5.43187e-20,1.0,,500.0,0.002,90.6776,88.1550711217,0.002,88.1550711217,100,500.000006643,29.4597444177,90.6776
0.01,93.207281692,1.0,1.0,500,500.0,2,1.0,12.2937120165,1.0,3.48866,3.50449e-18,1.0,,500.0,0.01,93.2073,93.207281692,0.01,93.207281692,100,100.0,12.2937120165,93.2073
0.005,91.0971504948,1.0,1.0,500,500.0,2,1.0,5.14568683096,1.0,3.12181,2.1793e-19,1.0,,500.0,0.005,92.1522,91.0971504948,0.005,91.0971504948,100,200.000000102,5.14568683096,92.1522
0.00333333,91.2270601771,1.0,1.0,500,500.0,2,1.0,8.8032063391,1.0,3.09716,5.43914e-20,1.0,,500.0,0.00333333,91.8438,91.2270601771,0.00333333,91.2270601771,100,299.999969474,8.8032063391,91.8438
0.0025,91.9511682359,1.0,1.0,500,500.0,2,1.0,18.41902802,1.0,3.42858,5.4346e-20,1.0,,500.0,0.0025,91.8707,91.9511682359,0.0025,91.9511682359,100,400.0,18.41902802,91.8707
0.002,90.1101448939,1.0,1.0,500,500.0,1,1.0,8.07986879071,1.0,3.39114,5.43187e-20,1.0,,500.0,0.002,91.5186,90.1101448939,0.002,90.1101448939,100,500.000006643,8.07986879071,91.5186
0.01,91.8284453252,1.0,1.0,500,500.0,2,1.0,4.13491114894,1.0,2.02326,3.50449e-18,1.0,,500.0,0.01,91.8284,91.8284453252,0.01,91.8284453252,100,100.0,4.13491114894,91.8284
0.005,88.9674235866,1.0,1.0,500,500.0,2,1.0,6.4789185807,1.0,2.70189,2.1793e-19,1.0,,500.0,0.005,90.3979,88.9674235866,0.005,88.9674235866,100,200.000000102,6.4789185807,90.3979
0.00333333,92.3189993949,1.0,1.0,500,500.0,2,1.0,5.98345050548,1.0,2.76793,5.43914e-20,1.0,,500.0,0.00333333,91.0383,92.3189993949,0.00333333,92.3189993949,100,299.999969474,5.98345050548,91.0383
0.0025,91.7615366535,1.0,1.0,500,500.0,2,1.0,5.09530244669,1.0,2.66557,5.4346e-20,1.0,,500.0,0.0025,91.2191,91.7615366535,0.0025,91.7615366535,100,400.0,5.09530244669,91.2191
0.002,90.5729167038,1.0,1.0,500,500.0,1,1.0,30.4147166042,1.0,3.4312,5.43187e-20,1.0,,500.0,0.002,91.0899,90.5729167038,0.002,90.5729167038,100,500.000006643,30.4147166042,91.0899
0.01,92.7441338977,1.0,1.0,500,500.0,2,1.0,1.92951798406,1.0,1.38211,3.50449e-18,1.0,,500.0,0.01,92.7441,92.7441338977,0.01,92.7441338977,100,100.0,1.92951798406,92.7441
0.005,92.0991145646,1.0,1.0,500,500.0,2,1.0,13.7731842073,1.0,2.80657,2.1793e-19,1.0,,500.0,0.005,92.4216,92.0991145646,0.005,92.0991145646,100,200.000000102,13.7731842073,92.4216
0.00333333,91.918356508,1.0,1.0,500,500.0,2,1.0,22.4770051591,1.0,3.5672,5.43914e-20,1.0,,500.0,0.00333333,92.2539,91.918356508,0.00333333,91.918356508,100,299.999969474,22.4770051591,92.2539
0.0025,89.4847178119,1.0,1.0,500,500.0,2,1.0,11.5960228591,1.0,3.72176,5.4346e-20,1.0,,500.0,0.0025,91.5616,89.4847178119,0.0025,89.4847178119,100,400.0,11.5960228591,91.5616
0.002,91.1334311288,1.0,1.0,500,500.0,1,1.0,11.1673278379,1.0,3.64988,3.54441e-18,0.999997,8.76559e-13,500.0,0.00199999,91.476,91.1334311288,0.002,91.1334311288,100,500.000006643,11.1673278379,91.476
0.01,90.9949661033,1.0,1.0,500,500.0,2,1.0,15.2439348011,1.0,3.88478,3.50449e-18,1.0,,500.0,0.01,90.995,90.9949661033,0.01,90.9949661033,100,100.0,15.2439348011,90.995
0.005,93.7284478738,1.0,1.0,500,500.0,2,1.0,8.84249271062,1.0,3.71359,2.1793e-19,1.0,,500.0,0.005,92.3617,93.7284478738,0.005,93.7284478738,100,200.000000102,8.84249271062,92.3617
0.00333333,90.994339797,1.0,1.0,500,500.0,2,1.0,14.9503995621,1.0,3.81352,5.43914e-20,1.0,,500.0,0.00333333,91.9059,90.994339797,0.00333333,90.994339797,100,299.999969474,14.9503995621,91.9059
0.0025,91.4491149999,1.0,1.0,500,500.0,2,1.0,8.43641696861,1.0,3.61031,5.4346e-20,1.0,,500.0,0.0025,91.7917,91.4491149999,0.0025,91.4491149999,100,400.0,8.43641696861,91.7917
0.002,90.720419813,1.0,1.0,500,500.0,1,1.0,7.86984112056,1.0,3.48846,5.43187e-20,1.0,,500.0,0.002,91.5775,90.720419813,0.002,90.720419813,100,500.000006643,7.86984112056,91.5775
0.01,91.6981314362,1.0,1.0,500,500.0,2,1.0,10.9092645847,1.0,3.28636,3.50449e-18,1.0,,500.0,0.01,91.6981,91.6981314362,0.01,91.6981314362,100,100.0,10.9092645847,91.6981
0.005,89.2092045983,1.0,1.0,500,500.0,2,1.0,5.32408664129,1.0,3.09584,2.1793e-19,1.0,,500.0,0.005,90.4537,89.2092045983,0.005,89.2092045983,100,200.000000102,5.32408664129,90.4537
0.00333333,90.3189451611,1.0,1.0,500,500.0,2,1.0,10.863123199,1.0,3.15885,5.43914e-20,1.0,,500.0,0.00333333,90.4088,90.3189451611,0.00333333,90.3189451611,100,299.999969474,10.863123199,90.4088
0.0025,90.9591467197,1.0,1.0,500,500.0,2,1.0,12.4868350516,1.0,3.26053,5.4346e-20,1.0,,500.0,0.0025,90.5464,90.9591467197,0.0025,90.9591467197,100,400.0,12.4868350516,90.5464
0.002,89.928993673,1.0,1.0,500,500.0,1,1.0,14.7580718377,1.0,3.38938,5.43187e-20,1.0,,500.0,0.002,90.4229,89.928993673,0.002,89.928993673,100,500.000006643,14.7580718377,90.4229
0.01,92.2020890635,1.0,1.0,500,500.0,2,1.0,14.1460814401,1.0,3.74228,3.50449e-18,1.0,,500.0,0.01,92.2021,92.2020890635,0.01,92.2020890635,100,100.0,14.1460814401,92.2021
0.005,89.7823376132,1.0,1.0,500,500.0,2,1.0,12.4107994285,1.0,3.82223,2.1793e-19,1.0,,500.0,0.005,90.9922,89.7823376132,0.005,89.7823376132,100,200.000000102,12.4107994285,90.9922
0.00333333,90.8614793605,1.0,1.0,500,500.0,2,1.0,12.5786851486,1.0,3.72752,5.43914e-20,1.0,,500.0,0.00333333,90.9486,90.8614793605,0.00333333,90.8614793605,100,299.999969474,12.5786851486,90.9486
0.0025,91.9032298324,1.0,1.0,500,500.0,2,1.0,4.71418640094,1.0,3.42906,5.4346e-20,1.0,,500.0,0.0025,91.1873,91.9032298324,0.0025,91.9032298324,100,400.0,4.71418640094,91.1873
0.002,90.9441267993,1.0,1.0,500,500.0,1,1.0,4.38401409018,1.0,3.2069,5.43187e-20,1.0,,500.0,0.002,91.1386,90.9441267993,0.002,90.9441267993,100,500.000006643,4.38401409018,91.1386
0.01,90.6834626043,1.0,1.0,500,500.0,2,1.0,12.1503644923,1.0,3.46827,3.50449e-18,1.0,,500.0,0.01,90.6835,90.6834626043,0.01,90.6834626043,100,100.0,12.1503644923,90.6835
0.005,90.8983693844,1.0,1.0,500,500.0,2,1.0,10.4857449923,1.0,3.34909,2.1793e-19,1.0,,500.0,0.005,90.7909,90.8983693844,0.005,90.8983693844,100,200.000000102,10.4857449923,90.7909
0.00333333,91.8944906272,1.0,1.0,500,500.0,2,1.0,9.21561004257,1.0,3.28472,5.43914e-20,1.0,,500.0,0.00333333,91.1588,91.8944906272,0.00333333,91.8944906272,100,299.999969474,9.21561004257,91.1588
0.0025,91.3890157771,1.0,1.0,500,500.0,2,1.0,8.61358706722,1.0,3.19904,5.4346e-20,1.0,,500.0,0.0025,91.2163,91.3890157771,0.0025,91.3890157771,100,400.0,8.61358706722,91.2163
0.002,91.058058034,1.0,1.0,500,500.0,1,1.0,20.0157879658,1.0,3.48629,5.43187e-20,1.0,,500.0,0.002,91.1847,91.058058034,0.002,91.058058034,100,500.000006643,20.0157879658,91.1847
0.01,91.4886822798,1.0,1.0,500,500.0,2,1.0,8.81451336297,1.0,2.95404,3.50449e-18,1.0,,500.0,0.01,91.4887,91.4886822798,0.01,91.4886822798,100,100.0,8.81451336297,91.4887
0.005,92.1871047309,1.0,1.0,500,500.0,2,1.0,4.25809160613,1.0,2.56766,2.1793e-19,1.0,,500.0,0.005,91.8379,92.1871047309,0.005,92.1871047309,100,200.000000102,4.25809160613,91.8379
0.00333333,92.6311773219,1.0,1.0,500,500.0,2,1.0,4.76198061048,1.0,2.47114,5.43914e-20,1.0,,500.0,0.00333333,92.1023,92.6311773219,0.00333333,92.6311773219,100,299.999969474,4.76198061048,92.1023
0.0025,91.6939386166,1.0,1.0,500,500.0,2,1.0,7.1037096822,1.0,2.52376,5.4346e-20,1.0,,500.0,0.0025,92.0002,91.6939386166,0.0025,91.6939386166,100,400.0,7.1037096822,92.0002
0.002,92.0564020046,1.0,1.0,500,500.0,1,1.0,8.43088262437,1.0,2.60102,5.43187e-20,1.0,,500.0,0.002,92.0115,92.0564020046,0.002,92.0564020046,100,500.000006643,8.43088262437,92.0115
0.01,90.1538041891,1.0,1.0,500,500.0,2,1.0,14.9392274839,1.0,3.84576,3.50449e-18,1.0,,500.0,0.01,90.1538,90.1538041891,0.01,90.1538041891,100,100.0,14.9392274839,90.1538
0.005,89.3030768605,1.0,1.0,500,500.0,2,1.0,26.1100267073,1.0,4.52773,2.1793e-19,1.0,,500.0,0.005,89.7284,89.3030768605,0.005,89.3030768605,100,200.000000102,26.1100267073,89.7284
0.00333333,91.1228668729,1.0,1.0,500,500.0,2,1.0,9.37587760139,1.0,4.14645,5.43914e-20,1.0,,500.0,0.00333333,90.1933,91.1228668729,0.00333333,91.1228668729,100,299.999969474,9.37587760139,90.1933
0.0025,89.6655876321,1.0,1.0,500,500.0,2,1.0,6.61700275397,1.0,3.81899,5.4346e-20,1.0,,500.0,0.0025,90.0613,89.6655876321,0.0025,89.6655876321,100,400.0,6.61700275397,90.0613
0.002,91.4026890372,1.0,1.0,500,500.0,1,1.0,9.21886001261,1.0,3.71227,5.43187e-20,1.0,,500.0,0.002,90.3296,91.4026890372,0.002,91.4026890372,100,500.000006643,9.21886001261,90.3296
0.01,89.1338654555,1.0,1.0,500,500.0,2,1.0,32.6184649073,1.0,5.68263,3.50449e-18,1.0,,500.0,0.01,89.1339,89.1338654555,0.01,89.1338654555,100,100.0,32.6184649073,89.1339
0.005,90.202752908,1.0,1.0,500,500.0,2,1.0,25.2300185743,1.0,5.37779,2.1793e-19,1.0,,500.0,0.005,89.6683,90.202752908,0.005,90.202752908,100,200.000000102,25.2300185743,89.6683
0.00333333,89.2096176399,1.0,1.0,500,500.0,2,1.0,5.58514283503,1.0,4.60112,5.43914e-20,1.0,,500.0,0.00333333,89.5154,89.2096176399,0.00333333,89.2096176399,100,299.999969474,5.58514283503,89.5154
0.0025,91.0726843859,1.0,1.0,500,500.0,2,1.0,19.7434584347,1.0,4.6064,5.4346e-20,1.0,,500.0,0.0025,89.9047,91.0726843859,0.0025,91.0726843859,100,400.0,19.7434584347,89.9047
0.002,91.9338216146,1.0,1.0,500,500.0,1,1.0,7.44836072203,1.0,4.37135,5.43187e-20,1.0,,500.0,0.002,90.3105,91.9338216146,0.002,91.9338216146,100,500.000006643,7.44836072203,90.3105
0.01,93.456730434,1.0,1.0,500,500.0,2,1.0,5.3301344598,1.0,2.29714,3.50449e-18,1.0,,500.0,0.01,93.4567,93.456730434,0.01,93.456730434,100,100.0,5.3301344598,93.4567
0.005,92.0987760473,1.0,1.0,500,500.0,2,1.0,12.3344144958,1.0,3.03397,2.1793e-19,1.0,,500.0,0.005,92.7778,92.0987760473,0.005,92.0987760473,100,200.000000102,12.3344144958,92.7778
0.00333333,93.4286057304,1.0,1.0,500,500.0,2,1.0,12.6349094331,1.0,3.22495,5.43914e-20,1.0,,500.0,0.00333333,92.9947,93.4286057304,0.00333333,93.4286057304,100,299.999969474,12.6349094331,92.9947
0.0025,91.256229711,1.0,1.0,500,500.0,2,1.0,5.74616665277,1.0,3.12875,5.4346e-20,1.0,,500.0,0.0025,92.5601,91.256229711,0.0025,91.256229711,100,400.0,5.74616665277,92.5601
0.002,91.9995654411,1.0,1.0,500,500.0,1,1.0,9.40332647847,1.0,3.12144,5.43187e-20,1.0,,500.0,0.002,92.448,91.9995654411,0.002,91.9995654411,100,500.000006643,9.40332647847,92.448
0.01,92.5261143893,1.0,1.0,500,500.0,2,1.0,5.06269200361,1.0,2.23876,3.50449e-18,1.0,,500.0,0.01,92.5261,92.5261143893,0.01,92.5261143893,100,100.0,5.06269200361,92.5261
0.005,93.3515533618,1.0,1.0,500,500.0,2,1.0,5.64733582035,1.0,2.33919,2.1793e-19,1.0,,500.0,0.005,92.9388,93.3515533618,0.005,93.3515533618,100,200.000000102,5.64733582035,92.9388
0.00333333,92.930343246,1.0,1.0,500,500.0,2,1.0,2.96350846894,1.0,2.15078,5.43914e-20,1.0,,500.0,0.00333333,92.936,92.930343246,0.00333333,92.930343246,100,299.999969474,2.96350846894,92.936
0.0025,93.2434432589,1.0,1.0,500,500.0,2,1.0,7.30656954785,1.0,2.30119,5.4346e-20,1.0,,500.0,0.0025,93.0129,93.2434432589,0.0025,93.2434432589,100,400.0,7.30656954785,93.0129
0.002,91.5214333277,1.0,1.0,500,500.0,1,1.0,31.3222902446,1.0,3.28544,5.43187e-20,1.0,,500.0,0.002,92.7146,91.5214333277,0.002,91.5214333277,100,500.000006643,31.3222902446,92.7146
0.01,92.0218104703,1.0,1.0,500,500.0,2,1.0,5.15226945693,1.0,2.25848,3.50449e-18,1.0,,500.0,0.01,92.0218,92.0218104703,0.01,92.0218104703,100,100.0,5.15226945693,92.0218
0.005,91.8729891643,1.0,1.0,500,500.0,2,1.0,20.154165716,1.0,3.54009,2.1793e-19,1.0,,500.0,0.005,91.9474,91.8729891643,0.005,91.8729891643,100,200.000000102,20.154165716,91.9474
0.00333333,91.6738955838,1.0,1.0,500,500.0,2,1.0,8.32006585779,1.0,3.33423,5.43914e-20,1.0,,500.0,0.00333333,91.8562,91.6738955838,0.00333333,91.6738955838,100,299.999969474,8.32006585779,91.8562
0.0025,91.8942143514,1.0,1.0,500,500.0,2,1.0,9.94484230416,1.0,3.28625,5.4346e-20,1.0,,500.0,0.0025,91.8657,91.8942143514,0.0025,91.8942143514,100,400.0,9.94484230416,91.8657
0.002,87.9459105395,1.0,1.0,500,500.0,1,1.0,3.68846058786,1.0,3.43922,5.43187e-20,1.0,,500.0,0.002,91.0818,87.9459105395,0.002,87.9459105395,100,500.000006643,3.68846058786,91.0818
0.01,91.2510895138,1.0,1.0,500,500.0,2,1.0,6.1758948463,1.0,2.47268,3.50449e-18,1.0,,500.0,0.01,91.2511,91.2510895138,0.01,91.2510895138,100,100.0,6.1758948463,91.2511
0.005,92.5734835464,1.0,1.0,500,500.0,2,1.0,9.14336258917,1.0,2.832,2.1793e-19,1.0,,500.0,0.005,91.9123,92.5734835464,0.005,92.5734835464,100,200.000000102,9.14336258917,91.9123
0.00333333,91.5282829616,1.0,1.0,500,500.0,2,1.0,5.05557900941,1.0,2.65479,5.43914e-20,1.0,,500.0,0.00333333,91.7843,91.5282829616,0.00333333,91.5282829616,100,299.999969474,5.05557900941,91.7843
0.0025,88.765643162,1.0,1.0,500,500.0,2,1.0,21.2765574918,1.0,3.50149,5.4346e-20,1.0,,500.0,0.0025,91.0296,88.765643162,0.0025,88.765643162,100,400.0,21.2765574918,91.0296
0.002,89.8637293677,1.0,1.0,500,500.0,1,1.0,23.0299484824,1.0,3.81913,5.43187e-20,1.0,,500.0,0.002,90.7964,89.8637293677,0.002,89.8637293677,100,500.000006643,23.0299484824,90.7964
0.01,93.3082599802,1.0,1.0,500,500.0,2,1.0,10.9955061329,1.0,3.29933,3.50449e-18,1.0,,500.0,0.01,93.3083,93.3082599802,0.01,93.3082599802,100,100.0,10.9955061329,93.3083
0.005,92.7369692108,1.0,1.0,500,500.0,2,1.0,11.5830818947,1.0,3.35529,2.1793e-19,1.0,,500.0,0.005,93.0226,92.7369692108,0.005,92.7369692108,100,200.000000102,11.5830818947,93.0226
0.00333333,92.0740193458,1.0,1.0,500,500.0,2,1.0,13.5032113194,1.0,3.48731,5.43914e-20,1.0,,500.0,0.00333333,92.7064,92.0740193458,0.00333333,92.0740193458,100,299.999969474,13.5032113194,92.7064
0.0025,91.5723212017,1.0,1.0,500,500.0,2,1.0,5.7161300689,1.0,3.28282,5.4346e-20,1.0,,500.0,0.0025,92.4229,91.5723212017,0.0025,91.5723212017,100,400.0,5.7161300689,92.4229
0.002,91.4788877485,1.0,1.0,500,500.0,1,1.0,5.09838242296,1.0,3.12628,5.43187e-20,1.0,,500.0,0.002,92.2341,91.4788877485,0.002,91.4788877485,100,500.000006643,5.09838242296,92.2341
0.01,93.8736498095,1.0,1.0,500,500.0,2,1.0,2.71901550738,1.0,1.64068,3.50449e-18,1.0,,500.0,0.01,93.8736,93.8736498095,0.01,93.8736498095,100,100.0,2.71901550738,93.8736
0.005,90.2513412215,1.0,1.0,500,500.0,2,1.0,4.27809901932,1.0,2.59689,2.1793e-19,1.0,,500.0,0.005,92.0625,90.2513412215,0.005,90.2513412215,100,200.000000102,4.27809901932,92.0625
0.00333333,92.0187769451,1.0,1.0,500,500.0,2,1.0,7.67228208356,1.0,2.65107,5.43914e-20,1.0,,500.0,0.00333333,92.0479,92.0187769451,0.00333333,92.0187769451,100,299.999969474,7.67228208356,92.0479
0.0025,89.3658881389,1.0,1.0,500,500.0,2,1.0,28.452873843,1.0,3.69621,5.4346e-20,1.0,,500.0,0.0025,91.3774,89.3658881389,0.0025,89.3658881389,100,400.0,28.452873843,91.3774
0.002,91.9131817735,1.0,1.0,500,500.0,1,1.0,12.7167436397,1.0,3.67334,5.43187e-20,1.0,,500.0,0.002,91.4846,91.9131817735,0.002,91.9131817735,100,500.000006643,12.7167436397,91.4846
0.01,92.1859888576,1.0,1.0,500,500.0,2,1.0,14.0999248443,1.0,3.73617,3.50449e-18,1.0,,500.0,0.01,92.186,92.1859888576,0.01,92.1859888576,100,100.0,14.0999248443,92.186
0.005,90.5701998235,1.0,1.0,500,500.0,2,1.0,9.50316386557,1.0,3.5123,2.1793e-19,1.0,,500.0,0.005,91.3781,90.5701998235,0.005,90.5701998235,100,200.000000102,9.50316386557,91.3781
0.00333333,89.6773491913,1.0,1.0,500,500.0,2,1.0,16.8771891178,1.0,3.79953,5.43914e-20,1.0,,500.0,0.00333333,90.8112,89.6773491913,0.00333333,89.6773491913,100,299.999969474,16.8771891178,90.8112
0.0025,93.3543762648,1.0,1.0,500,500.0,2,1.0,3.60373934458,1.0,3.5961,5.4346e-20,1.0,,500.0,0.0025,91.447,93.3543762648,0.0025,93.3543762648,100,400.0,3.60373934458,91.447
0.002,90.2343344733,1.0,1.0,500,500.0,1,1.0,19.1086723744,1.0,3.79003,5.43187e-20,1.0,,500.0,0.002,91.2044,90.2343344733,0.002,90.2343344733,100,500.000006643,19.1086723744,91.2044
0.01,89.8161220456,1.0,1.0,500,500.0,2,1.0,40.3609633665,1.0,6.32118,3.50449e-18,1.0,,500.0,0.01,89.8161,89.8161220456,0.01,89.8161220456,100,100.0,40.3609633665,89.8161
0.005,92.6210262493,1.0,1.0,500,500.0,2,1.0,20.3286035204,1.0,5.65758,2.1793e-19,1.0,,500.0,0.005,91.2186,92.6210262493,0.005,92.6210262493,100,200.000000102,20.3286035204,91.2186
0.00333333,89.8327142534,1.0,1.0,500,500.0,2,1.0,10.5379464472,1.0,5.02425,5.43914e-20,1.0,,500.0,0.00333333,90.7566,89.8327142534,0.00333333,89.8327142534,100,299.999969474,10.5379464472,90.7566
