Bound,VarVanillaIw,Delta,MinVanillaIw,J,AvgRet,MinNormIw,VarDiscRet,AvgVanillaIw,IterType,MaxNormIw,VanillaAvgRet,AvgNormIw,ESSRenyi,VarJ,BatchSize,ESSClassic,AvgEpLen,AvgDiscRet,MaxVanillaIw,EpsThisIter,VarNormIw,eRenyi2,VarRet
-98.9173,,0.9,1.0,-89.0852,-78.441592533,0.005,4932.31841235,1.0,2,0.005,-78.441592533,0.005,500.0,90.5617,500,200.000000102,109.83,-78.441592533,1.0,100,2.1793e-19,1.0,4932.31841235
-95.2786,,0.9,1.0,-87.2507,-83.5816612948,0.00333333,6063.78528415,1.0,2,0.00333333,-83.5816612948,0.00333333,500.0,86.4604,500,299.999969474,116.24,-83.5816612948,1.0,100,5.43914e-20,1.0,6063.78528415
-94.9608,,0.9,1.0,-88.0085,-90.281814241,0.0025,8261.44048085,1.0,2,0.0025,-90.281814241,0.0025,500.0,87.4813,500,400.0,123.7,-90.281814241,1.0,100,5.4346e-20,1.0,8261.44048085
-83.3614,2.16957,0.9,2.95977e-17,-72.1424,-75.5216084002,5.7486e-20,3788.45245163,1.02974,1,0.0115306,-75.5216084002,0.002,153.610241933,60.1613,500,164.366245188,106.53,-75.5216084002,5.93675,100,8.18431e-06,3.25499,3788.45245163
-82.6025,,0.9,1.0,-68.6981,-68.6980757761,0.01,1364.65638458,1.0,2,0.01,-68.6980757761,0.01,500.0,36.7561,500,100.0,98.02,-68.6980757761,1.0,100,3.50449e-18,1.0,1364.65638458
-82.5242,,0.9,1.0,-72.6921,-76.6862141638,0.005,3804.49765849,1.0,2,0.005,-76.6862141638,0.005,500.0,50.7413,500,200.000000102,108.58,-76.6862141638,1.0,100,2.1793e-19,1.0,3804.49765849
-86.3457,,0.9,1.0,-78.3178,-89.5691758926,0.00333333,8263.25396167,1.0,2,0.00333333,-89.5691758926,0.00333333,500.0,67.1314,500,299.999969474,122.94,-89.5691758926,1.0,100,5.43914e-20,1.0,8263.25396167
-86.2996,,0.9,1.0,-79.3472,-82.4353136842,0.0025,6059.39015948,1.0,2,0.0025,-82.4353136842,0.0025,500.0,69.8774,500,400.0,115.43,-82.4353136842,1.0,100,5.4346e-20,1.0,6059.39015948
-86.1656,0.25026,0.9,0.26562,-78.984,-86.3166876566,0.000538157,7186.02564658,0.987149,1,0.0080118,-86.3166876566,0.002,374.86887467,68.7493,500,397.992581159,118.75,-86.3166876566,3.95442,100,1.02727e-06,1.3338,7186.02564658
-104.166,,0.9,1.0,-90.2613,-90.261346195,0.01,8235.02315201,1.0,2,0.01,-90.261346195,0.01,500.0,90.2922,500,100.0,124.22,-90.261346195,1.0,100,3.50449e-18,1.0,8235.02315201
-102.979,,0.9,1.0,-93.1471,-96.0329084893,0.005,10417.6651224,1.0,2,0.005,-96.0329084893,0.005,500.0,96.1322,500,200.000000102,130.12,-96.0329084893,1.0,100,2.1793e-19,1.0,10417.6651224
-102.844,,0.9,1.0,-94.8158,-98.1530768505,0.00333333,10289.9042864,1.0,2,0.00333333,-98.1530768505,0.00333333,500.0,97.7864,500,299.999969474,133.24,-98.1530768505,1.0,100,5.43914e-20,1.0,10289.9042864
-98.9269,,0.9,1.0,-91.9745,-83.4508731318,0.0025,6054.06157008,1.0,2,0.0025,-83.4508731318,0.0025,500.0,93.2429,500,400.0,116.08,-83.4508731318,1.0,100,5.4346e-20,1.0,6054.06157008
-91.5428,61.5706,0.9,0.0214177,-82.295,-82.9344276147,3.18623e-05,6053.22107587,1.34439,1,0.261292,-82.9344276147,0.002,226.071958329,91.454,500,14.2865566115,115.11,-82.9344276147,175.639,100,0.000136264,2.21169,6053.22107587
-100.544,,0.9,1.0,-86.6395,-86.6394752426,0.01,7139.96058444,1.0,2,0.01,-86.6394752426,0.01,500.0,84.0747,500,100.0,119.62,-86.6394752426,1.0,100,3.50449e-18,1.0,7139.96058444
-97.3543,,0.9,1.0,-87.5221,-88.4047490515,0.005,8315.92643067,1.0,2,0.005,-88.4047490515,0.005,500.0,87.4725,500,200.000000102,121.07,-88.4047490515,1.0,100,2.1793e-19,1.0,8315.92643067
-96.2973,,0.9,1.0,-88.2694,-89.7639954604,0.00333333,8250.74180633,1.0,2,0.00333333,-89.7639954604,0.00333333,500.0,88.458,500,299.999969474,122.92,-89.7639954604,1.0,100,5.43914e-20,1.0,8250.74180633
-93.8354,,0.9,1.0,-86.8831,-82.7240362483,0.0025,6061.33957037,1.0,2,0.0025,-82.7240362483,0.0025,500.0,85.8753,500,400.0,115.69,-82.7240362483,1.0,100,5.4346e-20,1.0,6061.33957037
-87.8283,0.890345,0.9,1.33865e-06,-79.4265,-88.1635247636,2.61242e-09,7087.49858698,1.02484,1,0.00589027,-88.1635247636,0.002,273.898365473,91.1154,500,270.852879793,121.26,-88.1635247636,3.01828,100,3.39086e-06,1.82549,7087.49858698
-97.2857,,0.9,1.0,-83.3798,-83.3798276944,0.01,6049.86475859,1.0,2,0.01,-83.3798276944,0.01,500.0,77.391,500,100.0,116.23,-83.3798276944,1.0,100,3.50449e-18,1.0,6049.86475859
-100.401,,0.9,1.0,-90.568,-97.756137919,0.005,10283.3227482,1.0,2,0.005,-97.756137919,0.005,500.0,90.2031,500,200.000000102,132.53,-97.756137919,1.0,100,2.1793e-19,1.0,10283.3227482
-96.5275,,0.9,1.0,-88.4989,-84.3608250169,0.00333333,7247.58912094,1.0,2,0.00333333,-84.3608250169,0.00333333,500.0,88.4571,500,299.999969474,116.29,-84.3608250169,1.0,100,5.43914e-20,1.0,7247.58912094
-97.3849,,0.9,1.0,-90.432,-96.2311925486,0.0025,10381.0939152,1.0,2,0.0025,-96.2311925486,0.0025,500.0,91.9186,500,400.0,130.7,-96.2311925486,1.0,100,5.4346e-20,1.0,10381.0939152
-94.0869,0.584047,0.9,0.260765,-86.6963,-85.8875569759,0.000499931,7155.09465889,1.0432,1,0.0164623,-85.8875569759,0.002,354.022630316,87.5201,500,325.605790452,118.57,-85.8875569759,8.58678,100,2.14669e-06,1.41234,7155.09465889
-121.137,,0.9,1.0,-107.231,-107.231006325,0.01,13326.1709292,1.0,2,0.01,-107.231006325,0.01,500.0,114.86,500,100.0,142.89,-107.231006325,1.0,100,3.50449e-18,1.0,13326.1709292
-110.579,,0.9,1.0,-100.746,-94.2618503509,0.005,9277.50358961,1.0,2,0.005,-94.2618503509,0.005,500.0,105.976,500,200.000000102,128.37,-94.2618503509,1.0,100,2.1793e-19,1.0,9277.50358961
-104.993,,0.9,1.0,-96.9646,-89.4010511437,0.00333333,8277.11888316,1.0,2,0.00333333,-89.4010511437,0.00333333,500.0,101.229,500,299.999969474,122.14,-89.4010511437,1.0,100,5.43914e-20,1.0,8277.11888316
-98.0884,,0.9,1.0,-91.1354,-73.6475530271,0.0025,2592.21422831,1.0,2,0.0025,-73.6475530271,0.0025,500.0,91.8095,500,400.0,105.1,-73.6475530271,1.0,100,5.4346e-20,1.0,2592.21422831
-85.4584,9.34665,0.9,,-66.0953,-92.6788517649,,9349.9282644,1.09568,1,0.0379728,-92.6788517649,0.002,51.5768383117,40.4673,500,57.0126060901,126.28,-92.6788517649,20.803,100,3.11423e-05,9.69427,9349.9282644
-96.5445,,0.9,1.0,-82.6397,-82.6397366413,0.01,6051.18789188,1.0,2,0.01,-82.6397366413,0.01,500.0,77.3995,500,100.0,115.0,-82.6397366413,1.0,100,3.50449e-18,1.0,6051.18789188
-101.448,,0.9,1.0,-91.6157,-100.591669402,0.005,11341.7532045,1.0,2,0.005,-100.591669402,0.005,500.0,93.2206,500,200.000000102,135.56,-100.591669402,1.0,100,2.1793e-19,1.0,11341.7532045
-96.5151,,0.9,1.0,-88.4872,-82.2302017924,0.00333333,4901.72238701,1.0,2,0.00333333,-82.2302017924,0.00333333,500.0,86.2005,500,299.999969474,114.84,-82.2302017924,1.0,100,5.43914e-20,1.0,4901.72238701
-95.7004,,0.9,1.0,-88.7481,-89.5306303154,0.0025,8277.82941623,1.0,2,0.0025,-89.5306303154,0.0025,500.0,87.3033,500,400.0,122.46,-89.5306303154,1.0,100,5.4346e-20,1.0,8277.82941623
-90.4096,2.44867,0.9,8.19478e-05,-79.2075,-96.1055815341,1.61121e-07,10407.24465,1.01722,1,0.028557,-96.1055815341,0.002,154.073418414,88.0088,500,148.732483597,129.74,-96.1055815341,14.5244,100,9.4659e-06,3.24521,10407.24465
-105.027,,0.9,1.0,-91.1224,-91.122414837,0.01,8194.29978226,1.0,2,0.01,-91.122414837,0.01,500.0,90.0686,500,100.0,125.55,-91.122414837,1.0,100,3.50449e-18,1.0,8194.29978226
-98.4147,,0.9,1.0,-88.5826,-86.0426882015,0.005,7216.47362963,1.0,2,0.005,-86.0426882015,0.005,500.0,87.3773,500,200.000000102,118.3,-86.0426882015,1.0,100,2.1793e-19,1.0,7216.47362963
-93.3707,,0.9,1.0,-85.3428,-78.8632601777,0.00333333,4949.64450085,1.0,2,0.00333333,-78.8632601777,0.00333333,500.0,82.1233,500,299.999969474,110.56,-78.8632601777,1.0,100,5.43914e-20,1.0,4949.64450085
-92.0862,,0.9,1.0,-85.1339,-84.5071774398,0.0025,5975.86828937,1.0,2,0.0025,-84.5071774398,0.0025,500.0,80.8538,500,400.0,118.33,-84.5071774398,1.0,100,5.4346e-20,1.0,5975.86828937
-84.0302,1.54353,0.9,4.05249e-20,-74.3806,-70.2168552232,7.54259e-23,1362.22374861,1.07456,1,0.0117186,-70.2168552232,0.002,207.640086504,78.4023,500,214.216657648,100.77,-70.2168552232,6.29615,100,5.34704e-06,2.40801,1362.22374861
-94.0496,,0.9,1.0,-80.1449,-80.1448658516,0.01,4883.10821631,1.0,2,0.01,-80.1448658516,0.01,500.0,69.529,500,100.0,111.69,-80.1448658516,1.0,100,3.50449e-18,1.0,4883.10821631
-98.3006,,0.9,1.0,-88.4677,-96.7904879946,0.005,10338.1847541,1.0,2,0.005,-96.7904879946,0.005,500.0,87.1998,500,200.000000102,130.85,-96.7904879946,1.0,100,2.1793e-19,1.0,10338.1847541
-92.2555,,0.9,1.0,-84.2269,-75.7454848592,0.00333333,3750.9593413,1.0,2,0.00333333,-75.7454848592,0.00333333,500.0,79.6429,500,299.999969474,107.3,-75.7454848592,1.0,100,5.43914e-20,1.0,3750.9593413
-94.7305,,0.9,1.0,-87.7776,-98.4295794311,0.0025,10278.0024104,1.0,2,0.0025,-98.4295794311,0.0025,500.0,85.6672,500,400.0,133.3,-98.4295794311,1.0,100,5.4346e-20,1.0,10278.0024104
-90.0946,0.095227,0.9,0.695342,-83.358,-71.9732786268,0.00142909,2574.10213288,0.973123,1,0.00602784,-71.9732786268,0.002,426.092483812,77.8669,500,454.397071856,102.73,-71.9732786268,2.93291,100,4.02239e-07,1.17345,2574.10213288
-108.121,,0.9,1.0,-94.2163,-94.2162552674,0.01,9282.17810081,1.0,2,0.01,-94.2162552674,0.01,500.0,95.8611,500,100.0,128.75,-94.2162552674,1.0,100,3.50449e-18,1.0,9282.17810081
-96.5963,,0.9,1.0,-86.7642,-79.3120626247,0.005,4920.84098273,1.0,2,0.005,-79.3120626247,0.005,500.0,84.1786,500,200.000000102,111.21,-79.3120626247,1.0,100,2.1793e-19,1.0,4920.84098273
-94.6259,,0.9,1.0,-86.598,-86.2657044736,0.00333333,7189.75037459,1.0,2,0.00333333,-86.2657044736,0.00333333,500.0,84.2419,500,299.999969474,119.29,-86.2657044736,1.0,100,5.43914e-20,1.0,7189.75037459
-94.0642,,0.9,1.0,-87.1118,-88.6531736869,0.0025,8310.70145912,1.0,2,0.0025,-88.6531736869,0.0025,500.0,85.9081,500,400.0,121.92,-88.6531736869,1.0,100,5.4346e-20,1.0,8310.70145912
-85.4622,0.661003,0.9,6.58848e-07,-77.5007,-77.2986011642,1.31143e-09,3744.42075237,1.00478,1,0.00890885,-77.2986011642,0.002,305.02065867,78.3402,500,302.403244279,108.91,-77.2986011642,4.47571,100,2.61892e-06,1.63923,3744.42075237
-89.6321,,0.9,1.0,-75.7275,-75.7274954721,0.01,3781.51835191,1.0,2,0.01,-75.7274954721,0.01,500.0,61.1858,500,100.0,106.83,-75.7274954721,1.0,100,3.50449e-18,1.0,3781.51835191
-97.7007,,0.9,1.0,-87.8685,-100.009509274,0.005,11384.0351461,1.0,2,0.005,-100.009509274,0.005,500.0,87.4892,500,200.000000102,135.03,-100.009509274,1.0,100,2.1793e-19,1.0,11384.0351461
-97.8099,,0.9,1.0,-89.782,-93.6088425322,0.00333333,9282.23701882,1.0,2,0.00333333,-93.6088425322,0.00333333,500.0,90.4067,500,299.999969474,127.94,-93.6088425322,1.0,100,5.43914e-20,1.0,9282.23701882
-96.1571,,0.9,1.0,-89.2047,-87.4729293343,0.0025,7137.5079288,1.0,2,0.0025,-87.4729293343,0.0025,500.0,88.8682,500,400.0,121.24,-87.4729293343,1.0,100,5.4346e-20,1.0,7137.5079288
-92.6393,1.1624,0.9,6.78751e-06,-83.5504,-97.981518518,1.28271e-08,10330.1212969,1.0583,1,0.00695714,-97.981518518,0.002,234.04870561,106.404,500,245.606756647,132.99,-97.981518518,3.68138,100,4.1514e-06,2.13631,10330.1212969
-95.4423,,0.9,1.0,-81.5375,-81.5374782403,0.01,4884.68025267,1.0,2,0.01,-81.5374782403,0.01,500.0,69.5402,500,100.0,114.3,-81.5374782403,1.0,100,3.50449e-18,1.0,4884.68025267
-96.7337,,0.9,1.0,-86.9016,-92.2656615478,0.005,9377.30560009,1.0,2,0.005,-92.2656615478,0.005,500.0,84.193,500,200.000000102,125.33,-92.2656615478,1.0,100,2.1793e-19,1.0,9377.30560009
-90.8421,,0.9,1.0,-82.8141,-74.6392643659,0.00333333,3766.93864976,1.0,2,0.00333333,-74.6392643659,0.00333333,500.0,77.4735,500,299.999969474,105.26,-74.6392643659,1.0,100,5.43914e-20,1.0,3766.93864976
-91.7241,,0.9,1.0,-84.7717,-90.6444090524,0.0025,8199.27847181,1.0,2,0.0025,-90.6444090524,0.0025,500.0,80.8852,500,400.0,124.47,-90.6444090524,1.0,100,5.4346e-20,1.0,8199.27847181
-86.1673,2.48879,0.9,4.98169e-11,-73.7577,-86.226356767,1.13426e-13,7184.93148718,0.878404,1,0.0203637,-86.226356767,0.002,125.549253138,91.4992,500,118.509617326,118.63,-86.226356767,8.94377,100,1.29021e-05,3.9825,7184.93148718
-118.254,,0.9,1.0,-104.349,-104.348836598,0.01,12308.3888931,1.0,2,0.01,-104.348836598,0.01,500.0,110.387,500,100.0,139.85,-104.348836598,1.0,100,3.50449e-18,1.0,12308.3888931
-107.778,,0.9,1.0,-97.9458,-91.5428536521,0.005,8228.43880358,1.0,2,0.005,-91.5428536521,0.005,500.0,101.028,500,200.000000102,125.16,-91.5428536521,1.0,100,2.1793e-19,1.0,8228.43880358
-98.6968,,0.9,1.0,-90.6689,-76.1149343902,0.00333333,3741.51638816,1.0,2,0.00333333,-76.1149343902,0.00333333,500.0,90.2502,500,299.999969474,107.48,-76.1149343902,1.0,100,5.43914e-20,1.0,3741.51638816
-100.328,,0.9,1.0,-93.3757,-101.496243759,0.0025,11293.9056208,1.0,2,0.0025,-101.496243759,0.0025,500.0,94.4777,500,400.0,136.82,-101.496243759,1.0,100,5.4346e-20,1.0,11293.9056208
-83.8085,5.55148,0.9,,-67.4062,-75.0462351984,,3765.29392671,0.971628,1,0.02548,-75.0462351984,0.002,71.8647612131,48.3499,500,72.7944182687,106.11,-75.0462351984,12.3786,100,2.35217e-05,6.95751,3765.29392671
-96.6609,,0.9,1.0,-82.7561,-82.7561536555,0.01,6082.80912587,1.0,2,0.01,-82.7561536555,0.01,500.0,77.6014,500,100.0,115.25,-82.7561536555,1.0,100,3.50449e-18,1.0,6082.80912587
-89.2554,,0.9,1.0,-79.4233,-76.0904200087,0.005,3781.45692967,1.0,2,0.005,-76.0904200087,0.005,500.0,69.9566,500,200.000000102,107.08,-76.0904200087,1.0,100,2.1793e-19,1.0,3781.45692967
-86.043,,0.9,1.0,-78.0151,-75.1986066331,0.00333333,3768.11988487,1.0,2,0.00333333,-75.1986066331,0.00333333,500.0,67.157,500,299.999969474,106.35,-75.1986066331,1.0,100,5.43914e-20,1.0,3768.11988487
-83.3677,,0.9,1.0,-76.4153,-71.6159502241,0.0025,2562.54494147,1.0,2,0.0025,-71.6159502241,0.0025,500.0,63.4386,500,400.0,102.65,-71.6159502241,1.0,100,5.4346e-20,1.0,2562.54494147
-79.136,2.18309,0.9,5.68824e-20,-67.9121,-68.7973683472,1.13222e-22,1363.84910499,1.0048,1,0.0115192,-68.7973683472,0.002,153.476050104,53.0534,500,158.32950997,99.83,-68.7973683472,5.78725,100,8.64919e-06,3.25784,1363.84910499
-105.078,,0.9,1.0,-91.1735,-91.1734922491,0.01,8190.91354727,1.0,2,0.01,-91.1734922491,0.01,500.0,90.05,500,100.0,125.71,-91.1734922491,1.0,100,3.50449e-18,1.0,8190.91354727
-99.4326,,0.9,1.0,-89.6004,-88.0273959291,0.005,7098.06977131,1.0,2,0.005,-88.0273959291,0.005,500.0,87.0087,500,200.000000102,121.36,-88.0273959291,1.0,100,2.1793e-19,1.0,7098.06977131
-95.2051,,0.9,1.0,-87.1768,-82.3294675994,0.00333333,4895.26619436,1.0,2,0.00333333,-82.3294675994,0.00333333,500.0,81.6958,500,299.999969474,114.99,-82.3294675994,1.0,100,5.43914e-20,1.0,4895.26619436
-90.2309,,0.9,1.0,-83.2781,-71.5821447745,0.0025,2605.65309403,1.0,2,0.0025,-71.5821447745,0.0025,500.0,75.4728,500,400.0,100.95,-71.5821447745,1.0,100,5.4346e-20,1.0,2605.65309403
-89.69,0.0848112,0.9,0.780697,-83.1947,-85.5055690365,0.00155124,7205.86226743,1.00655,1,0.00813371,-85.5055690365,0.002,458.32390399,76.7619,500,461.448819294,118.22,-85.5055690365,4.09349,100,3.34845e-07,1.09093,7205.86226743
-90.3941,,0.9,1.0,-76.4908,-76.4907984486,0.01,3724.37894162,1.0,2,0.01,-76.4907984486,0.01,500.0,60.7218,500,100.0,108.36,-76.4907984486,1.0,100,3.50449e-18,1.0,3724.37894162
-85.2318,,0.9,1.0,-75.3999,-74.3089417328,0.005,3779.70466215,1.0,2,0.005,-74.3089417328,0.005,500.0,60.9566,500,200.000000102,104.94,-74.3089417328,1.0,100,2.1793e-19,1.0,3779.70466215
-88.4567,,0.9,1.0,-80.4288,-90.4866290148,0.00333333,8204.47640359,1.0,2,0.00333333,-90.4866290148,0.00333333,500.0,72.3547,500,299.999969474,124.32,-90.4866290148,1.0,100,5.43914e-20,1.0,8204.47640359
-86.9376,,0.9,1.0,-79.9852,-78.6543989377,0.0025,4955.67024845,1.0,2,0.0025,-78.6543989377,0.0025,500.0,71.788,500,400.0,110.42,-78.6543989377,1.0,100,5.4346e-20,1.0,4955.67024845
-79.6614,2.76676,0.9,,-67.6896,-82.9947380914,,6073.89064751,1.07249,1,0.0118108,-82.9947380914,0.002,134.899243294,39.141,500,147.033347677,115.6,-82.9947380914,6.33346,100,9.6216e-06,3.70647,6073.89064751
-107.549,,0.9,1.0,-93.6446,-93.6446129328,0.01,9286.380512,1.0,2,0.01,-93.6446129328,0.01,500.0,95.8828,500,100.0,127.84,-93.6446129328,1.0,100,3.50449e-18,1.0,9286.380512
-101.352,,0.9,1.0,-91.5196,-89.3946138927,0.005,8283.17642247,1.0,2,0.005,-89.3946138927,0.005,500.0,93.2815,500,200.000000102,122.1,-89.3946138927,1.0,100,2.1793e-19,1.0,8283.17642247
-97.0791,,0.9,1.0,-89.0511,-84.1141508658,0.00333333,6036.68647826,1.0,2,0.00333333,-84.1141508658,0.00333333,500.0,88.3474,500,299.999969474,117.12,-84.1141508658,1.0,100,5.43914e-20,1.0,6036.68647826
-92.7985,,0.9,1.0,-85.8461,-76.231206242,0.0025,3772.37249239,1.0,2,0.0025,-76.231206242,0.0025,500.0,82.5737,500,400.0,107.59,-76.231206242,1.0,100,5.4346e-20,1.0,3772.37249239
-86.6212,1.93471,0.9,8.30847e-22,-74.9065,-90.0204603036,1.88961e-24,8250.142474,0.879383,1,0.0166204,-90.0204603036,0.002,140.885616561,109.583,500,142.986267045,123.54,-90.0204603036,7.30785,100,1.00074e-05,3.54898,8250.142474
-91.61,,0.9,1.0,-77.7054,-77.7053487849,0.01,4963.88087852,1.0,2,0.01,-77.7053487849,0.01,500.0,70.1017,500,100.0,108.72,-77.7053487849,1.0,100,3.50449e-18,1.0,4963.88087852
-89.8186,,0.9,1.0,-79.9864,-82.2674563015,0.005,6069.35113102,1.0,2,0.005,-82.2674563015,0.005,500.0,73.9368,500,200.000000102,114.35,-82.2674563015,1.0,100,2.1793e-19,1.0,6069.35113102
-86.219,,0.9,1.0,-78.1911,-74.6003773713,0.00333333,3766.89773022,1.0,2,0.00333333,-74.6003773713,0.00333333,500.0,69.9568,500,299.999969474,105.31,-74.6003773713,1.0,100,5.43914e-20,1.0,3766.89773022
-90.0389,,0.9,1.0,-83.0865,-97.7729862559,0.0025,10288.2907737,1.0,2,0.0025,-97.7729862559,0.0025,500.0,79.3014,500,400.0,132.9,-97.7729862559,1.0,100,5.4346e-20,1.0,10288.2907737
-81.2556,2.07729,0.9,9.28104e-11,-69.8522,-77.8247977625,2.02661e-13,3740.36342007,0.91592,1,0.0123148,-77.8247977625,0.002,148.68422228,48.7506,500,144.04124237,109.64,-77.8247977625,5.63967,100,9.90473e-06,3.36283,3740.36342007
-88.1153,,0.9,1.0,-74.2108,-74.2107932478,0.01,2552.13334662,1.0,2,0.01,-74.2107932478,0.01,500.0,50.2654,500,100.0,105.54,-74.2107932478,1.0,100,3.50449e-18,1.0,2552.13334662
-89.0348,,0.9,1.0,-79.2027,-84.1945904718,0.005,6018.23248306,1.0,2,0.005,-84.1945904718,0.005,500.0,65.3242,500,200.000000102,117.4,-84.1945904718,1.0,100,2.1793e-19,1.0,6018.23248306
-85.3679,,0.9,1.0,-77.34,-73.6146998332,0.00333333,2653.04659075,1.0,2,0.00333333,-73.6146998332,0.00333333,500.0,61.0514,500,299.999969474,104.23,-73.6146998332,1.0,100,5.43914e-20,1.0,2653.04659075
-84.1249,,0.9,1.0,-77.1725,-76.6699596855,0.0025,3739.62710191,1.0,2,0.0025,-76.6699596855,0.0025,500.0,61.0008,500,400.0,108.08,-76.6699596855,1.0,100,5.4346e-20,1.0,3739.62710191
-81.2512,0.545287,0.9,0.00134062,-73.3727,-76.7050806527,2.76436e-06,3743.60927361,0.96993,1,0.00600245,-76.7050806527,0.002,311.486752784,57.3625,500,316.764148888,108.62,-76.7050806527,2.91098,100,2.31848e-06,1.6052,3743.60927361
-106.79,,0.9,1.0,-92.8854,-92.8853670473,0.01,9353.73933064,1.0,2,0.01,-92.8853670473,0.01,500.0,96.2299,500,100.0,126.31,-92.8853670473,1.0,100,3.50449e-18,1.0,9353.73933064
-96.7284,,0.9,1.0,-86.8962,-80.9071112323,0.005,4884.18443071,1.0,2,0.005,-80.9071112323,0.005,500.0,84.1644,500,200.000000102,113.52,-80.9071112323,1.0,100,2.1793e-19,1.0,4884.18443071
-94.8232,,0.9,1.0,-86.7953,-86.5935151196,0.00333333,7155.99082942,1.0,2,0.00333333,-86.5935151196,0.00333333,500.0,84.1661,500,299.999969474,119.9,-86.5935151196,1.0,100,5.43914e-20,1.0,7155.99082942
-91.0762,,0.9,1.0,-84.1238,-76.109269495,0.0025,3780.68862691,1.0,2,0.0025,-76.109269495,0.0025,500.0,79.1838,500,400.0,107.51,-76.109269495,1.0,100,5.4346e-20,1.0,3780.68862691
-89.1055,2.21475,0.9,7.33996e-19,-79.3003,-98.3284929933,1.19763e-21,10265.486536,1.22575,1,0.0123478,-98.3284929933,0.002,201.100959941,93.0396,500,202.336859885,133.49,-98.3284929933,7.5677,100,5.89629e-06,2.48631,10265.486536
-111.163,,0.9,1.0,-97.2589,-97.258855412,0.01,10346.4138139,1.0,2,0.01,-97.258855412,0.01,500.0,101.207,500,100.0,131.83,-97.258855412,1.0,100,3.50449e-18,1.0,10346.4138139
-107.146,,0.9,1.0,-97.3143,-97.3697279748,0.005,10312.688582,1.0,2,0.005,-97.3697279748,0.005,500.0,101.125,500,200.000000102,132.18,-97.3697279748,1.0,100,2.1793e-19,1.0,10312.688582
-98.7019,,0.9,1.0,-90.674,-77.3934687512,0.00333333,3739.75080128,1.0,2,0.00333333,-77.3934687512,0.00333333,500.0,90.2209,500,299.999969474,109.12,-77.3934687512,1.0,100,5.43914e-20,1.0,3739.75080128
-99.0975,,0.9,1.0,-92.1452,-96.5585957134,0.0025,10380.7830262,1.0,2,0.0025,-96.5585957134,0.0025,500.0,93.1697,500,400.0,130.53,-96.5585957134,1.0,100,5.4346e-20,1.0,10380.7830262
-90.8437,3.96793,0.9,1.87799e-05,-78.1118,-76.2612276371,3.45157e-08,3726.55799135,1.0882,1,0.0344473,-76.2612276371,0.002,119.27241027,96.2575,500,115.098399052,107.72,-76.2612276371,18.7427,100,1.34032e-05,4.19208,3726.55799135
-98.6736,,0.9,1.0,-84.7688,-84.768772586,0.01,6026.13827156,1.0,2,0.01,-84.768772586,0.01,500.0,77.2391,500,100.0,117.72,-84.768772586,1.0,100,3.50449e-18,1.0,6026.13827156
-92.4539,,0.9,1.0,-82.6217,-80.4746146102,0.005,4893.62038051,1.0,2,0.005,-80.4746146102,0.005,500.0,73.552,500,200.000000102,112.59,-80.4746146102,1.0,100,2.1793e-19,1.0,4893.62038051
-90.7206,,0.9,1.0,-82.6927,-82.834705753,0.00333333,6097.8227278,1.0,2,0.00333333,-82.834705753,0.00333333,500.0,74.9592,500,299.999969474,114.85,-82.834705753,1.0,100,5.43914e-20,1.0,6097.8227278
-88.2038,,0.9,1.0,-81.2514,-76.9275601989,0.0025,3739.91697807,1.0,2,0.0025,-76.9275601989,0.0025,500.0,71.7358,500,400.0,108.73,-76.9275601989,1.0,100,5.4346e-20,1.0,3739.91697807
-83.4363,7.43872,0.9,1.36713e-05,-74.6119,-72.2022217883,2.1088e-08,2577.08465064,1.2966,1,0.0273282,-72.2022217883,0.002,248.28647981,57.767,500,92.3212687717,103.17,-72.2022217883,17.7169,100,1.76989e-05,2.0138,2577.08465064
-111.058,,0.9,1.0,-97.1534,-97.1533638634,0.01,10345.7080665,1.0,2,0.01,-97.1533638634,0.01,500.0,101.204,500,100.0,131.21,-97.1533638634,1.0,100,3.50449e-18,1.0,10345.7080665
-106.369,,0.9,1.0,-96.5371,-95.9207995613,0.005,9213.76802721,1.0,2,0.005,-95.9207995613,0.005,500.0,98.3988,500,200.000000102,130.52,-95.9207995613,1.0,100,2.1793e-19,1.0,9213.76802721
-105.381,,0.9,1.0,-97.3533,-98.9857538557,0.00333333,10261.1955464,1.0,2,0.00333333,-98.9857538557,0.00333333,500.0,99.2089,500,299.999969474,134.17,-98.9857538557,1.0,100,5.43914e-20,1.0,10261.1955464
-103.601,,0.9,1.0,-96.6491,-94.5363723694,0.0025,9297.34062676,1.0,2,0.0025,-94.5363723694,0.0025,500.0,98.4093,500,400.0,128.34,-94.5363723694,1.0,100,5.4346e-20,1.0,9297.34062676
-99.0179,1.20978,0.9,0.653043,-91.5012,-92.2019298567,0.00108162,9370.96248787,1.20753,1,0.0152796,-92.2019298567,0.002,342.200447211,104.129,500,273.519103677,125.42,-92.2019298567,9.22526,100,3.31874e-06,1.46113,9370.96248787
-93.0353,,0.9,1.0,-79.1307,-79.1306905156,0.01,4903.93571377,1.0,2,0.01,-79.1306905156,0.01,500.0,69.6771,500,100.0,110.63,-79.1306905156,1.0,100,3.50449e-18,1.0,4903.93571377
-92.9749,,0.9,1.0,-83.1428,-87.1549419765,0.005,7141.41803143,1.0,2,0.005,-87.1549419765,0.005,500.0,77.3211,500,200.000000102,120.52,-87.1549419765,1.0,100,2.1793e-19,1.0,7141.41803143
