AvgRet,J,Bound,Delta,ESSClassic,VarJ,AvgNormIw,VarNormIw,AvgDiscRet,MinVanillaIw,VanillaAvgRet,AvgEpLen,EpsThisIter,eRenyi2,ESSRenyi,MaxNormIw,VarVanillaIw,VarRet,BatchSize,MaxVanillaIw,IterType,VarDiscRet,AvgVanillaIw,MinNormIw
-58.4237900785,-58.4238,-58.4238,1.0,100.0,6.88261,0.01,3.50449e-18,-58.4237900785,1.0,-58.4237900785,85.43,100,1.0,500.0,0.01,,47.8487937858,500,1.0,2,47.8487937858,1.0,0.01
-57.2901898713,-57.857,-57.857,1.0,200.000000102,7.15234,0.005,2.1793e-19,-57.2901898713,1.0,-57.2901898713,83.17,100,1.0,500.0,0.005,,54.8476422085,500,1.0,2,54.8476422085,1.0,0.005
-61.3355592626,-59.0165,-59.0165,1.0,299.999969474,21.9032,0.00333333,5.43914e-20,-61.3355592626,1.0,-61.3355592626,88.16,100,1.0,500.0,0.00333333,,1342.28845435,500,1.0,2,1342.28845435,1.0,0.00333333
-61.9854458065,-59.7587,-59.7587,1.0,400.0,26.3196,0.0025,5.4346e-20,-61.9854458065,1.0,-61.9854458065,89.69,100,1.0,500.0,0.0025,,1338.41714293,500,1.0,2,1338.41714293,1.0,0.0025
-58.3953569545,-59.4861,-59.4861,1.0,500.000006643,23.7495,0.002,5.43187e-20,-58.3953569545,1.0,-58.3953569545,85.37,100,1.0,500.0,0.002,,48.2943834697,500,1.0,1,48.2943834697,1.0,0.002
-60.8348076025,-60.8348,-60.8348,1.0,100.0,36.4698,0.01,3.50449e-18,-60.8348076025,1.0,-60.8348076025,87.53,100,1.0,500.0,0.01,,1343.48125005,500,1.0,2,1343.48125005,1.0,0.01
-58.5270534578,-59.6809,-59.6809,1.0,200.000000102,26.4426,0.005,2.1793e-19,-58.5270534578,1.0,-58.5270534578,85.36,100,1.0,500.0,0.005,,66.3731368317,500,1.0,2,66.3731368317,1.0,0.005
-58.8829668103,-59.4149,-59.4149,1.0,299.999969474,22.0104,0.00333333,5.43914e-20,-58.8829668103,1.0,-58.8829668103,85.97,100,1.0,500.0,0.00333333,,55.0833588848,500,1.0,2,55.0833588848,1.0,0.00333333
-58.7859810713,-59.2577,-59.2577,1.0,400.0,19.4247,0.0025,5.4346e-20,-58.7859810713,1.0,-58.7859810713,86.1,100,1.0,500.0,0.0025,,56.169309977,500,1.0,2,56.169309977,1.0,0.0025
-61.8452630492,-59.7752,-59.7752,1.0,500.000006643,23.8113,0.002,5.43187e-20,-61.8452630492,1.0,-61.8452630492,88.85,100,1.0,500.0,0.002,,1333.58692663,500,1.0,1,1333.58692663,1.0,0.002
-58.8145284872,-58.8145,-58.8145,1.0,100.0,7.86276,0.01,3.50449e-18,-58.8145284872,1.0,-58.8145284872,86.52,100,1.0,500.0,0.01,,62.4475435329,500,1.0,2,62.4475435329,1.0,0.01
-62.9836045641,-60.8991,-60.8991,1.0,200.000000102,26.3337,0.005,2.1793e-19,-62.9836045641,1.0,-62.9836045641,91.02,100,1.0,500.0,0.005,,1329.70794223,500,1.0,2,1329.70794223,1.0,0.005
-60.6757479887,-60.8246,-60.8246,1.0,299.999969474,30.1162,0.00333333,5.43914e-20,-60.6757479887,1.0,-60.6757479887,87.42,100,1.0,500.0,0.00333333,,1347.47206479,500,1.0,2,1347.47206479,1.0,0.00333333
-58.4373513602,-60.2278,-60.2278,1.0,400.0,26.3637,0.0025,5.4346e-20,-58.4373513602,1.0,-58.4373513602,85.23,100,1.0,500.0,0.0025,,55.501168569,500,1.0,2,55.501168569,1.0,0.0025
-57.7905556621,-59.7404,-59.7404,1.0,500.000006643,23.7723,0.002,5.43187e-20,-57.7905556621,1.0,-57.7905556621,84.19,100,1.0,500.0,0.002,,41.0936709553,500,1.0,1,41.0936709553,1.0,0.002
-59.2215905821,-59.2216,-59.2216,1.0,100.0,7.42206,0.01,3.50449e-18,-59.2215905821,1.0,-59.2215905821,86.7,100,1.0,500.0,0.01,,55.64345311,500,1.0,2,55.64345311,1.0,0.01
-62.4783519556,-60.85,-60.85,1.0,200.000000102,26.3264,0.005,2.1793e-19,-62.4783519556,1.0,-62.4783519556,90.62,100,1.0,500.0,0.005,,1339.15558191,500,1.0,2,1339.15558191,1.0,0.005
-56.9280427134,-59.5427,-59.5427,1.0,299.999969474,21.9562,0.00333333,5.43914e-20,-56.9280427134,1.0,-56.9280427134,83.13,100,1.0,500.0,0.00333333,,50.3176312168,500,1.0,2,50.3176312168,1.0,0.00333333
-57.1205426785,-58.9371,-58.9371,1.0,400.0,19.3563,0.0025,5.4346e-20,-57.1205426785,1.0,-57.1205426785,83.28,100,1.0,500.0,0.0025,,48.5243723664,500,1.0,2,48.5243723664,1.0,0.0025
-62.1440794401,-59.5785,-59.5785,1.0,500.000006643,23.8683,0.002,5.43187e-20,-62.1440794401,1.0,-62.1440794401,89.52,100,1.0,500.0,0.002,,1355.13723025,500,1.0,1,1355.13723025,1.0,0.002
-57.5325872378,-57.5326,-57.5326,1.0,100.0,7.62724,0.01,3.50449e-18,-57.5325872378,1.0,-57.5325872378,84.15,100,1.0,500.0,0.01,,58.7624588794,500,1.0,2,58.7624588794,1.0,0.01
-58.5145029317,-58.0235,-58.0235,1.0,200.000000102,7.86209,0.005,2.1793e-19,-58.5145029317,1.0,-58.5145029317,85.43,100,1.0,500.0,0.005,,65.624286269,500,1.0,2,65.624286269,1.0,0.005
-67.0034995902,-61.0169,-61.0169,1.0,299.999969474,30.2065,0.00333333,5.43914e-20,-67.0034995902,1.0,-67.0034995902,96.03,100,1.0,500.0,0.00333333,,2585.76291173,500,1.0,2,2585.76291173,1.0,0.00333333
-65.1773923084,-62.057,-62.057,1.0,400.0,36.4962,0.0025,5.4346e-20,-65.1773923084,1.0,-65.1773923084,92.94,100,1.0,500.0,0.0025,,2603.64799086,500,1.0,2,2603.64799086,1.0,0.0025
-57.0218462789,-61.05,-61.05,1.0,500.000006643,32.8542,0.002,5.43187e-20,-57.0218462789,1.0,-57.0218462789,83.04,100,1.0,500.0,0.002,,49.3114959,500,1.0,1,49.3114959,1.0,0.002
-57.9447738306,-57.9448,-57.9448,1.0,100.0,7.75486,0.01,3.50449e-18,-57.9447738306,1.0,-57.9447738306,84.52,100,1.0,500.0,0.01,,60.7453165193,500,1.0,2,60.7453165193,1.0,0.01
-64.9162059474,-61.4305,-61.4305,1.0,200.000000102,36.486,0.005,2.1793e-19,-64.9162059474,1.0,-64.9162059474,92.85,100,1.0,500.0,0.005,,2604.06539112,500,1.0,2,2604.06539112,1.0,0.005
-57.9957881537,-60.2856,-60.2856,1.0,299.999969474,30.1505,0.00333333,5.43914e-20,-57.9957881537,1.0,-57.9957881537,84.71,100,1.0,500.0,0.00333333,,57.40755334,500,1.0,2,57.40755334,1.0,0.00333333
-57.8351981072,-59.673,-59.673,1.0,400.0,26.3744,0.0025,5.4346e-20,-57.8351981072,1.0,-57.8351981072,84.36,100,1.0,500.0,0.0025,,51.2737628329,500,1.0,2,51.2737628329,1.0,0.0025
-62.2744258054,-60.1933,-60.1933,1.0,500.000006643,28.7001,0.002,5.43187e-20,-62.2744258054,1.0,-62.2744258054,89.55,100,1.0,500.0,0.002,,1344.08114992,500,1.0,1,1344.08114992,1.0,0.002
-58.4049978271,-58.405,-58.405,1.0,100.0,7.28311,0.01,3.50449e-18,-58.4049978271,1.0,-58.4049978271,85.38,100,1.0,500.0,0.01,,53.5794711727,500,1.0,2,53.5794711727,1.0,0.01
-61.471845417,-59.9384,-59.9384,1.0,200.000000102,26.3544,0.005,2.1793e-19,-61.471845417,1.0,-61.471845417,88.43,100,1.0,500.0,0.005,,1344.807016,500,1.0,2,1344.807016,1.0,0.005
-58.8043925646,-59.5604,-59.5604,1.0,299.999969474,21.9939,0.00333333,5.43914e-20,-58.8043925646,1.0,-58.8043925646,85.83,100,1.0,500.0,0.00333333,,61.8509969436,500,1.0,2,61.8509969436,1.0,0.00333333
-57.8850580646,-59.1416,-59.1416,1.0,400.0,19.437,0.0025,5.4346e-20,-57.8850580646,1.0,-57.8850580646,84.81,100,1.0,500.0,0.0025,,58.4670289127,500,1.0,2,58.4670289127,1.0,0.0025
-62.1707110684,-59.7474,-59.7474,1.0,500.000006643,23.8327,0.002,5.43187e-20,-62.1707110684,1.0,-62.1707110684,89.45,100,1.0,500.0,0.002,,1334.81623803,500,1.0,1,1334.81623803,1.0,0.002
-56.7979052328,-56.7979,-56.7979,1.0,100.0,6.37633,0.01,3.50449e-18,-56.7979052328,1.0,-56.7979052328,82.64,100,1.0,500.0,0.01,,41.0682324225,500,1.0,2,41.0682324225,1.0,0.01
-61.1812806168,-58.9896,-58.9896,1.0,200.000000102,26.3344,0.005,2.1793e-19,-61.1812806168,1.0,-61.1812806168,87.86,100,1.0,500.0,0.005,,1350.24073701,500,1.0,2,1350.24073701,1.0,0.005
-59.6160954183,-59.1984,-59.1984,1.0,299.999969474,21.9585,0.00333333,5.43914e-20,-59.6160954183,1.0,-59.6160954183,87.1,100,1.0,500.0,0.00333333,,59.8632495849,500,1.0,2,59.8632495849,1.0,0.00333333
-61.6210771064,-59.8041,-59.8041,1.0,400.0,26.3111,0.0025,5.4346e-20,-61.6210771064,1.0,-61.6210771064,88.94,100,1.0,500.0,0.0025,,1331.48033402,500,1.0,2,1331.48033402,1.0,0.0025
-61.830872696,-60.2094,-60.2094,1.0,500.000006643,28.6381,0.002,5.43187e-20,-61.830872696,1.0,-61.830872696,89.43,100,1.0,500.0,0.002,,1341.73368492,500,1.0,1,1341.73368492,1.0,0.002
-60.965894006,-60.9659,-60.9659,1.0,100.0,36.654,0.01,3.50449e-18,-60.965894006,1.0,-60.965894006,88.02,100,1.0,500.0,0.01,,1357.09003374,500,1.0,2,1357.09003374,1.0,0.01
-61.9214413844,-61.4437,-61.4437,1.0,200.000000102,36.4926,0.005,2.1793e-19,-61.9214413844,1.0,-61.9214413844,89.51,100,1.0,500.0,0.005,,1332.7761528,500,1.0,2,1332.7761528,1.0,0.005
-58.2969524737,-60.3948,-60.3948,1.0,299.999969474,30.1388,0.00333333,5.43914e-20,-58.2969524737,1.0,-58.2969524737,84.93,100,1.0,500.0,0.00333333,,55.5657373037,500,1.0,2,55.5657373037,1.0,0.00333333
-69.5358093749,-62.68,-62.68,1.0,400.0,40.5238,0.0025,5.4346e-20,-69.5358093749,1.0,-69.5358093749,98.09,100,1.0,500.0,0.0025,,3819.21194399,500,1.0,2,3819.21194399,1.0,0.0025
-60.9122892921,-62.3265,-62.3265,1.0,500.000006643,39.7631,0.002,5.43187e-20,-60.9122892921,1.0,-60.9122892921,87.56,100,1.0,500.0,0.002,,1347.78586658,500,1.0,1,1347.78586658,1.0,0.002
-57.315029539,-57.315,-57.315,1.0,100.0,7.60538,0.01,3.50449e-18,-57.315029539,1.0,-57.315029539,83.52,100,1.0,500.0,0.01,,58.4260670954,500,1.0,2,58.4260670954,1.0,0.01
-57.6605828777,-57.4878,-57.4878,1.0,200.000000102,7.37869,0.005,2.1793e-19,-57.6605828777,1.0,-57.6605828777,84.15,100,1.0,500.0,0.005,,51.5036947425,500,1.0,2,51.5036947425,1.0,0.005
-65.5119677727,-60.1625,-60.1625,1.0,299.999969474,30.1724,0.00333333,5.43914e-20,-65.5119677727,1.0,-65.5119677727,93.38,100,1.0,500.0,0.00333333,,2605.36252514,500,1.0,2,2605.36252514,1.0,0.00333333
-62.7210730661,-60.8022,-60.8022,1.0,400.0,31.9268,0.0025,5.4346e-20,-62.7210730661,1.0,-62.7210730661,90.73,100,1.0,500.0,0.0025,,1354.78545499,500,1.0,2,1354.78545499,1.0,0.0025
-61.7228568645,-60.9863,-60.9863,1.0,500.000006643,32.8572,0.002,5.43187e-20,-61.7228568645,1.0,-61.7228568645,88.97,100,1.0,500.0,0.002,,1333.37084549,500,1.0,1,1333.37084549,1.0,0.002
-57.6954505499,-57.6954,-57.6954,1.0,100.0,7.09236,0.01,3.50449e-18,-57.6954505499,1.0,-57.6954505499,84.56,100,1.0,500.0,0.01,,50.8097123038,500,1.0,2,50.8097123038,1.0,0.01
-58.7075314839,-58.2015,-58.2015,1.0,200.000000102,7.33826,0.005,2.1793e-19,-58.7075314839,1.0,-58.7075314839,85.76,100,1.0,500.0,0.005,,57.4608975738,500,1.0,2,57.4608975738,1.0,0.005
-61.7085827237,-59.3705,-59.3705,1.0,299.999969474,21.965,0.00333333,5.43914e-20,-61.7085827237,1.0,-61.7085827237,88.99,100,1.0,500.0,0.00333333,,1344.9350732,500,1.0,2,1344.9350732,1.0,0.00333333
-60.3578292257,-59.6174,-59.6174,1.0,400.0,26.3063,0.0025,5.4346e-20,-60.3578292257,1.0,-60.3578292257,86.73,100,1.0,500.0,0.0025,,1333.29346786,500,1.0,2,1333.29346786,1.0,0.0025
-65.9225687332,-60.8784,-60.8784,1.0,500.000006643,32.7893,0.002,5.43187e-20,-65.9225687332,1.0,-65.9225687332,94.45,100,1.0,500.0,0.002,,2601.8282089,500,1.0,1,2601.8282089,1.0,0.002
-57.7425154547,-57.7425,-57.7425,1.0,100.0,6.71934,0.01,3.50449e-18,-57.7425154547,1.0,-57.7425154547,83.79,100,1.0,500.0,0.01,,45.6056082783,500,1.0,2,45.6056082783,1.0,0.01
-57.011823263,-57.3772,-57.3772,1.0,200.000000102,6.47471,0.005,2.1793e-19,-57.011823263,1.0,-57.011823263,82.9,100,1.0,500.0,0.005,,38.815270093,500,1.0,2,38.815270093,1.0,0.005
-58.5005767812,-57.7516,-57.7516,1.0,299.999969474,6.78134,0.00333333,5.43914e-20,-58.5005767812,1.0,-58.5005767812,85.21,100,1.0,500.0,0.00333333,,53.8129848913,500,1.0,2,53.8129848913,1.0,0.00333333
-58.3897564642,-57.9112,-57.9112,1.0,400.0,6.80123,0.0025,5.4346e-20,-58.3897564642,1.0,-58.3897564642,85.44,100,1.0,500.0,0.0025,,47.2340112068,500,1.0,2,47.2340112068,1.0,0.0025
-60.7668795203,-58.4823,-58.4823,1.0,500.000006643,17.458,0.002,5.43187e-20,-60.7668795203,1.0,-60.7668795203,87.08,100,1.0,500.0,0.002,,1345.82206626,500,1.0,1,1345.82206626,1.0,0.002
-62.3319199403,-62.3319,-62.3319,1.0,100.0,36.4447,0.01,3.50449e-18,-62.3319199403,1.0,-62.3319199403,90.09,100,1.0,500.0,0.01,,1341.6334701,500,1.0,2,1341.6334701,1.0,0.01
-62.0103573111,-62.1711,-62.1711,1.0,200.000000102,36.4698,0.005,2.1793e-19,-62.0103573111,1.0,-62.0103573111,89.17,100,1.0,500.0,0.005,,1345.27497921,500,1.0,2,1345.27497921,1.0,0.005
-61.1381719752,-61.8268,-61.8268,1.0,299.999969474,36.4249,0.00333333,5.43914e-20,-61.1381719752,1.0,-61.1381719752,88.06,100,1.0,500.0,0.00333333,,1332.8401383,500,1.0,2,1332.8401383,1.0,0.00333333
-58.5369914724,-61.0044,-61.0044,1.0,400.0,31.7929,0.0025,5.4346e-20,-58.5369914724,1.0,-58.5369914724,85.95,100,1.0,500.0,0.0025,,55.2843322814,500,1.0,2,55.2843322814,1.0,0.0025
-61.9656412812,-61.1966,-61.1966,1.0,500.000006643,32.7643,0.002,5.43187e-20,-61.9656412812,1.0,-61.9656412812,89.41,100,1.0,500.0,0.002,,1336.97747633,500,1.0,1,1336.97747633,1.0,0.002
-58.6473493597,-58.6474,-58.6474,1.0,100.0,7.71705,0.01,3.50449e-18,-58.6473493597,1.0,-58.6473493597,85.93,100,1.0,500.0,0.01,,60.1544556252,500,1.0,2,60.1544556252,1.0,0.01
-61.0570148446,-59.8522,-59.8522,1.0,200.000000102,26.4233,0.005,2.1793e-19,-61.0570148446,1.0,-61.0570148446,88.05,100,1.0,500.0,0.005,,1347.40325635,500,1.0,2,1347.40325635,1.0,0.005
-64.5315734172,-61.412,-61.412,1.0,299.999969474,36.5108,0.00333333,5.43914e-20,-64.5315734172,1.0,-64.5315734172,92.05,100,1.0,500.0,0.00333333,,2614.27879093,500,1.0,2,2614.27879093,1.0,0.00333333
-57.5011423519,-60.4343,-60.4343,1.0,400.0,31.8537,0.0025,5.4346e-20,-57.5011423519,1.0,-57.5011423519,83.94,100,1.0,500.0,0.0025,,48.5319596937,500,1.0,2,48.5319596937,1.0,0.0025
-58.9921743353,-60.1459,-60.1459,1.0,500.000006643,28.6429,0.002,5.43187e-20,-58.9921743353,1.0,-58.9921743353,86.15,100,1.0,500.0,0.002,,42.1904805861,500,1.0,1,42.1904805861,1.0,0.002
-58.7400300947,-58.74,-58.74,1.0,100.0,7.92262,0.01,3.50449e-18,-58.7400300947,1.0,-58.7400300947,85.97,100,1.0,500.0,0.01,,63.4018877235,500,1.0,2,63.4018877235,1.0,0.01
-62.0729429196,-60.4065,-60.4065,1.0,200.000000102,26.4887,0.005,2.1793e-19,-62.0729429196,1.0,-62.0729429196,89.69,100,1.0,500.0,0.005,,1348.46520516,500,1.0,2,1348.46520516,1.0,0.005
-58.1466960149,-59.6532,-59.6532,1.0,299.999969474,22.0446,0.00333333,5.43914e-20,-58.1466960149,1.0,-58.1466960149,84.79,100,1.0,500.0,0.00333333,,51.7057895114,500,1.0,2,51.7057895114,1.0,0.00333333
-62.3115318328,-60.3178,-60.3178,1.0,400.0,26.4259,0.0025,5.4346e-20,-62.3115318328,1.0,-62.3115318328,89.86,100,1.0,500.0,0.0025,,1343.56174838,500,1.0,2,1343.56174838,1.0,0.0025
-61.7456846072,-60.6034,-60.6034,1.0,500.000006643,28.767,0.002,5.43187e-20,-61.7456846072,1.0,-61.7456846072,89.14,100,1.0,500.0,0.002,,1356.31876126,500,1.0,1,1356.31876126,1.0,0.002
-60.6895591679,-60.6896,-60.6896,1.0,100.0,36.4368,0.01,3.50449e-18,-60.6895591679,1.0,-60.6895591679,86.83,100,1.0,500.0,0.01,,1341.04975104,500,1.0,2,1341.04975104,1.0,0.01
-62.8269438235,-61.7583,-61.7583,1.0,200.000000102,36.4242,0.005,2.1793e-19,-62.8269438235,1.0,-62.8269438235,90.68,100,1.0,500.0,0.005,,1336.88309526,500,1.0,2,1336.88309526,1.0,0.005
-66.61038461,-63.3756,-63.3756,1.0,299.999969474,41.7214,0.00333333,5.43914e-20,-66.61038461,1.0,-66.61038461,94.97,100,1.0,500.0,0.00333333,,2578.67611732,500,1.0,2,2578.67611732,1.0,0.00333333
-61.7414056167,-62.9671,-62.9671,1.0,400.0,40.4487,0.0025,5.4346e-20,-61.7414056167,1.0,-61.7414056167,88.72,100,1.0,500.0,0.0025,,1333.69841694,500,1.0,2,1333.69841694,1.0,0.0025
-61.5414764148,-62.682,-62.682,1.0,500.000006643,39.693,0.002,5.43187e-20,-61.5414764148,1.0,-61.5414764148,88.58,100,1.0,500.0,0.002,,1345.10586559,500,1.0,1,1345.10586559,1.0,0.002
-61.4865961167,-61.4866,-61.4866,1.0,100.0,36.3909,0.01,3.50449e-18,-61.4865961167,1.0,-61.4865961167,88.55,100,1.0,500.0,0.01,,1337.67433718,500,1.0,2,1337.67433718,1.0,0.01
-61.6247212121,-61.5557,-61.5557,1.0,200.000000102,36.4151,0.005,2.1793e-19,-61.6247212121,1.0,-61.6247212121,88.8,100,1.0,500.0,0.005,,1341.22857536,500,1.0,2,1341.22857536,1.0,0.005
-58.4808317842,-60.5307,-60.5307,1.0,299.999969474,30.052,0.00333333,5.43914e-20,-58.4808317842,1.0,-58.4808317842,85.31,100,1.0,500.0,0.00333333,,51.4636976523,500,1.0,2,51.4636976523,1.0,0.00333333
-60.2120415297,-60.451,-60.451,1.0,400.0,31.7814,0.0025,5.4346e-20,-60.2120415297,1.0,-60.2120415297,86.37,100,1.0,500.0,0.0025,,1344.20893574,500,1.0,2,1344.20893574,1.0,0.0025
-58.9379913336,-60.1484,-60.1484,1.0,500.000006643,28.6604,0.002,5.43187e-20,-58.9379913336,1.0,-58.9379913336,85.94,100,1.0,500.0,0.002,,65.6968817075,500,1.0,1,65.6968817075,1.0,0.002
-64.3567562442,-64.3568,-64.3568,1.0,100.0,50.9442,0.01,3.50449e-18,-64.3567562442,1.0,-64.3567562442,91.58,100,1.0,500.0,0.01,,2621.53053569,500,1.0,2,2621.53053569,1.0,0.01
-62.5981879289,-63.4775,-63.4775,1.0,200.000000102,44.2901,0.005,2.1793e-19,-62.5981879289,1.0,-62.5981879289,90.51,100,1.0,500.0,0.005,,1339.77123267,500,1.0,2,1339.77123267,1.0,0.005
-56.7010333402,-61.2187,-61.2187,1.0,299.999969474,36.4909,0.00333333,5.43914e-20,-56.7010333402,1.0,-56.7010333402,82.84,100,1.0,500.0,0.00333333,,41.3122810937,500,1.0,2,41.3122810937,1.0,0.00333333
-57.3704860224,-60.2566,-60.2566,1.0,400.0,31.8326,0.0025,5.4346e-20,-57.3704860224,1.0,-57.3704860224,83.41,100,1.0,500.0,0.0025,,47.8765124039,500,1.0,2,47.8765124039,1.0,0.0025
-61.1041174215,-60.4261,-60.4261,1.0,500.000006643,32.8191,0.002,5.43187e-20,-61.1041174215,1.0,-61.1041174215,87.81,100,1.0,500.0,0.002,,1345.09073355,500,1.0,1,1345.09073355,1.0,0.002
-61.3244303058,-61.3244,-61.3244,1.0,100.0,36.7246,0.01,3.50449e-18,-61.3244303058,1.0,-61.3244303058,88.21,100,1.0,500.0,0.01,,1362.3158905,500,1.0,2,1362.3158905,1.0,0.01
-65.2573444483,-63.2909,-63.2909,1.0,200.000000102,44.3276,0.005,2.1793e-19,-65.2573444483,1.0,-65.2573444483,93.3,100,1.0,500.0,0.005,,2599.43484784,500,1.0,2,2599.43484784,1.0,0.005
-57.9283304252,-61.5034,-61.5034,1.0,299.999969474,36.5694,0.00333333,5.43914e-20,-57.9283304252,1.0,-57.9283304252,84.18,100,1.0,500.0,0.00333333,,63.5506185709,500,1.0,2,63.5506185709,1.0,0.00333333
-58.245888529,-60.689,-60.689,1.0,400.0,31.8746,0.0025,5.4346e-20,-58.245888529,1.0,-58.245888529,85.13,100,1.0,500.0,0.0025,,44.5057396097,500,1.0,2,44.5057396097,1.0,0.0025
-59.2418302099,-60.3996,-60.3996,1.0,500.000006643,28.7249,0.002,5.43187e-20,-59.2418302099,1.0,-59.2418302099,86.72,100,1.0,500.0,0.002,,60.5585833862,500,1.0,1,60.5585833862,1.0,0.002
-57.4021140179,-57.4021,-57.4021,1.0,100.0,5.87458,0.01,3.50449e-18,-57.4021140179,1.0,-57.4021140179,83.9,100,1.0,500.0,0.01,,34.859284694,500,1.0,2,34.859284694,1.0,0.01
-58.5263836046,-57.9642,-57.9642,1.0,200.000000102,7.11303,0.005,2.1793e-19,-58.5263836046,1.0,-58.5263836046,85.66,100,1.0,500.0,0.005,,66.7149426909,500,1.0,2,66.7149426909,1.0,0.005
-73.5797099248,-63.1694,-63.1694,1.0,299.999969474,41.7523,0.00333333,5.43914e-20,-73.5797099248,1.0,-73.5797099248,103.37,100,1.0,500.0,0.00333333,,5016.18285231,500,1.0,2,5016.18285231,1.0,0.00333333
-61.309943351,-62.7045,-62.7045,1.0,400.0,40.4886,0.0025,5.4346e-20,-61.309943351,1.0,-61.309943351,88.66,100,1.0,500.0,0.0025,,1338.31035905,500,1.0,2,1338.31035905,1.0,0.0025
-58.2147845031,-61.8066,-61.8066,1.0,500.000006643,36.4056,0.002,5.43187e-20,-58.2147845031,1.0,-58.2147845031,85.23,100,1.0,500.0,0.002,,53.9607599924,500,1.0,1,53.9607599924,1.0,0.002
-62.5502369642,-62.5502,-62.5502,1.0,100.0,36.2646,0.01,3.50449e-18,-62.5502369642,1.0,-62.5502369642,90.56,100,1.0,500.0,0.01,,1328.40327076,500,1.0,2,1328.40327076,1.0,0.01
-57.5708703557,-60.0606,-60.0606,1.0,200.000000102,26.2752,0.005,2.1793e-19,-57.5708703557,1.0,-57.5708703557,84.02,100,1.0,500.0,0.005,,53.7903344862,500,1.0,2,53.7903344862,1.0,0.005
-65.2627847463,-61.7946,-61.7946,1.0,299.999969474,36.4346,0.00333333,5.43914e-20,-65.2627847463,1.0,-65.2627847463,92.63,100,1.0,500.0,0.00333333,,2609.73486865,500,1.0,2,2609.73486865,1.0,0.00333333
-57.5423777382,-60.7316,-60.7316,1.0,400.0,31.7663,0.0025,5.4346e-20,-57.5423777382,1.0,-57.5423777382,84.29,100,1.0,500.0,0.0025,,40.7964679138,500,1.0,2,40.7964679138,1.0,0.0025
-69.3912584214,-62.4635,-62.4635,1.0,500.000006643,39.7231,0.002,5.43187e-20,-69.3912584214,1.0,-69.3912584214,97.82,100,1.0,500.0,0.002,,3831.5627326,500,1.0,1,3831.5627326,1.0,0.002
-62.1131189974,-62.1131,-62.1131,1.0,100.0,36.3192,0.01,3.50449e-18,-62.1131189974,1.0,-62.1131189974,89.48,100,1.0,500.0,0.01,,1332.40944574,500,1.0,2,1332.40944574,1.0,0.01
-57.1758146542,-59.6445,-59.6445,1.0,200.000000102,26.1787,0.005,2.1793e-19,-57.1758146542,1.0,-57.1758146542,83.26,100,1.0,500.0,0.005,,39.7754180284,500,1.0,2,39.7754180284,1.0,0.005
-58.0104363677,-59.0998,-59.0998,1.0,299.999969474,21.8353,0.00333333,5.43914e-20,-58.0104363677,1.0,-58.0104363677,84.44,100,1.0,500.0,0.00333333,,58.4918088366,500,1.0,2,58.4918088366,1.0,0.00333333
-58.1909528737,-58.8726,-58.8726,1.0,400.0,19.2453,0.0025,5.4346e-20,-58.1909528737,1.0,-58.1909528737,85.03,100,1.0,500.0,0.0025,,51.0728604871,500,1.0,2,51.0728604871,1.0,0.0025
-57.5812338032,-58.6143,-58.6143,1.0,500.000006643,17.4719,0.002,5.43187e-20,-57.5812338032,1.0,-57.5812338032,83.93,100,1.0,500.0,0.002,,43.9300964603,500,1.0,1,43.9300964603,1.0,0.002
-59.0764094871,-59.0764,-59.0764,1.0,100.0,7.43928,0.01,3.50449e-18,-59.0764094871,1.0,-59.0764094871,86.24,100,1.0,500.0,0.01,,55.9018593394,500,1.0,2,55.9018593394,1.0,0.01
-65.0984219922,-62.0874,-62.0874,1.0,200.000000102,36.3983,0.005,2.1793e-19,-65.0984219922,1.0,-65.0984219922,93.02,100,1.0,500.0,0.005,,2602.21782377,500,1.0,2,2602.21782377,1.0,0.005
-61.6268424258,-61.9339,-61.9339,1.0,299.999969474,36.4827,0.00333333,5.43914e-20,-61.6268424258,1.0,-61.6268424258,88.88,100,1.0,500.0,0.00333333,,1356.71021074,500,1.0,2,1356.71021074,1.0,0.00333333
-57.9757093973,-60.9443,-60.9443,1.0,400.0,31.8201,0.0025,5.4346e-20,-57.9757093973,1.0,-57.9757093973,84.5,100,1.0,500.0,0.0025,,45.8142393319,500,1.0,2,45.8142393319,1.0,0.0025
-58.4096638155,-60.4374,-60.4374,1.0,500.000006643,28.6499,0.002,5.43187e-20,-58.4096638155,1.0,-58.4096638155,85.1,100,1.0,500.0,0.002,,49.3785619962,500,1.0,1,49.3785619962,1.0,0.002
-57.883638944,-57.8836,-57.8836,1.0,100.0,7.4633,0.01,3.50449e-18,-57.883638944,1.0,-57.883638944,84.42,100,1.0,500.0,0.01,,56.2635498932,500,1.0,2,56.2635498932,1.0,0.01
-58.8714360192,-58.3775,-58.3775,1.0,200.000000102,7.71501,0.005,2.1793e-19,-58.8714360192,1.0,-58.8714360192,86.21,100,1.0,500.0,0.005,,63.4888066617,500,1.0,2,63.4888066617,1.0,0.005
-61.1827889816,-59.3126,-59.3126,1.0,299.999969474,21.8683,0.00333333,5.43914e-20,-61.1827889816,1.0,-61.1827889816,88.09,100,1.0,500.0,0.00333333,,1323.62042155,500,1.0,2,1323.62042155,1.0,0.00333333
