Delta,IterType,MinNormIw,VarJ,MinVanillaIw,AvgEpLen,Bound,ESSClassic,VarNormIw,ESSRenyi,MaxNormIw,VarDiscRet,AvgRet,AvgDiscRet,EpsThisIter,MaxVanillaIw,VarRet,eRenyi2,AvgNormIw,J,VanillaAvgRet,VarVanillaIw,BatchSize,AvgVanillaIw
0.9,2,0.00333333,634.938,1.0,190.26,1648.69,299.999969474,5.43914e-20,500.0,0.00333333,403876.601103,1750.64921566,1750.64921566,100,1.0,403876.601103,1.0,0.00333333,1721.88,1750.64921566,,500,1.0
0.9,2,0.0025,653.089,1.0,197.7,1675.66,400.0,5.4346e-20,500.0,0.0025,494542.127227,1818.93803048,1818.93803048,100,1.0,494542.127227,1.0,0.0025,1746.14,1818.93803048,,500,1.0
0.9,1,0.002,642.713,1.0,188.87,1681.08,500.000006643,5.43187e-20,500.0,0.002,362845.955018,1736.03426473,1736.03426473,100,1.0,362845.955018,1.0,0.002,1744.12,1736.03426473,,500,1.0
0.9,2,0.01,679.617,1.0,185.57,1561.44,100.0,3.50449e-18,500.0,0.01,466545.198293,1702.83063685,1702.83063685,100,1.0,466545.198293,1.0,0.01,1702.83,1702.83063685,,500,1.0
0.9,2,0.005,688.129,1.0,192.41,1635.47,200.000000102,2.1793e-19,500.0,0.005,487914.413483,1768.06423782,1768.06423782,100,1.0,487914.413483,1.0,0.005,1735.45,1768.06423782,,500,1.0
0.9,2,0.00333333,653.873,1.0,179.76,1625.12,299.999969474,5.43914e-20,500.0,0.00333333,334005.957972,1649.3672881,1649.3672881,100,1.0,334005.957972,1.0,0.00333333,1706.75,1649.3672881,,500,1.0
0.9,2,0.0025,638.25,1.0,182.19,1622.75,400.0,5.4346e-20,500.0,0.0025,349453.185664,1673.15394704,1673.15394704,100,1.0,349453.185664,1.0,0.0025,1698.35,1673.15394704,,500,1.0
0.9,1,0.002,628.19,1.0,182.08,1625.18,500.000006643,5.43187e-20,500.0,0.002,346511.255886,1670.61350464,1670.61350464,100,1.0,346511.255886,1.0,0.002,1692.81,1670.61350464,,500,1.0
0.9,2,0.01,608.149,1.0,183.82,1566.34,100.0,3.50449e-18,500.0,0.01,373580.962874,1690.08319252,1690.08319252,100,1.0,373580.962874,1.0,0.01,1690.08,1690.08319252,,500,1.0
0.9,2,0.005,572.561,1.0,179.66,1582.31,200.000000102,2.1793e-19,500.0,0.005,287865.173292,1649.5507273,1649.5507273,100,1.0,287865.173292,1.0,0.005,1669.82,1649.5507273,,500,1.0
0.9,2,0.00333333,587.121,1.0,176.76,1581.92,299.999969474,5.43914e-20,500.0,0.00333333,380750.703202,1621.8210185,1621.8210185,100,1.0,380750.703202,1.0,0.00333333,1653.82,1621.8210185,,500,1.0
0.9,2,0.0025,594.093,1.0,185.54,1603.68,400.0,5.4346e-20,500.0,0.0025,379686.207598,1702.30442546,1702.30442546,100,1.0,379686.207598,1.0,0.0025,1665.94,1702.30442546,,500,1.0
0.9,1,0.002,587.159,1.0,185.03,1617.07,500.000006643,5.43187e-20,500.0,0.002,314208.85029,1700.02900452,1700.02900452,100,1.0,314208.85029,1.0,0.002,1672.76,1700.02900452,,500,1.0
0.9,2,0.01,605.095,1.0,179.6,1521.31,100.0,3.50449e-18,500.0,0.01,369838.073012,1648.18252933,1648.18252933,100,1.0,369838.073012,1.0,0.01,1648.18,1648.18252933,,500,1.0
0.9,2,0.005,636.257,1.0,193.59,1624.04,200.000000102,2.1793e-19,500.0,0.005,439298.827029,1779.32588279,1779.32588279,100,1.0,439298.827029,1.0,0.005,1713.75,1779.32588279,,500,1.0
0.9,2,0.00333333,647.384,1.0,186.62,1628.77,299.999969474,5.43914e-20,500.0,0.00333333,452196.85433,1714.01756401,1714.01756401,100,1.0,452196.85433,1.0,0.00333333,1713.84,1714.01756401,,500,1.0
0.9,2,0.0025,644.708,1.0,190.58,1649.27,400.0,5.4346e-20,500.0,0.0025,408362.532106,1750.2613905,1750.2613905,100,1.0,408362.532106,1.0,0.0025,1722.95,1750.2613905,,500,1.0
0.9,1,0.002,637.989,1.0,189.28,1660.18,500.000006643,5.43187e-20,500.0,0.002,376119.457578,1738.58578964,1738.58578964,100,1.0,376119.457578,1.0,0.002,1726.07,1738.58578964,,500,1.0
0.9,2,0.01,596.399,1.0,176.09,1465.78,100.0,3.50449e-18,500.0,0.01,359284.098398,1615.13957494,1615.13957494,100,1.0,359284.098398,1.0,0.01,1615.14,1615.13957494,,500,1.0
0.9,2,0.005,616.775,1.0,180.94,1532.82,200.000000102,2.1793e-19,500.0,0.005,408127.598625,1661.72730416,1661.72730416,100,1.0,408127.598625,1.0,0.005,1638.43,1661.72730416,,500,1.0
0.9,2,0.00333333,668.536,1.0,200.55,1620.22,299.999969474,5.43914e-20,500.0,0.00333333,557812.295151,1842.50775184,1842.50775184,100,1.0,557812.295151,1.0,0.00333333,1706.46,1842.50775184,,500,1.0
0.9,2,0.0025,652.853,1.0,182.51,1624.54,400.0,5.4346e-20,500.0,0.0025,367089.411149,1677.48941243,1677.48941243,100,1.0,367089.411149,1.0,0.0025,1699.22,1677.48941243,,500,1.0
0.9,1,0.002,623.226,1.0,180.27,1623.79,500.000006643,5.43187e-20,500.0,0.002,238076.45041,1656.04579053,1656.04579053,100,1.0,238076.45041,1.0,0.002,1690.58,1656.04579053,,500,1.0
0.9,2,0.01,715.223,1.0,190.16,1614.79,100.0,3.50449e-18,500.0,0.01,516711.426669,1744.63010035,1744.63010035,100,1.0,516711.426669,1.0,0.01,1744.63,1744.63010035,,500,1.0
0.9,2,0.005,616.748,1.0,168.04,1550.97,200.000000102,2.1793e-19,500.0,0.005,230773.698965,1540.9304162,1540.9304162,100,1.0,230773.698965,1.0,0.005,1642.78,1540.9304162,,500,1.0
0.9,2,0.00333333,616.653,1.0,183.6,1581.92,299.999969474,5.43914e-20,500.0,0.00333333,382659.050783,1685.09547367,1685.09547367,100,1.0,382659.050783,1.0,0.00333333,1656.89,1685.09547367,,500,1.0
0.9,2,0.0025,615.599,1.0,191.26,1617.17,400.0,5.4346e-20,500.0,0.0025,371156.557253,1757.68950672,1757.68950672,100,1.0,371156.557253,1.0,0.0025,1682.09,1757.68950672,,500,1.0
0.9,1,0.002,595.561,1.0,173.92,1606.79,500.000006643,5.43187e-20,500.0,0.002,254222.740564,1595.93894951,1595.93894951,100,1.0,254222.740564,1.0,0.002,1664.86,1595.93894951,,500,1.0
0.9,2,0.01,578.788,1.0,178.02,1513.28,100.0,3.50449e-18,500.0,0.01,338379.381066,1634.00363279,1634.00363279,100,1.0,338379.381066,1.0,0.01,1634.0,1634.00363279,,500,1.0
0.9,2,0.005,574.394,1.0,181.86,1567.63,200.000000102,2.1793e-19,500.0,0.005,327414.909341,1671.99501038,1671.99501038,100,1.0,327414.909341,1.0,0.005,1653.0,1671.99501038,,500,1.0
0.9,2,0.00333333,643.367,1.0,198.23,1619.41,299.999969474,5.43914e-20,500.0,0.00333333,568459.378615,1822.39137765,1822.39137765,100,1.0,568459.378615,1.0,0.00333333,1709.46,1822.39137765,,500,1.0
0.9,2,0.0025,623.352,1.0,182.96,1624.64,400.0,5.4346e-20,500.0,0.0025,315100.700179,1682.11042706,1682.11042706,100,1.0,315100.700179,1.0,0.0025,1702.63,1682.11042706,,500,1.0
0.9,1,0.002,626.077,1.0,181.94,1626.7,500.000006643,5.43187e-20,500.0,0.002,408915.034327,1671.74727502,1671.74727502,100,1.0,408915.034327,1.0,0.002,1696.45,1671.74727502,,500,1.0
0.9,2,0.01,605.465,1.0,184.55,1576.89,100.0,3.50449e-18,500.0,0.01,370290.447482,1696.92775667,1696.92775667,100,1.0,370290.447482,1.0,0.01,1696.93,1696.92775667,,500,1.0
0.9,2,0.005,554.911,1.0,180.06,1590.92,200.000000102,2.1793e-19,500.0,0.005,250880.430671,1654.6699457,1654.6699457,100,1.0,250880.430671,1.0,0.005,1675.8,1654.6699457,,500,1.0
0.9,2,0.00333333,556.596,1.0,184.28,1611.64,299.999969474,5.43914e-20,500.0,0.00333333,316552.87439,1691.24115641,1691.24115641,100,1.0,316552.87439,1.0,0.00333333,1680.95,1691.24115641,,500,1.0
0.9,2,0.0025,552.338,1.0,182.89,1620.13,400.0,5.4346e-20,500.0,0.0025,293845.73702,1679.64677309,1679.64677309,100,1.0,293845.73702,1.0,0.0025,1680.62,1679.64677309,,500,1.0
0.9,1,0.002,562.421,1.0,188.81,1636.25,500.000006643,5.43187e-20,500.0,0.002,362469.589243,1735.76264703,1735.76264703,100,1.0,362469.589243,1.0,0.002,1691.65,1735.76264703,,500,1.0
0.9,2,0.01,670.786,1.0,193.12,1654.56,100.0,3.50449e-18,500.0,0.01,454498.876965,1778.70302394,1778.70302394,100,1.0,454498.876965,1.0,0.01,1778.7,1778.70302394,,500,1.0
0.9,2,0.005,627.582,1.0,178.13,1618.56,200.000000102,2.1793e-19,500.0,0.005,330598.203791,1633.98849944,1633.98849944,100,1.0,330598.203791,1.0,0.005,1706.35,1633.98849944,,500,1.0
0.9,2,0.00333333,641.973,1.0,183.9,1611.35,299.999969474,5.43914e-20,500.0,0.00333333,452984.893436,1688.29552437,1688.29552437,100,1.0,452984.893436,1.0,0.00333333,1700.33,1688.29552437,,500,1.0
0.9,2,0.0025,635.194,1.0,185.34,1623.61,400.0,5.4346e-20,500.0,0.0025,381306.317001,1701.67163818,1701.67163818,100,1.0,381306.317001,1.0,0.0025,1700.66,1701.67163818,,500,1.0
0.9,1,0.002,628.677,1.0,189.38,1640.31,500.000006643,5.43187e-20,500.0,0.002,364466.916304,1743.49859697,1743.49859697,100,1.0,364466.916304,1.0,0.002,1709.23,1743.49859697,,500,1.0
0.9,2,0.01,603.112,1.0,186.93,1607.29,100.0,3.50449e-18,500.0,0.01,367418.706111,1717.77805699,1717.77805699,100,1.0,367418.706111,1.0,0.01,1717.78,1717.77805699,,500,1.0
0.9,2,0.005,606.333,1.0,183.72,1617.52,200.000000102,2.1793e-19,500.0,0.005,374785.604227,1686.27242879,1686.27242879,100,1.0,374785.604227,1.0,0.005,1702.03,1686.27242879,,500,1.0
0.9,2,0.00333333,611.888,1.0,183.98,1620.62,299.999969474,5.43914e-20,500.0,0.00333333,391747.18245,1689.08244298,1689.08244298,100,1.0,391747.18245,1.0,0.00333333,1697.71,1689.08244298,,500,1.0
0.9,2,0.0025,582.557,1.0,173.69,1605.37,400.0,5.4346e-20,500.0,0.0025,228701.825118,1595.37557144,1595.37557144,100,1.0,228701.825118,1.0,0.0025,1672.13,1595.37557144,,500,1.0
0.9,1,0.002,576.508,1.0,181.01,1610.75,500.000006643,5.43187e-20,500.0,0.002,307334.834161,1663.81068509,1663.81068509,100,1.0,307334.834161,1.0,0.002,1670.46,1663.81068509,,500,1.0
0.9,2,0.01,676.634,1.0,185.76,1550.68,100.0,3.50449e-18,500.0,0.01,462457.809568,1706.59297798,1706.59297798,100,1.0,462457.809568,1.0,0.01,1706.59,1706.59297798,,500,1.0
0.9,2,0.005,633.919,1.0,183.54,1585.64,200.000000102,2.1793e-19,500.0,0.005,349136.157253,1685.19350991,1685.19350991,100,1.0,349136.157253,1.0,0.005,1695.89,1685.19350991,,500,1.0
0.9,2,0.00333333,662.22,1.0,200.05,1654.44,299.999969474,5.43914e-20,500.0,0.00333333,502778.892208,1841.57493778,1841.57493778,100,1.0,502778.892208,1.0,0.00333333,1744.45,1841.57493778,,500,1.0
0.9,2,0.0025,638.021,1.0,174.13,1629.71,400.0,5.4346e-20,500.0,0.0025,299431.225467,1597.30119084,1597.30119084,100,1.0,299431.225467,1.0,0.0025,1707.67,1597.30119084,,500,1.0
0.9,1,0.002,640.45,1.0,186.02,1637.96,500.000006643,5.43187e-20,500.0,0.002,426864.505105,1707.78400297,1707.78400297,100,1.0,426864.505105,1.0,0.002,1707.69,1707.78400297,,500,1.0
0.9,2,0.01,657.084,1.0,181.31,1507.57,100.0,3.50449e-18,500.0,0.01,436120.646045,1662.89266611,1662.89266611,100,1.0,436120.646045,1.0,0.01,1662.89,1662.89266611,,500,1.0
0.9,2,0.005,635.162,1.0,184.69,1570.04,200.000000102,2.1793e-19,500.0,0.005,378309.362617,1696.85280395,1696.85280395,100,1.0,378309.362617,1.0,0.005,1679.87,1696.85280395,,500,1.0
0.9,2,0.00333333,641.525,1.0,196.19,1632.17,299.999969474,5.43914e-20,500.0,0.00333333,421442.492128,1805.79888396,1805.79888396,100,1.0,421442.492128,1.0,0.00333333,1721.85,1805.79888396,,500,1.0
0.9,2,0.0025,639.18,1.0,186.45,1642.22,400.0,5.4346e-20,500.0,0.0025,403532.035271,1713.98585626,1713.98585626,100,1.0,403532.035271,1.0,0.0025,1719.88,1713.98585626,,500,1.0
0.9,1,0.002,626.979,1.0,176.39,1630.11,500.000006643,5.43187e-20,500.0,0.002,326317.271826,1618.31589574,1618.31589574,100,1.0,326317.271826,1.0,0.002,1699.57,1618.31589574,,500,1.0
0.9,2,0.01,640.207,1.0,180.33,1503.22,100.0,3.50449e-18,500.0,0.01,414005.503334,1656.2147838,1656.2147838,100,1.0,414005.503334,1.0,0.01,1656.21,1656.2147838,,500,1.0
0.9,2,0.005,624.627,1.0,186.08,1575.08,200.000000102,2.1793e-19,500.0,0.005,372716.54952,1710.30604179,1710.30604179,100,1.0,372716.54952,1.0,0.005,1683.26,1710.30604179,,500,1.0
0.9,2,0.00333333,651.512,1.0,186.06,1601.69,299.999969474,5.43914e-20,500.0,0.00333333,497628.533609,1708.75301109,1708.75301109,100,1.0,497628.533609,1.0,0.00333333,1691.76,1708.75301109,,500,1.0
0.9,2,0.0025,660.33,1.0,187.95,1622.8,400.0,5.4346e-20,500.0,0.0025,474503.195523,1727.93360756,1727.93360756,100,1.0,474503.195523,1.0,0.0025,1700.8,1727.93360756,,500,1.0
0.9,1,0.002,658.189,1.0,190.15,1641.01,500.000006643,5.43187e-20,500.0,0.002,424174.559708,1750.65719675,1750.65719675,100,1.0,424174.559708,1.0,0.002,1710.77,1750.65719675,,500,1.0
0.9,2,0.01,639.624,1.0,181.85,1537.02,100.0,3.50449e-18,500.0,0.01,413251.22041,1669.44311874,1669.44311874,100,1.0,413251.22041,1.0,0.01,1669.44,1669.44311874,,500,1.0
0.9,2,0.005,674.631,1.0,190.12,1607.0,200.000000102,2.1793e-19,500.0,0.005,503156.794989,1747.02213881,1747.02213881,100,1.0,503156.794989,1.0,0.005,1708.23,1747.02213881,,500,1.0
0.9,2,0.00333333,639.539,1.0,172.26,1582.9,299.999969474,5.43914e-20,500.0,0.00333333,308938.144881,1580.20040303,1580.20040303,100,1.0,308938.144881,1.0,0.00333333,1665.56,1580.20040303,,500,1.0
0.9,2,0.0025,657.052,1.0,191.68,1618.1,400.0,5.4346e-20,500.0,0.0025,497829.207505,1762.06665483,1762.06665483,100,1.0,497829.207505,1.0,0.0025,1689.68,1762.06665483,,500,1.0
0.9,1,0.002,647.325,1.0,176.46,1608.63,500.000006643,5.43187e-20,500.0,0.002,367754.430941,1617.17920876,1617.17920876,100,1.0,367754.430941,1.0,0.002,1675.18,1617.17920876,,500,1.0
0.9,2,0.01,640.078,1.0,192.13,1649.5,100.0,3.50449e-18,500.0,0.01,413838.395887,1766.39283254,1766.39283254,100,1.0,413838.395887,1.0,0.01,1766.39,1766.39283254,,500,1.0
0.9,2,0.005,617.117,1.0,175.52,1602.45,200.000000102,2.1793e-19,500.0,0.005,343131.413076,1609.75425142,1609.75425142,100,1.0,343131.413076,1.0,0.005,1688.07,1609.75425142,,500,1.0
0.9,2,0.00333333,600.621,1.0,178.25,1600.29,299.999969474,5.43914e-20,500.0,0.00333333,321870.482162,1634.46286812,1634.46286812,100,1.0,321870.482162,1.0,0.00333333,1670.2,1634.46286812,,500,1.0
0.9,2,0.0025,591.181,1.0,182.73,1611.45,400.0,5.4346e-20,500.0,0.0025,318893.306748,1677.38060461,1677.38060461,100,1.0,318893.306748,1.0,0.0025,1672.0,1677.38060461,,500,1.0
0.9,1,0.002,594.477,1.0,179.5,1609.95,500.000006643,5.43187e-20,500.0,0.002,372275.257473,1647.50613062,1647.50613062,100,1.0,372275.257473,1.0,0.002,1667.1,1647.50613062,,500,1.0
0.9,2,0.01,710.102,1.0,184.48,1540.92,100.0,3.50449e-18,500.0,0.01,509338.361647,1696.82481632,1696.82481632,100,1.0,509338.361647,1.0,0.01,1696.82,1696.82481632,,500,1.0
0.9,2,0.005,686.918,1.0,183.85,1581.32,200.000000102,2.1793e-19,500.0,0.005,443850.176338,1686.30191256,1686.30191256,100,1.0,443850.176338,1.0,0.005,1691.56,1686.30191256,,500,1.0
0.9,2,0.00333333,665.126,1.0,180.68,1589.73,299.999969474,5.43914e-20,500.0,0.00333333,386494.086699,1656.10917612,1656.10917612,100,1.0,386494.086699,1.0,0.00333333,1679.75,1656.10917612,,500,1.0
0.9,2,0.0025,640.52,1.0,175.68,1584.86,400.0,5.4346e-20,500.0,0.0025,313579.817045,1612.01352327,1612.01352327,100,1.0,313579.817045,1.0,0.0025,1662.81,1612.01352327,,500,1.0
0.9,1,0.002,650.615,1.0,188.98,1607.72,500.000006643,5.43187e-20,500.0,0.002,475915.946034,1735.94787149,1735.94787149,100,1.0,475915.946034,1.0,0.002,1677.44,1735.94787149,,500,1.0
0.9,2,0.01,568.238,1.0,183.92,1574.88,100.0,3.50449e-18,500.0,0.01,326155.737779,1689.39908402,1689.39908402,100,1.0,326155.737779,1.0,0.01,1689.4,1689.39908402,,500,1.0
0.9,2,0.005,621.959,1.0,187.46,1615.83,200.000000102,2.1793e-19,500.0,0.005,454803.096379,1721.55243083,1721.55243083,100,1.0,454803.096379,1.0,0.005,1705.48,1721.55243083,,500,1.0
0.9,2,0.00333333,617.427,1.0,189.48,1643.59,299.999969474,5.43914e-20,500.0,0.00333333,372945.250662,1739.41337117,1739.41337117,100,1.0,372945.250662,1.0,0.00333333,1716.79,1739.41337117,,500,1.0
0.9,2,0.0025,621.667,1.0,188.63,1657.17,400.0,5.4346e-20,500.0,0.0025,405983.684729,1736.98534235,1736.98534235,100,1.0,405983.684729,1.0,0.0025,1721.84,1736.98534235,,500,1.0
0.9,1,0.002,612.949,1.0,173.82,1638.21,500.000006643,5.43187e-20,500.0,0.002,322571.754292,1592.87815268,1592.87815268,100,1.0,322571.754292,1.0,0.002,1696.05,1592.87815268,,500,1.0
0.9,2,0.01,551.323,1.0,179.44,1520.98,100.0,3.50449e-18,500.0,0.01,307027.279562,1646.87383438,1646.87383438,100,1.0,307027.279562,1.0,0.01,1646.87,1646.87383438,,500,1.0
0.9,2,0.005,578.589,1.0,181.41,1566.96,200.000000102,2.1793e-19,500.0,0.005,369099.431727,1665.08120653,1665.08120653,100,1.0,369099.431727,1.0,0.005,1655.98,1665.08120653,,500,1.0
0.9,2,0.00333333,559.063,1.0,169.89,1550.05,299.999969474,5.43914e-20,500.0,0.00333333,264131.302523,1556.23738895,1556.23738895,100,1.0,264131.302523,1.0,0.00333333,1622.73,1556.23738895,,500,1.0
0.9,2,0.0025,546.378,1.0,170.64,1545.45,400.0,5.4346e-20,500.0,0.0025,256560.887827,1565.39156051,1565.39156051,100,1.0,256560.887827,1.0,0.0025,1608.4,1565.39156051,,500,1.0
0.9,1,0.002,544.516,1.0,178.11,1557.82,500.000006643,5.43187e-20,500.0,0.002,290622.69972,1637.02715891,1637.02715891,100,1.0,290622.69972,1.0,0.002,1614.12,1637.02715891,,500,1.0
0.9,2,0.01,598.326,1.0,182.31,1546.72,100.0,3.50449e-18,500.0,0.01,361610.223877,1672.72653684,1672.72653684,100,1.0,361610.223877,1.0,0.01,1672.73,1672.72653684,,500,1.0
0.9,2,0.005,638.818,1.0,180.17,1572.77,200.000000102,2.1793e-19,500.0,0.005,462621.6282,1653.33962234,1653.33962234,100,1.0,462621.6282,1.0,0.005,1663.03,1653.33962234,,500,1.0
0.9,2,0.00333333,627.702,1.0,179.27,1568.29,299.999969474,5.43914e-20,500.0,0.00333333,369334.750894,1645.31668032,1645.31668032,100,1.0,369334.750894,1.0,0.00333333,1657.13,1645.31668032,,500,1.0
0.9,2,0.0025,609.154,1.0,175.35,1568.08,400.0,5.4346e-20,500.0,0.0025,303519.734273,1608.69516762,1608.69516762,100,1.0,303519.734273,1.0,0.0025,1645.02,1608.69516762,,500,1.0
0.9,1,0.002,613.275,1.0,186.22,1588.45,500.000006643,5.43187e-20,500.0,0.002,396792.861164,1710.53994412,1710.53994412,100,1.0,396792.861164,1.0,0.002,1658.12,1710.53994412,,500,1.0
0.9,2,0.01,577.966,1.0,178.53,1514.28,100.0,3.50449e-18,500.0,0.01,337418.718823,1638.13618106,1638.13618106,100,1.0,337418.718823,1.0,0.01,1638.14,1638.13618106,,500,1.0
0.9,2,0.005,626.027,1.0,187.6,1590.17,200.000000102,2.1793e-19,500.0,0.005,450691.450601,1722.86909138,1722.86909138,100,1.0,450691.450601,1.0,0.005,1680.5,1722.86909138,,500,1.0
0.9,2,0.00333333,628.492,1.0,183.16,1607.36,299.999969474,5.43914e-20,500.0,0.00333333,405237.053868,1682.34643996,1682.34643996,100,1.0,405237.053868,1.0,0.00333333,1681.12,1682.34643996,,500,1.0
0.9,2,0.0025,632.67,1.0,188.44,1628.49,400.0,5.4346e-20,500.0,0.0025,418524.079759,1729.28277747,1729.28277747,100,1.0,418524.079759,1.0,0.0025,1693.16,1729.28277747,,500,1.0
0.9,1,0.002,646.062,1.0,187.71,1641.81,500.000006643,5.43187e-20,500.0,0.002,489950.23868,1725.62103741,1725.62103741,100,1.0,489950.23868,1.0,0.002,1699.65,1725.62103741,,500,1.0
0.9,2,0.01,631.295,1.0,183.55,1560.42,100.0,3.50449e-18,500.0,0.01,402558.544162,1687.88546543,1687.88546543,100,1.0,402558.544162,1.0,0.01,1687.89,1687.88546543,,500,1.0
0.9,2,0.005,683.032,1.0,200.69,1667.83,200.000000102,2.1793e-19,500.0,0.005,527189.105419,1846.72473901,1846.72473901,100,1.0,527189.105419,1.0,0.005,1767.31,1846.72473901,,500,1.0
0.9,2,0.00333333,650.175,1.0,186.56,1668.44,299.999969474,5.43914e-20,500.0,0.00333333,336614.173453,1714.36903083,1714.36903083,100,1.0,336614.173453,1.0,0.00333333,1749.66,1714.36903083,,500,1.0
0.9,2,0.0025,648.931,1.0,184.25,1661.92,400.0,5.4346e-20,500.0,0.0025,417976.939453,1692.32281887,1692.32281887,100,1.0,417976.939453,1.0,0.0025,1735.33,1692.32281887,,500,1.0
0.9,1,0.002,646.758,1.0,189.96,1671.85,500.000006643,5.43187e-20,500.0,0.002,411047.868023,1746.22336834,1746.22336834,100,1.0,411047.868023,1.0,0.002,1737.51,1746.22336834,,500,1.0
0.9,2,0.01,603.933,1.0,182.43,1530.66,100.0,3.50449e-18,500.0,0.01,368419.818082,1673.80446642,1673.80446642,100,1.0,368419.818082,1.0,0.01,1673.8,1673.80446642,,500,1.0
0.9,2,0.005,644.945,1.0,185.86,1588.88,200.000000102,2.1793e-19,500.0,0.005,471355.884272,1706.40452835,1706.40452835,100,1.0,471355.884272,1.0,0.005,1690.1,1706.40452835,,500,1.0
0.9,2,0.00333333,664.423,1.0,181.21,1591.24,299.999969474,5.43914e-20,500.0,0.00333333,496961.885247,1663.49172842,1663.49172842,100,1.0,496961.885247,1.0,0.00333333,1681.23,1663.49172842,,500,1.0
0.9,2,0.0025,649.257,1.0,188.34,1615.93,400.0,5.4346e-20,500.0,0.0025,363480.495404,1731.79015114,1731.79015114,100,1.0,363480.495404,1.0,0.0025,1693.87,1731.79015114,,500,1.0
0.9,1,0.002,651.573,1.0,185.15,1625.54,500.000006643,5.43187e-20,500.0,0.002,440974.890588,1700.77286439,1700.77286439,100,1.0,440974.890588,1.0,0.002,1695.25,1700.77286439,,500,1.0
0.9,2,0.01,581.6,1.0,184.78,1558.88,100.0,3.50449e-18,500.0,0.01,341675.200489,1694.68416103,1694.68416103,100,1.0,341675.200489,1.0,0.01,1694.68,1694.68416103,,500,1.0
0.9,2,0.005,585.059,1.0,180.03,1578.31,200.000000102,2.1793e-19,500.0,0.005,348991.849521,1654.00244246,1654.00244246,100,1.0,348991.849521,1.0,0.005,1674.34,1654.00244246,,500,1.0
0.9,2,0.00333333,574.627,1.0,176.17,1576.7,299.999969474,5.43914e-20,500.0,0.00333333,306847.973312,1616.62097334,1616.62097334,100,1.0,306847.973312,1.0,0.00333333,1655.1,1616.62097334,,500,1.0
0.9,2,0.0025,595.075,1.0,189.93,1609.44,400.0,5.4346e-20,500.0,0.0025,424171.2132,1744.07580383,1744.07580383,100,1.0,424171.2132,1.0,0.0025,1677.35,1744.07580383,,500,1.0
0.9,1,0.002,593.664,1.0,179.95,1611.72,500.000006643,5.43187e-20,500.0,0.002,348738.425272,1652.86602003,1652.86602003,100,1.0,348738.425272,1.0,0.002,1672.45,1652.86602003,,500,1.0
0.9,2,0.01,598.547,1.0,180.74,1541.59,100.0,3.50449e-18,500.0,0.01,361877.058833,1657.21857194,1657.21857194,100,1.0,361877.058833,1.0,0.01,1657.22,1657.21857194,,500,1.0
0.9,2,0.005,588.475,1.0,181.11,1578.68,200.000000102,2.1793e-19,500.0,0.005,337701.379292,1663.92096799,1663.92096799,100,1.0,337701.379292,1.0,0.005,1660.57,1663.92096799,,500,1.0
0.9,2,0.00333333,586.796,1.0,180.36,1592.18,299.999969474,5.43914e-20,500.0,0.00333333,343806.73815,1655.99163203,1655.99163203,100,1.0,343806.73815,1.0,0.00333333,1659.04,1655.99163203,,500,1.0
0.9,2,0.0025,578.742,1.0,180.65,1600.93,400.0,5.4346e-20,500.0,0.0025,309878.417598,1658.2398675,1658.2398675,100,1.0,309878.417598,1.0,0.0025,1658.84,1658.2398675,,500,1.0
0.9,1,0.002,614.114,1.0,188.6,1608.96,500.000006643,5.43187e-20,500.0,0.002,546913.488997,1733.57943122,1733.57943122,100,1.0,546913.488997,1.0,0.002,1673.79,1733.57943122,,500,1.0
0.9,2,0.01,638.65,1.0,188.81,1620.33,100.0,3.50449e-18,500.0,0.01,411993.796953,1732.9654857,1732.9654857,100,1.0,411993.796953,1.0,0.01,1732.97,1732.9654857,,500,1.0
0.9,2,0.005,609.981,1.0,178.51,1605.84,200.000000102,2.1793e-19,500.0,0.005,335123.940653,1638.01570766,1638.01570766,100,1.0,335123.940653,1.0,0.005,1685.49,1638.01570766,,500,1.0
0.9,2,0.00333333,641.12,1.0,191.01,1618.27,299.999969474,5.43914e-20,500.0,0.00333333,490740.897743,1753.84893039,1753.84893039,100,1.0,490740.897743,1.0,0.00333333,1708.28,1753.84893039,,500,1.0
0.9,2,0.0025,628.285,1.0,180.4,1616.83,400.0,5.4346e-20,500.0,0.0025,347150.42344,1654.28493192,1654.28493192,100,1.0,347150.42344,1.0,0.0025,1694.78,1654.28493192,,500,1.0
0.9,1,0.002,612.847,1.0,180.01,1616.93,500.000006643,5.43187e-20,500.0,0.002,300623.718278,1654.10481361,1654.10481361,100,1.0,300623.718278,1.0,0.002,1686.64,1654.10481361,,500,1.0
0.9,2,0.01,672.193,1.0,188.26,1575.43,100.0,3.50449e-18,500.0,0.01,456407.23718,1731.24187262,1731.24187262,100,1.0,456407.23718,1.0,0.01,1731.24,1731.24187262,,500,1.0
0.9,2,0.005,605.936,1.0,174.49,1556.06,200.000000102,2.1793e-19,500.0,0.005,276790.964173,1601.22769697,1601.22769697,100,1.0,276790.964173,1.0,0.005,1666.23,1601.22769697,,500,1.0
0.9,2,0.00333333,634.677,1.0,191.49,1607.56,299.999969474,5.43914e-20,500.0,0.00333333,472985.604452,1760.08191612,1760.08191612,100,1.0,472985.604452,1.0,0.00333333,1697.52,1760.08191612,,500,1.0
