AvgEpLen,MaxVanillaIw,BatchSize,eRenyi2,VarJ,VarNormIw,VanillaAvgRet,AvgNormIw,VarDiscRet,ESSClassic,IterType,Bound,MinNormIw,AvgVanillaIw,MinVanillaIw,Delta,ESSRenyi,EpsThisIter,VarRet,AvgDiscRet,VarVanillaIw,MaxNormIw,J,AvgRet
87.29,1.0,500,1.0,244.726,5.4346e-20,808.080496717,0.0025,52887.2394179,400.0,2,728.743,0.0025,1.0,1.0,0.5,500.0,100,52887.2394179,808.080496717,,0.0025,803.383,808.080496717
82.81,1.0,500,1.0,241.95,5.43187e-20,766.672312149,0.002,52583.3507408,500.000006643,1,729.281,0.002,1.0,1.0,0.5,500.0,100,52583.3507408,766.672312149,,0.002,796.041,766.672312149
85.27,1.0,500,1.0,262.964,3.50449e-18,788.77980241,0.01,69848.649688,100.0,2,645.099,0.01,1.0,1.0,0.5,500.0,100,69848.649688,788.77980241,,0.01,788.78,788.77980241
81.61,1.0,500,1.0,258.436,2.1793e-19,756.293887822,0.005,64545.4570868,200.000000102,2,670.939,0.005,1.0,1.0,0.5,500.0,100,64545.4570868,756.293887822,,0.005,772.537,756.293887822
84.6,1.0,500,1.0,250.939,5.43914e-20,783.661678164,0.00333333,55808.3195629,299.999969474,2,693.097,0.00333333,1.0,1.0,0.5,500.0,100,55808.3195629,783.661678164,,0.00333333,776.245,783.661678164
82.08,1.0,500,1.0,250.308,5.4346e-20,760.050766905,0.0025,62130.9001874,400.0,2,700.188,0.0025,1.0,1.0,0.5,500.0,100,62130.9001874,760.050766905,,0.0025,772.197,760.050766905
82.41,1.0,500,1.0,248.524,5.43187e-20,763.075722596,0.002,58724.7735416,500.000006643,1,705.966,0.002,1.0,1.0,0.5,500.0,100,58724.7735416,763.075722596,,0.002,770.372,763.075722596
82.12,1.0,500,1.0,245.714,3.50449e-18,760.597904996,0.01,60985.2565836,100.0,2,620.862,0.01,1.0,1.0,0.5,500.0,100,60985.2565836,760.597904996,,0.01,760.598,760.597904996
82.96,1.0,500,1.0,242.011,2.1793e-19,768.708908312,0.005,57303.1952443,200.000000102,2,664.733,0.005,1.0,1.0,0.5,500.0,100,57303.1952443,768.708908312,,0.005,764.653,768.708908312
85.01,1.0,500,1.0,242.853,5.43914e-20,786.314550684,0.00333333,60082.1592662,299.999969474,2,690.289,0.00333333,1.0,1.0,0.5,500.0,100,60082.1592662,786.314550684,,0.00333333,771.874,786.314550684
85.44,1.0,500,1.0,244.785,5.4346e-20,790.812425437,0.0025,63107.6943986,400.0,2,701.96,0.0025,1.0,1.0,0.5,500.0,100,63107.6943986,790.812425437,,0.0025,776.608,790.812425437
83.24,1.0,500,1.0,242.658,5.43187e-20,771.347519421,0.002,55266.9762923,500.000006643,1,708.789,0.002,1.0,1.0,0.5,500.0,100,55266.9762923,771.347519421,,0.002,775.556,771.347519421
84.68,1.0,500,1.0,226.388,3.50449e-18,784.685192633,0.01,51769.2767826,100.0,2,648.009,0.01,1.0,1.0,0.5,500.0,100,51769.2767826,784.685192633,,0.01,784.685,784.685192633
86.75,1.0,500,1.0,227.55,2.1793e-19,804.449674681,0.005,52637.2660365,200.000000102,2,694.374,0.005,1.0,1.0,0.5,500.0,100,52637.2660365,804.449674681,,0.005,794.567,804.449674681
82.83,1.0,500,1.0,227.017,5.43914e-20,766.997535745,0.00333333,51055.8193157,299.999969474,2,703.57,0.00333333,1.0,1.0,0.5,500.0,100,51055.8193157,766.997535745,,0.00333333,785.378,766.997535745
81.25,1.0,500,1.0,229.216,5.4346e-20,751.668464958,0.0025,55250.401739,400.0,2,706.103,0.0025,1.0,1.0,0.5,500.0,100,55250.401739,751.668464958,,0.0025,776.95,751.668464958
89.65,1.0,500,1.0,234.046,5.43187e-20,830.206415644,0.002,62080.2702624,500.000006643,1,721.561,0.002,1.0,1.0,0.5,500.0,100,62080.2702624,830.206415644,,0.002,787.602,830.206415644
90.16,1.0,500,1.0,251.603,3.50449e-18,835.088770895,0.01,63943.3216476,100.0,2,690.263,0.01,1.0,1.0,0.5,500.0,100,63943.3216476,835.088770895,,0.01,835.089,835.088770895
85.47,1.0,500,1.0,244.343,2.1793e-19,791.026010296,0.005,55689.1203265,200.000000102,2,710.65,0.005,1.0,1.0,0.5,500.0,100,55689.1203265,791.026010296,,0.005,813.057,791.026010296
87.53,1.0,500,1.0,239.554,5.43914e-20,809.900317977,0.00333333,53277.2328873,299.999969474,2,728.39,0.00333333,1.0,1.0,0.5,500.0,100,53277.2328873,809.900317977,,0.00333333,812.005,809.900317977
83.46,1.0,500,1.0,232.591,5.4346e-20,773.102311452,0.0025,43536.9855991,400.0,2,729.866,0.0025,1.0,1.0,0.5,500.0,100,43536.9855991,773.102311452,,0.0025,802.279,773.102311452
83.39,1.0,500,1.0,233.718,5.43187e-20,772.265487243,0.002,56570.8546799,500.000006643,1,731.508,0.002,1.0,1.0,0.5,500.0,100,56570.8546799,772.265487243,,0.002,796.277,772.265487243
86.0,1.0,500,1.0,220.547,3.50449e-18,796.963933563,0.01,49132.1680663,100.0,2,661.514,0.01,1.0,1.0,0.5,500.0,100,49132.1680663,796.963933563,,0.01,796.964,796.963933563
84.3,1.0,500,1.0,226.856,2.1793e-19,780.969428109,0.005,54705.8816055,200.000000102,2,690.369,0.005,1.0,1.0,0.5,500.0,100,54705.8816055,780.969428109,,0.005,788.967,780.969428109
86.68,1.0,500,1.0,232.55,5.43914e-20,803.395980671,0.00333333,59769.6588215,299.999969474,2,713.272,0.00333333,1.0,1.0,0.5,500.0,100,59769.6588215,803.395980671,,0.00333333,793.776,803.395980671
85.73,1.0,500,1.0,240.36,5.4346e-20,794.296768109,0.0025,69549.1543571,400.0,2,719.338,0.0025,1.0,1.0,0.5,500.0,100,69549.1543571,794.296768109,,0.0025,793.906,794.296768109
81.81,1.0,500,1.0,237.9,5.43187e-20,757.852291742,0.002,51363.160195,500.000006643,1,720.0,0.002,1.0,1.0,0.5,500.0,100,51363.160195,757.852291742,,0.002,786.696,757.852291742
86.93,1.0,500,1.0,257.955,3.50449e-18,803.841667137,0.01,67212.8674303,100.0,2,667.004,0.01,1.0,1.0,0.5,500.0,100,67212.8674303,803.841667137,,0.01,803.842,803.841667137
87.1,1.0,500,1.0,258.792,2.1793e-19,806.087077314,0.005,68084.0837111,200.000000102,2,703.653,0.005,1.0,1.0,0.5,500.0,100,68084.0837111,806.087077314,,0.005,804.964,806.087077314
84.61,1.0,500,1.0,261.894,5.43914e-20,782.776161056,0.00333333,72212.4710202,299.999969474,2,714.848,0.00333333,1.0,1.0,0.5,500.0,100,72212.4710202,782.776161056,,0.00333333,797.568,782.776161056
82.61,1.0,500,1.0,254.703,5.4346e-20,764.292969701,0.0025,53434.3224703,400.0,2,717.612,0.0025,1.0,1.0,0.5,500.0,100,53434.3224703,764.292969701,,0.0025,789.25,764.292969701
86.76,1.0,500,1.0,252.495,5.43187e-20,804.041516517,0.002,59693.984282,500.000006643,1,727.08,0.002,1.0,1.0,0.5,500.0,100,59693.984282,804.041516517,,0.002,792.208,804.041516517
84.5,1.0,500,1.0,257.204,3.50449e-18,782.956409775,0.01,66822.1493098,100.0,2,640.379,0.01,1.0,1.0,0.5,500.0,100,66822.1493098,782.956409775,,0.01,782.956,782.956409775
86.64,1.0,500,1.0,248.233,2.1793e-19,802.604783874,0.005,57466.7431568,200.000000102,2,690.117,0.005,1.0,1.0,0.5,500.0,100,57466.7431568,802.604783874,,0.005,792.781,802.604783874
89.92,1.0,500,1.0,260.868,5.43914e-20,831.882758079,0.00333333,80704.3445868,299.999969474,2,721.407,0.00333333,1.0,1.0,0.5,500.0,100,80704.3445868,831.882758079,,0.00333333,805.815,831.882758079
80.14,1.0,500,1.0,254.309,5.4346e-20,742.642324153,0.0025,52064.841479,400.0,2,716.922,0.0025,1.0,1.0,0.5,500.0,100,52064.841479,742.642324153,,0.0025,790.022,742.642324153
85.55,1.0,500,1.0,253.869,5.43187e-20,791.029530858,0.002,64195.5829003,500.000006643,1,724.233,0.002,1.0,1.0,0.5,500.0,100,64195.5829003,791.029530858,,0.002,790.223,791.029530858
83.12,1.0,500,1.0,259.457,3.50449e-18,769.44993696,0.01,67997.8570501,100.0,2,630.104,0.01,1.0,1.0,0.5,500.0,100,67997.8570501,769.44993696,,0.01,769.45,769.44993696
87.16,1.0,500,1.0,254.595,2.1793e-19,807.051355602,0.005,62234.3367852,200.000000102,2,689.718,0.005,1.0,1.0,0.5,500.0,100,62234.3367852,807.051355602,,0.005,788.251,807.051355602
88.65,1.0,500,1.0,261.001,5.43914e-20,819.737381505,0.00333333,74815.0987423,299.999969474,2,714.515,0.00333333,1.0,1.0,0.5,500.0,100,74815.0987423,819.737381505,,0.00333333,798.746,819.737381505
82.11,1.0,500,1.0,253.737,5.4346e-20,760.063668777,0.0025,52568.9839344,400.0,2,716.129,0.0025,1.0,1.0,0.5,500.0,100,52568.9839344,760.063668777,,0.0025,789.076,760.063668777
81.58,1.0,500,1.0,252.759,5.43187e-20,755.69128934,0.002,61629.9426471,500.000006643,1,716.784,0.002,1.0,1.0,0.5,500.0,100,61629.9426471,755.69128934,,0.002,782.399,755.69128934
83.37,1.0,500,1.0,246.792,3.50449e-18,771.858033729,0.01,61521.6928317,100.0,2,629.624,0.01,1.0,1.0,0.5,500.0,100,61521.6928317,771.858033729,,0.01,771.858,771.858033729
85.75,1.0,500,1.0,249.922,2.1793e-19,793.631559955,0.005,64422.9807317,200.000000102,2,680.544,0.005,1.0,1.0,0.5,500.0,100,64422.9807317,793.631559955,,0.005,782.745,793.631559955
84.29,1.0,500,1.0,246.892,5.43914e-20,780.428028084,0.00333333,58526.1936027,299.999969474,2,698.007,0.00333333,1.0,1.0,0.5,500.0,100,58526.1936027,780.428028084,,0.00333333,781.973,780.428028084
85.37,1.0,500,1.0,246.313,5.4346e-20,791.32142781,0.0025,60351.4954254,400.0,2,709.514,0.0025,1.0,1.0,0.5,500.0,100,60351.4954254,791.32142781,,0.0025,784.31,791.32142781
83.58,1.0,500,1.0,243.751,5.43187e-20,773.529377051,0.002,54847.0079241,500.000006643,1,715.255,0.002,1.0,1.0,0.5,500.0,100,54847.0079241,773.529377051,,0.002,782.154,773.529377051
84.15,1.0,500,1.0,263.509,3.50449e-18,779.18742131,0.01,70138.3864397,100.0,2,628.669,0.01,1.0,1.0,0.5,500.0,100,70138.3864397,779.18742131,,0.01,779.187,779.18742131
81.92,1.0,500,1.0,234.91,2.1793e-19,758.791519185,0.005,41131.5287107,200.000000102,2,662.557,0.005,1.0,1.0,0.5,500.0,100,41131.5287107,758.791519185,,0.005,768.989,758.791519185
82.46,1.0,500,1.0,243.084,5.43914e-20,763.413997563,0.00333333,67559.2332533,299.999969474,2,680.229,0.00333333,1.0,1.0,0.5,500.0,100,67559.2332533,763.413997563,,0.00333333,767.131,763.413997563
85.08,1.0,500,1.0,244.958,5.4346e-20,787.470221827,0.0025,63068.9479455,400.0,2,696.956,0.0025,1.0,1.0,0.5,500.0,100,63068.9479455,787.470221827,,0.0025,772.216,787.470221827
88.24,1.0,500,1.0,254.13,5.43187e-20,815.877971898,0.002,82188.4597253,500.000006643,1,713.634,0.002,1.0,1.0,0.5,500.0,100,82188.4597253,815.877971898,,0.002,780.948,815.877971898
83.72,1.0,500,1.0,239.197,3.50449e-18,775.261753201,0.01,57792.9514311,100.0,2,635.949,0.01,1.0,1.0,0.5,500.0,100,57792.9514311,775.261753201,,0.01,775.262,775.261753201
84.78,1.0,500,1.0,231.788,2.1793e-19,784.967707111,0.005,50695.880016,200.000000102,2,676.218,0.005,1.0,1.0,0.5,500.0,100,50695.880016,784.967707111,,0.005,780.115,784.967707111
89.89,1.0,500,1.0,235.969,5.43914e-20,831.794798964,0.00333333,58397.0519452,299.999969474,2,712.51,0.00333333,1.0,1.0,0.5,500.0,100,58397.0519452,831.794798964,,0.00333333,797.341,831.794798964
80.8,1.0,500,1.0,233.074,5.4346e-20,748.837147997,0.0025,48973.9522073,400.0,2,711.749,0.0025,1.0,1.0,0.5,500.0,100,48973.9522073,748.837147997,,0.0025,785.215,748.837147997
83.75,1.0,500,1.0,237.453,5.43187e-20,775.761561319,0.002,65206.3473409,500.000006643,1,717.614,0.002,1.0,1.0,0.5,500.0,100,65206.3473409,775.761561319,,0.002,783.325,775.761561319
83.52,1.0,500,1.0,236.357,3.50449e-18,773.120737405,0.01,56428.8877962,100.0,2,634.187,0.01,1.0,1.0,0.5,500.0,100,56428.8877962,773.120737405,,0.01,773.121,773.120737405
87.88,1.0,500,1.0,252.455,2.1793e-19,813.265214355,0.005,71511.8482667,200.000000102,2,688.018,0.005,1.0,1.0,0.5,500.0,100,71511.8482667,813.265214355,,0.005,793.193,813.265214355
85.44,1.0,500,1.0,249.043,5.43914e-20,791.829293531,0.00333333,59191.3968814,299.999969474,2,706.863,0.00333333,1.0,1.0,0.5,500.0,100,59191.3968814,791.829293531,,0.00333333,792.738,791.829293531
86.4,1.0,500,1.0,245.238,5.4346e-20,799.867695326,0.0025,55011.0048135,400.0,2,720.151,0.0025,1.0,1.0,0.5,500.0,100,55011.0048135,799.867695326,,0.0025,794.521,799.867695326
84.63,1.0,500,1.0,246.377,5.43187e-20,783.586623162,0.002,63481.5992282,500.000006643,1,725.815,0.002,1.0,1.0,0.5,500.0,100,63481.5992282,783.586623162,,0.002,792.334,783.586623162
82.55,1.0,500,1.0,256.112,3.50449e-18,764.779118738,0.01,66255.6828074,100.0,2,619.727,0.01,1.0,1.0,0.5,500.0,100,66255.6828074,764.779118738,,0.01,764.779,764.779118738
89.13,1.0,500,1.0,260.005,2.1793e-19,824.126949723,0.005,68536.6261466,200.000000102,2,691.886,0.005,1.0,1.0,0.5,500.0,100,68536.6261466,824.126949723,,0.005,794.453,824.126949723
85.29,1.0,500,1.0,251.624,5.43914e-20,788.983687378,0.00333333,55270.654111,299.999969474,2,708.884,0.00333333,1.0,1.0,0.5,500.0,100,55270.654111,788.983687378,,0.00333333,792.63,788.983687378
84.24,1.0,500,1.0,248.137,5.4346e-20,778.916666944,0.0025,56771.1232174,400.0,2,716.676,0.0025,1.0,1.0,0.5,500.0,100,56771.1232174,778.916666944,,0.0025,789.202,778.916666944
86.57,1.0,500,1.0,247.359,5.43187e-20,801.396482709,0.002,60125.6216989,500.000006643,1,726.771,0.002,1.0,1.0,0.5,500.0,100,60125.6216989,801.396482709,,0.002,791.641,801.396482709
83.82,1.0,500,1.0,223.153,3.50449e-18,776.909761436,0.01,50300.3353711,100.0,2,634.932,0.01,1.0,1.0,0.5,500.0,100,50300.3353711,776.909761436,,0.01,776.91,776.909761436
86.68,1.0,500,1.0,243.065,2.1793e-19,802.188428502,0.005,68731.3802525,200.000000102,2,689.156,0.005,1.0,1.0,0.5,500.0,100,68731.3802525,802.188428502,,0.005,789.549,802.188428502
86.34,1.0,500,1.0,248.327,5.43914e-20,798.903959173,0.00333333,67454.620166,299.999969474,2,710.697,0.00333333,1.0,1.0,0.5,500.0,100,67454.620166,798.903959173,,0.00333333,792.667,798.903959173
87.96,1.0,500,1.0,244.433,5.4346e-20,813.795032834,0.0025,54196.9009174,400.0,2,726.96,0.0025,1.0,1.0,0.5,500.0,100,54196.9009174,813.795032834,,0.0025,797.949,813.795032834
82.29,1.0,500,1.0,243.717,5.43187e-20,762.18907016,0.002,57553.7641929,500.000006643,1,727.303,0.002,1.0,1.0,0.5,500.0,100,57553.7641929,762.18907016,,0.002,790.797,762.18907016
86.85,1.0,500,1.0,243.706,3.50449e-18,804.889585611,0.01,59992.4816471,100.0,2,661.596,0.01,1.0,1.0,0.5,500.0,100,59992.4816471,804.889585611,,0.01,804.89,804.889585611
83.91,1.0,500,1.0,245.123,2.1793e-19,776.774085586,0.005,60993.1838791,200.000000102,2,689.508,0.005,1.0,1.0,0.5,500.0,100,60993.1838791,776.774085586,,0.005,790.832,776.774085586
85.09,1.0,500,1.0,247.48,5.43914e-20,788.333770018,0.00333333,64205.804086,299.999969474,2,707.269,0.00333333,1.0,1.0,0.5,500.0,100,64205.804086,788.333770018,,0.00333333,789.999,788.333770018
86.04,1.0,500,1.0,241.761,5.4346e-20,797.263198546,0.0025,50520.4113661,400.0,2,720.169,0.0025,1.0,1.0,0.5,500.0,100,50520.4113661,797.263198546,,0.0025,791.815,797.263198546
80.13,1.0,500,1.0,242.499,5.43187e-20,742.496856456,0.002,58878.6848695,500.000006643,1,715.937,0.002,1.0,1.0,0.5,500.0,100,58878.6848695,742.496856456,,0.002,781.951,742.496856456
84.35,1.0,500,1.0,230.669,3.50449e-18,781.250691877,0.01,53745.6931184,100.0,2,643.281,0.01,1.0,1.0,0.5,500.0,100,53745.6931184,781.250691877,,0.01,781.251,781.250691877
87.62,1.0,500,1.0,250.775,2.1793e-19,810.952900847,0.005,72855.4928113,200.000000102,2,693.722,0.005,1.0,1.0,0.5,500.0,100,72855.4928113,810.952900847,,0.005,796.102,810.952900847
82.71,1.0,500,1.0,246.98,5.43914e-20,766.369029989,0.00333333,57203.0092998,299.999969474,2,702.598,0.00333333,1.0,1.0,0.5,500.0,100,57203.0092998,766.369029989,,0.00333333,786.191,766.369029989
85.84,1.0,500,1.0,248.828,5.4346e-20,793.36401449,0.0025,65278.6783835,400.0,2,714.451,0.0025,1.0,1.0,0.5,500.0,100,65278.6783835,793.36401449,,0.0025,787.984,793.36401449
88.69,1.0,500,1.0,249.161,5.43187e-20,821.89434642,0.002,62449.1123511,500.000006643,1,728.997,0.002,1.0,1.0,0.5,500.0,100,62449.1123511,821.89434642,,0.002,794.766,821.89434642
81.99,1.0,500,1.0,240.161,3.50449e-18,758.674283945,0.01,58260.0952998,100.0,2,623.987,0.01,1.0,1.0,0.5,500.0,100,58260.0952998,758.674283945,,0.01,758.674,758.674283945
79.99,1.0,500,1.0,232.766,2.1793e-19,740.178961599,0.005,51021.5979825,200.000000102,2,654.188,0.005,1.0,1.0,0.5,500.0,100,51021.5979825,740.178961599,,0.005,749.427,740.178961599
85.91,1.0,500,1.0,237.185,5.43914e-20,795.494719748,0.00333333,59591.2569844,299.999969474,2,682.629,0.00333333,1.0,1.0,0.5,500.0,100,59591.2569844,795.494719748,,0.00333333,764.783,795.494719748
84.54,1.0,500,1.0,239.437,5.4346e-20,782.907392467,0.0025,60912.7850813,400.0,2,695.664,0.0025,1.0,1.0,0.5,500.0,100,60912.7850813,782.907392467,,0.0025,769.314,782.907392467
83.74,1.0,500,1.0,237.542,5.43187e-20,775.012839376,0.002,53317.8930783,500.000006643,1,704.579,0.002,1.0,1.0,0.5,500.0,100,53317.8930783,775.012839376,,0.002,770.454,775.012839376
88.48,1.0,500,1.0,250.807,3.50449e-18,818.311620686,0.01,63539.5285669,100.0,2,675.718,0.01,1.0,1.0,0.5,500.0,100,63539.5285669,818.311620686,,0.01,818.312,818.311620686
83.82,1.0,500,1.0,255.215,2.1793e-19,774.92281434,0.005,67094.7020579,200.000000102,2,695.789,0.005,1.0,1.0,0.5,500.0,100,67094.7020579,774.92281434,,0.005,796.617,774.92281434
84.71,1.0,500,1.0,244.968,5.43914e-20,784.866258062,0.00333333,50168.7229935,299.999969474,2,708.576,0.00333333,1.0,1.0,0.5,500.0,100,50168.7229935,784.866258062,,0.00333333,792.7,784.866258062
89.09,1.0,500,1.0,253.05,5.4346e-20,824.219394942,0.0025,76124.4102264,400.0,2,726.682,0.0025,1.0,1.0,0.5,500.0,100,76124.4102264,824.219394942,,0.0025,800.58,824.219394942
86.88,1.0,500,1.0,249.91,5.43187e-20,804.737074812,0.002,56690.720256,500.000006643,1,733.642,0.002,1.0,1.0,0.5,500.0,100,56690.720256,804.737074812,,0.002,801.411,804.737074812
91.6,1.0,500,1.0,247.158,3.50449e-18,846.691404081,0.01,61703.8701648,100.0,2,704.177,0.01,1.0,1.0,0.5,500.0,100,61703.8701648,846.691404081,,0.01,846.691,846.691404081
82.68,1.0,500,1.0,241.084,2.1793e-19,765.833517214,0.005,52411.4781938,200.000000102,2,705.489,0.005,1.0,1.0,0.5,500.0,100,52411.4781938,765.833517214,,0.005,806.262,765.833517214
82.27,1.0,500,1.0,242.148,5.43914e-20,762.568788247,0.00333333,58980.6385948,299.999969474,2,708.283,0.00333333,1.0,1.0,0.5,500.0,100,58980.6385948,762.568788247,,0.00333333,791.698,762.568788247
83.04,1.0,500,1.0,236.968,5.4346e-20,769.646853666,0.0025,48832.2425629,400.0,2,713.945,0.0025,1.0,1.0,0.5,500.0,100,48832.2425629,769.646853666,,0.0025,786.185,769.646853666
87.06,1.0,500,1.0,241.102,5.43187e-20,806.39478021,0.002,66372.8439964,500.000006643,1,718.901,0.002,1.0,1.0,0.5,500.0,100,66372.8439964,806.39478021,,0.002,790.227,806.39478021
78.77,1.0,500,1.0,231.799,3.50449e-18,729.277917032,0.01,54273.4057962,100.0,2,582.332,0.01,1.0,1.0,0.5,500.0,100,54273.4057962,729.277917032,,0.01,729.278,729.277917032
87.33,1.0,500,1.0,244.075,2.1793e-19,808.409166387,0.005,62913.1062753,200.000000102,2,664.937,0.005,1.0,1.0,0.5,500.0,100,62913.1062753,808.409166387,,0.005,768.844,808.409166387
89.66,1.0,500,1.0,248.023,5.43914e-20,828.973368216,0.00333333,63626.6718513,299.999969474,2,704.048,0.00333333,1.0,1.0,0.5,500.0,100,63626.6718513,828.973368216,,0.00333333,788.887,828.973368216
82.61,1.0,500,1.0,247.262,5.4346e-20,764.817130642,0.0025,60175.1109559,400.0,2,707.804,0.0025,1.0,1.0,0.5,500.0,100,60175.1109559,764.817130642,,0.0025,782.869,764.817130642
86.08,1.0,500,1.0,249.615,5.43187e-20,796.613888841,0.002,67508.1607288,500.000006643,1,717.728,0.002,1.0,1.0,0.5,500.0,100,67508.1607288,796.613888841,,0.002,785.618,796.613888841
92.06,1.0,500,1.0,276.833,3.50449e-18,851.494257966,0.01,77410.5946454,100.0,2,704.57,0.01,1.0,1.0,0.5,500.0,100,77410.5946454,851.494257966,,0.01,851.494,851.494257966
82.81,1.0,500,1.0,264.167,2.1793e-19,767.297156782,0.005,59987.6692127,200.000000102,2,705.505,0.005,1.0,1.0,0.5,500.0,100,59987.6692127,767.297156782,,0.005,809.396,767.297156782
83.06,1.0,500,1.0,259.117,5.43914e-20,769.901035065,0.00333333,61430.1777333,299.999969474,2,711.404,0.00333333,1.0,1.0,0.5,500.0,100,61430.1777333,769.901035065,,0.00333333,796.231,769.901035065
83.38,1.0,500,1.0,250.802,5.4346e-20,772.798245359,0.0025,50272.644673,400.0,2,716.911,0.0025,1.0,1.0,0.5,500.0,100,50272.644673,772.798245359,,0.0025,790.373,772.798245359
83.99,1.0,500,1.0,250.424,5.43187e-20,778.245093819,0.002,62460.1988108,500.000006643,1,722.241,0.002,1.0,1.0,0.5,500.0,100,62460.1988108,778.245093819,,0.002,787.947,778.245093819
87.22,1.0,500,1.0,231.307,3.50449e-18,807.347143292,0.01,54043.53322,100.0,2,663.643,0.01,1.0,1.0,0.5,500.0,100,54043.53322,807.347143292,,0.01,807.347,807.347143292
84.45,1.0,500,1.0,243.748,2.1793e-19,781.386978372,0.005,65642.4775413,200.000000102,2,689.18,0.005,1.0,1.0,0.5,500.0,100,65642.4775413,781.386978372,,0.005,794.367,781.386978372
84.3,1.0,500,1.0,248.545,5.43914e-20,779.96226329,0.00333333,67029.2913993,299.999969474,2,703.681,0.00333333,1.0,1.0,0.5,500.0,100,67029.2913993,779.96226329,,0.00333333,789.565,779.96226329
85.61,1.0,500,1.0,252.495,5.4346e-20,792.287649705,0.0025,70390.5929522,400.0,2,715.868,0.0025,1.0,1.0,0.5,500.0,100,70390.5929522,792.287649705,,0.0025,790.246,792.287649705
81.87,1.0,500,1.0,253.118,5.43187e-20,758.689271428,0.002,65182.1655758,500.000006643,1,717.409,0.002,1.0,1.0,0.5,500.0,100,65182.1655758,758.689271428,,0.002,783.935,758.689271428
83.74,1.0,500,1.0,243.143,3.50449e-18,775.151372793,0.01,59715.6828465,100.0,2,634.165,0.01,1.0,1.0,0.5,500.0,100,59715.6828465,775.151372793,,0.01,775.151,775.151372793
89.7,1.0,500,1.0,253.482,2.1793e-19,830.738400625,0.005,68527.6593572,200.000000102,2,702.018,0.005,1.0,1.0,0.5,500.0,100,68527.6593572,830.738400625,,0.005,802.945,830.738400625
83.07,1.0,500,1.0,257.2,5.43914e-20,769.238036365,0.00333333,69890.9409575,299.999969474,2,705.196,0.00333333,1.0,1.0,0.5,500.0,100,69890.9409575,769.238036365,,0.00333333,791.709,769.238036365
86.6,1.0,500,1.0,253.799,5.4346e-20,800.828965219,0.0025,59734.3897578,400.0,2,719.067,0.0025,1.0,1.0,0.5,500.0,100,59734.3897578,800.828965219,,0.0025,793.989,800.828965219
81.69,1.0,500,1.0,249.697,5.43187e-20,755.550233821,0.002,53441.0774416,500.000006643,1,719.289,0.002,1.0,1.0,0.5,500.0,100,53441.0774416,755.550233821,,0.002,786.301,755.550233821
84.58,1.0,500,1.0,237.792,3.50449e-18,784.003581501,0.01,57116.3422305,100.0,2,642.388,0.01,1.0,1.0,0.5,500.0,100,57116.3422305,784.003581501,,0.01,784.004,784.003581501
86.67,1.0,500,1.0,249.593,2.1793e-19,801.536498539,0.005,68580.0406189,200.000000102,2,691.719,0.005,1.0,1.0,0.5,500.0,100,68580.0406189,801.536498539,,0.005,792.77,801.536498539
84.57,1.0,500,1.0,244.508,5.43914e-20,782.885337338,0.00333333,55247.4367775,299.999969474,2,706.968,0.00333333,1.0,1.0,0.5,500.0,100,55247.4367775,782.885337338,,0.00333333,789.475,782.885337338
88.89,1.0,500,1.0,249.16,5.4346e-20,823.811467459,0.0025,68772.6599236,400.0,2,723.747,0.0025,1.0,1.0,0.5,500.0,100,68772.6599236,823.811467459,,0.0025,798.059,823.811467459
88.4,1.0,500,1.0,250.428,5.43187e-20,818.094413053,0.002,65582.2656681,500.000006643,1,730.074,0.002,1.0,1.0,0.5,500.0,100,65582.2656681,818.094413053,,0.002,802.066,818.094413053
84.54,1.0,500,1.0,258.351,3.50449e-18,782.38148627,0.01,67419.2644545,100.0,2,634.797,0.01,1.0,1.0,0.5,500.0,100,67419.2644545,782.38148627,,0.01,782.381,782.38148627
85.37,1.0,500,1.0,259.693,2.1793e-19,790.151677421,0.005,68793.1832985,200.000000102,2,681.908,0.005,1.0,1.0,0.5,500.0,100,68793.1832985,790.151677421,,0.005,786.267,790.151677421
80.92,1.0,500,1.0,248.857,5.43914e-20,749.641181601,0.00333333,50520.313445,299.999969474,2,688.85,0.00333333,1.0,1.0,0.5,500.0,100,50520.313445,749.641181601,,0.00333333,774.058,749.641181601
83.84,1.0,500,1.0,244.384,5.4346e-20,775.960615055,0.0025,53638.3295761,400.0,2,700.741,0.0025,1.0,1.0,0.5,500.0,100,53638.3295761,775.960615055,,0.0025,774.534,775.960615055
85.44,1.0,500,1.0,245.656,5.43187e-20,790.364053045,0.002,63272.473754,500.000006643,1,711.698,0.002,1.0,1.0,0.5,500.0,100,63272.473754,790.364053045,,0.002,777.7,790.364053045
83.09,1.0,500,1.0,214.31,3.50449e-18,768.992622586,0.01,46392.788272,100.0,2,633.564,0.01,1.0,1.0,0.5,500.0,100,46392.788272,768.992622586,,0.01,768.993,768.992622586
83.31,1.0,500,1.0,232.036,2.1793e-19,770.945693404,0.005,62374.382652,200.000000102,2,669.883,0.005,1.0,1.0,0.5,500.0,100,62374.382652,770.945693404,,0.005,769.969,770.945693404
85.47,1.0,500,1.0,233.556,5.43914e-20,791.611432308,0.00333333,56213.2208671,299.999969474,2,693.481,0.00333333,1.0,1.0,0.5,500.0,100,56213.2208671,791.611432308,,0.00333333,777.183,791.611432308
