AvgEpLen,VarJ,MinVanillaIw,BatchSize,eRenyi2,MinNormIw,VarDiscRet,AvgNormIw,EpsThisIter,Bound,Delta,ESSClassic,J,IterType,AvgDiscRet,AvgRet,AvgVanillaIw,MaxNormIw,MaxVanillaIw,VarNormIw,ESSRenyi,VarRet,VanillaAvgRet,VarVanillaIw
500.0,23.7024,1.0,500,1.0,0.00333333,618.388853548,0.00333333,100,73.0007,0.8,299.999969474,77.1602,2,78.8169688571,78.8169688571,1.0,0.00333333,1.0,5.43914e-20,500.0,618.388853548,78.8169688571,
496.78,25.253,1.0,500,1.0,0.0025,869.226729906,0.0025,100,72.918,0.8,400.0,76.5202,2,74.6002280654,74.6002280654,1.0,0.0025,1.0,5.4346e-20,500.0,869.226729906,74.6002280654,
500.0,38.0033,6.94771e-06,500,1.92076,1.54042e-08,835.460935639,0.002,100,75.0849,0.8,243.748451298,79.5503,1,79.0001967994,79.0001967994,0.902054,0.0200149,9.02726,4.21361e-06,260.314186505,835.460935639,79.0001967994,0.857155
500.0,22.6683,1.0,500,1.0,0.01,519.04266264,0.01,100,70.4904,0.8,100.0,77.4598,2,77.4597762268,77.4597762268,1.0,0.01,1.0,3.50449e-18,500.0,519.04266264,77.4597762268,
500.0,22.9572,1.0,500,1.0,0.005,534.507585389,0.005,100,74.8823,0.8,200.000000102,79.8104,2,82.1610528299,82.1610528299,1.0,0.005,1.0,2.1793e-19,500.0,534.507585389,82.1610528299,
496.95,27.7219,1.0,500,1.0,0.00333333,1210.44661295,0.00333333,100,72.5867,0.8,299.999969474,76.8355,2,70.8856800104,70.8856800104,1.0,0.00333333,1.0,5.43914e-20,500.0,1210.44661295,70.8856800104,
500.0,26.4926,1.0,500,1.0,0.0025,503.359900222,0.0025,100,73.7028,0.8,400.0,77.3824,2,79.0229153429,79.0229153429,1.0,0.0025,1.0,5.4346e-20,500.0,503.359900222,79.0229153429,
500.0,87.3962,3.64135e-06,500,3.71385,6.78146e-09,639.661694704,0.002,100,77.6317,0.8,91.9759036185,84.3431,1,76.5249422152,76.5249422152,1.07391,0.0581455,31.2216,1.77804e-05,134.631159828,639.661694704,76.5249422152,5.12647
500.0,21.4977,1.0,500,1.0,0.01,466.818285682,0.01,100,74.2119,0.8,100.0,81.2709,2,81.2708616366,81.2708616366,1.0,0.01,1.0,3.50449e-18,500.0,466.818285682,81.2708616366,
500.0,22.6509,1.0,500,1.0,0.005,565.884090498,0.005,100,74.9104,0.8,200.000000102,79.9018,2,78.5328065416,78.5328065416,1.0,0.005,1.0,2.1793e-19,500.0,565.884090498,78.5328065416,
500.0,23.5291,1.0,500,1.0,0.00333333,641.088959729,0.00333333,100,75.3112,0.8,299.999969474,79.8063,2,79.6150692286,79.6150692286,1.0,0.00333333,1.0,5.43914e-20,500.0,641.088959729,79.6150692286,
500.0,24.7468,1.0,500,1.0,0.0025,784.849503374,0.0025,100,74.9232,0.8,400.0,78.8161,2,75.8457107218,75.8457107218,1.0,0.0025,1.0,5.4346e-20,500.0,784.849503374,75.8457107218,
500.0,67.757,0.000625751,500,4.15657,1.17497e-06,540.26304287,0.002,100,77.9735,0.8,80.5737947157,85.0722,1,79.3565372662,79.3565372662,1.06514,0.0796195,42.4029,2.08637e-05,120.291519162,540.26304287,79.3565372662,5.91757
500.0,25.7252,1.0,500,1.0,0.01,668.468522029,0.01,100,67.8486,0.8,100.0,74.2543,2,74.2543372422,74.2543372422,1.0,0.01,1.0,3.50449e-18,500.0,668.468522029,74.2543372422,
500.0,26.9776,1.0,500,1.0,0.005,801.811137659,0.005,100,69.2342,0.8,200.000000102,74.2933,2,74.3322152689,74.3322152689,1.0,0.005,1.0,2.1793e-19,500.0,801.811137659,74.3322152689,
500.0,25.4157,1.0,500,1.0,0.00333333,485.3476926,0.00333333,100,70.7108,0.8,299.999969474,74.8415,2,75.9378273402,75.9378273402,1.0,0.00333333,1.0,5.43914e-20,500.0,485.3476926,75.9378273402,
500.0,25.379,1.0,500,1.0,0.0025,635.50493622,0.0025,100,72.147,0.8,400.0,75.7243,2,78.372764786,78.372764786,1.0,0.0025,1.0,5.4346e-20,500.0,635.50493622,78.372764786,
500.0,89.9618,7.52952e-18,500,15.1384,1.33698e-20,804.388481464,0.002,100,78.3704,0.8,30.1481421536,90.8196,1,75.3850900941,75.3850900941,1.12635,0.0799876,45.047,6.2464e-05,33.0285331984,804.388481464,75.3850900941,19.8114
500.0,23.4628,1.0,500,1.0,0.01,556.065870501,0.01,100,73.8213,0.8,100.0,80.6039,2,80.6038953589,80.6038953589,1.0,0.01,1.0,3.50449e-18,500.0,556.065870501,80.6038953589,
500.0,22.9752,1.0,500,1.0,0.005,508.083733065,0.005,100,74.6656,0.8,200.000000102,79.5513,2,78.4987422957,78.4987422957,1.0,0.005,1.0,2.1793e-19,500.0,508.083733065,78.4987422957,
500.0,23.3119,1.0,500,1.0,0.00333333,578.475442623,0.00333333,100,75.7859,0.8,299.999969474,80.1163,2,81.2461716173,81.2461716173,1.0,0.00333333,1.0,5.43914e-20,500.0,578.475442623,81.2461716173,
500.0,23.4162,1.0,500,1.0,0.0025,556.498406062,0.0025,100,75.3658,0.8,400.0,79.116,2,76.1152537558,76.1152537558,1.0,0.0025,1.0,5.4346e-20,500.0,556.498406062,76.1152537558,
500.0,39.3381,1.32517e-07,500,4.18116,2.77485e-10,517.442749288,0.002,100,78.4881,0.8,95.0965480807,85.347,1,81.5345904587,81.5345904587,0.955131,0.0410227,19.591,1.70654e-05,119.584026009,517.442749288,81.5345904587,3.89209
500.0,24.137,1.0,500,1.0,0.01,588.478194127,0.01,100,73.2237,0.8,100.0,79.6859,2,79.6858817539,79.6858817539,1.0,0.01,1.0,3.50449e-18,500.0,588.478194127,79.6858817539,
500.0,23.7728,1.0,500,1.0,0.005,552.725902858,0.005,100,74.6156,0.8,200.000000102,79.1851,2,78.684366251,78.684366251,1.0,0.005,1.0,2.1793e-19,500.0,552.725902858,78.684366251,
500.0,24.106,1.0,500,1.0,0.00333333,613.590248449,0.00333333,100,73.4586,0.8,299.999969474,78.2238,2,76.3011938439,76.3011938439,1.0,0.00333333,1.0,5.43914e-20,500.0,613.590248449,76.3011938439,
500.0,24.6115,1.0,500,1.0,0.0025,686.121832593,0.0025,100,73.9248,0.8,400.0,78.0516,2,77.5350381191,77.5350381191,1.0,0.0025,1.0,5.4346e-20,500.0,686.121832593,77.5350381191,
500.0,29.5038,0.34413,500,1.36585,0.00065026,935.027716845,0.002,100,74.6671,0.8,357.337533086,78.9809,1,77.3265054063,77.3265054063,1.05844,0.0158401,8.38287,1.60015e-06,366.073630801,935.027716845,77.3265054063,0.448158
500.0,25.5634,1.0,500,1.0,0.01,660.086777322,0.01,100,68.449,0.8,100.0,75.4311,2,75.4310613643,75.4310613643,1.0,0.01,1.0,3.50449e-18,500.0,660.086777322,75.4310613643,
500.0,24.9631,1.0,500,1.0,0.005,597.739007139,0.005,100,69.7651,0.8,200.000000102,74.7021,2,73.9732219017,73.9732219017,1.0,0.005,1.0,2.1793e-19,500.0,597.739007139,73.9732219017,
500.0,25.3184,1.0,500,1.0,0.00333333,683.367687853,0.00333333,100,70.8604,0.8,299.999969474,74.8915,2,75.2702694075,75.2702694075,1.0,0.00333333,1.0,5.43914e-20,500.0,683.367687853,75.2702694075,
500.0,24.7329,1.0,500,1.0,0.0025,523.315535449,0.0025,100,70.7047,0.8,400.0,74.2007,2,72.1281927155,72.1281927155,1.0,0.0025,1.0,5.4346e-20,500.0,523.315535449,72.1281927155,
500.0,50.1262,2.36573e-15,500,4.01541,4.53162e-18,613.086384451,0.002,100,73.3328,0.8,129.591223755,79.8092,1,74.8892222253,74.8892222253,1.0441,0.0161745,8.44391,1.14561e-05,124.520420344,613.086384451,74.8892222253,3.12219
500.0,18.9381,1.0,500,1.0,0.01,362.274542813,0.01,100,69.1833,0.8,100.0,75.6319,2,75.6318569133,75.6318569133,1.0,0.01,1.0,3.50449e-18,500.0,362.274542813,75.6318569133,
500.0,22.9382,1.0,500,1.0,0.005,700.214648958,0.005,100,69.3661,0.8,200.000000102,75.1534,2,74.6750168658,74.6750168658,1.0,0.005,1.0,2.1793e-19,500.0,700.214648958,74.6750168658,
500.0,23.488,1.0,500,1.0,0.00333333,605.536581191,0.00333333,100,71.1654,0.8,299.999969474,75.8907,2,77.3651624248,77.3651624248,1.0,0.00333333,1.0,5.43914e-20,500.0,605.536581191,77.3651624248,
500.0,23.2419,1.0,500,1.0,0.0025,510.509436067,0.0025,100,71.9475,0.8,400.0,76.0398,2,76.4870711816,76.4870711816,1.0,0.0025,1.0,5.4346e-20,500.0,510.509436067,76.4870711816,
500.0,125.14,,500,26.9045,,487.955441531,0.002,100,78.8885,0.8,13.9674003369,97.8738,1,75.8426612064,75.8426612064,1.27095,0.16378,104.078,0.00013947,18.5842602636,487.955441531,75.8426612064,56.3218
500.0,22.8828,1.0,500,1.0,0.01,528.911294458,0.01,100,72.5791,0.8,100.0,79.2754,2,79.2753643501,79.2753643501,1.0,0.01,1.0,3.50449e-18,500.0,528.911294458,79.2753643501,
500.0,25.6222,1.0,500,1.0,0.005,790.631530127,0.005,100,72.7179,0.8,200.000000102,77.4529,2,75.630359247,75.630359247,1.0,0.005,1.0,2.1793e-19,500.0,790.631530127,75.630359247,
500.0,24.6972,1.0,500,1.0,0.00333333,521.883070237,0.00333333,100,73.4878,0.8,299.999969474,77.6361,2,78.0024510732,78.0024510732,1.0,0.00333333,1.0,5.43914e-20,500.0,521.883070237,78.0024510732,
500.0,25.9123,1.0,500,1.0,0.0025,862.727178783,0.0025,100,73.6523,0.8,400.0,77.2448,2,76.0710784974,76.0710784974,1.0,0.0025,1.0,5.4346e-20,500.0,862.727178783,76.0710784974,
500.0,39.1011,0.0775322,500,1.7336,0.000143666,858.710354223,0.002,100,75.5181,0.8,247.691036814,80.085,1,73.8498430947,73.8498430947,1.07934,0.0314423,16.9684,4.08274e-06,288.416488883,858.710354223,73.8498430947,1.18907
500.0,27.2224,1.0,500,1.0,0.01,748.545629335,0.01,100,68.1895,0.8,100.0,77.5271,2,77.5270505187,77.5270505187,1.0,0.01,1.0,3.50449e-18,500.0,748.545629335,77.5270505187,
500.0,24.3142,1.0,500,1.0,0.005,444.487408266,0.005,100,71.7172,0.8,200.000000102,78.3199,2,79.1126979371,79.1126979371,1.0,0.005,1.0,2.1793e-19,500.0,444.487408266,79.1126979371,
500.0,24.1326,1.0,500,1.0,0.00333333,551.597037851,0.00333333,100,71.1633,0.8,299.999969474,76.5544,2,73.0232993343,73.0232993343,1.0,0.00333333,1.0,5.43914e-20,500.0,551.597037851,73.0232993343,
500.0,23.6748,1.0,500,1.0,0.0025,498.646083213,0.0025,100,71.5716,0.8,400.0,76.2404,2,75.2984233117,75.2984233117,1.0,0.0025,1.0,5.4346e-20,500.0,498.646083213,75.2984233117,
500.0,34.6996,3.49534e-05,500,2.10568,6.50635e-08,680.246388939,0.002,100,74.253,0.8,243.858385017,80.3126,1,77.8383471942,77.8383471942,1.07444,0.0117518,6.31332,4.2099e-06,237.453012451,680.246388939,77.8383471942,1.215
500.0,25.7963,1.0,500,1.0,0.01,672.172460671,0.01,100,68.5178,0.8,100.0,74.8519,2,74.8518680929,74.8518680929,1.0,0.01,1.0,3.50449e-18,500.0,672.172460671,74.8518680929,
500.0,24.0683,1.0,500,1.0,0.005,497.860360278,0.005,100,70.3067,0.8,200.000000102,75.1968,2,75.541689323,75.541689323,1.0,0.005,1.0,2.1793e-19,500.0,497.860360278,75.541689323,
500.0,24.9034,1.0,500,1.0,0.00333333,690.791626737,0.00333333,100,72.3535,0.8,299.999969474,76.9329,2,80.4052212224,80.4052212224,1.0,0.00333333,1.0,5.43914e-20,500.0,690.791626737,80.4052212224,
500.0,24.1391,1.0,500,1.0,0.0025,452.266974589,0.0025,100,71.5979,0.8,400.0,75.5638,2,71.4565361839,71.4565361839,1.0,0.0025,1.0,5.4346e-20,500.0,452.266974589,71.4565361839,
500.0,24.2555,0.999906,500,1.0,0.00199981,617.011290032,0.002,100,71.9775,0.8,500.000104449,75.5247,1,75.3682860056,75.3682860056,1.0,0.00200005,1.00002,8.94369e-16,500.0,617.011290032,75.3682860056,2.23534e-10
500.0,26.8968,1.0,500,1.0,0.01,730.74765841,0.01,100,70.8883,0.8,100.0,79.1212,2,79.1212487335,79.1212487335,1.0,0.01,1.0,3.50449e-18,500.0,730.74765841,79.1212487335,
500.0,23.8763,1.0,500,1.0,0.005,413.696412491,0.005,100,71.408,0.8,200.000000102,77.2296,2,75.3380279839,75.3380279839,1.0,0.005,1.0,2.1793e-19,500.0,413.696412491,75.3380279839,
500.0,23.0636,1.0,500,1.0,0.00333333,456.761946778,0.00333333,100,73.2336,0.8,299.999969474,77.9869,2,79.5013446537,79.5013446537,1.0,0.00333333,1.0,5.43914e-20,500.0,456.761946778,79.5013446537,
500.0,23.1798,1.0,500,1.0,0.0025,553.149778299,0.0025,100,73.1752,0.8,400.0,77.2917,2,75.206248874,75.206248874,1.0,0.0025,1.0,5.4346e-20,500.0,553.149778299,75.206248874,
500.0,24.039,1.0,500,1.0,0.002,744.849176311,0.002,100,73.2391,0.8,500.000006643,76.921,1,75.4379280158,75.4379280158,1.0,0.002,1.0,5.43187e-20,500.0,744.849176311,75.4379280158,
500.0,25.7356,1.0,500,1.0,0.01,669.009429975,0.01,100,71.5669,0.8,100.0,78.5668,2,78.5668143512,78.5668143512,1.0,0.01,1.0,3.50449e-18,500.0,669.009429975,78.5668143512,
500.0,25.9601,1.0,500,1.0,0.005,692.164624388,0.005,100,72.8946,0.8,200.000000102,78.1874,2,77.8080018756,77.8080018756,1.0,0.005,1.0,2.1793e-19,500.0,692.164624388,77.8080018756,
500.0,25.1393,1.0,500,1.0,0.00333333,546.403523692,0.00333333,100,72.7737,0.8,299.999969474,77.0952,2,74.9107942385,74.9107942385,1.0,0.00333333,1.0,5.43914e-20,500.0,546.403523692,74.9107942385,
500.0,25.3409,1.0,500,1.0,0.0025,677.8386939,0.0025,100,72.9835,0.8,400.0,76.726,2,75.6184988921,75.6184988921,1.0,0.0025,1.0,5.4346e-20,500.0,677.8386939,75.6184988921,
500.0,25.4207,1.0,500,1.0,0.002,658.979980341,0.002,100,74.0866,0.8,500.000006643,77.4341,1,80.2662702597,80.2662702597,1.0,0.002,1.0,5.43187e-20,500.0,658.979980341,80.2662702597,
500.0,28.6531,1.0,500,1.0,0.01,829.293063834,0.01,100,70.4329,0.8,100.0,77.4482,2,77.4481529082,77.4481529082,1.0,0.01,1.0,3.50449e-18,500.0,829.293063834,77.4481529082,
500.0,24.8644,1.0,500,1.0,0.005,415.765185787,0.005,100,73.8791,0.8,200.000000102,78.8397,2,80.2312120983,80.2312120983,1.0,0.005,1.0,2.1793e-19,500.0,415.765185787,80.2312120983,
500.0,24.5049,1.0,500,1.0,0.00333333,569.353400856,0.00333333,100,74.2891,0.8,299.999969474,78.3676,2,77.4235255183,77.4235255183,1.0,0.00333333,1.0,5.43914e-20,500.0,569.353400856,77.4235255183,
500.0,24.3225,1.0,500,1.0,0.0025,565.993719919,0.0025,100,74.2215,0.8,400.0,77.7536,2,75.9115931826,75.9115931826,1.0,0.0025,1.0,5.4346e-20,500.0,565.993719919,75.9115931826,
500.0,25.0102,0.999985,500,1.0,0.00199997,767.129677797,0.002,100,74.2453,0.8,499.999969872,77.4575,1,76.2726919118,76.2726919118,1.0,0.00200004,1.00002,7.8973e-17,500.0,767.129677797,76.2726919118,1.9719e-11
500.0,23.0453,1.0,500,1.0,0.01,536.448945875,0.01,100,70.0615,0.8,100.0,77.2239,2,77.2239474171,77.2239474171,1.0,0.01,1.0,3.50449e-18,500.0,536.448945875,77.2239474171,
500.0,22.8809,1.0,500,1.0,0.005,513.438146722,0.005,100,74.1193,0.8,200.000000102,79.1839,2,81.143851825,81.143851825,1.0,0.005,1.0,2.1793e-19,500.0,513.438146722,81.143851825,
500.0,23.7035,1.0,500,1.0,0.00333333,642.40629518,0.00333333,100,73.3477,0.8,299.999969474,78.5367,2,77.2422796103,77.2422796103,1.0,0.00333333,1.0,5.43914e-20,500.0,642.40629518,77.2422796103,
500.0,24.199,1.0,500,1.0,0.0025,634.693024315,0.0025,100,72.5031,0.8,400.0,76.9969,2,72.3776487964,72.3776487964,1.0,0.0025,1.0,5.4346e-20,500.0,634.693024315,72.3776487964,
500.0,24.0396,0.99996,500,1.0,0.00199992,538.085416973,0.002,100,73.8276,0.8,500.000105199,77.847,1,81.2468722673,81.2468722673,1.0,0.00200009,1.00005,3.78537e-16,500.0,538.085416973,81.2468722673,9.46069e-11
500.0,21.7918,1.0,500,1.0,0.01,479.678721545,0.01,100,73.1219,0.8,100.0,80.5157,2,80.5156722545,80.5156722545,1.0,0.01,1.0,3.50449e-18,500.0,479.678721545,80.5156722545,
500.0,24.1696,1.0,500,1.0,0.005,669.76621715,0.005,100,71.3894,0.8,200.000000102,76.6176,2,72.7195246526,72.7195246526,1.0,0.005,1.0,2.1793e-19,500.0,669.76621715,72.7195246526,
500.0,25.7226,1.0,500,1.0,0.00333333,824.784910547,0.00333333,100,72.4656,0.8,299.999969474,76.7344,2,76.9679604682,76.9679604682,1.0,0.00333333,1.0,5.43914e-20,500.0,824.784910547,76.9679604682,
500.0,25.3023,1.0,500,1.0,0.0025,579.630803093,0.0025,100,73.4484,0.8,400.0,77.1453,2,78.3781090032,78.3781090032,1.0,0.0025,1.0,5.4346e-20,500.0,579.630803093,78.3781090032,
500.0,25.2258,1.0,500,1.0,0.002,627.056415584,0.002,100,73.9067,0.8,500.000006643,77.2133,1,77.4850922935,77.4850922935,1.0,0.002,1.0,5.43187e-20,500.0,627.056415584,77.4850922935,
500.0,25.8729,1.0,500,1.0,0.01,676.171117391,0.01,100,68.1616,0.8,100.0,74.4311,2,74.4310474611,74.4310474611,1.0,0.01,1.0,3.50449e-18,500.0,676.171117391,74.4310474611,
500.0,23.4936,1.0,500,1.0,0.005,438.693955983,0.005,100,69.6342,0.8,200.000000102,74.7333,2,75.0356166285,75.0356166285,1.0,0.005,1.0,2.1793e-19,500.0,438.693955983,75.0356166285,
500.0,23.1411,1.0,500,1.0,0.00333333,503.0178908,0.00333333,100,69.6897,0.8,299.999969474,73.8531,2,72.0927109344,72.0927109344,1.0,0.00333333,1.0,5.43914e-20,500.0,503.0178908,72.0927109344,
500.0,23.3351,1.0,500,1.0,0.0025,553.597062423,0.0025,100,71.6472,0.8,400.0,75.2528,2,79.4519081369,79.4519081369,1.0,0.0025,1.0,5.4346e-20,500.0,553.597062423,79.4519081369,
500.0,23.9633,1.0,500,1.0,0.002,684.569955064,0.002,100,72.7704,0.8,500.000006643,76.1291,1,79.6342908651,79.6342908651,1.0,0.002,1.0,5.43187e-20,500.0,684.569955064,79.6342908651,
496.98,34.4695,1.0,500,1.0,0.01,1200.14486683,0.01,100,67.0391,0.8,100.0,74.1454,2,74.1454469694,74.1454469694,1.0,0.01,1.0,3.50449e-18,500.0,1200.14486683,74.1454469694,
500.0,29.2782,1.0,500,1.0,0.005,524.460247078,0.005,100,71.0003,0.8,200.000000102,76.0252,2,77.9049839783,77.9049839783,1.0,0.005,1.0,2.1793e-19,500.0,524.460247078,77.9049839783,
500.0,27.2368,1.0,500,1.0,0.00333333,512.047923199,0.00333333,100,72.7559,0.8,299.999969474,76.8587,2,78.5257921569,78.5257921569,1.0,0.00333333,1.0,5.43914e-20,500.0,512.047923199,78.5257921569,
500.0,27.0545,1.0,500,1.0,0.0025,703.128940609,0.0025,100,73.9932,0.8,400.0,77.5751,2,79.7240795044,79.7240795044,1.0,0.0025,1.0,5.4346e-20,500.0,703.128940609,79.7240795044,
500.0,27.3368,1.0,500,1.0,0.002,813.588312869,0.002,100,74.4429,0.8,500.000006643,77.9792,1,79.5959394726,79.5959394726,1.0,0.002,1.0,5.43187e-20,500.0,813.588312869,79.5959394726,
500.0,24.3457,1.0,500,1.0,0.01,598.700809929,0.01,100,66.916,0.8,100.0,73.1877,2,73.1876541852,73.1876541852,1.0,0.01,1.0,3.50449e-18,500.0,598.700809929,73.1876541852,
500.0,25.1544,1.0,500,1.0,0.005,652.323658033,0.005,100,71.2706,0.8,200.000000102,76.8604,2,80.5331711398,80.5331711398,1.0,0.005,1.0,2.1793e-19,500.0,652.323658033,80.5331711398,
500.0,25.1487,1.0,500,1.0,0.00333333,637.533021517,0.00333333,100,72.6435,0.8,299.999969474,77.2076,2,77.9018728658,77.9018728658,1.0,0.00333333,1.0,5.43914e-20,500.0,637.533021517,77.9018728658,
500.0,24.4604,1.0,500,1.0,0.0025,500.521109982,0.0025,100,73.4271,0.8,400.0,77.3797,2,77.8961425528,77.8961425528,1.0,0.0025,1.0,5.4346e-20,500.0,500.521109982,77.8961425528,
500.0,24.7108,0.999988,500,1.0,0.00199998,664.192896962,0.002,100,73.5042,0.8,499.999799273,77.0395,1,75.6785418515,75.6785418515,1.0,0.00200003,1.00002,5.17194e-17,500.0,664.192896962,75.6785418515,1.28998e-11
500.0,23.2111,1.0,500,1.0,0.01,544.199077695,0.01,100,70.5832,0.8,100.0,76.8451,2,76.8450653501,76.8450653501,1.0,0.01,1.0,3.50449e-18,500.0,544.199077695,76.8450653501,
500.0,23.3394,1.0,500,1.0,0.005,554.818085944,0.005,100,73.2504,0.8,200.000000102,77.6895,2,78.5340142054,78.5340142054,1.0,0.005,1.0,2.1793e-19,500.0,554.818085944,78.5340142054,
500.0,23.2598,1.0,500,1.0,0.00333333,533.014016938,0.00333333,100,72.6403,0.8,299.999969474,76.6969,2,74.7114593248,74.7114593248,1.0,0.00333333,1.0,5.43914e-20,500.0,533.014016938,74.7114593248,
500.0,23.5691,1.0,500,1.0,0.0025,603.469064373,0.0025,100,72.8268,0.8,400.0,76.3399,2,75.268956977,75.268956977,1.0,0.0025,1.0,5.4346e-20,500.0,603.469064373,75.268956977,
500.0,23.1847,1.0,500,1.0,0.002,450.657670977,0.002,100,74.1849,0.8,500.000006643,77.3271,1,81.2758390321,81.2758390321,1.0,0.002,1.0,5.43187e-20,500.0,450.657670977,81.2758390321,
496.84,31.6227,1.0,500,1.0,0.01,1010.09751952,0.01,100,66.1705,0.8,100.0,72.7973,2,72.7973094763,72.7973094763,1.0,0.01,1.0,3.50449e-18,500.0,1010.09751952,72.7973094763,
500.0,28.3252,1.0,500,1.0,0.005,608.324949472,0.005,100,69.2066,0.8,200.000000102,73.8924,2,74.9875048572,74.9875048572,1.0,0.005,1.0,2.1793e-19,500.0,608.324949472,74.9875048572,
500.0,26.4273,1.0,500,1.0,0.00333333,495.531833228,0.00333333,100,69.7294,0.8,299.999969474,73.8818,2,73.8605940249,73.8605940249,1.0,0.00333333,1.0,5.43914e-20,500.0,495.531833228,73.8605940249,
500.0,26.1278,1.0,500,1.0,0.0025,614.090846037,0.0025,100,71.7993,0.8,400.0,75.3954,2,79.9363500449,79.9363500449,1.0,0.0025,1.0,5.4346e-20,500.0,614.090846037,79.9363500449,
500.0,25.744,0.999978,500,1.0,0.00199996,588.77108324,0.002,100,72.0729,0.8,500.000128713,75.2894,1,74.8650345391,74.8650345391,1.0,0.00200004,1.00002,7.78416e-17,500.0,588.77108324,74.8650345391,1.94513e-11
496.96,32.9779,1.0,500,1.0,0.01,1098.52679549,0.01,100,74.8261,0.8,100.0,81.82,2,81.8199636712,81.8199636712,1.0,0.01,1.0,3.50449e-18,500.0,1098.52679549,81.8199636712,
500.0,28.3099,1.0,500,1.0,0.005,514.577356602,0.005,100,75.1537,0.8,200.000000102,80.099,2,78.3781067214,78.3781067214,1.0,0.005,1.0,2.1793e-19,500.0,514.577356602,78.3781067214,
500.0,26.8072,1.0,500,1.0,0.00333333,503.723859996,0.00333333,100,73.053,0.8,299.999969474,77.0909,2,71.0746095463,71.0746095463,1.0,0.00333333,1.0,5.43914e-20,500.0,503.723859996,71.0746095463,
500.0,26.1021,1.0,500,1.0,0.0025,569.824658118,0.0025,100,72.9315,0.8,400.0,76.4284,2,74.4407915277,74.4407915277,1.0,0.0025,1.0,5.4346e-20,500.0,569.824658118,74.4407915277,
500.0,25.5281,1.0,500,1.0,0.002,536.991942552,0.002,100,73.5766,0.8,500.000006643,76.7043,1,77.8081786546,77.8081786546,1.0,0.002,1.0,5.43187e-20,500.0,536.991942552,77.8081786546,
500.0,25.9589,1.0,500,1.0,0.01,680.670175904,0.01,100,70.2374,0.8,100.0,76.8332,2,76.8332221233,76.8332221233,1.0,0.01,1.0,3.50449e-18,500.0,680.670175904,76.8332221233,
500.0,24.7449,1.0,500,1.0,0.005,552.940353517,0.005,100,73.1094,0.8,200.000000102,78.1262,2,79.4191160238,79.4191160238,1.0,0.005,1.0,2.1793e-19,500.0,552.940353517,79.4191160238,
500.0,23.6635,1.0,500,1.0,0.00333333,452.534590962,0.00333333,100,72.9299,0.8,299.999969474,77.0261,2,74.8260426057,74.8260426057,1.0,0.00333333,1.0,5.43914e-20,500.0,452.534590962,74.8260426057,
500.0,23.6666,1.0,500,1.0,0.0025,561.221639956,0.0025,100,72.8379,0.8,400.0,76.3853,2,74.4628725438,74.4628725438,1.0,0.0025,1.0,5.4346e-20,500.0,561.221639956,74.4628725438,
500.0,23.785,1.0,500,1.0,0.002,569.348174209,0.002,100,72.1044,0.8,500.000006643,75.2772,1,70.8449361469,70.8449361469,1.0,0.002,1.0,5.43187e-20,500.0,569.348174209,70.8449361469,
500.0,26.1936,1.0,500,1.0,0.01,693.034796052,0.01,100,68.9291,0.8,100.0,75.5537,2,75.5537158371,75.5537158371,1.0,0.01,1.0,3.50449e-18,500.0,693.034796052,75.5537158371,
500.0,24.6292,1.0,500,1.0,0.005,526.03371282,0.005,100,72.2732,0.8,200.000000102,77.331,2,79.108351945,79.108351945,1.0,0.005,1.0,2.1793e-19,500.0,526.03371282,79.108351945,
500.0,25.0086,1.0,500,1.0,0.00333333,667.183928814,0.00333333,100,72.546,0.8,299.999969474,76.6757,2,75.3649855791,75.3649855791,1.0,0.00333333,1.0,5.43914e-20,500.0,667.183928814,75.3649855791,
500.0,24.873,1.0,500,1.0,0.0025,600.00041839,0.0025,100,73.7031,0.8,400.0,77.2795,2,79.0908175709,79.0908175709,1.0,0.0025,1.0,5.4346e-20,500.0,600.00041839,79.0908175709,
500.0,24.8785,1.0,500,1.0,0.002,625.162354453,0.002,100,73.843,0.8,500.000006643,77.0419,1,76.0915134613,76.0915134613,1.0,0.002,1.0,5.43187e-20,500.0,625.162354453,76.0915134613,
500.0,25.7103,1.0,500,1.0,0.01,667.696396931,0.01,100,73.0726,0.8,100.0,80.1137,2,80.1136935039,80.1136935039,1.0,0.01,1.0,3.50449e-18,500.0,667.696396931,80.1136935039,
500.0,25.2071,1.0,500,1.0,0.005,605.333126028,0.005,100,72.8434,0.8,200.000000102,77.8223,2,75.530822416,75.530822416,1.0,0.005,1.0,2.1793e-19,500.0,605.333126028,75.530822416,
500.0,24.8566,1.0,500,1.0,0.00333333,573.830000263,0.00333333,100,72.1938,0.8,299.999969474,76.259,2,73.1325111653,73.1325111653,1.0,0.00333333,1.0,5.43914e-20,500.0,573.830000263,73.1325111653,
500.0,24.4487,1.0,500,1.0,0.0025,541.78465478,0.0025,100,73.031,0.8,400.0,76.5515,2,77.4291176881,77.4291176881,1.0,0.0025,1.0,5.4346e-20,500.0,541.78465478,77.4291176881,
500.0,24.8932,1.0,500,1.0,0.002,714.379977219,0.002,100,73.4265,0.8,500.000006643,76.6423,1,77.0052999203,77.0052999203,1.0,0.002,1.0,5.43187e-20,500.0,714.379977219,77.0052999203,
500.0,26.2222,1.0,500,1.0,0.01,694.551848601,0.01,100,68.337,0.8,100.0,77.5015,2,77.5015112001,77.5015112001,1.0,0.01,1.0,3.50449e-18,500.0,694.551848601,77.5015112001,
