Bound,EpsThisIter,J,AvgNormIw,AvgVanillaIw,AvgRet,eRenyi2,MinNormIw,VarJ,VanillaAvgRet,VarDiscRet,VarRet,AvgEpLen,BatchSize,ESSClassic,ESSRenyi,VarNormIw,MaxVanillaIw,MinVanillaIw,IterType,Delta,VarVanillaIw,MaxNormIw,AvgDiscRet
4332.5806,100,4663.5034,0.0033333336,1.0,4662.456756163061,1.0,0.0033333334,14.819901,4662.456756163061,272.5595730365182,272.5595730365182,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4662.456756163061
4377.6787,100,4664.266,0.0024999997,1.0,4666.5564247880175,1.0,0.0025,14.201942,4666.5564247880175,142.32302649547785,142.32302649547785,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4666.5564247880175
4408.2188,100,4664.6216,0.002,0.9981489,4665.31367314168,1.0005579,0.0016701253,13.742713,4665.31367314168,182.73973724092474,182.73973724092474,500.0,500,499.64708780801567,499.7212058015881,2.8305867e-09,1.0566759,0.8335169,1,0.4,0.00070502935,0.002117271,4665.31367314168
4089.454,100,4662.6333,0.009999998,1.0,4662.633242579354,1.0,0.01,13.6935625,4662.633242579354,189.40764275348545,189.40764275348545,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4662.633242579354
4258.1865,100,4663.4854,0.0049999994,1.0,4664.337208662304,1.0,0.005,13.136523,4664.337208662304,157.74730090007742,157.74730090007742,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4664.337208662304
4332.659,100,4663.5845,0.0033333336,1.0,4663.783190076417,1.0,0.0033333334,12.833335,4663.783190076417,150.39124133279023,150.39124133279023,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4663.783190076417
4377.5776,100,4664.1675,0.0024999997,1.0,4665.916770066404,1.0,0.0025,12.425571,4665.916770066404,120.62274325645063,120.62274325645063,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4665.916770066404
4407.535,100,4663.902,0.0020000003,1.0005507,4662.442326707257,1.0002583,0.0018469772,13.083363,4662.442326707257,251.18527291430067,251.18527291430067,500.0,500,499.8628681112486,499.8708700924527,1.0995563e-09,1.0346532,0.9239972,1,0.4,0.00027519197,0.0020681673,4662.442326707257
4091.6128,100,4664.7905,0.009999998,1.0,4664.790539990738,1.0,0.01,13.572813,4664.790539990738,186.0824662494793,186.0824662494793,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4664.790539990738
4260.045,100,4665.3438,0.0049999994,1.0,4665.897414883016,1.0,0.005,12.850754,4665.897414883016,146.91922583040386,146.91922583040386,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4665.897414883016
4333.3145,100,4664.2393,0.0033333336,1.0,4662.028801200012,1.0,0.0033333334,13.605105,4662.028801200012,219.88547577789217,219.88547577789217,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4662.028801200012
4377.844,100,4664.4336,0.0024999997,1.0,4665.019121072832,1.0,0.0025,13.2160225,4665.019121072832,144.3441142731486,144.3441142731486,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4665.019121072832
4408.1924,100,4664.5527,0.0020000003,0.9998649,4664.694552063921,1.000211,0.0018797215,13.259749,4664.694552063921,195.9281945366221,195.9281945366221,500.0,500,499.8897855083188,499.8945220346449,8.839706e-10,1.0402179,0.93973374,1,0.4,0.00022093295,0.002080717,4664.694552063921
4090.959,100,4664.129,0.009999998,1.0,4664.1285654914145,1.0,0.01,15.574977,4664.1285654914145,245.0305998539743,245.0305998539743,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4664.1285654914145
4259.8525,100,4665.1514,0.0049999994,1.0,4666.174910795633,1.0,0.005,14.381286,4666.174910795633,170.67590133616667,170.67590133616667,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4666.174910795633
4333.4375,100,4664.3623,0.0033333336,1.0,4662.7830669692075,1.0,0.0033333334,14.616971,4662.7830669692075,225.84260524947862,225.84260524947862,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4662.7830669692075
4377.0786,100,4663.668,0.0024999997,1.0,4661.586456330465,1.0,0.0025,14.66398,4661.586456330465,215.5376236167017,215.5376236167017,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4661.586456330465
4407.1055,100,4663.511,0.002,0.99951464,4662.118981990536,1.0005659,0.0016557237,14.085985,4662.118981990536,174.38461198654008,174.38461198654008,500.0,500,499.6741657459455,499.71721677446027,2.6132758e-09,1.0536648,0.82746005,1,0.4,0.00065268483,0.002108353,4662.118981990536
4090.2993,100,4663.463,0.009999998,1.0,4663.463164315783,1.0,0.01,12.244745,4663.463164315783,151.44827931281313,151.44827931281313,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4663.463164315783
4259.258,100,4664.5454,0.0049999994,1.0,4665.627741531031,1.0,0.005,12.930667,4665.627741531031,183.96788239692827,183.96788239692827,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4665.627741531031
4333.9893,100,4664.91,0.0033333336,1.0,4665.638182559596,1.0,0.0033333334,12.768135,4665.638182559596,155.42996167283027,155.42996167283027,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4665.638182559596
4377.7666,100,4664.3525,0.0024999997,1.0,4662.682637660865,1.0,0.0025,13.143597,4662.682637660865,200.22328549858904,200.22328549858904,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4662.682637660865
4407.833,100,4664.1875,0.002,0.9991466,4663.288233581008,1.0001895,0.0019115988,13.415533,4663.288233581008,218.61929399657814,218.61929399657814,500.0,500,499.8984545458294,499.90524657463385,8.1403556e-10,1.0342009,0.9549838,1,0.4,0.00020316169,0.0020701685,4663.288233581008
4091.6685,100,4664.8457,0.009999998,1.0,4664.846035093421,1.0,0.01,12.185629,4664.846035093421,149.9891510062254,149.9891510062254,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4664.846035093421
4259.3594,100,4664.6567,0.0049999994,1.0,4664.467269915706,1.0,0.005,12.572686,4664.467269915706,169.27622498886336,169.27622498886336,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4664.467269915706
4332.9165,100,4663.8403,0.0033333336,1.0,4662.20726030785,1.0,0.0033333334,13.23476,4662.20726030785,207.4058296085084,207.4058296085084,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4662.20726030785
4377.1475,100,4663.7363,0.0024999997,1.0,4663.42748975832,1.0,0.0025,13.3577585,4663.42748975832,190.01395496711612,190.01395496711612,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4663.42748975832
4407.3506,100,4663.7227,0.002,1.0009121,4663.262181818352,1.0003086,0.001864455,13.857325,4663.262181818352,269.3441623162491,269.3441623162491,500.0,500,499.86157945993824,499.8457311871,1.1099506e-09,1.036737,0.9330777,1,0.4,0.00027799397,0.0020715846,4663.262181818352
4090.8784,100,4664.0435,0.009999998,1.0,4664.0435673013035,1.0,0.01,14.7345915,4664.0435673013035,219.30131551429423,219.30131551429423,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4664.0435673013035
4258.696,100,4663.985,0.0049999994,1.0,4663.9263873247855,1.0,0.005,14.290462,4663.9263873247855,193.2513540442714,193.2513540442714,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4663.9263873247855
4332.645,100,4663.567,0.0033333336,1.0,4662.731713696712,1.0,0.0033333334,14.372743,4662.731713696712,212.36838944608976,212.36838944608976,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4662.731713696712
4377.4043,100,4663.993,0.0024999997,1.0,4665.2718691398595,1.0,0.0025,13.896372,4665.2718691398595,152.05113743411968,152.05113743411968,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4665.2718691398595
4407.648,100,4664.0146,0.0019999999,0.9990194,4663.751655314272,1.0002636,0.0018608834,13.954592,4663.751655314272,216.18865361616955,216.18865361616955,500.0,500,499.85617648169585,499.8682488562797,1.1530359e-09,1.0406191,0.9295293,1,0.4,0.000287694,0.002083281,4663.751655314272
4091.5642,100,4664.735,0.009999998,1.0,4664.734723311633,1.0,0.01,12.885542,4664.734723311633,167.7138612776477,167.7138612776477,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4664.734723311633
4259.1353,100,4664.428,0.0049999994,1.0,4664.121973287535,1.0,0.005,12.494007,4664.121973287535,147.44998673467393,147.44998673467393,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4664.121973287535
4333.2544,100,4664.175,0.0033333336,1.0,4663.668766738539,1.0,0.0033333334,12.917169,4663.668766738539,189.87338349681073,189.87338349681073,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4663.668766738539
4377.266,100,4663.8516,0.0024999997,1.0,4662.881361650422,1.0,0.0025,13.602267,4662.881361650422,240.6785794489669,240.6785794489669,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4662.881361650422
4407.5747,100,4663.9365,0.002,1.0006899,4663.925407550831,1.000252,0.0018573358,13.626742,4663.925407550831,204.06672092256076,204.06672092256076,500.0,500,499.86686795777973,499.87402752707095,1.0674508e-09,1.0468166,0.9293086,1,0.4,0.00026723105,0.0020921899,4663.925407550831
4090.543,100,4663.7104,0.009999998,1.0,4663.710586671315,1.0,0.01,13.126437,4663.710586671315,174.04442743532277,174.04442743532277,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4663.710586671315
4258.841,100,4664.1357,0.0049999994,1.0,4664.560222787267,1.0,0.005,13.699597,4664.560222787267,204.7415618967088,204.7415618967088,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4664.560222787267
4333.073,100,4663.999,0.0033333336,1.0,4663.72520004656,1.0,0.0033333334,13.880257,4663.72520004656,204.5607071251414,204.5607071251414,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4663.72520004656
4377.564,100,4664.1543,0.0024999997,1.0,4664.619963234319,1.0,0.0025,13.556562,4664.619963234319,158.43150490735556,158.43150490735556,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4664.619963234319
4407.667,100,4664.035,0.002,1.0005057,4663.2414522708095,1.000266,0.0018906093,13.618525,4663.2414522708095,207.41273456554262,207.41273456554262,500.0,500,499.87734387948205,499.86705739437974,9.83023e-10,1.0507593,0.9457827,1,0.4,0.00024600446,0.0021004563,4663.2414522708095
4090.6836,100,4663.846,0.009999998,1.0,4663.8462475251845,1.0,0.01,14.432467,4663.8462475251845,210.40041798512857,210.40041798512857,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4663.8462475251845
4259.247,100,4664.534,0.0049999994,1.0,4665.222976959532,1.0,0.005,13.696663,4665.222976959532,167.62903908587626,167.62903908587626,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4665.222976959532
4333.7144,100,4664.637,0.0033333336,1.0,4664.841590858563,1.0,0.0033333334,13.569913,4664.841590858563,178.95780063753386,178.95780063753386,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4664.841590858563
4378.39,100,4664.9775,0.0024999997,1.0,4666.000332307077,1.0,0.0025,13.312594,4666.000332307077,156.6455274985535,156.6455274985535,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4666.000332307077
4408.435,100,4664.816,0.002,0.99986964,4663.660510927393,1.0003692,0.0018459854,13.407332,4663.660510927393,208.04439355754306,208.04439355754306,500.0,500,499.7818203240308,499.815472541039,1.7497346e-09,1.083957,0.92287236,1,0.4,0.00043731957,0.0021681965,4663.660510927393
4091.3252,100,4664.475,0.009999998,1.0,4664.475268949841,1.0,0.01,15.339017,4664.475268949841,237.66217572647733,237.66217572647733,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4664.475268949841
4259.3677,100,4664.667,0.0049999994,1.0,4664.858976886194,1.0,0.005,14.109489,4664.858976886194,164.44086888112315,164.44086888112315,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4664.858976886194
4333.156,100,4664.081,0.0033333336,1.0,4662.908563535697,1.0,0.0033333334,14.091931,4662.908563535697,197.50587321516488,197.50587321516488,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4662.908563535697
4377.917,100,4664.507,0.0024999997,1.0,4665.784588647452,1.0,0.0025,13.596089,4665.784588647452,142.91935174058798,142.91935174058798,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4665.784588647452
4408.4507,100,4664.807,0.0019999999,0.999896,4665.755081184799,1.0001771,0.001873975,13.169787,4665.755081184799,139.4941686148652,139.4941686148652,500.0,500,499.90359828185734,499.9114431852611,7.7284795e-10,1.0252998,0.93689007,1,0.4,0.00019317181,0.0020508128,4665.755081184799
4091.837,100,4665.014,0.009999998,1.0,4665.014021360929,1.0,0.01,12.131329,4665.014021360929,148.65517003646494,148.65517003646494,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4665.014021360929
4259.5537,100,4664.851,0.0049999994,1.0,4664.688251590134,1.0,0.005,12.742533,4664.688251590134,179.3156256787342,179.3156256787342,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4664.688251590134
4333.444,100,4664.3677,0.0033333336,1.0,4663.39990496632,1.0,0.0033333334,12.899741,4663.39990496632,174.8096525476907,174.8096525476907,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4663.39990496632
4377.619,100,4664.208,0.0024999997,1.0,4663.729104733624,1.0,0.0025,13.22378,4663.729104733624,201.97823831693415,201.97823831693415,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4663.729104733624
4408.0537,100,4664.419,0.002,1.0008944,4664.871298490237,1.0002519,0.0018867895,13.20052,4664.871298490237,192.27533439755533,192.27533439755533,500.0,500,499.8581021029877,499.87408710169245,1.1375209e-09,1.0429891,0.9442385,1,0.4,0.00028488925,0.0020841141,4664.871298490237
4091.766,100,4664.9233,0.009999998,1.0,4664.92336439747,1.0,0.01,13.242607,4664.92336439747,177.13800260150978,177.13800260150978,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4664.92336439747
4259.884,100,4665.1787,0.0049999994,1.0,4665.433729135592,1.0,0.005,12.964363,4665.433729135592,162.27482692290116,162.27482692290116,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4665.433729135592
4332.985,100,4663.907,0.0033333336,1.0,4661.3645932403315,1.0,0.0033333334,13.385235,4661.3645932403315,193.58266757203432,193.58266757203432,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4661.3645932403315
4377.187,100,4663.774,0.0024999997,1.0,4663.375011329133,1.0,0.0025,13.302572,4663.375011329133,171.84562044070594,171.84562044070594,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4663.375011329133
4407.586,100,4663.952,0.002,0.99977183,4664.312291218156,1.0002735,0.0018754542,13.15416,4664.312291218156,168.5121755169918,168.5121755169918,500.0,500,499.8522934240354,499.86330432651937,1.1847738e-09,1.0472772,0.9375132,1,0.4,0.00029605825,0.0020950325,4664.312291218156
4090.059,100,4663.225,0.009999998,1.0,4663.225285257183,1.0,0.01,12.200536,4663.225285257183,150.35722346039182,150.35722346039182,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4663.225285257183
4259.0327,100,4664.3223,0.0049999994,1.0,4665.419454381133,1.0,0.005,11.875194,4665.419454381133,132.10106223341236,132.10106223341236,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4665.419454381133
4333.306,100,4664.2236,0.0033333336,1.0,4664.026723309036,1.0,0.0033333334,12.346161,4664.026723309036,176.95435418292445,176.95435418292445,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4664.026723309036
4376.973,100,4663.556,0.0024999997,1.0,4661.5536212152465,1.0,0.0025,12.957009,4661.5536212152465,211.01608325908327,211.01608325908327,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4661.5536212152465
4405.6426,100,4662.597,0.002,0.9979818,4650.534170990035,1.0048981,0.0010335504,39.01497,4650.534170990035,25640.847596475982,25640.847596475982,498.3,500,497.5117543438361,497.56290143796406,2.0046098e-08,1.1319683,0.5157322,1,0.4,0.0049913162,0.0022685148,4650.534170990035
