Delta,MinVanillaIw,VarNormIw,MaxVanillaIw,ESSRenyi,AvgVanillaIw,MaxNormIw,VarRet,ESSClassic,AvgEpLen,J,IterType,AvgRet,AvgDiscRet,Bound,eRenyi2,VanillaAvgRet,VarJ,VarVanillaIw,EpsThisIter,AvgNormIw,BatchSize,VarDiscRet,MinNormIw
0.2,0.724998,2.82098e-06,1.49135,97.1188428274,0.99125,0.0150452,7228.42315537,97.2831165499,116.43,-82.0882,1,-84.6078337902,-84.6078337902,-166.745,1.02967,-84.6078337902,75.2817,0.0277183,100,0.01,100,7228.42315537,0.00731398
0.2,0.760589,4.9234e-06,1.89141,96.5026313698,1.02838,0.018392,7252.55265184,95.3523390559,117.35,-82.2865,1,-85.6997398619,-85.6997398619,-167.213,1.03624,-85.6997398619,73.5063,0.0520687,100,0.01,100,7252.55265184,0.00739596
0.2,0.730189,1.69542e-06,1.3914,98.5506074967,1.00579,0.013834,3811.76757337,98.3492554128,104.51,-73.1398,1,-74.4117113189,-74.4117113189,-157.178,1.01471,-74.4117113189,54.7839,0.017151,100,0.01,100,3811.76757337,0.00725989
0.2,0.895144,8.94701e-07,1.62813,99.452057458,1.00641,0.0161775,2586.52281716,99.1220087601,103.47,-72.3778,1,-72.8353095126,-72.8353095126,-156.034,1.00551,-72.8353095126,48.5832,0.00906215,100,0.01,100,2586.52281716,0.00889439
0.2,0.582408,1.88648e-06,1.18702,97.988049782,0.988267,0.0120111,6141.67172952,98.1666387247,112.4,-79.4255,1,-81.248413561,-81.248413561,-163.705,1.02053,-81.248413561,71.1692,0.0184247,100,0.01,100,6141.67172952,0.00589323
0.2,0.765659,6.86908e-07,1.31511,99.4216233232,1.00408,0.0130976,3767.11356117,99.3245461892,106.9,-75.927,1,-76.4340585949,-76.4340585949,-159.597,1.00582,-76.4340585949,60.0665,0.0069253,100,0.01,100,3767.11356117,0.00762545
0.2,0.449295,5.81899e-06,1.58824,93.8731296116,0.972255,0.0163356,9327.80247078,94.5529682079,127.41,-88.288,1,-93.6142436039,-93.6142436039,-174.396,1.06527,-93.6142436039,83.3744,0.0550057,100,0.01,100,9327.80247078,0.00462116
0.2,0.708754,9.57174e-07,1.21986,99.298133347,0.996386,0.0122428,1324.12597615,99.0612923445,99.78,-68.4716,1,-69.0604289149,-69.0604289149,-152.172,1.00707,-69.0604289149,30.6177,0.00950268,100,0.01,100,1324.12597615,0.00711325
0.2,0.573819,1.90937e-06,1.33964,97.7451497427,1.0231,0.013094,4965.26808333,98.1447856133,110.09,-77.1385,1,-79.1012916343,-79.1012916343,-161.523,1.02307,-79.1012916343,62.4787,0.0199859,100,0.01,100,4965.26808333,0.00560865
0.2,0.824351,7.74727e-07,1.247,99.1780452653,1.00217,0.012443,2576.52803879,99.2388691319,101.11,-70.8419,1,-71.5578007831,-71.5578007831,-154.614,1.00829,-71.5578007831,46.743,0.00778096,100,0.01,100,2576.52803879,0.00822565
0.2,0.498128,2.23401e-06,1.24841,97.7009105978,0.99538,0.012542,4920.10203375,97.8361730628,111.83,-78.0408,1,-79.7556499812,-79.7556499812,-162.444,1.02353,-79.7556499812,62.6602,0.0221342,100,0.01,100,4920.10203375,0.0050044
0.2,0.920151,7.28511e-07,1.43993,99.4435689166,1.0061,0.014312,3756.16277184,99.2839617775,107.54,-75.4266,1,-75.9127168843,-75.9127168843,-159.087,1.0056,-75.9127168843,57.7726,0.00737431,100,0.01,100,3756.16277184,0.0091457
0.2,0.938796,4.58599e-07,1.24587,99.6069444329,1.00806,0.012359,1375.04325998,99.5480531008,96.65,-67.1706,1,-67.5219651079,-67.5219651079,-150.763,1.00395,-67.5219651079,34.6711,0.00466026,100,0.01,100,1375.04325998,0.00931286
0.2,0.579807,1.35101e-06,1.17922,98.6268256339,0.989834,0.0119133,6128.37143549,98.6801171899,112.65,-80.3856,1,-81.5966404821,-81.5966404821,-164.392,1.01392,-81.5966404821,73.7106,0.0132368,100,0.01,100,6128.37143549,0.00585762
0.2,0.890803,1.76334e-06,1.63951,98.5333826356,1.01097,0.0162172,4938.32787052,98.2842356401,108.53,-76.0979,1,-77.418220859,-77.418220859,-160.144,1.01488,-77.418220859,64.5441,0.0180224,100,0.01,100,4938.32787052,0.00881138
0.2,0.61011,1.5978e-06,1.2774,98.3095337515,0.997049,0.0128118,6054.59169714,98.4427668713,114.58,-81.3641,1,-82.7905813608,-82.7905813608,-165.507,1.0172,-82.7905813608,72.896,0.0158839,100,0.01,100,6054.59169714,0.00611916
0.2,0.908252,1.37025e-07,1.07824,99.8546926697,0.998071,0.0108033,2581.92183345,99.8645345414,101.21,-71.1623,1,-71.2849109395,-71.2849109395,-154.645,1.00146,-71.2849109395,50.2223,0.00136497,100,0.01,100,2581.92183345,0.00910007
0.2,0.344126,5.20977e-06,1.35989,94.3093046789,1.02789,0.0132299,6092.73669311,95.0952906074,113.09,-76.431,1,-81.7570986563,-81.7570986563,-162.34,1.06034,-81.7570986563,57.9099,0.0550443,100,0.01,100,6092.73669311,0.00334788
0.2,0.141235,7.09769e-06,1.37967,93.6582193924,1.02332,0.0134823,4929.90563762,93.4346272709,110.66,-72.2003,1,-79.2683495612,-79.2683495612,-158.407,1.06771,-79.2683495612,44.0072,0.0743257,100,0.01,100,4929.90563762,0.00138017
0.2,0.501677,2.33159e-06,1.18446,97.3509079914,1.02025,0.0116095,4962.08890462,97.7438361446,107.46,-75.3191,1,-77.4123414747,-77.4123414747,-159.872,1.02721,-77.4123414747,62.7332,0.0242697,100,0.01,100,4962.08890462,0.0049172
0.2,0.836601,1.28655e-06,1.371,98.6363698897,1.01821,0.0134647,3814.54720634,98.742334589,101.37,-70.7837,1,-72.0609048168,-72.0609048168,-154.785,1.01382,-72.0609048168,54.3013,0.0133384,100,0.01,100,3814.54720634,0.00821637
0.2,0.696455,7.71028e-07,1.13208,99.0969693032,1.0057,0.0112567,1393.05908933,99.2424474206,100.01,-69.1252,1,-69.87439147,-69.87439147,-152.932,1.00911,-69.87439147,30.7294,0.00779837,100,0.01,100,1393.05908933,0.0069251
0.2,0.610111,3.79424e-06,1.74784,96.527816534,1.05591,0.016553,4950.30702504,96.3797124069,108.26,-74.5941,1,-77.9078083214,-77.9078083214,-159.509,1.03597,-77.9078083214,57.1415,0.0423035,100,0.01,100,4950.30702504,0.00577807
0.2,0.512764,3.61127e-06,1.54228,97.4635633177,1.00642,0.0153243,5009.59739702,96.5482250877,107.62,-74.9538,1,-77.1898305789,-77.1898305789,-159.461,1.02602,-77.1898305789,62.315,0.0365782,100,0.01,100,5009.59739702,0.00509491
0.2,0.828649,1.84815e-06,1.41353,97.1278387832,0.973045,0.0145269,8322.69063256,98.2032127419,121.02,-85.6862,1,-88.4780584027,-88.4780584027,-170.338,1.02957,-88.4780584027,81.1408,0.0174986,100,0.01,100,8322.69063256,0.00851604
0.2,0.558037,1.22693e-06,1.28714,99.1088295101,0.996706,0.0129139,1376.43847665,98.7999353589,96.3,-66.5509,1,-67.3284147398,-67.3284147398,-150.348,1.00899,-67.3284147398,31.3874,0.0121886,100,0.01,100,1376.43847665,0.00559881
0.2,0.874105,3.00097e-07,1.14738,99.7046991289,1.00516,0.0114149,4985.79906545,99.7037913358,106.49,-76.1559,1,-76.4000442003,-76.4000442003,-159.708,1.00296,-76.4000442003,68.9654,0.00303204,100,0.01,100,4985.79906545,0.00869616
0.2,0.775085,3.6606e-06,1.97553,96.6354010597,1.01606,0.0194431,10401.3361174,96.5027225117,129.41,-92.8987,1,-96.0625515263,-96.0625515263,-177.765,1.03482,-96.0625515263,93.0619,0.0377911,100,0.01,100,10401.3361174,0.00762834
0.2,0.816188,9.36827e-07,1.24488,99.2067230508,1.01114,0.0123117,3752.74436751,99.0810347558,106.08,-74.5994,1,-75.2761774632,-75.2761774632,-158.361,1.008,-75.2761774632,56.6446,0.00957818,100,0.01,100,3752.74436751,0.00807195
0.2,0.531792,1.87224e-06,1.41623,97.1019911411,0.988109,0.0143328,12448.1951752,98.1802667683,136.87,-99.9512,1,-102.623418107,-102.623418107,-184.623,1.02984,-102.623418107,105.734,0.0182798,100,0.01,100,12448.1951752,0.00538192
0.2,0.389415,6.23904e-06,1.29646,94.231989127,0.98169,0.0132064,7220.31112361,94.1826470391,117.37,-80.1778,1,-85.0800760233,-85.0800760233,-166.122,1.06121,-85.0800760233,72.0716,0.0601266,100,0.01,100,7220.31112361,0.00396678
0.2,0.795638,1.83762e-06,1.51061,98.3839369488,0.991616,0.0152338,6134.95797263,98.2132843226,110.93,-78.7129,1,-80.0679400682,-80.0679400682,-162.821,1.01643,-80.0679400682,72.9012,0.0180694,100,0.01,100,6134.95797263,0.00802365
0.2,0.9225,5.38657e-07,1.33577,99.2741136185,0.98589,0.0135489,7235.47748393,99.469580904,116.35,-84.0382,1,-84.65233472,-84.65233472,-167.771,1.00731,-84.65233472,82.9256,0.00523563,100,0.01,100,7235.47748393,0.00935703
0.2,0.852815,3.04219e-07,1.20123,99.6603027538,1.01195,0.0118704,1396.8661954,99.6997122963,97.49,-67.7321,1,-68.0135746327,-68.0135746327,-151.302,1.00341,-68.0135746327,35.4625,0.00311532,100,0.01,100,1396.8661954,0.00842746
0.2,0.47207,2.28317e-06,1.21406,97.6503226371,0.992277,0.0122351,3812.8540008,97.789629929,102.33,-70.7139,1,-73.0266054699,-73.0266054699,-155.14,1.02406,-73.0266054699,50.1683,0.0224804,100,0.01,100,3812.8540008,0.00475745
0.2,0.807215,2.27177e-06,1.47801,97.6878605312,1.00922,0.0146451,6154.26382182,97.8003882868,112.14,-79.151,1,-81.2471662809,-81.2471662809,-163.56,1.02367,-81.2471662809,69.7918,0.0231387,100,0.01,100,6154.26382182,0.00799838
0.2,0.877771,3.99809e-07,1.31802,99.5684138422,0.997133,0.0132181,2627.47980809,99.6057677829,102.79,-72.328,1,-72.6994036107,-72.6994036107,-155.936,1.00433,-72.6994036107,48.7188,0.0039752,100,0.01,100,2627.47980809,0.00880295
0.2,0.891716,2.17266e-06,1.81223,98.9573426618,1.02246,0.0177243,2578.64806856,97.894374618,100.94,-70.5861,1,-71.483576452,-71.483576452,-154.453,1.01054,-71.483576452,45.8867,0.0227135,100,0.01,100,2578.64806856,0.00872128
0.2,0.787869,1.13385e-06,1.5044,99.193467044,1.00519,0.0149663,6111.20707293,98.8899440566,111.72,-80.207,1,-80.853019609,-80.853019609,-163.974,1.00813,-80.853019609,74.7488,0.0114566,100,0.01,100,6111.20707293,0.00783801
0.2,0.601662,3.96419e-06,1.55447,96.1399975634,1.01328,0.0153409,6099.10044744,96.2236850993,112.45,-78.2281,1,-81.5400552267,-81.5400552267,-163.315,1.04015,-81.5400552267,65.3466,0.0407021,100,0.01,100,6099.10044744,0.00593775
0.2,0.727166,6.32366e-07,1.07469,99.4874891809,0.991566,0.0108383,8261.17750426,99.3778383959,123.54,-89.9524,1,-90.4039747557,-90.4039747557,-173.596,1.00515,-90.4039747557,89.3916,0.00621745,100,0.01,100,8261.17750426,0.0073335
0.2,0.937845,2.93269e-07,1.16329,99.5577903665,0.986104,0.0117968,3778.68015481,99.710515323,105.41,-74.4576,1,-74.8354380231,-74.8354380231,-158.071,1.00444,-74.8354380231,59.1385,0.00285176,100,0.01,100,3778.68015481,0.00951062
0.2,0.850796,7.39435e-07,1.25427,99.1749966601,0.995005,0.0126057,3790.3569235,99.2732692891,105.17,-73.914,1,-74.6147254618,-74.6147254618,-157.683,1.00832,-74.6147254618,56.9188,0.00732066,100,0.01,100,3790.3569235,0.00855067
0.2,0.582745,4.60987e-06,2.28482,96.7541385405,0.992827,0.0230133,7227.33189144,95.6354020196,117.18,-82.759,1,-85.4184791771,-85.4184791771,-167.575,1.03355,-85.4184791771,76.1736,0.0454398,100,0.01,100,7227.33189144,0.00586955
0.2,0.842574,1.24801e-06,1.56538,98.5944839985,0.978773,0.0159933,4969.19363525,98.7795427462,109.43,-77.3961,1,-78.629453223,-78.629453223,-161.415,1.01426,-78.629453223,64.6189,0.0119559,100,0.01,100,4969.19363525,0.00860848
0.2,0.559673,4.3687e-06,1.68084,95.7218798561,0.968794,0.0173499,8313.20601726,95.8543147773,122.35,-86.1201,1,-89.7045449582,-89.7045449582,-171.393,1.04469,-89.7045449582,79.5646,0.0410029,100,0.01,100,8313.20601726,0.00577701
0.2,0.507669,2.50647e-06,1.22478,97.1536889378,0.993418,0.0123289,9342.44192553,97.5786776758,126.5,-90.2624,1,-92.9509709133,-92.9509709133,-174.904,1.0293,-92.9509709133,89.7676,0.0247358,100,0.01,100,9342.44192553,0.00511033
0.2,0.596157,1.90582e-06,1.20539,97.921101717,1.01071,0.0119261,4951.66765412,98.1481674481,110.62,-77.8203,1,-79.7130121142,-79.7130121142,-162.13,1.02123,-79.7130121142,61.307,0.0194688,100,0.01,100,4951.66765412,0.00589838
0.2,0.528755,1.57073e-06,1.12825,98.7928548312,1.0102,0.0111686,1407.43642421,98.4688086726,97.69,-67.3117,1,-68.3402612452,-68.3402612452,-151.249,1.01222,-68.3402612452,28.7505,0.0160293,100,0.01,100,1407.43642421,0.00523417
0.2,0.892062,1.14758e-06,1.43433,98.972789293,1.00681,0.0142463,3822.2976953,98.8766192469,102.58,-71.8528,1,-72.8069223738,-72.8069223738,-155.708,1.01038,-72.8069223738,56.3283,0.0116326,100,0.01,100,3822.2976953,0.00886027
0.2,0.340225,1.68892e-06,1.14333,98.401490508,1.01625,0.0112505,3798.29108116,98.355503327,104.39,-72.2091,1,-74.4211496596,-74.4211496596,-156.312,1.01624,-74.4211496596,52.8094,0.0174425,100,0.01,100,3798.29108116,0.00334785
0.2,0.334675,3.62751e-06,1.43052,96.0645587666,0.997812,0.0143366,10401.8749468,96.5332417045,129.71,-93.0161,1,-96.0101125923,-96.0101125923,-178.135,1.04097,-96.0101125923,94.8767,0.0361165,100,0.01,100,10401.8749468,0.00335409
0.2,0.681452,1.58685e-06,1.18278,98.7596135892,0.991469,0.0119296,3776.71932195,98.4532899907,105.0,-73.5943,1,-74.5881306298,-74.5881306298,-157.544,1.01256,-74.5881306298,55.1126,0.0155989,100,0.01,100,3776.71932195,0.00687316
0.2,0.112439,2.09685e-05,1.56153,83.726697858,0.967345,0.0161424,8286.661235,82.80974904,121.82,-77.0459,1,-89.4611857642,-89.4611857642,-168.221,1.19436,-89.4611857642,53.9621,0.196213,100,0.01,100,8286.661235,0.00116235
0.2,0.659583,1.25156e-06,1.23066,98.6082179079,1.0122,0.0121582,1376.57522494,98.7761086223,98.24,-67.7296,1,-68.9130595176,-68.9130595176,-151.745,1.01411,-68.9130595176,27.6249,0.0128228,100,0.01,100,1376.57522494,0.00651632
0.2,0.331498,5.84023e-06,1.33614,94.8265403731,0.972539,0.0137387,7240.37536869,94.5341987,115.89,-79.1202,1,-84.2735342886,-84.2735342886,-164.794,1.05456,-84.2735342886,70.4532,0.0552388,100,0.01,100,7240.37536869,0.00340858
0.2,0.888675,1.82341e-06,1.64879,98.6993061429,1.00575,0.0163936,4939.22045725,98.2268278185,110.83,-78.0574,1,-79.2322946365,-79.2322946365,-162.033,1.01318,-79.2322946365,64.3292,0.0184445,100,0.01,100,4939.22045725,0.00883594
0.2,0.22505,8.34175e-06,1.30956,94.8330153243,0.959642,0.0136463,4973.18087758,92.3716702036,108.07,-72.2518,1,-77.4268837042,-77.4268837042,-157.922,1.05449,-77.4268837042,47.7792,0.0768203,100,0.01,100,4973.18087758,0.00234515
0.2,0.759799,1.65539e-06,1.4858,98.5926530996,1.00645,0.0147627,107.503041467,98.3875989238,93.81,-64.4279,1,-64.6755303353,-64.6755303353,-82.4898,1.01427,-64.6755303353,10.3829,0.0167682,100,0.01,100,107.503041467,0.00754928
0.2,0.257756,6.88873e-06,1.37262,95.3606994612,0.95988,0.0142999,3798.12205,93.6155683743,102.61,-69.2394,1,-73.1102365445,-73.1102365445,-154.673,1.04865,-73.1102365445,43.0868,0.0634707,100,0.01,100,3798.12205,0.00268529
0.2,0.8076,1.76076e-06,1.60339,98.0741540256,1.03548,0.0154846,110.574339374,98.2867184656,93.21,-63.576,1,-64.0244079,-64.0244079,-86.0912,1.01964,-64.0244079,10.3062,0.018879,100,0.01,100,110.574339374,0.00779931
0.2,0.544535,3.64168e-06,1.45066,96.4082928568,1.0067,0.0144101,3806.01272249,96.5201844583,102.3,-69.4808,1,-72.522453948,-72.522453948,-154.448,1.03726,-72.522453948,45.7685,0.0369065,100,0.01,100,3806.01272249,0.0054091
0.2,0.717794,2.5155e-06,1.42923,97.0703383781,1.01653,0.0140599,4968.52602312,97.570156523,110.03,-76.2267,1,-78.9038013493,-78.9038013493,-160.904,1.03018,-78.9038013493,59.8773,0.0259935,100,0.01,100,4968.52602312,0.00706122
0.2,0.605508,1.74354e-06,1.2265,98.1665897821,1.00744,0.0121744,2606.53549038,98.3032188893,100.54,-68.8342,1,-70.4896996939,-70.4896996939,-153.038,1.01868,-70.4896996939,42.1187,0.0176958,100,0.01,100,2606.53549038,0.00601035
0.2,0.183587,6.56523e-06,1.63971,94.2040519855,1.01497,0.0161552,7219.46294157,93.897092701,117.31,-78.4982,1,-85.276112335,-85.276112335,-164.455,1.06153,-85.276112335,65.9993,0.0676331,100,0.01,100,7219.46294157,0.00180879
0.2,0.893784,1.32848e-06,1.48665,98.7484180268,1.01804,0.014603,3798.64286203,98.7018740892,104.05,-72.809,1,-73.9681608908,-73.9681608908,-156.763,1.01267,-73.9681608908,55.4383,0.0137685,100,0.01,100,3798.64286203,0.00877943
0.2,0.811391,7.24326e-07,1.25906,99.1064993934,1.00216,0.0125634,2581.16584796,99.2880765612,102.24,-71.2712,1,-72.024285742,-72.024285742,-155.073,1.00902,-72.024285742,46.6826,0.00727465,100,0.01,100,2581.16584796,0.00809639
0.2,0.914789,1.03954e-06,1.45249,99.2038017326,1.00497,0.0144531,6142.28928771,98.9813386252,110.92,-79.4056,1,-80.048326735,-80.048326735,-163.167,1.00803,-80.048326735,75.9061,0.0104989,100,0.01,100,6142.28928771,0.00910268
0.2,0.358624,3.903e-06,1.27013,97.1612621061,0.97817,0.0129848,2595.88534661,96.2797549682,99.98,-67.8986,1,-70.4403902006,-70.4403902006,-152.536,1.02922,-70.4403902006,36.4818,0.0373445,100,0.01,100,2595.88534661,0.00366627
0.2,0.0492355,1.09785e-05,1.39235,91.3981586371,0.974355,0.0142899,6154.55116361,90.1967667004,111.73,-74.0166,1,-80.9459860131,-80.9459860131,-161.282,1.09411,-80.9459860131,51.8888,0.104226,100,0.01,100,6154.55116361,0.000505314
0.2,0.908494,6.5116e-07,1.42265,99.6054778567,1.00421,0.0141668,4908.5978341,99.3594652718,110.24,-79.3762,1,-79.6840564097,-79.6840564097,-162.968,1.00396,-79.6840564097,68.8272,0.00656657,100,0.01,100,4908.5978341,0.00904684
0.2,0.519918,2.14084e-06,1.2655,97.8490972535,1.00041,0.0126498,3746.4981349,97.9245621482,104.72,-72.0278,1,-74.1116812496,-74.1116812496,-156.368,1.02198,-74.1116812496,52.3461,0.0214259,100,0.01,100,3746.4981349,0.00519706
0.2,0.287111,4.66664e-06,1.20211,96.3620118581,0.994362,0.0120893,7217.27116908,95.5840308296,117.73,-82.2784,1,-85.534300272,-85.534300272,-167.267,1.03775,-85.534300272,75.3003,0.0461417,100,0.01,100,7217.27116908,0.00288739
0.2,0.260839,7.43557e-06,1.41279,93.461604582,1.02632,0.0137655,6130.84734589,93.14350273,111.27,-74.2024,1,-80.4576526311,-80.4576526311,-160.498,1.06996,-80.4576526311,54.7761,0.078322,100,0.01,100,6130.84734589,0.00254149
0.2,0.853392,4.83905e-06,2.36275,97.1355316471,1.01163,0.0233558,7146.43686989,95.4283362007,119.33,-84.3818,1,-86.9822334871,-86.9822334871,-169.026,1.02949,-86.9822334871,76.1223,0.0495229,100,0.01,100,7146.43686989,0.00843579
0.2,0.898802,2.14888e-06,1.92482,98.689993527,1.01162,0.0190271,4928.04424971,97.916918307,112.87,-79.6207,1,-80.7915801755,-80.7915801755,-163.601,1.01327,-80.7915801755,65.0891,0.0219912,100,0.01,100,4928.04424971,0.00888475
0.2,0.329055,8.38942e-06,3.42165,95.8910880563,1.03026,0.0332115,7207.03847225,92.331397253,117.98,-81.428,1,-85.6681573194,-85.6681573194,-166.624,1.04285,-85.6681573194,71.856,0.0890487,100,0.01,100,7207.03847225,0.00319389
0.2,0.376607,3.29154e-06,1.29389,96.7531007075,0.985317,0.0131317,9407.10083319,96.8442523439,124.41,-88.8547,1,-91.5591226107,-91.5591226107,-173.68,1.03356,-91.5591226107,89.8413,0.0319559,100,0.01,100,9407.10083319,0.00382219
0.2,0.825282,7.07951e-07,1.35167,99.2939490359,0.990592,0.013645,3776.03966024,99.3039950799,103.63,-73.3279,1,-73.9359016021,-73.9359016021,-157.052,1.00711,-73.9359016021,57.7205,0.00694694,100,0.01,100,3776.03966024,0.0083312
0.2,0.423806,2.92475e-06,1.57916,97.3907147679,0.989304,0.0159623,8249.95469791,97.1859854827,122.72,-86.9185,1,-89.6715759988,-89.6715759988,-171.458,1.02679,-89.6715759988,83.1251,0.0286252,100,0.01,100,8249.95469791,0.00428388
0.2,0.0188127,1.37299e-05,1.73279,87.8844351058,1.02,0.0169881,8329.81979606,88.0338690508,120.75,-77.6797,1,-88.0362461139,-88.0362461139,-166.673,1.13786,-88.0362461139,61.5186,0.142846,100,0.01,100,8329.81979606,0.000184438
0.2,0.150189,4.44375e-06,1.3304,96.7782939759,0.987173,0.0134769,6086.30911903,95.7860761084,114.8,-80.9135,1,-83.294941721,-83.294941721,-165.719,1.03329,-83.294941721,70.3704,0.0433048,100,0.01,100,6086.30911903,0.00152141
0.2,0.0683692,1.25295e-05,1.6796,91.7137474606,0.952237,0.0176385,9528.85658519,88.9646695426,120.7,-82.1356,1,-89.1882184473,-89.1882184473,-169.251,1.09035,-89.1882184473,79.7671,0.113612,100,0.01,100,9528.85658519,0.000717985
0.2,0.30331,3.77372e-06,1.24933,96.9875792519,0.969806,0.0128823,3780.06357607,96.3985811459,106.2,-73.3266,1,-75.537631992,-75.537631992,-158.04,1.03106,-75.537631992,50.2966,0.0354927,100,0.01,100,3780.06357607,0.00312753
0.2,0.693478,1.68277e-06,1.46609,98.2306416638,0.990574,0.0148004,9290.33279868,98.3613734721,127.67,-92.0931,1,-93.6397934894,-93.6397934894,-176.27,1.01801,-93.6397934894,92.148,0.016512,100,0.01,100,9290.33279868,0.00700077
0.2,0.919232,5.20191e-07,1.24385,99.3969902716,0.997562,0.0124689,3767.33158252,99.4876273643,104.91,-74.1827,1,-74.708817087,-74.708817087,-157.857,1.00607,-74.708817087,58.4368,0.00517657,100,0.01,100,3767.33158252,0.00921478
0.2,0.436577,3.51752e-06,1.53137,96.8398980092,0.994294,0.0154016,7232.57949939,96.6348387032,116.14,-81.1251,1,-84.3853312148,-84.3853312148,-165.904,1.03263,-84.3853312148,75.3093,0.0347749,100,0.01,100,7232.57949939,0.00439083
0.2,0.87013,2.51362e-06,1.71937,98.1008775346,1.01296,0.0169737,7240.46862413,97.5719006862,116.28,-82.893,1,-84.5868634437,-84.5868634437,-167.125,1.01936,-84.5868634437,78.8648,0.025792,100,0.01,100,7240.46862413,0.00858996
0.2,0.858022,1.00113e-06,1.45268,99.4580120913,1.01031,0.0143786,3827.92037665,99.0185926054,103.95,-73.7537,1,-74.2114524341,-74.2114524341,-157.408,1.00545,-74.2114524341,59.4118,0.0102188,100,0.01,100,3827.92037665,0.00849265
0.2,0.32027,3.45405e-06,1.2498,96.2759913711,1.01635,0.0122969,3747.21978748,96.6935991376,107.75,-72.2613,1,-76.5067156921,-76.5067156921,-157.286,1.03868,-76.5067156921,43.3235,0.0356794,100,0.01,100,3747.21978748,0.00315116
0.2,0.713428,2.53719e-06,1.68892,97.5387324419,0.991456,0.0170347,9341.80107289,97.5496998238,127.82,-91.6512,1,-93.9125683399,-93.9125683399,-176.125,1.02523,-93.9125683399,89.1721,0.0249402,100,0.01,100,9341.80107289,0.00719576
0.2,0.833515,1.1516e-06,1.42481,98.9840825119,0.995281,0.0143156,4945.31377993,98.8727631043,109.66,-77.7531,1,-78.6168391764,-78.6168391764,-161.603,1.01026,-78.6168391764,66.7244,0.0114076,100,0.01,100,4945.31377993,0.00837467
0.2,0.568417,2.00625e-06,1.3252,97.9524883126,1.00414,0.0131974,3768.3149263,98.0524922895,105.6,-73.2193,1,-75.0843514971,-75.0843514971,-157.514,1.0209,-75.0843514971,52.0681,0.0202289,100,0.01,100,3768.3149263,0.00566074
0.2,0.264361,4.20177e-06,1.26608,95.5033131145,1.00179,0.0126382,3864.57588916,96.0063609271,103.03,-70.0626,1,-73.6456551644,-73.6456551644,-155.432,1.04708,-73.6456551644,42.2155,0.0421679,100,0.01,100,3864.57588916,0.0026389
0.2,0.583363,2.5607e-06,1.54,97.668286281,1.009,0.0152626,6072.54665011,97.5275891396,113.91,-80.5122,1,-82.5254898587,-82.5254898587,-164.93,1.02387,-82.5254898587,70.3157,0.02607,100,0.01,100,6072.54665011,0.0057816
0.2,0.106802,7.48286e-06,1.27432,94.4551057178,0.961351,0.0132555,4956.81939872,93.1029330741,112.77,-76.9902,1,-81.1956366117,-81.1956366117,-162.831,1.0587,-81.1956366117,54.1568,0.0691562,100,0.01,100,4956.81939872,0.00111096
0.2,0.907385,1.02447e-06,1.45276,98.9203277389,0.989874,0.0146762,6118.44472808,98.9959724738,111.94,-80.0002,1,-80.9696449085,-80.9696449085,-163.882,1.01091,-80.9696449085,73.5426,0.0100383,100,0.01,100,6118.44472808,0.00916667
0.2,0.148911,1.31914e-05,1.41986,90.8301247871,0.905383,0.0156825,10366.4189931,88.4489730654,130.2,-89.1159,1,-96.4600763363,-96.4600763363,-176.655,1.10096,-96.4600763363,86.0083,0.108132,100,0.01,100,10366.4189931,0.00164473
0.2,0.604091,1.34453e-06,1.10346,98.7832221062,0.998235,0.0110541,1362.89237223,98.6864172461,96.1,-65.8898,1,-66.8771261896,-66.8771261896,-149.824,1.01232,-66.8771261896,28.69,0.0133979,100,0.01,100,1362.89237223,0.0060516
0.2,0.790728,1.07738e-06,1.63254,98.759485692,0.993512,0.016432,4948.46553781,98.9446298534,110.0,-77.4695,1,-78.6003764935,-78.6003764935,-161.419,1.01256,-78.6003764935,66.0718,0.0106344,100,0.01,100,4948.46553781,0.00795891
0.2,0.918248,8.96013e-07,1.54943,99.3220118235,1.00596,0.0154025,3787.89987907,99.1207357515,104.63,-73.8712,1,-74.4889330195,-74.4889330195,-157.582,1.00683,-74.4889330195,57.6893,0.00906726,100,0.01,100,3787.89987907,0.00912807
0.2,0.684732,2.1682e-06,1.67771,98.6648396724,1.00001,0.016777,3792.64469622,97.8985795544,105.53,-74.1816,1,-75.3472700344,-75.3472700344,-158.171,1.01353,-75.3472700344,54.8619,0.0216822,100,0.01,100,3792.64469622,0.00684728
0.2,0.890308,1.51448e-06,1.73046,99.097589757,1.01575,0.0170362,3774.16883505,98.5228031022,106.62,-75.634,1,-76.4268217981,-76.4268217981,-159.441,1.00911,-76.4268217981,56.657,0.0156257,100,0.01,100,3774.16883505,0.00876499
0.2,0.571884,2.31786e-06,1.25954,97.0368877709,1.00708,0.0125068,4929.6687327,97.7567801802,110.37,-76.8385,1,-79.4277801423,-79.4277801423,-161.53,1.03054,-79.4277801423,59.3137,0.0235082,100,0.01,100,4929.6687327,0.00567861
0.2,0.80766,1.64134e-06,1.53921,98.0699461134,0.976359,0.0157647,9459.76268762,98.4010925462,124.3,-89.7621,1,-91.4583074436,-91.4583074436,-174.007,1.01968,-91.4583074436,92.0742,0.0156465,100,0.01,100,9459.76268762,0.00827215
