Delta,MinVanillaIw,VarNormIw,MaxVanillaIw,ESSRenyi,AvgVanillaIw,MaxNormIw,VarRet,ESSClassic,AvgEpLen,J,IterType,AvgRet,AvgDiscRet,Bound,eRenyi2,VanillaAvgRet,VarJ,VarVanillaIw,EpsThisIter,AvgNormIw,BatchSize,VarDiscRet,MinNormIw
0.2,0.747939,1.64237e-06,1.38358,98.2276740277,1.01103,0.0136849,8235.61842012,98.4000876847,124.03,-89.2482,1,-90.7421338026,-90.7421338026,-173.426,1.01804,-90.7421338026,86.473,0.016788,100,0.01,100,8235.61842012,0.0073978
0.2,0.500523,8.84184e-07,1.24354,99.086703677,1.00971,0.0123157,3767.31726984,99.1322576465,105.53,-74.0696,1,-74.893029331,-74.893029331,-157.879,1.00922,-74.893029331,56.6861,0.00901447,100,0.01,100,3767.31726984,0.00495707
0.2,0.910039,8.95189e-07,1.33641,99.0211101058,1.00508,0.0132965,6069.97732353,99.1215470685,115.03,-82.2609,1,-83.1513727495,-83.1513727495,-166.1,1.00989,-83.1513727495,73.9061,0.00904306,100,0.01,100,6069.97732353,0.0090544
0.2,0.694251,1.63742e-06,1.53487,98.7019074867,0.994908,0.0154273,3792.12013167,98.4047978023,103.68,-72.8141,1,-73.91131084,-73.91131084,-156.789,1.01315,-73.91131084,56.2811,0.0162079,100,0.01,100,3792.12013167,0.00697805
0.2,0.424706,2.27208e-06,1.12198,98.4459968138,0.997791,0.0112447,6082.94877938,97.8000935497,114.25,-81.1803,1,-82.7218761443,-82.7218761443,-165.264,1.01579,-82.7218761443,75.1391,0.0226205,100,0.01,100,6082.94877938,0.00425646
0.2,0.799817,4.90229e-07,1.22209,99.2465475637,0.994931,0.0122832,2597.60315651,99.5170037463,102.68,-72.1977,1,-72.8590740936,-72.8590740936,-155.941,1.00759,-72.8590740936,47.427,0.00485272,100,0.01,100,2597.60315651,0.00803892
0.2,0.735655,7.91378e-07,1.28163,99.1986165232,1.01466,0.0126312,7160.90992851,99.2226578169,118.02,-85.3572,1,-86.0345076108,-86.0345076108,-169.122,1.00808,-86.0345076108,81.9029,0.0081475,100,0.01,100,7160.90992851,0.00725027
0.2,0.193106,1.44193e-05,1.72401,91.6692884354,0.947868,0.0181883,9336.744993,87.5081169592,126.65,-85.7398,1,-93.464258343,-93.464258343,-172.876,1.09088,-93.464258343,79.3112,0.129551,100,0.01,100,9336.744993,0.00203727
0.2,0.317684,3.716e-06,1.47556,96.3334392909,0.994245,0.014841,9403.66890288,96.4517202561,124.73,-87.3867,1,-91.6642460866,-91.6642460866,-172.387,1.03806,-91.6642460866,87.0632,0.0367335,100,0.01,100,9403.66890288,0.00319523
0.2,0.67254,2.42559e-06,1.97948,98.3887373,1.00688,0.0196595,7162.13023039,97.6549860176,118.92,-85.171,1,-86.5340620072,-86.5340620072,-169.28,1.01638,-86.5340620072,79.2699,0.0245909,100,0.01,100,7162.13023039,0.00667943
0.2,0.832098,7.57949e-07,1.43534,99.2634823716,1.00421,0.0142933,2562.52544482,99.2552388023,100.71,-70.106,1,-70.752398784,-70.752398784,-153.843,1.00742,-70.752398784,45.3425,0.0076434,100,0.01,100,2562.52544482,0.00828612
0.2,0.721444,9.98408e-07,1.28658,98.7364695937,1.01986,0.0126153,3765.41151126,99.0212620497,104.7,-73.2151,1,-74.359968659,-74.359968659,-157.173,1.0128,-74.359968659,55.0621,0.0103846,100,0.01,100,3765.41151126,0.00707396
0.2,0.90126,1.41521e-06,1.3963,98.7596135892,0.995398,0.0140276,4960.86219155,98.618330623,109.14,-77.4237,1,-78.5472912525,-78.5472912525,-161.374,1.01256,-78.5472912525,65.1767,0.0140221,100,0.01,100,4960.86219155,0.00905427
0.2,0.127012,1.1803e-05,1.60291,92.2161390512,0.971451,0.0165002,7190.24930924,89.5375135493,118.36,-78.7458,1,-85.7908952215,-85.7908952215,-165.623,1.08441,-85.7908952215,62.5367,0.111387,100,0.01,100,7190.24930924,0.00130745
0.2,0.715717,5.77722e-07,1.2221,99.5214820555,0.995262,0.0122791,1399.98567648,99.4313144548,99.6,-69.5058,1,-69.9157529844,-69.9157529844,-153.134,1.00481,-69.9157529844,32.0533,0.0057226,100,0.01,100,1399.98567648,0.00719125
0.2,0.349308,5.32495e-06,1.38304,95.4270460326,1.03097,0.013415,7191.96630873,94.9922808332,118.81,-82.0807,1,-86.014031405,-86.014031405,-167.485,1.04792,-86.014031405,73.2057,0.0565989,100,0.01,100,7191.96630873,0.00338815
0.2,0.485361,3.47179e-06,1.23369,96.7250318646,0.982574,0.0125557,6104.79926034,96.6771507531,114.74,-80.3957,1,-83.072738875,-83.072738875,-165.224,1.03386,-83.072738875,67.8143,0.0335184,100,0.01,100,6104.79926034,0.00493969
0.2,0.561507,2.71912e-06,1.35262,97.4333040249,0.998927,0.0135408,7149.6865957,97.3786497882,119.53,-84.5608,1,-86.8882886833,-86.8882886833,-169.081,1.02634,-86.8882886833,76.8983,0.0271329,100,0.01,100,7149.6865957,0.0056211
0.2,0.348723,3.36775e-06,1.41185,95.9619840544,1.02231,0.0138104,6129.28627413,96.773514869,113.62,-77.9171,1,-82.1005287816,-82.1005287816,-163.083,1.04208,-82.1005287816,64.1185,0.0351973,100,0.01,100,6129.28627413,0.00341111
0.2,0.897222,1.23329e-06,1.39486,98.6948702388,1.0048,0.013882,4956.37360857,98.793748185,108.98,-77.0547,1,-78.2344229873,-78.2344229873,-161.031,1.01322,-78.2344229873,65.1539,0.0124515,100,0.01,100,4956.37360857,0.0089294
0.2,0.159092,1.09036e-05,1.40638,91.5825392224,0.97967,0.0143556,8304.0965598,90.2571720492,121.77,-82.6155,1,-89.0815003762,-89.0815003762,-169.794,1.09191,-89.0815003762,70.4,0.104647,100,0.01,100,8304.0965598,0.00162394
0.2,0.354537,7.85489e-06,3.21387,97.1661802339,1.05589,0.0304375,3790.57912134,92.7847470018,106.0,-72.2529,1,-75.3237085944,-75.3237085944,-156.882,1.02916,-75.3237085944,51.3887,0.0875749,100,0.01,100,3790.57912134,0.0033577
0.2,0.385511,3.70043e-06,1.33061,96.635156151,0.99829,0.0133289,3764.15169157,96.4660008954,107.42,-74.0107,1,-76.6618787172,-76.6618787172,-158.879,1.03482,-76.6618787172,46.4866,0.0368778,100,0.01,100,3764.15169157,0.00386171
0.2,0.786399,9.23328e-07,1.3968,98.7993475099,1.01258,0.0137944,6038.92869387,99.0941621802,116.72,-82.9571,1,-84.0053967029,-84.0053967029,-166.891,1.01215,-84.0053967029,73.3788,0.00946712,100,0.01,100,6038.92869387,0.00776626
0.2,0.689511,1.26857e-06,1.32733,99.0249909015,1.00518,0.013205,4997.25878407,98.7597196361,109.61,-77.901,1,-78.6759213246,-78.6759213246,-161.736,1.00985,-78.6759213246,66.3769,0.0128174,100,0.01,100,4997.25878407,0.0068596
0.2,0.311692,4.62467e-06,1.29855,95.1556381811,1.00011,0.0129841,4987.77285936,95.6220327471,107.52,-72.5178,1,-77.0787905432,-77.0787905432,-158.042,1.05091,-77.0787905432,51.0976,0.0462569,100,0.01,100,4987.77285936,0.00311657
0.2,0.719545,1.05148e-06,1.17635,98.7024997761,0.996349,0.0118066,6022.31844721,98.9697271626,115.11,-82.2933,1,-83.4294262314,-83.4294262314,-166.268,1.01315,-83.4294262314,72.7628,0.0104381,100,0.01,100,6022.31844721,0.00722182
0.2,0.715092,2.61688e-06,1.46588,97.4763949455,0.993207,0.014759,6131.7402129,97.4747010213,111.89,-78.7826,1,-80.9144887435,-80.9144887435,-163.284,1.02589,-80.9144887435,70.4836,0.0258145,100,0.01,100,6131.7402129,0.00719983
0.2,0.293768,8.80654e-06,2.70353,93.5246562538,1.03245,0.0261856,8355.39044206,91.9806975858,119.27,-82.0436,1,-87.4462419511,-87.4462419511,-168.312,1.06924,-87.4462419511,75.463,0.0938738,100,0.01,100,8355.39044206,0.00284535
0.2,0.749301,1.20684e-06,1.32584,99.233081353,1.00979,0.0131299,7184.9898725,98.8193342754,119.59,-86.0093,1,-86.7642627332,-86.7642627332,-169.759,1.00773,-86.7642627332,82.4551,0.0123058,100,0.01,100,7184.9898725,0.00742038
0.2,0.880529,1.99861e-06,2.11441,98.9413056852,1.02272,0.0206743,6088.50888387,98.0597889526,115.17,-82.2901,1,-83.3130446652,-83.3130446652,-166.163,1.0107,-83.3130446652,72.3146,0.0209047,100,0.01,100,6088.50888387,0.00860965
0.2,0.901057,5.93052e-07,1.28165,98.8017446643,0.988349,0.0129676,8235.3413024,99.4163189631,123.5,-89.2714,1,-90.3724442786,-90.3724442786,-173.204,1.01213,-90.3724442786,86.2112,0.00579313,100,0.01,100,8235.3413024,0.00911679
0.2,0.959729,1.79358e-07,1.19374,99.8202342654,1.00675,0.0118574,1396.38406158,99.8227791978,96.44,-66.9746,1,-67.1302641419,-67.1302641419,-150.451,1.0018,-67.1302641419,36.0834,0.00181785,100,0.01,100,1396.38406158,0.00953299
0.2,0.432324,1.54113e-06,1.45854,98.5372368698,1.00036,0.0145802,4922.40183943,98.497214839,108.91,-76.2648,1,-77.7526411726,-77.7526411726,-160.31,1.01484,-77.7526411726,64.7223,0.0154224,100,0.01,100,4922.40183943,0.00432169
0.2,0.317556,3.17835e-06,1.28245,97.2431231096,0.973388,0.0131751,7166.0237441,96.9494448979,119.2,-84.988,1,-86.7816843463,-86.7816843463,-169.591,1.02835,-86.7816843463,78.6212,0.0301144,100,0.01,100,7166.0237441,0.00326238
0.2,0.876757,6.86632e-07,1.44997,99.1075297833,0.993738,0.0145911,7160.36869842,99.3248302534,118.76,-85.5136,1,-86.3087123375,-86.3087123375,-169.317,1.00901,-86.3087123375,81.3004,0.00678059,100,0.01,100,7160.36869842,0.00882282
0.2,0.652465,8.85418e-07,1.21022,98.8688306779,1.01108,0.0119696,2594.9564784,99.1310457764,102.49,-71.6168,1,-72.6957101709,-72.6957101709,-155.521,1.01144,-72.6957101709,44.5896,0.00905147,100,0.01,100,2594.9564784,0.00645315
0.2,0.214208,6.44655e-06,1.37267,93.2758522341,1.02162,0.0134362,4966.84553371,94.0007851501,107.47,-70.7527,1,-77.4432307987,-77.4432307987,-157.135,1.07209,-77.4432307987,42.0903,0.0672831,100,0.01,100,4966.84553371,0.00209674
0.2,0.408934,1.89309e-06,1.15965,98.645451984,0.976567,0.0118748,6118.02178104,98.1603296816,112.72,-80.6356,1,-81.5047131443,-81.5047131443,-164.635,1.01373,-81.5047131443,74.51,0.018054,100,0.01,100,6118.02178104,0.00418746
0.2,0.716367,1.62629e-06,1.37954,98.4514849394,1.00709,0.0136982,4929.05020615,98.4154723994,112.02,-79.0203,1,-80.4111789779,-80.4111789779,-163.101,1.01573,-80.4111789779,65.3186,0.0164944,100,0.01,100,4929.05020615,0.00711322
0.2,0.78861,4.35961e-07,1.13926,99.5032434069,0.99816,0.0114136,2564.34379436,99.570241859,101.04,-70.8273,1,-71.2620953283,-71.2620953283,-154.462,1.00499,-71.2620953283,48.3906,0.00434358,100,0.01,100,2564.34379436,0.00790063
0.2,0.880097,1.2889e-06,1.40191,98.383452324,1.00597,0.0139358,4942.29534773,98.7400358194,110.92,-78.0849,1,-79.607790626,-79.607790626,-162.191,1.01643,-79.607790626,63.1592,0.0130435,100,0.01,100,4942.29534773,0.00874871
0.2,0.147774,1.36046e-05,2.64699,93.0175269,0.935684,0.0282893,9323.44850566,88.1301271182,126.53,-87.1263,1,-93.5051376422,-93.5051376422,-173.629,1.07507,-93.5051376422,81.136,0.119109,100,0.01,100,9323.44850566,0.00157931
0.2,0.755568,4.26021e-05,7.45505,94.2489923291,1.03069,0.0723308,9343.47275942,70.3353298981,127.09,-89.318,1,-93.6262029427,-93.6262029427,-175.254,1.06102,-93.6262029427,85.0056,0.45257,100,0.01,100,9343.47275942,0.00733071
0.2,0.831676,2.15825e-06,2.19711,98.4858371711,1.00795,0.0217978,6064.541128,97.9080181913,113.83,-80.8596,1,-82.1753093781,-82.1753093781,-164.927,1.01537,-82.1753093781,73.4241,0.021927,100,0.01,100,6064.541128,0.00825117
0.2,0.551784,4.94451e-06,1.51678,95.7139724284,0.981779,0.0154493,6126.32619889,95.3334235723,112.5,-77.5008,1,-81.2123486406,-81.2123486406,-162.776,1.04478,-81.2123486406,66.5305,0.0476597,100,0.01,100,6126.32619889,0.00562025
0.2,0.799257,1.36367e-06,1.54038,98.5610402629,1.00253,0.0153649,6083.17711026,98.6680057074,113.68,-80.6279,1,-81.879982844,-81.879982844,-164.662,1.0146,-81.879982844,71.3156,0.0137058,100,0.01,100,6083.17711026,0.0079724
0.2,0.960803,2.31574e-07,1.2881,99.7956882536,1.00062,0.012873,4967.71804689,99.7712492435,109.07,-78.2373,1,-78.4020048225,-78.4020048225,-161.75,1.00205,-78.4020048225,68.8702,0.00231862,100,0.01,100,4967.71804689,0.00960207
0.2,0.324588,5.21757e-06,1.27232,95.9236983887,0.969183,0.0131278,3802.92790661,95.0883320351,105.47,-71.4107,1,-74.9713048145,-74.9713048145,-156.578,1.0425,-74.9713048145,44.2832,0.0490094,100,0.01,100,3802.92790661,0.00334909
0.2,0.863935,2.57298e-06,1.73136,97.8679105304,1.02322,0.0169207,4937.42199071,97.5160085468,109.39,-76.8376,1,-78.8029740144,-78.8029740144,-161.169,1.02179,-78.8029740144,62.7466,0.0269386,100,0.01,100,4937.42199071,0.00844328
0.2,0.85726,2.39624e-07,1.12791,99.76945744,1.00732,0.0111971,1359.41710912,99.7633178306,99.1,-68.7972,1,-68.9937700573,-68.9937700573,-152.321,1.00231,-68.9937700573,34.1633,0.00243144,100,0.01,100,1359.41710912,0.00851032
0.2,0.985416,2.66815e-08,1.08267,99.9708737355,0.999887,0.0108279,1352.40718692,99.9736159753,95.8,-66.6157,1,-66.642321499,-66.642321499,-150.042,1.00029,-66.642321499,36.3618,0.000266754,100,0.01,100,1352.40718692,0.00985528
0.2,0.272405,3.24131e-06,1.28817,96.2884458681,1.01991,0.0126302,2590.6666939,96.8909130469,102.46,-68.6406,1,-72.5657378492,-72.5657378492,-153.66,1.03855,-72.5657378492,25.8245,0.0337164,100,0.01,100,2590.6666939,0.00267088
0.2,0.623257,4.05207e-06,1.91454,96.6060653801,1.03724,0.018458,6126.77620741,96.1431823481,112.08,-78.0272,1,-80.9233413556,-80.9233413556,-162.908,1.03513,-80.9233413556,66.7653,0.043595,100,0.01,100,6126.77620741,0.00600878
0.2,0.843477,8.28023e-07,1.41477,99.0505860541,0.993944,0.014234,6152.27760596,99.1868932047,114.1,-81.7954,1,-82.6310604477,-82.6310604477,-165.622,1.00959,-82.6310604477,74.4849,0.00818024,100,0.01,100,6152.27760596,0.00848617
0.2,0.84994,7.91821e-07,1.29004,99.2070867611,1.00095,0.0128881,3773.62338662,99.2221682468,105.92,-74.8682,1,-75.544754837,-75.544754837,-158.629,1.00799,-75.544754837,58.6635,0.00793333,100,0.01,100,3773.62338662,0.0084913
0.2,0.802896,1.13147e-06,1.27638,98.8760675731,0.99631,0.0128111,3725.61895572,98.8922668623,106.92,-74.7863,1,-75.7624407089,-75.7624407089,-158.686,1.01137,-75.7624407089,56.5824,0.0112313,100,0.01,100,3725.61895572,0.0080587
0.2,0.916911,5.80771e-07,1.37494,99.1865940849,0.993032,0.0138459,4975.16623445,99.4283101068,108.85,-77.2838,1,-78.0118192585,-78.0118192585,-161.051,1.0082,-78.0118192585,67.171,0.00572706,100,0.01,100,4975.16623445,0.00923345
0.2,0.519456,6.49699e-06,1.71627,95.1912174424,1.00883,0.0170125,8280.86167304,93.9566833493,122.61,-85.7203,1,-89.9438310555,-89.9438310555,-171.23,1.05052,-89.9438310555,79.0106,0.0661219,100,0.01,100,8280.86167304,0.00514911
0.2,0.776461,2.25387e-06,1.77909,97.7274766027,1.01422,0.0175414,8331.81446837,97.8173573496,120.12,-85.8777,1,-87.9193532027,-87.9193532027,-170.27,1.02325,-87.9193532027,84.6928,0.0231845,100,0.01,100,8331.81446837,0.00765571
0.2,0.503432,1.62292e-06,1.09167,98.8657311403,0.992421,0.011,4983.88232531,98.4187396206,107.91,-76.6079,1,-77.4338596344,-77.4338596344,-160.511,1.01147,-77.4338596344,67.9824,0.0159841,100,0.01,100,4983.88232531,0.00507277
0.2,0.88295,4.32873e-07,1.17957,99.4969293165,1.00478,0.0117396,8271.63974012,99.5732824712,122.86,-89.8042,1,-90.259237206,-90.259237206,-173.443,1.00506,-90.259237206,89.3112,0.00437021,100,0.01,100,8271.63974012,0.00878751
0.2,0.920026,1.07323e-06,1.45468,99.0697004268,1.01611,0.0143162,4937.65005871,98.9486482918,108.08,-77.0231,1,-77.8597542341,-77.8597542341,-160.841,1.00939,-77.8597542341,66.0792,0.0110808,100,0.01,100,4937.65005871,0.00905443
0.2,0.463808,2.88084e-06,1.19496,97.4811751092,0.998087,0.0119725,4922.39382587,97.2270484108,108.99,-75.8896,1,-78.2522498569,-78.2522498569,-160.389,1.02584,-78.2522498569,58.8026,0.0286983,100,0.01,100,4922.39382587,0.00464697
0.2,0.649827,7.25719e-07,1.1023,99.0492995498,1.01795,0.0108286,3757.33653954,99.2866758623,107.29,-75.5088,1,-76.2854899167,-76.2854899167,-159.334,1.0096,-76.2854899167,58.0736,0.00752009,100,0.01,100,3757.33653954,0.00638367
0.2,0.172912,3.65735e-06,1.23416,96.7734261989,1.0123,0.0121916,6092.36740765,96.5057262438,112.45,-76.5423,1,-81.1900157623,-81.1900157623,-161.35,1.03334,-81.1900157623,66.3243,0.0374784,100,0.01,100,6092.36740765,0.00170812
0.2,0.617714,1.02688e-06,1.15498,98.8009300842,0.991402,0.0116499,4941.92465061,98.9936274573,110.3,-78.2498,1,-79.2351289202,-79.2351289202,-162.181,1.01214,-79.2351289202,65.2364,0.010093,100,0.01,100,4941.92465061,0.00623071
0.2,0.82518,4.98802e-07,1.37471,99.6863577319,1.00275,0.0137095,1395.12608111,99.5086057278,98.76,-69.1883,1,-69.4552908488,-69.4552908488,-152.74,1.00315,-69.4552908488,36.4428,0.00501546,100,0.01,100,1395.12608111,0.00822919
0.2,0.533064,1.07772e-06,1.12722,98.9716566098,0.995663,0.0113213,4937.67672085,98.9442933006,109.03,-77.7147,1,-78.5156298773,-78.5156298773,-161.575,1.01039,-78.5156298773,66.9664,0.0106839,100,0.01,100,4937.67672085,0.00535386
0.2,0.917564,8.12283e-07,1.34096,99.2955474951,1.00219,0.0133803,6138.24083355,99.2022823219,110.3,-79.3799,1,-79.9995735987,-79.9995735987,-163.104,1.00709,-79.9995735987,75.3646,0.00815843,100,0.01,100,6138.24083355,0.00915559
0.2,0.588413,1.85325e-06,1.19339,97.8792499362,0.983484,0.0121344,4910.36310359,98.1983636605,111.29,-78.3462,1,-79.8957613298,-79.8957613298,-162.673,1.02167,-79.8957613298,63.6644,0.0179254,100,0.01,100,4910.36310359,0.00598294
0.2,0.659589,7.5579e-07,1.11351,99.312863517,1.00152,0.0111182,1367.59094085,99.2573304206,99.42,-68.9446,1,-69.5172037891,-69.5172037891,-152.659,1.00692,-69.5172037891,30.871,0.00758088,100,0.01,100,1367.59094085,0.00658589
0.2,0.538783,2.42203e-06,1.53556,97.4000325804,1.00735,0.0152435,6010.17096258,97.6583065656,118.57,-83.1098,1,-85.5384913832,-85.5384913832,-167.645,1.02669,-85.5384913832,69.0867,0.0245778,100,0.01,100,6010.17096258,0.0053485
0.2,0.785713,2.07972e-06,1.78448,98.3068839246,1.01133,0.0176449,6113.51246337,97.9825974033,112.7,-79.5991,1,-81.0603575449,-81.0603575449,-163.742,1.01722,-81.0603575449,71.7391,0.021271,100,0.01,100,6113.51246337,0.00776913
0.2,0.386924,2.86334e-06,1.18992,97.3283517081,1.00109,0.0118863,2555.63401689,97.2434118257,102.07,-69.7924,1,-72.1162825266,-72.1162825266,-154.358,1.02745,-72.1162825266,34.5647,0.0286956,100,0.01,100,2555.63401689,0.00386504
0.2,0.570612,1.94915e-06,1.19373,97.6650455149,1.01104,0.0118069,2580.64990235,98.1068727015,101.94,-69.5356,1,-71.6562858585,-71.6562858585,-153.955,1.02391,-71.6562858585,40.5267,0.0199244,100,0.01,100,2580.64990235,0.00564379
0.2,0.350881,6.5779e-06,1.25263,95.3833397805,0.96204,0.0130205,6135.41077075,93.8860267732,113.09,-77.5589,1,-81.6319789889,-81.6319789889,-162.982,1.0484,-81.6319789889,64.1895,0.06088,100,0.01,100,6135.41077075,0.00364726
0.2,0.805827,1.60213e-06,1.7273,98.1071304142,1.01036,0.0170959,8278.98313573,98.4386279367,122.46,-88.2078,1,-89.884143465,-89.884143465,-172.437,1.01929,-89.884143465,86.4848,0.0163551,100,0.01,100,8278.98313573,0.00797563
0.2,0.689166,3.59796e-06,1.80126,96.5063394708,1.01152,0.0178074,7201.75221882,96.5605321638,117.62,-82.6415,1,-85.7736054951,-85.7736054951,-167.567,1.0362,-85.7736054951,73.5745,0.0368135,100,0.01,100,7201.75221882,0.00681316
0.2,0.720024,9.66036e-07,1.26866,98.8214615987,1.00187,0.012663,6138.72640387,99.0526947635,113.3,-80.8078,1,-81.8001120542,-81.8001120542,-164.732,1.01193,-81.8001120542,74.9046,0.00969649,100,0.01,100,6138.72640387,0.00718681
0.2,0.75819,1.93967e-06,1.458,98.2706302114,0.998045,0.0146086,2584.17600383,98.115921389,102.27,-70.6141,1,-72.1183422707,-72.1183422707,-154.772,1.0176,-72.1183422707,42.8306,0.0193209,100,0.01,100,2584.17600383,0.00759675
0.2,0.338704,2.54737e-06,1.16387,97.8569047986,1.00207,0.0116146,6048.98496242,97.5401704906,114.67,-80.6646,1,-83.1162985158,-83.1162985158,-165.001,1.0219,-83.1162985158,69.9552,0.0255794,100,0.01,100,6048.98496242,0.00338003
0.2,0.854941,2.22281e-07,1.17069,99.7497874466,0.996316,0.0117501,2553.45196903,99.7804434374,103.29,-72.7634,1,-72.9722535215,-72.9722535215,-156.296,1.00251,-72.9722535215,48.655,0.00220647,100,0.01,100,2553.45196903,0.00858103
0.2,0.40129,4.69951e-06,1.28083,95.7231796826,0.99282,0.0129009,4890.53364097,95.5543142406,111.28,-76.5118,1,-80.0453001134,-80.0453001134,-161.784,1.04468,-80.0453001134,55.5054,0.0463226,100,0.01,100,4890.53364097,0.00404192
0.2,0.741719,1.11094e-06,1.29404,99.0942768579,0.988818,0.0130867,3751.49692168,98.9121552335,107.35,-75.7269,1,-76.4701271936,-76.4701271936,-159.534,1.00914,-76.4701271936,56.7497,0.0108623,100,0.01,100,3751.49692168,0.00750106
0.2,0.721646,6.79952e-07,1.17791,99.2203581444,1.00462,0.011725,6052.60244009,99.3313760178,113.77,-81.3628,1,-81.9827386765,-81.9827386765,-165.112,1.00786,-81.9827386765,75.5712,0.00686246,100,0.01,100,6052.60244009,0.00718329
0.2,0.601146,2.70173e-06,1.34662,97.5095259019,0.989588,0.0136078,6106.43215813,97.3949667499,113.0,-79.6014,1,-81.6498901664,-81.6498901664,-164.083,1.02554,-81.6498901664,70.2126,0.0264576,100,0.01,100,6106.43215813,0.00607471
0.2,0.930306,5.79458e-07,1.29959,99.4073674149,0.998728,0.0130125,3773.8925042,99.4296289134,104.99,-74.2221,1,-74.7375377472,-74.7375377472,-157.897,1.00596,-74.7375377472,58.4827,0.00577985,100,0.01,100,3773.8925042,0.00931491
0.2,0.664308,1.86452e-06,1.37512,97.766281632,0.99448,0.0138275,6085.33181518,98.1875600311,114.82,-80.999,1,-82.954580486,-82.954580486,-165.376,1.02285,-82.954580486,71.314,0.0184399,100,0.01,100,6085.33181518,0.00667996
0.2,0.631563,1.47744e-06,1.50349,98.1668654905,1.01167,0.0148615,3766.75776404,98.5584290545,106.6,-74.1866,1,-75.9155885746,-75.9155885746,-158.39,1.01867,-75.9155885746,54.2583,0.0151212,100,0.01,100,3766.75776404,0.00624279
0.2,0.295947,4.52589e-06,1.25842,96.8760657125,0.976139,0.0128918,7167.8514306,95.7115402834,119.55,-84.5311,1,-86.9758501974,-86.9758501974,-169.294,1.03225,-86.9758501974,77.3786,0.0431248,100,0.01,100,7167.8514306,0.00303181
0.2,0.712391,4.86055e-07,1.19029,99.3901832886,1.00494,0.0118445,7238.17531233,99.5211162979,116.6,-84.5726,1,-85.0999484333,-85.0999484333,-168.257,1.00614,-85.0999484333,83.3926,0.00490865,100,0.01,100,7238.17531233,0.00708892
0.2,0.176286,1.1617e-05,1.45846,90.4345936193,0.98345,0.0148301,6095.1488738,89.6854476402,113.88,-73.0872,1,-82.1114945681,-82.1114945681,-160.825,1.10577,-82.1114945681,44.7694,0.112356,100,0.01,100,6095.1488738,0.00179252
0.2,0.903622,1.90653e-06,1.93941,98.6028397863,1.01772,0.0190563,7215.94106332,98.1474860659,117.54,-84.2594,1,-85.5275416738,-85.5275416738,-168.275,1.01417,-85.5275416738,79.6497,0.0197471,100,0.01,100,7215.94106332,0.00887886
0.2,0.282358,5.77101e-06,1.37817,94.8079566004,0.985272,0.0139877,6097.70320383,94.5954523992,111.6,-77.5554,1,-81.1193600082,-81.1193600082,-163.238,1.05476,-81.1193600082,62.6153,0.0560227,100,0.01,100,6097.70320383,0.00286579
0.2,0.912088,1.25236e-06,1.69525,99.0770135666,1.00805,0.016817,2586.61028606,98.7753419523,103.93,-72.2597,1,-73.0840143578,-73.0840143578,-156.075,1.00932,-73.0840143578,46.3944,0.0127261,100,0.01,100,2586.61028606,0.00904802
0.2,0.333323,2.31322e-06,1.36878,97.2346467791,1.01764,0.0134505,3722.31951702,97.7611986142,108.22,-73.57,1,-76.5710346311,-76.5710346311,-158.177,1.02844,-76.5710346311,47.4031,0.0239557,100,0.01,100,3722.31951702,0.00327544
0.2,0.148328,9.55617e-06,1.41607,91.2093716599,1.03859,0.0136346,4958.61220631,91.3570644342,109.32,-69.0709,1,-78.2600464925,-78.2600464925,-156.426,1.09638,-78.2600464925,32.9695,0.10308,100,0.01,100,4958.61220631,0.00142817
0.2,0.31653,5.14205e-06,1.28473,95.5722646786,0.984153,0.0130542,3795.08014336,95.1559626796,105.43,-70.8293,1,-74.7894177438,-74.7894177438,-156.169,1.04633,-74.7894177438,44.5688,0.0498038,100,0.01,100,3795.08014336,0.00321626
0.2,0.36791,4.47253e-06,1.38068,95.691720688,1.00135,0.0137882,7211.63089715,95.7599625292,116.87,-81.2233,1,-85.2052198243,-85.2052198243,-166.509,1.04502,-85.2052198243,73.0831,0.0448459,100,0.01,100,7211.63089715,0.00367415
0.2,0.487507,5.41176e-06,1.87077,95.426959188,1.01829,0.0183716,6083.11377009,94.9148098898,114.31,-78.4861,1,-82.7162151448,-82.7162151448,-163.89,1.04792,-82.7162151448,61.6634,0.0561156,100,0.01,100,6083.11377009,0.00478749
0.2,0.783704,8.51961e-07,1.4408,99.2121085823,0.997713,0.0144411,6096.12861916,99.1636213686,114.02,-81.9292,1,-82.5128031904,-82.5128031904,-165.687,1.00794,-82.5128031904,76.22,0.00848069,100,0.01,100,6096.12861916,0.00785501
0.2,0.867299,2.89411e-06,2.05054,97.8581034356,0.98625,0.0207913,13454.656631,97.2146441391,141.0,-104.206,1,-105.898155275,-105.898155275,-188.541,1.02189,-105.898155275,111.998,0.0281507,100,0.01,100,13454.656631,0.00879391
0.2,0.497395,1.65237e-06,1.19001,98.4656182349,1.00062,0.0118927,1372.46585931,98.3904658548,98.35,-67.1699,1,-68.7841546445,-68.7841546445,-151.244,1.01558,-68.7841546445,20.9787,0.0165443,100,0.01,100,1372.46585931,0.00497086
0.2,0.671979,1.56667e-06,1.22476,98.5701548196,1.00315,0.0122091,4920.24393598,98.4727032424,110.85,-78.394,1,-79.6644019069,-79.6644019069,-162.425,1.01451,-79.6644019069,65.2974,0.0157655,100,0.01,100,4920.24393598,0.00669871
