AvgEpLen,MinNormIw,MaxVanillaIw,J,VanillaAvgRet,VarDiscRet,VarNormIw,eRenyi2,AvgNormIw,VarRet,AvgRet,ESSRenyi,VarVanillaIw,MinVanillaIw,MaxNormIw,VarJ,Delta,Bound,EpsThisIter,IterType,AvgVanillaIw,BatchSize,AvgDiscRet,ESSClassic
500.0,0.0033333334,1.0,4999.704,4999.734626519351,0.06727051781937851,5.4391416e-20,1.0,0.0033333336,0.06727051781937851,4999.734626519351,500.0,,1.0,0.0033333334,0.27351147,0.85,4878.4365,100,2,1.0,500,4999.734626519351,299.999969473632
500.0,0.0025,1.0,4999.7163,4999.751289701091,0.05653955707340703,5.434597e-20,1.0,0.0024999997,0.05653955707340703,4999.751289701091,500.0,,1.0,0.0025,0.2655361,0.85,4894.6953,100,2,1.0,500,4999.751289701091,400.0
500.0,0.002,1.0,4999.7104,4999.684873192699,0.10021720727429269,5.431875e-20,1.0,0.0020000003,0.10021720727429269,4999.684873192699,500.0,,1.0,0.002,0.27642107,0.85,4905.777,100,1,1.0,500,4999.684873192699,500.00000664260017
500.0,0.01,1.0,4999.729,4999.729278124146,0.08386013548225306,3.5044917e-18,1.0,0.009999998,0.08386013548225306,4999.729278124146,500.0,,1.0,0.01,0.28814057,0.85,4789.687,100,2,1.0,500,4999.729278124146,100.0
499.88,0.005,1.0,4999.0874,4998.445181847074,169.51523599476386,2.179301e-19,1.0,0.0049999994,169.51523599476386,4998.445181847074,500.0,,1.0,0.005,9.184979,0.85,4850.5654,100,2,1.0,500,4998.445181847074,200.00000010221265
500.0,0.0033333334,1.0,4999.3076,4999.747118395251,0.060134766712638864,5.4391416e-20,1.0,0.0033333336,0.060134766712638864,4999.747118395251,500.0,,1.0,0.0033333334,7.5072737,0.85,4878.04,100,2,1.0,500,4999.747118395251,299.999969473632
500.0,0.0025,1.0,4999.3955,4999.660391616894,0.0824093521320717,5.434597e-20,1.0,0.0024999997,0.0824093521320717,4999.660391616894,500.0,,1.0,0.0025,6.504857,0.85,4894.3745,100,2,1.0,500,4999.660391616894,400.0
500.0,0.0018218184,1.019975,4999.4927,4999.760784963949,0.07030665921765282,8.9675356e-10,1.0002208,0.0020000003,0.07030665921765282,4999.760784963949,499.8896365634304,0.00022420242,0.9109378,0.0020398858,5.3047214,0.85,4905.549,100,1,1.0000314,500,4999.760784963949,499.8880983142622
500.0,0.01,1.0,4999.677,4999.676434056187,0.08624688069178262,3.5044917e-18,1.0,0.009999998,0.08624688069178262,4999.676434056187,500.0,,1.0,0.01,0.29219595,0.85,4789.635,100,2,1.0,500,4999.676434056187,100.0
500.0,0.005,1.0,4999.6895,4999.703710416558,0.0750170044600591,2.179301e-19,1.0,0.0049999994,0.0750170044600591,4999.703710416558,500.0,,1.0,0.005,0.2828462,0.85,4851.1675,100,2,1.0,500,4999.703710416558,200.00000010221265
500.0,0.0033333334,1.0,4999.7046,4999.732212837971,0.07302417710617931,5.4391416e-20,1.0,0.0033333336,0.07302417710617931,4999.732212837971,500.0,,1.0,0.0033333334,0.27898073,0.85,4878.437,100,2,1.0,500,4999.732212837971,299.999969473632
500.0,0.0025,1.0,4999.716,4999.750469006115,0.06360181011811712,5.434597e-20,1.0,0.0024999997,0.06360181011811712,4999.750469006115,500.0,,1.0,0.0025,0.27297616,0.85,4894.695,100,2,1.0,500,4999.750469006115,400.0
500.0,0.0019996963,1.0001315,4999.7246,4999.75704687777,0.054834565810770355,9.234145e-15,1.0000019,0.0019999999,0.054834565810770355,4999.75704687777,499.9990463275026,2.3083646e-09,0.99985206,0.0020002553,0.2659733,0.85,4905.791,100,1,1.0000039,500,4999.75704687777,499.99998912833894
500.0,0.01,1.0,4999.738,4999.737769081043,0.051348279297444954,3.5044917e-18,1.0,0.009999998,0.051348279297444954,4999.737769081043,500.0,,1.0,0.01,0.22544631,0.85,4789.696,100,2,1.0,500,4999.737769081043,100.0
500.0,0.005,1.0,4999.73,4999.722447000612,0.07375412108867471,2.179301e-19,1.0,0.0049999994,0.07375412108867471,4999.722447000612,500.0,,1.0,0.005,0.24895228,0.85,4851.208,100,2,1.0,500,4999.722447000612,200.00000010221265
500.0,0.0033333334,1.0,4999.7456,4999.776669063475,0.06717175689428409,5.4391416e-20,1.0,0.0033333336,0.06717175689428409,4999.776669063475,500.0,,1.0,0.0033333334,0.2529197,0.85,4878.478,100,2,1.0,500,4999.776669063475,299.999969473632
500.0,0.0025,1.0,4999.743,4999.734472202912,0.07199978089627816,5.434597e-20,1.0,0.0024999997,0.07199978089627816,4999.734472202912,500.0,,1.0,0.0025,0.25655308,0.85,4894.722,100,2,1.0,500,4999.734472202912,400.0
495.01,0.00023154354,1.4424896,4994.599,4949.700911518038,249969.84438655473,2.0084956e-07,1.047468,0.0019999999,249969.84438655473,4949.700911518038,477.3415753952691,0.049399808,0.114831194,0.00290861,114.691246,0.85,4898.462,100,1,0.9918756,500,4949.700911518038,476.1397546086129
500.0,0.01,1.0,4999.747,4999.7470686084835,0.08861259881743709,3.5044917e-18,1.0,0.009999998,0.08861259881743709,4999.7470686084835,500.0,,1.0,0.01,0.29618815,0.85,4789.705,100,2,1.0,500,4999.7470686084835,100.0
500.0,0.005,1.0,4999.745,4999.743205167676,0.08040169245690677,2.179301e-19,1.0,0.0049999994,0.08040169245690677,4999.743205167676,500.0,,1.0,0.005,0.28925368,0.85,4851.223,100,2,1.0,500,4999.743205167676,200.00000010221265
500.0,0.0033333334,1.0,4999.742,4999.73586770965,0.06483217802087492,5.4391416e-20,1.0,0.0033333336,0.06483217802087492,4999.73586770965,500.0,,1.0,0.0033333334,0.2778364,0.85,4878.4746,100,2,1.0,500,4999.73586770965,299.999969473632
500.0,0.0025,1.0,4999.733,4999.703545922826,0.08348486531721083,5.434597e-20,1.0,0.0024999997,0.08348486531721083,4999.703545922826,500.0,,1.0,0.0025,0.2807808,0.85,4894.712,100,2,1.0,500,4999.703545922826,400.0
500.0,0.001999223,1.000287,4999.7324,4999.726205379522,0.06431239439812556,3.469259e-14,1.0,0.002,0.06431239439812556,4999.726205379522,500.0,8.67293e-09,0.99961287,0.0020005712,0.27532092,0.85,4905.799,100,1,1.0000014,500,4999.726205379522,499.99993610041787
500.0,0.01,1.0,4999.692,4999.6925195225085,0.06741087572063174,3.5044917e-18,1.0,0.009999998,0.06741087572063174,4999.6925195225085,500.0,,1.0,0.01,0.25834867,0.85,4789.65,100,2,1.0,500,4999.6925195225085,100.0
500.0,0.005,1.0,4999.7207,4999.749411914259,0.0679373608594465,2.179301e-19,1.0,0.0049999994,0.0679373608594465,4999.749411914259,500.0,,1.0,0.005,0.2604034,0.85,4851.1987,100,2,1.0,500,4999.749411914259,200.00000010221265
500.0,0.0033333334,1.0,4999.732,4999.753339440123,0.06948506427112724,5.4391416e-20,1.0,0.0033333336,0.06948506427112724,4999.753339440123,500.0,,1.0,0.0033333334,0.26147187,0.85,4878.4644,100,2,1.0,500,4999.753339440123,299.999969473632
500.0,0.0025,1.0,4999.7188,4999.679448691277,0.08257919567454523,5.434597e-20,1.0,0.0024999997,0.08257919567454523,4999.679448691277,500.0,,1.0,0.0025,0.26874968,0.85,4894.6978,100,2,1.0,500,4999.679448691277,400.0
500.0,0.002,1.0,4999.7236,4999.741437889988,0.06554289019383644,5.431875e-20,1.0,0.0020000003,0.06554289019383644,4999.741437889988,500.0,,1.0,0.002,0.26616025,0.85,4905.79,100,1,1.0,500,4999.741437889988,500.00000664260017
495.01,0.01,1.0,4949.6846,4949.684378177681,249968.22538386684,3.5044917e-18,1.0,0.009999998,249968.22538386684,4949.684378177681,500.0,,1.0,0.01,497.4621,0.85,4739.6426,100,2,1.0,500,4949.684378177681,100.0
500.0,0.005,1.0,4974.6953,4999.7070886524925,0.06722296237874448,2.179301e-19,1.0,0.0049999994,0.06722296237874448,4999.7070886524925,500.0,,1.0,0.005,352.64697,0.85,4826.1733,100,2,1.0,500,4999.7070886524925,200.00000010221265
500.0,0.0033333334,1.0,4983.049,4999.754153262664,0.055047474506497836,5.4391416e-20,1.0,0.0033333336,0.055047474506497836,4999.754153262664,500.0,,1.0,0.0033333334,288.17725,0.85,4861.7812,100,2,1.0,500,4999.754153262664,299.999969473632
500.0,0.0025,1.0,4987.217,4999.719830994683,0.060791333430320636,5.434597e-20,1.0,0.0024999997,0.060791333430320636,4999.719830994683,500.0,,1.0,0.0025,249.67331,0.85,4882.196,100,2,1.0,500,4999.719830994683,400.0
500.0,0.00020466473,1.2533097,4997.7485,4999.65659784245,0.11415125574079035,2.0405103e-07,1.0449594,0.002,0.11415125574079035,4999.65659784245,478.48747769017046,0.04983586,0.101145044,0.0025360442,43.780804,0.85,4901.7266,100,1,0.9883974,500,4999.65659784245,475.7778070755852
500.0,0.01,1.0,4999.682,4999.682439561799,0.07315785887158067,3.5044917e-18,1.0,0.009999998,0.07315785887158067,4999.682439561799,500.0,,1.0,0.01,0.2691238,0.85,4789.64,100,2,1.0,500,4999.682439561799,100.0
500.0,0.005,1.0,4999.72,4999.758185819916,0.050573809580601946,2.179301e-19,1.0,0.0049999994,0.050573809580601946,4999.758185819916,500.0,,1.0,0.005,0.25035945,0.85,4851.198,100,2,1.0,500,4999.758185819916,200.00000010221265
500.0,0.0033333334,1.0,4999.7227,4999.724855232694,0.0649487863181481,5.4391416e-20,1.0,0.0033333336,0.0649487863181481,4999.724855232694,500.0,,1.0,0.0033333334,0.2514463,0.85,4878.455,100,2,1.0,500,4999.724855232694,299.999969473632
500.0,0.0025,1.0,4999.721,4999.7204803481,0.056255074748067936,5.434597e-20,1.0,0.0024999997,0.056255074748067936,4999.7204803481,500.0,,1.0,0.0025,0.24767984,0.85,4894.7,100,2,1.0,500,4999.7204803481,400.0
500.0,0.0019990178,1.0005494,4999.7314,4999.767319583791,0.04795322765557801,6.2484834e-14,1.0,0.002,0.04795322765557801,4999.767319583791,500.0,1.562111e-08,0.9995091,0.0020010984,0.24269792,0.85,4905.798,100,1,1.0000002,500,4999.767319583791,499.9999948855544
500.0,0.01,1.0,4999.717,4999.7167935498965,0.06629793858351854,3.5044917e-18,1.0,0.009999998,0.06629793858351854,4999.7167935498965,500.0,,1.0,0.01,0.25618064,0.85,4789.675,100,2,1.0,500,4999.7167935498965,100.0
500.0,0.005,1.0,4999.7256,4999.734635447052,0.07521484717564153,2.179301e-19,1.0,0.0049999994,0.07521484717564153,4999.734635447052,500.0,,1.0,0.005,0.2648152,0.85,4851.2036,100,2,1.0,500,4999.734635447052,200.00000010221265
500.0,0.0033333334,1.0,4999.7266,4999.7283930208605,0.07414546140052765,5.4391416e-20,1.0,0.0033333336,0.07414546140052765,4999.7283930208605,500.0,,1.0,0.0033333334,0.2668683,0.85,4878.459,100,2,1.0,500,4999.7283930208605,299.999969473632
500.0,0.0025,1.0,4999.718,4999.69005886665,0.08751447619478982,5.434597e-20,1.0,0.0024999997,0.08751447619478982,4999.69005886665,500.0,,1.0,0.0025,0.2744544,0.85,4894.697,100,2,1.0,500,4999.69005886665,400.0
500.0,0.002,1.0,4999.7246,4999.751892697429,0.06133657607529048,5.431875e-20,1.0,0.0020000003,0.06133657607529048,4999.751892697429,500.0,,1.0,0.002,0.2694377,0.85,4905.791,100,1,1.0,500,4999.751892697429,500.00000664260017
500.0,0.01,1.0,4999.7207,4999.72109984175,0.08319505507651374,3.5044917e-18,1.0,0.009999998,0.08319505507651374,4999.72109984175,500.0,,1.0,0.01,0.28697968,0.85,4789.6787,100,2,1.0,500,4999.72109984175,100.0
500.0,0.005,1.0,4999.7246,4999.727916665392,0.06490167473576224,2.179301e-19,1.0,0.0049999994,0.06490167473576224,4999.727916665392,500.0,,1.0,0.005,0.27077085,0.85,4851.2026,100,2,1.0,500,4999.727916665392,200.00000010221265
500.0,0.0033333334,1.0,4999.7344,4999.7541316991465,0.06447010288879147,5.4391416e-20,1.0,0.0033333336,0.06447010288879147,4999.7541316991465,500.0,,1.0,0.0033333334,0.26522774,0.85,4878.467,100,2,1.0,500,4999.7541316991465,299.999969473632
500.0,0.0025,1.0,4999.7285,4999.710612349232,0.0713650339355548,5.434597e-20,1.0,0.0024999997,0.0713650339355548,4999.710612349232,500.0,,1.0,0.0025,0.26556614,0.85,4894.7075,100,2,1.0,500,4999.710612349232,400.0
500.0,0.002,1.0,4999.7324,4999.743892839367,0.06566011872482073,5.431875e-20,1.0,0.0020000003,0.06566011872482073,4999.743892839367,500.0,,1.0,0.002,0.26355663,0.85,4905.799,100,1,1.0,500,4999.743892839367,500.00000664260017
500.0,0.01,1.0,4999.712,4999.711868380862,0.0724715799347037,3.5044917e-18,1.0,0.009999998,0.0724715799347037,4999.711868380862,500.0,,1.0,0.01,0.26785925,0.85,4789.67,100,2,1.0,500,4999.711868380862,100.0
495.01,0.005,1.0,4974.7295,4949.747653181751,249974.571700282,2.179301e-19,1.0,0.0049999994,249974.571700282,4949.747653181751,500.0,,1.0,0.005,352.64935,0.85,4826.2075,100,2,1.0,500,4949.747653181751,200.00000010221265
500.0,0.0033333334,1.0,4983.055,4999.705154745429,0.05715335053166073,5.4391416e-20,1.0,0.0033333336,0.05715335053166073,4999.705154745429,500.0,,1.0,0.0033333334,288.17764,0.85,4861.7876,100,2,1.0,500,4999.705154745429,299.999969473632
495.02,0.0025,1.0,4974.748,4949.828358455561,248975.69092645738,5.434597e-20,1.0,0.0024999997,248975.69092645738,4949.828358455561,500.0,,1.0,0.0025,352.2971,0.85,4869.727,100,2,1.0,500,4949.828358455561,400.0
500.0,0.00012887198,1.6061404,4990.3936,4999.764698422913,0.06001602903838434,3.2362766e-07,1.0885508,0.002,0.06001602903838434,4999.764698422913,459.32628704432364,0.08279285,0.06518266,0.0031754836,165.10858,0.85,4892.389,100,1,1.0115879,500,4999.764698422913,462.6437941771459
500.0,0.01,1.0,4999.6826,4999.6824438166495,0.059937901807334326,3.5044917e-18,1.0,0.009999998,0.059937901807334326,4999.6824438166495,500.0,,1.0,0.01,0.24357924,0.85,4789.6406,100,2,1.0,500,4999.6824438166495,100.0
500.0,0.005,1.0,4999.673,4999.663164033494,0.09487430728893928,2.179301e-19,1.0,0.0049999994,0.09487430728893928,4999.663164033494,500.0,,1.0,0.005,0.2769854,0.85,4851.151,100,2,1.0,500,4999.663164033494,200.00000010221265
500.0,0.0033333334,1.0,4999.6772,4999.685585308353,0.07965714312562008,5.4391416e-20,1.0,0.0033333336,0.07965714312562008,4999.685585308353,500.0,,1.0,0.0033333334,0.2783381,0.85,4878.4097,100,2,1.0,500,4999.685585308353,299.999969473632
500.0,0.0025,1.0,4999.676,4999.673412437262,0.07105637698713627,5.434597e-20,1.0,0.0024999997,0.07105637698713627,4999.673412437262,500.0,,1.0,0.0025,0.2751219,0.85,4894.655,100,2,1.0,500,4999.673412437262,400.0
500.0,0.002,1.0,4999.682,4999.70358350232,0.08204488366208111,5.431875e-20,1.0,0.0020000003,0.08204488366208111,4999.70358350232,500.0,,1.0,0.002,0.27734616,0.85,4905.7485,100,1,1.0,500,4999.70358350232,500.00000664260017
500.0,0.01,1.0,4999.7207,4999.72091690292,0.07622324268073336,3.5044917e-18,1.0,0.009999998,0.07622324268073336,4999.72091690292,500.0,,1.0,0.01,0.2747166,0.85,4789.6787,100,2,1.0,500,4999.72091690292,100.0
500.0,0.005,1.0,4999.7344,4999.747827815099,0.06281318824473113,2.179301e-19,1.0,0.0049999994,0.06281318824473113,4999.747827815099,500.0,,1.0,0.005,0.26268756,0.85,4851.2124,100,2,1.0,500,4999.747827815099,200.00000010221265
500.0,0.0033333334,1.0,4999.713,4999.66883663224,0.08080484773168464,5.4391416e-20,1.0,0.0033333336,0.08080484773168464,4999.66883663224,500.0,,1.0,0.0033333334,0.2713458,0.85,4878.4453,100,2,1.0,500,4999.66883663224,299.999969473632
500.0,0.0025,1.0,4999.7256,4999.764129905768,0.05977250631913549,5.434597e-20,1.0,0.0024999997,0.05977250631913549,4999.764129905768,500.0,,1.0,0.0025,0.26554444,0.85,4894.7046,100,2,1.0,500,4999.764129905768,400.0
500.0,0.0019968129,1.0003694,4999.7266,4999.728346735961,0.0721244771642201,1.1553333e-13,1.0,0.002,0.0721244771642201,4999.728346735961,500.0,2.8882793e-08,0.9984024,0.002000747,0.26587495,0.85,4905.793,100,1,0.99999595,500,4999.728346735961,499.9999020862113
500.0,0.01,1.0,4999.711,4999.710871431739,0.0789775999591863,3.5044917e-18,1.0,0.009999998,0.0789775999591863,4999.710871431739,500.0,,1.0,0.01,0.2796071,0.85,4789.669,100,2,1.0,500,4999.710871431739,100.0
500.0,0.005,1.0,4999.6943,4999.678001881529,0.08568166852750203,2.179301e-19,1.0,0.0049999994,0.08568166852750203,4999.678001881529,500.0,,1.0,0.005,0.28595868,0.85,4851.1724,100,2,1.0,500,4999.678001881529,200.00000010221265
500.0,0.0033333334,1.0,4999.7017,4999.715600827065,0.07915283691990015,5.4391416e-20,1.0,0.0033333336,0.07915283691990015,4999.715600827065,500.0,,1.0,0.0033333334,0.2841399,0.85,4878.434,100,2,1.0,500,4999.715600827065,299.999969473632
500.0,0.0025,1.0,4999.705,4999.7148200618285,0.0697225257531372,5.434597e-20,1.0,0.0024999997,0.0697225257531372,4999.7148200618285,500.0,,1.0,0.0025,0.27900198,0.85,4894.684,100,2,1.0,500,4999.7148200618285,400.0
499.88,0.0015776607,1.0274012,4999.4995,4998.402390987143,169.29033271479895,2.7250497e-09,1.0005723,0.002,169.29033271479895,4998.402390987143,499.7140017840189,0.0006807168,0.7885144,0.0020556257,4.5949025,0.85,4905.539,100,1,0.9995995,500,4998.402390987143,499.6602640856718
500.0,0.01,1.0,4999.7207,4999.72049695801,0.08009020076254587,3.5044917e-18,1.0,0.009999998,0.08009020076254587,4999.72049695801,500.0,,1.0,0.01,0.28156814,0.85,4789.6787,100,2,1.0,500,4999.72049695801,100.0
500.0,0.005,1.0,4999.714,4999.707438381261,0.07309015167652591,2.179301e-19,1.0,0.0049999994,0.07309015167652591,4999.707438381261,500.0,,1.0,0.005,0.27542993,0.85,4851.192,100,2,1.0,500,4999.707438381261,200.00000010221265
500.0,0.0033333334,1.0,4999.7036,4999.682548259044,0.07998062829523082,5.4391416e-20,1.0,0.0033333336,0.07998062829523082,4999.682548259044,500.0,,1.0,0.0033333334,0.27781832,0.85,4878.436,100,2,1.0,500,4999.682548259044,299.999969473632
500.0,0.0025,1.0,4999.7114,4999.734689142591,0.06425341433349861,5.434597e-20,1.0,0.0024999997,0.06425341433349861,4999.734689142591,500.0,,1.0,0.0025,0.27197385,0.85,4894.6904,100,2,1.0,500,4999.734689142591,400.0
500.0,0.002,1.0,4999.708,4999.692405847096,0.08229839370143496,5.431875e-20,1.0,0.0020000003,0.08229839370143496,4999.692405847096,500.0,,1.0,0.002,0.27482203,0.85,4905.7744,100,1,1.0,500,4999.692405847096,500.00000664260017
500.0,0.01,1.0,4999.6846,4999.68433765264,0.07396864258525411,3.5044917e-18,1.0,0.009999998,0.07396864258525411,4999.68433765264,500.0,,1.0,0.01,0.2706133,0.85,4789.6426,100,2,1.0,500,4999.68433765264,100.0
495.01,0.005,1.0,4974.697,4949.708875825814,249970.6716803416,2.179301e-19,1.0,0.0049999994,249970.6716803416,4949.708875825814,500.0,,1.0,0.005,352.647,0.85,4826.175,100,2,1.0,500,4949.708875825814,200.00000010221265
500.0,0.0033333334,1.0,4983.042,4999.732535734378,0.09552862539049764,5.4391416e-20,1.0,0.0033333336,0.09552862539049764,4999.732535734378,500.0,,1.0,0.0033333334,288.1769,0.85,4861.7744,100,2,1.0,500,4999.732535734378,299.999969473632
495.01,0.0025,1.0,4974.709,4949.7114872056045,249970.94055836528,5.434597e-20,1.0,0.0024999997,249970.94055836528,4949.7114872056045,500.0,,1.0,0.0025,352.6479,0.85,4869.688,100,2,1.0,500,4949.7114872056045,400.0
500.0,0.00048530233,1.9783497,4988.34,4999.767329194958,0.07047614452743572,3.3853402e-07,1.0768731,0.002,0.07047614452743572,4999.767329194958,464.3072769632387,0.084797114,0.24288557,0.003952881,189.02061,0.85,4890.863,100,1,1.0009661,500,4999.767329194958,461.05713298385234
500.0,0.01,1.0,4999.6797,4999.679747675003,0.07774934963160977,3.5044917e-18,1.0,0.009999998,0.07774934963160977,4999.679747675003,500.0,,1.0,0.01,0.27742484,0.85,4789.6377,100,2,1.0,500,4999.679747675003,100.0
500.0,0.005,1.0,4999.674,4999.667454951345,0.07452184429667472,2.179301e-19,1.0,0.0049999994,0.07452184429667472,4999.667454951345,500.0,,1.0,0.005,0.27460286,0.85,4851.152,100,2,1.0,500,4999.667454951345,200.00000010221265
500.0,0.0033333334,1.0,4999.6895,4999.72010914692,0.0791628021176851,5.4391416e-20,1.0,0.0033333336,0.0791628021176851,4999.72010914692,500.0,,1.0,0.0033333334,0.27725804,0.85,4878.422,100,2,1.0,500,4999.72010914692,299.999969473632
500.0,0.0025,1.0,4999.6924,4999.702601385483,0.08278562486770873,5.434597e-20,1.0,0.0024999997,0.08278562486770873,4999.702601385483,500.0,,1.0,0.0025,0.27960262,0.85,4894.6714,100,2,1.0,500,4999.702601385483,400.0
500.0,0.002,1.0,4999.698,4999.720491041076,0.07678091756455828,5.431875e-20,1.0,0.0020000003,0.07678091756455828,4999.720491041076,500.0,,1.0,0.002,0.27904698,0.85,4905.7646,100,1,1.0,500,4999.720491041076,500.00000664260017
500.0,0.01,1.0,4999.7764,4999.776388185152,0.0525329466549018,3.5044917e-18,1.0,0.009999998,0.0525329466549018,4999.776388185152,500.0,,1.0,0.01,0.22804847,0.85,4789.7344,100,2,1.0,500,4999.776388185152,100.0
500.0,0.005,1.0,4999.744,4999.712071055626,0.0677905701401015,2.179301e-19,1.0,0.0049999994,0.0677905701401015,4999.712071055626,500.0,,1.0,0.005,0.24615464,0.85,4851.222,100,2,1.0,500,4999.712071055626,200.00000010221265
500.0,0.0033333334,1.0,4999.73,4999.7013865706285,0.08774844054579506,5.4391416e-20,1.0,0.0033333336,0.08774844054579506,4999.7013865706285,500.0,,1.0,0.0033333334,0.26411724,0.85,4878.4624,100,2,1.0,500,4999.7013865706285,299.999969473632
500.0,0.0025,1.0,4999.729,4999.726531937262,0.06390101516766332,5.434597e-20,1.0,0.0024999997,0.06390101516766332,4999.726531937262,500.0,,1.0,0.0025,0.26103216,0.85,4894.708,100,2,1.0,500,4999.726531937262,400.0
500.0,0.0019822326,1.0048288,4999.7236,4999.698853009858,0.07605980633857057,1.2496014e-11,1.0000008,0.002,0.07605980633857057,4999.698853009858,499.99958276783474,3.1238526e-06,0.9910921,0.0020097066,0.26418784,0.85,4905.79,100,1,0.9999756,500,4999.698853009858,499.99851377440615
500.0,0.01,1.0,4999.6763,4999.676232432592,0.08812327742896457,3.5044917e-18,1.0,0.009999998,0.08812327742896457,4999.676232432592,500.0,,1.0,0.01,0.2953664,0.85,4789.6343,100,2,1.0,500,4999.676232432592,100.0
500.0,0.005,1.0,4999.6895,4999.702228994551,0.08028413807274885,2.179301e-19,1.0,0.0049999994,0.08028413807274885,4999.702228994551,500.0,,1.0,0.005,0.28901517,0.85,4851.1675,100,2,1.0,500,4999.702228994551,200.00000010221265
500.0,0.0033333334,1.0,4999.6875,4999.683704466112,0.09427425407685316,5.4391416e-20,1.0,0.0033333336,0.09427425407685316,4999.683704466112,500.0,,1.0,0.0033333334,0.29462323,0.85,4878.42,100,2,1.0,500,4999.683704466112,299.999969473632
500.0,0.0025,1.0,4999.689,4999.694251342314,0.08719475434355453,5.434597e-20,1.0,0.0024999997,0.08719475434355453,4999.694251342314,500.0,,1.0,0.0025,0.29443082,0.85,4894.668,100,2,1.0,500,4999.694251342314,400.0
500.0,0.002,1.0,4999.6987,4999.735115839824,0.06485908553039775,5.431875e-20,1.0,0.0020000003,0.06485908553039775,4999.735115839824,500.0,,1.0,0.002,0.28728557,0.85,4905.765,100,1,1.0,500,4999.735115839824,500.00000664260017
500.0,0.01,1.0,4999.742,4999.74220287628,0.06097460332395031,3.5044917e-18,1.0,0.009999998,0.06097460332395031,4999.74220287628,500.0,,1.0,0.01,0.24569617,0.85,4789.7,100,2,1.0,500,4999.74220287628,100.0
500.0,0.005,1.0,4999.727,4999.71195032859,0.09845962866062333,2.179301e-19,1.0,0.0049999994,0.09845962866062333,4999.71195032859,500.0,,1.0,0.005,0.28132582,0.85,4851.205,100,2,1.0,500,4999.71195032859,200.00000010221265
500.0,0.0033333334,1.0,4999.7026,4999.654503004778,0.08961002972651595,5.4391416e-20,1.0,0.0033333336,0.08961002972651595,4999.654503004778,500.0,,1.0,0.0033333334,0.28897452,0.85,4878.435,100,2,1.0,500,4999.654503004778,299.999969473632
495.01,0.0025,1.0,4987.201,4949.695749379477,249969.34646168977,5.434597e-20,1.0,0.0024999997,249969.34646168977,4949.695749379477,500.0,,1.0,0.0025,249.6725,0.85,4882.18,100,2,1.0,500,4949.695749379477,400.0
500.0,0.0012776905,1.8840033,4991.84,4999.70410118073,0.07509372244188425,9.3084886e-08,1.0205433,0.002,0.07509372244188425,4999.70410118073,489.9350982333945,0.023178052,0.6375652,0.0037755717,175.80988,0.85,4896.9463,100,1,0.9979963,500,4999.70410118073,488.6512715657385
500.0,0.01,1.0,4999.7466,4999.746671936573,0.06944901753204108,3.5044917e-18,1.0,0.009999998,0.06944901753204108,4999.746671936573,500.0,,1.0,0.01,0.26220673,0.85,4789.7046,100,2,1.0,500,4999.746671936573,100.0
500.0,0.005,1.0,4999.745,4999.743980160941,0.06262668624595867,2.179301e-19,1.0,0.0049999994,0.06262668624595867,4999.743980160941,500.0,,1.0,0.005,0.25569472,0.85,4851.223,100,2,1.0,500,4999.743980160941,200.00000010221265
500.0,0.0033333334,1.0,4999.7334,4999.709895085934,0.07988095840673083,5.4391416e-20,1.0,0.0033333336,0.07988095840673083,4999.709895085934,500.0,,1.0,0.0033333334,0.26500213,0.85,4878.466,100,2,1.0,500,4999.709895085934,299.999969473632
500.0,0.0025,1.0,4999.7344,4999.737651367364,0.05610141567899519,5.434597e-20,1.0,0.0024999997,0.05610141567899519,4999.737651367364,500.0,,1.0,0.0025,0.25798953,0.85,4894.7134,100,2,1.0,500,4999.737651367364,400.0
500.0,0.0019967207,1.0019512,4999.7236,4999.675720861052,0.07997975462421592,8.963842e-13,1.000002,0.002,0.07997975462421592,4999.675720861052,499.9989867230923,2.2409246e-07,0.9983552,0.0020039128,0.26384887,0.85,4905.79,100,1,0.9999949,500,4999.675720861052,499.9999123432529
500.0,0.01,1.0,4999.729,4999.729216716364,0.0634519023145067,3.5044917e-18,1.0,0.009999998,0.0634519023145067,4999.729216716364,500.0,,1.0,0.01,0.25065672,0.85,4789.687,100,2,1.0,500,4999.729216716364,100.0
500.0,0.005,1.0,4999.706,4999.68387827087,0.09175967537642471,2.179301e-19,1.0,0.0049999994,0.09175967537642471,4999.68387827087,500.0,,1.0,0.005,0.27812633,0.85,4851.184,100,2,1.0,500,4999.68387827087,200.00000010221265
500.0,0.0033333334,1.0,4999.7227,4999.755308883746,0.05159246399645256,5.4391416e-20,1.0,0.0033333336,0.05159246399645256,4999.755308883746,500.0,,1.0,0.0033333334,0.26290703,0.85,4878.455,100,2,1.0,500,4999.755308883746,299.999969473632
495.01,0.0025,1.0,4987.225,4949.7328065323845,249973.0845634701,5.434597e-20,1.0,0.0024999997,249973.0845634701,4949.7328065323845,500.0,,1.0,0.0025,249.67369,0.85,4882.204,100,2,1.0,500,4949.7328065323845,400.0
500.0,0.0007053858,1.5050259,4995.222,4999.731981089073,0.06727363554332341,1.8042773e-07,1.0477965,0.0019999999,0.06727363554332341,4999.731981089073,477.19190302488613,0.045307554,0.35347635,0.0030033803,100.80277,0.85,4899.07,100,1,1.0022213,500,4999.731981089073,478.46131115314506
