Delta,Bound,VanillaAvgRet,ESSClassic,AvgVanillaIw,AvgEpLen,MinNormIw,BatchSize,ESSRenyi,EpsThisIter,VarRet,VarJ,IterType,VarDiscRet,MaxNormIw,eRenyi2,VarNormIw,AvgRet,AvgDiscRet,MaxVanillaIw,AvgNormIw,VarVanillaIw,J,MinVanillaIw
0.35,4318.462,4999.847601043548,100.0,1.0,500.0,0.01,200,200.0,100,0.032761924335756545,0.18009666,2,0.032761924335756545,0.01,1.0,3.5044917e-18,4999.847601043548,4999.847601043548,1.0,0.009999998,,4999.847,1.0
0.35,4518.03,4999.836613088691,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.02921239578513897,0.17524181,1,0.02921239578513897,0.005,1.0,2.179301e-19,4999.836613088691,4999.836613088691,1.0,0.0049999994,,4999.842,1.0
0.35,4318.418,4999.803698130451,100.0,1.0,500.0,0.01,200,200.0,100,0.03950203429869901,0.19774655,2,0.03950203429869901,0.01,1.0,3.5044917e-18,4999.803698130451,4999.803698130451,1.0,0.009999998,,4999.803,1.0
0.35,4517.981,4999.781004086288,199.9999806419164,0.99999434,500.0,0.0049991724,200,200.0,100,0.04737997269105434,0.20768803,1,0.04737997269105434,0.005000276,1.0,2.1555953e-14,4999.781004086288,4999.781004086288,1.0000496,0.005,8.6213175e-10,4999.793,0.9998288
0.35,4318.4146,4999.79956202677,100.0,1.0,500.0,0.01,200,200.0,100,0.04167227837872363,0.20310591,2,0.04167227837872363,0.01,1.0,3.5044917e-18,4999.79956202677,4999.79956202677,1.0,0.009999998,,4999.8,1.0
0.35,4517.979,4999.782113578862,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.0534219888323688,0.21713465,1,0.0534219888323688,0.005,1.0,2.179301e-19,4999.782113578862,4999.782113578862,1.0,0.0049999994,,4999.791,1.0
0.35,4268.422,4949.806808354279,100.0,1.0,495.01,0.01,200,200.0,100,249980.53005630072,497.47433,2,249980.53005630072,0.01,1.0,3.5044917e-18,4949.806808354279,4949.806808354279,1.0,0.009999998,,4949.807,1.0
0.35,4484.7637,4949.765978274947,191.98609246710413,0.99425066,495.01,0.0012798232,200,191.82899277754905,100,249976.42266259572,248.01164,1,249976.42266259572,0.00660285,1.0425953,1.0487983e-06,4949.765978274947,4949.765978274947,1.3129776,0.005,0.04147092,4976.73,0.25449303
0.35,4318.4814,4999.866304993671,100.0,1.0,500.0,0.01,200,200.0,100,0.023256877901711718,0.15173738,2,0.023256877901711718,0.01,1.0,3.5044917e-18,4999.866304993671,4999.866304993671,1.0,0.009999998,,4999.8667,1.0
0.35,4518.028,4999.8116922252675,199.99998449403438,1.0000095,500.0,0.0049979407,200,200.0,100,0.05054993101268221,0.19305375,1,0.05054993101268221,0.0050009484,1.0,2.4849635e-13,4999.8116922252675,4999.8116922252675,1.0001992,0.005,9.940116e-09,4999.84,0.99959767
0.35,4318.4077,4999.792994332156,100.0,1.0,500.0,0.01,200,200.0,100,0.04071695922918078,0.20076281,2,0.04071695922918078,0.01,1.0,3.5044917e-18,4999.792994332156,4999.792994332156,1.0,0.009999998,,4999.793,1.0
0.35,4517.9897,4999.809256168725,199.99999105948507,0.9999975,500.0,0.0049978816,200,200.0,100,0.02682039487211829,0.18301392,1,0.02682039487211829,0.0050017936,1.0,4.939559e-13,4999.809256168725,4999.809256168725,1.0003562,0.005,1.975871e-08,4999.802,0.99957377
0.35,4318.407,4999.792243994884,100.0,1.0,500.0,0.01,200,200.0,100,0.043732157446474726,0.20805807,2,0.043732157446474726,0.01,1.0,3.5044917e-18,4999.792243994884,4999.792243994884,1.0,0.009999998,,4999.7925,1.0
0.35,4517.9893,4999.80915495304,199.99991371922061,1.000026,500.0,0.004986672,200,199.99990463261383,100,0.04010588098958235,0.20372929,1,0.04010588098958235,0.0050069764,1.0000005,1.5054872e-11,4999.80915495304,4999.80915495304,1.0014213,0.005,6.0222675e-07,4999.8013,0.9973604
0.35,4318.4062,4999.791681168808,100.0,1.0,500.0,0.01,200,200.0,100,0.03870896467073608,0.19578843,2,0.03870896467073608,0.01,1.0,3.5044917e-18,4999.791681168808,4999.791681168808,1.0,0.009999998,,4999.7915,1.0
0.35,4518.006,4999.8444225199355,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.030354450702150607,0.1867691,1,0.030354450702150607,0.005,1.0,2.179301e-19,4999.8444225199355,4999.8444225199355,1.0,0.0049999994,,4999.818,1.0
0.35,4318.465,4999.849914934802,100.0,1.0,500.0,0.01,200,200.0,100,0.02503976090270024,0.15743172,2,0.02503976090270024,0.01,1.0,3.5044917e-18,4999.849914934802,4999.849914934802,1.0,0.009999998,,4999.85,1.0
0.35,4518.029,4999.831959496776,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.028672629308505095,0.16327897,1,0.028672629308505095,0.005,1.0,2.179301e-19,4999.831959496776,4999.831959496776,1.0,0.0049999994,,4999.841,1.0
0.35,4318.4033,4999.7891686095,100.0,1.0,500.0,0.01,200,200.0,100,0.053706738479247076,0.2305811,2,0.053706738479247076,0.01,1.0,3.5044917e-18,4999.7891686095,4999.7891686095,1.0,0.009999998,,4999.7886,1.0
0.35,4517.9897,4999.814130222545,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.04232916996934166,0.21838942,1,0.04232916996934166,0.005,1.0,2.179301e-19,4999.814130222545,4999.814130222545,1.0,0.0049999994,,4999.802,1.0
0.35,4318.445,4999.8296013210565,100.0,1.0,500.0,0.01,200,200.0,100,0.03227771232830804,0.1787808,2,0.03227771232830804,0.01,1.0,3.5044917e-18,4999.8296013210565,4999.8296013210565,1.0,0.009999998,,4999.83,1.0
0.35,4517.9966,4999.7866224511245,199.9998225615426,1.0000978,500.0,0.004982678,200,199.99985694895486,100,0.0330563903409038,0.18099205,1,0.0330563903409038,0.005008258,1.0000007,2.2014755e-11,4999.7866224511245,4999.7866224511245,1.0017495,0.005,8.8076564e-07,4999.8086,0.9966331
0.35,4318.4307,4999.815797609027,100.0,1.0,500.0,0.01,200,200.0,100,0.03706072025047712,0.19154356,2,0.03706072025047712,0.01,1.0,3.5044917e-18,4999.815797609027,4999.815797609027,1.0,0.009999998,,4999.816,1.0
0.35,4518.0005,4999.809199286663,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.044371055614672535,0.20079777,1,0.044371055614672535,0.005,1.0,2.179301e-19,4999.809199286663,4999.809199286663,1.0,0.0049999994,,4999.8125,1.0
0.35,4318.4116,4999.797284390871,100.0,1.0,500.0,0.01,200,200.0,100,0.05035870271005076,0.2232657,2,0.05035870271005076,0.01,1.0,3.5044917e-18,4999.797284390871,4999.797284390871,1.0,0.009999998,,4999.797,1.0
0.35,4517.9917,4999.809294637116,199.99970173351517,1.0000516,500.0,0.004972888,200,199.9998331071339,100,0.038642151148009105,0.20962943,1,0.038642151148009105,0.0050082593,1.0000008,4.03423e-11,4999.809294637116,4999.809294637116,1.0017036,0.005,1.6138624e-06,4999.8037,0.99462897
0.35,4318.421,4999.806457273377,100.0,1.0,500.0,0.01,200,200.0,100,0.03984703934879115,0.19860657,2,0.03984703934879115,0.01,1.0,3.5044917e-18,4999.806457273377,4999.806457273377,1.0,0.009999998,,4999.806,1.0
0.35,4509.639,4963.184580148396,196.9064214162045,0.9974736,496.35,0.0012991037,200,197.0493829205004,100,134006.5437772795,67.33839,1,134006.5437772795,0.005779558,1.014974,3.9474432e-07,4963.184580148396,4963.184580148396,1.1529913,0.005,0.01571009,4995.045,0.25916433
0.35,4318.4272,4999.81172319938,100.0,1.0,500.0,0.01,200,200.0,100,0.03804507933043192,0.19407658,2,0.03804507933043192,0.01,1.0,3.5044917e-18,4999.81172319938,4999.81172319938,1.0,0.009999998,,4999.8125,1.0
0.35,4517.996,4999.803188514294,199.999959167027,0.9999968,500.0,0.004998699,200,200.0,100,0.035752718287120566,0.191162,1,0.035752718287120566,0.0050015883,1.0,2.856997e-13,4999.803188514294,4999.803188514294,1.0003145,0.005,1.1428532e-08,4999.808,0.9997366
0.35,4318.4067,4999.792593720933,100.0,1.0,500.0,0.01,200,200.0,100,0.03468446452063448,0.1853106,2,0.03468446452063448,0.01,1.0,3.5044917e-18,4999.792593720933,4999.792593720933,1.0,0.009999998,,4999.792,1.0
0.35,4504.111,4949.825524291957,194.56002064584007,0.98456794,495.01,0.0016553731,200,195.42392187709848,100,249982.40158837067,117.15513,1,249982.40158837067,0.0061665634,1.0234162,7.0252315e-07,4949.825524291957,4949.825524291957,1.2142801,0.005,0.027240312,4991.5312,0.32596546
0.35,4318.4297,4999.81503015951,100.0,1.0,500.0,0.01,200,200.0,100,0.0365705028450511,0.19030389,2,0.0365705028450511,0.01,1.0,3.5044917e-18,4999.81503015951,4999.81503015951,1.0,0.009999998,,4999.815,1.0
0.35,4517.996,4999.801222256818,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.03305972861327989,0.18579915,1,0.03305972861327989,0.005,1.0,2.179301e-19,4999.801222256818,4999.801222256818,1.0,0.0049999994,,4999.808,1.0
0.35,4318.4,4999.785320094885,100.0,1.0,500.0,0.01,200,200.0,100,0.033996284406455114,0.18346165,2,0.033996284406455114,0.01,1.0,3.5044917e-18,4999.785320094885,4999.785320094885,1.0,0.009999998,,4999.785,1.0
0.35,4517.984,4999.804930653497,199.99994084706302,1.0000336,500.0,0.0049929,200,199.99997615814493,100,0.0405138254662286,0.19226107,1,0.0405138254662286,0.00500338,1.0000001,3.6114102e-12,4999.804930653497,4999.804930653497,1.0007097,0.005,1.4446486e-07,4999.796,0.9986135
0.35,4318.444,4999.829234189481,100.0,1.0,500.0,0.01,200,200.0,100,0.034957598460096995,0.18604204,2,0.034957598460096995,0.01,1.0,3.5044917e-18,4999.829234189481,4999.829234189481,1.0,0.009999998,,4999.829,1.0
0.35,4518.009,4999.811535141272,199.99974649319566,1.0000026,500.0,0.004972524,200,199.99985694895486,100,0.030539310002285013,0.18016373,1,0.030539310002285013,0.005016396,1.0000007,3.290649e-11,4999.811535141272,4999.811535141272,1.0032818,0.005,1.3162618e-06,4999.821,0.9945075
0.35,4268.4287,4949.814007560054,100.0,1.0,495.01,0.01,200,200.0,100,249981.24841832297,497.47513,2,249981.24841832297,0.01,1.0,3.5044917e-18,4949.814007560054,4949.814007560054,1.0,0.009999998,,4949.814,1.0
0.35,4496.456,4999.833216324497,197.05575152071037,0.9908477,500.0,0.0014721997,200,197.33576040921855,100,0.021265793434764983,258.6576,1,0.021265793434764983,0.006075834,1.013501,3.7540428e-07,4999.833216324497,4999.833216324497,1.2040452,0.005,0.0147425635,4981.51,0.29174513
0.35,4318.4243,4999.8097838754165,100.0,1.0,500.0,0.01,200,200.0,100,0.037434822599452806,0.19248688,2,0.037434822599452806,0.01,1.0,3.5044917e-18,4999.8097838754165,4999.8097838754165,1.0,0.009999998,,4999.8096,1.0
0.35,4517.9937,4999.801635425348,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.029832438999980008,0.18251055,1,0.029832438999980008,0.005,1.0,2.179301e-19,4999.801635425348,4999.801635425348,1.0,0.0049999994,,4999.8057,1.0
0.35,4318.419,4999.804471053881,100.0,1.0,500.0,0.01,200,200.0,100,0.031483181835411087,0.17653319,2,0.031483181835411087,0.01,1.0,3.5044917e-18,4999.804471053881,4999.804471053881,1.0,0.009999998,,4999.804,1.0
0.35,4517.997,4999.813129129266,199.99988283447996,1.0000213,500.0,0.0049862484,200,199.99992847445185,100,0.030737124316128423,0.1754754,1,0.030737124316128423,0.0050102966,1.0000004,1.5947382e-11,4999.813129129266,4999.813129129266,1.0020807,0.005,6.379219e-07,4999.809,0.9972709
0.35,4318.445,4999.830438838152,100.0,1.0,500.0,0.01,200,200.0,100,0.0290775307816045,0.16963398,2,0.0290775307816045,0.01,1.0,3.5044917e-18,4999.830438838152,4999.830438838152,1.0,0.009999998,,4999.83,1.0
0.35,4518.0215,4999.836350274454,199.9993978965307,1.0002565,500.0,0.0049751066,200,199.99961853100103,100,0.02633233000261595,0.16552998,1,0.02633233000261595,0.005031699,1.0000019,8.214233e-11,4999.836350274454,4999.836350274454,1.0065979,0.005,3.2873902e-06,4999.834,0.9952766
0.35,4318.4507,4999.835856498021,100.0,1.0,500.0,0.01,200,200.0,100,0.024457271026735478,0.15559639,2,0.024457271026735478,0.01,1.0,3.5044917e-18,4999.835856498021,4999.835856498021,1.0,0.009999998,,4999.836,1.0
0.35,4518.027,4999.841146749683,199.99995639573288,1.0000345,500.0,0.0049939826,200,199.99997615814493,100,0.029853931152359205,0.16397366,1,0.029853931152359205,0.0050095334,1.0000001,4.548585e-12,4999.841146749683,4999.841146749683,1.0019412,0.005,1.8195568e-07,4999.839,0.998831
0.35,4318.4077,4999.793001611818,100.0,1.0,500.0,0.01,200,200.0,100,0.040097548790111855,0.19924067,2,0.040097548790111855,0.01,1.0,3.5044917e-18,4999.793001611818,4999.793001611818,1.0,0.009999998,,4999.793,1.0
0.35,4494.8193,4949.796908663269,198.71975392817714,0.9981423,495.01,0.0039348328,200,198.5887678114443,100,249979.52696345563,302.8824,1,249979.52696345563,0.0062589785,1.0071063,1.6186776e-07,4949.796908663269,4949.796908663269,1.2494702,0.005000001,0.006450677,4978.3403,0.7855046
0.35,4318.4346,4999.820176555035,100.0,1.0,500.0,0.01,200,200.0,100,0.03694526647249612,0.19122775,2,0.03694526647249612,0.01,1.0,3.5044917e-18,4999.820176555035,4999.820176555035,1.0,0.009999998,,4999.8193,1.0
0.35,4518.004,4999.810984597087,199.9999131583409,0.99998534,500.0,0.004991765,200,199.99959468923691,100,0.042879060012517914,0.19875506,1,0.042879060012517914,0.005003261,1.000002,4.81343e-12,4999.810984597087,4999.810984597087,1.0006375,0.005,1.9253385e-07,4999.8164,0.9983384
0.35,4318.398,4999.783004268637,100.0,1.0,500.0,0.01,200,200.0,100,0.028811392126029876,0.16888063,2,0.028811392126029876,0.01,1.0,3.5044917e-18,4999.783004268637,4999.783004268637,1.0,0.009999998,,4999.783,1.0
0.35,4517.98,4999.800545897546,199.99940826332391,0.9999199,500.0,0.004967341,200,199.9998807907815,100,0.04355148048134981,0.1892708,1,0.04355148048134981,0.005017039,1.0000006,7.389146e-11,4999.800545897546,4999.800545897546,1.0033274,0.005,2.9551832e-06,4999.792,0.99338865
0.35,4318.4365,4999.822126300063,100.0,1.0,500.0,0.01,200,200.0,100,0.03922837159996569,0.19707549,2,0.03922837159996569,0.01,1.0,3.5044917e-18,4999.822126300063,4999.822126300063,1.0,0.009999998,,4999.822,1.0
0.35,4517.9995,4999.799059051292,199.99998693511836,0.99999565,500.0,0.0049959538,200,199.99997615814493,100,0.035762269595795426,0.19299053,1,0.035762269595795426,0.0050034826,1.0000001,2.1815202e-12,4999.799059051292,4999.799059051292,1.0006921,0.005,8.726116e-08,4999.8115,0.9991864
0.35,4318.435,4999.820586914956,100.0,1.0,500.0,0.01,200,200.0,100,0.0362558469427308,0.18944828,2,0.0362558469427308,0.01,1.0,3.5044917e-18,4999.820586914956,4999.820586914956,1.0,0.009999998,,4999.8203,1.0
0.35,4518.0073,4999.817529631734,199.9999259376079,1.000024,500.0,0.0049866317,200,199.99997615814493,100,0.03568896990198707,0.1886584,1,0.03568896990198707,0.005003403,1.0000001,6.4587944e-12,4999.817529631734,4999.817529631734,1.0007045,0.005,2.5836187e-07,4999.8193,0.9973503
0.35,4318.4126,4999.798127686346,100.0,1.0,500.0,0.01,200,200.0,100,0.03529792249306976,0.18692562,2,0.03529792249306976,0.01,1.0,3.5044917e-18,4999.798127686346,4999.798127686346,1.0,0.009999998,,4999.798,1.0
0.35,4518.0005,4999.825433241241,199.99976579871733,1.0000007,500.0,0.0049822694,200,199.9998331071339,100,0.03436676854688898,0.18601651,1,0.03436676854688898,0.0050099804,1.0000008,2.7397426e-11,4999.825433241241,4999.825433241241,1.0019969,0.005,1.0958963e-06,4999.8125,0.9964546
0.35,4318.4487,4999.833682718875,100.0,1.0,500.0,0.01,200,200.0,100,0.03127207532554396,0.17597325,2,0.03127207532554396,0.01,1.0,3.5044917e-18,4999.833682718875,4999.833682718875,1.0,0.009999998,,4999.834,1.0
0.35,4518.015,4999.819695667685,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.02545468563204109,0.16772345,1,0.02545468563204109,0.005,1.0,2.179301e-19,4999.819695667685,4999.819695667685,1.0,0.0049999994,,4999.827,1.0
0.35,4318.4385,4999.823749571158,100.0,1.0,500.0,0.01,200,200.0,100,0.03015424880514342,0.1727717,2,0.03015424880514342,0.01,1.0,3.5044917e-18,4999.823749571158,4999.823749571158,1.0,0.009999998,,4999.8237,1.0
0.35,4517.992,4999.784542243161,199.99997256975368,0.99995935,500.0,0.0049936594,200,199.99997615814493,100,0.039311248789513246,0.18644705,1,0.039311248789513246,0.005003115,1.0000001,2.8310123e-12,4999.784542243161,4999.784542243161,1.0005823,0.005,1.13230485e-07,4999.804,0.9986913
0.35,4318.4355,4999.8210416247875,100.0,1.0,500.0,0.01,200,200.0,100,0.03148250067042296,0.17654575,2,0.03148250067042296,0.01,1.0,3.5044917e-18,4999.8210416247875,4999.8210416247875,1.0,0.009999998,,4999.821,1.0
0.35,4518.0137,4999.82984272917,199.99998000218002,1.0000031,500.0,0.0049987645,200,200.0,100,0.04529254172053782,0.19498608,1,0.04529254172053782,0.00500061,1.0,8.6975356e-14,4999.82984272917,4999.82984272917,1.000125,0.005,3.4788652e-09,4999.8257,0.999756
0.35,4318.46,4999.845098655046,100.0,1.0,500.0,0.01,200,200.0,100,0.02325189263187202,0.15170382,2,0.02325189263187202,0.01,1.0,3.5044917e-18,4999.845098655046,4999.845098655046,1.0,0.009999998,,4999.845,1.0
0.35,4518.027,4999.830692786197,199.99979172032698,1.0001216,500.0,0.004989207,200,199.99990463261383,100,0.03264816274386165,0.1664785,1,0.03264816274386165,0.0050284513,1.0000005,2.3658983e-11,4999.830692786197,4999.830692786197,1.0058125,0.005,9.465834e-07,4999.839,0.9979626
0.35,4318.461,4999.845837209635,100.0,1.0,500.0,0.01,200,200.0,100,0.023668845075568573,0.15306899,2,0.023668845075568573,0.01,1.0,3.5044917e-18,4999.845837209635,4999.845837209635,1.0,0.009999998,,4999.846,1.0
0.35,4518.0054,4999.788060005656,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.03519869779005323,0.17313103,1,0.03519869779005323,0.005,1.0,2.179301e-19,4999.788060005656,4999.788060005656,1.0,0.0049999994,,4999.8174,1.0
0.35,4318.42,4999.805081976429,100.0,1.0,500.0,0.01,200,200.0,100,0.02937837429904428,0.17053457,2,0.02937837429904428,0.01,1.0,3.5044917e-18,4999.805081976429,4999.805081976429,1.0,0.009999998,,4999.805,1.0
0.35,4517.988,4999.793699952297,199.9999798478952,0.99999547,500.0,0.004998753,200,200.0,100,0.03389064560967931,0.177049,1,0.03389064560967931,0.0050009624,1.0,1.2269119e-13,4999.793699952297,4999.793699952297,1.000188,0.005,4.908232e-09,4999.8,0.999746
0.35,4318.4287,4999.814138409182,100.0,1.0,500.0,0.01,200,200.0,100,0.027978141328667105,0.16640703,2,0.027978141328667105,0.01,1.0,3.5044917e-18,4999.814138409182,4999.814138409182,1.0,0.009999998,,4999.814,1.0
0.35,4518.02,4999.849271749514,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.020274684025012785,0.15553339,1,0.020274684025012785,0.005,1.0,2.179301e-19,4999.849271749514,4999.849271749514,1.0,0.0049999994,,4999.832,1.0
0.35,4318.3984,4999.7840150403335,100.0,1.0,500.0,0.01,200,200.0,100,0.03402824618067748,0.18353024,2,0.03402824618067748,0.01,1.0,3.5044917e-18,4999.7840150403335,4999.7840150403335,1.0,0.009999998,,4999.7837,1.0
0.35,4517.9883,4999.816513899112,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.033508639343275366,0.18354902,1,0.033508639343275366,0.005,1.0,2.179301e-19,4999.816513899112,4999.816513899112,1.0,0.0049999994,,4999.8003,1.0
0.35,4318.442,4999.827220836965,100.0,1.0,500.0,0.01,200,200.0,100,0.0312816667730442,0.17596698,2,0.0312816667730442,0.01,1.0,3.5044917e-18,4999.827220836965,4999.827220836965,1.0,0.009999998,,4999.827,1.0
0.35,4517.9956,4999.787870817238,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.031513311474083275,0.17739226,1,0.031513311474083275,0.005,1.0,2.179301e-19,4999.787870817238,4999.787870817238,1.0,0.0049999994,,4999.8076,1.0
0.35,4268.4473,4949.832719783279,100.0,1.0,495.01,0.01,200,200.0,100,249983.13376073682,497.47693,2,249983.13376073682,0.01,1.0,3.5044917e-18,4949.832719783279,4949.832719783279,1.0,0.009999998,,4949.8325,1.0
0.35,4494.445,4999.79644795943,198.8196686145139,1.0068648,500.0,0.004373267,200,198.9399885335583,100,0.03533838769141768,314.4321,1,0.03533838769141768,0.0066436734,1.0053283,1.4916563e-07,4999.79644795943,4999.79644795943,1.3378562,0.005,0.0060488256,4977.5386,0.8806577
0.35,4318.447,4999.832113169195,100.0,1.0,500.0,0.01,200,200.0,100,0.04088358705999446,0.20116758,2,0.04088358705999446,0.01,1.0,3.5044917e-18,4999.832113169195,4999.832113169195,1.0,0.009999998,,4999.832,1.0
0.35,4518.0054,4999.802609877236,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.03907671478410848,0.19949766,1,0.03907671478410848,0.005,1.0,2.179301e-19,4999.802609877236,4999.802609877236,1.0,0.0049999994,,4999.8174,1.0
0.35,4318.435,4999.820591996793,100.0,1.0,500.0,0.01,200,200.0,100,0.03940040730354311,0.19748665,2,0.03940040730354311,0.01,1.0,3.5044917e-18,4999.820591996793,4999.820591996793,1.0,0.009999998,,4999.8203,1.0
0.35,4518.013,4999.8286799017815,199.99988337773704,1.0001009,500.0,0.0049826414,200,199.99990463261383,100,0.026879159835171414,0.18104295,1,0.026879159835171414,0.0050112586,1.0000005,1.5514328e-11,4999.8286799017815,4999.8286799017815,1.0023528,0.005000001,6.2070256e-07,4999.825,0.99662876
0.35,4318.4346,4999.820033762896,100.0,1.0,500.0,0.01,200,200.0,100,0.024603463440300677,0.15609042,2,0.024603463440300677,0.01,1.0,3.5044917e-18,4999.820033762896,4999.820033762896,1.0,0.009999998,,4999.82,1.0
0.35,4518.0166,4999.836425197596,199.9999455734245,0.9999983,500.0,0.00499725,200,200.0,100,0.02837283513579765,0.1621478,1,0.02837283513579765,0.0050023445,1.0,5.792559e-13,4999.836425197596,4999.836425197596,1.0004672,0.005,2.3170623e-08,4999.8286,0.99944824
0.35,4318.423,4999.8083540788875,100.0,1.0,500.0,0.01,200,200.0,100,0.03351228844005819,0.1821595,2,0.03351228844005819,0.01,1.0,3.5044917e-18,4999.8083540788875,4999.8083540788875,1.0,0.009999998,,4999.808,1.0
0.35,4518.0005,4999.816016301963,199.99991265400382,1.0000405,500.0,0.004989655,200,199.99990463261383,100,0.03318396753675976,0.18168725,1,0.03318396753675976,0.0050095585,1.0000005,1.3124827e-11,4999.816016301963,4999.816016301963,1.0019523,0.005,5.250361e-07,4999.8125,0.9979715
0.35,4318.439,4999.824611313522,100.0,1.0,500.0,0.01,200,200.0,100,0.029650135865312423,0.17131677,2,0.029650135865312423,0.01,1.0,3.5044917e-18,4999.824611313522,4999.824611313522,1.0,0.009999998,,4999.824,1.0
0.35,4517.9995,4999.798297824736,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.03534809240317506,0.17984852,1,0.03534809240317506,0.005,1.0,2.179301e-19,4999.798297824736,4999.798297824736,1.0,0.0049999994,,4999.8115,1.0
0.35,4318.446,4999.8309073979135,100.0,1.0,500.0,0.01,200,200.0,100,0.03652917275215495,0.19015649,2,0.03652917275215495,0.01,1.0,3.5044917e-18,4999.8309073979135,4999.8309073979135,1.0,0.009999998,,4999.831,1.0
0.35,4517.9907,4999.774327520854,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.04204526208787988,0.19923273,1,0.04204526208787988,0.005,1.0,2.179301e-19,4999.774327520854,4999.774327520854,1.0,0.0049999994,,4999.8027,1.0
0.35,4318.421,4999.80643110632,100.0,1.0,500.0,0.01,200,200.0,100,0.03499854999953544,0.18614493,2,0.03499854999953544,0.01,1.0,3.5044917e-18,4999.80643110632,4999.80643110632,1.0,0.009999998,,4999.806,1.0
0.35,4517.9985,4999.813208745166,199.99995959339844,0.999991,500.0,0.004997848,200,200.0,100,0.03150508488425304,0.18148984,1,0.03150508488425304,0.0050038584,1.0,1.1560595e-12,4999.813208745166,4999.813208745166,1.0007627,0.005000001,4.624257e-08,4999.8105,0.9995606
0.35,4318.4326,4999.818033769454,100.0,1.0,500.0,0.01,200,200.0,100,0.03150097317110115,0.17659687,2,0.03150097317110115,0.01,1.0,3.5044917e-18,4999.818033769454,4999.818033769454,1.0,0.009999998,,4999.818,1.0
0.35,4518.014,4999.833604264777,199.9998179461246,1.000006,500.0,0.0049912096,200,199.99985694895486,100,0.029834137251290364,0.17436525,1,0.029834137251290364,0.0050172526,1.0000007,2.3773154e-11,4999.833604264777,4999.833604264777,1.0034565,0.005,9.509358e-07,4999.826,0.99824786
0.35,4268.4385,4949.8233797591465,100.0,1.0,495.01,0.01,200,200.0,100,249982.1966182765,497.476,2,249982.1966182765,0.01,1.0,3.5044917e-18,4949.8233797591465,4949.8233797591465,1.0,0.009999998,,4949.8237,1.0
0.35,4494.581,4999.79982413377,198.98721340649107,1.0012531,500.0,0.0042955168,200,198.81002292027154,100,0.031775409478098246,310.21124,1,0.031775409478098246,0.0064605125,1.0059855,1.2788318e-07,4999.79982413377,4999.79982413377,1.2937217,0.005,0.0051281555,4977.833,0.86017996
0.35,4318.4233,4999.808651348182,100.0,1.0,500.0,0.01,200,200.0,100,0.03532579625810373,0.18701676,2,0.03532579625810373,0.01,1.0,3.5044917e-18,4999.808651348182,4999.808651348182,1.0,0.009999998,,4999.8086,1.0
0.35,4517.984,4999.782979102848,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.03295034977826941,0.1842885,1,0.03295034977826941,0.005,1.0,2.179301e-19,4999.782979102848,4999.782979102848,1.0,0.0049999994,,4999.796,1.0
0.35,4318.4434,4999.828674862687,100.0,1.0,500.0,0.01,200,200.0,100,0.0429999023216417,0.20631605,2,0.0429999023216417,0.01,1.0,3.5044917e-18,4999.828674862687,4999.828674862687,1.0,0.009999998,,4999.8286,1.0
0.35,4518.0005,4999.795260530089,199.99996989335665,1.000015,500.0,0.0049894624,200,199.99997615814493,100,0.03898986328451545,0.20205665,1,0.03898986328451545,0.0050019994,1.0000001,3.2049454e-12,4999.795260530089,4999.795260530089,1.000415,0.005,1.2820287e-07,4999.8125,0.99790746
0.35,4318.428,4999.813485576627,100.0,1.0,500.0,0.01,200,200.0,100,0.03267246027420852,0.17986213,2,0.03267246027420852,0.01,1.0,3.5044917e-18,4999.813485576627,4999.813485576627,1.0,0.009999998,,4999.8135,1.0
0.35,4518.004,4999.817558454076,199.9999833325118,1.0000061,500.0,0.00499809,200,200.0,100,0.026903075884718106,0.1717322,1,0.026903075884718106,0.005003111,1.0,8.0736996e-13,4999.817558454076,4999.817558454076,1.0006282,0.005,3.229361e-08,4999.816,0.9996241
0.35,4318.4224,4999.807872231018,100.0,1.0,500.0,0.01,200,200.0,100,0.036973061321420614,0.19134341,2,0.036973061321420614,0.01,1.0,3.5044917e-18,4999.807872231018,4999.807872231018,1.0,0.009999998,,4999.8076,1.0
0.35,4518.0093,4999.8342310432445,199.9994290490762,0.9999755,500.0,0.0049516438,200,199.9998331071339,100,0.03027486757923789,0.1826252,1,0.03027486757923789,0.0050256522,1.0000008,6.988975e-11,4999.8342310432445,4999.8342310432445,1.0051059,0.005,2.7954545e-06,4999.8213,0.99030447
