AvgEpLen,VarJ,VarVanillaIw,eRenyi2,IterType,VarDiscRet,EpsThisIter,MinNormIw,BatchSize,AvgDiscRet,VarRet,AvgNormIw,ESSRenyi,AvgVanillaIw,VarNormIw,AvgRet,Bound,MaxNormIw,ESSClassic,VanillaAvgRet,MaxVanillaIw,Delta,MinVanillaIw,J
236.56,74.9483,,1.0,2,5720.84067814,100,0.0025,500,-37.4244707418,5720.84067814,0.0025,500.0,1.0,5.4346e-20,-37.4244707418,-43.8211,0.0025,400.0,-37.4244707418,1.0,0.8,1.0,-40.8653
221.57,74.7992,1.86714e-11,1.0,1,5560.86016821,100,0.00199995,500,-41.5180063828,5560.86016821,0.002,500.0,1.0,7.47711e-17,-41.5180063828,-43.6396,0.00200003,500.000176491,-41.5180063828,1.00001,0.8,0.999977,-40.9958
222.85,75.4204,,1.0,2,5745.69416867,100,0.01,500,-39.9861144413,5745.69416867,0.01,500.0,1.0,3.50449e-18,-39.9861144413,-45.6618,0.01,100.0,-39.9861144413,1.0,0.8,1.0,-39.9861
235.25,75.7598,,1.0,2,5843.993529,100,0.005,500,-36.7270193458,5843.993529,0.005,500.0,1.0,2.1793e-19,-36.7270193458,-42.3699,0.005,200.000000102,-36.7270193458,1.0,0.8,1.0,-38.3566
214.65,74.8077,,1.0,2,5337.27904344,100,0.00333333,500,-44.5478643424,5337.27904344,0.00333333,500.0,1.0,5.43914e-20,-44.5478643424,-43.8044,0.00333333,299.999969474,-44.5478643424,1.0,0.8,1.0,-40.4203
213.41,74.4435,,1.0,2,5416.0876248,100,0.0025,500,-45.1607418298,5416.0876248,0.0025,500.0,1.0,5.4346e-20,-45.1607418298,-44.5361,0.0025,400.0,-45.1607418298,1.0,0.8,1.0,-41.6054
252.21,74.8301,,1.0,1,5827.74183846,100,0.002,500,-32.8812696462,5827.74183846,0.002,500.0,1.0,5.43187e-20,-32.8812696462,-42.4819,0.002,500.000006643,-32.8812696462,1.0,0.8,1.0,-39.8606
186.04,70.5504,,1.0,2,5027.64146611,100,0.01,500,-53.7958745813,5027.64146611,0.01,500.0,1.0,3.50449e-18,-53.7958745813,-59.5856,0.01,100.0,-53.7958745813,1.0,0.8,1.0,-53.7959
182.11,70.3279,,1.0,2,4964.26729665,100,0.005,500,-53.5355071354,4964.26729665,0.005,500.0,1.0,2.1793e-19,-53.5355071354,-57.7596,0.005,200.000000102,-53.5355071354,1.0,0.8,1.0,-53.6657
222.86,71.6214,,1.0,2,5462.02431805,100,0.00333333,500,-42.0811454198,5462.02431805,0.00333333,500.0,1.0,5.43914e-20,-42.0811454198,-53.163,0.00333333,299.999969474,-42.0811454198,1.0,0.8,1.0,-49.8042
209.64,72.145,,1.0,2,5479.66904697,100,0.0025,500,-47.016548125,5479.66904697,0.0025,500.0,1.0,5.4346e-20,-47.016548125,-52.0161,0.0025,400.0,-47.016548125,1.0,0.8,1.0,-49.1073
244.76,72.9553,,1.0,1,5694.88537546,100,0.002,500,-35.1962360802,5694.88537546,0.002,500.0,1.0,5.43187e-20,-35.1962360802,-48.9268,0.002,500.000006643,-35.1962360802,1.0,0.8,1.0,-46.3251
187.65,69.3718,,1.0,2,4861.05555275,100,0.01,500,-52.6071682254,4861.05555275,0.01,500.0,1.0,3.50449e-18,-52.6071682254,-58.5139,0.01,100.0,-52.6071682254,1.0,0.8,1.0,-52.6072
204.13,71.1619,,1.0,2,5363.17711412,100,0.005,500,-49.1339607598,5363.17711412,0.005,500.0,1.0,2.1793e-19,-49.1339607598,-55.0472,0.005,200.000000102,-49.1339607598,1.0,0.8,1.0,-50.8706
253.22,73.8247,,1.0,2,6023.60678903,100,0.00333333,500,-31.1657392131,6023.60678903,0.00333333,500.0,1.0,5.43914e-20,-31.1657392131,-47.7125,0.00333333,299.999969474,-31.1657392131,1.0,0.8,1.0,-44.3023
222.54,74.2115,,1.0,2,5733.8043409,100,0.0025,500,-42.4215139578,5733.8043409,0.0025,500.0,1.0,5.4346e-20,-42.4215139578,-46.7855,0.0025,400.0,-42.4215139578,1.0,0.8,1.0,-43.8321
249.91,74.612,,1.0,1,5773.35303605,100,0.002,500,-33.2385294061,5773.35303605,0.002,500.0,1.0,5.43187e-20,-33.2385294061,-44.3703,0.002,500.000006643,-33.2385294061,1.0,0.8,1.0,-41.7134
213.75,74.6247,,1.0,2,5625.10243433,100,0.01,500,-45.0691415697,5625.10243433,0.01,500.0,1.0,3.50449e-18,-45.0691415697,-50.6576,0.01,100.0,-45.0691415697,1.0,0.8,1.0,-45.0691
204.77,74.3407,,1.0,2,5536.94560237,100,0.005,500,-47.3756498618,5536.94560237,0.005,500.0,1.0,2.1793e-19,-47.3756498618,-50.2756,0.005,200.000000102,-47.3756498618,1.0,0.8,1.0,-46.2224
231.32,74.8204,,1.0,2,5766.77758406,100,0.00333333,500,-39.2860595828,5766.77758406,0.00333333,500.0,1.0,5.43914e-20,-39.2860595828,-47.3158,0.00333333,299.999969474,-39.2860595828,1.0,0.8,1.0,-43.9103
176.99,73.6301,,1.0,2,4820.41896322,100,0.0025,500,-56.5098775168,4820.41896322,0.0025,500.0,1.0,5.4346e-20,-56.5098775168,-50.0094,0.0025,400.0,-56.5098775168,1.0,0.8,1.0,-47.0602
194.46,73.339,,1.0,1,5249.6354963,100,0.002,500,-50.6548948147,5249.6354963,0.002,500.0,1.0,5.43187e-20,-50.6548948147,-50.417,0.002,500.000006643,-50.6548948147,1.0,0.8,1.0,-47.7791
226.64,75.4776,,1.0,2,5754.41558076,100,0.01,500,-40.5410486452,5754.41558076,0.01,500.0,1.0,3.50449e-18,-40.5410486452,-46.1525,0.01,100.0,-40.5410486452,1.0,0.8,1.0,-40.541
254.1,75.9876,,1.0,2,5857.60432526,100,0.005,500,-30.3091147339,5857.60432526,0.005,500.0,1.0,2.1793e-19,-30.3091147339,-39.4479,0.005,200.000000102,-30.3091147339,1.0,0.8,1.0,-35.4251
209.48,74.893,,1.0,2,5248.2784635,100,0.00333333,500,-46.572460318,5248.2784635,0.00333333,500.0,1.0,5.43914e-20,-46.572460318,-42.5634,0.00333333,299.999969474,-46.572460318,1.0,0.8,1.0,-39.1409
231.61,74.744,,1.0,2,5575.18727703,100,0.0025,500,-39.8421986173,5575.18727703,0.0025,500.0,1.0,5.4346e-20,-39.8421986173,-42.2802,0.0025,400.0,-39.8421986173,1.0,0.8,1.0,-39.3162
231.41,74.975,,1.0,1,5817.73273734,100,0.002,500,-39.3395289223,5817.73273734,0.002,500.0,1.0,5.43187e-20,-39.3395289223,-41.9719,0.002,500.000006643,-39.3395289223,1.0,0.8,1.0,-39.3209
226.03,73.6144,,1.0,2,5473.82162613,100,0.01,500,-40.029284494,5473.82162613,0.01,500.0,1.0,3.50449e-18,-40.029284494,-45.9499,0.01,100.0,-40.029284494,1.0,0.8,1.0,-40.0293
200.17,72.5889,,1.0,2,5125.42777019,100,0.005,500,-49.5200496382,5125.42777019,0.005,500.0,1.0,2.1793e-19,-49.5200496382,-48.9611,0.005,200.000000102,-49.5200496382,1.0,0.8,1.0,-44.7747
249.48,73.4723,,1.0,2,5624.3858511,100,0.00333333,500,-33.2791607767,5624.3858511,0.00333333,500.0,1.0,5.43914e-20,-33.2791607767,-44.3611,0.00333333,299.999969474,-33.2791607767,1.0,0.8,1.0,-40.9428
235.55,73.9819,,1.0,2,5744.98387883,100,0.0025,500,-37.0697513122,5744.98387883,0.0025,500.0,1.0,5.4346e-20,-37.0697513122,-42.9348,0.0025,400.0,-37.0697513122,1.0,0.8,1.0,-39.9746
223.71,74.0028,,1.0,1,5543.96485549,100,0.002,500,-40.5034466908,5543.96485549,0.002,500.0,1.0,5.43187e-20,-40.5034466908,-42.7281,0.002,500.000006643,-40.5034466908,1.0,0.8,1.0,-40.0803
229.91,74.7581,,1.0,2,5645.21989291,100,0.01,500,-36.0326652684,5645.21989291,0.01,500.0,1.0,3.50449e-18,-36.0326652684,-41.7287,0.01,100.0,-36.0326652684,1.0,0.8,1.0,-36.0327
215.21,74.169,,1.0,2,5433.76572894,100,0.005,500,-44.2655819362,5433.76572894,0.005,500.0,1.0,2.1793e-19,-44.2655819362,-44.1768,0.005,200.000000102,-44.2655819362,1.0,0.8,1.0,-40.1491
