AvgEpLen,VarJ,VarVanillaIw,eRenyi2,IterType,VarDiscRet,EpsThisIter,MinNormIw,BatchSize,AvgDiscRet,VarRet,AvgNormIw,ESSRenyi,AvgVanillaIw,VarNormIw,AvgRet,Bound,MaxNormIw,ESSClassic,VanillaAvgRet,MaxVanillaIw,Delta,MinVanillaIw,J
217.6,73.6649,,1.0,2,5380.78836692,100,0.005,500,-44.9766763032,5380.78836692,0.005,500.0,1.0,2.1793e-19,-44.9766763032,-47.9395,0.005,200.000000102,-44.9766763032,1.0,0.8,1.0,-43.9188
249.78,74.4938,,1.0,2,5774.58734299,100,0.00333333,500,-33.0966254715,5774.58734299,0.00333333,500.0,1.0,5.43914e-20,-33.0966254715,-43.6416,0.00333333,299.999969474,-33.0966254715,1.0,0.8,1.0,-40.3114
192.42,73.7213,,1.0,2,5020.96620759,100,0.0025,500,-52.9915826597,5020.96620759,0.0025,500.0,1.0,5.4346e-20,-52.9915826597,-46.3655,0.0025,400.0,-52.9915826597,1.0,0.8,1.0,-43.4815
257.7,349.956,77.5678,21.5355,1,5632.10729452,100,1.09958e-09,500,-32.2953352268,5632.10729452,0.002,23.2174909161,1.53095,0.000132379,-32.2953352268,-12.6688,0.192986,14.6935127242,-32.2953352268,147.726,0.8,8.41699e-07,-0.294106
239.5,74.7247,,1.0,2,5640.18190896,100,0.01,500,-35.7214939931,5640.18190896,0.01,500.0,1.0,3.50449e-18,-35.7214939931,-41.2651,0.01,100.0,-35.7214939931,1.0,0.8,1.0,-35.7215
208.98,74.5134,,1.0,2,5520.522434,100,0.005,500,-46.246628599,5520.522434,0.005,500.0,1.0,2.1793e-19,-46.246628599,-44.996,0.005,200.000000102,-46.246628599,1.0,0.8,1.0,-40.9841
191.65,73.1892,,1.0,2,4910.56916576,100,0.00333333,500,-53.4751316855,4910.56916576,0.00333333,500.0,1.0,5.43914e-20,-53.4751316855,-48.5339,0.00333333,299.999969474,-53.4751316855,1.0,0.8,1.0,-45.1478
178.3,72.2694,,1.0,2,4754.39966976,100,0.0025,500,-57.5117875815,4754.39966976,0.0025,500.0,1.0,5.4346e-20,-57.5117875815,-51.1713,0.0025,400.0,-57.5117875815,1.0,0.8,1.0,-48.2388
203.9,378.798,56.1327,15.5717,1,5278.08408572,100,2.16053e-07,500,-47.3781047293,5278.08408572,0.002,32.1096045988,1.45546,0.000105992,-47.3781047293,-30.2471,0.224284,18.2181821704,-47.3781047293,163.218,0.8,0.000157228,-19.8968
241.82,74.7595,,1.0,2,5645.43167296,100,0.01,500,-35.0286275434,5645.43167296,0.01,500.0,1.0,3.50449e-18,-35.0286275434,-40.8661,0.01,100.0,-35.0286275434,1.0,0.8,1.0,-35.0286
257.91,75.1695,,1.0,2,5761.21899485,100,0.005,500,-30.9498565181,5761.21899485,0.005,500.0,1.0,2.1793e-19,-30.9498565181,-37.624,0.005,200.000000102,-30.9498565181,1.0,0.8,1.0,-32.9892
223.15,75.7022,,1.0,2,5889.86595527,100,0.00333333,500,-42.5235872544,5889.86595527,0.00333333,500.0,1.0,5.43914e-20,-42.5235872544,-39.9516,0.00333333,299.999969474,-42.5235872544,1.0,0.8,1.0,-36.1674
192.15,74.3811,,1.0,2,4775.75711408,100,0.0025,500,-52.8906953885,4775.75711408,0.0025,500.0,1.0,5.4346e-20,-52.8906953885,-43.6254,0.0025,400.0,-52.8906953885,1.0,0.8,1.0,-40.3482
221.64,384.369,2838.71,128.682,1,5708.18837318,100,1.43786e-22,500,-41.529971859,5708.18837318,0.002,3.88554388662,2.91673,0.00133472,-41.529971859,5.91588,0.815639,1.49695037889,-41.529971859,1189.5,0.8,2.09692e-19,39.1676
254.54,75.2882,,1.0,2,5725.56246112,100,0.01,500,-31.1763395707,5725.56246112,0.01,500.0,1.0,3.50449e-18,-31.1763395707,-36.7236,0.01,100.0,-31.1763395707,1.0,0.8,1.0,-31.1763
235.99,74.8943,,1.0,2,5593.95699346,100,0.005,500,-36.0741578847,5593.95699346,0.005,500.0,1.0,2.1793e-19,-36.0741578847,-37.9623,0.005,200.000000102,-36.0741578847,1.0,0.8,1.0,-33.6252
240.66,75.3837,,1.0,2,5883.58610032,100,0.00333333,500,-36.3691309992,5883.58610032,0.00333333,500.0,1.0,5.43914e-20,-36.3691309992,-38.0811,0.00333333,299.999969474,-36.3691309992,1.0,0.8,1.0,-34.5399
199.76,74.8052,,1.0,2,5198.89839401,100,0.0025,500,-50.3834434515,5198.89839401,0.0025,500.0,1.0,5.4346e-20,-50.3834434515,-41.5675,0.0025,400.0,-50.3834434515,1.0,0.8,1.0,-38.5008
183.44,180.956,4.4446,5.37606,1,5012.29944228,100,1.79363e-05,500,-55.51021199,5012.29944228,0.002,93.0049802176,0.989544,1.81561e-05,-55.51021199,-33.0879,0.0750226,90.4167445429,-55.51021199,37.1191,0.8,0.00887439,-26.7279
199.96,71.932,,1.0,2,5226.48109028,100,0.01,500,-50.9930928522,5226.48109028,0.01,500.0,1.0,3.50449e-18,-50.9930928522,-56.5545,0.01,100.0,-50.9930928522,1.0,0.8,1.0,-50.9931
223.72,73.101,,1.0,2,5525.34859348,100,0.005,500,-41.6993049963,5525.34859348,0.005,500.0,1.0,2.1793e-19,-41.6993049963,-50.4319,0.005,200.000000102,-41.6993049963,1.0,0.8,1.0,-46.3462
213.36,72.7608,,1.0,2,5245.00186419,100,0.00333333,500,-44.4630627556,5245.00186419,0.00333333,500.0,1.0,5.43914e-20,-44.4630627556,-49.0544,0.00333333,299.999969474,-44.4630627556,1.0,0.8,1.0,-45.7185
195.8,72.4595,,1.0,2,5150.22763539,100,0.0025,500,-50.9335641806,5150.22763539,0.0025,500.0,1.0,5.4346e-20,-50.9335641806,-49.9113,0.0025,400.0,-50.9335641806,1.0,0.8,1.0,-47.0223
222.21,671.613,405.386,105.983,1,5559.76221178,100,,500,-41.4778795173,5559.76221178,0.002,4.71773393855,1.81775,0.000490748,-41.4778795173,-9.00664,0.407237,4.0505000521,-41.4778795173,370.128,0.8,,17.5951
218.62,74.3037,,1.0,2,5576.80203013,100,0.01,500,-43.1513736947,5576.80203013,0.01,500.0,1.0,3.50449e-18,-43.1513736947,-48.7613,0.01,100.0,-43.1513736947,1.0,0.8,1.0,-43.1514
246.43,75.6581,,1.0,2,5938.95506728,100,0.005,500,-33.3844251916,5938.95506728,0.005,500.0,1.0,2.1793e-19,-33.3844251916,-42.406,0.005,200.000000102,-33.3844251916,1.0,0.8,1.0,-38.2679
187.91,73.9412,,1.0,2,4833.99925909,100,0.00333333,500,-54.1392741503,4833.99925909,0.00333333,500.0,1.0,5.43914e-20,-54.1392741503,-46.9371,0.00333333,299.999969474,-54.1392741503,1.0,0.8,1.0,-43.5584
222.8,74.1538,,1.0,2,5649.47419656,100,0.0025,500,-42.9222951447,5649.47419656,0.0025,500.0,1.0,5.4346e-20,-42.9222951447,-46.3254,0.0025,400.0,-42.9222951447,1.0,0.8,1.0,-43.3993
240.99,165.987,2.64023,7.91367,1,5905.35537816,100,7.68044e-09,500,-35.4294217954,5905.35537816,0.002,63.1818292468,0.904155,1.29186e-05,-35.4294217954,-36.6124,0.0377251,118.393970506,-35.4294217954,17.0547,0.8,3.47216e-06,-29.2501
232.53,75.8275,,1.0,2,5807.88206485,100,0.01,500,-38.6161006578,5807.88206485,0.01,500.0,1.0,3.50449e-18,-38.6161006578,-44.3895,0.01,100.0,-38.6161006578,1.0,0.8,1.0,-38.6161
244.48,76.6427,,1.0,2,6045.13862532,100,0.005,500,-33.3806911636,6045.13862532,0.005,500.0,1.0,2.1793e-19,-33.3806911636,-40.3356,0.005,200.000000102,-33.3806911636,1.0,0.8,1.0,-35.9984
207.47,75.8081,,1.0,2,5474.6375504,100,0.00333333,500,-46.4262781758,5474.6375504,0.00333333,500.0,1.0,5.43914e-20,-46.4262781758,-43.0157,0.00333333,299.999969474,-46.4262781758,1.0,0.8,1.0,-39.4744
230.59,76.0272,,1.0,2,5938.26849949,100,0.0025,500,-38.2619685365,5938.26849949,0.0025,500.0,1.0,5.4346e-20,-38.2619685365,-42.2381,0.0025,400.0,-38.2619685365,1.0,0.8,1.0,-39.1713
251.91,76.2359,,1.0,1,5964.68197725,100,0.002,500,-32.6590667696,5964.68197725,0.002,500.0,1.0,5.43187e-20,-32.6590667696,-40.6119,0.002,500.000006643,-32.6590667696,1.0,0.8,1.0,-37.8688
201.21,73.005,,1.0,2,5383.56913813,100,0.01,500,-48.0026848452,5383.56913813,0.01,500.0,1.0,3.50449e-18,-48.0026848452,-54.1249,0.01,100.0,-48.0026848452,1.0,0.8,1.0,-48.0027
290.14,75.931,,1.0,2,5841.53912894,100,0.005,500,-19.0826372962,5841.53912894,0.005,500.0,1.0,2.1793e-19,-19.0826372962,-37.8717,0.005,200.000000102,-19.0826372962,1.0,0.8,1.0,-33.5427
263.5,76.1584,,1.0,2,5893.87738655,100,0.00333333,500,-26.36598979,5893.87738655,0.00333333,500.0,1.0,5.43914e-20,-26.36598979,-34.6851,0.00333333,299.999969474,-26.36598979,1.0,0.8,1.0,-31.1504
231.45,75.6505,,1.0,2,5499.67048928,100,0.0025,500,-39.0678308961,5499.67048928,0.0025,500.0,1.0,5.4346e-20,-39.0678308961,-36.1909,0.0025,400.0,-39.0678308961,1.0,0.8,1.0,-33.1298
223.05,75.3891,,1.0,1,5520.88114066,100,0.002,500,-41.783911501,5520.88114066,0.002,500.0,1.0,5.43187e-20,-41.783911501,-37.5985,0.002,500.000006643,-41.783911501,1.0,0.8,1.0,-34.8606
248.17,75.7203,,1.0,2,5791.48189111,100,0.01,500,-32.3835728102,5791.48189111,0.01,500.0,1.0,3.50449e-18,-32.3835728102,-37.7973,0.01,100.0,-32.3835728102,1.0,0.8,1.0,-32.3836
240.92,76.6128,,1.0,2,6057.2861244,100,0.005,500,-36.5679073032,6057.2861244,0.005,500.0,1.0,2.1793e-19,-36.5679073032,-38.5038,0.005,200.000000102,-36.5679073032,1.0,0.8,1.0,-34.4757
222.74,76.2977,,1.0,2,5751.56909776,100,0.00333333,500,-41.2848374655,5751.56909776,0.00333333,500.0,1.0,5.43914e-20,-41.2848374655,-40.2312,0.00333333,299.999969474,-41.2848374655,1.0,0.8,1.0,-36.7454
245.28,76.1372,,1.0,2,5775.65889077,100,0.0025,500,-34.0175092118,5775.65889077,0.0025,500.0,1.0,5.4346e-20,-34.0175092118,-39.0822,0.0025,400.0,-34.0175092118,1.0,0.8,1.0,-36.0635
230.65,75.9626,,1.0,1,5721.06642419,100,0.002,500,-36.6506815602,5721.06642419,0.002,500.0,1.0,5.43187e-20,-36.6506815602,-38.8809,0.002,500.000006643,-36.6506815602,1.0,0.8,1.0,-36.1809
212.51,73.8006,,1.0,2,5501.53988379,100,0.01,500,-42.8292433479,5501.53988379,0.01,500.0,1.0,3.50449e-18,-42.8292433479,-48.462,0.01,100.0,-42.8292433479,1.0,0.8,1.0,-42.8292
236.09,74.4883,,1.0,2,5694.84853449,100,0.005,500,-37.8096484894,5694.84853449,0.005,500.0,1.0,2.1793e-19,-37.8096484894,-44.4831,0.005,200.000000102,-37.8096484894,1.0,0.8,1.0,-40.3194
235.37,74.8539,,1.0,2,5758.76572042,100,0.00333333,500,-36.2383862735,5758.76572042,0.00333333,500.0,1.0,5.43914e-20,-36.2383862735,-42.3587,0.00333333,299.999969474,-36.2383862735,1.0,0.8,1.0,-38.9591
235.92,75.076,,1.0,2,5789.43844636,100,0.0025,500,-36.431419783,5789.43844636,0.0025,500.0,1.0,5.4346e-20,-36.431419783,-41.2713,0.0025,400.0,-36.431419783,1.0,0.8,1.0,-38.3272
234.5,74.8579,,1.0,1,5527.26129207,100,0.002,500,-37.2906245047,5527.26129207,0.002,500.0,1.0,5.43187e-20,-37.2906245047,-40.7532,0.002,500.000006643,-37.2906245047,1.0,0.8,1.0,-38.1199
227.2,74.6223,,1.0,2,5624.74012188,100,0.01,500,-39.6877288791,5624.74012188,0.01,500.0,1.0,3.50449e-18,-39.6877288791,-45.6529,0.01,100.0,-39.6877288791,1.0,0.8,1.0,-39.6877
239.39,75.3425,,1.0,2,5827.63801943,100,0.005,500,-34.1869753142,5827.63801943,0.005,500.0,1.0,2.1793e-19,-34.1869753142,-41.1554,0.005,200.000000102,-34.1869753142,1.0,0.8,1.0,-36.9374
214.25,75.0014,,1.0,2,5532.73767783,100,0.00333333,500,-45.1751959038,5532.73767783,0.00333333,500.0,1.0,5.43914e-20,-45.1751959038,-43.1273,0.00333333,299.999969474,-45.1751959038,1.0,0.8,1.0,-39.6833
240.12,75.3851,,1.0,2,5903.16560862,100,0.0025,500,-35.6975946764,5903.16560862,0.0025,500.0,1.0,5.4346e-20,-35.6975946764,-41.6694,0.0025,400.0,-35.6975946764,1.0,0.8,1.0,-38.6869
227.0,74.99,4.09136e-12,1.0,1,5429.47645732,100,0.00199999,500,-42.337156959,5429.47645732,0.002,500.0,1.0,1.64942e-17,-42.337156959,-42.0846,0.00200002,499.999921343,-42.337156959,1.00001,0.8,0.999993,-39.4169
207.45,73.274,,1.0,2,5423.30785572,100,0.01,500,-45.0678488784,5423.30785572,0.01,500.0,1.0,3.50449e-18,-45.0678488784,-51.4213,0.01,100.0,-45.0678488784,1.0,0.8,1.0,-45.0678
196.08,72.5557,,1.0,2,5195.41553294,100,0.005,500,-50.7477367933,5195.41553294,0.005,500.0,1.0,2.1793e-19,-50.7477367933,-52.4004,0.005,200.000000102,-50.7477367933,1.0,0.8,1.0,-47.9078
245.08,73.9604,,1.0,2,5844.28675692,100,0.00333333,500,-35.9147459453,5844.28675692,0.00333333,500.0,1.0,5.43914e-20,-35.9147459453,-47.5783,0.00333333,299.999969474,-35.9147459453,1.0,0.8,1.0,-43.9101
200.13,73.4355,,1.0,2,5188.31596403,100,0.0025,500,-49.5951005935,5188.31596403,0.0025,500.0,1.0,5.4346e-20,-49.5951005935,-48.5081,0.0025,400.0,-49.5951005935,1.0,0.8,1.0,-45.3314
223.55,73.8573,3.52973e-11,1.00001,1,5753.28598254,100,0.00199996,500,-42.2383776534,5753.28598254,0.002,499.996185332,1.0,1.41286e-16,-42.2383776534,-47.5541,0.0020001,499.999787516,-42.2383776534,1.00005,0.8,0.999981,-44.7127
226.15,74.8414,,1.0,2,5657.80778625,100,0.01,500,-39.6496194572,5657.80778625,0.01,500.0,1.0,3.50449e-18,-39.6496194572,-45.4582,0.01,100.0,-39.6496194572,1.0,0.8,1.0,-39.6496
248.87,75.3679,,1.0,2,5803.37169876,100,0.005,500,-34.3451503194,5803.37169876,0.005,500.0,1.0,2.1793e-19,-34.3451503194,-41.1047,0.005,200.000000102,-34.3451503194,1.0,0.8,1.0,-36.9974
203.14,74.5757,,1.0,2,5308.17652506,100,0.00333333,500,-47.1608075147,5308.17652506,0.00333333,500.0,1.0,5.43914e-20,-47.1608075147,-43.7388,0.00333333,299.999969474,-47.1608075147,1.0,0.8,1.0,-40.3852
263.57,75.1338,,1.0,2,5841.11371857,100,0.0025,500,-28.1065947481,5841.11371857,0.0025,500.0,1.0,5.4346e-20,-28.1065947481,-40.2344,0.0025,400.0,-28.1065947481,1.0,0.8,1.0,-37.3155
235.84,75.359,,1.0,1,5873.06617247,100,0.002,500,-37.7924745586,5873.06617247,0.002,500.0,1.0,5.43187e-20,-37.7924745586,-40.309,0.002,500.000006643,-37.7924745586,1.0,0.8,1.0,-37.4109
211.9,73.3495,,1.0,2,5434.49297222,100,0.01,500,-46.1349419135,5434.49297222,0.01,500.0,1.0,3.50449e-18,-46.1349419135,-51.6145,0.01,100.0,-46.1349419135,1.0,0.8,1.0,-46.1349
218.93,73.4184,,1.0,2,5449.56082857,100,0.005,500,-42.8739301294,5449.56082857,0.005,500.0,1.0,2.1793e-19,-42.8739301294,-48.3791,0.005,200.000000102,-42.8739301294,1.0,0.8,1.0,-44.5044
226.59,74.5095,,1.0,2,5917.31977265,100,0.00333333,500,-39.5559388489,5917.31977265,0.00333333,500.0,1.0,5.43914e-20,-39.5559388489,-46.0933,0.00333333,299.999969474,-39.5559388489,1.0,0.8,1.0,-42.8549
213.7,74.0291,,1.0,2,5318.50007678,100,0.0025,500,-43.9402178899,5318.50007678,0.0025,500.0,1.0,5.4346e-20,-43.9402178899,-46.0047,0.0025,400.0,-43.9402178899,1.0,0.8,1.0,-43.1263
204.29,73.7374,,1.0,1,5300.14470859,100,0.002,500,-47.8233189538,5300.14470859,0.002,500.0,1.0,5.43187e-20,-47.8233189538,-46.6402,0.002,500.000006643,-47.8233189538,1.0,0.8,1.0,-44.0657
222.31,75.3458,,1.0,2,5734.33724211,100,0.01,500,-41.8011764344,5734.33724211,0.01,500.0,1.0,3.50449e-18,-41.8011764344,-47.7277,0.01,100.0,-41.8011764344,1.0,0.8,1.0,-41.8012
222.25,74.8352,,1.0,2,5578.40019466,100,0.005,500,-40.3926666321,5578.40019466,0.005,500.0,1.0,2.1793e-19,-40.3926666321,-45.2876,0.005,200.000000102,-40.3926666321,1.0,0.8,1.0,-41.0969
245.16,74.701,,1.0,2,5566.52692087,100,0.00333333,500,-34.4737977353,5566.52692087,0.00333333,500.0,1.0,5.43914e-20,-34.4737977353,-42.3109,0.00333333,299.999969474,-34.4737977353,1.0,0.8,1.0,-38.8892
223.27,74.6301,,1.0,2,5588.21370358,100,0.0025,500,-41.6214490614,5588.21370358,0.0025,500.0,1.0,5.4346e-20,-41.6214490614,-42.5355,0.0025,400.0,-41.6214490614,1.0,0.8,1.0,-39.5723
240.02,74.9642,,1.0,1,5868.26861199,100,0.002,500,-36.0512009016,5868.26861199,0.002,500.0,1.0,5.43187e-20,-36.0512009016,-41.5185,0.002,500.000006643,-36.0512009016,1.0,0.8,1.0,-38.8681
210.21,74.4509,,1.0,2,5598.92610247,100,0.01,500,-47.9239079039,5598.92610247,0.01,500.0,1.0,3.50449e-18,-47.9239079039,-53.6692,0.01,100.0,-47.9239079039,1.0,0.8,1.0,-47.9239
235.8,74.8985,,1.0,2,5657.54489892,100,0.005,500,-35.6227601878,5657.54489892,0.005,500.0,1.0,2.1793e-19,-35.6227601878,-45.8359,0.005,200.000000102,-35.6227601878,1.0,0.8,1.0,-41.7733
218.2,74.8267,,1.0,2,5630.59916848,100,0.00333333,500,-43.9773650467,5630.59916848,0.00333333,500.0,1.0,5.43914e-20,-43.9773650467,-45.8251,0.00333333,299.999969474,-43.9773650467,1.0,0.8,1.0,-42.508
218.23,74.9945,,1.0,2,5756.81837877,100,0.0025,500,-43.2221889392,5756.81837877,0.0025,500.0,1.0,5.4346e-20,-43.2221889392,-45.5732,0.0025,400.0,-43.2221889392,1.0,0.8,1.0,-42.6866
196.66,74.3724,,1.0,1,5159.41415493,100,0.002,500,-50.727729296,5159.41415493,0.002,500.0,1.0,5.43187e-20,-50.727729296,-47.1014,0.002,500.000006643,-50.727729296,1.0,0.8,1.0,-44.2948
247.01,76.1777,,1.0,2,5861.6575527,100,0.01,500,-34.2155258176,5861.6575527,0.01,500.0,1.0,3.50449e-18,-34.2155258176,-40.1892,0.01,100.0,-34.2155258176,1.0,0.8,1.0,-34.2155
212.86,75.1147,,1.0,2,5475.67736953,100,0.005,500,-45.2140676711,5475.67736953,0.005,500.0,1.0,2.1793e-19,-45.2140676711,-43.9388,0.005,200.000000102,-45.2140676711,1.0,0.8,1.0,-39.7148
217.31,75.0576,,1.0,2,5661.02077851,100,0.00333333,500,-43.9734504086,5661.02077851,0.00333333,500.0,1.0,5.43914e-20,-43.9734504086,-44.5832,0.00333333,299.999969474,-43.9734504086,1.0,0.8,1.0,-41.1343
213.69,75.0659,,1.0,2,5686.06547784,100,0.0025,500,-44.6788338977,5686.06547784,0.0025,500.0,1.0,5.4346e-20,-44.6788338977,-45.1025,0.0025,400.0,-44.6788338977,1.0,0.8,1.0,-42.0205
200.43,74.6126,,1.0,1,5305.18167283,100,0.002,500,-49.3970096153,5305.18167283,0.002,500.0,1.0,5.43187e-20,-49.3970096153,-46.2525,0.002,500.000006643,-49.3970096153,1.0,0.8,1.0,-43.4958
240.97,76.0238,,1.0,2,5837.99279026,100,0.01,500,-37.0423342834,5837.99279026,0.01,500.0,1.0,3.50449e-18,-37.0423342834,-43.0218,0.01,100.0,-37.0423342834,1.0,0.8,1.0,-37.0423
231.61,76.2256,,1.0,2,5895.90500746,100,0.005,500,-39.9175078359,5895.90500746,0.005,500.0,1.0,2.1793e-19,-39.9175078359,-42.7214,0.005,200.000000102,-39.9175078359,1.0,0.8,1.0,-38.4799
259.44,76.2227,,1.0,2,5789.51796036,100,0.00333333,500,-27.7059547614,5789.51796036,0.00333333,500.0,1.0,5.43914e-20,-27.7059547614,-38.3518,0.00333333,299.999969474,-27.7059547614,1.0,0.8,1.0,-34.8886
236.66,76.1996,,1.0,2,5851.979847,100,0.0025,500,-36.6536898218,5851.979847,0.0025,500.0,1.0,5.4346e-20,-36.6536898218,-38.3291,0.0025,400.0,-36.6536898218,1.0,0.8,1.0,-35.3299
261.82,76.214,3.9507e-12,1.0,1,5836.4231701,100,0.00199998,500,-28.3178130328,5836.4231701,0.002,500.0,1.0,1.57494e-17,-28.3178130328,-36.61,0.00200002,499.999945607,-28.3178130328,1.00001,0.8,0.99999,-33.9275
223.56,74.6393,,1.0,2,5627.29473643,100,0.01,500,-42.0832980914,5627.29473643,0.01,500.0,1.0,3.50449e-18,-42.0832980914,-47.8648,0.01,100.0,-42.0832980914,1.0,0.8,1.0,-42.0833
209.36,73.8673,,1.0,2,5390.18958104,100,0.005,500,-45.3814613177,5390.18958104,0.005,500.0,1.0,2.1793e-19,-45.3814613177,-47.8205,0.005,200.000000102,-45.3814613177,1.0,0.8,1.0,-43.7324
199.43,73.2771,,1.0,2,5224.92373736,100,0.00333333,500,-49.6260460774,5224.92373736,0.00333333,500.0,1.0,5.43914e-20,-49.6260460774,-49.1874,0.00333333,299.999969474,-49.6260460774,1.0,0.8,1.0,-45.6969
226.65,73.6795,,1.0,2,5642.54600211,100,0.0025,500,-40.5353245109,5642.54600211,0.0025,500.0,1.0,5.4346e-20,-40.5353245109,-47.4293,0.0025,400.0,-40.5353245109,1.0,0.8,1.0,-44.4065
222.49,74.0332,,1.0,1,5739.91175765,100,0.002,500,-41.3688721192,5739.91175765,0.002,500.0,1.0,5.43187e-20,-41.3688721192,-46.5027,0.002,500.000006643,-41.3688721192,1.0,0.8,1.0,-43.799
191.8,70.959,,1.0,2,5086.04190051,100,0.01,500,-51.2257582349,5086.04190051,0.01,500.0,1.0,3.50449e-18,-51.2257582349,-56.7098,0.01,100.0,-51.2257582349,1.0,0.8,1.0,-51.2258
222.31,73.4174,,1.0,2,5758.52688881,100,0.005,500,-41.8335469112,5758.52688881,0.005,500.0,1.0,2.1793e-19,-41.8335469112,-50.6827,0.005,200.000000102,-41.8335469112,1.0,0.8,1.0,-46.5297
217.6,73.6086,,1.0,2,5521.96577601,100,0.00333333,500,-43.1303638709,5521.96577601,0.00333333,500.0,1.0,5.43914e-20,-43.1303638709,-48.7875,0.00333333,299.999969474,-43.1303638709,1.0,0.8,1.0,-45.3966
217.64,74.0558,,1.0,2,5734.90431299,100,0.0025,500,-42.8654587796,5734.90431299,0.0025,500.0,1.0,5.4346e-20,-42.8654587796,-47.7004,0.0025,400.0,-42.8654587796,1.0,0.8,1.0,-44.7638
209.65,73.9864,4.19861e-11,1.00001,1,5483.18946209,100,0.00199995,500,-47.1360905668,5483.18946209,0.002,499.996185332,1.0,1.6817e-16,-47.1360905668,-47.8823,0.00200006,500.000116956,-47.1360905668,1.00003,0.8,0.999973,-45.2382
204.02,72.9908,,1.0,2,5381.4723653,100,0.01,500,-47.6842841307,5381.4723653,0.01,500.0,1.0,3.50449e-18,-47.6842841307,-53.4265,0.01,100.0,-47.6842841307,1.0,0.8,1.0,-47.6843
232.3,74.2617,,1.0,2,5727.75344704,100,0.005,500,-39.7517217651,5727.75344704,0.005,500.0,1.0,2.1793e-19,-39.7517217651,-47.8134,0.005,200.000000102,-39.7517217651,1.0,0.8,1.0,-43.718
215.12,74.2319,,1.0,2,5557.060742,100,0.00333333,500,-43.8901896528,5557.060742,0.00333333,500.0,1.0,5.43914e-20,-43.8901896528,-47.1192,0.00333333,299.999969474,-43.8901896528,1.0,0.8,1.0,-43.7754
257.87,74.9008,,1.0,2,5842.38568977,100,0.0025,500,-30.8412047184,5842.38568977,0.0025,500.0,1.0,5.4346e-20,-30.8412047184,-43.5413,0.0025,400.0,-30.8412047184,1.0,0.8,1.0,-40.5418
186.5,74.1181,3.90591e-12,1.0,1,4945.9965261,100,0.00199998,500,-53.307998455,4945.9965261,0.002,500.0,1.0,1.58573e-17,-53.307998455,-45.7778,0.00200002,500.000006643,-53.307998455,1.00001,0.8,0.999992,-43.0951
231.43,74.7581,,1.0,2,5645.22634767,100,0.01,500,-38.5258612466,5645.22634767,0.01,500.0,1.0,3.50449e-18,-38.5258612466,-44.3112,0.01,100.0,-38.5258612466,1.0,0.8,1.0,-38.5259
243.37,75.5265,,1.0,2,5860.19039457,100,0.005,500,-32.5016887935,5860.19039457,0.005,500.0,1.0,2.1793e-19,-32.5016887935,-39.6714,0.005,200.000000102,-32.5016887935,1.0,0.8,1.0,-35.5138
242.12,75.1306,,1.0,2,5580.52391518,100,0.00333333,500,-36.4743052284,5580.52391518,0.00333333,500.0,1.0,5.43914e-20,-36.4743052284,-39.2287,0.00333333,299.999969474,-36.4743052284,1.0,0.8,1.0,-35.834
258.88,75.3042,,1.0,2,5776.37065795,100,0.0025,500,-29.4628575265,5776.37065795,0.0025,500.0,1.0,5.4346e-20,-29.4628575265,-37.1811,0.0025,400.0,-29.4628575265,1.0,0.8,1.0,-34.2412
254.11,75.6828,,1.0,1,6004.45605198,100,0.002,500,-30.351327518,6004.45605198,0.002,500.0,1.0,5.43187e-20,-30.351327518,-36.0927,0.002,500.000006643,-30.351327518,1.0,0.8,1.0,-33.4632
216.09,73.7804,,1.0,2,5498.53318132,100,0.01,500,-44.6166861318,5498.53318132,0.01,500.0,1.0,3.50449e-18,-44.6166861318,-50.2784,0.01,100.0,-44.6166861318,1.0,0.8,1.0,-44.6167
222.41,74.1651,,1.0,2,5609.85169734,100,0.005,500,-41.9195525052,5609.85169734,0.005,500.0,1.0,2.1793e-19,-41.9195525052,-47.3018,0.005,200.000000102,-41.9195525052,1.0,0.8,1.0,-43.2681
177.97,72.9434,,1.0,2,4880.7795798,100,0.00333333,500,-57.1945662278,4880.7795798,0.00333333,500.0,1.0,5.43914e-20,-57.1945662278,-51.2037,0.00333333,299.999969474,-57.1945662278,1.0,0.8,1.0,-47.9103
205.16,73.1021,,1.0,2,5466.31461534,100,0.0025,500,-46.3549269755,5466.31461534,0.0025,500.0,1.0,5.4346e-20,-46.3549269755,-50.5154,0.0025,400.0,-46.3549269755,1.0,0.8,1.0,-47.5214
204.0,73.193,,1.0,1,5463.09551948,100,0.002,500,-49.0797322211,5463.09551948,0.002,500.0,1.0,5.43187e-20,-49.0797322211,-50.511,0.002,500.000006643,-49.0797322211,1.0,0.8,1.0,-47.8331
199.31,73.315,,1.0,2,5429.38984631,100,0.01,500,-48.9022359932,5429.38984631,0.01,500.0,1.0,3.50449e-18,-48.9022359932,-54.7127,0.01,100.0,-48.9022359932,1.0,0.8,1.0,-48.9022
214.08,73.1788,,1.0,2,5383.87079179,100,0.005,500,-45.6920309848,5383.87079179,0.005,500.0,1.0,2.1793e-19,-45.6920309848,-51.4058,0.005,200.000000102,-45.6920309848,1.0,0.8,1.0,-47.2971
162.96,71.7994,,1.0,2,4646.85606095,100,0.00333333,500,-62.5356693835,4646.85606095,0.00333333,500.0,1.0,5.43914e-20,-62.5356693835,-55.7313,0.00333333,299.999969474,-62.5356693835,1.0,0.8,1.0,-52.3766
