Delta,ESSClassic,MaxVanillaIw,J,VarVanillaIw,VarRet,MinVanillaIw,MinNormIw,IterType,VarDiscRet,VarNormIw,EpsThisIter,AvgVanillaIw,Bound,BatchSize,ESSRenyi,eRenyi2,AvgEpLen,AvgNormIw,MaxNormIw,VarJ,VanillaAvgRet,AvgDiscRet,AvgRet
0.3,100.0,1.0,4649.78,,4164.66710982,1.0,0.01,2,4164.66710982,3.50449e-18,100,1.0,3934.91,500,500.0,1.0,499.48,0.01,0.01,64.2108,4649.7789919,4649.7789919,4649.7789919
0.3,200.000000102,1.0,4652.71,,457.51973264,1.0,0.005,2,457.51973264,2.1793e-19,100,1.0,4147.22,500,500.0,1.0,500.0,0.005,0.005,47.9225,4655.63951365,4655.63951365,4655.63951365
0.3,299.999969474,1.0,4649.75,,11100.0393197,1.0,0.00333333,2,11100.0393197,5.43914e-20,100,1.0,4237.02,500,500.0,1.0,498.9,0.00333333,0.00333333,72.1913,4643.82954977,4643.82954977,4643.82954977
0.3,400.0,1.0,4645.59,,36551.413388,1.0,0.0025,2,36551.413388,5.4346e-20,100,1.0,4288.15,500,500.0,1.0,497.69,0.0025,0.0025,114.049,4633.11028268,4633.11028268,4633.11028268
0.3,495.179895133,1.16846,4649.98,0.00972363,526.83876747,0.50865,0.00101887,1,526.83876747,3.90145e-08,100,0.998461,4329.04,500,496.169867543,1.00772,500.0,0.002,0.00234052,72.0918,4653.29865651,4653.29865651,4653.29865651
0.3,100.0,1.0,4652.67,,1644.62639904,1.0,0.01,2,1644.62639904,3.50449e-18,100,1.0,3937.86,500,500.0,1.0,499.77,0.01,0.01,40.3507,4652.6738507,4652.6738507,4652.6738507
0.3,200.000000102,1.0,4652.67,,938.766197905,1.0,0.005,2,938.766197905,2.1793e-19,100,1.0,4147.22,500,500.0,1.0,499.79,0.005,0.005,35.76,4652.66539531,4652.66539531,4652.66539531
0.3,299.999969474,1.0,4652.62,,501.376944911,1.0,0.00333333,2,501.376944911,5.43914e-20,100,1.0,4239.92,500,500.0,1.0,500.0,0.00333333,0.00333333,31.9058,4652.5085407,4652.5085407,4652.5085407
0.3,400.0,1.0,4653.65,,321.567531694,1.0,0.0025,2,321.567531694,5.4346e-20,100,1.0,4296.24,500,500.0,1.0,500.0,0.0025,0.0025,29.0909,4656.75273451,4656.75273451,4656.75273451
0.3,498.160458215,1.1116,4652.1,0.00368991,18288.2260948,0.701483,0.00140492,1,18288.2260948,1.48008e-08,100,0.998607,4331.89,500,498.320458612,1.00337,498.46,0.002,0.00222631,49.6641,4639.91019364,4639.91019364,4639.91019364
0.3,100.0,1.0,4658.28,,332.138613142,1.0,0.01,2,332.138613142,3.50449e-18,100,1.0,3943.47,500,500.0,1.0,500.0,0.01,0.01,18.1333,4658.28274872,4658.28274872,4658.28274872
0.3,200.000000102,1.0,4657.14,,365.000544924,1.0,0.005,2,365.000544924,2.1793e-19,100,1.0,4151.67,500,500.0,1.0,500.0,0.005,0.005,18.6114,4656.00239223,4656.00239223,4656.00239223
0.3,299.999969474,1.0,4656.82,,381.540712001,1.0,0.00333333,2,381.540712001,5.43914e-20,100,1.0,4244.1,500,500.0,1.0,500.0,0.00333333,0.00333333,18.8955,4656.17278809,4656.17278809,4656.17278809
0.3,400.0,1.0,4651.26,,40126.9841406,1.0,0.0025,2,40126.9841406,5.4346e-20,100,1.0,4293.84,500,500.0,1.0,497.87,0.0025,0.0025,101.449,4634.57785368,4634.57785368,4634.57785368
0.3,496.967698497,1.17828,4652.74,0.00607276,13295.9337489,0.590953,0.0011859,1,13295.9337489,2.44555e-08,100,0.996632,4332.17,500,497.242071407,1.00555,498.82,0.002,0.00236452,71.8388,4648.20728734,4648.20728734,4648.20728734
0.3,100.0,1.0,4654.38,,473.344101247,1.0,0.01,2,473.344101247,3.50449e-18,100,1.0,3939.53,500,500.0,1.0,500.0,0.01,0.01,21.6474,4654.37943742,4654.37943742,4654.37943742
0.3,200.000000102,1.0,4655.6,,376.322925265,1.0,0.005,2,376.322925265,2.1793e-19,100,1.0,4150.13,500,500.0,1.0,500.0,0.005,0.005,20.5448,4656.83038163,4656.83038163,4656.83038163
0.3,299.999969474,1.0,4653.56,,616.807998856,1.0,0.00333333,2,616.807998856,5.43914e-20,100,1.0,4240.84,500,500.0,1.0,500.0,0.00333333,0.00333333,22.2111,4649.45923154,4649.45923154,4649.45923154
0.3,400.0,1.0,4653.04,,949.566025432,1.0,0.0025,2,949.566025432,5.4346e-20,100,1.0,4295.62,500,500.0,1.0,499.78,0.0025,0.0025,24.6131,4651.50689401,4651.50689401,4651.50689401
0.3,499.70602361,1.059,4654.12,0.000590007,573.215225522,0.818428,0.00163618,1,573.215225522,2.35807e-09,100,1.00042,4334.33,500,499.723289647,1.00055,500.0,0.002,0.00211712,23.945,4657.48698677,4657.48698677,4657.48698677
0.3,100.0,1.0,4645.85,,10950.5526341,1.0,0.01,2,10950.5526341,3.50449e-18,100,1.0,3931.1,500,500.0,1.0,498.93,0.01,0.01,104.12,4645.84628606,4645.84628606,4645.84628606
0.3,200.000000102,1.0,4649.52,,2685.14768692,1.0,0.005,2,2685.14768692,2.1793e-19,100,1.0,4144.03,500,500.0,1.0,499.52,0.005,0.005,82.2384,4653.19094604,4653.19094604,4653.19094604
0.3,299.999969474,1.0,4650.77,,408.239090355,1.0,0.00333333,2,408.239090355,5.43914e-20,100,1.0,4238.03,500,500.0,1.0,500.0,0.00333333,0.00333333,68.166,4653.26277283,4653.26277283,4653.26277283
0.3,400.0,1.0,4648.68,,6225.1922489,1.0,0.0025,2,6225.1922489,5.4346e-20,100,1.0,4291.24,500,500.0,1.0,499.03,0.0025,0.0025,70.9846,4642.40263526,4642.40263526,4642.40263526
0.3,494.62785825,1.1858,4649.18,0.0109001,41477.4749423,0.465757,0.000930787,1,41477.4749423,4.35323e-08,100,1.00078,4327.92,500,495.183000185,1.00973,497.85,0.002,0.00236975,61.7986,4631.76995125,4631.76995125,4631.76995125
0.3,100.0,1.0,4650.99,,594.914719527,1.0,0.01,2,594.914719527,3.50449e-18,100,1.0,3936.14,500,500.0,1.0,500.0,0.01,0.01,24.2686,4650.98930938,4650.98930938,4650.98930938
0.3,200.000000102,1.0,4653.0,,559.184033129,1.0,0.005,2,559.184033129,2.1793e-19,100,1.0,4147.52,500,500.0,1.0,500.0,0.005,0.005,23.9855,4655.00255078,4655.00255078,4655.00255078
0.3,299.999969474,1.0,4654.22,,625.856714498,1.0,0.00333333,2,625.856714498,5.43914e-20,100,1.0,4241.49,500,500.0,1.0,500.0,0.00333333,0.00333333,24.3529,4656.66669599,4656.66669599,4656.66669599
0.3,400.0,1.0,4654.11,,464.235933316,1.0,0.0025,2,464.235933316,5.4346e-20,100,1.0,4296.68,500,500.0,1.0,500.0,0.0025,0.0025,23.6587,4653.7846589,4653.7846589,4653.7846589
0.3,499.674200809,1.06528,4654.78,0.000653835,319.037545252,0.895617,0.00179012,1,319.037545252,2.6121e-09,100,1.00062,4334.98,500,499.675782289,1.00065,500.0,0.002,0.00212925,22.2037,4656.42335904,4656.42335904,4656.42335904
0.3,100.0,1.0,4656.67,,552.019702053,1.0,0.01,2,552.019702053,3.50449e-18,100,1.0,3941.82,500,500.0,1.0,500.0,0.01,0.01,23.3774,4656.6696523,4656.6696523,4656.6696523
0.3,200.000000102,1.0,4654.51,,1028.9175644,1.0,0.005,2,1028.9175644,2.1793e-19,100,1.0,4149.04,500,500.0,1.0,499.94,0.005,0.005,28.0573,4652.35729677,4652.35729677,4652.35729677
0.3,299.999969474,1.0,4652.87,,2127.01965376,1.0,0.00333333,2,2127.01965376,5.43914e-20,100,1.0,4240.15,500,500.0,1.0,499.69,0.00333333,0.00333333,35.1021,4649.56920802,4649.56920802,4649.56920802
0.3,400.0,1.0,4648.92,,22908.2005824,1.0,0.0025,2,22908.2005824,5.4346e-20,100,1.0,4291.48,500,500.0,1.0,498.51,0.0025,0.0025,81.4903,4637.07057956,4637.07057956,4637.07057956
0.3,495.065576651,1.14661,4650.96,0.00982705,2476.17686363,0.500143,0.00100841,1,2476.17686363,3.99496e-08,100,0.99194,4330.01,500,496.141460805,1.00778,499.69,0.002,0.00231185,44.7035,4644.3270359,4644.3270359,4644.3270359
0.3,100.0,1.0,4656.0,,353.163979842,1.0,0.01,2,353.163979842,3.50449e-18,100,1.0,3941.12,500,500.0,1.0,500.0,0.01,0.01,18.6984,4655.99916689,4655.99916689,4655.99916689
0.3,200.000000102,1.0,4654.36,,4193.47506402,1.0,0.005,2,4193.47506402,2.1793e-19,100,1.0,4148.87,500,500.0,1.0,499.37,0.005,0.005,47.4685,4652.72777239,4652.72777239,4652.72777239
0.3,299.999969474,1.0,4650.6,,11994.2131555,1.0,0.00333333,2,11994.2131555,5.43914e-20,100,1.0,4237.86,500,500.0,1.0,498.79,0.00333333,0.00333333,74.0855,4643.05967119,4643.05967119,4643.05967119
0.3,400.0,1.0,4647.42,,37972.8518885,1.0,0.0025,2,37972.8518885,5.4346e-20,100,1.0,4289.98,500,500.0,1.0,497.93,0.0025,0.0025,116.383,4637.89823268,4637.89823268,4637.89823268
0.3,496.510161173,1.15227,4651.08,0.00695159,571.546487511,0.610615,0.00122923,1,571.546487511,2.81719e-08,100,0.99349,4330.41,500,497.013572559,1.00601,500.0,0.002,0.00231965,71.7558,4654.30408209,4654.30408209,4654.30408209
0.3,100.0,1.0,4655.21,,452.452857624,1.0,0.01,2,452.452857624,3.50449e-18,100,1.0,3940.35,500,500.0,1.0,500.0,0.01,0.01,21.1643,4655.21358048,4655.21358048,4655.21358048
0.3,200.000000102,1.0,4653.27,,6074.33093997,1.0,0.005,2,6074.33093997,2.1793e-19,100,1.0,4147.78,500,500.0,1.0,499.37,0.005,0.005,56.873,4651.32572053,4651.32572053,4651.32572053
0.3,299.999969474,1.0,4654.12,,398.986792828,1.0,0.00333333,2,398.986792828,5.43914e-20,100,1.0,4241.39,500,500.0,1.0,500.0,0.00333333,0.00333333,47.8483,4655.81188531,4655.81188531,4655.81188531
0.3,400.0,1.0,4653.69,,1109.94604375,1.0,0.0025,2,1109.94604375,5.4346e-20,100,1.0,4296.26,500,500.0,1.0,499.88,0.0025,0.0025,44.6358,4652.4114352,4652.4114352,4652.4114352
0.3,498.951162922,1.10657,4655.08,0.00210386,250.021945869,0.766166,0.00153323,1,250.021945869,8.42533e-09,100,0.999414,4335.06,500,498.998090644,1.00201,500.0,0.002,0.00221443,33.375,4657.20946841,4657.20946841,4657.20946841
0.3,100.0,1.0,4648.33,,2772.45793286,1.0,0.01,2,2772.45793286,3.50449e-18,100,1.0,3933.47,500,500.0,1.0,499.64,0.01,0.01,52.3902,4648.33356206,4648.33356206,4648.33356206
0.3,200.000000102,1.0,4652.76,,499.864878391,1.0,0.005,2,499.864878391,2.1793e-19,100,1.0,4147.27,500,500.0,1.0,500.0,0.005,0.005,40.4896,4657.18909145,4657.18909145,4657.18909145
0.3,299.999969474,1.0,4653.46,,427.012012714,1.0,0.00333333,2,427.012012714,5.43914e-20,100,1.0,4240.73,500,500.0,1.0,500.0,0.00333333,0.00333333,35.14,4654.84808839,4654.84808839,4654.84808839
0.3,400.0,1.0,4653.72,,417.078514103,1.0,0.0025,2,417.078514103,5.4346e-20,100,1.0,4296.29,500,500.0,1.0,500.0,0.0025,0.0025,32.0867,4654.5226173,4654.5226173,4654.5226173
0.3,499.255269629,1.07648,4655.29,0.00148689,245.194855146,0.76445,0.00153274,1,245.194855146,5.97748e-09,100,0.997493,4335.38,500,499.319170395,1.00136,500.0,0.002,0.00215837,25.9421,4659.2570675,4659.2570675,4659.2570675
0.3,100.0,1.0,4658.22,,294.599304927,1.0,0.01,2,294.599304927,3.50449e-18,100,1.0,3943.34,500,500.0,1.0,500.0,0.01,0.01,17.0778,4658.21929477,4658.21929477,4658.21929477
0.3,200.000000102,1.0,4657.88,,423.633157799,1.0,0.005,2,423.633157799,2.1793e-19,100,1.0,4152.39,500,500.0,1.0,500.0,0.005,0.005,18.8584,4657.54662884,4657.54662884,4657.54662884
0.3,299.999969474,1.0,4657.4,,395.983065024,1.0,0.00333333,2,395.983065024,5.43914e-20,100,1.0,4244.66,500,500.0,1.0,500.0,0.00333333,0.00333333,19.1895,4656.42901407,4656.42901407,4656.42901407
0.3,400.0,1.0,4657.09,,439.605070334,1.0,0.0025,2,439.605070334,5.4346e-20,100,1.0,4299.65,500,500.0,1.0,500.0,0.0025,0.0025,19.6281,4656.17178367,4656.17178367,4656.17178367
0.3,499.784338622,1.04233,4657.22,0.000433422,458.706895488,0.916528,0.00183097,1,458.706895488,1.72974e-09,100,1.00114,4337.45,500,499.783192749,1.00043,500.0,0.002,0.00208229,19.6687,4656.99489107,4656.99489107,4656.99489107
0.3,100.0,1.0,4646.73,,13837.9082177,1.0,0.01,2,13837.9082177,3.50449e-18,100,1.0,3932.02,500,500.0,1.0,498.89,0.01,0.01,117.045,4646.72924424,4646.72924424,4646.72924424
0.3,200.000000102,1.0,4650.37,,1280.7817786,1.0,0.005,2,1280.7817786,2.1793e-19,100,1.0,4144.95,500,500.0,1.0,499.85,0.005,0.005,86.5851,4654.00406769,4654.00406769,4654.00406769
0.3,299.999969474,1.0,4647.49,,17101.2237291,1.0,0.00333333,2,17101.2237291,5.43914e-20,100,1.0,4234.8,500,500.0,1.0,498.65,0.00333333,0.00333333,103.238,4641.72598981,4641.72598981,4641.72598981
0.3,400.0,1.0,4649.21,,627.305822056,1.0,0.0025,2,627.305822056,5.4346e-20,100,1.0,4291.81,500,500.0,1.0,499.84,0.0025,0.0025,90.3197,4654.37565507,4654.37565507,4654.37565507
0.3,495.914503309,1.23295,4650.81,0.00821636,10609.3201299,0.576142,0.00115498,1,10609.3201299,3.30194e-08,100,0.997666,4330.03,500,496.568197645,1.00691,498.96,0.002,0.00247167,68.5683,4644.95194784,4644.95194784,4644.95194784
0.3,100.0,1.0,4658.06,,309.321412617,1.0,0.01,2,309.321412617,3.50449e-18,100,1.0,3943.18,500,500.0,1.0,500.0,0.01,0.01,17.4994,4658.06003106,4658.06003106,4658.06003106
0.3,200.000000102,1.0,4657.65,,409.770509711,1.0,0.005,2,409.770509711,2.1793e-19,100,1.0,4152.16,500,500.0,1.0,500.0,0.005,0.005,18.871,4657.24421051,4657.24421051,4657.24421051
0.3,299.999969474,1.0,4656.56,,521.34492782,1.0,0.00333333,2,521.34492782,5.43914e-20,100,1.0,4243.82,500,500.0,1.0,500.0,0.00333333,0.00333333,20.294,4654.37030352,4654.37030352,4654.37030352
0.3,400.0,1.0,4653.48,,15959.8002848,1.0,0.0025,2,15959.8002848,5.4346e-20,100,1.0,4296.04,500,500.0,1.0,498.67,0.0025,0.0025,65.4781,4644.24078772,4644.24078772,4644.24078772
0.3,497.40592501,1.10764,4655.15,0.00516508,598.041714302,0.447632,0.000900461,1,598.041714302,2.09009e-08,100,0.994229,4334.86,500,498.165567591,1.00368,500.0,0.002,0.00222814,32.3865,4653.89620544,4653.89620544,4653.89620544
0.3,100.0,1.0,4659.57,,268.371063865,1.0,0.01,2,268.371063865,3.50449e-18,100,1.0,3944.73,500,500.0,1.0,500.0,0.01,0.01,16.2999,4659.57406462,4659.57406462,4659.57406462
0.3,200.000000102,1.0,4656.59,,1388.6128662,1.0,0.005,2,1388.6128662,2.1793e-19,100,1.0,4151.12,500,500.0,1.0,499.81,0.005,0.005,28.7941,4653.61025068,4653.61025068,4653.61025068
0.3,299.999969474,1.0,4652.7,,18646.4222629,1.0,0.00333333,2,18646.4222629,5.43914e-20,100,1.0,4239.99,500,500.0,1.0,498.58,0.00333333,0.00333333,82.0752,4644.91822543,4644.91822543,4644.91822543
0.3,400.0,1.0,4654.32,,521.839879301,1.0,0.0025,2,521.839879301,5.4346e-20,100,1.0,4296.88,500,500.0,1.0,500.0,0.0025,0.0025,72.0365,4659.17333367,4659.17333367,4659.17333367
0.3,499.023845394,1.11342,4654.94,0.00196162,544.794890436,0.735766,0.00147101,1,544.794890436,7.84097e-09,100,1.00035,4334.94,500,499.089174726,1.00182,500.0,0.002,0.00222606,57.8619,4654.41959691,4654.41959691,4654.41959691
0.3,100.0,1.0,4657.55,,295.796965698,1.0,0.01,2,295.796965698,3.50449e-18,100,1.0,3942.68,500,500.0,1.0,500.0,0.01,0.01,17.1126,4657.54746477,4657.54746477,4657.54746477
0.3,200.000000102,1.0,4649.89,,18373.6297912,1.0,0.005,2,18373.6297912,2.1793e-19,100,1.0,4144.4,500,500.0,1.0,498.6,0.005,0.005,96.4366,4642.22974835,4642.22974835,4642.22974835
0.3,299.999969474,1.0,4652.7,,470.240045065,1.0,0.00333333,2,470.240045065,5.43914e-20,100,1.0,4239.96,500,500.0,1.0,500.0,0.00333333,0.00333333,79.8186,4658.32234051,4658.32234051,4658.32234051
0.3,400.0,1.0,4652.35,,2793.25714718,1.0,0.0025,2,2793.25714718,5.4346e-20,100,1.0,4294.91,500,500.0,1.0,499.52,0.0025,0.0025,73.9592,4651.28918751,4651.28918751,4651.28918751
0.3,498.90057267,1.10293,4653.89,0.00222369,432.609791996,0.79668,0.00158787,1,432.609791996,8.83362e-09,100,1.00345,4333.8,500,498.785650808,1.00243,500.0,0.002,0.00219827,55.0724,4655.98453985,4655.98453985,4655.98453985
0.3,100.0,1.0,4649.07,,1892.48809995,1.0,0.01,2,1892.48809995,3.50449e-18,100,1.0,3934.26,500,500.0,1.0,499.77,0.01,0.01,43.2847,4649.06743696,4649.06743696,4649.06743696
0.3,200.000000102,1.0,4650.62,,817.678972626,1.0,0.005,2,817.678972626,2.1793e-19,100,1.0,4145.17,500,500.0,1.0,499.84,0.005,0.005,36.6596,4652.16239388,4652.16239388,4652.16239388
0.3,299.999969474,1.0,4653.28,,445.293516934,1.0,0.00333333,2,445.293516934,5.43914e-20,100,1.0,4240.59,500,500.0,1.0,500.0,0.00333333,0.00333333,32.5135,4658.61708167,4658.61708167,4658.61708167
0.3,400.0,1.0,4654.03,,325.907545641,1.0,0.0025,2,325.907545641,5.4346e-20,100,1.0,4296.62,500,500.0,1.0,500.0,0.0025,0.0025,29.5834,4656.26611002,4656.26611002,4656.26611002
0.3,498.367862769,1.11206,4653.49,0.00325767,5645.89151272,0.655534,0.0013159,1,5645.89151272,1.31269e-08,100,0.996327,4333.39,500,498.663668719,1.00268,499.37,0.002,0.00223232,34.6013,4646.66871471,4646.66871471,4646.66871471
0.3,100.0,1.0,4657.52,,330.206179673,1.0,0.01,2,330.206179673,3.50449e-18,100,1.0,3942.73,500,500.0,1.0,500.0,0.01,0.01,18.0805,4657.52268741,4657.52268741,4657.52268741
0.3,200.000000102,1.0,4656.37,,356.210601617,1.0,0.005,2,356.210601617,2.1793e-19,100,1.0,4150.93,500,500.0,1.0,500.0,0.005,0.005,18.4689,4655.22240125,4655.22240125,4655.22240125
0.3,299.999969474,1.0,4656.83,,303.652501938,1.0,0.00333333,2,303.652501938,5.43914e-20,100,1.0,4244.1,500,500.0,1.0,500.0,0.00333333,0.00333333,18.1114,4657.74409802,4657.74409802,4657.74409802
0.3,400.0,1.0,4656.72,,360.241326396,1.0,0.0025,2,360.241326396,5.4346e-20,100,1.0,4299.29,500,500.0,1.0,500.0,0.0025,0.0025,18.3088,4656.39305017,4656.39305017,4656.39305017
0.3,499.88758215,1.0346,4656.71,0.000225391,321.756743351,0.94369,0.00188744,1,321.756743351,9.01616e-10,100,0.99997,4336.97,500,499.892198445,1.00022,500.0,0.002,0.00206925,18.1143,4656.28584233,4656.28584233,4656.28584233
0.3,100.0,1.0,4659.2,,168.788068271,1.0,0.01,2,168.788068271,3.50449e-18,100,1.0,3944.56,500,500.0,1.0,500.0,0.01,0.01,12.9267,4659.20292818,4659.20292818,4659.20292818
0.3,200.000000102,1.0,4658.14,,393.282756904,1.0,0.005,2,393.282756904,2.1793e-19,100,1.0,4152.65,500,500.0,1.0,500.0,0.005,0.005,16.7136,4657.08561882,4657.08561882,4657.08561882
0.3,299.999969474,1.0,4659.01,,301.6808387,1.0,0.00333333,2,301.6808387,5.43914e-20,100,1.0,4246.27,500,500.0,1.0,500.0,0.00333333,0.00333333,16.9491,4660.73138775,4660.73138775,4660.73138775
0.3,400.0,1.0,4657.9,,345.509614737,1.0,0.0025,2,345.509614737,5.4346e-20,100,1.0,4300.47,500,500.0,1.0,500.0,0.0025,0.0025,17.4535,4654.58998487,4654.58998487,4654.58998487
0.3,499.64460126,1.06121,4657.5,0.000710706,2431.33590685,0.885342,0.00177263,1,2431.33590685,2.84909e-09,100,0.9989,4337.7,500,499.682032741,1.00064,499.56,0.002,0.00212476,25.1242,4654.82340922,4654.82340922,4654.82340922
0.3,100.0,1.0,4659.19,,373.622833613,1.0,0.01,2,373.622833613,3.50449e-18,100,1.0,3944.35,500,500.0,1.0,500.0,0.01,0.01,19.2324,4659.1881582,4659.1881582,4659.1881582
0.3,200.000000102,1.0,4657.77,,598.667177401,1.0,0.005,2,598.667177401,2.1793e-19,100,1.0,4152.31,500,500.0,1.0,499.97,0.005,0.005,21.9837,4656.36049766,4656.36049766,4656.36049766
0.3,299.999969474,1.0,4655.42,,8118.22299255,1.0,0.00333333,2,8118.22299255,5.43914e-20,100,1.0,4242.7,500,500.0,1.0,499.12,0.00333333,0.00333333,54.8845,4650.70433244,4650.70433244,4650.70433244
0.3,400.0,1.0,4656.48,,329.703643382,1.0,0.0025,2,329.703643382,5.4346e-20,100,1.0,4299.05,500,500.0,1.0,500.0,0.0025,0.0025,48.4172,4659.6714785,4659.6714785,4659.6714785
0.3,499.114940746,1.07587,4657.29,0.00177741,499.372254561,0.821576,0.00164316,1,499.372254561,7.10969e-09,100,0.999997,4337.31,500,499.100280471,1.0018,499.9,0.002,0.00215175,37.9054,4657.55913723,4657.55913723,4657.55913723
0.3,100.0,1.0,4658.0,,310.948793187,1.0,0.01,2,310.948793187,3.50449e-18,100,1.0,3943.18,500,500.0,1.0,500.0,0.01,0.01,17.5454,4657.99917517,4657.99917517,4657.99917517
0.3,200.000000102,1.0,4659.55,,262.501985822,1.0,0.005,2,262.501985822,2.1793e-19,100,1.0,4154.08,500,500.0,1.0,500.0,0.005,0.005,16.9197,4661.10899645,4661.10899645,4661.10899645
0.3,299.999969474,1.0,4660.69,,135.175602274,1.0,0.00333333,2,135.175602274,5.43914e-20,100,1.0,4247.97,500,500.0,1.0,500.0,0.00333333,0.00333333,15.4277,4662.94485121,4662.94485121,4662.94485121
0.3,400.0,1.0,4660.52,,246.201632093,1.0,0.0025,2,246.201632093,5.4346e-20,100,1.0,4303.1,500,500.0,1.0,500.0,0.0025,0.0025,15.4766,4660.03607044,4660.03607044,4660.03607044
0.3,499.880190983,1.044,4660.48,0.000240606,273.303780688,0.947028,0.00189278,1,273.303780688,9.6113e-10,100,1.00067,4340.74,500,499.877959483,1.00024,500.0,0.002,0.0020866,15.5863,4659.98278786,4659.98278786,4659.98278786
0.3,100.0,1.0,4656.65,,309.632546407,1.0,0.01,2,309.632546407,3.50449e-18,100,1.0,3941.9,500,500.0,1.0,500.0,0.01,0.01,17.5082,4656.64701423,4656.64701423,4656.64701423
0.3,200.000000102,1.0,4657.81,,180.065352287,1.0,0.005,2,180.065352287,2.1793e-19,100,1.0,4152.41,500,500.0,1.0,500.0,0.005,0.005,15.6127,4658.97614402,4658.97614402,4658.97614402
0.3,299.999969474,1.0,4658.63,,263.880562392,1.0,0.00333333,2,263.880562392,5.43914e-20,100,1.0,4245.92,500,500.0,1.0,500.0,0.00333333,0.00333333,15.8404,4660.26008436,4660.26008436,4660.26008436
0.3,400.0,1.0,4657.91,,350.423136868,1.0,0.0025,2,350.423136868,5.4346e-20,100,1.0,4300.49,500,500.0,1.0,500.0,0.0025,0.0025,16.6272,4655.7545114,4655.7545114,4655.7545114
0.3,499.714136933,1.04528,4657.58,0.000571732,513.209841539,0.868499,0.00173992,1,513.209841539,2.29464e-09,100,0.998318,4337.82,500,499.7540135,1.00049,500.0,0.002,0.00209409,17.6957,4655.45250747,4655.45250747,4655.45250747
0.3,100.0,1.0,4662.18,,184.75412389,1.0,0.01,2,184.75412389,3.50449e-18,100,1.0,3947.39,500,500.0,1.0,500.0,0.01,0.01,13.5243,4662.18470991,4662.18470991,4662.18470991
0.3,200.000000102,1.0,4660.16,,282.254699242,1.0,0.005,2,282.254699242,2.1793e-19,100,1.0,4154.72,500,500.0,1.0,500.0,0.005,0.005,15.3383,4658.13795377,4658.13795377,4658.13795377
0.3,299.999969474,1.0,4653.34,,34523.0678655,1.0,0.00333333,2,34523.0678655,5.43914e-20,100,1.0,4240.65,500,500.0,1.0,498.04,0.00333333,0.00333333,107.9,4639.7041899,4639.7041899,4639.7041899
0.3,400.0,1.0,4655.07,,282.881209546,1.0,0.0025,2,282.881209546,5.4346e-20,100,1.0,4297.67,500,500.0,1.0,500.0,0.0025,0.0025,93.8661,4660.27061551,4660.27061551,4660.27061551
0.3,498.28890599,1.10213,4657.53,0.00347019,353.954350876,0.615891,0.0012266,1,353.954350876,1.37642e-08,100,1.00423,4337.21,500,498.036200594,1.00394,499.95,0.002,0.00219499,53.3738,4659.79007623,4659.79007623,4659.79007623
0.3,100.0,1.0,4656.16,,279.348829597,1.0,0.01,2,279.348829597,3.50449e-18,100,1.0,3941.4,500,500.0,1.0,500.0,0.01,0.01,16.63,4656.15870463,4656.15870463,4656.15870463
0.3,200.000000102,1.0,4657.81,,250.646879939,1.0,0.005,2,250.646879939,2.1793e-19,100,1.0,4152.37,500,500.0,1.0,500.0,0.005,0.005,16.2807,4659.45444575,4659.45444575,4659.45444575
0.3,299.999969474,1.0,4656.54,,547.03795145,1.0,0.00333333,2,547.03795145,5.43914e-20,100,1.0,4243.81,500,500.0,1.0,500.0,0.00333333,0.00333333,18.9855,4654.00089418,4654.00089418,4654.00089418
0.3,400.0,1.0,4657.02,,290.099046567,1.0,0.0025,2,290.099046567,5.4346e-20,100,1.0,4299.59,500,500.0,1.0,500.0,0.0025,0.0025,18.5162,4658.48734929,4658.48734929,4658.48734929
0.3,499.737945452,1.07812,4656.93,0.000525716,342.655415043,0.917469,0.00183462,1,342.655415043,2.10213e-09,100,1.00017,4337.16,500,499.785991754,1.00043,500.0,0.002,0.00215586,18.3626,4655.92254437,4655.92254437,4655.92254437
0.3,100.0,1.0,4659.13,,295.804861359,1.0,0.01,2,295.804861359,3.50449e-18,100,1.0,3944.25,500,500.0,1.0,500.0,0.01,0.01,17.1128,4659.12830096,4659.12830096,4659.12830096
0.3,200.000000102,1.0,4658.22,,430.802566356,1.0,0.005,2,430.802566356,2.1793e-19,100,1.0,4152.73,500,500.0,1.0,500.0,0.005,0.005,18.9867,4657.31413126,4657.31413126,4657.31413126
0.3,299.999969474,1.0,4655.68,,12017.2065935,1.0,0.00333333,2,12017.2065935,5.43914e-20,100,1.0,4242.94,500,500.0,1.0,498.87,0.00333333,0.00333333,64.9536,4650.58332855,4650.58332855,4650.58332855
0.3,400.0,1.0,4656.04,,378.551746901,1.0,0.0025,2,378.551746901,5.4346e-20,100,1.0,4298.6,500,500.0,1.0,500.0,0.0025,0.0025,57.0817,4657.13191663,4657.13191663,4657.13191663
0.3,499.183502195,1.0764,4656.91,0.0016304,259.89224033,0.785235,0.00157461,1,259.89224033,6.55606e-09,100,0.997367,4336.97,500,499.259437897,1.00148,500.0,0.002,0.00215848,42.3175,4657.83205404,4657.83205404,4657.83205404
0.3,100.0,1.0,4628.28,,82925.4655852,1.0,0.01,2,82925.4655852,3.50449e-18,100,1.0,3913.41,500,500.0,1.0,496.93,0.01,0.01,286.524,4628.2752218,4628.2752218,4628.2752218
0.3,200.000000102,1.0,4643.2,,248.175337666,1.0,0.005,2,248.175337666,2.1793e-19,100,1.0,4137.7,500,500.0,1.0,500.0,0.005,0.005,203.454,4658.12314339,4658.12314339,4658.12314339
