MinVanillaIw,MaxVanillaIw,ESSClassic,IterType,Bound,VarRet,VanillaAvgRet,MinNormIw,AvgRet,BatchSize,ESSRenyi,AvgEpLen,AvgNormIw,delta,SamplesThisIter,AvgDiscRet,renyi2,VarNormIw,VarVanillaIw,VarDiscRet,J,AvgVanillaIw,MaxNormIw,VarJ,EpsThisIter
0.967137,1.04485,0.56303059336,1,-443.168,0.239246595258,-409.660975492,5.38046e-05,-409.660975492,100,1.63180849907e-13,500.0,5.55556e-05,0.6,50000,-409.660975492,34.0491,3.82799e-13,0.000123682,0.239246595258,-73738.2,0.99861,5.81281e-05,6.53829,100
0.791291,1.2872,0.602317843266,1,-441.447,7.88885387726,-408.062896097,4.39518e-05,-408.062896097,100,1.62807780446e-13,500.0,5.55555e-05,0.6,50000,-408.062896097,34.0514,1.44474e-11,0.00468284,7.88885387726,-73424.3,1.0002,7.14965e-05,39.996,100
0.81682,1.19264,0.584016343713,1,-442.333,4.06936206929,-408.854018943,4.53495e-05,-408.854018943,100,1.58197105387e-13,500.0,5.55556e-05,0.6,50000,-408.854018943,34.0801,7.26652e-12,0.0023574,4.06936206929,-73580.0,1.00065,6.62149e-05,28.9776,100
0.94232,1.18945,0.575207372087,1,-443.512,1.22369650704,-409.987327391,5.28261e-05,-409.987327391,100,1.57327486632e-13,500.0,5.55556e-05,0.6,50000,-409.987327391,34.0856,1.91035e-12,0.000607872,1.22369650704,-73794.4,0.991009,6.66802e-05,15.6439,100
0.76959,1.18857,0.604840958926,1,-441.883,6.29644077749,-408.419050404,4.25586e-05,-408.419050404,100,1.57015707448e-13,500.0,5.55556e-05,0.6,50000,-408.419050404,34.0876,1.13128e-11,0.00369924,6.29644077749,-73494.3,1.00461,6.57286e-05,35.3556,100
0.97776,1.04396,0.564684854829,1,-443.025,0.145941015042,-409.549750353,5.44097e-05,-409.549750353,100,1.5456135373e-13,500.0,5.55556e-05,0.6,50000,-409.549750353,34.1034,2.20809e-13,7.13064e-05,0.145941015042,-73718.5,0.99835,5.80937e-05,5.11782,100
0.939725,1.19371,0.56594565501,1,-443.011,0.656126509717,-409.46365096,5.23327e-05,-409.46365096,100,1.5409744398e-13,500.0,5.55556e-05,0.6,50000,-409.46365096,34.1064,9.02549e-13,0.000291022,0.656126509717,-73701.7,0.997597,6.64768e-05,11.2717,100
0.839021,1.22395,0.597904688586,1,-442.375,4.13955604266,-408.910298932,4.66376e-05,-408.910298932,100,1.54922026686e-13,500.0,5.55556e-05,0.6,50000,-408.910298932,34.101,7.35102e-12,0.00237914,4.13955604266,-73590.0,0.999457,6.80344e-05,29.2661,100
0.82412,1.19981,0.580941179472,1,-442.237,3.88841346747,-408.751028541,4.56695e-05,-408.751028541,100,1.48573320643e-13,500.0,5.55556e-05,0.6,50000,-408.751028541,34.1429,6.60279e-12,0.00215008,3.88841346747,-73562.6,1.00252,6.64886e-05,28.1691,100
0.95021,1.07605,0.565398525699,1,-443.552,0.449400916718,-410.001494506,5.28919e-05,-410.001494506,100,1.46858070507e-13,500.0,5.55556e-05,0.6,50000,-410.001494506,34.1545,7.68766e-13,0.000248116,0.449400916718,-73798.8,0.998063,5.98963e-05,8.97961,100
0.926237,1.18889,0.57331783172,1,-443.246,0.807036288409,-409.705858981,5.16659e-05,-409.705858981,100,1.46153335012e-13,500.0,5.55556e-05,0.6,50000,-409.705858981,34.1593,1.24955e-12,0.000401596,0.807036288409,-73744.7,0.995968,6.63168e-05,12.3737,100
0.964249,1.04039,0.564287333145,1,-442.848,0.205160927337,-409.350163925,5.35277e-05,-409.350163925,100,1.47382242297e-13,500.0,5.55556e-05,0.6,50000,-409.350163925,34.1509,3.14608e-13,0.000102092,0.205160927337,-73682.4,1.00078,5.77545e-05,6.02251,100
0.940991,1.18493,0.565692634617,1,-443.055,0.689915637472,-409.518234627,5.24867e-05,-409.518234627,100,1.47264786494e-13,500.0,5.55556e-05,0.6,50000,-409.518234627,34.1517,1.01727e-12,0.00032697,0.689915637472,-73711.4,0.996009,6.60933e-05,11.5604,100
0.92984,1.19887,0.574215975533,1,-442.654,1.05762762013,-409.138637079,5.18028e-05,-409.138637079,100,1.46937645842e-13,500.0,5.55556e-05,0.6,50000,-409.138637079,34.1539,1.52803e-12,0.000492313,1.05762762013,-73642.1,0.9972,6.6791e-05,14.3321,100
0.93196,1.18129,0.57887287392,1,-443.138,1.5917054912,-409.628455443,5.24446e-05,-409.628455443,100,1.47660240186e-13,500.0,5.55556e-05,0.6,50000,-409.628455443,34.149,2.56741e-12,0.000810752,1.5917054912,-73728.8,0.987243,6.64753e-05,17.92,100
0.831493,1.21817,0.591385387167,1,-442.368,4.10422041678,-408.85995608,4.63181e-05,-408.85995608,100,1.45584636936e-13,500.0,5.55556e-05,0.6,50000,-408.85995608,34.1632,7.04862e-12,0.00227154,4.10422041678,-73581.6,0.997322,6.7858e-05,29.0845,100
0.958661,1.06928,0.562240041671,1,-443.36,0.266347300682,-409.829761942,5.33305e-05,-409.829761942,100,1.42637580636e-13,500.0,5.55556e-05,0.6,50000,-409.829761942,34.1836,4.32518e-13,0.00013976,0.266347300682,-73768.5,0.998659,5.94843e-05,6.88207,100
0.846308,1.20953,0.589874716378,1,-442.519,4.10345209323,-409.075647404,4.71999e-05,-409.075647404,100,1.42297381157e-13,500.0,5.55556e-05,0.6,50000,-409.075647404,34.186,7.40002e-12,0.00237907,4.10345209323,-73619.8,0.996127,6.74576e-05,29.3401,100
0.837803,1.18848,0.609893635607,1,-442.362,3.48862310261,-408.860700668,4.632e-05,-408.860700668,100,1.43237920542e-13,500.0,5.55556e-05,0.6,50000,-408.860700668,34.1794,6.32648e-12,0.00206971,3.48862310261,-73583.2,1.00485,6.57079e-05,26.7518,100
0.947289,1.18359,0.565030202701,1,-442.722,0.761165198179,-409.229186588,5.27445e-05,-409.229186588,100,1.4265662998e-13,500.0,5.55556e-05,0.6,50000,-409.229186588,34.1835,1.1124e-12,0.000358814,0.761165198179,-73659.1,0.997775,6.59014e-05,12.1328,100
0.949801,1.19016,0.564319495266,1,-443.095,0.681730694157,-409.588527141,5.30129e-05,-409.588527141,100,1.40447092084e-13,500.0,5.55556e-05,0.6,50000,-409.588527141,34.1991,1.00503e-12,0.000322612,0.681730694157,-73724.1,0.995356,6.64287e-05,11.5155,100
0.806182,1.25925,0.648068413585,1,-442.362,4.73955985335,-408.891887677,4.50628e-05,-408.891887677,100,1.41749096956e-13,500.0,5.55556e-05,0.6,50000,-408.891887677,34.1899,8.13567e-12,0.0026039,4.73955985335,-73585.4,0.9939,7.03878e-05,31.0761,100
0.792265,1.2891,0.593220728158,1,-441.845,6.72148747948,-408.404089419,4.3864e-05,-408.404089419,100,1.3792513446e-13,500.0,5.55555e-05,0.6,50000,-408.404089419,34.2172,1.21721e-11,0.0039709,6.72148747948,-73490.7,1.00344,7.13716e-05,36.482,100
0.887305,1.18499,0.587299379312,1,-442.352,3.44637474047,-408.880119076,4.91147e-05,-408.880119076,100,1.37160669489e-13,500.0,5.55556e-05,0.6,50000,-408.880119076,34.2228,6.34616e-12,0.00207126,3.44637474047,-73586.5,1.00367,6.55922e-05,26.9255,100
0.964825,1.18075,0.563348530488,1,-443.145,0.412413042118,-409.661880329,5.38148e-05,-409.661880329,100,1.37082727799e-13,500.0,5.55556e-05,0.6,50000,-409.661880329,34.2234,5.6564e-13,0.000181817,0.412413042118,-73738.1,0.996035,6.58586e-05,9.15219,100
0.821369,1.19932,0.585651398768,1,-442.108,3.58225344164,-408.601048774,4.54402e-05,-408.601048774,100,1.36856484314e-13,500.0,5.55556e-05,0.6,50000,-408.601048774,34.225,6.23144e-12,0.00203603,3.58225344164,-73536.5,1.00421,6.63496e-05,27.1334,100
0.933613,1.16728,0.572108830976,1,-443.023,0.799252846071,-409.493935825,5.21292e-05,-409.493935825,100,1.39637744138e-13,500.0,5.55556e-05,0.6,50000,-409.493935825,34.2049,1.25769e-12,0.000403411,0.799252846071,-73706.6,0.994978,6.51763e-05,12.2635,100
0.946532,1.18657,0.563349795261,1,-442.959,0.516069896492,-409.427372544,5.27193e-05,-409.427372544,100,1.3915810485e-13,500.0,5.55556e-05,0.6,50000,-409.427372544,34.2083,6.91079e-13,0.000222771,0.516069896492,-73695.6,0.997454,6.6089e-05,10.0923,100
0.749267,1.21738,0.606583508203,1,-441.656,6.32284537426,-408.20493282,4.1571e-05,-408.20493282,100,1.40440129514e-13,500.0,5.55556e-05,0.6,50000,-408.20493282,34.1992,1.10507e-11,0.00358989,6.32284537426,-73456.0,1.00132,6.75429e-05,35.3226,100
0.957503,1.04641,0.563411254369,1,-443.072,0.295100110575,-409.538453476,5.31757e-05,-409.538453476,100,1.3885319547e-13,500.0,5.55556e-05,0.6,50000,-409.538453476,34.2105,4.78874e-13,0.000155265,0.295100110575,-73716.0,1.00035,5.81131e-05,7.24823,100
0.942523,1.18604,0.581136046935,1,-442.917,0.945921613531,-409.40635331,5.263e-05,-409.40635331,100,1.38672160205e-13,500.0,5.55556e-05,0.6,50000,-409.40635331,34.2118,1.48334e-12,0.000475726,0.945921613531,-73690.4,0.994915,6.62281e-05,13.391,100
0.954298,1.18599,0.565632898143,1,-442.953,0.564539548731,-409.451749204,5.31946e-05,-409.451749204,100,1.39322224893e-13,500.0,5.55556e-05,0.6,50000,-409.451749204,34.2072,7.65651e-13,0.000246413,0.564539548731,-73699.9,0.996652,6.61097e-05,10.4699,100
0.950936,1.06792,0.564469226865,1,-443.24,0.380560617193,-409.712065368,5.29302e-05,-409.712065368,100,1.38627742477e-13,500.0,5.55556e-05,0.6,50000,-409.712065368,34.2122,5.99762e-13,0.000193586,0.380560617193,-73747.0,0.998102,5.94416e-05,8.23155,100
0.848842,1.20236,0.586538796548,1,-442.52,3.51918417023,-409.045051399,4.70485e-05,-409.045051399,100,1.39257930765e-13,500.0,5.55555e-05,0.6,50000,-409.045051399,34.2076,6.27792e-12,0.00204352,3.51918417023,-73616.2,1.00233,6.66426e-05,27.1032,100
0.845363,1.2638,0.580630270882,1,-442.222,3.32383049432,-408.775785705,4.6928e-05,-408.775785705,100,1.38024604941e-13,500.0,5.55556e-05,0.6,50000,-408.775785705,34.2165,5.8487e-12,0.00189794,3.32383049432,-73568.6,1.00078,7.01561e-05,26.0885,100
0.941592,1.0539,0.563129962333,1,-443.134,0.438716365927,-409.595043347,5.23126e-05,-409.595043347,100,1.39443983717e-13,500.0,5.55556e-05,0.6,50000,-409.595043347,34.2063,6.99996e-13,0.000226782,0.438716365927,-73725.7,0.999963,5.85519e-05,8.79369,100
0.928068,1.18927,0.566487035063,1,-443.262,0.715549905803,-409.728156368,5.17838e-05,-409.728156368,100,1.38834126401e-13,500.0,5.55556e-05,0.6,50000,-409.728156368,34.2107,1.05425e-12,0.000338623,0.715549905803,-73749.1,0.995665,6.63585e-05,11.7749,100
0.875613,1.18125,0.582576533043,1,-442.302,4.22954385461,-408.801774436,4.86177e-05,-408.801774436,100,1.39999376101e-13,500.0,5.55556e-05,0.6,50000,-408.801774436,34.2023,7.04922e-12,0.00228653,4.22954385461,-73570.8,1.00057,6.55881e-05,29.1636,100
0.948679,1.19541,0.566611145918,1,-442.741,0.63108522312,-409.253535453,5.28682e-05,-409.253535453,100,1.43245576401e-13,500.0,5.55556e-05,0.6,50000,-409.253535453,34.1794,9.26839e-13,0.000298438,0.63108522312,-73663.9,0.996902,6.66181e-05,11.0932,100
0.873078,1.16659,0.578029226854,1,-442.285,2.75685159657,-408.772407714,4.82262e-05,-408.772407714,100,1.43106301774e-13,500.0,5.55556e-05,0.6,50000,-408.772407714,34.1804,5.05271e-12,0.00165602,2.75685159657,-73569.9,1.00577,6.44388e-05,23.6343,100
0.928521,1.19122,0.568302844281,1,-442.628,0.668741711147,-409.118951578,5.1627e-05,-409.118951578,100,1.42373395427e-13,500.0,5.55556e-05,0.6,50000,-409.118951578,34.1855,9.89166e-13,0.000319962,0.668741711147,-73639.5,0.999176,6.62334e-05,11.2699,100
0.858625,1.22162,0.579590550027,1,-442.304,4.84592958015,-408.829900827,4.74748e-05,-408.829900827,100,1.40022871695e-13,500.0,5.55556e-05,0.6,50000,-408.829900827,34.2021,8.73748e-12,0.00285803,4.84592958015,-73573.2,1.00477,6.75456e-05,32.3304,100
0.943359,1.19578,0.566292060151,1,-443.319,0.761701186057,-409.792101432,5.26974e-05,-409.792101432,100,1.38980383131e-13,500.0,5.55556e-05,0.6,50000,-409.792101432,34.2096,1.14244e-12,0.000366108,0.761701186057,-73760.5,0.994524,6.67983e-05,12.1254,100
0.825278,1.19274,0.583219835445,1,-441.729,5.70086900306,-408.249021878,4.54301e-05,-408.249021878,100,1.37489649348e-13,500.0,5.55556e-05,0.6,50000,-408.249021878,34.2204,1.07524e-11,0.00354829,5.70086900306,-73465.7,1.00922,6.56584e-05,33.8703,100
0.835119,1.21273,0.577351100745,1,-442.472,4.33177350297,-408.975648073,4.6442e-05,-408.975648073,100,1.39250500014e-13,500.0,5.55556e-05,0.6,50000,-408.975648073,34.2077,7.74424e-12,0.00250411,4.33177350297,-73601.1,0.998999,6.74415e-05,29.8165,100
0.917218,1.1842,0.571644309875,1,-442.659,1.05205410358,-409.119986752,5.11911e-05,-409.119986752,100,1.38588611897e-13,500.0,5.55556e-05,0.6,50000,-409.119986752,34.2124,1.57723e-12,0.000506349,1.05205410358,-73638.7,0.995418,6.60917e-05,14.3173,100
0.926755,1.06693,0.563048366859,1,-442.994,0.541716304714,-409.447237245,5.14525e-05,-409.447237245,100,1.37232898534e-13,500.0,5.55556e-05,0.6,50000,-409.447237245,34.2223,8.90298e-13,0.000288838,0.541716304714,-73698.8,1.00066,5.92349e-05,9.6954,100
0.954499,1.06152,0.562677144826,1,-442.913,0.50856160186,-409.410747601,5.3111e-05,-409.410747601,100,1.37775267345e-13,500.0,5.55555e-05,0.6,50000,-409.410747601,34.2183,8.31245e-13,0.000268479,0.50856160186,-73692.3,0.998432,5.9066e-05,9.63257,100
0.943423,1.19473,0.566022719997,1,-443.153,0.792019472454,-409.630583621,5.25631e-05,-409.630583621,100,1.38130480063e-13,500.0,5.55556e-05,0.6,50000,-409.630583621,34.2157,1.14789e-12,0.000369785,0.792019472454,-73731.3,0.997132,6.65646e-05,12.4083,100
0.702788,1.18529,0.586107130217,1,-441.229,8.00222574346,-407.849733273,3.86199e-05,-407.849733273,100,1.39716077741e-13,500.0,5.55556e-05,0.6,50000,-407.849733273,34.2043,1.49671e-11,0.00495641,8.00222574346,-73385.7,1.01098,6.51347e-05,39.3122,100
0.862509,1.20926,0.577151886446,1,-442.3,3.12438117068,-408.841553376,4.79607e-05,-408.841553376,100,1.38544209023e-13,500.0,5.55556e-05,0.6,50000,-408.841553376,34.2128,5.5469e-12,0.00179394,3.12438117068,-73581.0,0.999093,6.72418e-05,25.4285,100
0.946449,1.18149,0.565757427197,1,-442.457,0.455429923442,-408.959013509,5.26871e-05,-408.959013509,100,1.38196364456e-13,500.0,5.55556e-05,0.6,50000,-408.959013509,34.2153,6.2668e-13,0.000202223,0.455429923442,-73611.4,0.997976,6.57716e-05,9.39963,100
0.935643,1.05061,0.560614793351,1,-443.102,0.288330154865,-409.59256453,5.19782e-05,-409.59256453,100,1.39185179987e-13,500.0,5.55556e-05,0.6,50000,-409.59256453,34.2081,4.74392e-13,0.000153714,0.288330154865,-73725.8,1.00004,5.83652e-05,7.1669,100
0.944638,1.16901,0.564091212885,1,-442.796,0.523978091064,-409.294119124,5.26696e-05,-409.294119124,100,1.3874413008e-13,500.0,5.55556e-05,0.6,50000,-409.294119124,34.2113,7.68076e-13,0.000247067,0.523978091064,-73671.5,0.996399,6.51798e-05,10.0665,100
0.945273,1.16581,0.570891673883,1,-443.031,0.88287378094,-409.54322422,5.30145e-05,-409.54322422,100,1.35469646153e-13,500.0,5.55556e-05,0.6,50000,-409.54322422,34.2352,1.43588e-12,0.000456502,0.88287378094,-73715.4,0.990581,6.53828e-05,13.2337,100
0.832007,1.19884,0.583051249425,1,-442.405,4.10675684903,-408.941201609,4.60036e-05,-408.941201609,100,1.36202340266e-13,500.0,5.55556e-05,0.6,50000,-408.941201609,34.2298,7.3525e-12,0.00240495,4.10675684903,-73595.7,1.00476,6.62869e-05,29.323,100
0.934187,1.16751,0.577217544959,1,-442.713,1.02655105091,-409.21046207,5.22289e-05,-409.21046207,100,1.36801679039e-13,500.0,5.55556e-05,0.6,50000,-409.21046207,34.2254,1.58452e-12,0.000506923,1.02655105091,-73655.0,0.993688,6.52739e-05,14.0687,100
0.790856,1.2232,0.616417997427,1,-441.379,6.52805313919,-407.998610747,4.37669e-05,-407.998610747,100,1.35931916679e-13,500.0,5.55556e-05,0.6,50000,-407.998610747,34.2318,1.19062e-11,0.00388754,6.52805313919,-73418.0,1.00387,6.76932e-05,36.2056,100
0.95616,1.1993,0.569042539576,1,-443.37,0.526283396295,-409.856113341,5.3441e-05,-409.856113341,100,1.35286830616e-13,500.0,5.55556e-05,0.6,50000,-409.856113341,34.2365,7.92875e-13,0.000253814,0.526283396295,-73772.7,0.993992,6.70302e-05,10.3328,100
0.871429,1.20051,0.579356037469,1,-442.336,3.41031027755,-408.888332526,4.81663e-05,-408.888332526,100,1.35904951962e-13,500.0,5.55555e-05,0.6,50000,-408.888332526,34.232,6.31072e-12,0.00206565,3.41031027755,-73588.3,1.00512,6.63553e-05,26.6266,100
0.936158,1.18261,0.569816247115,1,-442.986,0.936127170118,-409.47394145,5.24407e-05,-409.47394145,100,1.35450005243e-13,500.0,5.55556e-05,0.6,50000,-409.47394145,34.2353,1.41727e-12,0.000451661,0.936127170118,-73702.9,0.991763,6.62463e-05,13.6824,100
0.963633,1.05345,0.565284129127,1,-442.818,0.256084007866,-409.32510896,5.35041e-05,-409.32510896,100,1.35236785186e-13,500.0,5.55556e-05,0.6,50000,-409.32510896,34.2369,4.04445e-13,0.000131193,0.256084007866,-73677.7,1.00058,5.84907e-05,6.72659,100
0.939873,1.05847,0.570877173819,1,-442.846,0.639120311533,-409.319738403,5.21391e-05,-409.319738403,100,1.35088805753e-13,500.0,5.55556e-05,0.6,50000,-409.319738403,34.238,1.08432e-12,0.000352344,0.639120311533,-73675.5,1.00146,5.87183e-05,10.6321,100
0.939031,1.07959,0.566659505937,1,-443.142,0.417790843967,-409.615719577,5.21263e-05,-409.615719577,100,1.34844754598e-13,500.0,5.55556e-05,0.6,50000,-409.615719577,34.2398,6.7643e-13,0.000219517,0.417790843967,-73729.5,1.00081,5.99289e-05,8.59347,100
0.829073,1.18298,0.577677171996,1,-442.439,3.02423120196,-408.961119245,4.59238e-05,-408.961119245,100,1.3460013681e-13,500.0,5.55556e-05,0.6,50000,-408.961119245,34.2416,5.50888e-12,0.00179545,3.02423120196,-73602.7,1.00296,6.55273e-05,24.8859,100
0.872942,1.18021,0.583798589988,1,-442.165,2.98337454078,-408.702528266,4.84345e-05,-408.702528266,100,1.3625794961e-13,500.0,5.55556e-05,0.6,50000,-408.702528266,34.2294,5.20002e-12,0.00168914,2.98337454078,-73556.6,1.00129,6.54833e-05,24.7416,100
0.871399,1.23445,0.586890544109,1,-442.74,4.13976791795,-409.281591542,4.82533e-05,-409.281591542,100,1.36389512682e-13,500.0,5.55556e-05,0.6,50000,-409.281591542,34.2284,7.40395e-12,0.00241459,4.13976791795,-73656.8,1.00327,6.83573e-05,29.7061,100
0.936939,1.20228,0.57145761718,1,-443.123,0.912239859431,-409.601939125,5.23307e-05,-409.601939125,100,1.36712478848e-13,500.0,5.55556e-05,0.6,50000,-409.601939125,34.2261,1.42611e-12,0.000457155,0.912239859431,-73725.7,0.994677,6.71507e-05,13.2463,100
0.941283,1.22921,0.570548445655,1,-443.031,0.817068906452,-409.545078097,5.25411e-05,-409.545078097,100,1.38353546485e-13,500.0,5.55556e-05,0.6,50000,-409.545078097,34.2141,1.2268e-12,0.000393747,0.817068906452,-73715.9,0.995288,6.8613e-05,12.8368,100
0.869341,1.25893,0.591037583558,1,-442.376,4.31773285083,-408.915334662,4.84095e-05,-408.915334662,100,1.37359109055e-13,500.0,5.55556e-05,0.6,50000,-408.915334662,34.2213,7.77442e-12,0.00250719,4.31773285083,-73590.3,0.99767,7.01041e-05,29.9434,100
0.840122,1.19913,0.582109874415,1,-442.497,4.22504774769,-409.022093297,4.64712e-05,-409.022093297,100,1.38571161756e-13,500.0,5.55556e-05,0.6,50000,-409.022093297,34.2126,7.46342e-12,0.00243924,4.22504774769,-73609.9,1.00435,6.63295e-05,29.6374,100
0.91869,1.19481,0.571356625291,1,-442.983,1.01571533041,-409.478010112,5.11572e-05,-409.478010112,100,1.37946700196e-13,500.0,5.55556e-05,0.6,50000,-409.478010112,34.2171,1.56901e-12,0.000506,1.01571533041,-73703.1,0.997677,6.65328e-05,13.8224,100
0.867773,1.15972,0.585195366477,1,-442.258,2.78219751708,-408.765136925,4.80629e-05,-408.765136925,100,1.37862531179e-13,500.0,5.55556e-05,0.6,50000,-408.765136925,34.2177,4.98291e-12,0.00162433,2.78219751708,-73568.4,1.00305,6.42329e-05,23.762,100
0.945734,1.18443,0.56453684028,1,-443.177,0.569624972288,-409.637091792,5.27109e-05,-409.637091792,100,1.36415009076e-13,500.0,5.55556e-05,0.6,50000,-409.637091792,34.2282,8.27277e-13,0.000266311,0.569624972288,-73733.1,0.996773,6.6015e-05,10.4859,100
0.818249,1.20572,0.594237877461,1,-441.867,6.59825816157,-408.399471429,4.49892e-05,-408.399471429,100,1.37833086722e-13,500.0,5.55556e-05,0.6,50000,-408.399471429,34.2179,1.18962e-11,0.00393519,6.59825816157,-73490.5,1.01043,6.62933e-05,36.2529,100
0.850258,1.18619,0.588486736397,1,-442.559,3.58081214535,-409.062595458,4.72762e-05,-409.062595458,100,1.41262743052e-13,500.0,5.55556e-05,0.6,50000,-409.062595458,34.1933,6.605e-12,0.00213643,3.58081214535,-73619.2,0.999161,6.59549e-05,27.0841,100
0.815774,1.17326,0.599892633269,1,-441.541,5.28595028251,-408.108448716,4.48728e-05,-408.108448716,100,1.43298583992e-13,500.0,5.55556e-05,0.6,50000,-408.108448716,34.179,9.69193e-12,0.0032032,5.28595028251,-73441.8,1.00998,6.45371e-05,32.2613,100
0.725328,1.30664,0.59151341335,1,-441.283,8.34702634426,-407.866113781,3.9995e-05,-407.866113781,100,1.4225666787e-13,500.0,5.55556e-05,0.6,50000,-407.866113781,34.1863,1.54533e-11,0.00508252,8.34702634426,-73387.5,1.00753,7.20491e-05,40.0246,100
0.859484,1.18231,0.622784667034,1,-442.602,3.43768811504,-409.134949873,4.77056e-05,-409.134949873,100,1.43389358219e-13,500.0,5.55556e-05,0.6,50000,-409.134949873,34.1784,6.02982e-12,0.00195722,3.43768811504,-73633.0,1.00091,6.56243e-05,26.7194,100
0.792218,1.1795,0.603635067966,1,-440.899,6.79800319215,-407.47644407,4.34617e-05,-407.47644407,100,1.42957339998e-13,500.0,5.55556e-05,0.6,50000,-407.47644407,34.1814,1.27404e-11,0.00423309,6.79800319215,-73323.0,1.01266,6.47085e-05,35.9701,100
0.862404,1.20008,0.596955075533,1,-442.206,4.02023629679,-408.698000297,4.77906e-05,-408.698000297,100,1.41347362188e-13,500.0,5.55556e-05,0.6,50000,-408.698000297,34.1927,7.35846e-12,0.0023962,4.02023629679,-73552.1,1.00253,6.65029e-05,28.8173,100
0.935669,1.19025,0.571664555055,1,-442.802,0.949614945121,-409.292271957,5.22661e-05,-409.292271957,100,1.39634014911e-13,500.0,5.55556e-05,0.6,50000,-409.292271957,34.2049,1.38485e-12,0.000443822,0.949614945121,-73670.1,0.994558,6.64869e-05,13.683,100
0.836089,1.22484,0.595142607713,1,-442.708,3.66411383568,-409.22494473,4.64684e-05,-409.22494473,100,1.39704354188e-13,500.0,5.55556e-05,0.6,50000,-409.22494473,34.2044,6.7215e-12,0.00217599,3.66411383568,-73647.9,0.999592,6.80742e-05,27.5803,100
0.761335,1.21325,0.594341259877,1,-441.727,6.52276030981,-408.28680478,4.19498e-05,-408.28680478,100,1.35325028056e-13,500.0,5.55556e-05,0.6,50000,-408.28680478,34.2363,1.24977e-11,0.00411643,6.52276030981,-73468.8,1.00826,6.68503e-05,36.1268,100
0.951285,1.05369,0.562223149344,1,-443.378,0.285969919505,-409.826107153,5.29336e-05,-409.826107153,100,1.39667048398e-13,500.0,5.55556e-05,0.6,50000,-409.826107153,34.2047,4.45485e-13,0.000143877,0.285969919505,-73767.8,0.998404,5.86318e-05,7.11261,100
0.821647,1.23545,0.597958497686,1,-441.856,6.64275552734,-408.405294346,4.52423e-05,-408.405294346,100,1.39223945791e-13,500.0,5.55556e-05,0.6,50000,-408.405294346,34.2079,1.23249e-11,0.00406504,6.64275552734,-73490.3,1.00895,6.80277e-05,36.5217,100
0.833772,1.23862,0.589317266047,1,-442.028,5.10639424023,-408.595456271,4.63148e-05,-408.595456271,100,1.3777631192e-13,500.0,5.55556e-05,0.6,50000,-408.595456271,34.2183,8.74717e-12,0.0028348,5.10639424023,-73530.7,1.00013,6.88033e-05,32.8752,100
0.955569,1.05551,0.56452423922,1,-443.018,0.356721042042,-409.485745655,5.30952e-05,-409.485745655,100,1.35426763677e-13,500.0,5.55556e-05,0.6,50000,-409.485745655,34.2355,5.72692e-13,0.000185496,0.356721042042,-73706.3,0.999848,5.86486e-05,7.96371,100
0.867473,1.17778,0.575581615912,1,-442.386,3.16046532789,-408.889627599,4.79708e-05,-408.889627599,100,1.34954886411e-13,500.0,5.55556e-05,0.6,50000,-408.889627599,34.239,5.79761e-12,0.00189586,3.16046532789,-73589.5,1.00463,6.51309e-05,25.5631,100
0.881051,1.22495,0.589796503892,1,-442.416,3.9304544308,-408.959261198,4.90156e-05,-408.959261198,100,1.35248642458e-13,500.0,5.55556e-05,0.6,50000,-408.959261198,34.2368,6.7388e-12,0.00217729,3.9304544308,-73600.0,0.998606,6.81475e-05,28.6081,100
0.852338,1.25613,0.596898313328,1,-442.283,4.27809527429,-408.82193624,4.73144e-05,-408.82193624,100,1.34955399755e-13,500.0,5.55556e-05,0.6,50000,-408.82193624,34.239,7.35327e-12,0.00238626,4.27809527429,-73574.1,1.0008,6.97293e-05,29.6924,100
0.821541,1.23902,0.58425977487,1,-441.803,6.14241557218,-408.392657612,4.53299e-05,-408.392657612,100,1.329984995e-13,500.0,5.55556e-05,0.6,50000,-408.392657612,34.2536,1.14943e-11,0.00377548,6.14241557218,-73489.6,1.00687,6.83647e-05,35.2546,100
0.952374,1.19651,0.567261815214,1,-443.018,0.649256819835,-409.511899089,5.3209e-05,-409.511899089,100,1.31812062269e-13,500.0,5.55556e-05,0.6,50000,-409.511899089,34.2626,9.92326e-13,0.000317907,0.649256819835,-73710.4,0.994375,6.68491e-05,11.2412,100
0.964211,1.03666,0.563733364293,1,-442.927,0.2166019615,-409.410005597,5.34059e-05,-409.410005597,100,1.31993703362e-13,500.0,5.55556e-05,0.6,50000,-409.410005597,34.2612,3.46641e-13,0.000112992,0.2166019615,-73693.2,1.00302,5.74185e-05,6.20335,100
0.935519,1.16971,0.566130968789,1,-442.947,0.6480695457,-409.424720072,5.22071e-05,-409.424720072,100,1.31554872372e-13,500.0,5.55556e-05,0.6,50000,-409.424720072,34.2645,9.6358e-13,0.00030941,0.6480695457,-73694.6,0.995521,6.52761e-05,11.0705,100
0.940618,1.04855,0.562933215241,1,-443.159,0.415914887015,-409.630564024,5.2299e-05,-409.630564024,100,1.32299194075e-13,500.0,5.55556e-05,0.6,50000,-409.630564024,34.2589,6.56859e-13,0.000212477,0.415914887015,-73732.2,0.999189,5.82998e-05,8.61765,100
