Iteration,InitialReturnMean,InitialReturnStd,TimestepsSoFar,MeanD2w0t,EpThisIter,StdIW,EntropyCoefficient,EmpiricalD2,MaxIW,TimeElapsed,ReturnStepMaxmin,MinD2w0t,Weights,ReturnStepMax,EpisodesSoFar,EpLenMean,J_sample_variance,InitialReturnMin,MeanEntropy,MeanIW,EpRewMean,StdD2w0t,MaxD2w0t,InitialReturnMax,ReturnMeanIW,MinIW,Bound,InitialBound
80,-1.4495849e-06,14.565947,39810,0.010156009,100,0.17043923,10.0,1.0290837,1.2951587,577.6249902248383,5.990489,,[-1.524  0.544 -1.357  1.689 -2.869],9.999996,8000,5.0,17542.3,-19.403381,-1.4942473,0.964645,39.97621285709297,0.101058304,1.0905434,74.21616,-728.19257,0.4437949,-802.8415,-828.0302
81,-5.340576e-07,13.193276,40325,0.012582858,100,0.8793428,10.0,1.8393615,5.8925877,584.685628414154,6.107669,,[-1.516  0.536 -1.352  1.697 -2.913],9.999991,8100,5.15,456133.66,-30.754635,-1.5022976,0.9109641,41.477227038974725,0.13128856,4.2781305,36.468193,-690.46606,0.09034923,-766.4919,-823.94727
82,-1.5640259e-06,13.562746,40839,0.024730574,100,0.81101507,10.0,7.1408095,8.4505,592.6760261058807,6.1002274,,[-1.526  0.53  -1.354  1.719 -2.921],9.999979,8200,5.14,395477.4,-30.65287,-1.5113797,0.76909626,41.37752407251325,0.5205992,52.323303,45.80216,-583.4355,0.0035476412,-702.8825,-826.1898
83,-1.3732911e-06,14.084365,41352,0.015425264,100,0.873981,10.0,3.0195444,5.130281,599.3721544742584,6.092533,,[-1.534  0.523 -1.354  1.753 -2.93 ],9.999998,8300,5.13,451734.1,-30.549747,-1.5039077,0.8320569,41.27734506501292,0.19496576,9.636163,45.92183,-629.8069,0.025815092,-725.00684,-826.00366
84,1.3732911e-06,14.707113,41862,0.019198867,100,0.7621209,10.0,4.6328793,4.479238,607.9722459316254,6.0685196,,[-1.532  0.532 -1.352  1.767 -2.923],9.999977,8400,5.1,338555.38,-30.24458,-1.5053062,0.77063924,40.97466578709788,0.2998041,22.539986,73.23952,-580.818,0.02661821,-717.1376,-831.4808
85,-7.6293946e-07,13.163371,42361,0.010255,100,0.24788927,10.0,1.0632007,1.6244407,616.0273699760437,5.9825296,,[-1.537  0.535 -1.352  1.79  -2.924],10.0,8500,4.99,36692.37,-29.209755,-1.5332277,0.9476309,39.876410835984245,0.10219741,1.4016705,38.038845,-714.94476,0.37175208,-781.16016,-819.38635
86,6.67572e-07,11.795357,42870,0.030735226,100,0.96017253,10.0,9.86138,6.137235,623.7146618366241,6.0622225,,[-1.546  0.562 -1.376  1.768 -2.952],9.999974,8600,5.09,553372.2,-30.194252,-1.5296956,0.78992194,40.87828933367685,0.6905083,50.79808,37.050236,-597.0734,0.004370076,-723.4751,-822.63794
87,-6.1035155e-07,14.437533,43363,0.00997579,100,0.16817826,10.0,1.0287896,1.8358788,631.777898311615,5.93404,,[-1.542  0.548 -1.371  1.75  -2.949],9.999991,8700,4.93,17035.133,-28.61472,-1.5351564,0.99001116,39.27738453684401,0.09998585,1.2055823,56.953568,-745.4351,0.53031784,-816.2699,-822.5264
88,-5.1498415e-07,11.821679,43837,0.010571523,100,0.56625885,10.0,1.35984,4.1244044,638.6238129138947,5.771201,,[-1.549  0.561 -1.376  1.745 -2.954],9.99999,8800,4.74,183403.6,-26.815693,-1.5341862,0.9436601,37.37772230526458,0.11012234,2.4682589,31.090256,-704.6533,0.10943477,-774.43567,-808.97534
89,2.0980835e-06,14.000436,44350,0.010940395,100,0.5168963,10.0,1.2334615,3.706179,647.2067670822144,6.091608,,[-1.561  0.572 -1.386  1.75  -2.953],9.999994,8900,5.13,155585.56,-30.547592,-1.5331004,0.9484253,41.274958040269354,0.108096756,1.7332418,45.8913,-718.84827,0.1590276,-790.1613,-826.1869
90,2.4414062e-06,12.893737,44858,0.01702581,100,1.069262,10.0,3.246265,6.4995995,655.9907147884369,6.0535297,,[-1.565  0.568 -1.388  1.762 -2.952],9.999992,9000,5.08,674627.94,-30.084564,-1.6763772,0.84633577,40.77594475966875,0.1996654,8.081804,37.09387,-639.9691,0.0013285056,-732.08386,-822.31866
91,-2.9373168e-06,12.786947,45371,0.03493,100,1.1217508,10.0,11.932557,7.8330803,662.8581380844116,6.0911093,,[-1.527  0.486 -1.374  1.84  -3.095],9.999997,9100,5.13,752057.56,-30.564314,-1.6900736,0.7219969,41.27368809129104,0.8355795,99.91507,45.816013,-545.3184,0.0031609228,-679.7084,-827.56824
92,1.7929077e-06,15.396272,45883,0.016978653,100,0.9877727,10.0,3.8040793,6.1654043,673.2456388473511,6.085595,,[-1.526  0.438 -1.347  1.898 -3.109],9.999999,9200,5.12,585987.8,-30.432844,-1.7109379,0.8822789,41.179117559782846,0.23000614,14.99709,46.04132,-668.79156,0.020607557,-767.41064,-827.5614
93,-3.1280517e-06,16.436987,46406,0.032618165,100,0.8999293,10.0,10.337107,5.025511,680.694010257721,6.166829,,[-1.548  0.453 -1.378  1.869 -3.13 ],9.999997,9300,5.23,483528.88,-31.471384,-1.7077221,0.8333991,42.276248739394525,0.699747,51.93942,63.17586,-633.48663,0.010983144,-763.19183,-835.18475
94,3.0517577e-07,12.452418,46922,0.012885485,100,0.62357706,10.0,1.5085205,3.505415,689.4045886993408,6.1150923,,[-1.583  0.443 -1.395  1.902 -3.127],9.9999895,9400,5.16,231148.36,-20.974655,-1.7747744,0.90582204,41.57690461311699,0.1335572,5.7237043,45.611393,-688.246,0.05456945,-772.25287,-828.77606
95,-1.14440915e-07,14.73147,47426,0.018729039,100,0.97881687,10.0,4.562306,6.6001844,698.2022776603699,6.0222797,,[-1.658  0.472 -1.454  1.881 -3.194],9.999987,9500,5.04,571678.1,-19.787365,-1.7773483,0.85835046,40.37611194118636,0.29098874,18.440163,55.921906,-648.6016,0.019312054,-764.3382,-828.3043
96,-3.1280517e-06,15.751147,47956,0.02320249,100,1.1982477,10.0,5.8717413,7.5473976,708.1750557422638,6.217988,,[-1.658  0.467 -1.449  1.903 -3.196],9.999976,9600,5.3,867854.3,-22.267145,-1.86033,0.8363515,42.977604064739026,0.4186206,40.98305,53.45563,-637.3721,0.00039134984,-741.4532,-835.55994
97,1.9454956e-06,12.143294,48445,0.009788792,100,0.040472306,10.0,1.0014286,1.0582147,717.5820558071136,5.9008026,,[-1.626  0.522 -1.448  1.841 -3.279],9.999982,9700,4.89,1232.8794,-18.371765,-1.8675098,0.9944823,38.87741580816652,0.09849678,1.0090896,38.993855,-747.44794,0.84849787,-815.829,-819.828
98,1.1825562e-06,14.222998,48950,0.011756609,100,0.68033266,10.0,1.6218314,5.584232,722.6661615371704,6.030097,,[-1.624  0.525 -1.454  1.84  -3.287],9.999999,9800,5.05,267603.56,-19.890322,-1.8651536,0.9126651,40.47599294484272,0.12026493,2.7068083,55.743073,-689.176,0.0912805,-772.4145,-829.5161
99,-8.392334e-07,11.702668,49451,0.010995263,100,0.55704427,10.0,1.327145,3.0398245,732.0012559890747,5.998534,,[-1.632  0.534 -1.471  1.823 -3.284],9.99997,9900,5.01,181741.6,-29.423014,-1.8681812,0.9566553,40.076254762630114,0.110691376,2.0063095,28.514618,-722.1435,0.2263549,-791.571,-820.95636
100,9.536743e-08,12.47173,49943,0.01378,100,0.6853656,,2.1479697,4.025999,738.8272016048431,5.926138,,[-1.635  0.542 -1.474  1.826 -3.287],9.999939,10000,4.92,276103.5,-28.547617,-1.9237654,0.91939956,39.178150055545196,0.16092351,12.060445,29.384087,-691.89465,0.02419205,-757.7873,-799.5842
101,-9.918213e-07,16.314175,50477,0.015183362,100,1.0651407,,2.7664676,8.209303,746.7395188808441,6.245741,,[-1.62   0.554 -1.541  1.832 -3.343],9.99999,10100,5.34,680184.6,-32.53266,-1.9179049,0.91608167,43.376097697418736,0.17473266,8.545569,53.083843,-699.10144,0.02551025,-773.1954,-818.791
102,,13.0280285,50984,0.022216303,100,0.8796442,,5.2015133,6.5208464,754.1161940097809,6.046069,,[-1.62   0.546 -1.535  1.851 -3.337],9.999993,10200,5.07,450633.56,-20.101252,-1.8955128,0.7841478,40.67676573104939,0.33738068,30.011591,37.26749,-590.84454,0.054383576,-666.2604,-806.7152
103,6.1035155e-07,14.868685,51506,0.02035609,100,1.0540161,,4.9830317,6.961739,764.7526018619537,6.1591644,,[-1.662  0.467 -1.551  1.923 -3.314],9.999975,10300,5.22,664895.0,-31.400784,-1.8964794,0.8756436,42.175357249452574,0.31721872,21.174427,54.20338,-664.43054,0.03550598,-764.9393,-815.62274
104,8.201599e-07,13.655163,52025,0.022685798,100,0.98763746,,6.1029787,7.0182323,773.9992921352386,6.13717,,[-1.667  0.47  -1.551  1.938 -3.315],9.999999,10400,5.19,580401.7,-31.130573,-1.8972065,0.8328648,41.87595196444322,0.40008062,31.253593,63.414005,-631.1589,0.019003566,-732.9559,-816.94366
105,-2.4795531e-06,14.4725,52514,0.010138963,100,0.44897074,,1.1286815,3.5195415,782.8939564228058,5.9013767,,[-1.671  0.469 -1.551  1.956 -3.316],9.99999,10500,4.89,117500.83,-28.227787,-1.8974779,0.96283734,38.87884184752908,0.10219952,1.3469496,48.237408,-723.418,0.41146106,-777.1692,-803.71576
106,-6.1035155e-07,14.364282,53035,0.04550167,100,1.4817849,,17.130896,11.099769,791.140585899353,6.151862,,[-1.668  0.464 -1.548  1.964 -3.316],9.999993,10600,5.21,1313262.5,-31.315058,-1.924788,0.8202834,42.07558343641898,1.2139415,116.84843,54.2994,-622.369,0.001081745,-764.67145,-815.3485
107,1.7356873e-06,11.96363,53500,0.011610964,100,0.7031636,,1.7871256,4.816772,797.7636036872864,5.6899843,,[-1.668  0.476 -1.634  1.939 -3.344],9.999963,10700,4.65,285305.75,-25.939867,-1.9406966,0.863754,36.479124716189546,0.12465524,2.9590516,31.992622,-641.75275,0.03603745,-698.1141,-790.45996
108,-1.2016296e-06,13.008207,53972,0.02044484,100,0.81183493,,5.096733,4.997221,805.2706320285797,5.7540674,,[-1.71   0.498 -1.696  1.919 -3.36 ],9.999998,10800,4.72,382560.12,-26.60443,-1.9182359,0.76052177,37.17959758741787,0.31672743,24.789274,40.628883,-564.68774,0.023758277,-672.77966,-795.5902
109,1.7738342e-06,13.568375,54488,0.03480789,100,0.8711744,,8.938312,4.4367714,813.4315826892853,6.115287,,[-1.775  0.531 -1.784  1.888 -3.337],9.999991,10900,5.16,454157.94,-30.838188,-1.921164,0.77395064,41.577415499751595,0.62640315,33.73797,54.77978,-587.9841,0.0064119366,-687.9485,-814.0005
110,-3.2424927e-07,12.313124,54986,0.026290825,100,0.8358693,,7.988159,5.731169,821.4147927761078,5.9741945,,[-1.705  0.569 -1.718  1.84  -3.34 ],9.9999895,11000,4.98,415500.78,-29.125702,-1.9218736,0.77133805,39.77571791723878,0.5746508,46.14944,28.816841,-579.79224,0.003921084,-683.11926,-801.3951
111,7.2479247e-07,10.636783,55464,0.026164522,100,1.0061982,,8.051206,5.6492214,828.7495474815369,5.806691,,[-1.705  0.563 -1.718  1.825 -3.341],9.999999,11100,4.78,586057.94,-27.21511,-1.9229308,0.8456611,37.77798933911096,0.61417943,72.592285,30.714317,-631.5005,0.0041411133,-734.9196,-794.98596
112,8.010864e-07,12.542174,55980,0.011840607,100,0.5463598,,1.438289,3.7571273,838.4079580307007,6.115241,,[-1.717  0.563 -1.722  1.845 -3.342],9.999999,11200,5.16,178553.86,-20.974773,-1.9332831,0.9270065,41.57731688511827,0.11955845,4.2563114,45.616196,-704.40466,0.14796573,-767.735,-811.7074
113,1.411438e-06,11.964741,56496,0.04037156,100,0.9931586,,14.421082,6.6057825,846.1587595939636,6.1158857,,[-1.729  0.578 -1.737  1.843 -3.352],9.999995,11300,5.16,592803.56,-30.870441,-1.9453794,0.73022866,41.57897785746034,1.0636411,111.37087,36.37821,-550.7027,0.00045603252,-681.36646,-809.29913
114,2.9182434e-06,11.500134,56975,0.0265474,100,0.6728502,,8.213265,3.5973415,853.733076095581,5.81505,,[-1.72   0.596 -1.745  1.81  -3.364],9.999994,11400,4.79,263999.97,-27.299465,-1.9462222,0.754772,37.87703266093342,0.56340724,50.004032,49.114525,-563.2912,0.0128906565,-688.05414,-800.3559
115,-8.773804e-07,14.919467,57483,0.028315796,100,0.836525,,5.277204,6.71147,862.4721190929413,6.05354,,[-1.718  0.586 -1.744  1.799 -3.365],9.999967,11500,5.08,416885.06,-30.05283,-1.9392043,0.7666589,40.775904850488615,0.4453351,31.886015,55.548676,-580.1555,0.017561369,-690.55255,-811.7252
116,4.3678283e-06,12.741515,57987,0.010524866,100,0.2572618,,1.0678138,2.3169062,871.4090342521667,6.0228844,,[-1.795  0.564 -1.84   1.833 -3.358],9.999985,11600,5.04,38431.86,-29.697329,-1.943376,0.95705587,40.37762618146253,0.104428165,1.2961544,37.522694,-723.41614,0.38333318,-774.8982,-805.84766
117,3.8146973e-07,10.242891,58477,0.02203937,100,1.0704309,,5.9300475,8.453029,876.4373664855957,5.9097576,,[-1.826  0.551 -1.873  1.844 -3.362],9.999998,11700,4.9,685145.0,-28.380573,-1.9569542,0.786338,38.97890099850822,0.39519364,32.20917,38.806328,-590.7544,0.007223311,-680.0032,-801.5497
118,1.7929077e-06,14.015201,58992,0.01909501,100,0.8282056,,4.5653715,5.014718,884.0123610496521,6.107641,,[-1.82   0.562 -1.861  1.819 -3.376],9.999994,11800,5.15,406652.03,-30.741087,-1.9560351,0.85069376,41.477159289717456,0.2995119,21.725464,54.856506,-644.95953,0.019259876,-753.3003,-813.7238
119,8.9645386e-07,10.834214,59488,0.015285863,100,0.8011368,,3.1017206,4.5643063,891.8224461078644,5.958482,,[-1.822  0.565 -1.86   1.832 -3.375],9.999988,11900,4.96,379556.3,-28.949116,-1.9550586,0.8619842,39.57700217110337,0.20071675,13.360649,28.942482,-648.9285,0.03605467,-730.2964,-800.7881
120,4.196167e-07,11.691567,59979,0.030559443,100,0.8792161,,9.925895,5.1425595,899.130889415741,5.917469,,[-1.824  0.567 -1.86   1.844 -3.374],9.999998,12000,4.91,451929.94,-28.460516,-1.9541005,0.8120494,39.077383208285475,0.6861181,50.927208,29.473995,-608.7722,0.0033501168,-718.6741,-799.24396
121,4.5776366e-07,12.559122,60475,0.024526907,100,0.9609134,,7.196633,5.0151687,905.7457978725433,5.958659,,[-1.822  0.56  -1.857  1.831 -3.373],9.999924,12100,4.96,540765.8,-28.929373,-1.9554044,0.8254224,39.57728531639804,0.48070273,40.006523,38.32397,-620.48694,0.0049855914,-723.67914,-803.4241
122,4.005432e-06,14.1584015,60971,0.010302011,100,0.4120465,,1.1368376,3.4494548,913.7992975711823,5.9582586,,[-1.822  0.554 -1.861  1.818 -3.374],9.999996,12200,4.96,101227.25,-28.908154,-1.9567199,0.97344345,39.57647136691576,0.10315398,1.5220097,56.622658,-733.96857,0.29079622,-791.03394,-808.1404
123,-2.0599366e-06,12.463127,61469,0.010889532,100,0.5058274,,1.2965165,3.328083,918.6925761699677,5.974823,,[-1.818  0.555 -1.855  1.822 -3.376],9.999972,12300,4.98,150289.88,-29.123756,-1.9563626,0.96763843,39.7772417251889,0.10979127,1.9250115,47.365856,-729.9704,0.15891406,-785.85443,-806.46643
124,-2.3651123e-06,12.63585,61987,0.0133008985,100,0.9185662,,2.122838,7.2184772,923.9089887142181,6.1301727,,[-1.821  0.563 -1.864  1.823 -3.375],9.999992,12400,5.18,504405.12,-21.160255,-1.9606726,0.92432964,41.77712624132603,0.14265575,6.218934,45.375965,-702.1806,0.06722998,-773.1162,-812.25757
125,2.3841858e-06,12.201841,62480,0.019373342,100,0.91797227,,4.887699,5.1598415,931.2046322822571,5.9346514,,[-1.812  0.57  -1.857  1.829 -3.38 ],9.999963,12500,4.93,490833.16,-28.645256,-1.9621781,0.84832937,39.27882243157688,0.31544802,21.011536,29.28992,-636.5673,0.02431454,-724.7919,-799.9078
126,-1.8310546e-06,12.325603,62982,0.017393768,100,0.86940515,,3.6151628,5.933673,939.4478280544281,6.0071344,,[-1.81   0.58  -1.854  1.837 -3.381],9.999995,12600,5.02,449550.53,-29.514114,-1.9658971,0.858147,40.177895914645845,0.23797461,14.422141,46.963474,-647.99036,0.013955667,-730.7373,-807.68445
127,2.3460389e-06,11.743862,63494,0.053327568,100,1.0048593,,19.996824,7.7150307,947.6101751327515,6.084878,,[-1.784  0.576 -1.834  1.824 -3.385],9.999995,12700,5.12,607943.8,-20.600416,-2.0041497,0.63756365,41.17727970770046,1.6782063,233.79538,55.114372,-479.45038,5.305932e-05,-603.9452,-812.8514
128,3.8146972e-08,13.873755,63994,0.0112472465,100,0.6348828,,1.4391792,4.069031,954.9545907974243,5.9910593,,[-1.75   0.634 -1.829  1.761 -3.423],9.999999,12800,5.0,234155.4,-29.298584,-2.011962,0.92488444,39.977649519133244,0.11461806,3.0297675,56.314358,-697.3176,0.040899277,-759.9986,-809.37775
129,-1.4877319e-06,12.801937,64491,0.0112395445,100,0.59380895,,1.4731262,3.8571594,963.0206813812256,5.9663105,,[-1.742  0.654 -1.819  1.754 -3.431],9.99999,12900,4.97,208849.58,-29.024395,-1.9960297,0.968081,39.67625960456185,0.11438117,2.211563,38.20859,-730.1295,0.13162163,-786.2225,-803.7155
130,-3.8146972e-08,14.781244,65003,0.010384647,100,0.24267675,,1.0497397,2.0494623,969.7456941604614,6.085148,,[-1.718  0.645 -1.818  1.767 -3.415],9.999989,13000,5.12,35847.81,-20.55756,-2.0002403,0.98668396,41.1779442115231,0.10211888,1.1078308,55.11327,-748.53577,0.4975417,-803.62646,-812.907
131,-9.155273e-07,14.991047,65511,0.031313255,100,0.6649412,,10.269142,4.045391,977.5619232654572,6.054755,,[-1.715  0.644 -1.819  1.771 -3.419],9.999984,13100,5.08,263662.6,-20.170425,-2.00682,0.5848244,40.77903888115381,0.6798207,62.808533,82.42398,-438.22855,0.004035263,-566.9852,-817.87006
132,-1.6593933e-06,16.158646,66007,0.014963753,100,0.82893723,,1.9826943,5.410609,985.613222360611,5.9579163,,[-1.713  0.641 -1.825  1.754 -3.426],10.0,13200,4.96,401364.0,-28.8721,-2.1569865,0.81781983,39.575632685606756,0.1770778,10.3438425,47.57705,-617.0939,0.0028235628,-698.7824,-805.87933
133,-5.1498415e-07,14.024843,66499,0.014939337,100,0.95390636,,3.0176733,8.358808,996.2561838626862,5.9262733,,[-1.776  0.668 -1.866  1.734 -3.576],9.999991,13300,4.92,532011.1,-28.52504,-2.157,0.8309114,39.17860795375259,0.18720691,9.444354,57.04633,-623.97534,0.028956192,-710.9719,-806.933
134,4.3296814e-06,12.838535,67017,0.026872339,100,0.9976819,,6.7222557,8.468424,1001.827299118042,6.1297007,,[-1.777  0.667 -1.869  1.724 -3.576],9.999997,13400,5.18,591535.75,-31.044878,-2.1657765,0.81258804,41.77591720043645,0.48401132,50.763493,36.198715,-615.8801,0.00828396,-699.776,-809.8068
135,2.479553e-07,14.936576,67546,0.011451679,100,0.5924984,,1.3060712,3.5818994,1010.840927362442,6.209136,,[-1.687  0.71  -1.883  1.678 -3.585],9.999999,13500,5.29,213669.27,-22.183544,-2.1637712,0.95756966,42.87316687818598,0.11179901,1.7810234,71.418945,-730.98926,0.22241528,-794.67255,-821.6018
136,1.3542175e-06,10.60024,68043,0.024373204,100,1.0076692,,7.238904,6.2446256,1018.725340127945,5.966915,,[-1.687  0.709 -1.886  1.673 -3.583],9.999981,13600,4.97,589626.44,-29.050722,-2.1620495,0.80795187,39.677738120072924,0.4946606,57.16345,38.18212,-606.1957,0.0052708806,-718.078,-803.71655
137,4.386902e-07,11.661456,68525,0.034939617,100,0.84054786,,12.184379,11.026024,1029.5188851356506,5.842249,,[-1.683  0.69  -1.874  1.701 -3.581],9.999993,13700,4.82,410872.12,-27.591946,-2.1621268,0.77485424,38.179803889578274,0.9389177,102.37905,39.669407,-578.6389,0.0006840109,-706.14435,-798.98505
138,-1.335144e-06,11.748003,69013,0.013605308,100,0.5556321,,1.6190468,3.638347,1036.555228471756,5.892231,,[-1.685  0.696 -1.876  1.713 -3.581],9.99999,13800,4.88,179846.5,-28.164005,-2.2008855,0.8995489,38.77702060356221,0.14873579,5.314641,29.75835,-676.01575,0.03636237,-739.5365,-798.2813
139,5.340576e-07,14.48954,69515,0.012712166,100,0.8724747,,2.0011942,7.804283,1044.1133303642273,6.0064087,,[-1.655  0.702 -1.787  1.704 -3.62 ],9.999983,13900,5.02,457894.75,-29.476873,-2.2031932,0.8850694,40.176043077354535,0.13876495,5.0399013,46.95874,-668.18896,0.052191067,-736.26605,-807.67975
140,4.5776366e-07,13.017826,70025,0.01241286,100,0.9504211,,1.824775,8.943925,1049.462154865265,6.0691433,,[-1.655  0.704 -1.787  1.712 -3.622],9.999979,14000,5.1,532455.0,-20.390484,-2.204047,0.86036843,40.976261632022236,0.13063894,4.176746,46.134056,-650.5994,0.054593068,-716.609,-810.00256
141,-7.2479247e-07,10.97391,70527,0.038407397,100,1.1615964,,13.638932,9.050267,1057.4470555782318,6.0070667,,[-1.654  0.703 -1.787  1.704 -3.623],9.999998,14100,5.02,792398.4,-19.646015,-2.2135782,0.76463306,40.17773250375104,1.0654984,102.99798,37.67464,-575.1613,0.004483439,-689.5394,-805.2334
142,3.4332277e-07,11.326694,71040,0.027531592,100,1.2687948,,8.347695,10.419807,1062.8766422271729,6.092291,,[-1.636  0.71  -1.791  1.713 -3.632],9.999994,14200,5.13,963567.1,-20.701859,-2.2139256,0.82573164,41.276712265987705,0.5197731,33.38712,36.66363,-624.439,0.014978142,-739.5468,-808.4106
143,1.4877319e-06,11.798468,71536,0.019237047,100,1.0593115,,4.842596,9.307089,1068.93878698349,5.9579973,,[-1.636  0.706 -1.796  1.703 -3.633],9.999991,14300,4.96,651304.4,-28.939838,-2.2158754,0.82191604,39.57580841037012,0.33009562,24.449364,28.984058,-617.0598,0.003541001,-711.8571,-800.777
144,-6.4849854e-07,11.812931,72030,0.019823525,100,0.56484896,,4.541785,3.870337,1075.1642127037048,5.9430733,,[-1.637  0.701 -1.798  1.695 -3.635],9.999972,14400,4.94,186637.3,-28.748188,-2.24679,0.7226631,39.3793258850371,0.33119872,29.273838,56.864147,-541.6511,0.030914392,-645.30286,-807.5424
145,6.67572e-07,13.089976,72535,0.025939519,100,0.6968602,,7.749878,3.8849487,1083.2565896511078,6.0294714,,[-1.615  0.683 -1.777  1.694 -3.666],9.999995,14500,5.05,288887.47,-29.789103,-2.2470694,0.6732114,40.47440171958682,0.52919495,37.982037,37.444324,-506.73264,0.0044657383,-617.7526,-806.0865
146,-1.1062622e-06,11.597217,73045,0.041648373,100,1.2999239,,15.29891,11.154437,1091.0028262138367,6.069412,,[-1.615  0.688 -1.777  1.704 -3.666],9.999989,14600,5.1,1008411.8,-30.292862,-2.2463243,0.8096322,40.97697309039073,1.083376,95.31376,27.640503,-610.9232,0.00068854913,-728.62854,-804.9561
147,-6.8664554e-07,10.993966,73532,0.009791957,100,0.10008364,,1.009905,1.2222365,1099.8252894878387,5.884617,,[-1.622  0.687 -1.791  1.691 -3.665],9.999979,14700,4.87,6166.2183,-28.08036,-2.2575297,0.9813291,38.678990074323025,0.09873458,1.0400546,29.796494,-737.0047,0.7185867,-784.31274,-797.98804
148,-6.8664554e-07,13.7895155,74033,0.017119475,100,0.8431269,,3.8398361,4.1924233,1107.084065914154,5.999014,,[-1.63   0.686 -1.8    1.692 -3.676],9.999995,14800,5.01,415691.44,-29.39672,-2.256766,0.90829045,40.07751599143333,0.23427226,14.680255,56.142914,-684.3215,0.008048957,-784.7704,-809.6748
149,2.2125244e-06,15.003092,74558,0.016478455,100,0.85913604,,3.4462528,5.107875,1114.3727021217346,6.181202,,[-1.632  0.684 -1.802  1.683 -3.676],9.999994,14900,5.25,443569.53,-31.686584,-2.2529309,0.8868226,42.47563863335317,0.2142355,15.2125435,71.842636,-674.40985,0.011421953,-767.80316,-820.59784
150,-4.196167e-07,11.904595,75044,0.020108568,100,0.77055275,,5.2753377,5.4534492,1125.0270693302155,5.8752193,,[-1.616  0.683 -1.786  1.693 -3.672],9.999982,15000,4.86,342115.12,-18.08649,-2.2516732,0.8015003,38.57673821927492,0.32697278,21.545748,48.470947,-599.2526,0.0072084293,-715.0381,-802.6725
151,2.5177003e-06,12.783487,75540,0.010080364,100,0.12997897,,1.0235512,1.322076,1133.1868228912354,5.9584475,,[-1.615  0.685 -1.785  1.703 -3.67 ],9.999988,15100,4.96,10076.025,-28.923206,-2.2531996,0.9668784,39.57692222893692,0.10074364,1.3860176,47.547176,-728.7921,0.43622094,-782.07385,-805.8519
152,4.386902e-07,14.144073,76063,0.021960039,100,0.85239834,,5.7823915,5.757104,1140.0220556259155,6.16667,,[-1.615  0.666 -1.792  1.716 -3.672],9.999996,15200,5.23,444441.62,-31.51241,-2.2546659,0.77403516,42.27582840512264,0.3812927,28.685764,54.0674,-588.0212,0.006680617,-706.4859,-815.8886
153,1.964569e-06,13.712749,76546,0.02449798,100,0.90320164,,7.3229475,5.3233023,1148.6339929103851,5.8493605,,[-1.616  0.663 -1.792  1.706 -3.674],9.999991,15300,4.83,478971.7,-27.656658,-2.256142,0.7512257,38.27618664544966,0.5040992,39.819706,75.85341,-561.8841,0.0052787885,-674.7831,-808.14734
154,7.6293946e-07,16.016453,77050,0.017020186,100,0.91070616,,3.754355,5.85456,1157.1514427661896,6.022068,,[-1.62   0.658 -1.79   1.723 -3.675],9.999998,15400,5.04,487986.88,-29.650427,-2.2575333,0.8623661,40.375605311105595,0.24572442,16.34768,46.829018,-651.3877,0.013462644,-736.7236,-808.2906
155,-1.8692017e-06,9.340461,77539,0.026235962,100,0.9941515,,8.218128,5.834495,1164.3360664844513,5.9011726,,[-1.619  0.653 -1.79   1.716 -3.676],9.999989,15500,4.89,576454.25,-18.40546,-2.26536,0.79795295,38.87833884258788,0.5746444,46.687603,29.649849,-596.35736,0.007813472,-705.3399,-798.60095
156,-1.8882752e-06,10.945304,78043,0.04014047,100,0.8164799,,14.386575,6.2626333,1169.9665360450745,6.022727,,[-1.623  0.65  -1.802  1.705 -3.684],9.999986,15600,5.04,389408.12,-29.717648,-2.264705,0.67739826,40.37723231122716,1.0430195,76.37495,46.74155,-507.99966,0.004473953,-645.7099,-808.24884
157,2.2888183e-07,14.073822,78557,0.011859883,100,0.6384121,,1.5524113,4.7064705,1175.5595684051514,6.1004047,,[-1.624  0.645 -1.803  1.694 -3.684],10.0,15700,5.14,243697.8,-20.764874,-2.2688334,0.92956,41.37804331338393,0.12049514,3.5011094,54.98037,-704.8073,0.04894531,-767.75256,-813.4616
158,-2.2888183e-07,13.789347,79081,0.013609346,100,0.8652269,,2.17661,7.168621,1182.1316468715668,6.1738043,,[-1.621  0.64  -1.801  1.691 -3.688],9.999993,15800,5.24,446348.88,-31.610718,-2.266584,0.89761007,42.37535093414811,0.14747243,4.794197,53.9207,-682.9214,0.04517063,-758.04114,-816.1417
159,1.335144e-06,11.933896,79587,0.010683804,100,0.42324245,,1.2014298,2.5642986,1189.0665845870972,6.037567,,[-1.62   0.639 -1.802  1.683 -3.685],10.0,15900,5.06,104817.87,-29.900723,-2.2705088,0.96303713,40.575048451824316,0.10609719,1.7994443,46.482903,-728.20905,0.35088408,-784.5357,-808.80817
160,-9.727478e-07,13.406745,80095,0.02385284,100,0.8693199,,6.747147,4.738677,1197.5477998256683,6.05383,,[-1.609  0.641 -1.794  1.685 -3.689],9.99997,16000,5.08,446113.7,-30.074986,-2.2723906,0.7717202,40.77665648174692,0.4278596,35.862915,37.177353,-583.0367,0.0075783078,-689.793,-807.0083
