Iteration,InitialReturnMean,InitialReturnStd,TimestepsSoFar,MeanD2w0t,EpThisIter,StdIW,EntropyCoefficient,EmpiricalD2,MaxIW,TimeElapsed,ReturnStepMaxmin,MinD2w0t,Weights,ReturnStepMax,EpisodesSoFar,EpLenMean,J_sample_variance,InitialReturnMin,MeanEntropy,MeanIW,EpRewMean,StdD2w0t,MaxD2w0t,InitialReturnMax,ReturnMeanIW,MinIW,Bound,InitialBound
161,-1.2969971e-06,13.182485,80608,0.014684111,100,0.9113722,,2.6312213,5.3579006,1202.971705198288,6.091879,,[-1.61   0.642 -1.793  1.696 -3.691],9.999998,16100,5.13,493935.47,-30.561916,-2.2741895,0.8881467,41.27566464557049,0.17438857,8.255246,27.373405,-672.9432,0.03644407,-737.85913,-805.80505
162,2.708435e-06,12.643116,81131,0.018685045,100,0.83434266,,4.3240314,4.824929,1211.5596134662628,6.16696,,[-1.613  0.647 -1.799  1.703 -3.693],9.999952,16200,5.23,424492.03,-21.640345,-2.2741985,0.88098377,42.27647770810092,0.2592169,12.617066,54.037403,-670.8463,0.0063535986,-768.45764,-815.8787
163,2.4795531e-06,14.789187,81658,0.013622406,100,0.5450759,,1.7379602,3.9711478,1219.5566158294678,6.1958494,,[-1.612  0.647 -1.796  1.713 -3.693],9.999961,16300,5.27,176912.1,-31.884829,-2.2450595,0.91156924,42.67596399626102,0.14799576,8.209602,53.739212,-694.6748,0.07936961,-769.4149,-816.9605
164,-8.773804e-07,13.57294,82153,0.011252213,100,0.6335683,,1.4596523,4.7314677,1229.0117809772491,5.9495926,,[-1.603  0.605 -1.799  1.739 -3.664],9.999975,16400,4.95,235917.84,-28.815845,-2.2441943,0.9697961,39.47517961146387,0.11583111,3.1200075,38.446217,-730.8545,0.15622622,-788.9411,-803.0892
165,-9.155273e-07,13.553667,82672,0.023613479,100,0.84488535,,6.5974584,4.5234528,1233.7084743976593,6.137808,,[-1.601  0.602 -1.794  1.734 -3.663],9.999998,16500,5.19,427164.44,-21.245285,-2.2458265,0.79210234,41.87760435876037,0.44698173,35.722565,54.481163,-599.45435,0.010966304,-713.172,-814.83
166,1.335144e-06,12.443336,83154,0.009949036,100,0.31246018,,1.1069264,1.9686948,1241.5237348079681,5.8416996,,[-1.597  0.605 -1.797  1.719 -3.665],9.999995,16600,4.82,56570.453,-27.578255,-2.2424583,0.96379256,38.178485658430375,0.10094759,1.2635123,67.05211,-721.72363,0.28790343,-779.8043,-805.8198
167,3.8146972e-08,16.656296,83680,0.028121727,100,0.8530622,,8.674087,4.9836626,1249.3368096351624,6.1881523,,[-1.6    0.612 -1.802  1.71  -3.662],9.999998,16700,5.26,436648.03,-31.759232,-2.2419593,0.7002832,42.57483375881661,0.6648266,81.46692,53.847607,-530.26874,0.0058201347,-644.8812,-816.7088
168,8.773804e-07,12.947825,84178,0.0234819,100,0.81070304,,6.6941442,6.6291504,1257.3183014392853,5.974448,,[-1.602  0.609 -1.807  1.699 -3.661],9.999973,16800,4.98,390648.7,-29.113792,-2.2430968,0.73508507,39.776310312415724,0.4441376,37.407795,47.314568,-552.3891,0.0013944497,-675.58136,-806.4553
169,-1.1444092e-06,13.44437,84721,0.027577832,100,1.040079,,8.152147,11.361131,1264.56671833992,6.3073063,,[-1.602  0.605 -1.807  1.689 -3.662],9.999981,16900,5.43,651237.3,-23.548374,-2.244087,0.856753,44.2742833451373,0.5354934,40.235123,52.134205,-654.2004,0.008268238,-776.63495,-820.94025
170,1.1825562e-06,12.2976055,85203,0.012127104,100,0.80960417,,1.9199977,6.244652,1270.69331240654,5.8412504,,[-1.603  0.6   -1.812  1.68  -3.663],9.999964,17000,4.82,378911.44,-27.580502,-2.2463117,0.94453436,38.177329378950944,0.13414568,4.584597,30.33823,-707.34906,0.04742229,-768.8091,-796.3346
171,-1.335144e-07,14.009862,85705,0.010686757,100,0.5419184,,1.2305671,3.6943047,1276.7769594192505,6.007036,,[-1.603  0.593 -1.812  1.676 -3.665],9.999968,17100,5.02,171346.92,-29.487846,-2.2482612,0.9418789,40.17757828837961,0.10673082,1.7299733,56.037056,-710.692,0.29416367,-769.3193,-809.9785
172,5.1879883e-06,14.008209,86244,0.0279026,100,0.6611536,,8.37974,4.442407,1282.4656596183777,6.279978,,[-1.603  0.591 -1.81   1.683 -3.667],9.999992,17200,5.39,263676.06,-33.048836,-2.2499998,0.6124284,43.874523019859545,0.573611,48.110817,43.357788,-464.61963,0.004437109,-579.66974,-817.6985
173,2.2888185e-06,13.135196,86754,0.013988,100,0.84787697,,2.4161975,5.109299,1293.0957515239716,6.068653,,[-1.604  0.595 -1.813  1.667 -3.669],9.999998,17300,5.1,417613.84,-30.271297,-2.2538388,0.87136143,40.97506236584188,0.15754038,5.4564176,46.142227,-657.53455,0.04730624,-725.76337,-809.9816
174,2.670288e-07,13.839183,87274,0.022332748,100,1.1376245,,5.727414,7.897023,1303.270351409912,6.144949,,[-1.596  0.607 -1.815  1.649 -3.673],9.999994,17400,5.2,769868.44,-31.229183,-2.2521806,0.86099416,41.976851800084034,0.35669532,21.680447,45.250103,-653.48425,0.024385517,-748.1393,-812.81537
175,1.1444092e-06,10.838399,87784,0.023766475,100,0.8508666,,6.699096,11.095797,1312.132244348526,6.0693617,,[-1.601  0.613 -1.825  1.657 -3.671],9.999993,17500,5.1,425947.47,-20.416182,-2.252912,0.6878065,40.9768574172,0.44579774,41.0381,27.63113,-516.94446,0.01814422,-621.66296,-804.94525
176,-1.4305115e-06,13.781212,88287,0.021216933,100,1.0736849,,5.5651135,9.161615,1320.657820224762,6.014946,,[-1.601  0.609 -1.825  1.647 -3.672],9.999994,17600,5.03,684568.5,-29.587635,-2.2546532,0.82596654,40.27757477514778,0.38713968,30.329239,46.88574,-622.7966,0.01575605,-720.36316,-807.99615
177,4.5776366e-07,12.60424,88769,0.020670786,100,0.7316508,,5.602858,5.316812,1328.2083206176758,5.841365,,[-1.6    0.602 -1.819  1.64  -3.673],9.999999,17700,4.82,312712.1,-27.575886,-2.254176,0.7057816,38.177690178226285,0.3554572,24.475996,39.65099,-526.7663,0.00147162,-638.9431,-798.9552
178,-1.14440915e-07,10.499385,89272,0.027036358,100,1.1245534,,8.315489,6.398309,1335.2497398853302,6.0149784,,[-1.6    0.598 -1.82   1.63  -3.673],9.999998,17800,5.03,754728.5,-29.62633,-2.2334154,0.79514915,40.277667293807376,0.51659775,54.526836,37.612667,-599.45074,0.012505341,-706.9519,-805.5246
179,-2.4032593e-06,12.211498,89795,0.010640224,100,0.27049583,,1.0591495,1.8376194,1346.008521080017,6.166543,,[-1.645  0.599 -1.881  1.621 -3.652],9.999991,17900,5.23,44079.96,-31.539127,-2.2360563,0.9861913,42.27549354733502,0.103536494,1.1359515,35.68106,-750.9922,0.23370247,-801.68115,-811.1471
180,-1.2588501e-06,14.30885,90327,0.011941553,100,0.7693756,,1.4390538,6.524707,1356.030057668686,6.231859,,[-1.645  0.597 -1.88   1.62  -3.655],9.999994,18000,5.32,362212.56,-32.375874,-2.2351334,0.9215036,43.17673216168999,0.117442116,2.2503355,44.09581,-704.11914,0.06632151,-762.8069,-815.98444
181,3.8146973e-07,11.676708,90849,0.011046043,100,0.2841312,,1.0977806,1.9330952,1364.7354745864868,6.160075,,[-1.643  0.592 -1.875  1.617 -3.654],9.999997,18100,5.22,48572.258,-31.450249,-2.2324357,0.9592727,42.177787507858405,0.10774872,1.4321928,26.481533,-730.2352,0.37704146,-779.2187,-808.30334
182,2.5177003e-06,12.263706,91368,0.013648845,100,0.8326034,,2.220685,4.371872,1370.8551456928253,6.1379814,,[-1.678  0.582 -1.898  1.625 -3.651],9.999994,18200,5.19,415555.03,-31.152905,-2.2626784,0.9178697,41.87804419680459,0.15121268,8.242728,36.098434,-697.511,0.029096143,-765.3974,-810.1122
183,4.386902e-07,11.957286,91851,0.02898582,100,0.77602214,,9.4162,4.58191,1380.3337047100067,5.8494253,,[-1.694  0.602 -1.866  1.619 -3.682],9.99998,18300,4.83,353974.9,-17.798038,-2.2626965,0.80383444,38.27631727670748,0.6573148,49.55879,30.248028,-601.8009,0.0046199965,-709.001,-796.64136
184,2.5558472e-06,12.84931,92367,0.010357029,100,0.07208817,,1.0068114,1.2671374,1388.0588946342468,6.115649,,[-1.693  0.599 -1.864  1.607 -3.682],9.999997,18400,5.16,3384.845,-30.855429,-2.2598321,0.992275,41.57836864855654,0.101425044,1.0953524,45.628735,-753.77704,0.78475404,-806.1405,-811.73035
185,2.5558472e-06,13.364406,92903,0.016848395,100,1.0462875,,3.4280388,7.620906,1394.644267320633,6.2588186,,[-1.691  0.592 -1.864  1.611 -3.679],9.999972,18500,5.36,666864.2,-22.872444,-2.2620008,0.87847674,43.57355968972026,0.20947683,10.920229,52.80796,-671.6078,0.0044362373,-759.30426,-819.20435
186,4.4250487e-06,16.325796,93433,0.011676089,100,0.63885784,,1.3935982,4.208912,1403.8717548847198,6.2179976,,[-1.687  0.591 -1.86   1.621 -3.681],9.999986,18600,5.3,245267.25,-32.146637,-2.26243,0.9625761,42.9776559966088,0.114503354,2.1125834,80.33658,-734.7386,0.15554996,-800.03094,-823.882
187,-2.8419495e-06,10.166969,93937,0.03654105,100,0.70129156,,12.745092,6.0521965,1411.1920881271362,6.023492,,[-1.688  0.591 -1.857  1.628 -3.681],9.999949,18700,5.04,290391.2,-19.84079,-2.265412,0.64966935,40.379072049352615,0.93432647,75.585175,28.1973,-487.18277,0.00083659805,-614.25073,-803.2338
188,-2.307892e-06,14.235942,94466,0.031165171,100,1.1043603,,9.908419,6.76686,1420.109180688858,6.2102785,,[-1.688  0.591 -1.859  1.613 -3.684],9.999988,18800,5.29,737952.56,-22.19993,-2.2638872,0.83213603,42.87615688807901,0.6694358,55.677975,62.561146,-633.8151,0.0054634344,-756.4625,-819.62067
189,1.9836425e-06,10.67421,94965,0.022838047,100,1.0609895,,6.5103145,5.8402224,1430.262623310089,5.982643,,[-1.692  0.589 -1.857  1.628 -3.683],9.999969,18900,4.99,663349.0,-29.23986,-2.2658541,0.83532304,39.876618985806886,0.42275333,37.908424,28.67057,-628.068,0.016783092,-729.498,-801.69635
190,-3.376007e-06,12.377757,95484,0.019920992,100,0.8563356,,4.8726115,5.9096804,1438.2566003799438,6.137439,,[-1.699  0.591 -1.867  1.615 -3.685],9.999995,19000,5.19,440338.03,-21.264696,-2.2646475,0.8393061,41.87663872950637,0.29525825,15.674021,72.35019,-636.409,0.031921588,-740.96436,-818.963
191,7.6293946e-07,15.647694,96037,0.021471774,100,1.0247653,,4.903002,8.263198,1448.3651731014252,6.374589,,[-1.697  0.593 -1.87   1.603 -3.684],9.999993,19100,5.53,634626.44,-34.373146,-2.2639537,0.8489455,45.275724552799126,0.32912827,31.08348,51.236298,-651.0014,0.034412917,-753.4134,-823.35443
192,1.6021728e-06,13.809103,96540,0.02681004,100,0.8869559,,8.253312,4.475639,1456.6528115272522,6.0154905,,[-1.689  0.58  -1.855  1.6   -3.683],9.999999,19200,5.03,473560.97,-29.587208,-2.2666686,0.76254386,40.27895619704438,0.594218,54.44196,37.665592,-575.35956,0.0078842295,-673.8091,-805.5913
193,1.4495849e-06,12.6971245,97052,0.019025523,100,0.85798943,,4.5491996,4.8658633,1463.6539661884308,6.084754,,[-1.688  0.581 -1.855  1.585 -3.686],9.999955,19300,5.12,441865.1,-30.471817,-2.266672,0.80539584,41.176852932594144,0.30122393,20.933083,45.986073,-610.445,0.001154301,-702.5094,-810.5783
194,4.5776366e-07,10.989838,97554,0.034999974,100,0.9555971,,12.104073,6.642871,1470.8744668960571,6.006716,,[-1.688  0.576 -1.855  1.578 -3.686],9.99999,19400,5.02,539098.44,-29.527796,-2.2609713,0.75721544,40.17683291575157,0.9377737,90.02623,28.396114,-569.4049,0.01807131,-679.2699,-802.6069
195,-3.1661987e-06,14.593375,98080,0.010550446,100,0.07361127,,1.0053406,1.2220271,1478.376226902008,6.189292,,[-1.689  0.575 -1.857  1.564 -3.68 ],9.999949,19500,5.26,3236.1082,-31.79076,-2.2614534,0.9877711,42.57770587651934,0.102321334,1.0259609,71.812035,-752.8481,0.77606386,-811.64294,-820.89246
196,-1.2588501e-06,13.911183,98607,0.038587622,100,0.8579406,,13.559048,8.389539,1485.8055665493011,6.196434,,[-1.693  0.58  -1.859  1.561 -3.68 ],9.999992,19600,5.27,443796.03,-22.014526,-2.2636023,0.6878178,42.67758560908351,1.2450143,191.44409,71.72185,-520.5085,0.0034447082,-645.07446,-821.143
197,3.3569336e-06,13.334399,99125,0.014906533,100,0.9089856,,2.74227,7.29753,1494.6995477676392,6.129979,,[-1.691  0.584 -1.856  1.572 -3.682],9.999969,19700,5.18,480202.3,-31.041245,-2.2638984,0.91597724,41.77656443571986,0.17799172,8.563013,45.401222,-694.77325,0.026894184,-772.2799,-812.25616
198,-6.6375733e-06,12.881015,99661,0.0108257765,100,0.21469668,,1.0378282,1.9676474,1502.171912431717,6.259345,,[-1.694  0.582 -1.856  1.583 -3.683],9.999997,19800,5.36,28558.012,-22.894264,-2.2656426,0.9923451,43.57503998161705,0.10401086,1.0774026,34.47913,-759.1737,0.4223151,-809.29944,-814.5152
199,1.1062622e-06,12.566597,100174,0.024128862,100,0.88284624,,6.655981,7.6877694,1511.3856766223907,6.092701,,[-1.696  0.582 -1.86   1.582 -3.685],9.999994,19900,5.13,446973.06,-30.570717,-2.2663722,0.77660036,41.27776591101854,0.47174525,40.638744,36.691483,-585.393,0.022123503,-683.65295,-808.44543
200,-5.1116945e-06,13.24642,100675,0.01966687,100,0.87264806,,4.903423,5.148325,1517.9347093105316,5.998968,,[-1.69   0.574 -1.852  1.575 -3.685],9.999957,20000,5.01,454288.4,-29.398342,-2.2675772,0.8416048,40.07730714445294,0.3224913,20.558517,47.066654,-635.4145,0.009507707,-734.7685,-807.3859
201,4.5013426e-06,12.724744,101208,0.05129263,100,1.286344,,19.047787,6.747593,1526.566281080246,6.238392,,[-1.693  0.579 -1.854  1.583 -3.686],9.9999695,20100,5.33,998632.75,-32.492737,-2.2639537,0.81376594,43.275234240525904,1.5226704,189.63515,43.980583,-619.4669,0.004157539,-768.4883,-816.18994
202,1.6593933e-06,12.068138,101725,0.028454727,100,0.72331613,,8.754596,4.5527987,1535.3471374511719,6.122346,,[-1.706  0.576 -1.856  1.6   -3.683],9.999948,20200,5.17,313702.78,-30.962246,-2.2643666,0.681831,41.676131005864455,0.61123437,46.310364,45.486153,-515.22974,0.00246862,-633.28906,-811.9558
203,-1.6784668e-06,10.597586,102233,0.018012153,100,0.94227254,,4.3055778,7.987456,1541.4740016460419,6.054165,,[-1.706  0.571 -1.856  1.591 -3.683],9.999971,20300,5.08,519485.97,-20.216644,-2.2609713,0.9126317,40.77750914614899,0.2687591,21.9916,27.81757,-689.31165,0.013667362,-774.9936,-804.3787
204,-3.8146973e-07,13.330512,102750,0.010442672,100,0.16129275,,1.0241776,1.5112133,1546.7411341667175,6.1227913,,[-1.698  0.565 -1.842  1.605 -3.68 ],9.999985,20400,5.17,15719.711,-30.941317,-2.2610078,0.9817853,41.67737878142123,0.10217727,1.1097738,54.664524,-746.04504,0.54412544,-801.11597,-814.2731
205,-2.5367738e-06,12.776831,103280,0.022172349,100,0.82691574,,5.8016677,4.3454127,1553.0837371349335,6.2169456,,[-1.699  0.573 -1.845  1.602 -3.68 ],9.999985,20500,5.3,414440.5,-22.314373,-2.2594957,0.75033873,42.974861609706274,0.3844359,31.07845,44.225746,-570.3906,0.021488674,-663.3592,-815.4157
206,-2.5558472e-06,13.042951,103805,0.014021868,100,0.9190264,,2.325467,7.6525173,1563.0396518707275,6.181902,,[-1.696  0.577 -1.847  1.586 -3.678],9.999989,20600,5.25,501001.7,-31.721592,-2.260972,0.9375149,42.477463080634905,0.15250964,5.9702806,44.6745,-714.16766,0.047200732,-789.40857,-814.15717
207,-3.33786e-06,15.570143,104333,0.021358492,100,0.7288794,,5.4453373,3.9568443,1568.7657074928284,6.2027855,,[-1.695  0.578 -1.847  1.594 -3.68 ],9.999996,20700,5.28,324207.7,-31.968166,-2.2616522,0.7701591,42.775338546828294,0.3627659,26.2666,53.617123,-586.2685,0.009280604,-693.0813,-817.2238
208,-3.013611e-06,13.406137,104862,0.011043301,100,0.35559765,,1.1357884,2.3337338,1578.1033172607422,6.2098064,,[-1.697  0.582 -1.847  1.604 -3.68 ],9.999971,20800,5.29,76153.195,-32.09807,-2.2497292,0.9868469,42.87486474863773,0.107050866,1.4005729,53.420177,-753.17444,0.30593047,-810.47455,-817.4421
209,-6.1035155e-07,13.202935,105382,0.019920269,100,0.7863224,,4.824854,4.9479294,1583.9705595970154,6.1438293,,[-1.692  0.581 -1.841  1.6   -3.669],9.999996,20900,5.2,371976.28,-31.234253,-2.2480612,0.7899744,41.97394630300902,0.3001667,18.46048,54.30653,-599.58887,0.007394977,-711.66626,-815.03094
210,2.0599366e-06,12.214242,105887,0.033664506,100,0.7915241,,11.537288,7.304616,1592.4451620578766,6.0302486,,[-1.689  0.579 -1.839  1.59  -3.667],9.999973,21000,5.05,375479.03,-29.800776,-2.254897,0.69595736,40.47631215069065,0.81565714,73.896416,37.412056,-523.0503,0.008760498,-644.39624,-806.11035
211,-2.0980835e-06,11.803136,106391,0.01885503,100,0.8496982,,4.664298,4.6033864,1602.4334180355072,6.0232115,,[-1.682  0.563 -1.829  1.615 -3.674],9.999999,21100,5.04,428907.88,-19.83105,-2.2558062,0.87648344,40.37849126080571,0.30123398,22.814245,37.53616,-660.83887,0.016147394,-752.2979,-805.8519
212,-3.4332274e-06,12.435319,106889,0.016178055,100,0.8887994,,3.5533478,5.5063257,1610.568318605423,5.9758005,,[-1.684  0.563 -1.836  1.604 -3.675],9.999998,21200,4.98,465833.56,-29.12587,-2.2548862,0.88291675,39.77973710137456,0.23690057,21.687012,28.800373,-665.6884,0.018570937,-749.9837,-801.4726
213,1.7166137e-06,11.744593,107418,0.011053595,100,0.39335966,,1.1679264,2.253539,1620.152672290802,6.2099037,,[-1.679  0.564 -1.83   1.614 -3.674],9.999992,21300,5.29,94154.06,-32.121185,-2.2565558,0.9579504,42.875175219553974,0.10713116,1.3443427,35.13443,-730.9323,0.3687029,-782.54803,-812.7179
214,1.2207031e-06,11.992446,107934,0.024213413,100,0.6204156,,6.847636,3.8930368,1628.0865235328674,6.115222,,[-1.674  0.558 -1.824  1.621 -3.675],9.999969,21400,5.16,233335.19,-30.865433,-2.2566063,0.68296546,41.57719522746639,0.4915845,51.812286,27.065292,-515.42804,0.005059102,-624.6002,-806.65686
215,1.1062622e-06,14.949819,108461,0.03426546,100,0.8541271,,10.950744,6.433716,1636.4034969806671,6.1958942,,[-1.675  0.554 -1.825  1.612 -3.675],9.999996,21500,5.27,436426.53,-31.88319,-2.2656956,0.74544436,42.67617067877219,0.7734474,58.031586,62.738197,-565.7538,0.00023783009,-673.10516,-819.1097
216,-4.959106e-07,11.659828,108988,0.022403225,100,1.0737342,,5.9465394,5.6682873,1647.6570773124695,6.195554,,[-1.695  0.533 -1.838  1.642 -3.685],9.999999,21600,5.27,695782.6,-31.927227,-2.2663722,0.8605875,42.675282541337836,0.37227532,26.03257,35.283337,-654.73676,0.0051473374,-757.8014,-812.1966
217,1.7929077e-06,13.4288435,109487,0.032929987,100,0.67523956,,11.096131,3.32372,1656.074279308319,5.9831266,,[-1.694  0.533 -1.833  1.654 -3.685],9.999991,21700,4.99,272058.03,-29.21001,-2.2656424,0.6702064,39.87788168654885,0.78253835,78.18814,37.964478,-502.8441,0.0066769863,-648.7947,-804.3647
218,-5.722046e-07,15.088026,110037,0.013253743,100,0.5051973,,1.3826265,3.2110558,1665.1879024505615,6.354619,,[-1.692  0.533 -1.829  1.667 -3.685],9.9999895,21800,5.5,156440.84,-34.09028,-2.2734365,0.89977735,44.97517125604768,0.1299263,3.5213633,69.46015,-691.85693,0.10265979,-771.90704,-826.8091
219,-3.8146973e-07,15.662615,110581,0.022998128,100,1.1936806,,6.044591,8.385431,1670.9071860313416,6.3150244,,[-1.728  0.544 -1.864  1.66  -3.692],9.999986,21900,5.44,853011.7,-23.62555,-2.2800627,0.83015096,44.37683142893254,0.37963197,31.224651,70.03233,-632.9385,0.016180027,-729.32056,-825.4265
220,1.6021728e-06,12.943446,111092,0.020126805,100,1.2978181,,5.126384,9.084911,1681.7615897655487,6.0774765,,[-1.733  0.534 -1.857  1.679 -3.699],9.999987,22000,5.11,1002024.06,-30.37188,-2.2761004,0.90045875,41.07791911139975,0.33396766,23.760578,46.114246,-682.1808,0.004498914,-768.4191,-810.3173
221,6.2942504e-06,13.83731,111622,0.03381929,100,0.79506296,,11.135961,6.224614,1690.2226893901825,6.2177343,,[-1.731  0.535 -1.852  1.69  -3.695],9.999976,22100,5.3,377216.12,-32.189995,-2.2763638,0.66378623,42.97693121670273,0.82665277,86.22768,44.27531,-501.85764,0.013654451,-636.219,-815.46704
222,-2.4414062e-06,11.314457,112135,0.02479308,100,0.7203253,,7.0885487,5.0521007,1699.3263795375824,6.0922318,,[-1.73   0.532 -1.853  1.678 -3.695],10.0,22200,5.13,307647.34,-30.585768,-2.2773273,0.70033085,41.276575807878906,0.44340634,26.271109,45.813683,-527.4572,0.012351077,-656.266,-810.8391
223,-1.1444092e-06,12.796479,112652,0.022242192,100,0.81616926,,5.967055,4.7311068,1709.1218383312225,6.122119,,[-1.729  0.53  -1.854  1.667 -3.696],9.999993,22300,5.17,398117.47,-21.066069,-2.2783246,0.81438875,41.67566102069364,0.4184262,46.24326,45.479843,-616.96936,0.0021483342,-727.33276,-811.95715
224,-2.8991699e-06,14.038607,113171,0.010493026,100,0.19279669,,1.0352954,1.6284326,1717.8049302101135,6.137124,,[-1.729  0.534 -1.852  1.677 -3.697],9.999976,22400,5.19,22542.225,-21.241734,-2.2795074,0.9776,41.875773679488184,0.10247015,1.1658003,54.497913,-743.3117,0.54146975,-798.2919,-814.80347
225,7.05719e-07,13.83525,113687,0.02305112,100,0.9780719,,6.1657214,6.8435373,1727.5805790424347,6.114855,,[-1.722  0.536 -1.845  1.676 -3.698],9.999987,22500,5.16,573976.44,-20.953571,-2.2849288,0.8421175,41.57628847380371,0.43124834,38.067318,45.62747,-638.8716,0.013937033,-740.3503,-811.7066
226,3.4713746e-06,14.766909,114191,0.023635123,100,0.9039409,,6.4464617,5.6145763,1737.5167365074158,6.0221977,,[-1.709  0.535 -1.839  1.664 -3.704],9.999992,22600,5.04,479729.56,-29.668282,-2.2871237,0.85672516,40.37591488540202,0.44343272,33.83772,37.574276,-646.3912,0.0031569703,-743.45374,-805.8447
227,-1.335144e-07,11.935032,114683,0.025209965,100,0.85274583,,7.654489,5.3217072,1746.5720567703247,5.92636,,[-1.717  0.539 -1.85   1.673 -3.706],9.999999,22700,4.92,427228.78,-28.552376,-2.2878203,0.7738876,39.178841933706245,0.5399992,41.11387,38.70692,-579.6859,0.020592734,-680.424,-802.2005
228,-2.8991699e-06,18.195967,115221,0.025320854,100,1.1669343,,7.1407623,8.739837,1756.3312451839447,6.2736416,,[-1.719  0.535 -1.853  1.664 -3.707],9.999994,22800,5.38,814412.9,-22.996338,-2.2903044,0.85965455,43.776081888045695,0.4905396,40.963318,105.51883,-655.7281,0.0012852724,-768.6275,-831.12866
229,4.5776366e-07,12.456889,115738,0.0179737,100,0.884656,,4.051699,4.4225264,1762.5717747211456,6.1228886,,[-1.721  0.526 -1.855  1.683 -3.709],10.0,22900,5.17,469568.72,-30.954842,-2.2909982,0.8664403,41.6776662511252,0.25954717,17.97445,36.301434,-657.078,0.018006962,-734.2363,-809.5583
230,-1.1444092e-06,12.842351,116273,0.016183736,100,0.8797572,,3.147962,4.807987,1768.659672498703,6.2530546,,[-1.722  0.517 -1.854  1.678 -3.71 ],9.999993,23000,5.35,475280.4,-22.796707,-2.289812,0.859299,43.47690518082586,0.19543298,8.4391365,52.881756,-656.9256,0.014801511,-740.54083,-819.00446
231,-1.4877319e-06,12.662865,116783,0.061138727,100,0.7514025,,24.503595,5.4640837,1777.8248991966248,6.06878,,[-1.721  0.521 -1.851  1.685 -3.709],9.999991,23100,5.1,334603.28,-30.277662,-2.2927551,0.6531235,40.97536385559182,2.0903838,257.3765,36.975964,-490.33533,0.0014561636,-625.84845,-807.5497
232,-3.490448e-06,14.4949875,117304,0.011310016,100,0.25089568,,1.174359,2.5756552,1785.3243701457977,6.1513796,,[-1.713  0.565 -1.876  1.64  -3.712],9.999988,23200,5.21,38051.61,-31.311312,-2.3137002,0.93831545,42.07431255386999,0.114092566,5.7653227,45.08755,-714.2678,0.2186129,-782.8893,-813.05054
233,1.3732911e-06,13.761625,117823,0.019839017,100,0.83326036,,4.8504696,8.295042,1794.4367983341217,6.136298,,[-1.702  0.592 -1.874  1.621 -3.733],9.999995,23300,5.19,417510.03,-31.126465,-2.3141809,0.77187014,41.873685199447934,0.31257045,25.024702,54.3758,-584.7244,0.025715442,-706.2872,-814.76166
234,-1.9836425e-06,12.311523,118317,0.010790621,100,0.43393713,,1.2166599,3.5562418,1804.8044745922089,5.9421616,,[-1.701  0.593 -1.875  1.61  -3.733],9.999997,23400,4.94,108799.17,-28.739372,-2.312555,0.9433369,39.37713009758089,0.10870258,1.6899707,47.6645,-710.19434,0.2135132,-765.07855,-805.22974
235,-3.7002565e-06,11.243611,118829,0.010295366,100,0.15683562,,1.0193748,1.7550437,1813.663289308548,6.085305,,[-1.69   0.603 -1.855  1.598 -3.732],9.999993,23500,5.12,15000.565,-30.490978,-2.316182,0.9909086,41.17836293975561,0.1012241,1.0383828,36.773743,-751.70795,0.58633286,-801.587,-808.1572
236,3.2424928e-06,11.705147,119348,0.016457247,100,1.116274,,3.3869367,10.012157,1821.702657699585,6.136945,,[-1.692  0.605 -1.856  1.595 -3.735],9.999934,23600,5.19,751476.3,-31.153841,-2.316337,0.8810206,41.87520126873011,0.21125007,14.017977,45.268623,-669.2588,0.01963177,-756.88293,-812.4842
237,9.536743e-08,10.408633,119864,0.016829103,100,0.9611849,,3.53244,6.3128843,1830.2332203388214,6.114628,,[-1.691  0.607 -1.855  1.603 -3.735],9.999989,23700,5.16,555401.5,-21.00273,-2.317646,0.9107451,41.57570993548451,0.21496454,11.584217,27.015015,-691.7339,0.04470462,-769.8346,-806.6114
238,-2.6130676e-06,14.427353,120389,0.010766956,100,0.33206502,,1.0914938,2.4585376,1836.258152961731,6.1813374,,[-1.695  0.605 -1.853  1.595 -3.737],10.0,23800,5.25,66490.92,-31.697578,-2.3186224,0.9825034,42.47601104388896,0.104615755,1.2751521,71.89015,-748.81616,0.38762757,-809.1069,-820.5957
239,5.130768e-06,14.749476,120894,0.013497515,100,1.0945547,,2.33163,9.639736,1843.3354225158691,6.0307026,,[-1.695  0.606 -1.851  1.597 -3.738],9.999994,23900,5.05,707888.4,-29.763695,-2.3164754,0.8893608,40.47750525025697,0.15303019,6.0654225,46.713436,-671.81555,0.03289245,-740.3564,-808.6001
240,-2.2888185e-06,11.013571,121390,0.010136523,100,0.313602,,1.0676767,3.0733814,1852.8580541610718,5.95881,,[-1.691  0.605 -1.843  1.606 -3.736],9.999985,24000,4.96,57081.77,-28.951214,-2.3171713,0.98091274,39.57781216315553,0.101329945,1.1766773,28.977627,-739.2575,0.4148441,-787.08057,-800.8054
241,-1.335144e-07,11.985243,121899,0.033715416,100,0.66896135,,11.324693,4.451141,1861.0559318065643,6.061222,,[-1.693  0.605 -1.846  1.609 -3.736],9.999998,24100,5.09,266185.5,-20.303146,-2.3174388,0.6809205,40.875806027919495,0.7817162,75.271545,64.37555,-511.60638,0.0023009672,-647.1899,-814.1133
