EpisodesSoFar,EpRewMean,MeanEntropy,ReturnStepMaxmin,StdIW,Iteration,MeanIW,InitialReturnMax,StdD2w0t,MeanD2w0t,Bound,InitialReturnStd,EpLenMean,MinD2w0t,MinIW,InitialBound,MaxIW,ReturnMeanIW,TimeElapsed,EmpiricalD2,Weights,J_sample_variance,InitialReturnMin,InitialReturnMean,ReturnStepMax,MaxD2w0t,TimestepsSoFar,EpThisIter
16400,92.0516932589231,-1.9391398,8.031674,0.86818075,164,0.71549726,118.63086,1.4718659,0.06272726,-721.488,34.54675,10.21,,0.0035370167,-876.0276,5.433856,-575.85345,806.7682676315308,16.214388,[-0.982  0.1   -0.328  0.315 -3.348],530109.0,-58.040627,-1.14440915e-07,9.015837,150.15988,144687,100
16500,83.05377318081094,-1.9664725,7.8418417,0.23956601,165,0.9744389,118.91144,0.1428639,0.019506145,-860.3097,34.601665,9.31,,0.32226914,-873.05225,2.159279,-785.90753,812.1870546340942,1.1012036,[-0.981  0.098 -0.325  0.347 -3.358],38377.12,-59.546394,-1.2664795e-05,8.92092,2.8894813,145618,100
16600,80.353936198995,-1.9719423,7.777421,1.2454658,166,0.82072216,113.194954,0.93060887,0.047747754,-784.3237,32.232277,9.04,,0.009963873,-870.86554,9.25611,-656.7311,816.8362140655518,11.973659,[-1.004  0.088 -0.332  0.354 -3.385],1043835.94,-57.143898,5.0735475e-06,8.888709,104.33997,146522,100
16700,87.05356053812444,-1.9606111,7.930704,0.6581496,167,0.9119406,139.06396,0.20300776,0.024852652,-835.5079,36.2059,9.71,,0.05387973,-877.4059,4.171264,-736.58545,822.4424698352814,2.1628711,[-1.016  0.093 -0.355  0.325 -3.391],297504.88,-53.380833,-5.645752e-06,8.965352,13.648165,147493,100
16800,94.74959595372931,-1.9580884,8.081987,0.9607132,168,0.7407445,139.66373,0.5224099,0.04122875,-733.2993,34.847137,10.48,,0.01186015,-879.40784,7.8733993,-598.1959,827.5865662097931,7.4910994,[-1.018  0.087 -0.348  0.312 -3.379],659018.0,-70.28154,-4.577637e-06,9.040994,50.023052,148541,100
16900,84.05193815330675,-1.9560543,7.8643875,0.6546322,169,0.9026676,126.02786,0.26615903,0.02760667,-832.8646,35.91956,9.41,,0.03915875,-874.5016,7.3192115,-728.31793,833.3618874549866,2.959272,[-1.013  0.072 -0.335  0.348 -3.377],292265.44,-50.623688,1.0681152e-06,8.932194,15.520945,149482,100
17000,86.65511762352358,-1.9758933,7.9224663,0.9030586,170,0.70142466,131.5795,1.0894618,0.054622516,-709.24084,35.93628,9.67,,0.0017000646,-876.28217,6.4468384,-564.31635,838.1560127735138,14.087215,[-1.013  0.082 -0.337  0.359 -3.375],575047.6,-62.806454,1.4877319e-06,8.961232,133.9359,150449,100
17100,78.45585392074221,-1.9703794,7.7301416,0.8291103,171,0.8074836,81.65777,0.9105583,0.04657147,-759.6816,28.764307,8.85,,0.0056827907,-864.9237,11.221573,-651.7458,843.896490573883,8.886654,[-0.983  0.08  -0.292  0.383 -3.395],470326.75,-65.384384,-3.0517579e-06,8.8650675,100.36732,151334,100
17200,81.35663508257826,-1.9651083,7.802329,0.31468305,172,0.95806974,112.32739,0.15732057,0.02016192,-846.7472,32.546608,9.14,,0.09433603,-871.2833,2.354496,-771.84576,849.5360810756683,1.2817447,[-1.024  0.084 -0.319  0.409 -3.389],64901.246,-58.05333,4.5776366e-07,8.901164,8.323497,152248,100
17300,79.76192534297385,-1.9719851,7.764349,0.6253451,173,0.81755,97.28278,0.65678316,0.035346854,-751.8587,31.003845,8.98,,0.010934682,-868.239,3.9260564,-657.4047,854.3341777324677,3.99766,[-1.026  0.061 -0.33   0.424 -3.384],260590.62,-66.52351,-2.4795531e-06,8.8821745,115.101555,153146,100
17400,81.2612832547608,-1.9698075,7.8009377,0.90603095,174,0.8587665,120.527405,0.5217003,0.036070094,-800.6938,33.56415,9.13,,0.01302074,-872.49054,6.1185493,-690.0347,860.5432450771332,6.128267,[-1.084  0.101 -0.383  0.405 -3.391],541046.2,-67.80412,-1.0681152e-06,8.900468,49.01947,154059,100
17500,74.85837330293546,-1.9804535,7.6344833,0.63772815,175,0.8458869,76.28709,0.25077203,0.026045581,-768.42523,23.293427,8.49,,0.017698929,-861.6449,4.676976,-678.65405,865.4159698486328,2.7216196,[-1.107  0.107 -0.401  0.424 -3.389],269973.75,-42.5273,-1.5258789e-06,8.817241,11.213077,154908,100
17600,80.95285328713535,-1.9807273,7.7918453,0.88133705,176,0.6709208,120.76509,1.7863672,0.07008809,-682.9687,33.60765,9.1,,0.0024926579,-872.2851,9.9759445,-530.6569,870.1708555221558,22.372574,[-1.129  0.128 -0.422  0.425 -3.399],487922.66,-57.640007,-4.9591063e-06,8.895918,144.39565,155818,100
17700,73.2580483228161,-1.9905547,7.588969,1.1549256,177,0.7119271,94.85201,1.7242292,0.056004032,-698.2332,28.57522,8.33,,0.0012440507,-863.60297,14.624438,-568.0502,875.7359569072723,16.92941,[-1.133  0.129 -0.433  0.396 -3.4  ],907162.0,-50.670937,2.2888185e-06,8.794484,269.2573,156651,100
17800,79.15499233914358,-2.032287,7.747758,0.73399544,178,0.7865578,146.3092,0.45339328,0.036635615,-757.9957,33.393986,8.92,,0.00958034,-874.7954,5.726757,-634.8844,881.2339010238647,4.733014,[-1.143  0.128 -0.455  0.371 -3.41 ],377183.84,-55.978203,2.4414062e-06,8.8738785,36.800446,157543,100
17900,80.85525144399433,-2.034101,7.789933,1.0584638,179,0.91202694,96.20671,0.15748328,0.02074466,-800.83765,29.606367,9.09,,0.11107731,-868.54596,10.43237,-733.1965,886.2710275650024,1.6954075,[-1.173  0.138 -0.5    0.386 -3.451],770404.9,-57.689972,-7.095337e-06,8.894966,3.6582112,158452,100
18000,82.65743622026739,-2.0225399,7.8333225,0.8828081,180,0.8475639,111.136604,0.9887262,0.043991152,-797.68274,34.07723,9.27,,0.011899474,-871.786,4.74338,-681.10657,891.3949756622314,9.674652,[-1.176  0.14  -0.506  0.373 -3.453],525458.25,-69.08611,4.8828124e-06,8.91666,133.50531,159379,100
18100,85.35306557122561,-2.0194707,7.8937273,1.0361277,181,0.59703547,124.69465,2.1351876,0.07899098,-632.1188,31.19764,9.54,,0.0037176248,-874.6856,8.678315,-472.35324,897.20374584198,24.7805,[-1.18   0.137 -0.525  0.398 -3.442],722828.5,-61.792583,-5.722046e-06,8.946862,301.39816,160333,100
18200,79.55992186529181,-2.0041459,7.758913,0.6417787,182,0.8503836,113.78706,0.5003018,0.03470011,-794.82355,27.240374,8.96,,0.030766834,-870.45575,4.4667726,-686.7584,902.9482269287109,5.0334363,[-1.194  0.159 -0.551  0.357 -3.438],285556.72,-46.77494,-1.1444092e-06,8.879456,45.236183,161229,100
18300,78.15604102801686,-2.0156438,7.7224607,0.6702147,183,0.9293775,115.039314,0.23216465,0.025074556,-834.53687,26.268179,8.82,,0.005473069,-869.78766,5.4834914,-748.06647,908.6588184833527,2.5348551,[-1.209  0.18  -0.577  0.36  -3.423],301055.56,-55.29115,-2.0599366e-06,8.86123,12.917467,162111,100
18400,85.55477844747334,-2.016681,7.898489,0.924961,184,0.79296154,100.273315,0.26628175,0.02674106,-733.87866,33.28341,9.56,,0.07028212,-871.3528,8.305432,-636.4095,914.129086971283,2.765847,[-1.198  0.179 -0.538  0.343 -3.435],579481.0,-71.79167,-2.5177003e-06,8.9492445,29.461231,163067,100
18500,88.75205160876703,-2.0166202,7.9660025,0.57695496,185,0.8439483,137.42929,0.22786023,0.02508318,-787.143,36.996727,9.88,,0.018352443,-877.7717,3.766467,-680.73914,919.518994808197,2.514748,[-1.208  0.201 -0.558  0.316 -3.436],232044.19,-64.690575,9.155274e-06,8.983001,28.576687,164055,100
18600,87.352824419477,-2.0322313,7.936926,0.78379244,186,0.6593679,106.86113,1.4803177,0.06379716,-652.6697,34.466667,9.74,,0.003946096,-872.9977,4.1417236,-524.11664,924.591212272644,17.528946,[-1.204  0.198 -0.554  0.332 -3.436],414096.0,-44.03377,-2.2506713e-06,8.968463,171.7138,165029,100
18700,93.15018610334899,-2.0282462,8.052363,0.30264282,187,0.9797578,117.67021,0.14487071,0.021020476,-860.7667,35.551647,10.32,,0.35434136,-876.17554,2.5917826,-791.38403,930.1050646305084,1.0724319,[-1.199  0.196 -0.552  0.309 -3.451],64207.965,-58.991554,2.3651123e-06,9.026181,1.2673596,166061,100
18800,97.74488207794508,-2.0539482,8.134489,0.7933511,188,0.9167481,137.29803,0.20754154,0.026953828,-827.9928,40.50033,10.78,,0.053627435,-879.74554,4.20549,-735.3087,934.7322990894318,2.3985777,[-1.196  0.194 -0.553  0.306 -3.447],416955.97,-72.75897,,9.067245,17.469124,167139,100
18900,88.95082271912122,-2.0524383,7.969862,0.75398207,189,0.82100046,137.37769,0.37317994,0.030554952,-770.8668,36.02727,9.9,,0.043408077,-877.758,6.412463,-658.2964,940.4806990623474,4.1362324,[-1.197  0.198 -0.569  0.289 -3.473],371209.84,-55.1241,-6.942749e-06,8.984931,56.588737,168129,100
19000,92.15114989386115,-2.0598617,8.033493,1.3711566,190,0.7493971,118.56981,1.2466502,0.058766887,-723.31494,34.257374,10.22,,0.00089186284,-876.0261,12.078079,-599.583,945.0802748203278,15.269198,[-1.201  0.198 -0.568  0.306 -3.471],1271631.4,-67.92534,-1.2207031e-05,9.0167465,164.12195,169151,100
19100,93.55012490323911,-2.0878942,8.059868,0.97953993,191,0.6857052,228.75003,3.0973759,0.106389515,-703.30914,42.95506,10.36,,0.0007781344,-889.6325,6.60961,-548.11536,949.7867584228516,30.15007,[-1.199  0.2   -0.574  0.282 -3.479],628025.2,-68.76769,-6.713867e-06,9.029934,336.14883,170187,100
19200,92.34518430274102,-2.1093702,8.036168,0.6414865,192,0.90454537,102.08357,0.16480026,0.023337802,-806.59143,30.874239,10.24,,0.11514326,-873.57007,5.2034416,-729.92413,954.5095024108887,1.3805996,[-1.26   0.246 -0.456  0.219 -3.507],276698.4,-58.44792,8.010864e-07,9.018084,4.3046393,171211,100
19300,95.44788227132581,-2.1105838,8.094389,0.24225222,193,0.96039593,139.16888,0.15229103,0.022125611,-856.78107,37.41787,10.55,,0.12417115,-879.5549,1.5829703,-778.82306,959.2453780174255,1.1067733,[-1.267  0.253 -0.485  0.211 -3.528],43899.152,-70.796074,1.5258789e-06,9.047194,3.4975653,172266,100
19400,92.55099477582436,-2.1103525,8.041135,0.90884805,194,0.7820674,118.11962,0.9521556,0.051369425,-744.26263,32.76873,10.26,,0.0004387243,-876.00995,6.6160526,-626.69434,963.7134215831757,11.17399,[-1.268  0.244 -0.479  0.218 -3.53 ],561361.56,-58.555477,-2.0599366e-06,9.020567,98.63036,173292,100
19500,94.84554321155548,-2.1140263,8.083036,0.3957738,195,0.9516478,131.82079,0.15554295,0.022419646,-847.061,35.02062,10.49,,0.15526588,-878.3829,2.5614386,-768.88116,968.0666239261627,1.2109799,[-1.26   0.243 -0.481  0.197 -3.529],106168.484,-50.862053,-2.861023e-06,9.041518,4.4691052,174341,100
19600,104.44282826544239,-2.1210792,8.24329,0.6471096,196,0.9373675,139.02722,0.19398431,0.027080514,-841.99524,43.24843,11.45,,0.040133152,-880.6277,7.5943627,-753.89185,972.912713766098,1.9358004,[-1.257  0.251 -0.49   0.187 -3.533],276663.06,-78.69643,3.0517577e-07,9.121644,13.960896,175486,100
19700,100.64507428755336,-2.104417,8.183394,0.38793516,197,0.9695878,110.887794,0.15528828,0.023319576,-855.535,38.878265,11.07,,0.3494627,-876.4863,2.748137,-783.442,977.5602307319641,1.1842006,[-1.259  0.251 -0.493  0.176 -3.54 ],104781.0,-65.693954,-8.544922e-06,9.091697,1.4468744,176593,100
19800,98.44884527956667,-2.1065202,8.147253,0.30154055,198,0.9561922,144.2266,0.15886766,0.023076247,-852.00244,37.745174,10.85,,0.18943618,-880.6511,2.816353,-772.6672,982.0576121807098,1.1450955,[-1.253  0.247 -0.482  0.183 -3.523],58163.047,-73.51554,-6.027222e-06,9.0736265,4.8346634,177678,100
19900,97.74744595631496,-2.105769,8.134965,0.76739764,199,0.8979817,144.94128,0.21684131,0.027367534,-826.2396,40.48055,10.78,,0.08932546,-880.75946,6.946955,-725.016,986.3938477039337,2.2617142,[-1.26   0.26  -0.47   0.173 -3.526],400320.56,-72.74675,1.8310546e-06,9.067482,17.604155,178756,100
20000,96.05028332449827,-2.1057682,8.105615,1.1008415,200,0.71081734,138.87283,0.7824423,0.049608424,-718.6449,41.178196,10.61,,0.0067891064,-879.7748,8.5822315,-571.1865,990.5054116249084,10.4276085,[-1.259  0.265 -0.471  0.183 -3.525],831543.4,-61.393135,4.348755e-06,9.052807,80.46242,179817,100
20100,99.05188813507775,-2.1037447,8.158001,0.8475599,201,0.65797466,151.67963,1.4828151,0.06480141,-674.1432,45.03223,10.91,,0.0059964443,-881.9844,6.9750195,-524.3242,995.4609537124634,17.029434,[-1.241  0.252 -0.463  0.212 -3.525],510412.8,-73.7113,-7.6293945e-06,9.079,187.20049,180908,100
20200,98.84803168577842,-2.1132765,8.15391,1.0424612,202,0.5970633,143.91968,0.7232514,0.051921837,-603.10034,38.353855,10.89,,0.0026427517,-880.6738,8.191347,-472.95367,1000.6832368373871,10.856349,[-1.245  0.262 -0.475  0.181 -3.523],712092.94,-54.368187,-2.2888185e-06,9.076955,58.169334,181997,100
20300,95.55084418705086,-2.1110253,8.096752,1.337019,203,0.69891626,162.08817,0.6740161,0.049049877,-692.8323,38.339996,10.56,,0.004954057,-882.46893,11.470129,-559.43756,1005.3954858779907,10.189217,[-1.229  0.253 -0.464  0.209 -3.532],1213522.2,-61.06813,1.1825561e-05,9.048375,71.11732,183053,100
20400,102.84661675241863,-2.1113992,8.219066,0.7402223,204,0.64969945,177.90121,0.751545,0.045810703,-664.32227,45.22451,11.29,,0.0075002215,-885.3593,6.949502,-514.182,1010.249675989151,8.439137,[-1.241  0.268 -0.481  0.179 -3.53 ],357752.6,-77.13307,-4.4250487e-06,9.109532,125.36472,184182,100
20500,102.74271910161463,-2.115249,8.216795,0.9319513,205,0.9120271,163.22495,0.2934896,0.03068391,-836.52014,42.65059,11.28,,0.014348387,-883.4951,7.1439567,-736.5882,1015.9694905281067,2.9555945,[-1.244  0.273 -0.487  0.156 -3.53 ],605998.8,-57.69831,-1.3694763e-05,9.1083975,42.14934,185310,100
20600,103.84300649693036,-2.1140273,8.234067,0.7567567,206,0.73252094,162.11325,0.438962,0.039409544,-719.132,42.067375,11.39,,0.0010121886,-883.39764,5.3728695,-582.6676,1020.6334540843964,6.0067196,[-1.242  0.274 -0.489  0.169 -3.534],379796.3,-58.720535,-1.2207031e-05,9.117033,37.870934,186449,100
20700,106.4439574802568,-2.111346,8.273643,0.66206807,207,0.8242124,167.56001,0.40620634,0.03555241,-779.77057,48.476074,11.65,,0.02665232,-884.3829,4.1880856,-664.0009,1025.093430519104,4.2040987,[-1.244  0.282 -0.495  0.144 -3.533],303794.6,-70.42619,-4.348755e-06,9.136821,49.890274,187614,100
20800,103.7461968674535,-2.1063704,8.233075,0.9946151,208,0.82530576,124.163536,0.43210244,0.037264984,-766.4333,42.145924,11.38,,0.018735804,-878.63983,5.210614,-656.6375,1029.3085312843323,5.264049,[-1.247  0.284 -0.498  0.16  -3.53 ],636145.0,-58.648155,8.7738035e-06,9.116537,46.01019,188752,100
20900,101.6429667108488,-2.1032157,8.199277,0.7265132,209,0.8759589,141.20279,0.28171313,0.031174768,-811.49817,35.602325,11.17,,0.014173314,-880.4435,5.1389194,-705.7548,1034.4132854938507,2.7260697,[-1.245  0.286 -0.501  0.139 -3.525],373510.8,-57.04605,-2.2888183e-07,9.099638,19.171406,189869,100
21000,108.34286004966387,-2.1044164,8.301157,0.5254989,210,0.9365431,215.54333,0.17907083,0.026683735,-854.96625,46.4131,11.84,,0.12079409,-889.46747,3.7371352,-758.4454,1039.3307404518127,1.402874,[-1.246  0.278 -0.5    0.133 -3.522],196890.89,-62.528732,6.980896e-06,9.1505785,5.2812214,191053,100
21100,101.74109641156177,-2.1035168,8.200556,0.7483837,211,0.7555824,117.98359,0.32350594,0.032735333,-724.9563,42.865074,11.18,,0.048160404,-877.689,9.727424,-603.4006,1044.165668964386,3.740204,[-1.242  0.285 -0.5    0.134 -3.523],371891.44,-76.282974,1.2054444e-05,9.100278,43.3457,192171,100
21200,117.53597611474537,-2.0977173,8.422567,0.68653184,212,0.55910826,157.70401,1.2470152,0.061423335,-613.2799,50.622322,12.76,,0.00432743,-882.5665,3.796133,-438.6632,1050.2989082336426,12.204982,[-1.248  0.294 -0.509  0.112 -3.522],310099.22,-90.05346,-7.6293944e-08,9.211284,231.12592,193447,100
21300,116.33112767999287,-2.0956314,8.406829,0.7171353,213,0.7612564,112.75037,0.43725312,0.039853808,-732.42816,41.91007,12.64,,0.011723283,-876.62427,3.5066724,-603.4715,1056.7074582576752,4.685686,[-1.258  0.306 -0.523  0.084 -3.517],336850.06,-50.89105,-1.171112e-05,9.203412,44.03961,194711,100
21400,119.53040222802642,-2.1073458,8.446049,0.89967215,214,0.72624266,125.707466,0.6760159,0.051061925,-724.1213,46.609333,12.96,,0.010961677,-878.1452,6.6113524,-580.5322,1062.7945210933685,6.824856,[-1.263  0.308 -0.528  0.066 -3.514],560371.0,-82.27191,3.7384034e-06,9.223024,112.87771,196007,100
21500,113.23745690509102,-2.1074207,8.367801,0.15033263,215,0.99531984,138.78194,0.15679927,0.024927273,-876.9834,43.764786,12.33,,0.48738816,-880.3861,1.6331576,-801.6265,1069.1637086868286,1.0232873,[-1.277  0.319 -0.552  0.043 -3.526],15257.885,-86.58249,4.5776366e-07,9.1839,1.1427073,197240,100
21600,131.42845219929623,-2.1091435,8.57646,0.7082742,216,0.82021093,188.42377,0.3825215,0.037211563,-766.22076,52.24226,14.15,,0.012176418,-883.4302,4.3727765,-659.17755,1074.2260785102844,3.2860541,[-1.281  0.323 -0.554  0.04  -3.526],360399.72,-63.63395,6.027222e-06,9.28823,56.2322,198655,100
21700,120.138989907374,-2.113569,8.454536,0.60600924,217,0.92277116,140.47142,0.19798227,0.030929584,-835.70544,50.838894,13.02,,0.051862,-880.20667,5.0176916,-744.946,1079.8174390792847,1.5786653,[-1.292  0.318 -0.557  0.057 -3.528],270126.16,-72.872284,1.121521e-05,9.227266,7.873148,199957,100
21800,126.23065924159144,-2.1142576,8.522475,0.3464795,218,0.89477825,127.650696,0.2769301,0.033804987,-816.50854,51.103893,13.63,,0.066649675,-877.5406,4.218671,-719.94867,1085.3672795295715,2.1325517,[-1.28   0.311 -0.55   0.053 -3.533],82463.12,-78.25356,-2.1362305e-06,9.261237,22.354353,201320,100
21900,121.1339218176704,-2.1035917,8.465539,0.9082345,219,0.7368119,147.26492,0.7661186,0.056641243,-738.7899,53.4651,13.12,,0.022737222,-880.9939,7.720768,-585.2346,1091.0744893550873,8.360412,[-1.299  0.304 -0.562  0.063 -3.533],540024.9,-93.06225,1.1444092e-06,9.232769,91.03915,202632,100
22000,121.13392323677017,-2.0995474,8.465539,0.6773121,220,0.88582206,108.69183,0.31058633,0.03912955,-820.42596,46.27846,13.12,,0.032392405,-875.71405,6.816706,-710.3173,1096.9816918373108,2.958976,[-1.315  0.318 -0.579  0.038 -3.523],316507.12,-93.50651,4.043579e-06,9.232769,22.260338,203944,100
22100,139.52817025120075,-2.0829456,8.653499,0.6842617,221,0.88216436,145.79561,0.27920583,0.0417829,-820.1867,54.078613,14.96,,0.083414234,-876.67694,4.147238,-704.8182,1102.9464647769928,2.463947,[-1.322  0.313 -0.579  0.03  -3.518],319871.28,-89.76348,3.890991e-06,9.326749,11.94886,205440,100
22200,142.32852809328332,-2.0769134,8.678284,0.042427674,222,0.9932714,232.86191,0.17210439,0.030515708,-880.01855,62.59055,15.24,,0.87883055,-885.3734,1.1335328,-791.4384,1108.8567974567413,1.0026243,[-1.293  0.31  -0.562  0.038 -3.502],4935.0703,-91.55185,1.5411377e-05,9.339142,1.0129933,206964,100
22300,130.92909747971854,-2.0801404,8.571506,0.5645495,223,0.8039607,123.25317,0.360907,0.046124727,-760.4439,48.05392,14.1,,0.033255246,-875.8424,2.982226,-645.7921,1113.8085961341858,2.4434092,[-1.293  0.311 -0.561  0.037 -3.496],219409.36,-63.503613,-1.1138916e-05,9.285752,19.477734,208374,100
22400,130.3228880504184,-2.0781238,8.564517,1.0472275,224,0.8321202,123.69513,0.31033775,0.040410794,-769.15247,45.685005,14.04,,0.002607892,-875.8692,11.248117,-660.0346,1120.1616508960724,3.5107715,[-1.323  0.323 -0.593  0.028 -3.499],757548.4,-82.19241,,9.282257,26.939514,209778,100
22500,133.13342404884702,-2.077438,8.594055,0.8853833,225,0.86123985,172.7832,0.48283947,0.047959365,-810.70105,50.783627,14.32,,0.008021911,-881.29474,9.159528,-680.64154,1126.3192245960236,5.0933323,[-1.331  0.327 -0.6    0.01  -3.497],528230.8,-55.80011,2.5939942e-06,9.297028,51.91733,211210,100
22600,146.72247082413466,-2.0920455,8.714606,0.63442117,226,0.84301347,175.35556,0.33638516,0.042384826,-768.576,56.905056,15.68,,0.0385749,-877.86676,4.082774,-664.97614,1132.4216709136963,2.2362537,[-1.343  0.329 -0.603 -0.007 -3.496],274407.62,-67.25714,1.953125e-05,9.357303,20.187233,212778,100
22700,153.8139539025666,-2.1035168,8.769246,0.58288634,227,0.8449303,209.80615,0.4147087,0.049969185,-795.6321,60.153915,16.39,,0.0048773442,-878.9774,6.848406,-669.9917,1138.71812915802,2.808598,[-1.361  0.325 -0.611 -0.011 -3.511],230964.9,-101.68747,6.5612794e-06,9.384623,30.188288,214417,100
22800,147.42655470769,-2.1086261,8.720836,0.3838837,228,0.95767564,167.97984,0.19335732,0.03419715,-858.1107,59.352364,15.75,,0.06505884,-877.0365,2.4746013,-766.3096,1144.996303319931,1.2288038,[-1.399  0.327 -0.635 -0.013 -3.522],107492.8,-67.66872,1.2359619e-05,9.360417,3.067243,215992,100
22900,141.42425081458836,-2.1113126,8.669868,0.7728276,229,0.70700604,129.66576,0.7646498,0.04910667,-667.32666,56.96127,15.15,,0.0102424845,-874.36096,6.9762754,-553.1769,1150.2719314098358,6.3258424,[-1.396  0.334 -0.632 -0.016 -3.528],369324.56,-72.111275,6.408691e-06,9.334933,111.19778,217507,100
23000,148.8172301782374,-2.1145568,8.7309265,0.608279,230,0.9130444,122.73836,0.21999225,0.03790356,-819.33765,50.980637,15.89,,0.05760417,-870.8397,4.401592,-723.80615,1157.0360431671143,1.5530552,[-1.394  0.343 -0.634 -0.037 -3.53 ],247648.25,-69.46056,1.8310546e-06,9.365463,4.220603,219096,100
23100,153.22050859459515,-2.1311,8.76553,0.9766869,231,0.89503485,111.87508,0.49450132,0.0486648,-807.4342,54.84765,16.33,,0.013846369,-868.22424,5.2881165,-701.80475,1162.5116078853607,4.6875014,[-1.4    0.337 -0.632 -0.038 -3.534],623213.2,-73.02207,1.5258789e-06,9.382764,56.757393,220729,100
23200,167.81091437839507,-2.1340322,8.865759,0.91728395,232,0.8868946,157.70256,0.77073365,0.060914338,-799.65735,62.39169,17.79,,0.019078331,-868.3629,5.940423,-682.4421,1168.6682715415955,6.400471,[-1.398  0.341 -0.638 -0.055 -3.55 ],517607.97,-84.92541,-4.7302246e-06,9.432879,125.05176,222508,100
23300,177.81456257595946,-2.1325836,8.926516,0.64278793,233,0.9114551,162.70073,0.24575444,0.04446054,-814.1436,60.452946,18.79,,0.022937242,-864.478,7.0759754,-712.15985,1175.0273253917694,1.7336149,[-1.4    0.339 -0.64  -0.068 -3.553],255560.7,-93.5294,-9.536743e-06,9.463258,7.5168457,224387,100
23400,171.2136232949406,-2.1308746,8.887329,1.0430462,234,0.80888283,226.7914,0.38203463,0.057837147,-755.24457,60.73645,18.13,,0.01571868,-873.5164,9.838958,-618.59326,1181.5824346542358,3.4941425,[-1.392  0.347 -0.636 -0.073 -3.551],592999.6,-87.907486,3.2043456e-06,9.443665,18.684439,226200,100
23500,169.61456844734698,-2.1318924,8.877527,0.82111466,235,0.84315413,141.72249,0.4616638,0.053653155,-777.0089,56.920902,17.97,,0.0011599831,-865.5426,4.576404,-646.7654,1188.5117869377136,4.5129466,[-1.398  0.341 -0.643 -0.079 -3.55 ],414899.22,-77.55301,-8.239746e-06,9.438764,62.631065,227997,100
23600,188.10100502153412,-2.1376216,8.980931,1.0275735,236,0.73777837,174.2112,1.5374317,0.094143786,-729.088,60.699093,19.82,,0.00028858765,-860.87775,11.135011,-564.76953,1195.9308845996857,15.961447,[-1.401  0.342 -0.65  -0.093 -3.551],637409.56,-92.782295,-4.348755e-06,9.490465,221.72433,229979,100
23700,173.21388666650992,-2.1416614,8.899496,0.5367272,237,0.8071882,219.0672,0.3946499,0.049853437,-761.95197,64.1147,18.33,,0.010107837,-872.21014,5.0953865,-634.4071,1203.9601905345917,4.0858436,[-1.399  0.335 -0.637 -0.071 -3.556],204651.44,-89.34735,9.460449e-06,9.449748,41.454346,231812,100
23800,186.9053522323311,-2.1484377,8.975164,0.8690521,238,0.79004467,188.37184,1.1216578,0.07276982,-756.4109,60.790707,19.7,,0.0055831447,-862.8257,4.7857223,-610.94147,1211.1552159786224,9.623477,[-1.411  0.329 -0.641 -0.054 -3.561],498973.84,-120.048805,-2.5939942e-06,9.487582,185.55362,233782,100
23900,160.81996964474095,-2.148213,8.82036,0.8893519,239,0.7960191,120.21721,0.98883593,0.07109049,-762.7532,55.952625,17.09,,0.008593762,-866.5356,5.2888284,-619.2235,1217.8107635974884,9.373969,[-1.413  0.328 -0.634 -0.039 -3.567],498169.66,-70.17439,-3.0517579e-06,9.41018,111.92396,235491,100
24000,152.42239974122165,-2.1394198,8.759685,0.5658488,240,0.9522997,134.83368,0.18997703,0.03465369,-831.742,58.065754,16.25,,0.1952889,-871.473,4.7882423,-748.5922,1224.0691061019897,1.2453105,[-1.418  0.333 -0.635 -0.028 -3.567],187508.84,-110.38798,-9.9182125e-06,9.379842,2.1803849,237116,100
24100,152.01959438303396,-2.1325266,8.756273,0.56920713,241,0.90827656,156.8879,0.28893572,0.043405868,-827.1623,58.98164,16.21,,0.016847197,-874.16406,5.6639156,-719.61084,1229.9943852424622,2.2925596,[-1.421  0.333 -0.63  -0.034 -3.558],213441.5,-71.72244,9.07898e-06,9.378137,14.456126,238737,100
24200,161.4159743668372,-2.1311417,8.8240185,0.62355876,242,0.8340223,176.58005,0.4028015,0.05352205,-795.12085,59.49062,17.15,,0.031847425,-872.7646,4.636233,-662.16235,1236.626743555069,2.854361,[-1.425  0.344 -0.645 -0.045 -3.551],283437.34,-70.38248,-4.8828124e-06,9.412009,19.671368,240452,100
24300,147.8257039205885,-2.132756,8.723966,0.6282794,243,0.74855626,153.13153,0.33089596,0.04372677,-707.1456,56.318405,15.79,,0.051157326,-875.0897,5.236014,-584.78345,1242.568372964859,3.149901,[-1.419  0.354 -0.647 -0.046 -3.55 ],251781.6,-68.23351,-1.1825561e-05,9.361982,29.78105,242031,100
24400,170.5211030849041,-2.1218429,8.883846,1.0071905,244,0.85984814,134.24997,0.640837,0.06453757,-799.73145,62.915054,18.06,,0.012583857,-864.7523,8.961171,-671.9189,1249.209763288498,6.8655424,[-1.42   0.352 -0.649 -0.056 -3.552],666539.06,-77.90236,9.155273e-07,9.441923,65.7589,243837,100
24500,161.8168489522339,-2.123949,8.826857,0.62228,245,0.8847538,141.60901,0.2742164,0.04554202,-808.14844,62.75181,17.19,,0.056585725,-869.0724,4.022478,-701.4788,1255.5593633651733,1.94919,[-1.42   0.356 -0.642 -0.043 -3.541],265426.3,-79.807465,-1.2207031e-06,9.413428,9.257392,245556,100
